,atletas.clube_id,atletas.rodada_id,atletas.jogos_num,atletas.nome,atletas.posicao_id,atletas.atleta_id,atletas.slug,atletas.media_num,atletas.minimo_para_valorizar,atletas.preco_num,atletas.status_id,atletas.apelido_abreviado,atletas.variacao_num,atletas.pontos_num,atletas.foto,atletas.clube.id.full.name,atletas.apelido,CA,DS,FC,FD,FF,FS,G,I,SG,A,FT,CV,PC,PP,PS,DE,GS,DP,GC,V
83,262,15,14,Jorge Sampaoli,6,70800,jorge-sampaoli,6.04,,11.78,7,J. Sampaoli,0.3,5.36,https://s.sde.globo.com/media/person_role/2023/04/17/photo_FORMATO_Fp5qEri.png,Flamengo,Jorge Sampaoli,,,,,,,,,,,,,,,,,,,,7.0
84,266,15,6,Diogo Barbosa Mendanha,2,70916,diogo-barbosa,2.0,,6.95,5,D. Barbosa,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/06/23/photo_FORMATO.png,Fluminense,Diogo Barbosa,1.0,5.0,4.0,,1.0,5.0,,1.0,1.0,,,,,,,,,,,
85,293,15,5,Leonardo Cittadini,4,70986,leo-cittadini,0.58,,1.85,6,L. Cittadini,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_iZBbl8l.png,Athlético-PR,Léo Cittadini,,1.0,6.0,1.0,1.0,3.0,,,,,,,,,,,,,,
86,267,15,2,Maicon Pereira Roque,3,71227,maicon,4.4,,5.32,6,Maicon,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/06/28/photo_FORMATO.png,Vasco,Maicon,,2.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,
87,356,15,4,Fernando Miguel Kaufmann,1,71571,fernando-miguel,5.25,,10.86,6,F. Miguel,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_qLr4Pp0.png,Fortaleza,Fernando Miguel,,,,,,,,,1.0,,,,,,,20.0,4.0,,,
88,275,15,14,Weverton Pereira da Silva,1,71631,weverton,3.65,,9.93,7,Weverton,1.22,9.5,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_PN9nfV7.png,Palmeiras,Weverton,,,,,,2.0,,,4.0,,,,,,,42.0,12.0,,,
89,275,15,14,Gustavo Raúl Gómez Portillo,3,71684,gustavo-gomez,2.98,,9.18,7,G. Gómez,1.24,7.8,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_WsvPa3o.png,Palmeiras,Gustavo Gómez,4.0,18.0,15.0,2.0,3.0,8.0,,2.0,3.0,1.0,,,,,,,,,,
90,356,15,12,Thiago Galhardo do Nascimento Rocha,5,71844,thiago-galhardo,3.01,,6.18,7,T. Galhardo,-0.87,0.0,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_LaKDS7J.png,Fortaleza,Thiago Galhardo,3.0,6.0,7.0,5.0,8.0,12.0,2.0,4.0,,,,,,,,,,,,
91,263,15,3,Gabriel Appelt Pires,4,71898,gabriel-pires,4.57,,5.61,6,G. Pires,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_wzlbP45.png,Botafogo,Gabriel Pires,,11.0,7.0,,2.0,2.0,,,,,,,,,,,,,,
92,284,15,0,Juan Manuel Iturbe Arévalos,5,72134,iturbe,0.0,,6.0,6,Iturbe,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/07/10/photo_FORMATO_jd2MPl6.png,Grêmio,Iturbe,,,,,,,,,,,,,,,,,,,,
93,327,15,11,Danilo Fernando Avelar,3,72142,danilo-avelar,5.27,,6.02,6,D. Avelar,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TwK8xQJ.png,América-MG,Danilo Avelar,2.0,15.0,24.0,5.0,6.0,7.0,3.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,
94,282,15,15,Everson Felipe Marques Pires,1,72294,everson,3.37,,6.77,7,Everson,1.39,8.5,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_XhJDp6n.png,Atlético-MG,Everson,2.0,,,,,5.0,,,5.0,,,,,,,39.0,14.0,,,
95,276,15,0,Felipe Alves Raymundo,1,72372,felipe-alves,0.0,,6.0,6,F. Alves,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/08/16/19b70a0ace7230f7a5033ad9270abf7e_FORMATO.png,São Paulo,Felipe Alves,,,,,,,,,,,,,,,,,,,,
96,266,15,15,Fernando Diniz Silva,6,72391,fernando-diniz,5.48,,13.95,7,F. Diniz,-0.71,4.16,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_dcBENR5.png,Fluminense,Fernando Diniz,,,,,,,,,,,,,,,,,,,,7.0
97,285,15,10,Gustavo Campanharo,4,72497,gustavo-campanharo,2.56,,5.56,6,G. Campanharo,0.72,4.4,https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_Fbab3V0.png,Internacional,Gustavo Campanharo,5.0,24.0,19.0,3.0,,8.0,,,,,,,,,,,,,,
98,290,15,13,Magno José da Silva,2,72532,maguinho,3.01,,4.52,7,Maguinho,1.21,7.8,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_r03QzyK.png,Goiás,Maguinho,5.0,15.0,40.0,,9.0,14.0,2.0,,2.0,,,1.0,,,1.0,,,,,
99,327,15,7,Matheus Fernando Cavichioli,1,72580,matheus-cavichioli,1.17,,5.43,6,M. Cavichioli,0.0,0.0,https://s.sde.globo.com/media/person_role/2021/06/04/4b9a4cd7759d0ef36a25a02c4b9cf8a8_FORMATO.png,América-MG,Matheus Cavichioli,,,1.0,,,1.0,,,,,,1.0,,,,26.0,19.0,1.0,1.0,
100,285,15,11,Pedro Henrique Konzen Medina da Silva,5,72583,pedro-henrique,3.55,,6.83,6,P. Henrique,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/04/12/5422d339b6546dc0505e80e10b027269_FORMATO.png,Internacional,Pedro Henrique,,12.0,20.0,4.0,10.0,10.0,1.0,11.0,,1.0,,,,,1.0,,,,,
101,356,15,1,Maurício Kozlinski,1,72595,mauricio-kozlinski,6.0,,4.92,6,M. Kozlinski,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_mZtm5zI.png,Fortaleza,Maurício Kozlinski,,,,,,,,,1.0,,,,,,,1.0,,,,
102,265,15,10,Vitor Hugo Franchescoli de Souza,3,72605,vitor-hugo,2.27,,5.28,6,V. Hugo,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_HuEb513.png,Bahia,Vitor Hugo,1.0,9.0,7.0,,5.0,4.0,,,2.0,,,,1.0,,,,,,,
103,1371,15,14,Pablo Daniel Ceppelini Gatto,4,72762,ceppelini,2.05,,3.84,7,Ceppelini,-0.29,0.6,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_l5sEyLV.png,Cuiabá,Ceppelini,3.0,6.0,10.0,6.0,6.0,11.0,,1.0,,2.0,,,,,,,,,,
104,285,15,14,Luiz Adriano de Souza da Silva,5,72772,luiz-adriano,2.64,,5.66,6,L. Adriano,-0.02,0.5,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_SJwFoxe.png,Internacional,Luiz Adriano,,5.0,8.0,3.0,5.0,14.0,1.0,3.0,,1.0,2.0,,,,,,,,,
105,293,15,6,Fernando Luiz Rosa,4,72775,fernandinho,1.97,,5.5,7,Fernandinho,0.5,4.5,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_X6EpiKc.png,Athlético-PR,Fernandinho,3.0,8.0,11.0,,2.0,6.0,,1.0,,1.0,,,1.0,,,,,,,
106,285,15,9,Gabriel Iván Mercado,3,72951,mercado,4.05,,6.61,7,Mercado,1.47,9.7,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_rOFNbA7.png,Internacional,Mercado,5.0,17.0,14.0,2.0,1.0,4.0,,,4.0,,,,,,,,,,,
107,327,15,2,Daniel Fortunato Borges,2,73318,daniel-borges,3.55,,5.06,6,D. Borges,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_9c2ocup.png,América-MG,Daniel Borges,,5.0,2.0,1.0,,1.0,,,,,,,,,,,,,,
108,266,15,11,Samuel Xavier Brito,2,73384,samuel-xavier,5.12,,10.8,7,S. Xavier,-0.69,6.1,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_GJkHCf2.png,Fluminense,Samuel Xavier,4.0,11.0,10.0,2.0,6.0,10.0,1.0,2.0,4.0,2.0,,,,,,,,,,
109,285,15,10,Jean Dias da Costa,5,73479,jean-dias,2.24,,3.41,6,J. Dias,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/04/10/photo_FORMATO_UU1DWbN.png,Internacional,Jean Dias,1.0,2.0,5.0,1.0,3.0,12.0,1.0,1.0,,1.0,,,,,,,,,,
110,284,15,13,Bruno Fabiano Alves,3,73620,bruno-alves,1.79,,6.0,6,B. Alves,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_QXt8Pw7.png,Grêmio,Bruno Alves,1.0,8.0,5.0,1.0,2.0,7.0,,2.0,2.0,,,,,,,,,,,
111,290,15,9,Guilherme Costa Marques,5,73781,guilherme-marques,3.99,,6.6,3,G. Marques,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_8U4l1F1.png,Goiás,Guilherme Marques,2.0,12.0,13.0,3.0,5.0,4.0,2.0,2.0,,1.0,,1.0,,,,,,,,
112,262,15,1,Rodrigo Caio Coquette Russo,3,73800,rodrigo-caio,0.0,,3.97,6,R. Caio,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_8nCiWcT.png,Flamengo,Rodrigo Caio,,,,,,,,,,,,,,,,,,,,
113,327,15,12,Aloísio dos Santos Gonçalves,5,73850,aloisio,4.57,,7.85,6,Aloísio,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/03/31/a411b722d7d0edc88f871c1a48191dc1_FORMATO.png,América-MG,Aloísio,3.0,2.0,18.0,7.0,10.0,8.0,3.0,6.0,,1.0,4.0,,,,,,,,,
114,277,15,5,Alison Lopes Ferreira,4,73974,alison,1.24,,3.03,5,Alison,0.0,0.0,https://s.sde.globo.com/media/person_role/2021/05/04/83ae4938b05e0e1d67ad49af17785e89_FORMATO.png,Santos,Alison,,5.0,1.0,,,1.0,,,,,,,,,,,,,,
115,263,15,0,Roberto Junior Fernández Torres,1,74061,gatito-fernandez,0.0,,8.0,6,G. Fernández,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_zKZCWAI.png,Botafogo,Gatito Fernández,,,,,,,,,,,,,,,,,,,,
116,293,15,11,Madson Ferreira dos Santos,2,78077,madson,2.05,,5.96,6,Madson,0.28,5.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_UA5MZDv.png,Athlético-PR,Madson,3.0,3.0,11.0,,2.0,8.0,,3.0,3.0,1.0,,,,,,,,,,
117,265,15,12,Everaldo Stum,5,78117,everaldo,2.11,,7.51,7,Everaldo,-0.11,0.9,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_8pHdjST.png,Bahia,Everaldo,4.0,5.0,13.0,5.0,1.0,10.0,2.0,5.0,,,,,,,,,,,,
118,285,15,13,Renê Rodrigues Martins,2,78445,rene,4.74,,10.0,7,Renê,0.7,7.9,https://s.sde.globo.com/media/person_role/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png,Internacional,Renê,2.0,24.0,10.0,,3.0,21.0,,1.0,5.0,,,,,,,,,,,
119,1371,15,14,Jonathan Renato Barbosa,5,78580,jonathan-cafu,2.9,,6.79,7,J. Cafu,0.11,4.0,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_7bHRcHm.png,Cuiabá,Jonathan Cafu,2.0,16.0,13.0,2.0,4.0,22.0,,3.0,,2.0,,,,,1.0,,,,,
120,285,15,1,Gabriel Girotto Franco,4,78605,gabriel,0.0,,4.28,6,Gabriel,-1.72,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_GUlE7bV.png,Internacional,Gabriel,,,,,,,,,,,,,,,,,,,,
121,283,15,6,Ramiro Moschen Benetti,4,78715,ramiro,3.8,,5.62,5,Ramiro,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Yl1MU4D.png,Cruzeiro,Ramiro,3.0,9.0,8.0,1.0,4.0,,1.0,,,1.0,,,,,,,,,,
122,284,15,9,Reinaldo Manoel da Silva,2,78850,reinaldo,4.52,,7.52,6,Reinaldo,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_YOXKUlg.png,Grêmio,Reinaldo,5.0,5.0,16.0,4.0,3.0,9.0,1.0,2.0,1.0,4.0,,,,,,,,,,
123,266,15,8,Thiago dos Santos,4,78855,thiago-santos,0.54,,1.94,6,T. Santos,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_xMjWx6h.png,Fluminense,Thiago Santos,2.0,5.0,8.0,1.0,,3.0,,,,,,,,,,,,,,
124,263,15,0,Douglas Borges,1,78893,douglas-borges,0.0,,3.0,6,D. Borges,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_33D9G2h.png,Botafogo,Douglas Borges,,,,,,,,,,,,,,,,,,,,
125,277,15,1,Luiz Felipe do Nascimento dos Santos,3,79035,luiz-felipe,0.0,,2.16,6,L. Felipe,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_aiqNBl6.png,Santos,Luiz Felipe,,,,,,,,,,,,,,,,,,,,
126,263,15,14,Víctor Leandro Cuesta,3,79113,victor-cuesta,6.32,,10.62,7,V. Cuesta,0.09,5.4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_iLUMfpx.png,Botafogo,Víctor Cuesta,6.0,20.0,14.0,2.0,3.0,8.0,1.0,1.0,10.0,1.0,1.0,,,,,,,,,
127,356,15,10,Silvio Ezequiel Romero,5,79188,silvio-romero,2.54,,5.01,6,S. Romero,0.13,3.0,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_So2bREb.png,Fortaleza,Silvio Romero,1.0,1.0,5.0,,2.0,3.0,2.0,4.0,,1.0,1.0,,,,,,,,,
128,1371,15,9,Filipe Augusto Carvalho Souza,4,79268,filipe-augusto,1.1,,1.66,6,F. Augusto,-0.18,-0.3,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_S95pz8G.png,Cuiabá,Filipe Augusto,1.0,11.0,11.0,,,8.0,,,,,,1.0,,,,,,,,
129,327,15,5,Ricardo César Dantas da Silva,3,79334,ricardo-silva,1.04,,2.01,5,R. Silva,0.0,0.0,https://s.sde.globo.com/media/person_role/2021/06/04/a95541b4ee84849f6e060a780b86704d_FORMATO.png,América-MG,Ricardo Silva,1.0,5.0,6.0,,,4.0,,,,,,,,,,,,,,
130,266,15,15,Germán Ezequiel Cano,5,79631,cano,4.31,,13.88,7,Cano,-1.3,2.9,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_CKcA05y.png,Fluminense,Cano,3.0,11.0,15.0,9.0,15.0,6.0,4.0,8.0,,,2.0,,,1.0,,,,,,
131,283,15,4,Lucas Silva Borges,4,79701,lucas-silva,2.67,,4.71,6,L. Silva,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/07/10/photo_FORMATO_YrS5yhK.png,Cruzeiro,Lucas Silva,,8.0,3.0,,,4.0,,,,,,,,,,,,,,
132,356,15,15,Glaybson Yago Souza Lisboa,4,80196,yago-pikachu,2.6,,7.55,6,Y. Pikachu,-1.28,1.3,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_jUc4EZ2.png,Fortaleza,Yago Pikachu,2.0,6.0,5.0,3.0,6.0,14.0,3.0,2.0,,,,,,1.0,,,,,,
133,276,15,14,Luciano da Rocha Neves,5,80287,luciano,5.36,,12.81,7,Luciano,0.3,9.9,https://s.sde.globo.com/media/person_role/2022/03/01/aeb1926a6ddb270206f4ceffcf701d4b_FORMATO.png,São Paulo,Luciano,2.0,6.0,11.0,8.0,11.0,22.0,4.0,2.0,,2.0,2.0,,,1.0,,,,,,
134,265,15,0,Gilberto Moraes Júnior,2,80313,gilberto,0.0,,7.0,6,Gilberto,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/07/10/photo_FORMATO.png,Bahia,Gilberto,,,,,,,,,,,,,,,,,,,,
135,266,15,0,Marlon Santos da Silva Barbosa,3,80538,marlon,0.0,,7.0,3,Marlon,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/07/12/photo_220x220.png,Fluminense,Marlon,,,,,,,,,,,,,,,,,,,,
136,277,15,15,Lucas Rafael Araújo Lima,4,80583,lucas-lima,3.52,,6.85,7,L. Lima,-0.86,0.5,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_l0JerUa.png,Santos,Lucas Lima,2.0,21.0,26.0,2.0,3.0,20.0,1.0,3.0,,3.0,,,,,,,,,,
137,275,15,11,Luan Garcia Teixeira,3,80692,luan,3.79,,7.45,6,Luan,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_cnIvHfj.png,Palmeiras,Luan,1.0,10.0,15.0,2.0,4.0,8.0,1.0,3.0,3.0,,1.0,,,,,,,,,
138,284,15,0,Pedro Tonon Geromel,3,80853,pedro-geromel,0.0,,7.0,6,P. Geromel,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_2mIyND1.png,Grêmio,Pedro Geromel,,,,,,,,,,,,,,,,,,,,
139,267,15,12,Jair Rodrigues Júnior,4,81091,jair,4.42,,8.52,6,Jair,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,Vasco,Jair,4.0,23.0,20.0,1.0,1.0,33.0,2.0,,,,,,,,1.0,,,,,
140,265,15,5,Lucas Andrés Mugni,4,81121,lucas-mugni,1.52,,3.48,6,L. Mugni,0.55,4.5,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_t30cY72.png,Bahia,Lucas Mugni,,5.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,
141,275,15,12,Mayke Rocha de Oliveira,2,81150,mayke,4.72,,7.81,3,Mayke,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_VrbLrFd.png,Palmeiras,Mayke,3.0,24.0,15.0,,1.0,3.0,1.0,,3.0,2.0,,,,,,,,,,
142,276,15,15,Alisson Euler de Freitas Castro,4,81845,alisson,3.0,,6.27,7,Alisson,0.46,6.3,https://s.sde.globo.com/media/person_role/2022/03/01/14ebdbca4e280cd9dfdb9b7e2148afe0_FORMATO.png,São Paulo,Alisson,2.0,20.0,18.0,1.0,8.0,12.0,,1.0,,3.0,,,,,,,,,,
143,356,15,10,João Ricardo Riedi,1,81881,joao-ricardo,5.0,,6.89,7,J. Ricardo,-1.33,-1.0,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_KgJZuxA.png,Fortaleza,João Ricardo,1.0,,,,,2.0,,,5.0,,,,,,,26.0,8.0,1.0,,
144,283,15,10,José Henrique da Silva Dourado,5,81905,henrique-dourado,2.08,,4.5,6,H. Dourado,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/04/22/photo_FORMATO_X04virK.png,Cruzeiro,Henrique Dourado,2.0,3.0,12.0,2.0,7.0,9.0,1.0,7.0,,,1.0,,,,,,,,,
145,290,15,11,Willian Osmar de Oliveira Silva,4,81952,willian-oliveira,2.51,,3.71,7,W. Oliveira,0.44,6.5,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_9raWzET.png,Goiás,Willian Oliveira,3.0,18.0,20.0,2.0,2.0,16.0,,,,,1.0,,,,,,,,,
146,327,15,14,Adilson dos Anjos Oliveira,4,82381,juninho,2.87,,7.14,6,Juninho,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ek7YW7J.png,América-MG,Juninho,1.0,14.0,11.0,3.0,2.0,11.0,2.0,1.0,,,,,,,1.0,,,,,
147,290,15,12,Tadeu Antônio Ferreira,1,82453,tadeu,3.17,,6.72,7,Tadeu,1.0,6.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_jSvkpAL.png,Goiás,Tadeu,,,,,,4.0,,,2.0,,,,,,,44.0,18.0,,,
148,275,15,12,José Rafael Vivian,4,82455,ze-rafael,5.04,,11.4,7,Z. Rafael,0.81,11.2,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XlK02hD.png,Palmeiras,Zé Rafael,4.0,38.0,28.0,5.0,3.0,28.0,,1.0,,1.0,,,,,,,,,,
149,282,15,5,Otávio Henrique Passos Santos,4,82463,otavio,2.76,,4.47,7,Otávio,0.34,5.7,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,Atlético-MG,Otávio,3.0,13.0,6.0,1.0,1.0,2.0,,,,,,,,,,,,,,
150,262,15,2,Luiz de Araújo Guimarães Neto,5,82627,luiz-araujo,-0.45,,4.86,6,L. Araújo,-1.19,-1.8,https://s.sde.globo.com/media/person_role/2023/07/03/photo_FORMATO.png,Flamengo,Luiz Araújo,,2.0,5.0,1.0,,,,,,,,1.0,,,,,,,,
151,356,15,12,Guilherme de Jesus da Silva,2,82628,tinga,5.72,,9.35,6,Tinga,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/05/12/98abba841d176135f9ec02a557177a7f_FORMATO.png,Fortaleza,Tinga,,27.0,8.0,2.0,2.0,4.0,1.0,3.0,5.0,,,,,,,,,,,
152,290,15,3,Marcelo Rangel da Rosa,1,82730,marcelo-rangel,0.0,,2.34,6,M. Rangel,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_jsdA8Zf.png,Goiás,Marcelo Rangel,,,,,,,,,,,,,,,,8.0,8.0,,,
153,277,15,13,Paulo César Turra,6,82747,paulo-turra,5.11,,10.02,7,P. Turra,-0.82,2.57,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_L21KedQ.png,Santos,Paulo Turra,,,,,,,,,,,,,,,,,,,,6.0
154,276,15,13,Wellington Soares da Silva,4,82766,wellington-rato,2.24,,5.74,6,W. Rato,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_bPEXkEO.png,São Paulo,Wellington Rato,2.0,10.0,7.0,3.0,6.0,6.0,,2.0,,2.0,,,,,,,,,,
155,262,15,11,Gabriel Barbosa Almeida,5,83257,gabriel,5.35,,12.95,7,Gabriel,-1.28,2.3,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_mbchRWW.png,Flamengo,Gabriel,5.0,4.0,3.0,9.0,10.0,11.0,4.0,3.0,,1.0,1.0,,,1.0,,,,,,
156,282,15,13,Patrick Bezerra do Nascimento,4,83433,patrick,1.94,,5.86,6,Patrick,0.33,2.9,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_TvGvJD9.png,Atlético-MG,Patrick,1.0,16.0,4.0,1.0,2.0,11.0,,1.0,,,,,,,,,,,,
157,262,15,13,Leonardo Pereira,3,83528,leo-pereira,6.26,,14.43,7,L. Pereira,0.06,6.5,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_Wclql1X.png,Flamengo,Léo Pereira,1.0,19.0,7.0,,1.0,14.0,3.0,1.0,6.0,,,,,,,,,,,
158,283,15,6,Hueglo dos Santos Neris,3,83786,neris,5.13,,4.44,7,Neris,-0.17,4.3,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_U329TT2.png,Cruzeiro,Neris,3.0,8.0,11.0,1.0,1.0,1.0,,,5.0,,,,,,,,,,,
159,1371,15,2,Clayson Henrique da Silva Vieira,5,83817,clayson,0.35,,4.07,7,Clayson,-0.31,0.5,https://s.sde.globo.com/media/person_role/2023/06/30/photo_220x220_AACy2wU.png,Cuiabá,Clayson,1.0,,2.0,,1.0,3.0,,,,,,,,,,,,,,
160,263,15,14,Francisco das Chagas Soares dos Santos Meireles,5,84042,tiquinho-soares,8.92,,18.63,7,T. Soares,-0.06,1.6,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TbDAa67.png,Botafogo,Tiquinho Soares,5.0,8.0,20.0,5.0,14.0,28.0,10.0,10.0,,4.0,,,,1.0,,,,,,
161,282,15,14,Jemerson de Jesus Nascimento,3,84263,jemerson,3.05,,8.44,7,Jemerson,0.91,7.4,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_LiuUOj2.png,Atlético-MG,Jemerson,3.0,13.0,17.0,1.0,1.0,6.0,,1.0,5.0,1.0,,,,,,,,,,
162,290,15,14,Bruno Ferreira Melo,3,84339,bruno-melo,3.17,,5.72,7,B. Melo,0.77,5.3,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_FEUiEbp.png,Goiás,Bruno Melo,6.0,8.0,11.0,2.0,8.0,11.0,2.0,2.0,2.0,1.0,,,1.0,,,,,,,
163,1371,15,11,Fernando Pereira do Nascimento,4,84428,fernando-sobral,5.25,,7.41,7,F. Sobral,0.23,3.4,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_DOXZ9Xn.png,Cuiabá,Fernando Sobral,3.0,26.0,16.0,5.0,8.0,18.0,1.0,,,1.0,,,,,,,,,,
164,356,15,8,José Romário Silva de Souza,5,84523,romarinho,0.84,,2.72,6,Romarinho,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_UU97nfg.png,Fortaleza,Romarinho,,,1.0,2.0,2.0,6.0,,,,,,,,,,,,,,
165,280,15,14,Lucas Evangelista Santana de Oliveira,4,84674,lucas-evangelista,5.4,,8.19,7,L. Evangelista,0.01,2.6,https://s.sde.globo.com/media/person_role/2022/05/05/175c2911cb392a7305aef49766feb459_FORMATO.png,Bragantino,Lucas Evangelista,1.0,22.0,13.0,5.0,11.0,33.0,,1.0,,4.0,1.0,,,,,,,,,
166,262,15,1,Guillermo Varela Olivera,2,84816,varela,5.6,,4.61,6,Varela,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_M1z2XK5.png,Flamengo,Varela,,1.0,2.0,,,,,,1.0,,,,,,,,,,,
167,294,15,13,Robson dos Santos Fernandes,5,84817,robson,5.76,,7.73,7,Robson,-1.6,4.3,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_wdF92Dr.png,Coritiba,Robson,4.0,24.0,28.0,6.0,7.0,18.0,4.0,3.0,,1.0,,,,,,,,,,
168,265,15,14,Marcos Felipe de Freitas Monteiro,1,85004,marcos-felipe,3.22,,6.64,7,M. Felipe,-0.24,3.0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_kJmHr1X.png,Bahia,Marcos Felipe,,,,,,2.0,,,3.0,,,,,,,50.0,21.0,,,
169,275,15,0,Vinicius Silvestre da Costa,1,85083,vinicius-silvestre,0.0,,3.0,6,V. Silvestre,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/02/21/6b18b6e2028293647615790cb3edf11f_FORMATO.png,Palmeiras,Vinicius Silvestre,,,,,,,,,,,,,,,,,,,,
170,264,15,1,Víctor Danilo Cantillo Jiménez,4,85315,cantillo,8.9,,8.32,6,Cantillo,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_XLtLBFc.png,Corinthians,Cantillo,,6.0,,1.0,,1.0,,,,,,,,,,,,,,
