,atletas.posicao_id,atletas.foto,atletas.nome,atletas.variacao_num,atletas.clube_id,atletas.preco_num,atletas.rodada_id,atletas.minimo_para_valorizar,atletas.jogos_num,atletas.apelido_abreviado,atletas.pontos_num,atletas.status_id,atletas.slug,atletas.apelido,atletas.media_num,atletas.clube.id.full.name,atletas.atleta_id,CA,DS,FC,FF,FS,PC,SG,A,FD,G,I,CV,PS,FT,DE,GS,V,DP,PP,GC
170,1,https://s.sde.globo.com/media/person_role/2022/03/03/9edc82b201e12a2a0b8dba4d87004195_FORMATO.png,João Paulo Silva Martins,-0.07,277,11.12,13,-0.07,13,J. Paulo,0.0,7,joao-paulo,João Paulo,4.5,Santos,85425,,,,,1.0,,5.0,,,,,,,,49.0,16.0,,,,
171,4,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_9oyYdIt.png,Alex Paulo Menezes Santana,0.24,293,4.93,13,2.31,8,A. Santana,3.6,6,alex-santana,Alex Santana,2.59,Athlético-PR,85465,3.0,6.0,9.0,7.0,15.0,,,,1.0,1.0,1.0,1.0,,,,,,,,
172,3,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_upcZmtB.png,Leonardo Pinheiro da Conceição,-1.16,267,2.1,13,-1.06,13,Léo,-1.6,7,leo,Léo,0.81,Vasco,85626,2.0,4.0,11.0,,6.0,,1.0,,,,,,,1.0,,,,,,
173,4,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_we4xNWc.png,Hyoran Kaue Dalmoro,0.0,282,5.95,13,0.6,11,Hyoran,0.0,5,hyoran,Hyoran,3.54,Atlético-MG,85931,4.0,13.0,22.0,10.0,9.0,1.0,,,3.0,2.0,2.0,,,1.0,,,,,,
174,5,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_plrV8jg.png,Gustavo Affonso Sauerbeck,0.0,263,2.05,13,-0.14,3,G. Sauer,0.0,6,gustavo-sauer,Gustavo Sauer,1.8,Botafogo,85993,,3.0,3.0,1.0,2.0,,,,,,1.0,,1.0,,,,,,,
175,3,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_b5qzoWm.png,Wanderson Santos Pereira,-0.45,327,2.82,13,-0.21,7,Wanderson,-0.3,6,wanderson,Wanderson,1.16,América-MG,86143,,3.0,10.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,
176,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_BijuTNZ.png,Alexandre Egea,0.0,327,5.42,13,0.02,10,Alê,0.0,6,ale,Alê,2.01,América-MG,86388,2.0,9.0,13.0,4.0,8.0,,,,,1.0,,,,,,,,,,
177,2,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_klsEyT2.png,Sander Henrique Bortolotto,0.74,290,10.72,13,4.27,13,Sander,6.7,7,sander,Sander,5.48,Goiás,86391,,31.0,17.0,2.0,31.0,,1.0,2.0,6.0,,1.0,,,,,,,,,
178,2,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_cjqZYOH.png,Victor Luis Chuab Zamblauskas,0.0,294,3.11,13,4.51,7,V. Luis,0.0,6,victor-luis,Victor Luis,1.14,Coritiba,86410,2.0,5.0,6.0,1.0,6.0,,1.0,,,,,,,,,,,,,1.0
179,5,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_RDEOJLs.png,Marcos da Silva França,-0.76,266,3.37,13,2.64,7,Keno,4.1,7,keno,Keno,2.23,Fluminense,86485,2.0,8.0,6.0,1.0,6.0,,,1.0,1.0,,2.0,,,,,,,,,
180,1,https://s.sde.globo.com/media/person_role/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png,Jandrei Chitolina Carniel,0.0,276,5.0,13,6.8,0,Jandrei,0.0,6,jandrei,Jandrei,0.0,São Paulo,86508,,,,,,,,,,,,,,,,,,,,
181,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_FytIYxJ.png,Danilo das Neves Pinheiro,-0.11,263,7.46,13,-0.05,13,T. Tchê,0.0,7,tche-tche,Tchê Tchê,2.49,Botafogo,86686,1.0,10.0,18.0,4.0,14.0,,,1.0,3.0,1.0,,,,,,,,,,
182,5,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_EcaScZP.png,Everton Sousa Soares,0.0,262,9.6,13,6.24,12,Everton,0.0,6,everton,Everton,4.88,Flamengo,86757,1.0,8.0,10.0,11.0,8.0,,,3.0,7.0,2.0,3.0,,1.0,,,,,,,
183,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_6wIsdHM.png,Danilo Barbosa da Silva,-0.05,263,5.09,13,0.95,6,D. Barbosa,1.5,6,danilo-barbosa,Danilo Barbosa,3.05,Botafogo,86777,1.0,5.0,6.0,2.0,11.0,,,,,1.0,,,,,,,,,,
184,5,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_28kb8HP.png,Rodrigo Cunha Pereira de Pinho,-0.6,294,3.14,13,-0.02,7,R. Pinho,0.0,6,rodrigo-pinho,Rodrigo Pinho,1.89,Coritiba,86799,1.0,2.0,6.0,5.0,6.0,,,,3.0,,,,,1.0,,,,,,
185,4,https://s.sde.globo.com/media/person_role/2022/08/12/8bbade4dbabca44eb3eda2767deda745_FORMATO.png,Gabriel Boschilia,0.2,294,6.0,13,1.26,10,Boschilia,2.0,7,boschilia,Boschilia,3.4,Coritiba,86841,1.0,7.0,5.0,7.0,7.0,,,1.0,5.0,1.0,,,,,,,,,,
186,4,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_Sq4MDcU.png,José Welison da Silva,0.58,356,2.82,13,1.62,6,J. Welison,2.5,6,jose-welison,José Welison,0.48,Fortaleza,86859,2.0,4.0,9.0,1.0,4.0,,,,,,,,,,,,,,,
187,2,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_9jhAK26.png,Marlon Matheus Lopes do Nascimento,-0.57,327,5.15,13,0.09,8,Marlon,0.2,6,marlon,Marlon,3.66,América-MG,86864,1.0,14.0,6.0,1.0,15.0,,1.0,1.0,,,,,,,,,,,,1.0
188,1,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_2NC7Cvz.png,Leonardo César Jardim,-0.98,267,9.32,13,1.26,13,L. Jardim,2.0,7,leo-jardim,Léo Jardim,2.51,Vasco,87008,1.0,,,,1.0,,1.0,,,,,,,,50.0,22.0,,,,
189,4,https://s.sde.globo.com/media/person_role/2023/04/12/photo_FORMATO_H5UIx66.png,Nathan Allan de Souza,0.0,284,5.68,13,3.87,9,Nathan,0.0,6,nathan,Nathan,2.42,Grêmio,87009,1.0,9.0,7.0,3.0,4.0,,,1.0,4.0,,1.0,,,,,,,,,
190,5,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_FC0h7Wp.png,Matheus Vieira Campos Peixoto,-0.32,290,7.44,13,-0.26,12,M. Peixoto,-0.3,7,matheus-peixoto,Matheus Peixoto,3.99,Goiás,87098,2.0,10.0,16.0,10.0,17.0,,,1.0,5.0,2.0,8.0,,,,,,,,,
191,3,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Pmz9ta0.png,Pedro Henrique Ribeiro Gonçalves,-0.53,293,9.26,13,1.05,10,P. Henrique,1.7,7,pedro-henrique,Pedro Henrique,4.02,Athlético-PR,87225,3.0,10.0,14.0,5.0,5.0,,4.0,,1.0,1.0,2.0,,,,,,,,,
192,2,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6cBmo9F.png,Guilherme Antonio Arana Lopes,-0.44,282,8.7,13,-0.01,4,G. Arana,0.0,7,guilherme-arana,Guilherme Arana,0.8,Atlético-MG,87228,1.0,2.0,,1.0,2.0,,,,,,,,,,,,,,,
193,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8NTSnKt.png,Carlos María de Pena Bonino,-0.45,285,6.95,13,0.74,10,C. Pena,1.2,6,carlos-de-pena,Carlos de Pena,2.59,Internacional,87242,1.0,10.0,5.0,5.0,4.0,,,,2.0,1.0,,,,,,,,,,
194,5,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xCE9nv8.png,Yeferson Julio Soteldo Martínez,0.0,277,9.24,13,4.4,7,Soteldo,0.0,6,soteldo,Soteldo,5.53,Santos,87258,,8.0,2.0,5.0,22.0,,,2.0,4.0,,1.0,1.0,,1.0,,,,,,
195,3,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q2fTOjY.png,Walter Kannemann,-0.35,284,7.84,13,0.47,10,Kannemann,0.8,7,kannemann,Kannemann,3.86,Grêmio,87342,7.0,26.0,20.0,2.0,9.0,,2.0,1.0,2.0,,,1.0,,,,,,,,
196,5,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_fvVeoSJ.png,Allano Brendon de Souza Lima,0.0,290,3.0,13,,0,Allano,0.0,6,allano,Allano,0.0,Goiás,87391,,,,,,,,,,,,,,,,,,,,
197,3,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_XWlumea.png,Messias Rodrigues da Silva Júnior,-0.86,277,6.91,13,-0.65,13,Messias,-0.9,7,messias,Messias,3.6,Santos,87402,1.0,18.0,10.0,2.0,5.0,1.0,5.0,,1.0,,1.0,,,,,,,,,
198,4,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_dQGg2S1.png,Thaciano Mickael da Silva,0.19,265,11.42,13,1.8,12,Thaciano,2.9,7,thaciano,Thaciano,5.7,Bahia,87470,1.0,19.0,14.0,12.0,15.0,,,2.0,4.0,2.0,2.0,,,1.0,,,,,,
199,4,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Vn5DBCR.png,Vitor Frezarin Bueno,1.48,293,8.66,13,7.55,10,V. Bueno,11.7,7,vitor-bueno,Vitor Bueno,4.89,Athlético-PR,87552,4.0,6.0,7.0,7.0,12.0,,,3.0,6.0,1.0,1.0,,,2.0,,,,,,
200,1,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_1bOXVa7.png,Mateus Pasinato,0.24,327,2.9,13,0.63,6,M. Pasinato,1.0,7,mateus-pasinato,Mateus Pasinato,3.17,América-MG,87603,1.0,,,,2.0,,1.0,,,,,,,,23.0,9.0,,,,
201,4,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_MSIx6c6.png,Antônio Francisco Moura Neto,-0.24,283,2.52,13,-0.02,11,N. Moura,0.0,6,neto-moura,Neto Moura,0.97,Cruzeiro,87742,1.0,8.0,9.0,4.0,1.0,,,,1.0,,1.0,,,,,,,,,
202,4,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO.png,Yago Felipe da Costa Rocha,0.0,265,5.25,13,4.49,6,Y. Felipe,0.0,6,yago-felipe,Yago Felipe,2.18,Bahia,87747,1.0,12.0,13.0,2.0,4.0,,,,,,,,,,,,,,,
203,3,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_E29teNI.png,Philipe Sampaio Azevedo,0.0,263,4.58,13,3.59,5,P. Sampaio,0.0,6,philipe-sampaio,Philipe Sampaio,3.9,Botafogo,87808,,3.0,1.0,1.0,1.0,,3.0,,,,1.0,,,,,,,,,
204,3,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,Paolo Mauricio Lemos Merladett,0.52,282,10.24,13,4.7,8,M. Lemos,7.3,7,mauricio-lemos,Mauricio Lemos,3.98,Atlético-MG,87853,4.0,12.0,9.0,2.0,6.0,,2.0,,4.0,1.0,2.0,1.0,,,,,,,,
205,4,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,Giorgian Daniel de Arrascaeta Benedetti,3.09,262,15.31,13,13.5,8,Arrascaeta,18.8,7,arrascaeta,Arrascaeta,6.27,Flamengo,87863,1.0,8.0,10.0,7.0,11.0,,,3.0,3.0,1.0,1.0,,1.0,2.0,,,,,,
206,3,https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,Alan Pereira Empereur,0.0,1371,4.63,13,1.42,10,A. Empereur,0.0,7,alan-empereur,Alan Empereur,2.46,Cuiabá,88033,3.0,5.0,4.0,3.0,6.0,,2.0,1.0,2.0,,,,,,,,,,,
207,2,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_Rnoad6D.png,Jorge Marco de Oliveira Moraes,0.0,266,4.0,13,5.38,0,Jorge,0.0,5,jorge,Jorge,0.0,Fluminense,88065,,,,,,,,,,,,,,,,,,,,
208,1,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_qStnmUz.png,Ivan Quaresma da Silva,0.0,267,5.0,13,6.8,0,Ivan,0.0,6,ivan,Ivan,0.0,Vasco,88136,,,,,,,,,,,,,,,,,,,,
209,5,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_CufTSrv.png,Ángel Rodrigo Romero Villamayor,0.0,264,2.97,13,-1.11,3,Ã. Romero,0.0,6,angel-romero,Ángel Romero,0.63,Corinthians,88323,,1.0,1.0,,2.0,,,,,,,,,,,,,,,
210,2,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_SmDR7cT.png,Gabriel Dias de Oliveira,0.0,267,3.0,13,3.96,0,G. Dias,0.0,5,gabriel-dias,Gabriel Dias,0.0,Vasco,88368,,,,,,,,,,,,,,,,,,,,
211,2,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_P9K1v1H.png,Ayrton Lucas Dantas de Medeiros,0.57,262,16.06,13,5.69,13,A. Lucas,8.9,7,ayrton-lucas,Ayrton Lucas,6.53,Flamengo,88393,2.0,18.0,17.0,4.0,17.0,,5.0,1.0,3.0,3.0,,,1.0,,,,,,,
212,2,https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,Aderlan de Lima Silva,1.1,280,9.85,13,7.62,9,Aderlan,11.8,7,aderlan,Aderlan,5.42,Bragantino,88423,,21.0,13.0,3.0,6.0,,4.0,1.0,,,,1.0,,,,,,,,
213,4,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_EvxhSX5.png,Lucas de Figueiredo Crispim,0.11,356,3.73,13,0.77,4,L. Crispim,1.2,6,lucas-crispim,Lucas Crispim,0.95,Fortaleza,88597,,2.0,1.0,,1.0,,,,1.0,,,,,,,,,,,
214,4,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_S4cMFFx.png,Damián Marcelino Moreno,0.81,294,6.68,13,8.07,9,M. Moreno,12.5,7,marcelino-moreno,Marcelino Moreno,5.08,Coritiba,88857,1.0,8.0,3.0,3.0,21.0,,,2.0,6.0,1.0,1.0,,,,,,,,,
215,1,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_gZl1v6O.png,Luan Polli Gomes,-0.9,294,2.64,13,-0.6,1,L. Polli,-1.0,7,luan-polli,Luan Polli,2.5,Coritiba,88916,1.0,,,,1.0,,,,,,,,,,5.0,2.0,,,,
216,3,https://s.sde.globo.com/media/person_role/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png,Iago Justen Maidana Martins,0.38,327,2.28,13,1.94,11,I. Maidana,3.0,7,iago-maidana,Iago Maidana,0.6,América-MG,89226,3.0,6.0,12.0,4.0,1.0,,,,2.0,,1.0,,,,,,,,,
217,4,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_UpueHtq.png,Gerson Santos da Silva,-1.11,262,11.41,13,2.84,9,Gerson,4.5,7,gerson,Gerson,7.0,Flamengo,89256,1.0,11.0,22.0,3.0,26.0,1.0,,5.0,1.0,2.0,2.0,,1.0,,,,,,,
218,2,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ux7O1sm.png,João Pedro Maturano dos Santos,-1.07,284,10.33,13,-0.31,8,J. Pedro,-0.4,7,joao-pedro,João Pedro,3.77,Grêmio,89273,1.0,9.0,3.0,1.0,5.0,,1.0,1.0,,1.0,,,,,,,,,,
219,2,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_mkEok8F.png,Willian de Asevedo Furtado,0.45,283,10.15,13,5.97,13,William,9.3,7,william,William,4.89,Cruzeiro,89275,2.0,22.0,16.0,5.0,20.0,,5.0,1.0,,,,,,,,,,,,
220,3,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,Igor Rabello da Costa,0.0,282,3.58,13,4.78,1,I. Rabello,0.0,6,igor-rabello,Igor Rabello,0.0,Atlético-MG,89493,,,,,,,,,,,,,,,,,,,,
221,4,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_yDq9MVW.png,Thiago Maia Alencar,-0.06,262,6.31,13,0.28,11,T. Maia,0.5,7,thiago-maia,Thiago Maia,2.45,Flamengo,89637,2.0,27.0,14.0,1.0,2.0,1.0,,,,,,,,,,,,,,
222,5,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_WoJbpFR.png,Iury Lirio Freitas de Castilho,0.34,1371,3.37,13,2.51,7,I. Castilho,3.9,6,iury-castilho,Iury Castilho,1.99,Cuiabá,89695,,5.0,6.0,3.0,8.0,,,,3.0,,3.0,,,,,,,,,
223,5,https://s.sde.globo.com/media/person_role/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png,Jonathan Calleri,0.0,276,14.99,13,3.91,11,Calleri,0.0,6,calleri,Calleri,5.79,São Paulo,89840,2.0,3.0,28.0,8.0,29.0,,,2.0,7.0,4.0,9.0,,,,,,,,,
224,4,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Sywtl9T.png,Franco Cristaldo,0.06,284,12.39,13,6.34,12,Cristaldo,9.9,7,cristaldo,Cristaldo,6.78,Grêmio,89846,,19.0,3.0,5.0,21.0,,,1.0,6.0,4.0,2.0,,1.0,,,,,,,
225,4,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_a0W192c.png,Douglas Moreira Fagundes,-0.27,277,4.49,13,-0.24,12,Dodi,-0.3,7,dodi,Dodi,2.65,Santos,89883,5.0,26.0,20.0,1.0,19.0,,,,1.0,,,,,,,,,,,
226,5,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_39SGFR6.png,Róger Krug Guedes,-0.53,264,16.16,13,1.18,13,R. Guedes,2.0,7,roger-guedes,Róger Guedes,6.81,Corinthians,89898,2.0,6.0,9.0,18.0,37.0,,,,9.0,5.0,7.0,,,1.0,,,,,,
227,5,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TtRmr2d.png,Everton Galdino Moreira,0.0,284,5.54,13,3.19,10,E. Galdino,0.0,5,everton-galdino,Everton Galdino,2.95,Grêmio,89918,1.0,4.0,4.0,2.0,4.0,,,1.0,2.0,2.0,,,,,,,,,,
228,5,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_fdX9HMF.png,John Stiven Mendoza Valencia,-1.77,277,12.46,13,0.26,8,Mendoza,0.5,7,mendoza,Mendoza,7.54,Santos,90031,,6.0,7.0,7.0,20.0,,,2.0,4.0,3.0,2.0,,1.0,,,,,,,
229,2,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_PYjs4Li.png,Bruno de Jesus Pacheco,0.6,356,11.16,13,3.68,12,B. Pacheco,5.8,7,bruno-pacheco,Bruno Pacheco,6.53,Fortaleza,90061,1.0,22.0,18.0,5.0,14.0,,6.0,3.0,2.0,,,,,,,,,,,
230,2,https://s.sde.globo.com/media/person_role/2023/04/15/photo_FORMATO_p3UWrBW.png,Raí dos Reis Ramos,0.0,276,5.3,13,1.86,4,R. Ramos,0.0,6,rai-ramos,Raí Ramos,3.95,São Paulo,90232,2.0,4.0,5.0,2.0,1.0,,2.0,,2.0,,,,,,,,,,,
231,5,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_PsLr2Kh.png,Bruno Henrique Pinto,-0.31,262,5.37,13,0.04,8,B. Henrique,0.1,6,bruno-henrique,Bruno Henrique,2.06,Flamengo,90285,1.0,4.0,7.0,5.0,6.0,,,,,1.0,2.0,,,,,,,,,
232,4,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_borikKg.png,Jaílson Marques Siqueira,0.0,275,4.22,13,5.69,1,Jailson,0.0,5,jailson,Jailson,0.0,Palmeiras,90290,,,,,,,,,,,,,,,,,,,,
233,5,https://s.sde.globo.com/media/person_role/2022/09/28/photo_FORMATO_wjBokpm.png,Pedro Rocha Neves,0.0,356,5.0,13,6.8,0,P. Rocha,0.0,5,pedro-rocha,Pedro Rocha,0.0,Fortaleza,90302,,,,,,,,,,,,,,,,,,,,
234,5,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_zc5jjjt.png,David Correa da Fonseca,1.1,276,4.28,13,4.01,6,David,6.2,6,david,David,2.57,São Paulo,90309,2.0,2.0,2.0,1.0,4.0,,,1.0,,1.0,2.0,,,,,,,,,
235,4,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,Júlio César Rezende de Miranda,-0.19,265,6.29,13,0.34,11,Rezende,0.6,7,rezende,Rezende,3.22,Bahia,90449,1.0,29.0,12.0,4.0,10.0,,,,,,,1.0,,,,,,,,
236,5,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_eh2bZ7u.png,Diego Gonçalves,0.0,290,2.46,13,1.99,7,D. Gonçalves,0.0,6,diego-goncalves,Diego Gonçalves,1.31,Goiás,90540,,3.0,6.0,2.0,7.0,,,,2.0,,1.0,,,,,,,,,
237,1,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_UPFwDzZ.png,Mateus Eduardo Claus,0.0,265,1.95,13,2.62,1,M. Claus,0.0,6,mateus-claus,Mateus Claus,-1.0,Bahia,90590,,,,,,,,,,,,,,,1.0,2.0,,,,
238,4,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_AlOmB6m.png,Lucas da Silva Izidoro,0.0,1371,4.0,13,,0,L. Mineiro,0.0,6,lucas-mineiro,Lucas Mineiro,0.0,Cuiabá,90634,,,,,,,,,,,,,,,,,,,,
239,3,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_zrQ4flU.png,Fabrício Bruno Soares de Faria,0.66,262,9.88,13,4.3,13,F. Bruno,6.7,7,fabricio-bruno,Fabrício Bruno,3.88,Flamengo,90768,2.0,15.0,5.0,1.0,8.0,,5.0,1.0,1.0,,,,,,,,,,,
240,5,https://s.sde.globo.com/media/person_role/2022/02/25/561f3ca4238e82e1b2e1479a1a66c551_FORMATO.png,Everaldo Silva do Nascimento,0.0,327,9.54,13,6.25,10,Everaldo,0.0,7,everaldo,Everaldo,4.38,América-MG,91151,3.0,13.0,6.0,3.0,15.0,,,2.0,2.0,1.0,3.0,,,1.0,,,,,,
241,2,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_kfJYHxI.png,Ítaro Patric Cardoso Calmon,0.0,1371,4.04,13,0.94,7,PK,0.0,6,pk,PK,1.94,Cuiabá,91190,1.0,10.0,10.0,2.0,4.0,,1.0,,,,,1.0,,,,,,,,
242,3,https://s.sde.globo.com/media/person_role/2022/02/24/e0b5f4c6647fe1b42922ddb4458dade0_FORMATO.png,Éder Ferreira Graminho,1.17,327,3.38,13,4.21,7,Éder,6.5,7,eder,Éder,1.42,América-MG,91203,4.0,16.0,13.0,1.0,2.0,,,,,,2.0,1.0,,,,,,,,
243,4,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NYg6Ymv.png,Felipe Ignacio Carballo Ares,-0.46,284,3.77,13,0.83,6,Carballo,1.3,7,carballo,Carballo,1.28,Grêmio,91254,1.0,4.0,5.0,4.0,2.0,,,,1.0,,,,,,,,,,,
244,1,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_83wBpb6.png,Lucas Estella Perri,0.02,263,12.04,13,5.75,13,L. Perri,9.0,7,lucas-perri,Lucas Perri,6.77,Botafogo,91260,,,,,,,8.0,,,,,,,,55.0,7.0,,,,
245,4,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xuM4Nls.png,Erick Antonio Pulgar Farfán,-1.28,262,4.08,13,-0.17,10,E. Pulgar,-0.2,3,erick-pulgar,Erick Pulgar,3.04,Flamengo,91473,3.0,16.0,19.0,2.0,5.0,,,,,2.0,2.0,,,,,,,,,
246,3,https://s.sde.globo.com/media/person_role/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,Robert Abel Arboleda Escobar,0.44,276,8.99,13,3.13,8,Arboleda,4.9,7,arboleda,Arboleda,4.58,São Paulo,91573,,13.0,1.0,2.0,4.0,,3.0,,,,3.0,,,1.0,,,,,,
247,5,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_eJOedW8.png,Ronielson da Silva Barbosa,-0.6,275,8.68,13,0.28,10,Rony,0.5,2,rony,Rony,2.97,Palmeiras,91607,,4.0,9.0,4.0,9.0,,,,4.0,2.0,9.0,,,,,,,,,
248,3,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,Adryelson Shawann Lima Silva,0.53,263,7.07,13,4.75,13,Adryelson,7.4,7,adryelson,Adryelson,4.18,Botafogo,91664,2.0,8.0,5.0,2.0,6.0,,8.0,,3.0,,,,,,,,,,,
249,4,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vMaiFUT.png,Matheus Isaías dos Santos,0.52,283,1.98,13,1.42,6,M. Jussa,2.2,7,matheus-jussa,Matheus Jussa,0.05,Cruzeiro,91689,3.0,3.0,11.0,1.0,2.0,,,,1.0,,,,,,,,,,,
250,2,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_vrVAWB7.png,Marlon Rodrigues Xavier,-0.28,283,17.23,13,4.93,13,Marlon,7.8,3,marlon,Marlon,9.41,Cruzeiro,91706,3.0,60.0,12.0,3.0,10.0,,5.0,1.0,3.0,2.0,1.0,,,,,,,,,
251,3,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_U5c1E7V.png,Marcílio Florêncio Mota Filho,0.0,266,11.26,13,-0.9,12,Nino,0.0,7,nino,Nino,3.98,Fluminense,91708,2.0,6.0,12.0,3.0,13.0,,4.0,,1.0,2.0,,1.0,,1.0,,,,,,
252,1,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_voSytVs.png,Matheus Alves da Silva Cardoso,0.0,290,2.0,13,2.54,0,M. Alves,0.0,6,matheus-alves,Matheus Alves,0.0,Goiás,91712,,,,,,,,,,,,,,,,,,,,
253,4,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_ITYlLkP.png,Luiz Antonio Ferreira Rodrigues,0.0,290,4.0,13,5.38,0,Felipe,0.0,6,felipe,Felipe,0.0,Goiás,91733,,,,,,,,,,,,,,,,,,,,
254,3,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0ibQkD2.png,David de Duarte Macedo,0.0,265,5.2,13,3.14,8,D. Duarte,0.0,5,david-duarte,David Duarte,3.6,Bahia,91772,1.0,6.0,4.0,1.0,4.0,,2.0,,,1.0,,,,1.0,,,,,,
255,3,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ZOxQ99E.png,José Ivaldo Almeida Silva,-1.72,293,4.29,13,-0.75,8,Z. Ivaldo,-1.1,7,ze-ivaldo,Zé Ivaldo,2.97,Athlético-PR,91866,1.0,7.0,8.0,,7.0,1.0,3.0,,1.0,,,,,,,,,,,
