,atletas.variacao_num,atletas.preco_num,atletas.foto,atletas.nome,atletas.clube.id.full.name,atletas.atleta_id,atletas.apelido_abreviado,atletas.rodada_id,atletas.posicao_id,atletas.status_id,atletas.clube_id,atletas.pontos_num,atletas.minimo_para_valorizar,atletas.jogos_num,atletas.media_num,atletas.apelido,atletas.slug,A,CA,DS,FC,FD,FF,FS,FT,G,PP,I,SG,PS,CV,DE,GS,V,PC,DP,GC
258,-0.58,9.98,https://s.sde.globo.com/media/person_role/2022/05/05/21d7b4d24237a06ec8872f1ff041e713_FORMATO.png,Wesley Oliveira de Carvalho,Athlético-PR,91971,W. Carvalho,14,6,7,293,1.97,,4,4.91,Wesley Carvalho,wesley-carvalho,,,,,,,,,,,,,,,,,1.0,,,
259,0.0,2.78,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_kVhXG72.png,Bruno Viana Willemen da Silva,Coritiba,92291,B. Viana,14,3,6,294,0.0,,10,1.11,Bruno Viana,bruno-viana,,3.0,13.0,12.0,,2.0,1.0,,,,,,,,,,,,,
260,0.0,5.0,https://s.sde.globo.com/media/person_role/2022/05/05/278a2f0c3cd97ace8138ffbe2f23d81d_FORMATO.png,Raul Lô Gonçalves,Bragantino,92496,Raul,14,4,5,280,0.0,,0,0.0,Raul,raul,,,,,,,,,,,,,,,,,,,,
261,0.96,8.56,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_AvLd8xm.png,Deyverson Brum Silva Acosta,Cuiabá,92708,Deyverson,14,5,7,1371,13.4,,13,4.98,Deyverson,deyverson,,3.0,4.0,14.0,5.0,9.0,25.0,1.0,5.0,,15.0,,,,,,,,,
262,-0.29,12.35,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_xfgmkoy.png,Bruno Rafael Rodrigues do Nascimento,Cruzeiro,92811,B. Rodrigues,14,5,7,283,1.3,,14,6.15,Bruno Rodrigues,bruno-rodrigues,2.0,1.0,12.0,13.0,12.0,19.0,28.0,1.0,3.0,1.0,10.0,,1.0,,,,,,,
263,0.0,4.0,https://s.sde.globo.com/media/person_role/2023/07/05/photo_FORMATO.png,Helibelton Palacios Zapata,Cruzeiro,92855,Palacios,14,2,7,283,0.0,,0,0.0,Palacios,palacios,,,,,,,,,,,,,,,,,,,,
264,-0.45,6.11,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_CifS8My.png,Mateus da Silva Vital Assumpção,Cruzeiro,93108,M. Vital,14,4,7,283,-0.4,,12,2.86,Mateus Vital,mateus-vital,1.0,,9.0,8.0,7.0,7.0,14.0,,,,1.0,,,,,,,,,
265,0.0,4.0,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_Tdjz7Nn.png,Rafael António Figueiredo Ramos,Corinthians,93236,R. Ramos,14,2,6,264,0.0,,0,0.0,Rafael Ramos,rafael-ramos,,,,,,,,,,,,,,,,,,,,
266,0.0,3.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_bm3BBvm.png,Mauro Joel Carli,Botafogo,93414,J. Carli,14,3,6,263,0.0,,0,0.0,Joel Carli,joel-carli,,,,,,,,,,,,,,,,,,,,
267,0.11,11.24,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TAoUoam.png,Wanderson Maciel Sousa Campos,Internacional,93478,Wanderson,14,5,7,285,2.2,,12,4.45,Wanderson,wanderson,2.0,,8.0,5.0,1.0,4.0,14.0,,3.0,,,,,,,,,,,
268,0.0,7.7,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_wkFNeGE.png,Martín Nicolás Benítez,América-MG,93550,Benítez,14,4,6,327,0.0,,6,5.02,Benítez,benitez,1.0,1.0,8.0,7.0,2.0,5.0,19.0,1.0,,,3.0,,,,,,,,,
269,0.0,6.62,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_FQGuEEf.png,Gabriel de Souza Inocêncio,Santos,93702,G. Inocêncio,14,2,6,277,0.0,,12,4.78,Gabriel Inocêncio,gabriel-inocencio,,2.0,27.0,22.0,2.0,3.0,8.0,,,,1.0,5.0,,,,,,,,
270,0.0,3.49,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_65yTkUA.png,Paulo Henrique de Oliveira Alves,Vasco,93716,P. Henrique,14,2,6,267,0.0,,3,2.37,Paulo Henrique,paulo-henrique,,,2.0,1.0,,,,,,,,1.0,,,,,,,,
271,0.0,3.36,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_qIjSxtN.png,Andrey Ramos do Nascimento,Coritiba,93787,Andrey,14,4,7,294,0.0,,8,1.08,Andrey,andrey,,3.0,6.0,10.0,3.0,3.0,5.0,,,,,,,,,,,1.0,,
272,1.26,5.98,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_vbqyTPv.png,Marlon Rodrigues Freitas,Botafogo,93790,M. Freitas,14,4,7,263,9.1,,13,2.38,Marlon Freitas,marlon-freitas,1.0,,13.0,9.0,4.0,9.0,2.0,,,,,,,,,,,,,
273,0.0,2.5,https://s.sde.globo.com/media/person_role/2023/07/05/photo_FORMATO_VrP7OOs.png,Daniel Sampaio Simões,Fluminense,93791,Daniel,14,4,6,266,0.0,,5,0.58,Daniel,daniel,,,1.0,,1.0,,1.0,,,,,,,,,,,,,
274,0.0,2.83,https://s.sde.globo.com/media/person_role/2023/04/06/photo_FORMATO_awVXJNb.png,Márcio Almeida de Oliveira,América-MG,93797,Marcinho,14,2,6,327,0.0,,10,1.42,Marcinho,marcinho,,4.0,15.0,14.0,2.0,2.0,1.0,,,,,,,,,,,,,
275,0.0,5.08,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3ZKNMQH.png,Keiller da Silva Nunes,Internacional,93834,Keiller,14,1,6,285,0.0,,6,2.08,Keiller,keiller,,,,,,,1.0,,,,,,,,16.0,11.0,,,1.0,
276,-0.14,5.89,https://s.sde.globo.com/media/person_role/2022/05/05/ec4a7cb649121dc08c2869bdcf6ef984_FORMATO.png,Cleiton Schwengber,Bragantino,93882,Cleiton,14,1,7,280,6.0,,9,4.41,Cleiton,cleiton,,3.0,,1.0,,,,,,,,5.0,,1.0,24.0,6.0,,,,
277,-0.98,3.86,https://s.sde.globo.com/media/person_role/2022/02/24/d160f8f8c1464cbcc27b4195e6255175_FORMATO.png,Matheus Leonardo Sales Cardoso,América-MG,93886,Matheusinho,14,4,6,327,0.7,,4,2.4,Matheusinho,matheusinho,,,2.0,2.0,3.0,1.0,7.0,,,,1.0,,,,,,,,,
278,0.0,5.02,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_r2x2UOS.png,Breno Henrique Vasconcelos Lopes,Palmeiras,93988,B. Lopes,14,5,6,275,0.0,,8,2.56,Breno Lopes,breno-lopes,3.0,1.0,1.0,1.0,2.0,,7.0,,,,3.0,,,,,,,,,
279,-0.83,6.93,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_u4LssT8.png,John Victor Maciel Furtado,Internacional,94044,J. Victor,14,1,7,285,2.0,,8,5.25,John Victor,john-victor,,1.0,,,,,2.0,,,,,4.0,,,27.0,5.0,,,,
280,0.4,12.37,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ozKQngu.png,Matheus Fernandes Siqueira,Bragantino,94067,M. Fernandes,14,4,7,280,5.7,,13,5.4,Matheus Fernandes,matheus-fernandes,2.0,3.0,41.0,23.0,3.0,6.0,9.0,,1.0,,,,,,,,,,,
281,0.07,4.45,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_R7Bbn2S.png,Maycon de Andrade Barberan,Corinthians,94154,Maycon,14,4,6,264,3.2,,12,1.96,Maycon,maycon,,1.0,16.0,8.0,2.0,5.0,3.0,,,,2.0,,,,,,,,,
282,-0.18,5.76,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_DlyxisL.png,Guilherme Augusto Vieira dos Santos,Fortaleza,94207,Guilherme,14,5,6,356,0.0,,10,2.64,Guilherme,guilherme,1.0,2.0,5.0,6.0,6.0,4.0,12.0,1.0,,,3.0,,,,,,,,,
283,0.0,7.0,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_qwUFc0E.png,Adaílson Freire Pereira da Silva,América-MG,94263,D. Belmonte,14,4,6,327,0.0,,0,0.0,Dadá Belmonte,dada-belmonte,,,,,,,,,,,,,,,,,,,,
284,-0.21,17.32,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_l1kSIXt.png,Raphael Cavalcante Veiga,Palmeiras,94509,R. Veiga,14,4,7,275,3.1,,9,7.57,Raphael Veiga,raphael-veiga,2.0,3.0,9.0,15.0,7.0,8.0,18.0,1.0,4.0,1.0,,,,,,,,,,
285,0.0,7.92,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_wQCfXVb.png,Lucas da Cruz Oliveira,Cruzeiro,94514,Oliveira,14,3,7,283,0.0,,11,3.14,Oliveira,oliveira,,2.0,9.0,7.0,,1.0,10.0,,1.0,,,4.0,,2.0,,,,,,
286,-0.08,11.97,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_BmbzG97.png,Pedro Guilherme Abreu dos Santos,Flamengo,94583,Pedro,14,5,7,262,1.4,,12,4.01,Pedro,pedro,,,4.0,5.0,5.0,5.0,4.0,,4.0,,2.0,,1.0,,,,,,,
287,0.77,4.74,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_PUzvx3f.png,Jhegson Sebastián Méndez Carabalí,São Paulo,94786,J. Méndez,14,4,6,276,4.8,,5,2.12,Jhegson Méndez,jhegson-mendez,,1.0,10.0,3.0,,,1.0,,,,,,,,,,,,,
288,-0.02,4.51,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XVs5pqz.png,Rodrigo Andrés Battaglia,Atlético-MG,94845,Battaglia,14,4,3,282,1.1,,12,1.41,Battaglia,battaglia,,3.0,11.0,21.0,2.0,4.0,15.0,,,,1.0,,,,,,,,,
289,0.0,2.88,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_qLLBtiS.png,Lucas Fernandes da Silva,Botafogo,94931,L. Fernandes,14,4,5,263,0.0,,8,0.99,Lucas Fernandes,lucas-fernandes,,1.0,2.0,13.0,3.0,6.0,4.0,,,,,,,,,,,,,
290,0.67,11.37,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_VYzv5cy.png,Luis Antônio da Rocha Júnior,Bragantino,94968,J. Capixaba,14,2,7,280,11.0,,13,6.89,Juninho Capixaba,juninho-capixaba,1.0,4.0,30.0,18.0,4.0,5.0,11.0,1.0,2.0,,3.0,5.0,,,,,,,,
291,0.0,3.02,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_tTV7wrP.png,Nicolas Vichiatto da Silva,América-MG,95127,Nicolas,14,2,6,327,0.0,,2,-0.3,Nicolas,nicolas,,,,2.0,,,,,,,,,,,,,,,,
292,0.0,6.0,https://s.sde.globo.com/media/person_role/2022/03/01/1896fe9a90e6307ac1586be9aafcb04e_FORMATO.png,Igor Vinícius de Souza,São Paulo,95466,I. Vinícius,14,2,5,276,0.0,,0,0.0,Igor Vinícius,igor-vinicius,,,,,,,,,,,,,,,,,,,,
293,-0.05,12.26,https://s.sde.globo.com/media/person_role/2023/03/31/photo_220x220_j6biYTV.png,Raniele Almeida Melo,Cuiabá,95556,Raniele,14,4,7,1371,6.1,,13,5.03,Raniele,raniele,,3.0,34.0,10.0,5.0,9.0,21.0,,1.0,,1.0,,,,,,,1.0,,
294,1.32,6.09,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_kkUky0K.png,Marcelo da Conceição Benevenuto Malaquias,Fortaleza,95638,M. Benevenuto,14,3,6,356,7.2,,3,2.17,Marcelo Benevenuto,marcelo-benevenuto,,,,4.0,,1.0,4.0,,,,1.0,1.0,,,,,,,,
295,-0.14,2.11,https://s.sde.globo.com/media/person_role/2022/02/24/38a9d99d34c06f3714df211deaf2bd0f_FORMATO.png,Lucas Kal Schenfeld Progioli,América-MG,95662,L. Kal,14,4,6,327,-1.3,,11,0.45,Lucas Kal,lucas-kal,,3.0,7.0,10.0,1.0,1.0,1.0,,,,,,,,,,,,,
296,-0.38,11.48,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,Artur Victor Guimarães,Palmeiras,95799,Artur,14,5,7,275,2.9,,13,6.33,Artur,artur,1.0,1.0,12.0,8.0,7.0,9.0,20.0,3.0,4.0,,3.0,,,,,,,,,
297,1.69,7.58,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_a0C7bdd.png,Luiz Filipe da Rosa Machado - Felipe,Cruzeiro,96089,Machado,14,4,7,283,9.4,,14,3.69,Machado,machado,3.0,1.0,15.0,13.0,7.0,4.0,8.0,,1.0,,,,,,,,,,,
298,-0.42,11.61,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_bCG6s7k.png,Vinicius Moreira de Lima,Fluminense,96340,Lima,14,4,7,266,1.5,,14,5.64,Lima,lima,1.0,1.0,18.0,15.0,6.0,6.0,38.0,1.0,3.0,,3.0,,,,,,,,,
299,0.0,9.0,https://s.sde.globo.com/media/person_role/2023/07/04/photo_FORMATO.png,Allan Rodrigues de Souza,Flamengo,96652,Allan,14,4,6,262,0.0,,0,0.0,Allan,allan,,,,,,,,,,,,,,,,,,,,
300,-0.46,7.07,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8fg8wbo.png,Fabricio Tomás Bustos Sein,Internacional,96678,Bustos,14,2,7,285,4.5,,9,4.13,Bustos,bustos,,1.0,14.0,9.0,2.0,2.0,10.0,,,,,3.0,,,,,,,,
301,-0.35,5.9,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_9Q6Ch0T.png,Renzo Saravia,Atlético-MG,96725,Saravia,14,2,7,282,-0.3,,8,3.08,Saravia,saravia,,3.0,12.0,13.0,1.0,3.0,13.0,,,,,2.0,,1.0,,,,,,
302,0.0,5.0,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_haNtwOK.png,Eduard Andrés Atuesta Velasco,Palmeiras,96754,Atuesta,14,4,5,275,0.0,,0,0.0,Atuesta,atuesta,,,,,,,,,,,,,,,,,,,,
303,0.0,5.0,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_YMuPeb5.png,Jony Alexander González Copete,Fluminense,97080,Y. González,14,5,6,266,0.0,,0,0.0,Yony González,yony-gonzalez,,,,,,,,,,,,,,,,,,,,
304,0.0,4.75,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_G2DFY9I.png,Luís Eduardo Marques dos Santos,Fortaleza,97133,Dudu,14,2,6,356,0.0,,2,4.45,Dudu,dudu,,,3.0,3.0,1.0,,,,,,,1.0,,,,,,,,
305,-0.79,7.27,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_K2Ovl0l.png,Mathías Adalberto Villasanti Rolón,Grêmio,97145,Villasanti,14,4,6,284,3.4,,11,6.35,Villasanti,villasanti,1.0,2.0,26.0,19.0,5.0,3.0,12.0,1.0,3.0,,,,,,,,,,,
306,0.07,2.87,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_onOMJJv.png,Alesson dos Santos Batista,Goiás,97321,Alesson,14,5,7,290,0.1,,10,1.67,Alesson,alesson,,2.0,6.0,4.0,1.0,2.0,5.0,,1.0,,7.0,,,,,,,,,
307,0.0,5.0,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_odfm6XT.png,Gustavo Henric da Silva,Corinthians,97450,G. Mosquito,14,5,5,264,0.0,,0,0.0,Gustavo Mosquito,gustavo-mosquito,,,,,,,,,,,,,,,,,,,,
308,0.0,3.0,https://s.sde.globo.com/media/person_role/2021/06/04/4b0b72b2d30e52cae1f658dbea101b5c_FORMATO.png,Joriwinnyson Santos dos Anjos Rodrigues,América-MG,97453,Jori,14,1,6,327,0.0,,0,0.0,Jori,jori,,,,,,,,,,,,,,,,,,,,
309,-0.83,10.01,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_lpafgKV.png,Fernando Marçal de Oliveira,Botafogo,97468,Marçal,14,2,7,263,4.6,,6,6.27,Marçal,marcal,,4.0,16.0,10.0,,3.0,6.0,,,,,4.0,,,,,,,,
310,-0.45,8.37,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_gy90S45.png,Murilo Cerqueira Paim,Palmeiras,97653,Murilo,14,3,2,275,-0.1,,5,2.76,Murilo,murilo,,1.0,6.0,6.0,,,3.0,,1.0,,1.0,,,,,,,,,
311,0.0,4.14,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_9F3djKI.png,Reynaldo César Moraes,Cruzeiro,97768,Reynaldo,14,3,6,283,0.0,,2,4.7,Reynaldo,reynaldo,,,,2.0,,,,,,,,2.0,,,,,,,,
312,0.0,9.0,https://s.sde.globo.com/media/person_role/2022/05/05/460445523b5ae74d45009ede8f2a5e89_FORMATO.png,Leonardo Rech Ortiz,Bragantino,97867,L. Ortiz,14,3,5,280,0.0,,0,0.0,Léo Ortiz,leo-ortiz,,,,,,,,,,,,,,,,,,,,
313,0.0,3.92,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_qXFqFQp.png,Matheus Bahia Santos,Bahia,97899,M. Bahia,14,2,6,265,0.0,,3,2.13,Matheus Bahia,matheus-bahia,,1.0,2.0,5.0,,,3.0,,,,,1.0,,,,,,,,
314,-1.14,4.93,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_SngcHBI.png,Vitor Eduardo da Silva Matos,Internacional,97900,Vitão,14,3,7,285,0.0,,11,2.55,Vitão,vitao,,2.0,10.0,4.0,2.0,1.0,2.0,,,,,3.0,,,,,,,,
315,-1.3,4.7,https://s.sde.globo.com/media/person_role/2023/07/06/photo_220x220_OY1M7GG.png,Luís Felipe Oyama,Goiás,97908,L. Oyama,14,4,6,290,0.9,,1,0.9,Luís Oyama,luis-oyama,,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,,
316,0.0,3.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_v7Qo23i.png,Jhonata Varela da Silva,Grêmio,97993,J. Varela,14,4,5,284,0.0,,0,0.0,Jhonata Varela,jhonata-varela,,,,,,,,,,,,,,,,,,,,
317,0.0,7.19,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_dIxm87A.png,Erick Luis Conrado de Carvalho,Athlético-PR,98022,Erick,14,4,7,293,0.0,,11,4.63,Erick,erick,1.0,3.0,20.0,19.0,6.0,10.0,9.0,1.0,1.0,,1.0,,,,,,,,,
318,0.26,6.84,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_Ymwr1lY.png,Alexandre Zurawski,Internacional,98219,Alemão,14,5,6,285,3.4,,9,3.0,Alemão,alemao,,2.0,6.0,11.0,2.0,6.0,14.0,1.0,1.0,,1.0,,,,,,,,,
319,-0.11,5.81,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_IDn4App.png,Pedro Raul Garay da Silva,Vasco,98225,P. Raul,14,5,6,267,0.0,,12,2.7,Pedro Raul,pedro-raul,,3.0,2.0,14.0,7.0,7.0,10.0,1.0,2.0,,8.0,,,,,,,,,
320,0.66,5.49,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_BiEGphf.png,Victor Hugo Soares dos Santos,Bahia,98484,Kanu,14,3,7,265,4.3,,12,2.88,Kanu,kanu,,2.0,16.0,14.0,1.0,3.0,12.0,,,,1.0,3.0,,1.0,,,,,,
321,0.0,1.0,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_MHv5nkR.png,Vinícius Teodoro Barreta Melo,Cuiabá,98496,V. Barreta,14,1,6,1371,0.0,,0,0.0,Vinícius Barreta,vinicius-barreta,,,,,,,,,,,,,,,,,,,,
322,1.83,11.83,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5kmPtuv.png,Leonel Di Placido,Botafogo,98605,D. Placido,14,2,7,263,15.7,,13,7.1,Di Placido,di-placido,3.0,2.0,31.0,7.0,1.0,2.0,5.0,,,,1.0,8.0,,,,,,1.0,,
323,-1.04,3.41,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_qacVCwx.png,Benjamín Kuščević Jaramillo,Coritiba,98619,Kuscevic,14,3,7,294,1.0,,9,1.9,Kuscevic,kuscevic,,4.0,9.0,12.0,,3.0,7.0,,1.0,,,,,,,,,,,
324,-1.29,3.87,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_QTjI0Vv.png,Pedro Victor Delmino da Silva,Atlético-MG,98706,Pedrinho,14,4,6,282,0.9,,2,0.45,Pedrinho,pedrinho,,,,1.0,1.0,,,,,,,,,,,,,,,
325,-0.11,3.51,https://s.sde.globo.com/media/person_role/2023/04/20/photo_FORMATO.png,Horacio Gabriel Carabajal,Vasco,98723,Carabajal,14,4,6,267,0.5,,4,2.28,Carabajal,carabajal,1.0,,2.0,3.0,,2.0,2.0,,,,,,,,,,,,,
326,0.74,4.41,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xAXl7On.png,Tomás Esteban Cuello,Athlético-PR,98909,Cuello,14,5,6,293,5.3,,9,2.77,Cuello,cuello,,,11.0,10.0,5.0,4.0,11.0,,,,,,,,,,,,,
327,0.0,4.22,https://s.sde.globo.com/media/person_role/2022/03/01/adf4c737eb27b74c772b8985d18c9044_FORMATO.png,Gabriel Neves Perdomo,São Paulo,98976,Gabriel,14,4,7,276,0.0,,11,2.15,Gabriel,gabriel,,4.0,18.0,8.0,,,1.0,,1.0,,,,,,,,,,,
328,0.36,3.48,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_jbahd9z.png,Lucas Braga Ribeiro,Santos,99119,L. Braga,14,5,7,277,2.1,,6,1.38,Lucas Braga,lucas-braga,,1.0,5.0,4.0,,1.0,8.0,,,,3.0,,,,,,,,,
329,-0.11,7.19,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_I6z9QfY.png,José Luis Rodríguez Bebanz,Vasco,99213,P. Rodríguez,14,2,6,267,2.9,,13,4.07,Puma Rodríguez,puma-rodriguez,,1.0,28.0,11.0,6.0,9.0,9.0,,,,2.0,1.0,,,,,,,,
330,0.73,5.04,https://s.sde.globo.com/media/person_role/2022/03/29/6fdde8730fb97a5d12a85b4ebd9d4e93_FORMATO.png,Rodrigo Fernández Cedrés,Santos,99214,R. Fernández,14,4,3,277,3.5,,13,2.17,Rodrigo Fernández,rodrigo-fernandez,,6.0,21.0,30.0,1.0,6.0,8.0,,1.0,,,,,,,,,,,
331,0.02,7.39,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_zjxThmw.png,Tomás Pochettino,Fortaleza,99267,Pochettino,14,4,6,356,4.4,,14,3.87,Pochettino,pochettino,,,17.0,7.0,6.0,9.0,11.0,,2.0,,1.0,,,,,,,,,
332,0.43,5.9,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_fZnSxrr.png,Everton Morelli Casimiro,Goiás,99412,Morelli,14,4,6,290,3.6,,10,3.65,Morelli,morelli,,1.0,16.0,13.0,1.0,4.0,20.0,,1.0,,2.0,,,,,,,,,
333,0.0,5.11,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_MqX5wf1.png,Gabriel Baralhas dos Santos,Internacional,99440,Baralhas,14,4,6,285,0.0,,5,2.72,Baralhas,baralhas,,,9.0,5.0,1.0,2.0,3.0,,,,,,,,,,,,,
334,0.0,7.0,https://s.sde.globo.com/media/person_role/2023/07/07/photo_FORMATO_OdhLvyM.png,Agustín Daniel Rossi,Flamengo,99552,Rossi,14,1,6,262,0.0,,0,0.0,Rossi,rossi,,,,,,,,,,,,,,,,,,,,
335,-0.33,2.67,https://s.sde.globo.com/media/person_role/2023/07/04/photo_FORMATO_7vqcMIx.png,Paulo Vitor Fernandes Pereira,Cruzeiro,99588,P. Vitor,14,5,6,283,1.2,,1,1.2,Paulo Vitor,paulo-vitor,,,,,1.0,,,,,,,,,,,,,,,
336,0.0,8.58,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_8Xam8ML.png,Jhon Adolfo Arias Andrade,Fluminense,99815,Arias,14,4,7,266,0.0,,11,3.55,Arias,arias,2.0,2.0,19.0,18.0,2.0,2.0,26.0,,,,5.0,,,1.0,,,,,,
337,0.43,10.75,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6AtAEsy.png,Paulo Henrique Sampaio Filho,Atlético-MG,99818,Paulinho,14,5,7,282,5.1,,12,5.59,Paulinho,paulinho,,,18.0,9.0,13.0,6.0,8.0,,3.0,,3.0,,,,,,,,,
338,0.0,4.97,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Nls7aQV.png,Alan Javier Franco,São Paulo,99889,A. Franco,14,3,2,276,0.0,,6,2.68,Alan Franco,alan-franco,,2.0,6.0,5.0,,3.0,2.0,,,,,2.0,,,,,,1.0,,
339,0.0,0.66,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_KkK6lCf.png,Jhonny Lucas Flora Barboza,Goiás,99994,J. Lucas,14,4,6,290,0.0,,2,-0.4,Jhonny Lucas,jhonny-lucas,,1.0,,2.0,,1.0,,,,,,,,,,,,,,
340,0.0,7.79,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_wjGLEpf.png,Federico Matías Javier Zaracho,Atlético-MG,100079,Zaracho,14,4,5,282,0.0,,12,3.69,Zaracho,zaracho,,3.0,25.0,20.0,1.0,4.0,16.0,1.0,1.0,,1.0,,,,,,,,,
341,0.03,5.25,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_UzfIqe6.png,Igor Silveira Gomes,Atlético-MG,100084,I. Gomes,14,4,7,282,2.5,,9,2.41,Igor Gomes,igor-gomes,1.0,1.0,12.0,9.0,1.0,3.0,5.0,,,,1.0,,,,,,,,,
342,-1.73,5.27,https://s.sde.globo.com/media/person_role/2023/07/04/photo_FORMATO_ougKVvu.png,Pedro Gabriel Pereira Lopes,América-MG,100103,Pedrinho,14,5,6,327,1.3,,1,1.3,Pedrinho,pedrinho,,,,,,1.0,1.0,,,,,,,,,,,,,
343,0.0,2.04,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_N5TAr8X.png,Luis Geovanny Segovia Vega,Botafogo,100453,L. Segovia,14,3,6,263,0.0,,2,-0.4,Luis Segovia,luis-segovia,,1.0,,1.0,,,1.0,,,,,,,,,,,,,
344,0.81,9.71,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_QVzSGOZ.png,Yuri Alberto Monteiro da Silva,Corinthians,100652,Y. Alberto,14,5,6,264,5.6,,14,3.59,Yuri Alberto,yuri-alberto,2.0,1.0,3.0,22.0,6.0,8.0,24.0,1.0,2.0,,6.0,,,,,,,,,
345,0.0,4.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_NUUHkjY.png,Igor Matheus Liziero Pereira,Coritiba,100761,Liziero,14,4,6,294,0.0,,8,2.21,Liziero,liziero,,1.0,16.0,10.0,,,5.0,,,,,,,,,,,,,
346,0.0,4.27,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hWYsgxj.png,Brenno Oliveira Fraga Costa,Grêmio,100830,Brenno,14,1,6,284,0.0,,1,0.0,Brenno,brenno,,,,,,,,,,,,,,,1.0,1.0,,,,
