,atletas.variacao_num,atletas.preco_num,atletas.foto,atletas.nome,atletas.clube.id.full.name,atletas.atleta_id,atletas.apelido_abreviado,atletas.rodada_id,atletas.posicao_id,atletas.status_id,atletas.clube_id,atletas.pontos_num,atletas.minimo_para_valorizar,atletas.jogos_num,atletas.media_num,atletas.apelido,atletas.slug,A,CA,DS,FC,FD,FF,FS,FT,G,PP,I,SG,PS,CV,DE,GS,V,PC,DP,GC
82,-0.83,11.48,https://s.sde.globo.com/media/person_role/2023/04/17/photo_FORMATO_Fp5qEri.png,Jorge Sampaoli,Flamengo,70800,J. Sampaoli,14,6,7,262,2.78,,13,6.09,Jorge Sampaoli,jorge-sampaoli,,,,,,,,,,,,,,,,,7.0,,,
83,0.0,6.95,https://s.sde.globo.com/media/person_role/2023/06/23/photo_FORMATO.png,Diogo Barbosa Mendanha,Fluminense,70916,D. Barbosa,14,2,5,266,0.0,,6,2.0,Diogo Barbosa,diogo-barbosa,,1.0,5.0,4.0,,1.0,5.0,,,,1.0,1.0,,,,,,,,
84,0.02,1.85,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_iZBbl8l.png,Leonardo Cittadini,Athlético-PR,70986,L. Cittadini,14,4,6,293,1.7,,5,0.58,Léo Cittadini,leo-cittadini,,,1.0,6.0,1.0,1.0,3.0,,,,,,,,,,,,,
85,-0.26,4.97,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q8oUM9e.png,Vinícius Goes Barbosa de Souza,Grêmio,71162,Vina,14,4,6,284,0.0,,14,1.78,Vina,vina,,2.0,4.0,4.0,5.0,5.0,11.0,,1.0,,,,,,,,,,,
86,-1.41,5.32,https://s.sde.globo.com/media/person_role/2023/06/28/photo_FORMATO.png,Maicon Pereira Roque,Vasco,71227,Maicon,14,3,6,267,0.2,,2,4.4,Maicon,maicon,,,2.0,1.0,1.0,,1.0,,,,,1.0,,,,,,,,
87,0.0,10.86,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_qLr4Pp0.png,Fernando Miguel Kaufmann,Fortaleza,71571,F. Miguel,14,1,6,356,0.0,,4,5.25,Fernando Miguel,fernando-miguel,,,,,,,,,,,,1.0,,,20.0,4.0,,,,
88,-0.11,8.71,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_PN9nfV7.png,Weverton Pereira da Silva,Palmeiras,71631,Weverton,14,1,7,275,2.0,,13,3.2,Weverton,weverton,,,,,,,1.0,,,,,3.0,,,38.0,12.0,,,,
89,-0.16,7.94,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_WsvPa3o.png,Gustavo Raúl Gómez Portillo,Palmeiras,71684,G. Gómez,14,3,7,275,-0.3,,13,2.61,Gustavo Gómez,gustavo-gomez,1.0,3.0,15.0,13.0,2.0,2.0,8.0,,,,2.0,2.0,,,,,,,,
90,0.58,7.05,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_LaKDS7J.png,Thiago Galhardo do Nascimento Rocha,Fortaleza,71844,T. Galhardo,14,5,7,356,5.2,,11,3.28,Thiago Galhardo,thiago-galhardo,,2.0,6.0,6.0,5.0,7.0,11.0,,2.0,,4.0,,,,,,,,,
91,0.0,5.61,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_wzlbP45.png,Gabriel Appelt Pires,Botafogo,71898,G. Pires,14,4,6,263,0.0,,3,4.57,Gabriel Pires,gabriel-pires,,,11.0,7.0,,2.0,2.0,,,,,,,,,,,,,
92,0.0,6.0,https://s.sde.globo.com/media/person_role/2023/07/10/photo_FORMATO_jd2MPl6.png,Juan Manuel Iturbe Arévalos,Grêmio,72134,Iturbe,14,5,6,284,0.0,,0,0.0,Iturbe,iturbe,,,,,,,,,,,,,,,,,,,,
93,-1.54,6.02,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TwK8xQJ.png,Danilo Fernando Avelar,América-MG,72142,D. Avelar,14,3,6,327,2.0,,11,5.27,Danilo Avelar,danilo-avelar,1.0,2.0,15.0,24.0,5.0,6.0,7.0,1.0,3.0,,1.0,1.0,,,,1.0,,1.0,,
94,-0.18,5.38,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_XhJDp6n.png,Everson Felipe Marques Pires,Atlético-MG,72294,Everson,14,1,7,282,0.0,,14,3.0,Everson,everson,,2.0,,,,,4.0,,,,,4.0,,,36.0,14.0,,,,
95,0.0,6.0,https://s.sde.globo.com/media/person_role/2022/08/16/19b70a0ace7230f7a5033ad9270abf7e_FORMATO.png,Felipe Alves Raymundo,São Paulo,72372,F. Alves,14,1,6,276,0.0,,0,0.0,Felipe Alves,felipe-alves,,,,,,,,,,,,,,,,,,,,
96,1.08,14.66,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_dcBENR5.png,Fernando Diniz Silva,Fluminense,72391,F. Diniz,14,6,7,266,8.1,,14,5.57,Fernando Diniz,fernando-diniz,,,,,,,,,,,,,,,,,7.0,,,
97,-0.76,4.84,https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_Fbab3V0.png,Gustavo Campanharo,Internacional,72497,G. Campanharo,14,4,6,285,-0.4,,9,2.36,Gustavo Campanharo,gustavo-campanharo,,5.0,20.0,16.0,3.0,,7.0,,,,,,,,,,,,,
98,-0.02,3.31,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_r03QzyK.png,Magno José da Silva,Goiás,72532,Maguinho,14,2,7,290,0.9,,12,2.61,Maguinho,maguinho,,5.0,13.0,36.0,,7.0,14.0,,2.0,,,1.0,1.0,1.0,,,,,,
99,0.0,5.43,https://s.sde.globo.com/media/person_role/2021/06/04/4b9a4cd7759d0ef36a25a02c4b9cf8a8_FORMATO.png,Matheus Fernando Cavichioli,América-MG,72580,M. Cavichioli,14,1,6,327,0.0,,7,1.17,Matheus Cavichioli,matheus-cavichioli,,,,1.0,,,1.0,,,,,,,1.0,26.0,19.0,,,1.0,1.0
100,0.0,6.83,https://s.sde.globo.com/media/person_role/2022/04/12/5422d339b6546dc0505e80e10b027269_FORMATO.png,Pedro Henrique Konzen Medina da Silva,Internacional,72583,P. Henrique,14,5,6,285,0.0,,11,3.55,Pedro Henrique,pedro-henrique,1.0,,12.0,20.0,4.0,10.0,10.0,,1.0,,11.0,,1.0,,,,,,,
101,0.0,4.92,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_mZtm5zI.png,Maurício Kozlinski,Fortaleza,72595,M. Kozlinski,14,1,6,356,0.0,,1,6.0,Maurício Kozlinski,mauricio-kozlinski,,,,,,,,,,,,1.0,,,1.0,,,,,
102,-0.18,5.28,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_HuEb513.png,Vitor Hugo Franchescoli de Souza,Bahia,72605,V. Hugo,14,3,6,265,0.5,,10,2.27,Vitor Hugo,vitor-hugo,,1.0,9.0,7.0,,5.0,4.0,,,,,2.0,,,,,,1.0,,
103,-1.07,4.13,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_l5sEyLV.png,Pablo Daniel Ceppelini Gatto,Cuiabá,72762,Ceppelini,14,4,7,1371,2.2,,13,2.16,Ceppelini,ceppelini,2.0,2.0,5.0,7.0,6.0,5.0,10.0,,,,1.0,,,,,,,,,
104,-0.53,5.68,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_SJwFoxe.png,Luiz Adriano de Souza da Silva,Internacional,72772,L. Adriano,14,5,7,285,-0.3,,13,2.8,Luiz Adriano,luiz-adriano,1.0,,5.0,8.0,3.0,5.0,13.0,2.0,1.0,,3.0,,,,,,,,,
105,0.0,5.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_X6EpiKc.png,Fernando Luiz Rosa,Athlético-PR,72775,Fernandinho,14,4,7,293,0.0,,5,1.46,Fernandinho,fernandinho,1.0,3.0,4.0,10.0,,2.0,6.0,,,,1.0,,,,,,,1.0,,
106,-0.68,5.14,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_rOFNbA7.png,Gabriel Iván Mercado,Internacional,72951,Mercado,14,3,7,285,1.1,,8,3.34,Mercado,mercado,,5.0,13.0,12.0,2.0,1.0,3.0,,,,,3.0,,,,,,,,
107,-1.33,5.06,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_9c2ocup.png,Daniel Fortunato Borges,América-MG,73318,D. Borges,14,2,6,327,1.2,,2,3.55,Daniel Borges,daniel-borges,,,5.0,2.0,1.0,,1.0,,,,,,,,,,,,,
108,1.6,11.49,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_GJkHCf2.png,Samuel Xavier Brito,Fluminense,73384,S. Xavier,14,2,7,266,11.2,,10,5.02,Samuel Xavier,samuel-xavier,2.0,4.0,10.0,8.0,2.0,6.0,9.0,,1.0,,2.0,3.0,,,,,,,,
109,-0.01,3.41,https://s.sde.globo.com/media/person_role/2023/04/10/photo_FORMATO_UU1DWbN.png,Jean Dias da Costa,Internacional,73479,J. Dias,14,5,6,285,0.5,,10,2.24,Jean Dias,jean-dias,1.0,1.0,2.0,5.0,1.0,3.0,12.0,,1.0,,1.0,,,,,,,,,
110,0.32,6.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_QXt8Pw7.png,Bruno Fabiano Alves,Grêmio,73620,B. Alves,14,3,6,284,2.9,,13,1.79,Bruno Alves,bruno-alves,,1.0,8.0,5.0,1.0,2.0,7.0,,,,2.0,2.0,,,,,,,,
111,3.5,6.6,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_8U4l1F1.png,Guilherme Costa Marques,Goiás,73781,G. Marques,14,5,3,290,21.9,,9,3.99,Guilherme Marques,guilherme-marques,1.0,2.0,12.0,13.0,3.0,5.0,4.0,,2.0,,2.0,,,1.0,,,,,,
112,0.0,3.97,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_8nCiWcT.png,Rodrigo Caio Coquette Russo,Flamengo,73800,R. Caio,14,3,2,262,0.0,,1,0.0,Rodrigo Caio,rodrigo-caio,,,,,,,,,,,,,,,,,,,,
113,0.0,7.85,https://s.sde.globo.com/media/person_role/2022/03/31/a411b722d7d0edc88f871c1a48191dc1_FORMATO.png,Aloísio dos Santos Gonçalves,América-MG,73850,Aloísio,14,5,6,327,0.0,,12,4.57,Aloísio,aloisio,1.0,3.0,2.0,18.0,7.0,10.0,8.0,4.0,3.0,,6.0,,,,,,,,,
114,0.0,3.03,https://s.sde.globo.com/media/person_role/2021/05/04/83ae4938b05e0e1d67ad49af17785e89_FORMATO.png,Alison Lopes Ferreira,Santos,73974,Alison,14,4,5,277,0.0,,5,1.24,Alison,alison,,,5.0,1.0,,,1.0,,,,,,,,,,,,,
115,0.0,8.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_zKZCWAI.png,Roberto Junior Fernández Torres,Botafogo,74061,G. Fernández,14,1,6,263,0.0,,0,0.0,Gatito Fernández,gatito-fernandez,,,,,,,,,,,,,,,,,,,,
116,0.0,5.68,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_UA5MZDv.png,Madson Ferreira dos Santos,Athlético-PR,78077,Madson,14,2,6,293,0.0,,10,1.76,Madson,madson,1.0,3.0,3.0,11.0,,2.0,8.0,,,,3.0,2.0,,,,,,,,
117,0.02,7.62,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_8pHdjST.png,Everaldo Stum,Bahia,78117,Everaldo,14,5,7,265,0.5,,11,2.22,Everaldo,everaldo,,3.0,5.0,12.0,4.0,1.0,8.0,,2.0,,5.0,,,,,,,,,
118,-0.19,9.3,https://s.sde.globo.com/media/person_role/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png,Renê Rodrigues Martins,Internacional,78445,Renê,14,2,7,285,3.7,,12,4.48,Renê,rene,,2.0,22.0,10.0,,3.0,20.0,,,,1.0,4.0,,,,,,,,
119,0.13,6.68,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_7bHRcHm.png,Jonathan Renato Barbosa,Cuiabá,78580,J. Cafu,14,5,7,1371,3.3,,13,2.82,Jonathan Cafu,jonathan-cafu,2.0,2.0,13.0,11.0,2.0,4.0,20.0,,,,3.0,,1.0,,,,,,,
120,0.0,6.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_GUlE7bV.png,Gabriel Girotto Franco,Internacional,78605,Gabriel,14,4,6,285,0.0,,0,0.0,Gabriel,gabriel,,,,,,,,,,,,,,,,,,,,
121,0.0,5.62,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Yl1MU4D.png,Ramiro Moschen Benetti,Cruzeiro,78715,Ramiro,14,4,5,283,0.0,,6,3.8,Ramiro,ramiro,1.0,3.0,9.0,8.0,1.0,4.0,,,1.0,,,,,,,,,,,
122,-0.03,7.52,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_YOXKUlg.png,Reinaldo Manoel da Silva,Grêmio,78850,Reinaldo,14,2,6,284,1.7,,9,4.52,Reinaldo,reinaldo,4.0,5.0,5.0,16.0,4.0,3.0,9.0,,1.0,,2.0,1.0,,,,,,,,
123,0.0,1.94,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_xMjWx6h.png,Thiago dos Santos,Fluminense,78855,T. Santos,14,4,6,266,0.0,,8,0.54,Thiago Santos,thiago-santos,,2.0,5.0,8.0,1.0,,3.0,,,,,,,,,,,,,
124,0.0,3.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_33D9G2h.png,Douglas Borges,Botafogo,78893,D. Borges,14,1,6,263,0.0,,0,0.0,Douglas Borges,douglas-borges,,,,,,,,,,,,,,,,,,,,
125,-0.84,2.16,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_aiqNBl6.png,Luiz Felipe do Nascimento dos Santos,Santos,79035,L. Felipe,14,3,6,277,0.0,,1,0.0,Luiz Felipe,luiz-felipe,,,,,,,,,,,,,,,,,,,,
126,-0.57,10.53,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_iLUMfpx.png,Víctor Leandro Cuesta,Botafogo,79113,V. Cuesta,14,3,7,263,4.6,,13,6.39,Víctor Cuesta,victor-cuesta,1.0,5.0,18.0,9.0,2.0,3.0,7.0,1.0,1.0,,1.0,9.0,,,,,,,,
127,0.0,4.88,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_So2bREb.png,Silvio Ezequiel Romero,Fortaleza,79188,S. Romero,14,5,6,356,0.0,,9,2.49,Silvio Romero,silvio-romero,1.0,1.0,1.0,5.0,,2.0,3.0,,2.0,,4.0,,,,,,,,,
128,0.0,1.84,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_S95pz8G.png,Filipe Augusto Carvalho Souza,Cuiabá,79268,F. Augusto,14,4,6,1371,0.0,,8,1.28,Filipe Augusto,filipe-augusto,,1.0,11.0,10.0,,,8.0,,,,,,,1.0,,,,,,
129,0.0,2.01,https://s.sde.globo.com/media/person_role/2021/06/04/a95541b4ee84849f6e060a780b86704d_FORMATO.png,Ricardo César Dantas da Silva,América-MG,79334,R. Silva,14,3,5,327,0.0,,5,1.04,Ricardo Silva,ricardo-silva,,1.0,5.0,6.0,,,4.0,,,,,,,,,,,,,
130,1.74,15.18,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_CKcA05y.png,Germán Ezequiel Cano,Fluminense,79631,Cano,14,5,7,266,10.7,,14,4.41,Cano,cano,,2.0,11.0,13.0,7.0,13.0,5.0,2.0,4.0,1.0,8.0,,,,,,,,,
131,0.0,4.71,https://s.sde.globo.com/media/person_role/2023/07/10/photo_FORMATO_YrS5yhK.png,Lucas Silva Borges,Cruzeiro,79701,L. Silva,14,4,6,283,0.0,,4,2.67,Lucas Silva,lucas-silva,,,8.0,3.0,,,4.0,,,,,,,,,,,,,
132,2.1,8.83,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_jUc4EZ2.png,Glaybson Yago Souza Lisboa,Fortaleza,80196,Y. Pikachu,14,4,7,356,9.7,,14,2.69,Yago Pikachu,yago-pikachu,,2.0,6.0,5.0,3.0,5.0,13.0,,3.0,1.0,2.0,,,,,,,,,
133,0.0,12.51,https://s.sde.globo.com/media/person_role/2022/03/01/aeb1926a6ddb270206f4ceffcf701d4b_FORMATO.png,Luciano da Rocha Neves,São Paulo,80287,Luciano,14,5,2,276,0.0,,13,5.01,Luciano,luciano,2.0,2.0,4.0,11.0,6.0,9.0,21.0,1.0,4.0,1.0,2.0,,,,,,,,,
134,0.0,7.0,https://s.sde.globo.com/media/person_role/2023/07/10/photo_FORMATO.png,Gilberto Moraes Júnior,Bahia,80313,Gilberto,14,2,2,265,0.0,,0,0.0,Gilberto,gilberto,,,,,,,,,,,,,,,,,,,,
135,0.67,7.71,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_l0JerUa.png,Lucas Rafael Araújo Lima,Santos,80583,L. Lima,14,4,7,277,5.7,,14,3.74,Lucas Lima,lucas-lima,3.0,2.0,21.0,26.0,2.0,3.0,19.0,,1.0,,3.0,,,,,,,,,
136,0.3,7.45,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_cnIvHfj.png,Luan Garcia Teixeira,Palmeiras,80692,Luan,14,3,2,275,2.9,,11,3.79,Luan,luan,,1.0,10.0,15.0,2.0,4.0,8.0,1.0,1.0,,3.0,3.0,,,,,,,,
137,0.0,7.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_2mIyND1.png,Pedro Tonon Geromel,Grêmio,80853,P. Geromel,14,3,6,284,0.0,,0,0.0,Pedro Geromel,pedro-geromel,,,,,,,,,,,,,,,,,,,,
138,-1.41,8.52,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,Jair Rodrigues Júnior,Vasco,81091,Jair,14,4,6,267,0.5,,12,4.42,Jair,jair,,4.0,23.0,20.0,1.0,1.0,33.0,,2.0,,,,1.0,,,,,,,
139,0.12,2.93,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_t30cY72.png,Lucas Andrés Mugni,Bahia,81121,L. Mugni,14,4,6,265,1.4,,4,0.78,Lucas Mugni,lucas-mugni,,,2.0,2.0,,1.0,1.0,,,,,,,,,,,,,
140,0.42,7.81,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_VrbLrFd.png,Mayke Rocha de Oliveira,Palmeiras,81150,Mayke,14,2,3,275,3.5,,12,4.72,Mayke,mayke,2.0,3.0,24.0,15.0,,1.0,3.0,,1.0,,,3.0,,,,,,,,
141,0.26,5.81,https://s.sde.globo.com/media/person_role/2022/03/01/14ebdbca4e280cd9dfdb9b7e2148afe0_FORMATO.png,Alisson Euler de Freitas Castro,São Paulo,81845,Alisson,14,4,6,276,4.0,,14,2.76,Alisson,alisson,2.0,1.0,19.0,14.0,1.0,7.0,9.0,,,,1.0,,,,,,,,,
142,1.23,8.22,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_KgJZuxA.png,João Ricardo Riedi,Fortaleza,81881,J. Ricardo,14,1,7,356,7.0,,9,5.67,João Ricardo,joao-ricardo,,1.0,,,,,2.0,,,,,5.0,,,26.0,7.0,,,1.0,
143,0.0,4.5,https://s.sde.globo.com/media/person_role/2023/04/22/photo_FORMATO_X04virK.png,José Henrique da Silva Dourado,Cruzeiro,81905,H. Dourado,14,5,6,283,0.0,,10,2.08,Henrique Dourado,henrique-dourado,,2.0,3.0,12.0,2.0,7.0,9.0,1.0,1.0,,7.0,,,,,,,,,
144,0.44,3.27,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_9raWzET.png,Willian Osmar de Oliveira Silva,Goiás,81952,W. Oliveira,14,4,7,290,4.9,,10,2.11,Willian Oliveira,willian-oliveira,,3.0,14.0,20.0,1.0,2.0,15.0,1.0,,,,,,,,,,,,
145,1.67,7.14,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ek7YW7J.png,Adilson dos Anjos Oliveira,América-MG,82381,Juninho,14,4,6,327,9.7,,14,2.87,Juninho,juninho,,1.0,14.0,11.0,3.0,2.0,11.0,,2.0,,1.0,,1.0,,,,,,,
146,-0.75,5.72,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_jSvkpAL.png,Tadeu Antônio Ferreira,Goiás,82453,Tadeu,14,1,7,290,-0.5,,11,2.91,Tadeu,tadeu,,,,,,,4.0,,,,,1.0,,,43.0,18.0,,,,
147,0.0,10.59,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XlK02hD.png,José Rafael Vivian,Palmeiras,82455,Z. Rafael,14,4,6,275,0.0,,11,4.48,Zé Rafael,ze-rafael,1.0,4.0,31.0,28.0,5.0,2.0,24.0,,,,1.0,,,,,,,,,
148,0.0,4.13,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,Otávio Henrique Passos Santos,Atlético-MG,82463,Otávio,14,4,7,282,0.0,,4,2.03,Otávio,otavio,,3.0,8.0,5.0,1.0,1.0,2.0,,,,,,,,,,,,,
149,-1.95,6.05,https://s.sde.globo.com/media/person_role/2023/07/03/photo_FORMATO.png,Luiz de Araújo Guimarães Neto,Flamengo,82627,L. Araújo,14,5,6,262,0.9,,1,0.9,Luiz Araújo,luiz-araujo,,,1.0,1.0,,,,,,,,,,,,,,,,
150,0.0,9.35,https://s.sde.globo.com/media/person_role/2022/05/12/98abba841d176135f9ec02a557177a7f_FORMATO.png,Guilherme de Jesus da Silva,Fortaleza,82628,Tinga,14,2,7,356,0.0,,12,5.72,Tinga,tinga,,,27.0,8.0,2.0,2.0,4.0,,1.0,,3.0,5.0,,,,,,,,
151,0.0,2.34,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_jsdA8Zf.png,Marcelo Rangel da Rosa,Goiás,82730,M. Rangel,14,1,6,290,0.0,,3,0.0,Marcelo Rangel,marcelo-rangel,,,,,,,,,,,,,,,8.0,8.0,,,,
152,1.17,10.84,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_L21KedQ.png,Paulo César Turra,Santos,82747,P. Turra,14,6,7,277,7.54,,12,5.32,Paulo Turra,paulo-turra,,,,,,,,,,,,,,,,,6.0,,,
153,-0.28,5.74,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_bPEXkEO.png,Wellington Soares da Silva,São Paulo,82766,W. Rato,14,4,7,276,0.9,,13,2.24,Wellington Rato,wellington-rato,2.0,2.0,10.0,7.0,3.0,6.0,6.0,,,,2.0,,,,,,,,,
154,0.0,14.23,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_mbchRWW.png,Gabriel Barbosa Almeida,Flamengo,83257,Gabriel,14,5,6,262,0.0,,10,5.66,Gabriel,gabriel,1.0,4.0,3.0,3.0,9.0,8.0,10.0,1.0,4.0,1.0,3.0,,,,,,,,,
155,0.0,5.53,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_TvGvJD9.png,Patrick Bezerra do Nascimento,Atlético-MG,83433,Patrick,14,4,6,282,0.0,,12,1.86,Patrick,patrick,,1.0,14.0,4.0,1.0,2.0,10.0,,,,1.0,,,,,,,,,
156,0.0,14.37,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_Wclql1X.png,Leonardo Pereira,Flamengo,83528,L. Pereira,14,3,6,262,0.0,,12,6.24,Léo Pereira,leo-pereira,,1.0,19.0,7.0,,1.0,11.0,,3.0,,1.0,5.0,,,,,,,,
157,0.0,4.61,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_U329TT2.png,Hueglo dos Santos Neris,Cruzeiro,83786,Neris,14,3,6,283,6.2,,5,5.3,Neris,neris,,2.0,7.0,8.0,1.0,1.0,1.0,,,,,4.0,,,,,,,,
158,-1.62,4.38,https://s.sde.globo.com/media/person_role/2023/06/30/photo_220x220_AACy2wU.png,Clayson Henrique da Silva Vieira,Cuiabá,83817,Clayson,14,5,6,1371,0.2,,1,0.2,Clayson,clayson,,,,1.0,,,1.0,,,,,,,,,,,,,
159,-2.02,18.69,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TbDAa67.png,Francisco das Chagas Soares dos Santos Meireles,Botafogo,84042,T. Soares,14,5,7,263,-1.1,,13,9.48,Tiquinho Soares,tiquinho-soares,4.0,5.0,8.0,18.0,5.0,13.0,25.0,,10.0,1.0,9.0,,,,,,,,,
160,-0.03,7.53,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_LiuUOj2.png,Jemerson de Jesus Nascimento,Atlético-MG,84263,Jemerson,14,3,7,282,1.7,,13,2.71,Jemerson,jemerson,1.0,2.0,11.0,17.0,1.0,1.0,4.0,,,,1.0,4.0,,,,,,,,
161,-0.13,4.95,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_FEUiEbp.png,Bruno Ferreira Melo,Goiás,84339,B. Melo,14,3,7,290,0.4,,13,3.01,Bruno Melo,bruno-melo,1.0,5.0,7.0,7.0,2.0,7.0,10.0,,2.0,,2.0,1.0,,,,,,1.0,,
162,-0.38,7.18,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_DOXZ9Xn.png,Fernando Pereira do Nascimento,Cuiabá,84428,F. Sobral,14,4,6,1371,1.5,,10,5.44,Fernando Sobral,fernando-sobral,1.0,3.0,24.0,15.0,5.0,7.0,17.0,,1.0,,,,,,,,,,,
163,0.0,2.72,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_UU97nfg.png,José Romário Silva de Souza,Fortaleza,84523,Romarinho,14,5,6,356,0.0,,8,0.84,Romarinho,romarinho,,,,1.0,2.0,2.0,6.0,,,,,,,,,,,,,
164,-0.25,8.18,https://s.sde.globo.com/media/person_role/2022/05/05/175c2911cb392a7305aef49766feb459_FORMATO.png,Lucas Evangelista Santana de Oliveira,Bragantino,84674,L. Evangelista,14,4,7,280,1.9,,13,5.61,Lucas Evangelista,lucas-evangelista,4.0,1.0,21.0,12.0,4.0,11.0,32.0,1.0,,,1.0,,,,,,,,,
165,0.0,4.61,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_M1z2XK5.png,Guillermo Varela Olivera,Flamengo,84816,Varela,14,2,6,262,0.0,,1,5.6,Varela,varela,,,1.0,2.0,,,,,,,,1.0,,,,,,,,
166,2.83,9.33,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_wdF92Dr.png,Robson dos Santos Fernandes,Coritiba,84817,Robson,14,5,7,294,16.1,,12,5.88,Robson,robson,1.0,4.0,22.0,26.0,5.0,6.0,17.0,,4.0,,3.0,,,,,,,,,
167,0.51,6.88,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_kJmHr1X.png,Marcos Felipe de Freitas Monteiro,Bahia,85004,M. Felipe,14,1,7,265,4.5,,13,3.24,Marcos Felipe,marcos-felipe,,,,,,,2.0,,,,,3.0,,,45.0,19.0,,,,
168,0.0,3.0,https://s.sde.globo.com/media/person_role/2022/02/21/6b18b6e2028293647615790cb3edf11f_FORMATO.png,Vinicius Silvestre da Costa,Palmeiras,85083,V. Silvestre,14,1,6,275,0.0,,0,0.0,Vinicius Silvestre,vinicius-silvestre,,,,,,,,,,,,,,,,,,,,
169,0.0,8.32,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_XLtLBFc.png,Víctor Danilo Cantillo Jiménez,Corinthians,85315,Cantillo,14,4,6,264,0.0,,1,8.9,Cantillo,cantillo,,,6.0,,1.0,,1.0,,,,,,,,,,,,,
