,atletas.jogos_num,atletas.preco_num,atletas.pontos_num,atletas.status_id,atletas.posicao_id,atletas.apelido,atletas.atleta_id,atletas.rodada_id,atletas.apelido_abreviado,atletas.foto,atletas.slug,atletas.clube_id,atletas.nome,atletas.clube.id.full.name,atletas.variacao_num,atletas.minimo_para_valorizar,atletas.media_num,DS,FC,FS,CA,FD,FF,G,I,SG,V,DE,GS,DP,A,FT,PS,GC,PC,CV,PP
78,1,2.74,0.0,7,3,Bruno Uvini,70221,3,B. Uvini,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Lz9yPNA.png,bruno-uvini,284,Bruno Uvini,Grêmio,-1.26,,0.0,,,,,,,,,,,,,,,,,,,,
79,3,9.73,1.8,7,5,Eduardo Sasha,70360,3,E. Sasha,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_c4X4NEA.png,eduardo-sasha,280,Eduardo Colcenti Antunes,Bragantino,-0.55,,5.17,2.0,1.0,6.0,,,3.0,1.0,,,,,,,,,,,,,
80,3,4.39,3.0,7,1,Gabriel,70449,3,Gabriel,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ovYbvXA.png,gabriel,294,Gabriel Vasconcelos Ferreira - Vasconcellos,Coritiba,0.37,,2.33,,,,1.0,,,,,,,15.0,7.0,,,,,,,,
81,3,8.54,11.6,7,3,Marllon,70666,3,Marllon,https://s.sde.globo.com/media/person_role/2022/02/23/8d45db89a011dd77410922983889ff15_FORMATO.png,marllon,1371,Marllon Gonçalves Jerônimo Borges,Cuiabá,2.9,,6.27,4.0,2.0,2.0,1.0,,2.0,1.0,,,,,,,1.0,,,,,,
82,2,9.65,5.29,7,6,Jorge Sampaoli,70800,3,J. Sampaoli,https://s.sde.globo.com/media/person_role/2023/04/17/photo_FORMATO_Fp5qEri.png,jorge-sampaoli,262,Jorge Sampaoli,Flamengo,0.3,,4.47,,,,,,,,,,,,,,,,,,,,
83,3,8.94,-0.8,2,2,Diogo Barbosa,70916,3,D. Barbosa,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hD7TNLn.png,diogo-barbosa,284,Diogo Barbosa Mendanha,Grêmio,-1.22,,3.8,5.0,3.0,3.0,1.0,,1.0,,,1.0,,,,,,,,,,,
84,2,2.05,0.0,5,4,Léo Cittadini,70986,3,L. Cittadini,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_iZBbl8l.png,leo-cittadini,293,Leonardo Cittadini,Athlético-PR,0.0,,-0.25,,5.0,2.0,,,,,,,,,,,,,,,,,
85,3,7.17,9.4,7,4,Vina,71162,3,Vina,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q8oUM9e.png,vina,284,Vinícius Goes Barbosa de Souza,Grêmio,2.25,,4.03,1.0,1.0,6.0,1.0,1.0,,1.0,,,,,,,,,,,,,
86,0,7.0,0.0,7,3,Maicon,71227,3,Maicon,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_NcXdUCj.png,maicon,277,Maicon Pereira Roque,Santos,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
87,3,9.73,-1.0,7,1,Fernando Miguel,71571,3,F. Miguel,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_LYpf6Gz.png,fernando-miguel,356,Fernando Miguel Kaufmann,Fortaleza,-2.07,,5.0,,,,,,,,,1.0,,13.0,3.0,,,,,,,,
88,3,8.26,1.0,7,1,Weverton,71631,3,Weverton,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_PN9nfV7.png,weverton,275,Weverton Pereira da Silva,Palmeiras,-0.84,,0.67,,,,,,,,,,,6.0,4.0,,,,,,,,
89,3,8.65,1.4,7,3,Gustavo Gómez,71684,3,G. Gómez,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_WsvPa3o.png,gustavo-gomez,275,Gustavo Raúl Gómez Portillo,Palmeiras,-0.9,,1.73,4.0,2.0,2.0,,,,,,,,,,,,,,,,,
90,2,4.96,0.0,6,4,Júnior Urso,71829,3,J. Urso,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7ft8zu4.png,junior-urso,294,Ocimar de Almeida Júnior,Coritiba,0.0,,2.15,2.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,
91,2,8.12,10.2,7,5,Thiago Galhardo,71844,3,T. Galhardo,https://s.sde.globo.com/media/person_role/2022/07/16/27deb38ffaefdd66a10d7f246dcc678f_FORMATO.png,thiago-galhardo,356,Thiago Galhardo do Nascimento Rocha,Fortaleza,1.02,,5.1,,,2.0,,1.0,,1.0,,,,,,,,,,,,,
92,0,6.0,0.0,6,4,Gabriel Pires,71898,3,G. Pires,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_wzlbP45.png,gabriel-pires,263,Gabriel Appelt Pires,Botafogo,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
93,1,4.34,5.0,6,3,Danilo Avelar,72142,3,D. Avelar,https://s.sde.globo.com/media/person_role/2022/04/12/2a7b85e6015605e0770fe393faf72a9a_FORMATO.png,danilo-avelar,327,Danilo Fernando Avelar,América-MG,0.34,,5.0,,,,,1.0,1.0,,,,,,,,,1.0,,,,,
94,3,3.58,0.5,7,1,Everson,72294,3,Everson,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_XhJDp6n.png,everson,282,Everson Felipe Marques Pires,Atlético-MG,-0.64,,2.17,,,1.0,1.0,,,,,1.0,,5.0,3.0,,,,,,,,
95,0,6.0,0.0,6,1,Felipe Alves,72372,3,F. Alves,https://s.sde.globo.com/media/person_role/2022/08/16/19b70a0ace7230f7a5033ad9270abf7e_FORMATO.png,felipe-alves,276,Felipe Alves Raymundo,São Paulo,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
96,3,14.56,4.2,7,6,Fernando Diniz,72391,3,F. Diniz,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_dcBENR5.png,fernando-diniz,266,Fernando Diniz Silva,Fluminense,-0.48,,7.52,,,,,,,,,,2.0,,,,,,,,,,
97,2,5.5,0.0,7,4,Gustavo Campanharo,72497,3,G. Campanharo,https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_Fbab3V0.png,gustavo-campanharo,285,Gustavo Campanharo,Internacional,0.0,,3.7,6.0,4.0,,1.0,2.0,,,,,,,,,,,,,,,
98,3,1.18,-0.2,3,2,Maguinho,72532,3,Maguinho,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_r03QzyK.png,maguinho,290,Magno José da Silva,Goiás,-0.18,,-0.53,2.0,11.0,3.0,,,1.0,,,,,,,,,,,,,1.0,
99,3,8.06,0.0,7,1,Matheus Cavichioli,72580,3,M. Cavichioli,https://s.sde.globo.com/media/person_role/2021/06/04/4b9a4cd7759d0ef36a25a02c4b9cf8a8_FORMATO.png,matheus-cavichioli,327,Matheus Fernando Cavichioli,América-MG,-0.89,,2.67,,,,,,,,,,,10.0,9.0,1.0,,,,,,,
100,3,6.0,2.8,7,5,Pedro Henrique,72583,3,P. Henrique,https://s.sde.globo.com/media/person_role/2022/04/12/5422d339b6546dc0505e80e10b027269_FORMATO.png,pedro-henrique,285,Pedro Henrique Konzen Medina da Silva,Internacional,-0.02,,1.73,1.0,4.0,3.0,,2.0,2.0,,3.0,,,,,,,,,,,,
101,0,5.0,0.0,6,1,Maurício Kozlinski,72595,3,M. Kozlinski,https://s.sde.globo.com/media/person_role/2023/03/21/photo_FORMATO_1CFG8Id.png,mauricio-kozlinski,356,Maurício Kozlinski,Fortaleza,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
102,0,7.0,0.0,6,3,Vitor Hugo,72605,3,V. Hugo,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_HuEb513.png,vitor-hugo,265,Vitor Hugo Franchescoli de Souza,Bahia,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
103,3,3.64,2.3,7,4,Ceppelini,72762,3,Ceppelini,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_l5sEyLV.png,ceppelini,1371,Pablo Daniel Ceppelini Gatto,Cuiabá,0.39,,1.47,2.0,3.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
104,2,5.28,2.3,6,5,Luiz Adriano,72772,3,L. Adriano,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_SJwFoxe.png,luiz-adriano,285,Luiz Adriano de Souza da Silva,Internacional,-0.01,,1.15,1.0,,,,1.0,,,1.0,,,,,,,,,,,,
105,1,6.97,0.0,7,4,Fernandinho,72775,3,Fernandinho,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_X6EpiKc.png,fernandinho,293,Fernando Luiz Rosa,Athlético-PR,0.0,,0.9,1.0,1.0,,,,,,,,,,,,,,,,,,
106,2,6.29,9.3,6,3,Mercado,72951,3,Mercado,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_rOFNbA7.png,mercado,285,Gabriel Iván Mercado,Internacional,2.44,,4.5,3.0,2.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,
107,1,6.39,0.0,6,2,Daniel Borges,73318,3,D. Borges,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_KcG4Ldd.png,daniel-borges,263,Daniel Fortunato Borges,Botafogo,0.0,,5.9,4.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,
108,2,13.22,0.0,7,2,Samuel Xavier,73384,3,S. Xavier,https://s.sde.globo.com/media/person_role/2022/04/20/ad95f595cd71bcb7d7b91177716e1d33_FORMATO.png,samuel-xavier,266,Samuel Xavier Brito,Fluminense,0.0,,9.1,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,2.0,,,,,1.0,,,,,,
109,3,3.55,0.2,5,5,Jean Dias,73479,3,J. Dias,https://s.sde.globo.com/media/person_role/2023/04/10/photo_FORMATO_UU1DWbN.png,jean-dias,285,Jean Dias da Costa,Internacional,-0.67,,2.43,1.0,3.0,4.0,,,,,,,,,,,1.0,,,,,,
110,3,6.93,0.6,7,3,Bruno Alves,73620,3,B. Alves,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_QXt8Pw7.png,bruno-alves,284,Bruno Fabiano Alves,Grêmio,-0.73,,2.6,1.0,3.0,3.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,
111,2,2.47,0.8,6,5,Guilherme Marques,73781,3,G. Marques,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_8U4l1F1.png,guilherme-marques,290,Guilherme Costa Marques,Goiás,-0.76,,0.4,,,,,,1.0,,,,,,,,,,,,,,
112,1,3.97,0.0,6,3,Rodrigo Caio,73800,3,R. Caio,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_8nCiWcT.png,rodrigo-caio,262,Rodrigo Caio Coquette Russo,Flamengo,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
113,2,5.46,5.9,6,5,Aloísio,73850,3,Aloísio,https://s.sde.globo.com/media/person_role/2022/03/31/a411b722d7d0edc88f871c1a48191dc1_FORMATO.png,aloisio,327,Aloísio dos Santos Gonçalves,América-MG,1.24,,4.1,,1.0,1.0,,2.0,1.0,,2.0,,,,,,1.0,,,,,,
114,1,3.42,0.0,6,4,Alison,73974,3,Alison,https://s.sde.globo.com/media/person_role/2021/05/04/83ae4938b05e0e1d67ad49af17785e89_FORMATO.png,alison,277,Alison Lopes Ferreira,Santos,-1.58,,0.0,,,,,,,,,,,,,,,,,,,,
115,0,8.0,0.0,6,1,Gatito Fernández,74061,3,G. Fernández,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_zKZCWAI.png,gatito-fernandez,263,Roberto Junior Fernández Torres,Botafogo,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
116,0,4.0,0.0,6,4,Lucas Piazon,74084,3,L. Piazon,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8iJQEr4.png,lucas-piazon,263,Gustavo Lucas Domingues Piazón,Botafogo,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
117,2,3.68,0.5,6,5,William Pottker,77809,3,W. Pottker,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_yjb57GF.png,william-pottker,294,William de Oliveira Pottker,Coritiba,-0.9,,1.3,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,
118,3,6.94,0.9,5,2,Madson,78077,3,Madson,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_UA5MZDv.png,madson,293,Madson Ferreira dos Santos,Athlético-PR,-0.58,,3.1,2.0,1.0,3.0,,,1.0,,1.0,1.0,,,,,,,,,,,
119,3,9.55,-0.3,7,5,Everaldo,78117,3,Everaldo,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_8pHdjST.png,everaldo,265,Everaldo Stum,Bahia,-1.13,,3.73,1.0,5.0,3.0,,1.0,1.0,1.0,,,,,,,,,,,,,
120,3,9.73,6.7,7,2,Renê,78445,3,Renê,https://s.sde.globo.com/media/person_role/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png,rene,285,Renê Rodrigues Martins,Internacional,1.11,,5.5,8.0,3.0,4.0,,,1.0,,,1.0,,,,,,,,,,,
121,3,6.75,2.7,6,5,Jonathan Cafu,78580,3,J. Cafu,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_7bHRcHm.png,jonathan-cafu,1371,Jonathan Renato Barbosa,Cuiabá,0.19,,3.47,3.0,3.0,6.0,1.0,,1.0,,1.0,,,,,,1.0,,,,,,
122,0,6.0,0.0,5,4,Gabriel,78605,3,Gabriel,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_GUlE7bV.png,gabriel,285,Gabriel Girotto Franco,Internacional,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
123,3,5.57,7.9,7,4,Ramiro,78715,3,Ramiro,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Yl1MU4D.png,ramiro,283,Ramiro Moschen Benetti,Cruzeiro,2.02,,3.6,3.0,4.0,,2.0,,3.0,1.0,,,,,,,,,,,,,
124,0,9.0,0.0,2,2,Reinaldo,78850,3,Reinaldo,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_YOXKUlg.png,reinaldo,284,Reinaldo Manoel da Silva,Grêmio,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
125,2,2.23,0.0,6,4,Thiago Santos,78855,3,T. Santos,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_GtPn70k.png,thiago-santos,266,Thiago dos Santos,Fluminense,0.0,,0.05,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
126,0,3.0,0.0,6,1,Douglas Borges,78893,3,D. Borges,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_33D9G2h.png,douglas-borges,263,Douglas Borges,Botafogo,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
127,0,3.0,0.0,6,3,Luiz Felipe,79035,3,L. Felipe,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_aiqNBl6.png,luiz-felipe,277,Luiz Felipe do Nascimento dos Santos,Santos,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
128,3,6.23,0.2,7,3,Víctor Cuesta,79113,3,V. Cuesta,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_iLUMfpx.png,victor-cuesta,263,Víctor Leandro Cuesta,Botafogo,-0.72,,1.9,3.0,3.0,,2.0,,,,,,,,,,1.0,,,,,,
129,2,5.67,0.0,6,5,Silvio Romero,79188,3,S. Romero,https://s.sde.globo.com/media/person_role/2022/05/12/c5b6ac96aea31d2271156591230c8f4c_FORMATO.png,silvio-romero,356,Silvio Ezequiel Romero,Fortaleza,0.0,,4.45,1.0,1.0,,,,,1.0,,,,,,,,,,,,,
130,2,1.36,0.9,6,4,Filipe Augusto,79268,3,F. Augusto,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_S95pz8G.png,filipe-augusto,1371,Filipe Augusto Carvalho Souza,Cuiabá,-0.12,,0.6,3.0,3.0,3.0,,,,,,,,,,,,,,,,1.0,
131,2,2.06,0.0,7,3,Ricardo Silva,79334,3,R. Silva,https://s.sde.globo.com/media/person_role/2021/06/04/a95541b4ee84849f6e060a780b86704d_FORMATO.png,ricardo-silva,327,Ricardo César Dantas da Silva,América-MG,0.0,,0.45,,2.0,3.0,,,,,,,,,,,,,,,,,
132,3,15.71,0.6,7,5,Cano,79631,3,Cano,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_zQfRwuQ.png,cano,266,Germán Ezequiel Cano,Fluminense,-2.03,,5.03,2.0,2.0,,,1.0,3.0,1.0,3.0,,,,,,,2.0,,,,,1.0
133,2,5.52,1.7,7,4,Lucas Silva,79701,3,L. Silva,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_22BJorG.png,lucas-silva,284,Lucas Silva Borges,Grêmio,-0.45,,4.2,6.0,1.0,3.0,,,,,,,,,,,,,,,,,
134,1,3.03,0.0,6,5,Zé Roberto,80076,3,Z. Roberto,https://s.sde.globo.com/media/person_role/2023/04/10/photo_220x220_Mzobxer.png,ze-roberto,294,José Roberto Assunção de Araújo Filho,Coritiba,0.0,,-0.3,,1.0,2.0,1.0,,,,,,,,,,,,,,,,
135,3,9.52,1.9,6,4,Yago Pikachu,80196,3,Y. Pikachu,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_ve69BvY.png,yago-pikachu,356,Glaybson Yago Souza Lisboa,Fortaleza,-1.23,,6.23,,1.0,2.0,,1.0,1.0,2.0,,,,,,,,,,,,,
136,3,12.24,3.8,7,5,Luciano,80287,3,Luciano,https://s.sde.globo.com/media/person_role/2022/03/01/aeb1926a6ddb270206f4ceffcf701d4b_FORMATO.png,luciano,276,Luciano da Rocha Neves,São Paulo,-0.56,,6.07,1.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,,,,,,1.0,,,,,,
137,3,6.1,2.8,7,4,Lucas Lima,80583,3,L. Lima,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_l0JerUa.png,lucas-lima,277,Lucas Rafael Araújo Lima,Santos,-0.07,,3.67,5.0,6.0,8.0,,1.0,2.0,,,,,,,,,,,,,,
138,0,7.0,0.0,6,3,Luan,80692,3,Luan,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_cnIvHfj.png,luan,275,Luan Garcia Teixeira,Palmeiras,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
139,0,7.0,0.0,6,3,Pedro Geromel,80853,3,P. Geromel,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_2mIyND1.png,pedro-geromel,284,Pedro Tonon Geromel,Grêmio,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
140,3,7.98,4.1,7,4,Jair,81091,3,Jair,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,jair,267,Jair Rodrigues Júnior,Vasco,0.52,,3.07,4.0,2.0,12.0,1.0,,,,,,,,,,,,,,,,
141,0,5.0,0.0,6,4,Lucas Mugni,81121,3,L. Mugni,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_t30cY72.png,lucas-mugni,265,Lucas Andrés Mugni,Bahia,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
142,1,3.99,-2.5,7,2,Mayke,81150,3,Mayke,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_VrbLrFd.png,mayke,275,Mayke Rocha de Oliveira,Palmeiras,-3.01,,-2.5,,5.0,,1.0,,,,,,,,,,,,,,,,
143,3,5.31,5.3,2,4,Alisson,81845,3,Alisson,https://s.sde.globo.com/media/person_role/2022/03/01/14ebdbca4e280cd9dfdb9b7e2148afe0_FORMATO.png,alisson,276,Alisson Euler de Freitas Castro,São Paulo,0.94,,3.67,2.0,2.0,3.0,,1.0,2.0,,1.0,,,,,,1.0,,,,,,
144,0,7.0,0.0,5,1,João Ricardo,81881,3,J. Ricardo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_jfXmbiI.png,joao-ricardo,356,João Ricardo Riedi,Fortaleza,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
145,0,6.0,0.0,6,5,Henrique Dourado,81905,3,H. Dourado,https://s.sde.globo.com/media/person_role/2023/04/22/photo_FORMATO_X04virK.png,henrique-dourado,283,José Henrique da Silva Dourado,Cruzeiro,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
146,1,2.52,0.0,6,4,Willian Oliveira,81952,3,W. Oliveira,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_9raWzET.png,willian-oliveira,290,Willian Osmar de Oliveira Silva,Goiás,0.0,,-0.1,,2.0,1.0,,,,,,,,,,,,,,,,,
147,3,5.11,-0.3,7,4,Juninho,82381,3,Juninho,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ek7YW7J.png,juninho,327,Adilson dos Anjos Oliveira,América-MG,-0.85,,1.37,2.0,5.0,1.0,,1.0,2.0,,1.0,,,,,,,,,,,,
148,3,6.48,6.0,7,1,Tadeu,82453,3,Tadeu,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_jSvkpAL.png,tadeu,290,Tadeu Antônio Ferreira,Goiás,1.16,,2.17,,,1.0,,,,,,,,10.0,4.0,,,,,,,,
149,3,11.44,8.1,7,4,Zé Rafael,82455,3,Z. Rafael,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XlK02hD.png,ze-rafael,275,José Rafael Vivian,Palmeiras,1.39,,5.4,9.0,10.0,10.0,1.0,3.0,1.0,,,,,,,,,,,,,,
150,3,4.5,1.4,6,4,Otávio,82463,3,Otávio,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,otavio,282,Otávio Henrique Passos Santos,Atlético-MG,-0.17,,1.77,5.0,4.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,
151,3,7.82,2.4,7,2,Tinga,82628,3,Tinga,https://s.sde.globo.com/media/person_role/2022/05/12/98abba841d176135f9ec02a557177a7f_FORMATO.png,tinga,356,Guilherme de Jesus da Silva,Fortaleza,-0.42,,4.7,6.0,2.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,
152,0,4.0,0.0,6,1,Marcelo Rangel,82730,3,M. Rangel,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_jsdA8Zf.png,marcelo-rangel,290,Marcelo Rangel da Rosa,Goiás,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
153,3,8.7,2.5,7,6,Paulo Turra,82747,3,P. Turra,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_L21KedQ.png,paulo-turra,293,Paulo César Turra,Athlético-PR,-0.12,,4.4,,,,,,,,,,1.0,,,,,,,,,,
154,3,6.26,2.4,2,4,Wellington Rato,82766,3,W. Rato,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_bPEXkEO.png,wellington-rato,276,Wellington Soares da Silva,São Paulo,0.01,,2.37,3.0,4.0,3.0,,2.0,1.0,,,,,,,,,,,,,,
155,3,9.17,3.53,7,6,Maurício Barbieri,82792,3,M. Barbieri,https://s.sde.globo.com/media/person_role/2021/04/27/1cc4a56a4aefc5902e503c4834666651_FORMATO.png,mauricio-barbieri,267,Maurício Nogueira Barbieri,Vasco,0.03,,4.49,,,,,,,,,,1.0,,,,,,,,,,
156,3,14.02,4.2,7,5,Gabriel,83257,3,Gabriel,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_mbchRWW.png,gabriel,262,Gabriel Barbosa Almeida,Flamengo,-0.42,,4.6,,1.0,2.0,2.0,4.0,3.0,1.0,1.0,,,,,,,,,,,,
157,3,6.29,0.5,7,4,Patrick,83433,3,Patrick,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_TvGvJD9.png,patrick,282,Patrick Bezerra do Nascimento,Atlético-MG,-0.79,,1.93,4.0,,2.0,,,,,,,,,,,,,,,,,
158,3,17.89,20.8,7,3,Léo Pereira,83528,3,L. Pereira,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_Wclql1X.png,leo-pereira,262,Leonardo Pereira,Flamengo,5.42,,11.8,10.0,2.0,6.0,,,,2.0,,1.0,,,,,,,,,,,
159,1,4.0,6.1,6,3,Neris,83786,3,Neris,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_U329TT2.png,neris,283,Hueglo Neris dos Santos,Cruzeiro,1.0,,6.1,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,
160,3,20.22,18.0,7,5,Tiquinho Soares,84042,3,T. Soares,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TbDAa67.png,tiquinho-soares,263,Francisco das Chagas Soares dos Santos Meireles,Botafogo,3.74,,12.77,2.0,4.0,4.0,2.0,1.0,3.0,3.0,5.0,,,,,,2.0,,,,,,
161,3,8.72,1.4,7,3,Jemerson,84263,3,Jemerson,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_LiuUOj2.png,jemerson,282,Jemerson de Jesus Nascimento,Atlético-MG,-0.67,,4.47,2.0,2.0,1.0,,1.0,,,1.0,1.0,,,,,1.0,,,,,,
162,3,3.23,0.8,7,3,Bruno Melo,84339,3,B. Melo,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_FEUiEbp.png,bruno-melo,290,Bruno Ferreira Melo,Goiás,-0.15,,0.63,1.0,2.0,2.0,2.0,,3.0,,1.0,,,,,,,,,,,,
163,2,5.33,0.0,6,4,Fernando Sobral,84428,3,F. Sobral,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_DOXZ9Xn.png,fernando-sobral,1371,Fernando Pereira do Nascimento,Cuiabá,0.0,,2.45,4.0,3.0,2.0,,,,,,,,,,,,,,,,,
164,2,3.38,0.0,6,5,Romarinho,84523,3,Romarinho,https://s.sde.globo.com/media/person_role/2022/05/12/ccaf4552cbd0363c0a3fceefa2bf00bf_FORMATO.png,romarinho,356,José Romário Silva de Souza,Fortaleza,-0.6,,0.85,,,1.0,,1.0,,,,,,,,,,,,,,,
165,2,5.0,0.0,2,4,Lucas Evangelista,84674,3,L. Evangelista,https://s.sde.globo.com/media/person_role/2022/05/05/175c2911cb392a7305aef49766feb459_FORMATO.png,lucas-evangelista,280,Lucas Evangelista Santana de Oliveira,Bragantino,0.0,,2.55,2.0,2.0,5.0,,,1.0,,,,,,,,,,,,,,
166,0,5.0,0.0,5,2,Varela,84816,3,Varela,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_M1z2XK5.png,varela,262,Guillermo Varela Olivera,Flamengo,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
167,3,3.11,-0.3,6,5,Robson,84817,3,Robson,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_wdF92Dr.png,robson,294,Robson dos Santos Fernandes,Coritiba,-0.63,,0.43,,3.0,2.0,,1.0,,,,,,,,,,,,,,,
168,3,7.48,11.5,7,1,Marcos Felipe,85004,3,M. Felipe,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_kJmHr1X.png,marcos-felipe,265,Marcos Felipe de Freitas Monteiro,Bahia,3.24,,4.5,,,1.0,,,,,,1.0,,12.0,4.0,,,,,,,,
169,0,3.0,0.0,6,1,Vinicius Silvestre,85083,3,V. Silvestre,https://s.sde.globo.com/media/person_role/2022/02/21/6b18b6e2028293647615790cb3edf11f_FORMATO.png,vinicius-silvestre,275,Vinicius Silvestre da Costa,Palmeiras,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
