,atletas.jogos_num,atletas.preco_num,atletas.pontos_num,atletas.status_id,atletas.posicao_id,atletas.apelido,atletas.atleta_id,atletas.rodada_id,atletas.apelido_abreviado,atletas.foto,atletas.slug,atletas.clube_id,atletas.nome,atletas.clube.id.full.name,atletas.variacao_num,atletas.minimo_para_valorizar,atletas.media_num,DS,FC,FS,CA,FD,FF,G,I,SG,V,DE,GS,DP,A,FT,PS,GC,PC,CV,PP
170,1,8.32,0.0,6,4,Cantillo,85315,3,Cantillo,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_XLtLBFc.png,cantillo,264,Víctor Danilo Cantillo Jiménez,Corinthians,0.0,,8.9,6.0,,1.0,,1.0,,,,,,,,,,,,,,,
171,3,11.84,3.0,7,1,João Paulo,85425,3,J. Paulo,https://s.sde.globo.com/media/person_role/2022/03/03/9edc82b201e12a2a0b8dba4d87004195_FORMATO.png,joao-paulo,277,João Paulo Silva Martins,Santos,-0.87,,5.67,,,,,,,,,1.0,,15.0,3.0,,,,,,,,
172,1,4.41,-1.2,3,4,Alex Santana,85465,3,A. Santana,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_9oyYdIt.png,alex-santana,293,Alex Paulo Menezes Santana,Athlético-PR,-2.59,,-1.2,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,1.0,
173,3,2.68,0.0,7,3,Léo,85626,3,Léo,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_upcZmtB.png,leo,267,Leonardo Pinheiro da Conceição,Vasco,-0.51,,0.03,,3.0,2.0,,,,,,,,,,,,,,,,,
174,3,4.23,3.7,6,4,Hyoran,85931,3,Hyoran,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_we4xNWc.png,hyoran,282,Hyoran Kaue Dalmoro,Atlético-MG,0.64,,1.77,1.0,6.0,1.0,1.0,2.0,5.0,,,,,,,,,,,,,,
175,1,2.13,0.0,6,5,Gustavo Sauer,85993,3,G. Sauer,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_plrV8jg.png,gustavo-sauer,263,Gustavo Affonso Sauerbeck,Botafogo,0.0,,-0.7,,2.0,,,,,,1.0,,,,,,,,,,,,
176,0,4.0,0.0,6,3,Wanderson,86143,3,Wanderson,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_b5qzoWm.png,wanderson,327,Wanderson Santos Pereira,América-MG,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
177,2,9.06,14.8,7,4,Alê,86388,3,Alê,https://s.sde.globo.com/media/person_role/2022/02/24/4b65fc3f258e926df6bf12c3abbfa9a0_FORMATO.png,ale,327,Alexandre Egea,América-MG,3.45,,8.75,6.0,3.0,2.0,1.0,,4.0,1.0,,,,,,,,,,,,,
178,3,8.5,2.4,7,2,Sander,86391,3,Sander,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_klsEyT2.png,sander,290,Sander Henrique Bortolotto,Goiás,-0.65,,5.33,4.0,2.0,9.0,,2.0,,,1.0,,,,,,1.0,,,,,,
179,2,3.6,2.4,7,2,Victor Luis,86410,3,V. Luis,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_cjqZYOH.png,victor-luis,294,Victor Luis Chuab Zamblauskas,Coritiba,-0.08,,2.05,3.0,,1.0,,,,,,,,,,,,,,,,,
180,3,2.6,-0.4,7,5,Keno,86485,3,Keno,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0olNy9W.png,keno,266,Marcos da Silva França,Fluminense,-0.56,,-0.63,1.0,5.0,1.0,2.0,,,,1.0,,,,,,,,,,,,
181,0,5.0,0.0,6,1,Jandrei,86508,3,Jandrei,https://s.sde.globo.com/media/person_role/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png,jandrei,276,Jandrei Chitolina Carniel,São Paulo,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
182,3,10.0,5.5,7,4,Tchê Tchê,86686,3,T. Tchê,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_FytIYxJ.png,tche-tche,263,Danilo das Neves Pinheiro,Botafogo,0.4,,6.6,5.0,5.0,3.0,,,1.0,1.0,,,,,,,1.0,,,,,,
183,3,9.95,5.4,7,4,Richard Coelho,86711,3,R. Coelho,https://s.sde.globo.com/media/person_role/2023/03/14/photo_220x220_hWLUIMn.png,richard-coelho,283,Richard Cândido Coelho,Cruzeiro,0.59,,6.13,12.0,3.0,5.0,1.0,1.0,3.0,,2.0,,,,,,,,,,,,
184,3,5.73,3.6,7,5,Everton,86757,3,Everton,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_EcaScZP.png,everton,262,Everton Sousa Soares,Flamengo,0.52,,1.83,1.0,1.0,1.0,1.0,3.0,2.0,,1.0,,,,,,,,,,,,
185,3,6.37,9.4,7,4,Danilo Barbosa,86777,3,D. Barbosa,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_6wIsdHM.png,danilo-barbosa,263,Danilo Barbosa da Silva,Botafogo,2.56,,4.57,3.0,4.0,5.0,,,1.0,1.0,,,,,,,,,,,,,
186,3,4.0,4.5,7,5,Rodrigo Pinho,86799,3,R. Pinho,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_28kb8HP.png,rodrigo-pinho,294,Rodrigo Cunha Pereira de Pinho,Coritiba,1.11,,2.07,2.0,1.0,1.0,,1.0,3.0,,,,,,,,,,,,,,
187,1,4.94,0.0,6,4,Boschilia,86841,3,Boschilia,https://s.sde.globo.com/media/person_role/2022/08/12/8bbade4dbabca44eb3eda2767deda745_FORMATO.png,boschilia,294,Gabriel Boschilia,Coritiba,0.0,,4.1,1.0,,1.0,,,3.0,,,,,,,,,,,,,,
188,1,3.33,-0.3,6,4,José Welison,86859,3,J. Welison,https://s.sde.globo.com/media/person_role/2022/05/12/32f4ef48713e5687dbe666e42316e4ad_FORMATO.png,jose-welison,356,José Welison da Silva,Fortaleza,-1.67,,-0.3,,1.0,,,,,,,,,,,,,,,,,,
189,3,6.02,6.0,6,2,Marlon,86864,3,Marlon,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_9jhAK26.png,marlon,327,Marlon Matheus Lopes do Nascimento,América-MG,1.18,,4.0,3.0,3.0,7.0,,,1.0,,,,,,,,1.0,,,,,,
190,3,8.08,6.4,3,3,Eduardo Bauermann,86970,3,E. Bauermann,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_GWoHgvv.png,eduardo-bauermann,277,Eduardo Gabriel dos Santos Bauermann,Santos,1.01,,5.3,2.0,3.0,,,1.0,4.0,1.0,,1.0,,,,,,,,,,1.0,
191,3,11.98,4.0,7,1,Léo Jardim,87008,3,L. Jardim,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_2NC7Cvz.png,leo-jardim,267,Leonardo César Jardim,Vasco,-0.1,,5.67,,,,,,,,,,,21.0,4.0,,,,,,,,
192,3,5.93,3.0,7,4,Nathan,87009,3,Nathan,https://s.sde.globo.com/media/person_role/2023/04/12/photo_FORMATO_H5UIx66.png,nathan,284,Nathan Allan de Souza,Grêmio,0.03,,2.97,5.0,7.0,2.0,,2.0,2.0,,,,,,,,,,,,,,
193,3,6.7,0.9,7,5,Matheus Peixoto,87098,3,M. Peixoto,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_FC0h7Wp.png,matheus-peixoto,290,Matheus Vieira Campos Peixoto,Goiás,-0.89,,4.0,2.0,3.0,4.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,,
194,2,11.37,0.0,6,3,Pedro Henrique,87225,3,P. Henrique,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Pmz9ta0.png,pedro-henrique,293,Pedro Henrique Ribeiro Gonçalves,Athlético-PR,0.0,,7.4,1.0,2.0,2.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,
195,0,13.0,0.0,6,2,Guilherme Arana,87228,3,G. Arana,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6cBmo9F.png,guilherme-arana,282,Guilherme Antonio Arana Lopes,Atlético-MG,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
196,3,8.43,7.9,6,4,Carlos de Pena,87242,3,C. Pena,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8NTSnKt.png,carlos-de-pena,285,Carlos María de Pena Bonino,Internacional,1.58,,3.17,,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,
197,2,9.26,7.7,5,5,Soteldo,87258,3,Soteldo,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xCE9nv8.png,soteldo,277,Yeferson Julio Soteldo Martínez,Santos,-0.03,,5.05,1.0,2.0,11.0,,1.0,1.0,,,,,,,,1.0,,,,,1.0,
198,3,8.42,2.5,3,3,Kannemann,87342,3,Kannemann,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q2fTOjY.png,kannemann,284,Walter Kannemann,Grêmio,-0.05,,3.53,7.0,6.0,4.0,3.0,,,,,1.0,,,,,,,,,,,
199,3,6.75,2.4,7,3,Messias,87402,3,Messias,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_XWlumea.png,messias,277,Messias Rodrigues da Silva Júnior,Santos,-0.3,,4.33,6.0,1.0,1.0,,,2.0,,,1.0,,,,,,,,,1.0,,
200,2,11.43,9.7,6,4,Thaciano,87470,3,Thaciano,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_dQGg2S1.png,thaciano,265,Thaciano Mickael da Silva,Bahia,1.88,,9.75,3.0,3.0,6.0,,,1.0,1.0,,,,,,,1.0,,,,,,
201,3,7.81,8.4,6,4,Vitor Bueno,87552,3,V. Bueno,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Vn5DBCR.png,vitor-bueno,293,Vitor Frezarin Bueno,Athlético-PR,1.99,,4.93,2.0,1.0,6.0,,2.0,3.0,,1.0,,,,,,1.0,,,,,,
202,0,2.0,0.0,6,1,Mateus Pasinato,87603,3,M. Pasinato,https://s.sde.globo.com/media/person_role/2016/02/19/a041f82c005a23d5b98daaa4cc3d1700_FORMATO.png,mateus-pasinato,327,Mateus Pasinato,América-MG,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
203,2,2.82,0.8,6,4,Neto Moura,87742,3,N. Moura,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_MSIx6c6.png,neto-moura,283,Antônio Francisco Moura Neto,Cruzeiro,-0.18,,0.85,1.0,1.0,,,,1.0,,,,,,,,,,,,,,
204,3,5.25,2.1,6,4,Yago Felipe,87747,3,Y. Felipe,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO.png,yago-felipe,265,Yago Felipe da Costa Rocha,Bahia,0.0,,2.03,6.0,7.0,2.0,,,,,,,,,,,,,,,,,
205,2,3.36,0.0,6,3,Philipe Sampaio,87808,3,P. Sampaio,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_E29teNI.png,philipe-sampaio,263,Philipe Sampaio Azevedo,Botafogo,-0.64,,1.7,2.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,
206,3,12.18,-0.7,2,3,Mauricio Lemos,87853,3,M. Lemos,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,mauricio-lemos,282,Paolo Mauricio Lemos Merladett,Atlético-MG,-1.7,,6.0,4.0,4.0,2.0,2.0,2.0,,1.0,,1.0,,,,,,,,,,,
207,0,19.0,0.0,6,4,Arrascaeta,87863,3,Arrascaeta,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,arrascaeta,262,Giorgian Daniel de Arrascaeta Benedetti,Flamengo,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
208,1,4.33,0.0,6,3,Balbuena,87887,3,Balbuena,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_a0U2siY.png,balbuena,264,Fabián Cornelio Balbuena González,Corinthians,0.0,,0.9,1.0,1.0,,,,,,,,,,,,,,,,,,
209,1,4.22,2.5,6,3,Alan Empereur,88033,3,A. Empereur,https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,alan-empereur,1371,Alan Pereira Empereur,Cuiabá,-0.78,,2.5,1.0,,1.0,,,1.0,,,,,,,,,,,,,,
210,3,11.0,6.72,7,6,Luís Castro,88037,3,L. Castro,https://s.sde.globo.com/media/person_role/2022/02/21/3d4eb55c672851b1407085b09c4dfbb4_FORMATO.png,luis-castro,263,Luís Manuel Ribeiro de Castro,Botafogo,0.86,,6.37,,,,,,,,,,3.0,,,,,,,,,,
211,0,4.0,0.0,5,2,Jorge,88065,3,Jorge,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_UTM0WJt.png,jorge,266,Jorge Marco de Oliveira Moraes,Fluminense,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
212,0,5.0,0.0,6,1,Ivan,88136,3,Ivan,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_qStnmUz.png,ivan,267,Ivan Quaresma da Silva,Vasco,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
213,1,3.49,0.2,6,5,Ángel Romero,88323,3,Ã. Romero,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_CufTSrv.png,angel-romero,264,Ángel Rodrigo Romero Villamayor,Corinthians,-1.51,,0.2,,1.0,1.0,,,,,,,,,,,,,,,,,
214,0,3.0,0.0,5,2,Gabriel Dias,88368,3,G. Dias,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_SmDR7cT.png,gabriel-dias,267,Gabriel Dias de Oliveira,Vasco,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
215,3,15.55,2.9,7,2,Ayrton Lucas,88393,3,A. Lucas,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_P9K1v1H.png,ayrton-lucas,262,Ayrton Lucas Dantas de Medeiros,Flamengo,-0.75,,7.0,4.0,4.0,4.0,,2.0,,1.0,,1.0,,,,,,,,,,,
216,3,7.67,-2.1,3,2,Aderlan,88423,3,Aderlan,https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,aderlan,280,Aderlan de Lima Silva,Bragantino,-1.67,,2.97,9.0,5.0,2.0,,,2.0,,,,,,,,,,,,,1.0,
217,0,6.0,0.0,6,4,Lucas Crispim,88597,3,L. Crispim,https://s.sde.globo.com/media/person_role/2022/05/12/043b82cd8bbcab2108944aa3cf34372e_FORMATO.png,lucas-crispim,356,Lucas de Figueiredo Crispim,Fortaleza,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
218,0,4.0,0.0,6,4,Marcelino Moreno,88857,3,M. Moreno,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_S4cMFFx.png,marcelino-moreno,294,Damián Marcelino Moreno,Coritiba,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
219,0,4.0,0.0,6,1,Luan Polli,88916,3,L. Polli,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_gZl1v6O.png,luan-polli,294,Luan Polli Gomes,Coritiba,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
220,2,2.56,0.7,7,3,Iago Maidana,89226,3,I. Maidana,https://s.sde.globo.com/media/person_role/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png,iago-maidana,327,Iago Justen Maidana Martins,América-MG,-0.99,,0.1,1.0,2.0,,2.0,,2.0,,,,,,,,,,,,,,
221,2,11.81,0.0,5,4,Gerson,89256,3,Gerson,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_UpueHtq.png,gerson,262,Gerson Santos da Silva,Flamengo,0.0,,7.35,,8.0,5.0,,,1.0,1.0,2.0,,,,,,1.0,,1.0,,,,
222,2,14.19,0.0,5,2,João Pedro,89273,3,J. Pedro,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ux7O1sm.png,joao-pedro,284,João Pedro Maturano dos Santos,Grêmio,0.0,,10.0,5.0,,2.0,,,,1.0,,1.0,,,,,,,,,,,
223,3,9.38,11.3,7,2,William,89275,3,William,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_mkEok8F.png,william,283,Willian de Asevedo Furtado,Cruzeiro,2.43,,7.3,8.0,5.0,6.0,,,1.0,,,2.0,,,,,,,,,,,
224,0,5.0,0.0,5,3,Igor Rabello,89493,3,I. Rabello,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,igor-rabello,282,Igor Rabello da Costa,Atlético-MG,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
225,3,7.3,1.0,6,4,Thiago Maia,89637,3,T. Maia,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_yDq9MVW.png,thiago-maia,262,Thiago Maia Alencar,Flamengo,-0.58,,3.03,9.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,
226,1,2.77,0.0,7,5,Iury Castilho,89695,3,I. Castilho,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_WoJbpFR.png,iury-castilho,1371,Iury Lirio Freitas de Castilho,Cuiabá,0.0,,0.3,,2.0,2.0,,,,,1.0,,,,,,,,,,,,
227,2,17.95,0.0,6,5,Calleri,89840,3,Calleri,https://s.sde.globo.com/media/person_role/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png,calleri,276,Jonathan Calleri,São Paulo,0.0,,10.8,,9.0,9.0,1.0,2.0,3.0,2.0,,,,,,,,,,,,,
228,3,7.99,1.5,7,4,Cristaldo,89846,3,Cristaldo,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Sywtl9T.png,cristaldo,284,Franco Cristaldo,Grêmio,-0.52,,3.37,3.0,,4.0,,3.0,,,1.0,,,,,,,,1.0,,,,
229,3,3.32,1.1,3,4,Dodi,89883,3,Dodi,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_a0W192c.png,dodi,277,Douglas Moreira Fagundes,Santos,-0.05,,0.7,4.0,4.0,3.0,3.0,,,,,,,,,,,,,,,,
230,3,16.43,4.7,7,5,Róger Guedes,89898,3,R. Guedes,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_39SGFR6.png,roger-guedes,264,Róger Krug Guedes,Corinthians,-0.81,,8.57,2.0,4.0,13.0,2.0,,5.0,2.0,,,,,,,,,,,,,
231,3,5.83,10.4,6,5,Everton Galdino,89918,3,E. Galdino,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TtRmr2d.png,everton-galdino,284,Everton Galdino Moreira,Grêmio,3.03,,4.2,3.0,,2.0,,,,1.0,,,,,,,,,,,,,
232,1,14.86,20.8,7,5,Mendoza,90031,3,Mendoza,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_fdX9HMF.png,mendoza,277,John Stiven Mendoza Valencia,Santos,2.86,,20.8,4.0,1.0,3.0,,,1.0,1.0,,,,,,,1.0,,1.0,,,,
233,3,9.78,9.3,7,2,Bruno Pacheco,90061,3,B. Pacheco,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_b7qHVNZ.png,bruno-pacheco,356,Bruno de Jesus Pacheco,Fortaleza,1.65,,7.07,7.0,5.0,3.0,,1.0,2.0,,,1.0,,,,,1.0,,,,,,
234,2,5.68,2.8,6,2,Raí Ramos,90232,3,R. Ramos,https://s.sde.globo.com/media/person_role/2023/04/15/photo_FORMATO_p3UWrBW.png,rai-ramos,276,Raí dos Reis Ramos,São Paulo,-0.05,,4.45,2.0,1.0,,1.0,1.0,2.0,,,1.0,,,,,,,,,,,
235,2,6.69,1.2,6,5,Bruno Henrique,90285,3,B. Henrique,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_PsLr2Kh.png,bruno-henrique,262,Bruno Henrique Pinto,Flamengo,-2.28,,1.05,2.0,1.0,,,,,,,,,,,,,,,,,,
236,0,6.0,0.0,6,4,Jailson,90290,3,Jailson,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_borikKg.png,jailson,275,Jaílson Marques Siqueira,Palmeiras,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
237,0,5.0,0.0,5,5,Pedro Rocha,90302,3,P. Rocha,https://s.sde.globo.com/media/person_role/2022/09/28/photo_FORMATO_wjBokpm.png,pedro-rocha,356,Pedro Rocha Neves,Fortaleza,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
238,1,4.0,0.0,5,5,David,90309,3,David,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_zc5jjjt.png,david,276,David Correa da Fonseca,São Paulo,0.0,,0.2,,1.0,1.0,,,,,,,,,,,,,,,,,
239,3,5.84,0.9,7,4,Rezende,90449,3,Rezende,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,rezende,265,Júlio César Rezende de Miranda,Bahia,-0.36,,2.4,5.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,
240,2,1.65,0.2,6,5,Diego Gonçalves,90540,3,D. Gonçalves,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_eh2bZ7u.png,diego-goncalves,290,Diego Gonçalves,Goiás,-0.74,,-0.05,,2.0,1.0,,,,,,,,,,,,,,,,,
241,0,3.0,0.0,6,1,Mateus Claus,90590,3,M. Claus,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_UPFwDzZ.png,mateus-claus,265,Mateus Eduardo Claus,Bahia,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
242,3,10.02,5.9,7,3,Fabrício Bruno,90768,3,F. Bruno,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_zrQ4flU.png,fabricio-bruno,262,Fabrício Bruno Soares de Faria,Flamengo,0.94,,5.1,4.0,4.0,3.0,1.0,1.0,,,,1.0,,,,,1.0,,,,,,
243,3,10.76,13.6,7,5,Everaldo,91151,3,Everaldo,https://s.sde.globo.com/media/person_role/2022/02/25/561f3ca4238e82e1b2e1479a1a66c551_FORMATO.png,everaldo,327,Everaldo Silva do Nascimento,América-MG,3.34,,7.7,5.0,1.0,9.0,2.0,2.0,2.0,1.0,1.0,,,,,,,1.0,,,,,
244,3,3.91,-4.2,3,2,PK,91190,3,PK,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_kfJYHxI.png,pk,1371,Ítaro Patric Cardoso Calmon,Cuiabá,-2.07,,1.43,7.0,8.0,1.0,,,1.0,,,,,,,,,,,,,1.0,
245,3,2.8,-0.4,3,3,Éder,91203,3,Éder,https://s.sde.globo.com/media/person_role/2022/02/24/e0b5f4c6647fe1b42922ddb4458dade0_FORMATO.png,eder,327,Éder Ferreira Graminho,América-MG,-0.48,,0.33,4.0,7.0,1.0,3.0,,1.0,,,,,,,,,,,,,,
246,0,6.0,0.0,6,4,Carballo,91254,3,Carballo,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NYg6Ymv.png,carballo,284,Felipe Ignacio Carballo Ares,Grêmio,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
247,3,9.23,9.0,7,1,Lucas Perri,91260,3,L. Perri,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_83wBpb6.png,lucas-perri,263,Lucas Estella Perri,Botafogo,2.02,,5.67,,,,,,,,,,,21.0,4.0,,,,,,,,
248,0,4.0,0.0,6,4,Erick Pulgar,91473,3,E. Pulgar,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xuM4Nls.png,erick-pulgar,262,Erick Antonio Pulgar Farfán,Flamengo,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
249,2,9.97,0.0,7,3,Arboleda,91573,3,Arboleda,https://s.sde.globo.com/media/person_role/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,arboleda,276,Robert Abel Arboleda Escobar,São Paulo,0.0,,5.3,4.0,,,,,1.0,,,1.0,,,,,,,,,,,
250,1,10.27,0.0,7,5,Rony,91607,3,Rony,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_eJOedW8.png,rony,275,Ronielson da Silva Barbosa,Palmeiras,-4.73,,0.0,,,,,,,,,,,,,,,,,,,,
251,3,3.43,1.2,7,3,Adryelson,91664,3,Adryelson,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,adryelson,263,Adryelson Shawann Lima Silva,Botafogo,-0.1,,0.73,1.0,,2.0,,,,,,,,,,,,,,,,,
252,1,2.74,0.0,6,4,Matheus Jussa,91689,3,M. Jussa,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vMaiFUT.png,matheus-jussa,283,Matheus Isaías dos Santos,Cruzeiro,-1.26,,0.0,,,,,,,,,,,,,,,,,,,,
253,3,14.8,16.0,7,2,Marlon,91706,3,Marlon,https://s.sde.globo.com/media/person_role/2023/03/13/photo_220x220_vrVAWB7.png,marlon,283,Marlon Rodrigues Xavier,Cruzeiro,3.86,,10.73,16.0,5.0,1.0,1.0,,,,,2.0,,,,,1.0,,,,,,
254,3,12.82,-0.3,7,3,Nino,91708,3,Nino,https://s.sde.globo.com/media/person_role/2022/04/20/983b87b8c957e991f5f30f85aa8009a1_FORMATO.png,nino,266,Marcílio Florêncio Mota Filho,Fluminense,-2.28,,7.1,2.0,2.0,3.0,,,,1.0,,2.0,,,,,,,,,,,
255,0,2.0,0.0,6,1,Matheus Alves,91712,3,M. Alves,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_voSytVs.png,matheus-alves,290,Matheus Alves da Silva Cardoso,Goiás,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
256,0,4.0,0.0,6,4,Felipe,91733,3,Felipe,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_ITYlLkP.png,felipe,290,Luiz Antonio Ferreira Rodrigues,Goiás,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
257,2,4.57,6.0,7,3,David Duarte,91772,3,D. Duarte,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0ibQkD2.png,david-duarte,265,David de Duarte Macedo,Bahia,1.45,,3.6,1.0,,2.0,,,,,,1.0,,,,,,,,,,,
258,2,4.7,-0.6,7,3,Zé Ivaldo,91866,3,Z. Ivaldo,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ZOxQ99E.png,ze-ivaldo,293,José Ivaldo Almeida Silva,Athlético-PR,-1.11,,2.2,,2.0,,,,,,,1.0,,,,,,,,,,,
259,3,4.62,2.1,7,5,Pavón,91908,3,Pavón,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_U1jXQaU.png,pavon,282,Cristian David Pavón,Atlético-MG,0.14,,2.0,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
260,3,8.8,6.54,7,6,Odair Hellmann,92273,3,O. Hellmann,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_TpUTE4E.png,odair-hellmann,277,Odair Hellmann,Santos,1.0,,5.39,,,,,,,,,,1.0,,,,,,,,,,
261,2,3.4,3.6,7,3,Bruno Viana,92291,3,B. Viana,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_kVhXG72.png,bruno-viana,294,Bruno Viana Willemen da Silva,Coritiba,0.74,,2.65,4.0,,1.0,,,,,,,,,,,,,,,,,
