,atletas.atleta_id,atletas.pontos_num,atletas.minimo_para_valorizar,atletas.rodada_id,atletas.nome,atletas.apelido_abreviado,atletas.apelido,atletas.clube_id,atletas.jogos_num,atletas.foto,atletas.media_num,atletas.slug,atletas.clube.id.full.name,atletas.variacao_num,atletas.preco_num,atletas.posicao_id,atletas.status_id,A,DS,FC,FD,FF,FS,I,SG,DE,GS,FT,G,PP,CA,CV,DP,V,PS,GC,PC
89,71684,4.8,,4,Gustavo Raúl Gómez Portillo,G. Gómez,Gustavo Gómez,275,4,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_WsvPa3o.png,2.5,gustavo-gomez,Palmeiras,0.52,9.17,3,7,,4.0,5.0,1.0,,3.0,,1.0,,,,,,1.0,,,,,,
90,71829,0.0,,4,Ocimar de Almeida Júnior,J. Urso,Júnior Urso,294,2,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7ft8zu4.png,2.15,junior-urso,Coritiba,0.0,4.96,4,6,,2.0,1.0,1.0,,4.0,,,,,,,,1.0,,,,,,
91,71844,0.0,,4,Thiago Galhardo do Nascimento Rocha,T. Galhardo,Thiago Galhardo,356,3,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_LaKDS7J.png,3.4,thiago-galhardo,Fortaleza,-1.51,6.61,5,7,,,,1.0,,2.0,,,,,,1.0,,,,,,,,
92,71898,8.6,,4,Gabriel Appelt Pires,G. Pires,Gabriel Pires,263,1,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_wzlbP45.png,8.6,gabriel-pires,Botafogo,0.58,6.58,4,6,,7.0,1.0,,,1.0,,,,,,,,,,,,,,
93,72142,-1.6,,4,Danilo Fernando Avelar,D. Avelar,Danilo Avelar,327,2,https://s.sde.globo.com/media/person_role/2022/04/12/2a7b85e6015605e0770fe393faf72a9a_FORMATO.png,1.7,danilo-avelar,América-MG,-1.22,3.12,3,6,,,2.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,
94,72294,3.0,,4,Everson Felipe Marques Pires,Everson,Everson,282,4,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_XhJDp6n.png,2.38,everson,Atlético-MG,0.57,4.15,1,7,,,,,,1.0,,1.0,10.0,5.0,,,,1.0,,,,,,
95,72372,0.0,,4,Felipe Alves Raymundo,F. Alves,Felipe Alves,276,0,https://s.sde.globo.com/media/person_role/2022/08/16/19b70a0ace7230f7a5033ad9270abf7e_FORMATO.png,0.0,felipe-alves,São Paulo,0.0,6.0,1,6,,,,,,,,,,,,,,,,,,,,
96,72391,4.09,,4,Fernando Diniz Silva,F. Diniz,Fernando Diniz,266,4,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_dcBENR5.png,6.66,fernando-diniz,Fluminense,-0.2,14.36,6,7,,,,,,,,,,,,,,,,,2.0,,,
97,72497,7.8,,4,Gustavo Campanharo,G. Campanharo,Gustavo Campanharo,285,3,https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_Fbab3V0.png,5.07,gustavo-campanharo,Internacional,1.16,6.66,4,7,,12.0,6.0,3.0,,,,,,,,,,1.0,,,,,,
98,72532,0.0,,4,Magno José da Silva,Maguinho,Maguinho,290,3,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_r03QzyK.png,-0.53,maguinho,Goiás,0.0,1.18,2,7,,2.0,11.0,,1.0,3.0,,,,,,,,,1.0,,,,,
99,72580,-0.3,,4,Matheus Fernando Cavichioli,M. Cavichioli,Matheus Cavichioli,327,4,https://s.sde.globo.com/media/person_role/2021/06/04/4b9a4cd7759d0ef36a25a02c4b9cf8a8_FORMATO.png,1.93,matheus-cavichioli,América-MG,-0.68,7.38,1,3,,,1.0,,,,,,14.0,10.0,,,,,1.0,1.0,,,,
100,72583,0.7,,4,Pedro Henrique Konzen Medina da Silva,P. Henrique,Pedro Henrique,285,4,https://s.sde.globo.com/media/person_role/2022/04/12/5422d339b6546dc0505e80e10b027269_FORMATO.png,1.47,pedro-henrique,Internacional,-0.52,5.48,5,7,,1.0,5.0,3.0,2.0,3.0,5.0,,,,,,,,,,,,,
101,72595,0.0,,4,Maurício Kozlinski,M. Kozlinski,Maurício Kozlinski,356,0,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_mZtm5zI.png,0.0,mauricio-kozlinski,Fortaleza,0.0,5.0,1,6,,,,,,,,,,,,,,,,,,,,
102,72605,0.0,,4,Vitor Hugo Franchescoli de Souza,V. Hugo,Vitor Hugo,265,0,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_HuEb513.png,0.0,vitor-hugo,Bahia,0.0,7.0,3,6,,,,,,,,,,,,,,,,,,,,
103,72762,3.0,,4,Pablo Daniel Ceppelini Gatto,Ceppelini,Ceppelini,1371,4,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_l5sEyLV.png,1.85,ceppelini,Cuiabá,0.37,4.01,4,7,,2.0,3.0,3.0,1.0,7.0,,,,,,,,2.0,,,,,,
104,72772,0.8,,4,Luiz Adriano de Souza da Silva,L. Adriano,Luiz Adriano,285,3,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_SJwFoxe.png,1.03,luiz-adriano,Internacional,-0.42,4.86,5,6,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,
105,72775,3.4,,4,Fernando Luiz Rosa,Fernandinho,Fernandinho,293,2,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_X6EpiKc.png,2.15,fernandinho,Athlético-PR,-0.34,6.63,4,7,1.0,2.0,5.0,,,1.0,1.0,,,,,,,1.0,,,,,,1.0
106,72951,2.5,,4,Gabriel Iván Mercado,Mercado,Mercado,285,3,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_rOFNbA7.png,3.83,mercado,Internacional,-0.59,5.7,3,7,,5.0,4.0,2.0,1.0,1.0,,1.0,,,,,,2.0,,,,,,
107,73318,0.0,,4,Daniel Fortunato Borges,D. Borges,Daniel Borges,263,1,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_KcG4Ldd.png,5.9,daniel-borges,Botafogo,0.0,6.39,2,6,,4.0,2.0,1.0,,1.0,,,,,,,,,,,,,,
108,73384,-0.3,,4,Samuel Xavier Brito,S. Xavier,Samuel Xavier,266,3,https://s.sde.globo.com/media/person_role/2022/04/20/ad95f595cd71bcb7d7b91177716e1d33_FORMATO.png,5.97,samuel-xavier,Fluminense,-2.05,11.17,2,2,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,,,,,,1.0,,,,,,
109,73479,0.0,,4,Jean Dias da Costa,J. Dias,Jean Dias,285,3,https://s.sde.globo.com/media/person_role/2023/04/10/photo_FORMATO_UU1DWbN.png,2.43,jean-dias,Internacional,0.0,3.55,5,5,1.0,1.0,3.0,,,4.0,,,,,,,,,,,,,,
110,73620,0.7,,4,Bruno Fabiano Alves,B. Alves,Bruno Alves,284,4,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_QXt8Pw7.png,2.12,bruno-alves,Grêmio,-0.36,6.57,3,7,,1.0,3.0,1.0,2.0,3.0,1.0,1.0,,,,,,1.0,,,,,,
111,73781,1.8,,4,Guilherme Costa Marques,G. Marques,Guilherme Marques,290,3,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_8U4l1F1.png,0.87,guilherme-marques,Goiás,0.22,2.69,5,6,,2.0,2.0,,1.0,,,,,,,,,,,,,,,
112,73800,0.0,,4,Rodrigo Caio Coquette Russo,R. Caio,Rodrigo Caio,262,1,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_8nCiWcT.png,0.0,rodrigo-caio,Flamengo,0.0,3.97,3,6,,,,,,,,,,,,,,,,,,,,
113,73850,14.3,,4,Aloísio dos Santos Gonçalves,Aloísio,Aloísio,327,3,https://s.sde.globo.com/media/person_role/2022/03/31/a411b722d7d0edc88f871c1a48191dc1_FORMATO.png,7.5,aloisio,América-MG,3.08,8.54,5,7,1.0,,1.0,3.0,3.0,2.0,2.0,,,,1.0,1.0,,,,,,,,
114,73974,0.0,,4,Alison Lopes Ferreira,Alison,Alison,277,1,https://s.sde.globo.com/media/person_role/2021/05/04/83ae4938b05e0e1d67ad49af17785e89_FORMATO.png,0.0,alison,Santos,0.0,3.42,4,6,,,,,,,,,,,,,,,,,,,,
115,74061,0.0,,4,Roberto Junior Fernández Torres,G. Fernández,Gatito Fernández,263,0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_zKZCWAI.png,0.0,gatito-fernandez,Botafogo,0.0,8.0,1,6,,,,,,,,,,,,,,,,,,,,
116,74084,0.0,,4,Gustavo Lucas Domingues Piazón,L. Piazon,Lucas Piazon,263,0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8iJQEr4.png,0.0,lucas-piazon,Botafogo,0.0,4.0,4,6,,,,,,,,,,,,,,,,,,,,
117,77809,0.0,,4,William de Oliveira Pottker,W. Pottker,William Pottker,294,2,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_yjb57GF.png,1.3,william-pottker,Coritiba,0.0,3.68,5,6,,2.0,1.0,,,3.0,,,,,,,,1.0,,,,,,
118,78077,0.0,,4,Madson Ferreira dos Santos,Madson,Madson,293,3,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_UA5MZDv.png,3.1,madson,Athlético-PR,0.0,6.94,2,5,,2.0,1.0,,1.0,3.0,1.0,1.0,,,,,,,,,,,,
119,78117,1.6,,4,Everaldo Stum,Everaldo,Everaldo,265,4,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_8pHdjST.png,3.2,everaldo,Bahia,-0.21,9.34,5,7,,1.0,5.0,2.0,1.0,4.0,1.0,,,,,1.0,,,,,,,,
120,78445,4.8,,4,Renê Rodrigues Martins,Renê,Renê,285,4,https://s.sde.globo.com/media/person_role/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png,5.33,rene,Internacional,0.1,9.83,2,7,,12.0,3.0,,1.0,4.0,,1.0,,,,,,,,,,,,
121,78580,2.4,,4,Jonathan Renato Barbosa,J. Cafu,Jonathan Cafu,1371,4,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_7bHRcHm.png,3.2,jonathan-cafu,Cuiabá,-0.03,6.72,5,7,1.0,5.0,3.0,,1.0,6.0,1.0,,,,,,,1.0,,,,,,
122,78605,0.0,,4,Gabriel Girotto Franco,Gabriel,Gabriel,285,0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_GUlE7bV.png,0.0,gabriel,Internacional,0.0,6.0,4,5,,,,,,,,,,,,,,,,,,,,
123,78715,6.9,,4,Ramiro Moschen Benetti,Ramiro,Ramiro,283,4,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Yl1MU4D.png,4.42,ramiro,Cruzeiro,0.86,6.43,4,3,1.0,5.0,5.0,,4.0,,,,,,,1.0,,3.0,,,,,,
124,78850,0.0,,4,Reinaldo Manoel da Silva,Reinaldo,Reinaldo,284,0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_YOXKUlg.png,0.0,reinaldo,Grêmio,0.0,9.0,2,2,,,,,,,,,,,,,,,,,,,,
125,78855,1.4,,4,Thiago dos Santos,T. Santos,Thiago Santos,266,3,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_GtPn70k.png,0.5,thiago-santos,Fluminense,-0.01,2.22,4,6,,2.0,3.0,,,2.0,,,,,,,,1.0,,,,,,
126,78893,0.0,,4,Douglas Borges,D. Borges,Douglas Borges,263,0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_33D9G2h.png,0.0,douglas-borges,Botafogo,0.0,3.0,1,6,,,,,,,,,,,,,,,,,,,,
127,79035,0.0,,4,Luiz Felipe do Nascimento dos Santos,L. Felipe,Luiz Felipe,277,0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_aiqNBl6.png,0.0,luiz-felipe,Santos,0.0,3.0,3,7,,,,,,,,,,,,,,,,,,,,
128,79113,6.2,,4,Víctor Leandro Cuesta,V. Cuesta,Víctor Cuesta,263,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_iLUMfpx.png,2.97,victor-cuesta,Botafogo,1.24,7.47,3,7,1.0,3.0,3.0,1.0,,,,1.0,,,,,,2.0,,,,,,
129,79188,4.1,,4,Silvio Ezequiel Romero,S. Romero,Silvio Romero,356,3,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_So2bREb.png,4.33,silvio-romero,Fortaleza,0.1,5.77,5,6,1.0,1.0,2.0,,,1.0,1.0,,,,,1.0,,1.0,,,,,,
130,79268,5.8,,4,Filipe Augusto Carvalho Souza,F. Augusto,Filipe Augusto,1371,3,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_S95pz8G.png,2.33,filipe-augusto,Cuiabá,1.43,2.79,4,7,,8.0,7.0,,,5.0,,,,,,,,,1.0,,,,,
131,79334,0.0,,4,Ricardo César Dantas da Silva,R. Silva,Ricardo Silva,327,2,https://s.sde.globo.com/media/person_role/2021/06/04/a95541b4ee84849f6e060a780b86704d_FORMATO.png,0.45,ricardo-silva,América-MG,0.0,2.06,3,7,,,2.0,,,3.0,,,,,,,,,,,,,,
132,79631,5.4,,4,Germán Ezequiel Cano,Cano,Cano,266,4,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_zQfRwuQ.png,5.12,cano,Fluminense,0.29,16.0,5,7,,3.0,4.0,3.0,6.0,,3.0,,,,2.0,1.0,1.0,,,,,,,
133,79701,0.9,,4,Lucas Silva Borges,L. Silva,Lucas Silva,284,3,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_22BJorG.png,3.1,lucas-silva,Grêmio,-0.27,5.25,4,7,,7.0,2.0,,,3.0,,,,,,,,,,,,,,
134,80076,3.1,,4,José Roberto Assunção de Araújo Filho,Z. Roberto,Zé Roberto,294,2,https://s.sde.globo.com/media/person_role/2023/04/10/photo_220x220_Mzobxer.png,1.4,ze-roberto,Coritiba,-0.1,2.93,5,6,,1.0,2.0,1.0,,4.0,,,,,,,,1.0,,,,,,
135,80196,0.0,,4,Glaybson Yago Souza Lisboa,Y. Pikachu,Yago Pikachu,356,4,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_jUc4EZ2.png,4.67,yago-pikachu,Fortaleza,-0.74,8.78,4,6,,,1.0,1.0,1.0,2.0,,,,,,2.0,,,,,,,,
136,80287,5.5,,4,Luciano da Rocha Neves,Luciano,Luciano,276,4,https://s.sde.globo.com/media/person_role/2022/03/01/aeb1926a6ddb270206f4ceffcf701d4b_FORMATO.png,5.93,luciano,São Paulo,0.37,12.61,5,7,1.0,1.0,5.0,3.0,2.0,6.0,2.0,,,,,2.0,1.0,1.0,,,,,,
137,80583,-0.1,,4,Lucas Rafael Araújo Lima,L. Lima,Lucas Lima,277,4,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_l0JerUa.png,2.73,lucas-lima,Santos,-0.66,5.44,4,7,,6.0,7.0,1.0,2.0,8.0,,,,,,,,1.0,,,,,,
138,80692,8.4,,4,Luan Garcia Teixeira,Luan,Luan,275,1,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_cnIvHfj.png,8.4,luan,Palmeiras,0.22,7.22,3,7,,2.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,
139,80853,0.0,,4,Pedro Tonon Geromel,P. Geromel,Pedro Geromel,284,0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_2mIyND1.png,0.0,pedro-geromel,Grêmio,0.0,7.0,3,6,,,,,,,,,,,,,,,,,,,,
140,81091,2.4,,4,Jair Rodrigues Júnior,Jair,Jair,267,4,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,2.9,jair,Vasco,-0.28,7.7,4,7,,7.0,6.0,,,12.0,,,,,,,,1.0,,,,,,
141,81121,-0.3,,4,Lucas Andrés Mugni,L. Mugni,Lucas Mugni,265,1,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_t30cY72.png,-0.3,lucas-mugni,Bahia,-1.6,3.4,4,6,,,1.0,,,,,,,,,,,,,,,,,
142,81150,3.4,,4,Mayke Rocha de Oliveira,Mayke,Mayke,275,2,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_VrbLrFd.png,0.45,mayke,Palmeiras,0.79,4.78,2,7,,,7.0,,,,,1.0,,,,,,2.0,,,,,,
143,81845,0.9,,4,Alisson Euler de Freitas Castro,Alisson,Alisson,276,4,https://s.sde.globo.com/media/person_role/2022/03/01/14ebdbca4e280cd9dfdb9b7e2148afe0_FORMATO.png,2.98,alisson,São Paulo,-0.54,4.77,4,7,1.0,3.0,3.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,
144,81881,0.0,,4,João Ricardo Riedi,J. Ricardo,João Ricardo,356,0,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_KgJZuxA.png,0.0,joao-ricardo,Fortaleza,0.0,7.0,1,6,,,,,,,,,,,,,,,,,,,,
145,81905,0.1,,4,José Henrique da Silva Dourado,H. Dourado,Henrique Dourado,283,1,https://s.sde.globo.com/media/person_role/2023/04/22/photo_FORMATO_X04virK.png,0.1,henrique-dourado,Cruzeiro,-1.79,4.21,5,6,,1.0,2.0,,,1.0,,,,,,,,1.0,,,,,,
146,81952,0.0,,4,Willian Osmar de Oliveira Silva,W. Oliveira,Willian Oliveira,290,1,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_9raWzET.png,-0.1,willian-oliveira,Goiás,0.0,2.52,4,6,,,2.0,,,1.0,,,,,,,,,,,,,,
147,82381,4.1,,4,Adilson dos Anjos Oliveira,Juninho,Juninho,327,4,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ek7YW7J.png,2.05,juninho,América-MG,0.78,5.89,4,7,,4.0,6.0,1.0,2.0,5.0,1.0,,,,,,,,,,,,,
148,82453,0.0,,4,Tadeu Antônio Ferreira,Tadeu,Tadeu,290,3,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_jSvkpAL.png,2.17,tadeu,Goiás,0.0,6.48,1,5,,,,,,1.0,,,10.0,4.0,,,,,,,,,,
149,82455,6.6,,4,José Rafael Vivian,Z. Rafael,Zé Rafael,275,4,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XlK02hD.png,5.7,ze-rafael,Palmeiras,0.32,11.76,4,7,1.0,12.0,15.0,3.0,1.0,11.0,,,,,,,,2.0,,,,,,
150,82463,0.0,,4,Otávio Henrique Passos Santos,Otávio,Otávio,282,3,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,1.77,otavio,Atlético-MG,0.0,4.5,4,6,,5.0,4.0,1.0,1.0,1.0,,,,,,,,2.0,,,,,,
151,82628,2.0,,4,Guilherme de Jesus da Silva,Tinga,Tinga,356,4,https://s.sde.globo.com/media/person_role/2022/05/12/98abba841d176135f9ec02a557177a7f_FORMATO.png,4.02,tinga,Fortaleza,-0.14,7.68,2,7,,8.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
152,82730,-2.0,,4,Marcelo Rangel da Rosa,M. Rangel,Marcelo Rangel,290,1,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_jsdA8Zf.png,-2.0,marcelo-rangel,Goiás,-1.77,2.23,1,7,,,,,,,,,3.0,5.0,,,,,,,,,,
153,82747,5.65,,4,Paulo César Turra,P. Turra,Paulo Turra,293,4,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_L21KedQ.png,4.71,paulo-turra,Athlético-PR,0.77,9.47,6,7,,,,,,,,,,,,,,,,,2.0,,,
154,82766,-1.0,,4,Wellington Soares da Silva,W. Rato,Wellington Rato,276,4,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_bPEXkEO.png,1.53,wellington-rato,São Paulo,-0.95,5.31,4,6,,3.0,4.0,2.0,1.0,3.0,,,,,,,,1.0,,,,,,
155,82792,3.69,,4,Maurício Nogueira Barbieri,M. Barbieri,Maurício Barbieri,267,4,https://s.sde.globo.com/media/person_role/2021/04/27/1cc4a56a4aefc5902e503c4834666651_FORMATO.png,4.29,mauricio-barbieri,Vasco,0.09,9.26,6,7,,,,,,,,,,,,,,,,,1.0,,,
156,83257,10.2,,4,Gabriel Barbosa Almeida,Gabriel,Gabriel,262,4,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_mbchRWW.png,6.0,gabriel,Flamengo,1.42,15.44,5,3,,,1.0,6.0,4.0,2.0,1.0,,,,,2.0,,3.0,,,,,,
157,83433,1.7,,4,Patrick Bezerra do Nascimento,Patrick,Patrick,282,4,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_TvGvJD9.png,1.87,patrick,Atlético-MG,-0.04,6.25,4,6,,5.0,,,,3.0,,,,,,,,,,,,,,
158,83528,-0.3,,4,Leonardo Pereira,L. Pereira,Léo Pereira,262,4,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_Wclql1X.png,8.78,leo-pereira,Flamengo,-3.07,14.82,3,7,,10.0,3.0,,,6.0,,1.0,,,,2.0,,,,,,,,
159,83786,0.0,,4,Hueglo Neris dos Santos,Neris,Neris,283,1,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_U329TT2.png,6.1,neris,Cruzeiro,0.0,4.0,3,6,,1.0,1.0,1.0,,,,1.0,,,,,,1.0,,,,,,
160,84042,-0.3,,4,Francisco das Chagas Soares dos Santos Meireles,T. Soares,Tiquinho Soares,263,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TbDAa67.png,9.5,tiquinho-soares,Botafogo,-2.96,17.26,5,7,2.0,2.0,5.0,1.0,3.0,4.0,5.0,,,,,3.0,,2.0,,,,,,
161,84263,-0.3,,4,Jemerson de Jesus Nascimento,Jemerson,Jemerson,282,4,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_LiuUOj2.png,3.28,jemerson,Atlético-MG,-0.78,7.94,3,7,1.0,2.0,3.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,
162,84339,1.2,,4,Bruno Ferreira Melo,B. Melo,Bruno Melo,290,4,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_FEUiEbp.png,0.77,bruno-melo,Goiás,0.0,3.23,3,3,,2.0,3.0,,4.0,3.0,1.0,,,,,,,3.0,,,,,,
163,84428,0.0,,4,Fernando Pereira do Nascimento,F. Sobral,Fernando Sobral,1371,2,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_DOXZ9Xn.png,2.45,fernando-sobral,Cuiabá,0.0,5.33,4,6,,4.0,3.0,,,2.0,,,,,,,,,,,,,,
164,84523,1.3,,4,José Romário Silva de Souza,Romarinho,Romarinho,356,3,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_UU97nfg.png,1.0,romarinho,Fortaleza,0.09,3.47,5,2,,,,1.0,1.0,2.0,,,,,,,,,,,,,,
165,84674,7.0,,4,Lucas Evangelista Santana de Oliveira,L. Evangelista,Lucas Evangelista,280,3,https://s.sde.globo.com/media/person_role/2022/05/05/175c2911cb392a7305aef49766feb459_FORMATO.png,4.03,lucas-evangelista,Bragantino,1.09,6.09,4,7,,5.0,4.0,1.0,2.0,9.0,,,,,,,,,,,,,,
166,84816,0.0,,4,Guillermo Varela Olivera,Varela,Varela,262,0,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_M1z2XK5.png,0.0,varela,Flamengo,0.0,5.0,2,5,,,,,,,,,,,,,,,,,,,,
167,84817,0.0,,4,Robson dos Santos Fernandes,Robson,Robson,294,3,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_wdF92Dr.png,0.43,robson,Coritiba,0.0,3.11,5,6,,,3.0,1.0,,2.0,,,,,,,,,,,,,,
168,85004,3.0,,4,Marcos Felipe de Freitas Monteiro,M. Felipe,Marcos Felipe,265,4,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_kJmHr1X.png,4.12,marcos-felipe,Bahia,-0.69,6.79,1,7,,,,,,1.0,,1.0,16.0,5.0,,,,,,,,,,
169,85083,0.0,,4,Vinicius Silvestre da Costa,V. Silvestre,Vinicius Silvestre,275,0,https://s.sde.globo.com/media/person_role/2022/02/21/6b18b6e2028293647615790cb3edf11f_FORMATO.png,0.0,vinicius-silvestre,Palmeiras,0.0,3.0,1,6,,,,,,,,,,,,,,,,,,,,
170,85315,0.0,,4,Víctor Danilo Cantillo Jiménez,Cantillo,Cantillo,264,1,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_XLtLBFc.png,8.9,cantillo,Corinthians,0.0,8.32,4,6,,6.0,,1.0,,1.0,,,,,,,,,,,,,,
171,85425,-1.0,,4,João Paulo Silva Martins,J. Paulo,João Paulo,277,4,https://s.sde.globo.com/media/person_role/2022/03/03/9edc82b201e12a2a0b8dba4d87004195_FORMATO.png,4.0,joao-paulo,Santos,-1.35,10.49,1,7,,,,,,,,1.0,16.0,5.0,,,,,,,,,,
172,85465,0.0,,4,Alex Paulo Menezes Santana,A. Santana,Alex Santana,293,1,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_9oyYdIt.png,-1.2,alex-santana,Athlético-PR,0.0,4.41,4,7,,1.0,2.0,1.0,,2.0,,,,,,,,1.0,1.0,,,,,
173,85626,0.0,,4,Leonardo Pinheiro da Conceição,Léo,Léo,267,4,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_upcZmtB.png,0.02,leo,Vasco,-0.24,2.44,3,7,,,3.0,,,2.0,,,,,,,,,,,,,,
174,85931,1.5,,4,Hyoran Kaue Dalmoro,Hyoran,Hyoran,282,4,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_we4xNWc.png,1.7,hyoran,Atlético-MG,-0.22,4.01,4,6,,1.0,6.0,2.0,7.0,1.0,1.0,,,,,,,1.0,,,,,,
175,85993,0.0,,4,Gustavo Affonso Sauerbeck,G. Sauer,Gustavo Sauer,263,1,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_plrV8jg.png,-0.7,gustavo-sauer,Botafogo,0.0,2.13,5,6,,,2.0,,,,1.0,,,,,,,,,,,,,
176,86143,0.0,,4,Wanderson Santos Pereira,Wanderson,Wanderson,327,0,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_b5qzoWm.png,0.0,wanderson,América-MG,0.0,4.0,3,6,,,,,,,,,,,,,,,,,,,,
177,86388,-1.7,,4,Alexandre Egea,Alê,Alê,327,3,https://s.sde.globo.com/media/person_role/2022/02/24/4b65fc3f258e926df6bf12c3abbfa9a0_FORMATO.png,5.27,ale,América-MG,-2.38,6.68,4,7,,6.0,7.0,,4.0,3.0,,,,,,1.0,,2.0,,,,,,
178,86391,7.0,,4,Sander Henrique Bortolotto,Sander,Sander,290,4,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_klsEyT2.png,5.75,sander,Goiás,1.22,9.72,2,7,1.0,8.0,3.0,2.0,,14.0,1.0,,,,,,,,,,,,,
179,86410,-3.2,,4,Victor Luis Chuab Zamblauskas,V. Luis,Victor Luis,294,3,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_cjqZYOH.png,0.3,victor-luis,Coritiba,-1.37,2.23,2,7,,4.0,3.0,,,2.0,,,,,,,,1.0,,,,,1.0,
