,atletas.atleta_id,atletas.pontos_num,atletas.minimo_para_valorizar,atletas.rodada_id,atletas.nome,atletas.apelido_abreviado,atletas.apelido,atletas.clube_id,atletas.jogos_num,atletas.foto,atletas.media_num,atletas.slug,atletas.clube.id.full.name,atletas.variacao_num,atletas.preco_num,atletas.posicao_id,atletas.status_id,A,DS,FC,FD,FF,FS,I,SG,DE,GS,FT,G,PP,CA,CV,DP,V,PS,GC,PC
180,86485,0.0,,4,Marcos da Silva França,Keno,Keno,266,3,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0olNy9W.png,-0.63,keno,Fluminense,0.0,2.6,5,5,,1.0,5.0,,,1.0,1.0,,,,,,,2.0,,,,,,
181,86508,0.0,,4,Jandrei Chitolina Carniel,Jandrei,Jandrei,276,0,https://s.sde.globo.com/media/person_role/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png,0.0,jandrei,São Paulo,0.0,5.0,1,6,,,,,,,,,,,,,,,,,,,,
182,86686,0.6,,4,Danilo das Neves Pinheiro,T. Tchê,Tchê Tchê,263,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_FytIYxJ.png,5.1,tche-tche,Botafogo,-0.93,9.07,4,7,1.0,5.0,7.0,1.0,1.0,3.0,,,,,,1.0,,,,,,,,
183,86711,0.6,,4,Richard Cândido Coelho,R. Coelho,Richard Coelho,283,4,https://s.sde.globo.com/media/person_role/2023/03/14/photo_220x220_hWLUIMn.png,4.75,richard-coelho,Cruzeiro,-0.93,9.02,4,7,,13.0,5.0,1.0,3.0,7.0,2.0,,,,,,,2.0,,,,,,
184,86757,7.6,,4,Everton Sousa Soares,Everton,Everton,262,4,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_EcaScZP.png,3.27,everton,Flamengo,1.36,7.09,5,7,,4.0,1.0,4.0,3.0,3.0,1.0,,,,,,,1.0,,,,1.0,,
185,86777,0.0,,4,Danilo Barbosa da Silva,D. Barbosa,Danilo Barbosa,263,3,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_6wIsdHM.png,4.57,danilo-barbosa,Botafogo,0.0,6.37,4,7,,3.0,4.0,,1.0,5.0,,,,,,1.0,,,,,,,,
186,86799,1.5,,4,Rodrigo Cunha Pereira de Pinho,R. Pinho,Rodrigo Pinho,294,4,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_28kb8HP.png,1.93,rodrigo-pinho,Coritiba,-0.26,3.74,5,7,,2.0,2.0,1.0,4.0,3.0,,,,,,,,,,,,,,
187,86841,10.1,,4,Gabriel Boschilia,Boschilia,Boschilia,294,2,https://s.sde.globo.com/media/person_role/2022/08/12/8bbade4dbabca44eb3eda2767deda745_FORMATO.png,7.1,boschilia,Coritiba,1.9,6.84,4,6,,3.0,1.0,,3.0,3.0,,,,,,1.0,,1.0,,,,,,
188,86859,0.0,,4,José Welison da Silva,J. Welison,José Welison,356,1,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_Sq4MDcU.png,-0.3,jose-welison,Fortaleza,0.0,3.33,4,6,,,1.0,,,,,,,,,,,,,,,,,
189,86864,-1.4,,4,Marlon Matheus Lopes do Nascimento,Marlon,Marlon,327,4,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_9jhAK26.png,2.65,marlon,América-MG,-1.3,4.72,2,6,1.0,5.0,4.0,,1.0,8.0,,,,,,,,1.0,,,,,1.0,
190,86970,0.0,,4,Eduardo Gabriel dos Santos Bauermann,E. Bauermann,Eduardo Bauermann,277,3,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_GWoHgvv.png,5.3,eduardo-bauermann,Santos,0.0,8.08,3,6,,2.0,3.0,1.0,4.0,,,1.0,,,,1.0,,,1.0,,,,,
191,87008,6.0,,4,Leonardo César Jardim,L. Jardim,Léo Jardim,267,4,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_2NC7Cvz.png,5.75,leo-jardim,Vasco,0.5,12.48,1,7,,,,,,,,,29.0,5.0,,,,1.0,,,,,,
192,87009,0.2,,4,Nathan Allan de Souza,Nathan,Nathan,284,4,https://s.sde.globo.com/media/person_role/2023/04/12/photo_FORMATO_H5UIx66.png,2.28,nathan,Grêmio,-0.61,5.32,4,2,,6.0,7.0,2.0,2.0,2.0,,,,,,,,1.0,,,,,,
193,87098,3.1,,4,Matheus Vieira Campos Peixoto,M. Peixoto,Matheus Peixoto,290,4,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_FC0h7Wp.png,3.77,matheus-peixoto,Goiás,0.37,7.07,5,7,,3.0,3.0,1.0,3.0,4.0,2.0,,,,,1.0,,1.0,,,,,,
194,87225,1.2,,4,Pedro Henrique Ribeiro Gonçalves,P. Henrique,Pedro Henrique,293,3,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Pmz9ta0.png,5.33,pedro-henrique,Athlético-PR,-1.23,10.14,3,7,,2.0,2.0,1.0,,2.0,,1.0,,,,1.0,,1.0,,,,,,
195,87228,0.0,,4,Guilherme Antonio Arana Lopes,G. Arana,Guilherme Arana,282,0,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6cBmo9F.png,0.0,guilherme-arana,Atlético-MG,0.0,13.0,2,6,,,,,,,,,,,,,,,,,,,,
196,87242,7.0,,4,Carlos María de Pena Bonino,C. Pena,Carlos de Pena,285,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8NTSnKt.png,4.13,carlos-de-pena,Internacional,0.61,9.04,4,7,,5.0,2.0,1.0,3.0,1.0,,,,,,1.0,,1.0,,,,,,
197,87258,0.0,,4,Yeferson Julio Soteldo Martínez,Soteldo,Soteldo,277,2,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xCE9nv8.png,5.05,soteldo,Santos,0.0,9.26,5,5,1.0,1.0,2.0,1.0,1.0,11.0,,,,,,,,,1.0,,,,,
198,87342,0.0,,4,Walter Kannemann,Kannemann,Kannemann,284,3,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q2fTOjY.png,3.53,kannemann,Grêmio,0.0,8.42,3,7,,7.0,6.0,,,4.0,,1.0,,,,,,3.0,,,,,,
199,87402,0.1,,4,Messias Rodrigues da Silva Júnior,Messias,Messias,277,4,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_XWlumea.png,3.27,messias,Santos,-0.6,6.15,3,7,,6.0,2.0,,2.0,2.0,1.0,1.0,,,,,,,,,,,,1.0
200,87470,5.2,,4,Thaciano Mickael da Silva,Thaciano,Thaciano,265,3,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_dQGg2S1.png,8.23,thaciano,Bahia,-0.17,11.26,4,7,1.0,4.0,5.0,,3.0,6.0,,,,,1.0,1.0,,,,,,,,
201,87552,0.0,,4,Vitor Frezarin Bueno,V. Bueno,Vitor Bueno,293,3,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Vn5DBCR.png,4.93,vitor-bueno,Athlético-PR,0.0,7.81,4,6,1.0,2.0,1.0,2.0,3.0,6.0,1.0,,,,,,,,,,,,,
202,87603,0.0,,4,Mateus Pasinato,M. Pasinato,Mateus Pasinato,327,0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_1bOXVa7.png,0.0,mateus-pasinato,América-MG,0.0,2.0,1,7,,,,,,,,,,,,,,,,,,,,
203,87742,1.2,,4,Antônio Francisco Moura Neto,N. Moura,Neto Moura,283,3,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_MSIx6c6.png,0.97,neto-moura,Cruzeiro,0.03,2.85,4,6,,2.0,1.0,,1.0,,,,,,,,,,,,,,,
204,87747,0.8,,4,Yago Felipe da Costa Rocha,Y. Felipe,Yago Felipe,265,4,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO.png,1.72,yago-felipe,Bahia,-0.34,4.91,4,6,,7.0,10.0,,,3.0,,,,,,,,,,,,,,
205,87808,0.0,,4,Philipe Sampaio Azevedo,P. Sampaio,Philipe Sampaio,263,2,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_E29teNI.png,1.7,philipe-sampaio,Botafogo,0.0,3.36,3,6,,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
206,87853,0.5,,4,Paolo Mauricio Lemos Merladett,M. Lemos,Mauricio Lemos,282,4,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,4.62,mauricio-lemos,Atlético-MG,-0.6,11.58,3,3,,5.0,6.0,2.0,,4.0,1.0,1.0,,,,1.0,,3.0,,,,,,
207,87863,0.9,,4,Giorgian Daniel de Arrascaeta Benedetti,Arrascaeta,Arrascaeta,262,1,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,0.9,arrascaeta,Flamengo,-5.51,13.49,4,2,,1.0,1.0,,,,,,,,,,,,,,,,,
208,87887,0.0,,4,Fabián Cornelio Balbuena González,Balbuena,Balbuena,264,1,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_a0U2siY.png,0.9,balbuena,Corinthians,0.0,4.33,3,6,,1.0,1.0,,,,,,,,,,,,,,,,,
209,88033,0.7,,4,Alan Pereira Empereur,A. Empereur,Alan Empereur,1371,2,https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,1.6,alan-empereur,Cuiabá,-0.37,3.85,3,7,,1.0,,1.0,1.0,2.0,,,,,,,,1.0,,,,,,
210,88037,8.68,,4,Luís Manuel Ribeiro de Castro,L. Castro,Luís Castro,263,4,https://s.sde.globo.com/media/person_role/2022/02/21/3d4eb55c672851b1407085b09c4dfbb4_FORMATO.png,6.95,luis-castro,Botafogo,1.11,12.11,6,7,,,,,,,,,,,,,,,,,4.0,,,
211,88065,0.0,,4,Jorge Marco de Oliveira Moraes,Jorge,Jorge,266,0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_UTM0WJt.png,0.0,jorge,Fluminense,0.0,4.0,2,5,,,,,,,,,,,,,,,,,,,,
212,88136,0.0,,4,Ivan Quaresma da Silva,Ivan,Ivan,267,0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_qStnmUz.png,0.0,ivan,Vasco,0.0,5.0,1,6,,,,,,,,,,,,,,,,,,,,
213,88323,1.7,,4,Ángel Rodrigo Romero Villamayor,Ã. Romero,Ángel Romero,264,2,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_CufTSrv.png,0.95,angel-romero,Corinthians,0.15,3.64,5,6,,1.0,1.0,,,2.0,,,,,,,,,,,,,,
214,88368,0.0,,4,Gabriel Dias de Oliveira,G. Dias,Gabriel Dias,267,0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_SmDR7cT.png,0.0,gabriel-dias,Vasco,0.0,3.0,2,5,,,,,,,,,,,,,,,,,,,,
215,88393,3.4,,4,Ayrton Lucas Dantas de Medeiros,A. Lucas,Ayrton Lucas,262,4,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_P9K1v1H.png,6.1,ayrton-lucas,Flamengo,-0.38,15.17,2,7,,5.0,6.0,2.0,1.0,8.0,,1.0,,,,1.0,,,,,,,,
216,88423,0.0,,4,Aderlan de Lima Silva,Aderlan,Aderlan,280,3,https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,2.97,aderlan,Bragantino,0.0,7.67,2,7,,9.0,5.0,,2.0,2.0,,,,,,,,,1.0,,,,,
217,88597,0.0,,4,Lucas de Figueiredo Crispim,L. Crispim,Lucas Crispim,356,0,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_EvxhSX5.png,0.0,lucas-crispim,Fortaleza,0.0,6.0,4,6,,,,,,,,,,,,,,,,,,,,
218,88857,0.5,,4,Damián Marcelino Moreno,M. Moreno,Marcelino Moreno,294,1,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_S4cMFFx.png,0.5,marcelino-moreno,Coritiba,-1.07,2.93,4,6,,,,,,1.0,,,,,,,,,,,,,,
219,88916,0.0,,4,Luan Polli Gomes,L. Polli,Luan Polli,294,0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_gZl1v6O.png,0.0,luan-polli,Coritiba,0.0,4.0,1,6,,,,,,,,,,,,,,,,,,,,
220,89226,-0.7,,4,Iago Justen Maidana Martins,I. Maidana,Iago Maidana,327,3,https://s.sde.globo.com/media/person_role/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png,-0.17,iago-maidana,América-MG,-0.48,2.08,3,6,,1.0,4.0,,2.0,,1.0,,,,,,,2.0,,,,,,
221,89256,0.0,,4,Gerson Santos da Silva,Gerson,Gerson,262,2,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_UpueHtq.png,7.35,gerson,Flamengo,0.0,11.81,4,5,1.0,,8.0,,1.0,5.0,2.0,,,,,1.0,,,,,,1.0,,
222,89273,0.0,,4,João Pedro Maturano dos Santos,J. Pedro,João Pedro,284,2,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ux7O1sm.png,10.0,joao-pedro,Grêmio,0.0,14.19,2,5,,5.0,,,,2.0,,1.0,,,,1.0,,,,,,,,
223,89275,4.9,,4,Willian de Asevedo Furtado,William,William,283,4,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_mkEok8F.png,6.7,william,Cruzeiro,-0.18,9.2,2,7,,13.0,7.0,,1.0,7.0,,2.0,,,,,,1.0,,,,,,
224,89493,0.0,,4,Igor Rabello da Costa,I. Rabello,Igor Rabello,282,0,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,0.0,igor-rabello,Atlético-MG,0.0,5.0,3,6,,,,,,,,,,,,,,,,,,,,
225,89637,1.2,,4,Thiago Maia Alencar,T. Maia,Thiago Maia,262,4,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_yDq9MVW.png,2.57,thiago-maia,Flamengo,-0.27,7.03,4,5,,10.0,4.0,,,1.0,,,,,,,,1.0,,,,,,
226,89695,4.6,,4,Iury Lirio Freitas de Castilho,I. Castilho,Iury Castilho,1371,2,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_WoJbpFR.png,2.45,iury-castilho,Cuiabá,0.77,3.54,5,6,,1.0,2.0,2.0,,4.0,1.0,,,,,,,,,,,,,
227,89840,4.9,,4,Jonathan Calleri,Calleri,Calleri,276,3,https://s.sde.globo.com/media/person_role/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png,8.83,calleri,São Paulo,-1.47,16.48,5,6,1.0,,11.0,2.0,3.0,10.0,,,,,,2.0,,1.0,,,,,,
228,89846,15.1,,4,Franco Cristaldo,Cristaldo,Cristaldo,284,4,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Sywtl9T.png,6.3,cristaldo,Grêmio,3.51,11.5,4,7,,7.0,,3.0,1.0,7.0,1.0,,,,,1.0,,,,,,1.0,,
229,89883,0.0,,4,Douglas Moreira Fagundes,Dodi,Dodi,277,3,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_a0W192c.png,0.7,dodi,Santos,0.0,3.32,4,7,,4.0,4.0,,,3.0,,,,,,,,3.0,,,,,,
230,89898,9.0,,4,Róger Krug Guedes,R. Guedes,Róger Guedes,264,4,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_39SGFR6.png,8.68,roger-guedes,Corinthians,1.0,17.43,5,7,,2.0,4.0,4.0,9.0,15.0,,,,,,2.0,,2.0,,,,,,
231,89918,6.7,,4,Everton Galdino Moreira,E. Galdino,Everton Galdino,284,4,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TtRmr2d.png,4.82,everton-galdino,Grêmio,0.58,6.41,5,6,,3.0,1.0,,,2.0,,,,,,2.0,,1.0,,,,,,
232,90031,3.8,,4,John Stiven Mendoza Valencia,Mendoza,Mendoza,277,2,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_fdX9HMF.png,12.3,mendoza,Santos,-1.88,12.98,5,7,1.0,4.0,2.0,1.0,1.0,9.0,1.0,,,,,1.0,,,,,,1.0,,
233,90061,-0.7,,4,Bruno de Jesus Pacheco,B. Pacheco,Bruno Pacheco,356,4,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_PYjs4Li.png,5.13,bruno-pacheco,Fortaleza,-1.6,8.18,2,7,1.0,8.0,8.0,1.0,2.0,3.0,,1.0,,,,,,1.0,,,,,,
234,90232,0.0,,4,Raí dos Reis Ramos,R. Ramos,Raí Ramos,276,2,https://s.sde.globo.com/media/person_role/2023/04/15/photo_FORMATO_p3UWrBW.png,4.45,rai-ramos,São Paulo,0.0,5.68,2,6,,2.0,1.0,1.0,2.0,,,1.0,,,,,,1.0,,,,,,
235,90285,0.0,,4,Bruno Henrique Pinto,B. Henrique,Bruno Henrique,262,2,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_PsLr2Kh.png,1.05,bruno-henrique,Flamengo,0.0,6.69,5,6,,2.0,1.0,,,,,,,,,,,,,,,,,
236,90290,0.0,,4,Jaílson Marques Siqueira,Jailson,Jailson,275,0,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_borikKg.png,0.0,jailson,Palmeiras,0.0,6.0,4,6,,,,,,,,,,,,,,,,,,,,
237,90302,0.0,,4,Pedro Rocha Neves,P. Rocha,Pedro Rocha,356,0,https://s.sde.globo.com/media/person_role/2022/09/28/photo_FORMATO_wjBokpm.png,0.0,pedro-rocha,Fortaleza,0.0,5.0,5,5,,,,,,,,,,,,,,,,,,,,
238,90309,0.0,,4,David Correa da Fonseca,David,David,276,1,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_zc5jjjt.png,0.2,david,São Paulo,0.0,4.0,5,5,,,1.0,,,1.0,,,,,,,,,,,,,,
239,90449,5.7,,4,Júlio César Rezende de Miranda,Rezende,Rezende,265,4,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,3.23,rezende,Bahia,1.09,6.93,4,7,,9.0,4.0,,1.0,5.0,,,,,,,,,,,,,,
240,90540,1.0,,4,Diego Gonçalves,D. Gonçalves,Diego Gonçalves,290,3,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_eh2bZ7u.png,0.3,diego-goncalves,Goiás,0.11,1.76,5,6,,,3.0,,1.0,2.0,,,,,,,,,,,,,,
241,90590,0.0,,4,Mateus Eduardo Claus,M. Claus,Mateus Claus,265,0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_UPFwDzZ.png,0.0,mateus-claus,Bahia,0.0,3.0,1,6,,,,,,,,,,,,,,,,,,,,
242,90768,2.9,,4,Fabrício Bruno Soares de Faria,F. Bruno,Fabrício Bruno,262,4,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_zrQ4flU.png,4.55,fabricio-bruno,Flamengo,-0.39,9.63,3,7,1.0,6.0,4.0,1.0,,4.0,,1.0,,,,,,1.0,,,,,,
243,91151,7.5,,4,Everaldo Silva do Nascimento,Everaldo,Everaldo,327,4,https://s.sde.globo.com/media/person_role/2022/02/25/561f3ca4238e82e1b2e1479a1a66c551_FORMATO.png,7.65,everaldo,América-MG,0.23,10.99,5,7,1.0,7.0,2.0,2.0,2.0,10.0,2.0,,,,1.0,1.0,,2.0,,,,,,
244,91190,0.0,,4,Ítaro Patric Cardoso Calmon,PK,PK,1371,3,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_kfJYHxI.png,1.43,pk,Cuiabá,0.0,3.91,2,7,,7.0,8.0,,1.0,1.0,,,,,,,,,1.0,,,,,
245,91203,0.0,,4,Éder Ferreira Graminho,Éder,Éder,327,3,https://s.sde.globo.com/media/person_role/2022/02/24/e0b5f4c6647fe1b42922ddb4458dade0_FORMATO.png,0.33,eder,América-MG,0.0,2.8,3,6,,4.0,7.0,,1.0,1.0,,,,,,,,3.0,,,,,,
246,91254,0.0,,4,Felipe Ignacio Carballo Ares,Carballo,Carballo,284,0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NYg6Ymv.png,0.0,carballo,Grêmio,0.0,6.0,4,6,,,,,,,,,,,,,,,,,,,,
247,91260,6.0,,4,Lucas Estella Perri,L. Perri,Lucas Perri,263,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_83wBpb6.png,5.75,lucas-perri,Botafogo,0.28,9.51,1,7,,,,,,,,1.0,22.0,4.0,,,,,,,,,,
248,91473,2.2,,4,Erick Antonio Pulgar Farfán,E. Pulgar,Erick Pulgar,262,1,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xuM4Nls.png,2.2,erick-pulgar,Flamengo,-0.6,3.4,4,7,,3.0,3.0,,,1.0,,,,,,,,1.0,,,,,,
249,91573,7.4,,4,Robert Abel Arboleda Escobar,Arboleda,Arboleda,276,3,https://s.sde.globo.com/media/person_role/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,6.0,arboleda,São Paulo,0.39,10.36,3,7,,6.0,,,1.0,,,2.0,,,,,,,,,,,,
250,91607,1.1,,4,Ronielson da Silva Barbosa,Rony,Rony,275,2,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_eJOedW8.png,0.55,rony,Palmeiras,-0.61,9.66,5,7,,,1.0,,,3.0,1.0,,,,,,,,,,,,,
251,91664,5.9,,4,Adryelson Shawann Lima Silva,Adryelson,Adryelson,263,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,2.02,adryelson,Botafogo,1.26,4.69,3,7,,2.0,1.0,,,2.0,,1.0,,,,,,,,,,,,
252,91689,-1.0,,4,Matheus Isaías dos Santos,M. Jussa,Matheus Jussa,283,1,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vMaiFUT.png,-1.0,matheus-jussa,Cruzeiro,-0.52,2.22,4,6,,,,,,,,,,,,,,1.0,,,,,,
253,91706,6.0,,4,Marlon Rodrigues Xavier,Marlon,Marlon,283,4,https://s.sde.globo.com/media/person_role/2023/03/13/photo_220x220_vrVAWB7.png,9.55,marlon,Cruzeiro,-0.64,14.16,2,7,1.0,21.0,5.0,,,1.0,,2.0,,,,,,1.0,,,,,,
254,91708,5.3,,4,Marcílio Florêncio Mota Filho,Nino,Nino,266,4,https://s.sde.globo.com/media/person_role/2022/04/20/983b87b8c957e991f5f30f85aa8009a1_FORMATO.png,6.65,nino,Fluminense,0.69,13.51,3,7,,2.0,2.0,,1.0,6.0,,2.0,,,1.0,1.0,,,,,,,,
255,91712,0.0,,4,Matheus Alves da Silva Cardoso,M. Alves,Matheus Alves,290,0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_voSytVs.png,0.0,matheus-alves,Goiás,0.0,2.0,1,6,,,,,,,,,,,,,,,,,,,,
256,91733,0.0,,4,Luiz Antonio Ferreira Rodrigues,Felipe,Felipe,290,0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_ITYlLkP.png,0.0,felipe,Goiás,0.0,4.0,4,6,,,,,,,,,,,,,,,,,,,,
257,91772,8.3,,4,David de Duarte Macedo,D. Duarte,David Duarte,265,3,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0ibQkD2.png,5.17,david-duarte,Bahia,1.46,6.03,3,7,,2.0,3.0,,,2.0,,1.0,,,,1.0,,,,,,,,
258,91866,0.0,,4,José Ivaldo Almeida Silva,Z. Ivaldo,Zé Ivaldo,293,2,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ZOxQ99E.png,2.2,ze-ivaldo,Athlético-PR,0.0,4.7,3,6,,,2.0,,,,,1.0,,,,,,,,,,,,
259,91908,2.8,,4,Cristian David Pavón,Pavón,Pavón,282,4,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_U1jXQaU.png,2.2,pavon,Atlético-MG,0.27,4.89,5,7,,5.0,1.0,1.0,3.0,1.0,,,,,,,,1.0,,,,,,
260,92273,3.5,,4,Odair Hellmann,O. Hellmann,Odair Hellmann,277,4,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_TpUTE4E.png,4.92,odair-hellmann,Santos,-0.16,8.64,6,7,,,,,,,,,,,,,,,,,1.0,,,
261,92291,-1.6,,4,Bruno Viana Willemen da Silva,B. Viana,Bruno Viana,294,3,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_kVhXG72.png,1.23,bruno-viana,Coritiba,-1.0,2.4,3,7,,4.0,2.0,,,1.0,,,,,,,,1.0,,,,,,
262,92496,0.0,,4,Raul Lô Gonçalves,Raul,Raul,280,0,https://s.sde.globo.com/media/person_role/2022/05/05/278a2f0c3cd97ace8138ffbe2f23d81d_FORMATO.png,0.0,raul,Bragantino,0.0,5.0,4,5,,,,,,,,,,,,,,,,,,,,
263,92708,-0.1,,4,Deyverson Brum Silva Acosta,Deyverson,Deyverson,1371,4,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_AvLd8xm.png,1.65,deyverson,Cuiabá,-0.72,4.3,5,7,,1.0,4.0,1.0,3.0,5.0,5.0,,,,1.0,,,2.0,,,,,,
264,92811,3.2,,4,Bruno Rafael Rodrigues do Nascimento,B. Rodrigues,Bruno Rodrigues,283,4,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_xfgmkoy.png,8.47,bruno-rodrigues,Cruzeiro,-1.05,12.09,5,7,,4.0,3.0,4.0,6.0,9.0,1.0,,,,,2.0,,,,,,,,
265,93014,0.0,,4,Aluísio Chaves Ribeiro Moraes Júnior,J. Moraes,Júnior Moraes,264,1,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_ocUzKxZ.png,0.2,junior-moraes,Corinthians,0.0,2.06,5,6,,,1.0,,,1.0,,,,,,,,,,,,,,
266,93108,1.0,,4,Mateus da Silva Vital Assumpção,M. Vital,Mateus Vital,283,4,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_CifS8My.png,4.38,mateus-vital,Cruzeiro,-0.85,6.62,4,7,1.0,6.0,3.0,1.0,2.0,7.0,1.0,,,,,,,,,,,,,
267,93166,0.0,,4,Jhon Carlos Chancellor Cedeño,Chancellor,Chancellor,294,1,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ntiY1fN.png,2.3,chancellor,Coritiba,0.0,4.06,3,6,,2.0,,,,,1.0,,,,,,,,,,,,,
268,93236,0.0,,4,Rafael António Figueiredo Ramos,R. Ramos,Rafael Ramos,264,0,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_Tdjz7Nn.png,0.0,rafael-ramos,Corinthians,0.0,4.0,2,6,,,,,,,,,,,,,,,,,,,,
269,93414,0.0,,4,Mauro Joel Carli,J. Carli,Joel Carli,263,0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_bm3BBvm.png,0.0,joel-carli,Botafogo,0.0,3.0,3,6,,,,,,,,,,,,,,,,,,,,
270,93478,2.2,,4,Wanderson Maciel Sousa Campos,Wanderson,Wanderson,285,3,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TAoUoam.png,7.93,wanderson,Internacional,-1.6,12.88,5,7,1.0,7.0,3.0,,1.0,5.0,,,,,,1.0,,,,,,,,
