,atletas.clube_id,atletas.rodada_id,atletas.nome,atletas.media_num,atletas.jogos_num,atletas.minimo_para_valorizar,atletas.apelido,atletas.preco_num,atletas.apelido_abreviado,atletas.slug,atletas.clube.id.full.name,atletas.status_id,atletas.variacao_num,atletas.foto,atletas.pontos_num,atletas.posicao_id,atletas.atleta_id,CA,DS,FC,FF,FS,FD,G,I,SG,A,FT,CV,DE,DP,GC,GS,PS,PC,PP,V
82,262,12,Jorge Sampaoli,6.11,11,3.92,Jorge Sampaoli,11.73,J. Sampaoli,jorge-sampaoli,Flamengo,7,0.69,https://s.sde.globo.com/media/person_role/2023/04/17/photo_FORMATO_Fp5qEri.png,6.16,6,70800,,,,,,,,,,,,,,,,,,,,6.0
83,266,12,Diogo Barbosa Mendanha,2.0,6,-1.15,Diogo Barbosa,6.95,D. Barbosa,diogo-barbosa,Fluminense,6,0.0,https://s.sde.globo.com/media/person_role/2023/06/23/photo_FORMATO.png,0.0,2,70916,1.0,5.0,4.0,1.0,5.0,,,1.0,1.0,,,,,,,,,,,
84,293,12,Leonardo Cittadini,0.3,4,0.67,Léo Cittadini,1.83,L. Cittadini,leo-cittadini,Athlético-PR,6,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_iZBbl8l.png,0.0,4,70986,,1.0,6.0,1.0,2.0,,,,,,,,,,,,,,,
85,284,12,Vinícius Goes Barbosa de Souza,1.95,12,2.63,Vina,5.63,Vina,vina,Grêmio,6,0.4,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q8oUM9e.png,4.1,4,71162,2.0,4.0,4.0,3.0,11.0,5.0,1.0,,,,,,,,,,,,,
86,356,12,Fernando Miguel Kaufmann,5.25,4,4.47,Fernando Miguel,10.86,F. Miguel,fernando-miguel,Fortaleza,5,0.0,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_qLr4Pp0.png,0.0,1,71571,,,,,,,,,1.0,,,,20.0,,,4.0,,,,
87,275,12,Weverton Pereira da Silva,3.33,11,-0.06,Weverton,8.51,Weverton,weverton,Palmeiras,7,-1.64,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_PN9nfV7.png,0.0,1,71631,,,,,1.0,,,,3.0,,,,30.0,,,9.0,,,,
88,275,12,Gustavo Raúl Gómez Portillo,3.09,11,2.1,Gustavo Gómez,8.75,G. Gómez,gustavo-gomez,Palmeiras,7,0.08,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_WsvPa3o.png,3.3,3,71684,3.0,15.0,11.0,2.0,7.0,2.0,,2.0,2.0,1.0,,,,,,,,,,
89,294,12,Ocimar de Almeida Júnior,1.23,6,3.64,Júnior Urso,4.08,J. Urso,junior-urso,Coritiba,6,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7ft8zu4.png,0.0,4,71829,2.0,3.0,4.0,1.0,10.0,1.0,,,,,,,,,,,,,,
90,356,12,Thiago Galhardo do Nascimento Rocha,3.17,9,1.06,Thiago Galhardo,6.44,T. Galhardo,thiago-galhardo,Fortaleza,6,-0.11,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_LaKDS7J.png,1.7,5,71844,1.0,3.0,2.0,3.0,7.0,4.0,2.0,2.0,,,,,,,,,,,,
91,263,12,Gabriel Appelt Pires,4.57,3,4.09,Gabriel Pires,5.61,G. Pires,gabriel-pires,Botafogo,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_wzlbP45.png,0.0,4,71898,,11.0,7.0,2.0,2.0,,,,,,,,,,,,,,,
92,327,12,Danilo Fernando Avelar,4.68,9,-0.06,Danilo Avelar,5.12,D. Avelar,danilo-avelar,América-MG,7,-1.33,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TwK8xQJ.png,0.0,3,72142,2.0,9.0,15.0,1.0,5.0,3.0,3.0,1.0,1.0,,1.0,,,,,1.0,,,,
93,282,12,Everson Felipe Marques Pires,3.42,12,-0.71,Everson,5.4,Everson,everson,Atlético-MG,7,-0.62,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_XhJDp6n.png,-1.0,1,72294,2.0,,,,4.0,,,,4.0,,,,32.0,,,11.0,,,,
94,276,12,Felipe Alves Raymundo,0.0,0,8.22,Felipe Alves,6.0,F. Alves,felipe-alves,São Paulo,6,0.0,https://s.sde.globo.com/media/person_role/2022/08/16/19b70a0ace7230f7a5033ad9270abf7e_FORMATO.png,0.0,1,72372,,,,,,,,,,,,,,,,,,,,
95,266,12,Fernando Diniz Silva,5.65,12,3.7,Fernando Diniz,14.35,F. Diniz,fernando-diniz,Fluminense,7,0.49,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_dcBENR5.png,5.83,6,72391,,,,,,,,,,,,,,,,,,,,6.0
96,285,12,Gustavo Campanharo,2.71,8,2.5,Gustavo Campanharo,5.6,G. Campanharo,gustavo-campanharo,Internacional,7,0.8,https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_Fbab3V0.png,3.9,4,72497,4.0,19.0,14.0,,7.0,3.0,,,,,,,,,,,,,,
97,290,12,Magno José da Silva,2.93,10,-0.7,Maguinho,3.06,Maguinho,maguinho,Goiás,7,-1.62,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_r03QzyK.png,-1.0,2,72532,4.0,11.0,29.0,6.0,12.0,,2.0,,1.0,,,1.0,,,,,,,,
98,327,12,Matheus Fernando Cavichioli,1.17,7,-1.32,Matheus Cavichioli,5.43,M. Cavichioli,matheus-cavichioli,América-MG,7,-0.7,https://s.sde.globo.com/media/person_role/2021/06/04/4b9a4cd7759d0ef36a25a02c4b9cf8a8_FORMATO.png,-2.0,1,72580,,,1.0,,1.0,,,,,,,1.0,26.0,1.0,1.0,19.0,,,,
99,285,12,Pedro Henrique Konzen Medina da Silva,3.55,11,1.44,Pedro Henrique,6.83,P. Henrique,pedro-henrique,Internacional,7,-0.95,https://s.sde.globo.com/media/person_role/2022/04/12/5422d339b6546dc0505e80e10b027269_FORMATO.png,2.3,5,72583,,12.0,20.0,10.0,10.0,4.0,1.0,11.0,,1.0,,,,,,,1.0,,,
100,356,12,Maurício Kozlinski,6.0,1,6.68,Maurício Kozlinski,4.92,M. Kozlinski,mauricio-kozlinski,Fortaleza,6,0.0,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_mZtm5zI.png,0.0,1,72595,,,,,,,,,1.0,,,,1.0,,,,,,,
101,265,12,Vitor Hugo Franchescoli de Souza,2.57,8,1.21,Vitor Hugo,5.56,V. Hugo,vitor-hugo,Bahia,7,-0.37,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_HuEb513.png,1.9,3,72605,1.0,8.0,6.0,4.0,3.0,,,,2.0,,,,,,,,,1.0,,
102,1371,12,Pablo Daniel Ceppelini Gatto,1.37,11,0.75,Ceppelini,3.45,Ceppelini,ceppelini,Cuiabá,6,-0.11,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_l5sEyLV.png,1.2,4,72762,2.0,4.0,5.0,4.0,9.0,5.0,,,,,,,,,,,,,,
103,285,12,Luiz Adriano de Souza da Silva,3.05,11,-0.04,Luiz Adriano,5.79,L. Adriano,luiz-adriano,Internacional,6,-0.52,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_SJwFoxe.png,0.0,5,72772,,4.0,6.0,4.0,10.0,3.0,1.0,3.0,,1.0,2.0,,,,,,,,,
104,293,12,Fernando Luiz Rosa,1.46,5,-0.02,Fernandinho,5.0,Fernandinho,fernandinho,Athlético-PR,3,-0.65,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_X6EpiKc.png,0.0,4,72775,3.0,4.0,10.0,2.0,6.0,,,1.0,,1.0,,,,,,,,1.0,,
105,285,12,Gabriel Iván Mercado,3.22,6,2.13,Mercado,5.31,Mercado,mercado,Internacional,7,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_rOFNbA7.png,0.0,3,72951,3.0,9.0,9.0,1.0,2.0,2.0,,,2.0,,,,,,,,,,,
106,263,12,Daniel Fortunato Borges,5.9,1,7.86,Daniel Borges,6.39,D. Borges,daniel-borges,Botafogo,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_KcG4Ldd.png,0.0,2,73318,,4.0,2.0,,1.0,1.0,,,,,,,,,,,,,,
107,266,12,Samuel Xavier Brito,4.52,8,1.37,Samuel Xavier,9.95,S. Xavier,samuel-xavier,Fluminense,7,-0.95,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_GJkHCf2.png,2.2,2,73384,4.0,7.0,8.0,6.0,8.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,
108,285,12,Jean Dias da Costa,2.67,8,6.67,Jean Dias,4.81,J. Dias,jean-dias,Internacional,7,1.74,https://s.sde.globo.com/media/person_role/2023/04/10/photo_FORMATO_UU1DWbN.png,10.3,5,73479,1.0,2.0,5.0,3.0,10.0,1.0,1.0,1.0,,1.0,,,,,,,,,,
109,284,12,Bruno Fabiano Alves,1.7,12,-0.04,Bruno Alves,5.68,B. Alves,bruno-alves,Grêmio,6,-0.5,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_QXt8Pw7.png,0.0,3,73620,1.0,6.0,5.0,2.0,6.0,1.0,,2.0,2.0,,,,,,,,,,,
110,290,12,Guilherme Costa Marques,1.44,7,1.54,Guilherme Marques,2.77,G. Marques,guilherme-marques,Goiás,6,0.29,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_8U4l1F1.png,2.4,5,73781,2.0,10.0,10.0,2.0,1.0,1.0,,2.0,,,,,,,,,,,,
111,262,12,Rodrigo Caio Coquette Russo,0.0,1,5.33,Rodrigo Caio,3.97,R. Caio,rodrigo-caio,Flamengo,6,0.0,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_8nCiWcT.png,0.0,3,73800,,,,,,,,,,,,,,,,,,,,
112,327,12,Aloísio dos Santos Gonçalves,5.1,11,-0.65,Aloísio,8.21,Aloísio,aloisio,América-MG,7,-0.9,https://s.sde.globo.com/media/person_role/2022/03/31/a411b722d7d0edc88f871c1a48191dc1_FORMATO.png,-0.9,5,73850,2.0,2.0,17.0,10.0,8.0,7.0,3.0,6.0,,1.0,4.0,,,,,,,,,
113,277,12,Alison Lopes Ferreira,1.24,5,2.14,Alison,3.03,Alison,alison,Santos,5,0.0,https://s.sde.globo.com/media/person_role/2021/05/04/83ae4938b05e0e1d67ad49af17785e89_FORMATO.png,0.0,4,73974,,5.0,1.0,,1.0,,,,,,,,,,,,,,,
114,263,12,Roberto Junior Fernández Torres,0.0,0,11.06,Gatito Fernández,8.0,G. Fernández,gatito-fernandez,Botafogo,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_zKZCWAI.png,0.0,1,74061,,,,,,,,,,,,,,,,,,,,
115,263,12,Gustavo Lucas Domingues Piazón,0.0,1,3.69,Lucas Piazon,2.81,L. Piazon,lucas-piazon,Botafogo,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8iJQEr4.png,0.0,4,74084,,,,,,,,,,,,,,,,,,,,
116,294,12,William de Oliveira Pottker,0.8,4,-0.42,William Pottker,2.92,W. Pottker,william-pottker,Coritiba,6,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_yjb57GF.png,0.0,5,77809,1.0,2.0,3.0,,3.0,1.0,,,,,,,,,,,,,,
117,293,12,Madson Ferreira dos Santos,1.58,9,2.38,Madson,5.7,Madson,madson,Athlético-PR,7,0.66,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_UA5MZDv.png,3.7,2,78077,2.0,3.0,9.0,2.0,8.0,,,3.0,2.0,,,,,,,,,,,
118,265,12,Everaldo Stum,2.66,9,-0.3,Everaldo,7.79,Everaldo,everaldo,Bahia,7,0.0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_8pHdjST.png,0.0,5,78117,3.0,5.0,12.0,1.0,7.0,4.0,2.0,5.0,,,,,,,,,,,,
119,285,12,Renê Rodrigues Martins,4.41,10,2.41,Renê,9.16,Renê,rene,Internacional,7,-0.13,https://s.sde.globo.com/media/person_role/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png,3.8,2,78445,1.0,20.0,8.0,2.0,14.0,,,1.0,3.0,,,,,,,,,,,
120,1371,12,Jonathan Renato Barbosa,2.74,11,1.91,Jonathan Cafu,6.54,J. Cafu,jonathan-cafu,Cuiabá,7,0.19,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_7bHRcHm.png,3.0,5,78580,1.0,11.0,8.0,3.0,14.0,1.0,,3.0,,2.0,,,,,,,,,,
121,285,12,Gabriel Girotto Franco,0.0,0,8.22,Gabriel,6.0,Gabriel,gabriel,Internacional,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_GUlE7bV.png,0.0,4,78605,,,,,,,,,,,,,,,,,,,,
122,283,12,Ramiro Moschen Benetti,3.8,6,3.2,Ramiro,5.62,Ramiro,ramiro,Cruzeiro,5,0.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Yl1MU4D.png,0.0,4,78715,3.0,9.0,8.0,4.0,,1.0,1.0,,,1.0,,,,,,,,,,
123,284,12,Reinaldo Manoel da Silva,5.27,7,4.69,Reinaldo,8.36,Reinaldo,reinaldo,Grêmio,7,-0.44,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_YOXKUlg.png,7.3,2,78850,4.0,5.0,12.0,1.0,5.0,2.0,1.0,2.0,1.0,4.0,,,,,,,,,,
124,266,12,Thiago dos Santos,0.32,7,-0.21,Thiago Santos,1.65,T. Santos,thiago-santos,Fluminense,6,0.0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_xMjWx6h.png,0.0,4,78855,2.0,4.0,7.0,,3.0,,,,,,,,,,,,,,,
125,263,12,Douglas Borges,0.0,0,3.96,Douglas Borges,3.0,D. Borges,douglas-borges,Botafogo,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_33D9G2h.png,0.0,1,78893,,,,,,,,,,,,,,,,,,,,
126,277,12,Luiz Felipe do Nascimento dos Santos,0.0,0,3.96,Luiz Felipe,3.0,L. Felipe,luiz-felipe,Santos,6,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_aiqNBl6.png,0.0,3,79035,,,,,,,,,,,,,,,,,,,,
127,263,12,Víctor Leandro Cuesta,6.23,11,4.27,Víctor Cuesta,10.41,V. Cuesta,victor-cuesta,Botafogo,7,0.21,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_iLUMfpx.png,6.7,3,79113,5.0,14.0,7.0,3.0,6.0,2.0,1.0,,7.0,1.0,1.0,,,,,,,,,
128,356,12,Silvio Ezequiel Romero,2.49,9,0.88,Silvio Romero,4.88,S. Romero,silvio-romero,Fortaleza,7,0.0,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_So2bREb.png,0.0,5,79188,1.0,1.0,5.0,2.0,3.0,,2.0,4.0,,1.0,,,,,,,,,,
129,1371,12,Filipe Augusto Carvalho Souza,1.39,7,1.54,Filipe Augusto,2.12,F. Augusto,filipe-augusto,Cuiabá,6,0.53,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_S95pz8G.png,2.4,4,79268,1.0,11.0,10.0,,7.0,,,,,,,1.0,,,,,,,,
130,327,12,Ricardo César Dantas da Silva,1.04,5,2.5,Ricardo Silva,2.01,R. Silva,ricardo-silva,América-MG,5,0.0,https://s.sde.globo.com/media/person_role/2021/06/04/a95541b4ee84849f6e060a780b86704d_FORMATO.png,0.0,3,79334,1.0,5.0,6.0,,4.0,,,,,,,,,,,,,,,
131,266,12,Germán Ezequiel Cano,4.19,12,-0.13,Cano,13.68,Cano,cano,Fluminense,7,-0.77,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_CKcA05y.png,-0.1,5,79631,1.0,8.0,9.0,11.0,4.0,7.0,3.0,8.0,,,2.0,,,,,,,,1.0,
132,284,12,Lucas Silva Borges,2.67,4,1.49,Lucas Silva,4.71,L. Silva,lucas-silva,Grêmio,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_22BJorG.png,0.0,4,79701,,8.0,3.0,,4.0,,,,,,,,,,,,,,,
133,294,12,José Roberto Assunção de Araújo Filho,2.59,9,0.62,Zé Roberto,3.83,Z. Roberto,ze-roberto,Coritiba,6,0.02,https://s.sde.globo.com/media/person_role/2023/04/10/photo_FORMATO_Mzobxer.png,1.0,5,80076,2.0,5.0,17.0,3.0,17.0,3.0,1.0,1.0,,1.0,,1.0,,,,,,,,
134,356,12,Glaybson Yago Souza Lisboa,2.56,12,1.39,Yago Pikachu,7.77,Y. Pikachu,yago-pikachu,Fortaleza,6,-0.02,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_jUc4EZ2.png,2.2,4,80196,2.0,5.0,5.0,5.0,12.0,2.0,2.0,2.0,,,,,,,,,,,,
135,276,12,Luciano da Rocha Neves,4.71,12,0.37,Luciano,11.33,Luciano,luciano,São Paulo,7,-1.46,https://s.sde.globo.com/media/person_role/2022/03/01/aeb1926a6ddb270206f4ceffcf701d4b_FORMATO.png,0.7,5,80287,2.0,3.0,9.0,9.0,21.0,6.0,3.0,2.0,,2.0,1.0,,,,,,,,1.0,
136,277,12,Lucas Rafael Araújo Lima,3.69,12,1.7,Lucas Lima,7.15,L. Lima,lucas-lima,Santos,7,0.04,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_l0JerUa.png,2.7,4,80583,2.0,19.0,25.0,3.0,17.0,2.0,1.0,3.0,,2.0,,,,,,,,,,
137,275,12,Luan Garcia Teixeira,4.17,9,0.08,Luan,7.15,Luan,luan,Palmeiras,7,-0.18,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_cnIvHfj.png,0.2,3,80692,1.0,9.0,15.0,3.0,6.0,1.0,1.0,3.0,3.0,,1.0,,,,,,,,,
138,284,12,Pedro Tonon Geromel,0.0,0,9.64,Pedro Geromel,7.0,P. Geromel,pedro-geromel,Grêmio,5,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_2mIyND1.png,0.0,3,80853,,,,,,,,,,,,,,,,,,,,
139,267,12,Jair Rodrigues Júnior,4.78,11,6.05,Jair,9.93,Jair,jair,Vasco,7,1.56,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,9.4,4,81091,4.0,23.0,20.0,1.0,32.0,1.0,2.0,,,,,,,,,,1.0,,,
140,265,12,Lucas Andrés Mugni,0.45,2,2.53,Lucas Mugni,2.98,L. Mugni,lucas-mugni,Bahia,6,0.0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_t30cY72.png,0.0,4,81121,,1.0,1.0,,,,,,,,,,,,,,,,,
141,275,12,Mayke Rocha de Oliveira,5.19,10,2.68,Mayke,7.94,Mayke,mayke,Palmeiras,7,-0.16,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_VrbLrFd.png,4.2,2,81150,2.0,19.0,14.0,1.0,3.0,,1.0,,3.0,2.0,,,,,,,,,,
142,276,12,Alisson Euler de Freitas Castro,2.62,12,0.73,Alisson,5.26,Alisson,alisson,São Paulo,6,0.25,https://s.sde.globo.com/media/person_role/2022/03/01/14ebdbca4e280cd9dfdb9b7e2148afe0_FORMATO.png,1.2,4,81845,1.0,15.0,14.0,4.0,9.0,1.0,,1.0,,2.0,,,,,,,,,,
143,356,12,João Ricardo Riedi,6.29,7,1.23,João Ricardo,7.46,J. Ricardo,joao-ricardo,Fortaleza,7,-0.82,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_KgJZuxA.png,2.0,1,81881,1.0,,,,2.0,,,,4.0,,,,22.0,1.0,,5.0,,,,
144,283,12,José Henrique da Silva Dourado,2.35,9,-0.3,Henrique Dourado,4.64,H. Dourado,henrique-dourado,Cruzeiro,6,-0.44,https://s.sde.globo.com/media/person_role/2023/04/22/photo_FORMATO_X04virK.png,-0.4,5,81905,2.0,3.0,11.0,7.0,9.0,2.0,1.0,7.0,,,1.0,,,,,,,,,
145,290,12,Willian Osmar de Oliveira Silva,1.61,8,1.0,Willian Oliveira,2.59,W. Oliveira,willian-oliveira,Goiás,7,0.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_9raWzET.png,0.0,4,81952,3.0,10.0,17.0,1.0,14.0,1.0,,,,,,,,,,,,,,
146,327,12,Adilson dos Anjos Oliveira,2.49,12,7.31,Juninho,7.05,Juninho,juninho,América-MG,7,1.83,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ek7YW7J.png,11.3,4,82381,1.0,13.0,11.0,2.0,9.0,3.0,1.0,1.0,,,,,,,,,1.0,,,
147,290,12,Tadeu Antônio Ferreira,3.11,9,1.58,Tadeu,6.14,Tadeu,tadeu,Goiás,7,-0.83,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_jSvkpAL.png,2.5,1,82453,,,,,2.0,,,,1.0,,,,34.0,,,12.0,,,,
148,275,12,José Rafael Vivian,4.48,11,3.24,Zé Rafael,10.59,Z. Rafael,ze-rafael,Palmeiras,5,-0.36,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XlK02hD.png,5.1,4,82455,4.0,31.0,28.0,2.0,24.0,5.0,,1.0,,1.0,,,,,,,,,,
149,282,12,Otávio Henrique Passos Santos,2.03,4,2.24,Otávio,4.13,Otávio,otavio,Atlético-MG,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,0.0,4,82463,3.0,8.0,5.0,1.0,2.0,1.0,,,,,,,,,,,,,,
150,356,12,Guilherme de Jesus da Silva,6.29,11,5.25,Tinga,10.84,Tinga,tinga,Fortaleza,6,0.41,https://s.sde.globo.com/media/person_role/2022/05/12/98abba841d176135f9ec02a557177a7f_FORMATO.png,8.2,2,82628,,27.0,6.0,2.0,4.0,2.0,1.0,3.0,5.0,,,,,,,,,,,
151,290,12,Marcelo Rangel da Rosa,0.0,3,-0.52,Marcelo Rangel,2.34,M. Rangel,marcelo-rangel,Goiás,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_jsdA8Zf.png,0.0,1,82730,,,,,,,,,,,,,8.0,,,8.0,,,,
152,277,12,Paulo César Turra,5.53,10,5.1,Paulo Turra,10.7,P. Turra,paulo-turra,Santos,7,0.0,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_L21KedQ.png,0.0,6,82747,,,,,,,,,,,,,,,,,,,,5.0
153,276,12,Wellington Soares da Silva,2.3,11,0.94,Wellington Rato,5.84,W. Rato,wellington-rato,São Paulo,2,0.17,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_bPEXkEO.png,1.5,4,82766,2.0,9.0,6.0,3.0,5.0,3.0,,2.0,,2.0,,,,,,,,,,
154,262,12,Gabriel Barbosa Almeida,5.21,9,0.25,Gabriel,12.87,Gabriel,gabriel,Flamengo,2,-0.57,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_mbchRWW.png,0.5,5,83257,4.0,2.0,3.0,8.0,9.0,9.0,3.0,3.0,,1.0,1.0,,,,,,,,1.0,
155,282,12,Patrick Bezerra do Nascimento,2.03,11,-0.12,Patrick,5.8,Patrick,patrick,Atlético-MG,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_TvGvJD9.png,0.0,4,83433,1.0,14.0,4.0,2.0,10.0,1.0,,1.0,,,,,,,,,,,,
156,262,12,Leonardo Pereira,6.35,11,0.55,Léo Pereira,13.98,L. Pereira,leo-pereira,Flamengo,7,-0.72,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_Wclql1X.png,1.0,3,83528,1.0,19.0,7.0,1.0,11.0,,3.0,1.0,4.0,,,,,,,,,,,
157,283,12,Hueglo dos Santos Neris,4.0,3,3.82,Neris,3.95,Neris,neris,Cruzeiro,6,0.94,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_U329TT2.png,5.9,3,83786,2.0,3.0,7.0,1.0,1.0,1.0,,,2.0,,,,,,,,,,,
158,263,12,Francisco das Chagas Soares dos Santos Meireles,10.18,11,6.65,Tiquinho Soares,20.21,T. Soares,tiquinho-soares,Botafogo,7,0.36,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TbDAa67.png,9.2,5,84042,4.0,5.0,14.0,11.0,21.0,4.0,10.0,9.0,,3.0,,,,,,,,,1.0,
159,282,12,Jemerson de Jesus Nascimento,2.85,11,0.74,Jemerson,7.55,Jemerson,jemerson,Atlético-MG,7,-0.18,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_LiuUOj2.png,1.2,3,84263,1.0,6.0,13.0,1.0,4.0,1.0,,1.0,4.0,1.0,,,,,,,,,,
160,290,12,Bruno Ferreira Melo,3.41,11,-0.58,Bruno Melo,4.89,B. Melo,bruno-melo,Goiás,7,-1.71,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_FEUiEbp.png,-0.8,3,84339,4.0,6.0,5.0,5.0,9.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,1.0,,
161,1371,12,Fernando Pereira do Nascimento,5.88,9,2.0,Fernando Sobral,7.56,F. Sobral,fernando-sobral,Cuiabá,3,-0.45,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_DOXZ9Xn.png,3.2,4,84428,3.0,22.0,12.0,7.0,17.0,5.0,1.0,,,1.0,,,,,,,,,,
162,356,12,José Romário Silva de Souza,0.96,7,-0.37,Romarinho,2.9,Romarinho,romarinho,Fortaleza,6,0.0,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_UU97nfg.png,0.0,5,84523,,,1.0,2.0,6.0,2.0,,,,,,,,,,,,,,
163,280,12,Lucas Evangelista Santana de Oliveira,6.1,11,5.69,Lucas Evangelista,9.11,L. Evangelista,lucas-evangelista,Bragantino,7,0.14,https://s.sde.globo.com/media/person_role/2022/05/05/175c2911cb392a7305aef49766feb459_FORMATO.png,8.9,4,84674,1.0,19.0,10.0,9.0,27.0,4.0,,1.0,,4.0,1.0,,,,,,,,,
164,262,12,Guillermo Varela Olivera,5.6,1,5.38,Varela,4.61,Varela,varela,Flamengo,6,0.0,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_M1z2XK5.png,0.0,2,84816,,1.0,2.0,,,,,,1.0,,,,,,,,,,,
165,294,12,Robson dos Santos Fernandes,5.38,10,5.41,Robson,7.74,Robson,robson,Coritiba,7,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_wdF92Dr.png,0.0,5,84817,3.0,18.0,21.0,4.0,12.0,3.0,3.0,3.0,,1.0,,,,,,,,,,
166,265,12,Marcos Felipe de Freitas Monteiro,3.23,11,5.0,Marcos Felipe,7.28,M. Felipe,marcos-felipe,Bahia,7,0.0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_kJmHr1X.png,0.0,1,85004,,,,,1.0,,,,3.0,,,,36.0,,,16.0,,,,
167,275,12,Vinicius Silvestre da Costa,0.0,0,3.96,Vinicius Silvestre,3.0,V. Silvestre,vinicius-silvestre,Palmeiras,6,0.0,https://s.sde.globo.com/media/person_role/2022/02/21/6b18b6e2028293647615790cb3edf11f_FORMATO.png,0.0,1,85083,,,,,,,,,,,,,,,,,,,,
