,atletas.clube_id,atletas.rodada_id,atletas.nome,atletas.media_num,atletas.jogos_num,atletas.minimo_para_valorizar,atletas.apelido,atletas.preco_num,atletas.apelido_abreviado,atletas.slug,atletas.clube.id.full.name,atletas.status_id,atletas.variacao_num,atletas.foto,atletas.pontos_num,atletas.posicao_id,atletas.atleta_id,CA,DS,FC,FF,FS,FD,G,I,SG,A,FT,CV,DE,DP,GC,GS,PS,PC,PP,V
168,264,12,Víctor Danilo Cantillo Jiménez,8.9,1,10.14,Cantillo,8.32,Cantillo,cantillo,Corinthians,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_XLtLBFc.png,0.0,4,85315,,6.0,,,1.0,1.0,,,,,,,,,,,,,,
169,277,12,João Paulo Silva Martins,4.88,12,-1.38,João Paulo,11.19,J. Paulo,joao-paulo,Santos,7,-0.61,https://s.sde.globo.com/media/person_role/2022/03/03/9edc82b201e12a2a0b8dba4d87004195_FORMATO.png,-2.0,1,85425,,,,,1.0,,,,5.0,,,,46.0,,,13.0,,,,
170,293,12,Alex Paulo Menezes Santana,2.45,7,1.09,Alex Santana,4.69,A. Santana,alex-santana,Athlético-PR,7,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_9oyYdIt.png,0.0,4,85465,3.0,6.0,8.0,4.0,12.0,1.0,1.0,1.0,,,,1.0,,,,,,,,
171,267,12,Leonardo Pinheiro da Conceição,1.01,12,3.82,Léo,3.26,Léo,leo,Vasco,7,0.55,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_upcZmtB.png,5.9,3,85626,1.0,4.0,9.0,,6.0,,,,1.0,,1.0,,,,,,,,,
172,282,12,Hyoran Kaue Dalmoro,3.54,11,0.47,Hyoran,5.95,Hyoran,hyoran,Atlético-MG,5,0.25,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_we4xNWc.png,0.8,4,85931,4.0,13.0,22.0,10.0,9.0,3.0,2.0,2.0,,,1.0,,,,,,,1.0,,
173,263,12,Gustavo Affonso Sauerbeck,1.8,3,-0.14,Gustavo Sauer,2.05,G. Sauer,gustavo-sauer,Botafogo,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_plrV8jg.png,0.0,5,85993,,3.0,3.0,1.0,2.0,,,1.0,,,,,,,,,1.0,,,
174,327,12,Wanderson Santos Pereira,1.4,6,1.48,Wanderson,3.27,Wanderson,wanderson,América-MG,6,0.38,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_b5qzoWm.png,2.3,3,86143,,3.0,9.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,
175,327,12,Alexandre Egea,2.01,10,-0.1,Alê,5.42,Alê,ale,América-MG,6,-0.51,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_BijuTNZ.png,-0.1,4,86388,2.0,9.0,13.0,4.0,8.0,,1.0,,,,,,,,,,,,,
176,290,12,Sander Henrique Bortolotto,5.38,12,1.02,Sander,9.98,Sander,sander,Goiás,7,-1.58,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_klsEyT2.png,1.7,2,86391,,29.0,15.0,2.0,26.0,4.0,,1.0,1.0,2.0,,,,,,,,,,
177,294,12,Victor Luis Chuab Zamblauskas,1.14,7,4.51,Victor Luis,3.11,V. Luis,victor-luis,Coritiba,6,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_cjqZYOH.png,0.0,2,86410,2.0,5.0,6.0,1.0,6.0,,,,1.0,,,,,,1.0,,,,,
178,266,12,Marcos da Silva França,1.92,6,6.94,Keno,4.13,Keno,keno,Fluminense,7,1.71,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_RDEOJLs.png,10.7,5,86485,2.0,5.0,6.0,1.0,5.0,1.0,,2.0,,1.0,,,,,,,,,,
179,276,12,Jandrei Chitolina Carniel,0.0,0,6.8,Jandrei,5.0,Jandrei,jandrei,São Paulo,6,0.0,https://s.sde.globo.com/media/person_role/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png,0.0,1,86508,,,,,,,,,,,,,,,,,,,,
180,263,12,Danilo das Neves Pinheiro,2.7,12,-0.57,Tchê Tchê,7.57,T. Tchê,tche-tche,Botafogo,7,-0.4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_FytIYxJ.png,-0.8,4,86686,1.0,10.0,18.0,4.0,14.0,3.0,1.0,,,1.0,,,,,,,,,,
181,283,12,Richard Cândido Coelho,4.75,4,1.17,Richard Coelho,9.02,R. Coelho,richard-coelho,Cruzeiro,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_220x220_hWLUIMn.png,0.0,4,86711,2.0,13.0,5.0,3.0,7.0,1.0,,2.0,,,,,,,,,,,,
182,262,12,Everton Sousa Soares,4.88,12,6.37,Everton,9.6,Everton,everton,Flamengo,2,1.77,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_EcaScZP.png,9.9,5,86757,1.0,8.0,10.0,11.0,8.0,7.0,2.0,3.0,,3.0,,,,,,,1.0,,,
183,263,12,Danilo Barbosa da Silva,3.36,5,0.88,Danilo Barbosa,5.14,D. Barbosa,danilo-barbosa,Botafogo,6,-0.06,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_6wIsdHM.png,1.4,4,86777,1.0,5.0,6.0,2.0,8.0,,1.0,,,,,,,,,,,,,
184,294,12,Rodrigo Cunha Pereira de Pinho,2.2,6,2.45,Rodrigo Pinho,3.74,R. Pinho,rodrigo-pinho,Coritiba,6,0.16,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_28kb8HP.png,3.8,5,86799,,2.0,2.0,5.0,4.0,2.0,,,,,1.0,,,,,,,,,
185,294,12,Gabriel Boschilia,3.56,9,-0.05,Boschilia,5.8,Boschilia,boschilia,Coritiba,6,-0.19,https://s.sde.globo.com/media/person_role/2022/08/12/8bbade4dbabca44eb3eda2767deda745_FORMATO.png,0.0,4,86841,1.0,7.0,5.0,6.0,7.0,4.0,1.0,,,1.0,,,,,,,,,,
186,356,12,José Welison da Silva,0.08,5,-1.29,José Welison,2.24,J. Welison,jose-welison,Fortaleza,6,0.0,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_Sq4MDcU.png,0.0,4,86859,2.0,3.0,9.0,,3.0,,,,,,,,,,,,,,,
187,327,12,Marlon Matheus Lopes do Nascimento,4.16,7,1.92,Marlon,5.72,Marlon,marlon,América-MG,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_9jhAK26.png,0.0,2,86864,1.0,14.0,5.0,1.0,14.0,,,,1.0,1.0,,,,,1.0,,,,,
188,277,12,Eduardo Gabriel dos Santos Bauermann,5.3,3,4.96,Eduardo Bauermann,8.08,E. Bauermann,eduardo-bauermann,Santos,3,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_GWoHgvv.png,0.0,3,86970,,2.0,3.0,4.0,,1.0,1.0,,1.0,,,1.0,,,,,,,,
189,267,12,Leonardo César Jardim,2.55,12,5.16,Léo Jardim,10.3,L. Jardim,leo-jardim,Vasco,7,1.48,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_2NC7Cvz.png,8.0,1,87008,1.0,,,,1.0,,,,1.0,,,,46.0,,,20.0,,,,
190,284,12,Nathan Allan de Souza,2.42,9,4.32,Nathan,5.68,Nathan,nathan,Grêmio,6,0.78,https://s.sde.globo.com/media/person_role/2023/04/12/photo_FORMATO_H5UIx66.png,6.7,4,87009,1.0,9.0,7.0,3.0,4.0,4.0,,1.0,,1.0,,,,,,,,,,
191,290,12,Matheus Vieira Campos Peixoto,4.38,11,0.13,Matheus Peixoto,7.76,M. Peixoto,matheus-peixoto,Goiás,7,-0.33,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_FC0h7Wp.png,0.3,5,87098,2.0,10.0,15.0,10.0,17.0,5.0,2.0,8.0,,1.0,,,,,,,,,,
192,293,12,Pedro Henrique Ribeiro Gonçalves,4.28,9,2.74,Pedro Henrique,9.79,P. Henrique,pedro-henrique,Athlético-PR,6,0.49,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Pmz9ta0.png,4.3,3,87225,3.0,9.0,13.0,4.0,5.0,1.0,1.0,2.0,4.0,,,,,,,,,,,
193,282,12,Guilherme Antonio Arana Lopes,1.07,3,0.83,Guilherme Arana,9.14,G. Arana,guilherme-arana,Atlético-MG,7,-0.2,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6cBmo9F.png,1.3,2,87228,1.0,2.0,,1.0,2.0,,,,,,,,,,,,,,,
194,285,12,Carlos María de Pena Bonino,2.75,9,1.44,Carlos de Pena,7.4,C. Pena,carlos-de-pena,Internacional,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8NTSnKt.png,0.0,4,87242,1.0,9.0,5.0,5.0,4.0,2.0,1.0,,,,,,,,,,,,,
195,277,12,Yeferson Julio Soteldo Martínez,5.53,7,4.3,Soteldo,9.24,Soteldo,soteldo,Santos,7,0.72,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xCE9nv8.png,6.7,5,87258,,8.0,2.0,5.0,22.0,4.0,,1.0,,2.0,1.0,1.0,,,,,,,,
196,284,12,Walter Kannemann,4.2,9,1.25,Kannemann,8.19,Kannemann,kannemann,Grêmio,7,-0.16,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q2fTOjY.png,2.0,3,87342,6.0,24.0,18.0,2.0,9.0,2.0,,,2.0,1.0,,1.0,,,,,,,,
197,277,12,Messias Rodrigues da Silva Júnior,3.98,12,2.28,Messias,7.77,Messias,messias,Santos,7,0.23,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_XWlumea.png,3.6,3,87402,,18.0,7.0,2.0,3.0,1.0,,1.0,5.0,,,,,,,,,1.0,,
198,265,12,Thaciano Mickael da Silva,5.95,11,0.04,Thaciano,11.23,Thaciano,thaciano,Bahia,7,-1.52,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_dQGg2S1.png,0.2,4,87470,,17.0,13.0,11.0,13.0,4.0,2.0,2.0,,2.0,1.0,,,,,,,,,
199,293,12,Vitor Frezarin Bueno,4.13,9,2.35,Vitor Bueno,7.18,V. Bueno,vitor-bueno,Athlético-PR,7,-0.71,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Vn5DBCR.png,3.7,4,87552,3.0,6.0,5.0,4.0,11.0,4.0,,1.0,,3.0,2.0,,,,,,,,,
200,327,12,Mateus Pasinato,3.6,5,0.01,Mateus Pasinato,2.66,M. Pasinato,mateus-pasinato,América-MG,6,-0.29,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_1bOXVa7.png,-1.0,1,87603,1.0,,,,2.0,,,,1.0,,,,20.0,,,7.0,,,,
201,283,12,Antônio Francisco Moura Neto,1.07,10,0.76,Neto Moura,2.76,N. Moura,neto-moura,Cruzeiro,2,0.1,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_MSIx6c6.png,1.2,4,87742,1.0,8.0,9.0,4.0,1.0,1.0,,1.0,,,,,,,,,,,,
202,265,12,Yago Felipe da Costa Rocha,2.18,6,4.49,Yago Felipe,5.25,Y. Felipe,yago-felipe,Bahia,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO.png,0.0,4,87747,1.0,12.0,13.0,2.0,4.0,,,,,,,,,,,,,,,
203,263,12,Philipe Sampaio Azevedo,3.9,5,3.59,Philipe Sampaio,4.58,P. Sampaio,philipe-sampaio,Botafogo,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_E29teNI.png,0.0,3,87808,,3.0,1.0,1.0,1.0,,,1.0,3.0,,,,,,,,,,,
204,282,12,Paolo Mauricio Lemos Merladett,3.51,7,3.09,Mauricio Lemos,9.72,M. Lemos,mauricio-lemos,Atlético-MG,7,0.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,0.0,3,87853,4.0,7.0,9.0,1.0,5.0,4.0,1.0,2.0,2.0,,,1.0,,,,,,,,
205,262,12,Giorgian Daniel de Arrascaeta Benedetti,4.48,7,0.15,Arrascaeta,12.22,Arrascaeta,arrascaeta,Flamengo,7,-0.7,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,0.3,4,87863,1.0,5.0,9.0,6.0,10.0,2.0,,1.0,,2.0,2.0,,,,,,1.0,,,
206,264,12,Fabián Cornelio Balbuena González,0.9,1,5.71,Balbuena,4.33,Balbuena,balbuena,Corinthians,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_a0U2siY.png,0.0,3,87887,,1.0,1.0,,,,,,,,,,,,,,,,,
207,1371,12,Alan Pereira Empereur,2.46,10,1.65,Alan Empereur,4.63,A. Empereur,alan-empereur,Cuiabá,3,0.13,https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,2.6,3,88033,3.0,5.0,4.0,3.0,6.0,2.0,,,2.0,1.0,,,,,,,,,,
208,263,12,Luís Manuel Ribeiro de Castro,6.82,12,4.33,Luís Castro,13.41,L. Castro,luis-castro,Botafogo,7,0.17,https://s.sde.globo.com/media/person_role/2022/02/21/3d4eb55c672851b1407085b09c4dfbb4_FORMATO.png,6.82,6,88037,,,,,,,,,,,,,,,,,,,,10.0
209,266,12,Jorge Marco de Oliveira Moraes,0.0,0,5.38,Jorge,4.0,Jorge,jorge,Fluminense,5,0.0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_Rnoad6D.png,0.0,2,88065,,,,,,,,,,,,,,,,,,,,
210,267,12,Ivan Quaresma da Silva,0.0,0,6.8,Ivan,5.0,Ivan,ivan,Vasco,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_qStnmUz.png,0.0,1,88136,,,,,,,,,,,,,,,,,,,,
211,264,12,Ángel Rodrigo Romero Villamayor,0.63,3,-0.73,Ángel Romero,2.97,Ã. Romero,angel-romero,Corinthians,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_CufTSrv.png,0.0,5,88323,,1.0,1.0,,2.0,,,,,,,,,,,,,,,
212,267,12,Gabriel Dias de Oliveira,0.0,0,3.96,Gabriel Dias,3.0,G. Dias,gabriel-dias,Vasco,5,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_SmDR7cT.png,0.0,2,88368,,,,,,,,,,,,,,,,,,,,
213,262,12,Ayrton Lucas Dantas de Medeiros,6.33,12,3.02,Ayrton Lucas,15.49,A. Lucas,ayrton-lucas,Flamengo,7,0.63,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_P9K1v1H.png,4.8,2,88393,2.0,16.0,16.0,3.0,15.0,3.0,3.0,,4.0,1.0,,,,,,,1.0,,,
214,280,12,Aderlan de Lima Silva,4.62,8,4.12,Aderlan,8.75,Aderlan,aderlan,Bragantino,2,0.3,https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,6.4,2,88423,,15.0,10.0,3.0,5.0,,,,3.0,1.0,,1.0,,,,,,,,
215,356,12,Lucas de Figueiredo Crispim,0.87,3,-0.01,Lucas Crispim,3.62,L. Crispim,lucas-crispim,Fortaleza,7,-0.57,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_EvxhSX5.png,0.0,4,88597,,2.0,1.0,,1.0,,,,,,,,,,,,,,,
216,294,12,Damián Marcelino Moreno,4.15,8,6.65,Marcelino Moreno,5.87,M. Moreno,marcelino-moreno,Coritiba,7,1.46,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_S4cMFFx.png,10.3,4,88857,1.0,4.0,3.0,3.0,18.0,5.0,1.0,1.0,,1.0,,,,,,,,,,
217,294,12,Luan Polli Gomes,3.5,1,4.18,Luan Polli,3.54,L. Polli,luan-polli,Coritiba,6,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_gZl1v6O.png,0.0,1,88916,,,,,1.0,,,,,,,,5.0,,,2.0,,,,
218,327,12,Iago Justen Maidana Martins,0.36,10,0.57,Iago Maidana,1.9,I. Maidana,iago-maidana,América-MG,7,0.11,https://s.sde.globo.com/media/person_role/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png,0.9,3,89226,3.0,5.0,10.0,4.0,1.0,,,1.0,,,,,,,,,,,,
219,262,12,Gerson Santos da Silva,7.31,8,8.75,Gerson,12.52,Gerson,gerson,Flamengo,7,1.93,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_UpueHtq.png,12.2,4,89256,1.0,8.0,19.0,2.0,24.0,1.0,2.0,2.0,,5.0,,,,,,,1.0,1.0,,
220,284,12,João Pedro Maturano dos Santos,4.37,7,3.2,João Pedro,11.4,J. Pedro,joao-pedro,Grêmio,7,0.71,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ux7O1sm.png,5.0,2,89273,,8.0,1.0,1.0,5.0,,1.0,,1.0,1.0,,,,,,,,,,
221,283,12,Willian de Asevedo Furtado,4.52,12,4.93,William,9.7,William,william,Cruzeiro,7,1.08,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_mkEok8F.png,7.7,2,89275,2.0,19.0,14.0,4.0,19.0,,,,4.0,1.0,,,,,,,,,,
222,282,12,Igor Rabello da Costa,0.0,1,-0.01,Igor Rabello,3.58,I. Rabello,igor-rabello,Atlético-MG,6,-1.42,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,0.0,3,89493,,,,,,,,,,,,,,,,,,,,
223,262,12,Thiago Maia Alencar,2.65,10,-0.24,Thiago Maia,6.37,T. Maia,thiago-maia,Flamengo,7,-0.5,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_yDq9MVW.png,-0.3,4,89637,2.0,25.0,11.0,1.0,2.0,,,,,,,,,,,,,,,
224,1371,12,Iury Lirio Freitas de Castilho,1.67,6,1.01,Iury Castilho,3.03,I. Castilho,iury-castilho,Cuiabá,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_WoJbpFR.png,0.0,5,89695,,2.0,4.0,3.0,6.0,3.0,,2.0,,,,,,,,,,,,
225,276,12,Jonathan Calleri,5.79,11,2.71,Calleri,14.99,Calleri,calleri,São Paulo,7,-0.3,https://s.sde.globo.com/media/person_role/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png,4.3,5,89840,2.0,3.0,28.0,8.0,29.0,7.0,4.0,9.0,,2.0,,,,,,,,,,
226,284,12,Franco Cristaldo,6.5,11,7.0,Cristaldo,12.33,Cristaldo,cristaldo,Grêmio,2,1.43,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Sywtl9T.png,10.9,4,89846,,18.0,2.0,5.0,19.0,6.0,3.0,2.0,,1.0,,,,,,,1.0,,,
227,277,12,Douglas Moreira Fagundes,2.92,11,0.35,Dodi,4.76,Dodi,dodi,Santos,7,-0.24,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_a0W192c.png,0.6,4,89883,5.0,26.0,19.0,1.0,19.0,1.0,,,,,,,,,,,,,,
228,264,12,Róger Krug Guedes,7.21,12,1.96,Róger Guedes,16.69,R. Guedes,roger-guedes,Corinthians,7,0.15,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_39SGFR6.png,3.2,5,89898,2.0,5.0,8.0,18.0,34.0,9.0,5.0,3.0,,,1.0,,,,,,,,,
229,284,12,Everton Galdino Moreira,2.95,10,3.19,Everton Galdino,5.54,E. Galdino,everton-galdino,Grêmio,5,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TtRmr2d.png,0.0,5,89918,1.0,4.0,4.0,2.0,4.0,2.0,2.0,,,1.0,,,,,,,,,,
230,277,12,John Stiven Mendoza Valencia,8.55,7,7.15,Mendoza,14.23,Mendoza,mendoza,Santos,7,1.13,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_fdX9HMF.png,11.1,5,90031,,6.0,7.0,7.0,19.0,4.0,3.0,2.0,,2.0,,,,,,,1.0,,,
231,356,12,Bruno de Jesus Pacheco,6.6,11,0.75,Bruno Pacheco,10.56,B. Pacheco,bruno-pacheco,Fortaleza,6,-0.69,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_PYjs4Li.png,1.3,2,90061,1.0,18.0,18.0,5.0,12.0,2.0,,,6.0,3.0,,,,,,,,,,
232,276,12,Raí dos Reis Ramos,3.95,4,1.86,Raí Ramos,5.3,R. Ramos,rai-ramos,São Paulo,6,0.0,https://s.sde.globo.com/media/person_role/2023/04/15/photo_FORMATO_p3UWrBW.png,0.0,2,90232,2.0,4.0,5.0,2.0,1.0,2.0,,,2.0,,,,,,,,,,,
233,262,12,Bruno Henrique Pinto,2.34,7,0.75,Bruno Henrique,5.68,B. Henrique,bruno-henrique,Flamengo,6,0.01,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_PsLr2Kh.png,1.2,5,90285,,4.0,6.0,5.0,3.0,,1.0,1.0,,,,,,,,,,,,
234,275,12,Jaílson Marques Siqueira,0.0,1,5.69,Jailson,4.22,Jailson,jailson,Palmeiras,5,0.0,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_borikKg.png,0.0,4,90290,,,,,,,,,,,,,,,,,,,,
235,356,12,Pedro Rocha Neves,0.0,0,6.8,Pedro Rocha,5.0,P. Rocha,pedro-rocha,Fortaleza,5,0.0,https://s.sde.globo.com/media/person_role/2022/09/28/photo_FORMATO_wjBokpm.png,0.0,5,90302,,,,,,,,,,,,,,,,,,,,
236,276,12,David Correa da Fonseca,1.84,5,-0.22,David,3.18,David,david,São Paulo,6,-0.12,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_zc5jjjt.png,-0.3,5,90309,2.0,1.0,2.0,1.0,4.0,,1.0,2.0,,,,,,,,,,,,
237,265,12,Júlio César Rezende de Miranda,3.48,10,0.53,Rezende,6.48,Rezende,rezende,Bahia,7,-0.55,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,0.9,4,90449,1.0,28.0,10.0,4.0,10.0,,,,,,,1.0,,,,,,,,
238,290,12,Diego Gonçalves,1.31,7,1.99,Diego Gonçalves,2.46,D. Gonçalves,diego-goncalves,Goiás,7,0.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_eh2bZ7u.png,0.0,5,90540,,3.0,6.0,2.0,7.0,2.0,,1.0,,,,,,,,,,,,
239,265,12,Mateus Eduardo Claus,-1.0,1,-0.66,Mateus Claus,1.95,M. Claus,mateus-claus,Bahia,6,-1.05,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_UPFwDzZ.png,-1.0,1,90590,,,,,,,,,,,,,1.0,,,2.0,,,,
240,262,12,Fabrício Bruno Soares de Faria,3.65,12,1.5,Fabrício Bruno,9.22,F. Bruno,fabricio-bruno,Flamengo,7,0.13,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_zrQ4flU.png,2.4,3,90768,2.0,14.0,5.0,1.0,7.0,1.0,,,4.0,1.0,,,,,,,,,,
241,327,12,Everaldo Silva do Nascimento,4.38,10,4.88,Everaldo,9.54,Everaldo,everaldo,América-MG,7,1.01,https://s.sde.globo.com/media/person_role/2022/02/25/561f3ca4238e82e1b2e1479a1a66c551_FORMATO.png,7.6,5,91151,3.0,13.0,6.0,3.0,15.0,2.0,1.0,3.0,,2.0,1.0,,,,,,,,,
242,1371,12,Ítaro Patric Cardoso Calmon,1.94,7,1.21,PK,4.04,PK,pk,Cuiabá,6,0.03,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_kfJYHxI.png,1.9,2,91190,1.0,10.0,10.0,2.0,4.0,,,,1.0,,,1.0,,,,,,,,
243,327,12,Éder Ferreira Graminho,0.57,6,-0.57,Éder,2.21,Éder,eder,América-MG,7,0.0,https://s.sde.globo.com/media/person_role/2022/02/24/e0b5f4c6647fe1b42922ddb4458dade0_FORMATO.png,0.0,3,91203,4.0,10.0,11.0,1.0,2.0,,,1.0,,,,1.0,,,,,,,,
244,284,12,Felipe Ignacio Carballo Ares,1.28,5,2.85,Carballo,4.23,Carballo,carballo,Grêmio,7,0.71,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NYg6Ymv.png,4.4,4,91254,1.0,4.0,5.0,3.0,1.0,1.0,,,,,,,,,,,,,,
245,263,12,Lucas Estella Perri,6.58,12,6.4,Lucas Perri,12.02,L. Perri,lucas-perri,Botafogo,7,-0.01,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_83wBpb6.png,10.0,1,91260,,,,,,,,,7.0,,,,51.0,,,7.0,,,,
246,262,12,Erick Antonio Pulgar Farfán,3.4,9,5.42,Erick Pulgar,5.36,E. Pulgar,erick-pulgar,Flamengo,7,1.57,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xuM4Nls.png,8.4,4,91473,2.0,15.0,16.0,2.0,4.0,,2.0,2.0,,,,,,,,,,,,
247,276,12,Robert Abel Arboleda Escobar,4.53,7,1.06,Arboleda,8.55,Arboleda,arboleda,São Paulo,7,-0.72,https://s.sde.globo.com/media/person_role/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,1.7,3,91573,,13.0,1.0,2.0,4.0,,,2.0,2.0,,1.0,,,,,,,,,
248,275,12,Ronielson da Silva Barbosa,3.24,9,2.04,Rony,9.28,Rony,rony,Palmeiras,7,0.2,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_eJOedW8.png,3.2,5,91607,,4.0,9.0,4.0,8.0,4.0,2.0,9.0,,,,,,,,,,,,
249,263,12,Adryelson Shawann Lima Silva,3.91,12,3.19,Adryelson,6.54,Adryelson,adryelson,Botafogo,7,0.19,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,5.0,3,91664,1.0,7.0,4.0,1.0,5.0,2.0,,,7.0,,,,,,,,,,,
250,283,12,Matheus Isaías dos Santos,-0.38,5,-0.79,Matheus Jussa,1.46,M. Jussa,matheus-jussa,Cruzeiro,7,-0.46,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vMaiFUT.png,-1.2,4,91689,3.0,2.0,10.0,,1.0,1.0,,,,,,,,,,,,,,
251,283,12,Marlon Rodrigues Xavier,9.54,12,5.97,Marlon,17.51,Marlon,marlon,Cruzeiro,7,0.8,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_vrVAWB7.png,9.4,2,91706,2.0,57.0,11.0,3.0,9.0,3.0,2.0,1.0,4.0,1.0,,,,,,,,,,
252,266,12,Marcílio Florêncio Mota Filho,3.98,12,-2.21,Nino,11.26,Nino,nino,Fluminense,3,-0.83,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_U5c1E7V.png,-3.3,3,91708,2.0,6.0,12.0,3.0,13.0,1.0,2.0,,4.0,,1.0,1.0,,,,,,,,
253,290,12,Matheus Alves da Silva Cardoso,0.0,0,2.54,Matheus Alves,2.0,M. Alves,matheus-alves,Goiás,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_voSytVs.png,0.0,1,91712,,,,,,,,,,,,,,,,,,,,
