,atletas.posicao_id,atletas.foto,atletas.status_id,atletas.apelido_abreviado,atletas.clube_id,atletas.jogos_num,atletas.atleta_id,atletas.pontos_num,atletas.rodada_id,atletas.slug,atletas.media_num,atletas.apelido,atletas.nome,atletas.preco_num,atletas.clube.id.full.name,atletas.variacao_num,atletas.minimo_para_valorizar,A,CA,DS,FC,FD,FF,FS,FT,G,I,SG,CV,PC,PS,DE,GS,PP,DP,GC,V
86,1,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_qLr4Pp0.png,6,F. Miguel,356,4,71571,0.0,16,fernando-miguel,5.25,Fernando Miguel,Fernando Miguel Kaufmann,10.86,Fortaleza,0.0,,,,,,,,,,,,1.0,,,,20.0,4.0,,,,
87,1,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_PN9nfV7.png,7,Weverton,275,15,71631,3.0,16,weverton,3.61,Weverton,Weverton Pereira da Silva,9.1,Palmeiras,-0.83,,,1.0,,,,,2.0,,,,4.0,,,,47.0,13.0,,,,
88,3,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_WsvPa3o.png,7,G. Gómez,275,15,71684,1.0,16,gustavo-gomez,2.85,Gustavo Gómez,Gustavo Raúl Gómez Portillo,8.22,Palmeiras,-0.96,,1.0,4.0,18.0,16.0,2.0,4.0,9.0,,,2.0,3.0,,,,,,,,,
89,5,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_LaKDS7J.png,3,T. Galhardo,356,12,71844,0.0,16,thiago-galhardo,3.01,Thiago Galhardo,Thiago Galhardo do Nascimento Rocha,6.18,Fortaleza,0.0,,,3.0,6.0,7.0,5.0,8.0,12.0,,2.0,4.0,,,,,,,,,,
90,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_wzlbP45.png,6,G. Pires,263,3,71898,0.0,16,gabriel-pires,4.57,Gabriel Pires,Gabriel Appelt Pires,5.61,Botafogo,0.0,,,,11.0,7.0,,2.0,2.0,,,,,,,,,,,,,
91,5,https://s.sde.globo.com/media/person_role/2023/07/10/photo_FORMATO_jd2MPl6.png,6,Iturbe,284,1,72134,1.7,16,iturbe,1.7,Iturbe,Juan Manuel Iturbe Arévalos,4.81,Grêmio,-1.19,,,,1.0,,,,1.0,,,,,,,,,,,,,
92,3,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TwK8xQJ.png,6,D. Avelar,327,11,72142,0.0,16,danilo-avelar,5.27,Danilo Avelar,Danilo Fernando Avelar,6.02,América-MG,0.0,,1.0,2.0,15.0,24.0,5.0,6.0,7.0,1.0,3.0,1.0,1.0,,1.0,,,1.0,,,,
93,1,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_XhJDp6n.png,7,Everson,282,16,72294,0.0,16,everson,3.16,Everson,Everson Felipe Marques Pires,5.57,Atlético-MG,-1.2,,,2.0,,,,,5.0,,,,5.0,,,,40.0,15.0,,,,
94,1,https://s.sde.globo.com/media/person_role/2022/08/16/19b70a0ace7230f7a5033ad9270abf7e_FORMATO.png,6,F. Alves,276,0,72372,0.0,16,felipe-alves,0.0,Felipe Alves,Felipe Alves Raymundo,6.0,São Paulo,0.0,,,,,,,,,,,,,,,,,,,,,
95,6,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_dcBENR5.png,7,F. Diniz,266,16,72391,3.23,16,fernando-diniz,5.34,Fernando Diniz,Fernando Diniz Silva,13.85,Fluminense,-0.1,,,,,,,,,,,,,,,,,,,,,7.0
96,4,https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_Fbab3V0.png,6,G. Campanharo,285,11,72497,3.6,16,gustavo-campanharo,2.65,Gustavo Campanharo,Gustavo Campanharo,5.56,Internacional,0.0,,,5.0,27.0,19.0,3.0,,8.0,,,,,,,,,,,,,
97,2,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_r03QzyK.png,7,Maguinho,290,14,72532,6.8,16,maguinho,3.28,Maguinho,Magno José da Silva,4.65,Goiás,0.13,,,5.0,17.0,42.0,,9.0,14.0,,2.0,,3.0,1.0,,1.0,,,,,,
98,1,https://s.sde.globo.com/media/person_role/2021/06/04/4b9a4cd7759d0ef36a25a02c4b9cf8a8_FORMATO.png,6,M. Cavichioli,327,7,72580,0.0,16,matheus-cavichioli,1.17,Matheus Cavichioli,Matheus Fernando Cavichioli,5.43,América-MG,0.0,,,,,1.0,,,1.0,,,,,1.0,,,26.0,19.0,,1.0,1.0,
99,5,https://s.sde.globo.com/media/person_role/2022/04/12/5422d339b6546dc0505e80e10b027269_FORMATO.png,6,P. Henrique,285,11,72583,0.0,16,pedro-henrique,3.55,Pedro Henrique,Pedro Henrique Konzen Medina da Silva,6.83,Internacional,0.0,,1.0,,12.0,20.0,4.0,10.0,10.0,,1.0,11.0,,,,1.0,,,,,,
100,1,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_mZtm5zI.png,6,M. Kozlinski,356,1,72595,0.0,16,mauricio-kozlinski,6.0,Maurício Kozlinski,Maurício Kozlinski,4.92,Fortaleza,0.0,,,,,,,,,,,,1.0,,,,1.0,,,,,
101,3,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_HuEb513.png,6,V. Hugo,265,10,72605,0.0,16,vitor-hugo,2.27,Vitor Hugo,Vitor Hugo Franchescoli de Souza,5.28,Bahia,0.0,,,1.0,9.0,7.0,,5.0,4.0,,,,2.0,,1.0,,,,,,,
102,4,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_l5sEyLV.png,3,Ceppelini,1371,14,72762,0.0,16,ceppelini,2.05,Ceppelini,Pablo Daniel Ceppelini Gatto,3.84,Cuiabá,0.0,,2.0,3.0,6.0,10.0,6.0,6.0,11.0,,,1.0,,,,,,,,,,
103,5,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_SJwFoxe.png,6,L. Adriano,285,14,72772,0.0,16,luiz-adriano,2.64,Luiz Adriano,Luiz Adriano de Souza da Silva,5.66,Internacional,0.0,,1.0,,5.0,8.0,3.0,5.0,14.0,2.0,1.0,3.0,,,,,,,,,,
104,4,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_X6EpiKc.png,7,Fernandinho,293,7,72775,0.6,16,fernandinho,1.77,Fernandinho,Fernando Luiz Rosa,4.95,Athlético-PR,-0.55,,1.0,4.0,9.0,13.0,,2.0,8.0,,,1.0,,,1.0,,,,,,,
105,3,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_rOFNbA7.png,7,Mercado,285,10,72951,6.8,16,mercado,4.33,Mercado,Gabriel Iván Mercado,6.47,Internacional,-0.14,,,5.0,19.0,16.0,2.0,1.0,4.0,,,,5.0,,,,,,,,,
106,2,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_9c2ocup.png,7,D. Borges,327,3,73318,1.4,16,daniel-borges,2.83,Daniel Borges,Daniel Fortunato Borges,4.98,América-MG,-0.08,,,1.0,5.0,4.0,1.0,,1.0,1.0,,,,,,,,,,,,
107,2,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_GJkHCf2.png,7,S. Xavier,266,12,73384,2.2,16,samuel-xavier,4.88,Samuel Xavier,Samuel Xavier Brito,10.28,Fluminense,-0.52,,2.0,4.0,12.0,10.0,2.0,6.0,12.0,,1.0,2.0,4.0,,,,,,,,,
108,5,https://s.sde.globo.com/media/person_role/2023/04/10/photo_FORMATO_UU1DWbN.png,6,J. Dias,285,10,73479,0.0,16,jean-dias,2.24,Jean Dias,Jean Dias da Costa,3.41,Internacional,0.0,,1.0,1.0,2.0,5.0,1.0,3.0,12.0,,1.0,1.0,,,,,,,,,,
109,3,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_QXt8Pw7.png,7,B. Alves,284,14,73620,7.1,16,bruno-alves,2.17,Bruno Alves,Bruno Fabiano Alves,6.71,Grêmio,0.71,,,1.0,10.0,6.0,1.0,2.0,7.0,,,2.0,3.0,,,,,,,,,
110,5,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_8U4l1F1.png,7,G. Marques,290,10,73781,2.5,16,guilherme-marques,3.84,Guilherme Marques,Guilherme Costa Marques,4.09,Goiás,-2.51,,1.0,2.0,13.0,14.0,3.0,7.0,4.0,,2.0,2.0,,1.0,,,,,,,,
111,3,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_8nCiWcT.png,6,R. Caio,262,1,73800,0.0,16,rodrigo-caio,0.0,Rodrigo Caio,Rodrigo Caio Coquette Russo,3.97,Flamengo,0.0,,,,,,,,,,,,,,,,,,,,,
112,5,https://s.sde.globo.com/media/person_role/2022/03/31/a411b722d7d0edc88f871c1a48191dc1_FORMATO.png,5,Aloísio,327,12,73850,0.0,16,aloisio,4.57,Aloísio,Aloísio dos Santos Gonçalves,7.85,América-MG,0.0,,1.0,3.0,2.0,18.0,7.0,10.0,8.0,4.0,3.0,6.0,,,,,,,,,,
113,4,https://s.sde.globo.com/media/person_role/2021/05/04/83ae4938b05e0e1d67ad49af17785e89_FORMATO.png,5,Alison,277,5,73974,0.0,16,alison,1.24,Alison,Alison Lopes Ferreira,3.03,Santos,0.0,,,,5.0,1.0,,,1.0,,,,,,,,,,,,,
114,1,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_zKZCWAI.png,6,G. Fernández,263,0,74061,0.0,16,gatito-fernandez,0.0,Gatito Fernández,Roberto Junior Fernández Torres,8.0,Botafogo,0.0,,,,,,,,,,,,,,,,,,,,,
115,2,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_UA5MZDv.png,6,Madson,293,12,78077,4.7,16,madson,2.27,Madson,Madson Ferreira dos Santos,6.08,Athlético-PR,0.12,,1.0,3.0,3.0,12.0,,2.0,8.0,,,3.0,4.0,,,,,,,,,
116,5,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_8pHdjST.png,7,Everaldo,265,13,78117,2.0,16,everaldo,2.1,Everaldo,Everaldo Stum,7.68,Bahia,0.17,,,4.0,6.0,13.0,5.0,2.0,10.0,,2.0,5.0,,,,,,,,,,
117,2,https://s.sde.globo.com/media/person_role/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png,7,Renê,285,14,78445,12.4,16,rene,5.29,Renê,Renê Rodrigues Martins,11.07,Internacional,1.07,,,2.0,30.0,11.0,,3.0,22.0,,,1.0,6.0,,,,,,,,,
118,5,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_7bHRcHm.png,7,J. Cafu,1371,15,78580,4.7,16,jonathan-cafu,3.02,Jonathan Cafu,Jonathan Renato Barbosa,7.03,Cuiabá,0.24,,2.0,3.0,19.0,15.0,2.0,5.0,24.0,,,4.0,,,,2.0,,,,,,
119,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_GUlE7bV.png,6,Gabriel,285,1,78605,0.0,16,gabriel,0.0,Gabriel,Gabriel Girotto Franco,4.28,Internacional,0.0,,,,,,,,,,,,,,,,,,,,,
120,4,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Yl1MU4D.png,5,Ramiro,283,6,78715,0.0,16,ramiro,3.8,Ramiro,Ramiro Moschen Benetti,5.62,Cruzeiro,0.0,,1.0,3.0,9.0,8.0,1.0,4.0,,,1.0,,,,,,,,,,,
121,2,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_YOXKUlg.png,7,Reinaldo,284,10,78850,6.6,16,reinaldo,4.73,Reinaldo,Reinaldo Manoel da Silva,8.24,Grêmio,0.72,,4.0,6.0,7.0,17.0,4.0,3.0,10.0,,1.0,2.0,2.0,,,,,,,,,
122,4,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_xMjWx6h.png,6,T. Santos,266,8,78855,0.0,16,thiago-santos,0.54,Thiago Santos,Thiago dos Santos,1.94,Fluminense,0.0,,,2.0,5.0,8.0,1.0,,3.0,,,,,,,,,,,,,
123,3,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_aiqNBl6.png,6,L. Felipe,277,1,79035,0.0,16,luiz-felipe,0.0,Luiz Felipe,Luiz Felipe do Nascimento dos Santos,2.16,Santos,0.0,,,,,,,,,,,,,,,,,,,,,
124,3,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_iLUMfpx.png,3,V. Cuesta,263,14,79113,0.0,16,victor-cuesta,6.32,Víctor Cuesta,Víctor Leandro Cuesta,10.62,Botafogo,0.0,,1.0,6.0,20.0,14.0,2.0,3.0,8.0,1.0,1.0,1.0,10.0,,,,,,,,,
125,5,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_So2bREb.png,6,S. Romero,356,11,79188,-0.8,16,silvio-romero,2.24,Silvio Romero,Silvio Ezequiel Romero,4.42,Fortaleza,-0.59,,1.0,2.0,1.0,6.0,,2.0,4.0,1.0,2.0,4.0,,,,,,,,,,
126,4,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_S95pz8G.png,6,F. Augusto,1371,9,79268,0.0,16,filipe-augusto,1.1,Filipe Augusto,Filipe Augusto Carvalho Souza,1.66,Cuiabá,0.0,,,1.0,11.0,11.0,,,8.0,,,,,1.0,,,,,,,,
127,3,https://s.sde.globo.com/media/person_role/2021/06/04/a95541b4ee84849f6e060a780b86704d_FORMATO.png,5,R. Silva,327,5,79334,0.0,16,ricardo-silva,1.04,Ricardo Silva,Ricardo César Dantas da Silva,2.01,América-MG,0.0,,,1.0,5.0,6.0,,,4.0,,,,,,,,,,,,,
128,5,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_CKcA05y.png,3,Cano,266,15,79631,0.0,16,cano,4.31,Cano,Germán Ezequiel Cano,13.88,Fluminense,0.0,,,3.0,11.0,15.0,9.0,15.0,6.0,2.0,4.0,8.0,,,,,,,1.0,,,
129,4,https://s.sde.globo.com/media/person_role/2023/07/10/photo_FORMATO_YrS5yhK.png,6,L. Silva,283,4,79701,0.0,16,lucas-silva,2.67,Lucas Silva,Lucas Silva Borges,4.71,Cruzeiro,0.0,,,,8.0,3.0,,,4.0,,,,,,,,,,,,,
130,4,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_jUc4EZ2.png,7,Y. Pikachu,356,16,80196,1.4,16,yago-pikachu,2.52,Yago Pikachu,Glaybson Yago Souza Lisboa,7.56,Fortaleza,0.01,,,2.0,6.0,6.0,4.0,6.0,15.0,,3.0,2.0,,,,,,,1.0,,,
131,5,https://s.sde.globo.com/media/person_role/2022/03/01/aeb1926a6ddb270206f4ceffcf701d4b_FORMATO.png,6,Luciano,276,15,80287,0.2,16,luciano,5.02,Luciano,Luciano da Rocha Neves,11.4,São Paulo,-1.41,,2.0,3.0,7.0,11.0,8.0,11.0,22.0,2.0,4.0,2.0,,,,,,,1.0,,,
132,2,https://s.sde.globo.com/media/person_role/2023/07/18/photo_FORMATO_2XeJymB.png,7,Gilberto,265,1,80313,10.4,16,gilberto,10.4,Gilberto,Gilberto Moraes Júnior,8.53,Bahia,1.53,,,,2.0,,1.0,1.0,2.0,,,,1.0,,,,,,,,,
133,3,https://s.sde.globo.com/media/person_role/2023/07/12/photo_220x220.png,3,Marlon,266,0,80538,0.0,16,marlon,0.0,Marlon,Marlon Santos da Silva Barbosa,7.0,Fluminense,0.0,,,,,,,,,,,,,,,,,,,,,
134,4,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_l0JerUa.png,7,L. Lima,277,16,80583,7.4,16,lucas-lima,3.76,Lucas Lima,Lucas Rafael Araújo Lima,8.05,Santos,1.2,,4.0,2.0,23.0,29.0,2.0,3.0,22.0,,1.0,4.0,,,,,,,,,,
135,3,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_cnIvHfj.png,6,Luan,275,11,80692,0.0,16,luan,3.79,Luan,Luan Garcia Teixeira,7.45,Palmeiras,0.0,,,1.0,10.0,15.0,2.0,4.0,8.0,1.0,1.0,3.0,3.0,,,,,,,,,
136,3,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_2mIyND1.png,6,P. Geromel,284,0,80853,0.0,16,pedro-geromel,0.0,Pedro Geromel,Pedro Tonon Geromel,7.0,Grêmio,0.0,,,,,,,,,,,,,,,,,,,,,
137,4,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,7,Jair,267,13,81091,2.6,16,jair,4.28,Jair,Jair Rodrigues Júnior,8.64,Vasco,0.12,,,5.0,24.0,23.0,1.0,2.0,38.0,,2.0,,,,,1.0,,,,,,
138,4,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_t30cY72.png,6,L. Mugni,265,5,81121,0.0,16,lucas-mugni,1.52,Lucas Mugni,Lucas Andrés Mugni,3.48,Bahia,0.0,,,,5.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,
139,2,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_VrbLrFd.png,6,Mayke,275,13,81150,5.2,16,mayke,4.76,Mayke,Mayke Rocha de Oliveira,8.05,Palmeiras,0.24,,3.0,3.0,24.0,16.0,,1.0,4.0,,1.0,,3.0,,,,,,,,,
140,4,https://s.sde.globo.com/media/person_role/2022/03/01/14ebdbca4e280cd9dfdb9b7e2148afe0_FORMATO.png,6,Alisson,276,16,81845,0.0,16,alisson,2.81,Alisson,Alisson Euler de Freitas Castro,5.37,São Paulo,-0.9,,3.0,2.0,20.0,18.0,1.0,8.0,12.0,,,1.0,,,,,,,,,,
141,1,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_KgJZuxA.png,7,J. Ricardo,356,11,81881,0.0,16,joao-ricardo,4.55,João Ricardo,João Ricardo Riedi,6.97,Fortaleza,0.08,,,1.0,,,,,2.0,,,,5.0,,,,29.0,11.0,,1.0,,
142,5,https://s.sde.globo.com/media/person_role/2023/04/22/photo_FORMATO_X04virK.png,6,H. Dourado,283,11,81905,-0.1,16,henrique-dourado,1.88,Henrique Dourado,José Henrique da Silva Dourado,4.33,Cruzeiro,-0.17,,,2.0,3.0,12.0,2.0,7.0,9.0,1.0,1.0,8.0,,,,,,,,,,
143,4,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_9raWzET.png,7,W. Oliveira,290,12,81952,0.7,16,willian-oliveira,2.36,Willian Oliveira,Willian Osmar de Oliveira Silva,2.93,Goiás,-0.78,,,4.0,19.0,20.0,2.0,2.0,17.0,1.0,,,,,,,,,,,,
144,4,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ek7YW7J.png,6,Juninho,327,15,82381,2.5,16,juninho,2.85,Juninho,Adilson dos Anjos Oliveira,6.14,América-MG,-1.0,,,1.0,15.0,11.0,3.0,3.0,12.0,,2.0,1.0,,,,1.0,,,,,,
145,1,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_jSvkpAL.png,7,Tadeu,290,13,82453,6.0,16,tadeu,3.39,Tadeu,Tadeu Antônio Ferreira,6.93,Goiás,0.21,,,,,,,,4.0,,,,3.0,,,,45.0,18.0,,,,
146,4,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XlK02hD.png,7,Z. Rafael,275,13,82455,0.9,16,ze-rafael,4.72,Zé Rafael,José Rafael Vivian,9.95,Palmeiras,-1.45,,1.0,5.0,40.0,33.0,5.0,3.0,30.0,,,1.0,,,,,,,,,,
147,4,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,7,Otávio,282,6,82463,1.4,16,otavio,2.53,Otávio,Otávio Henrique Passos Santos,3.92,Atlético-MG,-0.55,,,3.0,14.0,7.0,1.0,1.0,3.0,,,,,,,,,,,,,
148,5,https://s.sde.globo.com/media/person_role/2023/07/03/photo_FORMATO.png,3,L. Araújo,262,2,82627,0.0,16,luiz-araujo,-0.45,Luiz Araújo,Luiz de Araújo Guimarães Neto,4.86,Flamengo,0.0,,,,2.0,5.0,1.0,,,,,,,1.0,,,,,,,,
149,2,https://s.sde.globo.com/media/person_role/2022/05/12/98abba841d176135f9ec02a557177a7f_FORMATO.png,6,Tinga,356,12,82628,0.0,16,tinga,5.72,Tinga,Guilherme de Jesus da Silva,9.35,Fortaleza,0.0,,,,27.0,8.0,2.0,2.0,4.0,,1.0,3.0,5.0,,,,,,,,,
150,1,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_jsdA8Zf.png,6,M. Rangel,290,3,82730,0.0,16,marcelo-rangel,0.0,Marcelo Rangel,Marcelo Rangel da Rosa,2.34,Goiás,0.0,,,,,,,,,,,,,,,,8.0,8.0,,,,
151,6,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_L21KedQ.png,7,P. Turra,277,14,82747,4.33,16,paulo-turra,5.05,Paulo Turra,Paulo César Turra,10.36,Santos,0.34,,,,,,,,,,,,,,,,,,,,,6.0
152,4,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_bPEXkEO.png,7,W. Rato,276,14,82766,1.2,16,wellington-rato,2.17,Wellington Rato,Wellington Soares da Silva,5.65,São Paulo,-0.09,,2.0,2.0,11.0,7.0,3.0,6.0,6.0,,,2.0,,,,,,,,,,
153,5,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_mbchRWW.png,7,Gabriel,262,12,83257,3.0,16,gabriel,5.15,Gabriel,Gabriel Barbosa Almeida,13.06,Flamengo,0.11,,1.0,5.0,5.0,3.0,10.0,11.0,11.0,1.0,4.0,5.0,,,,,,,1.0,,,
154,5,https://s.sde.globo.com/media/person_role/2023/07/21/photo_220x220_fMrOLLy.png,6,J. Furch,277,0,83276,0.0,16,julio-furch,0.0,Julio Furch,Julio César Furch,6.0,Santos,0.0,,,,,,,,,,,,,,,,,,,,,
155,4,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_TvGvJD9.png,6,Patrick,282,13,83433,0.0,16,patrick,1.94,Patrick,Patrick Bezerra do Nascimento,5.86,Atlético-MG,0.0,,,1.0,16.0,4.0,1.0,2.0,11.0,,,1.0,,,,,,,,,,
156,3,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_Wclql1X.png,7,L. Pereira,262,14,83528,5.6,16,leo-pereira,6.21,Léo Pereira,Leonardo Pereira,14.43,Flamengo,0.0,,,1.0,23.0,7.0,,2.0,14.0,,3.0,1.0,6.0,,,,,,,,,
157,3,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_U329TT2.png,6,Neris,283,6,83786,0.0,16,neris,5.13,Neris,Hueglo dos Santos Neris,4.44,Cruzeiro,0.0,,,3.0,8.0,11.0,1.0,1.0,1.0,,,,5.0,,,,,,,,,
158,5,https://s.sde.globo.com/media/person_role/2023/06/30/photo_220x220_AACy2wU.png,7,Clayson,1371,3,83817,11.2,16,clayson,3.97,Clayson,Clayson Henrique da Silva Vieira,6.66,Cuiabá,2.59,,,1.0,1.0,2.0,,1.0,7.0,,1.0,,,,,,,,,,,
159,5,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TbDAa67.png,7,T. Soares,263,15,84042,14.8,16,tiquinho-soares,9.31,Tiquinho Soares,Francisco das Chagas Soares dos Santos Meireles,20.91,Botafogo,2.28,,4.0,5.0,8.0,22.0,6.0,18.0,34.0,,11.0,10.0,,,,,,,1.0,,,
160,3,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_LiuUOj2.png,3,Jemerson,282,14,84263,0.0,16,jemerson,3.05,Jemerson,Jemerson de Jesus Nascimento,8.44,Atlético-MG,0.0,,1.0,3.0,13.0,17.0,1.0,1.0,6.0,,,1.0,5.0,,,,,,,,,
161,3,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_FEUiEbp.png,3,B. Melo,290,14,84339,0.0,16,bruno-melo,3.17,Bruno Melo,Bruno Ferreira Melo,5.72,Goiás,0.0,,1.0,6.0,8.0,11.0,2.0,8.0,11.0,,2.0,2.0,2.0,,1.0,,,,,,,
162,4,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_DOXZ9Xn.png,7,F. Sobral,1371,12,84428,8.6,16,fernando-sobral,5.53,Fernando Sobral,Fernando Pereira do Nascimento,8.43,Cuiabá,1.02,,2.0,3.0,28.0,17.0,5.0,8.0,19.0,,1.0,,,,,1.0,,,,,,
163,5,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_UU97nfg.png,6,Romarinho,356,9,84523,0.0,16,romarinho,0.75,Romarinho,José Romário Silva de Souza,2.6,Fortaleza,-0.12,,,,,1.0,2.0,2.0,6.0,,,,,,,,,,,,,
164,4,https://s.sde.globo.com/media/person_role/2022/05/05/175c2911cb392a7305aef49766feb459_FORMATO.png,7,L. Evangelista,280,15,84674,7.0,16,lucas-evangelista,5.51,Lucas Evangelista,Lucas Evangelista Santana de Oliveira,9.03,Bragantino,0.84,,4.0,1.0,24.0,13.0,6.0,14.0,35.0,1.0,,1.0,,,,,,,,,,
165,2,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_M1z2XK5.png,6,Varela,262,1,84816,0.0,16,varela,5.6,Varela,Guillermo Varela Olivera,4.61,Flamengo,0.0,,,,1.0,2.0,,,,,,,1.0,,,,,,,,,
166,5,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_wdF92Dr.png,7,Robson,294,14,84817,8.8,16,robson,5.98,Robson,Robson dos Santos Fernandes,8.67,Coritiba,0.94,,1.0,5.0,25.0,31.0,6.0,7.0,19.0,,5.0,3.0,,,,1.0,,,,,,
167,1,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_kJmHr1X.png,7,M. Felipe,265,15,85004,6.0,16,marcos-felipe,3.41,Marcos Felipe,Marcos Felipe de Freitas Monteiro,7.26,Bahia,0.62,,,,,,,,2.0,,,,4.0,,,,51.0,21.0,,,,
168,1,https://s.sde.globo.com/media/person_role/2022/02/21/6b18b6e2028293647615790cb3edf11f_FORMATO.png,6,V. Silvestre,275,0,85083,0.0,16,vinicius-silvestre,0.0,Vinicius Silvestre,Vinicius Silvestre da Costa,3.0,Palmeiras,0.0,,,,,,,,,,,,,,,,,,,,,
169,4,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_XLtLBFc.png,6,Cantillo,264,1,85315,0.0,16,cantillo,8.9,Cantillo,Víctor Danilo Cantillo Jiménez,8.32,Corinthians,0.0,,,,6.0,,1.0,,1.0,,,,,,,,,,,,,
170,1,https://s.sde.globo.com/media/person_role/2022/03/03/9edc82b201e12a2a0b8dba4d87004195_FORMATO.png,7,J. Paulo,277,16,85425,2.0,16,joao-paulo,3.63,João Paulo,João Paulo Silva Martins,10.87,Santos,0.32,,,1.0,,,,,2.0,,,,5.0,,,,56.0,23.0,,,,
171,4,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_9oyYdIt.png,5,A. Santana,293,9,85465,0.0,16,alex-santana,2.38,Alex Santana,Alex Paulo Menezes Santana,4.54,Athlético-PR,0.0,,,3.0,6.0,11.0,1.0,8.0,16.0,,1.0,1.0,,1.0,,,,,,,,
172,3,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_upcZmtB.png,6,Léo,267,14,85626,0.0,16,leo,1.15,Léo,Leonardo Pinheiro da Conceição,3.31,Vasco,0.0,,,2.0,8.0,12.0,,,8.0,1.0,,,1.0,,,,,,,,,
