,atletas.posicao_id,atletas.foto,atletas.status_id,atletas.apelido_abreviado,atletas.clube_id,atletas.jogos_num,atletas.atleta_id,atletas.pontos_num,atletas.rodada_id,atletas.slug,atletas.media_num,atletas.apelido,atletas.nome,atletas.preco_num,atletas.clube.id.full.name,atletas.variacao_num,atletas.minimo_para_valorizar,A,CA,DS,FC,FD,FF,FS,FT,G,I,SG,CV,PC,PS,DE,GS,PP,DP,GC,V
173,4,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_we4xNWc.png,5,Hyoran,282,11,85931,0.0,16,hyoran,3.54,Hyoran,Hyoran Kaue Dalmoro,5.95,Atlético-MG,0.0,,,4.0,13.0,22.0,3.0,10.0,9.0,1.0,2.0,2.0,,,1.0,,,,,,,
174,5,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_plrV8jg.png,6,G. Sauer,263,4,85993,0.0,16,gustavo-sauer,1.35,Gustavo Sauer,Gustavo Affonso Sauerbeck,1.87,Botafogo,0.0,,,,3.0,3.0,,1.0,2.0,,,1.0,,,,1.0,,,,,,
175,3,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_b5qzoWm.png,6,Wanderson,327,7,86143,0.0,16,wanderson,1.16,Wanderson,Wanderson Santos Pereira,2.82,América-MG,0.0,,,,3.0,10.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,
176,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_BijuTNZ.png,7,Alê,327,11,86388,2.9,16,ale,2.09,Alê,Alexandre Egea,5.59,América-MG,0.17,,,2.0,11.0,14.0,,5.0,8.0,,1.0,,,,,,,,,,,
177,2,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_klsEyT2.png,7,Sander,290,16,86391,13.3,16,sander,6.13,Sander,Sander Henrique Bortolotto,12.41,Goiás,1.18,,3.0,1.0,40.0,20.0,6.0,5.0,32.0,,,1.0,3.0,,,,,,,,,
178,2,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_cjqZYOH.png,6,V. Luis,294,10,86410,5.9,16,victor-luis,3.18,Victor Luis,Victor Luis Chuab Zamblauskas,4.23,Coritiba,-0.08,,,2.0,9.0,7.0,,2.0,7.0,,1.0,,3.0,,,,,,,,1.0,
179,5,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_RDEOJLs.png,7,Keno,266,9,86485,4.9,16,keno,2.75,Keno,Marcos da Silva França,3.81,Fluminense,0.24,,1.0,3.0,12.0,8.0,4.0,2.0,9.0,,,2.0,,,,,,,,,,
180,1,https://s.sde.globo.com/media/person_role/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png,6,Jandrei,276,1,86508,0.0,16,jandrei,9.0,Jandrei,Jandrei Chitolina Carniel,5.26,São Paulo,0.0,,,,,,,,,,,,1.0,,,,4.0,,,,,
181,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_FytIYxJ.png,7,T. Tchê,263,16,86686,1.0,16,tche-tche,2.61,Tchê Tchê,Danilo das Neves Pinheiro,7.68,Botafogo,-0.75,,2.0,2.0,11.0,20.0,4.0,6.0,18.0,,1.0,,,,,,,,,,,
182,5,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_EcaScZP.png,6,Everton,262,14,86757,0.0,16,everton,4.9,Everton,Everton Sousa Soares,9.0,Flamengo,0.0,,3.0,1.0,12.0,10.0,8.0,13.0,13.0,,2.0,3.0,,,,1.0,,,,,,
183,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_6wIsdHM.png,7,D. Barbosa,263,9,86777,1.9,16,danilo-barbosa,2.4,Danilo Barbosa,Danilo Barbosa da Silva,5.07,Botafogo,0.11,,,1.0,7.0,8.0,,2.0,14.0,,1.0,,,,,,,,,,,
184,5,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_28kb8HP.png,6,R. Pinho,294,10,86799,1.2,16,rodrigo-pinho,1.57,Rodrigo Pinho,Rodrigo Cunha Pereira de Pinho,3.27,Coritiba,0.1,,,2.0,3.0,8.0,4.0,5.0,10.0,1.0,,4.0,,,,,,,,,,
185,4,https://s.sde.globo.com/media/person_role/2022/08/12/8bbade4dbabca44eb3eda2767deda745_FORMATO.png,5,Boschilia,294,11,86841,0.0,16,boschilia,3.17,Boschilia,Gabriel Boschilia,5.85,Coritiba,0.0,,1.0,1.0,8.0,6.0,5.0,7.0,7.0,,1.0,,,,,,,,,,,
186,4,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_Sq4MDcU.png,7,J. Welison,356,9,86859,0.8,16,jose-welison,1.1,José Welison,José Welison da Silva,2.8,Fortaleza,-0.33,,,3.0,7.0,13.0,,5.0,9.0,,,1.0,,,,,,,,,,
187,2,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_9jhAK26.png,6,Marlon,327,9,86864,0.0,16,marlon,3.69,Marlon,Marlon Matheus Lopes do Nascimento,5.79,América-MG,0.0,,1.0,1.0,16.0,7.0,,2.0,17.0,,,,1.0,,,,,,,,1.0,
188,1,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_2NC7Cvz.png,7,L. Jardim,267,15,87008,-2.0,16,leo-jardim,2.24,Léo Jardim,Leonardo César Jardim,8.45,Vasco,-1.07,,,1.0,,,,,1.0,,,,1.0,,,,54.0,25.0,,,,
189,4,https://s.sde.globo.com/media/person_role/2023/04/12/photo_FORMATO_H5UIx66.png,6,Nathan,284,10,87009,0.0,16,nathan,2.26,Nathan,Nathan Allan de Souza,4.8,Grêmio,0.0,,1.0,1.0,9.0,7.0,4.0,4.0,4.0,,,1.0,,,,,,,,,,
190,5,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_FC0h7Wp.png,6,M. Peixoto,290,13,87098,0.0,16,matheus-peixoto,3.68,Matheus Peixoto,Matheus Vieira Campos Peixoto,7.22,Goiás,0.0,,1.0,2.0,10.0,16.0,5.0,10.0,17.0,,2.0,8.0,,,,,,,,,,
191,3,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Pmz9ta0.png,5,P. Henrique,293,11,87225,0.0,16,pedro-henrique,3.65,Pedro Henrique,Pedro Henrique Ribeiro Gonçalves,8.95,Athlético-PR,0.0,,,3.0,10.0,14.0,1.0,5.0,5.0,,1.0,2.0,4.0,,,,,,,,,
192,2,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6cBmo9F.png,3,G. Arana,282,6,87228,0.0,16,guilherme-arana,1.73,Guilherme Arana,Guilherme Antonio Arana Lopes,9.71,Atlético-MG,0.0,,,1.0,6.0,2.0,,1.0,4.0,,,,1.0,1.0,,,,,,,,
193,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8NTSnKt.png,7,C. Pena,285,13,87242,1.0,16,carlos-de-pena,2.68,Carlos de Pena,Carlos María de Pena Bonino,7.02,Internacional,-1.03,,,2.0,15.0,8.0,3.0,7.0,8.0,,1.0,,,,,,,,,,,
194,5,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xCE9nv8.png,6,Soteldo,277,7,87258,0.0,16,soteldo,5.53,Soteldo,Yeferson Julio Soteldo Martínez,9.24,Santos,0.0,,2.0,,8.0,2.0,4.0,5.0,22.0,1.0,,1.0,,1.0,,,,,,,,
195,3,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q2fTOjY.png,7,Kannemann,284,12,87342,9.0,16,kannemann,4.14,Kannemann,Walter Kannemann,9.13,Grêmio,1.08,,1.0,7.0,30.0,23.0,3.0,2.0,11.0,,,,3.0,1.0,,,,,,,,
196,5,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_fvVeoSJ.png,6,Allano,290,2,87391,-0.8,16,allano,2.25,Allano,Allano Brendon de Souza Lima,2.91,Goiás,-0.99,,,2.0,3.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,
197,3,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_XWlumea.png,7,Messias,277,16,87402,-0.4,16,messias,3.08,Messias,Messias Rodrigues da Silva Júnior,6.79,Santos,0.05,,,2.0,20.0,14.0,2.0,2.0,7.0,,,1.0,5.0,,1.0,,,,,,,
198,4,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_dQGg2S1.png,7,Thaciano,265,15,87470,4.0,16,thaciano,5.13,Thaciano,Thaciano Mickael da Silva,11.48,Bahia,0.19,,2.0,1.0,21.0,15.0,7.0,15.0,16.0,1.0,2.0,2.0,,,,,,,,,,
199,4,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Vn5DBCR.png,6,V. Bueno,293,12,87552,8.5,16,vitor-bueno,4.93,Vitor Bueno,Vitor Frezarin Bueno,8.48,Athlético-PR,1.22,,3.0,4.0,6.0,7.0,6.0,8.0,15.0,2.0,2.0,1.0,,,,,,,,,,
200,1,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_1bOXVa7.png,7,M. Pasinato,327,8,87603,6.0,16,mateus-pasinato,3.25,Mateus Pasinato,Mateus Pasinato,3.79,América-MG,0.86,,,1.0,,,,,2.0,,,,1.0,,,,34.0,13.0,,,,
201,4,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_MSIx6c6.png,6,N. Moura,283,13,87742,-0.3,16,neto-moura,0.75,Neto Moura,Antônio Francisco Moura Neto,2.32,Cruzeiro,-0.06,,,1.0,8.0,12.0,1.0,4.0,1.0,,,1.0,,,,,,,,,,
202,4,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO.png,6,Y. Felipe,265,8,87747,-0.5,16,yago-felipe,1.56,Yago Felipe,Yago Felipe da Costa Rocha,4.13,Bahia,-0.12,,,2.0,12.0,16.0,,3.0,5.0,,,,,,,,,,,,,
203,3,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_E29teNI.png,7,P. Sampaio,263,6,87808,2.7,16,philipe-sampaio,3.53,Philipe Sampaio,Philipe Sampaio Azevedo,3.95,Botafogo,0.49,,,1.0,4.0,2.0,,2.0,3.0,,,1.0,3.0,,,,,,,,,
204,3,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,7,M. Lemos,282,10,87853,3.1,16,mauricio-lemos,3.94,Mauricio Lemos,Paolo Mauricio Lemos Merladett,9.64,Atlético-MG,-0.34,,,5.0,18.0,9.0,4.0,3.0,7.0,,1.0,2.0,2.0,1.0,,,,,,,,
205,4,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,7,Arrascaeta,262,11,87863,4.2,16,arrascaeta,6.07,Arrascaeta,Giorgian Daniel de Arrascaeta Benedetti,13.54,Flamengo,0.14,,4.0,2.0,10.0,15.0,4.0,8.0,15.0,2.0,2.0,3.0,,,,1.0,,,,,,
206,3,https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,7,A. Empereur,1371,13,88033,0.0,16,alan-empereur,2.12,Alan Empereur,Alan Pereira Empereur,4.13,Cuiabá,-0.85,,1.0,3.0,5.0,4.0,2.0,3.0,8.0,,,,3.0,,,,,,,,1.0,
207,2,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_Rnoad6D.png,5,Jorge,266,0,88065,0.0,16,jorge,0.0,Jorge,Jorge Marco de Oliveira Moraes,4.0,Fluminense,0.0,,,,,,,,,,,,,,,,,,,,,
208,1,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_qStnmUz.png,6,Ivan,267,0,88136,0.0,16,ivan,0.0,Ivan,Ivan Quaresma da Silva,5.0,Vasco,0.0,,,,,,,,,,,,,,,,,,,,,
209,5,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_CufTSrv.png,6,Ã. Romero,264,3,88323,0.0,16,angel-romero,0.63,Ángel Romero,Ángel Rodrigo Romero Villamayor,2.97,Corinthians,0.0,,,,1.0,1.0,,,2.0,,,,,,,,,,,,,
210,2,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_SmDR7cT.png,5,G. Dias,267,0,88368,0.0,16,gabriel-dias,0.0,Gabriel Dias,Gabriel Dias de Oliveira,3.0,Vasco,0.0,,,,,,,,,,,,,,,,,,,,,
211,2,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_P9K1v1H.png,7,A. Lucas,262,15,88393,-0.4,16,ayrton-lucas,5.52,Ayrton Lucas,Ayrton Lucas Dantas de Medeiros,14.07,Flamengo,-0.35,,1.0,4.0,19.0,23.0,3.0,4.0,18.0,,3.0,,5.0,,,1.0,,,,,,
212,2,https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,6,Aderlan,280,9,88423,0.0,16,aderlan,5.42,Aderlan,Aderlan de Lima Silva,9.85,Bragantino,0.0,,1.0,,21.0,13.0,,3.0,6.0,,,,4.0,1.0,,,,,,,,
213,4,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_EvxhSX5.png,6,L. Crispim,356,6,88597,0.0,16,lucas-crispim,1.13,Lucas Crispim,Lucas de Figueiredo Crispim,3.55,Fortaleza,-0.44,,,,2.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,
214,4,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_S4cMFFx.png,7,M. Moreno,294,12,88857,3.1,16,marcelino-moreno,4.79,Marcelino Moreno,Damián Marcelino Moreno,5.75,Coritiba,0.13,,2.0,2.0,13.0,6.0,9.0,3.0,29.0,,1.0,1.0,,,,,,,,,,
215,1,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_gZl1v6O.png,6,L. Polli,294,2,88916,0.0,16,luan-polli,1.25,Luan Polli,Luan Polli Gomes,2.75,Coritiba,0.0,,,2.0,,,,,1.0,,,,,,,,7.0,3.0,,,,
216,3,https://s.sde.globo.com/media/person_role/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png,7,I. Maidana,327,13,89226,0.5,16,iago-maidana,0.68,Iago Maidana,Iago Justen Maidana Martins,1.98,América-MG,-0.22,,,4.0,10.0,17.0,2.0,4.0,1.0,,,1.0,,,,,,,,,,
217,4,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_UpueHtq.png,7,Gerson,262,12,89256,5.0,16,gerson,6.22,Gerson,Gerson Santos da Silva,11.53,Flamengo,0.22,,5.0,1.0,15.0,23.0,3.0,4.0,34.0,,2.0,3.0,,,1.0,1.0,,,,,,
218,2,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ux7O1sm.png,7,J. Pedro,284,10,89273,8.6,16,joao-pedro,4.29,João Pedro,João Pedro Maturano dos Santos,11.69,Grêmio,0.65,,1.0,1.0,15.0,3.0,,1.0,6.0,,1.0,,2.0,,,,,,,,,
219,2,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_mkEok8F.png,7,William,283,15,89275,1.5,16,william,4.91,William,Willian de Asevedo Furtado,9.26,Cruzeiro,-1.15,,1.0,3.0,25.0,17.0,,6.0,24.0,,,,6.0,,,,,,,,,
220,3,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,7,I. Rabello,282,3,89493,0.6,16,igor-rabello,3.1,Igor Rabello,Igor Rabello da Costa,3.81,Atlético-MG,-1.11,,,1.0,5.0,4.0,,,1.0,,,,1.0,,,,,,,,,
221,4,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_yDq9MVW.png,3,T. Maia,262,13,89637,0.0,16,thiago-maia,1.97,Thiago Maia,Thiago Maia Alencar,5.67,Flamengo,0.0,,,3.0,28.0,19.0,,1.0,2.0,,,,,,1.0,,,,,,,
222,5,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_WoJbpFR.png,6,I. Castilho,1371,10,89695,1.3,16,iury-castilho,1.88,Iury Castilho,Iury Lirio Freitas de Castilho,3.12,Cuiabá,0.3,,,1.0,7.0,8.0,4.0,5.0,11.0,,,6.0,,,,,,,,,,
223,5,https://s.sde.globo.com/media/person_role/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png,7,Calleri,276,13,89840,0.9,16,calleri,6.34,Calleri,Jonathan Calleri,14.43,São Paulo,-2.38,,2.0,3.0,3.0,31.0,9.0,9.0,30.0,,6.0,10.0,,,,1.0,,,,,,
224,4,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Sywtl9T.png,7,Cristaldo,284,14,89846,7.1,16,cristaldo,6.51,Cristaldo,Franco Cristaldo,12.03,Grêmio,0.54,,2.0,,21.0,4.0,7.0,7.0,21.0,,4.0,2.0,,,,1.0,,,,,,
225,4,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_a0W192c.png,7,Dodi,277,14,89883,3.1,16,dodi,2.69,Dodi,Douglas Moreira Fagundes,5.01,Santos,0.13,,,5.0,29.0,24.0,2.0,2.0,22.0,,,,,,,,,,,,,
226,5,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_39SGFR6.png,7,R. Guedes,264,14,89898,0.0,16,roger-guedes,7.03,Róger Guedes,Róger Krug Guedes,17.57,Corinthians,0.0,,,3.0,7.0,9.0,10.0,18.0,38.0,1.0,6.0,7.0,,,,,,,,,,
227,5,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TtRmr2d.png,5,E. Galdino,284,10,89918,0.0,16,everton-galdino,2.95,Everton Galdino,Everton Galdino Moreira,5.54,Grêmio,0.0,,1.0,1.0,4.0,4.0,2.0,2.0,4.0,,2.0,,,,,,,,,,,
228,5,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_fdX9HMF.png,7,Mendoza,277,11,90031,2.2,16,mendoza,7.79,Mendoza,John Stiven Mendoza Valencia,13.32,Santos,-0.22,,2.0,1.0,7.0,10.0,5.0,10.0,33.0,,5.0,2.0,,,,1.0,,,,,,
229,2,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_PYjs4Li.png,7,B. Pacheco,356,15,90061,1.3,16,bruno-pacheco,6.39,Bruno Pacheco,Bruno de Jesus Pacheco,10.92,Fortaleza,-0.63,,3.0,2.0,31.0,26.0,2.0,5.0,24.0,,,,7.0,,,,,,,,,
230,5,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_b9BOGwx.png,6,Edu,294,1,90120,0.0,16,edu,0.8,Edu,Eduardo Nascimento da Silva Júnior,4.55,Coritiba,0.0,,,,,,,1.0,,,,,,,,,,,,,,
231,2,https://s.sde.globo.com/media/person_role/2023/04/15/photo_FORMATO_p3UWrBW.png,6,R. Ramos,276,4,90232,0.0,16,rai-ramos,3.95,Raí Ramos,Raí dos Reis Ramos,5.3,São Paulo,0.0,,,2.0,4.0,5.0,2.0,2.0,1.0,,,,2.0,,,,,,,,,
232,5,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_PsLr2Kh.png,7,B. Henrique,262,10,90285,5.7,16,bruno-henrique,2.33,Bruno Henrique,Bruno Henrique Pinto,6.21,Flamengo,0.68,,,1.0,7.0,7.0,1.0,6.0,9.0,,1.0,4.0,,,,,,,,,,
233,4,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_borikKg.png,5,Jailson,275,2,90290,0.8,16,jailson,0.4,Jailson,Jaílson Marques Siqueira,3.95,Palmeiras,-0.27,,,,,,,1.0,,,,,,,,,,,,,,
234,5,https://s.sde.globo.com/media/person_role/2022/09/28/photo_FORMATO_wjBokpm.png,5,P. Rocha,356,0,90302,0.0,16,pedro-rocha,0.0,Pedro Rocha,Pedro Rocha Neves,5.0,Fortaleza,0.0,,,,,,,,,,,,,,,,,,,,,
235,5,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_zc5jjjt.png,3,David,276,8,90309,0.0,16,david,3.59,David,David Correa da Fonseca,5.59,São Paulo,0.0,,2.0,3.0,3.0,6.0,,2.0,5.0,,2.0,2.0,,,,,,,,,,
236,4,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,7,Rezende,265,13,90449,-0.1,16,rezende,2.72,Rezende,Júlio César Rezende de Miranda,5.93,Bahia,-0.22,,,1.0,29.0,14.0,,4.0,11.0,,,,,1.0,,,,,,,,
237,5,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_eh2bZ7u.png,6,D. Gonçalves,290,10,90540,0.0,16,diego-goncalves,0.96,Diego Gonçalves,Diego Gonçalves,1.86,Goiás,0.12,,,1.0,3.0,7.0,2.0,3.0,9.0,,,1.0,,,,,,,,,,
238,1,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_UPFwDzZ.png,6,M. Claus,265,1,90590,0.0,16,mateus-claus,-1.0,Mateus Claus,Mateus Eduardo Claus,1.95,Bahia,0.0,,,,,,,,,,,,,,,,1.0,2.0,,,,
239,4,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_AlOmB6m.png,6,L. Mineiro,1371,1,90634,1.7,16,lucas-mineiro,1.7,Lucas Mineiro,Lucas da Silva Izidoro,3.37,Cuiabá,-0.63,,,,1.0,,,,1.0,,,,,,,,,,,,,
240,3,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_zrQ4flU.png,6,F. Bruno,262,14,90768,0.0,16,fabricio-bruno,3.51,Fabrício Bruno,Fabrício Bruno Soares de Faria,8.66,Flamengo,0.0,,1.0,3.0,15.0,6.0,1.0,1.0,8.0,,,,5.0,,,,,,,,,
241,5,https://s.sde.globo.com/media/person_role/2022/02/25/561f3ca4238e82e1b2e1479a1a66c551_FORMATO.png,6,Everaldo,327,11,91151,0.0,16,everaldo,4.38,Everaldo,Everaldo Silva do Nascimento,9.08,América-MG,0.0,,2.0,4.0,14.0,8.0,2.0,4.0,17.0,2.0,1.0,3.0,,,,,,,,,,
242,2,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_kfJYHxI.png,6,PK,1371,7,91190,0.0,16,pk,1.94,PK,Ítaro Patric Cardoso Calmon,4.04,Cuiabá,0.0,,,1.0,10.0,10.0,,2.0,4.0,,,,1.0,1.0,,,,,,,,
243,3,https://s.sde.globo.com/media/person_role/2022/02/24/e0b5f4c6647fe1b42922ddb4458dade0_FORMATO.png,7,Éder,327,9,91203,2.4,16,eder,1.31,Éder,Éder Ferreira Graminho,2.8,América-MG,0.42,,,4.0,18.0,15.0,,1.0,2.0,,,2.0,,1.0,,,,,,,,
244,4,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NYg6Ymv.png,7,Carballo,284,8,91254,2.5,16,carballo,1.63,Carballo,Felipe Ignacio Carballo Ares,4.04,Grêmio,-0.06,,,1.0,7.0,5.0,1.0,5.0,4.0,,,,,,,,,,,,,
245,1,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_83wBpb6.png,7,L. Perri,263,16,91260,-2.0,16,lucas-perri,6.78,Lucas Perri,Lucas Estella Perri,11.04,Botafogo,-2.23,,,,,,,,1.0,,,,10.0,,,,67.0,9.0,,,,
246,4,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xuM4Nls.png,5,E. Pulgar,262,10,91473,0.0,16,erick-pulgar,3.04,Erick Pulgar,Erick Antonio Pulgar Farfán,4.08,Flamengo,0.0,,,3.0,16.0,19.0,,2.0,5.0,,2.0,2.0,,,,,,,,,,
247,3,https://s.sde.globo.com/media/person_role/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,7,Arboleda,276,11,91573,2.4,16,arboleda,4.19,Arboleda,Robert Abel Arboleda Escobar,8.72,São Paulo,0.03,,,,16.0,3.0,,2.0,7.0,1.0,,3.0,4.0,,,,,,,,,
248,5,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_eJOedW8.png,7,Rony,275,12,91607,2.6,16,rony,3.04,Rony,Ronielson da Silva Barbosa,8.93,Palmeiras,-0.38,,,,5.0,11.0,4.0,6.0,13.0,1.0,2.0,13.0,,,,,,,,,,
249,3,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,7,Adryelson,263,16,91664,7.2,16,adryelson,4.52,Adryelson,Adryelson Shawann Lima Silva,7.62,Botafogo,0.65,,,3.0,8.0,9.0,4.0,2.0,8.0,,1.0,,10.0,,,,,,,,,
250,4,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vMaiFUT.png,7,M. Jussa,283,9,91689,3.6,16,matheus-jussa,0.6,Matheus Jussa,Matheus Isaías dos Santos,2.32,Cruzeiro,0.35,,,3.0,8.0,14.0,1.0,1.0,2.0,,,,,,,,,,,,,
251,2,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_vrVAWB7.png,7,Marlon,283,15,91706,4.6,16,marlon,9.46,Marlon,Marlon Rodrigues Xavier,17.05,Cruzeiro,-1.35,,1.0,3.0,71.0,15.0,3.0,4.0,13.0,,2.0,1.0,6.0,,,,,,,,,
252,3,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_U5c1E7V.png,7,Nino,266,15,91708,1.0,16,nino,4.1,Nino,Marcílio Florêncio Mota Filho,11.61,Fluminense,-0.77,,,2.0,7.0,14.0,2.0,3.0,17.0,1.0,2.0,,6.0,1.0,,,,,,,,
253,1,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_voSytVs.png,6,M. Alves,290,0,91712,0.0,16,matheus-alves,0.0,Matheus Alves,Matheus Alves da Silva Cardoso,2.0,Goiás,0.0,,,,,,,,,,,,,,,,,,,,,
254,4,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_ITYlLkP.png,6,Felipe,290,0,91733,0.0,16,felipe,0.0,Felipe,Luiz Antonio Ferreira Rodrigues,4.0,Goiás,0.0,,,,,,,,,,,,,,,,,,,,,
255,3,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0ibQkD2.png,5,D. Duarte,265,8,91772,0.0,16,david-duarte,3.6,David Duarte,David de Duarte Macedo,5.2,Bahia,0.0,,,1.0,6.0,4.0,,1.0,4.0,1.0,1.0,,2.0,,,,,,,,,
256,3,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ZOxQ99E.png,7,Z. Ivaldo,293,11,91866,3.6,16,ze-ivaldo,3.05,Zé Ivaldo,José Ivaldo Almeida Silva,5.16,Athlético-PR,-0.36,,,2.0,11.0,17.0,1.0,1.0,9.0,,,1.0,5.0,1.0,1.0,,,,,,,
257,5,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_U1jXQaU.png,7,Pavón,282,14,91908,3.0,16,pavon,5.25,Pavón,Cristian David Pavón,8.62,Atlético-MG,-0.44,,4.0,3.0,19.0,14.0,7.0,10.0,11.0,,2.0,1.0,,,,,,,,,,
258,6,https://s.sde.globo.com/media/person_role/2022/05/05/21d7b4d24237a06ec8872f1ff041e713_FORMATO.png,7,W. Carvalho,293,6,91971,7.56,16,wesley-carvalho,6.08,Wesley Carvalho,Wesley Oliveira de Carvalho,11.62,Athlético-PR,0.22,,,,,,,,,,,,,,,,,,,,,3.0
259,6,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO.png,7,R. Díaz,267,1,92075,2.39,16,ramon-diaz,2.39,Ramón Díaz,Ramón Ángel Díaz,6.83,Vasco,-1.54,,,,,,,,,,,,,,,,,,,,,
