,atletas.entrou_em_campo,atletas.minimo_para_valorizar,atletas.preco_num,atletas.pontos_num,atletas.jogos_num,atletas.clube.id.full.name,atletas.foto,atletas.atleta_id,atletas.posicao_id,atletas.media_num,atletas.status_id,atletas.variacao_num,atletas.apelido_abreviado,atletas.nome,atletas.clube_id,atletas.slug,atletas.apelido,atletas.rodada_id,CA,DS,FC,FF,FS,G,SG,A,FD,PS,I,CV,PC,FT,PP,DE,GS,GC,V,DP,PI
190,False,,3.47,0.0,3,Grêmio,https://s.sde.globo.com/media/person_role/2023/08/01/photo_FORMATO_wWoVCQJ.png,86759,4,0.57,6,0.0,Luan,Luan Guilherme de Jesus Vieira,284,luan,Luan,25,,1.0,,,1.0,,,,,,,,,,,,,,,,
191,False,,4.66,0.0,13,Botafogo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_6wIsdHM.png,86777,4,1.79,6,0.0,D. Barbosa,Danilo Barbosa da Silva,263,danilo-barbosa,Danilo Barbosa,25,1.0,8.0,8.0,2.0,15.0,1.0,,,,,,,,,,,,,,,
192,False,,3.27,0.0,10,Coritiba,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_vRioSFE.png,86799,5,1.57,6,0.0,R. Pinho,Rodrigo Cunha Pereira de Pinho,294,rodrigo-pinho,Rodrigo Pinho,25,2.0,3.0,8.0,5.0,10.0,,,,4.0,,4.0,,,1.0,,,,,,,
193,False,,5.85,0.0,11,Coritiba,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_f9gTrC7.png,86841,4,3.17,6,0.0,Boschilia,Gabriel Boschilia,294,boschilia,Boschilia,25,1.0,8.0,6.0,7.0,7.0,1.0,,1.0,5.0,,,,,,,,,,,,
194,False,,4.97,0.0,14,Fortaleza,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_Sq4MDcU.png,86859,4,3.14,3,0.0,J. Welison,José Welison da Silva,356,jose-welison,José Welison,25,6.0,22.0,23.0,10.0,14.0,1.0,,1.0,2.0,,1.0,,,,,,,,,,
195,True,,5.21,1.2,13,América-MG,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_9jhAK26.png,86864,2,3.16,6,-0.39,Marlon,Marlon Matheus Lopes do Nascimento,327,marlon,Marlon,25,1.0,22.0,10.0,2.0,20.0,,1.0,1.0,,,,,,,,,,1.0,,,
196,True,,8.6,-3.0,24,Vasco,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_2NC7Cvz.png,87008,1,2.75,7,-0.78,L. Jardim,Leonardo César Jardim,267,leo-jardim,Léo Jardim,25,2.0,,,,2.0,,3.0,,,,,,,,,90.0,38.0,,,,
197,True,,4.5,0.7,14,Grêmio,https://s.sde.globo.com/media/person_role/2023/04/12/photo_FORMATO_H5UIx66.png,87009,4,2.0,7,-0.08,Nathan,Nathan Allan de Souza,284,nathan,Nathan,25,2.0,12.0,12.0,5.0,11.0,,,1.0,4.0,,1.0,,,,,,,,,,
198,False,,8.95,0.0,11,Athlético-PR,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Pmz9ta0.png,87225,3,3.65,6,0.0,P. Henrique,Pedro Henrique Ribeiro Gonçalves,293,pedro-henrique,Pedro Henrique,25,3.0,10.0,14.0,5.0,5.0,1.0,4.0,,1.0,,2.0,,,,,,,,,,
199,True,,10.95,8.1,15,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6cBmo9F.png,87228,2,4.69,7,0.49,G. Arana,Guilherme Antonio Arana Lopes,282,guilherme-arana,Guilherme Arana,25,1.0,22.0,10.0,5.0,17.0,,7.0,,3.0,,,1.0,,,,,,,,,
200,False,,8.17,0.0,19,Internacional,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8NTSnKt.png,87242,4,2.75,3,0.0,C. Pena,Carlos María de Pena Bonino,285,carlos-de-pena,Carlos de Pena,25,3.0,21.0,15.0,10.0,12.0,2.0,,,7.0,,,1.0,1.0,,,,,,,,
201,True,,9.04,7.9,11,Santos,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xCE9nv8.png,87258,5,5.01,7,1.61,Soteldo,Yeferson Julio Soteldo Martínez,277,soteldo,Soteldo,25,3.0,9.0,3.0,5.0,27.0,1.0,,4.0,5.0,,3.0,2.0,,1.0,,,,,,,
202,True,,8.15,2.1,16,Grêmio,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q2fTOjY.png,87342,3,4.01,7,0.23,Kannemann,Walter Kannemann,284,kannemann,Kannemann,25,8.0,35.0,31.0,2.0,15.0,,5.0,1.0,3.0,,,1.0,,,,,,,,,
203,True,,5.56,5.3,11,Goiás,https://s.sde.globo.com/media/person_role/2023/08/08/photo_FORMATO_tmBtY58.png,87391,5,3.63,7,0.53,Allano,Allano Brendon de Souza Lima,290,allano,Allano,25,3.0,16.0,11.0,6.0,22.0,,,,7.0,,2.0,,,1.0,,,,,,,
204,True,,6.23,-0.6,18,Santos,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_XWlumea.png,87402,3,2.8,6,-0.45,Messias,Messias Rodrigues da Silva Júnior,277,messias,Messias,25,2.0,21.0,16.0,2.0,8.0,,5.0,,2.0,,1.0,,1.0,,,,,,,,
205,True,,12.02,7.5,23,Bahia,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_dQGg2S1.png,87470,4,4.68,7,-0.39,Thaciano,Thaciano Mickael da Silva,265,thaciano,Thaciano,25,1.0,31.0,24.0,24.0,20.0,3.0,,2.0,8.0,,4.0,,,2.0,,,,,,,
206,False,,7.61,0.0,18,Athlético-PR,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Vn5DBCR.png,87552,4,4.35,3,0.0,V. Bueno,Vitor Frezarin Bueno,293,vitor-bueno,Vitor Bueno,25,6.0,8.0,12.0,11.0,25.0,3.0,,3.0,10.0,,2.0,,,2.0,,,,,,,
207,False,,3.03,0.0,10,América-MG,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_1bOXVa7.png,87603,1,2.6,6,0.0,M. Pasinato,Mateus Pasinato,327,mateus-pasinato,Mateus Pasinato,25,1.0,,,,2.0,,1.0,,,,,,,,,41.0,20.0,,,,
208,True,,3.8,-0.6,14,Bahia,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO.png,87747,4,1.02,7,-0.65,Y. Felipe,Yago Felipe da Costa Rocha,265,yago-felipe,Yago Felipe,25,4.0,14.0,22.0,4.0,10.0,,,,,,,,,,,,,,,,
209,False,,3.33,0.0,8,Botafogo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_E29teNI.png,87808,3,2.73,6,0.0,P. Sampaio,Philipe Sampaio Azevedo,263,philipe-sampaio,Philipe Sampaio,25,2.0,6.0,6.0,2.0,4.0,,3.0,,,,1.0,,,,,,,,,,
210,True,,10.79,7.5,17,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,87853,3,4.72,7,0.42,M. Lemos,Paolo Mauricio Lemos Merladett,282,mauricio-lemos,Mauricio Lemos,25,7.0,24.0,17.0,6.0,10.0,1.0,8.0,,5.0,,2.0,1.0,,1.0,,,,,,,
211,False,,13.43,0.0,15,Flamengo,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,87863,4,6.25,6,0.0,Arrascaeta,Giorgian Daniel de Arrascaeta Benedetti,262,arrascaeta,Arrascaeta,25,3.0,14.0,17.0,9.0,19.0,4.0,,5.0,4.0,1.0,3.0,,,2.0,,,,,,,
212,True,,6.25,11.7,21,Cuiabá,https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,88033,3,2.49,7,1.95,A. Empereur,Alan Pereira Empereur,1371,alan-empereur,Alan Empereur,25,5.0,11.0,9.0,4.0,10.0,1.0,5.0,1.0,3.0,,,,,,,,,1.0,,,
213,False,,4.0,0.0,0,Fluminense,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_Rnoad6D.png,88065,2,0.0,5,0.0,Jorge,Jorge Marco de Oliveira Moraes,266,jorge,Jorge,25,,,,,,,,,,,,,,,,,,,,,
214,False,,5.0,0.0,0,Vasco,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_qStnmUz.png,88136,1,0.0,6,0.0,Ivan,Ivan Quaresma da Silva,267,ivan,Ivan,25,,,,,,,,,,,,,,,,,,,,,
215,True,,2.07,-0.5,1,América-MG,https://s.sde.globo.com/media/person_role/2023/09/05/photo_FORMATO_IsQMVQY.png,88237,1,-0.5,7,-0.93,Aguerre,Washington Omar Aguerre Lima,327,aguerre,Aguerre,25,1.0,,,,1.0,,,,,,,,,,,1.0,1.0,,,,
216,True,,4.35,9.4,10,Corinthians,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_CufTSrv.png,88323,5,2.36,7,1.33,Ã. Romero,Ángel Rodrigo Romero Villamayor,264,angel-romero,Ángel Romero,25,1.0,4.0,3.0,2.0,10.0,1.0,,1.0,1.0,,,,,,,,,,,,
217,False,,2.89,0.0,1,Vasco,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_SmDR7cT.png,88368,2,4.0,5,0.0,G. Dias,Gabriel Dias de Oliveira,267,gabriel-dias,Gabriel Dias,25,1.0,,,,,,1.0,,,,,,,,,,,,,,
218,True,,15.27,8.6,22,Flamengo,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_P9K1v1H.png,88393,2,5.46,7,0.08,A. Lucas,Ayrton Lucas Dantas de Medeiros,262,ayrton-lucas,Ayrton Lucas,25,6.0,33.0,30.0,5.0,36.0,3.0,8.0,1.0,3.0,1.0,,,,,,,,,,,
219,True,,8.72,2.9,16,Bragantino,https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,88423,2,4.62,7,-0.09,Aderlan,Aderlan de Lima Silva,280,aderlan,Aderlan,25,4.0,32.0,25.0,3.0,7.0,,8.0,1.0,,,,1.0,1.0,,,,,,,,
220,True,,4.08,5.1,9,Fortaleza,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_EvxhSX5.png,88597,4,1.25,7,0.84,L. Crispim,Lucas de Figueiredo Crispim,356,lucas-crispim,Lucas Crispim,25,,3.0,3.0,3.0,4.0,,,,1.0,,,,,1.0,,,,,,,
221,True,,10.05,9.7,3,Coritiba,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_yTHJHMX.png,88744,5,6.8,7,1.9,Slimani,Islam Slimani,294,slimani,Slimani,25,,1.0,3.0,3.0,3.0,1.0,,1.0,3.0,,4.0,,,,,,,,,,
222,True,,7.7,13.0,20,Coritiba,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_gNmfi9P.png,88857,4,4.43,7,1.18,M. Moreno,Damián Marcelino Moreno,294,marcelino-moreno,Marcelino Moreno,25,3.0,19.0,9.0,6.0,50.0,1.0,,4.0,10.0,,3.0,,1.0,1.0,,,,,,,
223,False,,2.51,0.0,4,Coritiba,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_BtY3LFq.png,88916,1,0.88,5,0.0,L. Polli,Luan Polli Gomes,294,luan-polli,Luan Polli,25,2.0,,,,1.0,,,,,,,,,,,12.0,7.0,,,,
224,False,,2.14,0.0,20,América-MG,https://s.sde.globo.com/media/person_role/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png,89226,3,0.99,3,0.0,I. Maidana,Iago Justen Maidana Martins,327,iago-maidana,Iago Maidana,25,5.0,14.0,22.0,5.0,4.0,,1.0,,4.0,,1.0,,1.0,,,,,,,,
225,True,,10.89,2.8,20,Flamengo,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_UpueHtq.png,89256,4,4.6,7,0.1,Gerson,Gerson Santos da Silva,262,gerson,Gerson,25,3.0,18.0,34.0,4.0,54.0,3.0,,5.0,4.0,1.0,4.0,,1.0,,,,,,,,
226,True,,10.38,0.0,19,Grêmio,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ux7O1sm.png,89273,2,3.68,7,-2.18,J. Pedro,João Pedro Maturano dos Santos,284,joao-pedro,João Pedro,25,1.0,19.0,12.0,2.0,14.0,2.0,5.0,1.0,,,,,,,,,,1.0,,,
227,True,,10.15,4.6,22,Cruzeiro,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_mkEok8F.png,89275,2,5.07,7,0.18,William,Willian de Asevedo Furtado,283,william,William,25,4.0,41.0,27.0,8.0,32.0,,9.0,1.0,2.0,,1.0,,,,,,,,,,
228,False,,5.23,0.0,5,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,89493,3,3.94,6,0.0,I. Rabello,Igor Rabello da Costa,282,igor-rabello,Igor Rabello,25,1.0,10.0,6.0,,1.0,,2.0,,,,,,,,,,,,,,
229,True,,5.65,-0.1,22,Flamengo,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_yDq9MVW.png,89637,4,1.59,7,-0.34,T. Maia,Thiago Maia Alencar,262,thiago-maia,Thiago Maia,25,4.0,35.0,22.0,3.0,4.0,,,,,,,,1.0,,,,,,,,
230,True,,16.64,17.5,18,São Paulo,https://s.sde.globo.com/media/person_role/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png,89840,5,6.47,7,1.4,Calleri,Jonathan Calleri,276,calleri,Calleri,25,5.0,4.0,37.0,13.0,33.0,9.0,,2.0,10.0,2.0,14.0,,,2.0,,,,,,,
231,True,,10.28,-3.3,20,Grêmio,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Sywtl9T.png,89846,4,5.37,7,-0.79,Cristaldo,Franco Cristaldo,284,cristaldo,Cristaldo,25,,23.0,7.0,7.0,26.0,5.0,,3.0,9.0,2.0,3.0,,,,1.0,,,,,,
232,True,,4.12,-1.6,20,Santos,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_a0W192c.png,89883,4,2.08,6,-0.53,Dodi,Douglas Moreira Fagundes,277,dodi,Dodi,25,7.0,31.0,33.0,2.0,32.0,,,,3.0,,,,,,,,,,,,
233,True,,5.33,3.2,15,Grêmio,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TtRmr2d.png,89918,5,2.64,6,0.36,E. Galdino,Everton Galdino Moreira,284,everton-galdino,Everton Galdino,25,2.0,6.0,5.0,6.0,6.0,2.0,,1.0,6.0,,,,,,,,,,,,
234,False,,12.56,0.0,17,Santos,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_fdX9HMF.png,90031,5,5.87,5,0.0,Mendoza,John Stiven Mendoza Valencia,277,mendoza,Mendoza,25,4.0,12.0,18.0,16.0,44.0,5.0,,2.0,5.0,1.0,2.0,,,1.0,,,,,,,
235,False,,11.84,0.0,21,Fortaleza,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_PYjs4Li.png,90061,2,6.45,6,0.0,B. Pacheco,Bruno de Jesus Pacheco,356,bruno-pacheco,Bruno Pacheco,25,2.0,44.0,38.0,8.0,36.0,1.0,9.0,3.0,3.0,,,,,,,,,,,,
236,True,,4.42,-0.3,5,Coritiba,https://s.sde.globo.com/media/person_role/2023/09/13/photo_FORMATO_o4zQHNu.png,90120,5,2.54,6,-1.5,Edu,Eduardo Nascimento da Silva Júnior,294,edu,Edu,25,,1.0,1.0,2.0,,1.0,,,2.0,,2.0,,,,,,,,,,
237,False,,4.51,0.0,5,São Paulo,https://s.sde.globo.com/media/person_role/2023/04/15/photo_FORMATO_p3UWrBW.png,90232,2,3.16,6,0.0,R. Ramos,Raí dos Reis Ramos,276,rai-ramos,Raí Ramos,25,2.0,4.0,5.0,2.0,1.0,,2.0,,2.0,,,,,,,,,,,,
238,True,,6.35,3.0,18,Flamengo,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_PsLr2Kh.png,90285,5,2.92,7,-0.07,B. Henrique,Bruno Henrique Pinto,262,bruno-henrique,Bruno Henrique,25,4.0,13.0,17.0,9.0,24.0,2.0,,,9.0,1.0,7.0,,,,,,,,,,
239,True,,3.69,-0.3,5,Palmeiras,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_borikKg.png,90290,4,1.28,6,-0.18,Jailson,Jaílson Marques Siqueira,275,jailson,Jailson,25,,4.0,3.0,1.0,1.0,,,,1.0,,,,,,,,,,,,
240,False,,5.0,0.0,0,Fortaleza,https://s.sde.globo.com/media/person_role/2022/09/28/photo_FORMATO_wjBokpm.png,90302,5,0.0,5,0.0,P. Rocha,Pedro Rocha Neves,356,pedro-rocha,Pedro Rocha,25,,,,,,,,,,,,,,,,,,,,,
241,False,,3.7,0.0,11,São Paulo,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_zc5jjjt.png,90309,5,2.9,6,0.0,David,David Correa da Fonseca,276,david,David,25,4.0,4.0,13.0,4.0,8.0,2.0,,2.0,2.0,,6.0,,,,,,,,,,
242,True,,6.58,-0.7,21,Bahia,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,90449,4,3.44,7,-0.33,Rezende,Júlio César Rezende de Miranda,265,rezende,Rezende,25,4.0,51.0,39.0,6.0,19.0,1.0,,1.0,2.0,,,1.0,,,,,,,,,
243,False,,1.86,0.0,10,Goiás,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_eh2bZ7u.png,90540,5,0.96,6,0.0,D. Gonçalves,Diego Gonçalves,290,diego-goncalves,Diego Gonçalves,25,1.0,3.0,7.0,3.0,9.0,,,,2.0,,1.0,,,,,,,,,,
244,False,,1.95,0.0,1,Bahia,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_UPFwDzZ.png,90590,1,-1.0,6,0.0,M. Claus,Mateus Eduardo Claus,265,mateus-claus,Mateus Claus,25,,,,,,,,,,,,,,,,1.0,2.0,,,,
245,True,,2.33,-0.8,8,Cuiabá,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_AlOmB6m.png,90634,4,0.33,7,-0.23,L. Mineiro,Lucas da Silva Izidoro,1371,lucas-mineiro,Lucas Mineiro,25,3.0,4.0,10.0,1.0,6.0,,,,,,,,,,,,,,,,
246,True,,9.43,6.4,22,Flamengo,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_zrQ4flU.png,90768,3,3.34,7,0.27,F. Bruno,Fabrício Bruno Soares de Faria,262,fabricio-bruno,Fabrício Bruno,25,5.0,22.0,9.0,1.0,13.0,,8.0,1.0,2.0,,,,,,,,,,,,
247,False,,8.45,0.0,14,América-MG,https://s.sde.globo.com/media/person_role/2022/02/25/561f3ca4238e82e1b2e1479a1a66c551_FORMATO.png,91151,5,3.88,6,0.0,Everaldo,Everaldo Silva do Nascimento,327,everaldo,Everaldo,25,5.0,17.0,11.0,5.0,22.0,1.0,,2.0,3.0,,4.0,,,2.0,,,,,,,
248,False,,3.47,0.0,8,Cuiabá,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_kfJYHxI.png,91190,2,1.7,6,0.0,PK,Ítaro Patric Cardoso Calmon,1371,pk,PK,25,1.0,10.0,10.0,2.0,4.0,,1.0,,,,,1.0,,,,,,,,,
249,True,,2.28,0.0,15,América-MG,https://s.sde.globo.com/media/person_role/2022/02/24/e0b5f4c6647fe1b42922ddb4458dade0_FORMATO.png,91203,3,0.85,6,-0.04,Éder,Éder Ferreira Graminho,327,eder,Éder,25,4.0,18.0,17.0,1.0,3.0,,,,1.0,,3.0,1.0,,,,,,,,,
250,True,,4.71,4.2,14,Grêmio,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NYg6Ymv.png,91254,4,2.54,7,0.49,Carballo,Felipe Ignacio Carballo Ares,284,carballo,Carballo,25,1.0,18.0,11.0,6.0,6.0,1.0,,,2.0,,,,,,,,,,,,
251,True,,11.69,0.0,25,Botafogo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_83wBpb6.png,91260,1,5.98,7,-0.6,L. Perri,Lucas Estella Perri,263,lucas-perri,Lucas Perri,25,1.0,,,,3.0,,13.0,,,,,,,,,99.0,15.0,,,,
252,True,,8.5,6.09,1,Santos,https://s.sde.globo.com/media/person_role/2021/04/27/7f50feb3c2bff8d96ced4bd8a038efad_220x220.png,91274,6,6.09,7,-0.16,M. Fernandes,Marcelo Faria Fernandes,277,marcelo-fernandes,Marcelo Fernandes,25,,,,,,,,,,,,,,,,,,,1.0,,
253,True,,5.42,10.1,14,Flamengo,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xuM4Nls.png,91473,4,3.04,7,1.49,E. Pulgar,Erick Antonio Pulgar Farfán,262,erick-pulgar,Erick Pulgar,25,4.0,20.0,27.0,5.0,5.0,2.0,,,2.0,,3.0,,,2.0,,,,,,,
254,False,,8.16,0.0,13,São Paulo,https://s.sde.globo.com/media/person_role/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,91573,3,4.73,5,0.0,Arboleda,Robert Abel Arboleda Escobar,276,arboleda,Arboleda,25,,19.0,3.0,3.0,8.0,,6.0,,3.0,,4.0,1.0,,1.0,,,,,,,
255,False,,9.0,0.0,20,Palmeiras,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_eJOedW8.png,91607,5,3.38,6,0.0,Rony,Ronielson da Silva Barbosa,275,rony,Rony,25,1.0,8.0,17.0,8.0,25.0,4.0,,,10.0,,18.0,,,1.0,,,,,,,
256,True,,7.41,2.4,24,Botafogo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,91664,3,4.24,7,0.26,Adryelson,Adryelson Shawann Lima Silva,263,adryelson,Adryelson,25,5.0,21.0,13.0,2.0,12.0,1.0,13.0,,4.0,,,,,,,,,,,,
257,True,,2.29,0.3,18,Cruzeiro,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vMaiFUT.png,91689,4,1.36,7,-0.18,M. Jussa,Matheus Isaías dos Santos,283,matheus-jussa,Matheus Jussa,25,6.0,18.0,32.0,6.0,4.0,1.0,,,3.0,,,,,,,,,,,,
258,True,,17.4,5.5,24,Cruzeiro,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_vrVAWB7.png,91706,2,8.04,7,0.38,Marlon,Marlon Rodrigues Xavier,283,marlon,Marlon,25,5.0,94.0,25.0,9.0,19.0,2.0,9.0,2.0,4.0,,1.0,,,,,,,,,,
259,False,,11.73,0.0,20,Fluminense,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_U5c1E7V.png,91708,3,3.66,6,0.0,Nino,Marcílio Florêncio Mota Filho,266,nino,Nino,25,4.0,9.0,18.0,3.0,20.0,2.0,8.0,,3.0,,,1.0,,1.0,,,,,,,
260,False,,2.0,0.0,0,Goiás,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_voSytVs.png,91712,1,0.0,6,0.0,M. Alves,Matheus Alves da Silva Cardoso,290,matheus-alves,Matheus Alves,25,,,,,,,,,,,,,,,,,,,,,
261,False,,5.2,0.0,8,Bahia,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0ibQkD2.png,91772,3,3.6,6,0.0,D. Duarte,David de Duarte Macedo,265,david-duarte,David Duarte,25,1.0,6.0,4.0,1.0,4.0,1.0,2.0,,,,,,,1.0,,,,,,,
262,True,,3.75,5.2,4,Coritiba,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_uNyULXz.png,91856,2,3.12,6,0.63,Hayner,Hayner Willian Monjardim Cordeiro,294,hayner,Hayner,25,2.0,3.0,7.0,,6.0,,1.0,1.0,,,,,,,,,,,,,
263,False,,4.69,0.0,14,Athlético-PR,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ZOxQ99E.png,91866,3,2.61,6,0.0,Z. Ivaldo,José Ivaldo Almeida Silva,293,ze-ivaldo,Zé Ivaldo,25,2.0,14.0,19.0,1.0,9.0,,5.0,,1.0,,1.0,1.0,1.0,,,,,,,,
264,True,,9.04,2.2,22,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_U1jXQaU.png,91908,5,4.97,7,0.03,Pavón,Cristian David Pavón,282,pavon,Pavón,25,6.0,29.0,17.0,17.0,21.0,3.0,,4.0,13.0,,9.0,,,1.0,,,,,,,
265,True,,11.25,2.55,14,Athlético-PR,https://s.sde.globo.com/media/person_role/2022/05/05/21d7b4d24237a06ec8872f1ff041e713_FORMATO.png,91971,6,5.27,7,-0.49,W. Carvalho,Wesley Oliveira de Carvalho,293,wesley-carvalho,Wesley Carvalho,25,,,,,,,,,,,,,,,,,,,5.0,,
266,True,,9.22,4.16,10,Vasco,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO.png,92075,6,5.05,7,-0.66,R. Díaz,Ramón Ángel Díaz,267,ramon-diaz,Ramón Díaz,25,,,,,,,,,,,,,,,,,,,4.0,,
267,False,,4.18,0.0,1,Grêmio,https://s.sde.globo.com/media/person_role/2023/08/04/photo_220x220_bq0AF4S.png,92207,1,8.0,6,0.0,Caíque,Caíque Luiz Santos da Purificação,284,caique,Caíque,25,,,,,,,1.0,,,,,,,,,3.0,,,,,
268,False,,4.6,0.0,6,Grêmio,https://s.sde.globo.com/media/person_role/2023/08/03/photo_220x220_mGnJe3Z.png,92237,3,2.43,3,0.0,R. Ely,Rodrigo Ely,284,rodrigo-ely,Rodrigo Ely,25,3.0,2.0,6.0,,4.0,,3.0,,,,,,,,,,,,,,
269,False,,5.0,0.0,0,Bragantino,https://s.sde.globo.com/media/person_role/2022/05/05/278a2f0c3cd97ace8138ffbe2f23d81d_FORMATO.png,92496,4,0.0,6,0.0,Raul,Raul Lô Gonçalves,280,raul,Raul,25,,,,,,,,,,,,,,,,,,,,,
270,False,,3.72,0.0,1,América-MG,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_fWFDOrP.png,92696,5,0.1,5,0.0,R. Kayzer,Renato Kayzer de Souza,327,renato-kayzer,Renato Kayzer,25,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,
271,True,,9.26,7.0,23,Cuiabá,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_AvLd8xm.png,92708,5,5.67,7,0.72,Deyverson,Deyverson Brum Silva Acosta,1371,deyverson,Deyverson,25,4.0,6.0,24.0,15.0,43.0,9.0,,2.0,15.0,1.0,21.0,,,2.0,1.0,,,,,,
272,True,,11.59,-1.4,23,Cruzeiro,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_xfgmkoy.png,92811,5,5.04,6,-0.45,B. Rodrigues,Bruno Rafael Rodrigues do Nascimento,283,bruno-rodrigues,Bruno Rodrigues,25,3.0,20.0,16.0,25.0,35.0,4.0,,3.0,14.0,1.0,16.0,,,1.0,1.0,,,,,,
273,False,,3.81,0.0,6,Cruzeiro,https://s.sde.globo.com/media/person_role/2023/07/05/photo_FORMATO.png,92855,2,2.4,6,0.0,Palacios,Helibelton Palacios Zapata,283,palacios,Palacios,25,2.0,7.0,16.0,1.0,4.0,,2.0,,,,,,,,,,,,,,
274,True,,7.02,5.8,22,Cruzeiro,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_CifS8My.png,93108,4,2.57,7,0.87,M. Vital,Mateus da Silva Vital Assumpção,283,mateus-vital,Mateus Vital,25,,18.0,14.0,14.0,19.0,,,1.0,9.0,,1.0,,,1.0,,,,,,,
