,atletas.status_id,atletas.apelido_abreviado,atletas.jogos_num,atletas.slug,atletas.entrou_em_campo,atletas.rodada_id,atletas.apelido,atletas.preco_num,atletas.posicao_id,atletas.foto,atletas.media_num,atletas.minimo_para_valorizar,atletas.clube_id,atletas.clube.id.full.name,atletas.atleta_id,atletas.pontos_num,atletas.nome,atletas.variacao_num,A,CA,DS,FC,FD,FF,FS,FT,G,I,PP,DE,GS,SG,CV,PC,PS,V,GC,DP,PI
380,5,Alex,6,alex,False,23,Alex,2.93,3,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_cgyweD5.png,2.05,,277,Santos,101600,0.0,Alex de Oliveira Nascimento,0.0,,1.0,9.0,4.0,1.0,,5.0,,,,,,,,,,,,,,
381,6,P. Costa,4,philippe-costa,False,23,Philippe Costa,1.55,5,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_kiizDTZ.png,0.53,,290,Goiás,101684,0.0,Philippe Almeida Costa,0.0,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,
382,5,F. Jonatan,1,felipe-jonatan,False,23,Felipe Jonatan,6.06,2,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_4Rn0gj2.png,2.4,,277,Santos,101708,0.0,Felipe Jonatan Rocha Andrade,0.0,,,2.0,,,,,,,,,,,,,,,,,,
383,6,Alerrandro,9,alerrandro,False,23,Alerrandro,3.01,5,https://s.sde.globo.com/media/person_role/2022/05/05/a190fc01a5c5880c8de5c5854ac2f555_FORMATO.png,1.29,,280,Bragantino,101715,0.0,Alerrandro Barra Mansa Realino de Souza,0.0,,3.0,,7.0,1.0,1.0,8.0,1.0,1.0,3.0,,,,,,,,,,,
384,6,Miranda,6,miranda,False,23,Miranda,3.43,3,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_dT3P0NV.png,2.57,,267,Vasco,101720,0.0,Matheus dos Santos Miranda,0.0,,,7.0,6.0,1.0,2.0,2.0,,,,,,,1.0,,,,,,,
385,7,Matheuzinho,0,matheuzinho,False,23,Matheuzinho,6.0,2,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_wPSt5sW.png,0.0,,262,Flamengo,101727,0.0,Matheus França Silva,0.0,,,,,,,,,,,,,,,,,,,,,
386,6,D. Costa,12,diego-costa,True,23,Diego Costa,4.79,3,https://s.sde.globo.com/media/person_role/2022/03/01/996cbc8d639a3e640cf55d5326393d6d_FORMATO.png,2.34,,276,São Paulo,101728,3.4,Diego Henrique Costa Barbosa,-0.33,,4.0,14.0,11.0,2.0,2.0,1.0,,,,,,,3.0,,1.0,,,,,
387,6,Vitinho,18,vitinho,True,23,Vitinho,8.17,5,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Hob15WK.png,4.04,,280,Bragantino,101960,11.8,Vitor Hugo Naum dos Santos,1.95,2.0,7.0,14.0,25.0,11.0,20.0,31.0,,2.0,3.0,,,,,,,,,,,
388,7,Brítez,20,britez,True,23,Brítez,8.53,3,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_qvH6Q9A.png,3.78,,356,Fortaleza,101995,2.2,Emanuel Fermín Brítez,0.14,1.0,7.0,25.0,30.0,3.0,9.0,18.0,,,2.0,,,,8.0,1.0,,,,,,
389,7,A. Oliveira,10,anderson-oliveira,True,23,Anderson Oliveira,3.81,5,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_AFDNRnG.png,2.2,,290,Goiás,102096,0.7,Anderson de Oliveira da Silva,-0.15,,1.0,12.0,11.0,,5.0,10.0,1.0,,1.0,,,,,,,,,,,
390,7,Piquerez,16,piquerez,True,23,Piquerez,10.83,2,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_04Y9scz.png,5.8,,275,Palmeiras,102130,6.7,Joaquín Piquerez Moreira,-0.51,3.0,5.0,30.0,11.0,1.0,5.0,16.0,,,2.0,,,,8.0,,,,,1.0,,
391,6,V. Eudes,0,vitor-eudes,False,23,Vitor Eudes,2.0,1,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_FvWKOzt.png,0.0,,266,Fluminense,102137,0.0,Vitor Eudes de Souza Costa,0.0,,,,,,,,,,,,,,,,,,,,,
392,7,L. Halter,18,lucas-halter,False,23,Lucas Halter,6.2,3,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_DlFIoVh.png,3.45,,290,Goiás,102253,0.0,Lucas Halter,0.0,,4.0,21.0,15.0,,5.0,5.0,,2.0,2.0,,,,6.0,2.0,1.0,,,,,
393,6,G. Mesquita,0,gabriel-mesquita,False,23,Gabriel Mesquita,0.7,1,https://s.sde.globo.com/media/person_role/2023/05/30/photo_220x220.png,-1.0,,283,Cruzeiro,102290,0.0,Gabriel José Ferreira Mesquita,0.0,,1.0,,,,,,,,,,,,,,,,,,,
394,6,Mikael,5,mikael,False,23,Mikael,3.0,5,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_lQhctpS.png,1.68,,327,América-MG,102299,0.0,Mikael Filipe Viana,0.0,,,1.0,,2.0,5.0,2.0,,,2.0,,,,,,,,,,,
395,5,R. Elias,5,rafael-elias,False,23,Rafael Elias,5.71,5,https://s.sde.globo.com/media/person_role/2023/07/27/photo_FORMATO_C3BThsf.png,3.82,,283,Cruzeiro,102302,0.0,Rafael Elias da Silva,0.0,,1.0,3.0,9.0,4.0,5.0,5.0,,1.0,1.0,,,,,,,,,,,
396,6,M. Felipe,5,matheus-felipe,False,23,Matheus Felipe,2.53,3,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_e7P4JVL.png,1.7,,293,Athlético-PR,102310,0.0,Matheus Felipe Santos Nascimento,0.0,,,2.0,3.0,1.0,1.0,,,,,,,,1.0,,,,,,,
397,6,C. Paulista,17,caio-paulista,True,23,Caio Paulista,9.11,2,https://s.sde.globo.com/media/person_role/2023/01/27/photo_FORMATO_rRBJfVv.png,4.15,,276,São Paulo,102318,3.2,Caio Fernando de Oliveira,0.07,2.0,2.0,13.0,13.0,10.0,8.0,21.0,1.0,,,,,,4.0,,1.0,,,,,
398,7,Cacá,5,caca,True,23,Cacá,6.89,3,https://s.sde.globo.com/media/person_role/2023/07/21/photo_FORMATO_EPR1F0c.png,6.24,,293,Athlético-PR,102340,16.5,Carlos de Menezes Júnior,3.39,,,8.0,5.0,,2.0,1.0,,2.0,,,,,1.0,,,,,,,
399,6,Mastriani,10,mastriani,True,23,Mastriani,4.61,5,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_vHe1goh.png,4.27,,327,América-MG,102561,2.9,Gonzalo Mathías Mastriani Borges,-0.44,,1.0,4.0,8.0,3.0,8.0,5.0,,4.0,2.0,,,,,1.0,,,,,,
400,6,Helinho,12,helinho,True,23,Helinho,5.65,5,https://s.sde.globo.com/media/person_role/2022/05/05/d0de5e463c8123423e2713cdde571faf_FORMATO.png,3.93,,280,Bragantino,102598,2.6,Hélio Júnio Nunes de Castro,-0.1,,3.0,14.0,13.0,8.0,10.0,8.0,,2.0,2.0,,,,,,,,,,,
401,6,Anderson,1,anderson,False,23,Anderson,3.24,1,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Lvl4bA5.png,6.0,,283,Cruzeiro,102906,0.0,Anderson Silva da Paixão,0.0,,,,,,,,,,,,1.0,,1.0,,,,,,,
402,6,M. Teixeira,0,matheus-teixeira,False,23,Matheus Teixeira,2.0,1,https://s.sde.globo.com/media/person_role/2022/04/05/ff4149be4042453395add145d010bd49_FORMATO.png,0.0,,265,Bahia,102907,0.0,Matheus Henrique Teixeira,0.0,,,,,,,,,,,,,,,,,,,,,
403,6,Luan,9,luan,False,23,Luan,3.41,4,https://s.sde.globo.com/media/person_role/2022/03/01/6b4e62b423e7b34762e0c7f626ea5ebd_FORMATO.png,1.4,,276,São Paulo,102909,0.0,Luan Vinícius da Silva Santos ,0.0,,,10.0,7.0,,2.0,2.0,,,,,,,,,,,,,,
404,7,Canobbio,16,canobbio,False,23,Canobbio,7.5,5,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_VXCkQFM.png,4.96,,293,Athlético-PR,102928,0.0,Agustín Canobbio Graviz,0.0,2.0,5.0,28.0,17.0,13.0,10.0,30.0,,1.0,6.0,,,,,,1.0,1.0,,,,
405,6,Escobar,4,escobar,True,23,Escobar,4.56,2,https://s.sde.globo.com/media/person_role/2023/07/03/photo_FORMATO_LH8zzYb.png,2.95,,356,Fortaleza,102975,7.0,Gonzalo Daniel Escobar,1.43,1.0,2.0,8.0,7.0,,1.0,1.0,,,,,,,,,,,,,,
406,6,Laquintana,2,laquintana,False,23,Laquintana,3.67,5,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_roWm5iE.png,1.75,,280,Bragantino,103014,0.0,Ignacio Jesús Laquintana Marsico,0.0,,,1.0,3.0,2.0,,2.0,,,2.0,,,,,,,,,,,
407,6,E. Ramires,15,eric-ramires,True,23,Eric Ramires,3.44,4,https://s.sde.globo.com/media/person_role/2022/05/05/68b240d886c54c37133d42e6dd5f8e41_FORMATO.png,2.57,,280,Bragantino,103295,1.9,Eric dos Santos Rodrigues,0.04,2.0,1.0,14.0,17.0,4.0,5.0,12.0,1.0,,1.0,,,,,,,,,,,
408,7,M. Alexandre,20,matheus-alexandre,True,23,Matheus Alexandre,7.16,2,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_4eKoeL1.png,4.78,,1371,Cuiabá,103347,1.3,Matheus Alexandre Anastácio de Souza,-0.65,,3.0,54.0,17.0,1.0,3.0,5.0,,1.0,2.0,,,,5.0,,,,,,,
409,6,E. Martínez,21,emmanuel-martinez,True,23,Emmanuel Martínez,6.91,4,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_koF5Pef.png,4.27,,327,América-MG,103388,5.4,Leandro Emmanuel Martínez,0.01,4.0,2.0,36.0,21.0,6.0,7.0,40.0,1.0,,,,,,,,1.0,,,,,
410,6,Caetano,9,caetano,True,23,Caetano,2.79,3,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_72Ycs9o.png,2.2,,264,Corinthians,103575,0.9,João Victor Andrade Caetano,0.24,,2.0,9.0,6.0,,1.0,6.0,,,,,,,2.0,,1.0,,,,,
411,5,R. Bilu,4,rafael-bilu,False,23,Rafael Bilu,2.83,5,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_L5qGZ0n.png,2.08,,283,Cruzeiro,103576,0.0,Rafael Bilu Mudesto,0.0,,,4.0,1.0,,3.0,3.0,,,1.0,,,,,,,,,,,
412,5,M. Paulo,15,marcos-paulo,False,23,Marcos Paulo,7.42,5,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_XopxIWU.png,3.06,,276,São Paulo,103645,0.0,Marcos Paulo Costa do Nascimento,0.0,1.0,2.0,15.0,8.0,2.0,4.0,12.0,,2.0,2.0,,,,,,,,,,,
413,6,K. Rocha,2,kaique-rocha,False,23,Kaíque Rocha,4.13,3,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_TAU79Yo.png,4.8,,293,Athlético-PR,103684,0.0,Kaíque Rocha Lima,0.0,,,3.0,2.0,,2.0,,,,,,,,1.0,,,,,,,
414,6,J. Silva,17,jadsom-silva,True,23,Jadsom Silva,2.46,4,https://s.sde.globo.com/media/person_role/2022/05/05/9d601cb29909661ed2abc4800aab14b7_FORMATO.png,1.38,,280,Bragantino,103695,1.1,Jadsom Meemyas de Oliveira da Silva,-0.03,,6.0,22.0,22.0,4.0,2.0,11.0,,,1.0,,,,,,2.0,,,,,
415,7,B. Méndez,17,bruno-mendez,True,23,Bruno Méndez,2.99,3,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_VwEvkmY.png,2.16,,264,Corinthians,103700,0.2,Bruno Méndez Cittadini,-1.52,,3.0,16.0,9.0,,2.0,3.0,,,1.0,,,,4.0,,,,,,,
416,7,G. Menino,21,gabriel-menino,True,23,Gabriel Menino,8.87,4,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_a770SrF.png,4.34,,275,Palmeiras,103767,2.2,Gabriel Vinícius Menino,-0.06,2.0,4.0,37.0,36.0,6.0,13.0,24.0,2.0,2.0,2.0,,,,,,,,,,,
417,6,H. Meritão,3,higor-meritao,False,23,Higor Meritão,1.17,4,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_uo7UAHd.png,-0.2,,290,Goiás,103987,0.0,Higor Matheus Meritão,0.0,,,,2.0,,,,,,,,,,,,,,,,,
418,6,Maycon,0,maycon,False,23,Maycon,3.0,1,https://s.sde.globo.com/media/person_role/2022/05/05/f39fcb967a674ffddbaec227105dae4a_FORMATO.png,0.0,,280,Bragantino,104017,0.0,Maycon Cleiton de Paula Azevedo,0.0,,,,,,,,,,,,,,,,,,,,,
419,6,J. Fernando,0,joao-fernando,False,23,João Fernando,2.0,1,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5Z0375l.png,0.0,,263,Botafogo,104079,0.0,João Fernando Monteiro Siqueira,0.0,,,,,,,,,,,,,,,,,,,,,
420,6,C. Miguel,0,carlos-miguel,False,23,Carlos Miguel,2.0,1,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_ucZUimL.png,0.0,,264,Corinthians,104084,0.0,Carlos Miguel dos Santos Pereira,0.0,,,,,,,,,,,,,,,,,,,,,
421,7,B. Fuchs,9,bruno-fuchs,True,23,Bruno Fuchs,5.31,3,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_qjyhb3e.png,2.98,,282,Atlético-MG,104085,8.4,Bruno de Lara Fuchs,1.3,,1.0,4.0,5.0,,,9.0,,,,,,,4.0,,,,,,,
422,6,Ruan,13,ruan,True,23,Ruan,4.12,4,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_Uq9B5Kn.png,4.31,,264,Corinthians,104153,3.0,Ruan de Oliveira Ferreira,0.39,2.0,2.0,20.0,15.0,3.0,5.0,10.0,,2.0,,,,,,,,,,,,
423,6,J. Lucas,11,joao-lucas,False,23,João Lucas,4.78,2,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_tX8ABIy.png,4.61,,277,Santos,104257,0.0,João Lucas de Almeida Carvalho,0.0,1.0,1.0,23.0,11.0,1.0,4.0,18.0,,,,,,,2.0,,1.0,,,,,
424,6,L. Rafael,2,lucas-rafael,True,23,Lucas Rafael,3.95,3,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_J1rhwK6.png,3.15,,280,Bragantino,104360,5.1,Lucas Rafael Gonçalves da Silva,0.68,,,,1.0,1.0,,1.0,,,1.0,,,,1.0,,,,,,,
425,6,M. Mendes,1,matheus-mendes,False,23,Matheus Mendes,3.42,1,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_xQ2S67t.png,7.0,,282,Atlético-MG,104383,0.0,Matheus Mendes Werneck de Oliveira,0.0,,1.0,,,,,,,,,,3.0,,1.0,,,,,,,
426,6,I. Gomes,12,igor-gomes,True,23,Igor Gomes,4.98,3,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_I7Q1WEp.png,3.45,,285,Internacional,104385,0.0,Igor Gomes Silva,-1.09,,1.0,18.0,6.0,1.0,3.0,10.0,,,,,,,3.0,,1.0,,,,,
427,3,V. Mendes,2,vitor-mendes,False,23,Vitor Mendes,6.66,3,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_L4w297p.png,4.95,,266,Fluminense,104401,0.0,Vitor Mendes Alves,0.0,,1.0,,1.0,1.0,,,,,,,,,2.0,,,,,,,
428,6,Reinaldo,1,reinaldo,False,23,Reinaldo,2.39,5,https://s.sde.globo.com/media/person_role/2020/03/03/12600160dfe6fed9a606921db8b0a862_FORMATO.png,1.7,,293,Athlético-PR,104420,0.0,Reinaldo Nascimento Satorno,0.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
429,6,F. Scheibig,0,felipe-scheibig,False,23,Felipe Scheibig,1.0,1,https://s.sde.globo.com/media/person_role/2021/07/16/79af8f6f344db19983598078705340fc_FORMATO.png,0.0,,284,Grêmio,104424,0.0,Felipe Mateus Scheibig,0.0,,,,,,,,,,,,,,,,,,,,,
430,5,Christian,14,christian,False,23,Christian,10.5,4,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_V2OPAxf.png,4.7,,293,Athlético-PR,104502,0.0,Christian Roberto Alves Cardoso,0.0,,,17.0,21.0,3.0,7.0,15.0,1.0,4.0,,,,,,,,,,,,
431,6,H. Vermudt,0,henrique-vermudt,False,23,Henrique Vermudt,3.0,3,https://s.sde.globo.com/media/person_role/2023/07/30/photo_FORMATO_iztb5Pm.png,0.0,,263,Botafogo,104504,0.0,Henrique Vermudt,0.0,,,,,,,,,,,,,,,,,,,,,
432,6,V. Zanocelo,6,vinicius-zanocelo,False,23,Vinícius Zanocelo,3.32,4,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_OPlr7ly.png,0.68,,356,Fortaleza,104521,0.0,Vinícius Nelson de Souza Zanocelo,0.0,,1.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,
433,5,Sandry,5,sandry,False,23,Sandry,2.54,4,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_bbHXWKZ.png,0.52,,277,Santos,104580,0.0,Sandry Roberto Santos Goes,0.0,,2.0,4.0,4.0,,,2.0,,,,,,,,,,,,,,
434,6,Fabrício,0,fabricio,False,23,Fabrício,1.0,1,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_AAId2Kq.png,0.0,,280,Bragantino,104588,0.0,Fabrício Oliveira de Souza,0.0,,,,,,,,,,,,,,,,,,,,,
435,7,M. Bianqui,14,matheus-bianqui,False,23,Matheus Bianqui,3.32,4,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_nFBy3HF.png,2.2,,294,Coritiba,104640,0.0,Matheus Henrique Bianqui,0.0,1.0,6.0,21.0,19.0,3.0,3.0,13.0,,,2.0,,,,,,,,,,,
436,7,J. Vojvoda,23,juan-vojvoda,True,23,Juan Vojvoda,12.98,6,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_UIx1Yzg.png,5.31,,356,Fortaleza,104754,6.71,Juan Pablo Vojvoda Rizzo,0.48,,,,,,,,,,,,,,,,,,10.0,,,
437,6,Acevedo,17,acevedo,True,23,Acevedo,4.82,4,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,2.92,,265,Bahia,104783,0.8,Nicolás Brian Acevedo Tabárez,-0.53,,5.0,35.0,24.0,3.0,9.0,18.0,,,,,,,,,,,,,,
438,7,S. Gómez,5,sebastian-gomez,True,23,Sebastián Gómez,6.43,4,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_fnuIkZJ.png,4.04,,294,Coritiba,104811,8.2,Sebastián Gómez Londoño,1.64,1.0,1.0,6.0,5.0,,,5.0,,1.0,,,,,,,,,,,,
439,6,I. Gabriel,0,igo-gabriel,False,23,Igo Gabriel,1.0,1,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_C8GywEv.png,0.0,,263,Botafogo,104991,0.0,Igo Gabriel Santos Pereira,0.0,,,,,,,,,,,,,,,,,,,,,
440,2,J. Marcelo,1,joao-marcelo,False,23,João Marcelo,2.43,3,https://s.sde.globo.com/media/person_role/2023/08/01/photo_220x220_vuySYbE.png,0.9,,283,Cruzeiro,105047,0.0,João Marcelo Messias Ferreira,0.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
441,7,L. Henrique,21,luis-henrique,True,23,Luis Henrique,5.6,5,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XMfC6C1.png,3.13,,263,Botafogo,105049,2.2,Luis Henrique Tomaz de Lima,-0.33,1.0,,11.0,4.0,6.0,8.0,5.0,,4.0,1.0,,,,,,,1.0,,,,
442,6,Khellven,14,khellven,False,23,Khellven,7.74,2,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7lRpDNN.png,4.5,,293,Athlético-PR,105175,0.0,Khellven Douglas Silva Oliveira,0.0,3.0,1.0,15.0,9.0,2.0,3.0,8.0,,,3.0,,,,5.0,,,,,,,
443,5,Bento,18,bento,False,23,Bento,9.79,1,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7ROEp8B.png,4.13,,293,Athlético-PR,105208,0.0,Bento Matheus Krepski,0.0,1.0,3.0,,2.0,,,2.0,,,,,56.0,21.0,6.0,,,,,,1.0,
444,5,D. Lucca,0,de-lucca,False,23,De Lucca,3.0,4,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_J73ZkrF.png,0.0,,267,Vasco,105294,0.0,Patrick de Lucca Chaves de Oliveira,0.0,,,,,,,,,,,,,,,,,,,,,
445,6,Ferraresi,0,ferraresi,False,23,Ferraresi,6.0,3,https://s.sde.globo.com/media/person_role/2022/08/13/a5301263d96806640ddf67cec70f99e7_FORMATO.png,0.0,,276,São Paulo,105300,0.0,Nahuel Adolfo Ferraresi Hernández,0.0,,,,,,,,,,,,,,,,,,,,,
446,6,G. Xavier,9,gabriel-xavier,False,23,Gabriel Xavier,4.98,3,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0UPMoSl.png,4.08,,265,Bahia,105373,0.0,Gabriel Lheman Xavier - Lhman,0.0,,2.0,13.0,8.0,1.0,1.0,7.0,,,,,,,4.0,,,,,,,
447,6,M. Bidu,16,matheus-bidu,True,23,Matheus Bidu,6.13,2,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_cNTyg24.png,3.36,,264,Corinthians,105531,2.9,Matheus Lima Beltrão Oliveira Valin,-0.25,,2.0,23.0,18.0,4.0,6.0,22.0,,,,,,,3.0,,2.0,,,,,
448,7,Rikelme,16,rikelme,True,23,Rikelme,4.38,5,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_FfgJEdr.png,4.7,,1371,Cuiabá,105547,1.3,Rikelme Hernandes Amorim Rocha,-0.19,1.0,,46.0,15.0,5.0,6.0,8.0,,1.0,3.0,,,,,,,,,1.0,,
449,6,Riquelme,0,riquelme,False,23,Riquelme,3.0,2,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_smA6Xym.png,0.0,,267,Vasco,105566,0.0,Riquelme Carvalho Araújo Viana,0.0,,,,,,,,,,,,,,,,,,,,,
450,7,Lucero,18,lucero,True,23,Lucero,7.51,5,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_MqRx953.png,3.97,,356,Fortaleza,105568,11.2,Juan Martín Lucero,1.44,,2.0,8.0,21.0,8.0,9.0,18.0,1.0,5.0,8.0,,,,,,,2.0,,,,
451,7,L. Piton,21,lucas-piton,True,23,Lucas Piton,6.07,2,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_71dywWV.png,2.39,,267,Vasco,105584,-0.3,Lucas Piton Crivellaro,-0.15,2.0,3.0,23.0,29.0,2.0,7.0,3.0,,,2.0,,,,3.0,,,,,,,
452,6,Roni,11,roni,False,23,Roni,2.03,4,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_efGU5wq.png,1.3,,264,Corinthians,105585,0.0,Roni Medeiros de Moura,0.0,,2.0,14.0,15.0,1.0,1.0,4.0,,,,,,,,,,,,,,
453,7,B. Lage,9,bruno-lage,True,23,Bruno Lage,13.47,6,https://s.sde.globo.com/media/person_role/2023/07/12/photo_220x220_VnDqhyp.png,6.01,,263,Botafogo,105631,1.65,Bruno Miguel Silva do Nascimento,-0.46,,,,,,,,,,,,,,,,,,4.0,,,
454,2,Maurício,13,mauricio,True,23,Maurício,8.97,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_7KIwg4E.png,4.02,,285,Internacional,105647,9.0,Maurício Magalhães Prado,1.31,,2.0,8.0,8.0,4.0,6.0,16.0,2.0,3.0,4.0,,,,,,,,,,,
455,6,N. Hernández,13,nicolas-hernandez,True,23,Nicolás Hernández,3.44,3,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_l85XoS0.png,2.3,,285,Internacional,105672,0.0,Nicolás Hernández Rodríguez,-0.9,1.0,4.0,9.0,6.0,,1.0,4.0,,,,,,,4.0,,,,,1.0,,
456,7,Wesley,20,wesley,True,23,Wesley,9.04,5,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vnwHYu8.png,5.04,,283,Cruzeiro,105811,6.1,Wesley Ribeiro Silva,0.93,1.0,3.0,29.0,41.0,11.0,16.0,37.0,,4.0,2.0,,,,,,,,,,,
457,6,Edu,6,edu,True,23,Edu,2.45,3,https://s.sde.globo.com/media/person_role/2023/06/25/photo_FORMATO_bGsyKIs.png,2.78,,290,Goiás,105842,0.5,Lucas Eduardo Ribeiro de Souza,-0.35,,1.0,5.0,6.0,1.0,1.0,5.0,,,,,,,2.0,,1.0,,,,,
458,6,M. Araújo,10,matheus-araujo,True,23,Matheus Araújo,5.44,4,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_BedE425.png,1.96,,264,Corinthians,105845,2.0,Matheus de Araújo Andrade,-0.2,,,8.0,9.0,1.0,,7.0,,1.0,1.0,,,,,,,,,,,
459,6,Z. Gabriel,11,ze-gabriel,True,23,Zé Gabriel,2.4,4,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_PQUgcKV.png,1.24,,267,Vasco,105902,0.5,José Gabriel dos Santos Silva,0.0,,4.0,12.0,16.0,1.0,4.0,7.0,,,,,,,,,,,,,,
460,6,V. Mingotti,13,vinicius-mingotti,False,23,Vinicius Mingotti,2.74,5,https://s.sde.globo.com/media/person_role/2023/04/20/photo_FORMATO_YH7397F.png,2.18,,265,Bahia,105909,0.0,Vinicius Alessandro Mingotti,0.0,,2.0,4.0,10.0,4.0,3.0,12.0,,2.0,7.0,,,,,,,,,,,
461,6,Rômulo,12,romulo,True,23,Rômulo,3.68,4,https://s.sde.globo.com/media/person_role/2023/04/12/photo_220x220_eEMPMPy.png,3.77,,285,Internacional,105911,1.7,Rômulo Zanre Zwarg,-0.17,,1.0,20.0,10.0,1.0,4.0,20.0,1.0,1.0,1.0,,,,,,,,,,,
462,6,C. Silva,1,cadu-silva,False,23,Cadu Silva,0.71,2,https://s.sde.globo.com/media/person_role/2020/02/28/8b8a13f401928e0adf73a1998a49f868_FORMATO.png,0.0,,277,Santos,105914,0.0,Carlos Eduardo Bertolassi da Silva,0.0,,,,,,,,,,,,,,,,,,,,,
463,7,Rochet,6,rochet,False,23,Rochet,7.36,1,https://s.sde.globo.com/media/person_role/2023/07/14/photo_FORMATO_AtGShUT.png,3.25,,285,Internacional,105949,0.0,Sergio Ramón Rochet Álvarez,0.0,,3.0,,,,,3.0,,,,,19.0,8.0,2.0,,,,,,,
464,6,Vinícius,0,vinicius,False,23,Vinícius,2.0,5,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Oqt8wcz.png,0.0,,267,Vasco,105998,0.0,Vinícius dos Santos de Oliveira Paiva,0.0,,,,,,,,,,,,,,,,,,,,,
465,5,L. Ramos,1,lucas-ramos,False,23,Lucas Ramos,2.81,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_Tdt3VkZ.png,0.0,,285,Internacional,106000,0.0,Lucas de Ramos Silveira,0.0,,,,,,,,,,,,,,,,,,,,,
