,atletas.atleta_id,atletas.apelido,atletas.minimo_para_valorizar,atletas.status_id,atletas.apelido_abreviado,atletas.jogos_num,atletas.slug,atletas.pontos_num,atletas.clube.id.full.name,atletas.rodada_id,atletas.posicao_id,atletas.clube_id,atletas.preco_num,atletas.nome,atletas.variacao_num,atletas.media_num,atletas.foto,FF,G,CA,DS,FC,FD,FS,I,SG,DE,DP,GS,PC,CV,FT,A,PS,V,PP
186,86799,Rodrigo Pinho,,6,R. Pinho,2,rodrigo-pinho,0.0,Coritiba,2,5,294,2.89,Rodrigo Cunha Pereira de Pinho,-0.79,0.85,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_28kb8HP.png,1.0,,,,1.0,1.0,,,,,,,,,,,,,
187,86841,Boschilia,,2,Boschilia,1,boschilia,4.1,Coritiba,2,4,294,4.94,Gabriel Boschilia,-0.06,4.1,https://s.sde.globo.com/media/person_role/2022/08/12/8bbade4dbabca44eb3eda2767deda745_FORMATO.png,3.0,,,1.0,,,1.0,,,,,,,,,,,,
188,86859,José Welison,,6,J. Welison,0,jose-welison,0.0,Fortaleza,2,4,356,5.0,José Welison da Silva,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/05/12/32f4ef48713e5687dbe666e42316e4ad_FORMATO.png,,,,,,,,,,,,,,,,,,,
189,86864,Marlon,,7,Marlon,2,marlon,4.9,América-MG,2,2,327,4.84,Marlon Matheus Lopes do Nascimento,0.9,3.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_9jhAK26.png,1.0,,,3.0,3.0,,5.0,,,,,,,,,,,,
190,86970,Eduardo Bauermann,,7,E. Bauermann,2,eduardo-bauermann,7.0,Santos,2,3,277,7.07,Eduardo Gabriel dos Santos Bauermann,1.59,4.75,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_GWoHgvv.png,3.0,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,
191,87008,Léo Jardim,,7,L. Jardim,2,leo-jardim,4.0,Vasco,2,1,267,12.08,Leonardo César Jardim,-0.18,6.5,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_2NC7Cvz.png,,,,,,,,,,16.0,,3.0,,,,,,,
192,87009,Nathan,,7,Nathan,2,nathan,5.4,Grêmio,2,4,284,5.9,Nathan Allan de Souza,0.42,2.95,https://s.sde.globo.com/media/person_role/2023/04/12/photo_FORMATO_H5UIx66.png,2.0,,,3.0,5.0,1.0,2.0,,,,,,,,,,,,
193,87098,Matheus Peixoto,,7,M. Peixoto,2,matheus-peixoto,9.0,Goiás,2,5,290,7.59,Matheus Vieira Campos Peixoto,2.36,5.55,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_FC0h7Wp.png,1.0,1.0,1.0,2.0,2.0,,3.0,,,,,,,,,,,,
194,87225,Pedro Henrique,,6,P. Henrique,2,pedro-henrique,3.4,Athlético-PR,2,3,293,11.37,Pedro Henrique Ribeiro Gonçalves,0.79,7.4,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Pmz9ta0.png,,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,,,,,,,,,,
195,87228,Guilherme Arana,,6,G. Arana,0,guilherme-arana,0.0,Atlético-MG,2,2,282,13.0,Guilherme Antonio Arana Lopes,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6cBmo9F.png,,,,,,,,,,,,,,,,,,,
196,87242,Carlos de Pena,,6,C. Pena,2,carlos-de-pena,0.8,Internacional,2,4,285,6.85,Carlos María de Pena Bonino,-2.7,0.8,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8NTSnKt.png,2.0,,,,,,,,,,,,,,,,,,
197,87258,Soteldo,,7,Soteldo,1,soteldo,0.0,Santos,2,5,277,9.29,Yeferson Julio Soteldo Martínez,0.0,2.4,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xCE9nv8.png,1.0,,,1.0,1.0,1.0,5.0,,,,,,,1.0,,,,,
198,87342,Kannemann,,7,Kannemann,2,kannemann,0.4,Grêmio,2,3,284,8.47,Walter Kannemann,-1.01,4.05,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q2fTOjY.png,,,2.0,4.0,4.0,,3.0,,1.0,,,,,,,,,,
199,87402,Messias,,7,Messias,2,messias,8.2,Santos,2,3,277,7.05,Messias Rodrigues da Silva Júnior,2.28,5.3,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_XWlumea.png,2.0,,,4.0,1.0,,1.0,,1.0,,,,1.0,,,,,,
200,87470,Thaciano,,7,Thaciano,1,thaciano,0.0,Bahia,2,4,265,9.55,Thaciano Mickael da Silva,0.0,9.8,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_dQGg2S1.png,,,,3.0,1.0,,3.0,,,,,,,,,1.0,,,
201,87552,Vitor Bueno,,2,V. Bueno,2,vitor-bueno,2.5,Athlético-PR,2,4,293,5.82,Vitor Frezarin Bueno,0.08,3.2,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Vn5DBCR.png,2.0,,,1.0,1.0,2.0,3.0,,,,,,,,,,,,
202,87603,Mateus Pasinato,,6,M. Pasinato,0,mateus-pasinato,0.0,América-MG,2,1,327,2.0,Mateus Pasinato,0.0,0.0,https://s.sde.globo.com/media/person_role/2016/02/19/a041f82c005a23d5b98daaa4cc3d1700_FORMATO.png,,,,,,,,,,,,,,,,,,,
203,87742,Neto Moura,,6,N. Moura,1,neto-moura,0.9,Cruzeiro,2,4,283,3.0,Antônio Francisco Moura Neto,-1.0,0.9,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_MSIx6c6.png,,,,1.0,1.0,,,,,,,,,,,,,,
204,87747,Yago Felipe,,7,Y. Felipe,2,yago-felipe,1.7,Bahia,2,4,265,5.25,Yago Felipe da Costa Rocha,-0.75,2.0,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO.png,,,,4.0,6.0,,2.0,,,,,,,,,,,,
205,87808,Philipe Sampaio,,2,P. Sampaio,1,philipe-sampaio,3.4,Botafogo,2,3,263,4.0,Philipe Sampaio Azevedo,0.0,3.4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_E29teNI.png,1.0,,,2.0,1.0,,1.0,,,,,,,,,,,,
206,87853,Mauricio Lemos,,7,M. Lemos,2,mauricio-lemos,5.5,Atlético-MG,2,3,282,13.88,Paolo Mauricio Lemos Merladett,1.49,9.35,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,,1.0,1.0,4.0,1.0,1.0,2.0,,1.0,,,,,,,,,,
207,87863,Arrascaeta,,6,Arrascaeta,0,arrascaeta,0.0,Flamengo,2,4,262,19.0,Giorgian Daniel de Arrascaeta Benedetti,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,,,,,,,,,,,,,,,,,,,
208,87887,Balbuena,,7,Balbuena,1,balbuena,0.9,Corinthians,2,3,264,4.33,Fabián Cornelio Balbuena González,-1.67,0.9,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_a0U2siY.png,,,,1.0,1.0,,,,,,,,,,,,,,
209,88033,Alan Empereur,,6,A. Empereur,0,alan-empereur,0.0,Cuiabá,2,3,1371,5.0,Alan Pereira Empereur,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,,,,,,,,,,,,,,,,,,,
210,88037,Luís Castro,,7,L. Castro,2,luis-castro,6.28,Botafogo,2,6,263,10.14,Luís Manuel Ribeiro de Castro,1.03,6.2,https://s.sde.globo.com/media/person_role/2022/02/21/3d4eb55c672851b1407085b09c4dfbb4_FORMATO.png,,,,,,,,,,,,,,,,,,2.0,
211,88065,Jorge,,5,Jorge,0,jorge,0.0,Fluminense,2,2,266,4.0,Jorge Marco de Oliveira Moraes,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_UTM0WJt.png,,,,,,,,,,,,,,,,,,,
212,88136,Ivan,,6,Ivan,0,ivan,0.0,Vasco,2,1,267,5.0,Ivan Quaresma da Silva,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_qStnmUz.png,,,,,,,,,,,,,,,,,,,
213,88323,Ángel Romero,,6,Ã. Romero,0,angel-romero,0.0,Corinthians,2,5,264,5.0,Ángel Rodrigo Romero Villamayor,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_CufTSrv.png,,,,,,,,,,,,,,,,,,,
214,88368,Gabriel Dias,,5,G. Dias,0,gabriel-dias,0.0,Vasco,2,2,267,3.0,Gabriel Dias de Oliveira,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_SmDR7cT.png,,,,,,,,,,,,,,,,,,,
215,88393,Ayrton Lucas,,7,A. Lucas,2,ayrton-lucas,3.1,Flamengo,2,2,262,16.3,Ayrton Lucas Dantas de Medeiros,-0.47,9.05,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_P9K1v1H.png,,1.0,,3.0,4.0,1.0,3.0,,1.0,,,,,,,,,,
216,88423,Aderlan,,7,Aderlan,2,aderlan,2.8,Bragantino,2,2,280,9.34,Aderlan de Lima Silva,0.18,5.5,https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,2.0,,,8.0,4.0,,2.0,,,,,,,,,,,,
217,88597,Lucas Crispim,,6,L. Crispim,0,lucas-crispim,0.0,Fortaleza,2,4,356,6.0,Lucas de Figueiredo Crispim,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/05/12/043b82cd8bbcab2108944aa3cf34372e_FORMATO.png,,,,,,,,,,,,,,,,,,,
218,88857,Marcelino Moreno,,6,M. Moreno,0,marcelino-moreno,0.0,Coritiba,2,4,294,4.0,Damián Marcelino Moreno,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_S4cMFFx.png,,,,,,,,,,,,,,,,,,,
219,88916,Luan Polli,,6,L. Polli,0,luan-polli,0.0,Coritiba,2,1,294,4.0,Luan Polli Gomes,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_gZl1v6O.png,,,,,,,,,,,,,,,,,,,
220,89226,Iago Maidana,,6,I. Maidana,1,iago-maidana,0.0,América-MG,2,3,327,3.55,Iago Justen Maidana Martins,0.0,-0.5,https://s.sde.globo.com/media/person_role/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png,1.0,,1.0,,1.0,,,,,,,,,,,,,,
221,89256,Gerson,,7,Gerson,2,gerson,8.9,Flamengo,2,4,262,11.81,Gerson Santos da Silva,1.62,7.35,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_UpueHtq.png,1.0,1.0,,,8.0,,5.0,2.0,,,,,,,,1.0,1.0,,
222,89273,João Pedro,,7,J. Pedro,2,joao-pedro,4.6,Grêmio,2,2,284,14.19,João Pedro Maturano dos Santos,1.67,10.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ux7O1sm.png,,1.0,,5.0,,,2.0,,1.0,,,,,,,,,,
223,89275,William,,7,William,2,william,10.0,Cruzeiro,2,2,283,6.95,Willian de Asevedo Furtado,2.69,5.3,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_mkEok8F.png,,,,4.0,4.0,,4.0,,1.0,,,,,,,,,,
224,89493,Igor Rabello,,5,I. Rabello,0,igor-rabello,0.0,Atlético-MG,2,3,282,5.0,Igor Rabello da Costa,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,,,,,,,,,,,,,,,,,,,
225,89637,Thiago Maia,,7,T. Maia,2,thiago-maia,2.4,Flamengo,2,4,262,7.88,Thiago Maia Alencar,-0.31,4.05,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_yDq9MVW.png,,,,7.0,1.0,,,,,,,,,,,,,,
226,89695,Iury Castilho,,7,I. Castilho,1,iury-castilho,0.3,Cuiabá,2,5,1371,2.77,Iury Lirio Freitas de Castilho,-1.23,0.3,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_WoJbpFR.png,,,,,2.0,,2.0,1.0,,,,,,,,,,,
227,89840,Calleri,,2,Calleri,2,calleri,11.5,São Paulo,2,5,276,17.95,Jonathan Calleri,1.76,10.8,https://s.sde.globo.com/media/person_role/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png,3.0,2.0,1.0,,9.0,2.0,9.0,,,,,,,,,,,,
228,89846,Cristaldo,,7,Cristaldo,2,cristaldo,2.9,Grêmio,2,4,284,8.51,Franco Cristaldo,-0.33,4.3,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Sywtl9T.png,,,,3.0,,3.0,1.0,1.0,,,,,,,,,1.0,,
229,89883,Dodi,,2,Dodi,2,dodi,-0.4,Santos,2,4,277,3.37,Douglas Moreira Fagundes,-1.4,0.5,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_a0W192c.png,,,2.0,2.0,3.0,,3.0,,,,,,,,,,,,
230,89898,Róger Guedes,,7,R. Guedes,2,roger-guedes,12.5,Corinthians,2,5,264,17.24,Róger Krug Guedes,2.08,10.5,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_39SGFR6.png,4.0,2.0,1.0,1.0,3.0,,5.0,,,,,,,,,,,,
231,89918,Everton Galdino,,6,E. Galdino,2,everton-galdino,0.0,Grêmio,2,5,284,2.8,Everton Galdino Moreira,-0.55,1.1,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TtRmr2d.png,,,,1.0,,,2.0,,,,,,,,,,,,
232,90031,Mendoza,,2,Mendoza,0,mendoza,0.0,Santos,2,5,277,12.0,John Stiven Mendoza Valencia,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_fdX9HMF.png,,,,,,,,,,,,,,,,,,,
233,90061,Bruno Pacheco,,7,B. Pacheco,2,bruno-pacheco,10.5,Fortaleza,2,2,356,8.13,Bruno de Jesus Pacheco,2.71,5.95,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_b7qHVNZ.png,1.0,,,4.0,3.0,1.0,2.0,,1.0,,,,,,,,,,
234,90232,Raí Ramos,,7,R. Ramos,1,rai-ramos,6.1,São Paulo,2,2,276,5.73,Raí dos Reis Ramos,0.73,6.1,https://s.sde.globo.com/media/person_role/2023/04/15/photo_FORMATO_p3UWrBW.png,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,
235,90285,Bruno Henrique,,6,B. Henrique,1,bruno-henrique,0.0,Flamengo,2,5,262,8.97,Bruno Henrique Pinto,0.0,0.9,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_PsLr2Kh.png,,,,1.0,1.0,,,,,,,,,,,,,,
236,90290,Jailson,,6,Jailson,0,jailson,0.0,Palmeiras,2,4,275,6.0,Jaílson Marques Siqueira,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_borikKg.png,,,,,,,,,,,,,,,,,,,
237,90302,Pedro Rocha,,5,P. Rocha,0,pedro-rocha,0.0,Fortaleza,2,5,356,5.0,Pedro Rocha Neves,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/09/28/photo_FORMATO_wjBokpm.png,,,,,,,,,,,,,,,,,,,
238,90309,David,,5,David,1,david,0.0,São Paulo,2,5,276,4.0,David Correa da Fonseca,0.0,0.2,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_zc5jjjt.png,,,,,1.0,,1.0,,,,,,,,,,,,
239,90449,Rezende,,7,Rezende,2,rezende,1.0,Bahia,2,4,265,6.2,Júlio César Rezende de Miranda,-0.45,3.15,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,1.0,,,4.0,1.0,,2.0,,,,,,,,,,,,
240,90540,Diego Gonçalves,,5,D. Gonçalves,1,diego-goncalves,0.0,Goiás,2,5,290,2.39,Diego Gonçalves,0.0,-0.3,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_eh2bZ7u.png,,,,,1.0,,,,,,,,,,,,,,
241,90590,Mateus Claus,,6,M. Claus,0,mateus-claus,0.0,Bahia,2,1,265,3.0,Mateus Eduardo Claus,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_UPFwDzZ.png,,,,,,,,,,,,,,,,,,,
242,90768,Fabrício Bruno,,7,F. Bruno,2,fabricio-bruno,1.4,Flamengo,2,3,262,9.08,Fabrício Bruno Soares de Faria,-0.6,4.7,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_zrQ4flU.png,,,1.0,3.0,3.0,1.0,3.0,,1.0,,,,,,,,,,
243,91151,Everaldo,,7,Everaldo,2,everaldo,5.8,América-MG,2,5,327,7.42,Everaldo Silva do Nascimento,1.16,4.75,https://s.sde.globo.com/media/person_role/2022/02/25/561f3ca4238e82e1b2e1479a1a66c551_FORMATO.png,2.0,,1.0,2.0,1.0,2.0,3.0,1.0,,,,,,,1.0,,,,
244,91190,PK,,7,PK,2,pk,4.0,Cuiabá,2,2,1371,5.98,Ítaro Patric Cardoso Calmon,1.14,4.25,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_kfJYHxI.png,1.0,,,7.0,4.0,,1.0,,,,,,,,,,,,
245,91203,Éder,,7,Éder,2,eder,-0.6,América-MG,2,3,327,3.28,Éder Ferreira Graminho,-1.24,0.7,https://s.sde.globo.com/media/person_role/2022/02/24/e0b5f4c6647fe1b42922ddb4458dade0_FORMATO.png,1.0,,2.0,3.0,5.0,,1.0,,,,,,,,,,,,
246,91254,Carballo,,6,Carballo,0,carballo,0.0,Grêmio,2,4,284,6.0,Felipe Ignacio Carballo Ares,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NYg6Ymv.png,,,,,,,,,,,,,,,,,,,
247,91260,Lucas Perri,,7,L. Perri,2,lucas-perri,3.0,Botafogo,2,1,263,7.21,Lucas Estella Perri,0.11,4.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_83wBpb6.png,,,,,,,,,,10.0,,2.0,,,,,,,
248,91473,Erick Pulgar,,6,E. Pulgar,0,erick-pulgar,0.0,Flamengo,2,4,262,4.0,Erick Antonio Pulgar Farfán,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xuM4Nls.png,,,,,,,,,,,,,,,,,,,
249,91573,Arboleda,,7,Arboleda,2,arboleda,7.0,São Paulo,2,3,276,9.97,Robert Abel Arboleda Escobar,0.55,5.3,https://s.sde.globo.com/media/person_role/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,1.0,,,4.0,,,,,1.0,,,,,,,,,,
250,91607,Rony,,2,Rony,0,rony,0.0,Palmeiras,2,5,275,15.0,Ronielson da Silva Barbosa,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_eJOedW8.png,,,,,,,,,,,,,,,,,,,
251,91664,Adryelson,,2,Adryelson,2,adryelson,0.5,Botafogo,2,3,263,3.53,Adryelson Shawann Lima Silva,-1.31,0.5,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,,,,,,,2.0,,,,,,,,,,,,
252,91689,Matheus Jussa,,6,M. Jussa,0,matheus-jussa,0.0,Cruzeiro,2,4,283,4.0,Matheus Isaías dos Santos,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vMaiFUT.png,,,,,,,,,,,,,,,,,,,
253,91706,Marlon,,7,Marlon,2,marlon,6.7,Cruzeiro,2,2,283,10.94,Marlon Rodrigues Xavier,2.23,8.1,https://s.sde.globo.com/media/person_role/2023/03/13/photo_220x220_vrVAWB7.png,,,1.0,7.0,4.0,,,,1.0,,,,,,,1.0,,,
254,91708,Nino,,7,Nino,2,nino,15.4,Fluminense,2,3,266,15.1,Marcílio Florêncio Mota Filho,4.0,10.8,https://s.sde.globo.com/media/person_role/2022/04/20/983b87b8c957e991f5f30f85aa8009a1_FORMATO.png,,1.0,,2.0,1.0,,3.0,,2.0,,,,,,,,,,
255,91712,Matheus Alves,,6,M. Alves,0,matheus-alves,0.0,Goiás,2,1,290,2.0,Matheus Alves da Silva Cardoso,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_voSytVs.png,,,,,,,,,,,,,,,,,,,
256,91733,Felipe,,6,Felipe,0,felipe,0.0,Goiás,2,4,290,4.0,Luiz Antonio Ferreira Rodrigues,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_ITYlLkP.png,,,,,,,,,,,,,,,,,,,
257,91772,David Duarte,,6,D. Duarte,1,david-duarte,1.2,Bahia,2,3,265,3.12,David de Duarte Macedo,-0.88,1.2,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0ibQkD2.png,,,,1.0,,,,,,,,,,,,,,,
258,91866,Zé Ivaldo,,7,Z. Ivaldo,1,ze-ivaldo,0.0,Athlético-PR,2,3,293,5.81,José Ivaldo Almeida Silva,0.0,5.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ZOxQ99E.png,,,,,,,,,1.0,,,,,,,,,,
259,91908,Pavón,,6,Pavón,2,pavon,1.2,Atlético-MG,2,5,282,4.48,Cristian David Pavón,-0.49,1.95,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_U1jXQaU.png,1.0,,1.0,2.0,,1.0,1.0,,,,,,,,,,,,
260,92273,Odair Hellmann,,7,O. Hellmann,2,odair-hellmann,6.32,Santos,2,6,277,7.8,Odair Hellmann,1.14,4.82,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_TpUTE4E.png,,,,,,,,,,,,,,,,,,,
261,92291,Bruno Viana,,7,B. Viana,1,bruno-viana,1.7,Coritiba,2,3,294,2.66,Bruno Viana Willemen da Silva,-0.34,1.7,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_kVhXG72.png,,,,1.0,,,1.0,,,,,,,,,,,,
262,92496,Raul,,5,Raul,0,raul,0.0,Bragantino,2,4,280,5.0,Raul Lô Gonçalves,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/05/05/278a2f0c3cd97ace8138ffbe2f23d81d_FORMATO.png,,,,,,,,,,,,,,,,,,,
263,92708,Deyverson,,7,Deyverson,2,deyverson,0.9,Cuiabá,2,5,1371,4.37,Deyverson Brum Silva Acosta,-0.86,1.5,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_AvLd8xm.png,3.0,,1.0,1.0,1.0,,2.0,3.0,,,,,,,,,,,
264,92811,Bruno Rodrigues,,7,B. Rodrigues,2,bruno-rodrigues,12.6,Cruzeiro,2,5,283,10.39,Bruno Rafael Rodrigues do Nascimento,4.13,8.65,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_xfgmkoy.png,3.0,1.0,,2.0,2.0,3.0,3.0,,,,,,,,,,,,
265,93014,Júnior Moraes,,6,J. Moraes,1,junior-moraes,0.2,Corinthians,2,5,264,2.06,Aluísio Chaves Ribeiro Moraes Júnior,-0.94,0.2,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_ocUzKxZ.png,,,,,1.0,,1.0,,,,,,,,,,,,
266,93108,Mateus Vital,,7,M. Vital,2,mateus-vital,6.5,Cruzeiro,2,4,283,5.88,Mateus da Silva Vital Assumpção,1.82,4.4,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_CifS8My.png,2.0,,,5.0,3.0,1.0,2.0,1.0,,,,,,,,,,,
267,93166,Chancellor,,6,Chancellor,1,chancellor,0.0,Coritiba,2,3,294,4.06,Jhon Carlos Chancellor Cedeño,0.0,2.3,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ntiY1fN.png,,,,2.0,,,,1.0,,,,,,,,,,,
268,93236,Rafael Ramos,,6,R. Ramos,0,rafael-ramos,0.0,Corinthians,2,2,264,4.0,Rafael António Figueiredo Ramos,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_Tdjz7Nn.png,,,,,,,,,,,,,,,,,,,
269,93414,Joel Carli,,6,J. Carli,0,joel-carli,0.0,Botafogo,2,3,263,3.0,Mauro Joel Carli,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_bm3BBvm.png,,,,,,,,,,,,,,,,,,,
270,93478,Wanderson,,7,Wanderson,2,wanderson,11.7,Internacional,2,5,285,14.48,Wanderson Maciel Sousa Campos,3.58,10.8,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TAoUoam.png,1.0,1.0,,6.0,3.0,,3.0,,,,,,,,,1.0,,,
271,93550,Benítez,,6,Benítez,0,benitez,0.0,América-MG,2,4,327,8.0,Martín Nicolás Benítez,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_wkFNeGE.png,,,,,,,,,,,,,,,,,,,
272,93702,Gabriel Inocêncio,,6,G. Inocêncio,1,gabriel-inocencio,5.0,Santos,2,2,277,4.63,Gabriel de Souza Inocêncio,0.63,5.0,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_FQGuEEf.png,,,,,,,,,1.0,,,,,,,,,,
273,93716,Paulo Henrique,,6,P. Henrique,0,paulo-henrique,0.0,Vasco,2,2,267,4.0,Paulo Henrique de Oliveira Alves,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_65yTkUA.png,,,,,,,,,,,,,,,,,,,
274,93787,Andrey,,2,Andrey,2,andrey,0.5,Coritiba,2,4,294,4.29,Andrey Ramos do Nascimento,-1.26,1.05,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_qIjSxtN.png,1.0,,,2.0,2.0,,1.0,,,,,,1.0,,,,,,
275,93790,Marlon Freitas,,6,M. Freitas,1,marlon-freitas,0.0,Botafogo,2,4,263,4.63,Marlon Rodrigues Freitas,-2.37,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_vbqyTPv.png,,,,,,,,,,,,,,,,,,,
276,93791,Daniel,,6,Daniel,1,daniel,1.2,Bahia,2,4,265,3.79,Daniel Sampaio Simões,-1.21,1.2,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_suhRZdC.png,,,,1.0,,,,,,,,,,,,,,,
277,93797,Marcinho,,6,Marcinho,1,marcinho,0.0,América-MG,2,2,327,3.31,Márcio Almeida de Oliveira,-1.69,0.0,https://s.sde.globo.com/media/person_role/2023/04/06/photo_FORMATO_awVXJNb.png,,,,,,,,,,,,,,,,,,,
278,93834,Keiller,,7,Keiller,1,keiller,2.0,Internacional,2,1,285,5.43,Keiller da Silva Nunes,-1.57,2.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3ZKNMQH.png,,,,,,,,,,3.0,,1.0,,,,,,,
279,93882,Cleiton,,6,Cleiton,0,cleiton,0.0,Bragantino,2,1,280,7.0,Cleiton Schwengber,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/05/05/ec4a7cb649121dc08c2869bdcf6ef984_FORMATO.png,,,,,,,,,,,,,,,,,,,
