,atletas.clube.id.full.name,atletas.minimo_para_valorizar,atletas.pontos_num,atletas.jogos_num,atletas.apelido_abreviado,atletas.rodada_id,atletas.nome,atletas.slug,atletas.preco_num,atletas.apelido,atletas.status_id,atletas.posicao_id,atletas.media_num,atletas.variacao_num,atletas.clube_id,atletas.atleta_id,atletas.foto,CA,DS,FC,FD,FF,FS,G,I,FT,SG,CV,PS,DE,GS,DP,A,PC,PP,V,GC
258,Atlético-MG,4.21,7.4,6,Pavón,6,Cristian David Pavón,pavon,8.36,Pavón,7,5,6.22,-1.08,282,91908,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_U1jXQaU.png,2.0,8.0,4.0,2.0,5.0,3.0,1.0,,,,,,,,,3.0,,,,
259,Santos,4.69,8.09,6,O. Hellmann,6,Odair Hellmann,odair-hellmann,10.41,Odair Hellmann,7,6,6.34,0.23,277,92273,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_TpUTE4E.png,,,,,,,,,,,,,,,,,,,3.0,
260,Coritiba,2.55,4.5,5,B. Viana,6,Bruno Viana Willemen da Silva,bruno-viana,3.64,Bruno Viana,7,3,2.22,0.55,294,92291,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_kVhXG72.png,1.0,10.0,4.0,,1.0,1.0,,,,,,,,,,,,,,
261,Bragantino,5.65,0.0,0,Raul,6,Raul Lô Gonçalves,raul,5.0,Raul,5,4,0.0,0.0,280,92496,https://s.sde.globo.com/media/person_role/2022/05/05/278a2f0c3cd97ace8138ffbe2f23d81d_FORMATO.png,,,,,,,,,,,,,,,,,,,,
262,Cuiabá,0.8,1.1,6,Deyverson,6,Deyverson Brum Silva Acosta,deyverson,4.08,Deyverson,6,5,1.37,-0.02,1371,92708,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_AvLd8xm.png,2.0,1.0,4.0,1.0,4.0,7.0,,7.0,1.0,,,,,,,,,,,
263,Cruzeiro,4.87,8.3,6,B. Rodrigues,6,Bruno Rafael Rodrigues do Nascimento,bruno-rodrigues,12.57,Bruno Rodrigues,7,5,7.4,1.11,283,92811,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_xfgmkoy.png,,4.0,6.0,7.0,9.0,10.0,2.0,2.0,1.0,,,1.0,,,,1.0,,1.0,,
264,Corinthians,2.33,0.0,1,J. Moraes,6,Aluísio Chaves Ribeiro Moraes Júnior,junior-moraes,2.06,Júnior Moraes,6,5,0.2,0.0,264,93014,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_ocUzKxZ.png,,,1.0,,,1.0,,,,,,,,,,,,,,
265,Cruzeiro,4.18,0.0,5,M. Vital,6,Mateus da Silva Vital Assumpção,mateus-vital,7.54,Mateus Vital,7,4,4.7,0.0,283,93108,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_CifS8My.png,,6.0,3.0,4.0,5.0,7.0,,1.0,,,,,,,,1.0,,,,
266,Coritiba,0.02,-0.3,3,Chancellor,6,Jhon Carlos Chancellor Cedeño,chancellor,2.8,Chancellor,6,3,0.67,-0.24,294,93166,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ntiY1fN.png,,2.0,1.0,,,,,1.0,,,,,,,,,,,,
267,Corinthians,4.52,0.0,0,R. Ramos,6,Rafael António Figueiredo Ramos,rafael-ramos,4.0,Rafael Ramos,6,2,0.0,0.0,264,93236,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_Tdjz7Nn.png,,,,,,,,,,,,,,,,,,,,
268,Botafogo,3.39,0.0,0,J. Carli,6,Mauro Joel Carli,joel-carli,3.0,Joel Carli,6,3,0.0,0.0,263,93414,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_bm3BBvm.png,,,,,,,,,,,,,,,,,,,,
269,Internacional,0.83,0.5,5,Wanderson,6,Wanderson Maciel Sousa Campos,wanderson,11.24,Wanderson,7,5,4.96,-0.56,285,93478,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TAoUoam.png,,7.0,3.0,,1.0,7.0,1.0,,,,,,,,,1.0,,,,
270,América-MG,3.66,6.2,4,Benítez,6,Martín Nicolás Benítez,benitez,7.45,Benítez,7,4,4.48,0.67,327,93550,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_wkFNeGE.png,,4.0,5.0,2.0,3.0,14.0,,2.0,1.0,,,,,,,,,,,
271,Santos,4.17,7.4,5,G. Inocêncio,6,Gabriel de Souza Inocêncio,gabriel-inocencio,6.1,Gabriel Inocêncio,7,2,4.32,0.59,277,93702,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_FQGuEEf.png,1.0,6.0,7.0,1.0,1.0,1.0,,,,3.0,,,,,,,,,,
272,Vasco,0.24,0.0,1,P. Henrique,6,Paulo Henrique de Oliveira Alves,paulo-henrique,2.76,Paulo Henrique,6,2,0.0,-1.24,267,93716,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_65yTkUA.png,,,,,,,,,,,,,,,,,,,,
273,Coritiba,1.42,0.0,3,Andrey,6,Andrey Ramos do Nascimento,andrey,3.75,Andrey,6,4,0.7,0.0,294,93787,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_qIjSxtN.png,,2.0,2.0,,1.0,1.0,,,,,,,,,,,1.0,,,
274,Botafogo,1.15,1.7,5,M. Freitas,6,Marlon Rodrigues Freitas,marlon-freitas,4.63,Marlon Freitas,7,4,1.96,-0.27,263,93790,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_vbqyTPv.png,,4.0,2.0,2.0,4.0,,,,,,,,,,,,,,,
275,Bahia,0.64,0.0,2,Daniel,6,Daniel Sampaio Simões,daniel,2.94,Daniel,6,4,0.6,0.0,265,93791,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_suhRZdC.png,,1.0,,,,,,,,,,,,,,,,,,
276,América-MG,0.17,0.0,4,Marcinho,6,Márcio Almeida de Oliveira,marcinho,2.76,Marcinho,7,2,0.77,-0.26,327,93797,https://s.sde.globo.com/media/person_role/2023/04/06/photo_FORMATO_awVXJNb.png,1.0,4.0,5.0,,1.0,,,,,,,,,,,,,,,
277,Internacional,0.26,0.0,4,Keiller,6,Keiller da Silva Nunes,keiller,4.85,Keiller,7,1,2.25,-0.39,285,93834,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3ZKNMQH.png,,,,,,,,,,,,,9.0,7.0,1.0,,,,,
278,Bragantino,1.87,3.0,2,Cleiton,6,Cleiton Schwengber,cleiton,3.74,Cleiton,7,1,1.0,0.6,280,93882,https://s.sde.globo.com/media/person_role/2022/05/05/ec4a7cb649121dc08c2869bdcf6ef984_FORMATO.png,1.0,,,,,,,,,,1.0,,6.0,3.0,,,,,,
279,América-MG,3.97,0.0,3,Matheusinho,6,Matheus Leonardo Sales Cardoso,matheusinho,4.84,Matheusinho,6,4,2.97,0.0,327,93886,https://s.sde.globo.com/media/person_role/2022/02/24/d160f8f8c1464cbcc27b4195e6255175_FORMATO.png,,2.0,1.0,3.0,1.0,5.0,,1.0,,,,,,,,,,,,
280,Palmeiras,0.17,0.0,3,B. Lopes,6,Breno Henrique Vasconcelos Lopes,breno-lopes,2.4,Breno Lopes,6,5,0.3,-0.19,275,93988,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_r2x2UOS.png,,,,,,2.0,,1.0,,,,,,,,,,,,
281,Internacional,6.43,0.0,2,J. Victor,6,John Victor Maciel Furtado,john-victor,6.94,John Victor,6,1,5.5,0.0,285,94044,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_u4LssT8.png,,,,,,,,,,1.0,,,7.0,1.0,,,,,,
282,Bragantino,4.02,6.6,6,M. Fernandes,6,Matheus Fernandes Siqueira,matheus-fernandes,12.93,Matheus Fernandes,7,4,7.15,0.27,280,94067,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ozKQngu.png,1.0,22.0,9.0,3.0,2.0,4.0,1.0,,,,,,,,,1.0,,,,
283,Corinthians,2.63,4.5,4,Maycon,6,Maycon de Andrade Barberan,maycon,4.41,Maycon,2,4,2.12,0.55,264,94154,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_R7Bbn2S.png,,7.0,2.0,,1.0,,,1.0,,,,,,,,,,,,
284,Fortaleza,3.02,0.0,4,Guilherme,6,Guilherme Augusto Vieira dos Santos,guilherme,7.2,Guilherme,7,5,5.12,0.0,356,94207,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_DlyxisL.png,1.0,3.0,4.0,5.0,2.0,7.0,,,1.0,,,,,,,1.0,,,,
285,América-MG,7.91,0.0,0,D. Belmonte,6,Adaílson Freire Pereira da Silva,dada-belmonte,7.0,Dadá Belmonte,6,4,0.0,0.0,327,94263,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_qwUFc0E.png,,,,,,,,,,,,,,,,,,,,
286,Palmeiras,3.99,5.7,4,R. Veiga,6,Raphael Cavalcante Veiga,raphael-veiga,20.86,Raphael Veiga,7,4,15.3,-2.96,275,94509,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_l1kSIXt.png,1.0,5.0,6.0,6.0,6.0,8.0,4.0,,,,,,,,,2.0,,,,
287,Cruzeiro,4.01,6.7,5,Oliveira,6,Lucas da Cruz Oliveira,oliveira,8.98,Oliveira,7,3,4.04,0.68,283,94514,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_wQCfXVb.png,2.0,4.0,3.0,,1.0,5.0,1.0,,,2.0,1.0,,,,,,,,,
288,Flamengo,7.76,0.0,4,Pedro,6,Pedro Guilherme Abreu dos Santos,pedro,14.12,Pedro,2,5,5.75,0.0,262,94583,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_BmbzG97.png,,2.0,1.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,
289,São Paulo,1.81,0.0,2,J. Méndez,6,Jhegson Sebastián Méndez Carabalí,jhegson-mendez,4.95,Jhegson Méndez,6,4,1.85,0.0,276,94786,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_PUzvx3f.png,1.0,4.0,2.0,,,1.0,,,,,,,,,,,,,,
290,Atlético-MG,-0.1,-0.7,4,Battaglia,6,Rodrigo Andrés Battaglia,battaglia,4.37,Battaglia,7,4,1.12,-0.59,282,94845,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XVs5pqz.png,1.0,4.0,7.0,,1.0,4.0,,,,,,,,,,,,,,
291,Atlético-MG,5.59,9.61,6,E. Coudet,6,Eduardo Germán Coudet,eduardo-coudet,11.76,Eduardo Coudet,7,6,6.36,0.51,282,94853,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_K9oIOl5.png,,,,,,,,,,,,,,,,,,,3.0,
292,Botafogo,0.49,0.6,5,L. Fernandes,6,Lucas Fernandes da Silva,lucas-fernandes,2.71,Lucas Fernandes,6,4,0.44,-0.08,263,94931,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_qLLBtiS.png,1.0,1.0,7.0,1.0,3.0,1.0,,,,,,,,,,,,,,
293,Bragantino,4.79,8.4,6,J. Capixaba,6,Luis Antônio da Rocha Júnior,juninho-capixaba,8.43,Juninho Capixaba,3,2,4.67,1.18,280,94968,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_VYzv5cy.png,3.0,11.0,14.0,1.0,3.0,5.0,1.0,1.0,1.0,,,,,,,1.0,,,,
294,América-MG,3.72,0.0,1,Nicolas,6,Nicolas Vichiatto da Silva,nicolas,3.29,Nicolas,7,2,-0.6,0.0,327,95127,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_tTV7wrP.png,,,2.0,,,,,,,,,,,,,,,,,
295,São Paulo,4.52,0.0,0,Orejuela,6,Luis Manuel Orejuela García,orejuela,4.0,Orejuela,6,2,0.0,0.0,276,95352,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ReeiLCz.png,,,,,,,,,,,,,,,,,,,,
296,São Paulo,6.78,0.0,0,I. Vinícius,6,Igor Vinícius de Souza,igor-vinicius,6.0,Igor Vinícius,5,2,0.0,0.0,276,95466,https://s.sde.globo.com/media/person_role/2022/03/01/1896fe9a90e6307ac1586be9aafcb04e_FORMATO.png,,,,,,,,,,,,,,,,,,,,
297,Cuiabá,3.18,4.9,6,Raniele,6,Raniele Almeida Melo,raniele,12.0,Raniele,6,4,4.95,-0.02,1371,95556,https://s.sde.globo.com/media/person_role/2023/03/31/photo_220x220_j6biYTV.png,1.0,13.0,4.0,1.0,2.0,11.0,1.0,,,,,,,,,,,,,
298,Fortaleza,7.91,0.0,0,M. Benevenuto,6,Marcelo da Conceição Benevenuto Malaquias,marcelo-benevenuto,7.0,Marcelo Benevenuto,5,3,0.0,0.0,356,95638,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_kkUky0K.png,,,,,,,,,,,,,,,,,,,,
299,América-MG,0.83,0.0,3,L. Kal,6,Lucas Kal Schenfeld Progioli,lucas-kal,2.79,Lucas Kal,6,4,0.37,0.0,327,95662,https://s.sde.globo.com/media/person_role/2022/02/24/38a9d99d34c06f3714df211deaf2bd0f_FORMATO.png,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
300,Atlético-MG,3.36,5.8,2,N. Silva,6,Nathanael Ananias da Silva,nathan-silva,5.25,Nathan Silva,6,3,5.65,0.45,282,95794,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_wWDrucr.png,,,,,1.0,1.0,,,,2.0,,,,,,,,,,
301,Palmeiras,7.32,13.0,6,Artur,6,Artur Victor Guimarães,artur,12.24,Artur,7,5,7.87,1.73,275,95799,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,,6.0,5.0,3.0,5.0,8.0,3.0,1.0,2.0,,,,,,,,,,,
302,Cruzeiro,5.28,9.5,6,Machado,6,Luiz Filipe da Rosa Machado - Felipe,machado,6.92,Machado,7,4,4.37,1.55,283,96089,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_a0C7bdd.png,,6.0,4.0,2.0,1.0,4.0,,,,,,,,,,3.0,,,,
303,Fluminense,3.56,5.9,6,Lima,6,Vinicius Moreira de Lima,lima,11.99,Lima,7,4,7.6,0.01,266,96340,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_bCG6s7k.png,,10.0,6.0,5.0,3.0,12.0,2.0,,,,,,,,,1.0,,,,
304,Atlético-MG,10.17,0.0,0,Allan,6,Allan Rodrigues de Souza,allan,9.0,Allan,6,4,0.0,0.0,282,96652,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_AuDILu6.png,,,,,,,,,,,,,,,,,,,,
305,Internacional,2.77,4.6,4,Bustos,6,Fabricio Tomás Bustos Sein,bustos,6.99,Bustos,7,2,4.28,0.73,285,96678,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8fg8wbo.png,,6.0,1.0,2.0,1.0,4.0,,,,1.0,,,,,,,,,,
306,Atlético-MG,5.07,0.0,3,Saravia,6,Renzo Saravia,saravia,7.15,Saravia,6,2,3.8,0.0,282,96725,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_9Q6Ch0T.png,1.0,5.0,6.0,1.0,,4.0,,,,1.0,,,,,,,,,,
307,Palmeiras,5.65,0.0,0,Atuesta,6,Eduard Andrés Atuesta Velasco,atuesta,5.0,Atuesta,5,4,0.0,0.0,275,96754,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_haNtwOK.png,,,,,,,,,,,,,,,,,,,,
308,Fortaleza,2.64,8.3,1,Dudu,6,Luís Eduardo Marques dos Santos,dudu,6.04,Dudu,6,2,8.3,0.04,356,97133,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_G2DFY9I.png,,3.0,1.0,,,,,,,1.0,,,,,,,,,,
309,Grêmio,2.62,4.5,3,Villasanti,6,Mathías Adalberto Villasanti Rolón,villasanti,4.19,Villasanti,7,4,2.4,0.86,284,97145,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_K2Ovl0l.png,2.0,7.0,8.0,1.0,,4.0,,,,,,,,,,,,,,
310,Goiás,0.73,1.1,3,Alesson,6,Alesson dos Santos Batista,alesson,2.66,Alesson,6,5,1.9,-0.28,290,97321,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_onOMJJv.png,,4.0,,,,2.0,,1.0,,,,,,,,,,,,
311,Corinthians,5.65,0.0,0,G. Mosquito,6,Gustavo Henric da Silva,gustavo-mosquito,5.0,Gustavo Mosquito,5,5,0.0,0.0,264,97450,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_odfm6XT.png,,,,,,,,,,,,,,,,,,,,
312,América-MG,3.39,0.0,0,Jori,6,Joriwinnyson Santos dos Anjos Rodrigues,jori,3.0,Jori,6,1,0.0,0.0,327,97453,https://s.sde.globo.com/media/person_role/2021/06/04/4b0b72b2d30e52cae1f658dbea101b5c_FORMATO.png,,,,,,,,,,,,,,,,,,,,
313,Botafogo,4.83,8.0,3,Marçal,6,Fernando Marçal de Oliveira,marcal,10.25,Marçal,7,2,5.73,0.51,263,97468,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_lpafgKV.png,1.0,9.0,5.0,,3.0,3.0,,,,1.0,,,,,,,,,,
314,Palmeiras,11.35,0.0,3,Murilo,6,Murilo Cerqueira Paim,murilo,11.05,Murilo,5,3,3.77,0.0,275,97653,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_gy90S45.png,1.0,4.0,5.0,,,2.0,1.0,,,,,,,,,,,,,
315,Cruzeiro,4.9,0.0,1,Reynaldo,6,Reynaldo César Moraes,reynaldo,4.34,Reynaldo,6,3,5.0,0.0,283,97768,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_9F3djKI.png,,,,,,,,,,1.0,,,,,,,,,,
316,Bragantino,10.17,0.0,0,L. Ortiz,6,Leonardo Rech Ortiz,leo-ortiz,9.0,Léo Ortiz,5,3,0.0,0.0,280,97867,https://s.sde.globo.com/media/person_role/2022/05/05/460445523b5ae74d45009ede8f2a5e89_FORMATO.png,,,,,,,,,,,,,,,,,,,,
317,Bahia,0.19,0.0,3,M. Bahia,6,Matheus Bahia Santos,matheus-bahia,3.92,Matheus Bahia,6,2,2.13,-0.66,265,97899,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_qXFqFQp.png,1.0,2.0,5.0,,,3.0,,,,1.0,,,,,,,,,,
318,Internacional,1.52,2.4,6,Vitão,6,Vitor Eduardo da Silva Matos,vitao,5.16,Vitão,5,3,2.1,0.15,285,97900,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_SngcHBI.png,1.0,6.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,
319,Coritiba,0.94,1.6,2,M. Vinícius,6,Marcos Vinícius da Silva Santos,marcos-vinicius,1.59,Marcos Vinícius,6,2,0.85,0.17,294,97969,https://s.sde.globo.com/media/person_role/2023/04/20/photo_220x220_ZD0eKFv.png,1.0,2.0,2.0,,,2.0,,1.0,,,,,,,,,,,,
320,Grêmio,3.39,0.0,0,J. Varela,6,Jhonata Varela da Silva,jhonata-varela,3.0,Jhonata Varela,5,4,0.0,0.0,284,97993,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_v7Qo23i.png,,,,,,,,,,,,,,,,,,,,
321,Athlético-PR,7.0,12.7,6,Erick,6,Erick Luis Conrado de Carvalho,erick,7.35,Erick,7,4,4.57,2.36,293,98022,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_dIxm87A.png,2.0,7.0,12.0,4.0,3.0,3.0,1.0,1.0,1.0,,,,,,,1.0,,,,
322,Internacional,0.06,-0.5,4,Alemão,6,Alexandre Zurawski,alemao,6.41,Alemão,6,5,2.1,-1.26,285,98219,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_Ymwr1lY.png,2.0,4.0,7.0,2.0,3.0,6.0,,1.0,,,,,,,,,,,,
323,Vasco,2.22,3.7,6,P. Raul,6,Pedro Raul Garay da Silva,pedro-raul,6.76,Pedro Raul,7,5,3.83,0.61,267,98225,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_IDn4App.png,2.0,2.0,6.0,4.0,2.0,5.0,2.0,5.0,,,,,,,,,,,,
324,Bahia,0.11,-0.2,5,Kanu,6,Victor Hugo Soares dos Santos,kanu,4.25,Kanu,3,3,1.96,-0.43,265,98484,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_BiEGphf.png,1.0,7.0,7.0,,,5.0,,,,1.0,1.0,,,,,,,,,
325,Cuiabá,1.13,0.0,0,V. Barreta,6,Vinícius Teodoro Barreta Melo,vinicius-barreta,1.0,Vinícius Barreta,6,1,0.0,0.0,1371,98496,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_MHv5nkR.png,,,,,,,,,,,,,,,,,,,,
326,Botafogo,1.62,2.6,6,D. Placido,6,Leonel Di Placido,di-placido,7.23,Di Placido,7,2,4.93,-0.52,263,98605,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5kmPtuv.png,2.0,14.0,6.0,1.0,,1.0,,1.0,,2.0,,,,,,1.0,,,,
327,Coritiba,1.7,0.0,3,Kuscevic,6,Benjamín Kuščević Jaramillo,kuscevic,3.7,Kuscevic,6,3,1.37,0.0,294,98619,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_qacVCwx.png,1.0,4.0,5.0,,1.0,2.0,,,,,,,,,,,,,,
328,Atlético-MG,5.83,0.0,1,Pedrinho,6,Pedro Victor Delmino da Silva,pedrinho,5.16,Pedrinho,5,4,0.0,0.0,282,98706,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_QTjI0Vv.png,,,,,,,,,,,,,,,,,,,,
329,Vasco,4.44,0.0,1,Carabajal,6,Horacio Gabriel Carabajal,carabajal,3.93,Carabajal,6,4,1.6,0.0,267,98723,https://s.sde.globo.com/media/person_role/2023/04/20/photo_FORMATO.png,,1.0,3.0,,1.0,1.0,,,,,,,,,,,,,,
330,Athlético-PR,4.02,0.0,1,Cuello,6,Tomás Esteban Cuello,cuello,3.56,Cuello,6,5,2.3,0.0,293,98909,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xAXl7On.png,,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,,
331,São Paulo,0.64,0.9,6,Gabriel,6,Gabriel Neves Perdomo,gabriel,3.31,Gabriel,6,4,1.25,-0.1,276,98976,https://s.sde.globo.com/media/person_role/2022/03/01/adf4c737eb27b74c772b8985d18c9044_FORMATO.png,2.0,8.0,2.0,,,1.0,,,,,,,,,,,,,,
332,Santos,1.08,1.6,3,L. Braga,6,Lucas Braga Ribeiro,lucas-braga,3.82,Lucas Braga,7,5,1.8,-0.35,277,99119,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_jbahd9z.png,1.0,4.0,4.0,,,6.0,,2.0,,,,,,,,,,,,
333,Vasco,2.43,4.1,6,P. Rodríguez,6,José Luis Rodríguez Bebanz,puma-rodriguez,6.54,Puma Rodríguez,7,2,3.97,-0.22,267,99213,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_I6z9QfY.png,1.0,16.0,8.0,2.0,4.0,5.0,,1.0,,,,,,,,,,,,
334,Santos,1.68,2.8,5,R. Fernández,6,Rodrigo Fernández Cedrés,rodrigo-fernandez,4.69,Rodrigo Fernández,6,4,2.32,-0.07,277,99214,https://s.sde.globo.com/media/person_role/2022/03/29/6fdde8730fb97a5d12a85b4ebd9d4e93_FORMATO.png,3.0,11.0,14.0,1.0,3.0,4.0,,,,,,,,,,,,,,
335,Fortaleza,1.22,1.8,6,Pochettino,6,Tomás Pochettino,pochettino,5.48,Pochettino,7,4,2.25,-0.21,356,99267,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_zjxThmw.png,,3.0,,2.0,5.0,7.0,,,,,,,,,,,,,,
336,Goiás,2.3,0.0,5,Morelli,6,Everton Morelli Casimiro,morelli,5.92,Morelli,6,4,3.98,0.0,290,99412,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_fZnSxrr.png,,11.0,5.0,,3.0,12.0,,2.0,,,,,,,,,,,,
337,Internacional,1.51,2.4,5,Baralhas,6,Gabriel Baralhas dos Santos,baralhas,5.11,Baralhas,7,4,2.72,0.07,285,99440,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_MqX5wf1.png,,9.0,5.0,1.0,2.0,3.0,,,,,,,,,,,,,,
338,Fluminense,1.66,2.2,5,Arias,6,Jhon Adolfo Arias Andrade,arias,8.64,Arias,7,4,2.68,-0.19,266,99815,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_8Xam8ML.png,1.0,9.0,8.0,,1.0,11.0,,3.0,,,,,,,,,,,,
339,Atlético-MG,6.41,11.2,6,Paulinho,6,Paulo Henrique Sampaio Filho,paulinho,11.16,Paulinho,6,5,6.02,1.04,282,99818,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6AtAEsy.png,,7.0,,7.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,
340,São Paulo,3.54,0.0,2,A. Franco,6,Alan Javier Franco,alan-franco,5.58,Alan Franco,6,3,4.6,0.0,276,99889,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Nls7aQV.png,,4.0,2.0,,,,,,,1.0,,,,,,,,,,
341,Goiás,0.31,0.0,2,J. Lucas,6,Jhonny Lucas Flora Barboza,jhonny-lucas,0.66,Jhonny Lucas,6,4,-0.4,0.0,290,99994,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_KkK6lCf.png,1.0,,2.0,,1.0,,,,,,,,,,,,,,,
342,Atlético-MG,6.26,11.1,6,Zaracho,6,Federico Matías Javier Zaracho,zaracho,7.91,Zaracho,7,4,3.42,2.04,282,100079,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_d4nyoPf.png,2.0,15.0,11.0,,1.0,8.0,,,1.0,,,,,,,,,,,
343,Atlético-MG,0.27,0.0,2,I. Gomes,6,Igor Silveira Gomes,igor-gomes,4.58,Igor Gomes,2,4,1.0,-0.86,282,100084,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_UzfIqe6.png,,2.0,1.0,,,,,1.0,,,,,,,,,,,,
344,Botafogo,-0.32,-0.8,2,L. Segovia,6,Luis Geovanny Segovia Vega,luis-segovia,2.04,Luis Segovia,6,3,-0.4,-1.19,263,100453,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_N5TAr8X.png,1.0,,1.0,,,1.0,,,,,,,,,,,,,,
345,Corinthians,0.84,0.7,6,Y. Alberto,6,Yuri Alberto Monteiro da Silva,yuri-alberto,8.59,Yuri Alberto,7,5,2.52,-0.47,264,100652,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_QVzSGOZ.png,,1.0,8.0,2.0,3.0,8.0,1.0,5.0,,,,,,,,,,,,
346,Coritiba,2.24,3.8,4,Liziero,6,Igor Matheus Liziero Pereira,liziero,4.16,Liziero,6,4,1.9,0.68,294,100761,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_NUUHkjY.png,,7.0,6.0,,,2.0,,,,,,,,,,,,,,
