,atletas.status_id,atletas.foto,atletas.preco_num,atletas.atleta_id,atletas.variacao_num,atletas.posicao_id,atletas.media_num,atletas.clube.id.full.name,atletas.clube_id,atletas.slug,atletas.nome,atletas.rodada_id,atletas.pontos_num,atletas.apelido_abreviado,atletas.apelido,atletas.jogos_num,atletas.minimo_para_valorizar,CA,DE,FS,GS,PC,SG,V,A,CV,DS,FC,FD,FF,I,PS,FT,G,PP,DP,GC
170,6,https://s.sde.globo.com/media/person_role/2022/02/21/6b18b6e2028293647615790cb3edf11f_FORMATO.png,3.0,85083,0.0,1,0.0,Palmeiras,275,vinicius-silvestre,Vinicius Silvestre da Costa,17,0.0,V. Silvestre,Vinicius Silvestre,0,3.96,,,,,,,,,,,,,,,,,,,,
171,6,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_XLtLBFc.png,8.32,85315,0.0,4,8.9,Corinthians,264,cantillo,Víctor Danilo Cantillo Jiménez,17,0.0,Cantillo,Cantillo,1,10.14,,,1.0,,,,,,,6.0,,1.0,,,,,,,,
172,7,https://s.sde.globo.com/media/person_role/2022/03/03/9edc82b201e12a2a0b8dba4d87004195_FORMATO.png,12.3,85425,1.43,1,4.03,Santos,277,joao-paulo,João Paulo Silva Martins,17,10.5,J. Paulo,João Paulo,17,7.53,2.0,61.0,3.0,24.0,,5.0,,,,,,,,,,,,,1.0,
173,5,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_9oyYdIt.png,4.54,85465,0.0,4,2.38,Athlético-PR,293,alex-santana,Alex Paulo Menezes Santana,17,0.0,A. Santana,Alex Santana,9,1.89,3.0,,16.0,,,,,,1.0,6.0,11.0,1.0,8.0,1.0,,,1.0,,,
174,7,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_upcZmtB.png,2.8,85626,-0.51,3,1.19,Vasco,267,leo,Leonardo Pinheiro da Conceição,17,1.7,Léo,Léo,15,1.23,2.0,,9.0,,,1.0,,,,9.0,12.0,,,,,1.0,,,,
175,6,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_we4xNWc.png,5.95,85931,0.0,4,3.54,Atlético-MG,282,hyoran,Hyoran Kaue Dalmoro,17,0.0,Hyoran,Hyoran,11,2.08,4.0,,9.0,,1.0,,,,,13.0,22.0,3.0,10.0,2.0,,1.0,2.0,,,
176,7,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_plrV8jg.png,6.2,85993,4.33,5,6.0,Botafogo,263,gustavo-sauer,Gustavo Affonso Sauerbeck,17,24.6,G. Sauer,Gustavo Sauer,5,17.89,,,2.0,,,,,1.0,,6.0,3.0,,1.0,1.0,1.0,,2.0,,,
177,6,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_b5qzoWm.png,2.82,86143,0.0,3,1.16,América-MG,327,wanderson,Wanderson Santos Pereira,17,0.0,Wanderson,Wanderson,7,0.21,,,1.0,,,1.0,,,,3.0,10.0,1.0,1.0,,,,,,,
178,2,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_BijuTNZ.png,5.85,86388,0.26,4,2.27,América-MG,327,ale,Alexandre Egea,17,4.2,Alê,Alê,12,3.03,2.0,,8.0,,,,,,,15.0,16.0,,5.0,,,,1.0,,,
179,5,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_klsEyT2.png,10.75,86391,-1.66,2,5.88,Goiás,290,sander,Sander Henrique Bortolotto,17,1.9,Sander,Sander,17,1.17,1.0,,34.0,,,3.0,,3.0,,40.0,21.0,7.0,5.0,1.0,,,,,,
180,6,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_cjqZYOH.png,4.23,86410,0.0,2,3.18,Coritiba,294,victor-luis,Victor Luis Chuab Zamblauskas,17,0.0,V. Luis,Victor Luis,10,4.68,2.0,,7.0,,,3.0,,,,9.0,7.0,,2.0,,,,1.0,,,1.0
181,2,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_RDEOJLs.png,3.23,86485,-0.58,5,2.56,Fluminense,266,keno,Marcos da Silva França,17,0.8,Keno,Keno,10,0.56,3.0,,9.0,,,,,1.0,,12.0,8.0,4.0,3.0,2.0,,,,,,
182,6,https://s.sde.globo.com/media/person_role/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png,5.26,86508,0.0,1,9.0,São Paulo,276,jandrei,Jandrei Chitolina Carniel,17,0.0,Jandrei,Jandrei,1,5.78,,4.0,,,,1.0,,,,,,,,,,,,,,
183,7,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_FytIYxJ.png,7.76,86686,0.08,4,2.57,Botafogo,263,tche-tche,Danilo das Neves Pinheiro,17,1.9,T. Tchê,Tchê Tchê,17,1.31,2.0,,20.0,,,,,2.0,,11.0,21.0,5.0,6.0,,,,1.0,,,
184,6,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_EcaScZP.png,8.09,86757,-0.91,5,4.55,Flamengo,262,everton,Everton Sousa Soares,17,-0.3,Everton,Everton,15,-0.34,1.0,,13.0,,,,,3.0,,12.0,11.0,8.0,13.0,3.0,1.0,,2.0,,,
185,6,https://s.sde.globo.com/media/person_role/2023/07/27/photo_FORMATO_XZTjS9k.png,5.0,86759,0.0,4,0.0,Grêmio,284,luan,Luan Guilherme de Jesus Vieira,17,0.0,Luan,Luan,0,0.04,,,,,,,,,,,,,,,,,,,,
186,6,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_6wIsdHM.png,4.73,86777,-0.34,4,2.16,Botafogo,263,danilo-barbosa,Danilo Barbosa da Silva,17,0.0,D. Barbosa,Danilo Barbosa,10,-0.02,1.0,,14.0,,,,,,,7.0,8.0,,2.0,,,,1.0,,,
187,6,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_28kb8HP.png,3.27,86799,0.0,5,1.57,Coritiba,294,rodrigo-pinho,Rodrigo Cunha Pereira de Pinho,17,0.0,R. Pinho,Rodrigo Pinho,10,1.6,2.0,,10.0,,,,,,,3.0,8.0,4.0,5.0,4.0,,1.0,,,,
188,5,https://s.sde.globo.com/media/person_role/2022/08/12/8bbade4dbabca44eb3eda2767deda745_FORMATO.png,5.85,86841,0.0,4,3.17,Coritiba,294,boschilia,Gabriel Boschilia,17,0.0,Boschilia,Boschilia,11,2.05,1.0,,7.0,,,,,1.0,,8.0,6.0,5.0,7.0,,,,1.0,,,
189,7,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_Sq4MDcU.png,2.8,86859,0.0,4,1.1,Fortaleza,356,jose-welison,José Welison da Silva,17,0.0,J. Welison,José Welison,9,1.32,3.0,,9.0,,,,,,,7.0,13.0,,5.0,1.0,,,,,,
190,6,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_9jhAK26.png,5.79,86864,0.0,2,3.69,América-MG,327,marlon,Marlon Matheus Lopes do Nascimento,17,0.0,Marlon,Marlon,9,4.01,1.0,,17.0,,,1.0,,1.0,,16.0,7.0,,2.0,,,,,,,1.0
191,7,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_2NC7Cvz.png,8.76,87008,0.31,1,2.16,Vasco,267,leo-jardim,Leonardo César Jardim,17,1.0,L. Jardim,Léo Jardim,16,0.68,1.0,58.0,1.0,28.0,,1.0,,,,,,,,,,,,,,
192,6,https://s.sde.globo.com/media/person_role/2023/04/12/photo_FORMATO_H5UIx66.png,4.67,87009,-0.13,4,2.15,Grêmio,284,nathan,Nathan Allan de Souza,17,1.1,Nathan,Nathan,11,0.78,1.0,,5.0,,,,,1.0,,10.0,9.0,4.0,4.0,1.0,,,,,,
193,6,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Pmz9ta0.png,8.95,87225,0.0,3,3.65,Athlético-PR,293,pedro-henrique,Pedro Henrique Ribeiro Gonçalves,17,0.0,P. Henrique,Pedro Henrique,11,-6.24,3.0,,5.0,,,4.0,,,,10.0,14.0,1.0,5.0,2.0,,,1.0,,,
194,7,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6cBmo9F.png,8.78,87228,-0.93,2,1.7,Atlético-MG,282,guilherme-arana,Guilherme Antonio Arana Lopes,17,1.5,G. Arana,Guilherme Arana,7,1.1,1.0,,7.0,,,1.0,,,1.0,6.0,2.0,,1.0,,,,,,,
195,7,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8NTSnKt.png,6.91,87242,-0.11,4,2.55,Internacional,285,carlos-de-pena,Carlos María de Pena Bonino,17,0.8,C. Pena,Carlos de Pena,14,0.54,2.0,,8.0,,,,,,,15.0,8.0,3.0,8.0,,,,1.0,,,
196,6,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xCE9nv8.png,9.24,87258,0.0,5,5.53,Santos,277,soteldo,Yeferson Julio Soteldo Martínez,17,0.0,Soteldo,Soteldo,7,6.0,,,22.0,,,,,2.0,1.0,8.0,2.0,4.0,5.0,1.0,,1.0,,,,
197,2,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q2fTOjY.png,9.13,87342,0.0,3,4.14,Grêmio,284,kannemann,Walter Kannemann,17,0.0,Kannemann,Kannemann,12,6.82,7.0,,11.0,,,3.0,,1.0,1.0,30.0,23.0,3.0,2.0,,,,,,,
198,6,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_fvVeoSJ.png,2.95,87391,0.04,5,1.67,Goiás,290,allano,Allano Brendon de Souza Lima,17,0.5,Allano,Allano,3,0.34,2.0,,4.0,,,,,,,3.0,2.0,1.0,1.0,,,,,,,
199,7,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_XWlumea.png,6.79,87402,0.0,3,3.08,Santos,277,messias,Messias Rodrigues da Silva Júnior,17,0.0,Messias,Messias,16,0.64,2.0,,7.0,,1.0,5.0,,,,20.0,14.0,2.0,2.0,1.0,,,,,,
200,7,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_dQGg2S1.png,11.23,87470,-0.25,4,4.98,Bahia,265,thaciano,Thaciano Mickael da Silva,17,2.7,Thaciano,Thaciano,16,1.8,1.0,,17.0,,,,,2.0,,22.0,17.0,7.0,17.0,2.0,,1.0,2.0,,,
201,7,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Vn5DBCR.png,7.5,87552,-0.98,4,4.68,Athlético-PR,293,vitor-bueno,Vitor Frezarin Bueno,17,1.7,V. Bueno,Vitor Bueno,13,1.12,4.0,,17.0,,,,,3.0,,6.0,7.0,6.0,9.0,2.0,,2.0,2.0,,,
202,7,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_1bOXVa7.png,2.74,87603,-1.05,1,2.78,América-MG,327,mateus-pasinato,Mateus Pasinato,17,-1.0,M. Pasinato,Mateus Pasinato,9,-0.74,1.0,37.0,2.0,17.0,,1.0,,,,,,,,,,,,,,
203,6,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_MSIx6c6.png,2.32,87742,0.0,4,0.75,Cruzeiro,283,neto-moura,Antônio Francisco Moura Neto,17,0.0,N. Moura,Neto Moura,13,0.6,1.0,,1.0,,,,,,,8.0,12.0,1.0,4.0,1.0,,,,,,
204,6,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO.png,4.13,87747,0.0,4,1.56,Bahia,265,yago-felipe,Yago Felipe da Costa Rocha,17,0.0,Y. Felipe,Yago Felipe,8,0.51,2.0,,5.0,,,,,,,12.0,16.0,,3.0,,,,,,,
205,6,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_E29teNI.png,3.88,87808,-0.07,3,3.31,Botafogo,263,philipe-sampaio,Philipe Sampaio Azevedo,17,2.0,P. Sampaio,Philipe Sampaio,7,1.44,1.0,,4.0,,,3.0,,,,6.0,5.0,,2.0,1.0,,,,,,
206,6,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,9.64,87853,0.0,3,3.94,Atlético-MG,282,mauricio-lemos,Paolo Mauricio Lemos Merladett,17,0.0,M. Lemos,Mauricio Lemos,10,2.99,5.0,,7.0,,,2.0,,,1.0,18.0,9.0,4.0,3.0,2.0,,,1.0,,,
207,3,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,15.23,87863,1.69,4,6.72,Flamengo,262,arrascaeta,Giorgian Daniel de Arrascaeta Benedetti,17,13.9,Arrascaeta,Arrascaeta,12,9.97,3.0,,17.0,,,,,5.0,,11.0,16.0,4.0,8.0,3.0,1.0,2.0,3.0,,,
208,7,https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,4.37,88033,0.24,3,2.09,Cuiabá,1371,alan-empereur,Alan Pereira Empereur,17,1.7,A. Empereur,Alan Empereur,14,1.2,3.0,,8.0,,,3.0,,1.0,,6.0,5.0,2.0,4.0,,,,,,,1.0
209,5,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_Rnoad6D.png,4.0,88065,0.0,2,0.0,Fluminense,266,jorge,Jorge Marco de Oliveira Moraes,17,0.0,Jorge,Jorge,0,5.38,,,,,,,,,,,,,,,,,,,,
210,6,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_qStnmUz.png,5.0,88136,0.0,1,0.0,Vasco,267,ivan,Ivan Quaresma da Silva,17,0.0,Ivan,Ivan,0,6.8,,,,,,,,,,,,,,,,,,,,
211,6,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_CufTSrv.png,2.97,88323,0.0,5,0.63,Corinthians,264,angel-romero,Ángel Rodrigo Romero Villamayor,17,0.0,Ã. Romero,Ángel Romero,3,-2.61,,,2.0,,,,,,,1.0,1.0,,,,,,,,,
212,5,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_SmDR7cT.png,3.0,88368,0.0,2,0.0,Vasco,267,gabriel-dias,Gabriel Dias de Oliveira,17,0.0,G. Dias,Gabriel Dias,0,3.96,,,,,,,,,,,,,,,,,,,,
213,6,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_P9K1v1H.png,14.07,88393,0.0,2,5.52,Flamengo,262,ayrton-lucas,Ayrton Lucas Dantas de Medeiros,17,0.0,A. Lucas,Ayrton Lucas,15,0.82,4.0,,18.0,,,5.0,,1.0,,19.0,23.0,3.0,4.0,,1.0,,3.0,,,
214,6,https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,9.85,88423,0.0,2,5.42,Bragantino,280,aderlan,Aderlan de Lima Silva,17,0.0,Aderlan,Aderlan,9,8.26,,,6.0,,,4.0,,1.0,1.0,21.0,13.0,,3.0,,,,,,,
215,6,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_EvxhSX5.png,3.55,88597,0.0,4,1.13,Fortaleza,356,lucas-crispim,Lucas de Figueiredo Crispim,17,0.0,L. Crispim,Lucas Crispim,6,-3.79,,,1.0,,,,,,,2.0,1.0,1.0,,,,1.0,,,,
216,7,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_S4cMFFx.png,5.73,88857,-0.02,4,4.63,Coritiba,294,marcelino-moreno,Damián Marcelino Moreno,17,2.7,M. Moreno,Marcelino Moreno,13,1.85,2.0,,31.0,,,,,2.0,,14.0,8.0,10.0,3.0,2.0,,,1.0,,,
217,6,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_gZl1v6O.png,2.75,88916,0.0,1,1.25,Coritiba,294,luan-polli,Luan Polli Gomes,17,0.0,L. Polli,Luan Polli,2,-2.6,2.0,7.0,1.0,3.0,,,,,,,,,,,,,,,,
218,7,https://s.sde.globo.com/media/person_role/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png,2.21,89226,0.23,3,0.76,América-MG,327,iago-maidana,Iago Justen Maidana Martins,17,1.8,I. Maidana,Iago Maidana,14,1.33,4.0,,1.0,,,,,,,10.0,19.0,4.0,4.0,1.0,,,,,,
219,7,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_UpueHtq.png,11.27,89256,-0.26,4,6.0,Flamengo,262,gerson,Gerson Santos da Silva,17,3.4,Gerson,Gerson,13,2.31,1.0,,39.0,,1.0,,,5.0,,16.0,24.0,3.0,4.0,3.0,1.0,,2.0,,,
220,7,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ux7O1sm.png,10.46,89273,-1.23,2,3.96,Grêmio,284,joao-pedro,João Pedro Maturano dos Santos,17,0.7,J. Pedro,João Pedro,11,0.43,1.0,,8.0,,,2.0,,1.0,,15.0,4.0,,1.0,,,,1.0,,,
221,7,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_mkEok8F.png,8.68,89275,-0.58,2,4.52,Cruzeiro,283,william,Willian de Asevedo Furtado,17,-1.3,William,William,16,-1.1,4.0,,24.0,,,6.0,,1.0,,25.0,18.0,,6.0,,,,,,,
222,7,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,3.99,89493,0.18,3,2.77,Atlético-MG,282,igor-rabello,Igor Rabello da Costa,17,1.8,I. Rabello,Igor Rabello,4,1.32,1.0,,1.0,,,1.0,,,,7.0,6.0,,,,,,,,,
223,2,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_yDq9MVW.png,5.8,89637,0.13,4,1.83,Flamengo,262,thiago-maia,Thiago Maia Alencar,17,0.0,T. Maia,Thiago Maia,14,-0.03,3.0,,2.0,,1.0,,,,,28.0,19.0,,1.0,,,,,,,
224,2,https://s.sde.globo.com/media/person_role/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png,14.43,89840,0.0,5,6.34,São Paulo,276,calleri,Jonathan Calleri,17,0.0,Calleri,Calleri,13,1.67,3.0,,30.0,,,,,2.0,,3.0,31.0,9.0,9.0,10.0,1.0,,6.0,,,
225,2,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Sywtl9T.png,12.03,89846,0.0,4,6.51,Grêmio,284,cristaldo,Franco Cristaldo,17,0.0,Cristaldo,Cristaldo,14,5.65,,,21.0,,,,,2.0,,21.0,4.0,7.0,7.0,2.0,1.0,,4.0,,,
226,7,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_a0W192c.png,4.69,89883,-0.32,4,2.58,Santos,277,dodi,Douglas Moreira Fagundes,17,1.0,Dodi,Dodi,15,0.68,5.0,,24.0,,,,,,,29.0,24.0,2.0,2.0,,,,,,,
227,7,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_39SGFR6.png,18.51,89898,0.94,5,7.66,Corinthians,264,roger-guedes,Róger Krug Guedes,17,16.5,R. Guedes,Róger Guedes,15,11.76,3.0,,41.0,,,,,1.0,,7.0,9.0,11.0,19.0,7.0,,1.0,7.0,,,
228,5,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TtRmr2d.png,5.54,89918,0.0,5,2.95,Grêmio,284,everton-galdino,Everton Galdino Moreira,17,0.0,E. Galdino,Everton Galdino,10,1.58,1.0,,4.0,,,,,1.0,,4.0,4.0,2.0,2.0,,,,2.0,,,
229,7,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_fdX9HMF.png,12.83,90031,-0.49,5,7.15,Santos,277,mendoza,John Stiven Mendoza Valencia,17,0.1,Mendoza,Mendoza,12,-0.08,2.0,,34.0,,,,,2.0,,8.0,12.0,5.0,10.0,2.0,1.0,,5.0,,,
230,7,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_PYjs4Li.png,10.95,90061,0.03,2,6.12,Fortaleza,356,bruno-pacheco,Bruno de Jesus Pacheco,17,2.1,B. Pacheco,Bruno Pacheco,16,1.32,2.0,,27.0,,,7.0,,3.0,,32.0,28.0,2.0,5.0,,,,,,,
231,6,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_b9BOGwx.png,4.41,90120,-0.14,5,1.4,Coritiba,294,edu,Eduardo Nascimento da Silva Júnior,17,2.0,Edu,Edu,2,1.48,,,,,,,,,,1.0,,,2.0,,,,,,,
232,6,https://s.sde.globo.com/media/person_role/2023/04/15/photo_FORMATO_p3UWrBW.png,5.3,90232,0.0,2,3.95,São Paulo,276,rai-ramos,Raí dos Reis Ramos,17,0.0,R. Ramos,Raí Ramos,4,2.32,2.0,,1.0,,,2.0,,,,4.0,5.0,2.0,2.0,,,,,,,
233,7,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_PsLr2Kh.png,5.89,90285,-0.32,5,2.4,Flamengo,262,bruno-henrique,Bruno Henrique Pinto,17,3.1,B. Henrique,Bruno Henrique,11,2.23,1.0,,14.0,,,,,,,7.0,9.0,2.0,6.0,4.0,,,1.0,,,
234,5,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_borikKg.png,3.95,90290,0.0,4,0.4,Palmeiras,275,jailson,Jaílson Marques Siqueira,17,0.0,Jailson,Jailson,2,1.35,,,,,,,,,,,,,1.0,,,,,,,
235,5,https://s.sde.globo.com/media/person_role/2022/09/28/photo_FORMATO_wjBokpm.png,5.0,90302,0.0,5,0.0,Fortaleza,356,pedro-rocha,Pedro Rocha Neves,17,0.0,P. Rocha,Pedro Rocha,0,6.8,,,,,,,,,,,,,,,,,,,,
236,6,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_zc5jjjt.png,4.54,90309,-1.05,5,3.59,São Paulo,276,david,David Correa da Fonseca,17,3.6,David,David,9,2.58,3.0,,8.0,,,,,2.0,,3.0,9.0,2.0,3.0,4.0,,,2.0,,,
237,7,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,6.7,90449,0.77,4,2.87,Bahia,265,rezende,Júlio César Rezende de Miranda,17,4.8,Rezende,Rezende,14,3.43,1.0,,11.0,,,,,,1.0,33.0,14.0,,4.0,,,,,,,
238,6,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_eh2bZ7u.png,1.86,90540,0.0,5,0.96,Goiás,290,diego-goncalves,Diego Gonçalves,17,0.0,D. Gonçalves,Diego Gonçalves,10,-1.21,1.0,,9.0,,,,,,,3.0,7.0,2.0,3.0,1.0,,,,,,
239,6,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_UPFwDzZ.png,1.95,90590,0.0,1,-1.0,Bahia,265,mateus-claus,Mateus Eduardo Claus,17,0.0,M. Claus,Mateus Claus,1,2.62,,1.0,,2.0,,,,,,,,,,,,,,,,
240,6,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_AlOmB6m.png,3.2,90634,-0.17,4,1.3,Cuiabá,1371,lucas-mineiro,Lucas da Silva Izidoro,17,0.9,L. Mineiro,Lucas Mineiro,2,0.67,,,1.0,,,,,,,2.0,1.0,,,,,,,,,
241,7,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_zrQ4flU.png,8.57,90768,-0.09,3,3.34,Flamengo,262,fabricio-bruno,Fabrício Bruno Soares de Faria,17,1.0,F. Bruno,Fabrício Bruno,15,0.65,3.0,,10.0,,,5.0,,1.0,,15.0,6.0,1.0,1.0,,,,,,,
242,6,https://s.sde.globo.com/media/person_role/2022/02/25/561f3ca4238e82e1b2e1479a1a66c551_FORMATO.png,9.08,91151,0.0,5,4.38,América-MG,327,everaldo,Everaldo Silva do Nascimento,17,0.0,Everaldo,Everaldo,11,4.41,4.0,,17.0,,,,,2.0,,14.0,8.0,2.0,4.0,3.0,,2.0,1.0,,,
243,6,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_kfJYHxI.png,4.04,91190,0.0,2,1.94,Cuiabá,1371,pk,Ítaro Patric Cardoso Calmon,17,0.0,PK,PK,7,2.75,1.0,,4.0,,,1.0,,,1.0,10.0,10.0,,2.0,,,,,,,
244,7,https://s.sde.globo.com/media/person_role/2022/02/24/e0b5f4c6647fe1b42922ddb4458dade0_FORMATO.png,2.41,91203,-0.39,3,1.17,América-MG,327,eder,Éder Ferreira Graminho,17,-0.1,Éder,Éder,10,-0.06,4.0,,2.0,,,,,,1.0,18.0,15.0,,1.0,3.0,,,,,,
245,7,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NYg6Ymv.png,4.04,91254,0.0,4,1.63,Grêmio,284,carballo,Felipe Ignacio Carballo Ares,17,0.0,Carballo,Carballo,8,2.46,1.0,,4.0,,,,,,,7.0,5.0,1.0,5.0,,,,,,,
246,7,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_83wBpb6.png,11.68,91260,0.64,1,6.56,Botafogo,263,lucas-perri,Lucas Estella Perri,17,3.0,L. Perri,Lucas Perri,17,1.95,,71.0,1.0,10.0,,10.0,,,,,,,,,,,,,,
247,5,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xuM4Nls.png,4.08,91473,0.0,4,3.04,Flamengo,262,erick-pulgar,Erick Antonio Pulgar Farfán,17,0.0,E. Pulgar,Erick Pulgar,10,0.31,3.0,,5.0,,,,,,,16.0,19.0,,2.0,2.0,,,2.0,,,
248,7,https://s.sde.globo.com/media/person_role/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,10.07,91573,1.35,3,4.69,São Paulo,276,arboleda,Robert Abel Arboleda Escobar,17,10.2,Arboleda,Arboleda,12,7.32,,,8.0,,,5.0,,,,18.0,3.0,2.0,2.0,4.0,,1.0,,,,
249,7,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_eJOedW8.png,11.6,91607,2.67,5,4.18,Palmeiras,275,rony,Ronielson da Silva Barbosa,17,17.8,Rony,Rony,13,12.88,,,16.0,,,,,,,5.0,12.0,4.0,7.0,15.0,,1.0,4.0,,,
250,7,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,7.62,91664,0.0,3,4.52,Botafogo,263,adryelson,Adryelson Shawann Lima Silva,17,0.0,Adryelson,Adryelson,16,5.61,3.0,,8.0,,,10.0,,,,8.0,9.0,4.0,2.0,,,,1.0,,,
251,7,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vMaiFUT.png,2.31,91689,-0.01,4,0.83,Cruzeiro,283,matheus-jussa,Matheus Isaías dos Santos,17,2.9,M. Jussa,Matheus Jussa,10,2.13,3.0,,3.0,,,,,,,10.0,14.0,1.0,1.0,,,,,,,
252,7,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_vrVAWB7.png,17.07,91706,0.02,2,9.19,Cruzeiro,283,marlon,Marlon Rodrigues Xavier,17,5.1,Marlon,Marlon,16,3.38,3.0,,14.0,,,6.0,,1.0,,74.0,17.0,3.0,6.0,1.0,,,2.0,,,
253,3,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_U5c1E7V.png,12.29,91708,0.68,3,4.19,Fluminense,266,nino,Marcílio Florêncio Mota Filho,17,5.6,Nino,Nino,16,3.96,3.0,,19.0,,,7.0,,,1.0,7.0,16.0,3.0,3.0,,,1.0,2.0,,,
254,6,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_voSytVs.png,2.0,91712,0.0,1,0.0,Goiás,290,matheus-alves,Matheus Alves da Silva Cardoso,17,0.0,M. Alves,Matheus Alves,0,2.54,,,,,,,,,,,,,,,,,,,,
255,6,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0ibQkD2.png,5.2,91772,0.0,3,3.6,Bahia,265,david-duarte,David de Duarte Macedo,17,0.0,D. Duarte,David Duarte,8,1.57,1.0,,4.0,,,2.0,,,,6.0,4.0,,1.0,,,1.0,1.0,,,
