,atletas.clube.id.full.name,atletas.posicao_id,atletas.jogos_num,atletas.atleta_id,atletas.nome,atletas.pontos_num,atletas.rodada_id,atletas.apelido_abreviado,atletas.minimo_para_valorizar,atletas.variacao_num,atletas.status_id,atletas.slug,atletas.apelido,atletas.media_num,atletas.clube_id,atletas.preco_num,atletas.foto,CA,DS,FC,FD,FF,FS,FT,G,SG,A,I,V,PP,PS,DE,GS,CV,DP,GC,PC
347,Bragantino,2,0,100848,Luan Cândido de Almeida,0.0,11,L. Cândido,,0.0,6,luan-candido,Luan Cândido,0.0,280,10.0,https://s.sde.globo.com/media/person_role/2022/05/05/a09132195a9936adeadb1a61d65dad2e_FORMATO.png,,,,,,,,,,,,,,,,,,,,
348,Cuiabá,4,10,100969,Ronald dos Santos Lopes,2.4,11,R. Lopes,,0.4,2,ronald-lopes,Ronald Lopes,2.65,1371,4.76,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_NG6iAvU.png,2.0,12.0,5.0,1.0,3.0,8.0,,1.0,,,,,,,,,,,,
349,Botafogo,5,11,101002,José Antonio dos Santos Júnior,-0.3,11,J. Santos,,-0.23,7,junior-santos,Júnior Santos,3.63,263,6.92,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_20JkUu3.png,,10.0,17.0,4.0,8.0,10.0,,2.0,,,2.0,,,1.0,,,,,,
350,Goiás,4,9,101027,Jackson Diego Ibrahim Fagundes,0.0,11,Diego,,0.0,6,diego,Diego,3.66,290,6.23,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_50P80kB.png,2.0,13.0,7.0,,5.0,25.0,,,,1.0,1.0,,,,,,,,,
351,Bahia,5,7,101201,Francisco Vítor Silva Costa,0.0,11,V. Jacaré,,0.0,5,vitor-jacare,Vitor Jacaré,6.0,265,11.67,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_GdFbYPn.png,3.0,21.0,15.0,2.0,8.0,9.0,1.0,1.0,,,,,,,,,,,,
352,Coritiba,5,7,101254,Alef Mangueira Severino Pereira,3.8,11,A. Manga,,0.34,7,alef-manga,Alef Manga,5.67,294,9.57,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_o07AeW3.png,1.0,7.0,9.0,6.0,9.0,6.0,,1.0,,2.0,4.0,,,,,,,,,
353,Grêmio,5,0,101290,Aldemir dos Santos Ferreira,0.0,11,Ferreira,,0.0,6,ferreira,Ferreira,0.0,284,10.0,https://s.sde.globo.com/media/person_role/2021/04/29/c162773146af15b4d212ad3d8e81af03_FORMATO.png,,,,,,,,,,,,,,,,,,,,
354,Bahia,5,9,101314,Ademir da Silva Santos Júnior,-1.0,11,Ademir,,-0.98,3,ademir,Ademir,2.93,265,5.17,https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_AYMEKre.png,3.0,4.0,10.0,3.0,3.0,28.0,,1.0,,,4.0,,,,,,,,,
355,Fluminense,2,10,101319,Cláudio Rodrigues Gomes,-1.1,11,Guga,,-1.6,6,guga,Guga,4.45,266,8.22,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_XX1WP8Y.png,1.0,17.0,9.0,,1.0,14.0,1.0,,3.0,1.0,,,,,,,,,1.0,
356,Cruzeiro,4,8,101405,Wallisson Luiz Alves Máximo,1.1,11,Wallisson,,-0.2,3,wallisson,Wallisson,2.42,283,3.43,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_htrMBar.png,3.0,13.0,12.0,2.0,5.0,8.0,,,,,,,,,,,,,,
357,Grêmio,4,1,101573,João Pedro Vilardi Pinto,0.0,11,Pepê,,0.0,5,pepe,Pepê,10.5,284,7.23,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ey2Asrl.png,,6.0,,,1.0,5.0,,,,,,,,,,,,,,
358,Flamengo,1,0,101574,Hugo de Souza Nogueira,0.0,11,H. Souza,,0.0,6,hugo-souza,Hugo Souza,0.0,262,3.0,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_4hEknPp.png,,,,,,,,,,,,,,,,,,,,
359,Vasco,3,8,101579,Robson Alves de Barros,0.0,11,R. Bambu,,0.0,6,robson-bambu,Robson Bambu,1.58,267,2.85,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_duKaGjT.png,3.0,9.0,8.0,,1.0,13.0,,,,,1.0,,,,,,,,,
360,Cuiabá,4,0,101581,Victor Yan Souza Santos,0.0,11,V. Yan,,0.0,6,victor-yan,Victor Yan,0.0,1371,1.0,https://s.sde.globo.com/media/person_role/2022/03/03/2ed1369a38b4eeb540015e79eef8870f_FORMATO.png,,,,,,,,,,,,,,,,,,,,
361,Athlético-PR,4,9,101594,Hugo Moura Arruda da Silva,3.9,11,H. Moura,,-0.08,7,hugo-moura,Hugo Moura,3.83,293,7.11,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xmqFuth.png,1.0,21.0,7.0,,3.0,10.0,,,,1.0,,,,,,,,,,
362,Santos,3,0,101600,Alex de Oliveira Nascimento,0.0,11,Alex,,0.0,6,alex,Alex,0.0,277,3.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_cgyweD5.png,,,,,,,,,,,,,,,,,,,,
363,Goiás,5,3,101684,Philippe Almeida Costa,0.0,11,P. Costa,,0.0,6,philippe-costa,Philippe Costa,-0.03,290,1.25,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_kiizDTZ.png,,,,,,,,,,,1.0,,,,,,,,,
364,Santos,2,1,101708,Felipe Jonatan Rocha Andrade,0.0,11,F. Jonatan,,0.0,5,felipe-jonatan,Felipe Jonatan,2.4,277,6.06,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_4Rn0gj2.png,,2.0,,,,,,,,,,,,,,,,,,
365,Bragantino,5,4,101715,Alerrandro Barra Mansa Realino de Souza,11.5,11,Alerrandro,,2.05,6,alerrandro,Alerrandro,2.97,280,4.98,https://s.sde.globo.com/media/person_role/2022/05/05/a190fc01a5c5880c8de5c5854ac2f555_FORMATO.png,1.0,,3.0,,1.0,4.0,1.0,1.0,,,,,,,,,,,,
366,Fluminense,5,0,101717,Marrony da Silva Liberato,0.0,11,Marrony,,0.0,6,marrony,Marrony,0.0,266,5.0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_gF92guz.png,,,,,,,,,,,,,,,,,,,,
367,Vasco,3,3,101720,Matheus dos Santos Miranda,1.4,11,Miranda,,-0.62,6,miranda,Miranda,2.9,267,2.79,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_dT3P0NV.png,,6.0,1.0,,1.0,2.0,,,,,,,,,,,,,,
368,Goiás,4,4,101725,Matheus Santos Soares,0.0,11,Matheusinho,,0.0,6,matheusinho,Matheusinho,0.1,290,0.76,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_OKVlOLy.png,,,,,,1.0,,,,,1.0,,,,,,,,,
369,Flamengo,2,0,101727,Matheus França Silva,0.0,11,Matheuzinho,,0.0,5,matheuzinho,Matheuzinho,0.0,262,6.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_wPSt5sW.png,,,,,,,,,,,,,,,,,,,,
370,São Paulo,3,5,101728,Diego Henrique Costa Barbosa,0.9,11,D. Costa,,-0.25,6,diego-costa,Diego Costa,1.4,276,4.22,https://s.sde.globo.com/media/person_role/2022/03/01/996cbc8d639a3e640cf55d5326393d6d_FORMATO.png,,3.0,8.0,,1.0,,,,1.0,,,,,,,,,,,
371,Bragantino,5,8,101960,Vitor Hugo Naum dos Santos,3.5,11,Vitinho,,0.28,7,vitinho,Vitinho,4.31,280,6.3,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Hob15WK.png,2.0,6.0,10.0,9.0,9.0,13.0,,1.0,,,2.0,,,,,,,,,
372,Fortaleza,3,10,101995,Emanuel Fermín Brítez,6.1,11,Brítez,,0.85,3,britez,Brítez,4.24,356,9.0,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_qvH6Q9A.png,3.0,11.0,10.0,1.0,4.0,8.0,,,5.0,1.0,2.0,,,,,,1.0,,,
373,Palmeiras,2,7,102130,Joaquín Piquerez Moreira,0.0,11,Piquerez,,0.0,7,piquerez,Piquerez,6.49,275,10.7,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_04Y9scz.png,3.0,15.0,7.0,1.0,1.0,7.0,,,3.0,3.0,,,,,,,,,1.0,
374,Fluminense,1,0,102137,Vitor Eudes de Souza Costa,0.0,11,V. Eudes,,0.0,6,vitor-eudes,Vitor Eudes,0.0,266,2.0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_FvWKOzt.png,,,,,,,,,,,,,,,,,,,,
375,Goiás,3,8,102253,Lucas Halter,8.5,11,L. Halter,,1.19,7,lucas-halter,Lucas Halter,2.84,290,5.84,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_DlFIoVh.png,3.0,12.0,8.0,,3.0,3.0,,1.0,1.0,,2.0,,,,,,1.0,,,
376,Cruzeiro,1,0,102290,Gabriel José Ferreira Mesquita,0.0,11,G. Mesquita,,0.0,6,gabriel-mesquita,Gabriel Mesquita,-1.0,283,0.7,https://s.sde.globo.com/media/person_role/2023/05/30/photo_220x220.png,1.0,,,,,,,,,,,,,,,,,,,
377,América-MG,5,4,102299,Mikael Filipe Viana,0.0,11,Mikael,,0.0,6,mikael,Mikael,2.1,327,3.87,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_lQhctpS.png,,1.0,,2.0,5.0,2.0,,,,,2.0,,,,,,,,,
378,Athlético-PR,3,3,102310,Matheus Felipe Santos Nascimento,0.0,11,M. Felipe,,0.0,6,matheus-felipe,Matheus Felipe,2.23,293,2.62,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_e7P4JVL.png,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,
379,São Paulo,2,11,102318,Caio Fernando de Oliveira,0.1,11,C. Paulista,,-0.56,7,caio-paulista,Caio Paulista,4.89,276,9.43,https://s.sde.globo.com/media/person_role/2023/01/27/photo_FORMATO_rRBJfVv.png,2.0,9.0,8.0,8.0,6.0,16.0,,,3.0,2.0,,,,,,,,,,
380,América-MG,5,2,102561,Gonzalo Mathías Mastriani Borges,0.0,11,Mastriani,,0.0,6,mastriani,Mastriani,1.3,327,3.17,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_vHe1goh.png,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,
381,Bragantino,5,9,102598,Hélio Júnio Nunes de Castro,0.0,11,Helinho,,0.0,5,helinho,Helinho,4.28,280,6.02,https://s.sde.globo.com/media/person_role/2022/05/05/d0de5e463c8123423e2713cdde571faf_FORMATO.png,2.0,9.0,8.0,8.0,6.0,4.0,,2.0,,,2.0,,,,,,,,,
382,Athlético-PR,5,0,102796,Julimar Silva Oliveira Júnior,0.0,11,Julimar,,0.0,6,julimar,Julimar,0.0,293,2.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_qjlY4KF.png,,,,,,,,,,,,,,,,,,,,
383,Athlético-PR,4,7,102878,Miguel David Terans Pérez,1.5,11,Terans,,-0.37,6,terans,Terans,1.67,293,9.81,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_rzjzN6M.png,1.0,2.0,6.0,2.0,7.0,9.0,,,,,4.0,,,,,,,,,
384,Cruzeiro,1,0,102906,Anderson Silva da Paixão,0.0,11,Anderson,,0.0,6,anderson,Anderson,0.0,283,3.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Lvl4bA5.png,,,,,,,,,,,,,,,,,,,,
385,Bahia,1,0,102907,Matheus Henrique Teixeira,0.0,11,M. Teixeira,,0.0,6,matheus-teixeira,Matheus Teixeira,0.0,265,2.0,https://s.sde.globo.com/media/person_role/2022/04/05/ff4149be4042453395add145d010bd49_FORMATO.png,,,,,,,,,,,,,,,,,,,,
386,São Paulo,4,6,102909,Luan Vinícius da Silva Santos ,-0.3,11,Luan,,-0.56,7,luan,Luan,0.77,276,3.09,https://s.sde.globo.com/media/person_role/2022/03/01/6b4e62b423e7b34762e0c7f626ea5ebd_FORMATO.png,,4.0,5.0,,1.0,1.0,,,,,,,,,,,,,,
387,Goiás,4,10,102911,José Ricardo Araújo Fernandes,2.7,11,Z. Ricardo,,-0.91,7,ze-ricardo,Zé Ricardo,4.8,290,6.51,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_h43zEak.png,4.0,23.0,26.0,6.0,5.0,32.0,,,,1.0,,,,,,,,,,
388,Athlético-PR,5,8,102928,Agustín Canobbio Graviz,0.0,11,Canobbio,,0.0,7,canobbio,Canobbio,5.05,293,6.26,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_VXCkQFM.png,3.0,13.0,1.0,6.0,5.0,10.0,,1.0,,1.0,1.0,,,,,,,,,1.0
389,Bragantino,5,2,103014,Ignacio Jesús Laquintana Marsico,0.0,11,Laquintana,,0.0,5,laquintana,Laquintana,1.75,280,3.67,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_roWm5iE.png,,1.0,3.0,2.0,,2.0,,,,,2.0,,,,,,,,,
390,Bragantino,4,8,103295,Eric dos Santos Rodrigues,2.5,11,E. Ramires,,0.22,7,eric-ramires,Eric Ramires,1.46,280,2.67,https://s.sde.globo.com/media/person_role/2022/05/05/68b240d886c54c37133d42e6dd5f8e41_FORMATO.png,1.0,6.0,13.0,4.0,2.0,6.0,,,,,,,,,,,,,,
391,Cuiabá,2,10,103347,Matheus Alexandre Anastácio de Souza,3.1,11,M. Alexandre,,0.3,3,matheus-alexandre,Matheus Alexandre,4.5,1371,6.26,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_4eKoeL1.png,3.0,30.0,9.0,1.0,3.0,2.0,,,2.0,,,,,,,,,,,
392,América-MG,4,10,103388,Leandro Emmanuel Martínez,5.2,11,E. Martínez,,0.19,7,emmanuel-martinez,Emmanuel Martínez,3.33,327,5.4,https://s.sde.globo.com/media/person_role/2022/08/13/68f9c27625c8107e59119604bba5e322_FORMATO.png,,7.0,11.0,1.0,3.0,13.0,1.0,,,3.0,,,,,,,,,,
393,Corinthians,3,2,103575,João Victor Andrade Caetano,7.7,11,Caetano,,1.04,2,caetano,Caetano,5.3,264,3.74,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_72Ycs9o.png,,3.0,,,,6.0,,,1.0,,,,,,,,,,,1.0
394,Cruzeiro,5,4,103576,Rafael Bilu Mudesto,0.0,11,R. Bilu,,0.0,5,rafael-bilu,Rafael Bilu,2.08,283,2.83,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_L5qGZ0n.png,,4.0,1.0,,3.0,3.0,,,,,1.0,,,,,,,,,
395,São Paulo,5,11,103645,Marcos Paulo Costa do Nascimento,0.0,11,M. Paulo,,-0.43,6,marcos-paulo,Marcos Paulo,3.95,276,8.04,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_XopxIWU.png,1.0,13.0,6.0,1.0,4.0,11.0,,2.0,,1.0,2.0,,,,,,,,,
396,Athlético-PR,3,0,103684,Kaíque Rocha Lima,0.0,11,K. Rocha,,0.0,6,kaique-rocha,Kaíque Rocha,0.0,293,4.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_TAU79Yo.png,,,,,,,,,,,,,,,,,,,,
397,Bragantino,4,10,103695,Jadsom Meemyas de Oliveira da Silva,2.1,11,J. Silva,,-0.01,7,jadsom-silva,Jadsom Silva,0.98,280,2.19,https://s.sde.globo.com/media/person_role/2022/05/05/9d601cb29909661ed2abc4800aab14b7_FORMATO.png,4.0,13.0,13.0,2.0,1.0,2.0,,,,,1.0,,,,,,,,,2.0
398,Corinthians,3,7,103700,Bruno Méndez Cittadini,0.0,11,B. Méndez,,0.0,7,bruno-mendez,Bruno Méndez,1.29,264,2.29,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_VwEvkmY.png,1.0,5.0,6.0,,1.0,,,,1.0,,,,,,,,,,,
399,Palmeiras,4,11,103767,Gabriel Vinícius Menino,-0.7,11,G. Menino,,-1.84,3,gabriel-menino,Gabriel Menino,4.84,275,8.27,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_a770SrF.png,3.0,22.0,19.0,3.0,8.0,13.0,2.0,1.0,,1.0,1.0,,,,,,,,,
400,Bragantino,1,0,104017,Maycon Cleiton de Paula Azevedo,0.0,11,Maycon,,0.0,6,maycon,Maycon,0.0,280,3.0,https://s.sde.globo.com/media/person_role/2022/05/05/f39fcb967a674ffddbaec227105dae4a_FORMATO.png,,,,,,,,,,,,,,,,,,,,
401,Botafogo,1,0,104079,João Fernando Monteiro Siqueira,0.0,11,J. Fernando,,0.0,6,joao-fernando,João Fernando,0.0,263,2.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5Z0375l.png,,,,,,,,,,,,,,,,,,,,
402,Corinthians,1,0,104084,Carlos Miguel dos Santos Pereira,0.0,11,C. Miguel,,0.0,6,carlos-miguel,Carlos Miguel,0.0,264,2.0,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_ucZUimL.png,,,,,,,,,,,,,,,,,,,,
403,Atlético-MG,3,6,104085,Bruno de Lara Fuchs,0.7,11,B. Fuchs,,-0.39,2,bruno-fuchs,Bruno Fuchs,2.97,282,4.53,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_qjyhb3e.png,,1.0,3.0,,,5.0,,,3.0,,,,,,,,,,,
404,Corinthians,4,2,104153,Ruan de Oliveira Ferreira,14.3,11,Ruan,,1.77,7,ruan,Ruan,10.9,264,4.65,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_Uq9B5Kn.png,1.0,1.0,4.0,,1.0,2.0,,2.0,,1.0,,,,,,,,,,
405,Santos,2,4,104257,João Lucas de Almeida Carvalho,0.9,11,J. Lucas,,-0.92,2,joao-lucas,João Lucas,5.15,277,4.19,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_tX8ABIy.png,,8.0,1.0,,1.0,1.0,,,2.0,,,,,,,,,,,
406,Atlético-MG,1,0,104383,Matheus Mendes Werneck de Oliveira,0.0,11,M. Mendes,,0.0,6,matheus-mendes,Matheus Mendes,0.0,282,3.0,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_xQ2S67t.png,,,,,,,,,,,,,,,,,,,,
407,Internacional,3,7,104385,Igor Gomes Silva,0.0,11,I. Gomes,,0.0,6,igor-gomes,Igor Gomes,2.88,285,5.05,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_I7Q1WEp.png,1.0,7.0,4.0,1.0,1.0,6.0,,,2.0,,,,,,,,,,,1.0
408,Fluminense,3,2,104401,Vitor Mendes Alves,0.0,11,V. Mendes,,0.0,6,vitor-mendes,Vitor Mendes,4.95,266,6.66,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_L4w297p.png,1.0,,1.0,1.0,,,,,2.0,,,,,,,,,,,
409,Athlético-PR,5,1,104420,Reinaldo Nascimento Satorno,0.0,11,Reinaldo,,0.0,6,reinaldo,Reinaldo,1.7,293,2.39,https://s.sde.globo.com/media/person_role/2020/03/03/12600160dfe6fed9a606921db8b0a862_FORMATO.png,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
410,Grêmio,1,0,104424,Felipe Mateus Scheibig,0.0,11,F. Scheibig,,0.0,6,felipe-scheibig,Felipe Scheibig,0.0,284,1.0,https://s.sde.globo.com/media/person_role/2021/07/16/79af8f6f344db19983598078705340fc_FORMATO.png,,,,,,,,,,,,,,,,,,,,
411,Athlético-PR,4,9,104502,Christian Roberto Alves Cardoso,6.0,11,Christian,,-0.15,7,christian,Christian,5.53,293,10.15,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_V2OPAxf.png,,13.0,9.0,1.0,4.0,11.0,1.0,3.0,,,,,,,,,,,,
412,Fortaleza,4,6,104521,Vinícius Nelson de Souza Zanocelo,0.0,11,V. Zanocelo,,0.0,6,vinicius-zanocelo,Vinícius Zanocelo,0.68,356,3.32,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_OPlr7ly.png,1.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,
413,Santos,4,1,104580,Sandry Roberto Santos Goes,0.0,11,Sandry,,-1.15,6,sandry,Sandry,0.0,277,2.85,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_bbHXWKZ.png,,,,,,,,,,,,,,,,,,,,
414,Bragantino,1,0,104588,Fabrício Oliveira de Souza,0.0,11,Fabrício,,0.0,6,fabricio,Fabrício,0.0,280,1.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_AAId2Kq.png,,,,,,,,,,,,,,,,,,,,
415,Grêmio,4,1,104593,Darlan Pereira Mendes,0.0,11,Darlan,,0.0,6,darlan,Darlan,0.2,284,2.71,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NzyHepN.png,1.0,1.0,,,,,,,,,,,,,,,,,,
416,Coritiba,4,5,104640,Matheus Henrique Bianqui,0.1,11,M. Bianqui,,-0.09,6,matheus-bianqui,Matheus Bianqui,0.16,294,2.16,https://s.sde.globo.com/media/person_role/2023/04/21/photo_FORMATO.png,2.0,2.0,3.0,,,3.0,,,,,2.0,,,,,,,,,
417,Fortaleza,6,11,104754,Juan Pablo Vojvoda Rizzo,7.07,11,J. Vojvoda,,0.76,7,juan-vojvoda,Juan Vojvoda,5.86,356,12.65,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_UIx1Yzg.png,,,,,,,,,,,,4.0,,,,,,,,
418,Bahia,4,9,104783,Nicolás Brian Acevedo Tabárez,10.8,11,Acevedo,,1.55,7,acevedo,Acevedo,3.3,265,5.94,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,3.0,21.0,17.0,2.0,4.0,14.0,,,,,,,,,,,,,,
419,Botafogo,1,0,104991,Igo Gabriel Santos Pereira,0.0,11,I. Gabriel,,0.0,6,igo-gabriel,Igo Gabriel,0.0,263,1.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_C8GywEv.png,,,,,,,,,,,,,,,,,,,,
420,Botafogo,5,11,105049,Luis Henrique Tomaz de Lima,1.2,11,L. Henrique,,-0.09,7,luis-henrique,Luis Henrique,1.83,263,4.39,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XMfC6C1.png,,5.0,2.0,2.0,3.0,2.0,,1.0,,,1.0,,,1.0,,,,,,
421,Athlético-PR,2,7,105175,Khellven Douglas Silva Oliveira,0.0,11,Khellven,,0.0,6,khellven,Khellven,3.02,293,7.36,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7lRpDNN.png,,8.0,8.0,,2.0,5.0,,,2.0,,2.0,,,,,,,,,
422,Athlético-PR,1,11,105208,Bento Matheus Krepski,1.0,11,Bento,,-1.61,7,bento,Bento,4.2,293,9.69,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7ROEp8B.png,2.0,,1.0,,,1.0,,,3.0,1.0,,,,,36.0,15.0,,1.0,,
423,Vasco,4,0,105294,Patrick de Lucca Chaves de Oliveira,0.0,11,D. Lucca,,0.0,5,de-lucca,De Lucca,0.0,267,3.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_J73ZkrF.png,,,,,,,,,,,,,,,,,,,,
424,São Paulo,3,0,105300,Nahuel Adolfo Ferraresi Hernández,0.0,11,Ferraresi,,0.0,6,ferraresi,Ferraresi,0.0,276,6.0,https://s.sde.globo.com/media/person_role/2022/08/13/a5301263d96806640ddf67cec70f99e7_FORMATO.png,,,,,,,,,,,,,,,,,,,,
425,Bahia,3,5,105373,Gabriel Lheman Xavier - Lhman,7.2,11,G. Xavier,,0.56,6,gabriel-xavier,Gabriel Xavier,4.14,265,4.52,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0UPMoSl.png,,7.0,3.0,1.0,,4.0,,,2.0,,,,,,,,,,,
426,Coritiba,4,0,105433,Jesús Emiliano Trindade Flores,0.0,11,Trindade,,0.0,6,trindade,Trindade,0.0,294,4.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_IfD8fQ4.png,,,,,,,,,,,,,,,,,,,,
427,Corinthians,2,8,105531,Matheus Lima Beltrão Oliveira Valin,5.5,11,M. Bidu,,0.9,7,matheus-bidu,Matheus Bidu,4.23,264,6.63,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_cNTyg24.png,2.0,10.0,8.0,4.0,5.0,15.0,,,2.0,,,,,,,,,,,
428,Cuiabá,5,5,105547,Rikelme Hernandes Amorim Rocha,6.3,11,Rikelme,,-0.36,7,rikelme,Rikelme,6.02,1371,3.53,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_FfgJEdr.png,,21.0,7.0,,1.0,3.0,,,,1.0,3.0,,,,,,,,,
429,Vasco,2,0,105566,Riquelme Carvalho Araújo Viana,0.0,11,Riquelme,,0.0,6,riquelme,Riquelme,0.0,267,3.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_smA6Xym.png,,,,,,,,,,,,,,,,,,,,
430,Fortaleza,5,7,105568,Juan Martín Lucero,9.7,11,Lucero,,1.72,7,lucero,Lucero,2.35,356,6.02,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_MqRx953.png,,2.0,5.0,2.0,3.0,6.0,,1.0,,,3.0,,,,,,,,,
431,Vasco,2,11,105584,Lucas Piton Crivellaro,0.6,11,L. Piton,,0.01,7,lucas-piton,Lucas Piton,2.21,267,6.14,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_71dywWV.png,2.0,12.0,15.0,2.0,4.0,2.0,,,,2.0,2.0,,,,,,,,,
432,Corinthians,4,8,105585,Roni Medeiros de Moura,1.2,11,Roni,,-0.24,2,roni,Roni,1.11,264,2.22,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_efGU5wq.png,1.0,10.0,13.0,,1.0,2.0,,,,,,,,,,,,,,
433,Internacional,4,5,105647,Maurício Magalhães Prado,0.0,11,Maurício,,0.0,5,mauricio,Maurício,5.0,285,8.77,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_7KIwg4E.png,2.0,2.0,2.0,1.0,4.0,10.0,,2.0,,,2.0,,,,,,,,,
434,Internacional,3,5,105672,Nicolás Hernández Rodríguez,0.0,11,N. Hernández,,0.0,7,nicolas-hernandez,Nicolás Hernández,2.26,285,3.44,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_l85XoS0.png,2.0,2.0,3.0,,1.0,2.0,,,1.0,1.0,,,,,,,,,,
435,Palmeiras,5,3,105770,Rafael Navarro Leal,0.0,11,R. Navarro,,0.0,6,rafael-navarro,Rafael Navarro,4.47,275,5.93,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_D5UD7xu.png,1.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,,,2.0,,,,,,,,,
436,Fluminense,3,0,105807,Luan de Freitas Molarinho Chagas,0.0,11,Luan,,0.0,6,luan,Luan,0.0,266,2.0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_I20iDp4.png,,,,,,,,,,,,,,,,,,,,
