,atletas.minimo_para_valorizar,atletas.posicao_id,atletas.nome,atletas.clube.id.full.name,atletas.slug,atletas.jogos_num,atletas.status_id,atletas.entrou_em_campo,atletas.rodada_id,atletas.pontos_num,atletas.apelido,atletas.media_num,atletas.atleta_id,atletas.clube_id,atletas.apelido_abreviado,atletas.preco_num,atletas.variacao_num,atletas.foto,A,CA,DS,FC,FD,FF,FS,FT,G,I,CV,PC,SG,PS,PP,DE,GS,PI,DP,GC,V
81,,1,Gabriel Vasconcelos Ferreira - Vasconcellos,Coritiba,gabriel,17,7,True,19,3.0,Gabriel,2.85,70449,294,Gabriel,5.08,0.49,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ovYbvXA.png,1.0,3.0,,,,,1.0,,,,,,3.0,,,64.0,33.0,,,,
82,,3,Marllon Gonçalves Jerônimo Borges,Cuiabá,marllon,17,6,False,19,0.0,Marllon,3.37,70666,1371,Marllon,7.59,0.0,https://s.sde.globo.com/media/person_role/2022/02/23/8d45db89a011dd77410922983889ff15_FORMATO.png,1.0,4.0,17.0,13.0,,4.0,9.0,,1.0,,,1.0,5.0,,,,,,,,
83,,5,Enner Remberto Valencia Lastra,Internacional,enner-valencia,6,7,True,19,2.2,Enner Valencia,3.52,70788,285,E. Valencia,9.17,-0.39,https://s.sde.globo.com/media/person_role/2023/06/12/photo_FORMATO_M7ylRRT.png,1.0,,3.0,6.0,2.0,5.0,11.0,1.0,,6.0,,,,,,,,,,,
84,,6,Jorge Sampaoli,Flamengo,jorge-sampaoli,18,7,True,19,3.75,Jorge Sampaoli,5.55,70800,262,J. Sampaoli,11.73,0.34,https://s.sde.globo.com/media/person_role/2023/04/17/photo_FORMATO_Fp5qEri.png,,,,,,,,,,,,,,,,,,,,,8.0
85,,2,Diogo Barbosa Mendanha,Fluminense,diogo-barbosa,9,6,True,19,1.2,Diogo Barbosa,2.81,70916,266,D. Barbosa,6.69,-0.99,https://s.sde.globo.com/media/person_role/2023/06/23/photo_FORMATO.png,,1.0,9.0,4.0,,1.0,12.0,,,1.0,,,2.0,,,,,,,,
86,,4,Bruno Henrique Corsini,Internacional,bruno-henrique,3,6,True,19,1.2,Bruno Henrique,2.7,70944,285,B. Henrique,7.05,-0.86,https://s.sde.globo.com/media/person_role/2023/07/19/photo_FORMATO_oLjIZUt.png,,1.0,1.0,7.0,1.0,1.0,,,1.0,,,,,,,,,,,,
87,,4,Leonardo Cittadini,Bahia,leo-cittadini,7,6,True,19,1.0,Léo Cittadini,0.5,70986,265,L. Cittadini,1.7,0.21,https://s.sde.globo.com/media/person_role/2023/07/28/photo_FORMATO_SboFC8B.png,,1.0,2.0,8.0,1.0,1.0,5.0,,,,,,,,,,,,,,
88,,3,Maicon Pereira Roque,Vasco,maicon,2,6,False,19,0.0,Maicon,4.4,71227,267,Maicon,5.32,0.0,https://s.sde.globo.com/media/person_role/2023/06/28/photo_FORMATO.png,,,2.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,
89,,1,Fernando Miguel Kaufmann,Fortaleza,fernando-miguel,4,6,False,19,0.0,Fernando Miguel,5.25,71571,356,F. Miguel,10.86,0.0,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_qLr4Pp0.png,,,,,,,,,,,,,1.0,,,20.0,4.0,,,,
90,,1,Weverton Pereira da Silva,Palmeiras,weverton,17,6,False,19,0.0,Weverton,3.48,71631,275,Weverton,8.68,0.0,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_PN9nfV7.png,,2.0,,,,,2.0,,,,,,4.0,,,56.0,16.0,,,,
91,,3,Gustavo Raúl Gómez Portillo,Palmeiras,gustavo-gomez,18,7,True,19,8.3,Gustavo Gómez,3.57,71684,275,G. Gómez,9.78,-0.09,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_WsvPa3o.png,1.0,6.0,24.0,19.0,3.0,4.0,15.0,,1.0,3.0,,,4.0,,,,,,,,
92,,5,Thiago Galhardo do Nascimento Rocha,Fortaleza,thiago-galhardo,15,7,True,19,5.9,Thiago Galhardo,3.09,71844,356,T. Galhardo,7.13,0.82,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_LaKDS7J.png,,3.0,8.0,8.0,8.0,14.0,12.0,,2.0,7.0,,,,,,,,,,,
93,,4,Gabriel Appelt Pires,Botafogo,gabriel-pires,3,6,False,19,0.0,Gabriel Pires,4.57,71898,263,G. Pires,5.61,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_wzlbP45.png,,,11.0,7.0,,2.0,2.0,,,,,,,,,,,,,,
94,,5,Juan Manuel Iturbe Arévalos,Grêmio,iturbe,1,6,False,19,0.0,Iturbe,1.7,72134,284,Iturbe,4.81,0.0,https://s.sde.globo.com/media/person_role/2023/07/10/photo_FORMATO_jd2MPl6.png,,,1.0,,,,1.0,,,,,,,,,,,,,,
95,,3,Danilo Fernando Avelar,América-MG,danilo-avelar,11,5,False,19,0.0,Danilo Avelar,5.27,72142,327,D. Avelar,6.02,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TwK8xQJ.png,1.0,2.0,15.0,24.0,5.0,6.0,7.0,1.0,3.0,1.0,,1.0,1.0,,,,1.0,,,,
96,,1,Everson Felipe Marques Pires,Atlético-MG,everson,18,7,True,19,10.0,Everson,3.36,72294,282,Everson,7.16,1.68,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_XhJDp6n.png,,3.0,,,,,5.0,,,,,,6.0,,,48.0,17.0,,,,
97,,1,Felipe Alves Raymundo,São Paulo,felipe-alves,0,6,False,19,0.0,Felipe Alves,0.0,72372,276,F. Alves,6.0,0.0,https://s.sde.globo.com/media/person_role/2022/08/16/19b70a0ace7230f7a5033ad9270abf7e_FORMATO.png,,,,,,,,,,,,,,,,,,,,,
98,,6,Fernando Diniz Silva,Fluminense,fernando-diniz,19,7,True,19,3.6,Fernando Diniz,5.29,72391,266,F. Diniz,14.05,-0.1,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_dcBENR5.png,,,,,,,,,,,,,,,,,,,,,9.0
99,,4,Gustavo Campanharo,Internacional,gustavo-campanharo,11,5,False,19,0.0,Gustavo Campanharo,2.65,72497,285,G. Campanharo,5.56,0.0,https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_Fbab3V0.png,,5.0,27.0,19.0,3.0,,8.0,,,,,,,,,,,,,,
100,,2,Magno José da Silva,Goiás,maguinho,17,7,True,19,7.4,Maguinho,3.73,72532,290,Maguinho,5.3,0.11,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_r03QzyK.png,,5.0,22.0,42.0,,9.0,17.0,,2.0,,1.0,,5.0,1.0,,,,,,,
101,,1,Matheus Fernando Cavichioli,América-MG,matheus-cavichioli,8,7,True,19,1.0,Matheus Cavichioli,1.15,72580,327,M. Cavichioli,5.29,-0.14,https://s.sde.globo.com/media/person_role/2021/06/04/4b9a4cd7759d0ef36a25a02c4b9cf8a8_FORMATO.png,,,,1.0,,,1.0,,,,1.0,,,,,28.0,20.0,,1.0,1.0,
102,,5,Pedro Henrique Konzen Medina da Silva,Internacional,pedro-henrique,14,6,True,19,2.0,Pedro Henrique,2.92,72583,285,P. Henrique,6.32,0.31,https://s.sde.globo.com/media/person_role/2022/04/12/5422d339b6546dc0505e80e10b027269_FORMATO.png,1.0,,12.0,23.0,5.0,11.0,12.0,,1.0,13.0,,,,1.0,,,,,,,
103,,1,Maurício Kozlinski,Fortaleza,mauricio-kozlinski,1,6,False,19,0.0,Maurício Kozlinski,6.0,72595,356,M. Kozlinski,4.92,0.0,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_mZtm5zI.png,,,,,,,,,,,,,1.0,,,1.0,,,,,
104,,3,Vitor Hugo Franchescoli de Souza,Bahia,vitor-hugo,13,7,True,19,5.0,Vitor Hugo,2.98,72605,265,V. Hugo,6.19,0.28,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_HuEb513.png,,2.0,18.0,12.0,1.0,5.0,7.0,,,,,1.0,3.0,,,,,,,,
105,,4,Pablo Daniel Ceppelini Gatto,Cuiabá,ceppelini,16,6,False,19,0.0,Ceppelini,2.42,72762,1371,Ceppelini,4.33,0.0,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_l5sEyLV.png,3.0,3.0,9.0,11.0,7.0,6.0,12.0,,,1.0,,,,,,,,,,,
106,,5,Luiz Adriano de Souza da Silva,Internacional,luiz-adriano,17,6,True,19,0.8,Luiz Adriano,2.83,72772,285,L. Adriano,5.9,-1.36,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_SJwFoxe.png,1.0,,7.0,8.0,3.0,6.0,14.0,2.0,2.0,3.0,,,,,,,,,,,
107,,4,Fernando Luiz Rosa,Athlético-PR,fernandinho,9,6,False,19,0.0,Fernandinho,3.04,72775,293,Fernandinho,6.31,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_X6EpiKc.png,2.0,4.0,11.0,16.0,,2.0,9.0,,1.0,1.0,,1.0,,,,,,,,,
108,,3,Gabriel Iván Mercado,Internacional,mercado,12,7,True,19,0.6,Mercado,3.43,72951,285,Mercado,5.34,0.38,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_rOFNbA7.png,,6.0,21.0,21.0,2.0,1.0,6.0,,,,1.0,,5.0,,,,,,,,
109,,2,Daniel Fortunato Borges,América-MG,daniel-borges,6,7,True,19,-2.5,Daniel Borges,1.78,73318,327,D. Borges,4.36,-0.95,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_9c2ocup.png,,1.0,10.0,10.0,1.0,,3.0,1.0,,,1.0,,,,,,,,,,
110,,2,Samuel Xavier Brito,Fluminense,samuel-xavier,15,7,True,19,0.7,Samuel Xavier,4.69,73384,266,S. Xavier,10.2,-0.21,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_GJkHCf2.png,2.0,5.0,17.0,12.0,2.0,7.0,15.0,,1.0,2.0,,,5.0,,,,,,,,
111,,5,Jean Dias da Costa,Internacional,jean-dias,10,6,False,19,-0.1,Jean Dias,2.23,73479,285,J. Dias,3.14,-0.27,https://s.sde.globo.com/media/person_role/2023/04/10/photo_FORMATO_UU1DWbN.png,1.0,1.0,2.0,5.0,1.0,3.0,12.0,,1.0,1.0,,,,,,,,1.0,,,
112,,3,Bruno Fabiano Alves,Grêmio,bruno-alves,17,7,True,19,1.7,Bruno Alves,1.94,73620,284,B. Alves,5.88,0.28,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_QXt8Pw7.png,,1.0,11.0,11.0,1.0,3.0,11.0,,,2.0,,,3.0,,,,,,,,
113,,6,Diego Vicente Aguirre Camblor,Santos,diego-aguirre,1,7,True,19,2.05,Diego Aguirre,2.05,73766,277,D. Aguirre,8.24,-1.82,https://s.sde.globo.com/media/person_role/2021/06/22/8dda652710652f38baa7da9b6edf0c9e_220x220.png,,,,,,,,,,,,,,,,,,,,,
114,,5,Guilherme Costa Marques,Goiás,guilherme-marques,13,7,True,19,6.4,Guilherme Marques,4.02,73781,290,G. Marques,5.05,1.04,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_8U4l1F1.png,3.0,2.0,14.0,19.0,3.0,9.0,9.0,,2.0,2.0,1.0,,,,,,,,,,
115,,3,Rodrigo Caio Coquette Russo,Flamengo,rodrigo-caio,1,6,False,19,0.0,Rodrigo Caio,0.0,73800,262,R. Caio,3.97,0.0,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_8nCiWcT.png,,,,,,,,,,,,,,,,,,,,,
116,,5,Aloísio dos Santos Gonçalves,América-MG,aloisio,12,5,False,19,0.0,Aloísio,4.57,73850,327,Aloísio,7.85,0.0,https://s.sde.globo.com/media/person_role/2022/03/31/a411b722d7d0edc88f871c1a48191dc1_FORMATO.png,1.0,3.0,2.0,18.0,7.0,10.0,8.0,4.0,3.0,6.0,,,,,,,,,,,
117,,4,Alison Lopes Ferreira,Santos,alison,5,5,False,19,0.0,Alison,1.24,73974,277,Alison,3.03,0.0,https://s.sde.globo.com/media/person_role/2021/05/04/83ae4938b05e0e1d67ad49af17785e89_FORMATO.png,,,5.0,1.0,,,1.0,,,,,,,,,,,,,,
118,,1,Roberto Junior Fernández Torres,Botafogo,gatito-fernandez,0,6,False,19,0.0,Gatito Fernández,0.0,74061,263,G. Fernández,8.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_zKZCWAI.png,,,,,,,,,,,,,,,,,,,,,
119,,2,Madson Ferreira dos Santos,Athlético-PR,madson,14,6,False,19,0.0,Madson,3.12,78077,293,Madson,6.11,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_UA5MZDv.png,2.0,3.0,5.0,14.0,1.0,2.0,9.0,,1.0,3.0,,,4.0,,,,,,,,
120,,5,Everaldo Stum,Bahia,everaldo,16,7,True,19,1.2,Everaldo,2.5,78117,265,Everaldo,7.8,-1.47,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_8pHdjST.png,,4.0,6.0,14.0,6.0,5.0,13.0,,3.0,6.0,,,,,,,,,,,
121,,2,Renê Rodrigues Martins,Internacional,rene,16,7,True,19,3.4,Renê,4.98,78445,285,Renê,9.78,0.15,https://s.sde.globo.com/media/person_role/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png,,2.0,33.0,13.0,1.0,3.0,25.0,,,1.0,,,6.0,,,,,,,,
122,,5,Jonathan Renato Barbosa,Cuiabá,jonathan-cafu,16,6,False,19,0.0,Jonathan Cafu,3.12,78580,1371,J. Cafu,7.08,0.0,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_7bHRcHm.png,2.0,3.0,22.0,16.0,2.0,6.0,25.0,,,4.0,,,,2.0,,,,,,,
123,,4,Gabriel Girotto Franco,Internacional,gabriel,3,7,True,19,1.3,Gabriel,0.43,78605,285,Gabriel,4.32,0.19,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_GUlE7bV.png,,1.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,
124,,4,Ramiro Moschen Benetti,Cruzeiro,ramiro,6,5,False,19,0.0,Ramiro,3.8,78715,283,Ramiro,5.62,0.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Yl1MU4D.png,1.0,3.0,9.0,8.0,1.0,4.0,,,1.0,,,,,,,,,,,,
125,,2,Reinaldo Manoel da Silva,Grêmio,reinaldo,12,7,True,19,0.6,Reinaldo,4.03,78850,284,Reinaldo,7.25,-0.02,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_YOXKUlg.png,4.0,7.0,8.0,20.0,5.0,3.0,11.0,,1.0,2.0,,,2.0,,,,,,,,
126,,4,Thiago dos Santos,Fluminense,thiago-santos,8,6,False,19,0.0,Thiago Santos,0.54,78855,266,T. Santos,1.94,0.0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_xMjWx6h.png,,2.0,5.0,8.0,1.0,,3.0,,,,,,,,,,,,,,
127,,3,Víctor Leandro Cuesta,Botafogo,victor-cuesta,17,7,True,19,2.8,Víctor Cuesta,6.02,79113,263,V. Cuesta,10.45,-0.36,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_iLUMfpx.png,1.0,6.0,25.0,14.0,2.0,6.0,9.0,1.0,1.0,1.0,,,11.0,,,,,,,,
128,,5,Silvio Ezequiel Romero,Fortaleza,silvio-romero,13,6,True,19,0.0,Silvio Romero,2.06,79188,356,S. Romero,4.45,-0.34,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_So2bREb.png,1.0,2.0,1.0,7.0,2.0,2.0,4.0,1.0,2.0,4.0,,,,,,,,,,,
129,,4,Filipe Augusto Carvalho Souza,Cuiabá,filipe-augusto,11,6,False,19,0.0,Filipe Augusto,0.87,79268,1371,F. Augusto,1.63,0.0,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_S95pz8G.png,,1.0,11.0,12.0,,,8.0,,,,1.0,,,,,,,,,,
130,,3,Ricardo César Dantas da Silva,América-MG,ricardo-silva,5,5,False,19,0.0,Ricardo Silva,1.04,79334,327,R. Silva,2.01,0.0,https://s.sde.globo.com/media/person_role/2021/06/04/a95541b4ee84849f6e060a780b86704d_FORMATO.png,,1.0,5.0,6.0,,,4.0,,,,,,,,,,,,,,
131,,5,Germán Ezequiel Cano,Fluminense,cano,18,7,True,19,8.9,Cano,4.8,79631,266,Cano,15.02,1.09,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_CKcA05y.png,,4.0,13.0,18.0,13.0,15.0,7.0,2.0,6.0,8.0,,,,,1.0,,,,,,
132,,4,Lucas Silva Borges,Cruzeiro,lucas-silva,7,7,True,19,1.2,Lucas Silva,2.77,79701,283,L. Silva,4.39,-0.07,https://s.sde.globo.com/media/person_role/2023/07/10/photo_FORMATO_YrS5yhK.png,1.0,,9.0,8.0,,2.0,9.0,,,1.0,,,,,,,,,,,
133,,4,Glaybson Yago Souza Lisboa,Fortaleza,yago-pikachu,19,6,True,19,7.4,Yago Pikachu,2.69,80196,356,Y. Pikachu,8.56,0.94,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_jUc4EZ2.png,1.0,2.0,8.0,6.0,6.0,6.0,17.0,,3.0,2.0,,,,,1.0,,,,,,
134,,5,Luciano da Rocha Neves,São Paulo,luciano,16,6,False,19,0.0,Luciano,4.91,80287,276,Luciano,11.69,0.0,https://s.sde.globo.com/media/person_role/2022/03/01/aeb1926a6ddb270206f4ceffcf701d4b_FORMATO.png,2.0,3.0,8.0,13.0,8.0,12.0,26.0,2.0,4.0,3.0,,,,,1.0,,,,,,
135,,2,Gilberto Moraes Júnior,Bahia,gilberto,4,7,True,19,1.7,Gilberto,4.68,80313,265,Gilberto,7.68,-0.23,https://s.sde.globo.com/media/person_role/2023/07/18/photo_FORMATO_2XeJymB.png,,1.0,4.0,3.0,1.0,2.0,6.0,,,,,,2.0,,,,,,,,
136,,3,Marlon Santos da Silva Barbosa,Fluminense,marlon,3,7,True,19,1.4,Marlon,1.47,80538,266,Marlon,5.35,0.2,https://s.sde.globo.com/media/person_role/2023/07/12/photo_220x220.png,,2.0,1.0,5.0,1.0,,1.0,,,,,,1.0,,,,,,,,
137,,4,Lucas Rafael Araújo Lima,Santos,lucas-lima,18,3,False,19,0.0,Lucas Lima,3.55,80583,277,L. Lima,7.3,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_l0JerUa.png,4.0,3.0,26.0,34.0,2.0,3.0,27.0,,1.0,4.0,,,,,,,,,,,
138,,3,Luan Garcia Teixeira,Palmeiras,luan,12,6,False,19,0.0,Luan,3.47,80692,275,Luan,6.73,0.0,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_cnIvHfj.png,,1.0,10.0,16.0,2.0,5.0,9.0,1.0,1.0,3.0,,1.0,3.0,,,,,,,,
139,,3,Pedro Tonon Geromel,Grêmio,pedro-geromel,0,6,False,19,0.0,Pedro Geromel,0.0,80853,284,P. Geromel,7.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_2mIyND1.png,,,,,,,,,,,,,,,,,,,,,
140,,4,Jair Rodrigues Júnior,Vasco,jair,15,6,True,19,0.2,Jair,3.8,81091,267,Jair,8.1,-0.26,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,,5.0,24.0,24.0,2.0,2.0,39.0,,2.0,,,,,1.0,,,,,,,
141,,4,Lucas Andrés Mugni,Bahia,lucas-mugni,5,6,False,19,0.0,Lucas Mugni,1.52,81121,265,L. Mugni,3.48,0.0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_t30cY72.png,,,5.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,
142,,2,Mayke Rocha de Oliveira,Palmeiras,mayke,16,7,True,19,9.3,Mayke,5.13,81150,275,Mayke,9.17,1.42,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_VrbLrFd.png,4.0,3.0,32.0,17.0,,1.0,6.0,,1.0,1.0,,,4.0,,,,,,,,
143,,2,Hugo Mallo,Internacional,mallo,0,6,False,19,0.0,Mallo,0.0,81551,285,Mallo,6.0,0.0,https://s.sde.globo.com/media/person_role/2023/08/14/photo_220x220_q74YevE.png,,,,,,,,,,,,,,,,,,,,,
144,,5,Rosicley Pereira da Silva,Vasco,rossi,0,6,False,19,0.0,Rossi,0.0,81798,267,Rossi,4.0,0.0,https://s.sde.globo.com/media/person_role/2023/08/09/photo_FORMATO_prVmVxp.png,,,,,,,,,,,,,,,,,,,,,
145,,4,Alisson Euler de Freitas Castro,São Paulo,alisson,19,7,True,19,1.0,Alisson,2.42,81845,276,Alisson,5.38,0.1,https://s.sde.globo.com/media/person_role/2022/03/01/14ebdbca4e280cd9dfdb9b7e2148afe0_FORMATO.png,3.0,2.0,20.0,21.0,1.0,10.0,13.0,,,1.0,,,,,,,,,,,
146,,1,João Ricardo Riedi,Fortaleza,joao-ricardo,14,7,True,19,9.0,João Ricardo,4.82,81881,356,J. Ricardo,8.66,1.11,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_KgJZuxA.png,,1.0,,,,,5.0,,,,,,6.0,,,44.0,15.0,,1.0,,
147,,4,Willian Osmar de Oliveira Silva,Goiás,willian-oliveira,15,7,True,19,0.9,Willian Oliveira,2.22,81952,290,W. Oliveira,3.06,-0.27,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_9raWzET.png,,4.0,23.0,21.0,2.0,2.0,18.0,1.0,,,,,,,,,,,,,
148,,4,Raphael Gregório Guzzo,Goiás,raphael-guzzo,1,6,True,19,2.4,Raphael Guzzo,2.4,81966,290,R. Guzzo,3.74,-0.26,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_fajmeHY.png,,,1.0,,1.0,,,,,,,,,,,,,,,,
149,,4,Adilson dos Anjos Oliveira,América-MG,juninho,17,3,False,19,0.0,Juninho,2.65,82381,327,Juninho,6.04,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ek7YW7J.png,,3.0,18.0,14.0,3.0,3.0,15.0,,2.0,1.0,,,,1.0,,,,,,,
150,,1,Tadeu Antônio Ferreira,Goiás,tadeu,16,7,True,19,7.0,Tadeu,3.76,82453,290,Tadeu,7.49,-0.07,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_jSvkpAL.png,,,,,,,4.0,,,,,,5.0,,,52.0,19.0,,,,
151,,4,José Rafael Vivian,Palmeiras,ze-rafael,15,7,True,19,4.6,Zé Rafael,5.05,82455,275,Z. Rafael,10.77,-0.65,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XlK02hD.png,2.0,5.0,46.0,35.0,5.0,4.0,34.0,,,1.0,,,,,,,,,,,
152,,4,Otávio Henrique Passos Santos,Atlético-MG,otavio,9,7,True,19,0.8,Otávio,2.11,82463,282,Otávio,3.86,-0.1,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,,4.0,20.0,15.0,1.0,1.0,3.0,,,,,,,,,,,,,,
153,,5,Luiz de Araújo Guimarães Neto,Flamengo,luiz-araujo,5,6,True,19,2.3,Luiz Araújo,1.26,82627,262,L. Araújo,5.16,-0.07,https://s.sde.globo.com/media/person_role/2023/07/03/photo_FORMATO.png,,,3.0,5.0,2.0,1.0,6.0,,,,1.0,,,1.0,,,,,,,
154,,2,Guilherme de Jesus da Silva,Fortaleza,tinga,13,7,True,19,6.4,Tinga,5.77,82628,356,Tinga,9.93,0.58,https://s.sde.globo.com/media/person_role/2022/05/12/98abba841d176135f9ec02a557177a7f_FORMATO.png,,,27.0,10.0,3.0,3.0,4.0,,1.0,3.0,,,6.0,,,,,,,,
155,,1,Marcelo Rangel da Rosa,Goiás,marcelo-rangel,3,6,False,19,0.0,Marcelo Rangel,0.0,82730,290,M. Rangel,2.34,0.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_jsdA8Zf.png,,,,,,,,,,,,,,,,8.0,8.0,,,,
156,,4,Wellington Soares da Silva,São Paulo,wellington-rato,17,6,True,19,0.0,Wellington Rato,1.77,82766,276,W. Rato,5.29,-0.04,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_bPEXkEO.png,2.0,3.0,11.0,8.0,3.0,7.0,7.0,,,5.0,,,,,,,,,,,
157,,5,Gabriel Barbosa Almeida,Flamengo,gabriel,14,7,True,19,1.9,Gabriel,4.64,83257,262,Gabriel,12.62,-0.04,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_mbchRWW.png,1.0,6.0,5.0,4.0,12.0,13.0,12.0,1.0,4.0,6.0,,,,,1.0,,,,,,
158,,5,Julio César Furch,Santos,julio-furch,3,7,True,19,2.3,Julio Furch,0.93,83276,277,J. Furch,4.39,0.3,https://s.sde.globo.com/media/person_role/2023/07/21/photo_220x220_fMrOLLy.png,,,1.0,2.0,,1.0,3.0,,,1.0,,,,,,,,,,,
159,,4,Patrick Bezerra do Nascimento,Atlético-MG,patrick,15,6,True,19,0.0,Patrick,1.87,83433,282,Patrick,5.38,-0.44,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_TvGvJD9.png,,1.0,18.0,6.0,1.0,2.0,11.0,,,1.0,,,,1.0,,,,,,,
160,,3,Leonardo Pereira,Flamengo,leo-pereira,16,7,True,19,1.8,Léo Pereira,5.49,83528,262,L. Pereira,13.5,0.2,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_Wclql1X.png,,2.0,25.0,10.0,,2.0,15.0,,3.0,1.0,,,6.0,,,,,,,,
161,,3,Hueglo dos Santos Neris,Cruzeiro,neris,9,7,True,19,1.5,Neris,5.15,83786,283,Neris,4.54,-0.68,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_U329TT2.png,1.0,3.0,15.0,22.0,1.0,1.0,2.0,,,,,,6.0,,,,,,,,
162,,5,Clayson Henrique da Silva Vieira,Cuiabá,clayson,5,6,False,19,0.0,Clayson,4.92,83817,1371,Clayson,7.69,0.0,https://s.sde.globo.com/media/person_role/2023/06/30/photo_220x220_AACy2wU.png,,1.0,2.0,4.0,,3.0,12.0,,2.0,,,,,,,,,,,,
163,,5,Francisco das Chagas Soares dos Santos Meireles,Botafogo,tiquinho-soares,17,5,False,19,0.0,Tiquinho Soares,9.26,84042,263,T. Soares,19.17,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TbDAa67.png,4.0,6.0,8.0,26.0,6.0,20.0,39.0,,13.0,10.0,,,,,1.0,,,,,,
164,,3,Jemerson de Jesus Nascimento,Atlético-MG,jemerson,17,7,True,19,4.7,Jemerson,3.21,84263,282,Jemerson,8.28,0.05,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_LiuUOj2.png,1.0,4.0,15.0,21.0,1.0,2.0,8.0,,,1.0,,,7.0,,,,,,,,
165,,3,Bruno Ferreira Melo,Goiás,bruno-melo,16,7,True,19,6.2,Bruno Melo,3.19,84339,290,B. Melo,5.95,0.96,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_FEUiEbp.png,1.0,7.0,10.0,13.0,2.0,9.0,11.0,,2.0,2.0,,1.0,3.0,,,,,,,,
