,atletas.minimo_para_valorizar,atletas.posicao_id,atletas.nome,atletas.clube.id.full.name,atletas.slug,atletas.jogos_num,atletas.status_id,atletas.entrou_em_campo,atletas.rodada_id,atletas.pontos_num,atletas.apelido,atletas.media_num,atletas.atleta_id,atletas.clube_id,atletas.apelido_abreviado,atletas.preco_num,atletas.variacao_num,atletas.foto,A,CA,DS,FC,FD,FF,FS,FT,G,I,CV,PC,SG,PS,PP,DE,GS,PI,DP,GC,V
166,,4,Fernando Pereira do Nascimento,Cuiabá,fernando-sobral,14,6,False,19,0.0,Fernando Sobral,5.42,84428,1371,F. Sobral,8.3,0.0,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_DOXZ9Xn.png,2.0,3.0,34.0,19.0,6.0,9.0,21.0,,1.0,,,,,1.0,,,,,,,
167,,5,José Romário Silva de Souza,Fortaleza,romarinho,9,6,False,19,0.0,Romarinho,0.75,84523,356,Romarinho,2.6,0.0,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_UU97nfg.png,,,,1.0,2.0,2.0,6.0,,,,,,,,,,,,,,
168,,4,Lucas Evangelista Santana de Oliveira,Bragantino,lucas-evangelista,18,7,True,19,4.0,Lucas Evangelista,5.42,84674,280,L. Evangelista,8.95,0.26,https://s.sde.globo.com/media/person_role/2022/05/05/175c2911cb392a7305aef49766feb459_FORMATO.png,5.0,2.0,27.0,21.0,8.0,17.0,45.0,1.0,,2.0,,,,,,,,,,,
169,,2,Guillermo Varela Olivera,Flamengo,varela,2,6,False,19,0.0,Varela,2.35,84816,262,Varela,3.52,0.0,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_M1z2XK5.png,,,1.0,5.0,,,,,,,,,1.0,,,,,,,,
170,,5,Robson dos Santos Fernandes,Coritiba,robson,16,7,True,19,2.3,Robson,5.47,84817,294,Robson,7.7,0.09,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_wdF92Dr.png,1.0,6.0,27.0,33.0,7.0,8.0,21.0,,5.0,3.0,,,,1.0,,,,,,,
171,,5,Rafael Rogério da Silva,Bahia,rafael-ratao,3,7,True,19,2.1,Rafael Ratão,6.2,84918,265,R. Ratão,7.85,-1.49,https://s.sde.globo.com/media/person_role/2023/07/26/photo_220x220_q8xm0Ax.png,,1.0,5.0,1.0,2.0,2.0,4.0,,1.0,1.0,,,,,,,,,,,
172,,1,Marcos Felipe de Freitas Monteiro,Bahia,marcos-felipe,18,7,True,19,2.0,Marcos Felipe,4.01,85004,265,M. Felipe,7.33,-0.12,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_kJmHr1X.png,,,,,,,2.0,,,,,,5.0,,,69.0,23.0,,,,
173,,1,Vinicius Silvestre da Costa,Palmeiras,vinicius-silvestre,0,6,False,19,0.0,Vinicius Silvestre,0.0,85083,275,V. Silvestre,3.0,0.0,https://s.sde.globo.com/media/person_role/2022/02/21/6b18b6e2028293647615790cb3edf11f_FORMATO.png,,,,,,,,,,,,,,,,,,,,,
174,,4,Víctor Danilo Cantillo Jiménez,Corinthians,cantillo,1,6,False,19,0.0,Cantillo,8.9,85315,264,Cantillo,8.32,0.0,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_XLtLBFc.png,,,6.0,,1.0,,1.0,,,,,,,,,,,,,,
175,,1,João Paulo Silva Martins,Santos,joao-paulo,18,3,False,19,0.0,João Paulo,3.75,85425,277,J. Paulo,10.58,0.0,https://s.sde.globo.com/media/person_role/2022/03/03/9edc82b201e12a2a0b8dba4d87004195_FORMATO.png,,3.0,,,,,3.0,,,,,,5.0,,,62.0,25.0,,1.0,,
176,,4,Alex Paulo Menezes Santana,Athlético-PR,alex-santana,9,6,False,19,0.0,Alex Santana,2.38,85465,293,A. Santana,4.54,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_9oyYdIt.png,,3.0,6.0,11.0,1.0,8.0,16.0,,1.0,1.0,1.0,,,,,,,,,,
177,,3,Leonardo Pinheiro da Conceição,Vasco,leo,17,7,True,19,1.2,Léo,1.55,85626,267,Léo,3.02,-0.82,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_upcZmtB.png,,2.0,11.0,14.0,1.0,,10.0,1.0,,,,,2.0,,,,,,,,
178,,4,Hyoran Kaue Dalmoro,Atlético-MG,hyoran,12,5,False,19,0.0,Hyoran,3.3,85931,282,Hyoran,5.52,0.0,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_we4xNWc.png,,4.0,13.0,23.0,3.0,10.0,11.0,1.0,2.0,2.0,,1.0,,,,,,,,,
179,,5,Gustavo Affonso Sauerbeck,Botafogo,gustavo-sauer,6,7,True,19,0.2,Gustavo Sauer,5.03,85993,263,G. Sauer,2.94,-3.26,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_plrV8jg.png,1.0,,6.0,4.0,,1.0,3.0,,2.0,1.0,,,,1.0,,,,,,,
180,,3,Wanderson Santos Pereira,América-MG,wanderson,7,6,False,19,0.0,Wanderson,1.16,86143,327,Wanderson,2.82,0.0,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_b5qzoWm.png,,,3.0,10.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,
181,,4,Alexandre Egea,América-MG,ale,13,7,True,19,2.9,Alê,2.32,86388,327,Alê,5.72,-0.13,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_BijuTNZ.png,,2.0,16.0,16.0,,6.0,10.0,,1.0,1.0,,,,,,,,,,,
182,,2,Sander Henrique Bortolotto,Goiás,sander,17,5,False,19,0.0,Sander,5.88,86391,290,Sander,10.75,0.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_klsEyT2.png,3.0,1.0,40.0,21.0,7.0,5.0,34.0,,,1.0,,,3.0,,,,,,,,
183,,2,Victor Luis Chuab Zamblauskas,Coritiba,victor-luis,11,7,True,19,1.9,Victor Luis,3.06,86410,294,V. Luis,3.72,-0.51,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_cjqZYOH.png,,3.0,11.0,7.0,,2.0,8.0,,1.0,,,,3.0,,,,,,,1.0,
184,,5,Marcos da Silva França,Fluminense,keno,11,7,True,19,10.0,Keno,3.24,86485,266,Keno,4.84,1.61,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_RDEOJLs.png,2.0,3.0,12.0,9.0,6.0,5.0,12.0,,,4.0,,,,,,,,,,,
185,,1,Jandrei Chitolina Carniel,São Paulo,jandrei,2,7,True,19,1.5,Jandrei,5.25,86508,276,Jandrei,4.24,-1.02,https://s.sde.globo.com/media/person_role/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png,,1.0,,,,,1.0,,,,,,1.0,,,7.0,1.0,,,,
186,,4,Danilo das Neves Pinheiro,Botafogo,tche-tche,19,7,True,19,3.7,Tchê Tchê,2.58,86686,263,T. Tchê,8.09,0.35,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_FytIYxJ.png,2.0,2.0,13.0,24.0,7.0,6.0,23.0,,1.0,,,,,,,,,,,,
187,,5,Everton Sousa Soares,Flamengo,everton,16,6,False,19,0.0,Everton,4.25,86757,262,Everton,8.01,0.0,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_EcaScZP.png,3.0,1.0,12.0,12.0,8.0,13.0,13.0,,2.0,3.0,,,,1.0,,,,,,,
188,,4,Luan Guilherme de Jesus Vieira,Grêmio,luan,1,6,True,19,1.2,Luan,1.2,86759,284,Luan,4.0,-1.0,https://s.sde.globo.com/media/person_role/2023/08/01/photo_FORMATO_wWoVCQJ.png,,,1.0,,,,,,,,,,,,,,,,,,
189,,4,Danilo Barbosa da Silva,Botafogo,danilo-barbosa,12,6,True,19,0.0,Danilo Barbosa,1.9,86777,263,D. Barbosa,4.69,-0.21,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_6wIsdHM.png,,1.0,8.0,8.0,,2.0,14.0,,1.0,,,,,,,,,,,,
190,,5,Rodrigo Cunha Pereira de Pinho,Coritiba,rodrigo-pinho,10,6,False,19,0.0,Rodrigo Pinho,1.57,86799,294,R. Pinho,3.27,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_28kb8HP.png,,2.0,3.0,8.0,4.0,5.0,10.0,1.0,,4.0,,,,,,,,,,,
191,,4,Gabriel Boschilia,Coritiba,boschilia,11,5,False,19,0.0,Boschilia,3.17,86841,294,Boschilia,5.85,0.0,https://s.sde.globo.com/media/person_role/2022/08/12/8bbade4dbabca44eb3eda2767deda745_FORMATO.png,1.0,1.0,8.0,6.0,5.0,7.0,7.0,,1.0,,,,,,,,,,,,
192,,4,José Welison da Silva,Fortaleza,jose-welison,10,7,True,19,9.4,José Welison,1.93,86859,356,J. Welison,4.27,1.47,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_Sq4MDcU.png,1.0,3.0,9.0,15.0,,7.0,11.0,,,1.0,,,,,,,,,,,
193,,2,Marlon Matheus Lopes do Nascimento,América-MG,marlon,10,7,True,19,2.0,Marlon,3.52,86864,327,Marlon,5.39,-0.4,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_9jhAK26.png,1.0,1.0,18.0,10.0,,2.0,18.0,,,,,,1.0,,,,,,,1.0,
194,,1,Leonardo César Jardim,Vasco,leo-jardim,18,7,True,19,4.0,Léo Jardim,2.58,87008,267,L. Jardim,9.48,-0.49,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_2NC7Cvz.png,,2.0,,,,,1.0,,,,,,2.0,,,67.0,29.0,,,,
195,,4,Nathan Allan de Souza,Grêmio,nathan,12,6,False,19,0.0,Nathan,2.19,87009,284,Nathan,4.94,0.0,https://s.sde.globo.com/media/person_role/2023/04/12/photo_FORMATO_H5UIx66.png,1.0,1.0,11.0,11.0,4.0,4.0,9.0,,,1.0,,,,,,,,,,,
196,,3,Pedro Henrique Ribeiro Gonçalves,Athlético-PR,pedro-henrique,11,6,False,19,0.0,Pedro Henrique,3.65,87225,293,P. Henrique,8.95,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Pmz9ta0.png,,3.0,10.0,14.0,1.0,5.0,5.0,,1.0,2.0,,,4.0,,,,,,,,
197,,2,Guilherme Antonio Arana Lopes,Atlético-MG,guilherme-arana,9,7,True,19,8.3,Guilherme Arana,3.75,87228,282,G. Arana,10.4,-0.49,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6cBmo9F.png,,1.0,13.0,2.0,,4.0,9.0,,,,1.0,,3.0,,,,,,,,
198,,4,Carlos María de Pena Bonino,Internacional,carlos-de-pena,15,3,False,19,0.0,Carlos de Pena,2.51,87242,285,C. Pena,7.08,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8NTSnKt.png,,2.0,17.0,11.0,5.0,8.0,10.0,,1.0,,1.0,,,,,,,,,,
199,,5,Yeferson Julio Soteldo Martínez,Santos,soteldo,8,6,True,19,0.4,Soteldo,4.89,87258,277,Soteldo,7.9,-1.34,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xCE9nv8.png,2.0,,8.0,2.0,4.0,5.0,23.0,1.0,,2.0,1.0,,,,,,,,,,
200,,3,Walter Kannemann,Grêmio,kannemann,12,6,False,19,0.0,Kannemann,4.14,87342,284,Kannemann,9.13,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q2fTOjY.png,1.0,7.0,30.0,23.0,3.0,2.0,11.0,,,,1.0,,3.0,,,,,,,,
201,,5,Allano Brendon de Souza Lima,Goiás,allano,5,7,True,19,6.1,Allano,2.98,87391,290,Allano,4.5,0.81,https://s.sde.globo.com/media/person_role/2023/08/08/photo_FORMATO_tmBtY58.png,,2.0,6.0,4.0,2.0,2.0,8.0,1.0,,1.0,,,,,,,,,,,
202,,3,Messias Rodrigues da Silva Júnior,Santos,messias,16,6,False,19,0.0,Messias,3.08,87402,277,Messias,6.79,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_XWlumea.png,,2.0,20.0,14.0,2.0,2.0,7.0,,,1.0,,1.0,5.0,,,,,,,,
203,,4,Thaciano Mickael da Silva,Bahia,thaciano,18,7,True,19,2.1,Thaciano,4.56,87470,265,Thaciano,11.06,0.25,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_dQGg2S1.png,2.0,1.0,22.0,19.0,7.0,20.0,18.0,1.0,2.0,2.0,,,,,,,,,,,
204,,4,Vitor Frezarin Bueno,Athlético-PR,vitor-bueno,14,6,False,19,0.0,Vitor Bueno,4.27,87552,293,V. Bueno,7.01,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Vn5DBCR.png,3.0,5.0,6.0,9.0,6.0,9.0,18.0,2.0,2.0,2.0,,,,,,,,,,,
205,,1,Mateus Pasinato,América-MG,mateus-pasinato,10,6,False,19,0.0,Mateus Pasinato,2.6,87603,327,M. Pasinato,3.03,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_1bOXVa7.png,,1.0,,,,,2.0,,,,,,1.0,,,41.0,20.0,,,,
206,,4,Yago Felipe da Costa Rocha,Bahia,yago-felipe,10,6,True,19,0.0,Yago Felipe,1.22,87747,265,Y. Felipe,4.05,0.01,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO.png,,2.0,12.0,17.0,,3.0,5.0,,,,,,,,,,,,,,
207,,3,Philipe Sampaio Azevedo,Botafogo,philipe-sampaio,8,6,True,19,-1.3,Philipe Sampaio,2.73,87808,263,P. Sampaio,3.33,-0.55,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_E29teNI.png,,2.0,6.0,6.0,,2.0,4.0,,,1.0,,,3.0,,,,,,,,
208,,3,Paolo Mauricio Lemos Merladett,Atlético-MG,mauricio-lemos,12,7,True,19,7.6,Mauricio Lemos,4.31,87853,282,M. Lemos,10.45,0.6,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,,5.0,20.0,11.0,4.0,3.0,8.0,,1.0,2.0,1.0,,4.0,,,,,,,,
209,,4,Giorgian Daniel de Arrascaeta Benedetti,Flamengo,arrascaeta,13,7,True,19,1.2,Arrascaeta,6.3,87863,262,Arrascaeta,13.38,-1.85,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,5.0,3.0,12.0,16.0,4.0,8.0,17.0,2.0,3.0,3.0,,,,1.0,,,,,,,
210,,3,Alan Pereira Empereur,Cuiabá,alan-empereur,15,6,False,19,0.0,Alan Empereur,2.36,88033,1371,A. Empereur,5.2,0.0,https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,1.0,3.0,7.0,5.0,2.0,4.0,8.0,,,,,,4.0,,,,,,,1.0,
211,,2,Jorge Marco de Oliveira Moraes,Fluminense,jorge,0,5,False,19,0.0,Jorge,0.0,88065,266,Jorge,4.0,0.0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_Rnoad6D.png,,,,,,,,,,,,,,,,,,,,,
212,,1,Ivan Quaresma da Silva,Vasco,ivan,0,6,False,19,0.0,Ivan,0.0,88136,267,Ivan,5.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_qStnmUz.png,,,,,,,,,,,,,,,,,,,,,
213,,5,Ángel Rodrigo Romero Villamayor,Corinthians,angel-romero,4,6,False,19,0.0,Ángel Romero,0.97,88323,264,Ã. Romero,2.85,0.0,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_CufTSrv.png,,,2.0,1.0,,1.0,2.0,,,,,,,,,,,,,,
214,,2,Gabriel Dias de Oliveira,Vasco,gabriel-dias,0,5,False,19,0.0,Gabriel Dias,0.0,88368,267,G. Dias,3.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_SmDR7cT.png,,,,,,,,,,,,,,,,,,,,,
215,,2,Ayrton Lucas Dantas de Medeiros,Flamengo,ayrton-lucas,17,7,True,19,2.4,Ayrton Lucas,5.04,88393,262,A. Lucas,14.11,0.21,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_P9K1v1H.png,1.0,4.0,21.0,26.0,3.0,4.0,21.0,,3.0,,,,5.0,1.0,,,,,,,
216,,2,Aderlan de Lima Silva,Bragantino,aderlan,11,7,True,19,-2.0,Aderlan,4.65,88423,280,Aderlan,7.78,-1.04,https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,1.0,1.0,21.0,15.0,,3.0,6.0,,,,1.0,1.0,5.0,,,,,,,,
217,,4,Lucas de Figueiredo Crispim,Fortaleza,lucas-crispim,7,6,False,19,0.0,Lucas Crispim,0.97,88597,356,L. Crispim,3.46,0.0,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_EvxhSX5.png,,,2.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,
218,,4,Damián Marcelino Moreno,Coritiba,marcelino-moreno,15,7,True,19,2.0,Marcelino Moreno,4.28,88857,294,M. Moreno,5.7,0.03,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_S4cMFFx.png,2.0,2.0,14.0,8.0,10.0,3.0,39.0,,1.0,2.0,,,,,,,,,,,
219,,1,Luan Polli Gomes,Coritiba,luan-polli,2,6,False,19,0.0,Luan Polli,1.25,88916,294,L. Polli,2.75,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_gZl1v6O.png,,2.0,,,,,1.0,,,,,,,,,7.0,3.0,,,,
220,,3,Iago Justen Maidana Martins,América-MG,iago-maidana,16,6,True,19,1.9,Iago Maidana,0.78,89226,327,I. Maidana,2.26,0.32,https://s.sde.globo.com/media/person_role/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png,,4.0,11.0,20.0,4.0,4.0,3.0,,,1.0,,,,,,,,,,,
221,,4,Gerson Santos da Silva,Flamengo,gerson,15,6,True,19,0.3,Gerson,5.26,89256,262,Gerson,10.69,-0.12,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_UpueHtq.png,5.0,2.0,16.0,27.0,4.0,4.0,42.0,,2.0,3.0,,1.0,,1.0,,,,,,,
222,,2,João Pedro Maturano dos Santos,Grêmio,joao-pedro,13,6,True,19,0.0,João Pedro,3.4,89273,284,J. Pedro,10.21,-0.18,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ux7O1sm.png,1.0,1.0,15.0,7.0,,1.0,11.0,,1.0,,,,2.0,,,,,,,,
223,,2,Willian de Asevedo Furtado,Cruzeiro,william,18,7,True,19,4.0,William,4.6,89275,283,William,9.67,-0.29,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_mkEok8F.png,1.0,4.0,28.0,20.0,1.0,6.0,27.0,,,1.0,,,7.0,,,,,,,,
224,,3,Igor Rabello da Costa,Atlético-MG,igor-rabello,5,5,False,19,0.0,Igor Rabello,3.94,89493,282,I. Rabello,5.23,0.0,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,,1.0,10.0,6.0,,,1.0,,,,,,2.0,,,,,,,,
225,,4,Thiago Maia Alencar,Flamengo,thiago-maia,16,7,True,19,2.8,Thiago Maia,1.96,89637,262,T. Maia,6.31,0.04,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_yDq9MVW.png,,3.0,31.0,19.0,,3.0,3.0,,,,,1.0,,,,,,,,,
226,,5,Jonathan Calleri,São Paulo,calleri,14,6,False,19,0.0,Calleri,6.32,89840,276,Calleri,15.04,0.0,https://s.sde.globo.com/media/person_role/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png,2.0,3.0,4.0,33.0,9.0,11.0,32.0,1.0,6.0,12.0,,,,1.0,,,,,,,
227,,4,Franco Cristaldo,Grêmio,cristaldo,14,6,False,19,0.0,Cristaldo,6.51,89846,284,Cristaldo,12.03,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Sywtl9T.png,2.0,,21.0,4.0,7.0,7.0,21.0,,4.0,2.0,,,,1.0,,,,,,,
228,,4,Douglas Moreira Fagundes,Santos,dodi,17,7,True,19,1.6,Dodi,2.41,89883,277,Dodi,4.79,0.16,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_a0W192c.png,,5.0,29.0,29.0,3.0,2.0,29.0,,,,,,,,,,,,,,
229,,5,Everton Galdino Moreira,Grêmio,everton-galdino,10,5,False,19,0.0,Everton Galdino,2.95,89918,284,E. Galdino,5.54,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TtRmr2d.png,1.0,1.0,4.0,4.0,2.0,2.0,4.0,,2.0,,,,,,,,,,,,
230,,5,John Stiven Mendoza Valencia,Santos,mendoza,13,3,False,19,0.0,Mendoza,6.75,90031,277,Mendoza,13.05,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_fdX9HMF.png,2.0,3.0,9.0,13.0,5.0,10.0,38.0,,5.0,2.0,,,,1.0,,,,,,,
231,,2,Bruno de Jesus Pacheco,Fortaleza,bruno-pacheco,17,7,True,19,15.1,Bruno Pacheco,6.65,90061,356,B. Pacheco,13.16,2.21,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_PYjs4Li.png,3.0,2.0,32.0,30.0,3.0,5.0,30.0,,1.0,,,,8.0,,,,,,,,
232,,5,Eduardo Nascimento da Silva Júnior,Coritiba,edu,3,6,False,19,0.0,Edu,0.93,90120,294,Edu,3.97,0.0,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_b9BOGwx.png,,,1.0,,,2.0,,,,,,,,,,,,,,,
233,,2,Raí dos Reis Ramos,São Paulo,rai-ramos,5,6,True,19,0.0,Raí Ramos,3.16,90232,276,R. Ramos,4.51,-0.79,https://s.sde.globo.com/media/person_role/2023/04/15/photo_FORMATO_p3UWrBW.png,,2.0,4.0,5.0,2.0,2.0,1.0,,,,,,2.0,,,,,,,,
234,,5,Bruno Henrique Pinto,Flamengo,bruno-henrique,13,7,True,19,0.4,Bruno Henrique,2.15,90285,262,B. Henrique,5.48,-0.15,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_PsLr2Kh.png,,1.0,8.0,11.0,2.0,6.0,16.0,,1.0,4.0,,,,,,,,,,,
235,,4,Jaílson Marques Siqueira,Palmeiras,jailson,3,6,False,19,0.0,Jailson,2.33,90290,275,Jailson,4.85,0.0,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_borikKg.png,,,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
236,,5,Pedro Rocha Neves,Fortaleza,pedro-rocha,0,5,False,19,0.0,Pedro Rocha,0.0,90302,356,P. Rocha,5.0,0.0,https://s.sde.globo.com/media/person_role/2022/09/28/photo_FORMATO_wjBokpm.png,,,,,,,,,,,,,,,,,,,,,
237,,5,David Correa da Fonseca,São Paulo,david,10,5,False,19,0.0,David,3.28,90309,276,David,4.11,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_zc5jjjt.png,2.0,4.0,4.0,10.0,2.0,4.0,8.0,,2.0,6.0,,,,,,,,,,,
238,,4,Júlio César Rezende de Miranda,Bahia,rezende,16,7,True,19,0.9,Rezende,3.19,90449,265,Rezende,6.47,-1.28,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,1.0,1.0,38.0,24.0,,5.0,15.0,,,,1.0,,,,,,,,,,
239,,5,Diego Gonçalves,Goiás,diego-goncalves,10,6,False,19,0.0,Diego Gonçalves,0.96,90540,290,D. Gonçalves,1.86,0.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_eh2bZ7u.png,,1.0,3.0,7.0,2.0,3.0,9.0,,,1.0,,,,,,,,,,,
240,,1,Mateus Eduardo Claus,Bahia,mateus-claus,1,6,False,19,0.0,Mateus Claus,-1.0,90590,265,M. Claus,1.95,0.0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_UPFwDzZ.png,,,,,,,,,,,,,,,,1.0,2.0,,,,
241,,4,Lucas da Silva Izidoro,Cuiabá,lucas-mineiro,3,6,False,19,0.0,Lucas Mineiro,0.77,90634,1371,L. Mineiro,2.87,0.0,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_AlOmB6m.png,,,2.0,2.0,,,1.0,,,,,,,,,,,,,,
242,,3,Fabrício Bruno Soares de Faria,Flamengo,fabricio-bruno,16,7,True,19,3.3,Fabrício Bruno,3.34,90768,262,F. Bruno,8.88,0.31,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_zrQ4flU.png,1.0,3.0,18.0,7.0,1.0,1.0,10.0,,,,,,5.0,,,,,,,,
243,,5,Everaldo Silva do Nascimento,América-MG,everaldo,13,6,True,19,1.9,Everaldo,4.0,91151,327,Everaldo,8.43,-0.01,https://s.sde.globo.com/media/person_role/2022/02/25/561f3ca4238e82e1b2e1479a1a66c551_FORMATO.png,2.0,4.0,15.0,10.0,2.0,5.0,22.0,2.0,1.0,4.0,,,,,,,,,,,
244,,2,Ítaro Patric Cardoso Calmon,Cuiabá,pk,7,6,False,19,0.0,PK,1.94,91190,1371,PK,4.04,0.0,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_kfJYHxI.png,,1.0,10.0,10.0,,2.0,4.0,,,,1.0,,1.0,,,,,,,,
245,,3,Éder Ferreira Graminho,América-MG,eder,12,7,True,19,0.0,Éder,1.06,91203,327,Éder,2.43,-0.17,https://s.sde.globo.com/media/person_role/2022/02/24/e0b5f4c6647fe1b42922ddb4458dade0_FORMATO.png,,4.0,18.0,17.0,1.0,1.0,3.0,,,3.0,1.0,,,,,,,,,,
246,,4,Felipe Ignacio Carballo Ares,Grêmio,carballo,9,6,False,19,0.0,Carballo,1.74,91254,284,Carballo,4.08,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NYg6Ymv.png,,1.0,9.0,6.0,1.0,5.0,5.0,,,,,,,,,,,,,,
247,,1,Lucas Estella Perri,Botafogo,lucas-perri,19,7,True,19,2.0,Lucas Perri,6.47,91260,263,L. Perri,11.79,-1.07,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_83wBpb6.png,,,,,,,2.0,,,,,,11.0,,,78.0,11.0,,,,
248,,4,Erick Antonio Pulgar Farfán,Flamengo,erick-pulgar,10,5,False,19,0.0,Erick Pulgar,3.04,91473,262,E. Pulgar,4.08,0.0,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xuM4Nls.png,,3.0,16.0,19.0,,2.0,5.0,,2.0,2.0,,,,,,,,,,,
249,,3,Robert Abel Arboleda Escobar,São Paulo,arboleda,12,6,False,19,0.0,Arboleda,4.69,91573,276,Arboleda,10.07,0.0,https://s.sde.globo.com/media/person_role/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,,,18.0,3.0,2.0,2.0,8.0,1.0,,4.0,,,5.0,,,,,,,,
250,,5,Ronielson da Silva Barbosa,Palmeiras,rony,15,7,True,19,3.4,Rony,4.01,91607,275,Rony,9.68,0.18,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_eJOedW8.png,,,8.0,12.0,5.0,7.0,18.0,1.0,4.0,15.0,,,,,,,,,,,
