,atletas.nome,atletas.pontos_num,atletas.minimo_para_valorizar,atletas.rodada_id,atletas.jogos_num,atletas.preco_num,atletas.atleta_id,atletas.variacao_num,atletas.posicao_id,atletas.apelido_abreviado,atletas.slug,atletas.clube.id.full.name,atletas.media_num,atletas.apelido,atletas.foto,atletas.status_id,atletas.clube_id,A,DS,FC,FD,FF,FS,FT,G,I,CA,SG,PS,DE,GS,PC,CV,DP,PP,V,GC
434,Juan Martín Lucero,0.9,,9,5,4.41,105568,-0.14,5,Lucero,lucero,Fortaleza,1.2,Lucero,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_MqRx953.png,6,356,,2.0,4.0,1.0,3.0,3.0,,,3.0,,,,,,,,,,,
435,Lucas Piton Crivellaro,4.5,,9,9,6.88,105584,0.82,2,L. Piton,lucas-piton,Vasco,2.62,Lucas Piton,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_71dywWV.png,7,267,2.0,12.0,10.0,1.0,2.0,1.0,,,1.0,1.0,,,,,,,,,,
436,Roni Medeiros de Moura,0.0,,9,7,2.46,105585,0.0,4,Roni,roni,Corinthians,1.1,Roni,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_efGU5wq.png,6,264,,9.0,13.0,,1.0,2.0,,,,1.0,,,,,,,,,,
437,Maurício Magalhães Prado,0.0,,9,5,8.77,105647,0.0,4,Maurício,mauricio,Internacional,5.0,Maurício,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_7KIwg4E.png,6,285,,2.0,2.0,1.0,4.0,10.0,,2.0,2.0,2.0,,,,,,,,,,
438,Nicolás Hernández Rodríguez,4.2,,9,4,3.75,105672,0.11,3,N. Hernández,nicolas-hernandez,Internacional,2.4,Nicolás Hernández,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_l85XoS0.png,7,285,1.0,1.0,2.0,,,2.0,,,,2.0,1.0,,,,,,,,,
439,Rafael Navarro Leal,0.0,,9,3,5.93,105770,0.0,5,R. Navarro,rafael-navarro,Palmeiras,4.47,Rafael Navarro,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_D5UD7xu.png,6,275,,2.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,
440,Wesley Ribeiro Silva,5.9,,9,7,7.3,105811,0.98,5,Wesley,wesley,Cruzeiro,4.98,Wesley,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vnwHYu8.png,7,283,,9.0,15.0,4.0,6.0,10.0,,2.0,,2.0,,,,,,,,,,
441,Lucas Eduardo Ribeiro de Souza,0.0,,9,1,2.58,105842,0.0,3,Edu,edu,Goiás,2.1,Edu,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_ufnVqJV.png,6,290,,2.0,1.0,,,2.0,,,,,,,,,1.0,,,,,
442,Matheus de Araújo Andrade,0.0,,9,4,6.66,105845,0.0,4,M. Araújo,matheus-araujo,Corinthians,3.92,Matheus Araújo,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_BedE425.png,6,264,,4.0,1.0,1.0,,4.0,,1.0,,,,,,,,,,,,
443,Ivonei Júnior da Silva Rabelo,0.0,,9,1,1.39,105899,0.0,4,Ivonei,ivonei,Santos,0.0,Ivonei,https://s.sde.globo.com/media/person_role/2022/03/03/caea9218ffe2f27f406b20009a39c25e_FORMATO.png,6,277,,,,,,,,,,,,,,,,,,,,
444,José Gabriel dos Santos Silva,0.9,,9,1,2.29,105902,-0.71,4,Z. Gabriel,ze-gabriel,Vasco,0.9,Zé Gabriel,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_PQUgcKV.png,6,267,,1.0,1.0,,,,,,,,,,,,,,,,,
445,Vinicius Alessandro Mingotti,1.3,,9,3,1.95,105909,0.23,5,V. Mingotti,vinicius-mingotti,Bahia,0.23,Vinicius Mingotti,https://s.sde.globo.com/media/person_role/2023/04/20/photo_220x220_YH7397F.png,6,265,,,2.0,,1.0,1.0,,,,,,,,,,,,,,
446,Rômulo Zanre Zwarg,5.1,,9,5,3.17,105911,0.58,4,Rômulo,romulo,Internacional,3.9,Rômulo,https://s.sde.globo.com/media/person_role/2023/04/12/photo_220x220_eEMPMPy.png,7,285,,11.0,5.0,1.0,2.0,6.0,1.0,,,1.0,,,,,,,,,,
447,Vinícius dos Santos de Oliveira Paiva,0.0,,9,0,2.0,105998,0.0,5,Vinícius,vinicius,Vasco,0.0,Vinícius,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Oqt8wcz.png,6,267,,,,,,,,,,,,,,,,,,,,
448,Lucas de Ramos Silveira,0.0,,9,0,4.0,106000,0.0,4,L. Ramos,lucas-ramos,Internacional,0.0,Lucas Ramos,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_Tdt3VkZ.png,6,285,,,,,,,,,,,,,,,,,,,,
449,João Lucas Souza Cardoso,5.4,,9,6,8.3,106002,-1.06,4,Johnny,johnny,Internacional,6.95,Johnny,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_ylIGH1n.png,7,285,,18.0,8.0,1.0,,7.0,1.0,2.0,2.0,1.0,,,,,,,,,,
450,Breno Washington Rodrigues da Silva,0.0,,9,0,3.0,106083,0.0,4,Breno,breno,Botafogo,0.0,Breno,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_byFBxRL.png,6,263,,,,,,,,,,,,,,,,,,,,
451,Lucas Alexandre Galdino de Azevedo,0.0,,9,4,0.82,106160,0.0,1,Lucão,lucao,Bragantino,-0.5,Lucão,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_uN4AYEQ.png,6,280,,,,,,,,,,1.0,,,7.0,8.0,,,,,,
452,Gabriel Fortes Chaves,0.5,,9,9,14.82,106199,-0.78,5,G. Pec,gabriel-pec,Vasco,5.4,Gabriel Pec,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_RHuy7TJ.png,6,267,1.0,10.0,9.0,4.0,5.0,17.0,1.0,2.0,,2.0,,,,,,,,,,
453,Lucas Figueiredo dos Santos,0.0,,9,7,2.92,106201,0.0,4,Figueiredo,figueiredo,Vasco,1.7,Figueiredo,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_YrswGSn.png,6,267,,5.0,9.0,3.0,2.0,5.0,1.0,,1.0,2.0,,,,,,,,,,
454,Bruno Gomes da Silva Clevelário,2.2,,9,9,9.31,106202,-0.07,4,B. Gomes,bruno-gomes,Coritiba,4.22,Bruno Gomes,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_wvinlkF.png,7,294,,15.0,11.0,4.0,5.0,17.0,,1.0,,2.0,,,,,,,,,,
455,Kawan Gabriel da Silva,0.0,,9,0,2.0,106219,0.0,4,Kawan,kawan,Athlético-PR,0.0,Kawan,https://s.sde.globo.com/media/person_role/2022/02/21/f32be788b285e944b21d286da2e5b28d_FORMATO.png,5,293,,,,,,,,,,,,,,,,,,,,
456,Leonardo Javier Realpe Montaño,1.2,,9,5,2.14,106299,-0.42,3,Realpe,realpe,Bragantino,2.42,Realpe,https://s.sde.globo.com/media/person_role/2022/05/05/593eafb7ce8c7aa2051ccde762f1d731_FORMATO.png,7,280,,3.0,5.0,,,,,,,,2.0,,,,,,,,,
457,Caio Alexandre Souza e Silva,-0.1,,9,9,8.25,106323,-0.44,4,C. Alexandre,caio-alexandre,Fortaleza,4.1,Caio Alexandre,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_mYQOurq.png,7,356,1.0,18.0,14.0,1.0,1.0,9.0,,1.0,,,,,,,,,,,,
458,Wesley David de Oliveira Andrade,0.0,,9,0,3.0,106327,0.0,2,W. Gasolina,wesley-gasolina,Cruzeiro,0.0,Wesley Gasolina,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_IHO297R.png,6,283,,,,,,,,,,,,,,,,,,,,
459,Jhonata Robert Alves da Silva,0.0,,9,0,4.0,106371,0.0,4,J. Robert,jhonata-robert,Grêmio,0.0,Jhonata Robert,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Yc1vcMc.png,5,284,,,,,,,,,,,,,,,,,,,,
460,Eduardo Gonzaga Mendes Santos,1.7,,9,8,4.0,106434,-0.73,3,E. Santos,eduardo-santos,Bragantino,2.16,Eduardo Santos,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_0B5pVnO.png,6,280,1.0,5.0,8.0,2.0,1.0,3.0,,,,1.0,1.0,,,,,,,,,
461,Hedhe Halls Rocha da Silva,0.0,,9,0,2.0,106682,0.0,1,Halls,halls,Vasco,0.0,Halls,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_oXORlmg.png,6,267,,,,,,,,,,,,,,,,,,,,
462,Carlos Alberto Gomes da Silva Filho,0.0,,9,1,2.76,106704,0.0,5,C. Alberto,carlos-alberto,Botafogo,0.0,Carlos Alberto,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_DgukYrK.png,6,263,,,,,,,,,,,,,,,,,,,,
463,Igor Marques Paciência Cardoso,0.0,,9,3,2.19,106708,0.0,2,I. Formiga,igor-formiga,Cruzeiro,3.37,Igor Formiga,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_OHpWQRW.png,6,283,1.0,2.0,1.0,,,,,,,1.0,1.0,,,,1.0,,,,,
464,André Anderson Pomilio Lima,0.0,,9,0,3.0,106803,0.0,4,A. Anderson,andre-anderson,São Paulo,0.0,André Anderson,https://s.sde.globo.com/media/person_role/2022/04/12/147e9b9fa6d6b253f5f20e62622066ac_FORMATO.png,6,276,,,,,,,,,,,,,,,,,,,,
465,Rodrigo Nestor Bertalia,0.0,,9,6,9.44,106822,0.0,4,R. Nestor,rodrigo-nestor,São Paulo,4.45,Rodrigo Nestor,https://s.sde.globo.com/media/person_role/2022/03/01/70f9ba85a01525e2d77c787e7efb42f7_FORMATO.png,6,276,,10.0,9.0,3.0,5.0,4.0,1.0,1.0,2.0,,,,,,,1.0,,,,
466,Welington Damascena Santos,0.0,,9,0,7.0,106824,0.0,2,Welington,welington,São Paulo,0.0,Welington,https://s.sde.globo.com/media/person_role/2022/03/01/81ffdaa86a436b3f695649fc411cf06b_FORMATO.png,6,276,,,,,,,,,,,,,,,,,,,,
467,Patryck Lanza dos Reis,0.0,,9,2,4.47,106829,0.0,2,Patryck,patryck,São Paulo,6.15,Patryck,https://s.sde.globo.com/media/person_role/2022/03/01/73a6760a1b2c4cc7fc70ee0323e11b73_FORMATO.png,6,276,,2.0,2.0,,,3.0,,,,1.0,2.0,,,,,,,,,
468,Talles Macedo Toledo Costa,0.0,,9,0,3.0,106830,0.0,4,T. Costa,talles-costa,São Paulo,0.0,Talles Costa,https://s.sde.globo.com/media/person_role/2022/03/01/46c4e9fd9a32a9e894bd6edc746e403d_FORMATO.png,6,276,,,,,,,,,,,,,,,,,,,,
469,Juan Santos da Silva,0.0,,9,4,2.82,106831,0.0,5,Juan,juan,São Paulo,2.2,Juan,https://s.sde.globo.com/media/person_role/2022/03/01/b64f8d56aad317fef852cca695190f34_FORMATO.png,6,276,,1.0,2.0,,,1.0,,1.0,3.0,,,,,,,,,,,
470,Pedro Veronez Vilhena,0.0,,9,0,1.0,106832,0.0,4,P. Vilhena,pedro-vilhena,São Paulo,0.0,Pedro Vilhena,https://s.sde.globo.com/media/person_role/2022/03/01/e8c6023cceab5eaf7953916841a0923b_FORMATO.png,6,276,,,,,,,,,,,,,,,,,,,,
471,Luan Patrick Wiedthauper,0.7,,9,2,3.66,106835,-1.25,3,L. Patrick,luan-patrick,Bragantino,5.35,Luan Patrick,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_qBlP0vG.png,7,280,1.0,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,
472,Eder Maciel Lopes,0.0,,9,0,2.0,106882,0.0,4,Edinho,edinho,Fluminense,0.0,Edinho,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_5q9s5aJ.png,6,266,,,,,,,,,,,,,,,,,,,,
473,Ariel Felipe Gomes da Rosa,0.0,,9,0,3.0,106949,0.0,5,Ariel,ariel,Goiás,0.0,Ariel,https://s.sde.globo.com/media/person_role/2023/03/30/photo_FORMATO_Nvo8pua.png,6,290,,,,,,,,,,,,,,,,,,,,
474,Fernando Augusto Pereira Bueno Júnior,6.1,,9,4,4.58,106950,0.98,2,Fernando,fernando,Athlético-PR,5.13,Fernando,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_DOiaQDY.png,7,293,1.0,6.0,4.0,,,1.0,,,,1.0,2.0,,,,,,,,,
475,Bernardo Schappo,0.0,,9,0,4.0,106977,0.0,3,B. Schappo,bernardo-schappo,Fortaleza,0.0,Bernardo Schappo,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_rs77zVD.png,6,356,,,,,,,,,,,,,,,,,,,,
476,José Ricardo Batista Cerqueira,0.0,,9,1,1.51,107039,0.0,4,R. Cerqueira,ricardo-cerqueira,Cuiabá,0.5,Ricardo Cerqueira,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_lmtWu1C.png,6,1371,,,,,,1.0,,,,,,,,,,,,,,
477,Alexandre de Jesus Jeruzalem Júnior,0.0,,9,0,3.0,107044,0.0,5,A. Jesus,alexandre-jesus,Fluminense,0.0,Alexandre Jesus,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_PBbWKhP.png,6,266,,,,,,,,,,,,,,,,,,,,
478,Stenio Zanetti Toledo,1.2,,9,4,2.3,107052,0.07,5,Stênio,stenio,Cruzeiro,1.07,Stênio,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_9qm9tuE.png,6,283,,1.0,3.0,3.0,,1.0,,,1.0,,,,,,,,,,,
479,Natan Bernardo de Souza,0.0,,9,6,4.15,107110,0.0,3,Natan,natan,Bragantino,0.97,Natan,https://s.sde.globo.com/media/person_role/2022/05/05/ebc6c140c001d68b3b50f27e354d27e2_FORMATO.png,5,280,,4.0,8.0,1.0,1.0,3.0,,,1.0,,,,,,,,,,,
480,Richard Ríos Montoya,1.3,,9,9,4.26,107111,-0.14,4,R. Ríos,richard-rios,Palmeiras,1.6,Richard Ríos,https://s.sde.globo.com/media/person_role/2023/03/29/photo_FORMATO_RowK2Zx.png,6,275,,8.0,4.0,1.0,3.0,5.0,,,1.0,,,,,,,,,,,
481,Patrick de Paula Carreiro,0.0,,9,0,7.0,107172,0.0,4,P. Paula,patrick-de-paula,Botafogo,0.0,Patrick de Paula,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_YTg7jfi.png,5,263,,,,,,,,,,,,,,,,,,,,
482,Michel Daryl Araújo Villar,1.7,,9,8,6.24,107173,0.04,4,M. Araújo,michel-araujo,São Paulo,2.67,Michel Araújo,https://s.sde.globo.com/media/person_role/2023/03/30/photo_FORMATO_Z1W5SRZ.png,7,276,1.0,3.0,6.0,1.0,3.0,8.0,,1.0,,1.0,,,,,,,,,,
483,Bruno Vinícius Souza Ramos,1.0,,9,3,2.69,107174,-0.11,4,B. Tabata,bruno-tabata,Palmeiras,0.77,Bruno Tabata,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_g6CL75l.png,6,275,,,1.0,,2.0,2.0,,,,,,,,,,,,,,
484,Matheus Planelles Donelli,0.0,,9,0,2.0,107179,0.0,1,M. Donelli,matheus-donelli,Corinthians,0.0,Matheus Donelli,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_34QaZln.png,6,264,,,,,,,,,,,,,,,,,,,,
485,Léo Matias Baiersdorf Linck,0.0,,9,0,1.05,107183,0.0,1,L. Linck,leo-linck,Athlético-PR,-1.0,Léo Linck,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_2aZU9Nq.png,6,293,,,,,,,,,,1.0,,,,,,,,,,
486,Vinicius Kauê Ribeiro Ferreira,0.0,,9,0,1.0,107186,0.0,2,V. Kauê,vinicius-kaue,Athlético-PR,0.0,Vinicius Kauê,https://s.sde.globo.com/media/person_role/2021/04/16/0367fa0859b4ea67ba8191afd67f560e_FORMATO.png,6,293,,,,,,,,,,,,,,,,,,,,
487,Rômulo José Cardoso da Cruz,-0.3,,9,5,1.58,107197,-0.42,5,Rômulo,romulo,Athlético-PR,0.42,Rômulo,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_A5prVgV.png,5,293,,1.0,3.0,,1.0,2.0,,,,,,,,,,,,,,
488,Gustavo Garcia dos Santos,0.0,,9,3,4.06,107225,0.0,2,G. Garcia,gustavo-garcia,Palmeiras,2.97,Gustavo Garcia,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_9hMRqkt.png,6,275,,2.0,1.0,,1.0,2.0,,,,,1.0,,,,,,,,,
489,Miqueias Cabral Evaristo,0.0,,9,0,3.0,107232,0.0,4,Miqueias,miqueias,Bahia,0.0,Miqueias,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_JqZAXdV.png,6,265,,,,,,,,,,,,,,,,,,,,
490,Vanderlan Barbosa da Silva,0.0,,9,3,6.97,107236,0.0,2,Vanderlan,vanderlan,Palmeiras,5.0,Vanderlan,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_F0bHOxR.png,6,275,1.0,9.0,8.0,,2.0,2.0,,,,1.0,,,,,,,,,,
491,Nathan Melo Silva,0.0,,9,0,1.0,107261,0.0,4,Nathan,nathan,Goiás,0.0,Nathan,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_hnxgxa6.png,6,290,,,,,,,,,,,,,,,,,,,,
492,Vinícius Rodrigues Adelino dos Santos,0.0,,9,4,0.69,107375,0.0,4,Dodô,dodo,Goiás,-0.32,Dodô,https://s.sde.globo.com/media/person_role/2023/05/07/photo_220x220_0PEd4FH.png,6,290,,,1.0,,,,,,,1.0,,,,,,,,,,
493,Luan Dias da Silva,0.0,,9,1,2.67,107416,0.0,4,L. Dias,luan-dias,Santos,-1.6,Luan Dias,https://s.sde.globo.com/media/person_role/2023/04/12/photo_220x220_MHA8oKV.png,5,277,,,2.0,,,,,,,1.0,,,,,,,,,,
494,André Trindade da Costa Neto,6.0,,9,8,9.96,107498,0.59,4,André,andre,Fluminense,3.46,André,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_VrJSWeV.png,7,266,,18.0,6.0,1.0,4.0,17.0,,,,2.0,,,,,,1.0,,,,
495,Natanael Moreira Milouski,1.3,,9,8,9.21,107554,-0.47,2,Natanael,natanael,Coritiba,5.03,Natanael,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_0XMnyZN.png,7,294,,27.0,18.0,4.0,2.0,12.0,1.0,,2.0,2.0,,,,,,,,,,
496,Nathan Santos de Araújo,1.8,,9,6,8.14,107676,-0.96,2,Nathan,nathan,Santos,4.02,Nathan,https://s.sde.globo.com/media/person_role/2022/09/30/photo_FORMATO.png,7,277,,15.0,8.0,,,1.0,,,,2.0,2.0,,,,,,,,,
497,Chrystian Amaral Barletta de Almeida,0.0,,9,3,4.79,107726,0.0,4,C. Barletta,chrystian-barletta,Corinthians,2.23,Chrystian Barletta,https://s.sde.globo.com/media/person_role/2023/03/21/photo_FORMATO_A5fpusS.png,6,264,,3.0,3.0,1.0,1.0,4.0,,,,,,,,,,,,,,
498,Emerson Fabiano Kerber Júnior,0.0,,9,0,1.0,107740,0.0,1,E. Júnior,emerson-junior,Internacional,0.0,Emerson Júnior,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_O9bfirr.png,6,285,,,,,,,,,,,,,,,,,,,,
499,Bruno Conceição Praxedes,0.0,,9,0,5.0,107744,0.0,4,Praxedes,praxedes,Bragantino,0.0,Praxedes,https://s.sde.globo.com/media/person_role/2022/05/05/f8aea5d525d74bdbe77382da13d85ed2_FORMATO.png,6,280,,,,,,,,,,,,,,,,,,,,
500,Adriel Vasconcelos Ramos,0.0,,9,2,7.74,107748,0.0,1,Adriel,adriel,Grêmio,5.25,Adriel,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_WyxMzh5.png,6,284,,,,,,1.0,,,,1.0,1.0,,7.0,1.0,,,,,,
501,Diego Gabriel Silva Rosa,1.4,,9,6,2.22,107796,-0.05,4,D. Rosa,diego-rosa,Bahia,1.07,Diego Rosa,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_Z8v7YI8.png,6,265,,3.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,
502,Fernando Henrique do Nascimento Pereira,0.0,,9,0,3.0,107800,0.0,4,F. Henrique,fernando-henrique,Cruzeiro,0.0,Fernando Henrique,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_7OiYeRo.png,6,283,,,,,,,,,,,,,,,,,,,,
503,Natã Felipe de Amorim Santos,0.0,,9,0,1.0,107801,0.0,3,Natã,nata,Grêmio,0.0,Natã,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_nMfgjlm.png,6,284,,,,,,,,,,,,,,,,,,,,
504,Wesley da Conceição Duarte Moreira,0.0,,9,1,1.77,107803,0.0,5,Wesley,wesley,Coritiba,-1.6,Wesley,https://s.sde.globo.com/media/person_role/2023/04/20/photo_FORMATO_KnKkZDT.png,6,294,,,2.0,,,,,,,1.0,,,,,,,,,,
505,Matheus dos Santos Dias,1.2,,9,3,2.29,107809,-0.06,4,M. Dias,matheus-dias,Internacional,1.4,Matheus Dias,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_f09xlRk.png,6,285,,4.0,2.0,,,,,,,,,,,,,,,,,
506,Hugo Ferreira de Farias,0.0,,9,1,2.36,107908,0.0,2,Hugo,hugo,Goiás,1.2,Hugo,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_4XBJGTX.png,6,290,,1.0,,,,,,,,,,,,,,,,,,
507,Fausto Mariano Vera,0.9,,9,8,7.21,107950,-0.13,4,F. Vera,fausto-vera,Corinthians,2.67,Fausto Vera,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_w7tZlR4.png,7,264,2.0,12.0,12.0,2.0,2.0,1.0,,,,4.0,,,,,,,,,,
508,Isidro Miguel Pitta Saldívar,0.2,,9,8,2.86,108133,-0.15,5,I. Pitta,isidro-pitta,Cuiabá,0.47,Isidro Pitta,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_LlMyePJ.png,6,1371,,,4.0,,2.0,7.0,,,1.0,,,,,,,,,,,
509,Gustavo César Mendonça Gravino,0.0,,9,1,2.85,108201,0.0,4,Gustavinho,gustavinho,Grêmio,0.5,Gustavinho,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hopiRUY.png,6,284,,,,,,1.0,,,,,,,,,,,,,,
510,Breno Herculano Almeida,0.0,,9,0,1.0,108211,0.0,5,Breno,breno,Goiás,0.0,Breno,https://s.sde.globo.com/media/person_role/2022/09/18/photo_FORMATO_aTUZBiS.png,6,290,,,,,,,,,,,,,,,,,,,,
511,Gabriel de Sousa Barros,0.0,,9,1,2.43,108352,0.0,5,G. Barros,gabriel-barros,Internacional,-1.3,Gabriel Barros,https://s.sde.globo.com/media/person_role/2023/04/11/photo_220x220.png,6,285,,,1.0,,,,,,,1.0,,,,,,,,,,
512,Erison Danilo de Souza,0.0,,9,0,6.0,108422,0.0,5,Erison,erison,São Paulo,0.0,Erison,https://s.sde.globo.com/media/person_role/2023/02/01/photo_FORMATO_0I7WXAm.png,6,276,,,,,,,,,,,,,,,,,,,,
513,Matías Galarza Fonda,1.6,,9,8,2.67,108528,-0.12,4,Galarza,galarza,Vasco,2.36,Galarza,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_G8IevUF.png,7,267,,7.0,7.0,1.0,3.0,4.0,,1.0,,1.0,,,,,,,,,,
514,Luciano Daniel Arriagada García,0.0,,9,0,4.0,108624,0.0,5,Arriagada,arriagada,Athlético-PR,0.0,Arriagada,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_VPNWNb6.png,6,293,,,,,,,,,,,,,,,,,,,,
515,João Victor Santos Sá,1.2,,9,8,7.44,108946,-0.46,5,V. Sá,victor-sa,Botafogo,4.88,Victor Sá,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_t9xgUxE.png,6,263,,12.0,7.0,7.0,8.0,6.0,,1.0,1.0,,,1.0,,,,,,,,
516,Daniel Sergio Martins,0.0,,9,0,1.0,109102,0.0,4,D. Martins,daniel-martins,Athlético-PR,0.0,Daniel Martins,https://s.sde.globo.com/media/person_role/2022/08/25/photo_FORMATO_VUIS7Pm.png,6,293,,,,,,,,,,,,,,,,,,,,
517,Matheus Nascimento de Paula,0.0,,9,1,5.21,109114,0.0,5,M. Nascimento,matheus-nascimento,Botafogo,8.7,Matheus Nascimento,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_xScuqcn.png,6,263,,,1.0,,,2.0,,1.0,,,,,,,,,,,,
518,Douglas da Silva Teixeira,0.0,,9,0,2.0,109199,0.0,2,DG,dg,Botafogo,0.0,DG,https://s.sde.globo.com/media/person_role/2022/07/15/4de72f5f4587ade71270417865e896e9_FORMATO.png,6,263,,,,,,,,,,,,,,,,,,,,
519,Kawê Ferreira Godoy Viana,0.0,,9,0,1.0,109246,0.0,5,Kawê,kawe,Bragantino,0.0,Kawê,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_2gnQr2r.png,6,280,,,,,,,,,,,,,,,,,,,,
520,Sammuel Queiroz de Freitas,0.0,,9,0,3.0,109341,0.0,4,Sammuel,sammuel,Fortaleza,0.0,Sammuel,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_XK5Yazn.png,5,356,,,,,,,,,,,,,,,,,,,,
521,Antonio Kennedy Sousa de Almeida,0.0,,9,0,2.0,109347,0.0,1,Kennedy,kennedy,Fortaleza,0.0,Kennedy,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_jTL4V8M.png,6,356,,,,,,,,,,,,,,,,,,,,
522,Raul Gustavo Pereira Bicalho,0.0,,9,0,9.0,109389,0.0,3,R. Gustavo,raul-gustavo,Bahia,0.0,Raul Gustavo,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_o1bIdBe.png,5,265,,,,,,,,,,,,,,,,,,,,
523,Thiago Eduardo de Andrade,0.9,,9,7,2.85,109404,0.16,5,T. Andrade,thiago-andrade,Athlético-PR,0.84,Thiago Andrade,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_83YGYl5.png,6,293,,2.0,2.0,1.0,3.0,3.0,,,,1.0,,,,,,,,,,
524,Ian Luccas Baroni Boetto,0.0,,9,0,4.0,109412,0.0,4,I. Luccas,ian-luccas,Cruzeiro,0.0,Ian Luccas,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_HM5lJ1D.png,6,283,,,,,,,,,,,,,,,,,,,,
525,Calebe Gonçalves Ferreira da Silva,0.4,,9,9,6.12,109461,-0.66,4,Calebe,calebe,Fortaleza,3.18,Calebe,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_AhzCnT2.png,7,356,,7.0,5.0,7.0,5.0,17.0,1.0,,2.0,2.0,,,,,,,,,,
526,Marcos Leonardo Santos Almeida,0.0,,9,4,12.0,109497,0.0,5,M. Leonardo,marcos-leonardo,Santos,6.35,Marcos Leonardo,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_eb1ett7.png,6,277,1.0,1.0,5.0,4.0,4.0,10.0,,1.0,3.0,,,,,,,,,,,
