,atletas.apelido,atletas.posicao_id,atletas.variacao_num,atletas.minimo_para_valorizar,atletas.entrou_em_campo,atletas.media_num,atletas.clube.id.full.name,atletas.pontos_num,atletas.slug,atletas.apelido_abreviado,atletas.atleta_id,atletas.foto,atletas.clube_id,atletas.jogos_num,atletas.nome,atletas.rodada_id,atletas.preco_num,atletas.status_id,A,CA,DS,FC,FD,FF,FS,G,I,PP,PC,SG,PS,CV,DE,DP,GC,GS,FT,V,PI
678,Alexsander,2,0.0,,False,4.02,Fluminense,0.0,alexsander,Alexsander,118774,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_HMSPuY2.png,266,11,Alexsander Christian Gomes da Costa,27,8.11,6,1.0,,10.0,16.0,1.0,3.0,7.0,,1.0,,,5.0,,,,,,,,,
679,Jacob Montes,4,0.0,,False,0.0,Botafogo,0.0,jacob-montes,J. Montes,118843,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_xADM7g0.png,263,0,Jacob Christian Montes,27,3.0,6,,,,,,,,,,,,,,,,,,,,,
680,Kaio César,5,0.0,,False,2.03,Coritiba,0.0,kaio-cesar,K. César,118844,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_CVQMogN.png,294,19,Kaio César Andrade Lima,27,4.36,6,,3.0,18.0,22.0,3.0,4.0,41.0,,5.0,,,,,,,,,,,,
681,João Vitor,3,0.0,,False,0.0,Athlético-PR,0.0,joao-vitor,J. Vitor,120419,https://s.sde.globo.com/media/person_role/2022/08/26/photo_FORMATO.png,293,0,João Vitor Tavares da Mota,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
682,Erick Marcus,5,0.0,,False,2.52,Vasco,0.0,erick-marcus,E. Marcus,121184,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_WLTp9mI.png,267,10,Erick Marcus dos Santos Oliveira do Carmo,27,3.4,6,,1.0,9.0,5.0,1.0,1.0,8.0,1.0,1.0,,,,,,,,,,1.0,,
683,Simioni,4,0.0,,False,0.0,Goiás,0.0,simioni,Simioni,121235,https://s.sde.globo.com/media/person_role/2023/05/14/photo_FORMATO_GEmB6In.png,290,0,Eduardo Simioni,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
684,Kauan,4,0.0,,False,0.2,Fortaleza,0.0,kauan,Kauan,121237,https://s.sde.globo.com/media/person_role/2023/05/03/photo_FORMATO.png,356,1,Kauan Rodrigues da Silva,27,1.48,6,,,,1.0,,,1.0,,,,,,,,,,,,,,
685,Wendell,5,0.0,,False,0.0,Goiás,0.0,wendell,Wendell,121238,,290,0,Wendell Silva Santos dos Santos,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
686,Mina,3,0.0,,False,0.0,Goiás,0.0,mina,Mina,121241,https://s.sde.globo.com/media/person_role/2023/08/21/photo_FORMATO_5WnjHh9.png,290,0,Luis Felipe Nascimento Miranda,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
687,Alan,4,0.0,,False,0.0,Goiás,0.0,alan,Alan,121242,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_Jmw1xcE.png,290,0,Alan Matheus Stence,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
688,Gabryel Freitas,5,0.0,,False,0.0,Cuiabá,0.0,gabryel-freitas,G. Freitas,121263,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_2WJ0Lb4.png,1371,0,Gabryel Vinícius Araújo Freitas,27,2.0,6,,,,,,,,,,,,,,,,,,,,,
689,Pablo,5,0.0,,False,3.6,Cuiabá,0.0,pablo,Pablo,121752,,1371,1,Pablo Henrique Almeida Silva,27,1.44,6,,,3.0,,,,,,,,,,,,,,,,,,
690,Paulinho Silva,2,0.0,,False,0.0,Vasco,0.0,paulinho-silva,P. Silva,121766,https://s.sde.globo.com/media/person_role/2023/02/23/photo_FORMATO_5ClDe2s.png,267,0,Paulo Ricardo de Souza Babilônia,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
691,Vitão,3,0.0,,False,0.0,Cuiabá,0.0,vitao,Vitão,121779,https://s.sde.globo.com/media/person_role/2023/03/21/photo_220x220_xTgu9xA.png,1371,1,Victor Matheus dos Santos Gonçalves,27,1.32,6,,,,,,,,,,,,,,,,,,,,,
692,André,5,0.0,,False,2.12,Grêmio,0.0,andre,André,121792,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_rIXRX47.png,284,15,André Henrique da Silva Martins,27,2.15,6,,1.0,9.0,6.0,1.0,4.0,7.0,2.0,,,,,,,,,,,,,
693,Jean Pedroso,3,-0.19,,True,2.98,Coritiba,0.0,jean-pedroso,J. Pedroso,121796,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_QTICAoM.png,294,6,Jean Henrique Carneiro Pedroso,27,1.69,7,,1.0,8.0,5.0,,1.0,2.0,,,,1.0,2.0,,,,,,,,,
694,Janderson,5,0.0,,False,1.07,Botafogo,0.0,janderson,Janderson,121830,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_ubiTL56.png,263,12,Janderson de Carvalho Costa,27,1.49,6,1.0,2.0,4.0,9.0,2.0,1.0,3.0,,,,,,,,,,,,1.0,,
695,Pedrinho Scaramussa,2,0.0,,False,0.0,Santos,0.0,pedrinho-scaramussa,P. Scaramussa,121984,,277,0,Pedro Henrique Cunha Scaramussa,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
696,Giovanni Manson,4,0.0,,False,-0.2,Fluminense,0.0,giovanni-manson,G. Manson,121985,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_7pCfzQS.png,266,3,Giovanni Manson Ribeiro,27,1.56,6,,1.0,,2.0,,,2.0,,,,,,,,,,,,,,
697,Fernando,5,1.29,,True,3.5,Cruzeiro,3.5,fernando,Fernando,122127,,283,1,Luis Fernando Santos Oliveira,27,2.29,6,,,3.0,,,,,,1.0,,,,,,,,,,,,
698,Ronald Barcellos,5,0.0,,False,0.0,Grêmio,0.0,ronald-barcellos,R. Barcellos,122233,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_9Vjj41S.png,284,0,Ronald Barcellos Arantes,27,3.0,6,,,,,,,,,,,,,,,,,,,,,
699,Thiago Dombroski,3,0.0,,False,0.93,Coritiba,0.0,thiago-dombroski,T. Dombroski,122293,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_HL1Q189.png,294,6,Thiago Dombroski Moreira,27,0.9,5,,4.0,5.0,9.0,,1.0,1.0,,,,,1.0,,,,,,,,,
700,Ryan,2,0.0,,False,3.19,Bahia,0.0,ryan,Ryan,122300,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_9WvAzGp.png,265,9,Ryan Carlos Santos de Sousa,27,2.56,6,2.0,3.0,12.0,8.0,1.0,,3.0,,1.0,,,2.0,,1.0,,,,,,,
701,Kennedy,5,0.0,,False,0.0,Bahia,0.0,kennedy,Kennedy,122301,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_nXCTAYa.png,265,0,Kennedy Anderson Gomes Ferreira,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
702,Lorran,4,0.0,,False,0.0,Flamengo,0.0,lorran,Lorran,122321,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_PqkKiZh.png,262,0,Lorran Lucas Pereira de Sousa,27,3.0,6,,,,,,,,,,,,,,,,,,,,,
703,Lyncon,3,0.0,,False,0.0,Vasco,0.0,lyncon,Lyncon,122378,https://s.sde.globo.com/media/person_role/2023/06/06/photo_FORMATO.png,267,0,Lyncon Correa Gonçalves,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
704,Talisson,5,0.0,,False,5.07,Bragantino,0.0,talisson,Talisson,122393,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_EfBwbRQ.png,280,3,Talisson de Almeida,27,3.05,6,,,4.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,
705,Gustavinho,4,0.0,,False,1.4,Bragantino,0.0,gustavinho,Gustavinho,122394,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_D4mqWRg.png,280,16,Gustavo Ribeiro Neves,27,2.38,6,,1.0,10.0,12.0,2.0,3.0,4.0,1.0,,,,,,,,,,,,,
706,Ryan,4,0.0,,False,0.0,Corinthians,0.0,ryan,Ryan,122396,,264,0,Ryan Gustavo de Lima,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
707,Adryan,4,0.0,,False,0.0,Corinthians,0.0,adryan,Adryan,122398,https://s.sde.globo.com/media/person_role/2023/05/03/photo_FORMATO_1O3rVYH.png,264,0,Adryan Bezerra Silva,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
708,Felipe,3,0.0,,False,0.0,Internacional,0.0,felipe,Felipe,122419,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_E4VXEre.png,285,0,Felipe de Souza Motta Marins,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
709,Lucca,5,-0.75,,True,1.01,Internacional,-2.3,lucca,Lucca,122420,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_hF9GrgX.png,285,17,Lucca Holanda Sampaio Tavares,27,1.02,3,1.0,2.0,6.0,10.0,3.0,5.0,11.0,,,,,,,1.0,,,,,,,
710,Isaac,4,0.0,,False,0.87,Fluminense,0.0,isaac,Isaac,122439,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_BvtRIqc.png,266,4,Isaac Rodrigues de Lima,27,0.85,6,,,1.0,,,1.0,3.0,,,,,,,,,,,,,,
711,Kayky Almeida,3,0.0,,False,0.0,Fluminense,0.0,kayky-almeida,K. Almeida,122441,https://s.sde.globo.com/media/person_role/2023/05/25/photo_FORMATO_yqxwXSM.png,266,0,Kayky Henrique Almeida Brandão da Silva,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
712,Barros,4,0.0,,False,1.74,Vasco,0.0,barros,Barros,122485,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_VK7ktPd.png,267,7,Cauan Lucas Barros da Luz,27,1.95,6,,1.0,3.0,6.0,,3.0,2.0,1.0,,,,,,,,,,,,,
713,Rayan,5,0.0,,False,2.63,Vasco,0.0,rayan,Rayan,122486,https://s.sde.globo.com/media/person_role/2023/06/10/photo_FORMATO_5eE8NWY.png,267,6,Rayan Vitor Simplício Rocha,27,2.09,6,,2.0,3.0,3.0,2.0,4.0,3.0,1.0,,,,,,,,,,,,,
714,Agner,5,0.0,,False,0.0,Fluminense,0.0,agner,Agner,122555,https://s.sde.globo.com/media/person_role/2023/08/27/photo_FORMATO.png,266,0,Agner Moura Izigethy de Souza,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
715,Amorim,4,0.0,,False,0.0,Fortaleza,0.0,amorim,Amorim,122598,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_bHZGJhi.png,356,0,Alexsandro Amorim de Freitas Filho,27,2.0,6,,,,,,,,,,,,,,,,,,,,,
716,Matheus Belém,3,0.0,,False,2.45,São Paulo,0.0,matheus-belem,M. Belém,122602,https://s.sde.globo.com/media/person_role/2023/07/11/photo_FORMATO.png,276,2,Matheus José Belém de Souza,27,0.9,6,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,
717,Japa,4,0.0,,False,0.0,Cruzeiro,0.0,japa,Japa,122660,,283,0,João Wellington Gadelha Melo de Oliveira,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
718,Bruno Santos,2,0.0,,False,0.87,Goiás,0.0,bruno-santos,B. Santos,122668,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_TrU9q7C.png,290,8,Bruno Araújo dos Santos,27,2.11,6,,3.0,5.0,14.0,1.0,,8.0,,,,,,,,,,,,1.0,,
719,Lucas Cunha,3,0.0,,False,0.0,Bragantino,0.0,lucas-cunha,L. Cunha,122755,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_UKu2eTF.png,280,0,Lucas de Souza Cunha,27,4.0,5,,,,,,,,,,,,,,,,,,,,,
720,Breno,4,0.0,,False,2.36,América-MG,0.0,breno,Breno,122991,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_DHZhRWj.png,327,16,Breno Cascardo Lemos,27,3.45,6,,1.0,17.0,20.0,4.0,9.0,9.0,1.0,1.0,,,,,,,,,,,,
721,Pedro,5,0.25,,True,2.49,Corinthians,2.0,pedro,Pedro,123022,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO.png,264,10,Pedro Henrique Silva dos Santos,27,2.06,6,,1.0,5.0,9.0,3.0,1.0,19.0,1.0,2.0,,,,1.0,,,,,,,,
722,Tiago Gomes,1,0.0,,False,0.0,Bahia,0.0,tiago-gomes,T. Gomes,123054,https://s.sde.globo.com/media/person_role/2023/04/24/photo_FORMATO.png,265,0,Tiago Gomes dos Santos,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
723,Zinho,5,0.0,,False,1.8,Grêmio,0.0,zinho,Zinho,123153,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_dzNYC4x.png,284,7,Luis Henrique Hoffmann,27,3.45,6,1.0,,4.0,2.0,1.0,1.0,3.0,,1.0,,,,,,,,,,,,
724,Cadu,5,0.0,,False,1.2,Atlético-MG,0.0,cadu,Cadu,123359,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_FDCeBal.png,282,1,Carlos Eduardo Amaral Pereira de Castro,27,0.95,6,,,1.0,,,,,,,,,,,,,,,,,,
725,Cauly,4,-1.39,,True,4.31,Bahia,1.6,cauly,Cauly,123360,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ruw71T7.png,265,22,Cauly Oliveira Souza,27,7.24,7,6.0,1.0,13.0,18.0,13.0,17.0,22.0,2.0,5.0,,,,,,,,,,,,
726,Pedro Lima,4,0.0,,False,0.0,Palmeiras,0.0,pedro-lima,P. Lima,123610,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_A5AzBcL.png,275,0,Pedro Lima de Barros,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
727,Lucas Ronier,5,0.0,,False,0.0,Coritiba,0.0,lucas-ronier,L. Ronier,123648,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_mLIvaG1.png,294,0,Lucas Ronier Vieira Pires,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
728,Luis Guilherme,4,0.11,,True,1.8,Palmeiras,0.8,luis-guilherme,L. Guilherme,123713,https://s.sde.globo.com/media/person_role/2023/04/22/photo_FORMATO_xdmiXWp.png,275,16,Luis Guilherme Lira dos Santos,27,2.23,2,1.0,,4.0,6.0,2.0,4.0,19.0,,3.0,,,,,,,,,,2.0,,
729,Zé Guilherme,2,0.0,,False,0.0,Grêmio,0.0,ze-guilherme,Z. Guilherme,123717,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_HA7qoxl.png,284,0,José Guilherme de Lima Costa,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
730,Arthur Zanella,3,0.0,,False,0.0,Athlético-PR,0.0,arthur-zanella,A. Zanella,123725,https://s.sde.globo.com/media/person_role/2023/05/17/photo_FORMATO_WxI37NH.png,293,0,Arthur Zanella Koerich,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
731,Everton,5,0.0,,False,0.0,Bragantino,0.0,everton,Everton,124158,https://s.sde.globo.com/media/person_role/2023/05/13/photo_FORMATO.png,280,0,Everton Tiago Barella de Souza Messias,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
732,Henry Mosquera,5,0.0,,False,3.78,Bragantino,0.0,henry-mosquera,H. Mosquera,124239,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_TRxfH8B.png,280,10,Henry David Mosquera Sánchez,27,7.2,6,1.0,1.0,8.0,16.0,2.0,6.0,6.0,2.0,2.0,,,,,,,,,,1.0,,
733,Isaac,5,0.0,,False,-0.3,Atlético-MG,0.0,isaac,Isaac,124247,https://s.sde.globo.com/media/person_role/2023/04/22/photo_FORMATO_3csZZPr.png,282,1,Isaac Aguiar Tomich,27,1.1,6,,,,1.0,,,,,,,,,,,,,,,,,
734,Léo Santos,2,0.0,,False,0.0,Atlético-MG,0.0,leo-santos,L. Santos,124249,https://s.sde.globo.com/media/person_role/2023/04/01/photo_FORMATO_EqilkPd.png,282,0,Leonardo dos Santos Lopes da Silva,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
735,Pedro Ataíde,5,0.0,,False,0.0,Atlético-MG,0.0,pedro-ataide,P. Ataíde,124250,https://s.sde.globo.com/media/person_role/2023/04/01/photo_220x220_jrCgQkt.png,282,0,Pedro Ataide de Souza Oliveira,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
736,João Dalla Corte,3,0.0,,False,0.0,Internacional,0.0,joao-dalla-corte,J. Corte,124265,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_LXUkgfQ.png,285,0,João Paulo Dalla Corte,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
737,Rangel,2,0.0,,False,0.0,Internacional,0.0,rangel,Rangel,124267,https://s.sde.globo.com/media/person_role/2023/04/03/photo_220x220_4bRSbNP.png,285,0,Vinicius Rangel da Silva,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
738,Ian,2,0.0,,False,0.5,Palmeiras,0.0,ian,Ian,124313,https://s.sde.globo.com/media/person_role/2023/04/05/photo_220x220_UNa4pQH.png,275,1,Ian Custódio dos Anjos,27,0.82,6,,,,,,,1.0,,,,,,,,,,,,,,
739,Allyson,3,0.73,,True,3.13,Cuiabá,5.0,allyson,Allyson,124340,https://s.sde.globo.com/media/person_role/2023/04/06/photo_FORMATO.png,1371,7,Allyson Aires dos Santos,27,4.16,7,,,4.0,4.0,,1.0,5.0,,,,,3.0,,,,,,,,,
740,João Vitor,2,0.0,,False,0.0,Coritiba,0.0,joao-vitor,J. Vitor,124358,https://s.sde.globo.com/media/person_role/2023/04/08/photo_FORMATO_99Ek8Df.png,294,0,João Vitor da Silva Almeida,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
741,Mateo Ponte,2,0.0,,False,6.2,Botafogo,0.0,mateo-ponte,M. Ponte,124481,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_V0797EE.png,263,1,Mateo Ponte Costa,27,4.55,6,,,1.0,,,,,,,,,1.0,,,,,,,,,
742,Felipe Negrucci,4,0.0,,False,-0.6,São Paulo,0.0,felipe-negrucci,F. Negrucci,124674,https://s.sde.globo.com/media/person_role/2023/05/04/photo_FORMATO_X79ZKxw.png,276,1,Felipe Negrucci Berdague,27,0.73,6,,,,2.0,,,,,,,,,,,,,,,,,
743,Paulo Vitor,4,0.0,,False,1.1,Atlético-MG,0.0,paulo-vitor,P. Vitor,124690,https://s.sde.globo.com/media/person_role/2023/05/07/photo_FORMATO_1HEXq1i.png,282,1,Paulo Vitor Monteiro,27,1.04,6,,,1.0,2.0,,,1.0,,,,,,,,,,,,,,
744,Nolasco,3,0.0,,False,0.0,Goiás,0.0,nolasco,Nolasco,124698,,290,0,Daniel Camargo Nolasco,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
745,Arielson,5,0.0,,False,0.0,Cruzeiro,0.0,arielson,Arielson,124699,https://s.sde.globo.com/media/person_role/2023/05/10/photo_220x220_gg52sKH.png,283,0,Arielson Sampaio Galvão,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
746,Leandro,1,0.0,,False,0.0,São Paulo,0.0,leandro,Leandro,124701,,276,0,Leandro Mathias Silva Bueno,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
747,João Henrique,2,0.0,,False,0.0,Fluminense,0.0,joao-henrique,J. Henrique,124728,https://s.sde.globo.com/media/person_role/2023/05/16/photo_FORMATO_L1i5sSp.png,266,0,João Henrique Mendes da Silva,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
748,Nathan Fernandes,5,0.0,,False,0.3,Grêmio,0.0,nathan-fernandes,N. Fernandes,124757,https://s.sde.globo.com/media/person_role/2023/05/20/photo_FORMATO.png,284,3,Nathan Ribeiro Fernandes,27,0.76,6,,,,1.0,1.0,,,,,,,,,,,,,,,,
749,Gustavo Henrique,3,0.0,,False,0.0,Bragantino,0.0,gustavo-henrique,G. Henrique,124758,https://s.sde.globo.com/media/person_role/2023/05/20/photo_FORMATO_mWVV0xX.png,280,0,Gustavo Henrique da Silva,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
750,Kauã Elias,5,0.0,,False,0.0,Fluminense,0.0,kaua-elias,K. Elias,124821,https://s.sde.globo.com/media/person_role/2023/05/25/photo_FORMATO_e5AgUEU.png,266,0,Kauã Elias Nogueira,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
751,Lian,5,0.0,,False,0.0,Grêmio,0.0,lian,Lian,124830,https://s.sde.globo.com/media/person_role/2023/05/26/photo_FORMATO_J0XOK33.png,284,1,Lian dos Santos da Silva,27,0.72,6,,,,,,,,,,,,,,,,,,,,,
752,Ruan Assis,4,0.0,,False,1.55,Coritiba,0.0,ruan-assis,R. Assis,124834,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_8AiFV6n.png,294,4,Ruan Lucas de Assis,27,1.73,6,1.0,,,,1.0,,,,,,,,,,,,,,,,
753,Rafa Barcelos,4,0.0,,False,0.0,América-MG,0.0,rafa-barcelos,R. Barcelos,124917,https://s.sde.globo.com/media/person_role/2023/06/03/photo_FORMATO.png,327,0,Rafael Raul Barcelos,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
754,Renato,3,0.0,,False,0.0,Corinthians,0.0,renato,Renato,124918,https://s.sde.globo.com/media/person_role/2023/06/03/photo_220x220_kkl0avZ.png,264,0,Renato Santos da Cruz,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
755,Wesley Costa,2,0.0,,False,0.0,Grêmio,0.0,wesley-costa,W. Costa,125000,https://s.sde.globo.com/media/person_role/2023/09/03/photo_FORMATO_tWVFhHY.png,284,0,Wesley da Costa Silva,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
756,Robert,5,0.0,,False,2.33,Cruzeiro,0.0,robert,Robert,125050,https://s.sde.globo.com/media/person_role/2023/06/09/photo_FORMATO_Y3mjBy8.png,283,3,Robert Vinicius Rodrigues Silva,27,1.86,6,,1.0,1.0,2.0,2.0,2.0,1.0,,1.0,,,,,,,,,,1.0,,
757,Armando Evangelista,6,0.38,,True,4.85,Goiás,7.47,armando-evangelista,A. Evangelista,125081,https://s.sde.globo.com/media/person_role/2023/06/09/photo_220x220_s6ZF5g9.png,290,17,Armando Evangelista Macedo Freitas,27,10.48,7,,,,,,,,,,,,,,,,,,,,5.0,
758,Viery,3,0.0,,False,0.0,Grêmio,0.0,viery,Viery,125467,,284,0,Viery Fernandes Santos Lopes,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
759,Alisson,5,0.0,,False,-0.35,Atlético-MG,0.0,alisson,Alisson,125469,,282,4,Alisson Santana Lopes da Fonseca,27,0.74,6,,1.0,,3.0,,,1.0,,,,,,,,,,,,,,
760,Thiago Kosloski,6,-0.48,,True,5.09,Coritiba,2.81,thiago-kosloski,T. Kosloski,125470,https://s.sde.globo.com/media/person_role/2023/06/27/photo_FORMATO.png,294,14,Thiago Kosloski,27,9.97,7,,,,,,,,,,,,,,,,,,,,5.0,
761,Serginho,5,0.0,,False,2.44,Vasco,0.0,serginho,Serginho,125471,https://s.sde.globo.com/media/person_role/2023/06/27/photo_FORMATO_CF5cmRB.png,267,5,Sérgio Antonio de Luiz Junior,27,3.34,6,,1.0,2.0,5.0,,1.0,7.0,1.0,,,,,,,,,,,,,
762,Gabriel Moscardo,4,0.0,,False,2.98,Corinthians,0.0,gabriel-moscardo,G. Moscardo,125487,https://s.sde.globo.com/media/person_role/2023/07/05/photo_FORMATO_3w25yIa.png,264,9,Gabriel Silva Moscardo de Salles,27,3.37,5,,4.0,23.0,11.0,,2.0,4.0,,,,,,,,,,,,1.0,,
763,João Pedro,3,0.0,,False,0.0,Corinthians,0.0,joao-pedro,J. Pedro,125488,https://s.sde.globo.com/media/person_role/2023/08/19/photo_220x220.png,264,0,João Pedro de Sousa Rodrigues,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
764,Jean Gabriel,4,0.0,,False,0.0,Coritiba,0.0,jean-gabriel,J. Gabriel,125551,https://s.sde.globo.com/media/person_role/2023/09/13/photo_FORMATO_zBglDNB.png,294,0,Jean Gabriel Silveira,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
765,Dudu,4,0.0,,False,0.0,Athlético-PR,0.0,dudu,Dudu,125746,https://s.sde.globo.com/media/person_role/2023/07/07/photo_FORMATO_3PWOW7f.png,293,0,Eduardo Kogitzki Anastacio,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
766,Pedro Morisco,1,0.0,,False,0.0,Coritiba,0.0,pedro-morisco,P. Morisco,125803,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_uEqzzMU.png,294,0,Pedro Luccas Morisco da Silva,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
767,Rafael Monteiro,2,0.0,,False,0.0,Fluminense,0.0,rafael-monteiro,R. Monteiro,125804,https://s.sde.globo.com/media/person_role/2023/07/09/photo_FORMATO.png,266,0,Rafael Monteiro Reis,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
768,Zapelli,4,1.12,,True,3.26,Athlético-PR,11.8,zapelli,Zapelli,125926,https://s.sde.globo.com/media/person_role/2023/07/21/photo_FORMATO_hPfi5y5.png,293,9,Bruno Zapelli,27,6.01,7,1.0,,5.0,5.0,3.0,4.0,4.0,1.0,,,,,,,,,,,1.0,,
769,Diogo Oliveira,5,0.0,,False,4.19,Coritiba,0.0,diogo-oliveira,D. Oliveira,125992,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_j3yYqW0.png,294,9,Diogo de Oliveira Barbosa,27,5.82,6,1.0,1.0,15.0,13.0,4.0,5.0,6.0,1.0,1.0,,,,,,,,,,,,
770,Yani Quintero,4,0.0,,False,0.53,Bragantino,0.0,yani-quintero,Y. Quintero,126010,https://s.sde.globo.com/media/person_role/2023/07/29/photo_FORMATO_jnLuJep.png,280,3,Yani David Quintero Rivas,27,1.53,6,,1.0,3.0,5.0,,,1.0,,,,,,,,,,,,,,
771,Ythallo,3,0.0,,False,0.0,São Paulo,0.0,ythallo,Ythallo,126013,https://s.sde.globo.com/media/person_role/2023/07/16/photo_220x220.png,276,0,Ythallo Rycklem Rodrigues de Oliveira,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
772,Gabriel Toebe,1,0.0,,False,0.0,Botafogo,0.0,gabriel-toebe,G. Toebe,126095,https://s.sde.globo.com/media/person_role/2023/07/22/photo_220x220_FGWBPMe.png,263,0,Gabriel Toebe Studt,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
773,Freddy,5,0.0,,False,0.5,Grêmio,0.0,freddy,Freddy,126116,,284,1,Freddy Ariel Noguera Rolon,27,0.94,6,,,,,,,1.0,,,,,,,,,,,,,,
774,Gustavo Gomes,5,0.0,,False,0.0,Grêmio,0.0,gustavo-gomes,G. Gomes,126117,,284,0,Gustavo Nunes Fernandes Gomes,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
775,Marcelinho,5,0.0,,False,0.0,Bragantino,0.0,marcelinho,Marcelinho,126120,https://s.sde.globo.com/media/person_role/2023/07/23/photo_220x220.png,280,0,Marcelo Braz da Silva,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
