,atletas.rodada_id,atletas.minimo_para_valorizar,atletas.clube_id,atletas.apelido_abreviado,atletas.status_id,atletas.jogos_num,atletas.media_num,atletas.entrou_em_campo,atletas.clube.id.full.name,atletas.preco_num,atletas.slug,atletas.pontos_num,atletas.apelido,atletas.atleta_id,atletas.variacao_num,atletas.posicao_id,atletas.nome,atletas.foto,A,CA,DS,FC,FF,FS,G,I,PC,SG,CV,DE,DP,GC,GS,FD,FT,PS,V,PP,PI
186,35,,327,Alê,6,24,1.96,True,América-MG,5.08,ale,0.2,Alê,86388,0.02,4,Alexandre Egea,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_HII8Evy.png,,5.0,29.0,28.0,11.0,24.0,1.0,1.0,,,1.0,,,,,,,,,,
187,35,,290,Sander,6,21,4.86,False,Goiás,9.63,sander,0.0,Sander,86391,0.0,2,Sander Henrique Bortolotto,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_klsEyT2.png,3.0,1.0,41.0,23.0,5.0,37.0,,1.0,,3.0,,,,,,7.0,,,,,
188,35,,294,V. Luis,7,23,3.55,True,Coritiba,4.69,victor-luis,4.0,Victor Luis,86410,-0.94,2,Victor Luis Chuab Zamblauskas,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_FOvv8wu.png,1.0,3.0,23.0,17.0,7.0,12.0,2.0,,,6.0,,,,1.0,,2.0,,,,,
189,35,,266,Keno,6,21,4.63,False,Fluminense,4.96,keno,0.0,Keno,86485,0.0,5,Marcos da Silva França,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_RDEOJLs.png,4.0,5.0,26.0,17.0,14.0,23.0,2.0,6.0,,,,,,,,14.0,,1.0,,,
190,35,,276,Jandrei,6,4,3.88,False,São Paulo,4.09,jandrei,0.0,Jandrei,86508,0.0,1,Jandrei Chitolina Carniel,https://s.sde.globo.com/media/person_role/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png,,1.0,,,,1.0,,,,2.0,,9.0,,,3.0,,,,,,
191,35,,263,T. Tchê,7,32,2.97,True,Botafogo,7.99,tche-tche,2.9,Tchê Tchê,86686,-0.39,4,Danilo das Neves Pinheiro,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_FytIYxJ.png,4.0,7.0,25.0,34.0,10.0,43.0,2.0,,,,,,,,,9.0,2.0,,,,
192,35,,262,Everton,7,29,4.45,True,Flamengo,10.88,everton,18.2,Everton,86757,1.77,5,Everton Sousa Soares,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_EcaScZP.png,5.0,1.0,27.0,19.0,17.0,21.0,4.0,7.0,,,,,,,,16.0,1.0,1.0,,,
193,35,,284,Luan,6,4,0.43,False,Grêmio,3.03,luan,0.0,Luan,86759,0.0,4,Luan Guilherme de Jesus Vieira,https://s.sde.globo.com/media/person_role/2023/08/01/photo_FORMATO_wWoVCQJ.png,,,1.0,,,1.0,,,,,,,,,,,,,,,
194,35,,263,D. Barbosa,3,20,2.16,True,Botafogo,6.31,danilo-barbosa,12.6,Danilo Barbosa,86777,1.99,4,Danilo Barbosa da Silva,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_6wIsdHM.png,,3.0,15.0,13.0,5.0,22.0,2.0,1.0,,,,,,,,1.0,,,,,
195,35,,294,R. Pinho,6,10,1.57,False,Coritiba,3.27,rodrigo-pinho,0.0,Rodrigo Pinho,86799,0.0,5,Rodrigo Cunha Pereira de Pinho,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_vRioSFE.png,,2.0,3.0,8.0,5.0,10.0,,4.0,,,,,,,,4.0,1.0,,,,
196,35,,294,Boschilia,6,11,3.17,False,Coritiba,5.85,boschilia,0.0,Boschilia,86841,0.0,4,Gabriel Boschilia,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_f9gTrC7.png,1.0,1.0,8.0,6.0,7.0,7.0,1.0,,,,,,,,,5.0,,,,,
197,35,,356,J. Welison,7,21,3.49,True,Fortaleza,4.46,jose-welison,3.5,José Welison,86859,0.08,4,José Welison da Silva,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_Sq4MDcU.png,2.0,6.0,38.0,35.0,13.0,16.0,1.0,1.0,,,,,,,,4.0,1.0,,,,
198,35,,327,Marlon,7,23,3.61,True,América-MG,6.06,marlon,3.6,Marlon,86864,0.28,2,Marlon Matheus Lopes do Nascimento,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_hRhEq94.png,1.0,2.0,43.0,15.0,4.0,35.0,1.0,,,1.0,,,,1.0,,2.0,,,,,
199,35,,267,L. Jardim,6,33,3.85,True,Vasco,10.95,leo-jardim,9.0,Léo Jardim,87008,0.7,1,Leonardo César Jardim,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_2NC7Cvz.png,,2.0,,,,2.0,,,,8.0,,124.0,1.0,,43.0,,,,,,
200,35,,284,Nathan,6,17,1.75,True,Grêmio,4.24,nathan,1.2,Nathan,87009,-0.08,4,Nathan Allan de Souza,https://s.sde.globo.com/media/person_role/2023/04/12/photo_FORMATO_H5UIx66.png,1.0,2.0,12.0,12.0,5.0,12.0,,1.0,,,,,,,,5.0,,,,,
201,35,,293,P. Henrique,6,11,3.65,False,Athlético-PR,8.95,pedro-henrique,0.0,Pedro Henrique,87225,0.0,3,Pedro Henrique Ribeiro Gonçalves,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Pmz9ta0.png,,3.0,10.0,14.0,5.0,5.0,1.0,2.0,,4.0,,,,,,1.0,,,,,
202,35,,282,G. Arana,7,25,5.0,True,Atlético-MG,12.42,guilherme-arana,15.9,Guilherme Arana,87228,0.69,2,Guilherme Antonio Arana Lopes,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6cBmo9F.png,,1.0,35.0,17.0,13.0,20.0,2.0,,,10.0,1.0,,,,,5.0,,,,,
203,35,,285,C. Pena,6,25,2.11,True,Internacional,6.43,carlos-de-pena,0.5,Carlos de Pena,87242,-0.04,4,Carlos María de Pena Bonino,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8NTSnKt.png,,4.0,22.0,19.0,10.0,15.0,2.0,,1.0,,1.0,,,,,7.0,,,,,
204,35,,277,Soteldo,7,18,4.85,True,Santos,8.96,soteldo,6.9,Soteldo,87258,0.23,5,Yeferson Julio Soteldo Martínez,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xCE9nv8.png,6.0,3.0,13.0,7.0,11.0,43.0,1.0,3.0,,,2.0,,,,,9.0,1.0,1.0,,,
205,35,,284,Kannemann,7,25,3.28,True,Grêmio,7.97,kannemann,2.8,Kannemann,87342,0.13,3,Walter Kannemann,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q2fTOjY.png,1.0,13.0,48.0,41.0,3.0,24.0,,,,6.0,1.0,,,,,3.0,,,,,
206,35,,290,Allano,6,19,3.96,False,Goiás,6.05,allano,0.0,Allano,87391,0.0,5,Allano Brendon de Souza Lima,https://s.sde.globo.com/media/person_role/2023/08/08/photo_FORMATO_tmBtY58.png,,5.0,25.0,22.0,10.0,42.0,1.0,5.0,,,,,,,,12.0,2.0,,,,
207,35,,277,Messias,7,25,3.14,True,Santos,7.51,messias,8.0,Messias,87402,0.11,3,Messias Rodrigues da Silva Júnior,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_XWlumea.png,,2.0,24.0,20.0,2.0,9.0,1.0,1.0,1.0,8.0,,,,,,4.0,,,,,
208,35,,265,Thaciano,7,29,4.27,False,Bahia,11.25,thaciano,0.0,Thaciano,87470,0.0,4,Thaciano Mickael da Silva,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_dQGg2S1.png,3.0,3.0,37.0,29.0,26.0,25.0,3.0,5.0,,,,,,,,11.0,2.0,,,,
209,35,,293,V. Bueno,6,28,4.2,True,Athlético-PR,7.91,vitor-bueno,2.7,Vitor Bueno,87552,0.12,4,Vitor Frezarin Bueno,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Vn5DBCR.png,4.0,7.0,13.0,18.0,26.0,32.0,4.0,5.0,,,,,,,,17.0,2.0,,,,
210,35,,327,M. Pasinato,6,10,2.6,False,América-MG,3.03,mateus-pasinato,0.0,Mateus Pasinato,87603,0.0,1,Mateus Pasinato,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_Zcws9I1.png,,1.0,,,,2.0,,,,1.0,,41.0,,,20.0,,,,,,
211,35,,265,Y. Felipe,2,21,1.66,False,Bahia,4.31,yago-felipe,0.0,Yago Felipe,87747,0.0,4,Yago Felipe da Costa Rocha,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO.png,,5.0,27.0,32.0,6.0,20.0,,,,,,,,,,2.0,,,,,
212,35,,263,P. Sampaio,6,11,2.41,False,Botafogo,3.8,philipe-sampaio,0.0,Philipe Sampaio,87808,0.0,3,Philipe Sampaio Azevedo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_E29teNI.png,,2.0,10.0,8.0,2.0,5.0,,2.0,,3.0,,,,,,,,,,,
213,35,,282,M. Lemos,7,26,4.59,True,Atlético-MG,10.44,mauricio-lemos,4.9,Mauricio Lemos,87853,0.43,3,Paolo Mauricio Lemos Merladett,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,,10.0,43.0,25.0,8.0,18.0,1.0,2.0,,11.0,1.0,,,,,6.0,1.0,,,,
214,35,,262,Arrascaeta,7,24,5.6,True,Flamengo,13.25,arrascaeta,4.2,Arrascaeta,87863,-1.08,4,Giorgian Daniel de Arrascaeta Benedetti,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,5.0,3.0,23.0,21.0,14.0,34.0,6.0,4.0,,,,,,,,7.0,2.0,1.0,,,
215,35,,1371,A. Empereur,7,30,2.72,True,Cuiabá,5.86,alan-empereur,6.9,Alan Empereur,88033,1.04,3,Alan Pereira Empereur,https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,1.0,7.0,15.0,17.0,6.0,15.0,1.0,,,10.0,,,,1.0,,3.0,,,,,
216,35,,266,Jorge,5,0,0.0,False,Fluminense,4.0,jorge,0.0,Jorge,88065,0.0,2,Jorge Marco de Oliveira Moraes,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_Rnoad6D.png,,,,,,,,,,,,,,,,,,,,,
217,35,,267,Ivan,6,0,0.0,False,Vasco,5.0,ivan,0.0,Ivan,88136,0.0,1,Ivan Quaresma da Silva,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_qStnmUz.png,,,,,,,,,,,,,,,,,,,,,
218,35,,327,Aguerre,6,2,-1.25,False,América-MG,1.45,aguerre,0.0,Aguerre,88237,0.0,1,Washington Omar Aguerre Lima,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_HgqxxNH.png,,1.0,,,,1.0,,,,,,2.0,,,4.0,,,,,,
219,35,,264,Ã. Romero,6,18,3.93,False,Corinthians,6.11,angel-romero,0.0,Ángel Romero,88323,0.0,5,Ángel Rodrigo Romero Villamayor,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_CufTSrv.png,1.0,2.0,13.0,7.0,6.0,26.0,4.0,2.0,,,,,,,,4.0,,,,,
220,35,,267,G. Dias,6,1,4.0,False,Vasco,2.89,gabriel-dias,0.0,Gabriel Dias,88368,0.0,2,Gabriel Dias de Oliveira,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_SmDR7cT.png,,1.0,,,,,,,,1.0,,,,,,,,,,,
221,35,,262,A. Lucas,7,31,6.01,True,Flamengo,16.08,ayrton-lucas,12.4,Ayrton Lucas,88393,1.5,2,Ayrton Lucas Dantas de Medeiros,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_P9K1v1H.png,3.0,7.0,47.0,36.0,6.0,42.0,4.0,,,13.0,,,,,,5.0,1.0,1.0,,,
222,35,,280,Aderlan,7,21,4.59,False,Bragantino,9.47,aderlan,0.0,Aderlan,88423,0.0,2,Aderlan de Lima Silva,https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,1.0,6.0,43.0,33.0,5.0,9.0,,,1.0,9.0,1.0,,,,,,2.0,,,,
223,35,,356,L. Crispim,6,14,1.32,True,Fortaleza,3.6,lucas-crispim,2.4,Lucas Crispim,88597,0.13,4,Lucas de Figueiredo Crispim,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_EvxhSX5.png,,,4.0,6.0,4.0,8.0,,1.0,,,,,,,,2.0,2.0,,,,
224,35,,294,Slimani,7,10,4.07,False,Coritiba,8.68,slimani,0.0,Slimani,88744,0.0,5,Islam Slimani,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_yTHJHMX.png,2.0,,3.0,11.0,7.0,11.0,2.0,9.0,,,1.0,,,,,6.0,,,,,
225,35,,294,M. Moreno,7,28,3.86,False,Coritiba,6.13,marcelino-moreno,0.0,Marcelino Moreno,88857,0.0,4,Damián Marcelino Moreno,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_gNmfi9P.png,4.0,6.0,26.0,23.0,7.0,67.0,2.0,3.0,1.0,,,,,,,10.0,1.0,1.0,,,
226,35,,294,L. Polli,7,5,1.5,True,Coritiba,2.94,luan-polli,4.0,Luan Polli,88916,0.43,1,Luan Polli Gomes,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_BtY3LFq.png,,2.0,,,,1.0,,,,,,18.0,,,9.0,,,,,,
227,35,,327,I. Maidana,6,27,0.98,False,América-MG,2.08,iago-maidana,0.0,Iago Maidana,89226,0.0,3,Iago Justen Maidana Martins,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_CEXnMRV.png,,5.0,18.0,33.0,10.0,6.0,,1.0,1.0,1.0,,,,,,4.0,,,,,
228,35,,262,Gerson,7,28,4.65,True,Flamengo,10.65,gerson,1.4,Gerson,89256,-0.99,4,Gerson Santos da Silva,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_UpueHtq.png,6.0,3.0,28.0,44.0,8.0,65.0,5.0,4.0,1.0,,1.0,,,,,6.0,,1.0,,,
229,35,,284,J. Pedro,7,28,3.09,False,Grêmio,10.06,joao-pedro,0.0,João Pedro,89273,0.0,2,João Pedro Maturano dos Santos,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ux7O1sm.png,1.0,2.0,22.0,19.0,2.0,20.0,3.0,,,6.0,,,,1.0,,,,,,,
230,35,,283,William,7,28,5.58,True,Cruzeiro,11.02,william,8.8,William,89275,0.23,2,Willian de Asevedo Furtado,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_mkEok8F.png,2.0,5.0,55.0,37.0,11.0,42.0,,1.0,,12.0,,,,,,3.0,1.0,,,,
231,35,,282,I. Rabello,7,8,2.04,False,Atlético-MG,3.31,igor-rabello,0.0,Igor Rabello,89493,0.0,3,Igor Rabello da Costa,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,,2.0,11.0,8.0,,1.0,,,,2.0,1.0,,,,,,,,,,
232,35,,262,T. Maia,7,30,1.64,True,Flamengo,5.51,thiago-maia,0.0,Thiago Maia,89637,-0.6,4,Thiago Maia Alencar,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_yDq9MVW.png,,6.0,50.0,33.0,3.0,7.0,,,1.0,,,,,,,,,,,,
233,35,,276,Calleri,5,18,6.47,False,São Paulo,16.64,calleri,0.0,Calleri,89840,0.0,5,Jonathan Calleri,https://s.sde.globo.com/media/person_role/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png,2.0,5.0,4.0,37.0,13.0,33.0,9.0,14.0,,,,,,,,10.0,2.0,2.0,,,
234,35,,284,Cristaldo,7,30,4.43,True,Grêmio,10.64,cristaldo,1.7,Cristaldo,89846,-0.22,4,Franco Cristaldo,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Sywtl9T.png,4.0,,28.0,9.0,8.0,33.0,6.0,5.0,1.0,,,,,,,12.0,,2.0,,1.0,
235,35,,277,Dodi,2,26,1.72,False,Santos,4.25,dodi,0.0,Dodi,89883,0.0,4,Douglas Moreira Fagundes,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_a0W192c.png,,9.0,33.0,37.0,4.0,34.0,,,,,,,,,,4.0,,,,,
236,35,,284,E. Galdino,7,25,3.0,True,Grêmio,5.4,everton-galdino,1.3,Everton Galdino,89918,-0.36,5,Everton Galdino Moreira,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TtRmr2d.png,2.0,2.0,10.0,11.0,13.0,10.0,4.0,,,,,,,,,9.0,,,,,
237,35,,277,Mendoza,2,24,4.98,True,Santos,11.98,mendoza,1.7,Mendoza,90031,-0.17,5,John Stiven Mendoza Valencia,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_fdX9HMF.png,2.0,4.0,16.0,19.0,17.0,52.0,6.0,2.0,,,,,,,,7.0,1.0,1.0,,,
238,35,,356,B. Pacheco,7,27,6.0,True,Fortaleza,11.16,bruno-pacheco,2.0,Bruno Pacheco,90061,-0.37,2,Bruno de Jesus Pacheco,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_PYjs4Li.png,3.0,4.0,60.0,48.0,9.0,43.0,2.0,,,9.0,,,,,,3.0,,,,,
239,35,,294,Edu,6,6,2.25,False,Coritiba,4.44,edu,0.0,Edu,90120,0.0,5,Eduardo Nascimento da Silva Júnior,https://s.sde.globo.com/media/person_role/2023/09/13/photo_FORMATO_o4zQHNu.png,,,1.0,1.0,3.0,,1.0,2.0,,,,,,,,2.0,,,,,
240,35,,276,R. Ramos,6,6,3.47,True,São Paulo,4.8,rai-ramos,5.0,Raí Ramos,90232,0.29,2,Raí dos Reis Ramos,https://s.sde.globo.com/media/person_role/2023/04/15/photo_FORMATO_p3UWrBW.png,,2.0,4.0,5.0,2.0,1.0,,,,3.0,,,,,,2.0,,,,,
241,35,,262,B. Henrique,7,25,2.7,True,Flamengo,6.59,bruno-henrique,5.8,Bruno Henrique,90285,0.9,5,Bruno Henrique Pinto,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_PsLr2Kh.png,1.0,7.0,16.0,29.0,12.0,44.0,2.0,9.0,,,1.0,,,,,12.0,,1.0,,,
242,35,,275,Jailson,6,7,1.26,False,Palmeiras,3.58,jailson,0.0,Jailson,90290,0.0,4,Jaílson Marques Siqueira,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_borikKg.png,,,6.0,3.0,1.0,1.0,,,,,,,,,,1.0,,,,,
243,35,,356,P. Rocha,6,3,-0.2,True,Fortaleza,3.62,pedro-rocha,0.5,Pedro Rocha,90302,-0.01,5,Pedro Rocha Neves,https://s.sde.globo.com/media/person_role/2022/09/28/photo_FORMATO_wjBokpm.png,,1.0,,2.0,,2.0,,,,,,,,,,,,,,,
244,35,,276,David,6,20,2.24,True,São Paulo,3.91,david,1.2,David,90309,-0.31,5,David Correa da Fonseca,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_zc5jjjt.png,2.0,4.0,7.0,21.0,7.0,12.0,2.0,11.0,,,,,,,,6.0,1.0,,,,
245,35,,265,Rezende,7,28,3.36,False,Bahia,7.59,rezende,0.0,Rezende,90449,0.0,4,Júlio César Rezende de Miranda,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,2.0,7.0,67.0,53.0,8.0,25.0,1.0,,1.0,,1.0,,,,,3.0,,,,,
246,35,,290,D. Gonçalves,6,10,0.96,False,Goiás,1.86,diego-goncalves,0.0,Diego Gonçalves,90540,0.0,5,Diego Gonçalves,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_eh2bZ7u.png,,1.0,3.0,7.0,3.0,9.0,,1.0,,,,,,,,2.0,,,,,
247,35,,265,M. Claus,6,1,-1.0,False,Bahia,1.95,mateus-claus,0.0,Mateus Claus,90590,0.0,1,Mateus Eduardo Claus,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_UPFwDzZ.png,,,,,,,,,,,,1.0,,,2.0,,,,,,
248,35,,1371,L. Mineiro,6,14,0.61,True,Cuiabá,2.33,lucas-mineiro,0.0,Lucas Mineiro,90634,-0.14,4,Lucas da Silva Izidoro,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_AlOmB6m.png,,4.0,8.0,14.0,4.0,8.0,,1.0,,,,,,,,,,,,,
249,35,,262,F. Bruno,7,30,3.61,True,Flamengo,9.5,fabricio-bruno,6.2,Fabrício Bruno,90768,0.71,3,Fabrício Bruno Soares de Faria,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_zrQ4flU.png,1.0,6.0,27.0,13.0,2.0,15.0,,,,13.0,,,,,,3.0,1.0,,,,
250,35,,327,Everaldo,7,18,3.79,True,América-MG,7.86,everaldo,1.7,Everaldo,91151,-0.39,5,Everaldo Silva do Nascimento,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_5VgdyWf.png,3.0,6.0,21.0,18.0,9.0,30.0,1.0,5.0,,,,,,,,3.0,2.0,,,,
251,35,,1371,PK,7,14,1.83,False,Cuiabá,3.72,pk,0.0,PK,91190,0.0,2,Ítaro Patric Cardoso Calmon,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_kfJYHxI.png,,1.0,11.0,11.0,2.0,4.0,,1.0,,3.0,1.0,,,,,1.0,,,,,
252,35,,327,Éder,6,19,0.65,True,América-MG,2.08,eder,0.0,Éder,91203,-0.11,3,Éder Ferreira Graminho,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_ELJqlLk.png,,4.0,18.0,18.0,1.0,3.0,,3.0,,,1.0,,,,,1.0,,,,,
253,35,,284,Carballo,7,20,2.51,True,Grêmio,4.41,carballo,2.4,Carballo,91254,-0.21,4,Felipe Ignacio Carballo Ares,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NYg6Ymv.png,1.0,2.0,25.0,18.0,7.0,6.0,1.0,,,,,,,,,5.0,,,,,
254,35,,263,L. Perri,7,34,4.87,True,Botafogo,11.36,lucas-perri,2.0,Lucas Perri,91260,-0.33,1,Lucas Estella Perri,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_83wBpb6.png,,1.0,,,,3.0,,,,14.0,,125.0,,,30.0,,,,,,
255,35,,277,M. Fernandes,7,11,4.93,True,Santos,9.72,marcelo-fernandes,3.25,Marcelo Fernandes,91274,-0.4,6,Marcelo Faria Fernandes,https://s.sde.globo.com/media/person_role/2021/04/27/7f50feb3c2bff8d96ced4bd8a038efad_220x220.png,,,,,,,,,,,,,,,,,,,5.0,,
256,35,,262,E. Pulgar,3,22,2.93,True,Flamengo,4.97,erick-pulgar,6.0,Erick Pulgar,91473,0.23,4,Erick Antonio Pulgar Farfán,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xuM4Nls.png,2.0,9.0,32.0,41.0,7.0,13.0,2.0,3.0,,,,,,,,3.0,2.0,,,,
257,35,,276,Arboleda,7,17,5.23,True,São Paulo,9.15,arboleda,6.9,Arboleda,91573,-0.16,3,Robert Abel Arboleda Escobar,https://s.sde.globo.com/media/person_role/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,,1.0,23.0,4.0,4.0,12.0,,4.0,,10.0,1.0,,,,,4.0,1.0,,,,
258,35,,275,Rony,2,29,2.79,True,Palmeiras,8.49,rony,0.5,Rony,91607,-1.43,5,Ronielson da Silva Barbosa,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_eJOedW8.png,,3.0,9.0,21.0,14.0,29.0,5.0,24.0,1.0,,,,,,,12.0,1.0,,,,
259,35,,263,Adryelson,7,32,3.58,True,Botafogo,6.95,adryelson,1.2,Adryelson,91664,0.04,3,Adryelson Shawann Lima Silva,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,1.0,5.0,25.0,18.0,2.0,17.0,1.0,,,14.0,1.0,,,,,4.0,,,,,
260,35,,283,M. Jussa,5,24,1.66,False,Cruzeiro,2.41,matheus-jussa,0.0,Matheus Jussa,91689,0.0,4,Matheus Isaías dos Santos,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vMaiFUT.png,,9.0,29.0,45.0,8.0,7.0,1.0,,,,,,,,,8.0,,,,,
261,35,,283,Marlon,7,30,8.01,True,Cruzeiro,17.47,marlon,7.8,Marlon,91706,-0.06,2,Marlon Rodrigues Xavier,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_vrVAWB7.png,2.0,7.0,112.0,31.0,11.0,31.0,3.0,1.0,,11.0,,,,,,5.0,1.0,,,,
262,35,,266,Nino,6,24,3.3,True,Fluminense,10.36,nino,1.7,Nino,91708,0.31,3,Marcílio Florêncio Mota Filho,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_U5c1E7V.png,,4.0,12.0,23.0,3.0,24.0,2.0,,,9.0,2.0,,,,,3.0,1.0,,,,
263,35,,290,M. Alves,6,0,0.0,False,Goiás,2.0,matheus-alves,0.0,Matheus Alves,91712,0.0,1,Matheus Alves da Silva Cardoso,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_voSytVs.png,,,,,,,,,,,,,,,,,,,,,
264,35,,265,D. Duarte,7,9,3.08,False,Bahia,4.08,david-duarte,0.0,David Duarte,91772,0.0,3,David de Duarte Macedo,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0ibQkD2.png,,3.0,7.0,5.0,1.0,4.0,1.0,,,2.0,,,,,,,1.0,,,,
265,35,,294,Hayner,6,7,1.86,True,Coritiba,2.66,hayner,0.0,Hayner,91856,-0.2,2,Hayner Willian Monjardim Cordeiro,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_uNyULXz.png,1.0,3.0,3.0,7.0,,9.0,,,,1.0,,,,,,,,,,,
266,35,,293,Z. Ivaldo,6,14,2.61,False,Athlético-PR,4.69,ze-ivaldo,0.0,Zé Ivaldo,91866,0.0,3,José Ivaldo Almeida Silva,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ZOxQ99E.png,,2.0,14.0,19.0,1.0,9.0,,1.0,1.0,5.0,1.0,,,,,1.0,,,,,
267,35,,282,Pavón,6,30,4.46,True,Atlético-MG,8.75,pavon,1.2,Pavón,91908,-1.46,5,Cristian David Pavón,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_U1jXQaU.png,6.0,7.0,34.0,19.0,22.0,24.0,3.0,10.0,,,,,,,,14.0,2.0,,,,
268,35,,293,W. Carvalho,7,24,4.9,True,Athlético-PR,11.73,wesley-carvalho,5.2,Wesley Carvalho,91971,0.19,6,Wesley Oliveira de Carvalho,https://s.sde.globo.com/media/person_role/2022/05/05/21d7b4d24237a06ec8872f1ff041e713_FORMATO.png,,,,,,,,,,,,,,,,,,,7.0,,
269,35,,267,R. Díaz,6,19,5.2,True,Vasco,10.02,ramon-diaz,4.93,Ramón Díaz,92075,-0.14,6,Ramón Ángel Díaz,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO.png,,,,,,,,,,,,,,,,,,,8.0,,
