,atletas.rodada_id,atletas.minimo_para_valorizar,atletas.clube_id,atletas.apelido_abreviado,atletas.status_id,atletas.jogos_num,atletas.media_num,atletas.entrou_em_campo,atletas.clube.id.full.name,atletas.preco_num,atletas.slug,atletas.pontos_num,atletas.apelido,atletas.atleta_id,atletas.variacao_num,atletas.posicao_id,atletas.nome,atletas.foto,A,CA,DS,FC,FF,FS,G,I,PC,SG,CV,DE,DP,GC,GS,FD,FT,PS,V,PP,PI
397,35,,327,Mikael,6,5,1.68,False,América-MG,3.0,mikael,0.0,Mikael,102299,0.0,5,Mikael Filipe Viana,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_rNTDYYW.png,,,1.0,,5.0,2.0,,2.0,,,,,,,,2.0,,,,,
398,35,,283,R. Elias,6,9,2.41,True,Cruzeiro,4.74,rafael-elias,1.4,Rafael Elias,102302,-0.04,5,Rafael Elias da Silva,https://s.sde.globo.com/media/person_role/2023/07/27/photo_FORMATO_C3BThsf.png,,3.0,3.0,15.0,5.0,7.0,1.0,1.0,,,,,,,,6.0,1.0,,,,
399,35,,293,M. Felipe,6,7,1.87,False,Athlético-PR,2.52,matheus-felipe,0.0,Matheus Felipe,102310,0.0,3,Matheus Felipe Santos Nascimento,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_e7P4JVL.png,,,5.0,3.0,1.0,2.0,,,,1.0,,,,,,1.0,,,,,
400,35,,276,C. Paulista,7,25,4.59,True,São Paulo,9.94,caio-paulista,7.9,Caio Paulista,102318,0.32,2,Caio Fernando de Oliveira,https://s.sde.globo.com/media/person_role/2023/01/27/photo_FORMATO_rRBJfVv.png,2.0,3.0,23.0,16.0,9.0,33.0,,,1.0,9.0,,,,,,11.0,1.0,1.0,,,
401,35,,293,Cacá,7,16,3.1,True,Athlético-PR,5.39,caca,5.9,Cacá,102340,0.6,3,Carlos de Menezes Júnior,https://s.sde.globo.com/media/person_role/2023/07/21/photo_FORMATO_EPR1F0c.png,,3.0,23.0,25.0,3.0,8.0,2.0,,,2.0,,,,,,,,,,,
402,35,,327,Mastriani,7,21,6.22,True,América-MG,6.05,mastriani,1.7,Mastriani,102561,-1.58,5,Gonzalo Mathías Mastriani Borges,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_6Ys1TEq.png,1.0,1.0,8.0,14.0,21.0,13.0,11.0,3.0,,,1.0,,,,,11.0,,,,,
403,35,,280,Helinho,7,20,4.32,True,Bragantino,5.99,helinho,2.2,Helinho,102598,-0.51,5,Hélio Júnio Nunes de Castro,https://s.sde.globo.com/media/person_role/2022/05/05/d0de5e463c8123423e2713cdde571faf_FORMATO.png,2.0,6.0,21.0,20.0,18.0,19.0,3.0,3.0,,,,,,,,13.0,,,,,
404,35,,283,Anderson,6,2,0.5,False,Cruzeiro,2.04,anderson,-1.0,Anderson,102906,0.28,1,Anderson Silva da Paixão,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Lvl4bA5.png,,2.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,
405,35,,265,M. Teixeira,6,0,0.0,False,Bahia,2.0,matheus-teixeira,0.0,Matheus Teixeira,102907,0.0,1,Matheus Henrique Teixeira,https://s.sde.globo.com/media/person_role/2022/04/05/ff4149be4042453395add145d010bd49_FORMATO.png,,,,,,,,,,,,,,,,,,,,,
406,35,,276,Luan,6,10,1.97,False,São Paulo,4.2,luan,0.0,Luan,102909,0.0,4,Luan Vinícius da Silva Santos ,https://s.sde.globo.com/media/person_role/2022/03/01/6b4e62b423e7b34762e0c7f626ea5ebd_FORMATO.png,,,12.0,9.0,3.0,5.0,,,,,,,,,,,1.0,,,,
407,35,,293,Canobbio,7,27,5.83,True,Athlético-PR,8.84,canobbio,8.4,Canobbio,102928,-0.1,5,Agustín Canobbio Graviz,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_VXCkQFM.png,5.0,9.0,54.0,34.0,21.0,47.0,2.0,13.0,1.0,,,,,,,24.0,1.0,1.0,,,
408,35,,356,Escobar,6,10,1.89,False,Fortaleza,3.36,escobar,0.0,Escobar,102975,0.0,2,Gonzalo Daniel Escobar,https://s.sde.globo.com/media/person_role/2023/07/03/photo_FORMATO_LH8zzYb.png,2.0,4.0,11.0,14.0,3.0,5.0,,,1.0,,,,,,,,,,,,
409,35,,280,Laquintana,6,3,1.73,False,Bragantino,3.09,laquintana,0.0,Laquintana,103014,0.0,5,Ignacio Jesús Laquintana Marsico,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_roWm5iE.png,,,2.0,3.0,,3.0,,2.0,,,,,,,,2.0,,,,,
410,35,,280,E. Ramires,6,20,3.38,True,Bragantino,4.07,eric-ramires,3.4,Eric Ramires,103295,0.35,4,Eric dos Santos Rodrigues,https://s.sde.globo.com/media/person_role/2022/05/05/68b240d886c54c37133d42e6dd5f8e41_FORMATO.png,2.0,1.0,17.0,20.0,6.0,15.0,3.0,1.0,,,,,,,,4.0,1.0,,,,
411,35,,1371,M. Alexandre,7,31,4.8,True,Cuiabá,8.31,matheus-alexandre,5.5,Matheus Alexandre,103347,0.65,2,Matheus Alexandre Anastácio de Souza,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_4eKoeL1.png,,4.0,76.0,30.0,3.0,11.0,1.0,4.0,1.0,11.0,,,,,,1.0,,,,,
412,35,,327,E. Martínez,7,31,4.16,True,América-MG,6.38,emmanuel-martinez,-0.5,Emmanuel Martínez,103388,-1.14,4,Leandro Emmanuel Martínez,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_cPLErDD.png,4.0,3.0,52.0,27.0,11.0,53.0,1.0,,1.0,,,,,,,8.0,2.0,,,,
413,35,,264,Caetano,6,13,2.56,False,Corinthians,3.4,caetano,0.0,Caetano,103575,0.0,3,João Victor Andrade Caetano,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_72Ycs9o.png,,3.0,13.0,7.0,1.0,6.0,,,1.0,4.0,,,,,,,,,,,
414,35,,283,R. Bilu,5,4,2.08,False,Cruzeiro,2.83,rafael-bilu,0.0,Rafael Bilu,103576,0.0,5,Rafael Bilu Mudesto,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_L5qGZ0n.png,,,4.0,1.0,3.0,3.0,,1.0,,,,,,,,,,,,,
415,35,,276,M. Paulo,6,15,3.06,False,São Paulo,7.42,marcos-paulo,0.0,Marcos Paulo,103645,0.0,5,Marcos Paulo Costa do Nascimento,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_XopxIWU.png,1.0,2.0,15.0,8.0,4.0,12.0,2.0,2.0,,,,,,,,2.0,,,,,
416,35,,293,K. Rocha,5,7,2.67,False,Athlético-PR,3.25,kaique-rocha,0.0,Kaíque Rocha,103684,0.0,3,Kaíque Rocha Lima,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_TAU79Yo.png,,2.0,5.0,3.0,2.0,2.0,1.0,,,1.0,,,,,,,,,,,
417,35,,280,J. Silva,7,27,1.39,True,Bragantino,2.35,jadsom-silva,-0.5,Jadsom Silva,103695,-0.37,4,Jadsom Meemyas de Oliveira da Silva,https://s.sde.globo.com/media/person_role/2022/05/05/9d601cb29909661ed2abc4800aab14b7_FORMATO.png,,8.0,35.0,36.0,6.0,16.0,,1.0,3.0,,,,,,,4.0,,,,,
418,35,,264,B. Méndez,6,25,2.66,False,Corinthians,3.71,bruno-mendez,0.0,Bruno Méndez,103700,0.0,3,Bruno Méndez Cittadini,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_VwEvkmY.png,1.0,5.0,29.0,17.0,4.0,5.0,,1.0,1.0,7.0,1.0,,,,,,,,,,
419,35,,275,G. Menino,5,24,4.19,False,Palmeiras,8.5,gabriel-menino,0.0,Gabriel Menino,103767,0.0,4,Gabriel Vinícius Menino,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_a770SrF.png,3.0,5.0,38.0,39.0,17.0,28.0,2.0,2.0,,,,,,,,6.0,2.0,,,,
420,35,,290,H. Meritão,6,8,1.17,True,Goiás,1.47,higor-meritao,1.2,Higor Meritão,103987,0.09,4,Higor Matheus Meritão,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_uo7UAHd.png,,,4.0,7.0,4.0,1.0,,,,,,,,,,,1.0,,,,
421,35,,280,Maycon,6,0,0.0,False,Bragantino,3.0,maycon,0.0,Maycon,104017,0.0,1,Maycon Cleiton de Paula Azevedo,https://s.sde.globo.com/media/person_role/2022/05/05/f39fcb967a674ffddbaec227105dae4a_FORMATO.png,,,,,,,,,,,,,,,,,,,,,
422,35,,276,Walce,6,0,0.0,False,São Paulo,3.0,walce,0.0,Walce,104074,0.0,3,Walce da Silva Costa Filho,https://s.sde.globo.com/media/person_role/2022/03/01/42769c38f612d4af2143de3132ce1cec_220x220.png,,,,,,,,,,,,,,,,,,,,,
423,35,,263,J. Fernando,6,0,0.0,False,Botafogo,2.0,joao-fernando,0.0,João Fernando,104079,0.0,1,João Fernando Monteiro Siqueira,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5Z0375l.png,,,,,,,,,,,,,,,,,,,,,
424,35,,264,C. Miguel,6,1,5.0,False,Corinthians,2.32,carlos-miguel,0.0,Carlos Miguel,104084,0.0,1,Carlos Miguel dos Santos Pereira,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_ucZUimL.png,,,,,,,,,,1.0,,,,,,,,,,,
425,35,,282,B. Fuchs,5,15,3.31,False,Atlético-MG,4.75,bruno-fuchs,0.0,Bruno Fuchs,104085,0.0,3,Bruno de Lara Fuchs,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_qjyhb3e.png,,2.0,12.0,11.0,,11.0,,,,7.0,,,,,,,,,,,
426,35,,264,Ruan,6,18,3.44,False,Corinthians,3.69,ruan,0.0,Ruan,104153,0.0,4,Ruan de Oliveira Ferreira,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_Uq9B5Kn.png,2.0,3.0,23.0,19.0,7.0,12.0,2.0,1.0,,,,,,,,4.0,,1.0,,,
427,35,,277,J. Lucas,6,15,3.98,False,Santos,5.91,joao-lucas,0.0,João Lucas,104257,0.0,2,João Lucas de Almeida Carvalho,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_tX8ABIy.png,1.0,1.0,24.0,11.0,6.0,18.0,,,1.0,3.0,,,,,,2.0,,,,,
428,35,,280,L. Rafael,6,2,3.15,False,Bragantino,3.95,lucas-rafael,0.0,Lucas Rafael,104360,0.0,3,Lucas Rafael Gonçalves da Silva,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_J1rhwK6.png,,,,1.0,,1.0,,1.0,,1.0,,,,,,1.0,,,,,
429,35,,282,M. Mendes,6,2,5.0,False,Atlético-MG,3.01,matheus-mendes,0.0,Matheus Mendes,104383,0.0,1,Matheus Mendes Werneck de Oliveira,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_xQ2S67t.png,,2.0,,,,,,,,1.0,,8.0,,,1.0,,,,,,
430,35,,285,I. Gomes,7,21,2.47,True,Internacional,5.38,igor-gomes,4.7,Igor Gomes,104385,0.56,3,Igor Gomes Silva,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_I7Q1WEp.png,,3.0,23.0,11.0,4.0,12.0,,,1.0,4.0,,,,,,2.0,,,,,
431,35,,293,Reinaldo,6,1,1.7,False,Athlético-PR,2.39,reinaldo,0.0,Reinaldo,104420,0.0,5,Reinaldo Nascimento Satorno,https://s.sde.globo.com/media/person_role/2020/03/03/12600160dfe6fed9a606921db8b0a862_FORMATO.png,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
432,35,,284,F. Scheibig,5,0,0.0,False,Grêmio,1.0,felipe-scheibig,0.0,Felipe Scheibig,104424,0.0,1,Felipe Mateus Scheibig,https://s.sde.globo.com/media/person_role/2021/07/16/79af8f6f344db19983598078705340fc_FORMATO.png,,,,,,,,,,,,,,,,,,,,,
433,35,,293,Christian,7,18,4.05,True,Athlético-PR,8.86,christian,2.4,Christian,104502,-0.12,4,Christian Roberto Alves Cardoso,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_V2OPAxf.png,,1.0,22.0,25.0,8.0,20.0,4.0,,,,,,,,,3.0,1.0,,,,
434,35,,263,H. Vermudt,6,0,0.0,False,Botafogo,3.0,henrique-vermudt,0.0,Henrique Vermudt,104504,0.0,3,Henrique Vermudt,https://s.sde.globo.com/media/person_role/2023/07/30/photo_FORMATO_iztb5Pm.png,,,,,,,,,,,,,,,,,,,,,
435,35,,356,V. Zanocelo,6,6,0.68,False,Fortaleza,3.32,vinicius-zanocelo,0.0,Vinícius Zanocelo,104521,0.0,4,Vinícius Nelson de Souza Zanocelo,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_OPlr7ly.png,,1.0,4.0,3.0,,,,,,,,,,,,1.0,,,,,
436,35,,277,Sandry,5,5,0.52,False,Santos,2.54,sandry,0.0,Sandry,104580,0.0,4,Sandry Roberto Santos Goes,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_bbHXWKZ.png,,2.0,4.0,4.0,,2.0,,,,,,,,,,,,,,,
437,35,,280,Fabrício,6,0,0.0,False,Bragantino,1.0,fabricio,0.0,Fabrício,104588,0.0,1,Fabrício Oliveira de Souza,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_AAId2Kq.png,,,,,,,,,,,,,,,,,,,,,
438,35,,294,M. Bianqui,7,24,2.73,True,Coritiba,3.87,matheus-bianqui,2.0,Matheus Bianqui,104640,0.0,4,Matheus Henrique Bianqui,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_nFBy3HF.png,1.0,8.0,34.0,35.0,11.0,24.0,2.0,3.0,,,,,,1.0,,4.0,,,,,
439,35,,263,Newton,6,0,0.0,False,Botafogo,1.0,newton,0.0,Newton,104693,0.0,4,Newton Araújo da Costa Júnior,,,,,,,,,,,,,,,,,,,,,,
440,35,,356,J. Vojvoda,7,33,4.91,True,Fortaleza,12.49,juan-vojvoda,5.04,Juan Vojvoda,104754,0.25,6,Juan Pablo Vojvoda Rizzo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_UIx1Yzg.png,,,,,,,,,,,,,,,,,,,12.0,,
441,35,,265,Acevedo,7,26,2.58,False,Bahia,5.14,acevedo,0.0,Acevedo,104783,0.0,4,Nicolás Brian Acevedo Tabárez,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,,5.0,49.0,35.0,11.0,24.0,,,,,1.0,,,,,5.0,,,,,
442,35,,294,S. Gómez,3,17,3.34,True,Coritiba,6.22,sebastian-gomez,0.7,Sebastián Gómez,104811,-0.45,4,Sebastián Gómez Londoño,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_fnuIkZJ.png,2.0,3.0,22.0,14.0,3.0,14.0,2.0,2.0,,,,,,,,2.0,,,,,
443,35,,263,I. Gabriel,6,0,0.0,False,Botafogo,1.0,igo-gabriel,0.0,Igo Gabriel,104991,0.0,1,Igo Gabriel Santos Pereira,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_C8GywEv.png,,,,,,,,,,,,,,,,,,,,,
444,35,,283,J. Marcelo,6,2,3.55,True,Cruzeiro,3.01,joao-marcelo,6.2,João Marcelo,105047,0.58,3,João Marcelo Messias Ferreira,https://s.sde.globo.com/media/person_role/2023/08/01/photo_220x220_vuySYbE.png,,,2.0,1.0,,,,,,1.0,,,,,,,,,,,
445,35,,263,L. Henrique,6,30,2.57,True,Botafogo,5.0,luis-henrique,-0.3,Luis Henrique,105049,-0.38,5,Luis Henrique Tomaz de Lima,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XMfC6C1.png,2.0,,12.0,6.0,10.0,6.0,4.0,1.0,,,,,,,,9.0,,1.0,,,
446,35,,293,Bento,7,29,3.45,True,Athlético-PR,10.03,bento,7.5,Bento,105208,0.47,1,Bento Matheus Krepski,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7ROEp8B.png,1.0,3.0,,2.0,,3.0,,,,7.0,,88.0,1.0,,33.0,,,,,,
447,35,,267,D. Lucca,5,0,0.0,False,Vasco,3.0,de-lucca,0.0,De Lucca,105294,0.0,4,Patrick de Lucca Chaves de Oliveira,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_J73ZkrF.png,,,,,,,,,,,,,,,,,,,,,
448,35,,276,Ferraresi,6,1,0.0,False,São Paulo,4.47,ferraresi,0.0,Ferraresi,105300,0.0,3,Nahuel Adolfo Ferraresi Hernández,https://s.sde.globo.com/media/person_role/2022/08/13/a5301263d96806640ddf67cec70f99e7_FORMATO.png,,,,,,,,,,,,,,,,,,,,,
449,35,,265,G. Xavier,6,13,3.49,False,Bahia,4.43,gabriel-xavier,0.0,Gabriel Xavier,105373,0.0,3,Gabriel Lheman Xavier - Lhman,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0UPMoSl.png,,2.0,19.0,14.0,3.0,8.0,,,,4.0,,,,,,2.0,,,,,
450,35,,264,M. Bidu,6,21,4.0,False,Corinthians,7.51,matheus-bidu,0.0,Matheus Bidu,105531,0.0,2,Matheus Lima Beltrão Oliveira Valin,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_cNTyg24.png,,2.0,31.0,21.0,6.0,30.0,,,2.0,6.0,,,,,,6.0,,,,,
451,35,,1371,Rikelme,6,26,3.64,True,Cuiabá,4.57,rikelme,2.4,Rikelme,105547,0.17,5,Rikelme Hernandes Amorim Rocha,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_FfgJEdr.png,1.0,2.0,61.0,21.0,9.0,14.0,1.0,3.0,,,,,,1.0,,5.0,,,,,
452,35,,267,Riquelme,6,0,0.0,False,Vasco,3.0,riquelme,0.0,Riquelme,105566,0.0,2,Riquelme Carvalho Araújo Viana,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_smA6Xym.png,,,,,,,,,,,,,,,,,,,,,
453,35,,356,Lucero,6,26,4.28,False,Fortaleza,6.43,lucero,0.0,Lucero,105568,0.0,5,Juan Martín Lucero,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_MqRx953.png,,2.0,10.0,26.0,16.0,25.0,8.0,13.0,,,,,,,,11.0,2.0,2.0,,,
454,35,,267,L. Piton,6,32,2.96,True,Vasco,7.29,lucas-piton,5.0,Lucas Piton,105584,0.82,2,Lucas Piton Crivellaro,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_71dywWV.png,3.0,3.0,33.0,41.0,10.0,6.0,,2.0,,8.0,,,,,,4.0,,,,,
455,35,,264,Roni,6,15,1.19,False,Corinthians,2.03,roni,0.0,Roni,105585,0.0,4,Roni Medeiros de Moura,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_efGU5wq.png,,2.0,16.0,15.0,2.0,5.0,,,,,,,,,,1.0,,,,,
456,35,,285,Maurício,7,23,4.55,True,Internacional,8.42,mauricio,1.9,Maurício,105647,-0.03,4,Maurício Magalhães Prado,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_7KIwg4E.png,3.0,4.0,13.0,15.0,15.0,28.0,5.0,4.0,,,,,,,,6.0,3.0,1.0,,,
457,35,,285,N. Hernández,6,22,2.19,True,Internacional,4.27,nicolas-hernandez,5.5,Nicolás Hernández,105672,0.77,3,Nicolás Hernández Rodríguez,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_l85XoS0.png,2.0,6.0,11.0,14.0,1.0,7.0,,,,6.0,,,,1.0,,,1.0,1.0,,,
458,35,,283,Wesley,6,27,4.05,True,Cruzeiro,8.24,wesley,4.8,Wesley,105811,0.46,5,Wesley Ribeiro Silva,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vnwHYu8.png,1.0,6.0,33.0,51.0,20.0,43.0,4.0,3.0,,,,,,,,14.0,,,,,
459,35,,290,Edu,6,6,2.78,False,Goiás,2.45,edu,0.0,Edu,105842,0.0,3,Lucas Eduardo Ribeiro de Souza,https://s.sde.globo.com/media/person_role/2023/06/25/photo_FORMATO_bGsyKIs.png,,1.0,5.0,6.0,1.0,5.0,,,1.0,2.0,,,,,,1.0,,,,,
460,35,,293,Belezi,6,0,0.0,False,Athlético-PR,1.0,belezi,0.0,Belezi,105844,0.0,3,Lucas Belezi Barbosa,https://s.sde.globo.com/media/person_role/2023/10/08/photo_FORMATO.png,,,,,,,,,,,,,,,,,,,,,
461,35,,264,M. Araújo,6,12,1.78,False,Corinthians,5.03,matheus-araujo,0.0,Matheus Araújo,105845,0.0,4,Matheus de Araújo Andrade,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_BedE425.png,,,9.0,9.0,,8.0,1.0,1.0,,,,,,,,1.0,,,,,
462,35,,267,Z. Gabriel,6,22,1.76,True,Vasco,2.91,ze-gabriel,1.5,Zé Gabriel,105902,0.02,4,José Gabriel dos Santos Silva,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_PQUgcKV.png,,5.0,24.0,32.0,6.0,18.0,1.0,,,,,,,,,2.0,,,,,
463,35,,265,V. Mingotti,6,14,2.12,False,Bahia,2.73,vinicius-mingotti,0.0,Vinicius Mingotti,105909,0.0,5,Vinicius Alessandro Mingotti,https://s.sde.globo.com/media/person_role/2023/04/20/photo_FORMATO_YH7397F.png,,2.0,4.0,11.0,3.0,13.0,2.0,7.0,,,,,,,,5.0,,,,,
464,35,,285,Rômulo,6,20,2.67,True,Internacional,3.19,romulo,-0.8,Rômulo,105911,-0.5,4,Rômulo Zanre Zwarg,https://s.sde.globo.com/media/person_role/2023/04/12/photo_220x220_eEMPMPy.png,,2.0,26.0,19.0,5.0,25.0,1.0,1.0,,,,,,,,2.0,1.0,,,,
465,35,,277,C. Silva,6,1,0.0,False,Santos,0.71,cadu-silva,0.0,Cadu Silva,105914,0.0,2,Carlos Eduardo Bertolassi da Silva,https://s.sde.globo.com/media/person_role/2020/02/28/8b8a13f401928e0adf73a1998a49f868_FORMATO.png,,,,,,,,,,,,,,,,,,,,,
466,35,,285,Rochet,7,16,3.1,True,Internacional,7.58,rochet,10.0,Rochet,105949,1.16,1,Sergio Ramón Rochet Álvarez,https://s.sde.globo.com/media/person_role/2023/07/14/photo_FORMATO_AtGShUT.png,,4.0,,,,7.0,,,,4.0,,53.0,,,23.0,,,,,,
467,35,,267,Vinícius,6,0,0.0,False,Vasco,2.0,vinicius,0.0,Vinícius,105998,0.0,5,Vinícius dos Santos de Oliveira Paiva,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Oqt8wcz.png,,,,,,,,,,,,,,,,,,,,,
468,35,,285,L. Ramos,5,1,0.0,False,Internacional,2.81,lucas-ramos,0.0,Lucas Ramos,106000,0.0,4,Lucas de Ramos Silveira,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_Tdt3VkZ.png,,,,,,,,,,,,,,,,,,,,,
469,35,,285,Johnny,7,20,4.08,True,Internacional,7.38,johnny,4.5,Johnny,106002,0.69,4,João Lucas Souza Cardoso,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_ylIGH1n.png,3.0,6.0,35.0,24.0,1.0,24.0,2.0,2.0,1.0,,,,,,,6.0,1.0,,,,
470,35,,280,Lucão,6,5,0.6,False,Bragantino,1.74,lucao,0.0,Lucão,106160,0.0,1,Lucas Alexandre Galdino de Azevedo,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_uN4AYEQ.png,,1.0,,,,,,,,1.0,,7.0,,,8.0,,,,,,
471,35,,267,G. Pec,6,32,5.48,True,Vasco,14.33,gabriel-pec,0.2,Gabriel Pec,106199,-1.29,5,Gabriel Fortes Chaves,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_RHuy7TJ.png,4.0,5.0,35.0,32.0,25.0,48.0,7.0,6.0,,,,,,,,16.0,3.0,,,,
472,35,,267,Figueiredo,6,16,1.92,False,Vasco,2.69,figueiredo,0.0,Figueiredo,106201,0.0,4,Lucas Figueiredo dos Santos,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_YrswGSn.png,,3.0,8.0,17.0,11.0,15.0,,6.0,,,,,,,,8.0,1.0,1.0,,,
473,35,,294,B. Gomes,7,28,4.56,True,Coritiba,10.84,bruno-gomes,10.6,Bruno Gomes,106202,0.62,4,Bruno Gomes da Silva Clevelário,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_uLOhgzA.png,1.0,4.0,49.0,39.0,16.0,54.0,3.0,2.0,1.0,,1.0,,,,,11.0,2.0,1.0,,,
474,35,,293,Kawan,5,0,0.0,False,Athlético-PR,2.0,kawan,0.0,Kawan,106219,0.0,4,Kawan Gabriel da Silva,https://s.sde.globo.com/media/person_role/2022/02/21/f32be788b285e944b21d286da2e5b28d_FORMATO.png,,,,,,,,,,,,,,,,,,,,,
475,35,,280,Realpe,7,17,2.93,True,Bragantino,2.63,realpe,1.2,Realpe,106299,0.09,3,Leonardo Javier Realpe Montaño,https://s.sde.globo.com/media/person_role/2022/05/05/593eafb7ce8c7aa2051ccde762f1d731_FORMATO.png,,3.0,14.0,18.0,2.0,4.0,,,,7.0,,,,,,,1.0,,,,
476,35,,356,C. Alexandre,7,30,3.07,True,Fortaleza,8.34,caio-alexandre,3.5,Caio Alexandre,106323,0.19,4,Caio Alexandre Souza e Silva,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_mYQOurq.png,2.0,4.0,45.0,46.0,7.0,35.0,2.0,4.0,,,,,,,,4.0,1.0,,,,
477,35,,283,W. Gasolina,6,0,0.0,False,Cruzeiro,3.0,wesley-gasolina,0.0,Wesley Gasolina,106327,0.0,2,Wesley David de Oliveira Andrade,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_IHO297R.png,,,,,,,,,,,,,,,,,,,,,
478,35,,284,J. Robert,6,0,0.0,False,Grêmio,4.0,jhonata-robert,0.0,Jhonata Robert,106371,0.0,4,Jhonata Robert Alves da Silva,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Yc1vcMc.png,,,,,,,,,,,,,,,,,,,,,
479,35,,280,E. Santos,5,13,3.85,False,Bragantino,5.87,eduardo-santos,0.0,Eduardo Santos,106434,0.0,3,Eduardo Gonzaga Mendes Santos,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_0B5pVnO.png,1.0,2.0,6.0,14.0,2.0,8.0,1.0,,,5.0,,,,,,2.0,1.0,,,,
480,35,,267,Halls,6,0,0.0,False,Vasco,2.0,halls,0.0,Halls,106682,0.0,1,Hedhe Halls Rocha da Silva,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_oXORlmg.png,,,,,,,,,,,,,,,,,,,,,
481,35,,263,C. Alberto,6,12,1.96,False,Botafogo,2.88,carlos-alberto,0.0,Carlos Alberto,106704,0.0,5,Carlos Alberto Gomes da Silva Filho,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_DgukYrK.png,,,3.0,2.0,1.0,5.0,2.0,,,,,,,,,1.0,,,,,
482,35,,276,R. Nestor,5,24,2.63,False,São Paulo,7.53,rodrigo-nestor,0.0,Rodrigo Nestor,106822,0.0,4,Rodrigo Nestor Bertalia,https://s.sde.globo.com/media/person_role/2022/03/01/70f9ba85a01525e2d77c787e7efb42f7_FORMATO.png,2.0,3.0,18.0,27.0,12.0,19.0,1.0,5.0,,,1.0,,,,,11.0,2.0,,,,
