,atletas.pontos_num,atletas.status_id,atletas.entrou_em_campo,atletas.media_num,atletas.apelido_abreviado,atletas.apelido,atletas.foto,atletas.atleta_id,atletas.rodada_id,atletas.minimo_para_valorizar,atletas.preco_num,atletas.clube.id.full.name,atletas.posicao_id,atletas.variacao_num,atletas.clube_id,atletas.slug,atletas.jogos_num,atletas.nome,V,A,DS,FC,FD,FF,FS,G,I,CA,DE,GS,SG,CV,FT,GC,PC,PP,PS,DP,PI
20,8.13,7,True,5.7,Tite,Tite,https://s.sde.globo.com/media/person_role/2023/10/09/photo_220x220_KL4MJhP.png,45125,32,,11.62,Flamengo,6,1.17,262,tite,5,Adenor Leonardo Bachi,3.0,,,,,,,,,,,,,,,,,,,,
21,0.0,6,False,1.95,A. Pato,Alexandre Pato,https://s.sde.globo.com/media/person_role/2023/05/26/photo_FORMATO_44OJR08.png,49675,32,,3.98,São Paulo,5,0.0,276,alexandre-pato,9,Alexandre Rodrigues da Silva,,,1.0,1.0,1.0,2.0,4.0,2.0,2.0,,,,,,,,,1.0,,,
22,0.0,6,False,2.85,D. Braz,David Braz,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_kZuG4sE.png,50317,32,,5.68,Fluminense,3,0.0,266,david-braz,15,David Braz de Oliveira Filho,,,7.0,8.0,2.0,3.0,6.0,,,1.0,,,6.0,,,,,,,,
23,0.0,5,False,0.81,A. Kardec,Alan Kardec,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_vFJpxe5.png,50347,32,,3.91,Atlético-MG,5,0.0,282,alan-kardec,12,Alan Kardec de Sousa Pereira Júnior,,,1.0,7.0,,3.0,3.0,1.0,3.0,1.0,,,,,,,,,,,
24,1.4,7,True,3.44,Titi,Titi,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_swipUAZ.png,50353,32,,7.34,Fortaleza,3,0.13,356,titi,24,Christian Chagas Tarouco,,1.0,36.0,27.0,1.0,3.0,22.0,,1.0,9.0,,,8.0,,,,3.0,,,,
25,2.6,7,True,1.3,Henrique,Henrique,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_XiJG6Uj.png,50856,32,,3.15,Coritiba,3,0.23,294,henrique,21,Henrique Adriano Buss,,,14.0,21.0,3.0,2.0,5.0,,,6.0,,,3.0,,,,,,,,
26,0.0,6,False,2.12,Apodi,Apodi,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_B149DKg.png,51042,32,,4.54,Goiás,2,0.0,290,apodi,11,Luiz Diallison de Souza Alves,,,4.0,6.0,5.0,1.0,2.0,1.0,5.0,1.0,,,1.0,,,,,,1.0,,
27,8.5,7,True,3.59,Walter,Walter,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_byoeISo.png,51413,32,,7.62,Cuiabá,1,-0.61,1371,walter,29,Walter Leandro Capeloza Artune,,,,,,,4.0,,,3.0,91.0,30.0,9.0,,,,1.0,,,,
28,8.1,7,True,2.05,Giuliano,Giuliano,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_ir8HBOO.png,51548,32,,4.26,Corinthians,4,0.68,264,giuliano,24,Giuliano Victor de Paula,,,25.0,13.0,3.0,9.0,13.0,1.0,,2.0,,,,,,,,,,,
29,0.0,6,True,3.18,E. Ribeiro,Everton Ribeiro,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_SWdtKkm.png,51772,32,,8.37,Flamengo,4,-0.77,262,everton-ribeiro,25,Everton Augusto de Barros Ribeiro,,4.0,18.0,15.0,5.0,5.0,35.0,2.0,1.0,3.0,,,,,1.0,,1.0,,,,
30,0.0,6,False,3.67,Réver,Réver,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_AItHMX8.png,52253,32,,3.97,Atlético-MG,3,0.0,282,rever,7,Réver Humberto Alves Araújo,,,,1.0,,,2.0,,,1.0,,,5.0,,,,,,,,
31,0.0,5,False,3.5,D. Luiz,David Luiz,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_8l0cfjh.png,52827,32,,7.06,Flamengo,3,0.0,262,david-luiz,15,David Luiz Moreira Marinho,,1.0,12.0,15.0,2.0,2.0,3.0,1.0,,1.0,,,5.0,,,,,,,,
32,1.7,6,True,2.56,A. Teixeira,Alex Teixeira,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_95Ip8xR.png,60793,32,,5.68,Vasco,4,0.34,267,alex-teixeira,20,Alex Teixeira Santos,,3.0,9.0,24.0,6.0,10.0,23.0,1.0,10.0,1.0,,,,,,,,,,,
33,4.5,6,True,3.35,F. Azevedo,Felipe Azevedo,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_A1IjqkB.png,60825,32,,6.01,América-MG,5,0.54,327,felipe-azevedo,24,Felipe Azevedo dos Santos,,1.0,14.0,21.0,9.0,10.0,27.0,4.0,4.0,2.0,,,,,1.0,,,,,,
34,0.0,6,False,2.3,Uendel,Uendel,https://s.sde.globo.com/media/person_role/2022/02/23/80aa17d4669a6357c0620eb0988e839e_FORMATO.png,60852,32,,3.66,Cuiabá,2,0.0,1371,uendel,4,Uendel Pereira Gonçalves,,,,1.0,,,1.0,,,1.0,,,2.0,,,,,,,,
35,-1.1,6,True,3.0,Cicinho,Cicinho,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_o4R14ec.png,61106,32,,3.26,Bahia,2,-0.45,265,cicinho,11,Neuciano de Jesus Gusmão,,,14.0,22.0,2.0,1.0,11.0,,,4.0,,,3.0,,1.0,,,,,,
36,0.0,6,False,2.8,Gilberto,Gilberto,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_JtLzuBr.png,61188,32,,7.86,Cruzeiro,5,0.0,283,gilberto,20,Gilberto Oliveira Souza Júnior,,1.0,8.0,20.0,6.0,19.0,11.0,3.0,4.0,4.0,,,,,,,,,,,
37,0.0,7,False,4.28,Ganso,Ganso,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_PmRYkjX.png,62977,32,,11.68,Fluminense,4,0.0,266,ganso,21,Paulo Henrique Chagas de Lima,,6.0,16.0,13.0,3.0,6.0,30.0,3.0,1.0,3.0,,,,,,,,,,,
38,4.7,6,True,1.78,J. Caiçara,Júnior Caiçara,https://s.sde.globo.com/media/person_role/2023/08/30/photo_FORMATO_1gWYyfL.png,63011,32,,2.91,Santos,2,0.72,277,junior-caicara,4,Uilson de Souza Paula Júnior,,,3.0,3.0,,,1.0,,1.0,1.0,,,1.0,,,,,,,,
39,10.0,6,True,5.92,M. Rocha,Marcos Rocha,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_OnxH8aq.png,63013,32,,7.4,Palmeiras,2,0.67,275,marcos-rocha,15,Marcos Luis Rocha Aquino,,1.0,26.0,15.0,,2.0,9.0,1.0,,1.0,,,9.0,,,,1.0,,,,
40,0.0,6,False,0.97,Fransérgio,Fransérgio,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_W0RxoOj.png,63024,32,,3.43,Coritiba,4,0.0,294,fransergio,14,Fransérgio Rodrigues Barbosa,,,7.0,8.0,1.0,5.0,7.0,,1.0,1.0,,,,,,,,,,,
41,1.9,3,True,1.27,W. Farias,Willian Farias,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_n93P5Hb.png,63058,32,,3.14,Coritiba,4,-0.56,294,willian-farias,10,Willian Roberto Farias,,,13.0,12.0,,4.0,7.0,,,3.0,,,,1.0,,,,,,,
42,0.0,6,False,1.76,Edenílson,Edenílson,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_Nf8iNxS.png,63289,32,,4.63,Atlético-MG,4,0.0,282,edenilson,22,Edenílson Andrade dos Santos,,2.0,20.0,14.0,2.0,1.0,11.0,,,,,,,,,,,,,,
43,0.0,3,False,1.26,R. Moledo,Rodrigo Moledo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_oiE27eL.png,63354,32,,2.82,Internacional,3,0.0,285,rodrigo-moledo,7,Rodrigo Modesto da Silva Moledo,,,4.0,2.0,1.0,,3.0,,1.0,3.0,,,1.0,,,,,,,,
44,-0.1,7,True,3.48,A. Patrick,Alan Patrick,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_M6Icp8o.png,68685,32,,8.61,Internacional,4,-0.78,285,alan-patrick,29,Alan Patrick Lourenço,,5.0,15.0,26.0,6.0,17.0,47.0,3.0,4.0,5.0,,,,,1.0,,,,,,
45,-0.6,7,True,4.17,Eduardo,Eduardo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5IMT6Pl.png,68708,32,,11.8,Botafogo,4,-1.4,263,eduardo,28,Carlos Eduardo de Oliveira Alves,,5.0,16.0,30.0,10.0,9.0,43.0,5.0,,5.0,,,,,2.0,,,,,,
46,0.0,6,False,2.11,Dodô,Dodô,https://s.sde.globo.com/media/person_role/2023/07/10/photo_FORMATO_V85ED0Q.png,68727,32,,4.03,Santos,2,0.0,277,dodo,15,José Rodolfo Pires Ribeiro,,1.0,24.0,11.0,,2.0,8.0,,3.0,3.0,,,,,,,1.0,,,,
47,0.0,6,False,0.63,Camacho,Camacho,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_F7E95Uy.png,68770,32,,1.79,Santos,4,0.0,277,camacho,10,Guilherme de Aguiar Camacho,,,14.0,18.0,,,2.0,,1.0,3.0,,,,1.0,,,,,,,
48,0.0,6,False,4.83,M. Lomba,Marcelo Lomba,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_3F3hUdw.png,68872,32,,6.17,Palmeiras,1,0.0,275,marcelo-lomba,3,Marcelo Lomba do Nascimento,,,,,,,1.0,,,,12.0,3.0,1.0,,,,,,,,
49,3.4,6,True,2.55,W. Silva,Wellington Silva,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_blUyoXI.png,68895,32,,4.86,Cuiabá,5,0.56,1371,wellington-silva,27,Wellington Alves da Silva,,1.0,26.0,13.0,5.0,6.0,38.0,1.0,3.0,1.0,,,,,,,,,,,
50,0.0,6,False,2.64,Vinicius,Vinicius,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_ARVnYib.png,68917,32,,6.68,Goiás,5,0.0,290,vinicius,19,Vinicius Santos Silva,,2.0,16.0,13.0,6.0,13.0,11.0,,4.0,1.0,,,,,1.0,,,,,,
51,0.0,5,False,6.04,Dudu,Dudu,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_dKDb4Xe.png,68920,32,,14.16,Palmeiras,5,0.0,275,dudu,14,Eduardo Pereira Rodrigues,,3.0,7.0,9.0,7.0,11.0,40.0,3.0,3.0,,,,,,1.0,,,,,,
52,6.1,7,True,3.85,Gil,Gil,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_qHWEwAj.png,68923,32,,6.98,Corinthians,3,0.22,264,gil,28,Carlos Gilberto do Nascimento Silva,,2.0,32.0,27.0,8.0,8.0,7.0,2.0,4.0,8.0,,,8.0,,,,,,,,
53,0.0,7,False,2.97,Rafael,Rafael,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_5tYCknN.png,68928,32,,8.47,São Paulo,1,0.0,276,rafael,26,Rafael Pires Monteiro,,,1.0,,,,2.0,,,1.0,67.0,31.0,8.0,,,,,,,,
54,-1.0,6,True,3.78,R. Cabral,Rafael Cabral,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_tTstlht.png,68940,32,,9.53,Cruzeiro,1,-0.72,283,rafael-cabral,29,Rafael Cabral Barbosa,,,1.0,,,,4.0,,,3.0,82.0,27.0,11.0,,,,1.0,,,,
55,1.2,6,True,3.36,L. Castán,Luciano Castán,https://s.sde.globo.com/media/person_role/2023/03/22/photo_220x220.png,68942,32,,6.57,Cruzeiro,3,-0.29,283,luciano-castan,28,Luciano Castán da Silva,,,18.0,20.0,7.0,8.0,14.0,1.0,1.0,6.0,,,11.0,,,,,,,,
56,2.9,7,True,3.34,Marinho,Marinho,https://s.sde.globo.com/media/person_role/2023/06/20/photo_FORMATO.png,68952,32,,4.19,Fortaleza,5,-0.14,356,marinho,18,Mário Sérgio Santos Costa,,1.0,12.0,21.0,9.0,13.0,49.0,1.0,6.0,5.0,,,,,,,,1.0,3.0,,
57,8.1,6,True,3.55,L. Sasha,Lucas Sasha,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_xTyetz3.png,68991,32,,7.01,Fortaleza,4,0.84,356,lucas-sasha,15,Lucas Pacheco Affini,,,44.0,22.0,1.0,3.0,13.0,,2.0,3.0,,,,,,,,,,,
58,0.0,6,False,-2.0,J. Carlos,João Carlos,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_uMDsJVm.png,69010,32,,1.9,Cuiabá,1,0.0,1371,joao-carlos,1,João Carlos Heidemann,,,,,,,,,,,,2.0,,,,,,,,,
59,0.0,6,False,3.25,Santos,Santos,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_4U42mWk.png,69012,32,,9.47,Flamengo,1,0.0,262,santos,6,Aderbar Melo dos Santos Neto,,,,,,,1.0,,,,17.0,8.0,2.0,,,,,,,,
60,0.0,3,False,1.97,Manoel,Manoel,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_epjDNmT.png,69014,32,,5.19,Fluminense,3,0.0,266,manoel,6,Manoel Messias Silva Carvalho,,,3.0,1.0,,,1.0,,,1.0,,,2.0,,,,1.0,,,,
61,0.0,6,False,0.6,M. Cirino,Marcelo Cirino,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7POtFfh.png,69022,32,,3.44,Athlético-PR,5,0.0,293,marcelo-cirino,4,Marcelo Cirino da Silva,,,2.0,2.0,,1.0,2.0,,2.0,1.0,,,,,,,,,,,
62,0.0,5,False,2.1,Paulinho,Paulinho,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_6LHiiMD.png,69034,32,,4.5,Corinthians,4,0.0,264,paulinho,4,José Paulo Bezerra Maciel Júnior,,,6.0,2.0,,1.0,2.0,,,,,,,,,,,,,,
63,0.0,6,False,-1.0,Vladimir,Vladimir,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_nxWv2qc.png,69040,32,,1.51,Santos,1,0.0,277,vladimir,3,Vladimir Orlando Cardoso de Araújo Filho,,,,,,,,,,,10.0,13.0,,1.0,,,,,,,
64,0.0,6,False,6.0,D. Fernandes,Danilo Fernandes,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_JIPzPHq.png,69051,32,,3.42,Bahia,1,0.0,265,danilo-fernandes,1,Danilo Fernandes Batista,,,,,,,,,,2.0,7.0,,,,,,,,,,
65,0.0,7,False,2.93,J. Rodríguez,James Rodríguez,https://s.sde.globo.com/media/person_role/2023/07/29/photo_FORMATO_XQ6h0ek.png,69063,32,,9.89,São Paulo,4,0.0,276,james-rodriguez,10,James David Rodríguez Rubio,,2.0,5.0,9.0,2.0,4.0,7.0,1.0,1.0,,,,,,1.0,,,1.0,,,
66,0.0,5,False,1.24,Vargas,Vargas,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_bAmWcZL.png,69102,32,,4.1,Atlético-MG,5,0.0,282,vargas,12,Eduardo Jesús Vargas Rojas,,,4.0,7.0,2.0,2.0,4.0,1.0,,3.0,,,,,,,,,1.0,,
67,0.8,5,True,4.69,Pablo,Pablo,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_jLJg754.png,69138,32,,10.59,Athlético-PR,5,-0.2,293,pablo,24,Pablo Felipe Teixeira,,2.0,17.0,22.0,7.0,20.0,19.0,7.0,12.0,3.0,,,,,1.0,,,,,,
68,0.0,6,False,3.28,Pablo,Pablo,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_PlvYQAE.png,69165,32,,4.1,Flamengo,3,0.0,262,pablo,6,Pablo Nascimento Castro,,,4.0,6.0,1.0,,1.0,,,,,,3.0,,,,,,,,
69,5.0,7,True,2.06,Sidimar,Sidimar,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_o9GWoGq.png,69189,32,,3.22,Goiás,3,0.42,290,sidimar,17,Sidimar Fernando Cigolini,,,8.0,8.0,1.0,4.0,7.0,,2.0,2.0,,,5.0,,,1.0,,,,,
70,9.6,7,True,8.87,L. Suárez,Luis Suárez,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_f8gCuyP.png,69318,32,,17.16,Grêmio,5,0.58,284,luis-suarez,26,Luis Alberto Suárez Díaz,,10.0,10.0,25.0,28.0,31.0,61.0,10.0,23.0,6.0,,,,,6.0,,,1.0,1.0,,
71,3.4,7,True,1.93,Aránguiz,Aránguiz,https://s.sde.globo.com/media/person_role/2023/07/18/photo_FORMATO_WCyBeDb.png,69325,32,,7.2,Internacional,4,-0.62,285,aranguiz,17,Charles Mariano Aránguiz Sandoval,,1.0,15.0,15.0,1.0,10.0,14.0,,,2.0,,,,,,,,,,,
72,-1.3,6,True,0.68,Medel,Medel,https://s.sde.globo.com/media/person_role/2023/07/11/photo_FORMATO_ciMordA.png,69355,32,,3.44,Vasco,4,-0.3,267,medel,14,Gary Alexis Medel Soto,,,15.0,10.0,,,3.0,,,4.0,,,,1.0,,,,,,,
73,0.0,5,False,2.21,Vidal,Vidal,https://s.sde.globo.com/media/person_role/2023/07/14/photo_FORMATO_Bc6F9kP.png,69375,32,,5.23,Athlético-PR,4,0.0,293,vidal,12,Arturo Erasmo Vidal Pardo,,,16.0,13.0,2.0,6.0,12.0,,,5.0,,,,,1.0,,,,,,
74,3.3,2,True,0.71,J. Galvão,João Pedro Galvão,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_Vrax1Kc.png,69686,32,,4.34,Grêmio,5,0.48,284,joao-pedro-galvao,10,João Pedro Geraldino dos Santos Galvão,,,5.0,16.0,,4.0,8.0,,3.0,1.0,,,,,,,,,,,
75,2.5,6,True,2.57,Nikão,Nikão,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_k90QI3t.png,69705,32,,4.02,Cruzeiro,4,-0.11,283,nikao,16,Maycon Vinícius Ferreira da Cruz,,2.0,11.0,4.0,2.0,6.0,10.0,1.0,3.0,1.0,,,,,,,,,,,
76,0.0,5,False,3.71,L. Moura,Lucas Moura,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_qMfh0Wo.png,70164,32,,11.07,São Paulo,5,0.0,276,lucas-moura,10,Lucas Rodrigues Moura da Silva,,,8.0,8.0,3.0,6.0,23.0,1.0,,,,,,,1.0,,1.0,,,,
77,0.0,5,False,5.16,Rafael,Rafael,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_yi6UvNz.png,70171,32,,6.7,Botafogo,2,0.0,263,rafael,9,Rafael Pereira da Silva,,,22.0,12.0,1.0,,5.0,,,2.0,,,5.0,1.0,,,,,,,
78,0.0,2,False,2.14,Fábio,Fábio,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ZWCqzu8.png,70172,32,,4.13,Grêmio,2,0.0,284,fabio,10,Fábio Pereira da Silva,,2.0,12.0,7.0,,2.0,3.0,,,4.0,,,,,,,,,,,
79,6.2,2,True,2.13,B. Uvini,Bruno Uvini,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Lz9yPNA.png,70221,32,,4.08,Grêmio,3,0.82,284,bruno-uvini,19,Bruno Uvini,,,11.0,13.0,3.0,4.0,6.0,1.0,,4.0,,,3.0,,1.0,,1.0,,,,
80,-1.0,7,True,2.41,D. Costa,Diego Costa,https://s.sde.globo.com/media/person_role/2023/08/12/photo_FORMATO_RCzvL0a.png,70316,32,,7.39,Botafogo,5,-0.76,263,diego-costa,9,Diego da Silva Costa,,,5.0,8.0,3.0,1.0,4.0,2.0,3.0,4.0,,,,,,,,,,,
81,2.9,7,True,5.72,E. Sasha,Eduardo Sasha,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_c4X4NEA.png,70360,32,,11.49,Bragantino,5,-0.23,280,eduardo-sasha,26,Eduardo Colcenti Antunes,,2.0,10.0,19.0,12.0,19.0,35.0,10.0,7.0,3.0,,,,,3.0,,,,,,
