,atletas.pontos_num,atletas.status_id,atletas.entrou_em_campo,atletas.media_num,atletas.apelido_abreviado,atletas.apelido,atletas.foto,atletas.atleta_id,atletas.rodada_id,atletas.minimo_para_valorizar,atletas.preco_num,atletas.clube.id.full.name,atletas.posicao_id,atletas.variacao_num,atletas.clube_id,atletas.slug,atletas.jogos_num,atletas.nome,V,A,DS,FC,FD,FF,FS,G,I,CA,DE,GS,SG,CV,FT,GC,PC,PP,PS,DP,PI
197,6.0,6,True,3.68,L. Jardim,Léo Jardim,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_2NC7Cvz.png,87008,32,,10.54,Vasco,1,-0.27,267,leo-jardim,31,Leonardo César Jardim,,,,,,,2.0,,,2.0,115.0,42.0,7.0,,,,,,,1.0,
198,0.0,5,False,1.78,Nathan,Nathan,https://s.sde.globo.com/media/person_role/2023/04/12/photo_FORMATO_H5UIx66.png,87009,32,,4.32,Grêmio,4,0.0,284,nathan,16,Nathan Allan de Souza,,1.0,12.0,12.0,4.0,5.0,12.0,,1.0,2.0,,,,,,,,,,,
199,0.0,6,False,3.65,P. Henrique,Pedro Henrique,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Pmz9ta0.png,87225,32,,8.95,Athlético-PR,3,0.0,293,pedro-henrique,11,Pedro Henrique Ribeiro Gonçalves,,,10.0,14.0,1.0,5.0,5.0,1.0,2.0,3.0,,,4.0,,,,,,,,
200,2.4,7,True,4.44,G. Arana,Guilherme Arana,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6cBmo9F.png,87228,32,,10.23,Atlético-MG,2,-0.14,282,guilherme-arana,22,Guilherme Antonio Arana Lopes,,,30.0,14.0,5.0,12.0,19.0,,,1.0,,,9.0,1.0,,,,,,,
201,0.0,6,False,2.37,C. Pena,Carlos de Pena,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8NTSnKt.png,87242,32,,6.91,Internacional,4,0.0,285,carlos-de-pena,22,Carlos María de Pena Bonino,,,22.0,19.0,7.0,10.0,14.0,2.0,,4.0,,,,1.0,,,1.0,,,,
202,1.2,7,True,4.71,Soteldo,Soteldo,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xCE9nv8.png,87258,32,,8.14,Santos,5,-0.59,277,soteldo,16,Yeferson Julio Soteldo Martínez,,5.0,10.0,4.0,8.0,9.0,40.0,1.0,3.0,3.0,,,,2.0,1.0,,,,1.0,,
203,5.6,7,True,3.5,Kannemann,Kannemann,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q2fTOjY.png,87342,32,,8.52,Grêmio,3,0.96,284,kannemann,22,Walter Kannemann,,1.0,44.0,37.0,3.0,2.0,23.0,,,13.0,,,6.0,1.0,,,,,,,
204,6.7,7,True,4.13,Allano,Allano,https://s.sde.globo.com/media/person_role/2023/08/08/photo_FORMATO_tmBtY58.png,87391,32,,6.51,Goiás,5,-0.05,290,allano,17,Allano Brendon de Souza Lima,,,25.0,21.0,10.0,10.0,36.0,1.0,5.0,5.0,,,,,2.0,,,,,,
205,5.9,7,True,2.64,Messias,Messias,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_XWlumea.png,87402,32,,6.99,Santos,3,0.61,277,messias,22,Messias Rodrigues da Silva Júnior,,,23.0,19.0,3.0,2.0,8.0,,1.0,2.0,,,6.0,,,,1.0,,,,
206,1.1,3,True,4.27,Thaciano,Thaciano,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_dQGg2S1.png,87470,32,,10.79,Bahia,4,-0.22,265,thaciano,28,Thaciano Mickael da Silva,,3.0,36.0,29.0,9.0,25.0,25.0,3.0,5.0,3.0,,,,,2.0,,,,,,
207,1.5,7,True,4.43,V. Bueno,Vitor Bueno,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Vn5DBCR.png,87552,32,,7.83,Athlético-PR,4,-0.41,293,vitor-bueno,25,Vitor Frezarin Bueno,,4.0,12.0,17.0,15.0,23.0,29.0,4.0,4.0,7.0,,,,,2.0,,,,,,
208,0.0,6,False,2.6,M. Pasinato,Mateus Pasinato,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_Zcws9I1.png,87603,32,,3.03,América-MG,1,0.0,327,mateus-pasinato,10,Mateus Pasinato,,,,,,,2.0,,,1.0,41.0,20.0,1.0,,,,,,,,
209,1.9,7,True,1.72,Y. Felipe,Yago Felipe,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO.png,87747,32,,4.41,Bahia,4,-0.33,265,yago-felipe,19,Yago Felipe da Costa Rocha,,,26.0,32.0,2.0,6.0,18.0,,,5.0,,,,,,,,,,,
210,4.1,6,True,2.41,P. Sampaio,Philipe Sampaio,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_E29teNI.png,87808,32,,3.8,Botafogo,3,0.57,263,philipe-sampaio,11,Philipe Sampaio Azevedo,,,10.0,8.0,,2.0,5.0,,2.0,2.0,,,3.0,,,,,,,,
211,6.1,7,True,4.7,M. Lemos,Mauricio Lemos,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,87853,32,,10.69,Atlético-MG,3,0.48,282,mauricio-lemos,23,Paolo Mauricio Lemos Merladett,,,37.0,21.0,6.0,7.0,17.0,1.0,2.0,9.0,,,10.0,1.0,1.0,,,,,,
212,0.5,7,True,5.18,Arrascaeta,Arrascaeta,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,87863,32,,12.58,Flamengo,4,-0.35,262,arrascaeta,21,Giorgian Daniel de Arrascaeta Benedetti,,5.0,20.0,19.0,6.0,11.0,28.0,4.0,4.0,3.0,,,,,2.0,,,,1.0,,
213,5.8,7,True,2.59,A. Empereur,Alan Empereur,https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,88033,32,,5.61,Cuiabá,3,0.84,1371,alan-empereur,27,Alan Pereira Empereur,,1.0,14.0,14.0,3.0,6.0,12.0,1.0,,7.0,,,8.0,,,1.0,,,,,
214,0.0,5,False,0.0,Jorge,Jorge,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_Rnoad6D.png,88065,32,,4.0,Fluminense,2,0.0,266,jorge,0,Jorge Marco de Oliveira Moraes,,,,,,,,,,,,,,,,,,,,,
215,0.0,6,False,0.0,Ivan,Ivan,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_qStnmUz.png,88136,32,,5.0,Vasco,1,0.0,267,ivan,0,Ivan Quaresma da Silva,,,,,,,,,,,,,,,,,,,,,
216,0.0,6,False,-1.25,Aguerre,Aguerre,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_HgqxxNH.png,88237,32,,1.45,América-MG,1,0.0,327,aguerre,2,Washington Omar Aguerre Lima,,,,,,,1.0,,,1.0,2.0,4.0,,,,,,,,,
217,1.9,7,True,2.72,Ã. Romero,Ángel Romero,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_CufTSrv.png,88323,32,,3.59,Corinthians,5,0.03,264,angel-romero,16,Ángel Rodrigo Romero Villamayor,,1.0,8.0,6.0,2.0,5.0,19.0,2.0,1.0,1.0,,,,,,,,,,,
218,0.0,6,False,4.0,G. Dias,Gabriel Dias,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_SmDR7cT.png,88368,32,,2.89,Vasco,2,0.0,267,gabriel-dias,1,Gabriel Dias de Oliveira,,,,,,,,,,1.0,,,1.0,,,,,,,,
219,10.0,7,True,5.81,A. Lucas,Ayrton Lucas,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_P9K1v1H.png,88393,32,,15.7,Flamengo,2,0.82,262,ayrton-lucas,28,Ayrton Lucas Dantas de Medeiros,,2.0,41.0,35.0,5.0,5.0,38.0,4.0,,6.0,,,11.0,,1.0,,,,1.0,,
220,0.0,6,False,4.39,Aderlan,Aderlan,https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,88423,32,,8.29,Bragantino,2,0.0,280,aderlan,20,Aderlan de Lima Silva,,1.0,36.0,31.0,,4.0,9.0,,,6.0,,,9.0,1.0,2.0,,1.0,,,,
221,3.2,6,True,1.22,L. Crispim,Lucas Crispim,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_EvxhSX5.png,88597,32,,3.73,Fortaleza,4,0.49,356,lucas-crispim,12,Lucas de Figueiredo Crispim,,,3.0,5.0,1.0,3.0,6.0,,1.0,,,,,,2.0,,,,,,
222,0.0,7,False,4.31,Slimani,Slimani,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_yTHJHMX.png,88744,32,,8.33,Coritiba,5,0.0,294,slimani,8,Islam Slimani,,1.0,2.0,10.0,6.0,7.0,10.0,2.0,7.0,,,,,1.0,,,,,,,
223,2.4,7,True,3.77,M. Moreno,Marcelino Moreno,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_gNmfi9P.png,88857,32,,6.13,Coritiba,4,0.13,294,marcelino-moreno,26,Damián Marcelino Moreno,,4.0,24.0,20.0,10.0,7.0,64.0,1.0,3.0,5.0,,,,,1.0,,1.0,,1.0,,
224,0.0,5,False,0.88,L. Polli,Luan Polli,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_BtY3LFq.png,88916,32,,2.51,Coritiba,1,0.0,294,luan-polli,4,Luan Polli Gomes,,,,,,,1.0,,,2.0,12.0,7.0,,,,,,,,,
225,0.0,7,False,1.03,I. Maidana,Iago Maidana,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_CEXnMRV.png,89226,32,,2.21,América-MG,3,0.0,327,iago-maidana,26,Iago Justen Maidana Martins,,,18.0,32.0,4.0,10.0,6.0,,1.0,5.0,,,1.0,,,,1.0,,,,
226,0.0,7,False,4.59,Gerson,Gerson,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_UpueHtq.png,89256,32,,10.4,Flamengo,4,0.0,262,gerson,25,Gerson Santos da Silva,,5.0,21.0,36.0,4.0,8.0,61.0,5.0,4.0,3.0,,,,1.0,,,1.0,,1.0,,
227,5.0,2,True,3.33,J. Pedro,João Pedro,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ux7O1sm.png,89273,32,,10.91,Grêmio,2,0.71,284,joao-pedro,26,João Pedro Maturano dos Santos,,1.0,22.0,18.0,,2.0,18.0,3.0,,1.0,,,6.0,,,1.0,,,,,
228,2.6,6,True,5.4,William,William,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_mkEok8F.png,89275,32,,10.1,Cruzeiro,2,0.09,283,william,26,Willian de Asevedo Furtado,,2.0,49.0,34.0,3.0,11.0,39.0,,1.0,5.0,,,11.0,,,,,,,,
229,0.0,6,False,3.28,I. Rabello,Igor Rabello,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,89493,32,,4.0,Atlético-MG,3,0.0,282,igor-rabello,6,Igor Rabello da Costa,,,10.0,6.0,,,1.0,,,1.0,,,2.0,,,,,,,,
230,-0.4,3,True,1.64,T. Maia,Thiago Maia,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_yDq9MVW.png,89637,32,,5.56,Flamengo,4,-0.3,262,thiago-maia,28,Thiago Maia Alencar,,,47.0,32.0,,3.0,7.0,,,6.0,,,,,,,1.0,,,,
231,0.0,5,False,6.47,Calleri,Calleri,https://s.sde.globo.com/media/person_role/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png,89840,32,,16.64,São Paulo,5,0.0,276,calleri,18,Jonathan Calleri,,2.0,4.0,37.0,10.0,13.0,33.0,9.0,14.0,5.0,,,,,2.0,,,,2.0,,
232,0.0,7,True,4.75,Cristaldo,Cristaldo,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Sywtl9T.png,89846,32,,10.63,Grêmio,4,-0.15,284,cristaldo,27,Franco Cristaldo,,4.0,25.0,8.0,12.0,7.0,32.0,6.0,4.0,,,,,,,,1.0,1.0,2.0,,
233,-0.1,3,True,1.75,Dodi,Dodi,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_a0W192c.png,89883,32,,4.14,Santos,4,-0.19,277,dodi,25,Douglas Moreira Fagundes,,,32.0,36.0,4.0,4.0,34.0,,,9.0,,,,,,,,,,,
234,0.0,2,True,2.81,E. Galdino,Everton Galdino,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TtRmr2d.png,89918,32,,5.1,Grêmio,5,-1.18,284,everton-galdino,22,Everton Galdino Moreira,,2.0,9.0,9.0,7.0,11.0,9.0,3.0,,2.0,,,,,,,,,,,
235,0.5,6,True,5.27,Mendoza,Mendoza,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_fdX9HMF.png,90031,32,,12.11,Santos,5,-0.2,277,mendoza,22,John Stiven Mendoza Valencia,,2.0,15.0,19.0,7.0,16.0,49.0,6.0,2.0,4.0,,,,,1.0,,,,1.0,,
236,4.7,7,True,6.28,B. Pacheco,Bruno Pacheco,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_PYjs4Li.png,90061,32,,11.66,Fortaleza,2,0.33,356,bruno-pacheco,24,Bruno de Jesus Pacheco,,3.0,50.0,45.0,3.0,9.0,41.0,2.0,,3.0,,,9.0,,,,,,,,
237,0.0,6,False,2.25,Edu,Edu,https://s.sde.globo.com/media/person_role/2023/09/13/photo_FORMATO_o4zQHNu.png,90120,32,,4.44,Coritiba,5,0.0,294,edu,6,Eduardo Nascimento da Silva Júnior,,,1.0,1.0,2.0,3.0,,1.0,2.0,,,,,,,,,,,,
238,0.0,6,False,3.16,R. Ramos,Raí Ramos,https://s.sde.globo.com/media/person_role/2023/04/15/photo_FORMATO_p3UWrBW.png,90232,32,,4.51,São Paulo,2,0.0,276,rai-ramos,5,Raí dos Reis Ramos,,,4.0,5.0,2.0,2.0,1.0,,,2.0,,,2.0,,,,,,,,
239,0.0,3,False,2.7,B. Henrique,Bruno Henrique,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_PsLr2Kh.png,90285,32,,5.82,Flamengo,5,0.0,262,bruno-henrique,23,Bruno Henrique Pinto,,,15.0,24.0,12.0,11.0,42.0,2.0,8.0,6.0,,,,1.0,,,,,1.0,,
240,0.0,6,True,1.26,Jailson,Jailson,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_borikKg.png,90290,32,,3.58,Palmeiras,4,-0.41,275,jailson,7,Jaílson Marques Siqueira,,,6.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,
241,0.0,6,False,-1.3,P. Rocha,Pedro Rocha,https://s.sde.globo.com/media/person_role/2022/09/28/photo_FORMATO_wjBokpm.png,90302,32,,3.51,Fortaleza,5,0.0,356,pedro-rocha,1,Pedro Rocha Neves,,,,1.0,,,,,,1.0,,,,,,,,,,,
242,0.0,7,False,2.34,David,David,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_zc5jjjt.png,90309,32,,3.88,São Paulo,5,0.0,276,david,17,David Correa da Fonseca,,2.0,6.0,20.0,5.0,7.0,12.0,2.0,11.0,4.0,,,,,,,,,,,
243,2.4,7,True,3.38,Rezende,Rezende,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,90449,32,,7.06,Bahia,4,-0.26,265,rezende,26,Júlio César Rezende de Miranda,,2.0,62.0,48.0,2.0,8.0,22.0,1.0,,6.0,,,,1.0,,,1.0,,,,
244,0.0,6,False,0.96,D. Gonçalves,Diego Gonçalves,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_eh2bZ7u.png,90540,32,,1.86,Goiás,5,0.0,290,diego-goncalves,10,Diego Gonçalves,,,3.0,7.0,2.0,3.0,9.0,,1.0,1.0,,,,,,,,,,,
245,0.0,6,False,-1.0,M. Claus,Mateus Claus,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_UPFwDzZ.png,90590,32,,1.95,Bahia,1,0.0,265,mateus-claus,1,Mateus Eduardo Claus,,,,,,,,,,,1.0,2.0,,,,,,,,,
246,0.0,5,False,0.66,L. Mineiro,Lucas Mineiro,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_AlOmB6m.png,90634,32,,2.47,Cuiabá,4,0.0,1371,lucas-mineiro,13,Lucas da Silva Izidoro,,,8.0,14.0,,4.0,8.0,,1.0,4.0,,,,,,,,,,,
247,6.2,7,True,3.53,F. Bruno,Fabrício Bruno,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_zrQ4flU.png,90768,32,,9.51,Flamengo,3,0.76,262,fabricio-bruno,27,Fabrício Bruno Soares de Faria,,1.0,24.0,11.0,3.0,2.0,15.0,,,6.0,,,11.0,,1.0,,,,,,
248,0.0,6,False,4.01,Everaldo,Everaldo,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_5VgdyWf.png,91151,32,,8.75,América-MG,5,0.0,327,everaldo,15,Everaldo Silva do Nascimento,,3.0,17.0,14.0,3.0,6.0,24.0,1.0,5.0,5.0,,,,,2.0,,,,,,
249,5.0,6,True,1.82,PK,PK,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_kfJYHxI.png,91190,32,,4.13,Cuiabá,2,0.8,1371,pk,13,Ítaro Patric Cardoso Calmon,,,10.0,10.0,,2.0,4.0,,,1.0,,,3.0,1.0,,,,,,,
250,0.0,6,False,0.69,Éder,Éder,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_ELJqlLk.png,91203,32,,2.19,América-MG,3,0.0,327,eder,18,Éder Ferreira Graminho,,,18.0,18.0,1.0,1.0,3.0,,3.0,4.0,,,,1.0,,,,,,,
251,2.0,7,True,2.35,Carballo,Carballo,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NYg6Ymv.png,91254,32,,4.27,Grêmio,4,-0.06,284,carballo,17,Felipe Ignacio Carballo Ares,,,20.0,11.0,3.0,7.0,6.0,1.0,,1.0,,,,,,,,,,,
252,1.0,7,True,5.21,L. Perri,Lucas Perri,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_83wBpb6.png,91260,32,,11.49,Botafogo,1,0.33,263,lucas-perri,31,Lucas Estella Perri,,,,,,,3.0,,,1.0,114.0,23.0,14.0,,,,,,,,
253,4.65,7,True,4.64,M. Fernandes,Marcelo Fernandes,https://s.sde.globo.com/media/person_role/2021/04/27/7f50feb3c2bff8d96ced4bd8a038efad_220x220.png,91274,32,,9.53,Santos,6,0.04,277,marcelo-fernandes,8,Marcelo Faria Fernandes,4.0,,,,,,,,,,,,,,,,,,,,
254,-0.1,7,True,2.57,E. Pulgar,Erick Pulgar,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xuM4Nls.png,91473,32,,3.9,Flamengo,4,0.01,262,erick-pulgar,19,Erick Antonio Pulgar Farfán,,,26.0,36.0,3.0,6.0,11.0,2.0,3.0,7.0,,,,,2.0,,,,,,
255,0.0,7,False,4.92,Arboleda,Arboleda,https://s.sde.globo.com/media/person_role/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,91573,32,,9.14,São Paulo,3,0.0,276,arboleda,14,Robert Abel Arboleda Escobar,,,21.0,3.0,3.0,3.0,8.0,,4.0,,,,7.0,1.0,1.0,,,,,,
256,0.0,6,False,2.76,Rony,Rony,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_eJOedW8.png,91607,32,,8.25,Palmeiras,5,0.0,275,rony,26,Ronielson da Silva Barbosa,,,8.0,20.0,12.0,14.0,28.0,4.0,23.0,3.0,,,,,1.0,,1.0,,,,
257,0.0,7,False,3.89,Adryelson,Adryelson,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,91664,32,,6.73,Botafogo,3,0.0,263,adryelson,29,Adryelson Shawann Lima Silva,,1.0,24.0,17.0,4.0,2.0,15.0,1.0,,5.0,,,14.0,1.0,,,,,,,
258,3.1,6,True,1.75,M. Jussa,Matheus Jussa,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vMaiFUT.png,91689,32,,2.96,Cruzeiro,4,-0.17,283,matheus-jussa,23,Matheus Isaías dos Santos,,,28.0,40.0,8.0,7.0,7.0,1.0,,8.0,,,,,,,,,,,
259,5.9,6,True,8.06,Marlon,Marlon,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_vrVAWB7.png,91706,32,,17.39,Cruzeiro,2,-0.02,283,marlon,28,Marlon Rodrigues Xavier,,2.0,105.0,28.0,5.0,10.0,26.0,3.0,1.0,6.0,,,10.0,,1.0,,,,,,
260,0.0,7,False,3.48,Nino,Nino,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_U5c1E7V.png,91708,32,,10.76,Fluminense,3,0.0,266,nino,21,Marcílio Florêncio Mota Filho,,,9.0,22.0,3.0,3.0,22.0,2.0,,4.0,,,8.0,1.0,1.0,,,,,,
261,0.0,6,False,0.0,M. Alves,Matheus Alves,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_voSytVs.png,91712,32,,2.0,Goiás,1,0.0,290,matheus-alves,0,Matheus Alves da Silva Cardoso,,,,,,,,,,,,,,,,,,,,,
262,-0.1,6,True,3.19,D. Duarte,David Duarte,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0ibQkD2.png,91772,32,,4.28,Bahia,3,-0.92,265,david-duarte,9,David de Duarte Macedo,,,7.0,5.0,,1.0,4.0,1.0,,2.0,,,2.0,,1.0,,,,,,
263,0.0,6,False,2.17,Hayner,Hayner,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_uNyULXz.png,91856,32,,2.86,Coritiba,2,0.0,294,hayner,6,Hayner Willian Monjardim Cordeiro,,1.0,3.0,7.0,,,9.0,,,3.0,,,1.0,,,,,,,,
264,0.0,6,False,2.61,Z. Ivaldo,Zé Ivaldo,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ZOxQ99E.png,91866,32,,4.69,Athlético-PR,3,0.0,293,ze-ivaldo,14,José Ivaldo Almeida Silva,,,14.0,19.0,1.0,1.0,9.0,,1.0,2.0,,,5.0,1.0,,,1.0,,,,
265,10.0,7,True,4.57,Pavón,Pavón,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_U1jXQaU.png,91908,32,,10.21,Atlético-MG,5,1.5,282,pavon,29,Cristian David Pavón,,6.0,33.0,19.0,14.0,22.0,24.0,3.0,10.0,7.0,,,,,2.0,,,,,,
266,2.1,7,True,5.01,W. Carvalho,Wesley Carvalho,https://s.sde.globo.com/media/person_role/2022/05/05/21d7b4d24237a06ec8872f1ff041e713_FORMATO.png,91971,32,,11.37,Athlético-PR,6,-0.31,293,wesley-carvalho,21,Wesley Oliveira de Carvalho,7.0,,,,,,,,,,,,,,,,,,,,
267,6.09,6,True,5.2,R. Díaz,Ramón Díaz,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO.png,92075,32,,10.23,Vasco,6,-0.14,267,ramon-diaz,17,Ramón Ángel Díaz,7.0,,,,,,,,,,,,,,,,,,,,
268,0.0,6,False,8.0,Caíque,Caíque,https://s.sde.globo.com/media/person_role/2023/08/04/photo_220x220_bq0AF4S.png,92207,32,,4.18,Grêmio,1,0.0,284,caique,1,Caíque Luiz Santos da Purificação,,,,,,,,,,,3.0,,1.0,,,,,,,,
269,0.0,6,False,2.43,R. Ely,Rodrigo Ely,https://s.sde.globo.com/media/person_role/2023/08/03/photo_220x220_mGnJe3Z.png,92237,32,,4.6,Grêmio,3,0.0,284,rodrigo-ely,6,Rodrigo Ely,,,2.0,6.0,,,4.0,,,3.0,,,3.0,,,,,,,,
270,0.0,6,True,-0.27,Raul,Raul,https://s.sde.globo.com/media/person_role/2022/05/05/278a2f0c3cd97ace8138ffbe2f23d81d_FORMATO.png,92496,32,,3.5,Bragantino,4,-0.13,280,raul,3,Raul Lô Gonçalves,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,
271,0.0,5,False,0.87,R. Kayzer,Renato Kayzer,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_NWhDcn5.png,92696,32,,3.23,América-MG,5,0.0,327,renato-kayzer,3,Renato Kayzer de Souza,,,,2.0,1.0,2.0,1.0,,1.0,,,,,,,,,,,,
272,0.0,7,True,5.3,Deyverson,Deyverson,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_AvLd8xm.png,92708,32,,8.39,Cuiabá,5,-0.82,1371,deyverson,29,Deyverson Brum Silva Acosta,,2.0,11.0,29.0,18.0,19.0,53.0,10.0,27.0,4.0,,,,,2.0,,,1.0,1.0,,
273,8.5,6,True,5.42,B. Rodrigues,Bruno Rodrigues,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_xfgmkoy.png,92811,32,,13.25,Cruzeiro,5,0.68,283,bruno-rodrigues,28,Bruno Rafael Rodrigues do Nascimento,,3.0,26.0,22.0,15.0,31.0,47.0,6.0,20.0,4.0,,,,,2.0,,,1.0,2.0,,
274,0.0,6,False,1.83,Palacios,Palacios,https://s.sde.globo.com/media/person_role/2023/07/05/photo_FORMATO.png,92855,32,,3.22,Cruzeiro,2,0.0,283,palacios,8,Helibelton Palacios Zapata,,,9.0,20.0,,1.0,4.0,,,3.0,,,2.0,,,,,,,,
275,4.7,6,True,2.42,M. Vital,Mateus Vital,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_CifS8My.png,93108,32,,6.68,Cruzeiro,4,0.6,283,mateus-vital,26,Mateus da Silva Vital Assumpção,,1.0,19.0,14.0,9.0,16.0,20.0,,1.0,,,,,,2.0,,,,,,
276,0.0,6,False,0.0,R. Ramos,Rafael Ramos,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_Tdjz7Nn.png,93236,32,,4.0,Corinthians,2,0.0,264,rafael-ramos,0,Rafael António Figueiredo Ramos,,,,,,,,,,,,,,,,,,,,,
277,0.0,7,False,3.48,L. Veríssimo,Lucas Veríssimo,https://s.sde.globo.com/media/person_role/2023/08/18/photo_FORMATO_LvuX4b4.png,93368,32,,8.83,Corinthians,3,0.0,264,lucas-verissimo,9,Lucas Veríssimo da Silva,,,9.0,12.0,2.0,5.0,2.0,,3.0,3.0,,,4.0,,,,,,,,
278,0.0,5,False,1.56,J. Basso,João Basso,https://s.sde.globo.com/media/person_role/2023/07/31/photo_FORMATO_tUHU2kX.png,93372,32,,3.3,Santos,3,0.0,277,joao-basso,12,João Othávio Basso,,,17.0,13.0,,4.0,6.0,,,1.0,,,,,,1.0,,,,,
279,12.6,7,True,4.15,Wanderson,Wanderson,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TAoUoam.png,93478,32,,12.51,Internacional,5,1.42,285,wanderson,27,Wanderson Maciel Sousa Campos,,2.0,24.0,19.0,10.0,10.0,23.0,6.0,1.0,3.0,,,,,1.0,,,,,,
280,5.5,7,True,5.97,Benítez,Benítez,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_AwXLo9s.png,93550,32,,8.1,América-MG,4,0.53,327,benitez,16,Martín Nicolás Benítez,,4.0,11.0,12.0,6.0,14.0,42.0,3.0,4.0,3.0,,,,,2.0,,,,,,
