,atletas.preco_num,atletas.jogos_num,atletas.slug,atletas.media_num,atletas.clube_id,atletas.pontos_num,atletas.entrou_em_campo,atletas.status_id,atletas.posicao_id,atletas.foto,atletas.atleta_id,atletas.apelido_abreviado,atletas.clube.id.full.name,atletas.nome,atletas.rodada_id,atletas.variacao_num,atletas.apelido,atletas.minimo_para_valorizar,A,CA,DS,FC,FD,FF,FS,G,PS,SG,I,PP,CV,PC,FT,DE,GS,DP,GC,V,PI
188,4.44,15,keno,3.87,266,2.7,True,7,5,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_RDEOJLs.png,86485,Keno,Fluminense,Marcos da Silva França,24,-0.07,Keno,,3.0,4.0,18.0,10.0,11.0,10.0,15.0,,,,4.0,,,,,,,,,,
189,4.09,4,jandrei,3.88,276,0.0,True,6,1,https://s.sde.globo.com/media/person_role/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png,86508,Jandrei,São Paulo,Jandrei Chitolina Carniel,24,-0.76,Jandrei,,,1.0,,,,,1.0,,,2.0,,,,,,9.0,3.0,,,,
190,7.36,23,tche-tche,2.18,263,0.7,True,7,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_FytIYxJ.png,86686,T. Tchê,Botafogo,Danilo das Neves Pinheiro,24,0.02,Tchê Tchê,,2.0,5.0,15.0,27.0,7.0,8.0,25.0,1.0,,,,,,,,,,,,,
191,8.07,20,everton,3.72,262,1.7,True,6,5,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_EcaScZP.png,86757,Everton,Flamengo,Everton Sousa Soares,24,-0.12,Everton,,3.0,1.0,15.0,14.0,10.0,14.0,14.0,2.0,1.0,,5.0,,,,,,,,,,
192,3.47,3,luan,0.57,284,0.0,False,6,4,https://s.sde.globo.com/media/person_role/2023/08/01/photo_FORMATO_wWoVCQJ.png,86759,Luan,Grêmio,Luan Guilherme de Jesus Vieira,24,0.0,Luan,,,,1.0,,,,1.0,,,,,,,,,,,,,,
193,4.66,13,danilo-barbosa,1.79,263,0.0,False,6,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_6wIsdHM.png,86777,D. Barbosa,Botafogo,Danilo Barbosa da Silva,24,0.0,Danilo Barbosa,,,1.0,8.0,8.0,,2.0,15.0,1.0,,,,,,,,,,,,,
194,3.27,10,rodrigo-pinho,1.57,294,0.0,False,6,5,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_vRioSFE.png,86799,R. Pinho,Coritiba,Rodrigo Cunha Pereira de Pinho,24,0.0,Rodrigo Pinho,,,2.0,3.0,8.0,4.0,5.0,10.0,,,,4.0,,,,1.0,,,,,,
195,5.85,11,boschilia,3.17,294,0.0,False,6,4,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_f9gTrC7.png,86841,Boschilia,Coritiba,Gabriel Boschilia,24,0.0,Boschilia,,1.0,1.0,8.0,6.0,5.0,7.0,7.0,1.0,,,,,,,,,,,,,
196,4.97,14,jose-welison,3.14,356,9.6,True,3,4,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_Sq4MDcU.png,86859,J. Welison,Fortaleza,José Welison da Silva,24,1.02,José Welison,,1.0,6.0,22.0,23.0,2.0,10.0,14.0,1.0,,,1.0,,,,,,,,,,
197,5.6,12,marlon,3.32,327,0.0,False,6,2,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_9jhAK26.png,86864,Marlon,América-MG,Marlon Matheus Lopes do Nascimento,24,0.0,Marlon,,1.0,1.0,21.0,10.0,,2.0,20.0,,,1.0,,,,,,,,,1.0,,
198,9.38,23,leo-jardim,3.0,267,1.0,True,7,1,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_2NC7Cvz.png,87008,L. Jardim,Vasco,Leonardo César Jardim,24,-0.57,Léo Jardim,,,2.0,,,,,2.0,,,3.0,,,,,,89.0,34.0,,,,
199,4.58,13,nathan,2.1,284,1.0,True,7,4,https://s.sde.globo.com/media/person_role/2023/04/12/photo_FORMATO_H5UIx66.png,87009,Nathan,Grêmio,Nathan Allan de Souza,24,-0.36,Nathan,,1.0,1.0,11.0,11.0,4.0,4.0,11.0,,,,1.0,,,,,,,,,,
200,8.95,11,pedro-henrique,3.65,293,0.0,False,6,3,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Pmz9ta0.png,87225,P. Henrique,Athlético-PR,Pedro Henrique Ribeiro Gonçalves,24,0.0,Pedro Henrique,,,3.0,10.0,14.0,1.0,5.0,5.0,1.0,,4.0,2.0,,,,,,,,,,
201,10.46,14,guilherme-arana,4.45,282,5.3,True,7,2,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6cBmo9F.png,87228,G. Arana,Atlético-MG,Guilherme Antonio Arana Lopes,24,-0.49,Guilherme Arana,,,1.0,20.0,9.0,3.0,5.0,15.0,,,6.0,,,1.0,,,,,,,,
202,8.17,19,carlos-de-pena,2.75,285,8.8,True,3,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8NTSnKt.png,87242,C. Pena,Internacional,Carlos María de Pena Bonino,24,1.33,Carlos de Pena,,,3.0,21.0,15.0,7.0,10.0,12.0,2.0,,,,,1.0,1.0,,,,,,,
203,7.43,10,soteldo,4.72,277,0.0,False,7,5,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xCE9nv8.png,87258,Soteldo,Santos,Yeferson Julio Soteldo Martínez,24,0.0,Soteldo,,4.0,2.0,9.0,3.0,5.0,5.0,25.0,,,,2.0,,2.0,,1.0,,,,,,
204,7.92,15,kannemann,4.14,284,0.0,False,7,3,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q2fTOjY.png,87342,Kannemann,Grêmio,Walter Kannemann,24,0.0,Kannemann,,1.0,8.0,33.0,30.0,3.0,2.0,15.0,,,5.0,,,1.0,,,,,,,,
205,5.03,10,allano,3.46,290,2.8,True,7,5,https://s.sde.globo.com/media/person_role/2023/08/08/photo_FORMATO_tmBtY58.png,87391,Allano,Goiás,Allano Brendon de Souza Lima,24,-0.12,Allano,,,2.0,14.0,10.0,6.0,6.0,16.0,,,,2.0,,,,1.0,,,,,,
206,6.68,17,messias,3.0,277,0.0,False,6,3,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_XWlumea.png,87402,Messias,Santos,Messias Rodrigues da Silva Júnior,24,0.0,Messias,,,2.0,21.0,14.0,2.0,2.0,8.0,,,5.0,1.0,,,1.0,,,,,,,
207,12.41,22,thaciano,4.55,265,0.0,False,7,4,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_dQGg2S1.png,87470,Thaciano,Bahia,Thaciano Mickael da Silva,24,0.0,Thaciano,,2.0,1.0,26.0,23.0,8.0,23.0,18.0,3.0,,,4.0,,,,2.0,,,,,,
208,7.61,18,vitor-bueno,4.35,293,1.9,True,3,4,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Vn5DBCR.png,87552,V. Bueno,Athlético-PR,Vitor Frezarin Bueno,24,-1.39,Vitor Bueno,,3.0,6.0,8.0,12.0,10.0,11.0,25.0,3.0,,,2.0,,,,2.0,,,,,,
209,3.03,10,mateus-pasinato,2.6,327,0.0,False,6,1,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_1bOXVa7.png,87603,M. Pasinato,América-MG,Mateus Pasinato,24,0.0,Mateus Pasinato,,,1.0,,,,,2.0,,,1.0,,,,,,41.0,20.0,,,,
210,4.45,13,yago-felipe,1.15,265,0.0,False,7,4,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO.png,87747,Y. Felipe,Bahia,Yago Felipe da Costa Rocha,24,0.0,Yago Felipe,,,3.0,14.0,20.0,,4.0,8.0,,,,,,,,,,,,,,
211,3.33,8,philipe-sampaio,2.73,263,0.0,False,6,3,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_E29teNI.png,87808,P. Sampaio,Botafogo,Philipe Sampaio Azevedo,24,0.0,Philipe Sampaio,,,2.0,6.0,6.0,,2.0,4.0,,,3.0,1.0,,,,,,,,,,
212,10.37,16,mauricio-lemos,4.55,282,5.1,True,2,3,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,87853,M. Lemos,Atlético-MG,Paolo Mauricio Lemos Merladett,24,-0.35,Mauricio Lemos,,,7.0,23.0,17.0,5.0,5.0,9.0,1.0,,7.0,2.0,,1.0,,1.0,,,,,,
213,13.43,15,arrascaeta,6.25,262,0.0,False,7,4,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,87863,Arrascaeta,Flamengo,Giorgian Daniel de Arrascaeta Benedetti,24,0.0,Arrascaeta,,5.0,3.0,14.0,17.0,4.0,9.0,19.0,4.0,1.0,,3.0,,,,2.0,,,,,,
214,4.3,20,alan-empereur,2.03,1371,0.0,True,7,3,https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,88033,A. Empereur,Cuiabá,Alan Pereira Empereur,24,-0.38,Alan Empereur,,1.0,4.0,11.0,8.0,3.0,4.0,10.0,,,4.0,,,,,,,,,1.0,,
215,4.0,0,jorge,0.0,266,0.0,False,5,2,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_Rnoad6D.png,88065,Jorge,Fluminense,Jorge Marco de Oliveira Moraes,24,0.0,Jorge,,,,,,,,,,,,,,,,,,,,,,
216,5.0,0,ivan,0.0,267,0.0,False,6,1,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_qStnmUz.png,88136,Ivan,Vasco,Ivan Quaresma da Silva,24,0.0,Ivan,,,,,,,,,,,,,,,,,,,,,,
217,3.0,0,aguerre,0.0,327,0.0,False,6,1,https://s.sde.globo.com/media/person_role/2023/09/05/photo_FORMATO_IsQMVQY.png,88237,Aguerre,América-MG,Washington Omar Aguerre Lima,24,0.0,Aguerre,,,,,,,,,,,,,,,,,,,,,,
218,3.02,9,angel-romero,1.58,264,1.7,True,6,5,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_CufTSrv.png,88323,Ã. Romero,Corinthians,Ángel Rodrigo Romero Villamayor,24,0.28,Ángel Romero,,1.0,,3.0,1.0,1.0,1.0,8.0,,,,,,,,,,,,,,
219,2.89,1,gabriel-dias,4.0,267,0.0,False,5,2,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_SmDR7cT.png,88368,G. Dias,Vasco,Gabriel Dias de Oliveira,24,0.0,Gabriel Dias,,,1.0,,,,,,,,1.0,,,,,,,,,,,
220,15.19,21,ayrton-lucas,5.31,262,8.4,True,7,2,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_P9K1v1H.png,88393,A. Lucas,Flamengo,Ayrton Lucas Dantas de Medeiros,24,0.65,Ayrton Lucas,,1.0,6.0,31.0,29.0,3.0,5.0,33.0,3.0,1.0,7.0,,,,,,,,,,,
221,8.81,15,aderlan,4.73,280,0.0,False,7,2,https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,88423,Aderlan,Bragantino,Aderlan de Lima Silva,24,0.0,Aderlan,,1.0,3.0,28.0,22.0,,3.0,7.0,,,8.0,,,1.0,1.0,,,,,,,
222,3.24,8,lucas-crispim,0.77,356,0.0,False,6,4,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_EvxhSX5.png,88597,L. Crispim,Fortaleza,Lucas de Figueiredo Crispim,24,0.0,Lucas Crispim,,,,2.0,3.0,1.0,,1.0,,,,,,,,1.0,,,,,,
223,8.15,2,slimani,5.35,294,0.7,True,7,5,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_yTHJHMX.png,88744,Slimani,Coritiba,Islam Slimani,24,-1.41,Slimani,,1.0,,1.0,3.0,2.0,3.0,2.0,,,,4.0,,,,,,,,,,
224,6.52,19,marcelino-moreno,3.98,294,6.8,True,2,4,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_gNmfi9P.png,88857,M. Moreno,Coritiba,Damián Marcelino Moreno,24,1.02,Marcelino Moreno,,3.0,2.0,16.0,8.0,10.0,5.0,46.0,1.0,,,2.0,,,1.0,,,,,,,
225,2.51,4,luan-polli,0.88,294,0.0,False,5,1,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_BtY3LFq.png,88916,L. Polli,Coritiba,Luan Polli Gomes,24,0.0,Luan Polli,,,2.0,,,,,1.0,,,,,,,,,12.0,7.0,,,,
226,2.14,20,iago-maidana,0.99,327,0.0,False,7,3,https://s.sde.globo.com/media/person_role/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png,89226,I. Maidana,América-MG,Iago Justen Maidana Martins,24,0.0,Iago Maidana,,,5.0,14.0,22.0,4.0,5.0,4.0,,,1.0,1.0,,,1.0,,,,,,,
227,10.79,19,gerson,4.69,262,1.7,True,7,4,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_UpueHtq.png,89256,Gerson,Flamengo,Gerson Santos da Silva,24,0.07,Gerson,,5.0,3.0,16.0,32.0,4.0,4.0,52.0,3.0,1.0,,4.0,,,1.0,,,,,,,
228,12.56,18,joao-pedro,3.88,284,14.2,True,7,2,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ux7O1sm.png,89273,J. Pedro,Grêmio,João Pedro Maturano dos Santos,24,2.65,João Pedro,,1.0,1.0,19.0,12.0,,2.0,14.0,2.0,,5.0,,,,,,,,,1.0,,
229,9.97,21,william,5.09,283,3.3,True,7,2,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_mkEok8F.png,89275,William,Cruzeiro,Willian de Asevedo Furtado,24,-0.74,William,,1.0,4.0,38.0,25.0,2.0,6.0,32.0,,,9.0,1.0,,,,,,,,,,
230,5.23,5,igor-rabello,3.94,282,0.0,False,5,3,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,89493,I. Rabello,Atlético-MG,Igor Rabello da Costa,24,0.0,Igor Rabello,,,1.0,10.0,6.0,,,1.0,,,2.0,,,,,,,,,,,
231,5.99,21,thiago-maia,1.67,262,1.7,True,6,4,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_yDq9MVW.png,89637,T. Maia,Flamengo,Thiago Maia Alencar,24,0.32,Thiago Maia,,,3.0,34.0,21.0,,3.0,4.0,,,,,,,1.0,,,,,,,
232,15.24,17,calleri,5.82,276,0.0,False,5,5,https://s.sde.globo.com/media/person_role/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png,89840,Calleri,São Paulo,Jonathan Calleri,24,0.0,Calleri,,2.0,4.0,4.0,37.0,9.0,12.0,32.0,7.0,2.0,,14.0,,,,2.0,,,,,,
233,11.07,19,cristaldo,5.83,284,0.5,True,7,4,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Sywtl9T.png,89846,Cristaldo,Grêmio,Franco Cristaldo,24,0.02,Cristaldo,,3.0,,23.0,6.0,9.0,7.0,26.0,5.0,1.0,,3.0,,,,,,,,,,
234,4.65,19,dodi,2.27,277,0.0,False,6,4,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_a0W192c.png,89883,Dodi,Santos,Douglas Moreira Fagundes,24,0.0,Dodi,,,6.0,31.0,31.0,3.0,2.0,32.0,,,,,,,,,,,,,,
235,4.97,14,everton-galdino,2.6,284,0.8,True,6,5,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TtRmr2d.png,89918,E. Galdino,Grêmio,Everton Galdino Moreira,24,-0.34,Everton Galdino,,1.0,2.0,5.0,5.0,5.0,5.0,6.0,2.0,,,,,,,,,,,,,
236,12.56,17,mendoza,5.87,277,0.0,False,5,5,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_fdX9HMF.png,90031,Mendoza,Santos,John Stiven Mendoza Valencia,24,0.0,Mendoza,,2.0,4.0,12.0,18.0,5.0,16.0,44.0,5.0,1.0,,2.0,,,,1.0,,,,,,
237,11.84,21,bruno-pacheco,6.45,356,3.7,True,7,2,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_PYjs4Li.png,90061,B. Pacheco,Fortaleza,Bruno de Jesus Pacheco,24,-0.35,Bruno Pacheco,,3.0,2.0,44.0,38.0,3.0,8.0,36.0,1.0,,9.0,,,,,,,,,,,
238,5.92,4,edu,3.25,294,0.0,False,6,5,https://s.sde.globo.com/media/person_role/2023/09/13/photo_FORMATO_o4zQHNu.png,90120,Edu,Coritiba,Eduardo Nascimento da Silva Júnior,24,0.0,Edu,,,,1.0,,2.0,2.0,,1.0,,,2.0,,,,,,,,,,
239,4.51,5,rai-ramos,3.16,276,0.0,False,6,2,https://s.sde.globo.com/media/person_role/2023/04/15/photo_FORMATO_p3UWrBW.png,90232,R. Ramos,São Paulo,Raí dos Reis Ramos,24,0.0,Raí Ramos,,,2.0,4.0,5.0,2.0,2.0,1.0,,,2.0,,,,,,,,,,,
240,6.42,17,bruno-henrique,2.92,262,3.5,True,7,5,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_PsLr2Kh.png,90285,B. Henrique,Flamengo,Bruno Henrique Pinto,24,-1.1,Bruno Henrique,,,4.0,13.0,17.0,8.0,8.0,24.0,2.0,,,7.0,,,,,,,,,,
241,3.87,4,jailson,1.67,275,0.0,False,6,4,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_borikKg.png,90290,Jailson,Palmeiras,Jaílson Marques Siqueira,24,0.0,Jailson,,,,4.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
242,5.0,0,pedro-rocha,0.0,356,0.0,False,5,5,https://s.sde.globo.com/media/person_role/2022/09/28/photo_FORMATO_wjBokpm.png,90302,P. Rocha,Fortaleza,Pedro Rocha Neves,24,0.0,Pedro Rocha,,,,,,,,,,,,,,,,,,,,,,
243,3.7,11,david,2.9,276,-0.9,True,6,5,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_zc5jjjt.png,90309,David,São Paulo,David Correa da Fonseca,24,-0.41,David,,2.0,4.0,4.0,13.0,2.0,4.0,8.0,2.0,,,6.0,,,,,,,,,,
244,6.91,20,rezende,3.65,265,0.0,False,7,4,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,90449,Rezende,Bahia,Júlio César Rezende de Miranda,24,0.0,Rezende,,1.0,3.0,50.0,36.0,2.0,6.0,19.0,1.0,,,,,1.0,,,,,,,,
245,1.86,10,diego-goncalves,0.96,290,0.0,False,6,5,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_eh2bZ7u.png,90540,D. Gonçalves,Goiás,Diego Gonçalves,24,0.0,Diego Gonçalves,,,1.0,3.0,7.0,2.0,3.0,9.0,,,,1.0,,,,,,,,,,
246,1.95,1,mateus-claus,-1.0,265,0.0,False,6,1,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_UPFwDzZ.png,90590,M. Claus,Bahia,Mateus Eduardo Claus,24,0.0,Mateus Claus,,,,,,,,,,,,,,,,,1.0,2.0,,,,
247,2.56,7,lucas-mineiro,0.49,1371,0.1,True,6,4,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_AlOmB6m.png,90634,L. Mineiro,Cuiabá,Lucas da Silva Izidoro,24,-0.19,Lucas Mineiro,,,2.0,4.0,9.0,,1.0,5.0,,,,,,,,,,,,,,
248,9.16,21,fabricio-bruno,3.19,262,4.9,True,7,3,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_zrQ4flU.png,90768,F. Bruno,Flamengo,Fabrício Bruno Soares de Faria,24,0.51,Fabrício Bruno,,1.0,5.0,21.0,8.0,2.0,1.0,12.0,,,7.0,,,,,,,,,,,
249,8.45,14,everaldo,3.88,327,0.0,False,6,5,https://s.sde.globo.com/media/person_role/2022/02/25/561f3ca4238e82e1b2e1479a1a66c551_FORMATO.png,91151,Everaldo,América-MG,Everaldo Silva do Nascimento,24,0.0,Everaldo,,2.0,5.0,17.0,11.0,3.0,5.0,22.0,1.0,,,4.0,,,,2.0,,,,,,
250,3.47,8,pk,1.7,1371,0.0,False,6,2,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_kfJYHxI.png,91190,PK,Cuiabá,Ítaro Patric Cardoso Calmon,24,0.0,PK,,,1.0,10.0,10.0,,2.0,4.0,,,1.0,,,1.0,,,,,,,,
251,2.32,14,eder,0.91,327,0.0,False,6,3,https://s.sde.globo.com/media/person_role/2022/02/24/e0b5f4c6647fe1b42922ddb4458dade0_FORMATO.png,91203,Éder,América-MG,Éder Ferreira Graminho,24,0.0,Éder,,,4.0,18.0,17.0,1.0,1.0,3.0,,,,3.0,,1.0,,,,,,,,
252,4.22,13,carballo,2.41,284,0.0,False,7,4,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NYg6Ymv.png,91254,Carballo,Grêmio,Felipe Ignacio Carballo Ares,24,0.0,Carballo,,,1.0,14.0,9.0,2.0,6.0,6.0,1.0,,,,,,,,,,,,,
253,12.29,24,lucas-perri,6.23,263,3.0,True,7,1,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_83wBpb6.png,91260,L. Perri,Botafogo,Lucas Estella Perri,24,0.13,Lucas Perri,,,,,,,,3.0,,,13.0,,,,,,97.0,14.0,,,,
254,8.66,0,marcelo-fernandes,0.0,277,0.0,False,7,6,https://s.sde.globo.com/media/person_role/2021/04/27/7f50feb3c2bff8d96ced4bd8a038efad_220x220.png,91274,M. Fernandes,Santos,Marcelo Faria Fernandes,24,0.0,Marcelo Fernandes,,,,,,,,,,,,,,,,,,,,,,
255,3.93,13,erick-pulgar,2.5,262,0.0,False,7,4,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xuM4Nls.png,91473,E. Pulgar,Flamengo,Erick Antonio Pulgar Farfán,24,0.0,Erick Pulgar,,,4.0,18.0,26.0,1.0,4.0,5.0,2.0,,,3.0,,,,,,,,,,
256,8.16,13,arboleda,4.73,276,0.0,False,6,3,https://s.sde.globo.com/media/person_role/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,91573,Arboleda,São Paulo,Robert Abel Arboleda Escobar,24,0.0,Arboleda,,,,19.0,3.0,3.0,3.0,8.0,,,6.0,4.0,,1.0,,1.0,,,,,,
257,9.0,20,rony,3.38,275,-0.1,True,7,5,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_eJOedW8.png,91607,Rony,Palmeiras,Ronielson da Silva Barbosa,24,-0.41,Rony,,,1.0,8.0,17.0,10.0,8.0,25.0,4.0,,,18.0,,,,1.0,,,,,,
258,7.15,23,adryelson,4.32,263,0.4,True,7,3,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,91664,Adryelson,Botafogo,Adryelson Shawann Lima Silva,24,-0.2,Adryelson,,,5.0,19.0,13.0,4.0,2.0,12.0,1.0,,13.0,,,,,,,,,,,
259,2.47,17,matheus-jussa,1.42,283,1.4,True,7,4,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vMaiFUT.png,91689,M. Jussa,Cruzeiro,Matheus Isaías dos Santos,24,-1.76,Matheus Jussa,,,5.0,18.0,31.0,3.0,4.0,4.0,1.0,,,,,,,,,,,,,
260,17.02,23,marlon,8.15,283,2.4,True,7,2,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_vrVAWB7.png,91706,Marlon,Cruzeiro,Marlon Rodrigues Xavier,24,-1.16,Marlon,,2.0,5.0,90.0,23.0,4.0,8.0,18.0,2.0,,9.0,1.0,,,,,,,,,,
261,11.73,20,nino,3.66,266,4.9,True,7,3,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_U5c1E7V.png,91708,Nino,Fluminense,Marcílio Florêncio Mota Filho,24,0.64,Nino,,,4.0,9.0,18.0,3.0,3.0,20.0,2.0,,8.0,,,1.0,,1.0,,,,,,
262,2.0,0,matheus-alves,0.0,290,0.0,False,6,1,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_voSytVs.png,91712,M. Alves,Goiás,Matheus Alves da Silva Cardoso,24,0.0,Matheus Alves,,,,,,,,,,,,,,,,,,,,,,
263,5.2,8,david-duarte,3.6,265,0.0,False,6,3,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0ibQkD2.png,91772,D. Duarte,Bahia,David de Duarte Macedo,24,0.0,David Duarte,,,1.0,6.0,4.0,,1.0,4.0,1.0,,2.0,,,,,1.0,,,,,,
264,3.12,3,hayner,2.43,294,3.6,True,7,2,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_uNyULXz.png,91856,Hayner,Coritiba,Hayner Willian Monjardim Cordeiro,24,0.21,Hayner,,1.0,2.0,3.0,6.0,,,5.0,,,,,,,,,,,,,,
265,4.69,14,ze-ivaldo,2.61,293,0.0,False,6,3,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ZOxQ99E.png,91866,Z. Ivaldo,Athlético-PR,José Ivaldo Almeida Silva,24,0.0,Zé Ivaldo,,,2.0,14.0,19.0,1.0,1.0,9.0,,,5.0,1.0,,1.0,1.0,,,,,,,
266,9.01,21,pavon,5.1,282,1.6,True,7,5,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_U1jXQaU.png,91908,Pavón,Atlético-MG,Cristian David Pavón,24,-0.05,Pavón,,4.0,6.0,28.0,17.0,13.0,17.0,19.0,3.0,,,9.0,,,,1.0,,,,,,
267,11.74,13,wesley-carvalho,5.48,293,5.3,True,7,6,https://s.sde.globo.com/media/person_role/2022/05/05/21d7b4d24237a06ec8872f1ff041e713_FORMATO.png,91971,W. Carvalho,Athlético-PR,Wesley Oliveira de Carvalho,24,-0.43,Wesley Carvalho,,,,,,,,,,,,,,,,,,,,,5.0,
268,9.88,9,ramon-diaz,5.15,267,9.23,True,7,6,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO.png,92075,R. Díaz,Vasco,Ramón Ángel Díaz,24,0.65,Ramón Díaz,,,,,,,,,,,,,,,,,,,,,4.0,
269,4.18,1,caique,8.0,284,0.0,False,6,1,https://s.sde.globo.com/media/person_role/2023/08/04/photo_220x220_bq0AF4S.png,92207,Caíque,Grêmio,Caíque Luiz Santos da Purificação,24,0.0,Caíque,,,,,,,,,,,1.0,,,,,,3.0,,,,,
270,4.6,6,rodrigo-ely,2.43,284,5.2,True,3,3,https://s.sde.globo.com/media/person_role/2023/08/03/photo_220x220_mGnJe3Z.png,92237,R. Ely,Grêmio,Rodrigo Ely,24,1.07,Rodrigo Ely,,,3.0,2.0,6.0,,,4.0,,,3.0,,,,,,,,,,,
271,5.0,0,raul,0.0,280,0.0,False,6,4,https://s.sde.globo.com/media/person_role/2022/05/05/278a2f0c3cd97ace8138ffbe2f23d81d_FORMATO.png,92496,Raul,Bragantino,Raul Lô Gonçalves,24,0.0,Raul,,,,,,,,,,,,,,,,,,,,,,
272,3.72,1,renato-kayzer,0.1,327,0.0,False,5,5,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_fWFDOrP.png,92696,R. Kayzer,América-MG,Renato Kayzer de Souza,24,0.0,Renato Kayzer,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,
