,atletas.preco_num,atletas.jogos_num,atletas.slug,atletas.media_num,atletas.clube_id,atletas.pontos_num,atletas.entrou_em_campo,atletas.status_id,atletas.posicao_id,atletas.foto,atletas.atleta_id,atletas.apelido_abreviado,atletas.clube.id.full.name,atletas.nome,atletas.rodada_id,atletas.variacao_num,atletas.apelido,atletas.minimo_para_valorizar,A,CA,DS,FC,FD,FF,FS,G,PS,SG,I,PP,CV,PC,FT,DE,GS,DP,GC,V,PI
382,1.55,4,philippe-costa,0.53,290,0.0,False,6,5,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_kiizDTZ.png,101684,P. Costa,Goiás,Philippe Almeida Costa,24,0.0,Philippe Costa,,,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,
383,6.06,1,felipe-jonatan,2.4,277,0.0,False,5,2,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_4Rn0gj2.png,101708,F. Jonatan,Santos,Felipe Jonatan Rocha Andrade,24,0.0,Felipe Jonatan,,,,2.0,,,,,,,,,,,,,,,,,,
384,3.01,9,alerrandro,1.29,280,0.0,False,6,5,https://s.sde.globo.com/media/person_role/2022/05/05/a190fc01a5c5880c8de5c5854ac2f555_FORMATO.png,101715,Alerrandro,Bragantino,Alerrandro Barra Mansa Realino de Souza,24,0.0,Alerrandro,,,3.0,,7.0,1.0,1.0,8.0,1.0,,,3.0,,,,1.0,,,,,,
385,3.43,6,miranda,2.57,267,0.0,False,6,3,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_dT3P0NV.png,101720,Miranda,Vasco,Matheus dos Santos Miranda,24,0.0,Miranda,,,,7.0,6.0,1.0,2.0,2.0,,,1.0,,,,,,,,,,,
386,5.21,1,matheuzinho,4.4,262,4.4,True,6,2,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_wPSt5sW.png,101727,Matheuzinho,Flamengo,Matheus França Silva,24,-0.79,Matheuzinho,,,,,2.0,,,,,,1.0,,,,,,,,,,,
387,4.85,13,diego-costa,2.41,276,3.2,True,7,3,https://s.sde.globo.com/media/person_role/2022/03/01/996cbc8d639a3e640cf55d5326393d6d_FORMATO.png,101728,D. Costa,São Paulo,Diego Henrique Costa Barbosa,24,0.06,Diego Costa,,,5.0,15.0,11.0,3.0,3.0,3.0,,,3.0,,,,1.0,,,,,,,
388,8.17,18,vitinho,4.04,280,0.0,False,7,5,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Hob15WK.png,101960,Vitinho,Bragantino,Vitor Hugo Naum dos Santos,24,0.0,Vitinho,,2.0,7.0,14.0,25.0,11.0,20.0,31.0,2.0,,,3.0,,,,,,,,,,
389,8.28,21,britez,3.62,356,0.5,True,7,3,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_qvH6Q9A.png,101995,Brítez,Fortaleza,Emanuel Fermín Brítez,24,-0.25,Brítez,,1.0,7.0,25.0,30.0,3.0,9.0,19.0,,,8.0,2.0,,1.0,,,,,,,,
390,3.84,11,anderson-oliveira,2.08,290,0.9,True,7,5,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_AFDNRnG.png,102096,A. Oliveira,Goiás,Anderson de Oliveira da Silva,24,0.03,Anderson Oliveira,,,1.0,13.0,12.0,,5.0,10.0,,,,1.0,,,,1.0,,,,,,
391,10.55,17,piquerez,5.7,275,4.1,True,7,2,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_04Y9scz.png,102130,Piquerez,Palmeiras,Joaquín Piquerez Moreira,24,-0.28,Piquerez,,3.0,5.0,33.0,11.0,1.0,5.0,17.0,,,8.0,2.0,,,,,,,,1.0,,
392,2.0,0,vitor-eudes,0.0,266,0.0,False,6,1,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_FvWKOzt.png,102137,V. Eudes,Fluminense,Vitor Eudes de Souza Costa,24,0.0,Vitor Eudes,,,,,,,,,,,,,,,,,,,,,,
393,6.31,19,lucas-halter,3.52,290,4.7,True,7,3,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_DlFIoVh.png,102253,L. Halter,Goiás,Lucas Halter,24,0.11,Lucas Halter,,,4.0,21.0,16.0,,5.0,5.0,2.0,,7.0,2.0,,2.0,1.0,,,,,,,
394,0.7,0,gabriel-mesquita,-1.0,283,0.0,False,6,1,https://s.sde.globo.com/media/person_role/2023/05/30/photo_220x220.png,102290,G. Mesquita,Cruzeiro,Gabriel José Ferreira Mesquita,24,0.0,Gabriel Mesquita,,,1.0,,,,,,,,,,,,,,,,,,,
395,3.0,5,mikael,1.68,327,0.0,False,6,5,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_lQhctpS.png,102299,Mikael,América-MG,Mikael Filipe Viana,24,0.0,Mikael,,,,1.0,,2.0,5.0,2.0,,,,2.0,,,,,,,,,,
396,5.71,5,rafael-elias,3.82,283,0.0,False,5,5,https://s.sde.globo.com/media/person_role/2023/07/27/photo_FORMATO_C3BThsf.png,102302,R. Elias,Cruzeiro,Rafael Elias da Silva,24,0.0,Rafael Elias,,,1.0,3.0,9.0,4.0,5.0,5.0,1.0,,,1.0,,,,,,,,,,
397,2.53,5,matheus-felipe,1.7,293,0.0,False,6,3,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_e7P4JVL.png,102310,M. Felipe,Athlético-PR,Matheus Felipe Santos Nascimento,24,0.0,Matheus Felipe,,,,2.0,3.0,1.0,1.0,,,,1.0,,,,,,,,,,,
398,9.11,17,caio-paulista,4.15,276,0.0,False,7,2,https://s.sde.globo.com/media/person_role/2023/01/27/photo_FORMATO_rRBJfVv.png,102318,C. Paulista,São Paulo,Caio Fernando de Oliveira,24,0.0,Caio Paulista,,2.0,2.0,13.0,13.0,10.0,8.0,21.0,,,4.0,,,,1.0,1.0,,,,,,
399,4.76,6,caca,5.33,293,0.8,True,7,3,https://s.sde.globo.com/media/person_role/2023/07/21/photo_FORMATO_EPR1F0c.png,102340,Cacá,Athlético-PR,Carlos de Menezes Júnior,24,-2.13,Cacá,,,,9.0,8.0,,2.0,2.0,2.0,,1.0,,,,,,,,,,,
400,4.61,10,mastriani,4.27,327,0.0,False,7,5,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_vHe1goh.png,102561,Mastriani,América-MG,Gonzalo Mathías Mastriani Borges,24,0.0,Mastriani,,,1.0,4.0,8.0,3.0,8.0,5.0,4.0,,,2.0,,1.0,,,,,,,,
401,5.65,12,helinho,3.93,280,0.0,False,6,5,https://s.sde.globo.com/media/person_role/2022/05/05/d0de5e463c8123423e2713cdde571faf_FORMATO.png,102598,Helinho,Bragantino,Hélio Júnio Nunes de Castro,24,0.0,Helinho,,,3.0,14.0,13.0,8.0,10.0,8.0,2.0,,,2.0,,,,,,,,,,
402,3.24,1,anderson,6.0,283,0.0,False,6,1,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Lvl4bA5.png,102906,Anderson,Cruzeiro,Anderson Silva da Paixão,24,0.0,Anderson,,,,,,,,,,,1.0,,,,,,1.0,,,,,
403,2.0,0,matheus-teixeira,0.0,265,0.0,False,6,1,https://s.sde.globo.com/media/person_role/2022/04/05/ff4149be4042453395add145d010bd49_FORMATO.png,102907,M. Teixeira,Bahia,Matheus Henrique Teixeira,24,0.0,Matheus Teixeira,,,,,,,,,,,,,,,,,,,,,,
404,4.2,10,luan,1.97,276,7.1,True,6,4,https://s.sde.globo.com/media/person_role/2022/03/01/6b4e62b423e7b34762e0c7f626ea5ebd_FORMATO.png,102909,Luan,São Paulo,Luan Vinícius da Silva Santos ,24,0.79,Luan,,,,12.0,9.0,,3.0,5.0,,,,,,,,1.0,,,,,,
405,8.32,17,canobbio,5.3,293,10.7,True,7,5,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_VXCkQFM.png,102928,Canobbio,Athlético-PR,Agustín Canobbio Graviz,24,0.82,Canobbio,,3.0,5.0,28.0,19.0,14.0,12.0,31.0,1.0,1.0,,6.0,,,1.0,1.0,,,,,,
406,3.64,5,escobar,2.46,356,0.5,True,6,2,https://s.sde.globo.com/media/person_role/2023/07/03/photo_FORMATO_LH8zzYb.png,102975,Escobar,Fortaleza,Gonzalo Daniel Escobar,24,-0.92,Escobar,,1.0,2.0,8.0,7.0,,1.0,2.0,,,,,,,,,,,,,,
407,3.67,2,laquintana,1.75,280,0.0,False,6,5,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_roWm5iE.png,103014,Laquintana,Bragantino,Ignacio Jesús Laquintana Marsico,24,0.0,Laquintana,,,,1.0,3.0,2.0,,2.0,,,,2.0,,,,,,,,,,
408,3.44,15,eric-ramires,2.57,280,0.0,False,6,4,https://s.sde.globo.com/media/person_role/2022/05/05/68b240d886c54c37133d42e6dd5f8e41_FORMATO.png,103295,E. Ramires,Bragantino,Eric dos Santos Rodrigues,24,0.0,Eric Ramires,,2.0,1.0,14.0,17.0,4.0,5.0,12.0,,,,1.0,,,,1.0,,,,,,
409,7.94,21,matheus-alexandre,4.82,1371,5.7,True,7,2,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_4eKoeL1.png,103347,M. Alexandre,Cuiabá,Matheus Alexandre Anastácio de Souza,24,0.78,Matheus Alexandre,,,3.0,58.0,19.0,1.0,3.0,8.0,1.0,,5.0,2.0,,,,,,,,,,
410,6.91,21,emmanuel-martinez,4.27,327,0.0,False,7,4,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_koF5Pef.png,103388,E. Martínez,América-MG,Leandro Emmanuel Martínez,24,0.0,Emmanuel Martínez,,4.0,2.0,36.0,21.0,6.0,7.0,40.0,,,,,,,1.0,1.0,,,,,,
411,2.79,9,caetano,2.2,264,0.0,False,6,3,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_72Ycs9o.png,103575,Caetano,Corinthians,João Victor Andrade Caetano,24,0.0,Caetano,,,2.0,9.0,6.0,,1.0,6.0,,,2.0,,,,1.0,,,,,,,
412,2.83,4,rafael-bilu,2.08,283,0.0,False,5,5,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_L5qGZ0n.png,103576,R. Bilu,Cruzeiro,Rafael Bilu Mudesto,24,0.0,Rafael Bilu,,,,4.0,1.0,,3.0,3.0,,,,1.0,,,,,,,,,,
413,7.42,15,marcos-paulo,3.06,276,0.0,False,5,5,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_XopxIWU.png,103645,M. Paulo,São Paulo,Marcos Paulo Costa do Nascimento,24,0.0,Marcos Paulo,,1.0,2.0,15.0,8.0,2.0,4.0,12.0,2.0,,,2.0,,,,,,,,,,
414,4.13,2,kaique-rocha,4.8,293,0.0,False,6,3,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_TAU79Yo.png,103684,K. Rocha,Athlético-PR,Kaíque Rocha Lima,24,0.0,Kaíque Rocha,,,,3.0,2.0,,2.0,,,,1.0,,,,,,,,,,,
415,2.46,17,jadsom-silva,1.38,280,0.0,False,7,4,https://s.sde.globo.com/media/person_role/2022/05/05/9d601cb29909661ed2abc4800aab14b7_FORMATO.png,103695,J. Silva,Bragantino,Jadsom Meemyas de Oliveira da Silva,24,0.0,Jadsom Silva,,,6.0,22.0,22.0,4.0,2.0,11.0,,,,1.0,,,2.0,,,,,,,
416,4.43,18,bruno-mendez,2.51,264,8.5,True,7,3,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_VwEvkmY.png,103700,B. Méndez,Corinthians,Bruno Méndez Cittadini,24,1.44,Bruno Méndez,,,3.0,19.0,12.0,,3.0,3.0,,,5.0,1.0,,,,,,,,,,
417,8.6,22,gabriel-menino,4.16,275,0.4,True,7,4,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_a770SrF.png,103767,G. Menino,Palmeiras,Gabriel Vinícius Menino,24,-0.27,Gabriel Menino,,2.0,5.0,37.0,39.0,6.0,14.0,27.0,2.0,,,2.0,,,,2.0,,,,,,
418,1.17,3,higor-meritao,-0.2,290,0.0,False,6,4,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_uo7UAHd.png,103987,H. Meritão,Goiás,Higor Matheus Meritão,24,0.0,Higor Meritão,,,,,2.0,,,,,,,,,,,,,,,,,
419,3.0,0,maycon,0.0,280,0.0,False,6,1,https://s.sde.globo.com/media/person_role/2022/05/05/f39fcb967a674ffddbaec227105dae4a_FORMATO.png,104017,Maycon,Bragantino,Maycon Cleiton de Paula Azevedo,24,0.0,Maycon,,,,,,,,,,,,,,,,,,,,,,
420,3.0,0,walce,0.0,276,0.0,False,6,3,https://s.sde.globo.com/media/person_role/2022/03/01/42769c38f612d4af2143de3132ce1cec_220x220.png,104074,Walce,São Paulo,Walce da Silva Costa Filho,24,0.0,Walce,,,,,,,,,,,,,,,,,,,,,,
421,2.0,0,joao-fernando,0.0,263,0.0,False,6,1,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5Z0375l.png,104079,J. Fernando,Botafogo,João Fernando Monteiro Siqueira,24,0.0,João Fernando,,,,,,,,,,,,,,,,,,,,,,
422,2.0,0,carlos-miguel,0.0,264,0.0,False,6,1,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_ucZUimL.png,104084,C. Miguel,Corinthians,Carlos Miguel dos Santos Pereira,24,0.0,Carlos Miguel,,,,,,,,,,,,,,,,,,,,,,
423,5.38,10,bruno-fuchs,3.42,282,7.4,True,7,3,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_qjyhb3e.png,104085,B. Fuchs,Atlético-MG,Bruno de Lara Fuchs,24,0.07,Bruno Fuchs,,,1.0,6.0,5.0,,,9.0,,,5.0,,,,,,,,,,,
424,4.12,13,ruan,4.31,264,0.0,False,6,4,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_Uq9B5Kn.png,104153,Ruan,Corinthians,Ruan de Oliveira Ferreira,24,0.0,Ruan,,2.0,2.0,20.0,15.0,3.0,5.0,10.0,2.0,,,,,,,,,,,,,
425,4.78,11,joao-lucas,4.61,277,0.0,False,6,2,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_tX8ABIy.png,104257,J. Lucas,Santos,João Lucas de Almeida Carvalho,24,0.0,João Lucas,,1.0,1.0,23.0,11.0,1.0,4.0,18.0,,,2.0,,,,1.0,,,,,,,
426,3.95,2,lucas-rafael,3.15,280,0.0,False,6,3,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_J1rhwK6.png,104360,L. Rafael,Bragantino,Lucas Rafael Gonçalves da Silva,24,0.0,Lucas Rafael,,,,,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,
427,3.42,1,matheus-mendes,7.0,282,0.0,False,6,1,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_xQ2S67t.png,104383,M. Mendes,Atlético-MG,Matheus Mendes Werneck de Oliveira,24,0.0,Matheus Mendes,,,1.0,,,,,,,,1.0,,,,,,3.0,,,,,
428,5.21,13,igor-gomes,3.29,285,1.4,True,7,3,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_I7Q1WEp.png,104385,I. Gomes,Internacional,Igor Gomes Silva,24,0.23,Igor Gomes,,,1.0,19.0,7.0,1.0,3.0,11.0,,,3.0,,,,1.0,,,,,,,
429,6.66,2,vitor-mendes,4.95,266,0.0,False,3,3,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_L4w297p.png,104401,V. Mendes,Fluminense,Vitor Mendes Alves,24,0.0,Vitor Mendes,,,1.0,,1.0,1.0,,,,,2.0,,,,,,,,,,,
430,2.39,1,reinaldo,1.7,293,0.0,False,6,5,https://s.sde.globo.com/media/person_role/2020/03/03/12600160dfe6fed9a606921db8b0a862_FORMATO.png,104420,Reinaldo,Athlético-PR,Reinaldo Nascimento Satorno,24,0.0,Reinaldo,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
431,1.0,0,felipe-scheibig,0.0,284,0.0,False,6,1,https://s.sde.globo.com/media/person_role/2021/07/16/79af8f6f344db19983598078705340fc_FORMATO.png,104424,F. Scheibig,Grêmio,Felipe Mateus Scheibig,24,0.0,Felipe Scheibig,,,,,,,,,,,,,,,,,,,,,,
432,10.5,14,christian,4.7,293,0.0,False,5,4,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_V2OPAxf.png,104502,Christian,Athlético-PR,Christian Roberto Alves Cardoso,24,0.0,Christian,,,,17.0,21.0,3.0,7.0,15.0,4.0,,,,,,,1.0,,,,,,
433,3.0,0,henrique-vermudt,0.0,263,0.0,False,6,3,https://s.sde.globo.com/media/person_role/2023/07/30/photo_FORMATO_iztb5Pm.png,104504,H. Vermudt,Botafogo,Henrique Vermudt,24,0.0,Henrique Vermudt,,,,,,,,,,,,,,,,,,,,,,
434,3.32,6,vinicius-zanocelo,0.68,356,0.0,False,6,4,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_OPlr7ly.png,104521,V. Zanocelo,Fortaleza,Vinícius Nelson de Souza Zanocelo,24,0.0,Vinícius Zanocelo,,,1.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,
435,2.54,5,sandry,0.52,277,0.0,False,5,4,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_bbHXWKZ.png,104580,Sandry,Santos,Sandry Roberto Santos Goes,24,0.0,Sandry,,,2.0,4.0,4.0,,,2.0,,,,,,,,,,,,,,
436,1.0,0,fabricio,0.0,280,0.0,False,6,1,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_AAId2Kq.png,104588,Fabrício,Bragantino,Fabrício Oliveira de Souza,24,0.0,Fabrício,,,,,,,,,,,,,,,,,,,,,,
437,3.32,14,matheus-bianqui,2.2,294,0.0,False,6,4,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_nFBy3HF.png,104640,M. Bianqui,Coritiba,Matheus Henrique Bianqui,24,0.0,Matheus Bianqui,,1.0,6.0,21.0,19.0,3.0,3.0,13.0,,,,2.0,,,,,,,,,,
438,13.15,24,juan-vojvoda,5.37,356,6.72,True,7,6,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_UIx1Yzg.png,104754,J. Vojvoda,Fortaleza,Juan Pablo Vojvoda Rizzo,24,0.17,Juan Vojvoda,,,,,,,,,,,,,,,,,,,,,11.0,
439,4.82,17,acevedo,2.92,265,0.0,False,6,4,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,104783,Acevedo,Bahia,Nicolás Brian Acevedo Tabárez,24,0.0,Acevedo,,,5.0,35.0,24.0,3.0,9.0,18.0,,,,,,,,,,,,,,
440,7.47,6,sebastian-gomez,5.05,294,10.1,True,7,4,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_fnuIkZJ.png,104811,S. Gómez,Coritiba,Sebastián Gómez Londoño,24,1.04,Sebastián Gómez,,1.0,1.0,8.0,6.0,,,5.0,2.0,,,,,,,,,,,,,
441,1.0,0,igo-gabriel,0.0,263,0.0,False,6,1,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_C8GywEv.png,104991,I. Gabriel,Botafogo,Igo Gabriel Santos Pereira,24,0.0,Igo Gabriel,,,,,,,,,,,,,,,,,,,,,,
442,2.43,1,joao-marcelo,0.9,283,0.0,False,6,3,https://s.sde.globo.com/media/person_role/2023/08/01/photo_220x220_vuySYbE.png,105047,J. Marcelo,Cruzeiro,João Marcelo Messias Ferreira,24,0.0,João Marcelo,,,,1.0,1.0,,,,,,,,,,,,,,,,,
443,5.41,22,luis-henrique,3.02,263,0.8,True,6,5,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XMfC6C1.png,105049,L. Henrique,Botafogo,Luis Henrique Tomaz de Lima,24,-0.19,Luis Henrique,,1.0,,11.0,4.0,6.0,9.0,5.0,4.0,1.0,,1.0,,,,,,,,,,
444,7.74,14,khellven,4.5,293,0.0,False,6,2,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7lRpDNN.png,105175,Khellven,Athlético-PR,Khellven Douglas Silva Oliveira,24,0.0,Khellven,,3.0,1.0,15.0,9.0,2.0,3.0,8.0,,,5.0,3.0,,,,,,,,,,
445,9.79,18,bento,4.13,293,0.0,False,2,1,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7ROEp8B.png,105208,Bento,Athlético-PR,Bento Matheus Krepski,24,0.0,Bento,,1.0,3.0,,2.0,,,2.0,,,6.0,,,,,,56.0,21.0,1.0,,,
446,3.0,0,de-lucca,0.0,267,0.0,False,5,4,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_J73ZkrF.png,105294,D. Lucca,Vasco,Patrick de Lucca Chaves de Oliveira,24,0.0,De Lucca,,,,,,,,,,,,,,,,,,,,,,
447,6.0,0,ferraresi,0.0,276,0.0,False,6,3,https://s.sde.globo.com/media/person_role/2022/08/13/a5301263d96806640ddf67cec70f99e7_FORMATO.png,105300,Ferraresi,São Paulo,Nahuel Adolfo Ferraresi Hernández,24,0.0,Ferraresi,,,,,,,,,,,,,,,,,,,,,,
448,4.98,9,gabriel-xavier,4.08,265,0.0,False,6,3,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0UPMoSl.png,105373,G. Xavier,Bahia,Gabriel Lheman Xavier - Lhman,24,0.0,Gabriel Xavier,,,2.0,13.0,8.0,1.0,1.0,7.0,,,4.0,,,,,,,,,,,
449,6.87,17,matheus-bidu,3.56,264,6.8,True,6,2,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_cNTyg24.png,105531,M. Bidu,Corinthians,Matheus Lima Beltrão Oliveira Valin,24,0.74,Matheus Bidu,,,2.0,25.0,20.0,4.0,6.0,22.0,,,4.0,,,,2.0,,,,,,,
450,4.18,17,rikelme,4.42,1371,0.0,True,7,5,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_FfgJEdr.png,105547,Rikelme,Cuiabá,Rikelme Hernandes Amorim Rocha,24,-0.2,Rikelme,,1.0,,46.0,15.0,5.0,6.0,8.0,1.0,,,3.0,,,,,,,,1.0,,
451,3.0,0,riquelme,0.0,267,0.0,False,6,2,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_smA6Xym.png,105566,Riquelme,Vasco,Riquelme Carvalho Araújo Viana,24,0.0,Riquelme,,,,,,,,,,,,,,,,,,,,,,
452,7.57,19,lucero,4.27,356,9.7,True,7,5,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_MqRx953.png,105568,Lucero,Fortaleza,Juan Martín Lucero,24,0.06,Lucero,,,2.0,8.0,23.0,8.0,10.0,21.0,6.0,2.0,,8.0,,,,1.0,,,,,,
453,7.74,22,lucas-piton,2.71,267,9.5,True,7,2,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_71dywWV.png,105584,L. Piton,Vasco,Lucas Piton Crivellaro,24,1.67,Lucas Piton,,3.0,3.0,25.0,30.0,4.0,7.0,3.0,,,3.0,2.0,,,,,,,,,,
454,2.03,11,roni,1.3,264,0.0,False,6,4,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_efGU5wq.png,105585,Roni,Corinthians,Roni Medeiros de Moura,24,0.0,Roni,,,2.0,14.0,15.0,1.0,1.0,4.0,,,,,,,,,,,,,,
455,13.43,10,bruno-lage,5.61,263,2.01,True,7,6,https://s.sde.globo.com/media/person_role/2023/07/12/photo_220x220_VnDqhyp.png,105631,B. Lage,Botafogo,Bruno Miguel Silva do Nascimento,24,-0.04,Bruno Lage,,,,,,,,,,,,,,,,,,,,,4.0,
456,8.97,13,mauricio,4.02,285,0.0,False,7,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_7KIwg4E.png,105647,Maurício,Internacional,Maurício Magalhães Prado,24,0.0,Maurício,,,2.0,8.0,8.0,4.0,6.0,16.0,3.0,,,4.0,,,,2.0,,,,,,
457,3.2,14,nicolas-hernandez,2.04,285,-1.3,True,6,3,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_l85XoS0.png,105672,N. Hernández,Internacional,Nicolás Hernández Rodríguez,24,-0.24,Nicolás Hernández,,1.0,5.0,9.0,7.0,,1.0,4.0,,,4.0,,,,,,,,,1.0,,
458,8.04,21,wesley,4.77,283,-0.6,True,7,5,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vnwHYu8.png,105811,Wesley,Cruzeiro,Wesley Ribeiro Silva,24,-1.0,Wesley,,1.0,4.0,29.0,43.0,11.0,16.0,39.0,4.0,,,2.0,,,,,,,,,,
459,2.45,6,edu,2.78,290,0.0,False,6,3,https://s.sde.globo.com/media/person_role/2023/06/25/photo_FORMATO_bGsyKIs.png,105842,Edu,Goiás,Lucas Eduardo Ribeiro de Souza,24,0.0,Edu,,,1.0,5.0,6.0,1.0,1.0,5.0,,,2.0,,,,1.0,,,,,,,
460,5.44,10,matheus-araujo,1.96,264,0.0,False,6,4,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_BedE425.png,105845,M. Araújo,Corinthians,Matheus de Araújo Andrade,24,0.0,Matheus Araújo,,,,8.0,9.0,1.0,,7.0,1.0,,,1.0,,,,,,,,,,
461,4.0,12,ze-gabriel,1.95,267,9.7,True,7,4,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_PQUgcKV.png,105902,Z. Gabriel,Vasco,José Gabriel dos Santos Silva,24,1.6,Zé Gabriel,,,4.0,13.0,16.0,1.0,4.0,8.0,1.0,,,,,,,,,,,,,
462,2.74,13,vinicius-mingotti,2.18,265,0.0,False,6,5,https://s.sde.globo.com/media/person_role/2023/04/20/photo_FORMATO_YH7397F.png,105909,V. Mingotti,Bahia,Vinicius Alessandro Mingotti,24,0.0,Vinicius Mingotti,,,2.0,4.0,10.0,4.0,3.0,12.0,2.0,,,7.0,,,,,,,,,,
463,3.68,12,romulo,3.77,285,0.0,False,6,4,https://s.sde.globo.com/media/person_role/2023/04/12/photo_220x220_eEMPMPy.png,105911,Rômulo,Internacional,Rômulo Zanre Zwarg,24,0.0,Rômulo,,,1.0,20.0,10.0,1.0,4.0,20.0,1.0,,,1.0,,,,1.0,,,,,,
464,0.71,1,cadu-silva,0.0,277,0.0,False,6,2,https://s.sde.globo.com/media/person_role/2020/02/28/8b8a13f401928e0adf73a1998a49f868_FORMATO.png,105914,C. Silva,Santos,Carlos Eduardo Bertolassi da Silva,24,0.0,Cadu Silva,,,,,,,,,,,,,,,,,,,,,,
465,6.65,7,rochet,3.14,285,2.5,True,6,1,https://s.sde.globo.com/media/person_role/2023/07/14/photo_FORMATO_AtGShUT.png,105949,Rochet,Internacional,Sergio Ramón Rochet Álvarez,24,-0.71,Rochet,,,3.0,,,,,4.0,,,2.0,,,,,,23.0,10.0,,,,
466,2.0,0,vinicius,0.0,267,0.0,False,6,5,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Oqt8wcz.png,105998,Vinícius,Vasco,Vinícius dos Santos de Oliveira Paiva,24,0.0,Vinícius,,,,,,,,,,,,,,,,,,,,,,
467,2.81,1,lucas-ramos,0.0,285,0.0,False,5,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_Tdt3VkZ.png,106000,L. Ramos,Internacional,Lucas de Ramos Silveira,24,0.0,Lucas Ramos,,,,,,,,,,,,,,,,,,,,,,
