,atletas.apelido_abreviado,atletas.status_id,atletas.posicao_id,atletas.rodada_id,atletas.minimo_para_valorizar,atletas.nome,atletas.pontos_num,atletas.clube.id.full.name,atletas.media_num,atletas.slug,atletas.jogos_num,atletas.foto,atletas.apelido,atletas.preco_num,atletas.entrou_em_campo,atletas.atleta_id,atletas.variacao_num,atletas.clube_id,CV,FC,FD,FF,FS,G,I,PP,CA,DS,PC,SG,A,DE,GS,FT,GC,V,PS,DP,PI
660,N. Camargo,5,4,22,,Nathan Camargo dos Santos,0.0,Bragantino,0.5,nathan-camargo,1,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_JrPbIiU.png,Nathan Camargo,1.53,False,118175,0.0,280,,,,,1.0,,,,,,,,,,,,,,,,
661,Ronald,6,4,22,,Ronald Cardoso Falkoski,0.0,Grêmio,2.85,ronald,4,https://s.sde.globo.com/media/person_role/2023/07/04/photo_FORMATO_juUTHsW.png,Ronald,1.13,False,118238,0.0,284,,1.0,,1.0,3.0,1.0,,,1.0,2.0,,,,,,,,,,,
662,Pedrinho,6,5,22,,Pedro Junqueira de Oliveira,0.0,Goiás,-0.3,pedrinho,1,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_vpwMN7R.png,Pedrinho,1.31,False,118304,0.0,290,,1.0,,,,,,,,,,,,,,,,,,,
663,Z. Welinton,6,2,22,,José Welinton Campos Menezes,0.0,Flamengo,0.0,ze-welinton,0,https://s.sde.globo.com/media/person_role/2022/06/29/eb9c2188bfd2d30e670faa55785ea3f2_FORMATO.png,Zé Welinton,1.0,False,118501,0.0,262,,,,,,,,,,,,,,,,,,,,,
664,Rodriguinho,6,4,22,,Rodrigo Huendra Almeida Mendonça,0.0,São Paulo,0.6,rodriguinho,10,https://s.sde.globo.com/media/person_role/2022/07/03/2c39fe8401bb55ea80a9a5bf0fde08ef_FORMATO.png,Rodriguinho,0.9,False,118563,0.0,276,,12.0,,1.0,1.0,,,,2.0,6.0,,,,,,1.0,,,,,
665,W. Patati,6,5,22,,Weslley Pinto Batista,0.0,Santos,2.2,weslley-patati,5,https://s.sde.globo.com/media/person_role/2022/07/10/a604fa10e6f654cdd7a69453df88ea07_FORMATO.jpeg,Weslley Patati,1.89,True,118676,-0.58,277,,1.0,1.0,1.0,2.0,,1.0,,,7.0,,,,,,,,,,,
666,Kevyson,6,2,22,,Kevyson Costa e Silva,0.0,Santos,0.62,kevyson,5,https://s.sde.globo.com/media/person_role/2023/05/14/photo_FORMATO_7ayVqP0.png,Kevyson,0.8,False,118701,0.0,277,,3.0,,,,,,,1.0,5.0,1.0,,,,,,,,,,
667,Calebe,6,4,22,,Calebe Oliveira Costa,0.0,Cuiabá,0.0,calebe,0,https://s.sde.globo.com/media/person_role/2023/06/04/photo_FORMATO_ILdcwWv.png,Calebe,1.0,False,118709,0.0,1371,,,,,,,,,,,,,,,,,,,,,
668,E. Carlos,6,4,22,,Ed Carlos de Arruda Amorim,0.0,Santos,0.5,ed-carlos,4,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7WKkp5D.png,Ed Carlos,2.0,False,118747,0.0,277,,,,1.0,,,,,,1.0,,,,,,,,,,,
669,M. Carvalho,6,4,22,,Mateus Carvalho dos Santos,0.0,Vasco,1.8,mateus-carvalho,5,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_AtC7CQ7.png,Mateus Carvalho,2.6,False,118752,0.0,267,,12.0,1.0,1.0,6.0,,,,2.0,8.0,,,,,,,,,,,
670,P. Verhon,6,4,22,,Patrick Verhon Pertel Pereira,0.0,Bahia,0.0,patrick-verhon,1,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_8G6mq44.png,Patrick Verhon,1.44,False,118770,0.0,265,,,,,,,,,,,,,,,,,,,,,
671,Alexsander,7,2,22,,Alexsander Christian Gomes da Costa,5.5,Fluminense,4.58,alexsander,7,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_HMSPuY2.png,Alexsander,8.8,True,118774,0.96,266,,12.0,,2.0,4.0,,1.0,,,6.0,,4.0,1.0,,,,,,,,
672,J. Montes,6,4,22,,Jacob Christian Montes,0.0,Botafogo,0.0,jacob-montes,0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_xADM7g0.png,Jacob Montes,3.0,False,118843,0.0,263,,,,,,,,,,,,,,,,,,,,,
673,K. César,6,5,22,,Kaio César Andrade Lima,0.0,Coritiba,1.9,kaio-cesar,17,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_jGkK86O.png,Kaio César,3.76,False,118844,0.0,294,,21.0,3.0,4.0,37.0,,4.0,,3.0,14.0,,,,,,,,,,,
674,J. Vitor,6,3,22,,João Vitor Tavares da Mota,0.0,Athlético-PR,0.0,joao-vitor,0,https://s.sde.globo.com/media/person_role/2022/08/26/photo_FORMATO.png,João Vitor,1.0,False,120419,0.0,293,,,,,,,,,,,,,,,,,,,,,
675,E. Marcus,6,5,22,,Erick Marcus dos Santos Oliveira do Carmo,0.0,Vasco,2.52,erick-marcus,10,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_WLTp9mI.png,Erick Marcus,3.4,False,121184,0.0,267,,5.0,1.0,1.0,8.0,1.0,1.0,,1.0,9.0,,,,,,1.0,,,,,
676,Simioni,6,4,22,,Eduardo Simioni,0.0,Goiás,0.0,simioni,0,https://s.sde.globo.com/media/person_role/2023/05/14/photo_FORMATO_GEmB6In.png,Simioni,1.0,False,121235,0.0,290,,,,,,,,,,,,,,,,,,,,,
677,Kauan,6,4,22,,Kauan Rodrigues da Silva,0.0,Fortaleza,0.2,kauan,1,https://s.sde.globo.com/media/person_role/2023/05/03/photo_FORMATO.png,Kauan,1.48,False,121237,0.0,356,,1.0,,,1.0,,,,,,,,,,,,,,,,
678,Wendell,6,5,22,,Wendell Silva Santos dos Santos,0.0,Goiás,0.0,wendell,0,,Wendell,1.0,False,121238,0.0,290,,,,,,,,,,,,,,,,,,,,,
679,Mina,6,3,22,,Luis Felipe Nascimento Miranda,0.0,Goiás,0.0,mina,0,https://s.sde.globo.com/media/person_role/2023/08/21/photo_FORMATO_5WnjHh9.png,Mina,1.0,False,121241,0.0,290,,,,,,,,,,,,,,,,,,,,,
680,Alan,6,4,22,,Alan Matheus Stence,0.0,Goiás,0.0,alan,0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_Jmw1xcE.png,Alan,1.0,False,121242,0.0,290,,,,,,,,,,,,,,,,,,,,,
681,G. Freitas,6,5,22,,Gabryel Vinícius Araújo Freitas,0.0,Cuiabá,0.0,gabryel-freitas,0,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_2WJ0Lb4.png,Gabryel Freitas,2.0,False,121263,0.0,1371,,,,,,,,,,,,,,,,,,,,,
682,Pablo,6,5,22,,Pablo Henrique Almeida Silva,0.0,Cuiabá,0.0,pablo,0,,Pablo,1.0,False,121752,0.0,1371,,,,,,,,,,,,,,,,,,,,,
683,P. Silva,6,2,22,,Paulo Ricardo de Souza Babilônia,0.0,Vasco,0.0,paulinho-silva,0,https://s.sde.globo.com/media/person_role/2023/02/23/photo_FORMATO_5ClDe2s.png,Paulinho Silva,1.0,False,121766,0.0,267,,,,,,,,,,,,,,,,,,,,,
684,Vitão,6,3,22,,Victor Matheus dos Santos Gonçalves,0.0,Cuiabá,0.0,vitao,1,https://s.sde.globo.com/media/person_role/2023/03/21/photo_220x220_xTgu9xA.png,Vitão,1.32,False,121779,0.0,1371,,,,,,,,,,,,,,,,,,,,,
685,André,6,5,22,,André Henrique da Silva Martins,0.0,Grêmio,2.11,andre,12,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_rIXRX47.png,André,2.1,False,121792,0.0,284,,5.0,,2.0,6.0,2.0,,,1.0,6.0,,,,,,,,,,,
686,J. Pedroso,5,3,22,,Jean Henrique Carneiro Pedroso,0.0,Coritiba,4.17,jean-pedroso,4,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_BsJge2e.png,Jean Pedroso,2.37,False,121796,0.0,294,,5.0,,1.0,2.0,,,,1.0,7.0,1.0,2.0,,,,,,,,,
687,Janderson,6,5,22,,Janderson de Carvalho Costa,1.2,Botafogo,1.17,janderson,11,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_ubiTL56.png,Janderson,1.68,True,121830,0.01,263,,9.0,2.0,1.0,3.0,,,,2.0,4.0,,,1.0,,,1.0,,,,,
688,P. Scaramussa,6,2,22,,Pedro Henrique Cunha Scaramussa,0.0,Santos,0.0,pedrinho-scaramussa,0,,Pedrinho Scaramussa,1.0,False,121984,0.0,277,,,,,,,,,,,,,,,,,,,,,
689,G. Manson,6,4,22,,Giovanni Manson Ribeiro,0.0,Fluminense,-0.2,giovanni-manson,3,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_7pCfzQS.png,Giovanni Manson,1.56,False,121985,0.0,266,,2.0,,,2.0,,,,1.0,,,,,,,,,,,,
690,R. Barcellos,6,5,22,,Ronald Barcellos Arantes,0.0,Grêmio,0.0,ronald-barcellos,0,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_9Vjj41S.png,Ronald Barcellos,3.0,False,122233,0.0,284,,,,,,,,,,,,,,,,,,,,,
691,T. Dombroski,6,3,22,,Thiago Dombroski Moreira,0.0,Coritiba,1.08,thiago-dombroski,4,https://s.sde.globo.com/media/person_role/2023/06/21/photo_FORMATO_PVVST4s.png,Thiago Dombroski,0.71,False,122293,0.0,294,,6.0,,,1.0,,,,3.0,3.0,,1.0,,,,,,,,,
692,Ryan,6,2,22,,Ryan Carlos Santos de Sousa,0.0,Bahia,3.19,ryan,9,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_9WvAzGp.png,Ryan,2.56,False,122300,0.0,265,1.0,8.0,1.0,,3.0,,1.0,,3.0,12.0,,2.0,2.0,,,,,,,,
693,Kennedy,6,5,22,,Kennedy Anderson Gomes Ferreira,0.0,Bahia,0.0,kennedy,0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_nXCTAYa.png,Kennedy,1.0,False,122301,0.0,265,,,,,,,,,,,,,,,,,,,,,
694,Lorran,6,4,22,,Lorran Lucas Pereira de Sousa,0.0,Flamengo,0.0,lorran,0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_PqkKiZh.png,Lorran,3.0,False,122321,0.0,262,,,,,,,,,,,,,,,,,,,,,
695,Lyncon,6,3,22,,Lyncon Correa Gonçalves,0.0,Vasco,0.0,lyncon,0,https://s.sde.globo.com/media/person_role/2023/06/06/photo_FORMATO.png,Lyncon,1.0,False,122378,0.0,267,,,,,,,,,,,,,,,,,,,,,
696,Talisson,6,5,22,,Talisson de Almeida,0.0,Bragantino,6.5,talisson,2,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_EfBwbRQ.png,Talisson,3.97,False,122393,0.0,280,,1.0,1.0,,1.0,1.0,,,,3.0,,,,,,,,,,,
697,Gustavinho,6,4,22,,Gustavo Ribeiro Neves,0.0,Bragantino,1.64,gustavinho,14,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_D4mqWRg.png,Gustavinho,2.67,False,122394,0.0,280,,10.0,2.0,3.0,4.0,1.0,,,1.0,10.0,,,,,,,,,,,
698,Ryan,6,4,22,,Ryan Gustavo de Lima,0.0,Corinthians,0.0,ryan,0,,Ryan,1.0,False,122396,0.0,264,,,,,,,,,,,,,,,,,,,,,
699,Adryan,6,4,22,,Adryan Bezerra Silva,0.0,Corinthians,0.0,adryan,0,https://s.sde.globo.com/media/person_role/2023/05/03/photo_FORMATO_1O3rVYH.png,Adryan,1.0,False,122398,0.0,264,,,,,,,,,,,,,,,,,,,,,
700,Felipe,6,3,22,,Felipe de Souza Motta Marins,0.0,Internacional,0.0,felipe,0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_E4VXEre.png,Felipe,1.0,False,122419,0.0,285,,,,,,,,,,,,,,,,,,,,,
701,Lucca,6,5,22,,Lucca Holanda Sampaio Tavares,0.2,Internacional,0.6,lucca,13,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_hF9GrgX.png,Lucca,1.16,True,122420,-0.02,285,,4.0,2.0,2.0,5.0,,,,1.0,3.0,,,,,,,,,,,
702,Isaac,6,4,22,,Isaac Rodrigues de Lima,0.0,Fluminense,0.87,isaac,4,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_BvtRIqc.png,Isaac,0.85,False,122439,0.0,266,,,,1.0,3.0,,,,,1.0,,,,,,,,,,,
703,K. Almeida,6,3,22,,Kayky Henrique Almeida Brandão da Silva,0.0,Fluminense,0.0,kayky-almeida,0,https://s.sde.globo.com/media/person_role/2023/05/25/photo_FORMATO_yqxwXSM.png,Kayky Almeida,1.0,False,122441,0.0,266,,,,,,,,,,,,,,,,,,,,,
704,Barros,6,4,22,,Cauan Lucas Barros da Luz,0.0,Vasco,2.03,barros,6,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_VK7ktPd.png,Barros,2.3,False,122485,0.0,267,,6.0,,3.0,2.0,1.0,,,1.0,3.0,,,,,,,,,,,
705,Rayan,6,5,22,,Rayan Vitor Simplício Rocha,0.0,Vasco,2.63,rayan,6,https://s.sde.globo.com/media/person_role/2023/06/10/photo_FORMATO_5eE8NWY.png,Rayan,2.09,False,122486,0.0,267,,3.0,2.0,4.0,3.0,1.0,,,2.0,3.0,,,,,,,,,,,
706,Agner,6,5,22,,Agner Moura Izigethy de Souza,0.0,Fluminense,0.0,agner,0,https://s.sde.globo.com/media/person_role/2023/08/27/photo_FORMATO.png,Agner,1.0,False,122555,0.0,266,,,,,,,,,,,,,,,,,,,,,
707,Amorim,6,4,22,,Alexsandro Amorim de Freitas Filho,0.0,Fortaleza,0.0,amorim,0,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_bHZGJhi.png,Amorim,2.0,False,122598,0.0,356,,,,,,,,,,,,,,,,,,,,,
708,M. Belém,6,3,22,,Matheus José Belém de Souza,0.0,São Paulo,2.45,matheus-belem,2,https://s.sde.globo.com/media/person_role/2023/07/11/photo_FORMATO.png,Matheus Belém,0.9,False,122602,0.0,276,,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,
709,B. Santos,6,2,22,,Bruno Araújo dos Santos,0.0,Goiás,0.68,bruno-santos,6,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_TrU9q7C.png,Bruno Santos,2.08,False,122668,0.0,290,,10.0,,,5.0,,,,2.0,3.0,,,,,,1.0,,,,,
710,L. Cunha,6,3,22,,Lucas de Souza Cunha,0.0,Bragantino,0.0,lucas-cunha,0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_UKu2eTF.png,Lucas Cunha,4.0,False,122755,0.0,280,,,,,,,,,,,,,,,,,,,,,
711,Breno,7,4,22,,Breno Cascardo Lemos,1.9,América-MG,2.44,breno,13,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_RDObIp6.png,Breno,3.46,True,122991,0.36,327,,17.0,3.0,6.0,7.0,1.0,1.0,,1.0,15.0,,,,,,,,,,,
712,Pedro,6,5,22,,Pedro Henrique Silva dos Santos,0.0,Corinthians,1.3,pedro,5,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO.png,Pedro,1.48,False,123022,0.0,264,,3.0,3.0,,6.0,,2.0,,,,,,,,,,,,1.0,,
713,T. Gomes,6,1,22,,Tiago Gomes dos Santos,0.0,Bahia,0.0,tiago-gomes,0,https://s.sde.globo.com/media/person_role/2023/04/24/photo_FORMATO.png,Tiago Gomes,1.0,False,123054,0.0,265,,,,,,,,,,,,,,,,,,,,,
714,Zinho,6,5,22,,Luis Henrique Hoffmann,0.0,Grêmio,1.8,zinho,7,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_dzNYC4x.png,Zinho,3.45,False,123153,0.0,284,,2.0,1.0,1.0,3.0,,1.0,,,4.0,,,1.0,,,,,,,,
715,Cadu,6,5,22,,Carlos Eduardo Amaral Pereira de Castro,0.0,Atlético-MG,1.2,cadu,1,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_FDCeBal.png,Cadu,0.95,False,123359,0.0,282,,,,,,,,,,1.0,,,,,,,,,,,
716,Cauly,5,4,22,,Cauly Oliveira Souza,0.0,Bahia,4.11,cauly,20,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ruw71T7.png,Cauly,7.11,False,123360,0.0,265,,17.0,12.0,16.0,22.0,2.0,3.0,,1.0,12.0,,,4.0,,,,,,,,
717,P. Lima,6,4,22,,Pedro Lima de Barros,0.0,Palmeiras,0.0,pedro-lima,0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_A5AzBcL.png,Pedro Lima,1.0,False,123610,0.0,275,,,,,,,,,,,,,,,,,,,,,
718,L. Ronier,6,5,22,,Lucas Ronier Vieira Pires,0.0,Coritiba,0.0,lucas-ronier,0,https://s.sde.globo.com/media/person_role/2023/07/08/photo_FORMATO.png,Lucas Ronier,1.0,False,123648,0.0,294,,,,,,,,,,,,,,,,,,,,,
719,L. Guilherme,5,4,22,,Luis Guilherme Lira dos Santos,0.0,Palmeiras,1.82,luis-guilherme,12,https://s.sde.globo.com/media/person_role/2023/04/22/photo_FORMATO_xdmiXWp.png,Luis Guilherme,2.36,False,123713,0.0,275,,5.0,1.0,3.0,17.0,,3.0,,,3.0,,,1.0,,,1.0,,,,,
720,Z. Guilherme,6,2,22,,José Guilherme de Lima Costa,0.0,Grêmio,0.0,ze-guilherme,0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_HA7qoxl.png,Zé Guilherme,1.0,False,123717,0.0,284,,,,,,,,,,,,,,,,,,,,,
721,A. Zanella,6,3,22,,Arthur Zanella Koerich,0.0,Athlético-PR,0.0,arthur-zanella,0,https://s.sde.globo.com/media/person_role/2023/05/17/photo_FORMATO_WxI37NH.png,Arthur Zanella,1.0,False,123725,0.0,293,,,,,,,,,,,,,,,,,,,,,
722,Everton,6,5,22,,Everton Tiago Barella de Souza Messias,0.0,Bragantino,0.0,everton,0,https://s.sde.globo.com/media/person_role/2023/05/13/photo_FORMATO.png,Everton,1.0,False,124158,0.0,280,,,,,,,,,,,,,,,,,,,,,
723,H. Mosquera,5,5,22,,Henry David Mosquera Sánchez,0.0,Bragantino,3.78,henry-mosquera,10,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_TRxfH8B.png,Henry Mosquera,7.2,False,124239,0.0,280,,16.0,2.0,6.0,6.0,2.0,2.0,,1.0,8.0,,,1.0,,,1.0,,,,,
724,Isaac,6,5,22,,Isaac Aguiar Tomich,0.0,Atlético-MG,-0.3,isaac,1,https://s.sde.globo.com/media/person_role/2023/04/22/photo_FORMATO_3csZZPr.png,Isaac,1.1,False,124247,0.0,282,,1.0,,,,,,,,,,,,,,,,,,,
725,L. Santos,6,2,22,,Leonardo dos Santos Lopes da Silva,0.0,Atlético-MG,0.0,leo-santos,0,https://s.sde.globo.com/media/person_role/2023/04/01/photo_FORMATO_EqilkPd.png,Léo Santos,1.0,False,124249,0.0,282,,,,,,,,,,,,,,,,,,,,,
726,P. Ataíde,6,5,22,,Pedro Ataide de Souza Oliveira,0.0,Atlético-MG,0.0,pedro-ataide,0,https://s.sde.globo.com/media/person_role/2023/04/01/photo_220x220_jrCgQkt.png,Pedro Ataíde,1.0,False,124250,0.0,282,,,,,,,,,,,,,,,,,,,,,
727,Rangel,6,2,22,,Vinicius Rangel da Silva,0.0,Internacional,0.0,rangel,0,https://s.sde.globo.com/media/person_role/2023/04/03/photo_220x220_4bRSbNP.png,Rangel,1.0,False,124267,0.0,285,,,,,,,,,,,,,,,,,,,,,
728,Ian,6,2,22,,Ian Custódio dos Anjos,0.0,Palmeiras,0.0,ian,0,https://s.sde.globo.com/media/person_role/2023/04/05/photo_220x220_UNa4pQH.png,Ian,1.0,False,124313,0.0,275,,,,,,,,,,,,,,,,,,,,,
729,Allyson,7,3,22,,Allyson Aires dos Santos,-0.4,Cuiabá,2.82,allyson,6,https://s.sde.globo.com/media/person_role/2023/04/06/photo_FORMATO.png,Allyson,3.43,True,124340,-0.86,1371,,4.0,,1.0,5.0,,,,,4.0,,2.0,,,,,,,,,
730,J. Vitor,6,2,22,,João Vitor da Silva Almeida,0.0,Coritiba,0.0,joao-vitor,0,https://s.sde.globo.com/media/person_role/2023/04/08/photo_FORMATO_99Ek8Df.png,João Vitor,1.0,False,124358,0.0,294,,,,,,,,,,,,,,,,,,,,,
731,M. Ponte,6,2,22,,Mateo Ponte Costa,0.0,Botafogo,6.2,mateo-ponte,1,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_V0797EE.png,Mateo Ponte,4.55,False,124481,0.0,263,,,,,,,,,,1.0,,1.0,,,,,,,,,
732,F. Negrucci,6,4,22,,Felipe Negrucci Berdague,0.0,São Paulo,-0.6,felipe-negrucci,1,https://s.sde.globo.com/media/person_role/2023/05/04/photo_FORMATO_X79ZKxw.png,Felipe Negrucci,0.73,False,124674,0.0,276,,2.0,,,,,,,,,,,,,,,,,,,
733,P. Vitor,6,4,22,,Paulo Vitor Monteiro,0.0,Atlético-MG,1.1,paulo-vitor,1,https://s.sde.globo.com/media/person_role/2023/05/07/photo_FORMATO_1HEXq1i.png,Paulo Vitor,1.04,False,124690,0.0,282,,2.0,,,1.0,,,,,1.0,,,,,,,,,,,
734,Nolasco,6,3,22,,Daniel Camargo Nolasco,0.0,Goiás,0.0,nolasco,0,,Nolasco,1.0,False,124698,0.0,290,,,,,,,,,,,,,,,,,,,,,
735,Arielson,6,5,22,,Arielson Sampaio Galvão,0.0,Cruzeiro,0.0,arielson,0,https://s.sde.globo.com/media/person_role/2023/05/10/photo_220x220_gg52sKH.png,Arielson,1.0,False,124699,0.0,283,,,,,,,,,,,,,,,,,,,,,
736,Leandro,6,1,22,,Leandro Mathias Silva Bueno,0.0,São Paulo,0.0,leandro,0,,Leandro,1.0,False,124701,0.0,276,,,,,,,,,,,,,,,,,,,,,
737,J. Henrique,6,2,22,,João Henrique Mendes da Silva,0.0,Fluminense,0.0,joao-henrique,0,https://s.sde.globo.com/media/person_role/2023/05/16/photo_FORMATO_L1i5sSp.png,João Henrique,1.0,False,124728,0.0,266,,,,,,,,,,,,,,,,,,,,,
738,N. Fernandes,6,5,22,,Nathan Ribeiro Fernandes,0.0,Grêmio,0.3,nathan-fernandes,3,https://s.sde.globo.com/media/person_role/2023/05/20/photo_FORMATO.png,Nathan Fernandes,0.76,False,124757,0.0,284,,1.0,1.0,,,,,,,,,,,,,,,,,,
739,G. Henrique,6,3,22,,Gustavo Henrique da Silva,0.0,Bragantino,0.0,gustavo-henrique,0,https://s.sde.globo.com/media/person_role/2023/05/20/photo_FORMATO_mWVV0xX.png,Gustavo Henrique,1.0,False,124758,0.0,280,,,,,,,,,,,,,,,,,,,,,
740,K. Elias,6,5,22,,Kauã Elias Nogueira,0.0,Fluminense,0.0,kaua-elias,0,https://s.sde.globo.com/media/person_role/2023/05/25/photo_FORMATO_e5AgUEU.png,Kauã Elias,1.0,False,124821,0.0,266,,,,,,,,,,,,,,,,,,,,,
741,Lian,6,5,22,,Lian dos Santos da Silva,0.0,Grêmio,0.0,lian,1,https://s.sde.globo.com/media/person_role/2023/05/26/photo_FORMATO_J0XOK33.png,Lian,0.72,False,124830,0.0,284,,,,,,,,,,,,,,,,,,,,,
742,R. Assis,6,4,22,,Ruan Lucas de Assis,0.0,Coritiba,1.55,ruan-assis,4,https://s.sde.globo.com/media/person_role/2023/05/27/photo_FORMATO.png,Ruan Assis,1.73,False,124834,0.0,294,,,1.0,,,,,,,,,,1.0,,,,,,,,
743,R. Barcelos,6,4,22,,Rafael Raul Barcelos,0.0,América-MG,0.0,rafa-barcelos,0,https://s.sde.globo.com/media/person_role/2023/06/03/photo_220x220.png,Rafa Barcelos,1.0,False,124917,0.0,327,,,,,,,,,,,,,,,,,,,,,
744,Renato,6,3,22,,Renato Santos da Cruz,0.0,Corinthians,0.0,renato,0,https://s.sde.globo.com/media/person_role/2023/06/03/photo_220x220_kkl0avZ.png,Renato,1.0,False,124918,0.0,264,,,,,,,,,,,,,,,,,,,,,
745,W. Costa,6,2,22,,Wesley da Costa Silva,0.0,Grêmio,0.0,wesley-costa,0,https://s.sde.globo.com/media/person_role/2023/09/03/photo_FORMATO_tWVFhHY.png,Wesley Costa,1.0,False,125000,0.0,284,,,,,,,,,,,,,,,,,,,,,
746,Robert,6,5,22,,Robert Vinicius Rodrigues Silva,0.0,Cruzeiro,2.33,robert,3,https://s.sde.globo.com/media/person_role/2023/06/09/photo_FORMATO_Y3mjBy8.png,Robert,1.86,False,125050,0.0,283,,2.0,2.0,2.0,1.0,,1.0,,1.0,1.0,,,,,,1.0,,,,,
747,A. Evangelista,7,6,22,,Armando Evangelista Macedo Freitas,4.06,Goiás,4.96,armando-evangelista,12,https://s.sde.globo.com/media/person_role/2023/06/09/photo_220x220_s6ZF5g9.png,Armando Evangelista,9.76,True,125081,0.03,290,,,,,,,,,,,,,,,,,,4.0,,,
748,Viery,6,3,22,,Viery Fernandes Santos Lopes,0.0,Grêmio,0.0,viery,0,,Viery,1.0,False,125467,0.0,284,,,,,,,,,,,,,,,,,,,,,
749,Alisson,6,5,22,,Alisson Santana Lopes da Fonseca,0.0,Atlético-MG,-0.35,alisson,4,,Alisson,0.74,True,125469,0.02,282,,3.0,,,1.0,,,,1.0,,,,,,,,,,,,
750,T. Kosloski,6,6,22,,Thiago Kosloski,0.0,Coritiba,5.06,thiago-kosloski,9,https://s.sde.globo.com/media/person_role/2023/06/27/photo_FORMATO.png,Thiago Kosloski,9.57,False,125470,0.0,294,,,,,,,,,,,,,,,,,,3.0,,,
751,Serginho,7,5,22,,Sérgio Antonio de Luiz Junior,1.3,Vasco,2.44,serginho,5,https://s.sde.globo.com/media/person_role/2023/06/27/photo_FORMATO_CF5cmRB.png,Serginho,3.34,True,125471,-0.02,267,,5.0,,1.0,7.0,1.0,,,1.0,2.0,,,,,,,,,,,
752,G. Moscardo,7,4,22,,Gabriel Silva Moscardo de Salles,5.0,Corinthians,3.35,gabriel-moscardo,6,https://s.sde.globo.com/media/person_role/2023/07/05/photo_FORMATO_3w25yIa.png,Gabriel Moscardo,3.53,True,125487,0.87,264,,10.0,,1.0,3.0,,,,2.0,19.0,,,,,,,,,,,
753,J. Pedro,6,3,22,,João Pedro de Sousa Rodrigues,0.0,Corinthians,0.0,joao-pedro,0,https://s.sde.globo.com/media/person_role/2023/08/19/photo_220x220.png,João Pedro,1.0,False,125488,0.0,264,,,,,,,,,,,,,,,,,,,,,
754,J. Gabriel,6,4,22,,Jean Gabriel Silveira,0.0,Coritiba,0.0,jean-gabriel,0,https://s.sde.globo.com/media/person_role/2023/06/30/photo_220x220.png,Jean Gabriel,1.0,False,125551,0.0,294,,,,,,,,,,,,,,,,,,,,,
755,Dudu,6,4,22,,Eduardo Kogitzki Anastacio,0.0,Athlético-PR,0.0,dudu,0,https://s.sde.globo.com/media/person_role/2023/07/07/photo_FORMATO_3PWOW7f.png,Dudu,1.0,False,125746,0.0,293,,,,,,,,,,,,,,,,,,,,,
756,P. Morisco,6,1,22,,Pedro Luccas Morisco da Silva,0.0,Coritiba,0.0,pedro-morisco,0,https://s.sde.globo.com/media/person_role/2023/07/08/photo_220x220_StlX8LL.png,Pedro Morisco,1.0,False,125803,0.0,294,,,,,,,,,,,,,,,,,,,,,
