,atletas.entrou_em_campo,atletas.clube.id.full.name,atletas.posicao_id,atletas.variacao_num,atletas.preco_num,atletas.status_id,atletas.minimo_para_valorizar,atletas.jogos_num,atletas.slug,atletas.apelido_abreviado,atletas.nome,atletas.rodada_id,atletas.atleta_id,atletas.apelido,atletas.media_num,atletas.clube_id,atletas.foto,atletas.pontos_num,A,CA,DS,FC,FF,FS,G,PP,SG,V,FD,FT,I,PC,CV,GC,PS,DE,GS,DP,PI
383,True,Bragantino,5,0.58,7.26,6,,30,vitinho,Vitinho,Vitor Hugo Naum dos Santos,37,101960,Vitinho,3.32,280,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Hob15WK.png,5.4,2.0,8.0,19.0,39.0,27.0,48.0,2.0,,,,16.0,2.0,4.0,,,,,,,,
384,True,Fortaleza,3,0.91,8.43,7,,29,britez,Brítez,Emanuel Fermín Brítez,37,101995,Brítez,2.94,356,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_qvH6Q9A.png,5.6,1.0,9.0,31.0,40.0,10.0,25.0,,,9.0,,3.0,,6.0,1.0,1.0,,,,,,
385,True,Goiás,5,-0.03,3.92,6,,19,anderson-oliveira,A. Oliveira,Anderson de Oliveira da Silva,37,102096,Anderson Oliveira,1.87,290,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_AFDNRnG.png,0.6,1.0,1.0,14.0,23.0,8.0,20.0,,,,,2.0,1.0,1.0,,,,,,,,
386,True,Palmeiras,2,-1.18,12.61,7,,29,piquerez,Piquerez,Joaquín Piquerez Moreira,37,102130,Piquerez,7.27,275,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_04Y9scz.png,7.5,5.0,5.0,60.0,14.0,13.0,24.0,3.0,,15.0,,4.0,,2.0,,,1.0,,,,,
387,False,Fluminense,1,0.0,2.0,6,,0,vitor-eudes,V. Eudes,Vitor Eudes de Souza Costa,37,102137,Vitor Eudes,0.0,266,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_FvWKOzt.png,0.0,,,,,,,,,,,,,,,,,,,,,
388,True,Goiás,3,-0.23,5.68,6,,29,lucas-halter,L. Halter,Lucas Halter,37,102253,Lucas Halter,3.19,290,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_DlFIoVh.png,0.2,,8.0,31.0,25.0,7.0,10.0,3.0,,8.0,,3.0,,2.0,1.0,2.0,,,,,,
389,False,Cruzeiro,1,0.0,0.7,6,,0,gabriel-mesquita,G. Mesquita,Gabriel José Ferreira Mesquita,37,102290,Gabriel Mesquita,-1.0,283,https://s.sde.globo.com/media/person_role/2023/05/30/photo_220x220.png,0.0,,1.0,,,,,,,,,,,,,,,,,,,
390,False,Cruzeiro,5,0.0,4.51,6,,10,rafael-elias,R. Elias,Rafael Elias da Silva,37,102302,Rafael Elias,2.16,283,https://s.sde.globo.com/media/person_role/2023/07/27/photo_FORMATO_C3BThsf.png,0.0,,3.0,3.0,15.0,5.0,7.0,1.0,,,,6.0,1.0,2.0,,,,,,,,
391,False,Athlético-PR,3,0.0,2.35,7,,8,matheus-felipe,M. Felipe,Matheus Felipe Santos Nascimento,37,102310,Matheus Felipe,1.77,293,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_e7P4JVL.png,0.0,,1.0,7.0,4.0,1.0,2.0,,,1.0,,1.0,,,,,,,,,,
392,True,São Paulo,2,-1.34,9.46,7,,27,caio-paulista,C. Paulista,Caio Fernando de Oliveira,37,102318,Caio Paulista,4.8,276,https://s.sde.globo.com/media/person_role/2023/01/27/photo_FORMATO_rRBJfVv.png,2.6,2.0,4.0,25.0,17.0,9.0,34.0,1.0,,10.0,,11.0,1.0,,1.0,,,1.0,,,,
393,True,Athlético-PR,3,0.47,5.55,3,,18,caca,Cacá,Carlos de Menezes Júnior,37,102340,Cacá,3.23,293,https://s.sde.globo.com/media/person_role/2023/07/21/photo_FORMATO_EPR1F0c.png,5.4,,5.0,27.0,28.0,5.0,8.0,2.0,,3.0,,,,,,,,,,,,
394,False,América-MG,5,0.0,5.85,6,,22,mastriani,Mastriani,Gonzalo Mathías Mastriani Borges,37,102561,Mastriani,5.95,327,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_6Ys1TEq.png,0.0,1.0,1.0,8.0,15.0,21.0,14.0,11.0,,,,11.0,,3.0,,1.0,,,,,,
395,True,Bragantino,5,0.99,6.86,7,,22,helinho,Helinho,Hélio Júnio Nunes de Castro,37,102598,Helinho,4.3,280,https://s.sde.globo.com/media/person_role/2022/05/05/d0de5e463c8123423e2713cdde571faf_FORMATO.png,7.0,2.0,7.0,23.0,23.0,21.0,21.0,3.0,,,,14.0,1.0,3.0,,,,,,,,
396,False,Cruzeiro,1,0.0,2.04,6,,2,anderson,Anderson,Anderson Silva da Paixão,37,102906,Anderson,0.5,283,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Lvl4bA5.png,0.0,,2.0,,,,,,,1.0,,,,,,1.0,,,1.0,,,
397,False,Bahia,1,0.0,2.0,6,,0,matheus-teixeira,M. Teixeira,Matheus Henrique Teixeira,37,102907,Matheus Teixeira,0.0,265,https://s.sde.globo.com/media/person_role/2022/04/05/ff4149be4042453395add145d010bd49_FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,
398,False,São Paulo,4,0.0,4.2,6,,10,luan,Luan,Luan Vinícius da Silva Santos ,37,102909,Luan,1.97,276,https://s.sde.globo.com/media/person_role/2022/03/01/6b4e62b423e7b34762e0c7f626ea5ebd_FORMATO.png,0.0,,,12.0,9.0,3.0,5.0,,,,,,1.0,,,,,,,,,
399,False,Athlético-PR,5,0.0,8.84,7,,27,canobbio,Canobbio,Agustín Canobbio Graviz,37,102928,Canobbio,5.83,293,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_VXCkQFM.png,0.0,5.0,9.0,54.0,34.0,21.0,47.0,2.0,,,,24.0,1.0,13.0,1.0,,,1.0,,,,
400,True,Fortaleza,2,1.33,4.61,6,,12,escobar,Escobar,Gonzalo Daniel Escobar,37,102975,Escobar,2.23,356,https://s.sde.globo.com/media/person_role/2023/07/03/photo_FORMATO_LH8zzYb.png,7.8,2.0,4.0,13.0,16.0,3.0,7.0,,,1.0,,,,,1.0,,,,,,,
401,False,Bragantino,5,0.0,3.09,6,,3,laquintana,Laquintana,Ignacio Jesús Laquintana Marsico,37,103014,Laquintana,1.73,280,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_roWm5iE.png,0.0,,,2.0,3.0,,3.0,,,,,2.0,,2.0,,,,,,,,
402,False,Bragantino,4,0.0,4.46,7,,21,eric-ramires,E. Ramires,Eric dos Santos Rodrigues,37,103295,Eric Ramires,3.47,280,https://s.sde.globo.com/media/person_role/2022/05/05/68b240d886c54c37133d42e6dd5f8e41_FORMATO.png,0.0,3.0,1.0,18.0,20.0,8.0,16.0,3.0,,,,4.0,1.0,1.0,,1.0,,,,,,
403,True,Cuiabá,2,0.81,8.03,7,,33,matheus-alexandre,M. Alexandre,Matheus Alexandre Anastácio de Souza,37,103347,Matheus Alexandre,4.55,1371,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_4eKoeL1.png,3.3,,5.0,79.0,34.0,3.0,11.0,1.0,,11.0,,1.0,,4.0,1.0,,,,,,,
404,True,América-MG,4,0.72,7.51,6,,33,emmanuel-martinez,E. Martínez,Leandro Emmanuel Martínez,37,103388,Emmanuel Martínez,4.15,327,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_cPLErDD.png,6.2,5.0,3.0,55.0,28.0,11.0,53.0,1.0,,,,8.0,2.0,1.0,1.0,,,,,,,
405,False,Corinthians,3,0.0,3.4,6,,13,caetano,Caetano,João Victor Andrade Caetano,37,103575,Caetano,2.56,264,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_72Ycs9o.png,0.0,,3.0,13.0,7.0,1.0,6.0,,,4.0,,,,,1.0,,,,,,,
406,False,Cruzeiro,5,0.0,2.83,5,,4,rafael-bilu,R. Bilu,Rafael Bilu Mudesto,37,103576,Rafael Bilu,2.08,283,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_L5qGZ0n.png,0.0,,,4.0,1.0,3.0,3.0,,,,,,,1.0,,,,,,,,
407,False,São Paulo,5,0.0,7.42,6,,15,marcos-paulo,M. Paulo,Marcos Paulo Costa do Nascimento,37,103645,Marcos Paulo,3.06,276,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_XopxIWU.png,0.0,1.0,2.0,15.0,8.0,4.0,12.0,2.0,,,,2.0,,2.0,,,,,,,,
408,True,Athlético-PR,3,1.12,4.28,6,,9,kaique-rocha,K. Rocha,Kaíque Rocha Lima,37,103684,Kaíque Rocha,2.84,293,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_TAU79Yo.png,6.8,,2.0,7.0,5.0,2.0,2.0,1.0,,2.0,,,,,,,,,,,,
409,True,Bragantino,4,-0.39,2.51,7,,29,jadsom-silva,J. Silva,Jadsom Meemyas de Oliveira da Silva,37,103695,Jadsom Silva,1.4,280,https://s.sde.globo.com/media/person_role/2022/05/05/9d601cb29909661ed2abc4800aab14b7_FORMATO.png,0.2,,8.0,36.0,38.0,7.0,17.0,,,,,5.0,,1.0,3.0,,,,,,,
410,False,Corinthians,3,0.0,3.71,7,,25,bruno-mendez,B. Méndez,Bruno Méndez Cittadini,37,103700,Bruno Méndez,2.66,264,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_VwEvkmY.png,0.0,1.0,5.0,29.0,17.0,4.0,5.0,,,7.0,,,,1.0,1.0,1.0,,,,,,
411,False,Palmeiras,4,0.0,8.5,5,,24,gabriel-menino,G. Menino,Gabriel Vinícius Menino,37,103767,Gabriel Menino,4.19,275,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_a770SrF.png,0.0,3.0,5.0,38.0,39.0,17.0,28.0,2.0,,,,6.0,2.0,2.0,,,,,,,,
412,False,Goiás,4,0.0,1.47,6,,8,higor-meritao,H. Meritão,Higor Matheus Meritão,37,103987,Higor Meritão,1.17,290,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_uo7UAHd.png,0.0,,,4.0,7.0,4.0,1.0,,,,,,1.0,,,,,,,,,
413,False,Bragantino,1,0.0,3.0,6,,0,maycon,Maycon,Maycon Cleiton de Paula Azevedo,37,104017,Maycon,0.0,280,https://s.sde.globo.com/media/person_role/2022/05/05/f39fcb967a674ffddbaec227105dae4a_FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,
414,False,São Paulo,3,0.0,3.0,6,,0,walce,Walce,Walce da Silva Costa Filho,37,104074,Walce,0.0,276,https://s.sde.globo.com/media/person_role/2022/03/01/42769c38f612d4af2143de3132ce1cec_220x220.png,0.0,,,,,,,,,,,,,,,,,,,,,
415,False,Botafogo,1,0.0,2.0,6,,0,joao-fernando,J. Fernando,João Fernando Monteiro Siqueira,37,104079,João Fernando,0.0,263,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5Z0375l.png,0.0,,,,,,,,,,,,,,,,,,,,,
416,False,Corinthians,1,0.0,2.32,6,,1,carlos-miguel,C. Miguel,Carlos Miguel dos Santos Pereira,37,104084,Carlos Miguel,5.0,264,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_ucZUimL.png,0.0,,,,,,,,,1.0,,,,,,,,,,,,
417,False,Atlético-MG,3,0.0,4.75,5,,15,bruno-fuchs,B. Fuchs,Bruno de Lara Fuchs,37,104085,Bruno Fuchs,3.31,282,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_qjyhb3e.png,0.0,,2.0,12.0,11.0,,11.0,,,7.0,,,,,,,,,,,,
418,False,Corinthians,4,0.0,3.69,6,,18,ruan,Ruan,Ruan de Oliveira Ferreira,37,104153,Ruan,3.44,264,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_Uq9B5Kn.png,0.0,2.0,3.0,23.0,19.0,7.0,12.0,2.0,,,,4.0,,1.0,,,,1.0,,,,
419,False,Santos,2,0.0,5.91,6,,15,joao-lucas,J. Lucas,João Lucas de Almeida Carvalho,37,104257,João Lucas,3.98,277,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_tX8ABIy.png,0.0,1.0,1.0,24.0,11.0,6.0,18.0,,,3.0,,2.0,,,1.0,,,,,,,
420,False,Bragantino,3,0.0,3.95,6,,2,lucas-rafael,L. Rafael,Lucas Rafael Gonçalves da Silva,37,104360,Lucas Rafael,3.15,280,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_J1rhwK6.png,0.0,,,,1.0,,1.0,,,1.0,,1.0,,1.0,,,,,,,,
421,False,Atlético-MG,1,-0.63,2.38,3,,2,matheus-mendes,M. Mendes,Matheus Mendes Werneck de Oliveira,37,104383,Matheus Mendes,4.5,282,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_xQ2S67t.png,-1.0,,3.0,,,,,,,1.0,,,,,,,,,8.0,1.0,,
422,True,Internacional,3,-0.58,4.91,7,,23,igor-gomes,I. Gomes,Igor Gomes Silva,37,104385,Igor Gomes,2.49,285,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_I7Q1WEp.png,0.7,,4.0,24.0,13.0,5.0,12.0,,,5.0,,2.0,,,1.0,,,,,,,
423,False,Athlético-PR,5,0.0,2.39,6,,1,reinaldo,Reinaldo,Reinaldo Nascimento Satorno,37,104420,Reinaldo,1.7,293,https://s.sde.globo.com/media/person_role/2020/03/03/12600160dfe6fed9a606921db8b0a862_FORMATO.png,0.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
424,False,Grêmio,1,0.0,1.0,5,,0,felipe-scheibig,F. Scheibig,Felipe Mateus Scheibig,37,104424,Felipe Scheibig,0.0,284,https://s.sde.globo.com/media/person_role/2021/07/16/79af8f6f344db19983598078705340fc_FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,
425,True,Athlético-PR,4,0.0,8.71,2,,20,christian,Christian,Christian Roberto Alves Cardoso,37,104502,Christian,3.75,293,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_V2OPAxf.png,1.1,,1.0,24.0,29.0,8.0,22.0,4.0,,,,3.0,1.0,,,,,,,,,
426,False,Botafogo,3,0.0,3.0,6,,0,henrique-vermudt,H. Vermudt,Henrique Vermudt,37,104504,Henrique Vermudt,0.0,263,https://s.sde.globo.com/media/person_role/2023/07/30/photo_FORMATO_iztb5Pm.png,0.0,,,,,,,,,,,,,,,,,,,,,
427,False,Fortaleza,4,0.0,3.32,6,,6,vinicius-zanocelo,V. Zanocelo,Vinícius Nelson de Souza Zanocelo,37,104521,Vinícius Zanocelo,0.68,356,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_OPlr7ly.png,0.0,,1.0,4.0,3.0,,,,,,,1.0,,,,,,,,,,
428,False,Santos,4,0.0,2.54,5,,5,sandry,Sandry,Sandry Roberto Santos Goes,37,104580,Sandry,0.52,277,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_bbHXWKZ.png,0.0,,2.0,4.0,4.0,,2.0,,,,,,,,,,,,,,,
429,False,Bragantino,1,0.0,1.0,6,,0,fabricio,Fabrício,Fabrício Oliveira de Souza,37,104588,Fabrício,0.0,280,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_AAId2Kq.png,0.0,,,,,,,,,,,,,,,,,,,,,
430,True,Coritiba,4,0.21,3.8,6,,26,matheus-bianqui,M. Bianqui,Matheus Henrique Bianqui,37,104640,Matheus Bianqui,2.57,294,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_nFBy3HF.png,1.3,1.0,8.0,35.0,38.0,11.0,26.0,2.0,,,,4.0,,3.0,,,1.0,,,,,
431,True,Botafogo,4,-0.07,0.93,6,,1,newton,Newton,Newton Araújo da Costa Júnior,37,104693,Newton,0.8,263,,0.8,,,,,1.0,,,,,,,,,,,,,,,,
432,True,Fortaleza,6,0.28,12.98,7,,35,juan-vojvoda,J. Vojvoda,Juan Pablo Vojvoda Rizzo,37,104754,Juan Vojvoda,4.98,356,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_UIx1Yzg.png,6.72,,,,,,,,,,14.0,,,,,,,,,,,
433,True,Bahia,4,-0.32,5.15,7,,28,acevedo,Acevedo,Nicolás Brian Acevedo Tabárez,37,104783,Acevedo,2.67,265,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,2.6,,5.0,54.0,37.0,12.0,27.0,,,,,5.0,,,,1.0,,,,,,
434,True,Coritiba,4,0.0,6.22,7,,18,sebastian-gomez,S. Gómez,Sebastián Gómez Londoño,37,104811,Sebastián Gómez,3.2,294,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_fnuIkZJ.png,0.9,2.0,3.0,22.0,16.0,3.0,17.0,2.0,,,,2.0,,2.0,,,,,,,,
435,False,Botafogo,1,0.0,1.0,6,,0,igo-gabriel,I. Gabriel,Igo Gabriel Santos Pereira,37,104991,Igo Gabriel,0.0,263,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_C8GywEv.png,0.0,,,,,,,,,,,,,,,,,,,,,
436,True,Cruzeiro,3,0.41,3.42,6,,3,joao-marcelo,J. Marcelo,João Marcelo Messias Ferreira,37,105047,João Marcelo,4.77,283,https://s.sde.globo.com/media/person_role/2023/08/01/photo_220x220_vuySYbE.png,7.2,,,3.0,1.0,,2.0,,,2.0,,,,,,,,,,,,
437,True,Botafogo,5,0.07,5.26,6,,32,luis-henrique,L. Henrique,Luis Henrique Tomaz de Lima,37,105049,Luis Henrique,2.47,263,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XMfC6C1.png,1.2,2.0,,12.0,6.0,11.0,6.0,4.0,,,,10.0,,1.0,,,,1.0,,,,
438,True,Athlético-PR,1,-0.36,10.59,7,,31,bento,Bento,Bento Matheus Krepski,37,105208,Bento,3.89,293,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7ROEp8B.png,8.5,1.0,3.0,,2.0,,4.0,,,8.0,,,,,,,,,97.0,34.0,2.0,
439,False,Vasco,4,0.0,3.0,5,,0,de-lucca,D. Lucca,Patrick de Lucca Chaves de Oliveira,37,105294,De Lucca,0.0,267,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_J73ZkrF.png,0.0,,,,,,,,,,,,,,,,,,,,,
440,False,São Paulo,3,0.0,4.47,6,,1,ferraresi,Ferraresi,Nahuel Adolfo Ferraresi Hernández,37,105300,Ferraresi,0.0,276,https://s.sde.globo.com/media/person_role/2022/08/13/a5301263d96806640ddf67cec70f99e7_FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,
441,False,Bahia,3,0.0,4.43,6,,13,gabriel-xavier,G. Xavier,Gabriel Lheman Xavier - Lhman,37,105373,Gabriel Xavier,3.49,265,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0UPMoSl.png,0.0,,2.0,19.0,14.0,3.0,8.0,,,4.0,,2.0,,,,,,,,,,
442,True,Corinthians,2,-0.75,6.76,7,,22,matheus-bidu,M. Bidu,Matheus Lima Beltrão Oliveira Valin,37,105531,Matheus Bidu,4.03,264,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_cNTyg24.png,4.7,,2.0,33.0,21.0,7.0,33.0,,,6.0,,6.0,,,2.0,,,,,,,
443,True,Cuiabá,5,-0.04,4.27,7,,28,rikelme,Rikelme,Rikelme Hernandes Amorim Rocha,37,105547,Rikelme,3.4,1371,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_FfgJEdr.png,0.2,1.0,2.0,61.0,22.0,9.0,16.0,1.0,,,,5.0,,3.0,,,1.0,,,,,
444,False,Vasco,2,0.0,3.0,6,,0,riquelme,Riquelme,Riquelme Carvalho Araújo Viana,37,105566,Riquelme,0.0,267,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_smA6Xym.png,0.0,,,,,,,,,,,,,,,,,,,,,
445,True,Fortaleza,5,-0.06,6.29,7,,28,lucero,Lucero,Juan Martín Lucero,37,105568,Lucero,3.96,356,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_MqRx953.png,-0.3,,2.0,10.0,27.0,16.0,25.0,8.0,,,,11.0,2.0,13.0,,,,2.0,,,,
446,True,Vasco,2,-0.44,6.85,7,,33,lucas-piton,L. Piton,Lucas Piton Crivellaro,37,105584,Lucas Piton,2.92,267,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_71dywWV.png,1.6,3.0,3.0,34.0,43.0,10.0,8.0,,,8.0,,4.0,,2.0,,,,,,,,
447,False,Corinthians,4,0.0,2.03,6,,15,roni,Roni,Roni Medeiros de Moura,37,105585,Roni,1.19,264,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_efGU5wq.png,0.0,,2.0,16.0,15.0,2.0,5.0,,,,,1.0,,,,,,,,,,
448,True,Internacional,4,0.88,10.17,7,,25,mauricio,Maurício,Maurício Magalhães Prado,37,105647,Maurício,4.91,285,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_7KIwg4E.png,11.4,4.0,4.0,15.0,17.0,18.0,30.0,6.0,,,,6.0,3.0,4.0,,,,1.0,,,,
449,False,Internacional,3,0.0,4.5,6,,23,nicolas-hernandez,N. Hernández,Nicolás Hernández Rodríguez,37,105672,Nicolás Hernández,2.36,285,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_l85XoS0.png,0.0,2.0,6.0,12.0,14.0,1.0,7.0,,,7.0,,,1.0,,,,1.0,1.0,,,,
450,False,Cruzeiro,5,0.0,8.24,6,,27,wesley,Wesley,Wesley Ribeiro Silva,37,105811,Wesley,4.05,283,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vnwHYu8.png,0.0,1.0,6.0,33.0,51.0,20.0,43.0,4.0,,,,14.0,,3.0,,,,,,,,
451,True,Goiás,3,0.36,2.55,6,,8,edu,Edu,Lucas Eduardo Ribeiro de Souza,37,105842,Edu,2.36,290,https://s.sde.globo.com/media/person_role/2023/06/25/photo_FORMATO_bGsyKIs.png,2.2,,1.0,6.0,6.0,1.0,7.0,,,2.0,,1.0,,,1.0,,,,,,,
452,False,Athlético-PR,3,0.0,1.0,2,,0,belezi,Belezi,Lucas Belezi Barbosa,37,105844,Belezi,0.0,293,https://s.sde.globo.com/media/person_role/2023/10/08/photo_FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,
453,True,Corinthians,4,0.26,5.29,6,,13,matheus-araujo,M. Araújo,Matheus de Araújo Andrade,37,105845,Matheus Araújo,1.89,264,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_BedE425.png,3.2,,,11.0,9.0,1.0,8.0,1.0,,,,1.0,,1.0,,,,,,,,
454,True,Vasco,4,-0.06,2.85,7,,23,ze-gabriel,Z. Gabriel,José Gabriel dos Santos Silva,37,105902,Zé Gabriel,1.72,267,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_PQUgcKV.png,0.9,,5.0,25.0,33.0,6.0,18.0,1.0,,,,2.0,,,,,,,,,,
455,True,Bahia,5,-0.29,2.44,6,,15,vinicius-mingotti,V. Mingotti,Vinicius Alessandro Mingotti,37,105909,Vinicius Mingotti,1.98,265,https://s.sde.globo.com/media/person_role/2023/04/20/photo_FORMATO_YH7397F.png,0.0,,2.0,4.0,11.0,3.0,13.0,2.0,,,,5.0,,7.0,,,,,,,,
456,False,Internacional,4,0.0,3.19,6,,20,romulo,Rômulo,Rômulo Zanre Zwarg,37,105911,Rômulo,2.67,285,https://s.sde.globo.com/media/person_role/2023/04/12/photo_220x220_eEMPMPy.png,0.0,,2.0,26.0,19.0,5.0,25.0,1.0,,,,2.0,1.0,1.0,,,,,,,,
457,False,Santos,2,0.0,0.71,6,,1,cadu-silva,C. Silva,Carlos Eduardo Bertolassi da Silva,37,105914,Cadu Silva,0.0,277,https://s.sde.globo.com/media/person_role/2020/02/28/8b8a13f401928e0adf73a1998a49f868_FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,
458,True,Internacional,1,-0.96,6.41,7,,18,rochet,Rochet,Sergio Ramón Rochet Álvarez,37,105949,Rochet,3.17,285,https://s.sde.globo.com/media/person_role/2023/07/14/photo_FORMATO_AtGShUT.png,0.5,,4.0,,,,10.0,,,5.0,,,,,,,,,55.0,24.0,,
459,False,Vasco,5,0.0,2.0,6,,0,vinicius,Vinícius,Vinícius dos Santos de Oliveira Paiva,37,105998,Vinícius,0.0,267,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Oqt8wcz.png,0.0,,,,,,,,,,,,,,,,,,,,,
460,False,Internacional,4,0.0,2.81,5,,1,lucas-ramos,L. Ramos,Lucas de Ramos Silveira,37,106000,Lucas Ramos,0.0,285,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_Tdt3VkZ.png,0.0,,,,,,,,,,,,,,,,,,,,,
461,False,Internacional,4,0.0,6.61,2,,21,johnny,Johnny,João Lucas Souza Cardoso,37,106002,Johnny,3.85,285,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_ylIGH1n.png,0.0,3.0,7.0,35.0,25.0,1.0,25.0,2.0,,,,6.0,1.0,2.0,1.0,,,,,,,
462,False,Bragantino,1,0.0,1.74,6,,5,lucao,Lucão,Lucas Alexandre Galdino de Azevedo,37,106160,Lucão,0.6,280,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_uN4AYEQ.png,0.0,,1.0,,,,,,,1.0,,,,,,,,,7.0,8.0,,
463,True,Vasco,5,0.25,14.58,7,,33,gabriel-pec,G. Pec,Gabriel Fortes Chaves,37,106199,Gabriel Pec,5.37,267,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_RHuy7TJ.png,1.7,4.0,5.0,36.0,32.0,25.0,49.0,7.0,,,,16.0,3.0,6.0,,,,,,,,
464,False,Vasco,4,0.0,2.69,6,,16,figueiredo,Figueiredo,Lucas Figueiredo dos Santos,37,106201,Figueiredo,1.92,267,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_YrswGSn.png,0.0,,3.0,8.0,17.0,11.0,15.0,,,,,8.0,1.0,6.0,,,,1.0,,,,
465,False,Coritiba,4,0.0,9.5,7,,29,bruno-gomes,B. Gomes,Bruno Gomes da Silva Clevelário,37,106202,Bruno Gomes,4.44,294,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_uLOhgzA.png,0.0,1.0,4.0,49.0,39.0,16.0,56.0,3.0,,,,11.0,2.0,2.0,1.0,1.0,,1.0,,,,
466,False,Athlético-PR,4,0.0,2.0,5,,0,kawan,Kawan,Kawan Gabriel da Silva,37,106219,Kawan,0.0,293,https://s.sde.globo.com/media/person_role/2022/02/21/f32be788b285e944b21d286da2e5b28d_FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,
467,True,Bragantino,3,0.3,3.35,7,,19,realpe,Realpe,Leonardo Javier Realpe Montaño,37,106299,Realpe,3.08,280,https://s.sde.globo.com/media/person_role/2022/05/05/593eafb7ce8c7aa2051ccde762f1d731_FORMATO.png,5.0,,3.0,16.0,18.0,2.0,4.0,,,8.0,,1.0,1.0,,,,,,,,,
