,atletas.entrou_em_campo,atletas.clube.id.full.name,atletas.posicao_id,atletas.variacao_num,atletas.preco_num,atletas.status_id,atletas.minimo_para_valorizar,atletas.jogos_num,atletas.slug,atletas.apelido_abreviado,atletas.nome,atletas.rodada_id,atletas.atleta_id,atletas.apelido,atletas.media_num,atletas.clube_id,atletas.foto,atletas.pontos_num,A,CA,DS,FC,FF,FS,G,PP,SG,V,FD,FT,I,PC,CV,GC,PS,DE,GS,DP,PI
187,False,São Paulo,1,0.0,4.09,6,,4,jandrei,Jandrei,Jandrei Chitolina Carniel,37,86508,Jandrei,3.88,276,https://s.sde.globo.com/media/person_role/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png,0.0,,1.0,,,,1.0,,,2.0,,,,,,,,,9.0,3.0,,
188,True,Botafogo,4,0.25,7.82,7,,34,tche-tche,T. Tchê,Danilo das Neves Pinheiro,37,86686,Tchê Tchê,2.84,263,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_FytIYxJ.png,1.5,4.0,7.0,25.0,37.0,11.0,46.0,2.0,,,,9.0,2.0,,,,,,,,,
189,True,Flamengo,5,0.38,9.14,7,,31,everton,Everton,Everton Sousa Soares,37,86757,Everton,4.42,262,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_EcaScZP.png,5.0,5.0,1.0,28.0,20.0,21.0,24.0,4.0,,,,18.0,1.0,7.0,,,,1.0,,,,
190,False,Grêmio,4,0.0,3.03,6,,4,luan,Luan,Luan Guilherme de Jesus Vieira,37,86759,Luan,0.43,284,https://s.sde.globo.com/media/person_role/2023/08/01/photo_FORMATO_wWoVCQJ.png,0.0,,,1.0,,,1.0,,,,,,,,,,,,,,,
191,True,Botafogo,4,-1.78,4.53,7,,21,danilo-barbosa,D. Barbosa,Danilo Barbosa da Silva,37,86777,Danilo Barbosa,2.06,263,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_6wIsdHM.png,0.0,,4.0,15.0,14.0,6.0,23.0,2.0,,,,1.0,,1.0,,,,,,,,
192,False,Coritiba,5,0.0,3.27,6,,10,rodrigo-pinho,R. Pinho,Rodrigo Cunha Pereira de Pinho,37,86799,Rodrigo Pinho,1.57,294,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_vRioSFE.png,0.0,,2.0,3.0,8.0,5.0,10.0,,,,,4.0,1.0,4.0,,,,,,,,
193,True,Fortaleza,4,-0.38,3.95,7,,23,jose-welison,J. Welison,José Welison da Silva,37,86859,José Welison,3.27,356,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_Sq4MDcU.png,-0.3,2.0,7.0,41.0,39.0,13.0,17.0,1.0,,,,4.0,1.0,1.0,,,,,,,,
194,True,América-MG,2,0.25,6.16,6,,25,marlon,Marlon,Marlon Matheus Lopes do Nascimento,37,86864,Marlon,3.55,327,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_hRhEq94.png,3.5,1.0,3.0,48.0,16.0,4.0,37.0,1.0,,1.0,,2.0,,,,,1.0,,,,,
195,True,Vasco,1,-0.78,10.17,7,,34,leo-jardim,L. Jardim,Leonardo César Jardim,37,87008,Léo Jardim,3.82,267,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_2NC7Cvz.png,3.0,,2.0,,,,2.0,,,8.0,,,,,,,,,128.0,44.0,1.0,
196,True,Grêmio,4,-0.03,4.15,3,,19,nathan,Nathan,Nathan Allan de Souza,37,87009,Nathan,1.62,284,https://s.sde.globo.com/media/person_role/2023/04/12/photo_FORMATO_H5UIx66.png,0.4,1.0,3.0,14.0,15.0,5.0,13.0,,,,,5.0,,1.0,,,,,,,,
197,False,Athlético-PR,3,0.0,8.95,6,,11,pedro-henrique,P. Henrique,Pedro Henrique Ribeiro Gonçalves,37,87225,Pedro Henrique,3.65,293,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Pmz9ta0.png,0.0,,3.0,10.0,14.0,5.0,5.0,1.0,,4.0,,1.0,,2.0,,,,,,,,
198,True,Atlético-MG,2,-1.09,10.29,7,,27,guilherme-arana,G. Arana,Guilherme Antonio Arana Lopes,37,87228,Guilherme Arana,4.91,282,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6cBmo9F.png,0.1,,2.0,36.0,20.0,14.0,25.0,2.0,,11.0,,5.0,,,,1.0,,,,,,
199,True,Internacional,4,0.03,6.35,6,,27,carlos-de-pena,C. Pena,Carlos María de Pena Bonino,37,87242,Carlos de Pena,1.95,285,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8NTSnKt.png,0.0,,4.0,22.0,20.0,10.0,15.0,2.0,,,,7.0,,,1.0,1.0,,,,,,
200,True,Santos,5,0.28,8.97,7,,20,soteldo,Soteldo,Yeferson Julio Soteldo Martínez,37,87258,Soteldo,4.86,277,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xCE9nv8.png,5.6,6.0,3.0,17.0,10.0,12.0,51.0,1.0,,,,10.0,1.0,3.0,,2.0,,1.0,,,,
201,False,Grêmio,3,0.0,7.63,7,,26,kannemann,Kannemann,Walter Kannemann,37,87342,Kannemann,3.17,284,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q2fTOjY.png,0.0,1.0,13.0,49.0,44.0,3.0,24.0,,,6.0,,3.0,,,,1.0,,,,,,
202,False,Goiás,5,0.0,6.05,6,,19,allano,Allano,Allano Brendon de Souza Lima,37,87391,Allano,3.96,290,https://s.sde.globo.com/media/person_role/2023/08/08/photo_FORMATO_tmBtY58.png,0.0,,5.0,25.0,22.0,10.0,42.0,1.0,,,,12.0,2.0,5.0,,,,,,,,
203,True,Santos,3,0.27,6.84,7,,27,messias,Messias,Messias Rodrigues da Silva Júnior,37,87402,Messias,3.06,277,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_XWlumea.png,2.8,,2.0,26.0,20.0,4.0,9.0,1.0,,8.0,,4.0,,1.0,1.0,,,,,,,
204,True,Bahia,4,0.94,11.52,7,,31,thaciano,Thaciano,Thaciano Mickael da Silva,37,87470,Thaciano,4.24,265,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_dQGg2S1.png,6.6,3.0,3.0,39.0,30.0,27.0,26.0,3.0,,,,12.0,3.0,6.0,,,,,,,,
205,True,Athlético-PR,4,2.34,10.06,7,,30,vitor-bueno,V. Bueno,Vitor Frezarin Bueno,37,87552,Vitor Bueno,4.46,293,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Vn5DBCR.png,15.2,5.0,7.0,14.0,19.0,27.0,33.0,5.0,,,,18.0,2.0,6.0,,,,,,,,
206,False,América-MG,1,0.0,3.03,6,,10,mateus-pasinato,M. Pasinato,Mateus Pasinato,37,87603,Mateus Pasinato,2.6,327,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_Zcws9I1.png,0.0,,1.0,,,,2.0,,,1.0,,,,,,,,,41.0,20.0,,
207,False,Bahia,4,0.0,3.83,7,,22,yago-felipe,Y. Felipe,Yago Felipe da Costa Rocha,37,87747,Yago Felipe,1.52,265,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO.png,0.0,,6.0,27.0,35.0,6.0,21.0,,,,,2.0,,,,,,,,,,
208,False,Botafogo,3,0.0,3.8,7,,11,philipe-sampaio,P. Sampaio,Philipe Sampaio Azevedo,37,87808,Philipe Sampaio,2.41,263,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_E29teNI.png,0.0,,2.0,10.0,8.0,2.0,5.0,,,3.0,,,,2.0,,,,,,,,
209,False,Atlético-MG,3,0.0,10.91,2,,27,mauricio-lemos,M. Lemos,Paolo Mauricio Lemos Merladett,37,87853,Mauricio Lemos,4.68,282,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,0.0,,10.0,44.0,25.0,9.0,18.0,1.0,,12.0,,6.0,1.0,2.0,,1.0,,,,,,
210,True,Flamengo,4,1.32,14.53,7,,26,arrascaeta,Arrascaeta,Giorgian Daniel de Arrascaeta Benedetti,37,87863,Arrascaeta,5.72,262,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,11.0,6.0,3.0,25.0,22.0,19.0,38.0,6.0,,,,8.0,2.0,4.0,,,,1.0,,,,
211,True,Cuiabá,3,-0.05,4.72,3,,32,alan-empereur,A. Empereur,Alan Pereira Empereur,37,88033,Alan Empereur,2.5,1371,https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,-0.8,1.0,8.0,15.0,20.0,6.0,16.0,1.0,,10.0,,3.0,,,,,1.0,,,,,
212,False,Fluminense,2,0.0,4.0,5,,0,jorge,Jorge,Jorge Marco de Oliveira Moraes,37,88065,Jorge,0.0,266,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_Rnoad6D.png,0.0,,,,,,,,,,,,,,,,,,,,,
213,False,Vasco,1,0.0,5.0,6,,0,ivan,Ivan,Ivan Quaresma da Silva,37,88136,Ivan,0.0,267,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_qStnmUz.png,0.0,,,,,,,,,,,,,,,,,,,,,
214,False,América-MG,1,0.0,1.45,6,,2,aguerre,Aguerre,Washington Omar Aguerre Lima,37,88237,Aguerre,-1.25,327,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_HgqxxNH.png,0.0,,1.0,,,,1.0,,,,,,,,,,,,2.0,4.0,,
215,True,Corinthians,5,-0.77,5.34,7,,19,angel-romero,Ã. Romero,Ángel Rodrigo Romero Villamayor,37,88323,Ángel Romero,4.19,264,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_CufTSrv.png,8.9,1.0,2.0,13.0,7.0,6.0,28.0,5.0,,,,4.0,,3.0,,,,,,,,
216,False,Vasco,2,0.0,2.89,6,,1,gabriel-dias,G. Dias,Gabriel Dias de Oliveira,37,88368,Gabriel Dias,4.0,267,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_SmDR7cT.png,0.0,,1.0,,,,,,,1.0,,,,,,,,,,,,
217,True,Flamengo,2,-0.14,14.31,7,,33,ayrton-lucas,A. Lucas,Ayrton Lucas Dantas de Medeiros,37,88393,Ayrton Lucas,5.67,262,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_P9K1v1H.png,0.0,3.0,7.0,47.0,36.0,7.0,42.0,4.0,,13.0,,5.0,1.0,,,,,1.0,,,,
218,False,Bragantino,2,0.0,9.47,6,,21,aderlan,Aderlan,Aderlan de Lima Silva,37,88423,Aderlan,4.59,280,https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,0.0,1.0,6.0,43.0,33.0,5.0,9.0,,,9.0,,,2.0,,1.0,1.0,,,,,,
219,True,Fortaleza,4,-0.34,3.26,6,,15,lucas-crispim,L. Crispim,Lucas de Figueiredo Crispim,37,88597,Lucas Crispim,1.23,356,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_EvxhSX5.png,0.0,,,4.0,6.0,4.0,8.0,,,,,2.0,2.0,1.0,,,,,,,,
220,False,Coritiba,5,0.0,8.68,6,,10,slimani,Slimani,Islam Slimani,37,88744,Slimani,4.07,294,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_yTHJHMX.png,0.0,2.0,,3.0,11.0,7.0,11.0,2.0,,,,6.0,,9.0,,1.0,,,,,,
221,True,Coritiba,4,0.08,6.65,7,,30,marcelino-moreno,M. Moreno,Damián Marcelino Moreno,37,88857,Marcelino Moreno,3.9,294,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_gNmfi9P.png,4.5,4.0,6.0,28.0,23.0,14.0,69.0,2.0,,,,10.0,1.0,3.0,1.0,,,1.0,,,,
222,False,Coritiba,1,0.0,2.94,6,,5,luan-polli,L. Polli,Luan Polli Gomes,37,88916,Luan Polli,1.5,294,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_BtY3LFq.png,0.0,,2.0,,,,1.0,,,,,,,,,,,,18.0,9.0,,
223,False,América-MG,3,0.0,2.09,6,,28,iago-maidana,I. Maidana,Iago Justen Maidana Martins,37,89226,Iago Maidana,0.95,327,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_CEXnMRV.png,0.0,,5.0,18.0,33.0,10.0,6.0,,,1.0,,4.0,,1.0,1.0,,,,,,,
224,True,Flamengo,4,0.37,11.04,7,,30,gerson,Gerson,Gerson Santos da Silva,37,89256,Gerson,4.49,262,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_UpueHtq.png,3.4,6.0,4.0,31.0,47.0,11.0,66.0,5.0,,,,6.0,,4.0,1.0,1.0,,1.0,,,,
225,False,Grêmio,2,0.0,10.06,6,,28,joao-pedro,J. Pedro,João Pedro Maturano dos Santos,37,89273,João Pedro,3.09,284,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ux7O1sm.png,0.0,1.0,2.0,22.0,19.0,2.0,20.0,3.0,,6.0,,,,,,,1.0,,,,,
226,False,Cruzeiro,2,0.0,10.65,7,,29,william,William,Willian de Asevedo Furtado,37,89275,William,5.57,283,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_mkEok8F.png,0.0,2.0,6.0,59.0,38.0,12.0,44.0,,,12.0,,3.0,1.0,1.0,,,,,,,,
227,True,Atlético-MG,3,-0.02,4.72,2,,10,igor-rabello,I. Rabello,Igor Rabello da Costa,37,89493,Igor Rabello,2.79,282,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,5.4,,2.0,17.0,10.0,,1.0,,,3.0,,,,,,1.0,,,,,,
228,False,Flamengo,4,0.0,5.72,6,,31,thiago-maia,T. Maia,Thiago Maia Alencar,37,89637,Thiago Maia,1.63,262,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_yDq9MVW.png,0.0,,6.0,51.0,33.0,3.0,7.0,,,,,,,,1.0,,,,,,,
229,False,São Paulo,5,0.0,16.64,5,,18,calleri,Calleri,Jonathan Calleri,37,89840,Calleri,6.47,276,https://s.sde.globo.com/media/person_role/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png,0.0,2.0,5.0,4.0,37.0,13.0,33.0,9.0,,,,10.0,2.0,14.0,,,,2.0,,,,
230,True,Grêmio,4,-1.46,10.58,7,,32,cristaldo,Cristaldo,Franco Cristaldo,37,89846,Cristaldo,4.47,284,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Sywtl9T.png,0.0,4.0,,29.0,10.0,8.0,35.0,7.0,1.0,,,12.0,,5.0,1.0,,,2.0,,,,
231,False,Santos,4,0.0,4.04,6,,27,dodi,Dodi,Douglas Moreira Fagundes,37,89883,Dodi,1.65,277,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_a0W192c.png,0.0,,10.0,34.0,38.0,4.0,34.0,,,,,4.0,,,,,,,,,,
232,False,Grêmio,5,0.0,5.23,6,,26,everton-galdino,E. Galdino,Everton Galdino Moreira,37,89918,Everton Galdino,2.88,284,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TtRmr2d.png,0.0,2.0,2.0,10.0,11.0,13.0,10.0,4.0,,,,9.0,,,,,,,,,,
233,True,Santos,5,-0.92,11.85,2,,26,mendoza,Mendoza,John Stiven Mendoza Valencia,37,90031,Mendoza,4.83,277,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_fdX9HMF.png,0.0,2.0,4.0,20.0,23.0,18.0,53.0,6.0,,,,8.0,1.0,2.0,,,,1.0,,,,
234,False,Fortaleza,2,0.0,10.92,7,,28,bruno-pacheco,B. Pacheco,Bruno de Jesus Pacheco,37,90061,Bruno Pacheco,5.79,356,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_PYjs4Li.png,0.0,3.0,4.0,60.0,49.0,9.0,44.0,2.0,,9.0,,3.0,,,,,,,,,,
235,True,Coritiba,5,-1.28,4.28,7,,8,edu,Edu,Eduardo Nascimento da Silva Júnior,37,90120,Edu,2.91,294,https://s.sde.globo.com/media/person_role/2023/09/13/photo_FORMATO_o4zQHNu.png,0.5,,,1.0,1.0,4.0,2.0,2.0,,,,2.0,,2.0,,,,,,,,
236,False,São Paulo,2,0.0,4.8,6,,6,rai-ramos,R. Ramos,Raí dos Reis Ramos,37,90232,Raí Ramos,3.47,276,https://s.sde.globo.com/media/person_role/2023/04/15/photo_FORMATO_p3UWrBW.png,0.0,,2.0,4.0,5.0,2.0,1.0,,,3.0,,2.0,,,,,,,,,,
237,True,Flamengo,5,-0.5,5.81,6,,27,bruno-henrique,B. Henrique,Bruno Henrique Pinto,37,90285,Bruno Henrique,2.62,262,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_PsLr2Kh.png,0.0,1.0,7.0,17.0,32.0,13.0,46.0,2.0,,,,13.0,,9.0,,1.0,,1.0,,,,
238,False,Palmeiras,4,0.0,4.39,6,,8,jailson,Jailson,Jaílson Marques Siqueira,37,90290,Jailson,1.79,275,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_borikKg.png,0.0,1.0,,6.0,4.0,2.0,1.0,,,,,1.0,,,,,,,,,,
239,False,Fortaleza,5,0.0,3.62,6,,3,pedro-rocha,P. Rocha,Pedro Rocha Neves,37,90302,Pedro Rocha,-0.2,356,https://s.sde.globo.com/media/person_role/2022/09/28/photo_FORMATO_wjBokpm.png,0.0,,1.0,,2.0,,2.0,,,,,,,,,,,,,,,
240,False,São Paulo,5,0.0,3.69,2,,21,david,David,David Correa da Fonseca,37,90309,David,2.12,276,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_zc5jjjt.png,0.0,2.0,4.0,7.0,22.0,7.0,12.0,2.0,,,,6.0,1.0,11.0,,,,,,,,
241,True,Bahia,4,0.22,7.38,2,,30,rezende,Rezende,Júlio César Rezende de Miranda,37,90449,Rezende,3.37,265,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,4.1,2.0,7.0,72.0,57.0,9.0,28.0,1.0,,,,3.0,,,1.0,1.0,,,,,,
242,False,Goiás,5,0.0,1.86,6,,10,diego-goncalves,D. Gonçalves,Diego Gonçalves,37,90540,Diego Gonçalves,0.96,290,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_eh2bZ7u.png,0.0,,1.0,3.0,7.0,3.0,9.0,,,,,2.0,,1.0,,,,,,,,
243,False,Bahia,1,0.0,1.95,6,,1,mateus-claus,M. Claus,Mateus Eduardo Claus,37,90590,Mateus Claus,-1.0,265,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_UPFwDzZ.png,0.0,,,,,,,,,,,,,,,,,,1.0,2.0,,
244,False,Cuiabá,4,0.0,2.33,6,,14,lucas-mineiro,L. Mineiro,Lucas da Silva Izidoro,37,90634,Lucas Mineiro,0.61,1371,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_AlOmB6m.png,0.0,,4.0,8.0,14.0,4.0,8.0,,,,,,,1.0,,,,,,,,
245,True,Flamengo,3,0.36,9.18,7,,32,fabricio-bruno,F. Bruno,Fabrício Bruno Soares de Faria,37,90768,Fabrício Bruno,3.52,262,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_zrQ4flU.png,3.3,1.0,7.0,30.0,15.0,3.0,16.0,,,13.0,,4.0,1.0,,,,,,,,,
246,True,América-MG,5,-0.14,7.57,6,,20,everaldo,Everaldo,Everaldo Silva do Nascimento,37,91151,Everaldo,3.42,327,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_5VgdyWf.png,-0.3,3.0,6.0,21.0,19.0,9.0,31.0,1.0,,,,3.0,2.0,5.0,,,,,,,,
247,False,Cuiabá,2,0.0,3.57,6,,15,pk,PK,Ítaro Patric Cardoso Calmon,37,91190,PK,1.79,1371,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_kfJYHxI.png,0.0,,1.0,12.0,11.0,2.0,4.0,,,3.0,,1.0,,1.0,,1.0,,,,,,
248,True,América-MG,3,0.86,2.19,6,,21,eder,Éder,Éder Ferreira Graminho,37,91203,Éder,0.43,327,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_ELJqlLk.png,1.2,,5.0,19.0,20.0,1.0,3.0,,,,,1.0,,3.0,,1.0,1.0,,,,,
249,False,Grêmio,4,0.0,4.01,6,,21,carballo,Carballo,Felipe Ignacio Carballo Ares,37,91254,Carballo,2.37,284,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NYg6Ymv.png,0.0,1.0,3.0,25.0,20.0,7.0,6.0,1.0,,,,6.0,,,,,,,,,,
250,True,Botafogo,1,1.3,12.39,7,,36,lucas-perri,L. Perri,Lucas Estella Perri,37,91260,Lucas Perri,4.82,263,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_83wBpb6.png,8.0,,1.0,,,,3.0,,,15.0,,,,,,,,,129.0,31.0,,
251,True,Santos,6,-0.34,9.66,7,,13,marcelo-fernandes,M. Fernandes,Marcelo Faria Fernandes,37,91274,Marcelo Fernandes,4.66,277,https://s.sde.globo.com/media/person_role/2021/04/27/7f50feb3c2bff8d96ced4bd8a038efad_220x220.png,2.04,,,,,,,,,,5.0,,,,,,,,,,,
252,True,Flamengo,4,-0.95,4.02,7,,23,erick-pulgar,E. Pulgar,Erick Antonio Pulgar Farfán,37,91473,Erick Pulgar,2.78,262,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xuM4Nls.png,-0.6,2.0,9.0,32.0,43.0,7.0,13.0,2.0,,,,3.0,2.0,3.0,,,,,,,,
253,True,São Paulo,3,-0.52,8.43,7,,19,arboleda,Arboleda,Robert Abel Arboleda Escobar,37,91573,Arboleda,4.98,276,https://s.sde.globo.com/media/person_role/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,1.1,,1.0,24.0,7.0,4.0,13.0,,,11.0,,4.0,1.0,4.0,,1.0,,,,,,
254,False,Palmeiras,5,0.0,8.5,5,,30,rony,Rony,Ronielson da Silva Barbosa,37,91607,Rony,2.71,275,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_eJOedW8.png,0.0,,3.0,9.0,21.0,14.0,30.0,5.0,,,,12.0,1.0,25.0,1.0,,,,,,,
255,True,Botafogo,3,1.12,7.99,3,,34,adryelson,Adryelson,Adryelson Shawann Lima Silva,37,91664,Adryelson,3.6,263,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,7.3,1.0,6.0,28.0,19.0,2.0,18.0,1.0,,15.0,,4.0,,,,1.0,,,,,,
256,False,Cruzeiro,4,0.0,2.41,5,,24,matheus-jussa,M. Jussa,Matheus Isaías dos Santos,37,91689,Matheus Jussa,1.66,283,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vMaiFUT.png,0.0,,9.0,29.0,45.0,8.0,7.0,1.0,,,,8.0,,,,,,,,,,
257,True,Cruzeiro,2,1.35,18.39,7,,32,marlon,Marlon,Marlon Rodrigues Xavier,37,91706,Marlon,8.01,283,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_vrVAWB7.png,11.9,2.0,7.0,119.0,36.0,12.0,35.0,3.0,,12.0,,6.0,1.0,1.0,,,,,,,,
258,False,Fluminense,3,0.0,11.04,7,,25,nino,Nino,Marcílio Florêncio Mota Filho,37,91708,Nino,3.39,266,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_U5c1E7V.png,0.0,,4.0,12.0,23.0,3.0,25.0,2.0,,10.0,,3.0,1.0,,,2.0,,,,,,
259,False,Goiás,1,0.0,2.0,6,,0,matheus-alves,M. Alves,Matheus Alves da Silva Cardoso,37,91712,Matheus Alves,0.0,290,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_voSytVs.png,0.0,,,,,,,,,,,,,,,,,,,,,
260,True,Bahia,3,0.39,4.47,6,,10,david-duarte,D. Duarte,David de Duarte Macedo,37,91772,David Duarte,2.97,265,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0ibQkD2.png,2.0,,3.0,8.0,5.0,2.0,4.0,1.0,,2.0,,,1.0,,,,,,,,,
261,False,Coritiba,2,0.0,2.66,6,,7,hayner,Hayner,Hayner Willian Monjardim Cordeiro,37,91856,Hayner,1.86,294,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_uNyULXz.png,0.0,1.0,3.0,3.0,7.0,,9.0,,,1.0,,,,,,,,,,,,
262,False,Athlético-PR,3,0.0,4.69,6,,14,ze-ivaldo,Z. Ivaldo,José Ivaldo Almeida Silva,37,91866,Zé Ivaldo,2.61,293,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ZOxQ99E.png,0.0,,2.0,14.0,19.0,1.0,9.0,,,5.0,,1.0,,1.0,1.0,1.0,,,,,,
263,True,Atlético-MG,5,0.28,9.7,6,,32,pavon,Pavón,Cristian David Pavón,37,91908,Pavón,4.53,282,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_U1jXQaU.png,6.2,8.0,7.0,35.0,19.0,22.0,24.0,3.0,,,,14.0,2.0,10.0,,,,,,,,
264,True,Athlético-PR,6,0.72,12.39,7,,26,wesley-carvalho,W. Carvalho,Wesley Oliveira de Carvalho,37,91971,Wesley Carvalho,4.99,293,https://s.sde.globo.com/media/person_role/2022/05/05/21d7b4d24237a06ec8872f1ff041e713_FORMATO.png,7.96,,,,,,,,,,8.0,,,,,,,,,,,
265,True,Vasco,6,-0.31,9.71,7,,20,ramon-diaz,R. Díaz,Ramón Ángel Díaz,37,92075,Ramón Díaz,5.07,267,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO.png,2.58,,,,,,,,,,8.0,,,,,,,,,,,
266,True,Grêmio,1,0.42,4.42,7,,3,caique,Caíque,Caíque Luiz Santos da Purificação,37,92207,Caíque,6.5,284,https://s.sde.globo.com/media/person_role/2023/08/04/photo_220x220_bq0AF4S.png,6.5,,,,,,1.0,,,2.0,,,,,,,,,10.0,1.0,,
267,True,Grêmio,3,-0.22,4.38,7,,7,rodrigo-ely,R. Ely,Rodrigo Ely,37,92237,Rodrigo Ely,2.7,284,https://s.sde.globo.com/media/person_role/2023/08/03/photo_220x220_mGnJe3Z.png,4.3,,3.0,2.0,8.0,,4.0,,,4.0,,,,1.0,,,,,,,,
268,False,Bragantino,4,0.0,3.5,6,,3,raul,Raul,Raul Lô Gonçalves,37,92496,Raul,-0.27,280,https://s.sde.globo.com/media/person_role/2022/05/05/278a2f0c3cd97ace8138ffbe2f23d81d_FORMATO.png,0.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,
269,True,Cuiabá,5,0.16,8.85,7,,33,deyverson,Deyverson,Deyverson Brum Silva Acosta,37,92708,Deyverson,5.27,1371,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_AvLd8xm.png,1.9,2.0,5.0,11.0,31.0,19.0,63.0,12.0,1.0,,,19.0,2.0,31.0,,,,1.0,,,,
270,True,Cruzeiro,5,-0.13,11.99,7,,32,bruno-rodrigues,B. Rodrigues,Bruno Rafael Rodrigues do Nascimento,37,92811,Bruno Rodrigues,5.2,283,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_xfgmkoy.png,0.2,4.0,4.0,29.0,23.0,34.0,52.0,6.0,2.0,,,20.0,2.0,26.0,,,,2.0,,,,
