,atletas.clube_id,atletas.posicao_id,atletas.media_num,atletas.clube.id.full.name,atletas.variacao_num,atletas.pontos_num,atletas.jogos_num,atletas.preco_num,atletas.entrou_em_campo,atletas.status_id,atletas.minimo_para_valorizar,atletas.apelido,atletas.foto,atletas.nome,atletas.apelido_abreviado,atletas.slug,atletas.rodada_id,atletas.atleta_id,A,CA,DS,FC,FD,FF,FS,G,I,SG,FT,PC,PP,DE,DP,GS,CV,PS,GC,V,PI
189,262,5,3.6,Flamengo,0.0,0.0,21,7.93,False,6,,Everton,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_EcaScZP.png,Everton Sousa Soares,Everton,everton,26,86757,3.0,1.0,15.0,14.0,11.0,14.0,14.0,2.0,5.0,,,,,,,,,1.0,,,
190,284,4,0.57,Grêmio,0.0,0.0,3,3.47,False,6,,Luan,https://s.sde.globo.com/media/person_role/2023/08/01/photo_FORMATO_wWoVCQJ.png,Luan Guilherme de Jesus Vieira,Luan,luan,26,86759,,,1.0,,,,1.0,,,,,,,,,,,,,,
191,263,4,1.8,Botafogo,0.09,2.0,14,4.75,True,6,,Danilo Barbosa,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_6wIsdHM.png,Danilo Barbosa da Silva,D. Barbosa,danilo-barbosa,26,86777,,1.0,9.0,8.0,,3.0,15.0,1.0,,,,,,,,,,,,,
192,294,5,1.57,Coritiba,0.0,0.0,10,3.27,False,6,,Rodrigo Pinho,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_vRioSFE.png,Rodrigo Cunha Pereira de Pinho,R. Pinho,rodrigo-pinho,26,86799,,2.0,3.0,8.0,4.0,5.0,10.0,,4.0,,1.0,,,,,,,,,,
193,294,4,3.17,Coritiba,0.0,0.0,11,5.85,False,6,,Boschilia,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_f9gTrC7.png,Gabriel Boschilia,Boschilia,boschilia,26,86841,1.0,1.0,8.0,6.0,5.0,7.0,7.0,1.0,,,,,,,,,,,,,
194,356,4,3.46,Fortaleza,-0.07,7.9,15,4.9,True,7,,José Welison,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_Sq4MDcU.png,José Welison da Silva,J. Welison,jose-welison,26,86859,2.0,6.0,24.0,23.0,2.0,10.0,15.0,1.0,1.0,,,,,,,,,,,,
195,327,2,3.31,América-MG,0.68,5.3,14,5.89,True,6,,Marlon,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_9jhAK26.png,Marlon Matheus Lopes do Nascimento,Marlon,marlon,26,86864,1.0,1.0,26.0,10.0,,2.0,21.0,,,1.0,,,,,,,,,1.0,,
196,267,1,3.24,Vasco,2.89,15.0,25,11.49,True,7,,Léo Jardim,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_2NC7Cvz.png,Leonardo César Jardim,L. Jardim,leo-jardim,26,87008,,2.0,,,,,2.0,,,4.0,,,,93.0,1.0,38.0,,,,,
197,284,4,1.9,Grêmio,-0.06,0.5,15,4.44,True,6,,Nathan,https://s.sde.globo.com/media/person_role/2023/04/12/photo_FORMATO_H5UIx66.png,Nathan Allan de Souza,Nathan,nathan,26,87009,1.0,2.0,12.0,12.0,4.0,5.0,12.0,,1.0,,,,,,,,,,,,
198,293,3,3.65,Athlético-PR,0.0,0.0,11,8.95,False,6,,Pedro Henrique,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Pmz9ta0.png,Pedro Henrique Ribeiro Gonçalves,P. Henrique,pedro-henrique,26,87225,,3.0,10.0,14.0,1.0,5.0,5.0,1.0,2.0,4.0,,,,,,,,,,,
199,282,2,4.63,Atlético-MG,-0.63,3.7,16,10.32,True,7,,Guilherme Arana,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6cBmo9F.png,Guilherme Antonio Arana Lopes,G. Arana,guilherme-arana,26,87228,,1.0,24.0,11.0,3.0,7.0,17.0,,,7.0,,,,,,,1.0,,,,
200,285,4,2.75,Internacional,0.0,0.0,19,8.17,False,6,,Carlos de Pena,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8NTSnKt.png,Carlos María de Pena Bonino,C. Pena,carlos-de-pena,26,87242,,3.0,21.0,15.0,7.0,10.0,12.0,2.0,,,,1.0,,,,,1.0,,,,
201,277,5,5.01,Santos,0.0,0.0,11,9.04,False,3,,Soteldo,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xCE9nv8.png,Yeferson Julio Soteldo Martínez,Soteldo,soteldo,26,87258,4.0,3.0,9.0,3.0,5.0,5.0,27.0,1.0,3.0,,1.0,,,,,,2.0,,,,
202,284,3,3.84,Grêmio,-0.2,1.1,17,7.95,True,7,,Kannemann,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q2fTOjY.png,Walter Kannemann,Kannemann,kannemann,26,87342,1.0,9.0,37.0,32.0,3.0,2.0,15.0,,,5.0,,,,,,,1.0,,,,
203,290,5,3.63,Goiás,0.0,0.0,11,5.56,False,3,,Allano,https://s.sde.globo.com/media/person_role/2023/08/08/photo_FORMATO_tmBtY58.png,Allano Brendon de Souza Lima,Allano,allano,26,87391,,3.0,16.0,11.0,7.0,6.0,22.0,,2.0,,1.0,,,,,,,,,,
204,277,3,2.65,Santos,0.02,0.0,19,6.25,True,7,,Messias,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_XWlumea.png,Messias Rodrigues da Silva Júnior,Messias,messias,26,87402,,2.0,21.0,16.0,2.0,2.0,8.0,,1.0,5.0,,1.0,,,,,,,,,
205,265,4,4.75,Bahia,-0.09,6.4,24,11.93,True,7,,Thaciano,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_dQGg2S1.png,Thaciano Mickael da Silva,Thaciano,thaciano,26,87470,3.0,1.0,31.0,25.0,9.0,24.0,21.0,3.0,4.0,,2.0,,,,,,,,,,
206,293,4,4.39,Athlético-PR,0.45,5.2,19,8.06,True,7,,Vitor Bueno,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Vn5DBCR.png,Vitor Frezarin Bueno,V. Bueno,vitor-bueno,26,87552,3.0,6.0,9.0,12.0,11.0,14.0,26.0,3.0,3.0,,2.0,,,,,,,,,,
207,327,1,2.6,América-MG,0.0,0.0,10,3.03,False,6,,Mateus Pasinato,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_1bOXVa7.png,Mateus Pasinato,M. Pasinato,mateus-pasinato,26,87603,,1.0,,,,,2.0,,,1.0,,,,41.0,,20.0,,,,,
208,265,4,1.03,Bahia,0.25,1.2,15,4.05,True,7,,Yago Felipe,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO.png,Yago Felipe da Costa Rocha,Y. Felipe,yago-felipe,26,87747,,4.0,15.0,22.0,,4.0,10.0,,,,,,,,,,,,,,
209,263,3,2.73,Botafogo,0.0,0.0,8,3.33,False,6,,Philipe Sampaio,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_E29teNI.png,Philipe Sampaio Azevedo,P. Sampaio,philipe-sampaio,26,87808,,2.0,6.0,6.0,,2.0,4.0,,1.0,3.0,,,,,,,,,,,
210,282,3,4.53,Atlético-MG,-0.96,1.3,18,9.83,True,7,,Mauricio Lemos,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,Paolo Mauricio Lemos Merladett,M. Lemos,mauricio-lemos,26,87853,,8.0,25.0,19.0,6.0,6.0,11.0,1.0,2.0,8.0,1.0,,,,,,1.0,,,,
211,262,4,5.92,Flamengo,-0.53,0.9,16,12.9,True,6,,Arrascaeta,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,Giorgian Daniel de Arrascaeta Benedetti,Arrascaeta,arrascaeta,26,87863,5.0,3.0,15.0,18.0,4.0,9.0,19.0,4.0,3.0,,2.0,,,,,,,1.0,,,
212,1371,3,2.49,Cuiabá,0.0,0.0,21,6.25,False,6,,Alan Empereur,https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,Alan Pereira Empereur,A. Empereur,alan-empereur,26,88033,1.0,5.0,11.0,9.0,3.0,4.0,10.0,1.0,,5.0,,,,,,,,,1.0,,
213,266,2,0.0,Fluminense,0.0,0.0,0,4.0,False,5,,Jorge,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_Rnoad6D.png,Jorge Marco de Oliveira Moraes,Jorge,jorge,26,88065,,,,,,,,,,,,,,,,,,,,,
214,267,1,0.0,Vasco,0.0,0.0,0,5.0,False,6,,Ivan,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_qStnmUz.png,Ivan Quaresma da Silva,Ivan,ivan,26,88136,,,,,,,,,,,,,,,,,,,,,
215,327,1,-1.25,América-MG,-0.62,-2.0,2,1.45,True,7,,Aguerre,https://s.sde.globo.com/media/person_role/2023/09/05/photo_FORMATO_IsQMVQY.png,Washington Omar Aguerre Lima,Aguerre,aguerre,26,88237,,1.0,,,,,1.0,,,,,,,2.0,,4.0,,,,,
216,264,5,2.15,Corinthians,-1.38,0.0,11,2.97,True,6,,Ángel Romero,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_CufTSrv.png,Ángel Rodrigo Romero Villamayor,Ã. Romero,angel-romero,26,88323,1.0,1.0,4.0,3.0,1.0,2.0,10.0,1.0,,,,,,,,,,,,,
217,267,2,4.0,Vasco,0.0,0.0,1,2.89,False,5,,Gabriel Dias,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_SmDR7cT.png,Gabriel Dias de Oliveira,G. Dias,gabriel-dias,26,88368,,1.0,,,,,,,,1.0,,,,,,,,,,,
218,262,2,5.43,Flamengo,-0.56,4.8,23,14.71,True,7,,Ayrton Lucas,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_P9K1v1H.png,Ayrton Lucas Dantas de Medeiros,A. Lucas,ayrton-lucas,26,88393,1.0,6.0,35.0,30.0,5.0,5.0,36.0,3.0,,8.0,,,,,,,,1.0,,,
219,280,2,4.39,Bragantino,-0.39,0.7,17,8.33,True,7,,Aderlan,https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,Aderlan de Lima Silva,Aderlan,aderlan,26,88423,1.0,5.0,33.0,26.0,,4.0,7.0,,,8.0,,1.0,,,,,1.0,,,,
220,356,4,1.25,Fortaleza,0.0,0.0,9,4.08,False,6,,Lucas Crispim,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_EvxhSX5.png,Lucas de Figueiredo Crispim,L. Crispim,lucas-crispim,26,88597,,,3.0,3.0,1.0,3.0,4.0,,,,1.0,,,,,,,,,,
221,294,5,7.95,Coritiba,1.06,11.4,4,11.11,True,7,,Slimani,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_yTHJHMX.png,Islam Slimani,Slimani,slimani,26,88744,1.0,,1.0,6.0,4.0,5.0,6.0,2.0,4.0,,,,,,,,,,,,
222,294,4,4.43,Coritiba,0.0,0.0,20,7.7,False,3,,Marcelino Moreno,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_gNmfi9P.png,Damián Marcelino Moreno,M. Moreno,marcelino-moreno,26,88857,4.0,3.0,19.0,9.0,10.0,6.0,50.0,1.0,3.0,,1.0,1.0,,,,,,,,,
223,294,1,0.88,Coritiba,0.0,0.0,4,2.51,False,5,,Luan Polli,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_BtY3LFq.png,Luan Polli Gomes,L. Polli,luan-polli,26,88916,,2.0,,,,,1.0,,,,,,,12.0,,7.0,,,,,
224,327,3,0.91,América-MG,-0.16,-0.6,21,1.98,True,7,,Iago Maidana,https://s.sde.globo.com/media/person_role/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png,Iago Justen Maidana Martins,I. Maidana,iago-maidana,26,89226,,5.0,14.0,24.0,4.0,5.0,4.0,,1.0,1.0,,1.0,,,,,,,,,
225,262,4,4.8,Flamengo,0.99,8.8,21,11.88,True,7,,Gerson,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_UpueHtq.png,Gerson Santos da Silva,Gerson,gerson,26,89256,5.0,3.0,18.0,34.0,4.0,5.0,54.0,4.0,4.0,,,1.0,,,,,,1.0,,,
226,284,2,3.98,Grêmio,1.54,9.7,20,11.92,True,7,,João Pedro,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ux7O1sm.png,João Pedro Maturano dos Santos,J. Pedro,joao-pedro,26,89273,1.0,1.0,20.0,12.0,,2.0,15.0,3.0,,5.0,,,,,,,,,1.0,,
227,283,2,5.07,Cruzeiro,0.0,0.0,22,10.15,False,6,,William,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_mkEok8F.png,Willian de Asevedo Furtado,William,william,26,89275,1.0,4.0,41.0,27.0,2.0,8.0,32.0,,1.0,9.0,,,,,,,,,,,
228,282,3,3.94,Atlético-MG,0.0,0.0,5,5.23,False,6,,Igor Rabello,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,Igor Rabello da Costa,I. Rabello,igor-rabello,26,89493,,1.0,10.0,6.0,,,1.0,,,2.0,,,,,,,,,,,
229,262,4,1.77,Flamengo,0.93,5.7,23,6.58,True,7,,Thiago Maia,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_yDq9MVW.png,Thiago Maia Alencar,T. Maia,thiago-maia,26,89637,,4.0,40.0,23.0,,3.0,4.0,,,,,1.0,,,,,,,,,
230,276,5,6.47,São Paulo,0.0,0.0,18,16.64,False,3,,Calleri,https://s.sde.globo.com/media/person_role/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png,Jonathan Calleri,Calleri,calleri,26,89840,2.0,5.0,4.0,37.0,10.0,13.0,33.0,9.0,14.0,,2.0,,,,,,,2.0,,,
231,284,4,5.16,Grêmio,0.52,0.9,21,10.8,True,7,,Cristaldo,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Sywtl9T.png,Franco Cristaldo,Cristaldo,cristaldo,26,89846,3.0,,23.0,7.0,9.0,7.0,28.0,5.0,4.0,,,,1.0,,,,,2.0,,,
232,277,4,1.98,Santos,0.18,0.0,21,4.3,True,6,,Dodi,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_a0W192c.png,Douglas Moreira Fagundes,Dodi,dodi,26,89883,,7.0,31.0,33.0,3.0,2.0,32.0,,,,,,,,,,,,,,
233,284,5,2.48,Grêmio,-0.51,0.0,16,4.82,True,6,,Everton Galdino,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TtRmr2d.png,Everton Galdino Moreira,E. Galdino,everton-galdino,26,89918,1.0,2.0,6.0,5.0,6.0,6.0,6.0,2.0,,,,,,,,,,,,,
234,277,5,5.87,Santos,0.0,0.0,17,12.56,False,5,,Mendoza,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_fdX9HMF.png,John Stiven Mendoza Valencia,Mendoza,mendoza,26,90031,2.0,4.0,12.0,18.0,5.0,16.0,44.0,5.0,2.0,,1.0,,,,,,,1.0,,,
235,356,2,6.61,Fortaleza,0.93,10.0,22,12.77,True,7,,Bruno Pacheco,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_PYjs4Li.png,Bruno de Jesus Pacheco,B. Pacheco,bruno-pacheco,26,90061,3.0,2.0,44.0,39.0,3.0,9.0,39.0,2.0,,9.0,,,,,,,,,,,
236,294,5,2.54,Coritiba,0.0,0.0,5,4.42,False,6,,Edu,https://s.sde.globo.com/media/person_role/2023/09/13/photo_FORMATO_o4zQHNu.png,Eduardo Nascimento da Silva Júnior,Edu,edu,26,90120,,,1.0,1.0,2.0,2.0,,1.0,2.0,,,,,,,,,,,,
237,276,2,3.16,São Paulo,0.0,0.0,5,4.51,False,6,,Raí Ramos,https://s.sde.globo.com/media/person_role/2023/04/15/photo_FORMATO_p3UWrBW.png,Raí dos Reis Ramos,R. Ramos,rai-ramos,26,90232,,2.0,4.0,5.0,2.0,2.0,1.0,,,2.0,,,,,,,,,,,
238,262,5,2.89,Flamengo,-0.1,2.3,19,6.25,True,7,,Bruno Henrique,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_PsLr2Kh.png,Bruno Henrique Pinto,B. Henrique,bruno-henrique,26,90285,,5.0,13.0,18.0,11.0,10.0,25.0,2.0,8.0,,,,,,,,,1.0,,,
239,275,4,1.28,Palmeiras,0.0,0.0,5,3.69,False,6,,Jailson,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_borikKg.png,Jaílson Marques Siqueira,Jailson,jailson,26,90290,,,4.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,
240,356,5,0.0,Fortaleza,0.0,0.0,0,5.0,False,5,,Pedro Rocha,https://s.sde.globo.com/media/person_role/2022/09/28/photo_FORMATO_wjBokpm.png,Pedro Rocha Neves,P. Rocha,pedro-rocha,26,90302,,,,,,,,,,,,,,,,,,,,,
241,276,5,2.66,São Paulo,0.03,0.0,12,3.73,True,6,,David,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_zc5jjjt.png,David Correa da Fonseca,David,david,26,90309,2.0,4.0,4.0,13.0,2.0,4.0,8.0,2.0,6.0,,,,,,,,,,,,
242,265,4,3.44,Bahia,0.61,3.4,22,7.19,True,7,,Rezende,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,Júlio César Rezende de Miranda,Rezende,rezende,26,90449,1.0,5.0,56.0,41.0,2.0,6.0,19.0,1.0,,,,1.0,,,,,1.0,,,,
243,290,5,0.96,Goiás,0.0,0.0,10,1.86,False,6,,Diego Gonçalves,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_eh2bZ7u.png,Diego Gonçalves,D. Gonçalves,diego-goncalves,26,90540,,1.0,3.0,7.0,2.0,3.0,9.0,,1.0,,,,,,,,,,,,
244,265,1,-1.0,Bahia,0.0,0.0,1,1.95,False,6,,Mateus Claus,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_UPFwDzZ.png,Mateus Eduardo Claus,M. Claus,mateus-claus,26,90590,,,,,,,,,,,,,,1.0,,2.0,,,,,
245,1371,4,0.33,Cuiabá,0.0,0.0,8,2.33,False,6,,Lucas Mineiro,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_AlOmB6m.png,Lucas da Silva Izidoro,L. Mineiro,lucas-mineiro,26,90634,,3.0,4.0,10.0,,1.0,6.0,,,,,,,,,,,,,,
246,262,3,3.22,Flamengo,-0.92,0.5,23,8.51,True,7,,Fabrício Bruno,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_zrQ4flU.png,Fabrício Bruno Soares de Faria,F. Bruno,fabricio-bruno,26,90768,1.0,5.0,22.0,9.0,2.0,1.0,14.0,,,8.0,,,,,,,,,,,
247,327,5,4.01,América-MG,0.3,5.8,15,8.75,True,7,,Everaldo,https://s.sde.globo.com/media/person_role/2022/02/25/561f3ca4238e82e1b2e1479a1a66c551_FORMATO.png,Everaldo Silva do Nascimento,Everaldo,everaldo,26,91151,3.0,5.0,17.0,14.0,3.0,6.0,24.0,1.0,5.0,,2.0,,,,,,,,,,
248,1371,2,1.7,Cuiabá,0.0,0.0,8,3.47,False,6,,PK,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_kfJYHxI.png,Ítaro Patric Cardoso Calmon,PK,pk,26,91190,,1.0,10.0,10.0,,2.0,4.0,,,1.0,,,,,,,1.0,,,,
249,327,3,0.85,América-MG,0.0,0.0,15,2.28,False,6,,Éder,https://s.sde.globo.com/media/person_role/2022/02/24/e0b5f4c6647fe1b42922ddb4458dade0_FORMATO.png,Éder Ferreira Graminho,Éder,eder,26,91203,,4.0,18.0,17.0,1.0,1.0,3.0,,3.0,,,,,,,,1.0,,,,
250,284,4,2.37,Grêmio,-0.64,0.0,15,4.07,True,7,,Carballo,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NYg6Ymv.png,Felipe Ignacio Carballo Ares,Carballo,carballo,26,91254,,1.0,18.0,11.0,2.0,6.0,6.0,1.0,,,,,,,,,,,,,
251,263,1,6.13,Botafogo,1.59,10.0,26,13.28,True,7,,Lucas Perri,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_83wBpb6.png,Lucas Estella Perri,L. Perri,lucas-perri,26,91260,,1.0,,,,,3.0,,,14.0,,,,104.0,,15.0,,,,,
252,277,6,5.76,Santos,0.37,5.44,2,8.87,True,7,,Marcelo Fernandes,https://s.sde.globo.com/media/person_role/2021/04/27/7f50feb3c2bff8d96ced4bd8a038efad_220x220.png,Marcelo Faria Fernandes,M. Fernandes,marcelo-fernandes,26,91274,,,,,,,,,,,,,,,,,,,,2.0,
253,262,4,3.0,Flamengo,-1.06,2.5,15,4.36,True,7,,Erick Pulgar,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xuM4Nls.png,Erick Antonio Pulgar Farfán,E. Pulgar,erick-pulgar,26,91473,,5.0,22.0,29.0,3.0,5.0,6.0,2.0,3.0,,2.0,,,,,,,,,,
254,276,3,4.73,São Paulo,0.0,0.0,13,8.16,False,5,,Arboleda,https://s.sde.globo.com/media/person_role/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,Robert Abel Arboleda Escobar,Arboleda,arboleda,26,91573,,,19.0,3.0,3.0,3.0,8.0,,4.0,6.0,1.0,,,,,,1.0,,,,
255,275,5,3.43,Palmeiras,0.57,4.5,21,9.57,True,7,,Rony,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_eJOedW8.png,Ronielson da Silva Barbosa,Rony,rony,26,91607,,1.0,8.0,17.0,11.0,11.0,27.0,4.0,19.0,,1.0,,,,,,,,,,
256,263,3,4.32,Botafogo,0.64,6.2,25,8.05,True,7,,Adryelson,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,Adryelson Shawann Lima Silva,Adryelson,adryelson,26,91664,,5.0,22.0,13.0,4.0,2.0,12.0,1.0,,14.0,,,,,,,,,,,
257,283,4,1.36,Cruzeiro,0.0,0.0,18,2.29,False,6,,Matheus Jussa,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vMaiFUT.png,Matheus Isaías dos Santos,M. Jussa,matheus-jussa,26,91689,,6.0,18.0,32.0,3.0,6.0,4.0,1.0,,,,,,,,,,,,,
258,283,2,8.04,Cruzeiro,0.0,0.0,24,17.4,False,6,,Marlon,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_vrVAWB7.png,Marlon Rodrigues Xavier,Marlon,marlon,26,91706,2.0,5.0,94.0,25.0,4.0,9.0,19.0,2.0,1.0,9.0,,,,,,,,,,,
259,266,3,3.48,Fluminense,-0.97,-0.2,21,10.76,True,7,,Nino,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_U5c1E7V.png,Marcílio Florêncio Mota Filho,Nino,nino,26,91708,,4.0,9.0,22.0,3.0,3.0,22.0,2.0,,8.0,1.0,,,,,,1.0,,,,
260,290,1,0.0,Goiás,0.0,0.0,0,2.0,False,6,,Matheus Alves,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_voSytVs.png,Matheus Alves da Silva Cardoso,M. Alves,matheus-alves,26,91712,,,,,,,,,,,,,,,,,,,,,
261,265,3,3.6,Bahia,0.0,0.0,8,5.2,False,6,,David Duarte,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0ibQkD2.png,David de Duarte Macedo,D. Duarte,david-duarte,26,91772,,1.0,6.0,4.0,,1.0,4.0,1.0,,2.0,1.0,,,,,,,,,,
262,294,2,3.12,Coritiba,0.0,0.0,4,3.75,False,6,,Hayner,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_uNyULXz.png,Hayner Willian Monjardim Cordeiro,Hayner,hayner,26,91856,1.0,2.0,3.0,7.0,,,6.0,,,1.0,,,,,,,,,,,
263,293,3,2.61,Athlético-PR,0.0,0.0,14,4.69,False,6,,Zé Ivaldo,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ZOxQ99E.png,José Ivaldo Almeida Silva,Z. Ivaldo,ze-ivaldo,26,91866,,2.0,14.0,19.0,1.0,1.0,9.0,,1.0,5.0,,1.0,,,,,1.0,,,,
264,282,5,4.83,Atlético-MG,-0.12,1.7,23,8.92,True,7,,Pavón,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_U1jXQaU.png,Cristian David Pavón,Pavón,pavon,26,91908,4.0,6.0,30.0,18.0,13.0,18.0,21.0,3.0,9.0,,1.0,,,,,,,,,,
265,293,6,5.2,Athlético-PR,0.24,4.19,15,11.49,True,7,,Wesley Carvalho,https://s.sde.globo.com/media/person_role/2022/05/05/21d7b4d24237a06ec8872f1ff041e713_FORMATO.png,Wesley Oliveira de Carvalho,W. Carvalho,wesley-carvalho,26,91971,,,,,,,,,,,,,,,,,,,,5.0,
266,267,6,5.07,Vasco,0.27,5.31,11,9.49,True,7,,Ramón Díaz,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO.png,Ramón Ángel Díaz,R. Díaz,ramon-diaz,26,92075,,,,,,,,,,,,,,,,,,,,4.0,
267,284,1,8.0,Grêmio,0.0,0.0,1,4.18,False,6,,Caíque,https://s.sde.globo.com/media/person_role/2023/08/04/photo_220x220_bq0AF4S.png,Caíque Luiz Santos da Purificação,Caíque,caique,26,92207,,,,,,,,,,1.0,,,,3.0,,,,,,,
268,284,3,2.43,Grêmio,0.0,0.0,6,4.6,False,6,,Rodrigo Ely,https://s.sde.globo.com/media/person_role/2023/08/03/photo_220x220_mGnJe3Z.png,Rodrigo Ely,R. Ely,rodrigo-ely,26,92237,,3.0,2.0,6.0,,,4.0,,,3.0,,,,,,,,,,,
269,280,4,-0.8,Bragantino,-1.44,-0.8,1,3.56,True,6,,Raul,https://s.sde.globo.com/media/person_role/2022/05/05/278a2f0c3cd97ace8138ffbe2f23d81d_FORMATO.png,Raul Lô Gonçalves,Raul,raul,26,92496,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,
270,327,5,0.1,América-MG,0.0,0.0,1,3.72,False,5,,Renato Kayzer,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_fWFDOrP.png,Renato Kayzer de Souza,R. Kayzer,renato-kayzer,26,92696,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,
271,1371,5,5.67,Cuiabá,0.0,0.0,23,9.26,False,6,,Deyverson,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_AvLd8xm.png,Deyverson Brum Silva Acosta,Deyverson,deyverson,26,92708,2.0,4.0,6.0,24.0,15.0,15.0,43.0,9.0,21.0,,2.0,,1.0,,,,,1.0,,,
272,283,5,5.04,Cruzeiro,0.0,0.0,23,11.59,False,6,,Bruno Rodrigues,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_xfgmkoy.png,Bruno Rafael Rodrigues do Nascimento,B. Rodrigues,bruno-rodrigues,26,92811,3.0,3.0,20.0,16.0,14.0,25.0,35.0,4.0,16.0,,1.0,,1.0,,,,,1.0,,,
273,283,2,2.4,Cruzeiro,0.0,0.0,6,3.81,False,6,,Palacios,https://s.sde.globo.com/media/person_role/2023/07/05/photo_FORMATO.png,Helibelton Palacios Zapata,Palacios,palacios,26,92855,,2.0,7.0,16.0,,1.0,4.0,,,2.0,,,,,,,,,,,
