,atletas.pontos_num,atletas.apelido_abreviado,atletas.clube_id,atletas.minimo_para_valorizar,atletas.media_num,atletas.posicao_id,atletas.apelido,atletas.jogos_num,atletas.preco_num,atletas.slug,atletas.nome,atletas.foto,atletas.variacao_num,atletas.status_id,atletas.entrou_em_campo,atletas.atleta_id,atletas.rodada_id,atletas.clube.id.full.name,CV,DE,DP,FC,FS,GC,GS,SG,A,CA,DS,FD,FF,G,I,FT,PP,PC,PS,V,PI
192,1.2,D. Barbosa,263,,1.7,4,Danilo Barbosa,18,4.49,danilo-barbosa,Danilo Barbosa da Silva,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_6wIsdHM.png,-0.3,2,True,86777,33,Botafogo,,,,11.0,20.0,,,,,2.0,13.0,,3.0,1.0,,,,,,,
193,0.0,R. Pinho,294,,1.57,5,Rodrigo Pinho,10,3.27,rodrigo-pinho,Rodrigo Cunha Pereira de Pinho,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_vRioSFE.png,0.0,6,False,86799,33,Coritiba,,,,8.0,10.0,,,,,2.0,3.0,4.0,5.0,,4.0,1.0,,,,,
194,0.0,Boschilia,294,,3.17,4,Boschilia,11,5.85,boschilia,Gabriel Boschilia,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_f9gTrC7.png,0.0,6,False,86841,33,Coritiba,,,,6.0,7.0,,,,1.0,1.0,8.0,5.0,7.0,1.0,,,,,,,
195,4.7,J. Welison,356,,3.53,4,José Welison,19,4.57,jose-welison,José Welison da Silva,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_Sq4MDcU.png,0.11,7,True,86859,33,Fortaleza,,,,28.0,16.0,,,,2.0,6.0,35.0,2.0,10.0,1.0,1.0,1.0,,,,,
196,6.1,Marlon,327,,3.72,2,Marlon,21,6.41,marlon,Marlon Matheus Lopes do Nascimento,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_hRhEq94.png,-0.04,2,True,86864,33,América-MG,,,,13.0,29.0,1.0,,1.0,1.0,1.0,40.0,2.0,4.0,1.0,,,,,,,
197,0.0,L. Jardim,267,,3.68,1,Léo Jardim,31,10.54,leo-jardim,Leonardo César Jardim,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_2NC7Cvz.png,0.0,7,False,87008,33,Vasco,,115.0,1.0,,2.0,,42.0,7.0,,2.0,,,,,,,,,,,
198,0.0,Nathan,284,,1.78,4,Nathan,16,4.32,nathan,Nathan Allan de Souza,https://s.sde.globo.com/media/person_role/2023/04/12/photo_FORMATO_H5UIx66.png,0.0,6,False,87009,33,Grêmio,,,,12.0,12.0,,,,1.0,2.0,12.0,4.0,5.0,,1.0,,,,,,
199,0.0,P. Henrique,293,,3.65,3,Pedro Henrique,11,8.95,pedro-henrique,Pedro Henrique Ribeiro Gonçalves,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Pmz9ta0.png,0.0,6,False,87225,33,Athlético-PR,,,,14.0,5.0,,,4.0,,3.0,10.0,1.0,5.0,1.0,2.0,,,,,,
200,-0.3,G. Arana,282,,4.23,2,Guilherme Arana,23,9.69,guilherme-arana,Guilherme Antonio Arana Lopes,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6cBmo9F.png,-0.54,7,True,87228,33,Atlético-MG,1.0,,,15.0,19.0,,,9.0,,1.0,30.0,5.0,12.0,,,,,,,,
201,0.0,C. Pena,285,,2.27,4,Carlos de Pena,23,6.45,carlos-de-pena,Carlos María de Pena Bonino,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8NTSnKt.png,-0.46,6,True,87242,33,Internacional,1.0,,,19.0,14.0,,,,,4.0,22.0,7.0,10.0,2.0,,,,1.0,,,
202,0.0,Soteldo,277,,4.71,5,Soteldo,16,8.14,soteldo,Yeferson Julio Soteldo Martínez,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xCE9nv8.png,0.0,5,False,87258,33,Santos,2.0,,,4.0,40.0,,,,5.0,3.0,10.0,8.0,9.0,1.0,3.0,1.0,,,1.0,,
203,0.9,Kannemann,284,,3.39,3,Kannemann,23,7.74,kannemann,Walter Kannemann,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q2fTOjY.png,-0.78,7,True,87342,33,Grêmio,1.0,,,38.0,23.0,,,6.0,1.0,13.0,45.0,3.0,2.0,,,,,,,,
204,2.0,Allano,290,,4.01,5,Allano,18,5.8,allano,Allano Brendon de Souza Lima,https://s.sde.globo.com/media/person_role/2023/08/08/photo_FORMATO_tmBtY58.png,-0.71,7,True,87391,33,Goiás,,,,21.0,40.0,,,,,5.0,25.0,10.0,10.0,1.0,5.0,2.0,,,,,
205,5.2,Messias,277,,2.75,3,Messias,23,6.9,messias,Messias Rodrigues da Silva Júnior,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_XWlumea.png,-0.09,7,True,87402,33,Santos,,,,20.0,9.0,,,7.0,,2.0,23.0,3.0,2.0,,1.0,,,1.0,,,
206,0.0,Thaciano,265,,4.27,4,Thaciano,28,10.79,thaciano,Thaciano Mickael da Silva,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_dQGg2S1.png,0.0,6,False,87470,33,Bahia,,,,29.0,25.0,,,,3.0,3.0,36.0,9.0,25.0,3.0,5.0,2.0,,,,,
207,3.2,V. Bueno,293,,4.38,4,Vitor Bueno,26,8.03,vitor-bueno,Vitor Frezarin Bueno,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Vn5DBCR.png,0.2,7,True,87552,33,Athlético-PR,,,,17.0,29.0,,,,4.0,7.0,13.0,16.0,24.0,4.0,4.0,2.0,,,,,
208,0.0,M. Pasinato,327,,2.6,1,Mateus Pasinato,10,3.03,mateus-pasinato,Mateus Pasinato,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_Zcws9I1.png,0.0,6,False,87603,33,América-MG,,41.0,,,2.0,,20.0,1.0,,1.0,,,,,,,,,,,
209,1.0,Y. Felipe,265,,1.68,4,Yago Felipe,20,4.24,yago-felipe,Yago Felipe da Costa Rocha,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO.png,-0.17,7,True,87747,33,Bahia,,,,32.0,20.0,,,,,5.0,26.0,2.0,6.0,,,,,,,,
210,0.0,P. Sampaio,263,,2.41,3,Philipe Sampaio,11,3.8,philipe-sampaio,Philipe Sampaio Azevedo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_E29teNI.png,0.0,6,False,87808,33,Botafogo,,,,8.0,5.0,,,3.0,,2.0,10.0,,2.0,,2.0,,,,,,
211,5.2,M. Lemos,282,,4.72,3,Mauricio Lemos,24,10.52,mauricio-lemos,Paolo Mauricio Lemos Merladett,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,-0.17,7,True,87853,33,Atlético-MG,1.0,,,24.0,18.0,,,10.0,,9.0,41.0,6.0,8.0,1.0,2.0,1.0,,,,,
212,11.0,Arrascaeta,262,,5.44,4,Arrascaeta,22,14.14,arrascaeta,Giorgian Daniel de Arrascaeta Benedetti,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,1.56,7,True,87863,33,Flamengo,,,,19.0,30.0,,,,5.0,3.0,21.0,6.0,12.0,5.0,4.0,2.0,,,1.0,,
213,4.9,A. Empereur,1371,,2.67,3,Alan Empereur,28,5.51,alan-empereur,Alan Pereira Empereur,https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,-0.1,7,True,88033,33,Cuiabá,,,,16.0,13.0,1.0,,9.0,1.0,7.0,14.0,3.0,6.0,1.0,,,,,,,
214,0.0,Jorge,266,,0.0,2,Jorge,0,4.0,jorge,Jorge Marco de Oliveira Moraes,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_Rnoad6D.png,0.0,5,False,88065,33,Fluminense,,,,,,,,,,,,,,,,,,,,,
215,0.0,Ivan,267,,0.0,1,Ivan,0,5.0,ivan,Ivan Quaresma da Silva,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_qStnmUz.png,0.0,6,False,88136,33,Vasco,,,,,,,,,,,,,,,,,,,,,
216,0.0,Aguerre,327,,-1.25,1,Aguerre,2,1.45,aguerre,Washington Omar Aguerre Lima,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_HgqxxNH.png,0.0,6,False,88237,33,América-MG,,2.0,,,1.0,,4.0,,,1.0,,,,,,,,,,,
217,11.8,Ã. Romero,264,,3.25,5,Ángel Romero,17,5.21,angel-romero,Ángel Rodrigo Romero Villamayor,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_CufTSrv.png,1.62,7,True,88323,33,Corinthians,,,,6.0,22.0,,,,1.0,1.0,10.0,2.0,5.0,3.0,2.0,,,,,,
218,0.0,G. Dias,267,,4.0,2,Gabriel Dias,1,2.89,gabriel-dias,Gabriel Dias de Oliveira,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_SmDR7cT.png,0.0,6,False,88368,33,Vasco,,,,,,,,1.0,,1.0,,,,,,,,,,,
219,9.6,A. Lucas,262,,5.94,2,Ayrton Lucas,29,15.63,ayrton-lucas,Ayrton Lucas Dantas de Medeiros,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_P9K1v1H.png,-0.07,7,True,88393,33,Flamengo,,,,35.0,40.0,,,12.0,2.0,6.0,44.0,5.0,5.0,4.0,,1.0,,,1.0,,
220,8.6,Aderlan,280,,4.59,2,Aderlan,21,9.47,aderlan,Aderlan de Lima Silva,https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,1.18,6,True,88423,33,Bragantino,1.0,,,33.0,9.0,,,9.0,1.0,6.0,43.0,,5.0,,,2.0,,1.0,,,
221,1.5,L. Crispim,356,,1.24,4,Lucas Crispim,13,3.47,lucas-crispim,Lucas de Figueiredo Crispim,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_EvxhSX5.png,-0.26,6,True,88597,33,Fortaleza,,,,6.0,8.0,,,,,,3.0,1.0,4.0,,1.0,2.0,,,,,
222,5.4,Slimani,294,,4.43,5,Slimani,9,9.34,slimani,Islam Slimani,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_yTHJHMX.png,1.01,7,True,88744,33,Coritiba,1.0,,,10.0,11.0,,,,2.0,,2.0,6.0,7.0,2.0,8.0,,,,,,
223,8.6,M. Moreno,294,,3.95,4,Marcelino Moreno,27,7.12,marcelino-moreno,Damián Marcelino Moreno,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_gNmfi9P.png,0.99,7,True,88857,33,Coritiba,,,,22.0,64.0,,,,4.0,5.0,25.0,10.0,7.0,2.0,3.0,1.0,,1.0,1.0,,
224,0.0,L. Polli,294,,0.88,1,Luan Polli,4,2.51,luan-polli,Luan Polli Gomes,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_BtY3LFq.png,0.0,6,False,88916,33,Coritiba,,12.0,,,1.0,,7.0,,,2.0,,,,,,,,,,,
225,0.0,I. Maidana,327,,1.03,3,Iago Maidana,26,2.21,iago-maidana,Iago Justen Maidana Martins,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_CEXnMRV.png,0.0,2,False,89226,33,América-MG,,,,32.0,6.0,,,1.0,,5.0,18.0,4.0,10.0,,1.0,,,1.0,,,
226,7.1,Gerson,262,,4.69,4,Gerson,26,11.48,gerson,Gerson Santos da Silva,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_UpueHtq.png,1.08,7,True,89256,33,Flamengo,1.0,,,41.0,61.0,,,,6.0,3.0,24.0,4.0,8.0,5.0,4.0,,,1.0,1.0,,
227,-0.3,J. Pedro,284,,3.2,2,João Pedro,27,9.99,joao-pedro,João Pedro Maturano dos Santos,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ux7O1sm.png,-0.92,7,True,89273,33,Grêmio,,,,19.0,20.0,1.0,,6.0,1.0,2.0,22.0,,2.0,3.0,,,,,,,
228,0.0,William,283,,5.4,2,William,26,10.1,william,Willian de Asevedo Furtado,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_mkEok8F.png,0.0,7,False,89275,33,Cruzeiro,,,,34.0,39.0,,,11.0,2.0,5.0,49.0,3.0,11.0,,1.0,,,,,,
229,-0.1,I. Rabello,282,,2.8,3,Igor Rabello,7,3.84,igor-rabello,Igor Rabello da Costa,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,-0.16,6,True,89493,33,Atlético-MG,,,,7.0,1.0,,,2.0,,2.0,11.0,,,,,,,,,,
230,0.0,T. Maia,262,,1.64,4,Thiago Maia,28,5.56,thiago-maia,Thiago Maia Alencar,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_yDq9MVW.png,0.0,6,False,89637,33,Flamengo,,,,32.0,7.0,,,,,6.0,47.0,,3.0,,,,,1.0,,,
231,0.0,Calleri,276,,6.47,5,Calleri,18,16.64,calleri,Jonathan Calleri,https://s.sde.globo.com/media/person_role/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png,0.0,5,False,89840,33,São Paulo,,,,37.0,33.0,,,,2.0,5.0,4.0,10.0,13.0,9.0,14.0,2.0,,,2.0,,
232,0.8,Cristaldo,284,,4.61,4,Cristaldo,28,10.6,cristaldo,Franco Cristaldo,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Sywtl9T.png,-0.03,7,True,89846,33,Grêmio,,,,8.0,32.0,,,,4.0,,25.0,12.0,8.0,6.0,4.0,,1.0,1.0,2.0,,
233,0.0,Dodi,277,,1.75,4,Dodi,25,4.14,dodi,Douglas Moreira Fagundes,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_a0W192c.png,0.0,6,False,89883,33,Santos,,,,36.0,34.0,,,,,9.0,32.0,4.0,4.0,,,,,,,,
234,8.6,E. Galdino,284,,3.06,5,Everton Galdino,23,6.45,everton-galdino,Everton Galdino Moreira,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TtRmr2d.png,1.35,7,True,89918,33,Grêmio,,,,11.0,9.0,,,,2.0,2.0,10.0,7.0,11.0,4.0,,,,,,,
235,1.8,Mendoza,277,,5.12,5,Mendoza,23,12.15,mendoza,John Stiven Mendoza Valencia,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_fdX9HMF.png,0.04,7,True,90031,33,Santos,,,,19.0,51.0,,,,2.0,4.0,15.0,7.0,17.0,6.0,2.0,1.0,,,1.0,,
236,5.8,B. Pacheco,356,,6.26,2,Bruno Pacheco,25,11.78,bruno-pacheco,Bruno de Jesus Pacheco,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_PYjs4Li.png,0.12,7,True,90061,33,Fortaleza,,,,45.0,43.0,,,9.0,3.0,3.0,54.0,3.0,9.0,2.0,,,,,,,
237,0.0,Edu,294,,2.25,5,Edu,6,4.44,edu,Eduardo Nascimento da Silva Júnior,https://s.sde.globo.com/media/person_role/2023/09/13/photo_FORMATO_o4zQHNu.png,0.0,6,False,90120,33,Coritiba,,,,1.0,,,,,,,1.0,2.0,3.0,1.0,2.0,,,,,,
238,0.0,R. Ramos,276,,3.16,2,Raí Ramos,5,4.51,rai-ramos,Raí dos Reis Ramos,https://s.sde.globo.com/media/person_role/2023/04/15/photo_FORMATO_p3UWrBW.png,0.0,6,False,90232,33,São Paulo,,,,5.0,1.0,,,2.0,,2.0,4.0,2.0,2.0,,,,,,,,
239,0.0,B. Henrique,262,,2.7,5,Bruno Henrique,23,5.82,bruno-henrique,Bruno Henrique Pinto,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_PsLr2Kh.png,0.0,2,False,90285,33,Flamengo,1.0,,,24.0,42.0,,,,,6.0,15.0,12.0,11.0,2.0,8.0,,,,1.0,,
240,0.0,Jailson,275,,1.26,4,Jailson,7,3.58,jailson,Jaílson Marques Siqueira,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_borikKg.png,0.0,6,False,90290,33,Palmeiras,,,,3.0,1.0,,,,,,6.0,1.0,1.0,,,,,,,,
241,0.2,P. Rocha,356,,-0.55,5,Pedro Rocha,2,3.63,pedro-rocha,Pedro Rocha Neves,https://s.sde.globo.com/media/person_role/2022/09/28/photo_FORMATO_wjBokpm.png,0.12,6,True,90302,33,Fortaleza,,,,2.0,1.0,,,,,1.0,,,,,,,,,,,
242,0.9,David,276,,2.26,5,David,18,3.84,david,David Correa da Fonseca,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_zc5jjjt.png,-0.04,7,True,90309,33,São Paulo,,,,21.0,12.0,,,,2.0,4.0,7.0,5.0,7.0,2.0,11.0,,,,,,
243,0.5,Rezende,265,,3.27,4,Rezende,27,6.69,rezende,Júlio César Rezende de Miranda,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,-0.37,7,True,90449,33,Bahia,1.0,,,52.0,25.0,,,,2.0,7.0,63.0,2.0,8.0,1.0,,,,1.0,,,
244,0.0,D. Gonçalves,290,,0.96,5,Diego Gonçalves,10,1.86,diego-goncalves,Diego Gonçalves,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_eh2bZ7u.png,0.0,6,False,90540,33,Goiás,,,,7.0,9.0,,,,,1.0,3.0,2.0,3.0,,1.0,,,,,,
245,0.0,M. Claus,265,,-1.0,1,Mateus Claus,1,1.95,mateus-claus,Mateus Eduardo Claus,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_UPFwDzZ.png,0.0,6,False,90590,33,Bahia,,1.0,,,,,2.0,,,,,,,,,,,,,,
246,0.0,L. Mineiro,1371,,0.66,4,Lucas Mineiro,13,2.47,lucas-mineiro,Lucas da Silva Izidoro,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_AlOmB6m.png,0.0,5,False,90634,33,Cuiabá,,,,14.0,8.0,,,,,4.0,8.0,,4.0,,1.0,,,,,,
247,5.9,F. Bruno,262,,3.61,3,Fabrício Bruno,28,9.46,fabricio-bruno,Fabrício Bruno Soares de Faria,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_zrQ4flU.png,-0.05,7,True,90768,33,Flamengo,,,,12.0,15.0,,,12.0,1.0,6.0,25.0,3.0,2.0,,,1.0,,,,,
248,2.7,Everaldo,327,,3.93,5,Everaldo,16,8.02,everaldo,Everaldo Silva do Nascimento,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_5VgdyWf.png,-0.73,6,True,91151,33,América-MG,,,,15.0,26.0,,,,3.0,5.0,18.0,3.0,7.0,1.0,5.0,2.0,,,,,
249,0.0,PK,1371,,1.82,2,PK,13,4.13,pk,Ítaro Patric Cardoso Calmon,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_kfJYHxI.png,0.0,6,False,91190,33,Cuiabá,1.0,,,10.0,4.0,,,3.0,,1.0,10.0,,2.0,,,,,,,,
250,0.0,Éder,327,,0.69,3,Éder,18,2.19,eder,Éder Ferreira Graminho,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_ELJqlLk.png,0.0,6,False,91203,33,América-MG,1.0,,,18.0,3.0,,,,,4.0,18.0,1.0,1.0,,3.0,,,,,,
251,4.3,Carballo,284,,2.46,4,Carballo,18,4.63,carballo,Felipe Ignacio Carballo Ares,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NYg6Ymv.png,0.36,7,True,91254,33,Grêmio,,,,14.0,6.0,,,,1.0,2.0,20.0,4.0,7.0,1.0,,,,,,,
252,-1.0,L. Perri,263,,5.02,1,Lucas Perri,32,11.01,lucas-perri,Lucas Estella Perri,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_83wBpb6.png,-0.48,7,True,91260,33,Botafogo,,117.0,,,3.0,,27.0,14.0,,1.0,,,,,,,,,,,
253,8.65,M. Fernandes,277,,5.09,6,Marcelo Fernandes,9,10.37,marcelo-fernandes,Marcelo Faria Fernandes,https://s.sde.globo.com/media/person_role/2021/04/27/7f50feb3c2bff8d96ced4bd8a038efad_220x220.png,0.84,7,True,91274,33,Santos,,,,,,,,,,,,,,,,,,,,5.0,
254,4.9,E. Pulgar,262,,2.69,4,Erick Pulgar,20,4.66,erick-pulgar,Erick Antonio Pulgar Farfán,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xuM4Nls.png,0.76,7,True,91473,33,Flamengo,,,,38.0,12.0,,,,1.0,7.0,26.0,3.0,6.0,2.0,3.0,2.0,,,,,
255,5.5,Arboleda,276,,4.96,3,Arboleda,15,8.79,arboleda,Robert Abel Arboleda Escobar,https://s.sde.globo.com/media/person_role/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,-0.35,7,True,91573,33,São Paulo,1.0,,,3.0,9.0,,,8.0,,,21.0,3.0,3.0,,4.0,1.0,,,,,
256,-0.4,Rony,275,,2.64,5,Rony,27,8.3,rony,Ronielson da Silva Barbosa,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_eJOedW8.png,0.05,6,True,91607,33,Palmeiras,,,,21.0,28.0,,,,,3.0,8.0,12.0,14.0,4.0,24.0,1.0,,1.0,,,
257,0.5,Adryelson,263,,3.78,3,Adryelson,30,6.93,adryelson,Adryelson Shawann Lima Silva,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,0.2,7,True,91664,33,Botafogo,1.0,,,17.0,16.0,,,14.0,1.0,5.0,24.0,4.0,2.0,1.0,,,,,,,
258,0.0,M. Jussa,283,,1.75,4,Matheus Jussa,23,2.96,matheus-jussa,Matheus Isaías dos Santos,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vMaiFUT.png,0.0,7,False,91689,33,Cruzeiro,,,,40.0,7.0,,,,,8.0,28.0,8.0,7.0,1.0,,,,,,,
259,0.0,Marlon,283,,8.06,2,Marlon,28,17.39,marlon,Marlon Rodrigues Xavier,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_vrVAWB7.png,0.0,7,False,91706,33,Cruzeiro,,,,28.0,26.0,,,10.0,2.0,6.0,105.0,5.0,10.0,3.0,1.0,1.0,,,,,
260,6.2,Nino,266,,3.6,3,Nino,22,11.18,nino,Marcílio Florêncio Mota Filho,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_U5c1E7V.png,0.42,7,True,91708,33,Fluminense,1.0,,,22.0,22.0,,,9.0,,4.0,10.0,3.0,3.0,2.0,,1.0,,,,,
261,0.0,M. Alves,290,,0.0,1,Matheus Alves,0,2.0,matheus-alves,Matheus Alves da Silva Cardoso,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_voSytVs.png,0.0,6,False,91712,33,Goiás,,,,,,,,,,,,,,,,,,,,,
262,0.0,D. Duarte,265,,3.19,3,David Duarte,9,4.28,david-duarte,David de Duarte Macedo,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0ibQkD2.png,0.0,6,False,91772,33,Bahia,,,,5.0,4.0,,,2.0,,2.0,7.0,,1.0,1.0,,1.0,,,,,
263,0.0,Hayner,294,,2.17,2,Hayner,6,2.86,hayner,Hayner Willian Monjardim Cordeiro,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_uNyULXz.png,0.0,6,False,91856,33,Coritiba,,,,7.0,9.0,,,1.0,1.0,3.0,3.0,,,,,,,,,,
264,0.0,Z. Ivaldo,293,,2.61,3,Zé Ivaldo,14,4.69,ze-ivaldo,José Ivaldo Almeida Silva,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ZOxQ99E.png,0.0,6,False,91866,33,Athlético-PR,1.0,,,19.0,9.0,,,5.0,,2.0,14.0,1.0,1.0,,1.0,,,1.0,,,
265,0.0,Pavón,282,,4.57,5,Pavón,29,10.21,pavon,Cristian David Pavón,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_U1jXQaU.png,0.0,6,False,91908,33,Atlético-MG,,,,19.0,24.0,,,,6.0,7.0,33.0,14.0,22.0,3.0,10.0,2.0,,,,,
266,4.06,W. Carvalho,293,,4.97,6,Wesley Carvalho,22,11.58,wesley-carvalho,Wesley Oliveira de Carvalho,https://s.sde.globo.com/media/person_role/2022/05/05/21d7b4d24237a06ec8872f1ff041e713_FORMATO.png,0.21,7,True,91971,33,Athlético-PR,,,,,,,,,,,,,,,,,,,,7.0,
267,0.0,R. Díaz,267,,5.2,6,Ramón Díaz,17,10.23,ramon-diaz,Ramón Ángel Díaz,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO.png,0.0,7,False,92075,33,Vasco,,,,,,,,,,,,,,,,,,,,7.0,
268,0.0,Caíque,284,,8.0,1,Caíque,1,4.18,caique,Caíque Luiz Santos da Purificação,https://s.sde.globo.com/media/person_role/2023/08/04/photo_220x220_bq0AF4S.png,0.0,6,False,92207,33,Grêmio,,3.0,,,,,,1.0,,,,,,,,,,,,,
269,0.0,R. Ely,284,,2.43,3,Rodrigo Ely,6,4.6,rodrigo-ely,Rodrigo Ely,https://s.sde.globo.com/media/person_role/2023/08/03/photo_220x220_mGnJe3Z.png,0.0,6,False,92237,33,Grêmio,,,,6.0,4.0,,,3.0,,3.0,2.0,,,,,,,,,,
270,0.0,Raul,280,,-0.27,4,Raul,3,3.5,raul,Raul Lô Gonçalves,https://s.sde.globo.com/media/person_role/2022/05/05/278a2f0c3cd97ace8138ffbe2f23d81d_FORMATO.png,0.0,6,False,92496,33,Bragantino,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,
271,0.0,R. Kayzer,327,,0.87,5,Renato Kayzer,3,3.23,renato-kayzer,Renato Kayzer de Souza,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_NWhDcn5.png,0.0,6,False,92696,33,América-MG,,,,2.0,1.0,,,,,,,1.0,2.0,,1.0,,,,,,
272,9.2,Deyverson,1371,,5.43,5,Deyverson,30,9.79,deyverson,Deyverson Brum Silva Acosta,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_AvLd8xm.png,1.4,7,True,92708,33,Cuiabá,,,,30.0,54.0,,,,2.0,4.0,11.0,19.0,19.0,11.0,29.0,2.0,1.0,,1.0,,
273,0.0,B. Rodrigues,283,,5.42,5,Bruno Rodrigues,28,13.25,bruno-rodrigues,Bruno Rafael Rodrigues do Nascimento,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_xfgmkoy.png,0.0,7,False,92811,33,Cruzeiro,,,,22.0,47.0,,,,3.0,4.0,26.0,15.0,31.0,6.0,20.0,2.0,1.0,,2.0,,
274,0.0,Palacios,283,,1.83,2,Palacios,8,3.22,palacios,Helibelton Palacios Zapata,https://s.sde.globo.com/media/person_role/2023/07/05/photo_FORMATO.png,0.0,6,False,92855,33,Cruzeiro,,,,20.0,4.0,,,2.0,,3.0,9.0,,1.0,,,,,,,,
275,0.0,M. Vital,283,,2.42,4,Mateus Vital,26,6.68,mateus-vital,Mateus da Silva Vital Assumpção,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_CifS8My.png,0.0,6,False,93108,33,Cruzeiro,,,,14.0,20.0,,,,1.0,,19.0,9.0,16.0,,1.0,2.0,,,,,
