,atletas.pontos_num,atletas.apelido_abreviado,atletas.clube_id,atletas.minimo_para_valorizar,atletas.media_num,atletas.posicao_id,atletas.apelido,atletas.jogos_num,atletas.preco_num,atletas.slug,atletas.nome,atletas.foto,atletas.variacao_num,atletas.status_id,atletas.entrou_em_campo,atletas.atleta_id,atletas.rodada_id,atletas.clube.id.full.name,CV,DE,DP,FC,FS,GC,GS,SG,A,CA,DS,FD,FF,G,I,FT,PP,PC,PS,V,PI
386,8.1,Matheuzinho,262,,4.39,2,Matheuzinho,7,5.95,matheuzinho,Matheus França Silva,https://s.sde.globo.com/media/person_role/2023/11/09/photo_FORMATO.png,0.12,7,True,101727,33,Flamengo,,,,4.0,3.0,,,4.0,,,7.0,1.0,1.0,,,,,,,,
387,0.0,D. Costa,276,,2.98,3,Diego Costa,20,5.54,diego-costa,Diego Henrique Costa Barbosa,https://s.sde.globo.com/media/person_role/2022/03/01/996cbc8d639a3e640cf55d5326393d6d_FORMATO.png,0.0,6,False,101728,33,São Paulo,,,,17.0,4.0,,,6.0,,5.0,26.0,4.0,3.0,,,,,1.0,,,
388,3.1,Vitinho,280,,3.3,5,Vitinho,26,6.75,vitinho,Vitor Hugo Naum dos Santos,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Hob15WK.png,0.23,2,True,101960,33,Bragantino,,,,35.0,43.0,,,,2.0,8.0,16.0,15.0,25.0,2.0,4.0,,,,,,
389,1.9,Brítez,356,,3.24,3,Brítez,25,7.92,britez,Emanuel Fermín Brítez,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_qvH6Q9A.png,-0.27,7,True,101995,33,Fortaleza,1.0,,,33.0,24.0,,,8.0,1.0,9.0,30.0,3.0,10.0,,6.0,,,1.0,,,
390,1.1,A. Oliveira,290,,2.28,5,Anderson Oliveira,15,4.07,anderson-oliveira,Anderson de Oliveira da Silva,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_AFDNRnG.png,-0.11,7,True,102096,33,Goiás,,,,18.0,16.0,,,,1.0,1.0,14.0,2.0,7.0,,1.0,1.0,,,,,
391,-0.3,Piquerez,275,,7.09,2,Piquerez,25,10.99,piquerez,Joaquín Piquerez Moreira,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_04Y9scz.png,-1.69,7,True,102130,33,Palmeiras,,,,13.0,21.0,1.0,,12.0,4.0,5.0,52.0,3.0,11.0,3.0,2.0,,,,,,
392,0.0,V. Eudes,266,,0.0,1,Vitor Eudes,0,2.0,vitor-eudes,Vitor Eudes de Souza Costa,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_FvWKOzt.png,0.0,6,False,102137,33,Fluminense,,,,,,,,,,,,,,,,,,,,,
393,4.2,L. Halter,290,,3.43,3,Lucas Halter,25,6.21,lucas-halter,Lucas Halter,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_DlFIoVh.png,-0.36,7,True,102253,33,Goiás,2.0,,,22.0,6.0,,,8.0,,7.0,27.0,2.0,6.0,3.0,2.0,,,1.0,,,
394,0.0,G. Mesquita,283,,-1.0,1,Gabriel Mesquita,0,0.7,gabriel-mesquita,Gabriel José Ferreira Mesquita,https://s.sde.globo.com/media/person_role/2023/05/30/photo_220x220.png,0.0,6,False,102290,33,Cruzeiro,,,,,,,,,,1.0,,,,,,,,,,,
395,0.0,Mikael,327,,1.68,5,Mikael,5,3.0,mikael,Mikael Filipe Viana,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_rNTDYYW.png,0.0,6,False,102299,33,América-MG,,,,,2.0,,,,,,1.0,2.0,5.0,,2.0,,,,,,
396,0.0,R. Elias,283,,2.73,5,Rafael Elias,7,4.94,rafael-elias,Rafael Elias da Silva,https://s.sde.globo.com/media/person_role/2023/07/27/photo_FORMATO_C3BThsf.png,0.0,6,False,102302,33,Cruzeiro,,,,14.0,6.0,,,,,3.0,3.0,4.0,5.0,1.0,1.0,1.0,,,,,
397,2.4,M. Felipe,293,,1.82,3,Matheus Felipe,6,2.49,matheus-felipe,Matheus Felipe Santos Nascimento,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_e7P4JVL.png,-0.04,6,True,102310,33,Athlético-PR,,,,3.0,,,,1.0,,,4.0,1.0,1.0,,,,,,,,
398,7.5,C. Paulista,276,,4.4,2,Caio Paulista,23,9.75,caio-paulista,Caio Fernando de Oliveira,https://s.sde.globo.com/media/person_role/2023/01/27/photo_FORMATO_rRBJfVv.png,-0.11,7,True,102318,33,São Paulo,,,,15.0,32.0,,,7.0,2.0,3.0,21.0,11.0,8.0,,,1.0,,1.0,1.0,,
399,0.0,Cacá,293,,2.95,3,Cacá,14,4.38,caca,Carlos de Menezes Júnior,https://s.sde.globo.com/media/person_role/2023/07/21/photo_FORMATO_EPR1F0c.png,0.0,6,False,102340,33,Athlético-PR,,,,23.0,8.0,,,1.0,,2.0,19.0,,3.0,2.0,,,,,,,
400,1.7,Mastriani,327,,6.16,5,Mastriani,19,5.86,mastriani,Gonzalo Mathías Mastriani Borges,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_6Ys1TEq.png,-1.11,7,True,102561,33,América-MG,1.0,,,13.0,13.0,,,,1.0,1.0,7.0,9.0,18.0,10.0,3.0,,,,,,
401,5.5,Helinho,280,,4.43,5,Helinho,19,6.5,helinho,Hélio Júnio Nunes de Castro,https://s.sde.globo.com/media/person_role/2022/05/05/d0de5e463c8123423e2713cdde571faf_FORMATO.png,-0.74,3,True,102598,33,Bragantino,,,,20.0,17.0,,,,2.0,6.0,21.0,12.0,18.0,3.0,3.0,,,,,,
402,0.0,Anderson,283,,1.0,1,Anderson,2,1.76,anderson,Anderson Silva da Paixão,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Lvl4bA5.png,0.0,6,False,102906,33,Cruzeiro,1.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,,
403,0.0,M. Teixeira,265,,0.0,1,Matheus Teixeira,0,2.0,matheus-teixeira,Matheus Henrique Teixeira,https://s.sde.globo.com/media/person_role/2022/04/05/ff4149be4042453395add145d010bd49_FORMATO.png,0.0,6,False,102907,33,Bahia,,,,,,,,,,,,,,,,,,,,,
404,0.0,Luan,276,,1.97,4,Luan,10,4.2,luan,Luan Vinícius da Silva Santos ,https://s.sde.globo.com/media/person_role/2022/03/01/6b4e62b423e7b34762e0c7f626ea5ebd_FORMATO.png,0.0,6,False,102909,33,São Paulo,,,,9.0,5.0,,,,,,12.0,,3.0,,,1.0,,,,,
405,6.4,Canobbio,293,,5.59,5,Canobbio,25,8.32,canobbio,Agustín Canobbio Graviz,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_VXCkQFM.png,0.41,7,True,102928,33,Athlético-PR,,,,32.0,44.0,,,,5.0,8.0,51.0,21.0,18.0,1.0,13.0,1.0,,1.0,1.0,,
406,0.0,Escobar,356,,2.1,2,Escobar,9,3.7,escobar,Gonzalo Daniel Escobar,https://s.sde.globo.com/media/person_role/2023/07/03/photo_FORMATO_LH8zzYb.png,0.0,6,False,102975,33,Fortaleza,,,,14.0,5.0,,,,2.0,4.0,11.0,,3.0,,,,,1.0,,,
407,0.0,Laquintana,280,,1.73,5,Laquintana,3,3.09,laquintana,Ignacio Jesús Laquintana Marsico,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_roWm5iE.png,0.0,6,False,103014,33,Bragantino,,,,3.0,3.0,,,,,,2.0,2.0,,,2.0,,,,,,
408,0.0,E. Ramires,280,,3.38,4,Eric Ramires,19,3.72,eric-ramires,Eric dos Santos Rodrigues,https://s.sde.globo.com/media/person_role/2022/05/05/68b240d886c54c37133d42e6dd5f8e41_FORMATO.png,0.0,5,False,103295,33,Bragantino,,,,20.0,13.0,,,,2.0,1.0,15.0,4.0,6.0,3.0,1.0,1.0,,,,,
409,5.9,M. Alexandre,1371,,4.92,2,Matheus Alexandre,29,8.36,matheus-alexandre,Matheus Alexandre Anastácio de Souza,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_4eKoeL1.png,-0.15,7,True,103347,33,Cuiabá,,,,29.0,8.0,,,10.0,,4.0,76.0,1.0,3.0,1.0,4.0,,,1.0,,,
410,6.4,E. Martínez,327,,4.25,4,Emmanuel Martínez,29,7.35,emmanuel-martinez,Leandro Emmanuel Martínez,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_cPLErDD.png,0.54,7,True,103388,33,América-MG,,,,26.0,51.0,,,,4.0,2.0,51.0,7.0,10.0,1.0,,1.0,,1.0,,,
411,0.0,Caetano,264,,2.44,3,Caetano,12,3.49,caetano,João Victor Andrade Caetano,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_72Ycs9o.png,0.0,6,False,103575,33,Corinthians,,,,7.0,6.0,,,3.0,,2.0,13.0,,1.0,,,,,1.0,,,
412,0.0,R. Bilu,283,,2.08,5,Rafael Bilu,4,2.83,rafael-bilu,Rafael Bilu Mudesto,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_L5qGZ0n.png,0.0,5,False,103576,33,Cruzeiro,,,,1.0,3.0,,,,,,4.0,,3.0,,1.0,,,,,,
413,5.45,L. Flávio,263,,5.43,6,Lúcio Flávio,8,11.5,lucio-flavio,Lúcio Flávio dos Santos,https://s.sde.globo.com/media/person_role/2022/03/08/fb8a9a99b74f23b669c36d16348d819f_FORMATO.png,0.4,7,True,103582,33,Botafogo,,,,,,,,,,,,,,,,,,,,3.0,
414,0.0,M. Paulo,276,,3.06,5,Marcos Paulo,15,7.42,marcos-paulo,Marcos Paulo Costa do Nascimento,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_XopxIWU.png,0.0,5,False,103645,33,São Paulo,,,,8.0,12.0,,,,1.0,2.0,15.0,2.0,4.0,2.0,2.0,,,,,,
415,0.0,K. Rocha,293,,2.67,3,Kaíque Rocha,7,3.25,kaique-rocha,Kaíque Rocha Lima,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_TAU79Yo.png,0.0,5,False,103684,33,Athlético-PR,,,,3.0,2.0,,,1.0,,2.0,5.0,,2.0,1.0,,,,,,,
416,3.8,J. Silva,280,,1.45,4,Jadsom Silva,25,2.98,jadsom-silva,Jadsom Meemyas de Oliveira da Silva,https://s.sde.globo.com/media/person_role/2022/05/05/9d601cb29909661ed2abc4800aab14b7_FORMATO.png,0.72,7,True,103695,33,Bragantino,,,,32.0,16.0,,,,,7.0,32.0,4.0,5.0,,1.0,,,2.0,,,
417,2.6,B. Méndez,264,,2.7,3,Bruno Méndez,24,3.79,bruno-mendez,Bruno Méndez Cittadini,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_VwEvkmY.png,0.2,7,True,103700,33,Corinthians,,,,16.0,5.0,,,6.0,1.0,5.0,29.0,,4.0,,1.0,,,1.0,,,
418,0.0,G. Menino,275,,4.19,4,Gabriel Menino,24,8.5,gabriel-menino,Gabriel Vinícius Menino,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_a770SrF.png,0.0,5,False,103767,33,Palmeiras,,,,39.0,28.0,,,,3.0,5.0,38.0,6.0,17.0,2.0,2.0,2.0,,,,,
419,0.0,H. Meritão,290,,1.17,4,Higor Meritão,7,1.38,higor-meritao,Higor Matheus Meritão,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_uo7UAHd.png,0.0,6,False,103987,33,Goiás,,,,7.0,1.0,,,,,,3.0,,4.0,,,1.0,,,,,
420,0.0,Maycon,280,,0.0,1,Maycon,0,3.0,maycon,Maycon Cleiton de Paula Azevedo,https://s.sde.globo.com/media/person_role/2022/05/05/f39fcb967a674ffddbaec227105dae4a_FORMATO.png,0.0,6,False,104017,33,Bragantino,,,,,,,,,,,,,,,,,,,,,
421,0.0,Walce,276,,0.0,3,Walce,0,3.0,walce,Walce da Silva Costa Filho,https://s.sde.globo.com/media/person_role/2022/03/01/42769c38f612d4af2143de3132ce1cec_220x220.png,0.0,6,False,104074,33,São Paulo,,,,,,,,,,,,,,,,,,,,,
422,0.0,J. Fernando,263,,0.0,1,João Fernando,0,2.0,joao-fernando,João Fernando Monteiro Siqueira,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5Z0375l.png,0.0,6,False,104079,33,Botafogo,,,,,,,,,,,,,,,,,,,,,
423,0.0,C. Miguel,264,,0.0,1,Carlos Miguel,0,2.0,carlos-miguel,Carlos Miguel dos Santos Pereira,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_ucZUimL.png,0.0,6,False,104084,33,Corinthians,,,,,,,,,,,,,,,,,,,,,
424,0.0,B. Fuchs,282,,3.31,3,Bruno Fuchs,15,4.75,bruno-fuchs,Bruno de Lara Fuchs,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_qjyhb3e.png,0.0,5,False,104085,33,Atlético-MG,,,,11.0,11.0,,,7.0,,2.0,12.0,,,,,,,,,,
425,0.0,Ruan,264,,3.6,4,Ruan,17,3.67,ruan,Ruan de Oliveira Ferreira,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_Uq9B5Kn.png,0.0,6,False,104153,33,Corinthians,,,,18.0,12.0,,,,2.0,2.0,22.0,4.0,6.0,2.0,1.0,,,,1.0,,
426,0.0,J. Lucas,277,,3.98,2,João Lucas,15,5.91,joao-lucas,João Lucas de Almeida Carvalho,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_tX8ABIy.png,0.0,6,False,104257,33,Santos,,,,11.0,18.0,,,3.0,1.0,1.0,24.0,2.0,6.0,,,,,1.0,,,
427,0.0,L. Rafael,280,,3.15,3,Lucas Rafael,2,3.95,lucas-rafael,Lucas Rafael Gonçalves da Silva,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_J1rhwK6.png,0.0,5,False,104360,33,Bragantino,,,,1.0,1.0,,,1.0,,,,1.0,,,1.0,,,,,,
428,0.0,M. Mendes,282,,7.0,1,Matheus Mendes,1,3.42,matheus-mendes,Matheus Mendes Werneck de Oliveira,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_xQ2S67t.png,0.0,7,False,104383,33,Atlético-MG,,3.0,,,,,,1.0,,1.0,,,,,,,,,,,
429,0.0,I. Gomes,285,,2.44,3,Igor Gomes,19,4.91,igor-gomes,Igor Gomes Silva,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_I7Q1WEp.png,0.0,6,False,104385,33,Internacional,,,,10.0,12.0,,,3.0,,3.0,23.0,2.0,3.0,,,,,1.0,,,
430,0.0,Reinaldo,293,,1.7,5,Reinaldo,1,2.39,reinaldo,Reinaldo Nascimento Satorno,https://s.sde.globo.com/media/person_role/2020/03/03/12600160dfe6fed9a606921db8b0a862_FORMATO.png,0.0,6,False,104420,33,Athlético-PR,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,
431,0.0,F. Scheibig,284,,0.0,1,Felipe Scheibig,0,1.0,felipe-scheibig,Felipe Mateus Scheibig,https://s.sde.globo.com/media/person_role/2021/07/16/79af8f6f344db19983598078705340fc_FORMATO.png,0.0,5,False,104424,33,Grêmio,,,,,,,,,,,,,,,,,,,,,
432,0.2,Christian,293,,4.26,4,Christian,16,8.59,christian,Christian Roberto Alves Cardoso,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_V2OPAxf.png,-0.4,6,True,104502,33,Athlético-PR,,,,23.0,18.0,,,,,1.0,19.0,3.0,7.0,4.0,,1.0,,,,,
433,0.0,H. Vermudt,263,,0.0,3,Henrique Vermudt,0,3.0,henrique-vermudt,Henrique Vermudt,https://s.sde.globo.com/media/person_role/2023/07/30/photo_FORMATO_iztb5Pm.png,0.0,6,False,104504,33,Botafogo,,,,,,,,,,,,,,,,,,,,,
434,0.0,V. Zanocelo,356,,0.68,4,Vinícius Zanocelo,6,3.32,vinicius-zanocelo,Vinícius Nelson de Souza Zanocelo,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_OPlr7ly.png,0.0,6,False,104521,33,Fortaleza,,,,3.0,,,,,,1.0,4.0,1.0,,,,,,,,,
435,0.0,Sandry,277,,0.52,4,Sandry,5,2.54,sandry,Sandry Roberto Santos Goes,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_bbHXWKZ.png,0.0,5,False,104580,33,Santos,,,,4.0,2.0,,,,,2.0,4.0,,,,,,,,,,
436,0.0,Fabrício,280,,0.0,1,Fabrício,0,1.0,fabricio,Fabrício Oliveira de Souza,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_AAId2Kq.png,0.0,6,False,104588,33,Bragantino,,,,,,,,,,,,,,,,,,,,,
437,1.9,M. Bianqui,294,,2.76,4,Matheus Bianqui,23,3.87,matheus-bianqui,Matheus Henrique Bianqui,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_nFBy3HF.png,0.23,7,True,104640,33,Coritiba,,,,35.0,24.0,1.0,,,1.0,8.0,33.0,4.0,10.0,2.0,3.0,,,,,,
438,0.0,Newton,263,,0.0,4,Newton,0,1.0,newton,Newton Araújo da Costa Júnior,,0.0,6,False,104693,33,Botafogo,,,,,,,,,,,,,,,,,,,,,
439,4.13,J. Vojvoda,356,,4.99,6,Juan Vojvoda,31,12.41,juan-vojvoda,Juan Pablo Vojvoda Rizzo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_UIx1Yzg.png,-0.07,7,True,104754,33,Fortaleza,,,,,,,,,,,,,,,,,,,,12.0,
440,8.2,Acevedo,265,,2.56,4,Acevedo,25,5.81,acevedo,Nicolás Brian Acevedo Tabárez,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,1.0,2,True,104783,33,Bahia,1.0,,,33.0,24.0,,,,,5.0,46.0,5.0,11.0,,,,,,,,
441,7.8,S. Gómez,294,,3.55,4,Sebastián Gómez,15,7.26,sebastian-gomez,Sebastián Gómez Londoño,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_fnuIkZJ.png,1.09,6,True,104811,33,Coritiba,,,,12.0,14.0,,,,2.0,2.0,20.0,1.0,1.0,2.0,2.0,,,,,,
442,0.0,I. Gabriel,263,,0.0,1,Igo Gabriel,0,1.0,igo-gabriel,Igo Gabriel Santos Pereira,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_C8GywEv.png,0.0,6,False,104991,33,Botafogo,,,,,,,,,,,,,,,,,,,,,
443,0.0,J. Marcelo,283,,0.9,3,João Marcelo,1,2.43,joao-marcelo,João Marcelo Messias Ferreira,https://s.sde.globo.com/media/person_role/2023/08/01/photo_220x220_vuySYbE.png,0.0,6,False,105047,33,Cruzeiro,,,,1.0,,,,,,,1.0,,,,,,,,,,
444,1.7,L. Henrique,263,,2.67,5,Luis Henrique,29,5.38,luis-henrique,Luis Henrique Tomaz de Lima,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XMfC6C1.png,0.21,6,True,105049,33,Botafogo,,,,5.0,6.0,,,,2.0,,12.0,9.0,10.0,4.0,1.0,,,,1.0,,
445,0.0,Khellven,293,,4.5,2,Khellven,14,7.74,khellven,Khellven Douglas Silva Oliveira,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7lRpDNN.png,0.0,6,False,105175,33,Athlético-PR,,,,9.0,8.0,,,5.0,3.0,1.0,15.0,2.0,3.0,,3.0,,,,,,
446,1.0,Bento,293,,3.28,1,Bento,27,9.01,bento,Bento Matheus Krepski,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7ROEp8B.png,-0.55,7,True,105208,33,Athlético-PR,,81.0,1.0,2.0,2.0,,32.0,6.0,1.0,3.0,,,,,,,,,,,
447,0.0,D. Lucca,267,,0.0,4,De Lucca,0,3.0,de-lucca,Patrick de Lucca Chaves de Oliveira,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_J73ZkrF.png,0.0,5,False,105294,33,Vasco,,,,,,,,,,,,,,,,,,,,,
448,0.0,Ferraresi,276,,0.0,3,Ferraresi,1,4.47,ferraresi,Nahuel Adolfo Ferraresi Hernández,https://s.sde.globo.com/media/person_role/2022/08/13/a5301263d96806640ddf67cec70f99e7_FORMATO.png,0.0,6,False,105300,33,São Paulo,,,,,,,,,,,,,,,,,,,,,
449,0.0,G. Xavier,265,,3.49,3,Gabriel Xavier,13,4.43,gabriel-xavier,Gabriel Lheman Xavier - Lhman,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0UPMoSl.png,0.0,6,False,105373,33,Bahia,,,,14.0,8.0,,,4.0,,2.0,19.0,2.0,3.0,,,,,,,,
450,0.0,M. Bidu,264,,3.69,2,Matheus Bidu,20,7.32,matheus-bidu,Matheus Lima Beltrão Oliveira Valin,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_cNTyg24.png,0.0,6,False,105531,33,Corinthians,,,,21.0,27.0,,,5.0,,2.0,29.0,5.0,6.0,,,,,2.0,,,
451,1.1,Rikelme,1371,,3.69,5,Rikelme,25,4.4,rikelme,Rikelme Hernandes Amorim Rocha,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_FfgJEdr.png,-0.23,3,True,105547,33,Cuiabá,,,,21.0,14.0,1.0,,,1.0,2.0,59.0,5.0,9.0,1.0,3.0,,,,,,
452,0.0,Riquelme,267,,0.0,2,Riquelme,0,3.0,riquelme,Riquelme Carvalho Araújo Viana,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_smA6Xym.png,0.0,6,False,105566,33,Vasco,,,,,,,,,,,,,,,,,,,,,
453,3.5,Lucero,356,,4.46,5,Lucero,25,6.95,lucero,Juan Martín Lucero,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_MqRx953.png,0.23,7,True,105568,33,Fortaleza,,,,26.0,25.0,,,,,2.0,10.0,11.0,16.0,8.0,11.0,2.0,,,2.0,,
454,0.0,L. Piton,267,,3.02,2,Lucas Piton,30,7.53,lucas-piton,Lucas Piton Crivellaro,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_71dywWV.png,0.0,7,False,105584,33,Vasco,,,,38.0,6.0,,,7.0,3.0,3.0,33.0,4.0,10.0,,2.0,,,,,,
455,0.0,Roni,264,,1.19,4,Roni,15,2.03,roni,Roni Medeiros de Moura,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_efGU5wq.png,0.0,6,False,105585,33,Corinthians,,,,15.0,5.0,,,,,2.0,16.0,1.0,2.0,,,,,,,,
456,3.4,Maurício,285,,4.84,4,Maurício,21,8.71,mauricio,Maurício Magalhães Prado,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_7KIwg4E.png,-0.84,7,True,105647,33,Internacional,,,,12.0,22.0,,,,3.0,3.0,12.0,6.0,14.0,5.0,4.0,3.0,,,1.0,,
457,6.2,N. Hernández,285,,2.11,3,Nicolás Hernández,20,4.3,nicolas-hernandez,Nicolás Hernández Rodríguez,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_l85XoS0.png,0.24,6,True,105672,33,Internacional,,,,14.0,5.0,1.0,,5.0,2.0,6.0,11.0,,1.0,,,1.0,,,1.0,,
458,0.0,Wesley,283,,4.13,5,Wesley,25,7.87,wesley,Wesley Ribeiro Silva,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vnwHYu8.png,0.0,6,False,105811,33,Cruzeiro,,,,48.0,42.0,,,,1.0,6.0,32.0,11.0,18.0,4.0,3.0,,,,,,
459,0.0,Edu,290,,2.78,3,Edu,6,2.45,edu,Lucas Eduardo Ribeiro de Souza,https://s.sde.globo.com/media/person_role/2023/06/25/photo_FORMATO_bGsyKIs.png,0.0,6,False,105842,33,Goiás,,,,6.0,5.0,,,2.0,,1.0,5.0,1.0,1.0,,,,,1.0,,,
460,0.0,Belezi,293,,0.0,3,Belezi,0,1.0,belezi,Lucas Belezi Barbosa,https://s.sde.globo.com/media/person_role/2023/10/08/photo_FORMATO.png,0.0,6,False,105844,33,Athlético-PR,,,,,,,,,,,,,,,,,,,,,
461,0.5,M. Araújo,264,,1.83,4,Matheus Araújo,11,4.88,matheus-araujo,Matheus de Araújo Andrade,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_BedE425.png,-0.56,6,True,105845,33,Corinthians,,,,9.0,8.0,,,,,,8.0,1.0,,1.0,1.0,,,,,,
462,0.0,Z. Gabriel,267,,1.8,4,Zé Gabriel,20,2.82,ze-gabriel,José Gabriel dos Santos Silva,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_PQUgcKV.png,0.0,7,False,105902,33,Vasco,,,,28.0,15.0,,,,,5.0,23.0,1.0,6.0,1.0,,,,,,,
463,0.0,V. Mingotti,265,,2.12,5,Vinicius Mingotti,14,2.73,vinicius-mingotti,Vinicius Alessandro Mingotti,https://s.sde.globo.com/media/person_role/2023/04/20/photo_FORMATO_YH7397F.png,0.0,6,False,105909,33,Bahia,,,,11.0,13.0,,,,,2.0,4.0,5.0,3.0,2.0,7.0,,,,,,
464,0.0,Rômulo,285,,2.89,4,Rômulo,18,3.38,romulo,Rômulo Zanre Zwarg,https://s.sde.globo.com/media/person_role/2023/04/12/photo_220x220_eEMPMPy.png,0.0,6,False,105911,33,Internacional,,,,17.0,24.0,,,,,1.0,24.0,2.0,5.0,1.0,1.0,1.0,,,,,
465,0.0,C. Silva,277,,0.0,2,Cadu Silva,1,0.71,cadu-silva,Carlos Eduardo Bertolassi da Silva,https://s.sde.globo.com/media/person_role/2020/02/28/8b8a13f401928e0adf73a1998a49f868_FORMATO.png,0.0,6,False,105914,33,Santos,,,,,,,,,,,,,,,,,,,,,
466,9.5,Rochet,285,,2.61,1,Rochet,14,7.25,rochet,Sergio Ramón Rochet Álvarez,https://s.sde.globo.com/media/person_role/2023/07/14/photo_FORMATO_AtGShUT.png,1.14,7,True,105949,33,Internacional,,42.0,,,7.0,,20.0,3.0,,4.0,,,,,,,,,,,
467,0.0,Vinícius,267,,0.0,5,Vinícius,0,2.0,vinicius,Vinícius dos Santos de Oliveira Paiva,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Oqt8wcz.png,0.0,6,False,105998,33,Vasco,,,,,,,,,,,,,,,,,,,,,
468,0.0,L. Ramos,285,,0.0,4,Lucas Ramos,1,2.81,lucas-ramos,Lucas de Ramos Silveira,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_Tdt3VkZ.png,0.0,5,False,106000,33,Internacional,,,,,,,,,,,,,,,,,,,,,
469,4.3,Johnny,285,,4.32,4,Johnny,18,7.39,johnny,João Lucas Souza Cardoso,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_ylIGH1n.png,-0.95,7,True,106002,33,Internacional,,,,17.0,24.0,,,,3.0,6.0,31.0,5.0,1.0,2.0,2.0,1.0,,1.0,,,
470,0.0,Lucão,280,,0.6,1,Lucão,5,1.74,lucao,Lucas Alexandre Galdino de Azevedo,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_uN4AYEQ.png,0.0,6,False,106160,33,Bragantino,,7.0,,,,,8.0,1.0,,1.0,,,,,,,,,,,
471,0.0,G. Pec,267,,5.6,5,Gabriel Pec,30,15.25,gabriel-pec,Gabriel Fortes Chaves,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_RHuy7TJ.png,0.0,7,False,106199,33,Vasco,,,,29.0,47.0,,,,3.0,5.0,35.0,15.0,23.0,7.0,5.0,3.0,,,,,
