,atletas.clube.id.full.name,atletas.pontos_num,atletas.nome,atletas.rodada_id,atletas.variacao_num,atletas.media_num,atletas.foto,atletas.atleta_id,atletas.preco_num,atletas.entrou_em_campo,atletas.posicao_id,atletas.apelido_abreviado,atletas.status_id,atletas.minimo_para_valorizar,atletas.clube_id,atletas.slug,atletas.jogos_num,atletas.apelido,A,CA,CV,DS,FC,FD,FF,FS,FT,GC,PC,SG,G,I,V,DE,GS,PP,PS,DP,PI
191,Coritiba,0.0,Rodrigo Cunha Pereira de Pinho,36,0.0,1.57,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_vRioSFE.png,86799,3.27,False,5,R. Pinho,6,,294,rodrigo-pinho,10,Rodrigo Pinho,,2.0,,3.0,8.0,4.0,5.0,10.0,1.0,,,,,4.0,,,,,,,
192,Fortaleza,2.2,José Welison da Silva,36,-0.13,3.43,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_Sq4MDcU.png,86859,4.33,True,4,J. Welison,7,,356,jose-welison,22,José Welison,2.0,7.0,,41.0,38.0,4.0,13.0,17.0,1.0,,,,1.0,1.0,,,,,,,
193,América-MG,2.2,Marlon Matheus Lopes do Nascimento,36,-0.15,3.55,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_hRhEq94.png,86864,5.91,True,2,Marlon,7,,327,marlon,24,Marlon,1.0,2.0,,44.0,15.0,2.0,4.0,37.0,,1.0,,1.0,1.0,,,,,,,,
194,Vasco,0.0,Leonardo César Jardim,36,0.0,3.85,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_2NC7Cvz.png,87008,10.95,False,1,L. Jardim,7,,267,leo-jardim,33,Léo Jardim,,2.0,,,,,,2.0,,,,8.0,,,,124.0,43.0,,,1.0,
195,Grêmio,0.6,Nathan Allan de Souza,36,-0.06,1.69,https://s.sde.globo.com/media/person_role/2023/04/12/photo_FORMATO_H5UIx66.png,87009,4.18,True,4,Nathan,7,,284,nathan,18,Nathan,1.0,2.0,,13.0,14.0,5.0,5.0,12.0,,,,,,1.0,,,,,,,
196,Athlético-PR,0.0,Pedro Henrique Ribeiro Gonçalves,36,0.0,3.65,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Pmz9ta0.png,87225,8.95,False,3,P. Henrique,6,,293,pedro-henrique,11,Pedro Henrique,,3.0,,10.0,14.0,1.0,5.0,5.0,,,,4.0,1.0,2.0,,,,,,,
197,Atlético-MG,7.5,Guilherme Antonio Arana Lopes,36,-1.04,5.1,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6cBmo9F.png,87228,11.38,True,2,G. Arana,7,,282,guilherme-arana,26,Guilherme Arana,,1.0,1.0,35.0,18.0,5.0,14.0,24.0,,,,11.0,2.0,,,,,,,,
198,Internacional,-0.3,Carlos María de Pena Bonino,36,-0.11,2.02,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8NTSnKt.png,87242,6.32,True,4,C. Pena,6,,285,carlos-de-pena,26,Carlos de Pena,,4.0,1.0,22.0,20.0,7.0,10.0,15.0,,,1.0,,2.0,,,,,,,,
199,Santos,4.3,Yeferson Julio Soteldo Martínez,36,-0.27,4.82,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xCE9nv8.png,87258,8.69,True,5,Soteldo,7,,277,soteldo,19,Soteldo,6.0,3.0,2.0,15.0,8.0,10.0,11.0,45.0,1.0,,,,1.0,3.0,,,,,1.0,,
200,Grêmio,0.3,Walter Kannemann,36,-0.34,3.17,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q2fTOjY.png,87342,7.63,True,3,Kannemann,7,,284,kannemann,26,Kannemann,1.0,13.0,1.0,49.0,44.0,3.0,3.0,24.0,,,,6.0,,,,,,,,,
201,Goiás,0.0,Allano Brendon de Souza Lima,36,0.0,3.96,https://s.sde.globo.com/media/person_role/2023/08/08/photo_FORMATO_tmBtY58.png,87391,6.05,False,5,Allano,6,,290,allano,19,Allano,,5.0,,25.0,22.0,12.0,10.0,42.0,2.0,,,,1.0,5.0,,,,,,,
202,Santos,1.2,Messias Rodrigues da Silva Júnior,36,-0.94,3.07,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_XWlumea.png,87402,6.57,True,3,Messias,7,,277,messias,26,Messias,,2.0,,25.0,20.0,4.0,2.0,9.0,,,1.0,8.0,1.0,1.0,,,,,,,
203,Bahia,0.9,Thaciano Mickael da Silva,36,-0.67,4.16,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_dQGg2S1.png,87470,10.58,True,4,Thaciano,7,,265,thaciano,30,Thaciano,3.0,3.0,,37.0,30.0,12.0,26.0,25.0,2.0,,,,3.0,5.0,,,,,,,
204,Athlético-PR,1.1,Vitor Frezarin Bueno,36,-0.19,4.09,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Vn5DBCR.png,87552,7.72,True,4,V. Bueno,7,,293,vitor-bueno,29,Vitor Bueno,4.0,7.0,,13.0,18.0,18.0,26.0,32.0,2.0,,,,4.0,6.0,,,,,,,
205,América-MG,0.0,Mateus Pasinato,36,0.0,2.6,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_Zcws9I1.png,87603,3.03,False,1,M. Pasinato,6,,327,mateus-pasinato,10,Mateus Pasinato,,1.0,,,,,,2.0,,,,1.0,,,,41.0,20.0,,,,
206,Bahia,-1.4,Yago Felipe da Costa Rocha,36,-0.48,1.52,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO.png,87747,3.83,True,4,Y. Felipe,3,,265,yago-felipe,22,Yago Felipe,,6.0,,27.0,35.0,2.0,6.0,21.0,,,,,,,,,,,,,
207,Botafogo,0.0,Philipe Sampaio Azevedo,36,0.0,2.41,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_E29teNI.png,87808,3.8,False,3,P. Sampaio,6,,263,philipe-sampaio,11,Philipe Sampaio,,2.0,,10.0,8.0,,2.0,5.0,,,,3.0,,2.0,,,,,,,
208,Atlético-MG,7.0,Paolo Mauricio Lemos Merladett,36,0.47,4.68,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,87853,10.91,True,3,M. Lemos,6,,282,mauricio-lemos,27,Mauricio Lemos,,10.0,1.0,44.0,25.0,6.0,9.0,18.0,1.0,,,12.0,1.0,2.0,,,,,,,
209,Flamengo,3.3,Giorgian Daniel de Arrascaeta Benedetti,36,-0.04,5.51,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,87863,13.21,True,4,Arrascaeta,7,,262,arrascaeta,25,Arrascaeta,5.0,3.0,,23.0,22.0,7.0,16.0,38.0,2.0,,,,6.0,4.0,,,,,1.0,,
210,Cuiabá,-0.6,Alan Pereira Empereur,36,-1.09,2.61,https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,88033,4.77,True,3,A. Empereur,7,,1371,alan-empereur,31,Alan Empereur,1.0,7.0,,15.0,19.0,3.0,6.0,15.0,,1.0,,10.0,1.0,,,,,,,,
211,Fluminense,0.0,Jorge Marco de Oliveira Moraes,36,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_Rnoad6D.png,88065,4.0,False,2,Jorge,5,,266,jorge,0,Jorge,,,,,,,,,,,,,,,,,,,,,
212,Vasco,0.0,Ivan Quaresma da Silva,36,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_qStnmUz.png,88136,5.0,False,1,Ivan,6,,267,ivan,0,Ivan,,,,,,,,,,,,,,,,,,,,,
213,América-MG,0.0,Washington Omar Aguerre Lima,36,0.0,-1.25,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_HgqxxNH.png,88237,1.45,False,1,Aguerre,6,,327,aguerre,2,Aguerre,,1.0,,,,,,1.0,,,,,,,,2.0,4.0,,,,
214,Corinthians,0.0,Ángel Rodrigo Romero Villamayor,36,0.0,3.93,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_CufTSrv.png,88323,6.11,False,5,Ã. Romero,7,,264,angel-romero,18,Ángel Romero,1.0,2.0,,13.0,7.0,4.0,6.0,26.0,,,,,4.0,2.0,,,,,,,
215,Vasco,0.0,Gabriel Dias de Oliveira,36,0.0,4.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_SmDR7cT.png,88368,2.89,False,2,G. Dias,6,,267,gabriel-dias,1,Gabriel Dias,,1.0,,,,,,,,,,1.0,,,,,,,,,
216,Flamengo,0.8,Ayrton Lucas Dantas de Medeiros,36,-1.63,5.85,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_P9K1v1H.png,88393,14.45,True,2,A. Lucas,2,,262,ayrton-lucas,32,Ayrton Lucas,3.0,7.0,,47.0,36.0,5.0,7.0,42.0,1.0,,,13.0,4.0,,,,,,1.0,,
217,Bragantino,0.0,Aderlan de Lima Silva,36,0.0,4.59,https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,88423,9.47,False,2,Aderlan,6,,280,aderlan,21,Aderlan,1.0,6.0,1.0,43.0,33.0,,5.0,9.0,2.0,,1.0,9.0,,,,,,,,,
218,Fortaleza,0.0,Lucas de Figueiredo Crispim,36,0.0,1.32,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_EvxhSX5.png,88597,3.6,False,4,L. Crispim,6,,356,lucas-crispim,14,Lucas Crispim,,,,4.0,6.0,2.0,4.0,8.0,2.0,,,,,1.0,,,,,,,
219,Coritiba,0.0,Islam Slimani,36,0.0,4.07,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_yTHJHMX.png,88744,8.68,False,5,Slimani,6,,294,slimani,10,Slimani,2.0,,1.0,3.0,11.0,6.0,7.0,11.0,,,,,2.0,9.0,,,,,,,
220,Coritiba,4.5,Damián Marcelino Moreno,36,0.44,3.88,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_gNmfi9P.png,88857,6.57,True,4,M. Moreno,7,,294,marcelino-moreno,29,Marcelino Moreno,4.0,6.0,,26.0,23.0,10.0,12.0,68.0,1.0,,1.0,,2.0,3.0,,,,,1.0,,
221,Coritiba,0.0,Luan Polli Gomes,36,0.0,1.5,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_BtY3LFq.png,88916,2.94,False,1,L. Polli,7,,294,luan-polli,5,Luan Polli,,2.0,,,,,,1.0,,,,,,,,18.0,9.0,,,,
222,América-MG,0.0,Iago Justen Maidana Martins,36,0.01,0.95,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_CEXnMRV.png,89226,2.09,True,3,I. Maidana,6,,327,iago-maidana,28,Iago Maidana,,5.0,,18.0,33.0,4.0,10.0,6.0,,,1.0,1.0,,1.0,,,,,,,
223,Flamengo,1.2,Gerson Santos da Silva,36,0.02,4.53,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_UpueHtq.png,89256,10.67,True,4,Gerson,7,,262,gerson,29,Gerson,6.0,4.0,1.0,29.0,46.0,6.0,10.0,65.0,,,1.0,,5.0,4.0,,,,,1.0,,
224,Grêmio,0.0,João Pedro Maturano dos Santos,36,0.0,3.09,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ux7O1sm.png,89273,10.06,False,2,J. Pedro,6,,284,joao-pedro,28,João Pedro,1.0,2.0,,22.0,19.0,,2.0,20.0,,1.0,,6.0,3.0,,,,,,,,
225,Cruzeiro,5.3,Willian de Asevedo Furtado,36,-0.37,5.57,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_mkEok8F.png,89275,10.65,True,2,William,3,,283,william,29,William,2.0,6.0,,59.0,38.0,3.0,12.0,44.0,1.0,,,12.0,,1.0,,,,,,,
226,Atlético-MG,6.2,Igor Rabello da Costa,36,1.43,2.5,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,89493,4.74,True,3,I. Rabello,7,,282,igor-rabello,9,Igor Rabello,,2.0,1.0,12.0,8.0,,,1.0,,,,3.0,,,,,,,,,
227,Flamengo,1.2,Thiago Maia Alencar,36,0.21,1.63,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_yDq9MVW.png,89637,5.72,True,4,T. Maia,6,,262,thiago-maia,31,Thiago Maia,,6.0,,51.0,33.0,,3.0,7.0,,,1.0,,,,,,,,,,
228,São Paulo,0.0,Jonathan Calleri,36,0.0,6.47,https://s.sde.globo.com/media/person_role/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png,89840,16.64,False,5,Calleri,5,,276,calleri,18,Calleri,2.0,5.0,,4.0,37.0,10.0,13.0,33.0,2.0,,,,9.0,14.0,,,,,2.0,,
229,Grêmio,9.9,Franco Cristaldo,36,1.4,4.61,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Sywtl9T.png,89846,12.04,True,4,Cristaldo,7,,284,cristaldo,31,Cristaldo,4.0,,,29.0,10.0,12.0,8.0,35.0,,,1.0,,7.0,5.0,,,,1.0,2.0,,
230,Santos,-0.1,Douglas Moreira Fagundes,36,-0.21,1.65,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_a0W192c.png,89883,4.04,True,4,Dodi,6,,277,dodi,27,Dodi,,10.0,,34.0,38.0,4.0,4.0,34.0,,,,,,,,,,,,,
231,Grêmio,0.0,Everton Galdino Moreira,36,-0.17,2.88,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TtRmr2d.png,89918,5.23,True,5,E. Galdino,2,,284,everton-galdino,26,Everton Galdino,2.0,2.0,,10.0,11.0,9.0,13.0,10.0,,,,,4.0,,,,,,,,
232,Santos,6.1,John Stiven Mendoza Valencia,36,0.79,5.02,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_fdX9HMF.png,90031,12.77,True,5,Mendoza,6,,277,mendoza,25,Mendoza,2.0,4.0,,20.0,23.0,8.0,18.0,53.0,1.0,,,,6.0,2.0,,,,,1.0,,
233,Fortaleza,0.2,Bruno de Jesus Pacheco,36,-0.24,5.79,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_PYjs4Li.png,90061,10.92,True,2,B. Pacheco,7,,356,bruno-pacheco,28,Bruno Pacheco,3.0,4.0,,60.0,49.0,3.0,9.0,44.0,,,,9.0,2.0,,,,,,,,
234,Coritiba,9.3,Eduardo Nascimento da Silva Júnior,36,1.12,3.26,https://s.sde.globo.com/media/person_role/2023/09/13/photo_FORMATO_o4zQHNu.png,90120,5.56,True,5,Edu,7,,294,edu,7,Edu,,,,1.0,1.0,2.0,4.0,1.0,,,,,2.0,2.0,,,,,,,
235,São Paulo,0.0,Raí dos Reis Ramos,36,0.0,3.47,https://s.sde.globo.com/media/person_role/2023/04/15/photo_FORMATO_p3UWrBW.png,90232,4.8,False,2,R. Ramos,6,,276,rai-ramos,6,Raí Ramos,,2.0,,4.0,5.0,2.0,2.0,1.0,,,,3.0,,,,,,,,,
236,Flamengo,3.3,Bruno Henrique Pinto,36,-0.28,2.72,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_PsLr2Kh.png,90285,6.31,True,5,B. Henrique,7,,262,bruno-henrique,26,Bruno Henrique,1.0,7.0,1.0,17.0,32.0,13.0,13.0,46.0,,,,,2.0,9.0,,,,,1.0,,
237,Palmeiras,5.5,Jaílson Marques Siqueira,36,0.81,1.79,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_borikKg.png,90290,4.39,True,4,Jailson,6,,275,jailson,8,Jailson,1.0,,,6.0,4.0,1.0,2.0,1.0,,,,,,,,,,,,,
238,Fortaleza,0.0,Pedro Rocha Neves,36,0.0,-0.2,https://s.sde.globo.com/media/person_role/2022/09/28/photo_FORMATO_wjBokpm.png,90302,3.62,False,5,P. Rocha,6,,356,pedro-rocha,3,Pedro Rocha,,1.0,,,2.0,,,2.0,,,,,,,,,,,,,
239,São Paulo,-0.3,David Correa da Fonseca,36,-0.22,2.12,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_zc5jjjt.png,90309,3.69,True,5,David,6,,276,david,21,David,2.0,4.0,,7.0,22.0,6.0,7.0,12.0,1.0,,,,2.0,11.0,,,,,,,
240,Bahia,3.0,Júlio César Rezende de Miranda,36,-0.43,3.35,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,90449,7.16,True,4,Rezende,7,,265,rezende,29,Rezende,2.0,7.0,1.0,69.0,57.0,3.0,9.0,27.0,,,1.0,,1.0,,,,,,,,
241,Goiás,0.0,Diego Gonçalves,36,0.0,0.96,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_eh2bZ7u.png,90540,1.86,False,5,D. Gonçalves,6,,290,diego-goncalves,10,Diego Gonçalves,,1.0,,3.0,7.0,2.0,3.0,9.0,,,,,,1.0,,,,,,,
242,Bahia,0.0,Mateus Eduardo Claus,36,0.0,-1.0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_UPFwDzZ.png,90590,1.95,False,1,M. Claus,6,,265,mateus-claus,1,Mateus Claus,,,,,,,,,,,,,,,,1.0,2.0,,,,
243,Cuiabá,0.0,Lucas da Silva Izidoro,36,0.0,0.61,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_AlOmB6m.png,90634,2.33,False,4,L. Mineiro,6,,1371,lucas-mineiro,14,Lucas Mineiro,,4.0,,8.0,14.0,,4.0,8.0,,,,,,1.0,,,,,,,
244,Flamengo,1.2,Fabrício Bruno Soares de Faria,36,-0.68,3.53,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_zrQ4flU.png,90768,8.82,True,3,F. Bruno,7,,262,fabricio-bruno,31,Fabrício Bruno,1.0,7.0,,28.0,14.0,3.0,3.0,16.0,1.0,,,13.0,,,,,,,,,
245,América-MG,0.5,Everaldo Silva do Nascimento,36,-0.15,3.62,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_5VgdyWf.png,91151,7.71,True,5,Everaldo,7,,327,everaldo,19,Everaldo,3.0,6.0,,21.0,18.0,3.0,9.0,31.0,2.0,,,,1.0,5.0,,,,,,,
246,Cuiabá,1.2,Ítaro Patric Cardoso Calmon,36,-0.15,1.79,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_kfJYHxI.png,91190,3.57,True,2,PK,6,,1371,pk,15,PK,,1.0,1.0,12.0,11.0,1.0,2.0,4.0,,,,3.0,,1.0,,,,,,,
247,América-MG,-4.6,Éder Ferreira Graminho,36,-0.75,0.39,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_ELJqlLk.png,91203,1.33,True,3,Éder,7,,327,eder,20,Éder,,5.0,1.0,18.0,20.0,1.0,1.0,3.0,,1.0,,,,3.0,,,,,,,
248,Grêmio,-0.4,Felipe Ignacio Carballo Ares,36,-0.4,2.37,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NYg6Ymv.png,91254,4.01,True,4,Carballo,3,,284,carballo,21,Carballo,1.0,3.0,,25.0,20.0,6.0,7.0,6.0,,,,,1.0,,,,,,,,
249,Botafogo,0.0,Lucas Estella Perri,36,-0.27,4.73,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_83wBpb6.png,91260,11.09,True,1,L. Perri,7,,263,lucas-perri,35,Lucas Perri,,1.0,,,,,,3.0,,,,14.0,,,,126.0,31.0,,,,
250,Santos,4.29,Marcelo Faria Fernandes,36,0.28,4.88,https://s.sde.globo.com/media/person_role/2021/04/27/7f50feb3c2bff8d96ced4bd8a038efad_220x220.png,91274,10.0,True,6,M. Fernandes,7,,277,marcelo-fernandes,12,Marcelo Fernandes,,,,,,,,,,,,,,,5.0,,,,,,
251,Flamengo,0.0,Erick Antonio Pulgar Farfán,36,0.0,2.93,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xuM4Nls.png,91473,4.97,False,4,E. Pulgar,7,,262,erick-pulgar,22,Erick Pulgar,2.0,9.0,,32.0,41.0,3.0,7.0,13.0,2.0,,,,2.0,3.0,,,,,,,
252,São Paulo,4.7,Robert Abel Arboleda Escobar,36,-0.2,5.2,https://s.sde.globo.com/media/person_role/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,91573,8.95,True,3,Arboleda,7,,276,arboleda,18,Arboleda,,1.0,1.0,23.0,5.0,4.0,4.0,12.0,1.0,,,11.0,,4.0,,,,,,,
253,Palmeiras,0.4,Ronielson da Silva Barbosa,36,0.01,2.71,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_eJOedW8.png,91607,8.5,True,5,Rony,5,,275,rony,30,Rony,,3.0,,9.0,21.0,12.0,14.0,30.0,1.0,,1.0,,5.0,25.0,,,,,,,
254,Botafogo,0.5,Adryelson Shawann Lima Silva,36,-0.08,3.49,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,91664,6.87,True,3,Adryelson,7,,263,adryelson,33,Adryelson,1.0,5.0,1.0,25.0,18.0,4.0,2.0,18.0,,,,14.0,1.0,,,,,,,,
255,Cruzeiro,0.0,Matheus Isaías dos Santos,36,0.0,1.66,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vMaiFUT.png,91689,2.41,False,4,M. Jussa,5,,283,matheus-jussa,24,Matheus Jussa,,9.0,,29.0,45.0,8.0,8.0,7.0,,,,,1.0,,,,,,,,
256,Cruzeiro,4.0,Marlon Rodrigues Xavier,36,-0.43,7.88,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_vrVAWB7.png,91706,17.04,True,2,Marlon,7,,283,marlon,31,Marlon,2.0,7.0,,114.0,34.0,6.0,12.0,32.0,1.0,,,11.0,3.0,1.0,,,,,,,
257,Fluminense,5.5,Marcílio Florêncio Mota Filho,36,0.68,3.39,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_U5c1E7V.png,91708,11.04,True,3,Nino,2,,266,nino,25,Nino,,4.0,2.0,12.0,23.0,3.0,3.0,25.0,1.0,,,10.0,2.0,,,,,,,,
258,Goiás,0.0,Matheus Alves da Silva Cardoso,36,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_voSytVs.png,91712,2.0,False,1,M. Alves,6,,290,matheus-alves,0,Matheus Alves,,,,,,,,,,,,,,,,,,,,,
259,Bahia,0.0,David de Duarte Macedo,36,0.0,3.08,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0ibQkD2.png,91772,4.08,False,3,D. Duarte,6,,265,david-duarte,9,David Duarte,,3.0,,7.0,5.0,,1.0,4.0,1.0,,,2.0,1.0,,,,,,,,
260,Coritiba,0.0,Hayner Willian Monjardim Cordeiro,36,0.0,1.86,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_uNyULXz.png,91856,2.66,False,2,Hayner,6,,294,hayner,7,Hayner,1.0,3.0,,3.0,7.0,,,9.0,,,,1.0,,,,,,,,,
261,Athlético-PR,0.0,José Ivaldo Almeida Silva,36,0.0,2.61,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ZOxQ99E.png,91866,4.69,False,3,Z. Ivaldo,6,,293,ze-ivaldo,14,Zé Ivaldo,,2.0,1.0,14.0,19.0,1.0,1.0,9.0,,,1.0,5.0,,1.0,,,,,,,
262,Atlético-MG,5.0,Cristian David Pavón,36,0.67,4.48,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_U1jXQaU.png,91908,9.42,True,5,Pavón,6,,282,pavon,31,Pavón,7.0,7.0,,34.0,19.0,14.0,22.0,24.0,2.0,,,,3.0,10.0,,,,,,,
263,Athlético-PR,4.07,Wesley Oliveira de Carvalho,36,-0.06,4.87,https://s.sde.globo.com/media/person_role/2022/05/05/21d7b4d24237a06ec8872f1ff041e713_FORMATO.png,91971,11.67,True,6,W. Carvalho,7,,293,wesley-carvalho,25,Wesley Carvalho,,,,,,,,,,,,,,,7.0,,,,,,
264,Vasco,0.0,Ramón Ángel Díaz,36,0.0,5.2,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO.png,92075,10.02,False,6,R. Díaz,7,,267,ramon-diaz,19,Ramón Díaz,,,,,,,,,,,,,,,8.0,,,,,,
265,Grêmio,5.0,Caíque Luiz Santos da Purificação,36,-0.18,6.5,https://s.sde.globo.com/media/person_role/2023/08/04/photo_220x220_bq0AF4S.png,92207,4.0,True,1,Caíque,7,,284,caique,2,Caíque,,,,,,,,,,,,1.0,,,,9.0,1.0,,,,
266,Grêmio,0.0,Rodrigo Ely,36,0.0,2.43,https://s.sde.globo.com/media/person_role/2023/08/03/photo_220x220_mGnJe3Z.png,92237,4.6,False,3,R. Ely,6,,284,rodrigo-ely,6,Rodrigo Ely,,3.0,,2.0,6.0,,,4.0,,,,3.0,,,,,,,,,
267,Bragantino,0.0,Raul Lô Gonçalves,36,0.0,-0.27,https://s.sde.globo.com/media/person_role/2022/05/05/278a2f0c3cd97ace8138ffbe2f23d81d_FORMATO.png,92496,3.5,False,4,Raul,6,,280,raul,3,Raul,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,
268,América-MG,0.0,Renato Kayzer de Souza,36,0.0,0.87,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_NWhDcn5.png,92696,3.23,False,5,R. Kayzer,6,,327,renato-kayzer,3,Renato Kayzer,,,,,2.0,1.0,2.0,1.0,,,,,,1.0,,,,,,,
269,Cuiabá,0.9,Deyverson Brum Silva Acosta,36,-1.17,5.38,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_AvLd8xm.png,92708,8.69,True,5,Deyverson,7,,1371,deyverson,32,Deyverson,2.0,5.0,,11.0,31.0,19.0,19.0,59.0,2.0,,,,12.0,30.0,,,,1.0,1.0,,
270,Cruzeiro,0.9,Bruno Rafael Rodrigues do Nascimento,36,-1.3,5.36,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_xfgmkoy.png,92811,12.12,True,5,B. Rodrigues,7,,283,bruno-rodrigues,31,Bruno Rodrigues,4.0,4.0,,29.0,22.0,20.0,33.0,52.0,2.0,,,,6.0,23.0,,,,2.0,2.0,,
271,Cruzeiro,0.0,Helibelton Palacios Zapata,36,0.0,1.83,https://s.sde.globo.com/media/person_role/2023/07/05/photo_FORMATO.png,92855,3.22,False,2,Palacios,7,,283,palacios,8,Palacios,,3.0,,9.0,20.0,,1.0,4.0,,,,2.0,,,,,,,,,
272,Cruzeiro,0.0,Mateus da Silva Vital Assumpção,36,0.0,2.35,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_CifS8My.png,93108,6.37,False,4,M. Vital,7,,283,mateus-vital,28,Mateus Vital,1.0,,,20.0,16.0,11.0,16.0,20.0,2.0,,,,,1.0,,,,,,,
273,Corinthians,0.0,Rafael António Figueiredo Ramos,36,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_Tdjz7Nn.png,93236,4.0,False,2,R. Ramos,6,,264,rafael-ramos,0,Rafael Ramos,,,,,,,,,,,,,,,,,,,,,
274,América-MG,1.37,Diogo Giacomini,36,-0.3,2.31,https://s.sde.globo.com/media/person_role/2023/11/10/photo_FORMATO_KSlEt2O.png,93317,7.23,True,6,D. Giacomini,7,,327,diogo-giacomini,3,Diogo Giacomini,,,,,,,,,,,,,,,,,,,,,
