,atletas.variacao_num,atletas.media_num,atletas.apelido_abreviado,atletas.foto,atletas.rodada_id,atletas.nome,atletas.apelido,atletas.pontos_num,atletas.slug,atletas.entrou_em_campo,atletas.jogos_num,atletas.clube.id.full.name,atletas.atleta_id,atletas.clube_id,atletas.minimo_para_valorizar,atletas.status_id,atletas.posicao_id,atletas.preco_num,V,A,CA,DS,FC,FD,FF,FS,G,I,SG,DE,GS,CV,FT,GC,PC,PS,PP,DP,PI
192,0.0,3.55,Marlon,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_hRhEq94.png,38,Marlon Matheus Lopes do Nascimento,Marlon,0.0,marlon,False,25,América-MG,86864,327,3.21,6,2,6.16,,1.0,3.0,48.0,16.0,2.0,4.0,37.0,1.0,,1.0,,,,,1.0,,,,,
193,-0.48,3.71,L. Jardim,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_2NC7Cvz.png,38,Leonardo César Jardim,Léo Jardim,0.0,leo-jardim,True,35,Vasco,87008,267,3.24,7,1,9.69,,,2.0,,,,,2.0,,,8.0,129.0,45.0,,,,,,,1.0,
194,0.0,1.62,Nathan,https://s.sde.globo.com/media/person_role/2023/04/12/photo_FORMATO_H5UIx66.png,38,Nathan Allan de Souza,Nathan,0.0,nathan,False,19,Grêmio,87009,284,0.83,3,4,4.15,,1.0,3.0,14.0,15.0,5.0,5.0,13.0,,1.0,,,,,,,,,,,
195,0.0,3.65,P. Henrique,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Pmz9ta0.png,38,Pedro Henrique Ribeiro Gonçalves,Pedro Henrique,0.0,pedro-henrique,False,11,Athlético-PR,87225,293,1.17,6,3,8.95,,,3.0,10.0,14.0,1.0,5.0,5.0,1.0,2.0,4.0,,,,,,,,,,
196,0.02,4.75,G. Arana,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6cBmo9F.png,38,Guilherme Antonio Arana Lopes,Guilherme Arana,0.5,guilherme-arana,True,28,Atlético-MG,87228,282,0.86,7,2,10.31,,,2.0,36.0,20.0,5.0,14.0,26.0,2.0,,11.0,,,1.0,,,,,,,
197,0.0,1.95,C. Pena,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8NTSnKt.png,38,Carlos María de Pena Bonino,Carlos de Pena,0.0,carlos-de-pena,False,27,Internacional,87242,285,0.72,6,4,6.35,,,4.0,22.0,20.0,7.0,10.0,15.0,2.0,,,,,1.0,,,1.0,,,,
198,-0.72,4.67,Soteldo,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xCE9nv8.png,38,Yeferson Julio Soteldo Martínez,Soteldo,0.8,soteldo,True,21,Santos,87258,277,4.99,7,5,8.25,,6.0,3.0,17.0,10.0,10.0,13.0,51.0,1.0,3.0,,,,2.0,1.0,,,1.0,,,
199,-0.19,3.03,Kannemann,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q2fTOjY.png,38,Walter Kannemann,Kannemann,-0.6,kannemann,True,27,Grêmio,87342,284,0.98,7,3,7.44,,1.0,14.0,49.0,46.0,3.0,3.0,26.0,,,6.0,,,1.0,,,,,,,
200,0.0,3.96,Allano,https://s.sde.globo.com/media/person_role/2023/08/08/photo_FORMATO_tmBtY58.png,38,Allano Brendon de Souza Lima,Allano,0.0,allano,False,19,Goiás,87391,290,4.53,6,5,6.05,,,5.0,25.0,22.0,12.0,10.0,42.0,1.0,5.0,,,,,2.0,,,,,,
201,1.09,3.28,Messias,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_XWlumea.png,38,Messias Rodrigues da Silva Júnior,Messias,9.2,messias,True,28,Santos,87402,277,2.81,7,3,7.93,,,2.0,26.0,20.0,5.0,4.0,9.0,2.0,1.0,8.0,,,,,,1.0,,,,
202,1.98,4.67,Thaciano,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_dQGg2S1.png,38,Thaciano Mickael da Silva,Thaciano,18.1,thaciano,True,32,Bahia,87470,265,6.14,7,4,13.5,,5.0,3.0,39.0,31.0,12.0,27.0,27.0,4.0,7.0,,,,,3.0,,,,,,
203,-2.03,4.36,V. Bueno,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Vn5DBCR.png,38,Vitor Frezarin Bueno,Vitor Bueno,1.4,vitor-bueno,True,31,Athlético-PR,87552,293,12.63,7,4,8.03,,5.0,7.0,15.0,20.0,18.0,27.0,34.0,5.0,6.0,,,,,2.0,,,,,,
204,0.0,2.6,M. Pasinato,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_Zcws9I1.png,38,Mateus Pasinato,Mateus Pasinato,0.0,mateus-pasinato,False,10,América-MG,87603,327,1.12,6,1,3.03,,,1.0,,,,,2.0,,,1.0,41.0,20.0,,,,,,,,
205,0.0,1.52,Y. Felipe,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO.png,38,Yago Felipe da Costa Rocha,Yago Felipe,0.0,yago-felipe,False,22,Bahia,87747,265,-0.67,6,4,3.83,,,6.0,27.0,35.0,2.0,6.0,21.0,,,,,,,,,,,,,
206,-0.69,2.18,P. Sampaio,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_E29teNI.png,38,Philipe Sampaio Azevedo,Philipe Sampaio,-0.3,philipe-sampaio,True,12,Botafogo,87808,263,3.59,7,3,3.11,,,2.0,10.0,9.0,,2.0,5.0,,2.0,3.0,,,,,,,,,,
207,0.0,4.68,M. Lemos,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,38,Paolo Mauricio Lemos Merladett,Mauricio Lemos,0.0,mauricio-lemos,False,27,Atlético-MG,87853,282,6.43,6,3,10.91,,,10.0,44.0,25.0,6.0,9.0,18.0,1.0,2.0,12.0,,,1.0,1.0,,,,,,
208,-1.17,5.62,Arrascaeta,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,38,Giorgian Daniel de Arrascaeta Benedetti,Arrascaeta,3.0,arrascaeta,True,27,Flamengo,87863,262,9.71,7,4,13.36,,6.0,3.0,26.0,22.0,8.0,20.0,40.0,6.0,4.0,,,,,2.0,,,1.0,,,
209,0.0,2.5,A. Empereur,https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,38,Alan Pereira Empereur,Alan Empereur,0.0,alan-empereur,False,32,Cuiabá,88033,1371,-0.16,3,3,4.72,,1.0,8.0,15.0,20.0,3.0,6.0,16.0,1.0,,10.0,,,,,1.0,,,,,
210,0.0,0.0,Jorge,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_Rnoad6D.png,38,Jorge Marco de Oliveira Moraes,Jorge,0.0,jorge,False,0,Fluminense,88065,266,,5,2,4.0,,,,,,,,,,,,,,,,,,,,,
211,0.0,0.0,Ivan,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_qStnmUz.png,38,Ivan Quaresma da Silva,Ivan,0.0,ivan,False,0,Vasco,88136,267,,6,1,5.0,,,,,,,,,,,,,,,,,,,,,
212,0.0,-1.25,Aguerre,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_HgqxxNH.png,38,Washington Omar Aguerre Lima,Aguerre,0.0,aguerre,False,2,América-MG,88237,327,-1.38,6,1,1.45,,,1.0,,,,,1.0,,,,2.0,4.0,,,,,,,,
213,0.15,4.43,Ã. Romero,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_CufTSrv.png,38,Ángel Rodrigo Romero Villamayor,Ángel Romero,8.9,angel-romero,True,20,Corinthians,88323,264,7.23,7,5,5.49,,1.0,2.0,13.0,7.0,4.0,6.0,30.0,6.0,4.0,,,,,,,,,,,
214,0.0,4.0,G. Dias,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_SmDR7cT.png,38,Gabriel Dias de Oliveira,Gabriel Dias,0.0,gabriel-dias,False,1,Vasco,88368,267,3.18,6,2,2.89,,,1.0,,,,,,,,1.0,,,,,,,,,,
215,0.96,5.69,A. Lucas,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_P9K1v1H.png,38,Ayrton Lucas Dantas de Medeiros,Ayrton Lucas,6.2,ayrton-lucas,True,34,Flamengo,88393,262,1.14,7,2,15.27,,3.0,7.0,52.0,38.0,5.0,8.0,42.0,4.0,,13.0,,,,1.0,,,1.0,,,
216,0.0,4.59,Aderlan,https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,38,Aderlan de Lima Silva,Aderlan,0.0,aderlan,False,21,Bragantino,88423,280,7.85,6,2,9.47,,1.0,6.0,43.0,33.0,,5.0,9.0,,,9.0,,,1.0,2.0,,1.0,,,,
217,-0.02,1.15,L. Crispim,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_EvxhSX5.png,38,Lucas de Figueiredo Crispim,Lucas Crispim,0.0,lucas-crispim,True,16,Fortaleza,88597,356,0.46,6,4,3.24,,,,4.0,6.0,2.0,4.0,8.0,,1.0,,,,,2.0,,,,,,
218,0.0,4.07,Slimani,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_yTHJHMX.png,38,Islam Slimani,Slimani,0.0,slimani,False,10,Coritiba,88744,294,2.06,6,5,8.68,,2.0,,3.0,11.0,6.0,7.0,11.0,2.0,9.0,,,,1.0,,,,,,,
219,0.0,3.9,M. Moreno,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_gNmfi9P.png,38,Damián Marcelino Moreno,Marcelino Moreno,0.0,marcelino-moreno,False,30,Coritiba,88857,294,4.0,6,4,6.65,,4.0,6.0,28.0,23.0,10.0,14.0,69.0,2.0,3.0,,,,,1.0,,1.0,1.0,,,
220,0.0,1.5,L. Polli,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_BtY3LFq.png,38,Luan Polli Gomes,Luan Polli,0.0,luan-polli,False,5,Coritiba,88916,294,3.51,6,1,2.94,,,2.0,,,,,1.0,,,,18.0,9.0,,,,,,,,
221,0.0,0.95,I. Maidana,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_CEXnMRV.png,38,Iago Justen Maidana Martins,Iago Maidana,0.0,iago-maidana,False,28,América-MG,89226,327,0.26,6,3,2.09,,,5.0,18.0,33.0,4.0,10.0,6.0,,1.0,1.0,,,,,,1.0,,,,
222,0.13,4.48,Gerson,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_UpueHtq.png,38,Gerson Santos da Silva,Gerson,4.1,gerson,True,31,Flamengo,89256,262,3.57,7,4,11.17,,6.0,4.0,34.0,48.0,6.0,12.0,66.0,5.0,4.0,,,,1.0,,,1.0,1.0,,,
223,-0.1,3.01,J. Pedro,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ux7O1sm.png,38,João Pedro Maturano dos Santos,João Pedro,0.8,joao-pedro,True,29,Grêmio,89273,284,1.26,7,2,9.96,,1.0,2.0,22.0,19.0,,3.0,20.0,3.0,,6.0,,,,,1.0,,,,,
224,-0.39,5.47,William,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_mkEok8F.png,38,Willian de Asevedo Furtado,William,2.6,william,True,30,Cruzeiro,89275,283,5.1,7,2,10.26,,2.0,6.0,61.0,39.0,3.0,12.0,45.0,,1.0,12.0,,,,1.0,,,,,,
225,-0.51,2.7,I. Rabello,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,38,Igor Rabello da Costa,Igor Rabello,1.8,igor-rabello,True,11,Atlético-MG,89493,282,4.62,7,3,4.21,,,2.0,18.0,12.0,1.0,,1.0,,,3.0,,,1.0,,,,,,,
226,0.0,1.63,T. Maia,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_yDq9MVW.png,38,Thiago Maia Alencar,Thiago Maia,0.0,thiago-maia,False,31,Flamengo,89637,262,1.5,6,4,5.72,,,6.0,51.0,33.0,,3.0,7.0,,,,,,,,,1.0,,,,
227,0.0,6.47,Calleri,https://s.sde.globo.com/media/person_role/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png,38,Jonathan Calleri,Calleri,0.0,calleri,False,18,São Paulo,89840,276,15.67,5,5,16.64,,2.0,5.0,4.0,37.0,10.0,13.0,33.0,9.0,14.0,,,,,2.0,,,2.0,,,
228,0.55,4.44,Cristaldo,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Sywtl9T.png,38,Franco Cristaldo,Cristaldo,3.6,cristaldo,True,33,Grêmio,89846,284,0.87,6,4,11.13,,4.0,,31.0,10.0,13.0,8.0,35.0,7.0,5.0,,,,,,,1.0,2.0,1.0,,
229,0.0,1.65,Dodi,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_a0W192c.png,38,Douglas Moreira Fagundes,Dodi,0.0,dodi,False,27,Santos,89883,277,0.35,6,4,4.04,,,10.0,34.0,38.0,4.0,4.0,34.0,,,,,,,,,,,,,
230,1.24,3.06,E. Galdino,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TtRmr2d.png,38,Everton Galdino Moreira,Everton Galdino,7.7,everton-galdino,True,27,Grêmio,89918,284,0.53,7,5,6.47,,2.0,2.0,10.0,12.0,9.0,13.0,10.0,5.0,,,,,,,,,,,,
231,0.0,4.83,Mendoza,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_fdX9HMF.png,38,John Stiven Mendoza Valencia,Mendoza,0.0,mendoza,False,26,Santos,90031,277,0.97,6,5,11.85,,2.0,4.0,20.0,23.0,8.0,18.0,53.0,6.0,2.0,,,,,1.0,,,1.0,,,
232,-0.01,5.61,B. Pacheco,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_PYjs4Li.png,38,Bruno de Jesus Pacheco,Bruno Pacheco,0.5,bruno-pacheco,True,29,Fortaleza,90061,356,1.19,7,2,10.91,,3.0,4.0,60.0,49.0,3.0,9.0,45.0,2.0,,9.0,,,,,,,,,,
233,0.16,2.75,Edu,https://s.sde.globo.com/media/person_role/2023/09/13/photo_FORMATO_o4zQHNu.png,38,Eduardo Nascimento da Silva Júnior,Edu,1.5,edu,True,9,Coritiba,90120,294,0.75,7,5,4.44,,,,1.0,1.0,2.0,4.0,5.0,2.0,2.0,,,,,,,,,,,
234,0.0,3.47,R. Ramos,https://s.sde.globo.com/media/person_role/2023/04/15/photo_FORMATO_p3UWrBW.png,38,Raí dos Reis Ramos,Raí Ramos,0.0,rai-ramos,False,6,São Paulo,90232,276,4.57,6,2,4.8,,,2.0,4.0,5.0,2.0,2.0,1.0,,,3.0,,,,,,,,,,
235,0.01,2.53,B. Henrique,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_PsLr2Kh.png,38,Bruno Henrique Pinto,Bruno Henrique,0.2,bruno-henrique,True,28,Flamengo,90285,262,0.57,6,5,5.82,,1.0,7.0,17.0,33.0,13.0,13.0,47.0,2.0,9.0,,,,1.0,,,,1.0,,,
236,0.0,1.79,Jailson,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_borikKg.png,38,Jaílson Marques Siqueira,Jailson,0.0,jailson,False,8,Palmeiras,90290,275,4.7,6,4,4.39,,1.0,,6.0,4.0,1.0,2.0,1.0,,,,,,,,,,,,,
237,0.0,-0.2,P. Rocha,https://s.sde.globo.com/media/person_role/2022/09/28/photo_FORMATO_wjBokpm.png,38,Pedro Rocha Neves,Pedro Rocha,0.0,pedro-rocha,False,3,Fortaleza,90302,356,0.99,6,5,3.62,,,1.0,,2.0,,,2.0,,,,,,,,,,,,,
238,0.0,2.12,David,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_zc5jjjt.png,38,David Correa da Fonseca,David,0.0,david,False,21,São Paulo,90309,276,0.17,6,5,3.69,,2.0,4.0,7.0,22.0,6.0,7.0,12.0,2.0,11.0,,,,,1.0,,,,,,
239,0.99,3.58,Rezende,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,38,Júlio César Rezende de Miranda,Rezende,9.8,rezende,True,31,Bahia,90449,265,3.84,7,4,8.37,,3.0,7.0,76.0,61.0,4.0,9.0,28.0,1.0,,,,,1.0,,,1.0,,,,
240,0.0,0.96,D. Gonçalves,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_eh2bZ7u.png,38,Diego Gonçalves,Diego Gonçalves,0.0,diego-goncalves,False,10,Goiás,90540,290,0.46,6,5,1.86,,,1.0,3.0,7.0,2.0,3.0,9.0,,1.0,,,,,,,,,,,
241,0.0,-1.0,M. Claus,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_UPFwDzZ.png,38,Mateus Eduardo Claus,Mateus Claus,0.0,mateus-claus,False,1,Bahia,90590,265,2.62,6,1,1.95,,,,,,,,,,,,1.0,2.0,,,,,,,,
242,0.26,0.68,L. Mineiro,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_AlOmB6m.png,38,Lucas da Silva Izidoro,Lucas Mineiro,1.7,lucas-mineiro,True,15,Cuiabá,90634,1371,0.4,6,4,2.59,,,4.0,9.0,14.0,,4.0,9.0,,1.0,,,,,,,,,,,
243,-0.44,3.43,F. Bruno,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_zrQ4flU.png,38,Fabrício Bruno Soares de Faria,Fabrício Bruno,0.5,fabricio-bruno,True,33,Flamengo,90768,262,3.4,7,3,8.74,,1.0,7.0,30.0,15.0,4.0,3.0,17.0,,,13.0,,,,1.0,,,,,,
244,0.0,1.79,PK,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_kfJYHxI.png,38,Ítaro Patric Cardoso Calmon,PK,0.0,pk,False,15,Cuiabá,91190,1371,1.31,6,2,3.57,,,1.0,12.0,11.0,1.0,2.0,4.0,,1.0,3.0,,,1.0,,,,,,,
245,0.0,0.43,Éder,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_ELJqlLk.png,38,Éder Ferreira Graminho,Éder,0.0,eder,False,21,América-MG,91203,327,1.38,6,3,2.19,,,5.0,19.0,20.0,1.0,1.0,3.0,,3.0,,,,1.0,,1.0,,,,,
246,0.03,2.26,Carballo,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NYg6Ymv.png,38,Felipe Ignacio Carballo Ares,Carballo,0.0,carballo,True,22,Grêmio,91254,284,0.12,7,4,4.04,,1.0,3.0,25.0,20.0,6.0,7.0,6.0,1.0,,,,,,,,,,,,
247,-1.71,4.61,L. Perri,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_83wBpb6.png,38,Lucas Estella Perri,Lucas Perri,-3.0,lucas-perri,True,37,Botafogo,91260,263,7.25,7,1,10.68,,,1.0,,,,,3.0,,,15.0,129.0,34.0,,,,,,,,
248,0.15,4.54,M. Fernandes,https://s.sde.globo.com/media/person_role/2021/04/27/7f50feb3c2bff8d96ced4bd8a038efad_220x220.png,38,Marcelo Faria Fernandes,Marcelo Fernandes,3.03,marcelo-fernandes,True,14,Santos,91274,277,2.33,7,6,9.81,5.0,,,,,,,,,,,,,,,,,,,,
249,0.25,2.71,E. Pulgar,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xuM4Nls.png,38,Erick Antonio Pulgar Farfán,Erick Pulgar,1.1,erick-pulgar,True,24,Flamengo,91473,262,-0.12,7,4,4.27,,2.0,9.0,33.0,45.0,3.0,7.0,14.0,2.0,3.0,,,,,2.0,,,,,,
250,1.21,5.16,Arboleda,https://s.sde.globo.com/media/person_role/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,38,Robert Abel Arboleda Escobar,Arboleda,8.5,arboleda,True,20,São Paulo,91573,276,1.42,7,3,9.64,,,1.0,27.0,7.0,4.0,4.0,13.0,,5.0,12.0,,,1.0,1.0,,,,,,
251,0.0,2.71,Rony,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_eJOedW8.png,38,Ronielson da Silva Barbosa,Rony,0.0,rony,False,30,Palmeiras,91607,275,1.13,5,5,8.5,,,3.0,9.0,21.0,12.0,14.0,30.0,5.0,25.0,,,,,1.0,,1.0,,,,
252,0.0,3.6,Adryelson,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,38,Adryelson Shawann Lima Silva,Adryelson,0.0,adryelson,False,34,Botafogo,91664,263,6.37,3,3,7.99,,1.0,6.0,28.0,19.0,4.0,2.0,18.0,1.0,,15.0,,,1.0,,,,,,,
253,0.0,1.66,M. Jussa,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vMaiFUT.png,38,Matheus Isaías dos Santos,Matheus Jussa,0.0,matheus-jussa,False,24,Cruzeiro,91689,283,-0.23,5,4,2.41,,,9.0,29.0,45.0,8.0,8.0,7.0,1.0,,,,,,,,,,,,
254,-1.38,7.85,Marlon,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_vrVAWB7.png,38,Marlon Rodrigues Xavier,Marlon,2.6,marlon,True,33,Cruzeiro,91706,283,10.55,7,2,17.01,,2.0,7.0,121.0,37.0,6.0,12.0,36.0,3.0,1.0,12.0,,,,1.0,,,,,,
255,-0.87,3.26,Nino,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_U5c1E7V.png,38,Marcílio Florêncio Mota Filho,Nino,-0.1,nino,True,26,Fluminense,91708,266,5.29,7,3,10.17,,,5.0,12.0,24.0,4.0,3.0,25.0,2.0,,10.0,,,2.0,1.0,,,,,,
256,0.0,0.0,M. Alves,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_voSytVs.png,38,Matheus Alves da Silva Cardoso,Matheus Alves,0.0,matheus-alves,False,0,Goiás,91712,290,,6,1,2.0,,,,,,,,,,,,,,,,,,,,,
257,0.07,2.91,D. Duarte,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0ibQkD2.png,38,David de Duarte Macedo,David Duarte,2.3,david-duarte,True,11,Bahia,91772,265,1.93,7,3,4.54,,,3.0,9.0,8.0,1.0,3.0,4.0,1.0,,2.0,,,,1.0,,,,,,
258,0.0,1.86,Hayner,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_uNyULXz.png,38,Hayner Willian Monjardim Cordeiro,Hayner,0.0,hayner,False,7,Coritiba,91856,294,0.45,6,2,2.66,,1.0,3.0,3.0,7.0,,,9.0,,,1.0,,,,,,,,,,
259,0.0,2.61,Z. Ivaldo,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ZOxQ99E.png,38,José Ivaldo Almeida Silva,Zé Ivaldo,0.0,ze-ivaldo,False,14,Athlético-PR,91866,293,1.53,6,3,4.69,,,2.0,14.0,19.0,1.0,1.0,9.0,,1.0,5.0,,,1.0,,,1.0,,,,
260,-0.76,4.43,Pavón,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_U1jXQaU.png,38,Cristian David Pavón,Pavón,1.1,pavon,True,33,Atlético-MG,91908,282,5.58,7,5,8.94,,8.0,7.0,35.0,19.0,15.0,22.0,24.0,3.0,11.0,,,,,2.0,,,,,,
261,-0.95,4.87,W. Carvalho,https://s.sde.globo.com/media/person_role/2022/05/05/21d7b4d24237a06ec8872f1ff041e713_FORMATO.png,38,Wesley Oliveira de Carvalho,Wesley Carvalho,1.64,wesley-carvalho,True,27,Athlético-PR,91971,293,7.2,7,6,11.44,8.0,,,,,,,,,,,,,,,,,,,,
262,0.57,5.11,R. Díaz,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO.png,38,Ramón Ángel Díaz,Ramón Díaz,5.83,ramon-diaz,True,21,Vasco,92075,267,2.7,7,6,10.28,9.0,,,,,,,,,,,,,,,,,,,,
263,-0.44,5.62,Caíque,https://s.sde.globo.com/media/person_role/2023/08/04/photo_220x220_bq0AF4S.png,38,Caíque Luiz Santos da Purificação,Caíque,3.0,caique,True,4,Grêmio,92207,284,4.96,7,1,3.98,,,,,,,,1.0,,,2.0,15.0,3.0,,,,,,,,
264,-0.8,2.26,R. Ely,https://s.sde.globo.com/media/person_role/2023/08/03/photo_220x220_mGnJe3Z.png,38,Rodrigo Ely,Rodrigo Ely,-0.8,rodrigo-ely,True,8,Grêmio,92237,284,3.74,7,3,3.58,,,4.0,3.0,8.0,,,4.0,,1.0,4.0,,,,,,1.0,,,,
265,0.0,-0.27,Raul,https://s.sde.globo.com/media/person_role/2022/05/05/278a2f0c3cd97ace8138ffbe2f23d81d_FORMATO.png,38,Raul Lô Gonçalves,Raul,0.0,raul,False,3,Bragantino,92496,280,0.71,6,4,3.5,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,
266,-0.12,5.15,Deyverson,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_AvLd8xm.png,38,Deyverson Brum Silva Acosta,Deyverson,1.2,deyverson,True,34,Cuiabá,92708,1371,2.05,6,5,8.73,,2.0,5.0,11.0,31.0,20.0,19.0,63.0,12.0,31.0,,,,,2.0,,,1.0,1.0,,
267,0.57,5.16,B. Rodrigues,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_xfgmkoy.png,38,Bruno Rafael Rodrigues do Nascimento,Bruno Rodrigues,3.9,bruno-rodrigues,True,33,Cruzeiro,92811,283,1.09,7,5,12.56,,4.0,4.0,30.0,23.0,21.0,34.0,55.0,6.0,26.0,,,,,2.0,,,2.0,2.0,,
268,0.0,2.28,Palacios,https://s.sde.globo.com/media/person_role/2023/07/05/photo_FORMATO.png,38,Helibelton Palacios Zapata,Palacios,0.0,palacios,False,9,Cruzeiro,92855,283,5.0,6,2,4.05,,,4.0,10.0,21.0,,1.0,6.0,,,3.0,,,,,,,,,,
269,0.0,2.31,M. Vital,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_CifS8My.png,38,Mateus da Silva Vital Assumpção,Mateus Vital,0.0,mateus-vital,False,29,Cruzeiro,93108,283,1.58,6,4,6.1,,1.0,,21.0,16.0,11.0,16.0,20.0,,1.0,,,,,2.0,,,,,,
270,0.0,0.0,R. Ramos,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_Tdjz7Nn.png,38,Rafael António Figueiredo Ramos,Rafael Ramos,0.0,rafael-ramos,False,0,Corinthians,93236,264,,6,2,4.0,,,,,,,,,,,,,,,,,,,,,
271,0.0,3.13,D. Giacomini,https://s.sde.globo.com/media/person_role/2023/11/10/photo_FORMATO_KSlEt2O.png,38,Diogo Giacomini,Diogo Giacomini,0.0,diogo-giacomini,False,4,América-MG,93317,327,5.12,6,6,8.2,1.0,,,,,,,,,,,,,,,,,,,,
272,0.0,3.27,L. Veríssimo,https://s.sde.globo.com/media/person_role/2023/08/18/photo_FORMATO_LvuX4b4.png,38,Lucas Veríssimo da Silva,Lucas Veríssimo,0.0,lucas-verissimo,False,12,Corinthians,93368,264,-1.49,3,3,7.53,,1.0,4.0,10.0,14.0,2.0,6.0,3.0,,3.0,5.0,,,1.0,,,,,,,
273,-0.14,1.51,J. Basso,https://s.sde.globo.com/media/person_role/2023/07/31/photo_FORMATO_tUHU2kX.png,38,João Othávio Basso,João Basso,0.9,joao-basso,True,13,Santos,93372,277,0.76,7,3,3.16,,,1.0,18.0,14.0,,4.0,6.0,,,,,,,,1.0,,,,,
274,0.0,4.17,Wanderson,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TAoUoam.png,38,Wanderson Maciel Sousa Campos,Wanderson,0.0,wanderson,False,32,Internacional,93478,285,8.0,6,5,12.07,,3.0,3.0,28.0,26.0,12.0,13.0,25.0,7.0,1.0,,,,,1.0,,,,,,
