,atletas.clube.id.full.name,atletas.foto,atletas.entrou_em_campo,atletas.minimo_para_valorizar,atletas.rodada_id,atletas.apelido_abreviado,atletas.nome,atletas.jogos_num,atletas.clube_id,atletas.posicao_id,atletas.media_num,atletas.slug,atletas.preco_num,atletas.atleta_id,atletas.status_id,atletas.apelido,atletas.variacao_num,atletas.pontos_num,A,CA,DS,FC,FD,FF,FS,FT,G,I,PP,DE,GS,SG,PC,PS,CV,DP,GC,V,PI
273,Cruzeiro,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_xfgmkoy.png,True,,34,B. Rodrigues,Bruno Rafael Rodrigues do Nascimento,29,283,5,5.35,bruno-rodrigues,12.46,92811,7,Bruno Rodrigues,-0.79,3.3,3.0,4.0,27.0,22.0,16.0,31.0,49.0,2.0,6.0,21.0,1.0,,,,,2.0,,,,,
274,Cruzeiro,https://s.sde.globo.com/media/person_role/2023/07/05/photo_FORMATO.png,False,,34,Palacios,Helibelton Palacios Zapata,8,283,2,1.83,palacios,3.22,92855,6,Palacios,0.0,0.0,,3.0,9.0,20.0,,1.0,4.0,,,,,,,2.0,,,,,,,
275,Cruzeiro,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_CifS8My.png,True,,34,M. Vital,Mateus da Silva Vital Assumpção,27,283,4,2.32,mateus-vital,5.9,93108,6,Mateus Vital,-0.78,-0.3,1.0,,19.0,15.0,9.0,16.0,20.0,2.0,,1.0,,,,,,,,,,,
276,Corinthians,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_Tdjz7Nn.png,False,,34,R. Ramos,Rafael António Figueiredo Ramos,0,264,2,0.0,rafael-ramos,4.0,93236,6,Rafael Ramos,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
277,América-MG,https://s.sde.globo.com/media/person_role/2023/11/10/photo_FORMATO_KSlEt2O.png,True,,34,D. Giacomini,Diogo Giacomini,1,327,6,3.54,diogo-giacomini,8.03,93317,7,Diogo Giacomini,-0.62,3.54,,,,,,,,,,,,,,,,,,,,,
278,Corinthians,https://s.sde.globo.com/media/person_role/2023/08/18/photo_FORMATO_LvuX4b4.png,True,,34,L. Veríssimo,Lucas Veríssimo da Silva,11,264,3,3.82,lucas-verissimo,9.57,93368,7,Lucas Veríssimo,1.52,9.5,1.0,4.0,10.0,13.0,2.0,6.0,2.0,,,3.0,,,,5.0,,,,,,,
279,Santos,https://s.sde.globo.com/media/person_role/2023/07/31/photo_FORMATO_tUHU2kX.png,False,,34,J. Basso,João Othávio Basso,12,277,3,1.56,joao-basso,3.3,93372,5,João Basso,0.0,0.0,,1.0,17.0,13.0,,4.0,6.0,,,,,,,,,,,,1.0,,
280,Internacional,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TAoUoam.png,True,,34,Wanderson,Wanderson Maciel Sousa Campos,29,285,5,4.05,wanderson,11.05,93478,7,Wanderson,0.07,2.6,2.0,3.0,25.0,20.0,12.0,12.0,24.0,1.0,6.0,1.0,,,,,,,,,,,
281,América-MG,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_AwXLo9s.png,False,,34,Benítez,Martín Nicolás Benítez,17,327,4,5.72,benitez,7.48,93550,7,Benítez,0.0,0.0,4.0,3.0,12.0,12.0,6.0,14.0,43.0,2.0,3.0,4.0,,,,,,,,,,,
282,Santos,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_FQGuEEf.png,True,,34,G. Inocêncio,Gabriel de Souza Inocêncio,19,277,2,4.17,gabriel-inocencio,7.53,93702,6,Gabriel Inocêncio,0.56,8.6,,2.0,37.0,27.0,2.0,3.0,11.0,,,1.0,,,,7.0,,,,,,,
283,Vasco,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_65yTkUA.png,True,,34,P. Henrique,Paulo Henrique de Oliveira Alves,11,267,2,5.3,paulo-henrique,3.85,93716,3,Paulo Henrique,-2.27,1.6,,3.0,20.0,10.0,4.0,,5.0,,1.0,1.0,,,,5.0,,,,,,,
284,Coritiba,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_19c678V.png,True,,34,Andrey,Andrey Ramos do Nascimento,22,294,4,1.62,andrey,4.0,93787,2,Andrey,0.9,4.8,,4.0,19.0,20.0,5.0,6.0,11.0,,1.0,1.0,,,,,1.0,,,,,,
285,Botafogo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_vbqyTPv.png,True,,34,M. Freitas,Marlon Rodrigues Freitas,31,263,4,2.26,marlon-freitas,5.2,93790,7,Marlon Freitas,-1.05,1.2,1.0,3.0,37.0,22.0,4.0,18.0,7.0,1.0,1.0,,,,,,,,,,1.0,,
286,Fluminense,https://s.sde.globo.com/media/person_role/2023/07/05/photo_FORMATO_VrP7OOs.png,False,,34,Daniel,Daniel Sampaio Simões,14,266,4,1.09,daniel,2.44,93791,6,Daniel,0.0,0.0,,1.0,7.0,4.0,2.0,2.0,10.0,,,,,,,,,,,,,,
287,América-MG,https://s.sde.globo.com/media/person_role/2023/10/18/photo_FORMATO_yHYf7Ec.png,False,,34,Marcinho,Márcio Almeida de Oliveira,12,327,2,1.33,marcinho,2.47,93797,6,Marcinho,0.0,0.0,,4.0,17.0,16.0,2.0,2.0,1.0,,,,,,,,,,,,,,
288,Internacional,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3ZKNMQH.png,False,,34,Keiller,Keiller da Silva Nunes,10,285,1,2.25,keiller,4.07,93834,6,Keiller,0.0,0.0,,2.0,,,,,1.0,,,,,28.0,15.0,1.0,1.0,,,1.0,,,
289,Bragantino,https://s.sde.globo.com/media/person_role/2022/05/05/ec4a7cb649121dc08c2869bdcf6ef984_FORMATO.png,True,,34,Cleiton,Cleiton Schwengber,27,280,1,4.63,cleiton,6.61,93882,7,Cleiton,-0.48,0.0,,5.0,,1.0,,,6.0,,,,,78.0,21.0,14.0,,,1.0,,,,
290,América-MG,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_XPWRxHa.png,False,,34,Matheusinho,Matheus Leonardo Sales Cardoso,7,327,4,1.95,matheusinho,3.69,93886,5,Matheusinho,0.0,0.0,,,4.0,3.0,4.0,2.0,7.0,,,1.0,,,,,,,,,,,
291,Palmeiras,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_r2x2UOS.png,True,,34,B. Lopes,Breno Henrique Vasconcelos Lopes,27,275,5,3.86,breno-lopes,5.65,93988,7,Breno Lopes,0.52,5.5,3.0,1.0,8.0,10.0,17.0,10.0,38.0,2.0,4.0,13.0,,,,,,,,,,,
292,Corinthians,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO_mjtT9lV.png,False,,34,M. Rojas,Matías Nicolás Rojas Romero,13,264,4,1.71,matias-rojas,5.18,94007,6,Matías Rojas,0.0,0.0,,1.0,9.0,8.0,6.0,7.0,4.0,,,,,,,,,,,,,,
293,Bragantino,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ozKQngu.png,True,,34,M. Fernandes,Matheus Fernandes Siqueira,29,280,4,4.71,matheus-fernandes,11.61,94067,7,Matheus Fernandes,-0.14,0.4,3.0,6.0,88.0,44.0,6.0,8.0,27.0,,1.0,,,,,,,,,,,,
294,Corinthians,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_R7Bbn2S.png,True,,34,Maycon,Maycon de Andrade Barberan,28,264,4,2.67,maycon,4.93,94154,7,Maycon,0.04,0.7,2.0,4.0,38.0,26.0,7.0,8.0,7.0,,2.0,2.0,,,,,,,1.0,,,,
295,Fortaleza,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_DlyxisL.png,True,,34,Guilherme,Guilherme Augusto Vieira dos Santos,24,356,5,2.82,guilherme,6.04,94207,2,Guilherme,-1.45,1.2,1.0,3.0,22.0,13.0,10.0,6.0,25.0,2.0,1.0,3.0,,,,,,,,,,,
296,Goiás,https://s.sde.globo.com/media/person_role/2023/07/30/photo_FORMATO_a5PwXy3.png,True,,34,M. Babi,Matheus Barcelos da Silva,15,290,5,3.7,matheus-babi,5.88,94444,7,Matheus Babi,0.27,1.9,,4.0,5.0,21.0,6.0,10.0,21.0,1.0,4.0,9.0,,,,,,,,,,,
297,Palmeiras,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_l1kSIXt.png,True,,34,R. Veiga,Raphael Cavalcante Veiga,27,275,4,6.67,raphael-veiga,18.29,94509,7,Raphael Veiga,1.43,8.8,8.0,5.0,17.0,30.0,18.0,27.0,50.0,2.0,8.0,6.0,1.0,,,,,,,,,,
298,Cruzeiro,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_wQCfXVb.png,False,,34,Oliveira,Lucas da Cruz Oliveira,14,283,3,3.66,oliveira,7.91,94514,6,Oliveira,0.0,0.0,,2.0,17.0,8.0,,2.0,13.0,,1.0,,,,,5.0,,,2.0,,,,
299,Flamengo,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_BmbzG97.png,True,,34,Pedro,Pedro Guilherme Abreu dos Santos,29,262,5,4.61,pedro,12.0,94583,7,Pedro,-2.25,1.4,,1.0,12.0,15.0,12.0,17.0,16.0,,11.0,2.0,,,,,,1.0,,,,,
300,São Paulo,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_PUzvx3f.png,False,,34,J. Méndez,Jhegson Sebastián Méndez Carabalí,7,276,4,1.54,jhegson-mendez,3.56,94786,6,Jhegson Méndez,0.0,0.0,,1.0,11.0,8.0,,,2.0,,,,,,,,,,,,,,
301,América-MG,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_gq3lBQk.png,False,,34,Burgos,Esteban Rodrigo Burgos,3,327,3,-1.26,burgos,0.93,94836,6,Burgos,0.0,0.0,,2.0,2.0,4.0,,,,,,,,,,,,,1.0,,,,
302,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XVs5pqz.png,False,,34,Battaglia,Rodrigo Andrés Battaglia,22,282,4,1.41,battaglia,4.21,94845,5,Battaglia,0.0,0.0,,6.0,22.0,40.0,3.0,10.0,22.0,,,1.0,,,,,,,,,,,
303,Internacional,https://s.sde.globo.com/media/person_role/2023/07/19/photo_FORMATO.png,True,,34,E. Coudet,Eduardo Germán Coudet,29,285,6,4.83,eduardo-coudet,10.92,94853,7,Eduardo Coudet,-0.58,1.73,,,,,,,,,,,,,,,,,,,,10.0,
304,Botafogo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_qLLBtiS.png,False,,34,L. Fernandes,Lucas Fernandes da Silva,12,263,4,1.32,lucas-fernandes,3.68,94931,6,Lucas Fernandes,0.0,0.0,,1.0,2.0,16.0,5.0,7.0,9.0,1.0,,,,,,,,,,,,,
305,Bragantino,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_VYzv5cy.png,True,,34,J. Capixaba,Luis Antônio da Rocha Júnior,29,280,2,6.87,juninho-capixaba,11.45,94968,7,Juninho Capixaba,-0.17,0.7,1.0,9.0,68.0,55.0,12.0,13.0,49.0,1.0,2.0,3.0,,,,14.0,,,,,,,
306,América-MG,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_KYFS4lB.png,False,,34,Nicolas,Nicolas Vichiatto da Silva,10,327,2,2.55,nicolas,3.33,95127,6,Nicolas,0.0,0.0,1.0,1.0,8.0,8.0,3.0,1.0,4.0,,1.0,1.0,,,,,,,,,,,
307,Vasco,https://s.sde.globo.com/media/person_role/2023/07/28/photo_FORMATO_D7r1d1E.png,False,,34,Jefferson,Jefferson Junio Antônio da Silva,0,267,2,0.0,jefferson,4.0,95220,6,Jefferson,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
308,São Paulo,https://s.sde.globo.com/media/person_role/2022/03/01/1896fe9a90e6307ac1586be9aafcb04e_FORMATO.png,False,,34,I. Vinícius,Igor Vinícius de Souza,0,276,2,0.0,igor-vinicius,6.0,95466,5,Igor Vinícius,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
309,Cuiabá,https://s.sde.globo.com/media/person_role/2023/03/31/photo_220x220_j6biYTV.png,True,,34,Raniele,Raniele Almeida Melo,29,1371,4,5.17,raniele,12.46,95556,7,Raniele,0.07,4.6,1.0,9.0,68.0,30.0,11.0,19.0,54.0,1.0,3.0,1.0,,,,,1.0,,,,,,
310,Fortaleza,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_kkUky0K.png,False,,34,M. Benevenuto,Marcelo da Conceição Benevenuto Malaquias,11,356,3,1.85,marcelo-benevenuto,5.14,95638,6,Marcelo Benevenuto,0.0,0.0,,3.0,10.0,13.0,,3.0,8.0,,,1.0,,,,2.0,1.0,,,,,,
311,América-MG,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_mautx9E.png,True,,34,L. Kal,Lucas Kal Schenfeld Progioli,15,327,4,0.33,lucas-kal,1.9,95662,6,Lucas Kal,-0.16,0.1,,4.0,8.0,16.0,2.0,1.0,2.0,,,,,,,,,,,,,,
312,Palmeiras,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,True,,34,Artur,Artur Victor Guimarães,27,275,5,4.27,artur,10.14,95799,6,Artur,-0.15,-0.3,2.0,2.0,16.0,11.0,12.0,15.0,34.0,3.0,5.0,8.0,,,,,,,,,,,
313,Fortaleza,https://s.sde.globo.com/media/person_role/2023/07/11/photo_FORMATO_kRGPxC0.png,False,,34,T. Figueiredo,Tobias Pereira Figueiredo,4,356,3,1.1,tobias-figueiredo,3.24,95878,6,Tobias Figueiredo,0.0,0.0,,,5.0,4.0,,2.0,2.0,,,,,,,,,,,,1.0,,
314,Cruzeiro,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_a0C7bdd.png,True,,34,Machado,Luiz Filipe da Rosa Machado - Felipe,30,283,4,2.52,machado,5.93,96089,6,Machado,-0.15,0.2,3.0,4.0,29.0,26.0,7.0,11.0,19.0,1.0,1.0,1.0,,,,,,,,,,,
315,Fluminense,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_bCG6s7k.png,True,,34,Lima,Vinicius Moreira de Lima,30,266,4,4.6,lima,11.82,96340,6,Lima,0.53,5.9,1.0,6.0,30.0,28.0,12.0,16.0,67.0,1.0,6.0,4.0,,,,,,,,,,,
316,Cruzeiro,https://s.sde.globo.com/media/person_role/2023/07/24/photo_FORMATO_MgA1agq.png,True,,34,M. Pereira,Matheus Fellipe Costa Pereira,8,283,4,2.33,matheus-pereira,5.41,96610,7,Matheus Pereira,0.05,4.5,,,7.0,8.0,3.0,2.0,9.0,1.0,,1.0,,,,,,,,,,,
317,Flamengo,https://s.sde.globo.com/media/person_role/2023/07/04/photo_FORMATO.png,False,,34,Allan,Allan Rodrigues de Souza,8,262,4,2.1,allan,6.59,96652,6,Allan,0.0,0.0,,,11.0,8.0,1.0,1.0,8.0,,,,,,,,,,,,,,
318,Internacional,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8fg8wbo.png,True,,34,Bustos,Fabricio Tomás Bustos Sein,25,285,2,5.24,bustos,8.07,96678,7,Bustos,-1.42,0.2,2.0,4.0,46.0,31.0,3.0,6.0,23.0,,3.0,,,,,7.0,,,,,,,
319,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_HmHq0Tu.png,True,,34,Saravia,Renzo Saravia,24,282,2,3.86,saravia,6.88,96725,7,Saravia,-0.35,0.6,2.0,8.0,37.0,44.0,2.0,5.0,40.0,,,1.0,,,,7.0,,1.0,1.0,,,,
320,Palmeiras,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_haNtwOK.png,False,,34,Atuesta,Eduard Andrés Atuesta Velasco,0,275,4,0.0,atuesta,5.0,96754,6,Atuesta,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
321,Cruzeiro,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO_4DHfVWg.png,True,,34,A. Gomes,Arthur Gomes Lourenço,14,283,5,3.48,arthur-gomes,6.47,96966,6,Arthur Gomes,-0.19,0.8,1.0,1.0,12.0,16.0,5.0,7.0,16.0,,2.0,4.0,,,,,,,,,,,
322,Fluminense,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_YMuPeb5.png,True,,34,Y. González,Jony Alexander González Copete,13,266,5,1.63,yony-gonzalez,4.75,97080,6,Yony González,1.59,8.8,1.0,1.0,6.0,7.0,1.0,4.0,,,1.0,3.0,,,,,,,,,,,
323,Fortaleza,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_G2DFY9I.png,False,,34,Dudu,Luís Eduardo Marques dos Santos,7,356,2,2.74,dudu,4.42,97133,6,Dudu,0.0,0.0,,1.0,12.0,4.0,1.0,1.0,,,,,,,,1.0,,,,,,,
324,Grêmio,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_K2Ovl0l.png,True,,34,Villasanti,Mathías Adalberto Villasanti Rolón,26,284,4,5.27,villasanti,7.4,97145,3,Villasanti,-1.15,-0.4,4.0,6.0,68.0,44.0,6.0,3.0,27.0,1.0,4.0,1.0,,,,,,,1.0,,,,
325,Internacional,https://s.sde.globo.com/media/person_role/2023/09/06/photo_FORMATO_uXyVm0t.png,True,,34,Dalbert,Dalbert Henrique Chagas Estevão,9,285,2,2.19,dalbert,5.68,97173,2,Dalbert,-1.23,0.0,,,12.0,11.0,,2.0,6.0,,,,,,,1.0,1.0,,,,,,
326,Goiás,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_onOMJJv.png,False,,34,Alesson,Alesson dos Santos Batista,22,290,5,1.74,alesson,2.99,97321,6,Alesson,0.0,0.0,1.0,2.0,11.0,10.0,1.0,6.0,8.0,,2.0,10.0,,,,,,,,,,,
327,Bahia,https://s.sde.globo.com/media/person_role/2022/03/01/e6fac1f227854170a80b2cf3234bfa1d_FORMATO.png,True,,34,R. Ceni,Rogério Ceni,11,265,6,4.61,rogerio-ceni,8.28,97341,7,Rogério Ceni,0.47,4.7,,,,,,,,,,,,,,,,,,,,4.0,
328,Corinthians,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_odfm6XT.png,True,,34,G. Mosquito,Gustavo Henric da Silva,10,264,5,1.41,gustavo-mosquito,3.68,97450,6,Gustavo Mosquito,-0.01,0.0,,2.0,3.0,4.0,1.0,,9.0,,1.0,,,,,,,,,,,,
329,América-MG,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_ftqlpIg.png,True,,34,Jori,Joriwinnyson Santos dos Anjos Rodrigues,7,327,1,1.79,jori,2.7,97453,7,Jori,0.48,2.0,,,,,,,1.0,,,,,28.0,15.0,,1.0,,,,,,
330,Botafogo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_lpafgKV.png,True,,34,Marçal,Fernando Marçal de Oliveira,21,263,2,3.94,marcal,9.42,97468,2,Marçal,0.4,2.0,3.0,8.0,30.0,39.0,1.0,6.0,17.0,,,,,,,8.0,,,1.0,,,,
331,Palmeiras,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_gy90S45.png,True,,34,Murilo,Murilo Cerqueira Paim,21,275,3,4.83,murilo,9.97,97653,7,Murilo,0.26,4.2,1.0,4.0,27.0,27.0,3.0,2.0,10.0,,3.0,2.0,,,,9.0,,,1.0,,,,
332,Coritiba,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_va9qDnW.png,True,,34,Reynaldo,Reynaldo César Moraes,6,294,3,2.05,reynaldo,3.53,97768,2,Reynaldo,0.72,3.4,,3.0,2.0,7.0,,,2.0,,,,,,,3.0,1.0,,,,,,
333,Bragantino,https://s.sde.globo.com/media/person_role/2022/05/05/460445523b5ae74d45009ede8f2a5e89_FORMATO.png,True,,34,L. Ortiz,Leonardo Rech Ortiz,16,280,3,4.2,leo-ortiz,7.74,97867,7,Léo Ortiz,0.46,2.4,,2.0,20.0,9.0,4.0,2.0,5.0,1.0,,,,,,8.0,1.0,,,,1.0,,
334,Bahia,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_qXFqFQp.png,False,,34,M. Bahia,Matheus Bahia Santos,13,265,2,3.7,matheus-bahia,4.88,97899,6,Matheus Bahia,0.0,0.0,,2.0,16.0,10.0,1.0,4.0,9.0,,,1.0,,,,5.0,,,,,,,
335,Internacional,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_SngcHBI.png,True,,34,Vitão,Vitor Eduardo da Silva Matos,25,285,3,2.34,vitao,5.25,97900,7,Vitão,-0.75,1.2,,5.0,23.0,14.0,4.0,2.0,7.0,1.0,,,,,,6.0,,,1.0,,,,
336,Goiás,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO_GSUk6aP.png,False,,34,L. Oyama,Luís Felipe Oyama,5,290,4,1.92,luis-oyama,4.22,97908,6,Luís Oyama,0.0,0.0,,1.0,7.0,2.0,,1.0,4.0,,,,,,,,,,,,,,
337,Grêmio,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_v7Qo23i.png,False,,34,J. Varela,Jhonata Varela da Silva,0,284,4,0.0,jhonata-varela,3.0,97993,5,Jhonata Varela,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
338,Athlético-PR,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_dIxm87A.png,False,,34,Erick,Erick Luis Conrado de Carvalho,28,293,4,4.55,erick,8.27,98022,7,Erick,0.0,0.0,3.0,5.0,40.0,40.0,10.0,27.0,20.0,2.0,4.0,1.0,,,,,,,,,,,
339,Botafogo,https://s.sde.globo.com/media/person_role/2023/08/29/photo_220x220.png,False,,34,Bastos,Bartolomeu Jacinto Quissanga,2,263,3,0.65,bastos,2.12,98280,6,Bastos,0.0,0.0,,,1.0,3.0,,,2.0,,,,,,,,,,,,,,
340,Vasco,https://s.sde.globo.com/media/person_role/2023/07/27/photo_FORMATO_FJlmVCp.png,True,,34,S. Ferreira,Carlos Sebastián Ferreira Vidal,10,267,5,1.45,sebastian-ferreira,4.44,98433,6,Sebastián Ferreira,-0.41,1.2,,2.0,5.0,7.0,1.0,2.0,14.0,1.0,,1.0,,,,,,,,,,,
341,Bahia,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_BiEGphf.png,True,,34,Kanu,Victor Hugo Soares dos Santos,27,265,3,3.04,kanu,5.87,98484,7,Kanu,0.37,3.2,,6.0,32.0,32.0,2.0,6.0,36.0,,1.0,2.0,,,,7.0,,,2.0,,1.0,,
342,Cuiabá,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_MHv5nkR.png,False,,34,V. Barreta,Vinícius Teodoro Barreta Melo,0,1371,1,0.0,vinicius-barreta,1.0,98496,6,Vinícius Barreta,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
343,Santos,https://s.sde.globo.com/media/person_role/2023/07/16/photo_FORMATO_l9ELyne.png,True,,34,J. Lucas,Jean Lucas de Souza Oliveira,17,277,4,3.6,jean-lucas,7.84,98517,7,Jean Lucas,0.0,3.8,3.0,3.0,17.0,27.0,5.0,17.0,35.0,1.0,,,,,,,,,,,1.0,,
344,Botafogo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5kmPtuv.png,True,,34,D. Placido,Leonel Di Placido,30,263,2,6.06,di-placido,11.44,98605,7,Di Placido,-0.51,5.3,4.0,5.0,78.0,26.0,2.0,7.0,13.0,,1.0,1.0,,,,12.0,1.0,,,,,,
345,Coritiba,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_8oUGttY.png,False,,34,Kuscevic,Benjamín Kuščević Jaramillo,20,294,3,3.08,kuscevic,4.37,98619,6,Kuscevic,0.0,0.0,,6.0,28.0,24.0,,7.0,9.0,,2.0,,,,,3.0,,,,,,,
346,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_QTjI0Vv.png,False,,34,Pedrinho,Pedro Victor Delmino da Silva,14,282,4,1.74,pedrinho,4.12,98706,6,Pedrinho,0.0,0.0,2.0,2.0,6.0,14.0,2.0,5.0,14.0,,,,,,,,,,,,,,
347,Athlético-PR,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xAXl7On.png,True,,34,Cuello,Tomás Esteban Cuello,27,293,5,3.49,cuello,5.21,98909,7,Cuello,0.21,2.1,3.0,3.0,40.0,30.0,8.0,15.0,43.0,,,3.0,,,,,,,,,,,
348,São Paulo,https://s.sde.globo.com/media/person_role/2022/03/01/adf4c737eb27b74c772b8985d18c9044_FORMATO.png,False,,34,Gabriel,Gabriel Neves Perdomo,18,276,4,1.66,gabriel,3.12,98976,6,Gabriel,0.0,0.0,,6.0,26.0,12.0,,,1.0,,1.0,,,,,,,,,,,,
349,Santos,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_jbahd9z.png,True,,34,L. Braga,Lucas Braga Ribeiro,22,277,5,1.67,lucas-braga,3.7,99119,7,Lucas Braga,-0.43,2.2,,3.0,19.0,17.0,,6.0,35.0,1.0,,4.0,,,,,,,1.0,,,,
350,Vasco,https://s.sde.globo.com/media/person_role/2023/08/18/photo_FORMATO_IaVP7Hz.png,True,,34,Vegetti,Pablo Vegetti,15,267,5,8.64,vegetti,16.5,99198,7,Vegetti,2.22,15.2,1.0,1.0,8.0,23.0,14.0,20.0,30.0,2.0,9.0,11.0,,,,,,1.0,1.0,,,,
351,Vasco,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_I6z9QfY.png,True,,34,P. Rodríguez,José Luis Rodríguez Bebanz,27,267,2,3.42,puma-rodriguez,6.74,99213,7,Puma Rodríguez,-1.01,0.0,,2.0,43.0,16.0,11.0,14.0,9.0,,,3.0,,,,4.0,1.0,,,,,,
352,Santos,https://s.sde.globo.com/media/person_role/2022/03/29/6fdde8730fb97a5d12a85b4ebd9d4e93_FORMATO.png,True,,34,R. Fernández,Rodrigo Fernández Cedrés,27,277,4,1.4,rodrigo-fernandez,4.17,99214,2,Rodrigo Fernández,-0.41,0.9,,10.0,36.0,57.0,2.0,7.0,17.0,,1.0,,,,,,,,1.0,,,,
353,Fortaleza,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_zjxThmw.png,True,,34,Pochettino,Tomás Pochettino,30,356,4,3.27,pochettino,7.33,99267,7,Pochettino,0.38,2.9,2.0,1.0,26.0,16.0,17.0,14.0,18.0,2.0,2.0,1.0,,,,,,,,,,,
354,Goiás,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_fZnSxrr.png,True,,34,Morelli,Everton Morelli Casimiro,29,290,4,3.57,morelli,7.09,99412,3,Morelli,0.54,5.8,,6.0,56.0,55.0,2.0,14.0,60.0,,2.0,3.0,,,,,1.0,,,,,,
355,Flamengo,https://s.sde.globo.com/media/person_role/2023/07/07/photo_FORMATO_OdhLvyM.png,True,,34,Rossi,Agustín Daniel Rossi,10,262,1,5.55,rossi,6.94,99552,7,Rossi,-0.65,2.0,,1.0,,,,,1.0,,,,,33.0,7.0,6.0,,,,,,,
356,Cruzeiro,https://s.sde.globo.com/media/person_role/2023/07/04/photo_FORMATO_7vqcMIx.png,False,,34,P. Vitor,Paulo Vitor Fernandes Pereira,7,283,5,0.69,paulo-vitor,2.22,99588,6,Paulo Vitor,0.0,0.0,,,2.0,1.0,1.0,,3.0,,,,,,,,,,,,,,
