,atletas.clube_id,atletas.variacao_num,atletas.media_num,atletas.foto,atletas.apelido_abreviado,atletas.jogos_num,atletas.apelido,atletas.status_id,atletas.slug,atletas.pontos_num,atletas.atleta_id,atletas.posicao_id,atletas.minimo_para_valorizar,atletas.rodada_id,atletas.nome,atletas.clube.id.full.name,atletas.preco_num,A,CA,DS,FC,FD,FF,FS,FT,G,I,PP,PS,PC,SG,DE,GS,V,CV,DP,GC
347,290,-0.13,3.37,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_fZnSxrr.png,Morelli,14,Morelli,7,morelli,1.1,99412,4,,18,Everton Morelli Casimiro,Goiás,5.7,,2.0,21.0,27.0,2.0,8.0,31.0,,1.0,2.0,,,,,,,,,,
348,262,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/07/07/photo_FORMATO_OdhLvyM.png,Rossi,0,Rossi,6,rossi,0.0,99552,1,,18,Agustín Daniel Rossi,Flamengo,7.0,,,,,,,,,,,,,,,,,,,,
349,283,-0.39,0.85,https://s.sde.globo.com/media/person_role/2023/07/04/photo_FORMATO_7vqcMIx.png,P. Vitor,4,Paulo Vitor,6,paulo-vitor,0.0,99588,5,,18,Paulo Vitor Fernandes Pereira,Cruzeiro,2.28,,,1.0,,1.0,,2.0,,,,,,,,,,,,,
350,266,0.49,5.17,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_8Xam8ML.png,Arias,15,Arias,7,arias,13.4,99815,4,,18,Jhon Adolfo Arias Andrade,Fluminense,11.44,3.0,2.0,27.0,22.0,10.0,2.0,39.0,,1.0,5.0,,1.0,,,,,,1.0,,
351,282,-1.26,5.37,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6AtAEsy.png,Paulinho,16,Paulinho,7,paulinho,3.4,99818,5,,18,Paulo Henrique Sampaio Filho,Atlético-MG,10.69,,,24.0,12.0,14.0,9.0,10.0,,4.0,3.0,,,,,,,,,,
352,276,0.0,2.68,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Nls7aQV.png,A. Franco,6,Alan Franco,6,alan-franco,0.0,99889,3,,18,Alan Javier Franco,São Paulo,4.97,,2.0,6.0,5.0,,3.0,2.0,,,,,,1.0,2.0,,,,,,
353,294,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/08/04/photo_220x220_LfrtzZg.png,M. Antônio,0,Maurício Antônio,6,mauricio-antonio,0.0,100034,3,,18,Maurício de Carvalho Antônio,Coritiba,3.0,,,,,,,,,,,,,,,,,,,,
354,282,0.0,3.53,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_wjGLEpf.png,Zaracho,13,Zaracho,5,zaracho,0.0,100079,4,,18,Federico Matías Javier Zaracho,Atlético-MG,6.85,,3.0,26.0,23.0,1.0,5.0,17.0,1.0,1.0,1.0,,,,,,,,,,
355,282,-0.21,2.03,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_UzfIqe6.png,I. Gomes,12,Igor Gomes,6,igor-gomes,-0.6,100084,4,,18,Igor Silveira Gomes,Atlético-MG,4.66,1.0,1.0,14.0,14.0,1.0,4.0,7.0,,,1.0,,,,,,,,,,
356,356,0.67,5.7,https://s.sde.globo.com/media/person_role/2023/07/14/photo_FORMATO_f71IboX.png,P. Augusto,1,Pedro Augusto,7,pedro-augusto,5.7,100085,4,,18,Pedro Augusto Borges da Costa,Fortaleza,3.67,,,3.0,2.0,1.0,,3.0,,,,,,,,,,,,,
357,327,-0.17,2.97,https://s.sde.globo.com/media/person_role/2023/07/04/photo_FORMATO_ougKVvu.png,Pedrinho,4,Pedrinho,7,pedrinho,3.5,100103,5,,18,Pedro Gabriel Pereira Lopes,América-MG,5.7,,,4.0,3.0,2.0,4.0,5.0,,,1.0,,,,,,,,,,
358,327,-0.17,0.8,https://s.sde.globo.com/media/person_role/2022/03/18/b74931f3c55e918ca03329b4d7b0c880_220x220.png,P. Bóia,3,Paulinho Bóia,6,paulinho-boia,0.5,100333,5,,18,Paulo Henrique Pereira da Silva,América-MG,2.94,,2.0,3.0,5.0,,,5.0,,,2.0,,,,,,,,,,
359,263,0.0,-0.4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_N5TAr8X.png,L. Segovia,2,Luis Segovia,6,luis-segovia,0.0,100453,3,,18,Luis Geovanny Segovia Vega,Botafogo,2.04,,1.0,,1.0,,,1.0,,,,,,,,,,,,,
360,264,-0.92,4.09,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_QVzSGOZ.png,Y. Alberto,17,Yuri Alberto,7,yuri-alberto,4.2,100652,5,,18,Yuri Alberto Monteiro da Silva,Corinthians,9.83,2.0,2.0,11.0,34.0,7.0,9.0,31.0,1.0,3.0,8.0,,1.0,,,,,,,,
361,294,0.0,2.21,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_NUUHkjY.png,Liziero,8,Liziero,6,liziero,0.0,100761,4,,18,Igor Matheus Liziero Pereira,Coritiba,4.0,,1.0,16.0,10.0,,,5.0,,,,,,,,,,,,,
362,284,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hWYsgxj.png,Brenno,1,Brenno,6,brenno,0.0,100830,1,,18,Brenno Oliveira Fraga Costa,Grêmio,4.27,,,,,,,,,,,,,,,1.0,1.0,,,,
363,280,-0.42,8.75,https://s.sde.globo.com/media/person_role/2022/05/05/a09132195a9936adeadb1a61d65dad2e_FORMATO.png,L. Cândido,4,Luan Cândido,7,luan-candido,9.4,100848,2,,18,Luan Cândido de Almeida,Bragantino,9.46,,1.0,2.0,3.0,3.0,3.0,1.0,,1.0,,,,,4.0,,,,,,
364,1371,0.0,1.94,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_NG6iAvU.png,R. Lopes,13,Ronald Lopes,6,ronald-lopes,0.0,100969,4,,18,Ronald dos Santos Lopes,Cuiabá,3.95,,3.0,12.0,6.0,1.0,3.0,8.0,,1.0,,,,,,,,,,,
365,277,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/08/04/photo_220x220_koUYCZt.png,Nonato,0,Nonato,6,nonato,0.0,100987,4,,18,Gustavo Nonato Santana,Santos,5.0,,,,,,,,,,,,,,,,,,,,
366,263,-0.03,2.97,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_20JkUu3.png,J. Santos,18,Júnior Santos,7,junior-santos,2.0,101002,5,,18,José Antonio dos Santos Júnior,Botafogo,7.06,,,17.0,22.0,6.0,13.0,11.0,,2.0,3.0,,1.0,,,,,,,,
367,290,0.0,3.66,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_50P80kB.png,Diego,9,Diego,5,diego,0.0,101027,4,,18,Jackson Diego Ibrahim Fagundes,Goiás,6.23,1.0,2.0,13.0,7.0,,5.0,25.0,,,1.0,,,,,,,,,,
368,265,-0.19,5.37,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_GdFbYPn.png,V. Jacaré,9,Vitor Jacaré,6,vitor-jacare,2.4,101201,5,,18,Francisco Vítor Silva Costa,Bahia,10.4,,4.0,22.0,16.0,5.0,11.0,10.0,1.0,1.0,1.0,,,,,,,,,,
369,284,-0.66,3.42,https://s.sde.globo.com/media/person_role/2021/04/29/c162773146af15b4d212ad3d8e81af03_FORMATO.png,Ferreira,5,Ferreira,7,ferreira,3.2,101290,5,,18,Aldemir dos Santos Ferreira,Grêmio,7.77,2.0,,2.0,,,1.0,2.0,1.0,,1.0,,,,,,,,,,
370,265,0.1,3.36,https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_AYMEKre.png,Ademir,15,Ademir,7,ademir,5.1,101314,5,,18,Ademir da Silva Santos Júnior,Bahia,6.44,,5.0,12.0,18.0,5.0,10.0,50.0,,1.0,5.0,,,,,,,,,,
371,266,-0.48,3.42,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_XX1WP8Y.png,Guga,13,Guga,6,guga,0.0,101319,2,,18,Cláudio Rodrigues Gomes,Fluminense,7.49,1.0,1.0,17.0,9.0,,1.0,14.0,1.0,,,,,,3.0,,,,,,1.0
372,283,0.0,2.56,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_htrMBar.png,Wallisson,11,Wallisson,6,wallisson,0.0,101405,4,,18,Wallisson Luiz Alves Máximo,Cruzeiro,3.95,,3.0,17.0,17.0,3.0,6.0,9.0,1.0,,,,,,,,,,,,
373,284,0.0,10.5,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ey2Asrl.png,Pepê,1,Pepê,5,pepe,0.0,101573,4,,18,João Pedro Vilardi Pinto,Grêmio,7.23,,,6.0,,,1.0,5.0,,,,,,,,,,,,,
374,267,2.18,2.68,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_duKaGjT.png,R. Bambu,11,Robson Bambu,7,robson-bambu,12.7,101579,3,,18,Robson Alves de Barros,Vasco,5.14,,4.0,16.0,11.0,,1.0,14.0,,,2.0,,,,2.0,,,,,,
375,293,0.29,2.83,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xmqFuth.png,H. Moura,16,Hugo Moura,6,hugo-moura,3.0,101594,4,,18,Hugo Moura Arruda da Silva,Athlético-PR,6.75,1.0,2.0,31.0,15.0,1.0,3.0,12.0,,,,,,,,,,,,,
376,277,-0.53,1.13,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_cgyweD5.png,Alex,3,Alex,7,alex,-0.1,101600,3,,18,Alex de Oliveira Nascimento,Santos,2.23,,1.0,4.0,3.0,,,1.0,,,,,,,,,,,,,
377,290,0.0,0.53,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_kiizDTZ.png,P. Costa,4,Philippe Costa,6,philippe-costa,0.0,101684,5,,18,Philippe Almeida Costa,Goiás,1.55,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,
378,277,0.0,2.4,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_4Rn0gj2.png,F. Jonatan,1,Felipe Jonatan,5,felipe-jonatan,0.0,101708,2,,18,Felipe Jonatan Rocha Andrade,Santos,6.06,,,2.0,,,,,,,,,,,,,,,,,
379,280,0.0,2.32,https://s.sde.globo.com/media/person_role/2022/05/05/a190fc01a5c5880c8de5c5854ac2f555_FORMATO.png,Alerrandro,5,Alerrandro,6,alerrandro,0.0,101715,5,,18,Alerrandro Barra Mansa Realino de Souza,Bragantino,3.32,,1.0,,4.0,,1.0,4.0,1.0,1.0,,,,,,,,,,,
380,267,0.8,2.57,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_dT3P0NV.png,Miranda,6,Miranda,7,miranda,5.8,101720,3,,18,Matheus dos Santos Miranda,Vasco,3.43,,,7.0,6.0,1.0,2.0,2.0,,,,,,,1.0,,,,,,
381,262,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_wPSt5sW.png,Matheuzinho,0,Matheuzinho,6,matheuzinho,0.0,101727,2,,18,Matheus França Silva,Flamengo,6.0,,,,,,,,,,,,,,,,,,,,
382,276,0.65,2.06,https://s.sde.globo.com/media/person_role/2022/03/01/996cbc8d639a3e640cf55d5326393d6d_FORMATO.png,D. Costa,9,Diego Costa,7,diego-costa,3.8,101728,3,,18,Diego Henrique Costa Barbosa,São Paulo,4.68,,2.0,9.0,10.0,2.0,1.0,1.0,,,,,,1.0,2.0,,,,,,
383,280,1.41,4.28,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Hob15WK.png,Vitinho,14,Vitinho,3,vitinho,9.2,101960,5,,18,Vitor Hugo Naum dos Santos,Bragantino,7.66,2.0,6.0,13.0,18.0,9.0,19.0,24.0,,1.0,2.0,,,,,,,,,,
384,356,0.3,3.77,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_qvH6Q9A.png,Brítez,15,Brítez,7,britez,1.7,101995,3,,18,Emanuel Fermín Brítez,Fortaleza,8.22,1.0,6.0,19.0,18.0,2.0,5.0,14.0,,,2.0,,,,6.0,,,,1.0,,
385,290,0.78,2.24,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_AFDNRnG.png,A. Oliveira,5,Anderson Oliveira,7,anderson-oliveira,4.5,102096,5,,18,Anderson de Oliveira da Silva,Goiás,3.87,,,7.0,5.0,,3.0,4.0,,,1.0,,,,,,,,,,
386,275,0.0,5.19,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_04Y9scz.png,Piquerez,12,Piquerez,6,piquerez,0.0,102130,2,,18,Joaquín Piquerez Moreira,Palmeiras,9.76,3.0,4.0,22.0,8.0,1.0,4.0,12.0,,,2.0,,,,4.0,,,,,,1.0
387,266,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_FvWKOzt.png,V. Eudes,0,Vitor Eudes,6,vitor-eudes,0.0,102137,1,,18,Vitor Eudes de Souza Costa,Fluminense,2.0,,,,,,,,,,,,,,,,,,,,
388,290,0.8,2.61,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_DlFIoVh.png,L. Halter,15,Lucas Halter,7,lucas-halter,4.7,102253,3,,18,Lucas Halter,Goiás,5.53,,4.0,16.0,14.0,,3.0,4.0,,1.0,2.0,,,1.0,4.0,,,,1.0,,
389,283,0.0,-1.0,https://s.sde.globo.com/media/person_role/2023/05/30/photo_220x220.png,G. Mesquita,0,Gabriel Mesquita,6,gabriel-mesquita,0.0,102290,1,,18,Gabriel José Ferreira Mesquita,Cruzeiro,0.7,,1.0,,,,,,,,,,,,,,,,,,
390,327,0.0,2.1,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_lQhctpS.png,Mikael,4,Mikael,6,mikael,0.0,102299,5,,18,Mikael Filipe Viana,América-MG,3.87,,,1.0,,2.0,5.0,2.0,,,2.0,,,,,,,,,,
391,283,-0.15,3.6,https://s.sde.globo.com/media/person_role/2023/07/27/photo_FORMATO_C3BThsf.png,R. Elias,1,Rafael Elias,6,rafael-elias,3.6,102302,5,,18,Rafael Elias da Silva,Cruzeiro,4.85,,,1.0,,2.0,,,,,,,,,,,,,,,
392,293,0.0,1.7,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_e7P4JVL.png,M. Felipe,5,Matheus Felipe,6,matheus-felipe,0.0,102310,3,,18,Matheus Felipe Santos Nascimento,Athlético-PR,2.53,,,2.0,3.0,1.0,1.0,,,,,,,,1.0,,,,,,
393,276,-1.04,4.21,https://s.sde.globo.com/media/person_role/2023/01/27/photo_FORMATO_rRBJfVv.png,C. Paulista,16,Caio Paulista,7,caio-paulista,0.5,102318,2,,18,Caio Fernando de Oliveira,São Paulo,9.04,2.0,2.0,11.0,13.0,10.0,7.0,21.0,1.0,,,,,1.0,4.0,,,,,,
394,293,-0.04,2.7,https://s.sde.globo.com/media/person_role/2023/07/21/photo_220x220_EPR1F0c.png,Cacá,1,Cacá,6,caca,2.7,102340,3,,18,Carlos de Menezes Júnior,Athlético-PR,2.96,,,3.0,3.0,,,,,,,,,,,,,,,,
395,327,1.09,4.78,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_vHe1goh.png,Mastriani,6,Mastriani,7,mastriani,7.3,102561,5,,18,Gonzalo Mathías Mastriani Borges,América-MG,4.93,,1.0,2.0,4.0,1.0,3.0,2.0,,3.0,1.0,,,,,,,,,,
396,280,0.0,4.28,https://s.sde.globo.com/media/person_role/2022/05/05/d0de5e463c8123423e2713cdde571faf_FORMATO.png,Helinho,9,Helinho,5,helinho,0.0,102598,5,,18,Hélio Júnio Nunes de Castro,Bragantino,6.02,,2.0,9.0,8.0,8.0,6.0,4.0,,2.0,2.0,,,,,,,,,,
397,283,0.24,6.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Lvl4bA5.png,Anderson,1,Anderson,7,anderson,6.0,102906,1,,18,Anderson Silva da Paixão,Cruzeiro,3.24,,,,,,,,,,,,,,1.0,1.0,,,,,
398,265,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/04/05/ff4149be4042453395add145d010bd49_FORMATO.png,M. Teixeira,0,Matheus Teixeira,6,matheus-teixeira,0.0,102907,1,,18,Matheus Henrique Teixeira,Bahia,2.0,,,,,,,,,,,,,,,,,,,,
399,276,0.0,0.92,https://s.sde.globo.com/media/person_role/2022/03/01/6b4e62b423e7b34762e0c7f626ea5ebd_FORMATO.png,Luan,7,Luan,6,luan,0.0,102909,4,,18,Luan Vinícius da Silva Santos ,São Paulo,3.18,,,6.0,7.0,,1.0,1.0,,,,,,,,,,,,,
400,290,0.0,5.01,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_h43zEak.png,Z. Ricardo,13,Zé Ricardo,6,ze-ricardo,0.0,102911,4,,18,José Ricardo Araújo Fernandes,Goiás,7.15,1.0,5.0,34.0,33.0,6.0,5.0,40.0,1.0,,,,,,,,,,,,
401,293,-1.17,4.43,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_VXCkQFM.png,Canobbio,14,Canobbio,6,canobbio,1.6,102928,5,,18,Agustín Canobbio Graviz,Athlético-PR,6.37,1.0,3.0,23.0,14.0,10.0,7.0,23.0,,1.0,4.0,,1.0,1.0,,,,,,,
402,356,0.59,7.4,https://s.sde.globo.com/media/person_role/2023/07/03/photo_FORMATO_LH8zzYb.png,Escobar,1,Escobar,7,escobar,7.4,102975,2,,18,Gonzalo Daniel Escobar,Fortaleza,4.59,,,6.0,1.0,,,1.0,,,,,,,,,,,,,
403,280,0.0,1.75,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_roWm5iE.png,Laquintana,2,Laquintana,6,laquintana,0.0,103014,5,,18,Ignacio Jesús Laquintana Marsico,Bragantino,3.67,,,1.0,3.0,2.0,,2.0,,,2.0,,,,,,,,,,
404,280,0.0,2.62,https://s.sde.globo.com/media/person_role/2022/05/05/68b240d886c54c37133d42e6dd5f8e41_FORMATO.png,E. Ramires,14,Eric Ramires,2,eric-ramires,0.0,103295,4,,18,Eric dos Santos Rodrigues,Bragantino,3.4,2.0,1.0,13.0,17.0,4.0,4.0,12.0,1.0,,,,,,,,,,,,
405,1371,2.09,5.15,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_4eKoeL1.png,M. Alexandre,16,Matheus Alexandre,6,matheus-alexandre,13.9,103347,2,,18,Matheus Alexandre Anastácio de Souza,Cuiabá,8.75,,3.0,43.0,14.0,1.0,3.0,3.0,,1.0,1.0,,,,5.0,,,,,,
406,327,0.11,3.87,https://s.sde.globo.com/media/person_role/2022/08/13/68f9c27625c8107e59119604bba5e322_FORMATO.png,E. Martínez,16,Emmanuel Martínez,7,emmanuel-martinez,4.4,103388,4,,18,Leandro Emmanuel Martínez,América-MG,6.12,3.0,1.0,20.0,15.0,3.0,6.0,34.0,1.0,,,,,,,,,,,,
407,264,0.0,3.12,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_72Ycs9o.png,Caetano,6,Caetano,6,caetano,0.0,103575,3,,18,João Victor Andrade Caetano,Corinthians,2.97,,1.0,6.0,1.0,,1.0,6.0,,,,,,1.0,2.0,,,,,,
408,283,0.0,2.08,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_L5qGZ0n.png,R. Bilu,4,Rafael Bilu,5,rafael-bilu,0.0,103576,5,,18,Rafael Bilu Mudesto,Cruzeiro,2.83,,,4.0,1.0,,3.0,3.0,,,1.0,,,,,,,,,,
409,276,0.0,3.06,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_XopxIWU.png,M. Paulo,15,Marcos Paulo,6,marcos-paulo,0.0,103645,5,,18,Marcos Paulo Costa do Nascimento,São Paulo,7.42,1.0,2.0,15.0,8.0,2.0,4.0,12.0,,2.0,2.0,,,,,,,,,,
410,293,0.0,4.8,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_TAU79Yo.png,K. Rocha,2,Kaíque Rocha,6,kaique-rocha,0.0,103684,3,,18,Kaíque Rocha Lima,Athlético-PR,4.13,,,3.0,2.0,,2.0,,,,,,,,1.0,,,,,,
411,280,0.0,1.39,https://s.sde.globo.com/media/person_role/2022/05/05/9d601cb29909661ed2abc4800aab14b7_FORMATO.png,J. Silva,13,Jadsom Silva,6,jadsom-silva,0.0,103695,4,,18,Jadsom Meemyas de Oliveira da Silva,Bragantino,2.99,,5.0,20.0,15.0,2.0,1.0,5.0,,,1.0,,,2.0,,,,,,,
412,264,-0.28,1.98,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_VwEvkmY.png,B. Méndez,12,Bruno Méndez,6,bruno-mendez,0.5,103700,3,,18,Bruno Méndez Cittadini,Corinthians,2.76,,1.0,8.0,8.0,,2.0,2.0,,,,,,,3.0,,,,,,
413,275,-1.64,4.72,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_a770SrF.png,G. Menino,17,Gabriel Menino,6,gabriel-menino,-0.1,103767,4,,18,Gabriel Vinícius Menino,Palmeiras,8.61,2.0,4.0,32.0,31.0,5.0,10.0,18.0,2.0,2.0,1.0,,,,,,,,,,
414,290,-0.3,-0.3,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_uo7UAHd.png,H. Meritão,2,Higor Meritão,6,higor-meritao,-0.6,103987,4,,18,Higor Matheus Meritão,Goiás,1.14,,,,2.0,,,,,,,,,,,,,,,,
415,280,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/05/05/f39fcb967a674ffddbaec227105dae4a_FORMATO.png,Maycon,0,Maycon,6,maycon,0.0,104017,1,,18,Maycon Cleiton de Paula Azevedo,Bragantino,3.0,,,,,,,,,,,,,,,,,,,,
416,263,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5Z0375l.png,J. Fernando,0,João Fernando,6,joao-fernando,0.0,104079,1,,18,João Fernando Monteiro Siqueira,Botafogo,2.0,,,,,,,,,,,,,,,,,,,,
417,264,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_ucZUimL.png,C. Miguel,0,Carlos Miguel,6,carlos-miguel,0.0,104084,1,,18,Carlos Miguel dos Santos Pereira,Corinthians,2.0,,,,,,,,,,,,,,,,,,,,
418,282,0.0,2.53,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_qjyhb3e.png,B. Fuchs,7,Bruno Fuchs,6,bruno-fuchs,0.0,104085,3,,18,Bruno de Lara Fuchs,Atlético-MG,4.33,,1.0,2.0,4.0,,,5.0,,,,,,,3.0,,,,,,
419,264,-0.31,5.35,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_Uq9B5Kn.png,Ruan,8,Ruan,7,ruan,1.0,104153,4,,18,Ruan de Oliveira Ferreira,Corinthians,3.56,1.0,2.0,14.0,9.0,1.0,5.0,9.0,,2.0,,,,,,,,,,,
420,277,0.0,5.38,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_tX8ABIy.png,J. Lucas,9,João Lucas,6,joao-lucas,0.0,104257,2,,18,João Lucas de Almeida Carvalho,Santos,5.31,1.0,1.0,22.0,7.0,1.0,3.0,15.0,,,,,,1.0,2.0,,,,,,
421,280,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_J1rhwK6.png,L. Rafael,0,Lucas Rafael,6,lucas-rafael,0.0,104360,3,,18,Lucas Rafael Gonçalves da Silva,Bragantino,4.0,,,,,,,,,,,,,,,,,,,,
422,282,0.42,7.0,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_xQ2S67t.png,M. Mendes,1,Matheus Mendes,7,matheus-mendes,7.0,104383,1,,18,Matheus Mendes Werneck de Oliveira,Atlético-MG,3.42,,1.0,,,,,,,,,,,,1.0,3.0,,,,,
423,285,-0.1,2.94,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_I7Q1WEp.png,I. Gomes,9,Igor Gomes,7,igor-gomes,3.4,104385,3,,18,Igor Gomes Silva,Internacional,5.15,,1.0,11.0,5.0,1.0,2.0,8.0,,,,,,1.0,2.0,,,,,,
424,266,0.0,4.95,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_L4w297p.png,V. Mendes,2,Vitor Mendes,3,vitor-mendes,0.0,104401,3,,18,Vitor Mendes Alves,Fluminense,6.66,,1.0,,1.0,1.0,,,,,,,,,2.0,,,,,,
425,293,0.0,1.7,https://s.sde.globo.com/media/person_role/2020/03/03/12600160dfe6fed9a606921db8b0a862_FORMATO.png,Reinaldo,1,Reinaldo,6,reinaldo,0.0,104420,5,,18,Reinaldo Nascimento Satorno,Athlético-PR,2.39,,,1.0,1.0,,1.0,,,,,,,,,,,,,,
426,284,0.0,0.0,https://s.sde.globo.com/media/person_role/2021/07/16/79af8f6f344db19983598078705340fc_FORMATO.png,F. Scheibig,0,Felipe Scheibig,6,felipe-scheibig,0.0,104424,1,,18,Felipe Mateus Scheibig,Grêmio,1.0,,,,,,,,,,,,,,,,,,,,
427,293,0.0,4.7,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_V2OPAxf.png,Christian,14,Christian,5,christian,0.0,104502,4,,18,Christian Roberto Alves Cardoso,Athlético-PR,10.5,,,17.0,21.0,3.0,7.0,15.0,1.0,4.0,,,,,,,,,,,
428,263,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/07/30/photo_FORMATO_iztb5Pm.png,H. Vermudt,0,Henrique Vermudt,6,henrique-vermudt,0.0,104504,3,,18,Henrique Vermudt,Botafogo,3.0,,,,,,,,,,,,,,,,,,,,
429,356,0.0,0.68,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_OPlr7ly.png,V. Zanocelo,6,Vinícius Zanocelo,6,vinicius-zanocelo,0.0,104521,4,,18,Vinícius Nelson de Souza Zanocelo,Fortaleza,3.32,,1.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
430,277,0.0,0.52,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_bbHXWKZ.png,Sandry,5,Sandry,6,sandry,0.0,104580,4,,18,Sandry Roberto Santos Goes,Santos,2.54,,2.0,4.0,4.0,,,2.0,,,,,,,,,,,,,
431,280,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_AAId2Kq.png,Fabrício,0,Fabrício,6,fabricio,0.0,104588,1,,18,Fabrício Oliveira de Souza,Bragantino,1.0,,,,,,,,,,,,,,,,,,,,
432,294,0.18,2.23,https://s.sde.globo.com/media/person_role/2023/04/21/photo_FORMATO.png,M. Bianqui,11,Matheus Bianqui,7,matheus-bianqui,2.1,104640,4,,18,Matheus Henrique Bianqui,Coritiba,3.26,1.0,4.0,16.0,15.0,2.0,2.0,10.0,,,2.0,,,,,,,,,,
433,356,0.07,4.93,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_UIx1Yzg.png,J. Vojvoda,18,Juan Vojvoda,7,juan-vojvoda,2.75,104754,6,,18,Juan Pablo Vojvoda Rizzo,Fortaleza,11.9,,,,,,,,,,,,,,,,,6.0,,,
434,265,0.0,2.98,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,Acevedo,15,Acevedo,6,acevedo,0.0,104783,4,,18,Nicolás Brian Acevedo Tabárez,Bahia,5.54,,5.0,32.0,24.0,3.0,8.0,17.0,,,,,,,,,,,,,
435,294,-1.5,-0.3,https://s.sde.globo.com/media/person_role/2023/08/01/photo_220x220_hjOH0Bl.png,S. Gómez,1,Sebastián Gómez,6,sebastian-gomez,-0.3,104811,4,,18,Sebastián Gómez Londoño,Coritiba,3.5,,,,1.0,,,,,,,,,,,,,,,,
