,atletas.rodada_id,atletas.clube.id.full.name,atletas.jogos_num,atletas.posicao_id,atletas.nome,atletas.slug,atletas.media_num,atletas.status_id,atletas.apelido_abreviado,atletas.preco_num,atletas.foto,atletas.entrou_em_campo,atletas.apelido,atletas.atleta_id,atletas.pontos_num,atletas.minimo_para_valorizar,atletas.clube_id,atletas.variacao_num,A,CA,DS,FC,FD,FF,FS,G,I,SG,PC,PS,V,FT,PP,DE,DP,GS,CV,GC,PI
187,29,Fluminense,19,5,Marcos da Silva França,keno,4.96,7,Keno,8.84,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_RDEOJLs.png,True,Keno,86485,28.3,,266,4.09,4.0,5.0,25.0,16.0,13.0,14.0,21.0,2.0,5.0,,,1.0,,,,,,,,,
188,29,São Paulo,4,1,Jandrei Chitolina Carniel,jandrei,3.88,6,Jandrei,4.09,https://s.sde.globo.com/media/person_role/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png,False,Jandrei,86508,0.0,,276,0.0,,1.0,,,,,1.0,,,2.0,,,,,,9.0,,3.0,,,
189,29,Botafogo,26,4,Danilo das Neves Pinheiro,tche-tche,2.46,7,T. Tchê,7.79,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_FytIYxJ.png,False,Tchê Tchê,86686,0.0,,263,0.0,3.0,6.0,19.0,29.0,7.0,8.0,30.0,1.0,,,,,,1.0,,,,,,,
190,29,Flamengo,24,5,Everton Sousa Soares,everton,3.62,6,Everton,9.2,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_EcaScZP.png,True,Everton,86757,9.9,,262,1.6,3.0,1.0,17.0,17.0,11.0,14.0,18.0,3.0,6.0,,,1.0,,,,,,,,,
191,29,Grêmio,4,4,Luan Guilherme de Jesus Vieira,luan,0.43,6,Luan,3.03,https://s.sde.globo.com/media/person_role/2023/08/01/photo_FORMATO_wWoVCQJ.png,False,Luan,86759,0.0,,284,0.0,,,1.0,,,,1.0,,,,,,,,,,,,,,
192,29,Botafogo,15,4,Danilo Barbosa da Silva,danilo-barbosa,1.76,6,D. Barbosa,4.62,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_6wIsdHM.png,False,Danilo Barbosa,86777,0.0,,263,0.0,,1.0,10.0,8.0,,3.0,15.0,1.0,,,,,,,,,,,,,
193,29,Coritiba,10,5,Rodrigo Cunha Pereira de Pinho,rodrigo-pinho,1.57,6,R. Pinho,3.27,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_vRioSFE.png,False,Rodrigo Pinho,86799,0.0,,294,0.0,,2.0,3.0,8.0,4.0,5.0,10.0,,4.0,,,,,1.0,,,,,,,
194,29,Coritiba,11,4,Gabriel Boschilia,boschilia,3.17,6,Boschilia,5.85,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_f9gTrC7.png,False,Boschilia,86841,0.0,,294,0.0,1.0,1.0,8.0,6.0,5.0,7.0,7.0,1.0,,,,,,,,,,,,,
195,29,Fortaleza,16,4,José Welison da Silva,jose-welison,3.38,6,J. Welison,4.08,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_Sq4MDcU.png,False,José Welison,86859,0.0,,356,0.0,2.0,6.0,26.0,24.0,2.0,10.0,15.0,1.0,1.0,,,,,,,,,,,,
196,29,América-MG,17,2,Marlon Matheus Lopes do Nascimento,marlon,3.14,7,Marlon,5.28,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_hRhEq94.png,True,Marlon,86864,0.7,,327,-0.66,1.0,1.0,29.0,12.0,1.0,3.0,25.0,,,1.0,,,,,,,,,,1.0,
197,29,Vasco,28,1,Leonardo César Jardim,leo-jardim,3.39,7,L. Jardim,9.6,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_2NC7Cvz.png,True,Léo Jardim,87008,1.0,,267,-0.37,,2.0,,,,,2.0,,,5.0,,,,,,105.0,1.0,41.0,,,
198,29,Grêmio,16,4,Nathan Allan de Souza,nathan,1.78,5,Nathan,4.32,https://s.sde.globo.com/media/person_role/2023/04/12/photo_FORMATO_H5UIx66.png,False,Nathan,87009,0.0,,284,0.0,1.0,2.0,12.0,12.0,4.0,5.0,12.0,,1.0,,,,,,,,,,,,
199,29,Athlético-PR,11,3,Pedro Henrique Ribeiro Gonçalves,pedro-henrique,3.65,6,P. Henrique,8.95,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Pmz9ta0.png,False,Pedro Henrique,87225,0.0,,293,0.0,,3.0,10.0,14.0,1.0,5.0,5.0,1.0,2.0,4.0,,,,,,,,,,,
200,29,Atlético-MG,19,2,Guilherme Antonio Arana Lopes,guilherme-arana,4.5,7,G. Arana,10.0,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6cBmo9F.png,True,Guilherme Arana,87228,1.2,,282,-0.54,,1.0,26.0,13.0,4.0,10.0,19.0,,,8.0,,,,,,,,,1.0,,
201,29,Internacional,21,4,Carlos María de Pena Bonino,carlos-de-pena,2.4,6,C. Pena,6.49,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8NTSnKt.png,True,Carlos de Pena,87242,-1.1,,285,-0.17,,4.0,21.0,19.0,7.0,10.0,13.0,2.0,,,1.0,,,,,,,,1.0,,
202,29,Santos,13,5,Yeferson Julio Soteldo Martínez,soteldo,5.12,7,Soteldo,9.49,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xCE9nv8.png,True,Soteldo,87258,10.7,,277,1.57,5.0,3.0,9.0,3.0,7.0,7.0,32.0,1.0,3.0,,,,,1.0,,,,,2.0,,
203,29,Grêmio,20,3,Walter Kannemann,kannemann,3.61,3,Kannemann,7.79,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q2fTOjY.png,True,Kannemann,87342,0.1,,284,-0.49,1.0,11.0,43.0,34.0,3.0,2.0,20.0,,,5.0,,,,,,,,,1.0,,
204,29,Goiás,14,5,Allano Brendon de Souza Lima,allano,3.88,7,Allano,6.65,https://s.sde.globo.com/media/person_role/2023/08/08/photo_FORMATO_tmBtY58.png,True,Allano,87391,10.5,,290,1.19,,4.0,20.0,15.0,7.0,6.0,24.0,1.0,4.0,,,,,2.0,,,,,,,
205,29,Santos,19,3,Messias Rodrigues da Silva Júnior,messias,2.65,6,Messias,6.25,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_XWlumea.png,False,Messias,87402,0.0,,277,0.0,,2.0,21.0,16.0,2.0,2.0,8.0,,1.0,5.0,1.0,,,,,,,,,,
206,29,Bahia,27,4,Thaciano Mickael da Silva,thaciano,4.39,7,Thaciano,11.01,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_dQGg2S1.png,True,Thaciano,87470,1.2,,265,0.12,3.0,2.0,35.0,26.0,9.0,24.0,23.0,3.0,5.0,,,,,2.0,,,,,,,
207,29,Athlético-PR,22,4,Vitor Frezarin Bueno,vitor-bueno,4.43,7,V. Bueno,9.28,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Vn5DBCR.png,True,Vitor Bueno,87552,12.5,,293,2.04,3.0,6.0,9.0,13.0,13.0,18.0,28.0,4.0,4.0,,,,,2.0,,,,,,,
208,29,América-MG,10,1,Mateus Pasinato,mateus-pasinato,2.6,6,M. Pasinato,3.03,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_Zcws9I1.png,False,Mateus Pasinato,87603,0.0,,327,0.0,,1.0,,,,,2.0,,,1.0,,,,,,41.0,,20.0,,,
209,29,Bahia,18,4,Yago Felipe da Costa Rocha,yago-felipe,1.71,7,Y. Felipe,4.74,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO.png,True,Yago Felipe,87747,4.0,,265,-0.09,,5.0,26.0,30.0,1.0,5.0,17.0,,,,,,,,,,,,,,
210,29,Botafogo,9,3,Philipe Sampaio Azevedo,philipe-sampaio,2.43,6,P. Sampaio,3.23,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_E29teNI.png,False,Philipe Sampaio,87808,0.0,,263,0.0,,2.0,6.0,6.0,,2.0,4.0,,1.0,3.0,,,,,,,,,,,
211,29,Atlético-MG,20,3,Paolo Mauricio Lemos Merladett,mauricio-lemos,4.43,7,M. Lemos,9.79,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,False,Mauricio Lemos,87853,0.0,,282,0.0,,9.0,27.0,20.0,6.0,6.0,13.0,1.0,2.0,9.0,,,,1.0,,,,,1.0,,
212,29,Flamengo,19,4,Giorgian Daniel de Arrascaeta Benedetti,arrascaeta,5.6,6,Arrascaeta,13.46,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,True,Arrascaeta,87863,5.1,,262,-0.17,5.0,3.0,19.0,18.0,6.0,11.0,25.0,4.0,4.0,,,1.0,,2.0,,,,,,,
213,29,Cuiabá,24,3,Alan Pereira Empereur,alan-empereur,2.5,7,A. Empereur,4.81,https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,True,Alan Empereur,88033,1.1,,1371,-0.07,1.0,6.0,14.0,13.0,3.0,5.0,11.0,1.0,,6.0,,,,,,,,,,1.0,
214,29,Fluminense,0,2,Jorge Marco de Oliveira Moraes,jorge,0.0,5,Jorge,4.0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_Rnoad6D.png,False,Jorge,88065,0.0,,266,0.0,,,,,,,,,,,,,,,,,,,,,
215,29,Vasco,0,1,Ivan Quaresma da Silva,ivan,0.0,6,Ivan,5.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_qStnmUz.png,False,Ivan,88136,0.0,,267,0.0,,,,,,,,,,,,,,,,,,,,,
216,29,América-MG,2,1,Washington Omar Aguerre Lima,aguerre,-1.25,6,Aguerre,1.45,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_HgqxxNH.png,False,Aguerre,88237,0.0,,327,0.0,,1.0,,,,,1.0,,,,,,,,,2.0,,4.0,,,
217,29,Corinthians,13,5,Ángel Rodrigo Romero Villamayor,angel-romero,2.93,6,Ã. Romero,4.96,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_CufTSrv.png,True,Ángel Romero,88323,11.8,,264,1.58,1.0,1.0,7.0,4.0,1.0,4.0,13.0,2.0,,,,,,,,,,,,,
218,29,Vasco,1,2,Gabriel Dias de Oliveira,gabriel-dias,4.0,6,G. Dias,2.89,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_SmDR7cT.png,False,Gabriel Dias,88368,0.0,,267,0.0,,1.0,,,,,,,,1.0,,,,,,,,,,,
219,29,Flamengo,26,2,Ayrton Lucas Dantas de Medeiros,ayrton-lucas,5.69,6,A. Lucas,14.55,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_P9K1v1H.png,True,Ayrton Lucas,88393,2.1,,262,-0.81,1.0,6.0,40.0,35.0,5.0,5.0,37.0,4.0,,10.0,,1.0,,,,,,,,,
220,29,Bragantino,20,2,Aderlan de Lima Silva,aderlan,4.39,6,Aderlan,8.29,https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,True,Aderlan,88423,-0.4,,280,-1.55,1.0,6.0,36.0,31.0,,4.0,9.0,,,9.0,1.0,,,2.0,,,,,1.0,,
221,29,Fortaleza,10,4,Lucas de Figueiredo Crispim,lucas-crispim,1.14,6,L. Crispim,3.32,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_EvxhSX5.png,False,Lucas Crispim,88597,0.0,,356,0.0,,,3.0,4.0,1.0,3.0,5.0,,1.0,,,,,1.0,,,,,,,
222,29,Coritiba,7,5,Islam Slimani,slimani,5.37,7,Slimani,9.37,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_yTHJHMX.png,True,Slimani,88744,0.6,,294,-0.31,1.0,,2.0,8.0,6.0,7.0,9.0,2.0,7.0,,,,,,,,,,,,
223,29,Coritiba,23,4,Damián Marcelino Moreno,marcelino-moreno,4.08,7,M. Moreno,5.99,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_gNmfi9P.png,True,Marcelino Moreno,88857,1.2,,294,-0.13,4.0,3.0,21.0,13.0,10.0,6.0,58.0,1.0,3.0,,1.0,,,1.0,,,,,,,
224,29,Coritiba,4,1,Luan Polli Gomes,luan-polli,0.88,5,L. Polli,2.51,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_BtY3LFq.png,False,Luan Polli,88916,0.0,,294,0.0,,2.0,,,,,1.0,,,,,,,,,12.0,,7.0,,,
225,29,América-MG,24,3,Iago Justen Maidana Martins,iago-maidana,1.01,7,I. Maidana,2.06,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_CEXnMRV.png,True,Iago Maidana,89226,-0.6,,327,-0.4,,5.0,17.0,28.0,4.0,7.0,6.0,,1.0,1.0,1.0,,,,,,,,,,
226,29,Flamengo,24,4,Gerson Santos da Silva,gerson,4.84,6,Gerson,11.18,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_UpueHtq.png,True,Gerson,89256,3.2,,262,-0.88,5.0,3.0,20.0,36.0,4.0,8.0,60.0,5.0,4.0,,1.0,1.0,,,,,,,,,
227,29,Grêmio,23,2,João Pedro Maturano dos Santos,joao-pedro,3.55,7,J. Pedro,10.53,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ux7O1sm.png,True,João Pedro,89273,1.5,,284,0.05,1.0,1.0,22.0,18.0,,2.0,18.0,3.0,,5.0,,,,,,,,,,1.0,
228,29,Cruzeiro,24,2,Willian de Asevedo Furtado,william,5.67,6,William,11.74,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_mkEok8F.png,True,William,89275,13.4,,283,0.57,2.0,4.0,47.0,30.0,2.0,10.0,35.0,,1.0,11.0,,,,,,,,,,,
229,29,Atlético-MG,6,3,Igor Rabello da Costa,igor-rabello,3.28,6,I. Rabello,4.0,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,True,Igor Rabello,89493,0.0,,282,-1.23,,1.0,10.0,6.0,,,1.0,,,2.0,,,,,,,,,,,
230,29,Flamengo,26,4,Thiago Maia Alencar,thiago-maia,1.74,6,T. Maia,6.2,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_yDq9MVW.png,True,Thiago Maia,89637,3.3,,262,0.29,,5.0,45.0,28.0,,3.0,6.0,,,,1.0,,,,,,,,,,
231,29,São Paulo,18,5,Jonathan Calleri,calleri,6.47,5,Calleri,16.64,https://s.sde.globo.com/media/person_role/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png,False,Calleri,89840,0.0,,276,0.0,2.0,5.0,4.0,37.0,10.0,13.0,33.0,9.0,14.0,,,2.0,,2.0,,,,,,,
232,29,Grêmio,24,4,Franco Cristaldo,cristaldo,4.89,7,Cristaldo,11.34,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Sywtl9T.png,True,Cristaldo,89846,5.0,,284,0.48,4.0,,24.0,7.0,10.0,7.0,31.0,5.0,4.0,,,2.0,,,1.0,,,,,,
233,29,Santos,23,4,Douglas Moreira Fagundes,dodi,1.87,6,Dodi,4.34,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_a0W192c.png,False,Dodi,89883,0.0,,277,0.0,,8.0,31.0,34.0,3.0,4.0,34.0,,,,,,,,,,,,,,
234,29,Grêmio,19,5,Everton Galdino Moreira,everton-galdino,2.32,6,E. Galdino,5.46,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TtRmr2d.png,True,Everton Galdino,89918,4.5,,284,0.71,1.0,2.0,8.0,5.0,6.0,8.0,7.0,2.0,,,,,,,,,,,,,
235,29,Santos,19,5,John Stiven Mendoza Valencia,mendoza,5.58,6,Mendoza,12.25,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_fdX9HMF.png,True,Mendoza,90031,1.2,,277,-0.69,2.0,4.0,15.0,19.0,7.0,16.0,45.0,5.0,2.0,,,1.0,,1.0,,,,,,,
236,29,Fortaleza,23,2,Bruno de Jesus Pacheco,bruno-pacheco,6.35,6,B. Pacheco,11.33,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_PYjs4Li.png,False,Bruno Pacheco,90061,0.0,,356,0.0,3.0,3.0,46.0,43.0,3.0,9.0,40.0,2.0,,9.0,,,,,,,,,,,
237,29,Coritiba,6,5,Eduardo Nascimento da Silva Júnior,edu,2.25,6,Edu,4.44,https://s.sde.globo.com/media/person_role/2023/09/13/photo_FORMATO_o4zQHNu.png,False,Edu,90120,0.0,,294,0.0,,,1.0,1.0,2.0,3.0,,1.0,2.0,,,,,,,,,,,,
238,29,São Paulo,5,2,Raí dos Reis Ramos,rai-ramos,3.16,6,R. Ramos,4.51,https://s.sde.globo.com/media/person_role/2023/04/15/photo_FORMATO_p3UWrBW.png,False,Raí Ramos,90232,0.0,,276,0.0,,2.0,4.0,5.0,2.0,2.0,1.0,,,2.0,,,,,,,,,,,
239,29,Flamengo,22,5,Bruno Henrique Pinto,bruno-henrique,2.85,6,B. Henrique,6.18,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_PsLr2Kh.png,True,Bruno Henrique,90285,1.5,,262,-0.2,,5.0,14.0,19.0,12.0,10.0,36.0,2.0,8.0,,,1.0,,,,,,,,,
240,29,Palmeiras,5,4,Jaílson Marques Siqueira,jailson,1.28,6,Jailson,3.69,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_borikKg.png,False,Jailson,90290,0.0,,275,0.0,,,4.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,
241,29,Fortaleza,0,5,Pedro Rocha Neves,pedro-rocha,0.0,6,P. Rocha,5.0,https://s.sde.globo.com/media/person_role/2022/09/28/photo_FORMATO_wjBokpm.png,False,Pedro Rocha,90302,0.0,,356,0.0,,,,,,,,,,,,,,,,,,,,,
242,29,São Paulo,15,5,David Correa da Fonseca,david,2.61,2,David,3.67,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_zc5jjjt.png,True,David,90309,-1.0,,276,-0.87,2.0,4.0,6.0,19.0,4.0,7.0,12.0,2.0,8.0,,,,,,,,,,,,
243,29,Bahia,24,4,Júlio César Rezende de Miranda,rezende,3.4,7,Rezende,6.88,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,True,Rezende,90449,1.2,,265,-0.57,2.0,6.0,58.0,45.0,2.0,7.0,19.0,1.0,,,1.0,,,,,,,,1.0,,
244,29,Goiás,10,5,Diego Gonçalves,diego-goncalves,0.96,6,D. Gonçalves,1.86,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_eh2bZ7u.png,False,Diego Gonçalves,90540,0.0,,290,0.0,,1.0,3.0,7.0,2.0,3.0,9.0,,1.0,,,,,,,,,,,,
245,29,Bahia,1,1,Mateus Eduardo Claus,mateus-claus,-1.0,6,M. Claus,1.95,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_UPFwDzZ.png,False,Mateus Claus,90590,0.0,,265,0.0,,,,,,,,,,,,,,,,1.0,,2.0,,,
246,29,Cuiabá,11,4,Lucas da Silva Izidoro,lucas-mineiro,0.94,7,L. Mineiro,3.12,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_AlOmB6m.png,True,Lucas Mineiro,90634,3.7,,1371,0.24,,3.0,8.0,12.0,,4.0,8.0,,,,,,,,,,,,,,
247,29,Flamengo,25,3,Fabrício Bruno Soares de Faria,fabricio-bruno,3.52,6,F. Bruno,9.89,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_zrQ4flU.png,False,Fabrício Bruno,90768,0.0,,262,0.0,1.0,6.0,22.0,11.0,3.0,2.0,15.0,,,10.0,,,,1.0,,,,,,,
248,29,América-MG,15,5,Everaldo Silva do Nascimento,everaldo,4.01,6,Everaldo,8.75,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_5VgdyWf.png,False,Everaldo,91151,0.0,,327,0.0,3.0,5.0,17.0,14.0,3.0,6.0,24.0,1.0,5.0,,,,,2.0,,,,,,,
249,29,Cuiabá,10,2,Ítaro Patric Cardoso Calmon,pk,1.36,6,PK,3.25,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_kfJYHxI.png,True,PK,91190,0.0,,1371,-0.04,,1.0,10.0,10.0,,2.0,4.0,,,1.0,,,,,,,,,1.0,,
250,29,América-MG,17,3,Éder Ferreira Graminho,eder,0.73,6,Éder,2.2,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_ELJqlLk.png,True,Éder,91203,0.0,,327,0.02,,4.0,18.0,18.0,1.0,1.0,3.0,,3.0,,,,,,,,,,1.0,,
251,29,Grêmio,15,4,Felipe Ignacio Carballo Ares,carballo,2.37,6,Carballo,4.07,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NYg6Ymv.png,False,Carballo,91254,0.0,,284,0.0,,1.0,18.0,11.0,2.0,6.0,6.0,1.0,,,,,,,,,,,,,
252,29,Botafogo,28,1,Lucas Estella Perri,lucas-perri,5.84,7,L. Perri,11.64,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_83wBpb6.png,False,Lucas Perri,91260,0.0,,263,0.0,,1.0,,,,,3.0,,,14.0,,,,,,110.0,,17.0,,,
253,29,Santos,5,6,Marcelo Faria Fernandes,marcelo-fernandes,4.97,7,M. Fernandes,9.45,https://s.sde.globo.com/media/person_role/2021/04/27/7f50feb3c2bff8d96ced4bd8a038efad_220x220.png,True,Marcelo Fernandes,91274,5.79,,277,0.65,,,,,,,,,,,,,3.0,,,,,,,,
254,29,Flamengo,18,4,Erick Antonio Pulgar Farfán,erick-pulgar,2.72,6,E. Pulgar,3.89,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xuM4Nls.png,True,Erick Pulgar,91473,-0.8,,262,-0.43,,6.0,26.0,34.0,3.0,6.0,8.0,2.0,3.0,,,,,2.0,,,,,,,
255,29,São Paulo,13,3,Robert Abel Arboleda Escobar,arboleda,4.73,6,Arboleda,8.16,https://s.sde.globo.com/media/person_role/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,False,Arboleda,91573,0.0,,276,0.0,,,19.0,3.0,3.0,3.0,8.0,,4.0,6.0,,,,1.0,,,,,1.0,,
256,29,Palmeiras,24,5,Ronielson da Silva Barbosa,rony,3.06,6,Rony,8.72,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_eJOedW8.png,True,Rony,91607,-0.1,,275,-0.58,,2.0,8.0,19.0,12.0,13.0,28.0,4.0,21.0,,,,,1.0,,,,,,,
257,29,Botafogo,27,3,Adryelson Shawann Lima Silva,adryelson,4.24,7,Adryelson,7.3,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,False,Adryelson,91664,0.0,,263,0.0,1.0,5.0,23.0,14.0,4.0,2.0,13.0,1.0,,14.0,,,,,,,,,,,
258,29,Cruzeiro,21,4,Matheus Isaías dos Santos,matheus-jussa,1.56,6,M. Jussa,3.17,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vMaiFUT.png,True,Matheus Jussa,91689,5.5,,283,0.85,,7.0,26.0,38.0,3.0,6.0,7.0,1.0,,,,,,,,,,,,,
259,29,Cruzeiro,26,2,Marlon Rodrigues Xavier,marlon,8.24,6,Marlon,19.13,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_vrVAWB7.png,True,Marlon,91706,17.6,,283,2.21,2.0,6.0,100.0,27.0,5.0,9.0,22.0,3.0,1.0,10.0,,,,,,,,,,,
260,29,Fluminense,21,3,Marcílio Florêncio Mota Filho,nino,3.48,5,Nino,10.76,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_U5c1E7V.png,False,Nino,91708,0.0,,266,0.0,,4.0,9.0,22.0,3.0,3.0,22.0,2.0,,8.0,,,,1.0,,,,,1.0,,
261,29,Goiás,0,1,Matheus Alves da Silva Cardoso,matheus-alves,0.0,6,M. Alves,2.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_voSytVs.png,False,Matheus Alves,91712,0.0,,290,0.0,,,,,,,,,,,,,,,,,,,,,
262,29,Bahia,8,3,David de Duarte Macedo,david-duarte,3.6,6,D. Duarte,5.2,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0ibQkD2.png,False,David Duarte,91772,0.0,,265,0.0,,1.0,6.0,4.0,,1.0,4.0,1.0,,2.0,,,,1.0,,,,,,,
263,29,Coritiba,5,2,Hayner Willian Monjardim Cordeiro,hayner,2.7,6,Hayner,3.15,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_uNyULXz.png,True,Hayner,91856,1.0,,294,-0.6,1.0,2.0,3.0,7.0,,,8.0,,,1.0,,,,,,,,,,,
264,29,Athlético-PR,14,3,José Ivaldo Almeida Silva,ze-ivaldo,2.61,6,Z. Ivaldo,4.69,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ZOxQ99E.png,False,Zé Ivaldo,91866,0.0,,293,0.0,,2.0,14.0,19.0,1.0,1.0,9.0,,1.0,5.0,1.0,,,,,,,,1.0,,
265,29,Atlético-MG,26,5,Cristian David Pavón,pavon,4.69,6,Pavón,9.96,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_U1jXQaU.png,True,Pavón,91908,8.6,,282,1.12,5.0,7.0,33.0,19.0,13.0,21.0,23.0,3.0,10.0,,,,,1.0,,,,,,,
266,29,Athlético-PR,18,6,Wesley Oliveira de Carvalho,wesley-carvalho,5.33,7,W. Carvalho,12.19,https://s.sde.globo.com/media/person_role/2022/05/05/21d7b4d24237a06ec8872f1ff041e713_FORMATO.png,True,Wesley Carvalho,91971,7.38,,293,0.67,,,,,,,,,,,,,7.0,,,,,,,,
267,29,Vasco,14,6,Ramón Ángel Díaz,ramon-diaz,5.07,7,R. Díaz,9.49,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO.png,True,Ramón Díaz,92075,3.12,,267,-0.06,,,,,,,,,,,,,5.0,,,,,,,,
268,29,Grêmio,1,1,Caíque Luiz Santos da Purificação,caique,8.0,6,Caíque,4.18,https://s.sde.globo.com/media/person_role/2023/08/04/photo_220x220_bq0AF4S.png,False,Caíque,92207,0.0,,284,0.0,,,,,,,,,,1.0,,,,,,3.0,,,,,
269,29,Grêmio,6,3,Rodrigo Ely,rodrigo-ely,2.43,6,R. Ely,4.6,https://s.sde.globo.com/media/person_role/2023/08/03/photo_220x220_mGnJe3Z.png,False,Rodrigo Ely,92237,0.0,,284,0.0,,3.0,2.0,6.0,,,4.0,,,3.0,,,,,,,,,,,
270,29,Bragantino,2,4,Raul Lô Gonçalves,raul,-0.4,6,Raul,3.63,https://s.sde.globo.com/media/person_role/2022/05/05/278a2f0c3cd97ace8138ffbe2f23d81d_FORMATO.png,False,Raul,92496,0.0,,280,0.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,
271,29,América-MG,3,5,Renato Kayzer de Souza,renato-kayzer,0.87,5,R. Kayzer,3.23,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_NWhDcn5.png,True,Renato Kayzer,92696,-0.3,,327,-0.56,,,,2.0,1.0,2.0,1.0,,1.0,,,,,,,,,,,,
