,atletas.rodada_id,atletas.clube.id.full.name,atletas.jogos_num,atletas.posicao_id,atletas.nome,atletas.slug,atletas.media_num,atletas.status_id,atletas.apelido_abreviado,atletas.preco_num,atletas.foto,atletas.entrou_em_campo,atletas.apelido,atletas.atleta_id,atletas.pontos_num,atletas.minimo_para_valorizar,atletas.clube_id,atletas.variacao_num,A,CA,DS,FC,FD,FF,FS,G,I,SG,PC,PS,V,FT,PP,DE,DP,GS,CV,GC,PI
385,29,Flamengo,4,2,Matheus França Silva,matheuzinho,2.65,6,Matheuzinho,4.69,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_wPSt5sW.png,True,Matheuzinho,101727,1.2,,262,0.09,,,1.0,2.0,,,,,,2.0,,,,,,,,,,,
386,29,São Paulo,18,3,Diego Henrique Costa Barbosa,diego-costa,2.83,7,D. Costa,5.14,https://s.sde.globo.com/media/person_role/2022/03/01/996cbc8d639a3e640cf55d5326393d6d_FORMATO.png,True,Diego Costa,101728,3.3,,276,-0.55,,5.0,23.0,17.0,4.0,3.0,4.0,,,5.0,1.0,,,,,,,,,,
387,29,Bragantino,23,5,Vitor Hugo Naum dos Santos,vitinho,3.53,6,Vitinho,6.51,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Hob15WK.png,True,Vitinho,101960,0.5,,280,0.0,2.0,8.0,15.0,33.0,14.0,24.0,39.0,2.0,3.0,,,,,,,,,,,,
388,29,Fortaleza,23,3,Emanuel Fermín Brítez,britez,3.3,6,Brítez,8.2,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_qvH6Q9A.png,False,Brítez,101995,0.0,,356,0.0,1.0,9.0,27.0,31.0,3.0,9.0,21.0,,4.0,8.0,1.0,,,,,,,,1.0,,
389,29,Goiás,13,5,Anderson de Oliveira da Silva,anderson-oliveira,2.42,6,A. Oliveira,4.96,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_AFDNRnG.png,False,Anderson Oliveira,102096,0.0,,290,0.0,1.0,1.0,14.0,14.0,,7.0,13.0,,1.0,,,,,1.0,,,,,,,
390,29,Palmeiras,21,2,Joaquín Piquerez Moreira,piquerez,7.5,7,Piquerez,15.42,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_04Y9scz.png,True,Piquerez,102130,30.6,,275,2.25,4.0,5.0,46.0,11.0,3.0,7.0,21.0,3.0,2.0,10.0,,,,,,,,,,1.0,
391,29,Fluminense,0,1,Vitor Eudes de Souza Costa,vitor-eudes,0.0,6,V. Eudes,2.0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_FvWKOzt.png,False,Vitor Eudes,102137,0.0,,266,0.0,,,,,,,,,,,,,,,,,,,,,
392,29,Goiás,21,3,Lucas Halter,lucas-halter,3.58,6,L. Halter,5.59,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_DlFIoVh.png,False,Lucas Halter,102253,0.0,,290,0.0,,6.0,23.0,18.0,,5.0,6.0,3.0,2.0,7.0,1.0,,,,,,,,2.0,,
393,29,Cruzeiro,0,1,Gabriel José Ferreira Mesquita,gabriel-mesquita,-1.0,6,G. Mesquita,0.7,https://s.sde.globo.com/media/person_role/2023/05/30/photo_220x220.png,False,Gabriel Mesquita,102290,0.0,,283,0.0,,1.0,,,,,,,,,,,,,,,,,,,
394,29,América-MG,5,5,Mikael Filipe Viana,mikael,1.68,6,Mikael,3.0,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_rNTDYYW.png,False,Mikael,102299,0.0,,327,0.0,,,1.0,,2.0,5.0,2.0,,2.0,,,,,,,,,,,,
395,29,Cruzeiro,6,5,Rafael Elias da Silva,rafael-elias,2.95,6,R. Elias,4.73,https://s.sde.globo.com/media/person_role/2023/07/27/photo_FORMATO_C3BThsf.png,False,Rafael Elias,102302,0.0,,283,0.0,,2.0,3.0,12.0,4.0,5.0,6.0,1.0,1.0,,,,,,,,,,,,
396,29,Athlético-PR,5,3,Matheus Felipe Santos Nascimento,matheus-felipe,1.7,6,M. Felipe,2.53,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_e7P4JVL.png,False,Matheus Felipe,102310,0.0,,293,0.0,,,2.0,3.0,1.0,1.0,,,,1.0,,,,,,,,,,,
397,29,São Paulo,21,2,Caio Fernando de Oliveira,caio-paulista,4.09,7,C. Paulista,8.77,https://s.sde.globo.com/media/person_role/2023/01/27/photo_FORMATO_rRBJfVv.png,True,Caio Paulista,102318,1.0,,276,-0.19,2.0,3.0,19.0,15.0,11.0,8.0,28.0,,,5.0,1.0,,,1.0,,,,,,,
398,29,Athlético-PR,11,3,Carlos de Menezes Júnior,caca,3.62,7,Cacá,4.55,https://s.sde.globo.com/media/person_role/2023/07/21/photo_FORMATO_EPR1F0c.png,True,Cacá,102340,-0.4,,293,-0.6,,1.0,16.0,15.0,,2.0,7.0,2.0,,1.0,,,,,,,,,,,
399,29,América-MG,15,5,Gonzalo Mathías Mastriani Borges,mastriani,5.81,7,Mastriani,6.85,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_6Ys1TEq.png,True,Mastriani,102561,11.9,,327,1.58,1.0,1.0,6.0,10.0,8.0,13.0,12.0,7.0,2.0,,,,,,,,,,1.0,,
400,29,Bragantino,16,5,Hélio Júnio Nunes de Castro,helinho,3.67,6,Helinho,5.36,https://s.sde.globo.com/media/person_role/2022/05/05/d0de5e463c8123423e2713cdde571faf_FORMATO.png,True,Helinho,102598,0.0,,280,-1.38,1.0,4.0,18.0,15.0,8.0,11.0,13.0,2.0,2.0,,,,,,,,,,,,
401,29,Cruzeiro,1,1,Anderson Silva da Paixão,anderson,6.0,6,Anderson,3.24,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Lvl4bA5.png,False,Anderson,102906,0.0,,283,0.0,,,,,,,,,,1.0,,,,,,1.0,,,,,
402,29,Bahia,0,1,Matheus Henrique Teixeira,matheus-teixeira,0.0,6,M. Teixeira,2.0,https://s.sde.globo.com/media/person_role/2022/04/05/ff4149be4042453395add145d010bd49_FORMATO.png,False,Matheus Teixeira,102907,0.0,,265,0.0,,,,,,,,,,,,,,,,,,,,,
403,29,São Paulo,10,4,Luan Vinícius da Silva Santos ,luan,1.97,6,Luan,4.2,https://s.sde.globo.com/media/person_role/2022/03/01/6b4e62b423e7b34762e0c7f626ea5ebd_FORMATO.png,False,Luan,102909,0.0,,276,0.0,,,12.0,9.0,,3.0,5.0,,,,,,,1.0,,,,,,,
404,29,Athlético-PR,21,5,Agustín Canobbio Graviz,canobbio,5.55,7,Canobbio,8.85,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_VXCkQFM.png,True,Canobbio,102928,11.8,,293,1.36,5.0,8.0,39.0,29.0,17.0,15.0,38.0,1.0,8.0,,1.0,1.0,,1.0,,,,,,,
405,29,Fortaleza,7,2,Gonzalo Daniel Escobar,escobar,1.9,6,Escobar,3.57,https://s.sde.globo.com/media/person_role/2023/07/03/photo_FORMATO_LH8zzYb.png,False,Escobar,102975,0.0,,356,0.0,1.0,3.0,9.0,12.0,,2.0,5.0,,,,,,,,,,,,,,
406,29,Bragantino,3,5,Ignacio Jesús Laquintana Marsico,laquintana,1.73,6,Laquintana,3.09,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_roWm5iE.png,False,Laquintana,103014,0.0,,280,0.0,,,2.0,3.0,2.0,,3.0,,2.0,,,,,,,,,,,,
407,29,Bragantino,19,4,Eric dos Santos Rodrigues,eric-ramires,3.38,6,E. Ramires,3.72,https://s.sde.globo.com/media/person_role/2022/05/05/68b240d886c54c37133d42e6dd5f8e41_FORMATO.png,False,Eric Ramires,103295,0.0,,280,0.0,2.0,1.0,15.0,20.0,4.0,6.0,13.0,3.0,1.0,,,,,1.0,,,,,,,
408,29,Cuiabá,25,2,Matheus Alexandre Anastácio de Souza,matheus-alexandre,4.68,7,M. Alexandre,7.6,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_4eKoeL1.png,True,Matheus Alexandre,103347,2.7,,1371,0.52,,3.0,65.0,24.0,1.0,3.0,8.0,1.0,3.0,7.0,1.0,,,,,,,,,,
409,29,América-MG,25,4,Leandro Emmanuel Martínez,emmanuel-martinez,4.32,7,E. Martínez,7.86,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_cPLErDD.png,True,Emmanuel Martínez,103388,10.6,,327,1.01,4.0,2.0,42.0,23.0,6.0,8.0,46.0,1.0,,,1.0,,,1.0,,,,,,,
410,29,Corinthians,11,3,João Victor Andrade Caetano,caetano,2.21,6,Caetano,3.0,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_72Ycs9o.png,False,Caetano,103575,0.0,,264,0.0,,2.0,13.0,7.0,,1.0,6.0,,,2.0,1.0,,,,,,,,,,
411,29,Cruzeiro,4,5,Rafael Bilu Mudesto,rafael-bilu,2.08,5,R. Bilu,2.83,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_L5qGZ0n.png,False,Rafael Bilu,103576,0.0,,283,0.0,,,4.0,1.0,,3.0,3.0,,1.0,,,,,,,,,,,,
412,29,Botafogo,4,6,Lúcio Flávio dos Santos,lucio-flavio,6.82,7,L. Flávio,11.41,https://s.sde.globo.com/media/person_role/2022/03/08/fb8a9a99b74f23b669c36d16348d819f_FORMATO.png,False,Lúcio Flávio,103582,0.0,,263,0.0,,,,,,,,,,,,,3.0,,,,,,,,
413,29,São Paulo,15,5,Marcos Paulo Costa do Nascimento,marcos-paulo,3.06,5,M. Paulo,7.42,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_XopxIWU.png,False,Marcos Paulo,103645,0.0,,276,0.0,1.0,2.0,15.0,8.0,2.0,4.0,12.0,2.0,2.0,,,,,,,,,,,,
414,29,Athlético-PR,6,3,Kaíque Rocha Lima,kaique-rocha,3.12,2,K. Rocha,3.33,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_TAU79Yo.png,True,Kaíque Rocha,103684,0.0,,293,0.08,,2.0,5.0,3.0,,2.0,2.0,1.0,,1.0,,,,,,,,,,,
415,29,Bragantino,22,4,Jadsom Meemyas de Oliveira da Silva,jadsom-silva,1.57,6,J. Silva,3.15,https://s.sde.globo.com/media/person_role/2022/05/05/9d601cb29909661ed2abc4800aab14b7_FORMATO.png,True,Jadsom Silva,103695,4.7,,280,0.48,,6.0,29.0,26.0,4.0,5.0,14.0,,1.0,,2.0,,,,,,,,,,
416,29,Corinthians,21,3,Bruno Méndez Cittadini,bruno-mendez,2.9,6,B. Méndez,4.41,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_VwEvkmY.png,True,Bruno Méndez,103700,6.6,,264,1.03,1.0,4.0,24.0,14.0,,4.0,4.0,,1.0,6.0,,,,,,,,,,,
417,29,Palmeiras,24,4,Gabriel Vinícius Menino,gabriel-menino,4.19,5,G. Menino,8.5,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_a770SrF.png,False,Gabriel Menino,103767,0.0,,275,0.0,3.0,5.0,38.0,39.0,6.0,17.0,28.0,2.0,2.0,,,,,2.0,,,,,,,
418,29,Goiás,6,4,Higor Matheus Meritão,higor-meritao,1.28,6,H. Meritão,1.49,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_uo7UAHd.png,True,Higor Meritão,103987,1.1,,290,-0.46,,,3.0,7.0,,4.0,,,,,,,,1.0,,,,,,,
419,29,Bragantino,0,1,Maycon Cleiton de Paula Azevedo,maycon,0.0,6,Maycon,3.0,https://s.sde.globo.com/media/person_role/2022/05/05/f39fcb967a674ffddbaec227105dae4a_FORMATO.png,False,Maycon,104017,0.0,,280,0.0,,,,,,,,,,,,,,,,,,,,,
420,29,São Paulo,0,3,Walce da Silva Costa Filho,walce,0.0,6,Walce,3.0,https://s.sde.globo.com/media/person_role/2022/03/01/42769c38f612d4af2143de3132ce1cec_220x220.png,False,Walce,104074,0.0,,276,0.0,,,,,,,,,,,,,,,,,,,,,
421,29,Botafogo,0,1,João Fernando Monteiro Siqueira,joao-fernando,0.0,6,J. Fernando,2.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5Z0375l.png,False,João Fernando,104079,0.0,,263,0.0,,,,,,,,,,,,,,,,,,,,,
422,29,Corinthians,0,1,Carlos Miguel dos Santos Pereira,carlos-miguel,0.0,6,C. Miguel,2.0,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_ucZUimL.png,False,Carlos Miguel,104084,0.0,,264,0.0,,,,,,,,,,,,,,,,,,,,,
423,29,Atlético-MG,15,3,Bruno de Lara Fuchs,bruno-fuchs,3.31,7,B. Fuchs,4.75,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_qjyhb3e.png,True,Bruno Fuchs,104085,1.7,,282,0.29,,2.0,12.0,11.0,,,11.0,,,7.0,,,,,,,,,,,
424,29,Corinthians,16,4,Ruan de Oliveira Ferreira,ruan,3.83,2,Ruan,3.69,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_Uq9B5Kn.png,True,Ruan,104153,0.0,,264,-0.15,2.0,2.0,22.0,18.0,4.0,6.0,12.0,2.0,1.0,,,1.0,,,,,,,,,
425,29,Santos,13,2,João Lucas de Almeida Carvalho,joao-lucas,3.9,6,J. Lucas,4.51,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_tX8ABIy.png,True,João Lucas,104257,0.0,,277,-0.11,1.0,1.0,23.0,11.0,1.0,4.0,18.0,,,2.0,1.0,,,,,,,,,,
426,29,Bragantino,2,3,Lucas Rafael Gonçalves da Silva,lucas-rafael,3.15,5,L. Rafael,3.95,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_J1rhwK6.png,False,Lucas Rafael,104360,0.0,,280,0.0,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,
427,29,Atlético-MG,1,1,Matheus Mendes Werneck de Oliveira,matheus-mendes,7.0,6,M. Mendes,3.42,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_xQ2S67t.png,False,Matheus Mendes,104383,0.0,,282,0.0,,1.0,,,,,,,,1.0,,,,,,3.0,,,,,
428,29,Internacional,16,3,Igor Gomes Silva,igor-gomes,2.78,6,I. Gomes,5.05,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_I7Q1WEp.png,True,Igor Gomes,104385,1.7,,285,0.35,,3.0,21.0,8.0,2.0,3.0,12.0,,,3.0,1.0,,,,,,,,,,
429,29,Fluminense,2,3,Vitor Mendes Alves,vitor-mendes,4.95,3,V. Mendes,6.66,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_L4w297p.png,False,Vitor Mendes,104401,0.0,,266,0.0,,1.0,,1.0,1.0,,,,,2.0,,,,,,,,,,,
430,29,Athlético-PR,1,5,Reinaldo Nascimento Satorno,reinaldo,1.7,6,Reinaldo,2.39,https://s.sde.globo.com/media/person_role/2020/03/03/12600160dfe6fed9a606921db8b0a862_FORMATO.png,False,Reinaldo,104420,0.0,,293,0.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
431,29,Grêmio,0,1,Felipe Mateus Scheibig,felipe-scheibig,0.0,5,F. Scheibig,1.0,https://s.sde.globo.com/media/person_role/2021/07/16/79af8f6f344db19983598078705340fc_FORMATO.png,False,Felipe Scheibig,104424,0.0,,284,0.0,,,,,,,,,,,,,,,,,,,,,
432,29,Athlético-PR,14,4,Christian Roberto Alves Cardoso,christian,4.7,6,Christian,10.5,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_V2OPAxf.png,False,Christian,104502,0.0,,293,0.0,,,17.0,21.0,3.0,7.0,15.0,4.0,,,,,,1.0,,,,,,,
433,29,Botafogo,0,3,Henrique Vermudt,henrique-vermudt,0.0,6,H. Vermudt,3.0,https://s.sde.globo.com/media/person_role/2023/07/30/photo_FORMATO_iztb5Pm.png,False,Henrique Vermudt,104504,0.0,,263,0.0,,,,,,,,,,,,,,,,,,,,,
434,29,Fortaleza,6,4,Vinícius Nelson de Souza Zanocelo,vinicius-zanocelo,0.68,6,V. Zanocelo,3.32,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_OPlr7ly.png,False,Vinícius Zanocelo,104521,0.0,,356,0.0,,1.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,
435,29,Santos,5,4,Sandry Roberto Santos Goes,sandry,0.52,5,Sandry,2.54,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_bbHXWKZ.png,False,Sandry,104580,0.0,,277,0.0,,2.0,4.0,4.0,,,2.0,,,,,,,,,,,,,,
436,29,Bragantino,0,1,Fabrício Oliveira de Souza,fabricio,0.0,6,Fabrício,1.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_AAId2Kq.png,False,Fabrício,104588,0.0,,280,0.0,,,,,,,,,,,,,,,,,,,,,
437,29,Coritiba,19,4,Matheus Henrique Bianqui,matheus-bianqui,2.75,7,M. Bianqui,3.11,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_nFBy3HF.png,True,Matheus Bianqui,104640,-2.5,,294,-0.98,1.0,7.0,32.0,32.0,4.0,7.0,21.0,1.0,3.0,,,,,,,,,,,1.0,
438,29,Fortaleza,28,6,Juan Pablo Vojvoda Rizzo,juan-vojvoda,5.14,6,J. Vojvoda,12.49,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_UIx1Yzg.png,False,Juan Vojvoda,104754,0.0,,356,0.0,,,,,,,,,,,,,12.0,,,,,,,,
439,29,Bahia,22,4,Nicolás Brian Acevedo Tabárez,acevedo,2.47,7,Acevedo,4.76,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,True,Acevedo,104783,1.2,,265,-0.26,,5.0,38.0,26.0,3.0,10.0,20.0,,,,,,,,,,,,,,
440,29,Coritiba,11,4,Sebastián Gómez Londoño,sebastian-gomez,3.51,7,S. Gómez,6.19,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_fnuIkZJ.png,True,Sebastián Gómez,104811,1.8,,294,-0.05,1.0,1.0,14.0,10.0,,,10.0,2.0,2.0,,,,,,,,,,,,
441,29,Botafogo,0,1,Igo Gabriel Santos Pereira,igo-gabriel,0.0,6,I. Gabriel,1.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_C8GywEv.png,False,Igo Gabriel,104991,0.0,,263,0.0,,,,,,,,,,,,,,,,,,,,,
442,29,Cruzeiro,1,3,João Marcelo Messias Ferreira,joao-marcelo,0.9,6,J. Marcelo,2.43,https://s.sde.globo.com/media/person_role/2023/08/01/photo_220x220_vuySYbE.png,False,João Marcelo,105047,0.0,,283,0.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
443,29,Botafogo,26,5,Luis Henrique Tomaz de Lima,luis-henrique,2.86,2,L. Henrique,5.32,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XMfC6C1.png,False,Luis Henrique,105049,0.0,,263,0.0,2.0,,12.0,5.0,7.0,10.0,5.0,4.0,1.0,,,1.0,,,,,,,,,
444,29,Athlético-PR,14,2,Khellven Douglas Silva Oliveira,khellven,4.5,6,Khellven,7.74,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7lRpDNN.png,False,Khellven,105175,0.0,,293,0.0,3.0,1.0,15.0,9.0,2.0,3.0,8.0,,3.0,5.0,,,,,,,,,,,
445,29,Athlético-PR,23,1,Bento Matheus Krepski,bento,3.59,7,Bento,9.36,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7ROEp8B.png,True,Bento,105208,2.0,,293,-0.2,1.0,3.0,,2.0,,,2.0,,,6.0,,,,,,71.0,1.0,28.0,,,
446,29,Vasco,0,4,Patrick de Lucca Chaves de Oliveira,de-lucca,0.0,5,D. Lucca,3.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_J73ZkrF.png,False,De Lucca,105294,0.0,,267,0.0,,,,,,,,,,,,,,,,,,,,,
447,29,São Paulo,0,3,Nahuel Adolfo Ferraresi Hernández,ferraresi,0.0,6,Ferraresi,6.0,https://s.sde.globo.com/media/person_role/2022/08/13/a5301263d96806640ddf67cec70f99e7_FORMATO.png,False,Ferraresi,105300,0.0,,276,0.0,,,,,,,,,,,,,,,,,,,,,
448,29,Bahia,11,3,Gabriel Lheman Xavier - Lhman,gabriel-xavier,3.59,6,G. Xavier,4.36,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0UPMoSl.png,False,Gabriel Xavier,105373,0.0,,265,0.0,,2.0,14.0,8.0,1.0,3.0,7.0,,,4.0,,,,,,,,,,,
449,29,Corinthians,19,2,Matheus Lima Beltrão Oliveira Valin,matheus-bidu,3.37,6,M. Bidu,6.12,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_cNTyg24.png,False,Matheus Bidu,105531,0.0,,264,0.0,,2.0,27.0,20.0,4.0,6.0,24.0,,,4.0,2.0,,,,,,,,,,
450,29,Cuiabá,21,5,Rikelme Hernandes Amorim Rocha,rikelme,4.02,7,Rikelme,4.93,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_FfgJEdr.png,True,Rikelme,105547,4.9,,1371,0.65,1.0,1.0,52.0,18.0,5.0,8.0,13.0,1.0,3.0,,,,,,,,,,,1.0,
451,29,Vasco,0,2,Riquelme Carvalho Araújo Viana,riquelme,0.0,6,Riquelme,3.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_smA6Xym.png,False,Riquelme,105566,0.0,,267,0.0,,,,,,,,,,,,,,,,,,,,,
452,29,Fortaleza,22,5,Juan Martín Lucero,lucero,4.37,6,Lucero,6.64,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_MqRx953.png,False,Lucero,105568,0.0,,356,0.0,,2.0,9.0,24.0,10.0,13.0,24.0,7.0,8.0,,,2.0,,1.0,,,,,,,
453,29,Vasco,27,2,Lucas Piton Crivellaro,lucas-piton,2.95,7,L. Piton,7.18,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_71dywWV.png,True,Lucas Piton,105584,4.2,,267,0.2,3.0,3.0,32.0,36.0,4.0,10.0,5.0,,2.0,5.0,,,,,,,,,,,
454,29,Corinthians,14,4,Roni Medeiros de Moura,roni,1.28,6,Roni,2.05,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_efGU5wq.png,True,Roni,105585,0.0,,264,-0.48,,2.0,16.0,15.0,1.0,2.0,5.0,,,,,,,,,,,,,,
455,29,Internacional,18,4,Maurício Magalhães Prado,mauricio,4.85,7,Maurício,9.85,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_7KIwg4E.png,True,Maurício,105647,11.4,,285,0.28,3.0,2.0,11.0,11.0,5.0,10.0,20.0,4.0,4.0,,,,,3.0,,,,,,,
456,29,Internacional,17,3,Nicolás Hernández Rodríguez,nicolas-hernandez,1.54,7,N. Hernández,3.16,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_l85XoS0.png,True,Nicolás Hernández,105672,0.0,,285,0.1,1.0,6.0,9.0,11.0,,1.0,4.0,,,4.0,,,,,,,,,,1.0,
457,29,Cruzeiro,24,5,Wesley Ribeiro Silva,wesley,4.26,6,Wesley,7.81,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vnwHYu8.png,True,Wesley,105811,0.0,,283,-0.23,1.0,6.0,31.0,47.0,11.0,18.0,42.0,4.0,3.0,,,,,,,,,,,,
458,29,Goiás,6,3,Lucas Eduardo Ribeiro de Souza,edu,2.78,6,Edu,2.45,https://s.sde.globo.com/media/person_role/2023/06/25/photo_FORMATO_bGsyKIs.png,False,Edu,105842,0.0,,290,0.0,,1.0,5.0,6.0,1.0,1.0,5.0,,,2.0,1.0,,,,,,,,,,
459,29,Athlético-PR,0,3,Lucas Belezi Barbosa,belezi,0.0,6,Belezi,1.0,https://s.sde.globo.com/media/person_role/2023/10/08/photo_FORMATO.png,False,Belezi,105844,0.0,,293,0.0,,,,,,,,,,,,,,,,,,,,,
460,29,Corinthians,10,4,Matheus de Araújo Andrade,matheus-araujo,1.96,6,M. Araújo,5.44,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_BedE425.png,False,Matheus Araújo,105845,0.0,,264,0.0,,,8.0,9.0,1.0,,7.0,1.0,1.0,,,,,,,,,,,,
461,29,Vasco,17,4,José Gabriel dos Santos Silva,ze-gabriel,1.96,7,Z. Gabriel,3.03,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_PQUgcKV.png,True,Zé Gabriel,105902,2.1,,267,-0.18,,5.0,21.0,21.0,1.0,5.0,12.0,1.0,,,,,,,,,,,,,
462,29,Bahia,13,5,Vinicius Alessandro Mingotti,vinicius-mingotti,2.18,6,V. Mingotti,2.74,https://s.sde.globo.com/media/person_role/2023/04/20/photo_FORMATO_YH7397F.png,False,Vinicius Mingotti,105909,0.0,,265,0.0,,2.0,4.0,10.0,4.0,3.0,12.0,2.0,7.0,,,,,,,,,,,,
463,29,Internacional,16,4,Rômulo Zanre Zwarg,romulo,3.2,6,Rômulo,3.71,https://s.sde.globo.com/media/person_role/2023/04/12/photo_220x220_eEMPMPy.png,False,Rômulo,105911,0.0,,285,0.0,,1.0,23.0,14.0,2.0,5.0,23.0,1.0,1.0,,,,,1.0,,,,,,,
464,29,Santos,1,2,Carlos Eduardo Bertolassi da Silva,cadu-silva,0.0,6,C. Silva,0.71,https://s.sde.globo.com/media/person_role/2020/02/28/8b8a13f401928e0adf73a1998a49f868_FORMATO.png,False,Cadu Silva,105914,0.0,,277,0.0,,,,,,,,,,,,,,,,,,,,,
465,29,Internacional,10,1,Sergio Ramón Rochet Álvarez,rochet,2.45,7,Rochet,6.25,https://s.sde.globo.com/media/person_role/2023/07/14/photo_FORMATO_AtGShUT.png,True,Rochet,105949,3.0,,285,0.23,,4.0,,,,,5.0,,,2.0,,,,,,30.0,,14.0,,,
466,29,Vasco,0,5,Vinícius dos Santos de Oliveira Paiva,vinicius,0.0,6,Vinícius,2.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Oqt8wcz.png,False,Vinícius,105998,0.0,,267,0.0,,,,,,,,,,,,,,,,,,,,,
467,29,Internacional,1,4,Lucas de Ramos Silveira,lucas-ramos,0.0,5,L. Ramos,2.81,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_Tdt3VkZ.png,False,Lucas Ramos,106000,0.0,,285,0.0,,,,,,,,,,,,,,,,,,,,,
468,29,Internacional,15,4,João Lucas Souza Cardoso,johnny,3.73,7,Johnny,6.71,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_ylIGH1n.png,True,Johnny,106002,1.4,,285,0.09,1.0,5.0,24.0,15.0,3.0,1.0,19.0,2.0,2.0,,1.0,,,1.0,,,,,,,
469,29,Bragantino,5,1,Lucas Alexandre Galdino de Azevedo,lucao,0.6,6,Lucão,1.74,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_uN4AYEQ.png,False,Lucão,106160,0.0,,280,0.0,,1.0,,,,,,,,1.0,,,,,,7.0,,8.0,,,
470,29,Vasco,27,5,Gabriel Fortes Chaves,gabriel-pec,5.62,7,G. Pec,14.88,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_RHuy7TJ.png,True,Gabriel Pec,106199,2.2,,267,-1.3,3.0,5.0,31.0,27.0,14.0,23.0,42.0,6.0,5.0,,,,,3.0,,,,,,,
