,atletas.status_id,atletas.slug,atletas.rodada_id,atletas.apelido_abreviado,atletas.pontos_num,atletas.clube_id,atletas.foto,atletas.media_num,atletas.atleta_id,atletas.jogos_num,atletas.nome,atletas.preco_num,atletas.apelido,atletas.clube.id.full.name,atletas.variacao_num,atletas.posicao_id,atletas.minimo_para_valorizar,DS,FC,FD,FF,FS,G,V,A,CA,I,DE,GS,PC,PS,SG,CV,FT,DP,PP,GC
85,7,vina,5,Vina,0.0,284,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q8oUM9e.png,2.26,71162,5,Vinícius Goes Barbosa de Souza,5.28,Vina,Grêmio,-0.34,4,,1.0,2.0,1.0,,7.0,1.0,,,2.0,,,,,,,,,,,
86,6,maicon,5,Maicon,0.0,277,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_NcXdUCj.png,0.0,71227,0,Maicon Pereira Roque,7.0,Maicon,Santos,0.0,3,,,,,,,,,,,,,,,,,,,,,
87,5,fernando-miguel,5,F. Miguel,0.0,356,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_qLr4Pp0.png,5.25,71571,4,Fernando Miguel Kaufmann,10.86,Fernando Miguel,Fortaleza,0.0,1,,,,,,,,,,,,20.0,4.0,,,1.0,,,,,
88,7,weverton,5,Weverton,0.0,275,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_PN9nfV7.png,2.2,71631,5,Weverton Pereira da Silva,8.23,Weverton,Palmeiras,-1.74,1,,,,,,,,,,,,11.0,5.0,,,1.0,,,,,
89,7,gustavo-gomez,5,G. Gómez,3.6,275,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_WsvPa3o.png,2.72,71684,5,Gustavo Raúl Gómez Portillo,8.82,Gustavo Gómez,Palmeiras,-0.35,3,,7.0,5.0,1.0,,3.0,,,,1.0,,,,,,1.0,,,,,
90,6,junior-urso,5,J. Urso,0.0,294,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7ft8zu4.png,2.15,71829,2,Ocimar de Almeida Júnior,4.96,Júnior Urso,Coritiba,0.0,4,,2.0,1.0,1.0,,4.0,,,,1.0,,,,,,,,,,,
91,6,thiago-galhardo,5,T. Galhardo,0.0,356,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_LaKDS7J.png,2.55,71844,4,Thiago Galhardo do Nascimento Rocha,6.09,Thiago Galhardo,Fortaleza,-0.52,5,,,,1.0,,2.0,1.0,,,,,,,,,,,,,,
92,6,gabriel-pires,5,G. Pires,2.6,263,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_wzlbP45.png,5.6,71898,2,Gabriel Appelt Pires,5.81,Gabriel Pires,Botafogo,-0.77,4,,9.0,3.0,,1.0,1.0,,,,,,,,,,,,,,,
93,6,danilo-avelar,5,D. Avelar,2.4,327,https://s.sde.globo.com/media/person_role/2022/04/12/2a7b85e6015605e0770fe393faf72a9a_FORMATO.png,1.93,72142,3,Danilo Fernando Avelar,3.62,Danilo Avelar,América-MG,0.5,3,,2.0,2.0,1.0,1.0,,,,,,,,1.0,,,,,1.0,,,
94,7,everson,5,Everson,6.0,282,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_XhJDp6n.png,3.1,72294,5,Everson Felipe Marques Pires,5.02,Everson,Atlético-MG,0.87,1,,,,,,1.0,,,,1.0,,11.0,5.0,,,2.0,,,,,
95,6,felipe-alves,5,F. Alves,0.0,276,https://s.sde.globo.com/media/person_role/2022/08/16/19b70a0ace7230f7a5033ad9270abf7e_FORMATO.png,0.0,72372,0,Felipe Alves Raymundo,6.0,Felipe Alves,São Paulo,0.0,1,,,,,,,,,,,,,,,,,,,,,
96,7,fernando-diniz,5,F. Diniz,8.15,266,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_dcBENR5.png,6.96,72391,5,Fernando Diniz Silva,14.87,Fernando Diniz,Fluminense,0.51,6,,,,,,,,3.0,,,,,,,,,,,,,
97,7,gustavo-campanharo,5,G. Campanharo,0.0,285,https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_Fbab3V0.png,5.07,72497,3,Gustavo Campanharo,6.66,Gustavo Campanharo,Internacional,0.0,4,,12.0,6.0,3.0,,,,,,1.0,,,,,,,,,,,
98,7,maguinho,5,Maguinho,1.9,290,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_r03QzyK.png,0.08,72532,4,Magno José da Silva,1.45,Maguinho,Goiás,0.27,2,,3.0,12.0,,1.0,5.0,,,,,,,,,,,1.0,,,,
99,7,matheus-cavichioli,5,M. Cavichioli,0.0,327,https://s.sde.globo.com/media/person_role/2021/06/04/4b9a4cd7759d0ef36a25a02c4b9cf8a8_FORMATO.png,1.93,72580,4,Matheus Fernando Cavichioli,7.38,Matheus Cavichioli,América-MG,0.0,1,,,1.0,,,,,,,,,14.0,10.0,,,,1.0,,1.0,,
100,6,pedro-henrique,5,P. Henrique,3.2,285,https://s.sde.globo.com/media/person_role/2022/04/12/5422d339b6546dc0505e80e10b027269_FORMATO.png,1.82,72583,5,Pedro Henrique Konzen Medina da Silva,5.75,Pedro Henrique,Internacional,0.27,5,,2.0,6.0,4.0,3.0,4.0,,,,,7.0,,,,,,,,,,
101,6,mauricio-kozlinski,5,M. Kozlinski,6.0,356,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_mZtm5zI.png,6.0,72595,1,Maurício Kozlinski,4.92,Maurício Kozlinski,Fortaleza,-0.08,1,,,,,,,,,,,,1.0,,,,1.0,,,,,
102,2,vitor-hugo,5,V. Hugo,4.1,265,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_HuEb513.png,4.1,72605,1,Vitor Hugo Franchescoli de Souza,5.82,Vitor Hugo,Bahia,-1.18,3,,3.0,,,,1.0,,,,,,,,,,,,,,,
103,7,ceppelini,5,Ceppelini,1.4,1371,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_l5sEyLV.png,1.76,72762,5,Pablo Daniel Ceppelini Gatto,3.74,Ceppelini,Cuiabá,-0.27,4,,3.0,4.0,3.0,1.0,8.0,,,,2.0,,,,,,,,,,,
104,7,luiz-adriano,5,L. Adriano,6.7,285,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_SJwFoxe.png,2.45,72772,4,Luiz Adriano de Souza da Silva,6.02,Luiz Adriano,Internacional,1.16,5,,1.0,1.0,1.0,1.0,2.0,,,,,1.0,,,,,,,2.0,,,
105,7,fernandinho,5,Fernandinho,0.0,293,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_X6EpiKc.png,2.15,72775,2,Fernando Luiz Rosa,6.63,Fernandinho,Athlético-PR,0.0,4,,2.0,5.0,,,1.0,,,1.0,1.0,1.0,,,1.0,,,,,,,
106,7,mercado,5,Mercado,0.0,285,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_rOFNbA7.png,3.83,72951,3,Gabriel Iván Mercado,5.7,Mercado,Internacional,0.0,3,,5.0,4.0,2.0,1.0,1.0,,,,2.0,,,,,,1.0,,,,,
107,6,daniel-borges,5,D. Borges,0.0,263,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_KcG4Ldd.png,5.9,73318,1,Daniel Fortunato Borges,6.39,Daniel Borges,Botafogo,0.0,2,,4.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,
108,6,samuel-xavier,5,S. Xavier,0.0,266,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_GJkHCf2.png,5.97,73384,3,Samuel Xavier Brito,11.17,Samuel Xavier,Fluminense,0.0,2,,2.0,3.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,2.0,,,,,
109,5,jean-dias,5,J. Dias,0.0,285,https://s.sde.globo.com/media/person_role/2023/04/10/photo_FORMATO_UU1DWbN.png,2.43,73479,3,Jean Dias da Costa,3.55,Jean Dias,Internacional,0.0,5,,1.0,3.0,,,4.0,,,1.0,,,,,,,,,,,,
110,7,bruno-alves,5,B. Alves,0.0,284,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_QXt8Pw7.png,1.7,73620,5,Bruno Fabiano Alves,5.98,Bruno Alves,Grêmio,-0.59,3,,1.0,3.0,1.0,2.0,3.0,,,,1.0,1.0,,,,,1.0,,,,,
111,6,guilherme-marques,5,G. Marques,0.0,290,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_8U4l1F1.png,0.87,73781,3,Guilherme Costa Marques,2.69,Guilherme Marques,Goiás,0.0,5,,2.0,2.0,,1.0,,,,,,,,,,,,,,,,
112,6,rodrigo-caio,5,R. Caio,0.0,262,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_8nCiWcT.png,0.0,73800,1,Rodrigo Caio Coquette Russo,3.97,Rodrigo Caio,Flamengo,0.0,3,,,,,,,,,,,,,,,,,,,,,
113,7,aloisio,5,Aloísio,16.4,327,https://s.sde.globo.com/media/person_role/2022/03/31/a411b722d7d0edc88f871c1a48191dc1_FORMATO.png,9.72,73850,4,Aloísio dos Santos Gonçalves,10.52,Aloísio,América-MG,1.98,5,,,4.0,3.0,4.0,3.0,3.0,,1.0,,2.0,,,,,,,1.0,,,
114,6,alison,5,Alison,3.6,277,https://s.sde.globo.com/media/person_role/2021/05/04/83ae4938b05e0e1d67ad49af17785e89_FORMATO.png,1.8,73974,2,Alison Lopes Ferreira,3.78,Alison,Santos,0.36,4,,3.0,,,,,,,,,,,,,,,,,,,
115,6,gatito-fernandez,5,G. Fernández,0.0,263,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_zKZCWAI.png,0.0,74061,0,Roberto Junior Fernández Torres,8.0,Gatito Fernández,Botafogo,0.0,1,,,,,,,,,,,,,,,,,,,,,
116,6,lucas-piazon,5,L. Piazon,0.0,263,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8iJQEr4.png,0.0,74084,0,Gustavo Lucas Domingues Piazón,4.0,Lucas Piazon,Botafogo,0.0,4,,,,,,,,,,,,,,,,,,,,,
117,6,william-pottker,5,W. Pottker,0.6,294,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_yjb57GF.png,1.07,77809,3,William de Oliveira Pottker,3.27,William Pottker,Coritiba,-0.41,5,,2.0,3.0,1.0,,3.0,,,,1.0,,,,,,,,,,,
118,6,madson,5,Madson,0.0,293,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_UA5MZDv.png,3.1,78077,3,Madson Ferreira dos Santos,6.94,Madson,Athlético-PR,0.0,2,,2.0,1.0,,1.0,3.0,,,,,1.0,,,,,1.0,,,,,
119,7,everaldo,5,Everaldo,0.0,265,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_8pHdjST.png,3.2,78117,4,Everaldo Stum,9.34,Everaldo,Bahia,0.0,5,,1.0,5.0,2.0,1.0,4.0,1.0,,,,1.0,,,,,,,,,,
120,7,rene,5,Renê,2.1,285,https://s.sde.globo.com/media/person_role/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png,4.68,78445,5,Renê Rodrigues Martins,9.13,Renê,Internacional,-0.7,2,,14.0,4.0,,1.0,4.0,,,,,,,,,,1.0,,,,,
121,6,jonathan-cafu,5,J. Cafu,3.3,1371,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_7bHRcHm.png,3.22,78580,5,Jonathan Renato Barbosa,6.78,Jonathan Cafu,Cuiabá,0.06,5,,8.0,4.0,,1.0,6.0,,,1.0,1.0,1.0,,,,,,,,,,
122,5,gabriel,5,Gabriel,0.0,285,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_GUlE7bV.png,0.0,78605,0,Gabriel Girotto Franco,6.0,Gabriel,Internacional,0.0,4,,,,,,,,,,,,,,,,,,,,,
123,7,ramiro,5,Ramiro,0.0,283,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Yl1MU4D.png,4.42,78715,4,Ramiro Moschen Benetti,6.43,Ramiro,Cruzeiro,0.0,4,,5.0,5.0,,4.0,,1.0,,1.0,3.0,,,,,,,,,,,
124,7,reinaldo,5,Reinaldo,-0.3,284,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_YOXKUlg.png,-0.3,78850,1,Reinaldo Manoel da Silva,6.11,Reinaldo,Grêmio,-2.89,2,,,1.0,,,,,,,,,,,,,,,,,,
125,7,thiago-santos,5,T. Santos,-1.3,266,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_xMjWx6h.png,0.05,78855,4,Thiago dos Santos,1.57,Thiago Santos,Fluminense,-0.65,4,,2.0,4.0,,,2.0,,,,2.0,,,,,,,,,,,
126,6,douglas-borges,5,D. Borges,0.0,263,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_33D9G2h.png,0.0,78893,0,Douglas Borges,3.0,Douglas Borges,Botafogo,0.0,1,,,,,,,,,,,,,,,,,,,,,
127,6,luiz-felipe,5,L. Felipe,0.0,277,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_aiqNBl6.png,0.0,79035,0,Luiz Felipe do Nascimento dos Santos,3.0,Luiz Felipe,Santos,0.0,3,,,,,,,,,,,,,,,,,,,,,
128,3,victor-cuesta,5,V. Cuesta,9.4,263,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_iLUMfpx.png,4.26,79113,5,Víctor Leandro Cuesta,8.58,Víctor Cuesta,Botafogo,1.11,3,,5.0,3.0,1.0,,,,,1.0,3.0,,,,,,2.0,,1.0,,,
129,7,silvio-romero,5,S. Romero,1.7,356,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_So2bREb.png,3.67,79188,4,Silvio Ezequiel Romero,5.34,Silvio Romero,Fortaleza,-0.43,5,,1.0,2.0,,1.0,3.0,1.0,,1.0,1.0,2.0,,,,,,,,,,
130,5,filipe-augusto,5,F. Augusto,-0.3,1371,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_S95pz8G.png,1.67,79268,4,Filipe Augusto Carvalho Souza,1.92,Filipe Augusto,Cuiabá,-0.87,4,,8.0,8.0,,,5.0,,,,,,,,,,,1.0,,,,
131,7,ricardo-silva,5,R. Silva,2.4,327,https://s.sde.globo.com/media/person_role/2021/06/04/a95541b4ee84849f6e060a780b86704d_FORMATO.png,1.1,79334,3,Ricardo César Dantas da Silva,2.2,Ricardo Silva,América-MG,0.14,3,,2.0,2.0,,,3.0,,,,,,,,,,,,,,,
132,7,cano,5,Cano,9.3,266,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_CKcA05y.png,5.96,79631,5,Germán Ezequiel Cano,16.46,Cano,Fluminense,0.46,5,,3.0,5.0,4.0,6.0,1.0,2.0,,,,4.0,,,,,,,2.0,,1.0,
133,2,lucas-silva,5,L. Silva,0.0,284,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_22BJorG.png,3.1,79701,3,Lucas Silva Borges,5.25,Lucas Silva,Grêmio,0.0,4,,7.0,2.0,,,3.0,,,,,,,,,,,,,,,
134,7,ze-roberto,5,Z. Roberto,6.8,294,https://s.sde.globo.com/media/person_role/2023/04/10/photo_220x220_Mzobxer.png,3.2,80076,3,José Roberto Assunção de Araújo Filho,4.05,Zé Roberto,Coritiba,1.12,5,,1.0,7.0,1.0,1.0,5.0,1.0,,,2.0,,,,,,,,,,,
135,6,yago-pikachu,5,Y. Pikachu,3.9,356,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_jUc4EZ2.png,4.52,80196,5,Glaybson Yago Souza Lisboa,9.1,Yago Pikachu,Fortaleza,0.32,4,,1.0,1.0,1.0,4.0,5.0,2.0,,,1.0,2.0,,,,,,,,,,
136,2,luciano,5,Luciano,0.0,276,https://s.sde.globo.com/media/person_role/2022/03/01/aeb1926a6ddb270206f4ceffcf701d4b_FORMATO.png,4.74,80287,5,Luciano da Rocha Neves,11.09,Luciano,São Paulo,-1.52,5,,1.0,5.0,3.0,2.0,6.0,2.0,,1.0,1.0,2.0,,,,,,,,,1.0,
137,7,lucas-lima,5,L. Lima,6.9,277,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_l0JerUa.png,3.56,80583,5,Lucas Rafael Araújo Lima,6.75,Lucas Lima,Santos,1.31,4,,8.0,11.0,2.0,2.0,9.0,,,1.0,2.0,,,,,,,,,,,
138,7,luan,5,Luan,9.1,275,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_cnIvHfj.png,8.75,80692,2,Luan Garcia Teixeira,8.02,Luan,Palmeiras,0.8,3,,3.0,3.0,,1.0,2.0,1.0,,,,,,,,,1.0,,,,,
139,6,pedro-geromel,5,P. Geromel,0.0,284,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_2mIyND1.png,0.0,80853,0,Pedro Tonon Geromel,7.0,Pedro Geromel,Grêmio,0.0,3,,,,,,,,,,,,,,,,,,,,,
140,7,jair,5,Jair,6.6,267,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,3.64,81091,5,Jair Rodrigues Júnior,8.48,Jair,Vasco,0.78,4,,10.0,6.0,,,18.0,,,,1.0,,,,,,,,,,,
141,6,lucas-mugni,5,L. Mugni,0.0,265,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_t30cY72.png,-0.3,81121,1,Lucas Andrés Mugni,3.4,Lucas Mugni,Bahia,0.0,4,,,1.0,,,,,,,,,,,,,,,,,,
142,7,mayke,5,Mayke,17.1,275,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_VrbLrFd.png,6.0,81150,3,Mayke Rocha de Oliveira,8.24,Mayke,Palmeiras,3.46,2,,3.0,8.0,,1.0,,1.0,,1.0,2.0,,,,,,1.0,,,,,
143,7,alisson,5,Alisson,3.3,276,https://s.sde.globo.com/media/person_role/2022/03/01/14ebdbca4e280cd9dfdb9b7e2148afe0_FORMATO.png,3.04,81845,5,Alisson Euler de Freitas Castro,5.15,Alisson,São Paulo,0.38,4,,6.0,5.0,1.0,3.0,4.0,,,1.0,1.0,1.0,,,,,,,,,,
144,6,joao-ricardo,5,J. Ricardo,0.0,356,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_KgJZuxA.png,0.0,81881,0,João Ricardo Riedi,7.0,João Ricardo,Fortaleza,0.0,1,,,,,,,,,,,,,,,,,,,,,
145,6,henrique-dourado,5,H. Dourado,-0.3,283,https://s.sde.globo.com/media/person_role/2023/04/22/photo_FORMATO_X04virK.png,-0.1,81905,2,José Henrique da Silva Dourado,3.75,Henrique Dourado,Cruzeiro,-0.46,5,,1.0,3.0,,,1.0,,,,1.0,,,,,,,,,,,
146,7,willian-oliveira,5,W. Oliveira,0.0,290,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_9raWzET.png,-0.05,81952,2,Willian Osmar de Oliveira Silva,1.72,Willian Oliveira,Goiás,-0.8,4,,,2.0,,,1.0,,,,,,,,,,,,,,,
147,7,juninho,5,Juninho,4.8,327,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ek7YW7J.png,2.6,82381,5,Adilson dos Anjos Oliveira,6.19,Juninho,América-MG,0.3,4,,6.0,7.0,2.0,2.0,6.0,,,,,1.0,,,,1.0,,,,,,
148,5,tadeu,5,Tadeu,0.0,290,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_jSvkpAL.png,2.17,82453,3,Tadeu Antônio Ferreira,6.48,Tadeu,Goiás,0.0,1,,,,,,1.0,,,,,,10.0,4.0,,,,,,,,
149,3,ze-rafael,5,Z. Rafael,0.6,275,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XlK02hD.png,4.68,82455,5,José Rafael Vivian,10.34,Zé Rafael,Palmeiras,-1.42,4,,13.0,17.0,3.0,1.0,13.0,,,1.0,3.0,,,,,,,,,,,
150,6,otavio,5,Otávio,0.0,282,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,1.77,82463,3,Otávio Henrique Passos Santos,4.5,Otávio,Atlético-MG,0.0,4,,5.0,4.0,1.0,1.0,1.0,,,,2.0,,,,,,,,,,,
151,7,tinga,5,Tinga,11.0,356,https://s.sde.globo.com/media/person_role/2022/05/12/98abba841d176135f9ec02a557177a7f_FORMATO.png,5.42,82628,5,Guilherme de Jesus da Silva,9.62,Tinga,Fortaleza,1.94,2,,13.0,3.0,1.0,1.0,1.0,,,,,1.0,,,,,2.0,,,,,
152,7,marcelo-rangel,5,M. Rangel,2.0,290,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_jsdA8Zf.png,0.0,82730,2,Marcelo Rangel da Rosa,2.72,Marcelo Rangel,Goiás,0.49,1,,,,,,,,,,,,7.0,7.0,,,,,,,,
153,7,paulo-turra,5,P. Turra,8.22,293,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_L21KedQ.png,5.41,82747,5,Paulo César Turra,10.21,Paulo Turra,Athlético-PR,0.74,6,,,,,,,,3.0,,,,,,,,,,,,,
154,6,wellington-rato,5,W. Rato,2.9,276,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_bPEXkEO.png,1.8,82766,5,Wellington Soares da Silva,5.7,Wellington Rato,São Paulo,0.39,4,,5.0,4.0,2.0,1.0,4.0,,,,1.0,,,,,,,,,,,
155,7,mauricio-barbieri,5,M. Barbieri,3.74,267,https://s.sde.globo.com/media/person_role/2021/04/27/1cc4a56a4aefc5902e503c4834666651_FORMATO.png,4.18,82792,5,Maurício Nogueira Barbieri,9.1,Maurício Barbieri,Vasco,-0.16,6,,,,,,,,1.0,,,,,,,,,,,,,
156,7,gabriel,5,Gabriel,0.0,262,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_mbchRWW.png,6.0,83257,4,Gabriel Barbosa Almeida,15.44,Gabriel,Flamengo,0.0,5,,,1.0,6.0,4.0,2.0,2.0,,,3.0,1.0,,,,,,,,,,
157,6,patrick,5,Patrick,4.3,282,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_TvGvJD9.png,2.36,83433,5,Patrick Bezerra do Nascimento,6.63,Patrick,Atlético-MG,0.38,4,,8.0,1.0,,,5.0,,,,,,,,,,,,,,,
158,7,leo-pereira,5,L. Pereira,4.1,262,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_Wclql1X.png,7.84,83528,5,Leonardo Pereira,14.79,Léo Pereira,Flamengo,-0.03,3,,10.0,6.0,,,6.0,2.0,,,,,,,,,2.0,,,,,
159,6,neris,5,Neris,0.0,283,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_U329TT2.png,6.1,83786,1,Hueglo Neris dos Santos,4.0,Neris,Cruzeiro,0.0,3,,1.0,1.0,1.0,,,,,,1.0,,,,,,1.0,,,,,
160,7,tiquinho-soares,5,T. Soares,17.7,263,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TbDAa67.png,11.14,84042,5,Francisco das Chagas Soares dos Santos Meireles,20.4,Tiquinho Soares,Botafogo,3.14,5,,3.0,5.0,1.0,3.0,5.0,5.0,,2.0,2.0,5.0,,,,,,,,,,
161,7,jemerson,5,Jemerson,4.4,282,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_LiuUOj2.png,3.5,84263,5,Jemerson de Jesus Nascimento,8.44,Jemerson,Atlético-MG,0.5,3,,2.0,5.0,1.0,,1.0,,,1.0,,1.0,,,,,2.0,,,,,
162,7,bruno-melo,5,B. Melo,0.0,290,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_FEUiEbp.png,0.77,84339,4,Bruno Ferreira Melo,3.23,Bruno Melo,Goiás,0.0,3,,2.0,3.0,,4.0,3.0,,,,3.0,1.0,,,,,,,,,,
163,6,fernando-sobral,5,F. Sobral,0.0,1371,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_DOXZ9Xn.png,2.45,84428,2,Fernando Pereira do Nascimento,5.33,Fernando Sobral,Cuiabá,0.0,4,,4.0,3.0,,,2.0,,,,,,,,,,,,,,,
164,7,romarinho,5,Romarinho,0.0,356,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_UU97nfg.png,1.0,84523,3,José Romário Silva de Souza,3.47,Romarinho,Fortaleza,0.0,5,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,
165,7,lucas-evangelista,5,L. Evangelista,1.0,280,https://s.sde.globo.com/media/person_role/2022/05/05/175c2911cb392a7305aef49766feb459_FORMATO.png,3.27,84674,4,Lucas Evangelista Santana de Oliveira,5.16,Lucas Evangelista,Bragantino,-0.93,4,,5.0,4.0,1.0,2.0,11.0,,,,,,,,,,,,,,,
166,6,varela,5,Varela,0.0,262,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_M1z2XK5.png,0.0,84816,0,Guillermo Varela Olivera,5.0,Varela,Flamengo,0.0,2,,,,,,,,,,,,,,,,,,,,,
167,6,robson,5,Robson,7.6,294,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_wdF92Dr.png,2.22,84817,4,Robson dos Santos Fernandes,4.55,Robson,Coritiba,1.44,5,,2.0,4.0,1.0,,3.0,,,1.0,,,,,,,,,,,,
168,7,marcos-felipe,5,M. Felipe,2.0,265,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_kJmHr1X.png,3.7,85004,5,Marcos Felipe de Freitas Monteiro,6.49,Marcos Felipe,Bahia,-0.3,1,,,,,,1.0,,,,,,21.0,8.0,,,1.0,,,,,
169,6,vinicius-silvestre,5,V. Silvestre,0.0,275,https://s.sde.globo.com/media/person_role/2022/02/21/6b18b6e2028293647615790cb3edf11f_FORMATO.png,0.0,85083,0,Vinicius Silvestre da Costa,3.0,Vinicius Silvestre,Palmeiras,0.0,1,,,,,,,,,,,,,,,,,,,,,
170,6,cantillo,5,Cantillo,0.0,264,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_XLtLBFc.png,8.9,85315,1,Víctor Danilo Cantillo Jiménez,8.32,Cantillo,Corinthians,0.0,4,,6.0,,1.0,,1.0,,,,,,,,,,,,,,,
171,7,joao-paulo,5,J. Paulo,7.0,277,https://s.sde.globo.com/media/person_role/2022/03/03/9edc82b201e12a2a0b8dba4d87004195_FORMATO.png,4.6,85425,5,João Paulo Silva Martins,11.5,João Paulo,Santos,1.01,1,,,,,,,,,,,,18.0,5.0,,,2.0,,,,,
172,7,alex-santana,5,A. Santana,2.6,293,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_9oyYdIt.png,0.7,85465,2,Alex Paulo Menezes Santana,4.43,Alex Santana,Athlético-PR,0.02,4,,3.0,3.0,1.0,,3.0,,,,1.0,,,,,,,1.0,,,,
173,7,leo,5,Léo,0.6,267,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_upcZmtB.png,0.14,85626,5,Leonardo Pinheiro da Conceição,2.37,Léo,Vasco,-0.07,3,,1.0,5.0,,,2.0,,,,,,,,,,,,,,,
174,7,hyoran,5,Hyoran,10.2,282,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_we4xNWc.png,3.4,85931,5,Hyoran Kaue Dalmoro,6.07,Hyoran,Atlético-MG,2.06,4,,2.0,6.0,2.0,7.0,3.0,1.0,,,1.0,1.0,,,,,,,,,,
