,atletas.media_num,atletas.slug,atletas.jogos_num,atletas.apelido,atletas.foto,atletas.minimo_para_valorizar,atletas.atleta_id,atletas.preco_num,atletas.status_id,atletas.variacao_num,atletas.pontos_num,atletas.nome,atletas.clube_id,atletas.apelido_abreviado,atletas.posicao_id,atletas.clube.id.full.name,atletas.rodada_id,DS,FC,FS,CA,FD,FF,G,PS,SG,I,V,A,FT,CV,DE,GS,DP,PC,PP,GC
102,1.6,vitor-hugo,4,Vitor Hugo,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_HuEb513.png,-0.24,72605,4.82,7,-0.54,-0.6,Vitor Hugo Franchescoli de Souza,265,V. Hugo,3,Bahia,8,6.0,3.0,1.0,1.0,,2.0,,,,,,,,,,,,1.0,,
103,1.38,ceppelini,8,Ceppelini,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_l5sEyLV.png,0.58,72762,3.46,6,-0.14,0.8,Pablo Daniel Ceppelini Gatto,1371,Ceppelini,4,Cuiabá,8,4.0,5.0,9.0,2.0,3.0,2.0,,,,,,,,,,,,,,
104,1.71,luiz-adriano,7,Luiz Adriano,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_SJwFoxe.png,0.11,72772,4.83,7,-0.28,0.0,Luiz Adriano de Souza da Silva,285,L. Adriano,5,Internacional,8,2.0,4.0,2.0,,2.0,2.0,,,,2.0,,,2.0,,,,,,,
105,1.83,fernandinho,4,Fernandinho,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_X6EpiKc.png,1.94,72775,5.65,5,0.0,0.0,Fernando Luiz Rosa,293,Fernandinho,4,Athlético-PR,8,4.0,8.0,6.0,2.0,,,,,,1.0,,1.0,,,,,,1.0,,
106,3.18,mercado,5,Mercado,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_rOFNbA7.png,0.87,72951,5.07,5,0.0,0.0,Gabriel Iván Mercado,285,Mercado,3,Internacional,8,9.0,7.0,2.0,2.0,2.0,1.0,,,1.0,,,,,,,,,,,
107,5.9,daniel-borges,1,Daniel Borges,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_KcG4Ldd.png,7.86,73318,6.39,6,0.0,0.0,Daniel Fortunato Borges,263,D. Borges,2,Botafogo,8,4.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,
108,4.62,samuel-xavier,5,Samuel Xavier,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_GJkHCf2.png,2.84,73384,10.38,7,0.65,4.7,Samuel Xavier Brito,266,S. Xavier,2,Fluminense,8,4.0,3.0,3.0,2.0,2.0,3.0,,,2.0,1.0,,1.0,,,,,,,,
109,1.82,jean-dias,4,Jean Dias,https://s.sde.globo.com/media/person_role/2023/04/10/photo_FORMATO_UU1DWbN.png,0.56,73479,2.96,6,0.0,0.0,Jean Dias da Costa,285,J. Dias,5,Internacional,8,1.0,3.0,4.0,,,,,,,,,1.0,,,,,,,,
110,1.82,bruno-alves,8,Bruno Alves,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_QXt8Pw7.png,0.13,73620,5.88,7,-0.14,0.0,Bruno Fabiano Alves,284,B. Alves,3,Grêmio,8,2.0,5.0,4.0,1.0,1.0,2.0,,,2.0,1.0,,,,,,,,,,
111,0.87,guilherme-marques,3,Guilherme Marques,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_8U4l1F1.png,1.32,73781,2.69,6,0.0,0.0,Guilherme Costa Marques,290,G. Marques,5,Goiás,8,2.0,2.0,,,,1.0,,,,,,,,,,,,,,
112,0.0,rodrigo-caio,1,Rodrigo Caio,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_8nCiWcT.png,5.33,73800,3.97,6,0.0,0.0,Rodrigo Caio Coquette Russo,262,R. Caio,3,Flamengo,8,,,,,,,,,,,,,,,,,,,,
113,6.73,aloisio,7,Aloísio,https://s.sde.globo.com/media/person_role/2022/03/31/a411b722d7d0edc88f871c1a48191dc1_FORMATO.png,0.63,73850,8.61,7,-0.67,0.8,Aloísio dos Santos Gonçalves,327,Aloísio,5,América-MG,8,1.0,11.0,3.0,1.0,4.0,8.0,3.0,,,5.0,,1.0,3.0,,,,,,,
114,1.2,alison,3,Alison,https://s.sde.globo.com/media/person_role/2021/05/04/83ae4938b05e0e1d67ad49af17785e89_FORMATO.png,0.84,73974,3.17,6,0.0,0.0,Alison Lopes Ferreira,277,Alison,4,Santos,8,3.0,,,,,,,,,,,,,,,,,,,
115,0.0,gatito-fernandez,0,Gatito Fernández,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_zKZCWAI.png,11.06,74061,8.0,6,0.0,0.0,Roberto Junior Fernández Torres,263,G. Fernández,1,Botafogo,8,,,,,,,,,,,,,,,,,,,,
116,0.0,lucas-piazon,0,Lucas Piazon,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8iJQEr4.png,5.38,74084,4.0,6,0.0,0.0,Gustavo Lucas Domingues Piazón,263,L. Piazon,4,Botafogo,8,,,,,,,,,,,,,,,,,,,,
117,0.8,william-pottker,4,William Pottker,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_yjb57GF.png,0.79,77809,2.92,6,0.0,0.0,William de Oliveira Pottker,294,W. Pottker,5,Coritiba,8,2.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,
118,1.97,madson,6,Madson,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_UA5MZDv.png,1.1,78077,5.81,2,0.16,1.7,Madson Ferreira dos Santos,293,Madson,2,Athlético-PR,8,3.0,4.0,8.0,1.0,,2.0,,,1.0,2.0,,,,,,,,,,
119,3.98,everaldo,6,Everaldo,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_8pHdjST.png,1.3,78117,8.93,7,-0.95,2.0,Everaldo Stum,265,Everaldo,5,Bahia,8,3.0,9.0,5.0,1.0,4.0,1.0,2.0,,,1.0,,,,,,,,,,
120,4.93,rene,6,Renê,https://s.sde.globo.com/media/person_role/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png,3.7,78445,9.35,7,0.22,6.2,Renê Rodrigues Martins,285,Renê,2,Internacional,8,15.0,4.0,4.0,,,1.0,,,2.0,,,,,,,,,,,
121,3.05,jonathan-cafu,8,Jonathan Cafu,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_7bHRcHm.png,3.0,78580,7.02,7,0.46,5.0,Jonathan Renato Barbosa,1371,J. Cafu,5,Cuiabá,8,9.0,6.0,10.0,1.0,,2.0,,,,2.0,,2.0,,,,,,,,
122,0.0,gabriel,0,Gabriel,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_GUlE7bV.png,8.22,78605,6.0,5,0.0,0.0,Gabriel Girotto Franco,285,Gabriel,4,Internacional,8,,,,,,,,,,,,,,,,,,,,
123,3.8,ramiro,6,Ramiro,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Yl1MU4D.png,1.24,78715,5.62,5,0.0,0.0,Ramiro Moschen Benetti,283,Ramiro,4,Cruzeiro,8,9.0,8.0,,3.0,1.0,4.0,1.0,,,,,1.0,,,,,,,,
124,2.25,reinaldo,4,Reinaldo,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_YOXKUlg.png,3.2,78850,6.87,7,0.89,5.4,Reinaldo Manoel da Silva,284,Reinaldo,2,Grêmio,8,2.0,8.0,2.0,2.0,,,,,1.0,,,1.0,,,,,,,,
125,0.44,thiago-santos,5,Thiago Santos,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_xMjWx6h.png,1.28,78855,2.08,6,0.0,0.0,Thiago dos Santos,266,T. Santos,4,Fluminense,8,4.0,7.0,3.0,2.0,,,,,,,,,,,,,,,,
126,0.0,douglas-borges,0,Douglas Borges,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_33D9G2h.png,3.96,78893,3.0,6,0.0,0.0,Douglas Borges,263,D. Borges,1,Botafogo,8,,,,,,,,,,,,,,,,,,,,
127,0.0,luiz-felipe,0,Luiz Felipe,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_aiqNBl6.png,3.96,79035,3.0,6,0.0,0.0,Luiz Felipe do Nascimento dos Santos,277,L. Felipe,3,Santos,8,,,,,,,,,,,,,,,,,,,,
128,6.0,victor-cuesta,7,Víctor Cuesta,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_iLUMfpx.png,3.26,79113,9.35,7,-0.98,5.4,Víctor Leandro Cuesta,263,V. Cuesta,3,Botafogo,8,8.0,6.0,,5.0,2.0,1.0,1.0,,4.0,,,1.0,1.0,,,,,,,
129,3.21,silvio-romero,7,Silvio Romero,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_So2bREb.png,4.48,79188,6.19,6,1.47,7.6,Silvio Ezequiel Romero,356,S. Romero,5,Fortaleza,8,1.0,5.0,3.0,1.0,,2.0,2.0,,,3.0,,1.0,,,,,,,,
130,1.67,filipe-augusto,4,Filipe Augusto,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_S95pz8G.png,0.25,79268,1.92,6,0.0,0.0,Filipe Augusto Carvalho Souza,1371,F. Augusto,4,Cuiabá,8,8.0,8.0,5.0,,,,,,,,,,,1.0,,,,,,
131,1.04,ricardo-silva,5,Ricardo Silva,https://s.sde.globo.com/media/person_role/2021/06/04/a95541b4ee84849f6e060a780b86704d_FORMATO.png,0.58,79334,2.01,7,0.0,0.0,Ricardo César Dantas da Silva,327,R. Silva,3,América-MG,8,5.0,6.0,4.0,1.0,,,,,,,,,,,,,,,,
132,4.51,cano,8,Cano,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_CKcA05y.png,1.25,79631,14.39,7,-0.21,1.9,Germán Ezequiel Cano,266,Cano,5,Fluminense,8,6.0,5.0,2.0,,4.0,9.0,2.0,,,6.0,,,2.0,,,,,,1.0,
133,2.67,lucas-silva,4,Lucas Silva,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_22BJorG.png,0.92,79701,4.71,6,-0.54,1.4,Lucas Silva Borges,284,L. Silva,4,Grêmio,8,8.0,3.0,4.0,,,,,,,,,,,,,,,,,
134,3.04,ze-roberto,5,Zé Roberto,https://s.sde.globo.com/media/person_role/2023/04/10/photo_220x220_Mzobxer.png,0.68,80076,3.6,6,0.0,0.0,José Roberto Assunção de Araújo Filho,294,Z. Roberto,5,Coritiba,8,2.0,12.0,9.0,2.0,2.0,2.0,1.0,,,1.0,,1.0,,1.0,,,,,,
135,3.08,yago-pikachu,8,Yago Pikachu,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_jUc4EZ2.png,0.49,80196,7.93,6,-0.09,0.6,Glaybson Yago Souza Lisboa,356,Y. Pikachu,4,Fortaleza,8,2.0,4.0,8.0,2.0,2.0,4.0,2.0,,,2.0,,,,,,,,,,
136,4.95,luciano,8,Luciano,https://s.sde.globo.com/media/person_role/2022/03/01/aeb1926a6ddb270206f4ceffcf701d4b_FORMATO.png,2.7,80287,11.81,7,-0.44,4.4,Luciano da Rocha Neves,276,Luciano,5,São Paulo,8,3.0,7.0,13.0,2.0,4.0,5.0,2.0,,,2.0,,2.0,1.0,,,,,,1.0,
137,3.55,lucas-lima,8,Lucas Lima,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_l0JerUa.png,1.35,80583,6.59,2,0.15,2.1,Lucas Rafael Araújo Lima,277,L. Lima,4,Santos,8,13.0,17.0,12.0,2.0,2.0,2.0,,,,1.0,,2.0,,,,,,,,
138,5.76,luan,5,Luan,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_cnIvHfj.png,1.29,80692,7.48,7,-0.48,2.0,Luan Garcia Teixeira,275,Luan,3,Palmeiras,8,5.0,6.0,4.0,,,2.0,1.0,,2.0,,,,1.0,,,,,,,
139,0.0,pedro-geromel,0,Pedro Geromel,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_2mIyND1.png,9.64,80853,7.0,6,0.0,0.0,Pedro Tonon Geromel,284,P. Geromel,3,Grêmio,8,,,,,,,,,,,,,,,,,,,,
140,3.96,jair,8,Jair,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,3.01,81091,8.73,7,0.58,5.0,Jair Rodrigues Júnior,267,Jair,4,Vasco,8,19.0,12.0,25.0,2.0,1.0,1.0,,,,,,,,,,,,,,
141,-0.3,lucas-mugni,1,Lucas Mugni,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_t30cY72.png,4.57,81121,3.4,6,0.0,0.0,Lucas Andrés Mugni,265,L. Mugni,4,Bahia,8,,1.0,,,,,,,,,,,,,,,,,,
142,4.53,mayke,6,Mayke,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_VrbLrFd.png,0.12,81150,6.41,6,-1.02,0.0,Mayke Rocha de Oliveira,275,Mayke,2,Palmeiras,8,7.0,10.0,,2.0,,1.0,1.0,,2.0,,,1.0,,,,,,,,
143,3.64,alisson,8,Alisson,https://s.sde.globo.com/media/person_role/2022/03/01/14ebdbca4e280cd9dfdb9b7e2148afe0_FORMATO.png,6.49,81845,6.84,6,1.85,11.1,Alisson Euler de Freitas Castro,276,Alisson,4,São Paulo,8,13.0,8.0,7.0,1.0,1.0,3.0,,,,1.0,,2.0,,,,,,,,
144,4.83,joao-ricardo,3,João Ricardo,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_KgJZuxA.png,3.27,81881,6.57,7,1.24,5.5,João Ricardo Riedi,356,J. Ricardo,1,Fortaleza,8,,,1.0,1.0,,,,,2.0,,,,,,7.0,2.0,,,,
145,2.92,henrique-dourado,5,Henrique Dourado,https://s.sde.globo.com/media/person_role/2023/04/22/photo_FORMATO_X04virK.png,1.9,81905,5.12,6,0.21,3.1,José Henrique da Silva Dourado,283,H. Dourado,5,Cruzeiro,8,3.0,10.0,6.0,1.0,1.0,4.0,1.0,,,4.0,,,,,,,,,,
146,1.02,willian-oliveira,5,Willian Oliveira,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_9raWzET.png,1.59,81952,2.27,7,0.05,2.6,Willian Osmar de Oliveira Silva,290,W. Oliveira,4,Goiás,8,3.0,9.0,8.0,1.0,1.0,,,,,,,,,,,,,,,
147,1.89,juninho,8,Juninho,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ek7YW7J.png,0.12,82381,5.18,6,-0.26,0.0,Adilson dos Anjos Oliveira,327,Juninho,4,América-MG,8,8.0,8.0,6.0,,2.0,2.0,,1.0,,1.0,,,,,,,,,,
148,2.1,tadeu,5,Tadeu,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_jSvkpAL.png,1.26,82453,5.47,7,0.02,2.0,Tadeu Antônio Ferreira,290,Tadeu,1,Goiás,8,,,1.0,,,,,,,,,,,,17.0,7.0,,,,
149,3.73,ze-rafael,7,Zé Rafael,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XlK02hD.png,0.39,82455,9.44,7,-0.47,0.4,José Rafael Vivian,275,Z. Rafael,4,Palmeiras,8,15.0,21.0,16.0,3.0,3.0,1.0,,,,,,1.0,,,,,,,,
150,1.77,otavio,3,Otávio,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,1.53,82463,4.5,6,0.0,0.0,Otávio Henrique Passos Santos,282,Otávio,4,Atlético-MG,8,5.0,4.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,
151,5.67,tinga,7,Tinga,https://s.sde.globo.com/media/person_role/2022/05/12/98abba841d176135f9ec02a557177a7f_FORMATO.png,6.33,82628,10.05,7,1.84,10.8,Guilherme de Jesus da Silva,356,Tinga,2,Fortaleza,8,19.0,5.0,3.0,,1.0,1.0,,,3.0,1.0,,,,,,,,,,
152,0.0,marcelo-rangel,3,Marcelo Rangel,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_jsdA8Zf.png,0.69,82730,2.34,6,0.0,0.0,Marcelo Rangel da Rosa,290,M. Rangel,1,Goiás,8,,,,,,,,,,,,,,,8.0,8.0,,,,
153,5.17,paulo-turra,8,Paulo Turra,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_L21KedQ.png,2.4,82747,10.09,7,0.28,3.89,Paulo César Turra,293,P. Turra,6,Athlético-PR,8,,,,,,,,,,,4.0,,,,,,,,,
154,2.82,wellington-rato,8,Wellington Rato,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_bPEXkEO.png,-0.42,82766,5.89,7,-1.72,-1.0,Wellington Soares da Silva,276,W. Rato,4,São Paulo,8,8.0,5.0,5.0,2.0,2.0,2.0,,,,,,2.0,,,,,,,,
155,3.83,mauricio-barbieri,8,Maurício Barbieri,https://s.sde.globo.com/media/person_role/2021/04/27/1cc4a56a4aefc5902e503c4834666651_FORMATO.png,1.39,82792,8.86,7,-0.34,2.15,Maurício Nogueira Barbieri,267,M. Barbieri,6,Vasco,8,,,,,,,,,,,1.0,,,,,,,,,
156,6.39,gabriel,7,Gabriel,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_mbchRWW.png,4.66,83257,14.85,7,0.99,7.8,Gabriel Barbosa Almeida,262,Gabriel,5,Flamengo,8,2.0,3.0,7.0,4.0,8.0,8.0,3.0,,,3.0,,1.0,1.0,,,,,,1.0,
157,2.11,patrick,8,Patrick,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_TvGvJD9.png,0.81,83433,6.05,2,0.0,1.2,Patrick Bezerra do Nascimento,282,Patrick,4,Atlético-MG,8,12.0,1.0,6.0,1.0,,1.0,,,,,,,,,,,,,,
158,7.12,leo-pereira,8,Léo Pereira,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_Wclql1X.png,0.51,83528,14.41,6,-2.27,0.5,Leonardo Pereira,262,L. Pereira,3,Flamengo,8,13.0,6.0,9.0,1.0,,1.0,3.0,,3.0,1.0,,,,,,,,,,
159,6.1,neris,1,Neris,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_U329TT2.png,4.44,83786,4.0,6,0.0,0.0,Hueglo dos Santos Neris,283,Neris,3,Cruzeiro,8,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,
160,10.99,tiquinho-soares,7,Tiquinho Soares,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TbDAa67.png,7.52,84042,19.97,6,0.0,0.0,Francisco das Chagas Soares dos Santos Meireles,263,T. Soares,5,Botafogo,8,5.0,10.0,14.0,3.0,1.0,8.0,6.0,,,7.0,,3.0,,,,,,,,
161,3.0,jemerson,7,Jemerson,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_LiuUOj2.png,0.2,84263,7.45,7,-0.85,0.1,Jemerson de Jesus Nascimento,282,Jemerson,3,Atlético-MG,8,2.0,10.0,3.0,1.0,1.0,,,,3.0,1.0,,1.0,,,,,,,,
162,3.47,bruno-melo,7,Bruno Melo,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_FEUiEbp.png,0.84,84339,4.75,7,-1.11,1.2,Bruno Ferreira Melo,290,B. Melo,3,Goiás,8,6.0,4.0,4.0,3.0,1.0,4.0,2.0,,,1.0,,,,,,,,1.0,,
163,7.24,fernando-sobral,5,Fernando Sobral,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_DOXZ9Xn.png,8.63,84428,8.59,7,1.78,14.8,Fernando Pereira do Nascimento,1371,F. Sobral,4,Cuiabá,8,14.0,7.0,11.0,1.0,2.0,2.0,1.0,,,,,1.0,,,,,,,,
164,1.24,romarinho,5,Romarinho,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_UU97nfg.png,1.28,84523,3.28,6,0.0,0.0,José Romário Silva de Souza,356,Romarinho,5,Fortaleza,8,,1.0,5.0,,2.0,2.0,,,,,,,,,,,,,,
165,4.95,lucas-evangelista,7,Lucas Evangelista,https://s.sde.globo.com/media/person_role/2022/05/05/175c2911cb392a7305aef49766feb459_FORMATO.png,3.26,84674,7.18,7,-0.14,5.4,Lucas Evangelista Santana de Oliveira,280,L. Evangelista,4,Bragantino,8,11.0,7.0,17.0,,1.0,5.0,,,,1.0,,2.0,,,,,,,,
166,0.0,varela,0,Varela,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_M1z2XK5.png,6.8,84816,5.0,2,0.0,0.0,Guillermo Varela Olivera,262,Varela,2,Flamengo,8,,,,,,,,,,,,,,,,,,,,
167,5.64,robson,7,Robson,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_wdF92Dr.png,5.25,84817,7.26,7,0.59,8.9,Robson dos Santos Fernandes,294,Robson,5,Coritiba,8,9.0,12.0,5.0,1.0,1.0,1.0,3.0,,,2.0,,1.0,,,,,,,,
168,2.19,marcos-felipe,8,Marcos Felipe,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_kJmHr1X.png,-1.01,85004,5.2,7,-0.95,-2.0,Marcos Felipe de Freitas Monteiro,265,M. Felipe,1,Bahia,8,,,1.0,,,,,,1.0,,,,,,26.0,14.0,,,,
169,0.0,vinicius-silvestre,0,Vinicius Silvestre,https://s.sde.globo.com/media/person_role/2022/02/21/6b18b6e2028293647615790cb3edf11f_FORMATO.png,3.96,85083,3.0,6,0.0,0.0,Vinicius Silvestre da Costa,275,V. Silvestre,1,Palmeiras,8,,,,,,,,,,,,,,,,,,,,
170,8.9,cantillo,1,Cantillo,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_XLtLBFc.png,10.14,85315,8.32,6,0.0,0.0,Víctor Danilo Cantillo Jiménez,264,Cantillo,4,Corinthians,8,6.0,,1.0,,1.0,,,,,,,,,,,,,,,
171,6.06,joao-paulo,8,João Paulo,https://s.sde.globo.com/media/person_role/2022/03/03/9edc82b201e12a2a0b8dba4d87004195_FORMATO.png,3.05,85425,12.54,7,-0.01,5.0,João Paulo Silva Martins,277,J. Paulo,1,Santos,8,,,1.0,,,,,,4.0,,,,,,35.0,7.0,,,,
172,0.92,alex-santana,4,Alex Santana,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_9oyYdIt.png,0.1,85465,3.86,6,-0.41,0.0,Alex Paulo Menezes Santana,293,A. Santana,4,Athlético-PR,8,3.0,4.0,5.0,1.0,1.0,2.0,,,,,,,,1.0,,,,,,
173,0.1,leo,8,Léo,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_upcZmtB.png,0.1,85626,2.0,7,-0.2,0.0,Leonardo Pinheiro da Conceição,267,Léo,3,Vasco,8,2.0,7.0,3.0,1.0,,,,,,,,,,,,,,,,
174,4.46,hyoran,8,Hyoran,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_we4xNWc.png,2.27,85931,6.59,7,-0.36,3.7,Hyoran Kaue Dalmoro,282,Hyoran,4,Atlético-MG,8,10.0,15.0,7.0,2.0,2.0,8.0,2.0,,,1.0,,,1.0,,,,,1.0,,
175,2.6,gustavo-sauer,2,Gustavo Sauer,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_plrV8jg.png,3.04,85993,2.76,6,0.0,0.0,Gustavo Affonso Sauerbeck,263,G. Sauer,5,Botafogo,8,3.0,2.0,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,
176,0.45,wanderson,2,Wanderson,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_b5qzoWm.png,0.78,86143,2.91,7,0.2,1.2,Wanderson Santos Pereira,327,Wanderson,3,América-MG,8,1.0,1.0,,,,,,,,,,,,,,,,,,
177,2.47,ale,7,Alê,https://s.sde.globo.com/media/person_role/2022/02/24/4b65fc3f258e926df6bf12c3abbfa9a0_FORMATO.png,0.14,86388,5.81,6,-0.17,0.0,Alexandre Egea,327,Alê,4,América-MG,8,7.0,11.0,6.0,2.0,,4.0,1.0,,,,,,,,,,,,,
178,4.41,sander,8,Sander,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_klsEyT2.png,0.91,86391,8.89,7,0.05,1.3,Sander Henrique Bortolotto,290,Sander,2,Goiás,8,17.0,12.0,20.0,,3.0,,,,,1.0,,1.0,,,,,,,,
179,0.55,victor-luis,6,Victor Luis,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_cjqZYOH.png,0.62,86410,2.44,6,-0.03,0.9,Victor Luis Chuab Zamblauskas,294,V. Luis,2,Coritiba,8,5.0,5.0,4.0,1.0,,1.0,,,,,,,,,,,,,,1.0
180,-0.63,keno,3,Keno,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_RDEOJLs.png,0.79,86485,2.6,5,0.0,0.0,Marcos da Silva França,266,Keno,5,Fluminense,8,1.0,5.0,1.0,2.0,,,,,,1.0,,,,,,,,,,
181,0.0,jandrei,0,Jandrei,https://s.sde.globo.com/media/person_role/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png,6.8,86508,5.0,5,0.0,0.0,Jandrei Chitolina Carniel,276,Jandrei,1,São Paulo,8,,,,,,,,,,,,,,,,,,,,
182,3.74,tche-tche,8,Tchê Tchê,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_FytIYxJ.png,0.74,86686,8.43,7,-0.63,1.0,Danilo das Neves Pinheiro,263,T. Tchê,4,Botafogo,8,9.0,12.0,9.0,,3.0,2.0,1.0,,,,,1.0,,,,,,,,
183,4.75,richard-coelho,4,Richard Coelho,https://s.sde.globo.com/media/person_role/2023/03/14/photo_220x220_hWLUIMn.png,1.86,86711,9.02,6,0.0,0.0,Richard Cândido Coelho,283,R. Coelho,4,Cruzeiro,8,13.0,5.0,7.0,2.0,1.0,3.0,,,,2.0,,,,,,,,,,
184,4.66,everton,8,Everton,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_EcaScZP.png,0.85,86757,7.83,6,-0.72,1.2,Everton Sousa Soares,262,Everton,5,Flamengo,8,7.0,6.0,6.0,1.0,6.0,7.0,,1.0,,1.0,,3.0,,,,,,,,
185,4.57,danilo-barbosa,3,Danilo Barbosa,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_6wIsdHM.png,4.74,86777,6.37,5,0.0,0.0,Danilo Barbosa da Silva,263,D. Barbosa,4,Botafogo,8,3.0,4.0,5.0,,,1.0,1.0,,,,,,,,,,,,,
186,1.88,rodrigo-pinho,5,Rodrigo Pinho,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_28kb8HP.png,1.39,86799,3.58,6,0.0,0.0,Rodrigo Cunha Pereira de Pinho,294,R. Pinho,5,Coritiba,8,2.0,2.0,4.0,,2.0,4.0,,,,,,,,,,,,,,
187,4.7,boschilia,6,Boschilia,https://s.sde.globo.com/media/person_role/2022/08/12/8bbade4dbabca44eb3eda2767deda745_FORMATO.png,4.03,86841,6.92,7,0.98,6.8,Gabriel Boschilia,294,Boschilia,4,Coritiba,8,6.0,3.0,7.0,1.0,2.0,5.0,1.0,,,,,1.0,,,,,,,,
188,0.47,jose-welison,3,José Welison,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_Sq4MDcU.png,-0.25,86859,2.71,6,-0.69,-0.6,José Welison da Silva,356,J. Welison,4,Fortaleza,8,2.0,5.0,1.0,,,,,,,,,,,,,,,,,
