,atletas.media_num,atletas.slug,atletas.jogos_num,atletas.apelido,atletas.foto,atletas.minimo_para_valorizar,atletas.atleta_id,atletas.preco_num,atletas.status_id,atletas.variacao_num,atletas.pontos_num,atletas.nome,atletas.clube_id,atletas.apelido_abreviado,atletas.posicao_id,atletas.clube.id.full.name,atletas.rodada_id,DS,FC,FS,CA,FD,FF,G,PS,SG,I,V,A,FT,CV,DE,GS,DP,PC,PP,GC
13,3.31,vagner-mancini,8,Vagner Mancini,https://s.sde.globo.com/media/person_role/2021/04/28/5745220dd2c869e1f9de357e41902989_FORMATO.png,0.74,39850,6.43,7,-0.6,1.03,Vagner Carmo Mancini,327,V. Mancini,6,América-MG,8,,,,,,,,,,,1.0,,,,,,,,,
14,6.34,dorival-junior,7,Dorival Júnior,https://s.sde.globo.com/media/person_role/2023/04/20/photo_FORMATO_Lo29Wew.png,3.72,40990,11.19,7,-0.08,6.15,Dorival Silvestre Júnior,276,D. Júnior,6,São Paulo,8,,,,,,,,,,,4.0,,,,,,,,,
15,4.33,vanderlei-luxemburgo,5,Vanderlei Luxemburgo,https://s.sde.globo.com/media/person_role/2023/05/02/photo_FORMATO_53uYX2K.png,5.29,41327,7.39,7,1.54,9.0,Vanderlei Luxemburgo da Silva,264,V. Luxemburgo,6,Corinthians,8,,,,,,,,,,,1.0,,,,,,,,,
16,5.29,renato-gaucho,8,Renato Gaúcho,https://s.sde.globo.com/media/person_role/2021/07/12/a1f0a8f108ede4bf4ca2033148bcb547_FORMATO.png,2.97,41929,12.11,7,0.0,4.86,Renato Portaluppi,284,R. Gaúcho,6,Grêmio,8,,,,,,,,,,,4.0,,,,,,,,,
17,4.2,willian,4,Willian,https://s.sde.globo.com/media/person_role/2023/03/29/photo_FORMATO.png,0.12,42116,5.44,6,-0.26,0.0,Willian Gomes de Siqueira,293,Willian,5,Athlético-PR,8,,,,,,1.0,2.0,,,,,,,,,,,,,
18,1.51,cassio,8,Cássio,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_uEoWXC8.png,6.4,42234,7.63,7,2.14,11.0,Cássio Roberto Ramos,264,Cássio,1,Corinthians,8,,,2.0,2.0,,,,,1.0,,,,,,21.0,12.0,,1.0,,
19,4.37,fagner,7,Fagner,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_T3I37Ma.png,5.86,42500,8.77,6,1.85,10.0,Fagner Conserva Lemos,264,Fagner,2,Corinthians,8,12.0,4.0,8.0,2.0,,3.0,,,1.0,,,1.0,1.0,,,,,,,
20,0.0,alexandre-pato,0,Alexandre Pato,https://s.sde.globo.com/media/person_role/2023/05/26/photo_FORMATO_44OJR08.png,0.1,49675,5.0,6,0.0,0.0,Alexandre Rodrigues da Silva,276,A. Pato,5,São Paulo,8,,,,,,,,,,,,,,,,,,,,
21,5.0,david-braz,3,David Braz,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_kZuG4sE.png,3.35,50317,6.48,6,0.0,0.0,David Braz de Oliveira Filho,266,D. Braz,3,Fluminense,8,,,,,,,,,3.0,,,,,,,,,,,
22,0.0,alan-kardec,0,Alan Kardec,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_CFMe31N.png,8.22,50347,6.0,6,0.0,0.0,Alan Kardec de Sousa Pereira Júnior,282,A. Kardec,5,Atlético-MG,8,,,,,,,,,,,,,,,,,,,,
23,5.25,titi,7,Titi,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_swipUAZ.png,4.27,50353,7.99,7,0.44,7.2,Christian Chagas Tarouco,356,Titi,3,Fortaleza,8,11.0,5.0,8.0,1.0,1.0,1.0,,,4.0,,,,,,,,,,,
24,3.61,emerson-avila,8,Emerson Ávila,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_dFLXQrB.png,1.4,50456,6.23,7,-0.12,2.17,Emerson Rodrigues Ávila,290,E. Ávila,6,Goiás,8,,,,,,,,,,,2.0,,,,,,,,,
25,0.6,henrique,5,Henrique,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_nAVtfcZ.png,0.62,50856,2.71,7,0.15,0.9,Henrique Adriano Buss,294,Henrique,3,Coritiba,8,3.0,6.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
26,2.68,apodi,4,Apodi,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_B149DKg.png,0.12,51042,4.9,6,-0.94,0.0,Luiz Diallison de Souza Alves,290,Apodi,2,Goiás,8,1.0,,1.0,,1.0,,1.0,,,2.0,,,,,,,,,,
27,1.87,walter,8,Walter,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_byoeISo.png,0.14,51413,4.51,7,-1.74,0.0,Walter Leandro Capeloza Artune,1371,Walter,1,Cuiabá,8,,,,1.0,,,,,1.0,,,,,,24.0,13.0,,,,
28,0.42,giuliano,6,Giuliano,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_ir8HBOO.png,0.1,51548,2.46,6,-0.26,0.0,Giuliano Victor de Paula,264,Giuliano,4,Corinthians,8,2.0,4.0,3.0,1.0,,1.0,,,,,,,,,,,,,,
29,5.22,everton-ribeiro,5,Everton Ribeiro,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_SWdtKkm.png,1.2,51772,10.66,5,0.0,0.0,Everton Augusto de Barros Ribeiro,262,E. Ribeiro,4,Flamengo,8,6.0,4.0,8.0,,2.0,1.0,1.0,,,1.0,,1.0,,,,,,,,
30,4.7,rever,1,Réver,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_TbZoSBd.png,5.97,52253,4.42,6,0.0,0.0,Réver Humberto Alves Araújo,282,Réver,3,Atlético-MG,8,,1.0,,1.0,,,,,1.0,,,,,,,,,,,
31,5.9,david-luiz,4,David Luiz,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_8l0cfjh.png,2.25,52827,7.28,7,-1.09,3.7,David Luiz Moreira Marinho,262,D. Luiz,3,Flamengo,8,4.0,5.0,1.0,1.0,1.0,2.0,1.0,,1.0,,,1.0,,,,,,,,
32,2.27,alex-teixeira,8,Alex Teixeira,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_95Ip8xR.png,0.54,60793,5.67,2,0.0,0.7,Alex Teixeira Santos,267,A. Teixeira,4,Vasco,8,3.0,13.0,6.0,,3.0,3.0,,,,5.0,,2.0,,,,,,,,
33,1.72,felipe-azevedo,8,Felipe Azevedo,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_cX2MCU4.png,0.13,60825,3.88,7,-1.02,0.0,Felipe Azevedo dos Santos,327,F. Azevedo,5,América-MG,8,1.0,6.0,5.0,,2.0,2.0,1.0,,,1.0,,,,,,,,,,
34,0.0,uendel,0,Uendel,https://s.sde.globo.com/media/person_role/2022/02/23/80aa17d4669a6357c0620eb0988e839e_FORMATO.png,5.38,60852,4.0,6,0.0,0.0,Uendel Pereira Gonçalves,1371,Uendel,2,Cuiabá,8,,,,,,,,,,,,,,,,,,,,
35,-0.1,cicinho,1,Cicinho,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_o4R14ec.png,3.56,61106,2.72,6,0.0,0.0,Neuciano de Jesus Gusmão,265,Cicinho,2,Bahia,8,1.0,1.0,,1.0,,,,,,,,,,,,,,,,
36,5.3,gilberto,8,Gilberto,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_JtLzuBr.png,2.65,61188,9.38,7,0.48,4.3,Gilberto Oliveira Souza Júnior,283,Gilberto,5,Cruzeiro,8,5.0,10.0,5.0,2.0,4.0,13.0,3.0,,,3.0,,,,,,,,,,
37,8.0,alan,1,Alan,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_cj8zcro.png,5.98,62969,5.29,6,0.0,0.0,Alan Douglas Borges de Carvalho,266,Alan,5,Fluminense,8,,,,,,,1.0,,,,,,,,,,,,,
38,5.92,ganso,8,Ganso,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_PmRYkjX.png,1.16,62977,11.62,7,-0.19,1.7,Paulo Henrique Chagas de Lima,266,Ganso,4,Fluminense,8,6.0,1.0,14.0,,2.0,,2.0,,,,,3.0,,,,,,,,
39,3.3,marcos-rocha,2,Marcos Rocha,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_OnxH8aq.png,1.2,63013,5.12,7,-1.14,1.9,Marcos Luis Rocha Aquino,275,M. Rocha,2,Palmeiras,8,5.0,3.0,3.0,,,,,,,,,,,,,,,,,
40,2.43,willian-farias,3,Willian Farias,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_FaZq8Ny.png,1.76,63058,3.8,6,0.0,0.0,Willian Roberto Farias,294,W. Farias,4,Coritiba,8,6.0,3.0,4.0,1.0,,,,,,,,,,,,,,,,
41,2.47,edenilson,7,Edenílson,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_Nf8iNxS.png,2.93,63289,5.69,7,0.0,0.0,Edenílson Andrade dos Santos,282,Edenílson,4,Atlético-MG,8,9.0,4.0,3.0,,1.0,,,,,,,1.0,,,,,,,,
42,1.86,rodrigo-moledo,5,Rodrigo Moledo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_oiE27eL.png,3.94,63354,3.93,7,1.34,6.7,Rodrigo Modesto da Silva Moledo,285,R. Moledo,3,Internacional,8,4.0,2.0,2.0,2.0,1.0,,,,1.0,1.0,,,,,,,,,,
43,3.35,alan-patrick,7,Alan Patrick,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_M6Icp8o.png,0.95,68685,9.13,7,-0.86,1.4,Alan Patrick Lourenço,285,A. Patrick,4,Internacional,8,3.0,5.0,15.0,1.0,2.0,3.0,,,,,,2.0,,,,,,,,
44,5.64,eduardo,8,Eduardo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5IMT6Pl.png,5.03,68708,14.08,7,1.41,8.5,Carlos Eduardo de Oliveira Alves,263,Eduardo,4,Botafogo,8,6.0,13.0,18.0,2.0,,1.0,2.0,,,,,3.0,1.0,,,,,,,
45,2.2,dodo,1,Dodô,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_qpaSZSL.png,4.95,68727,3.94,6,0.0,0.0,José Rodolfo Pires Ribeiro,282,Dodô,2,Atlético-MG,8,1.0,,2.0,,,,,,,,,,,,,,,,,
46,2.0,camacho,4,Camacho,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_F7E95Uy.png,1.6,68770,2.9,7,0.17,2.6,Guilherme de Aguiar Camacho,277,Camacho,4,Santos,8,9.0,9.0,2.0,1.0,,,,,,1.0,,,,,,,,,,
47,1.45,henrique-almeida,2,Henrique Almeida,https://s.sde.globo.com/media/person_role/2022/02/25/f952435e80bcd6628e6480a7ad0ed047_FORMATO.png,0.82,68773,4.23,6,0.0,0.0,Henrique Almeida Caixeta Nascentes,327,H. Almeida,5,América-MG,8,,3.0,,,,1.0,,,,,,,1.0,,,,,,,
48,0.0,marcelo-lomba,0,Marcelo Lomba,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_3F3hUdw.png,11.06,68872,8.0,6,0.0,0.0,Marcelo Lomba do Nascimento,275,M. Lomba,1,Palmeiras,8,,,,,,,,,,,,,,,,,,,,
49,1.43,wellington-silva,7,Wellington Silva,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_blUyoXI.png,1.37,68895,3.48,7,0.37,2.2,Wellington Alves da Silva,1371,W. Silva,5,Cuiabá,8,5.0,3.0,8.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,
50,0.0,diego-souza,0,Diego Souza,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_rWsMyzy.png,9.64,68911,7.0,6,0.0,0.0,Diego Souza de Andrade,284,D. Souza,5,Grêmio,8,,,,,,,,,,,,,,,,,,,,
51,3.96,vinicius,5,Vinicius,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_ARVnYib.png,1.46,68917,7.92,6,0.0,0.0,Vinicius Santos Silva,290,Vinicius,5,Goiás,8,8.0,4.0,6.0,1.0,4.0,6.0,,,,2.0,,,,,,,,,,
52,6.48,dudu,8,Dudu,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_dKDb4Xe.png,5.91,68920,16.0,7,1.3,10.0,Eduardo Pereira Rodrigues,275,Dudu,5,Palmeiras,8,3.0,2.0,19.0,,4.0,7.0,2.0,,,,,2.0,1.0,,,,,,,
53,1.34,gil,8,Gil,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_qHWEwAj.png,3.89,68923,4.81,3,1.11,6.6,Carlos Gilberto do Nascimento Silva,264,Gil,3,Corinthians,8,7.0,10.0,1.0,3.0,1.0,2.0,,,1.0,,,,,,,,,,,
54,4.56,rafael,8,Rafael,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_5tYCknN.png,1.3,68928,8.16,7,-0.09,2.0,Rafael Pires Monteiro,276,Rafael,1,São Paulo,8,,,1.0,,,,,,3.0,,,,,,28.0,7.0,,,,
55,4.47,rafael-cabral,8,Rafael Cabral,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_tTstlht.png,-0.39,68940,9.67,7,-0.48,-1.0,Rafael Cabral Barbosa,283,R. Cabral,1,Cruzeiro,8,1.0,,1.0,1.0,,,,,3.0,,,,,,27.0,7.0,,,,
56,3.35,luciano-castan,8,Luciano Castán,https://s.sde.globo.com/media/person_role/2023/03/22/photo_220x220.png,0.16,68942,5.77,7,-0.77,0.0,Luciano Castán da Silva,283,L. Castán,3,Cruzeiro,8,8.0,6.0,6.0,1.0,1.0,1.0,,,3.0,,,,,,,,,,,
57,0.67,marinho,4,Marinho,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_eiyBkCZ.png,0.78,68952,2.92,6,0.0,0.0,Mário Sérgio Santos Costa,262,Marinho,5,Flamengo,8,2.0,2.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,
58,3.88,lucas-sasha,6,Lucas Sasha,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_xTyetz3.png,3.64,68991,7.22,7,0.0,0.0,Lucas Pacheco Affini,356,L. Sasha,4,Fortaleza,8,19.0,10.0,6.0,1.0,,2.0,,,,1.0,,,,,,,,,,
59,0.0,joao-carlos,0,João Carlos,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_uMDsJVm.png,3.96,69010,3.0,6,0.0,0.0,João Carlos Heidemann,1371,J. Carlos,1,Cuiabá,8,,,,,,,,,,,,,,,,,,,,
60,3.25,santos,6,Santos,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_4U42mWk.png,5.84,69012,9.47,6,0.0,0.0,Aderbar Melo dos Santos Neto,262,Santos,1,Flamengo,8,,,1.0,,,,,,2.0,,,,,,17.0,8.0,,,,
61,2.65,manoel,4,Manoel,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_epjDNmT.png,2.11,69014,5.6,7,0.0,0.0,Manoel Messias Silva Carvalho,266,Manoel,3,Fluminense,8,2.0,1.0,1.0,1.0,,,,,2.0,,,,,,,,,1.0,,
62,0.0,marcelo-cirino,0,Marcelo Cirino,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7POtFfh.png,6.8,69022,5.0,5,0.0,0.0,Marcelo Cirino da Silva,293,M. Cirino,5,Athlético-PR,8,,,,,,,,,,,,,,,,,,,,
63,3.47,antonio-carlos-zago,6,Antônio Carlos Zago,https://s.sde.globo.com/media/person_role/2023/05/10/photo_FORMATO_QhbNvRM.png,1.39,69029,5.91,7,-0.07,2.18,Antônio Carlos Zago,294,A. Zago,6,Coritiba,8,,,,,,,,,,,,,,,,,,,,
64,2.1,paulinho,4,Paulinho,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_6LHiiMD.png,2.76,69034,4.5,5,0.0,0.0,José Paulo Bezerra Maciel Júnior,264,Paulinho,4,Corinthians,8,6.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,
65,0.0,vladimir,0,Vladimir,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_nxWv2qc.png,5.38,69040,4.0,6,0.0,0.0,Vladimir Orlando Cardoso de Araújo Filho,277,Vladimir,1,Santos,8,,,,,,,,,,,,,,,,,,,,
66,0.0,danilo-fernandes,0,Danilo Fernandes,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_JIPzPHq.png,6.8,69051,5.0,6,0.0,0.0,Danilo Fernandes Batista,265,D. Fernandes,1,Bahia,8,,,,,,,,,,,,,,,,,,,,
67,2.52,vargas,5,Vargas,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_yFYmdoD.png,2.71,69102,5.22,6,0.0,0.0,Eduardo Jesús Vargas Rojas,282,Vargas,5,Atlético-MG,8,3.0,4.0,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,
68,5.0,pablo,8,Pablo,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_jLJg754.png,1.61,69138,11.51,7,-0.03,2.5,Pablo Felipe Teixeira,293,Pablo,5,Athlético-PR,8,10.0,8.0,9.0,2.0,3.0,8.0,1.0,,,1.0,,2.0,,,,,,,,
69,0.0,pablo,0,Pablo,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_PlvYQAE.png,6.8,69165,5.0,6,0.0,0.0,Pablo Nascimento Castro,262,Pablo,3,Flamengo,8,,,,,,,,,,,,,,,,,,,,
70,0.5,sidimar,4,Sidimar,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_o9GWoGq.png,0.43,69189,1.76,6,0.0,0.0,Sidimar Fernando Cigolini,290,Sidimar,3,Goiás,8,2.0,4.0,4.0,1.0,1.0,2.0,,,,,,,,,,,,,,1.0
71,7.17,luis-suarez,6,Luis Suárez,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_f8gCuyP.png,10.47,69318,14.9,7,0.0,0.0,Luis Alberto Suárez Díaz,284,L. Suárez,5,Grêmio,8,4.0,7.0,15.0,1.0,8.0,6.0,2.0,,,6.0,,1.0,1.0,,,,,,1.0,
72,0.0,aranguiz,0,Aránguiz,https://s.sde.globo.com/media/person_role/2023/04/02/photo_220x220_AyFyEWO.png,13.9,69325,10.0,6,0.0,0.0,Charles Mariano Aránguiz Sandoval,285,Aránguiz,4,Internacional,8,,,,,,,,,,,,,,,,,,,,
73,2.78,vidal,5,Vidal,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_dBcN4Gz.png,2.57,69375,6.36,6,0.0,0.0,Arturo Erasmo Vidal Pardo,262,Vidal,4,Flamengo,8,5.0,4.0,5.0,2.0,2.0,4.0,,,,,,,1.0,,,,,,,
74,0.3,nikao,5,Nikão,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_k90QI3t.png,1.49,69705,3.48,6,0.0,0.0,Maycon Vinícius Ferreira da Cruz,283,Nikão,4,Cruzeiro,8,2.0,4.0,3.0,1.0,,,,,,2.0,,,,,,,,,,
75,-1.0,fellipe-bastos,1,Fellipe Bastos,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_2gvVYzL.png,-0.48,70116,3.3,6,-1.7,-1.0,Fellipe Ramos Ignez Bastos,290,F. Bastos,4,Goiás,8,,,,1.0,,,,,,,,,,,,,,,,
76,3.9,rafael,4,Rafael,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_yi6UvNz.png,4.39,70171,5.45,6,0.0,0.0,Rafael Pereira da Silva,263,Rafael,2,Botafogo,8,12.0,6.0,2.0,,,,,,1.0,,,,,1.0,,,,,,
77,2.7,fabio,3,Fábio,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ZWCqzu8.png,0.57,70172,4.29,2,-0.09,0.8,Fábio Pereira da Silva,284,Fábio,2,Grêmio,8,2.0,2.0,1.0,,,1.0,,,,,,1.0,,,,,,,,
78,1.72,bruno-uvini,5,Bruno Uvini,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Lz9yPNA.png,4.97,70221,3.81,7,1.72,8.5,Bruno Uvini,284,B. Uvini,3,Grêmio,8,2.0,1.0,3.0,2.0,,,1.0,,,,,,,,,,,1.0,,
79,5.19,eduardo-sasha,8,Eduardo Sasha,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_c4X4NEA.png,3.57,70360,10.79,7,-0.26,5.9,Eduardo Colcenti Antunes,280,E. Sasha,5,Bragantino,8,4.0,5.0,10.0,2.0,1.0,3.0,3.0,,,4.0,,1.0,1.0,,,,,,,
80,1.14,gabriel,7,Gabriel,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ovYbvXA.png,0.12,70449,3.25,7,-0.33,0.0,Gabriel Vasconcelos Ferreira - Vasconcellos,294,Gabriel,1,Coritiba,8,,,,2.0,,,,,,,,,,,25.0,15.0,,,,
81,3.74,marllon,8,Marllon,https://s.sde.globo.com/media/person_role/2022/02/23/8d45db89a011dd77410922983889ff15_FORMATO.png,2.51,70666,7.28,7,-0.08,4.1,Marllon Gonçalves Jerônimo Borges,1371,Marllon,3,Cuiabá,8,10.0,4.0,5.0,2.0,,2.0,1.0,,1.0,,,1.0,,,,,,1.0,,
82,5.66,jorge-sampaoli,7,Jorge Sampaoli,https://s.sde.globo.com/media/person_role/2023/04/17/photo_FORMATO_Fp5qEri.png,2.7,70800,10.65,7,-0.2,4.43,Jorge Sampaoli,262,J. Sampaoli,6,Flamengo,8,,,,,,,,,,,3.0,,,,,,,,,
83,2.4,diogo-barbosa,5,Diogo Barbosa,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hD7TNLn.png,0.18,70916,7.21,6,-1.32,0.1,Diogo Barbosa Mendanha,284,D. Barbosa,2,Grêmio,8,5.0,4.0,5.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,
84,-0.25,leo-cittadini,2,Léo Cittadini,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_iZBbl8l.png,0.35,70986,2.05,6,0.0,0.0,Leonardo Cittadini,293,L. Cittadini,4,Athlético-PR,8,,5.0,2.0,,,,,,,,,,,,,,,,,
85,2.06,vina,8,Vina,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q8oUM9e.png,1.16,71162,5.4,6,0.24,1.8,Vinícius Goes Barbosa de Souza,284,Vina,4,Grêmio,8,2.0,2.0,11.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,
86,8.6,maicon,1,Maicon,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_NcXdUCj.png,7.93,71227,6.73,6,0.0,0.0,Maicon Pereira Roque,277,Maicon,3,Santos,8,2.0,,,,1.0,,,,1.0,,,,,,,,,,,
87,5.25,fernando-miguel,4,Fernando Miguel,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_qLr4Pp0.png,4.62,71571,10.86,5,0.0,0.0,Fernando Miguel Kaufmann,356,F. Miguel,1,Fortaleza,8,,,,,,,,,1.0,,,,,,20.0,4.0,,,,
88,2.94,weverton,8,Weverton,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_PN9nfV7.png,1.3,71631,8.63,7,-0.93,2.0,Weverton Pereira da Silva,275,Weverton,1,Palmeiras,8,,,1.0,,,,,,2.0,,,,,,20.0,7.0,,,,
89,3.64,gustavo-gomez,8,Gustavo Gómez,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_WsvPa3o.png,1.81,71684,9.25,7,-0.22,2.9,Gustavo Raúl Gómez Portillo,275,G. Gómez,3,Palmeiras,8,11.0,9.0,5.0,2.0,2.0,1.0,,,2.0,1.0,,1.0,,,,,,,,
90,1.12,junior-urso,4,Júnior Urso,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7ft8zu4.png,0.39,71829,3.82,6,0.02,0.5,Ocimar de Almeida Júnior,294,J. Urso,4,Coritiba,8,2.0,3.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,
91,4.04,thiago-galhardo,5,Thiago Galhardo,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_LaKDS7J.png,5.85,71844,7.55,2,1.46,10.0,Thiago Galhardo do Nascimento Rocha,356,T. Galhardo,5,Fortaleza,8,,,2.0,,2.0,1.0,2.0,,,,,,,,,,,,,
92,4.57,gabriel-pires,3,Gabriel Pires,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_wzlbP45.png,2.2,71898,5.61,2,0.0,0.0,Gabriel Appelt Pires,263,G. Pires,4,Botafogo,8,11.0,7.0,2.0,,,2.0,,,,,,,,,,,,,,
93,1.72,danilo-avelar,5,Danilo Avelar,https://s.sde.globo.com/media/person_role/2022/04/12/2a7b85e6015605e0770fe393faf72a9a_FORMATO.png,1.25,72142,3.49,7,0.23,2.0,Danilo Fernando Avelar,327,D. Avelar,3,América-MG,8,6.0,5.0,,1.0,1.0,1.0,,,,1.0,,,1.0,,,1.0,,,,
94,3.37,everson,8,Everson,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_XhJDp6n.png,0.15,72294,5.02,7,-0.44,0.0,Everson Felipe Marques Pires,282,Everson,1,Atlético-MG,8,,,2.0,1.0,,,,,3.0,,,,,,19.0,7.0,,,,
95,0.0,felipe-alves,0,Felipe Alves,https://s.sde.globo.com/media/person_role/2022/08/16/19b70a0ace7230f7a5033ad9270abf7e_FORMATO.png,8.22,72372,6.0,6,0.0,0.0,Felipe Alves Raymundo,276,F. Alves,1,São Paulo,8,,,,,,,,,,,,,,,,,,,,
96,6.14,fernando-diniz,8,Fernando Diniz,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_dcBENR5.png,2.15,72391,14.13,7,-0.01,3.42,Fernando Diniz Silva,266,F. Diniz,6,Fluminense,8,,,,,,,,,,,4.0,,,,,,,,,
97,3.74,gustavo-campanharo,5,Gustavo Campanharo,https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_Fbab3V0.png,0.26,72497,5.43,3,-0.52,0.2,Gustavo Campanharo,285,G. Campanharo,4,Internacional,8,17.0,11.0,2.0,3.0,3.0,,,,,,,,,,,,,,,
98,2.6,maguinho,7,Maguinho,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_r03QzyK.png,5.61,72532,3.95,7,1.9,9.6,Magno José da Silva,290,Maguinho,2,Goiás,8,5.0,18.0,10.0,2.0,,2.0,2.0,,,,,,,1.0,,,,,,
99,1.74,matheus-cavichioli,5,Matheus Cavichioli,https://s.sde.globo.com/media/person_role/2021/06/04/4b9a4cd7759d0ef36a25a02c4b9cf8a8_FORMATO.png,2.35,72580,6.74,6,0.0,0.0,Matheus Fernando Cavichioli,327,M. Cavichioli,1,América-MG,8,,1.0,,,,,,,,,,,,1.0,19.0,14.0,1.0,,,
100,3.21,pedro-henrique,8,Pedro Henrique,https://s.sde.globo.com/media/person_role/2022/04/12/5422d339b6546dc0505e80e10b027269_FORMATO.png,3.92,72583,7.06,7,0.21,6.6,Pedro Henrique Konzen Medina da Silva,285,P. Henrique,5,Internacional,8,9.0,11.0,4.0,,4.0,9.0,,,,8.0,,1.0,,,,,,,,
101,6.0,mauricio-kozlinski,1,Maurício Kozlinski,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_mZtm5zI.png,6.68,72595,4.92,6,0.0,0.0,Maurício Kozlinski,356,M. Kozlinski,1,Fortaleza,8,,,,,,,,,1.0,,,,,,1.0,,,,,
