,atletas.clube_id,atletas.preco_num,atletas.status_id,atletas.atleta_id,atletas.media_num,atletas.clube.id.full.name,atletas.pontos_num,atletas.nome,atletas.apelido,atletas.apelido_abreviado,atletas.minimo_para_valorizar,atletas.entrou_em_campo,atletas.foto,atletas.rodada_id,atletas.jogos_num,atletas.variacao_num,atletas.posicao_id,atletas.slug,DS,FC,FS,PC,SG,CA,DE,GS,CV,DP,GC,FD,FF,G,I,A,PP,PS,FT,V,PI
188,266,5.17,7,86485,3.82,Fluminense,0.0,Marcos da Silva França,Keno,Keno,8.14,False,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_RDEOJLs.png,21,12,0.0,5,keno,14.0,9.0,12.0,,,3.0,,,,,,7.0,7.0,,4.0,3.0,,,,,
189,276,4.85,6,86508,5.17,São Paulo,0.0,Jandrei Chitolina Carniel,Jandrei,Jandrei,4.3,False,https://s.sde.globo.com/media/person_role/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png,21,3,0.0,1,jandrei,,,1.0,,2.0,1.0,7.0,1.0,,,,,,,,,,,,,
190,263,7.51,7,86686,2.47,Botafogo,0.0,Danilo das Neves Pinheiro,Tchê Tchê,T. Tchê,1.21,False,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_FytIYxJ.png,21,20,0.0,4,tche-tche,13.0,24.0,24.0,,,3.0,,,,,,7.0,7.0,1.0,,2.0,,,,,
191,262,8.19,6,86757,4.14,Flamengo,2.4,Everton Sousa Soares,Everton,Everton,2.27,True,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_EcaScZP.png,21,17,0.18,5,everton,14.0,12.0,13.0,,,1.0,,,,,,8.0,13.0,2.0,3.0,3.0,,1.0,,,
192,284,3.47,6,86759,0.6,Grêmio,0.0,Luan Guilherme de Jesus Vieira,Luan,Luan,0.38,True,https://s.sde.globo.com/media/person_role/2023/08/01/photo_FORMATO_wWoVCQJ.png,21,2,-0.53,4,luan,1.0,,,,,,,,,,,,,,,,,,,,
193,263,4.66,6,86777,1.79,Botafogo,0.5,Danilo Barbosa da Silva,Danilo Barbosa,D. Barbosa,0.78,True,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_6wIsdHM.png,21,13,-0.03,4,danilo-barbosa,8.0,8.0,15.0,,,1.0,,,,,,,2.0,1.0,,,,,,,
194,294,3.27,6,86799,1.57,Coritiba,0.0,Rodrigo Cunha Pereira de Pinho,Rodrigo Pinho,R. Pinho,1.42,False,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_28kb8HP.png,21,10,0.0,5,rodrigo-pinho,3.0,8.0,10.0,,,2.0,,,,,,4.0,5.0,,4.0,,,,1.0,,
195,294,5.85,6,86841,3.17,Coritiba,0.0,Gabriel Boschilia,Boschilia,Boschilia,1.37,False,https://s.sde.globo.com/media/person_role/2022/08/12/8bbade4dbabca44eb3eda2767deda745_FORMATO.png,21,11,0.0,4,boschilia,8.0,6.0,7.0,,,1.0,,,,,,5.0,7.0,1.0,,1.0,,,,,
196,356,3.66,7,86859,2.15,Fortaleza,0.0,José Welison da Silva,José Welison,J. Welison,3.64,False,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_Sq4MDcU.png,21,11,0.0,4,jose-welison,13.0,15.0,12.0,,,4.0,,,,,,,7.0,,1.0,1.0,,,,,
197,327,5.6,6,86864,3.32,América-MG,3.4,Marlon Matheus Lopes do Nascimento,Marlon,Marlon,3.0,True,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_9jhAK26.png,21,12,0.36,2,marlon,21.0,10.0,20.0,,1.0,1.0,,,,,1.0,,2.0,,,1.0,,,,,
198,267,9.98,7,87008,3.1,Vasco,5.5,Leonardo César Jardim,Léo Jardim,L. Jardim,4.62,True,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_2NC7Cvz.png,21,20,-0.57,1,leo-jardim,,,2.0,,3.0,2.0,78.0,30.0,,,,,,,,,,,,,
199,284,4.94,6,87009,2.19,Grêmio,0.0,Nathan Allan de Souza,Nathan,Nathan,2.42,False,https://s.sde.globo.com/media/person_role/2023/04/12/photo_FORMATO_H5UIx66.png,21,12,0.0,4,nathan,11.0,11.0,9.0,,,1.0,,,,,,4.0,4.0,,1.0,1.0,,,,,
200,293,8.95,6,87225,3.65,Athlético-PR,0.0,Pedro Henrique Ribeiro Gonçalves,Pedro Henrique,P. Henrique,-10.46,False,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Pmz9ta0.png,21,11,0.0,3,pedro-henrique,10.0,14.0,5.0,,4.0,3.0,,,,,,1.0,5.0,1.0,2.0,,,,,,
201,282,10.34,7,87228,4.0,Atlético-MG,7.2,Guilherme Antonio Arana Lopes,Guilherme Arana,G. Arana,5.89,True,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6cBmo9F.png,21,11,0.7,2,guilherme-arana,15.0,3.0,13.0,,4.0,1.0,,,1.0,,,1.0,4.0,,,,,,,,
202,285,7.35,6,87242,2.52,Internacional,4.2,Carlos María de Pena Bonino,Carlos de Pena,C. Pena,3.61,True,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8NTSnKt.png,21,17,0.49,4,carlos-de-pena,20.0,12.0,12.0,1.0,,2.0,,,1.0,,,6.0,9.0,1.0,,,,,,,
203,277,9.81,6,87258,5.67,Santos,0.0,Yeferson Julio Soteldo Martínez,Soteldo,Soteldo,9.97,False,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xCE9nv8.png,21,9,0.0,5,soteldo,9.0,2.0,24.0,,,1.0,,,1.0,,,5.0,5.0,,2.0,4.0,,,1.0,,
204,284,8.97,2,87342,4.41,Grêmio,7.6,Walter Kannemann,Kannemann,Kannemann,6.21,True,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q2fTOjY.png,21,13,-0.16,3,kannemann,32.0,24.0,12.0,,4.0,7.0,,,1.0,,,3.0,2.0,,,1.0,,,,,
205,290,4.7,7,87391,3.21,Goiás,4.6,Allano Brendon de Souza Lima,Allano,Allano,3.94,True,https://s.sde.globo.com/media/person_role/2023/08/08/photo_FORMATO_tmBtY58.png,21,7,0.46,5,allano,9.0,6.0,10.0,,,2.0,,,,,,3.0,5.0,,1.0,,,,1.0,,
206,277,6.79,6,87402,3.08,Santos,0.0,Messias Rodrigues da Silva Júnior,Messias,Messias,0.69,False,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_XWlumea.png,21,16,0.0,3,messias,20.0,14.0,7.0,1.0,5.0,2.0,,,,,,2.0,2.0,,1.0,,,,,,
207,265,10.56,7,87470,4.3,Bahia,-0.4,Thaciano Mickael da Silva,Thaciano,Thaciano,0.18,True,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_dQGg2S1.png,21,20,-0.8,4,thaciano,22.0,21.0,18.0,,,1.0,,,,,,7.0,22.0,2.0,3.0,2.0,,,2.0,,
208,293,6.91,2,87552,3.99,Athlético-PR,0.0,Vitor Frezarin Bueno,Vitor Bueno,V. Bueno,0.45,True,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Vn5DBCR.png,21,15,-0.1,4,vitor-bueno,6.0,9.0,18.0,,,5.0,,,,,,6.0,9.0,2.0,2.0,3.0,,,2.0,,
209,327,3.03,6,87603,2.6,América-MG,0.0,Mateus Pasinato,Mateus Pasinato,M. Pasinato,1.01,False,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_1bOXVa7.png,21,10,0.0,1,mateus-pasinato,,,2.0,,1.0,1.0,41.0,20.0,,,,,,,,,,,,,
210,265,3.9,3,87747,0.95,Bahia,-0.1,Yago Felipe da Costa Rocha,Yago Felipe,Y. Felipe,0.3,True,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO.png,21,12,0.02,4,yago-felipe,13.0,20.0,5.0,,,3.0,,,,,,,3.0,,,,,,,,
211,263,3.33,6,87808,2.73,Botafogo,0.0,Philipe Sampaio Azevedo,Philipe Sampaio,P. Sampaio,-0.56,False,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_E29teNI.png,21,8,0.0,3,philipe-sampaio,6.0,6.0,4.0,,3.0,2.0,,,,,,,2.0,,1.0,,,,,,
212,282,10.04,3,87853,4.23,Atlético-MG,4.6,Paolo Mauricio Lemos Merladett,Mauricio Lemos,M. Lemos,3.94,True,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,21,14,0.28,3,mauricio-lemos,22.0,13.0,9.0,,5.0,6.0,,,1.0,,,5.0,3.0,1.0,2.0,,,,,,
213,262,13.43,5,87863,6.25,Flamengo,1.2,Giorgian Daniel de Arrascaeta Benedetti,Arrascaeta,Arrascaeta,1.4,True,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,21,15,-1.47,4,arrascaeta,14.0,17.0,19.0,,,3.0,,,,,,4.0,9.0,4.0,3.0,5.0,,1.0,2.0,,
214,1371,4.22,7,88033,2.23,Cuiabá,-0.6,Alan Pereira Empereur,Alan Empereur,A. Empereur,-0.03,True,https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,21,17,-0.59,3,alan-empereur,10.0,7.0,9.0,,4.0,4.0,,,,,1.0,2.0,4.0,,,1.0,,,,,
215,266,4.0,5,88065,0.0,Fluminense,0.0,Jorge Marco de Oliveira Moraes,Jorge,Jorge,1.82,False,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_Rnoad6D.png,21,0,0.0,2,jorge,,,,,,,,,,,,,,,,,,,,,
216,267,5.0,6,88136,0.0,Vasco,0.0,Ivan Quaresma da Silva,Ivan,Ivan,1.92,False,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_qStnmUz.png,21,0,0.0,1,ivan,,,,,,,,,,,,,,,,,,,,,
217,264,3.24,6,88323,2.1,Corinthians,3.2,Ángel Rodrigo Romero Villamayor,Ángel Romero,Ã. Romero,2.81,True,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_CufTSrv.png,21,6,-0.25,5,angel-romero,2.0,1.0,7.0,,,,,,,,,1.0,1.0,,,1.0,,,,,
218,267,2.89,5,88368,4.0,Vasco,0.0,Gabriel Dias de Oliveira,Gabriel Dias,G. Dias,2.28,False,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_SmDR7cT.png,21,1,0.0,2,gabriel-dias,,,,,1.0,1.0,,,,,,,,,,,,,,,
219,262,15.52,7,88393,5.22,Flamengo,11.8,Ayrton Lucas Dantas de Medeiros,Ayrton Lucas,A. Lucas,9.45,True,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_P9K1v1H.png,21,19,1.64,2,ayrton-lucas,25.0,28.0,30.0,,6.0,5.0,,,,,,3.0,5.0,3.0,,1.0,,1.0,,,
220,280,8.91,2,88423,4.47,Bragantino,5.9,Aderlan de Lima Silva,Aderlan,Aderlan,4.91,True,https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,21,13,0.77,2,aderlan,24.0,17.0,6.0,1.0,6.0,2.0,,,1.0,,,,3.0,,,1.0,,,,,
221,356,3.24,6,88597,0.77,Fortaleza,-0.6,Lucas de Figueiredo Crispim,Lucas Crispim,L. Crispim,-0.08,True,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_EvxhSX5.png,21,8,-0.22,4,lucas-crispim,2.0,3.0,1.0,,,,,,,,,1.0,,,,,,,1.0,,
222,294,9.0,6,88744,0.0,Coritiba,0.0,Islam Slimani,Slimani,Slimani,0.37,False,https://s.sde.globo.com/media/person_role/2023/08/23/photo_220x220.png,21,0,0.0,5,slimani,,,,,,,,,,,,,,,,,,,,,
223,294,5.88,7,88857,3.99,Coritiba,3.4,Damián Marcelino Moreno,Marcelino Moreno,M. Moreno,3.04,True,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_S4cMFFx.png,21,17,0.49,4,marcelino-moreno,16.0,8.0,42.0,1.0,,2.0,,,,,,10.0,4.0,1.0,2.0,2.0,,,,,
224,294,2.69,2,88916,1.17,Coritiba,1.0,Luan Polli Gomes,Luan Polli,L. Polli,1.13,True,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_gZl1v6O.png,21,3,-0.06,1,luan-polli,,,1.0,,,2.0,8.0,3.0,,,,,,,,,,,,,
225,327,1.97,7,89226,0.81,América-MG,-0.3,Iago Justen Maidana Martins,Iago Maidana,I. Maidana,0.16,True,https://s.sde.globo.com/media/person_role/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png,21,18,-0.41,3,iago-maidana,14.0,21.0,3.0,1.0,,5.0,,,,,,4.0,5.0,,1.0,,,,,,
226,262,11.85,6,89256,5.41,Flamengo,0.0,Gerson Santos da Silva,Gerson,Gerson,7.16,False,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_UpueHtq.png,21,16,0.0,4,gerson,16.0,28.0,44.0,1.0,,3.0,,,,,,4.0,4.0,3.0,3.0,5.0,,1.0,,,
227,284,11.09,7,89273,3.45,Grêmio,6.4,João Pedro Maturano dos Santos,João Pedro,J. Pedro,5.3,True,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ux7O1sm.png,21,15,0.82,2,joao-pedro,17.0,8.0,12.0,,3.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,
228,283,9.67,6,89275,4.6,Cruzeiro,0.0,Willian de Asevedo Furtado,William,William,4.12,False,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_mkEok8F.png,21,18,0.0,2,william,28.0,20.0,27.0,,7.0,4.0,,,,,,1.0,6.0,,1.0,1.0,,,,,
229,282,5.23,5,89493,3.94,Atlético-MG,0.0,Igor Rabello da Costa,Igor Rabello,I. Rabello,6.84,False,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,21,5,0.0,3,igor-rabello,10.0,6.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,
230,262,5.95,7,89637,1.8,Flamengo,1.2,Thiago Maia Alencar,Thiago Maia,T. Maia,1.32,True,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_yDq9MVW.png,21,18,0.17,4,thiago-maia,32.0,20.0,3.0,1.0,,3.0,,,,,,,3.0,,,,,,,,
231,276,13.89,7,89840,5.57,São Paulo,1.0,Jonathan Calleri,Calleri,Calleri,1.25,True,https://s.sde.globo.com/media/person_role/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png,21,16,0.07,5,calleri,4.0,34.0,32.0,,,3.0,,,,,,9.0,11.0,6.0,14.0,2.0,,2.0,1.0,,
232,284,12.14,7,89846,6.7,Grêmio,7.4,Franco Cristaldo,Cristaldo,Cristaldo,6.12,True,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Sywtl9T.png,21,16,-0.06,4,cristaldo,22.0,5.0,23.0,,,,,,,,,8.0,7.0,5.0,3.0,3.0,,1.0,,,
233,277,4.65,3,89883,2.27,Santos,0.9,Douglas Moreira Fagundes,Dodi,Dodi,1.1,True,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_a0W192c.png,21,19,-0.09,4,dodi,31.0,31.0,32.0,,,6.0,,,,,,3.0,2.0,,,,,,,,
234,284,5.08,6,89918,2.84,Grêmio,0.0,Everton Galdino Moreira,Everton Galdino,E. Galdino,1.92,False,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TtRmr2d.png,21,11,0.0,5,everton-galdino,4.0,4.0,5.0,,,1.0,,,,,,3.0,2.0,2.0,,1.0,,,,,
235,277,13.05,7,90031,6.41,Santos,3.0,John Stiven Mendoza Valencia,Mendoza,Mendoza,2.76,True,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_fdX9HMF.png,21,15,-0.38,5,mendoza,11.0,15.0,43.0,,,3.0,,,,,,5.0,15.0,5.0,2.0,2.0,,1.0,,,
236,356,12.4,7,90061,6.76,Fortaleza,0.0,Bruno de Jesus Pacheco,Bruno Pacheco,B. Pacheco,7.89,False,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_PYjs4Li.png,21,18,0.0,2,bruno-pacheco,34.0,32.0,32.0,,9.0,2.0,,,,,,3.0,6.0,1.0,,3.0,,,,,
237,294,5.92,2,90120,3.25,Coritiba,0.0,Eduardo Nascimento da Silva Júnior,Edu,Edu,8.24,False,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_b9BOGwx.png,21,4,0.0,5,edu,1.0,,,,,,,,,,,2.0,2.0,1.0,2.0,,,,,,
238,276,4.51,6,90232,3.16,São Paulo,0.0,Raí dos Reis Ramos,Raí Ramos,R. Ramos,-6.84,False,https://s.sde.globo.com/media/person_role/2023/04/15/photo_FORMATO_p3UWrBW.png,21,5,0.0,2,rai-ramos,4.0,5.0,1.0,,2.0,2.0,,,,,,2.0,2.0,,,,,,,,
239,262,6.05,7,90285,2.3,Flamengo,3.9,Bruno Henrique Pinto,Bruno Henrique,B. Henrique,3.37,True,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_PsLr2Kh.png,21,15,0.23,5,bruno-henrique,10.0,11.0,20.0,,,2.0,,,,,,4.0,7.0,1.0,4.0,,,,,,
240,275,3.87,6,90290,1.67,Palmeiras,0.0,Jaílson Marques Siqueira,Jailson,Jailson,0.31,False,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_borikKg.png,21,4,0.0,4,jailson,4.0,2.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
241,356,5.0,5,90302,0.0,Fortaleza,0.0,Pedro Rocha Neves,Pedro Rocha,P. Rocha,1.92,False,https://s.sde.globo.com/media/person_role/2022/09/28/photo_FORMATO_wjBokpm.png,21,0,0.0,5,pedro-rocha,,,,,,,,,,,,,,,,,,,,,
242,276,4.11,5,90309,3.28,São Paulo,0.0,David Correa da Fonseca,David,David,0.78,False,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_zc5jjjt.png,21,10,0.0,5,david,4.0,10.0,8.0,,,4.0,,,,,,2.0,4.0,2.0,6.0,2.0,,,,,
243,265,7.52,7,90449,3.97,Bahia,4.6,Júlio César Rezende de Miranda,Rezende,Rezende,3.96,True,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,21,18,-1.5,4,rezende,47.0,27.0,18.0,,,2.0,,,1.0,,,1.0,6.0,1.0,,1.0,,,,,
244,290,1.86,6,90540,0.96,Goiás,0.0,Diego Gonçalves,Diego Gonçalves,D. Gonçalves,-2.14,False,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_eh2bZ7u.png,21,10,0.0,5,diego-goncalves,3.0,7.0,9.0,,,1.0,,,,,,2.0,3.0,,1.0,,,,,,
245,265,1.95,6,90590,-1.0,Bahia,0.0,Mateus Eduardo Claus,Mateus Claus,M. Claus,1.45,False,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_UPFwDzZ.png,21,1,0.0,1,mateus-claus,,,,,,,1.0,2.0,,,,,,,,,,,,,
246,1371,2.59,6,90634,0.5,Cuiabá,-0.3,Lucas da Silva Izidoro,Lucas Mineiro,L. Mineiro,0.15,True,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_AlOmB6m.png,21,5,-0.22,4,lucas-mineiro,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,
247,262,9.27,7,90768,3.31,Flamengo,6.2,Fabrício Bruno Soares de Faria,Fabrício Bruno,F. Bruno,5.15,True,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_zrQ4flU.png,21,18,0.97,3,fabricio-bruno,18.0,7.0,10.0,,6.0,3.0,,,,,,2.0,1.0,,,1.0,,,,,
248,327,8.45,6,91151,3.88,América-MG,0.0,Everaldo Silva do Nascimento,Everaldo,Everaldo,2.79,False,https://s.sde.globo.com/media/person_role/2022/02/25/561f3ca4238e82e1b2e1479a1a66c551_FORMATO.png,21,14,0.0,5,everaldo,17.0,11.0,22.0,,,5.0,,,,,,3.0,5.0,1.0,4.0,2.0,,,2.0,,
249,1371,4.04,6,91190,1.94,Cuiabá,0.0,Ítaro Patric Cardoso Calmon,PK,PK,1.85,False,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_kfJYHxI.png,21,7,0.0,2,pk,10.0,10.0,4.0,,1.0,1.0,,,1.0,,,,2.0,,,,,,,,
250,327,2.36,7,91203,0.98,América-MG,0.0,Éder Ferreira Graminho,Éder,Éder,0.38,True,https://s.sde.globo.com/media/person_role/2022/02/24/e0b5f4c6647fe1b42922ddb4458dade0_FORMATO.png,21,13,-0.07,3,eder,18.0,17.0,3.0,,,4.0,,,1.0,,,1.0,1.0,,3.0,,,,,,
251,284,5.45,7,91254,2.75,Grêmio,9.7,Felipe Ignacio Carballo Ares,Carballo,Carballo,7.77,True,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NYg6Ymv.png,21,11,0.96,4,carballo,14.0,7.0,5.0,,,1.0,,,,,,1.0,6.0,1.0,,,,,,,
252,263,13.43,7,91260,6.81,Botafogo,11.0,Lucas Estella Perri,Lucas Perri,L. Perri,8.9,True,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_83wBpb6.png,21,21,0.5,1,lucas-perri,,,2.0,,13.0,,88.0,11.0,,,,,,,,,,,,,
253,262,3.69,7,91473,2.63,Flamengo,-0.6,Erick Antonio Pulgar Farfán,Erick Pulgar,E. Pulgar,-0.05,True,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xuM4Nls.png,21,12,-0.39,4,erick-pulgar,17.0,25.0,5.0,,,4.0,,,,,,1.0,4.0,2.0,3.0,,,,,,
254,276,8.16,3,91573,4.73,São Paulo,-3.0,Robert Abel Arboleda Escobar,Arboleda,Arboleda,7.29,False,https://s.sde.globo.com/media/person_role/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,21,13,-1.78,3,arboleda,19.0,3.0,8.0,,6.0,,,,1.0,,,3.0,3.0,,4.0,,,,1.0,,
255,275,9.51,7,91607,3.75,Palmeiras,3.1,Ronielson da Silva Barbosa,Rony,Rony,2.81,True,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_eJOedW8.png,21,17,0.35,5,rony,8.0,12.0,19.0,,,,,,,,,7.0,8.0,4.0,16.0,,,,1.0,,
256,263,8.33,7,91664,4.86,Botafogo,8.3,Adryelson Shawann Lima Silva,Adryelson,Adryelson,6.79,True,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,21,20,0.41,3,adryelson,17.0,12.0,10.0,,13.0,4.0,,,,,,4.0,2.0,1.0,,,,,,,
257,283,1.72,7,91689,0.54,Cruzeiro,-0.6,Matheus Isaías dos Santos,Matheus Jussa,M. Jussa,-0.08,True,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vMaiFUT.png,21,14,-0.12,4,matheus-jussa,12.0,23.0,3.0,,,5.0,,,,,,1.0,3.0,,,,,,,,
258,283,16.31,7,91706,8.17,Cruzeiro,0.4,Marlon Rodrigues Xavier,Marlon,Marlon,0.89,True,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_vrVAWB7.png,21,20,-0.74,2,marlon,84.0,22.0,16.0,,7.0,4.0,,,,,,3.0,7.0,2.0,1.0,1.0,,,,,
259,266,11.22,7,91708,3.73,Fluminense,0.0,Marcílio Florêncio Mota Filho,Nino,Nino,1.6,False,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_U5c1E7V.png,21,18,0.0,3,nino,7.0,17.0,20.0,,7.0,3.0,,,1.0,,,3.0,3.0,2.0,,,,,1.0,,
260,290,2.0,6,91712,0.0,Goiás,0.0,Matheus Alves da Silva Cardoso,Matheus Alves,M. Alves,1.61,False,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_voSytVs.png,21,0,0.0,1,matheus-alves,,,,,,,,,,,,,,,,,,,,,
261,265,5.2,6,91772,3.6,Bahia,0.0,David de Duarte Macedo,David Duarte,D. Duarte,2.13,False,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0ibQkD2.png,21,8,0.0,3,david-duarte,6.0,4.0,4.0,,2.0,1.0,,,,,,,1.0,1.0,,,,,1.0,,
262,294,1.82,6,91856,-1.1,Coritiba,-1.1,Hayner Willian Monjardim Cordeiro,Hayner,Hayner,-0.47,True,https://s.sde.globo.com/media/person_role/2023/08/20/photo_220x220_uARHeLZ.png,21,1,-1.18,2,hayner,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,
263,293,4.69,7,91866,2.61,Athlético-PR,1.2,José Ivaldo Almeida Silva,Zé Ivaldo,Z. Ivaldo,1.33,True,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ZOxQ99E.png,21,14,-0.1,3,ze-ivaldo,14.0,19.0,9.0,1.0,5.0,2.0,,,1.0,,,1.0,1.0,,1.0,,,,,,
264,282,9.14,7,91908,5.38,Atlético-MG,3.7,Cristian David Pavón,Pavón,Pavón,3.28,True,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_U1jXQaU.png,21,18,-0.02,5,pavon,25.0,16.0,14.0,,,6.0,,,,,,10.0,15.0,3.0,4.0,4.0,,,1.0,,
265,293,11.1,7,91971,5.34,Athlético-PR,3.94,Wesley Oliveira de Carvalho,Wesley Carvalho,W. Carvalho,3.5,True,https://s.sde.globo.com/media/person_role/2022/05/05/21d7b4d24237a06ec8872f1ff041e713_FORMATO.png,21,10,-0.04,6,wesley-carvalho,,,,,,,,,,,,,,,,,,,,3.0,
266,267,8.07,7,92075,4.44,Vasco,2.22,Ramón Ángel Díaz,Ramón Díaz,R. Díaz,2.17,True,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO.png,21,6,-0.7,6,ramon-diaz,,,,,,,,,,,,,,,,,,,,2.0,
267,284,3.0,6,92207,0.0,Grêmio,0.0,Caíque Luiz Santos da Purificação,Caíque,Caíque,1.71,False,https://s.sde.globo.com/media/person_role/2023/08/04/photo_220x220_bq0AF4S.png,21,0,0.0,1,caique,,,,,,,,,,,,,,,,,,,,,
268,284,3.95,2,92237,1.9,Grêmio,4.7,Rodrigo Ely,Rodrigo Ely,R. Ely,3.95,True,https://s.sde.globo.com/media/person_role/2023/08/03/photo_220x220_mGnJe3Z.png,21,3,1.09,3,rodrigo-ely,1.0,5.0,4.0,,1.0,1.0,,,,,,,,,,,,,,,
269,294,2.27,6,92291,1.01,Coritiba,0.0,Bruno Viana Willemen da Silva,Bruno Viana,B. Viana,1.32,False,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_kVhXG72.png,21,10,0.0,3,bruno-viana,13.0,12.0,1.0,,,4.0,,,,,,,2.0,,,,,,,,
270,280,5.0,5,92496,0.0,Bragantino,0.0,Raul Lô Gonçalves,Raul,Raul,1.92,False,https://s.sde.globo.com/media/person_role/2022/05/05/278a2f0c3cd97ace8138ffbe2f23d81d_FORMATO.png,21,0,0.0,4,raul,,,,,,,,,,,,,,,,,,,,,
271,327,5.0,7,92696,0.0,América-MG,0.0,Renato Kayzer de Souza,Renato Kayzer,R. Kayzer,5.42,False,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_fWFDOrP.png,21,0,0.0,5,renato-kayzer,,,,,,,,,,,,,,,,,,,,,
