,atletas.clube_id,atletas.preco_num,atletas.status_id,atletas.atleta_id,atletas.media_num,atletas.clube.id.full.name,atletas.pontos_num,atletas.nome,atletas.apelido,atletas.apelido_abreviado,atletas.minimo_para_valorizar,atletas.entrou_em_campo,atletas.foto,atletas.rodada_id,atletas.jogos_num,atletas.variacao_num,atletas.posicao_id,atletas.slug,DS,FC,FS,PC,SG,CA,DE,GS,CV,DP,GC,FD,FF,G,I,A,PP,PS,FT,V,PI
571,262,7.19,7,111690,4.91,Flamengo,6.0,Matheus Cunha Queiroz,Matheus Cunha,M. Cunha,5.02,True,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xwFOLiN.png,21,17,0.9,1,matheus-cunha,,,3.0,,5.0,1.0,69.0,18.0,,1.0,,,,,,,,,,,
572,262,2.0,6,111694,0.0,Flamengo,0.0,Mateus Dias Lima,Mateusão,Mateusão,1.61,False,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_JeOW27e.png,21,0,0.0,5,mateusao,,,,,,,,,,,,,,,,,,,,,
573,263,2.0,6,111713,0.0,Botafogo,0.0,Lucas de Souza Mombra Rosa,Lucas Mezenga,L. Mezenga,1.61,False,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_BuH7iqi.png,21,0,0.0,3,lucas-mezenga,,,,,,,,,,,,,,,,,,,,,
574,275,3.1,6,111760,1.36,Palmeiras,2.1,Fábio Silva de Freitas,Fabinho,Fabinho,1.98,True,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_6TfTz4T.png,21,11,0.03,4,fabinho,10.0,6.0,8.0,,,,,,,,,,1.0,,,,,,,,
575,267,1.0,6,111761,0.0,Vasco,0.0,Carlos Eduardo Piekny Neves,Cadu,Cadu,1.5,False,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_MykTtrE.png,21,0,0.0,1,cadu,,,,,,,,,,,,,,,,,,,,,
576,263,1.76,6,111763,3.0,Botafogo,6.0,João Pedro Galvão de Carvalho,JP Galvão,J. Galvão,4.93,True,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_KKJAtgs.png,21,2,1.03,4,jp-galvao,5.0,,,,,,,,,,,,,,,,,,,,
577,267,4.14,6,111769,2.52,Vasco,0.0,Marlon Gomes Claudino,Marlon Gomes,M. Gomes,0.2,False,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_t23W3Dj.png,21,12,0.0,4,marlon-gomes,21.0,17.0,15.0,,,1.0,,,,,,,1.0,,1.0,,,,1.0,,
578,284,5.46,6,111819,3.5,Grêmio,0.0,Thomas Luciano Trindade Mathias,Thomas Luciano,T. Luciano,-5.79,False,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_uDTKmM2.png,21,6,0.0,2,thomas-luciano,7.0,9.0,6.0,,2.0,,,,,,,,3.0,,1.0,,,,,,
579,266,4.06,6,111834,7.6,Fluminense,7.6,João Batista da Cruz Santos Neto,João Neto,J. Neto,6.36,True,https://s.sde.globo.com/media/person_role/2021/05/25/a9db2e90e26dea89a11831882777480c_FORMATO.png,21,1,3.06,5,joao-neto,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,
580,266,1.0,6,111837,0.0,Fluminense,0.0,Gustavo Ramalho Bremer Pinto,Gustavo Ramalho,G. Ramalho,0.37,False,https://s.sde.globo.com/media/person_role/2021/03/11/93f569dba64ea879ba52b815372f17f4_FORMATO.png,21,0,0.0,1,gustavo-ramalho,,,,,,,,,,,,,,,,,,,,,
581,266,0.99,6,111839,1.16,Fluminense,0.0,Felipe de Andrade Vieira,Felipe Andrade,F. Andrade,0.38,True,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_lkQ8S78.png,21,5,-0.61,3,felipe-andrade,,,,,1.0,,,,,,,,1.0,,,,,,,,
582,266,1.04,6,111841,1.2,Fluminense,0.0,Arthur Wenderrosky Sanches,Arthur,Arthur,1.68,False,https://s.sde.globo.com/media/person_role/2021/03/15/a1e027a6133eb086771225ec24cc7c69_FORMATO.png,21,1,0.0,4,arthur,1.0,,,,,,,,,,,,,,,,,,,,
583,264,3.3,7,111891,2.51,Corinthians,0.0,Guilherme Sucigan Mafra Cunha,Guilherme Biro,G. Biro,0.67,False,https://s.sde.globo.com/media/person_role/2022/07/02/ea53a64347e60658cdcbd15ba83320ba_FORMATO.png,21,9,0.0,4,guilherme-biro,10.0,11.0,16.0,,,2.0,,,,,,2.0,7.0,,1.0,,,,,,
584,263,5.42,6,111945,1.7,Botafogo,1.7,Diego Manuel Hernández González,Diego Hernández,D. Hernández,1.66,True,https://s.sde.globo.com/media/person_role/2023/05/26/photo_220x220_jllMRNk.png,21,1,-1.58,4,diego-hernandez,,,1.0,,,,,,,,,1.0,,,,,,,,,
585,1371,2.5,6,111949,0.74,Cuiabá,0.0,Nicolás Quagliata Platero,Quagliata,Quagliata,-3.05,False,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_kkqhEEK.png,21,9,0.0,5,quagliata,4.0,4.0,3.0,,,,,,,,,,2.0,,1.0,,,,,,
586,290,5.18,6,111996,2.66,Goiás,0.0,Julián Eduardo Palacios,Julián Palacios,J. Palacios,-4.12,False,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_C8xKUgn.png,21,14,0.0,4,julian-palacios,10.0,19.0,33.0,,,2.0,,,,,,5.0,7.0,,2.0,1.0,,,,,
587,276,6.25,7,112136,4.15,São Paulo,0.0,Lucas Lopes Beraldo,Lucas Beraldo,L. Beraldo,0.98,False,https://s.sde.globo.com/media/person_role/2022/07/22/aef0c837cb53876eb1509bd8c3eaa586_FORMATO.png,21,12,0.0,3,lucas-beraldo,18.0,7.0,9.0,,3.0,2.0,,,,,,2.0,3.0,1.0,,,,,,,
588,284,13.01,7,112140,5.8,Grêmio,5.9,João Paulo de Souza Mares,Bitello,Bitello,4.98,True,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_nhcHWBh.png,21,19,0.39,4,bitello,28.0,13.0,56.0,,,1.0,,,,,,6.0,12.0,4.0,3.0,1.0,,,,,
589,294,1.0,6,112367,0.0,Coritiba,0.0,Thalisson Gabriel Pereira Moreira,Thalisson Gabriel,T. Gabriel,1.5,False,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_fY8etYF.png,21,0,0.0,3,thalisson-gabriel,,,,,,,,,,,,,,,,,,,,,
590,1371,3.84,6,112370,2.07,Cuiabá,0.5,Emerson Ramon Bezerra Oliveira,Emerson Ramon,E. Ramon,0.77,True,https://s.sde.globo.com/media/person_role/2023/03/30/photo_FORMATO_wzDDWM2.png,21,10,-0.27,5,emerson-ramon,5.0,5.0,14.0,,,,,,,,,3.0,7.0,,1.0,,,,,,
591,284,6.06,3,112616,3.29,Grêmio,5.0,Gabriel Hamester Grando,Gabriel Grando,G. Grando,4.24,True,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_bv2qwrK.png,21,17,0.53,1,gabriel-grando,,,4.0,,3.0,3.0,65.0,23.0,,,,,,,,,,,,,
592,283,2.35,6,112709,1.97,Cruzeiro,0.0,Kaiki Bruno da Silva,Kaiki,Kaiki,0.38,True,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_HCZ4bVf.png,21,3,-0.09,2,kaiki,2.0,5.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,
593,294,4.7,6,112886,2.37,Coritiba,2.2,Lucas Henrique Barbosa,Lucas Barbosa,L. Barbosa,2.06,True,https://s.sde.globo.com/media/person_role/2023/07/28/photo_FORMATO_IaciJaZ.png,21,7,0.13,4,lucas-barbosa,11.0,6.0,4.0,,,,,,,,,2.0,1.0,,,,,,,,
594,267,2.31,6,112913,0.58,Vasco,0.0,Manuel Vicente Capasso,Capasso,Capasso,-3.69,False,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_OaLhk6j.png,21,8,0.0,3,capasso,7.0,5.0,,,,3.0,,,,,,,1.0,,1.0,,,,,,
595,262,2.0,6,112984,0.0,Flamengo,0.0,Werton de Almeida Rêgo,Werton,Werton,1.61,False,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_b5lT2QZ.png,21,0,0.0,5,werton,,,,,,,,,,,,,,,,,,,,,
596,275,6.22,6,113103,2.36,Palmeiras,0.0,José Manuel Alberto López,Flaco López,F. López,0.41,True,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_V15s07E.png,21,12,-0.81,5,flaco-lopez,7.0,13.0,4.0,,,2.0,,,,,,4.0,3.0,2.0,3.0,,,1.0,,,
597,282,1.0,6,113154,0.0,Atlético-MG,0.0,Kauan Silva Sales,Kauan,Kauan,1.5,False,https://s.sde.globo.com/media/person_role/2023/04/01/photo_220x220_9pgUpwG.png,21,0,0.0,2,kauan,,,,,,,,,,,,,,,,,,,,,
598,276,4.2,6,113157,5.01,São Paulo,1.8,Nathan Gabriel de Souza Mendes,Nathan Mendes,N. Mendes,1.78,True,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Ec4EI26.png,21,7,-0.71,2,nathan-mendes,9.0,9.0,6.0,,3.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,
599,275,2.0,6,113159,0.0,Palmeiras,0.0,Michel Augusto Modesto Rafael dos Santos,Michel,Michel,1.61,False,https://s.sde.globo.com/media/person_role/2022/04/06/2e58e6fda93f2529e843b6dacea39be3_FORMATO.png,21,0,0.0,3,michel,,,,,,,,,,,,,,,,,,,,,
600,327,3.72,5,113295,4.85,América-MG,0.0,Júlio César Alves Gonçalves,Júlio,Júlio,-1.87,False,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_eIjqfZW.png,21,2,0.0,3,julio,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,
601,276,5.41,7,113359,2.88,São Paulo,-0.1,Pablo Gonçalves Maia Fortunato,Pablo Maia,P. Maia,0.36,True,https://s.sde.globo.com/media/person_role/2022/03/05/e91f0953fe782088f01eda528fd69b2f_FORMATO.png,21,17,-0.09,4,pablo-maia,25.0,34.0,11.0,,,3.0,,,1.0,,,6.0,8.0,2.0,,,,,,,
602,294,1.67,6,113384,2.74,Coritiba,0.0,Diogo Batista de Souza,Diogo Batista,D. Batista,0.83,False,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_SfVPzCz.png,21,8,0.0,2,diogo-batista,4.0,8.0,3.0,,2.0,1.0,,,,,,2.0,2.0,,,1.0,,,,,
603,280,8.23,2,113558,3.17,Bragantino,0.0,Bruno Gonçalves de Jesus,Bruninho,Bruninho,0.93,False,https://s.sde.globo.com/media/person_role/2022/05/05/f1f155231d0b75984084fb05c52de0db_FORMATO.png,21,12,0.0,4,bruninho,7.0,1.0,5.0,1.0,,,,,,,,5.0,2.0,2.0,1.0,1.0,,,,,
604,275,1.0,6,113663,0.0,Palmeiras,0.0,Kevin Santos Lopes de Macedo,Kevin,Kevin,1.5,False,https://s.sde.globo.com/media/person_role/2023/03/03/photo_FORMATO_TugHOMv.png,21,0,0.0,5,kevin,,,,,,,,,,,,,,,,,,,,,
605,262,1.0,6,113667,0.0,Flamengo,0.0,Ryan Luka Cordeiro de Souza,Ryan Luka,R. Luka,1.5,False,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_4G7ETFM.png,21,0,0.0,5,ryan-luka,,,,,,,,,,,,,,,,,,,,,
606,262,1.29,6,114174,-0.05,Flamengo,0.0,André Luiz Inácio da Silva,André Luiz,A. Luiz,0.51,False,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_qtSFh6j.png,21,2,0.0,5,andre-luiz,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,
607,1371,1.0,6,114497,0.0,Cuiabá,0.0,Juan Pablo Vilela Tavares,Juan Tavares,J. Tavares,1.5,False,https://s.sde.globo.com/media/person_role/2023/06/04/photo_FORMATO_s4c9qYu.png,21,0,0.0,2,juan-tavares,,,,,,,,,,,,,,,,,,,,,
608,262,3.0,6,114790,0.0,Flamengo,0.0,Cleiton Santana dos Santos,Cleiton,Cleiton,1.71,False,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_L2MYyBn.png,21,0,0.0,3,cleiton,,,,,,,,,,,,,,,,,,,,,
609,293,13.7,7,114802,7.85,Athlético-PR,10.2,Vitor Hugo Roque Ferreira,Vitor Roque,V. Roque,8.31,True,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_0B2D0LR.png,21,19,0.19,5,vitor-roque,19.0,29.0,38.0,,,5.0,,,,,,10.0,13.0,10.0,5.0,3.0,,1.0,1.0,,
610,280,2.0,6,114888,0.0,Bragantino,0.0,Luciano Silva Santos,Luciano,Luciano,1.61,False,https://s.sde.globo.com/media/person_role/2022/05/05/21a71a480463a1c9c0140cfd2b91c6d8_FORMATO.png,21,0,0.0,4,luciano,,,,,,,,,,,,,,,,,,,,,
611,1371,1.0,6,114893,0.0,Cuiabá,0.0,Vinicius Pasquini Peruchi,Peruchi,Peruchi,1.5,False,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_SsVd5Bj.png,21,0,0.0,1,peruchi,,,,,,,,,,,,,,,,,,,,,
612,277,1.57,6,115025,1.25,Santos,0.0,Miguel Àngel Terceros,Miguelito,Miguelito,1.86,False,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_CgKUL3N.png,21,2,0.0,4,miguelito,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,
613,285,2.63,6,115061,2.75,Internacional,0.0,Thauan Lara dos Santos,Thauan Lara,T. Lara,0.92,False,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_QvNiNqZ.png,21,8,0.0,2,thauan-lara,5.0,6.0,12.0,,2.0,1.0,,,,,,1.0,2.0,,,,,,,,
614,276,3.0,6,115227,0.0,São Paulo,0.0,Caio Matheus da Silva,Caio,Caio,1.71,False,https://s.sde.globo.com/media/person_role/2022/04/06/c624743dce9149ef9c0122f7eabd3337_FORMATO.png,21,0,0.0,5,caio,,,,,,,,,,,,,,,,,,,,,
615,262,10.25,7,115239,5.0,Flamengo,11.2,Wesley Vinícius França Lima,Wesley,Wesley,9.01,True,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_FLI9Vom.png,21,21,1.47,2,wesley,39.0,37.0,32.0,1.0,7.0,2.0,,,,,,3.0,2.0,1.0,7.0,1.0,,1.0,1.0,,
616,275,1.81,6,115246,3.65,Palmeiras,0.0,Kaiky Marques Naves,Naves,Naves,-1.64,False,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_PUzC8ZB.png,21,4,0.0,3,naves,4.0,4.0,2.0,,2.0,,,,,,,,,,,,,,,,
617,275,1.0,6,115247,0.0,Palmeiras,0.0,Kaique Pereira Azarias,Kaique,Kaique,1.5,False,https://s.sde.globo.com/media/person_role/2022/04/06/42c5ad338bd56af0c7eeb86e91a85304_FORMATO.png,21,0,0.0,1,kaique,,,,,,,,,,,,,,,,,,,,,
618,275,1.78,6,115248,1.79,Palmeiras,0.0,Jhonatan dos Santos Rosa,Jhon Jhon,J. Jhon,2.23,False,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_cdZiLf8.png,21,13,0.0,4,jhon-jhon,17.0,16.0,9.0,,,3.0,,,,,,3.0,2.0,,1.0,,,,,,
619,282,1.0,6,115268,0.0,Atlético-MG,0.0,Rômulo Helberte Pereira Junior,Rômulo,Rômulo,1.5,False,https://s.sde.globo.com/media/person_role/2021/12/09/5cad18cd9645fbba0749287a12b4c476_FORMATO.png,21,0,0.0,3,romulo,,,,,,,,,,,,,,,,,,,,,
620,293,1.0,6,115273,0.0,Athlético-PR,0.0,Emersonn Correia da Silva,Emersonn,Emersonn,1.5,False,https://s.sde.globo.com/media/person_role/2021/12/09/ef22051bd5702578dd49c2ea6d4bc4d8_FORMATO.png,21,0,0.0,5,emersonn,,,,,,,,,,,,,,,,,,,,,
621,265,4.0,6,115537,0.0,Bahia,0.0,Marcos Victor Ferreira da Silva,Marcos Victor,M. Victor,1.82,False,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_PrZupVH.png,21,0,0.0,3,marcos-victor,,,,,,,,,,,,,,,,,,,,,
622,327,2.97,6,115563,2.38,América-MG,5.4,Rodrigo Henrique Santos de Souza,Rodriguinho,Rodriguinho,4.48,True,https://s.sde.globo.com/media/person_role/2022/02/24/cbc12bdc877ddabea0be444ea145a8d6_FORMATO.png,21,5,0.29,4,rodriguinho,4.0,5.0,4.0,,,,,,,,,,2.0,,,1.0,,,,,
623,284,1.0,6,115671,0.61,Grêmio,0.0,Lucas Eduardo Müller - Milla,Mila,Mila,0.9,False,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_GjZARIK.png,21,8,0.0,4,mila,5.0,10.0,3.0,,,2.0,,,,,,,3.0,,,,,,,,
624,282,2.0,6,115674,0.0,Atlético-MG,0.0,Gabriel Delfim Ferreira,Gabriel Delfim,G. Delfim,1.61,False,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_R1TAAd6.png,21,0,0.0,1,gabriel-delfim,,,,,,,,,,,,,,,,,,,,,
625,267,0.97,6,115733,-2.6,Vasco,0.0,José Vitor Geminiano Cavalieri,Zé Vitor,Z. Vitor,1.12,False,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_E9RklP7.png,21,1,0.0,3,ze-vitor,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,
626,267,2.0,6,115734,0.0,Vasco,0.0,Eric Lima Pimentel,Pimentel,Pimentel,1.61,False,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_bs3vmzt.png,21,0,0.0,3,pimentel,,,,,,,,,,,,,,,,,,,,,
627,280,1.0,6,115870,0.0,Bragantino,0.0,Jonathan da Cruz Silva,Jonathan,Jonathan,1.5,False,https://s.sde.globo.com/media/person_role/2023/03/29/photo_FORMATO_7Zk5L8m.png,21,0,0.0,2,jonathan,,,,,,,,,,,,,,,,,,,,,
628,266,9.24,6,115915,3.16,Fluminense,1.5,Leanderson da Silva Genésio,Lelê,Lelê,1.59,True,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_JNinp65.png,21,18,0.33,5,lele,8.0,23.0,5.0,,,1.0,,,1.0,,,13.0,15.0,2.0,9.0,2.0,,,1.0,,
629,275,6.66,6,115959,2.62,Palmeiras,0.0,Endrick Felipe Moreira de Sousa,Endrick,Endrick,0.74,False,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_6tQjxwx.png,21,15,0.0,5,endrick,4.0,25.0,13.0,,,2.0,,,,,,2.0,4.0,4.0,1.0,,1.0,1.0,1.0,,
630,1371,4.82,7,115986,3.24,Cuiabá,4.6,Denilson Alves Borges,Denilson,Denilson,3.93,True,https://s.sde.globo.com/media/person_role/2022/10/15/photo_FORMATO_sqKxYTo.png,21,16,0.79,4,denilson,24.0,17.0,18.0,,,5.0,,,,,,6.0,5.0,1.0,,1.0,,,,,
631,327,0.93,6,115997,0.85,América-MG,0.0,Mateus Henrique Alves Silva,Mateus Henrique,M. Henrique,0.16,False,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_9xPLICS.png,21,2,0.0,4,mateus-henrique,2.0,4.0,3.0,,,1.0,,,,,,,,,,,,,,,
632,327,2.43,5,115998,1.65,América-MG,0.0,Adyson do Nascimento Soares,Adyson,Adyson,2.26,False,https://s.sde.globo.com/media/person_role/2022/02/25/816e31c3a9501bc4cafc2ef28de0e625_FORMATO.png,21,2,0.0,5,adyson,3.0,1.0,,,,,,,,,,,,,,,,,,,
633,263,1.0,6,116000,0.0,Botafogo,0.0,Wallison Nunes Silva,Wallison,Wallison,1.5,False,,21,0,0.0,2,wallison,,,,,,,,,,,,,,,,,,,,,
634,280,3.31,6,116012,1.74,Bragantino,6.2,Matheus Gonçalves Martins,Matheus Gonçalves,M. Gonçalves,5.08,True,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_qMCtXjD.png,21,5,1.05,4,matheus-goncalves,,2.0,6.0,,,1.0,,,,,,,3.0,,1.0,1.0,,,,,
635,262,2.07,6,116013,1.45,Flamengo,0.0,Igor Jesus Lima,Igor Jesus,I. Jesus,0.89,False,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_fA4Y3X6.png,21,2,0.0,4,igor-jesus,1.0,2.0,3.0,,,,,,,,,,1.0,,,,,,,,
636,262,6.24,6,116034,2.66,Flamengo,2.2,Victor Hugo Gomes Silva,Victor Hugo,V. Hugo,2.1,True,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_nUR0WYM.png,21,20,-0.57,4,victor-hugo,19.0,5.0,17.0,,,1.0,,,,,,2.0,5.0,1.0,1.0,2.0,,,,,
637,282,1.0,6,116046,0.0,Atlético-MG,0.0,Vitor Hugo Santos Graziani,Vitor Graziani,V. Graziani,1.5,False,https://s.sde.globo.com/media/person_role/2023/04/01/photo_FORMATO_bXh4eA4.png,21,0,0.0,4,vitor-graziani,,,,,,,,,,,,,,,,,,,,,
638,263,2.11,6,116048,0.0,Botafogo,0.0,Raí da Silva Pessanha,Raí,Raí,1.62,False,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_n8x32pL.png,21,1,0.0,4,rai,,,,,,,,,,,,,,,,,,,,,
639,284,5.36,3,116065,3.42,Grêmio,9.0,Luís Eduardo Soares da Silva,Cuiabano,Cuiabano,7.25,True,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ER9oADt.png,21,9,1.12,2,cuiabano,13.0,17.0,9.0,,1.0,3.0,,,,,,3.0,3.0,1.0,2.0,,,,,,
640,276,3.02,6,116137,4.8,São Paulo,4.8,João Moreira Sanmartin Souza,João Moreira,J. Moreira,4.02,True,https://s.sde.globo.com/media/person_role/2022/03/01/b2773da8a486428f92cda01d2ab65d9e_FORMATO.png,21,1,0.02,2,joao-moreira,2.0,1.0,3.0,,,,,,,,,1.0,,,,,,,,,
641,294,1.0,6,116282,0.0,Coritiba,0.0,Gabriel Silva Azevedo Figueiredo,Gabriel Silva,G. Silva,1.5,False,https://s.sde.globo.com/media/person_role/2023/04/20/photo_FORMATO_fzfvURk.png,21,0,0.0,4,gabriel-silva,,,,,,,,,,,,,,,,,,,,,
642,283,2.62,6,116432,0.75,Cruzeiro,0.0,Daniel de Melo Araújo Junior,Daniel Junior,D. Junior,1.03,False,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_BhP9sDN.png,21,4,0.0,4,daniel-junior,,1.0,5.0,,,,,,,,,,1.0,,,,,,,,
643,356,6.61,5,116447,3.09,Fortaleza,0.0,Hércules Pereira do Nascimento,Hércules,Hércules,1.46,False,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_U5EjTT7.png,21,13,0.0,4,hercules,20.0,15.0,7.0,,,1.0,,,,,,4.0,7.0,1.0,2.0,,,,,,
644,265,2.08,5,116450,0.43,Bahia,0.0,André Dhominique Queiroz Santiago Da Silva,André,André,-3.44,False,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_kQwNdzi.png,21,3,0.0,2,andre,2.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,,
645,294,6.39,7,116461,3.26,Coritiba,0.2,Jamerson Santos de Jesus,Jamerson,Jamerson,0.61,True,https://s.sde.globo.com/media/person_role/2023/04/10/photo_FORMATO_FvosjlG.png,21,19,-1.0,2,jamerson,36.0,18.0,7.0,,3.0,4.0,,,,,,4.0,6.0,,2.0,,,,,,
646,290,1.0,6,116562,0.0,Goiás,0.0,Ezequiel Alves de Oliveira Vieira,Ezequiel,Ezequiel,1.5,False,https://s.sde.globo.com/media/person_role/2023/03/14/photo_220x220_DI919Pv.png,21,0,0.0,1,ezequiel,,,,,,,,,,,,,,,,,,,,,
647,280,1.0,6,116825,0.0,Bragantino,0.0,Jhonny Cardinoti Pedro,Jhonny,Jhonny,1.5,False,https://s.sde.globo.com/media/person_role/2022/02/24/07c2ee6d264dd5863593c52fdaba42b5_FORMATO.png,21,0,0.0,2,jhonny,,,,,,,,,,,,,,,,,,,,,
648,290,1.0,6,116835,0.0,Goiás,0.0,Reginaldo dos Santos Moreira,Reginaldo,Reginaldo,1.5,False,https://s.sde.globo.com/media/person_role/2022/04/15/c6b1985503cc71ba6d6154b448940158_FORMATO.png,21,0,0.0,5,reginaldo,,,,,,,,,,,,,,,,,,,,,
649,280,7.88,7,117314,4.28,Bragantino,9.0,Thiago Nicolás Borbas Silva,Thiago Borbas,T. Borbas,7.3,True,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_y6Ph2tU.png,21,18,1.21,5,thiago-borbas,8.0,31.0,11.0,,,5.0,,,,,,12.0,11.0,6.0,2.0,1.0,,,,,
650,280,3.12,5,117336,6.4,Bragantino,0.0,João Luiz da Silva Cipriano,Cipriano,Cipriano,2.66,False,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO_jkA9tzz.png,21,1,0.0,3,cipriano,3.0,4.0,,,1.0,1.0,,,,,,,,,,,,,,,
651,327,2.12,6,117403,1.82,América-MG,0.0,Renato Marques de Oliveira Júnior,Renato Marques,R. Marques,0.02,False,https://s.sde.globo.com/media/person_role/2023/06/03/photo_FORMATO_lScxD3S.png,21,7,0.0,5,renato-marques,2.0,6.0,1.0,,,2.0,,,,,,,1.0,1.0,2.0,1.0,,,,,
652,264,1.68,6,117459,1.15,Corinthians,1.1,Leonardo Mana Hernandes,Léo Maná,L. Maná,1.21,True,https://s.sde.globo.com/media/person_role/2022/07/02/5c3199a34de47846ae66a0560d4e7417_FORMATO.png,21,2,0.01,2,leo-mana,3.0,1.0,,,,1.0,,,,,,,,,,,,,,,
653,276,5.0,5,117579,0.0,São Paulo,0.0,Giuliano Galoppo,Galoppo,Galoppo,1.92,False,https://s.sde.globo.com/media/person_role/2022/07/26/2ca20d35cbccce7d03bb8c585af8fddc_FORMATO.png,21,0,0.0,4,galoppo,,,,,,,,,,,,,,,,,,,,,
654,280,11.99,7,117711,6.01,Bragantino,8.29,Pedro Miguel Faria Caixinha,Pedro Caixinha,P. Caixinha,6.83,True,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_LvzP4JH.png,21,21,1.11,6,pedro-caixinha,,,,,,,,,,,,,,,,,,,,9.0,
655,276,1.0,6,117818,0.0,São Paulo,0.0,Young Navarro Moraes,Young,Young,1.5,False,https://s.sde.globo.com/media/person_role/2023/06/07/photo_FORMATO.png,21,0,0.0,1,young,,,,,,,,,,,,,,,,,,,,,
656,264,2.14,6,117849,1.4,Corinthians,0.0,Giovane Santana do Nascimento,Giovane,Giovane,1.48,False,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_TquvINB.png,21,2,0.0,5,giovane,1.0,,,,,,,,,,,,2.0,,,,,,,,
657,285,2.11,6,117870,0.2,Internacional,0.0,Estevão Barreto de Oliveira,Estevão,Estevão,1.62,False,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_HFq77iJ.png,21,1,0.0,4,estevao,,1.0,1.0,,,,,,,,,,,,,,,,,,
658,264,3.37,6,117909,2.81,Corinthians,1.4,Wesley Gassova Ribeiro Teixeira,Wesley,Wesley,1.47,True,https://s.sde.globo.com/media/person_role/2022/04/19/e9c12ff02569765cb5c876412fae8bb8_FORMATO.png,21,10,0.15,5,wesley,10.0,7.0,10.0,,,1.0,,,,,,3.0,2.0,1.0,,,,1.0,,,
