,atletas.rodada_id,atletas.clube.id.full.name,atletas.clube_id,atletas.pontos_num,atletas.preco_num,atletas.atleta_id,atletas.nome,atletas.minimo_para_valorizar,atletas.jogos_num,atletas.slug,atletas.apelido,atletas.foto,atletas.variacao_num,atletas.media_num,atletas.apelido_abreviado,atletas.posicao_id,atletas.status_id,DS,FC,FD,FF,FS,FT,G,I,CA,CV,SG,PS,DE,GS,DP,A,PC,PP,V,GC
169,7,Corinthians,264,0.0,8.32,85315,Víctor Danilo Cantillo Jiménez,5.83,1,cantillo,Cantillo,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_XLtLBFc.png,0.0,8.9,Cantillo,4,6,6.0,,1.0,,1.0,,,,,,,,,,,,,,,
170,7,Santos,277,6.0,12.55,85425,João Paulo Silva Martins,3.62,7,joao-paulo,João Paulo,https://s.sde.globo.com/media/person_role/2022/03/03/9edc82b201e12a2a0b8dba4d87004195_FORMATO.png,-0.9,6.21,J. Paulo,1,7,,,,,1.0,,,,,,4.0,,28.0,5.0,,,,,,
171,7,Athlético-PR,293,2.3,4.27,85465,Alex Paulo Menezes Santana,1.41,3,alex-santana,Alex Santana,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_9oyYdIt.png,-0.16,1.23,A. Santana,4,7,3.0,4.0,1.0,2.0,5.0,,,,1.0,1.0,,,,,,,,,,
172,7,Vasco,267,1.1,2.2,85626,Leonardo Pinheiro da Conceição,0.72,7,leo,Léo,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_upcZmtB.png,0.26,0.11,Léo,3,7,2.0,7.0,,,3.0,,,,1.0,,,,,,,,,,,
173,7,Atlético-MG,282,8.0,6.95,85931,Hyoran Kaue Dalmoro,4.72,7,hyoran,Hyoran,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_we4xNWc.png,0.7,4.57,Hyoran,4,7,7.0,12.0,2.0,8.0,5.0,1.0,2.0,1.0,2.0,,,,,,,,1.0,,,
174,7,Botafogo,263,0.0,2.76,85993,Gustavo Affonso Sauerbeck,3.21,2,gustavo-sauer,Gustavo Sauer,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_plrV8jg.png,0.0,2.6,G. Sauer,5,6,3.0,2.0,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,
175,7,América-MG,327,-0.3,2.71,86143,Wanderson Santos Pereira,-0.07,1,wanderson,Wanderson,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_b5qzoWm.png,-1.29,-0.3,Wanderson,3,6,,1.0,,,,,,,,,,,,,,,,,,
176,7,América-MG,327,0.0,5.98,86388,Alexandre Egea,0.14,6,ale,Alê,https://s.sde.globo.com/media/person_role/2022/02/24/4b65fc3f258e926df6bf12c3abbfa9a0_FORMATO.png,-0.3,2.88,Alê,4,7,7.0,11.0,,4.0,6.0,,1.0,,2.0,,,,,,,,,,,
177,7,Goiás,290,-0.1,8.84,86391,Sander Henrique Bortolotto,0.12,7,sander,Sander,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_klsEyT2.png,-0.84,4.85,Sander,2,7,16.0,9.0,3.0,,18.0,,,1.0,,,,,,,,1.0,,,,
178,7,Coritiba,294,0.0,2.47,86410,Victor Luis Chuab Zamblauskas,0.71,5,victor-luis,Victor Luis,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_cjqZYOH.png,0.0,0.48,V. Luis,2,7,4.0,4.0,,1.0,4.0,,,,1.0,,,,,,,,,,,1.0
179,7,Fluminense,266,0.0,2.6,86485,Marcos da Silva França,0.45,3,keno,Keno,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_RDEOJLs.png,0.0,-0.63,Keno,5,5,1.0,5.0,,,1.0,,,1.0,2.0,,,,,,,,,,,
180,7,São Paulo,276,0.0,5.0,86508,Jandrei Chitolina Carniel,5.65,0,jandrei,Jandrei,https://s.sde.globo.com/media/person_role/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png,0.0,0.0,Jandrei,1,5,,,,,,,,,,,,,,,,,,,,
181,7,Botafogo,263,4.9,9.06,86686,Danilo das Neves Pinheiro,2.97,7,tche-tche,Tchê Tchê,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_FytIYxJ.png,0.41,4.13,T. Tchê,4,7,9.0,12.0,3.0,2.0,7.0,,1.0,,,,,,,,,1.0,,,,
182,7,Cruzeiro,283,0.0,9.02,86711,Richard Cândido Coelho,2.31,4,richard-coelho,Richard Coelho,https://s.sde.globo.com/media/person_role/2023/03/14/photo_220x220_hWLUIMn.png,0.0,4.75,R. Coelho,4,6,13.0,5.0,1.0,3.0,7.0,,,2.0,2.0,,,,,,,,,,,
183,7,Flamengo,262,6.2,8.55,86757,Everton Sousa Soares,3.71,7,everton,Everton,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_EcaScZP.png,0.3,5.15,Everton,5,6,7.0,4.0,6.0,6.0,4.0,,,1.0,1.0,,,1.0,,,,3.0,,,,
184,7,Botafogo,263,0.0,6.37,86777,Danilo Barbosa da Silva,5.69,3,danilo-barbosa,Danilo Barbosa,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_6wIsdHM.png,0.0,4.57,D. Barbosa,4,5,3.0,4.0,,1.0,5.0,,1.0,,,,,,,,,,,,,
185,7,Coritiba,294,0.0,3.58,86799,Rodrigo Cunha Pereira de Pinho,1.49,5,rodrigo-pinho,Rodrigo Pinho,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_28kb8HP.png,0.0,1.88,R. Pinho,5,7,2.0,2.0,2.0,4.0,4.0,,,,,,,,,,,,,,,
186,7,Coritiba,294,2.4,5.94,86841,Gabriel Boschilia,1.51,5,boschilia,Boschilia,https://s.sde.globo.com/media/person_role/2022/08/12/8bbade4dbabca44eb3eda2767deda745_FORMATO.png,0.31,4.28,Boschilia,4,6,6.0,2.0,2.0,3.0,6.0,,1.0,,1.0,,,,,,,,,,,
187,7,Fortaleza,356,0.0,3.4,86859,José Welison da Silva,1.93,2,jose-welison,José Welison,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_Sq4MDcU.png,0.0,1.0,J. Welison,4,6,2.0,3.0,,,1.0,,,,,,,,,,,,,,,
188,7,América-MG,327,0.0,5.21,86864,Marlon Matheus Lopes do Nascimento,2.83,5,marlon,Marlon,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_9jhAK26.png,0.0,2.9,Marlon,2,7,7.0,4.0,,1.0,11.0,,,,1.0,,,,,,,1.0,,,,1.0
189,7,Santos,277,0.0,8.08,86970,Eduardo Gabriel dos Santos Bauermann,4.7,3,eduardo-bauermann,Eduardo Bauermann,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_GWoHgvv.png,0.0,5.3,E. Bauermann,3,6,2.0,3.0,1.0,4.0,,,1.0,,,1.0,1.0,,,,,,,,,
190,7,Vasco,267,-1.0,9.96,87008,Leonardo César Jardim,-0.41,7,leo-jardim,Léo Jardim,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_2NC7Cvz.png,-0.53,3.43,L. Jardim,1,7,,,,,,,,,1.0,,,,36.0,11.0,,,,,,
191,7,Grêmio,284,0.0,4.9,87009,Nathan Allan de Souza,1.55,6,nathan,Nathan,https://s.sde.globo.com/media/person_role/2023/04/12/photo_FORMATO_H5UIx66.png,0.0,1.72,Nathan,4,6,6.0,7.0,3.0,2.0,2.0,,,,1.0,,,,,,,,,,,
192,7,Goiás,290,2.1,7.49,87098,Matheus Vieira Campos Peixoto,1.36,7,matheus-peixoto,Matheus Peixoto,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_FC0h7Wp.png,-0.6,4.17,M. Peixoto,5,7,7.0,7.0,3.0,6.0,8.0,,1.0,5.0,2.0,,,,,,,1.0,,,,
193,7,Athlético-PR,293,0.0,9.69,87225,Pedro Henrique Ribeiro Gonçalves,2.8,5,pedro-henrique,Pedro Henrique,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Pmz9ta0.png,0.0,4.44,P. Henrique,3,7,4.0,4.0,1.0,,3.0,,1.0,1.0,2.0,,2.0,,,,,,,,,
194,7,Atlético-MG,282,0.0,13.0,87228,Guilherme Antonio Arana Lopes,14.69,0,guilherme-arana,Guilherme Arana,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6cBmo9F.png,0.0,0.0,G. Arana,2,6,,,,,,,,,,,,,,,,,,,,
195,7,Internacional,285,0.8,7.74,87242,Carlos María de Pena Bonino,0.61,7,carlos-de-pena,Carlos de Pena,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8NTSnKt.png,-0.46,3.26,C. Pena,4,2,8.0,4.0,2.0,5.0,2.0,,1.0,,1.0,,,,,,,,,,,
196,7,Santos,277,0.0,9.26,87258,Yeferson Julio Soteldo Martínez,5.54,2,soteldo,Soteldo,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xCE9nv8.png,0.0,5.05,Soteldo,5,7,1.0,2.0,1.0,1.0,11.0,,,,,1.0,,,,,,1.0,,,,
197,7,Grêmio,284,2.8,8.12,87342,Walter Kannemann,1.75,6,kannemann,Kannemann,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q2fTOjY.png,-0.46,3.8,Kannemann,3,3,13.0,12.0,,1.0,6.0,,,,5.0,1.0,2.0,,,,,1.0,,,,
198,7,Santos,277,6.2,7.68,87402,Messias Rodrigues da Silva Júnior,3.71,7,messias,Messias,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_XWlumea.png,0.35,4.23,Messias,3,7,8.0,5.0,,2.0,2.0,,,1.0,,,4.0,,,,,,1.0,,,
199,7,Bahia,265,6.0,12.0,87470,Thaciano Mickael da Silva,3.64,6,thaciano,Thaciano,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_dQGg2S1.png,-0.67,7.7,Thaciano,4,7,11.0,12.0,3.0,10.0,8.0,1.0,1.0,,,,,,,,,2.0,,,,
200,7,Athlético-PR,293,3.7,6.69,87552,Vitor Frezarin Bueno,2.26,6,vitor-bueno,Vitor Bueno,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Vn5DBCR.png,0.53,3.3,V. Bueno,4,6,5.0,2.0,4.0,4.0,7.0,,,1.0,2.0,,,,,,,1.0,,,,
201,7,América-MG,327,3.0,2.92,87603,Mateus Pasinato,1.82,2,mateus-pasinato,Mateus Pasinato,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_1bOXVa7.png,-0.31,5.25,M. Pasinato,1,6,,,,,1.0,,,,,,,,13.0,3.0,,,,,,
202,7,Cruzeiro,283,-0.3,2.48,87742,Antônio Francisco Moura Neto,-0.06,6,neto-moura,Neto Moura,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_MSIx6c6.png,-0.37,0.87,N. Moura,4,7,3.0,5.0,,4.0,,,,1.0,,,,,,,,,,,,
203,7,Bahia,265,0.0,5.25,87747,Yago Felipe da Costa Rocha,2.25,6,yago-felipe,Yago Felipe,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO.png,0.0,2.18,Y. Felipe,4,6,12.0,13.0,,2.0,4.0,,,,1.0,,,,,,,,,,,
204,7,Botafogo,263,5.0,3.84,87808,Philipe Sampaio Azevedo,2.97,3,philipe-sampaio,Philipe Sampaio,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_E29teNI.png,0.48,2.8,P. Sampaio,3,6,2.0,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,,
205,7,Atlético-MG,282,-1.1,9.68,87853,Paolo Mauricio Lemos Merladett,-0.48,5,mauricio-lemos,Mauricio Lemos,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,-1.9,3.48,M. Lemos,3,3,6.0,8.0,2.0,1.0,5.0,,1.0,1.0,3.0,1.0,1.0,,,,,,,,,
206,7,Flamengo,262,0.0,13.46,87863,Giorgian Daniel de Arrascaeta Benedetti,5.51,3,arrascaeta,Arrascaeta,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,0.0,3.93,Arrascaeta,4,2,4.0,3.0,2.0,5.0,3.0,,,,1.0,,,1.0,,,,,,,,
207,7,Corinthians,264,0.0,4.33,87887,Fabián Cornelio Balbuena González,1.35,1,balbuena,Balbuena,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_a0U2siY.png,0.0,0.9,Balbuena,3,6,1.0,1.0,,,,,,,,,,,,,,,,,,
208,7,Cuiabá,1371,6.4,4.62,88033,Alan Pereira Empereur,3.77,5,alan-empereur,Alan Empereur,https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,1.25,2.1,A. Empereur,3,7,3.0,2.0,1.0,1.0,3.0,,,,1.0,,1.0,,,,,,,,,
209,7,Botafogo,263,8.96,12.86,88037,Luís Manuel Ribeiro de Castro,5.32,7,luis-castro,Luís Castro,https://s.sde.globo.com/media/person_role/2022/02/21/3d4eb55c672851b1407085b09c4dfbb4_FORMATO.png,1.03,7.07,L. Castro,6,7,,,,,,,,,,,,,,,,,,,6.0,
210,7,Fluminense,266,0.0,4.0,88065,Jorge Marco de Oliveira Moraes,4.52,0,jorge,Jorge,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_Rnoad6D.png,0.0,0.0,Jorge,2,5,,,,,,,,,,,,,,,,,,,,
211,7,Vasco,267,0.0,5.0,88136,Ivan Quaresma da Silva,5.65,0,ivan,Ivan,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_qStnmUz.png,0.0,0.0,Ivan,1,6,,,,,,,,,,,,,,,,,,,,
212,7,Corinthians,264,0.0,2.97,88323,Ángel Rodrigo Romero Villamayor,0.1,3,angel-romero,Ángel Romero,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_CufTSrv.png,-0.67,0.63,Ã. Romero,5,6,1.0,1.0,,,2.0,,,,,,,,,,,,,,,
213,7,Vasco,267,0.0,3.0,88368,Gabriel Dias de Oliveira,3.39,0,gabriel-dias,Gabriel Dias,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_SmDR7cT.png,0.0,0.0,G. Dias,2,5,,,,,,,,,,,,,,,,,,,,
214,7,Flamengo,262,6.0,14.83,88393,Ayrton Lucas Dantas de Medeiros,3.61,7,ayrton-lucas,Ayrton Lucas,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_P9K1v1H.png,0.56,5.72,A. Lucas,2,7,8.0,11.0,3.0,2.0,11.0,,1.0,,1.0,,3.0,1.0,,,,,,,,
215,7,Bragantino,280,5.0,8.53,88423,Aderlan de Lima Silva,2.99,6,aderlan,Aderlan,https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,0.61,4.12,Aderlan,2,6,14.0,9.0,,2.0,4.0,,,,,1.0,1.0,,,,,1.0,,,,
216,7,Fortaleza,356,1.4,4.19,88597,Lucas de Figueiredo Crispim,0.9,2,lucas-crispim,Lucas Crispim,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_EvxhSX5.png,-0.23,1.3,L. Crispim,4,7,2.0,1.0,,,1.0,,,,,,,,,,,,,,,
217,7,Coritiba,294,3.3,4.12,88857,Damián Marcelino Moreno,2.01,4,marcelino-moreno,Marcelino Moreno,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_S4cMFFx.png,-0.42,3.38,M. Moreno,4,7,1.0,1.0,,2.0,8.0,,1.0,,1.0,,,,,,,,,,,
218,7,Coritiba,294,3.5,3.54,88916,Luan Polli Gomes,2.1,1,luan-polli,Luan Polli,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_gZl1v6O.png,-0.46,3.5,L. Polli,1,6,,,,,1.0,,,,,,,,5.0,2.0,,,,,,
219,7,América-MG,327,0.0,1.82,89226,Iago Justen Maidana Martins,0.1,6,iago-maidana,Iago Maidana,https://s.sde.globo.com/media/person_role/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png,-0.09,0.0,I. Maidana,3,7,1.0,4.0,,2.0,1.0,,,1.0,2.0,,,,,,,,,,,
220,7,Flamengo,262,-0.4,9.08,89256,Gerson Santos da Silva,-0.09,3,gerson,Gerson,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_UpueHtq.png,-2.73,4.77,Gerson,4,7,,11.0,,1.0,6.0,,1.0,2.0,,,,1.0,,,,1.0,,,,
221,7,Grêmio,284,0.0,14.19,89273,João Pedro Maturano dos Santos,5.14,2,joao-pedro,João Pedro,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ux7O1sm.png,0.0,10.0,J. Pedro,2,5,5.0,,,,2.0,,1.0,,,,1.0,,,,,,,,,
222,7,Cruzeiro,283,0.0,8.8,89275,Willian de Asevedo Furtado,0.21,7,william,William,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_mkEok8F.png,-1.62,5.68,William,2,7,15.0,11.0,,2.0,9.0,,,,1.0,,3.0,,,,,1.0,,,,
223,7,Atlético-MG,282,0.0,5.0,89493,Igor Rabello da Costa,5.65,0,igor-rabello,Igor Rabello,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,0.0,0.0,I. Rabello,3,6,,,,,,,,,,,,,,,,,,,,
224,7,Flamengo,262,8.0,7.59,89637,Thiago Maia Alencar,4.71,6,thiago-maia,Thiago Maia,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_yDq9MVW.png,1.49,3.05,T. Maia,4,7,16.0,4.0,,1.0,1.0,,,,1.0,,,,,,,,,,,
225,7,Cuiabá,1371,2.1,3.08,89695,Iury Lirio Freitas de Castilho,1.31,4,iury-castilho,Iury Castilho,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_WoJbpFR.png,0.34,1.75,I. Castilho,5,6,2.0,3.0,2.0,1.0,5.0,,,2.0,,,,,,,,,,,,
226,7,São Paulo,276,13.9,16.54,89840,Jonathan Calleri,8.14,6,calleri,Calleri,https://s.sde.globo.com/media/person_role/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png,2.4,7.0,Calleri,5,7,2.0,19.0,3.0,6.0,18.0,,3.0,1.0,1.0,,,,,,,1.0,,,,
227,7,Grêmio,284,2.7,10.36,89846,Franco Cristaldo,1.73,7,cristaldo,Cristaldo,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Sywtl9T.png,-0.34,5.79,Cristaldo,4,7,13.0,2.0,4.0,1.0,12.0,,1.0,1.0,,,,1.0,,,,1.0,,,,
228,7,Santos,277,1.9,4.14,89883,Douglas Moreira Fagundes,1.21,6,dodi,Dodi,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_a0W192c.png,-0.4,2.47,Dodi,4,7,13.0,11.0,,,13.0,,,,4.0,,,,,,,,,,,
229,7,Corinthians,264,6.3,16.55,89898,Róger Krug Guedes,3.84,7,roger-guedes,Róger Guedes,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_39SGFR6.png,-0.47,7.63,R. Guedes,5,7,3.0,7.0,6.0,14.0,23.0,,3.0,,2.0,,,,,,,,,,,
230,7,Grêmio,284,0.0,5.26,89918,Everton Galdino Moreira,0.16,7,everton-galdino,Everton Galdino,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TtRmr2d.png,-0.45,3.28,E. Galdino,5,6,4.0,1.0,1.0,1.0,3.0,,2.0,,1.0,,,,,,,,,,,
231,7,Santos,277,0.0,15.1,90031,John Stiven Mendoza Valencia,4.44,3,mendoza,Mendoza,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_fdX9HMF.png,0.0,12.9,Mendoza,5,6,5.0,2.0,1.0,1.0,9.0,,2.0,2.0,,,,1.0,,,,2.0,,,,
232,7,Fortaleza,356,0.0,9.91,90061,Bruno de Jesus Pacheco,5.7,6,bruno-pacheco,Bruno Pacheco,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_PYjs4Li.png,0.0,5.8,B. Pacheco,2,6,9.0,12.0,2.0,4.0,6.0,,,,1.0,,3.0,,,,,1.0,,,,
233,7,São Paulo,276,0.0,6.03,90232,Raí dos Reis Ramos,2.49,3,rai-ramos,Raí Ramos,https://s.sde.globo.com/media/person_role/2023/04/15/photo_FORMATO_p3UWrBW.png,0.0,4.67,R. Ramos,2,2,3.0,3.0,1.0,2.0,1.0,,,,2.0,,2.0,,,,,,,,,
234,7,Flamengo,262,0.0,5.72,90285,Bruno Henrique Pinto,1.72,4,bruno-henrique,Bruno Henrique,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_PsLr2Kh.png,0.0,1.15,B. Henrique,5,6,3.0,5.0,,2.0,2.0,,,1.0,,,,,,,,,,,,
235,7,Palmeiras,275,0.0,6.0,90290,Jaílson Marques Siqueira,6.78,0,jailson,Jailson,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_borikKg.png,0.0,0.0,Jailson,4,6,,,,,,,,,,,,,,,,,,,,
236,7,Fortaleza,356,0.0,5.0,90302,Pedro Rocha Neves,5.65,0,pedro-rocha,Pedro Rocha,https://s.sde.globo.com/media/person_role/2022/09/28/photo_FORMATO_wjBokpm.png,0.0,0.0,P. Rocha,5,5,,,,,,,,,,,,,,,,,,,,
237,7,São Paulo,276,0.0,4.0,90309,David Correa da Fonseca,0.97,1,david,David,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_zc5jjjt.png,0.0,0.2,David,5,5,,1.0,,,1.0,,,,,,,,,,,,,,,
238,7,Bahia,265,0.0,6.24,90449,Júlio César Rezende de Miranda,2.42,5,rezende,Rezende,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,0.0,3.08,Rezende,4,7,13.0,6.0,,2.0,6.0,,,,,1.0,,,,,,,,,,
239,7,Goiás,290,0.0,1.93,90540,Diego Gonçalves,0.46,5,diego-goncalves,Diego Gonçalves,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_eh2bZ7u.png,0.0,0.96,D. Gonçalves,5,6,,4.0,2.0,2.0,4.0,,,,,,,,,,,,,,,
240,7,Bahia,265,0.0,3.0,90590,Mateus Eduardo Claus,3.39,0,mateus-claus,Mateus Claus,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_UPFwDzZ.png,0.0,0.0,M. Claus,1,6,,,,,,,,,,,,,,,,,,,,
241,7,Flamengo,262,7.4,10.11,90768,Fabrício Bruno Soares de Faria,4.39,7,fabricio-bruno,Fabrício Bruno,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_zrQ4flU.png,1.17,4.47,F. Bruno,3,7,9.0,4.0,1.0,,5.0,,,,2.0,,3.0,,,,,1.0,,,,
242,7,América-MG,327,2.2,9.17,91151,Everaldo Silva do Nascimento,1.45,6,everaldo,Everaldo,https://s.sde.globo.com/media/person_role/2022/02/25/561f3ca4238e82e1b2e1479a1a66c551_FORMATO.png,-0.26,5.45,Everaldo,5,6,8.0,3.0,2.0,3.0,13.0,1.0,1.0,3.0,3.0,,,,,,,1.0,,,,
243,7,Cuiabá,1371,5.0,4.77,91190,Ítaro Patric Cardoso Calmon,2.97,5,pk,PK,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_kfJYHxI.png,0.48,2.36,PK,2,2,8.0,8.0,,2.0,2.0,,,,,1.0,1.0,,,,,,,,,
244,7,América-MG,327,0.0,2.66,91203,Éder Ferreira Graminho,0.57,5,eder,Éder,https://s.sde.globo.com/media/person_role/2022/02/24/e0b5f4c6647fe1b42922ddb4458dade0_FORMATO.png,0.0,0.8,Éder,3,6,8.0,11.0,,1.0,2.0,,,1.0,4.0,,,,,,,,,,,
245,7,Grêmio,284,1.4,3.95,91254,Felipe Ignacio Carballo Ares,0.9,2,carballo,Carballo,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NYg6Ymv.png,-0.02,0.4,Carballo,4,7,1.0,3.0,,,1.0,,,,,,,,,,,,,,,
246,7,Botafogo,263,5.0,9.68,91260,Lucas Estella Perri,3.03,7,lucas-perri,Lucas Perri,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_83wBpb6.png,0.75,5.28,L. Perri,1,7,,,,,,,,,,,3.0,,28.0,6.0,,,,,,
247,7,Flamengo,262,-0.1,2.86,91473,Erick Antonio Pulgar Farfán,0.05,4,erick-pulgar,Erick Pulgar,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xuM4Nls.png,-0.14,1.1,E. Pulgar,4,7,6.0,9.0,,,2.0,,,1.0,1.0,,,,,,,,,,,
248,7,São Paulo,276,0.0,9.06,91573,Robert Abel Arboleda Escobar,2.89,4,arboleda,Arboleda,https://s.sde.globo.com/media/person_role/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,0.0,5.05,Arboleda,3,6,7.0,,,1.0,2.0,,,,,,2.0,,,,,,,,,
249,7,Palmeiras,275,0.6,8.32,91607,Ronielson da Silva Barbosa,0.45,5,rony,Rony,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_eJOedW8.png,-0.47,1.02,Rony,5,7,,2.0,2.0,3.0,3.0,,,6.0,,,,,,,,,,,,
250,7,Botafogo,263,6.7,5.45,91664,Adryelson Shawann Lima Silva,3.96,7,adryelson,Adryelson,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,1.31,2.82,Adryelson,3,7,4.0,3.0,,1.0,2.0,,,,1.0,,3.0,,,,,,,,,
251,7,Cruzeiro,283,0.0,1.93,91689,Matheus Isaías dos Santos,0.23,2,matheus-jussa,Matheus Jussa,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vMaiFUT.png,0.0,-0.65,M. Jussa,4,6,,1.0,,,,,,,1.0,,,,,,,,,,,
252,7,Cruzeiro,283,6.5,15.81,91706,Marlon Rodrigues Xavier,3.98,7,marlon,Marlon,https://s.sde.globo.com/media/person_role/2023/03/13/photo_220x220_vrVAWB7.png,-1.17,10.13,Marlon,2,7,36.0,6.0,,,5.0,,1.0,,1.0,,3.0,,,,,1.0,,,,
253,7,Fluminense,266,-0.2,13.26,91708,Marcílio Florêncio Mota Filho,0.11,7,nino,Nino,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_U5c1E7V.png,-2.56,6.94,Nino,3,7,4.0,7.0,,3.0,11.0,1.0,2.0,,1.0,,4.0,,,,,,,,,
254,7,Goiás,290,0.0,2.0,91712,Matheus Alves da Silva Cardoso,2.26,0,matheus-alves,Matheus Alves,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_voSytVs.png,0.0,0.0,M. Alves,1,6,,,,,,,,,,,,,,,,,,,,
255,7,Goiás,290,0.0,4.0,91733,Luiz Antonio Ferreira Rodrigues,4.52,0,felipe,Felipe,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_ITYlLkP.png,0.0,0.0,Felipe,4,6,,,,,,,,,,,,,,,,,,,,
256,7,Bahia,265,5.0,5.33,91772,David de Duarte Macedo,3.0,5,david-duarte,David Duarte,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0ibQkD2.png,1.04,3.9,D. Duarte,3,7,3.0,3.0,,1.0,2.0,1.0,1.0,,1.0,,1.0,,,,,,,,,
