,atletas.rodada_id,atletas.clube.id.full.name,atletas.clube_id,atletas.pontos_num,atletas.preco_num,atletas.atleta_id,atletas.nome,atletas.minimo_para_valorizar,atletas.jogos_num,atletas.slug,atletas.apelido,atletas.foto,atletas.variacao_num,atletas.media_num,atletas.apelido_abreviado,atletas.posicao_id,atletas.status_id,DS,FC,FD,FF,FS,FT,G,I,CA,CV,SG,PS,DE,GS,DP,A,PC,PP,V,GC
82,7,Grêmio,284,0.0,8.53,70916,Diogo Barbosa Mendanha,2.16,4,diogo-barbosa,Diogo Barbosa,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hD7TNLn.png,0.0,2.97,D. Barbosa,2,6,5.0,3.0,,1.0,4.0,,,,1.0,,1.0,,,,,,,,,
83,7,Athlético-PR,293,0.0,2.05,70986,Leonardo Cittadini,0.04,2,leo-cittadini,Léo Cittadini,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_iZBbl8l.png,0.0,-0.25,L. Cittadini,4,6,,5.0,,,2.0,,,,,,,,,,,,,,,
84,7,Grêmio,284,0.0,5.16,71162,Vinícius Goes Barbosa de Souza,0.14,7,vina,Vina,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q8oUM9e.png,-0.63,2.1,Vina,4,6,2.0,2.0,2.0,,9.0,,1.0,,2.0,,,,,,,,,,,
85,7,Santos,277,8.6,6.73,71227,Maicon Pereira Roque,5.02,1,maicon,Maicon,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_NcXdUCj.png,-0.27,8.6,Maicon,3,6,2.0,,1.0,,,,,,,,1.0,,,,,,,,,
86,7,Fortaleza,356,0.0,10.86,71571,Fernando Miguel Kaufmann,5.15,4,fernando-miguel,Fernando Miguel,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_qLr4Pp0.png,0.0,5.25,F. Miguel,1,5,,,,,,,,,,,1.0,,20.0,4.0,,,,,,
87,7,Palmeiras,275,9.0,9.56,71631,Weverton Pereira da Silva,5.29,7,weverton,Weverton,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_PN9nfV7.png,1.44,3.07,Weverton,1,7,,,,,1.0,,,,,,2.0,,17.0,6.0,,,,,,
88,7,Palmeiras,275,4.7,9.47,71684,Gustavo Raúl Gómez Portillo,2.84,7,gustavo-gomez,Gustavo Gómez,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_WsvPa3o.png,-0.29,3.74,G. Gómez,3,2,9.0,7.0,1.0,1.0,5.0,,,,2.0,,2.0,,,,,1.0,,,,
89,7,Coritiba,294,-0.3,3.8,71829,Ocimar de Almeida Júnior,-0.06,3,junior-urso,Júnior Urso,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7ft8zu4.png,-1.16,1.33,J. Urso,4,6,2.0,2.0,1.0,,4.0,,,,1.0,,,,,,,,,,,
90,7,Fortaleza,356,0.0,6.09,71844,Thiago Galhardo do Nascimento Rocha,2.51,4,thiago-galhardo,Thiago Galhardo,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_LaKDS7J.png,0.0,2.55,T. Galhardo,5,7,,,1.0,,2.0,,1.0,,,,,,,,,,,,,
91,7,Botafogo,263,2.5,5.61,71898,Gabriel Appelt Pires,1.55,3,gabriel-pires,Gabriel Pires,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_wzlbP45.png,-0.2,4.57,G. Pires,4,7,11.0,7.0,,2.0,2.0,,,,,,,,,,,,,,,
92,7,América-MG,327,0.8,3.26,72142,Danilo Fernando Avelar,0.57,4,danilo-avelar,Danilo Avelar,https://s.sde.globo.com/media/person_role/2022/04/12/2a7b85e6015605e0770fe393faf72a9a_FORMATO.png,-0.36,1.65,D. Avelar,3,6,4.0,4.0,1.0,1.0,,1.0,,,1.0,,,,,1.0,,,,,,
93,7,Atlético-MG,282,2.5,5.46,72294,Everson Felipe Marques Pires,1.58,7,everson,Everson,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_XhJDp6n.png,-0.72,3.85,Everson,1,7,,,,,2.0,,,,1.0,,3.0,,18.0,6.0,,,,,,
94,7,São Paulo,276,0.0,6.0,72372,Felipe Alves Raymundo,6.78,0,felipe-alves,Felipe Alves,https://s.sde.globo.com/media/person_role/2022/08/16/19b70a0ace7230f7a5033ad9270abf7e_FORMATO.png,0.0,0.0,F. Alves,1,6,,,,,,,,,,,,,,,,,,,,
95,7,Fluminense,266,2.85,14.14,72391,Fernando Diniz Silva,1.83,7,fernando-diniz,Fernando Diniz,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_dcBENR5.png,-0.91,6.53,F. Diniz,6,7,,,,,,,,,,,,,,,,,,,4.0,
96,7,Internacional,285,3.3,5.95,72497,Gustavo Campanharo,2.03,4,gustavo-campanharo,Gustavo Campanharo,https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_Fbab3V0.png,-0.71,4.63,G. Campanharo,4,7,15.0,7.0,3.0,,2.0,,,,2.0,,,,,,,,,,,
97,7,Goiás,290,0.6,2.05,72532,Magno José da Silva,0.46,6,maguinho,Maguinho,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_r03QzyK.png,-0.88,1.43,Maguinho,2,2,4.0,16.0,,2.0,8.0,,1.0,,2.0,1.0,,,,,,,,,,
98,7,América-MG,327,0.0,6.74,72580,Matheus Fernando Cavichioli,1.85,5,matheus-cavichioli,Matheus Cavichioli,https://s.sde.globo.com/media/person_role/2021/06/04/4b9a4cd7759d0ef36a25a02c4b9cf8a8_FORMATO.png,0.0,1.74,M. Cavichioli,1,7,,1.0,,,,,,,,1.0,,,19.0,14.0,1.0,,,,,
99,7,Internacional,285,8.2,6.85,72583,Pedro Henrique Konzen Medina da Silva,4.82,7,pedro-henrique,Pedro Henrique,https://s.sde.globo.com/media/person_role/2022/04/12/5422d339b6546dc0505e80e10b027269_FORMATO.png,1.35,2.73,P. Henrique,5,7,8.0,10.0,4.0,8.0,4.0,,,7.0,,,,,,,,,,,,
100,7,Fortaleza,356,0.0,4.92,72595,Maurício Kozlinski,2.26,1,mauricio-kozlinski,Maurício Kozlinski,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_mZtm5zI.png,0.0,6.0,M. Kozlinski,1,6,,,,,,,,,,,1.0,,1.0,,,,,,,
101,7,Bahia,265,2.1,5.36,72605,Vitor Hugo Franchescoli de Souza,1.3,3,vitor-hugo,Vitor Hugo,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_HuEb513.png,0.14,2.33,V. Hugo,3,7,6.0,1.0,,2.0,1.0,,,,1.0,,,,,,,,1.0,,,
102,7,Cuiabá,1371,1.7,3.6,72762,Pablo Daniel Ceppelini Gatto,1.09,7,ceppelini,Ceppelini,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_l5sEyLV.png,0.27,1.46,Ceppelini,4,6,4.0,5.0,3.0,1.0,9.0,,,,2.0,,,,,,,,,,,
103,7,Internacional,285,1.1,5.11,72772,Luiz Adriano de Souza da Silva,0.74,6,luiz-adriano,Luiz Adriano,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_SJwFoxe.png,-0.1,2.0,L. Adriano,5,2,2.0,4.0,2.0,2.0,2.0,2.0,,2.0,,,,,,,,,,,,
104,7,Athlético-PR,293,0.5,5.65,72775,Fernando Luiz Rosa,0.4,4,fernandinho,Fernandinho,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_X6EpiKc.png,-0.44,1.83,Fernandinho,4,5,4.0,8.0,,,6.0,,,1.0,2.0,,,,,,,1.0,1.0,,,
105,7,Internacional,285,-0.4,5.07,72951,Gabriel Iván Mercado,-0.09,5,mercado,Mercado,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_rOFNbA7.png,-0.88,3.18,Mercado,3,7,9.0,7.0,2.0,1.0,2.0,,,,2.0,,1.0,,,,,,,,,
106,7,Botafogo,263,0.0,6.39,73318,Daniel Fortunato Borges,4.06,1,daniel-borges,Daniel Borges,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_KcG4Ldd.png,0.0,5.9,D. Borges,2,6,4.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,
107,7,Fluminense,266,0.5,9.73,73384,Samuel Xavier Brito,0.43,4,samuel-xavier,Samuel Xavier,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_GJkHCf2.png,-1.44,4.6,S. Xavier,2,7,2.0,3.0,1.0,1.0,2.0,,,1.0,1.0,,2.0,,,,,1.0,,,,
108,7,Internacional,285,0.0,2.96,73479,Jean Dias da Costa,0.12,4,jean-dias,Jean Dias,https://s.sde.globo.com/media/person_role/2023/04/10/photo_FORMATO_UU1DWbN.png,-0.59,1.82,J. Dias,5,6,1.0,3.0,,,4.0,,,,,,,,,,,1.0,,,,
109,7,Grêmio,284,-0.3,6.02,73620,Bruno Fabiano Alves,-0.03,7,bruno-alves,Bruno Alves,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_QXt8Pw7.png,-1.1,2.08,B. Alves,3,7,2.0,5.0,1.0,2.0,4.0,,,1.0,1.0,,2.0,,,,,,,,,
110,7,Goiás,290,0.0,2.69,73781,Guilherme Costa Marques,1.5,3,guilherme-marques,Guilherme Marques,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_8U4l1F1.png,0.0,0.87,G. Marques,5,6,2.0,2.0,,1.0,,,,,,,,,,,,,,,,
111,7,Flamengo,262,0.0,3.97,73800,Rodrigo Caio Coquette Russo,0.86,1,rodrigo-caio,Rodrigo Caio,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_8nCiWcT.png,0.0,0.0,R. Caio,3,6,,,,,,,,,,,,,,,,,,,,
112,7,América-MG,327,5.1,9.28,73850,Aloísio dos Santos Gonçalves,3.09,6,aloisio,Aloísio,https://s.sde.globo.com/media/person_role/2022/03/31/a411b722d7d0edc88f871c1a48191dc1_FORMATO.png,0.53,7.72,Aloísio,5,7,1.0,10.0,3.0,8.0,3.0,3.0,3.0,4.0,1.0,,,,,,,1.0,,,,
113,7,Santos,277,0.0,3.17,73974,Alison Lopes Ferreira,0.63,3,alison,Alison,https://s.sde.globo.com/media/person_role/2021/05/04/83ae4938b05e0e1d67ad49af17785e89_FORMATO.png,0.0,1.2,Alison,4,6,3.0,,,,,,,,,,,,,,,,,,,
114,7,Botafogo,263,0.0,8.0,74061,Roberto Junior Fernández Torres,9.04,0,gatito-fernandez,Gatito Fernández,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_zKZCWAI.png,0.0,0.0,G. Fernández,1,6,,,,,,,,,,,,,,,,,,,,
115,7,Botafogo,263,0.0,4.0,74084,Gustavo Lucas Domingues Piazón,4.52,0,lucas-piazon,Lucas Piazon,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8iJQEr4.png,0.0,0.0,L. Piazon,4,6,,,,,,,,,,,,,,,,,,,,
116,7,Coritiba,294,0.0,2.92,77809,William de Oliveira Pottker,0.1,4,william-pottker,William Pottker,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_yjb57GF.png,-0.35,0.8,W. Pottker,5,6,2.0,3.0,1.0,,3.0,,,,1.0,,,,,,,,,,,
117,7,Athlético-PR,293,0.3,5.65,78077,Madson Ferreira dos Santos,0.3,5,madson,Madson,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_UA5MZDv.png,-0.25,2.02,Madson,2,2,3.0,3.0,,2.0,4.0,,,2.0,1.0,,1.0,,,,,,,,,
118,7,Bahia,265,9.1,9.88,78117,Everaldo Stum,5.35,5,everaldo,Everaldo,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_8pHdjST.png,0.54,4.38,Everaldo,5,7,2.0,7.0,2.0,1.0,5.0,,2.0,1.0,,,,,,,,,,,,
119,7,Internacional,285,0.0,9.13,78445,Renê Rodrigues Martins,3.16,5,rene,Renê,https://s.sde.globo.com/media/person_role/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png,0.0,4.68,Renê,2,5,14.0,4.0,,1.0,4.0,,,,,,1.0,,,,,,,,,
120,7,Cuiabá,1371,3.4,6.56,78580,Jonathan Renato Barbosa,2.08,7,jonathan-cafu,Jonathan Cafu,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_7bHRcHm.png,0.51,2.77,J. Cafu,5,7,9.0,6.0,,2.0,10.0,,,2.0,1.0,,,,,,,1.0,,,,
121,7,Internacional,285,0.0,6.0,78605,Gabriel Girotto Franco,6.78,0,gabriel,Gabriel,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_GUlE7bV.png,0.0,0.0,Gabriel,4,5,,,,,,,,,,,,,,,,,,,,
122,7,Cruzeiro,283,0.9,5.62,78715,Ramiro Moschen Benetti,0.68,6,ramiro,Ramiro,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Yl1MU4D.png,-0.52,3.8,Ramiro,4,2,9.0,8.0,1.0,4.0,,,1.0,,3.0,,,,,,,1.0,,,,
123,7,Grêmio,284,0.5,5.98,78850,Reinaldo Manoel da Silva,0.39,3,reinaldo,Reinaldo,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_YOXKUlg.png,-0.58,1.2,Reinaldo,2,7,1.0,7.0,,,1.0,,,,1.0,,1.0,,,,,,,,,
124,7,Fluminense,266,0.0,2.08,78855,Thiago dos Santos,1.3,5,thiago-santos,Thiago Santos,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_xMjWx6h.png,0.0,0.44,T. Santos,4,6,4.0,7.0,,,3.0,,,,2.0,,,,,,,,,,,
125,7,Botafogo,263,0.0,3.0,78893,Douglas Borges,3.39,0,douglas-borges,Douglas Borges,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_33D9G2h.png,0.0,0.0,D. Borges,1,6,,,,,,,,,,,,,,,,,,,,
126,7,Santos,277,0.0,3.0,79035,Luiz Felipe do Nascimento dos Santos,3.39,0,luiz-felipe,Luiz Felipe,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_aiqNBl6.png,0.0,0.0,L. Felipe,3,6,,,,,,,,,,,,,,,,,,,,
127,7,Botafogo,263,15.3,10.33,79113,Víctor Leandro Cuesta,8.9,6,victor-cuesta,Víctor Cuesta,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_iLUMfpx.png,1.75,6.1,V. Cuesta,3,7,7.0,4.0,2.0,,,1.0,1.0,,4.0,,3.0,,,,,1.0,,,,
128,7,Fortaleza,356,0.0,4.72,79188,Silvio Ezequiel Romero,0.13,6,silvio-romero,Silvio Romero,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_So2bREb.png,-0.21,2.48,S. Romero,5,6,1.0,4.0,,2.0,3.0,,1.0,2.0,1.0,,,,,,,1.0,,,,
129,7,Cuiabá,1371,0.0,1.92,79268,Filipe Augusto Carvalho Souza,1.61,4,filipe-augusto,Filipe Augusto,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_S95pz8G.png,0.0,1.67,F. Augusto,4,6,8.0,8.0,,,5.0,,,,,1.0,,,,,,,,,,
130,7,América-MG,327,0.6,2.01,79334,Ricardo César Dantas da Silva,0.45,5,ricardo-silva,Ricardo Silva,https://s.sde.globo.com/media/person_role/2021/06/04/a95541b4ee84849f6e060a780b86704d_FORMATO.png,-0.1,1.04,R. Silva,3,7,5.0,6.0,,,4.0,,,,1.0,,,,,,,,,,,
131,7,Fluminense,266,1.6,14.6,79631,Germán Ezequiel Cano,1.08,7,cano,Cano,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_CKcA05y.png,-0.6,4.88,Cano,5,7,5.0,5.0,4.0,8.0,2.0,2.0,2.0,5.0,,,,,,,,,,1.0,,
132,7,Grêmio,284,0.0,5.25,79701,Lucas Silva Borges,1.64,3,lucas-silva,Lucas Silva,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_22BJorG.png,0.0,3.1,L. Silva,4,6,7.0,2.0,,,3.0,,,,,,,,,,,,,,,
133,7,Coritiba,294,0.3,3.6,80076,José Roberto Assunção de Araújo Filho,0.29,5,ze-roberto,Zé Roberto,https://s.sde.globo.com/media/person_role/2023/04/10/photo_220x220_Mzobxer.png,-0.71,3.04,Z. Roberto,5,3,2.0,12.0,2.0,2.0,9.0,,1.0,1.0,2.0,1.0,,,,,,1.0,,,,
134,7,Fortaleza,356,0.0,8.02,80196,Glaybson Yago Souza Lisboa,0.15,7,yago-pikachu,Yago Pikachu,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_jUc4EZ2.png,-0.5,3.43,Y. Pikachu,4,6,1.0,2.0,2.0,4.0,6.0,,2.0,2.0,1.0,,,,,,,,,,,
135,7,São Paulo,276,8.5,12.25,80287,Luciano da Rocha Neves,5.04,7,luciano,Luciano,https://s.sde.globo.com/media/person_role/2022/03/01/aeb1926a6ddb270206f4ceffcf701d4b_FORMATO.png,1.05,5.03,Luciano,5,2,3.0,5.0,3.0,4.0,13.0,,2.0,2.0,2.0,,,,,,,2.0,,1.0,,
136,7,Santos,277,1.0,6.44,80583,Lucas Rafael Araújo Lima,0.72,7,lucas-lima,Lucas Lima,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_l0JerUa.png,-0.93,3.76,L. Lima,4,7,11.0,16.0,2.0,2.0,12.0,,,1.0,2.0,,,,,,,2.0,,,,
137,7,Palmeiras,275,5.7,7.96,80692,Luan Garcia Teixeira,3.4,4,luan,Luan,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_cnIvHfj.png,0.53,6.7,Luan,3,7,4.0,6.0,,1.0,4.0,1.0,1.0,,,,2.0,,,,,,,,,
138,7,Grêmio,284,0.0,7.0,80853,Pedro Tonon Geromel,7.91,0,pedro-geromel,Pedro Geromel,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_2mIyND1.png,0.0,0.0,P. Geromel,3,6,,,,,,,,,,,,,,,,,,,,
139,7,Vasco,267,2.1,8.15,81091,Jair Rodrigues Júnior,1.35,7,jair,Jair,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,-0.63,3.81,Jair,4,7,15.0,11.0,1.0,1.0,24.0,,,,2.0,,,,,,,,,,,
140,7,Bahia,265,0.0,3.4,81121,Lucas Andrés Mugni,0.7,1,lucas-mugni,Lucas Mugni,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_t30cY72.png,0.0,-0.3,L. Mugni,4,6,,1.0,,,,,,,,,,,,,,,,,,
141,7,Palmeiras,275,6.8,7.43,81150,Mayke Rocha de Oliveira,4.0,5,mayke,Mayke,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_VrbLrFd.png,0.95,5.44,Mayke,2,7,7.0,10.0,,1.0,,,1.0,,2.0,,2.0,,,,,1.0,,,,
142,7,São Paulo,276,2.9,4.99,81845,Alisson Euler de Freitas Castro,1.79,7,alisson,Alisson,https://s.sde.globo.com/media/person_role/2022/03/01/14ebdbca4e280cd9dfdb9b7e2148afe0_FORMATO.png,0.46,2.58,Alisson,4,7,8.0,5.0,1.0,3.0,5.0,,,1.0,1.0,,,,,,,1.0,,,,
143,7,Fortaleza,356,-2.0,5.33,81881,João Ricardo Riedi,-1.02,2,joao-ricardo,João Ricardo,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_KgJZuxA.png,-2.02,4.5,J. Ricardo,1,7,,,,,,,,,,,1.0,,6.0,2.0,,,,,,
144,7,Cruzeiro,283,2.5,4.91,81905,José Henrique da Silva Dourado,1.56,4,henrique-dourado,Henrique Dourado,https://s.sde.globo.com/media/person_role/2023/04/22/photo_FORMATO_X04virK.png,-0.76,2.88,H. Dourado,5,2,3.0,9.0,1.0,1.0,4.0,,1.0,4.0,1.0,,,,,,,,,,,
145,7,Goiás,290,3.6,2.22,81952,Willian Osmar de Oliveira Silva,2.16,4,willian-oliveira,Willian Oliveira,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_9raWzET.png,0.83,0.62,W. Oliveira,4,7,2.0,8.0,,,7.0,,,,1.0,,,,,,,,,,,
146,7,América-MG,327,0.9,5.44,82381,Adilson dos Anjos Oliveira,0.64,7,juninho,Juninho,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ek7YW7J.png,-0.17,2.16,Juninho,4,7,8.0,8.0,2.0,2.0,6.0,,,1.0,,,,1.0,,,,,,,,
147,7,Goiás,290,2.0,5.45,82453,Tadeu Antônio Ferreira,1.26,4,tadeu,Tadeu,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_jSvkpAL.png,-1.03,2.13,Tadeu,1,7,,,,,1.0,,,,,,,,13.0,5.0,,,,,,
148,7,Palmeiras,275,2.3,9.91,82455,José Rafael Vivian,1.48,6,ze-rafael,Zé Rafael,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XlK02hD.png,-0.43,4.28,Z. Rafael,4,7,15.0,19.0,3.0,1.0,14.0,,,,3.0,,,,,,,1.0,,,,
149,7,Atlético-MG,282,0.0,4.5,82463,Otávio Henrique Passos Santos,1.67,3,otavio,Otávio,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,0.0,1.77,Otávio,4,6,5.0,4.0,1.0,1.0,1.0,,,,2.0,,,,,,,,,,,
150,7,Fortaleza,356,1.8,8.21,82628,Guilherme de Jesus da Silva,1.17,6,tinga,Tinga,https://s.sde.globo.com/media/person_role/2022/05/12/98abba841d176135f9ec02a557177a7f_FORMATO.png,-1.41,4.82,Tinga,2,7,15.0,5.0,1.0,1.0,1.0,,,1.0,,,2.0,,,,,,,,,
151,7,Goiás,290,0.0,2.34,82730,Marcelo Rangel da Rosa,0.45,3,marcelo-rangel,Marcelo Rangel,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_jsdA8Zf.png,0.0,0.0,M. Rangel,1,6,,,,,,,,,,,,,8.0,8.0,,,,,,
152,7,Athlético-PR,293,2.39,9.81,82747,Paulo César Turra,1.54,7,paulo-turra,Paulo Turra,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_L21KedQ.png,-0.82,5.35,P. Turra,6,7,,,,,,,,,,,,,,,,,,,4.0,
153,7,São Paulo,276,10.8,7.61,82766,Wellington Soares da Silva,6.31,7,wellington-rato,Wellington Rato,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_bPEXkEO.png,1.67,3.37,W. Rato,4,6,8.0,5.0,2.0,2.0,5.0,,,,1.0,,,,,,,2.0,,,,
154,7,Vasco,267,4.46,9.2,82792,Maurício Nogueira Barbieri,2.71,7,mauricio-barbieri,Maurício Barbieri,https://s.sde.globo.com/media/person_role/2021/04/27/1cc4a56a4aefc5902e503c4834666651_FORMATO.png,0.25,4.07,M. Barbieri,6,7,,,,,,,,,,,,,,,,,,,1.0,
155,7,Flamengo,262,2.2,13.86,83257,Gabriel Barbosa Almeida,1.46,6,gabriel,Gabriel,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_mbchRWW.png,-1.39,6.15,Gabriel,5,7,,2.0,7.0,6.0,7.0,,3.0,2.0,3.0,,,,,,,,,,,
156,7,Atlético-MG,282,0.7,6.05,83433,Patrick Bezerra do Nascimento,0.53,7,patrick,Patrick,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_TvGvJD9.png,-0.49,2.24,Patrick,4,6,11.0,1.0,,1.0,6.0,,,,1.0,,,,,,,,,,,
157,7,Flamengo,262,16.0,16.68,83528,Leonardo Pereira,9.37,7,leo-pereira,Léo Pereira,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_Wclql1X.png,2.78,8.07,L. Pereira,3,7,13.0,6.0,,1.0,8.0,,3.0,1.0,1.0,,3.0,,,,,,,,,
158,7,Cruzeiro,283,0.0,4.0,83786,Hueglo dos Santos Neris,3.68,1,neris,Neris,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_U329TT2.png,0.0,6.1,Neris,3,6,1.0,1.0,1.0,,,,,,1.0,,1.0,,,,,,,,,
159,7,Botafogo,263,8.8,19.97,84042,Francisco das Chagas Soares dos Santos Meireles,5.28,7,tiquinho-soares,Tiquinho Soares,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TbDAa67.png,-0.3,10.99,T. Soares,5,3,5.0,10.0,1.0,8.0,14.0,,6.0,7.0,3.0,,,,,,,3.0,,,,
160,7,Atlético-MG,282,0.0,8.3,84263,Jemerson de Jesus Nascimento,3.27,6,jemerson,Jemerson,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_LiuUOj2.png,0.0,3.48,Jemerson,3,7,2.0,7.0,1.0,,1.0,,,1.0,1.0,,3.0,,,,,1.0,,,,
161,7,Goiás,290,10.1,5.86,84339,Bruno Ferreira Melo,5.92,6,bruno-melo,Bruno Melo,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_FEUiEbp.png,0.85,3.85,B. Melo,3,7,6.0,4.0,,4.0,4.0,,2.0,1.0,3.0,,,,,,,,1.0,,,
162,7,Cuiabá,1371,9.6,6.81,84428,Fernando Pereira do Nascimento,5.63,4,fernando-sobral,Fernando Sobral,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_DOXZ9Xn.png,1.06,5.35,F. Sobral,4,7,11.0,7.0,1.0,2.0,7.0,,,,1.0,,,,,,,1.0,,,,
163,7,Fortaleza,356,1.2,3.28,84523,José Romário Silva de Souza,0.8,5,romarinho,Romarinho,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_UU97nfg.png,-0.11,1.24,Romarinho,5,6,,1.0,2.0,2.0,5.0,,,,,,,,,,,,,,,
164,7,Bragantino,280,9.0,7.32,84674,Lucas Evangelista Santana de Oliveira,5.31,6,lucas-evangelista,Lucas Evangelista,https://s.sde.globo.com/media/person_role/2022/05/05/175c2911cb392a7305aef49766feb459_FORMATO.png,0.88,4.88,L. Evangelista,4,7,9.0,7.0,1.0,3.0,14.0,,,,,,,,,,,2.0,,,,
165,7,Flamengo,262,0.0,5.0,84816,Guillermo Varela Olivera,5.65,0,varela,Varela,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_M1z2XK5.png,0.0,0.0,Varela,2,2,,,,,,,,,,,,,,,,,,,,
166,7,Coritiba,294,9.3,6.67,84817,Robson dos Santos Fernandes,5.46,6,robson,Robson,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_wdF92Dr.png,0.35,5.1,Robson,5,7,8.0,9.0,1.0,,5.0,,2.0,,1.0,,,,,,,1.0,,,,
167,7,Bahia,265,3.0,6.15,85004,Marcos Felipe de Freitas Monteiro,1.86,7,marcos-felipe,Marcos Felipe,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_kJmHr1X.png,0.66,2.79,M. Felipe,1,7,,,,,1.0,,,,,,1.0,,26.0,12.0,,,,,,
168,7,Palmeiras,275,0.0,3.0,85083,Vinicius Silvestre da Costa,3.39,0,vinicius-silvestre,Vinicius Silvestre,https://s.sde.globo.com/media/person_role/2022/02/21/6b18b6e2028293647615790cb3edf11f_FORMATO.png,0.0,0.0,V. Silvestre,1,6,,,,,,,,,,,,,,,,,,,,
