,atletas.entrou_em_campo,atletas.apelido_abreviado,atletas.variacao_num,atletas.rodada_id,atletas.clube.id.full.name,atletas.clube_id,atletas.posicao_id,atletas.atleta_id,atletas.pontos_num,atletas.preco_num,atletas.foto,atletas.slug,atletas.nome,atletas.jogos_num,atletas.status_id,atletas.media_num,atletas.apelido,atletas.minimo_para_valorizar,CA,DS,FC,FD,FF,FS,FT,I,PC,SG,A,CV,GC,DE,GS,G,PP,V,PS,DP,PI
196,True,Marlon,0.08,30,América-MG,327,2,86864,1.2,5.36,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_hRhEq94.png,marlon,Marlon Matheus Lopes do Nascimento,18,7,3.03,Marlon,,1.0,30.0,12.0,1.0,3.0,25.0,,,,1.0,1.0,,1.0,,,,,,,,
197,True,L. Jardim,0.67,30,Vasco,267,1,87008,5.0,10.27,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_2NC7Cvz.png,leo-jardim,Leonardo César Jardim,29,7,3.45,Léo Jardim,,2.0,,,,,2.0,,,,5.0,,,,111.0,42.0,,,,,1.0,
198,False,Nathan,0.0,30,Grêmio,284,4,87009,0.0,4.32,https://s.sde.globo.com/media/person_role/2023/04/12/photo_FORMATO_H5UIx66.png,nathan,Nathan Allan de Souza,16,5,1.78,Nathan,,2.0,12.0,12.0,4.0,5.0,12.0,,1.0,,,1.0,,,,,,,,,,
199,False,P. Henrique,0.0,30,Athlético-PR,293,3,87225,0.0,8.95,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Pmz9ta0.png,pedro-henrique,Pedro Henrique Ribeiro Gonçalves,11,6,3.65,Pedro Henrique,,3.0,10.0,14.0,1.0,5.0,5.0,,2.0,,4.0,,,,,,1.0,,,,,
200,True,G. Arana,0.97,30,Atlético-MG,282,2,87228,7.0,10.97,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6cBmo9F.png,guilherme-arana,Guilherme Antonio Arana Lopes,20,7,4.62,Guilherme Arana,,1.0,27.0,13.0,4.0,11.0,19.0,,,,9.0,,1.0,,,,,,,,,
201,True,C. Pena,0.42,30,Internacional,285,4,87242,1.7,6.91,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8NTSnKt.png,carlos-de-pena,Carlos María de Pena Bonino,22,7,2.37,Carlos de Pena,,4.0,22.0,19.0,7.0,10.0,14.0,,,1.0,,,1.0,,,,2.0,,,,,
202,True,Soteldo,-1.12,30,Santos,277,5,87258,2.7,8.37,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xCE9nv8.png,soteldo,Yeferson Julio Soteldo Martínez,14,7,4.95,Soteldo,,3.0,9.0,4.0,7.0,7.0,36.0,1.0,3.0,,,5.0,2.0,,,,1.0,,,1.0,,
203,False,Kannemann,0.0,30,Grêmio,284,3,87342,0.0,7.79,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q2fTOjY.png,kannemann,Walter Kannemann,20,6,3.61,Kannemann,,11.0,43.0,34.0,3.0,2.0,20.0,,,,5.0,1.0,1.0,,,,,,,,,
204,True,Allano,-1.33,30,Goiás,290,5,87391,1.1,5.32,https://s.sde.globo.com/media/person_role/2023/08/08/photo_FORMATO_tmBtY58.png,allano,Allano Brendon de Souza Lima,15,7,3.69,Allano,,4.0,20.0,17.0,8.0,6.0,25.0,2.0,4.0,,,,,,,,1.0,,,,,
205,True,Messias,-0.22,30,Santos,277,3,87402,-0.3,6.03,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_XWlumea.png,messias,Messias Rodrigues da Silva Júnior,20,2,2.5,Messias,,2.0,21.0,17.0,2.0,2.0,8.0,,1.0,1.0,5.0,,,,,,,,,,,
206,False,Thaciano,0.0,30,Bahia,265,4,87470,0.0,11.01,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_dQGg2S1.png,thaciano,Thaciano Mickael da Silva,27,6,4.39,Thaciano,,2.0,35.0,26.0,9.0,24.0,23.0,2.0,5.0,,,3.0,,,,,3.0,,,,,
207,True,V. Bueno,-0.5,30,Athlético-PR,293,4,87552,7.9,8.78,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Vn5DBCR.png,vitor-bueno,Vitor Frezarin Bueno,23,7,4.58,Vitor Bueno,,6.0,10.0,14.0,14.0,19.0,28.0,2.0,4.0,,,4.0,,,,,4.0,,,,,
208,False,M. Pasinato,0.0,30,América-MG,327,1,87603,0.0,3.03,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_Zcws9I1.png,mateus-pasinato,Mateus Pasinato,10,6,2.6,Mateus Pasinato,,1.0,,,,,2.0,,,,1.0,,,,41.0,20.0,,,,,,
209,False,Y. Felipe,0.0,30,Bahia,265,4,87747,0.0,4.74,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO.png,yago-felipe,Yago Felipe da Costa Rocha,18,6,1.71,Yago Felipe,,5.0,26.0,30.0,1.0,5.0,17.0,,,,,,,,,,,,,,,
210,False,P. Sampaio,0.0,30,Botafogo,263,3,87808,0.0,3.23,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_E29teNI.png,philipe-sampaio,Philipe Sampaio Azevedo,9,6,2.43,Philipe Sampaio,,2.0,6.0,6.0,,2.0,4.0,,1.0,,3.0,,,,,,,,,,,
211,True,M. Lemos,1.53,30,Atlético-MG,282,3,87853,10.5,11.32,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,mauricio-lemos,Paolo Mauricio Lemos Merladett,21,7,4.72,Mauricio Lemos,,9.0,31.0,21.0,6.0,6.0,15.0,1.0,2.0,,10.0,,1.0,,,,1.0,,,,,
212,False,Arrascaeta,0.0,30,Flamengo,262,4,87863,0.0,13.46,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,arrascaeta,Giorgian Daniel de Arrascaeta Benedetti,19,7,5.6,Arrascaeta,,3.0,19.0,18.0,6.0,11.0,25.0,2.0,4.0,,,5.0,,,,,4.0,,,1.0,,
213,True,A. Empereur,0.45,30,Cuiabá,1371,3,88033,3.7,5.26,https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,alan-empereur,Alan Pereira Empereur,25,7,2.55,Alan Empereur,,7.0,14.0,14.0,3.0,5.0,11.0,,,,7.0,1.0,,1.0,,,1.0,,,,,
214,False,Jorge,0.0,30,Fluminense,266,2,88065,0.0,4.0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_Rnoad6D.png,jorge,Jorge Marco de Oliveira Moraes,0,5,0.0,Jorge,,,,,,,,,,,,,,,,,,,,,,
215,False,Ivan,0.0,30,Vasco,267,1,88136,0.0,5.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_qStnmUz.png,ivan,Ivan Quaresma da Silva,0,6,0.0,Ivan,,,,,,,,,,,,,,,,,,,,,,
216,False,Aguerre,0.0,30,América-MG,327,1,88237,0.0,1.45,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_HgqxxNH.png,aguerre,Washington Omar Aguerre Lima,2,6,-1.25,Aguerre,,1.0,,,,,1.0,,,,,,,,2.0,4.0,,,,,,
217,True,Ã. Romero,-1.39,30,Corinthians,264,5,88323,1.9,3.57,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_CufTSrv.png,angel-romero,Ángel Rodrigo Romero Villamayor,14,7,2.86,Ángel Romero,,1.0,7.0,5.0,1.0,5.0,16.0,,1.0,,,1.0,,,,,2.0,,,,,
218,False,G. Dias,0.0,30,Vasco,267,2,88368,0.0,2.89,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_SmDR7cT.png,gabriel-dias,Gabriel Dias de Oliveira,1,6,4.0,Gabriel Dias,,1.0,,,,,,,,,1.0,,,,,,,,,,,
219,False,A. Lucas,0.0,30,Flamengo,262,2,88393,0.0,14.55,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_P9K1v1H.png,ayrton-lucas,Ayrton Lucas Dantas de Medeiros,26,7,5.69,Ayrton Lucas,,6.0,40.0,35.0,5.0,5.0,37.0,,,,10.0,1.0,,,,,4.0,,,1.0,,
220,False,Aderlan,0.0,30,Bragantino,280,2,88423,0.0,8.29,https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,aderlan,Aderlan de Lima Silva,20,3,4.39,Aderlan,,6.0,36.0,31.0,,4.0,9.0,2.0,,1.0,9.0,1.0,1.0,,,,,,,,,
221,False,L. Crispim,0.0,30,Fortaleza,356,4,88597,0.0,3.32,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_EvxhSX5.png,lucas-crispim,Lucas de Figueiredo Crispim,10,6,1.14,Lucas Crispim,,,3.0,4.0,1.0,3.0,5.0,1.0,1.0,,,,,,,,,,,,,
222,False,Slimani,0.0,30,Coritiba,294,5,88744,0.0,9.37,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_yTHJHMX.png,slimani,Islam Slimani,7,7,5.37,Slimani,,,2.0,8.0,6.0,7.0,9.0,,7.0,,,1.0,,,,,2.0,,,,,
223,True,M. Moreno,-0.11,30,Coritiba,294,4,88857,0.5,5.88,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_gNmfi9P.png,marcelino-moreno,Damián Marcelino Moreno,24,7,3.93,Marcelino Moreno,,4.0,23.0,16.0,10.0,6.0,58.0,1.0,3.0,1.0,,4.0,,,,,1.0,,,,,
224,False,L. Polli,0.0,30,Coritiba,294,1,88916,0.0,2.51,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_BtY3LFq.png,luan-polli,Luan Polli Gomes,4,5,0.88,Luan Polli,,2.0,,,,,1.0,,,,,,,,12.0,7.0,,,,,,
225,True,I. Maidana,0.45,30,América-MG,327,3,89226,2.2,2.51,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_CEXnMRV.png,iago-maidana,Iago Justen Maidana Martins,25,7,1.06,Iago Maidana,,5.0,18.0,30.0,4.0,9.0,6.0,,1.0,1.0,1.0,,,,,,,,,,,
226,False,Gerson,0.0,30,Flamengo,262,4,89256,0.0,11.18,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_UpueHtq.png,gerson,Gerson Santos da Silva,24,7,4.84,Gerson,,3.0,20.0,36.0,4.0,8.0,60.0,,4.0,1.0,,5.0,,,,,5.0,,,1.0,,
227,True,J. Pedro,-0.26,30,Grêmio,284,2,89273,0.0,10.27,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ux7O1sm.png,joao-pedro,João Pedro Maturano dos Santos,24,7,3.4,João Pedro,,1.0,22.0,18.0,,2.0,18.0,,,,5.0,1.0,,1.0,,,3.0,,,,,
228,False,William,0.0,30,Cruzeiro,283,2,89275,0.0,11.74,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_mkEok8F.png,william,Willian de Asevedo Furtado,24,7,5.67,William,,4.0,47.0,30.0,2.0,10.0,35.0,,1.0,,11.0,2.0,,,,,,,,,,
229,False,I. Rabello,0.0,30,Atlético-MG,282,3,89493,0.0,4.0,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,igor-rabello,Igor Rabello da Costa,6,6,3.28,Igor Rabello,,1.0,10.0,6.0,,,1.0,,,,2.0,,,,,,,,,,,
230,False,T. Maia,0.0,30,Flamengo,262,4,89637,0.0,6.2,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_yDq9MVW.png,thiago-maia,Thiago Maia Alencar,26,7,1.74,Thiago Maia,,5.0,45.0,28.0,,3.0,6.0,,,1.0,,,,,,,,,,,,
231,False,Calleri,0.0,30,São Paulo,276,5,89840,0.0,16.64,https://s.sde.globo.com/media/person_role/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png,calleri,Jonathan Calleri,18,5,6.47,Calleri,,5.0,4.0,37.0,10.0,13.0,33.0,2.0,14.0,,,2.0,,,,,9.0,,,2.0,,
232,True,Cristaldo,1.03,30,Grêmio,284,4,89846,10.6,12.37,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Sywtl9T.png,cristaldo,Franco Cristaldo,25,7,5.12,Cristaldo,,,24.0,8.0,12.0,7.0,32.0,,4.0,,,4.0,,,,,6.0,1.0,,2.0,,
233,False,Dodi,0.0,30,Santos,277,4,89883,0.0,4.34,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_a0W192c.png,dodi,Douglas Moreira Fagundes,23,6,1.87,Dodi,,8.0,31.0,34.0,3.0,4.0,34.0,,,,,,,,,,,,,,,
234,True,E. Galdino,1.0,30,Grêmio,284,5,89918,9.9,6.46,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TtRmr2d.png,everton-galdino,Everton Galdino Moreira,20,7,2.7,Everton Galdino,,2.0,9.0,7.0,6.0,9.0,8.0,,,,,1.0,,,,,3.0,,,,,
235,True,Mendoza,1.22,30,Santos,277,5,90031,8.5,13.47,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_fdX9HMF.png,mendoza,John Stiven Mendoza Valencia,20,6,5.73,Mendoza,,4.0,15.0,19.0,7.0,16.0,46.0,1.0,2.0,,,2.0,,,,,6.0,,,1.0,,
236,False,B. Pacheco,0.0,30,Fortaleza,356,2,90061,0.0,11.33,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_PYjs4Li.png,bruno-pacheco,Bruno de Jesus Pacheco,23,3,6.35,Bruno Pacheco,,3.0,46.0,43.0,3.0,9.0,40.0,,,,9.0,3.0,,,,,2.0,,,,,
237,False,Edu,0.0,30,Coritiba,294,5,90120,0.0,4.44,https://s.sde.globo.com/media/person_role/2023/09/13/photo_FORMATO_o4zQHNu.png,edu,Eduardo Nascimento da Silva Júnior,6,6,2.25,Edu,,,1.0,1.0,2.0,3.0,,,2.0,,,,,,,,1.0,,,,,
238,False,R. Ramos,0.0,30,São Paulo,276,2,90232,0.0,4.51,https://s.sde.globo.com/media/person_role/2023/04/15/photo_FORMATO_p3UWrBW.png,rai-ramos,Raí dos Reis Ramos,5,6,3.16,Raí Ramos,,2.0,4.0,5.0,2.0,2.0,1.0,,,,2.0,,,,,,,,,,,
239,False,B. Henrique,0.0,30,Flamengo,262,5,90285,0.0,6.18,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_PsLr2Kh.png,bruno-henrique,Bruno Henrique Pinto,22,7,2.85,Bruno Henrique,,5.0,14.0,19.0,12.0,10.0,36.0,,8.0,,,,,,,,2.0,,,1.0,,
240,True,Jailson,0.3,30,Palmeiras,275,4,90290,2.4,3.99,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_borikKg.png,jailson,Jaílson Marques Siqueira,6,6,1.47,Jailson,,,6.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
241,False,P. Rocha,0.0,30,Fortaleza,356,5,90302,0.0,5.0,https://s.sde.globo.com/media/person_role/2022/09/28/photo_FORMATO_wjBokpm.png,pedro-rocha,Pedro Rocha Neves,0,6,0.0,Pedro Rocha,,,,,,,,,,,,,,,,,,,,,,
242,True,David,0.13,30,São Paulo,276,5,90309,0.0,3.8,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_zc5jjjt.png,david,David Correa da Fonseca,16,7,2.45,David,,4.0,6.0,19.0,4.0,7.0,12.0,,8.0,,,2.0,,,,,2.0,,,,,
243,True,Rezende,0.44,30,Bahia,265,4,90449,3.8,7.32,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,rezende,Júlio César Rezende de Miranda,25,6,3.42,Rezende,,6.0,61.0,46.0,2.0,7.0,20.0,,,1.0,,2.0,1.0,,,,1.0,,,,,
244,False,D. Gonçalves,0.0,30,Goiás,290,5,90540,0.0,1.86,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_eh2bZ7u.png,diego-goncalves,Diego Gonçalves,10,6,0.96,Diego Gonçalves,,1.0,3.0,7.0,2.0,3.0,9.0,,1.0,,,,,,,,,,,,,
245,False,M. Claus,0.0,30,Bahia,265,1,90590,0.0,1.95,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_UPFwDzZ.png,mateus-claus,Mateus Eduardo Claus,1,6,-1.0,Mateus Claus,,,,,,,,,,,,,,,1.0,2.0,,,,,,
246,True,L. Mineiro,-0.86,30,Cuiabá,1371,4,90634,-1.7,2.26,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_AlOmB6m.png,lucas-mineiro,Lucas da Silva Izidoro,12,7,0.72,Lucas Mineiro,,4.0,8.0,14.0,,4.0,8.0,,1.0,,,,,,,,,,,,,
247,False,F. Bruno,0.0,30,Flamengo,262,3,90768,0.0,9.89,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_zrQ4flU.png,fabricio-bruno,Fabrício Bruno Soares de Faria,25,7,3.52,Fabrício Bruno,,6.0,22.0,11.0,3.0,2.0,15.0,1.0,,,10.0,1.0,,,,,,,,,,
248,False,Everaldo,0.0,30,América-MG,327,5,91151,0.0,8.75,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_5VgdyWf.png,everaldo,Everaldo Silva do Nascimento,15,6,4.01,Everaldo,,5.0,17.0,14.0,3.0,6.0,24.0,2.0,5.0,,,3.0,,,,,1.0,,,,,
249,True,PK,0.84,30,Cuiabá,1371,2,91190,5.0,4.09,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_kfJYHxI.png,pk,Ítaro Patric Cardoso Calmon,11,6,1.69,PK,,1.0,10.0,10.0,,2.0,4.0,,,,2.0,,1.0,,,,,,,,,
250,True,Éder,-0.01,30,América-MG,327,3,91203,0.0,2.19,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_ELJqlLk.png,eder,Éder Ferreira Graminho,18,7,0.69,Éder,,4.0,18.0,18.0,1.0,1.0,3.0,,3.0,,,,1.0,,,,,,,,,
251,False,Carballo,0.0,30,Grêmio,284,4,91254,0.0,4.07,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NYg6Ymv.png,carballo,Felipe Ignacio Carballo Ares,15,6,2.37,Carballo,,1.0,18.0,11.0,2.0,6.0,6.0,,,,,,,,,,1.0,,,,,
252,True,L. Perri,-0.2,30,Botafogo,263,1,91260,-1.0,11.44,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_83wBpb6.png,lucas-perri,Lucas Estella Perri,29,7,5.6,Lucas Perri,,1.0,,,,,3.0,,,,14.0,,,,110.0,18.0,,,,,,
253,True,M. Fernandes,-0.4,30,Santos,277,6,91274,2.74,9.05,https://s.sde.globo.com/media/person_role/2021/04/27/7f50feb3c2bff8d96ced4bd8a038efad_220x220.png,marcelo-fernandes,Marcelo Faria Fernandes,6,7,4.6,Marcelo Fernandes,,,,,,,,,,,,,,,,,,,3.0,,,
254,False,E. Pulgar,0.0,30,Flamengo,262,4,91473,0.0,3.89,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xuM4Nls.png,erick-pulgar,Erick Antonio Pulgar Farfán,18,3,2.72,Erick Pulgar,,6.0,26.0,34.0,3.0,6.0,8.0,2.0,3.0,,,,,,,,2.0,,,,,
255,False,Arboleda,0.0,30,São Paulo,276,3,91573,0.0,8.16,https://s.sde.globo.com/media/person_role/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,arboleda,Robert Abel Arboleda Escobar,13,6,4.73,Arboleda,,,19.0,3.0,3.0,3.0,8.0,1.0,4.0,,6.0,,1.0,,,,,,,,,
256,True,Rony,0.1,30,Palmeiras,275,5,91607,0.7,8.82,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_eJOedW8.png,rony,Ronielson da Silva Barbosa,25,7,2.97,Rony,,2.0,8.0,19.0,12.0,14.0,28.0,1.0,22.0,,,,,,,,4.0,,,,,
257,True,Adryelson,-0.1,30,Botafogo,263,3,91664,0.4,7.2,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,adryelson,Adryelson Shawann Lima Silva,28,7,4.1,Adryelson,,5.0,23.0,16.0,4.0,2.0,15.0,,,,14.0,1.0,,,,,1.0,,,,,
258,False,M. Jussa,0.0,30,Cruzeiro,283,4,91689,0.0,3.17,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vMaiFUT.png,matheus-jussa,Matheus Isaías dos Santos,21,7,1.56,Matheus Jussa,,7.0,26.0,38.0,3.0,6.0,7.0,,,,,,,,,,1.0,,,,,
259,False,Marlon,0.0,30,Cruzeiro,283,2,91706,0.0,19.13,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_vrVAWB7.png,marlon,Marlon Rodrigues Xavier,26,7,8.24,Marlon,,6.0,100.0,27.0,5.0,9.0,22.0,,1.0,,10.0,2.0,,,,,3.0,,,,,
260,False,Nino,0.0,30,Fluminense,266,3,91708,0.0,10.76,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_U5c1E7V.png,nino,Marcílio Florêncio Mota Filho,21,5,3.48,Nino,,4.0,9.0,22.0,3.0,3.0,22.0,1.0,,,8.0,,1.0,,,,2.0,,,,,
261,False,M. Alves,0.0,30,Goiás,290,1,91712,0.0,2.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_voSytVs.png,matheus-alves,Matheus Alves da Silva Cardoso,0,6,0.0,Matheus Alves,,,,,,,,,,,,,,,,,,,,,,
262,False,D. Duarte,0.0,30,Bahia,265,3,91772,0.0,5.2,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0ibQkD2.png,david-duarte,David de Duarte Macedo,8,6,3.6,David Duarte,,1.0,6.0,4.0,,1.0,4.0,1.0,,,2.0,,,,,,1.0,,,,,
263,True,Hayner,-0.29,30,Coritiba,294,2,91856,-0.5,2.86,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_uNyULXz.png,hayner,Hayner Willian Monjardim Cordeiro,6,3,2.17,Hayner,,3.0,3.0,7.0,,,9.0,,,,1.0,1.0,,,,,,,,,,
264,False,Z. Ivaldo,0.0,30,Athlético-PR,293,3,91866,0.0,4.69,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ZOxQ99E.png,ze-ivaldo,José Ivaldo Almeida Silva,14,6,2.61,Zé Ivaldo,,2.0,14.0,19.0,1.0,1.0,9.0,,1.0,1.0,5.0,,1.0,,,,,,,,,
265,True,Pavón,-1.27,30,Atlético-MG,282,5,91908,0.0,8.69,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_U1jXQaU.png,pavon,Cristian David Pavón,27,7,4.52,Pavón,,7.0,33.0,19.0,13.0,21.0,23.0,1.0,10.0,,,5.0,,,,,3.0,,,,,
266,True,W. Carvalho,-0.48,30,Athlético-PR,293,6,91971,3.72,11.71,https://s.sde.globo.com/media/person_role/2022/05/05/21d7b4d24237a06ec8872f1ff041e713_FORMATO.png,wesley-carvalho,Wesley Oliveira de Carvalho,19,7,5.25,Wesley Carvalho,,,,,,,,,,,,,,,,,,,7.0,,,
267,True,R. Díaz,0.16,30,Vasco,267,6,92075,3.75,9.65,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO.png,ramon-diaz,Ramón Ángel Díaz,15,7,4.98,Ramón Díaz,,,,,,,,,,,,,,,,,,,5.0,,,
268,False,Caíque,0.0,30,Grêmio,284,1,92207,0.0,4.18,https://s.sde.globo.com/media/person_role/2023/08/04/photo_220x220_bq0AF4S.png,caique,Caíque Luiz Santos da Purificação,1,6,8.0,Caíque,,,,,,,,,,,1.0,,,,3.0,,,,,,,
269,False,R. Ely,0.0,30,Grêmio,284,3,92237,0.0,4.6,https://s.sde.globo.com/media/person_role/2023/08/03/photo_220x220_mGnJe3Z.png,rodrigo-ely,Rodrigo Ely,6,6,2.43,Rodrigo Ely,,3.0,2.0,6.0,,,4.0,,,,3.0,,,,,,,,,,,
270,False,Raul,0.0,30,Bragantino,280,4,92496,0.0,3.63,https://s.sde.globo.com/media/person_role/2022/05/05/278a2f0c3cd97ace8138ffbe2f23d81d_FORMATO.png,raul,Raul Lô Gonçalves,2,6,-0.4,Raul,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,
271,False,R. Kayzer,0.0,30,América-MG,327,5,92696,0.0,3.23,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_NWhDcn5.png,renato-kayzer,Renato Kayzer de Souza,3,5,0.87,Renato Kayzer,,,,2.0,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,
272,True,Deyverson,0.21,30,Cuiabá,1371,5,92708,4.3,9.06,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_AvLd8xm.png,deyverson,Deyverson Brum Silva Acosta,27,7,5.51,Deyverson,,4.0,10.0,28.0,17.0,16.0,52.0,2.0,27.0,,,2.0,,,,,10.0,1.0,,1.0,,
273,False,B. Rodrigues,0.0,30,Cruzeiro,283,5,92811,0.0,14.26,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_xfgmkoy.png,bruno-rodrigues,Bruno Rafael Rodrigues do Nascimento,26,7,5.36,Bruno Rodrigues,,3.0,25.0,19.0,15.0,28.0,43.0,2.0,19.0,,,3.0,,,,,5.0,1.0,,1.0,,
274,False,Palacios,0.0,30,Cruzeiro,283,2,92855,0.0,3.38,https://s.sde.globo.com/media/person_role/2023/07/05/photo_FORMATO.png,palacios,Helibelton Palacios Zapata,7,6,2.09,Palacios,,3.0,9.0,20.0,,1.0,4.0,,,,2.0,,,,,,,,,,,
275,False,M. Vital,0.0,30,Cruzeiro,283,4,93108,0.0,6.08,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_CifS8My.png,mateus-vital,Mateus da Silva Vital Assumpção,24,6,2.39,Mateus Vital,,,18.0,14.0,9.0,15.0,19.0,1.0,1.0,,,1.0,,,,,,,,,,
276,False,R. Ramos,0.0,30,Corinthians,264,2,93236,0.0,4.0,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_Tdjz7Nn.png,rafael-ramos,Rafael António Figueiredo Ramos,0,6,0.0,Rafael Ramos,,,,,,,,,,,,,,,,,,,,,,
277,True,L. Veríssimo,-0.57,30,Corinthians,264,3,93368,1.6,8.25,https://s.sde.globo.com/media/person_role/2023/08/18/photo_FORMATO_LvuX4b4.png,lucas-verissimo,Lucas Veríssimo da Silva,8,7,3.29,Lucas Veríssimo,,3.0,9.0,12.0,2.0,5.0,2.0,,3.0,,3.0,,,,,,,,,,,
278,True,J. Basso,-0.33,30,Santos,277,3,93372,0.0,3.3,https://s.sde.globo.com/media/person_role/2023/07/31/photo_FORMATO_tUHU2kX.png,joao-basso,João Othávio Basso,12,2,1.56,João Basso,,1.0,17.0,13.0,,4.0,6.0,,,,,,,1.0,,,,,,,,
279,False,Wanderson,0.0,30,Internacional,285,5,93478,0.0,10.5,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TAoUoam.png,wanderson,Wanderson Maciel Sousa Campos,25,7,3.83,Wanderson,,3.0,22.0,18.0,8.0,10.0,21.0,,1.0,,,2.0,,,,,5.0,,,,,
280,True,Benítez,2.32,30,América-MG,327,4,93550,15.7,9.55,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_AwXLo9s.png,benitez,Martín Nicolás Benítez,14,7,6.28,Benítez,,3.0,10.0,11.0,5.0,12.0,34.0,2.0,3.0,,,4.0,,,,,3.0,,,,,
