,atletas.posicao_id,atletas.variacao_num,atletas.jogos_num,atletas.apelido,atletas.atleta_id,atletas.media_num,atletas.minimo_para_valorizar,atletas.foto,atletas.slug,atletas.status_id,atletas.clube_id,atletas.preco_num,atletas.rodada_id,atletas.clube.id.full.name,atletas.nome,atletas.entrou_em_campo,atletas.apelido_abreviado,atletas.pontos_num,A,CA,DS,FC,FD,FF,FS,G,PS,SG,CV,I,PC,DE,GS,FT,PP,DP,GC,V,PI
168,3,-0.45,17,Bruno Melo,84339,3.17,,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_FEUiEbp.png,bruno-melo,7,290,5.5,20,Goiás,Bruno Ferreira Melo,True,B. Melo,2.8,1.0,8.0,11.0,13.0,2.0,11.0,13.0,2.0,,3.0,,2.0,1.0,,,,,,,,
169,4,-0.14,15,Fernando Sobral,84428,5.38,,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_DOXZ9Xn.png,fernando-sobral,7,1371,8.16,20,Cuiabá,Fernando Pereira do Nascimento,True,F. Sobral,4.8,2.0,3.0,37.0,21.0,6.0,10.0,23.0,1.0,1.0,,,,,,,,,,,,
170,5,0.0,9,Romarinho,84523,0.75,,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_UU97nfg.png,romarinho,6,356,2.6,20,Fortaleza,José Romário Silva de Souza,False,Romarinho,0.0,,,,1.0,2.0,2.0,6.0,,,,,,,,,,,,,,
171,4,0.0,18,Lucas Evangelista,84674,5.42,,https://s.sde.globo.com/media/person_role/2022/05/05/175c2911cb392a7305aef49766feb459_FORMATO.png,lucas-evangelista,6,280,8.95,20,Bragantino,Lucas Evangelista Santana de Oliveira,False,L. Evangelista,0.0,5.0,2.0,27.0,21.0,8.0,17.0,45.0,,,,,2.0,,,,1.0,,,,,
172,2,0.0,2,Varela,84816,2.35,,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_M1z2XK5.png,varela,5,262,3.52,20,Flamengo,Guillermo Varela Olivera,False,Varela,0.0,,,1.0,5.0,,,,,,1.0,,,,,,,,,,,
173,5,1.12,17,Robson,84817,5.67,,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_wdF92Dr.png,robson,7,294,8.82,20,Coritiba,Robson dos Santos Fernandes,True,Robson,8.8,1.0,7.0,28.0,36.0,7.0,8.0,22.0,6.0,2.0,,,3.0,,,,,,,,,
174,5,0.24,4,Rafael Ratão,84918,5.47,,https://s.sde.globo.com/media/person_role/2023/07/26/photo_220x220_q8xm0Ax.png,rafael-ratao,7,265,8.09,20,Bahia,Rafael Rogério da Silva,True,R. Ratão,3.3,,1.0,6.0,1.0,2.0,4.0,5.0,1.0,,,,1.0,,,,,,,,,
175,1,1.72,19,Marcos Felipe,85004,4.43,,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_kJmHr1X.png,marcos-felipe,7,265,9.05,20,Bahia,Marcos Felipe de Freitas Monteiro,True,M. Felipe,12.0,,,,,,,2.0,,,6.0,,,,76.0,23.0,,,,,,
176,1,0.0,0,Vinicius Silvestre,85083,0.0,,https://s.sde.globo.com/media/person_role/2022/02/21/6b18b6e2028293647615790cb3edf11f_FORMATO.png,vinicius-silvestre,6,275,3.0,20,Palmeiras,Vinicius Silvestre da Costa,False,V. Silvestre,0.0,,,,,,,,,,,,,,,,,,,,,
177,4,0.0,1,Cantillo,85315,8.9,,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_XLtLBFc.png,cantillo,6,264,8.32,20,Corinthians,Víctor Danilo Cantillo Jiménez,False,Cantillo,0.0,,,6.0,,1.0,,1.0,,,,,,,,,,,,,,
178,1,0.07,19,João Paulo,85425,3.61,,https://s.sde.globo.com/media/person_role/2022/03/03/9edc82b201e12a2a0b8dba4d87004195_FORMATO.png,joao-paulo,7,277,10.65,20,Santos,João Paulo Silva Martins,True,J. Paulo,1.0,,4.0,,,,,3.0,,,5.0,,,,65.0,26.0,,,1.0,,,
179,4,0.0,9,Alex Santana,85465,2.38,,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_9oyYdIt.png,alex-santana,6,293,4.54,20,Athlético-PR,Alex Paulo Menezes Santana,False,A. Santana,0.0,,3.0,6.0,11.0,1.0,8.0,16.0,1.0,,,1.0,1.0,,,,,,,,,
180,3,0.99,18,Léo,85626,1.85,,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_upcZmtB.png,leo,7,267,4.01,20,Vasco,Leonardo Pinheiro da Conceição,True,Léo,6.9,,3.0,12.0,15.0,2.0,1.0,10.0,,,3.0,,,,,,1.0,,,,,
181,4,0.0,12,Hyoran,85931,3.3,,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_we4xNWc.png,hyoran,5,282,5.52,20,Atlético-MG,Hyoran Kaue Dalmoro,False,Hyoran,0.0,,4.0,13.0,23.0,3.0,10.0,11.0,2.0,,,,2.0,1.0,,,1.0,,,,,
182,3,0.0,7,Wanderson,86143,1.16,,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_b5qzoWm.png,wanderson,6,327,2.82,20,América-MG,Wanderson Santos Pereira,False,Wanderson,0.0,,,3.0,10.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,
183,4,0.02,14,Alê,86388,2.36,,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_BijuTNZ.png,ale,6,327,5.74,20,América-MG,Alexandre Egea,True,Alê,2.9,,2.0,18.0,17.0,,7.0,10.0,1.0,,,,1.0,,,,,,,,,
184,2,0.0,17,Sander,86391,5.88,,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_klsEyT2.png,sander,5,290,10.75,20,Goiás,Sander Henrique Bortolotto,False,Sander,0.0,3.0,1.0,40.0,21.0,7.0,5.0,34.0,,,3.0,,1.0,,,,,,,,,
185,2,0.0,11,Victor Luis,86410,3.06,,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_cjqZYOH.png,victor-luis,3,294,3.72,20,Coritiba,Victor Luis Chuab Zamblauskas,False,V. Luis,0.0,,3.0,11.0,7.0,,2.0,8.0,1.0,,3.0,,,,,,,,,1.0,,
186,5,0.33,12,Keno,86485,3.82,,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_RDEOJLs.png,keno,7,266,5.17,20,Fluminense,Marcos da Silva França,True,Keno,10.2,3.0,3.0,14.0,9.0,7.0,7.0,12.0,,,,,4.0,,,,,,,,,
187,1,0.61,3,Jandrei,86508,5.17,,https://s.sde.globo.com/media/person_role/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png,jandrei,7,276,4.85,20,São Paulo,Jandrei Chitolina Carniel,True,Jandrei,5.0,,1.0,,,,,1.0,,,2.0,,,,7.0,1.0,,,,,,
188,4,-0.58,20,Tchê Tchê,86686,2.47,,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_FytIYxJ.png,tche-tche,7,263,7.51,20,Botafogo,Danilo das Neves Pinheiro,True,T. Tchê,0.3,2.0,3.0,13.0,24.0,7.0,7.0,24.0,1.0,,,,,,,,,,,,,
189,5,0.0,16,Everton,86757,4.25,,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_EcaScZP.png,everton,6,262,8.01,20,Flamengo,Everton Sousa Soares,False,Everton,0.0,3.0,1.0,12.0,12.0,8.0,13.0,13.0,2.0,1.0,,,3.0,,,,,,,,,
190,4,0.0,1,Luan,86759,1.2,,https://s.sde.globo.com/media/person_role/2023/08/01/photo_FORMATO_wWoVCQJ.png,luan,6,284,4.0,20,Grêmio,Luan Guilherme de Jesus Vieira,False,Luan,0.0,,,1.0,,,,,,,,,,,,,,,,,,
191,4,0.0,12,Danilo Barbosa,86777,1.9,,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_6wIsdHM.png,danilo-barbosa,6,263,4.69,20,Botafogo,Danilo Barbosa da Silva,False,D. Barbosa,0.0,,1.0,8.0,8.0,,2.0,14.0,1.0,,,,,,,,,,,,,
192,5,0.0,10,Rodrigo Pinho,86799,1.57,,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_28kb8HP.png,rodrigo-pinho,6,294,3.27,20,Coritiba,Rodrigo Cunha Pereira de Pinho,False,R. Pinho,0.0,,2.0,3.0,8.0,4.0,5.0,10.0,,,,,4.0,,,,1.0,,,,,
193,4,0.0,11,Boschilia,86841,3.17,,https://s.sde.globo.com/media/person_role/2022/08/12/8bbade4dbabca44eb3eda2767deda745_FORMATO.png,boschilia,5,294,5.85,20,Coritiba,Gabriel Boschilia,False,Boschilia,0.0,1.0,1.0,8.0,6.0,5.0,7.0,7.0,1.0,,,,,,,,,,,,,
194,4,-0.61,11,José Welison,86859,2.15,,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_Sq4MDcU.png,jose-welison,7,356,3.66,20,Fortaleza,José Welison da Silva,True,J. Welison,4.3,1.0,4.0,13.0,15.0,,7.0,12.0,,,,,1.0,,,,,,,,,
195,2,-0.15,11,Marlon,86864,3.31,,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_9jhAK26.png,marlon,6,327,5.24,20,América-MG,Marlon Matheus Lopes do Nascimento,True,Marlon,1.2,1.0,1.0,19.0,10.0,,2.0,18.0,,,1.0,,,,,,,,,1.0,,
196,1,1.07,19,Léo Jardim,87008,2.97,,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_2NC7Cvz.png,leo-jardim,7,267,10.55,20,Vasco,Leonardo César Jardim,True,L. Jardim,10.0,,2.0,,,,,1.0,,,3.0,,,,72.0,29.0,,,,,,
197,4,0.0,12,Nathan,87009,2.19,,https://s.sde.globo.com/media/person_role/2023/04/12/photo_FORMATO_H5UIx66.png,nathan,6,284,4.94,20,Grêmio,Nathan Allan de Souza,False,Nathan,0.0,1.0,1.0,11.0,11.0,4.0,4.0,9.0,,,,,1.0,,,,,,,,,
198,3,0.0,11,Pedro Henrique,87225,3.65,,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Pmz9ta0.png,pedro-henrique,6,293,8.95,20,Athlético-PR,Pedro Henrique Ribeiro Gonçalves,False,P. Henrique,0.0,,3.0,10.0,14.0,1.0,5.0,5.0,1.0,,4.0,,2.0,,,,,,,,,
199,2,-0.76,10,Guilherme Arana,87228,3.68,,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6cBmo9F.png,guilherme-arana,7,282,9.64,20,Atlético-MG,Guilherme Antonio Arana Lopes,True,G. Arana,3.1,,1.0,15.0,3.0,,4.0,11.0,,,3.0,1.0,,,,,,,,,,
200,4,-0.22,16,Carlos de Pena,87242,2.42,,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8NTSnKt.png,carlos-de-pena,7,285,6.86,20,Internacional,Carlos María de Pena Bonino,True,C. Pena,1.1,,2.0,19.0,12.0,5.0,8.0,10.0,1.0,,,1.0,,1.0,,,,,,,,
201,5,1.91,9,Soteldo,87258,5.67,,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xCE9nv8.png,soteldo,6,277,9.81,20,Santos,Yeferson Julio Soteldo Martínez,True,Soteldo,11.9,4.0,1.0,9.0,2.0,5.0,5.0,24.0,,,,1.0,2.0,,,,1.0,,,,,
202,3,0.0,12,Kannemann,87342,4.14,,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q2fTOjY.png,kannemann,6,284,9.13,20,Grêmio,Walter Kannemann,False,Kannemann,0.0,1.0,7.0,30.0,23.0,3.0,2.0,11.0,,,3.0,1.0,,,,,,,,,,
203,5,-0.26,6,Allano,87391,2.98,,https://s.sde.globo.com/media/person_role/2023/08/08/photo_FORMATO_tmBtY58.png,allano,7,290,4.24,20,Goiás,Allano Brendon de Souza Lima,True,Allano,3.0,,2.0,7.0,4.0,2.0,3.0,10.0,,,,,1.0,,,,1.0,,,,,
204,3,0.0,16,Messias,87402,3.08,,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_XWlumea.png,messias,6,277,6.79,20,Santos,Messias Rodrigues da Silva Júnior,False,Messias,0.0,,2.0,20.0,14.0,2.0,2.0,7.0,,,5.0,,1.0,1.0,,,,,,,,
205,4,0.3,19,Thaciano,87470,4.55,,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_dQGg2S1.png,thaciano,7,265,11.36,20,Bahia,Thaciano Mickael da Silva,True,Thaciano,4.3,2.0,1.0,22.0,20.0,7.0,22.0,18.0,2.0,,,,2.0,,,,2.0,,,,,
206,4,0.0,14,Vitor Bueno,87552,4.27,,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Vn5DBCR.png,vitor-bueno,6,293,7.01,20,Athlético-PR,Vitor Frezarin Bueno,False,V. Bueno,0.0,3.0,5.0,6.0,9.0,6.0,9.0,18.0,2.0,,,,2.0,,,,2.0,,,,,
207,1,0.0,10,Mateus Pasinato,87603,2.6,,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_1bOXVa7.png,mateus-pasinato,6,327,3.03,20,América-MG,Mateus Pasinato,False,M. Pasinato,0.0,,1.0,,,,,2.0,,,1.0,,,,41.0,20.0,,,,,,
208,4,-0.17,11,Yago Felipe,87747,1.05,,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO.png,yago-felipe,6,265,3.88,20,Bahia,Yago Felipe da Costa Rocha,True,Y. Felipe,-0.6,,2.0,12.0,19.0,,3.0,5.0,,,,,,,,,,,,,,
209,3,0.0,8,Philipe Sampaio,87808,2.73,,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_E29teNI.png,philipe-sampaio,6,263,3.33,20,Botafogo,Philipe Sampaio Azevedo,False,P. Sampaio,0.0,,2.0,6.0,6.0,,2.0,4.0,,,3.0,,1.0,,,,,,,,,
210,3,-0.69,13,Mauricio Lemos,87853,4.2,,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,mauricio-lemos,7,282,9.76,20,Atlético-MG,Paolo Mauricio Lemos Merladett,True,M. Lemos,2.9,,5.0,21.0,11.0,5.0,3.0,9.0,1.0,,4.0,1.0,2.0,,,,,,,,,
211,4,1.52,14,Arrascaeta,87863,6.61,,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,arrascaeta,7,262,14.9,20,Flamengo,Giorgian Daniel de Arrascaeta Benedetti,True,Arrascaeta,10.7,5.0,3.0,13.0,17.0,4.0,9.0,19.0,4.0,1.0,,,3.0,,,,2.0,,,,,
212,3,-0.39,16,Alan Empereur,88033,2.41,,https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,alan-empereur,7,1371,4.81,20,Cuiabá,Alan Pereira Empereur,True,A. Empereur,3.1,1.0,4.0,10.0,5.0,2.0,4.0,9.0,,,4.0,,,,,,,,,1.0,,
213,2,0.0,0,Jorge,88065,0.0,,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_Rnoad6D.png,jorge,5,266,4.0,20,Fluminense,Jorge Marco de Oliveira Moraes,False,Jorge,0.0,,,,,,,,,,,,,,,,,,,,,
214,1,0.0,0,Ivan,88136,0.0,,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_qStnmUz.png,ivan,6,267,5.0,20,Vasco,Ivan Quaresma da Silva,False,Ivan,0.0,,,,,,,,,,,,,,,,,,,,,
215,5,0.64,5,Ángel Romero,88323,1.88,,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_CufTSrv.png,angel-romero,6,264,3.49,20,Corinthians,Ángel Rodrigo Romero Villamayor,True,Ã. Romero,5.5,1.0,,2.0,1.0,,1.0,3.0,,,,,,,,,,,,,,
216,2,-0.11,1,Gabriel Dias,88368,4.0,,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_SmDR7cT.png,gabriel-dias,5,267,2.89,20,Vasco,Gabriel Dias de Oliveira,True,G. Dias,4.0,,1.0,,,,,,,,1.0,,,,,,,,,,,
217,2,-0.23,18,Ayrton Lucas,88393,4.85,,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_P9K1v1H.png,ayrton-lucas,6,262,13.88,20,Flamengo,Ayrton Lucas Dantas de Medeiros,True,A. Lucas,1.7,1.0,5.0,22.0,27.0,3.0,5.0,23.0,3.0,1.0,5.0,,,,,,,,,,,
218,2,0.36,12,Aderlan,88423,4.35,,https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,aderlan,7,280,8.14,20,Bragantino,Aderlan de Lima Silva,True,Aderlan,1.1,1.0,2.0,23.0,16.0,,3.0,6.0,,,5.0,1.0,,1.0,,,,,,,,
219,4,0.0,7,Lucas Crispim,88597,0.97,,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_EvxhSX5.png,lucas-crispim,6,356,3.46,20,Fortaleza,Lucas de Figueiredo Crispim,False,L. Crispim,0.0,,,2.0,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,
220,4,-0.31,16,Marcelino Moreno,88857,4.03,,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_S4cMFFx.png,marcelino-moreno,7,294,5.39,20,Coritiba,Damián Marcelino Moreno,True,M. Moreno,0.3,2.0,2.0,14.0,8.0,10.0,4.0,40.0,1.0,,,,2.0,1.0,,,,,,,,
221,1,0.0,2,Luan Polli,88916,1.25,,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_gZl1v6O.png,luan-polli,6,294,2.75,20,Coritiba,Luan Polli Gomes,False,L. Polli,0.0,,2.0,,,,,1.0,,,,,,,7.0,3.0,,,,,,
222,3,0.12,17,Iago Maidana,89226,0.88,,https://s.sde.globo.com/media/person_role/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png,iago-maidana,7,327,2.38,20,América-MG,Iago Justen Maidana Martins,True,I. Maidana,2.4,,4.0,13.0,20.0,4.0,4.0,3.0,,,,,1.0,,,,,,,,,
223,4,1.16,16,Gerson,89256,5.41,,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_UpueHtq.png,gerson,7,262,11.85,20,Flamengo,Gerson Santos da Silva,True,Gerson,7.7,5.0,3.0,16.0,28.0,4.0,4.0,44.0,3.0,1.0,,,3.0,1.0,,,,,,,,
224,2,0.06,14,João Pedro,89273,3.24,,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ux7O1sm.png,joao-pedro,6,284,10.27,20,Grêmio,João Pedro Maturano dos Santos,True,J. Pedro,1.2,1.0,1.0,16.0,7.0,,1.0,11.0,1.0,,2.0,,,,,,,,,,,
225,2,0.0,18,William,89275,4.6,,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_mkEok8F.png,william,5,283,9.67,20,Cruzeiro,Willian de Asevedo Furtado,False,William,0.0,1.0,4.0,28.0,20.0,1.0,6.0,27.0,,,7.0,,1.0,,,,,,,,,
226,3,0.0,5,Igor Rabello,89493,3.94,,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,igor-rabello,5,282,5.23,20,Atlético-MG,Igor Rabello da Costa,False,I. Rabello,0.0,,1.0,10.0,6.0,,,1.0,,,2.0,,,,,,,,,,,
227,4,-0.53,17,Thiago Maia,89637,1.83,,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_yDq9MVW.png,thiago-maia,6,262,5.78,20,Flamengo,Thiago Maia Alencar,True,T. Maia,-0.3,,3.0,31.0,20.0,,3.0,3.0,,,,,,1.0,,,,,,,,
228,5,-1.22,15,Calleri,89840,5.87,,https://s.sde.globo.com/media/person_role/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png,calleri,6,276,13.82,20,São Paulo,Jonathan Calleri,True,Calleri,-0.5,2.0,3.0,4.0,34.0,9.0,11.0,32.0,6.0,1.0,,,14.0,,,,1.0,,,,,
229,4,0.17,15,Cristaldo,89846,6.65,,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Sywtl9T.png,cristaldo,7,284,12.2,20,Grêmio,Franco Cristaldo,True,Cristaldo,8.6,2.0,,21.0,5.0,7.0,7.0,23.0,5.0,1.0,,,3.0,,,,,,,,,
230,4,-0.05,18,Dodi,89883,2.35,,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_a0W192c.png,dodi,6,277,4.74,20,Santos,Douglas Moreira Fagundes,True,Dodi,1.4,,5.0,30.0,30.0,3.0,2.0,30.0,,,,,,,,,,,,,,
231,5,-0.46,11,Everton Galdino,89918,2.84,,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TtRmr2d.png,everton-galdino,6,284,5.08,20,Grêmio,Everton Galdino Moreira,True,E. Galdino,1.7,1.0,1.0,4.0,4.0,3.0,2.0,5.0,2.0,,,,,,,,,,,,,
232,5,0.38,14,Mendoza,90031,6.65,,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_fdX9HMF.png,mendoza,7,277,13.43,20,Santos,John Stiven Mendoza Valencia,True,Mendoza,5.3,2.0,3.0,10.0,15.0,5.0,14.0,41.0,5.0,1.0,,,2.0,,,,,,,,,
233,2,-0.76,18,Bruno Pacheco,90061,6.76,,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_PYjs4Li.png,bruno-pacheco,7,356,12.4,20,Fortaleza,Bruno de Jesus Pacheco,True,B. Pacheco,8.6,3.0,2.0,34.0,32.0,3.0,6.0,32.0,1.0,,9.0,,,,,,,,,,,
234,5,1.95,4,Edu,90120,3.25,,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_b9BOGwx.png,edu,7,294,5.92,20,Coritiba,Eduardo Nascimento da Silva Júnior,True,Edu,10.2,,,1.0,,2.0,2.0,,1.0,,,,2.0,,,,,,,,,
235,2,0.0,5,Raí Ramos,90232,3.16,,https://s.sde.globo.com/media/person_role/2023/04/15/photo_FORMATO_p3UWrBW.png,rai-ramos,6,276,4.51,20,São Paulo,Raí dos Reis Ramos,False,R. Ramos,0.0,,2.0,4.0,5.0,2.0,2.0,1.0,,,2.0,,,,,,,,,,,
236,5,0.34,14,Bruno Henrique,90285,2.19,,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_PsLr2Kh.png,bruno-henrique,7,262,5.82,20,Flamengo,Bruno Henrique Pinto,True,B. Henrique,2.7,,2.0,8.0,11.0,4.0,7.0,17.0,1.0,,,,4.0,,,,,,,,,
237,4,-0.98,4,Jailson,90290,1.67,,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_borikKg.png,jailson,6,275,3.87,20,Palmeiras,Jaílson Marques Siqueira,True,Jailson,-0.3,,,4.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
238,5,0.0,0,Pedro Rocha,90302,0.0,,https://s.sde.globo.com/media/person_role/2022/09/28/photo_FORMATO_wjBokpm.png,pedro-rocha,5,356,5.0,20,Fortaleza,Pedro Rocha Neves,False,P. Rocha,0.0,,,,,,,,,,,,,,,,,,,,,
239,5,0.0,10,David,90309,3.28,,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_zc5jjjt.png,david,5,276,4.11,20,São Paulo,David Correa da Fonseca,False,David,0.0,2.0,4.0,4.0,10.0,2.0,4.0,8.0,2.0,,,,6.0,,,,,,,,,
240,4,2.55,17,Rezende,90449,3.93,,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,rezende,7,265,9.02,20,Bahia,Júlio César Rezende de Miranda,True,Rezende,15.8,1.0,2.0,44.0,26.0,1.0,5.0,17.0,1.0,,,1.0,,,,,,,,,,
241,5,0.0,10,Diego Gonçalves,90540,0.96,,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_eh2bZ7u.png,diego-goncalves,6,290,1.86,20,Goiás,Diego Gonçalves,False,D. Gonçalves,0.0,,1.0,3.0,7.0,2.0,3.0,9.0,,,,,1.0,,,,,,,,,
242,1,0.0,1,Mateus Claus,90590,-1.0,,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_UPFwDzZ.png,mateus-claus,6,265,1.95,20,Bahia,Mateus Eduardo Claus,False,M. Claus,0.0,,,,,,,,,,,,,,1.0,2.0,,,,,,
243,4,-0.06,4,Lucas Mineiro,90634,0.7,,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_AlOmB6m.png,lucas-mineiro,6,1371,2.81,20,Cuiabá,Lucas da Silva Izidoro,True,L. Mineiro,0.5,,,2.0,2.0,,,2.0,,,,,,,,,,,,,,
244,3,-0.58,17,Fabrício Bruno,90768,3.14,,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_zrQ4flU.png,fabricio-bruno,7,262,8.3,20,Flamengo,Fabrício Bruno Soares de Faria,True,F. Bruno,0.0,1.0,3.0,18.0,7.0,1.0,1.0,10.0,,,5.0,,,,,,,,,,,
245,5,0.02,14,Everaldo,91151,3.88,,https://s.sde.globo.com/media/person_role/2022/02/25/561f3ca4238e82e1b2e1479a1a66c551_FORMATO.png,everaldo,6,327,8.45,20,América-MG,Everaldo Silva do Nascimento,True,Everaldo,2.3,2.0,5.0,17.0,11.0,3.0,5.0,22.0,1.0,,,,4.0,,,,2.0,,,,,
246,2,0.0,7,PK,91190,1.94,,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_kfJYHxI.png,pk,6,1371,4.04,20,Cuiabá,Ítaro Patric Cardoso Calmon,False,PK,0.0,,1.0,10.0,10.0,,2.0,4.0,,,1.0,1.0,,,,,,,,,,
247,3,0.0,12,Éder,91203,1.06,,https://s.sde.globo.com/media/person_role/2022/02/24/e0b5f4c6647fe1b42922ddb4458dade0_FORMATO.png,eder,6,327,2.43,20,América-MG,Éder Ferreira Graminho,False,Éder,0.0,,4.0,18.0,17.0,1.0,1.0,3.0,,,,1.0,3.0,,,,,,,,,
248,4,0.41,10,Carballo,91254,2.05,,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NYg6Ymv.png,carballo,7,284,4.49,20,Grêmio,Felipe Ignacio Carballo Ares,True,Carballo,4.8,,1.0,13.0,6.0,1.0,5.0,5.0,,,,,,,,,,,,,,
249,1,1.14,20,Lucas Perri,91260,6.6,,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_83wBpb6.png,lucas-perri,7,263,12.93,20,Botafogo,Lucas Estella Perri,True,L. Perri,9.0,,,,,,,2.0,,,12.0,,,,82.0,11.0,,,,,,
250,4,0.0,11,Erick Pulgar,91473,2.92,,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xuM4Nls.png,erick-pulgar,7,262,4.08,20,Flamengo,Erick Antonio Pulgar Farfán,True,E. Pulgar,1.7,,3.0,17.0,20.0,,3.0,5.0,2.0,,,,2.0,,,,,,,,,
251,3,-0.13,13,Arboleda,91573,4.96,,https://s.sde.globo.com/media/person_role/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,arboleda,7,276,9.94,20,São Paulo,Robert Abel Arboleda Escobar,True,Arboleda,8.2,,,19.0,3.0,3.0,3.0,8.0,,,6.0,,4.0,,,,1.0,,,,,
252,5,-0.52,16,Rony,91607,3.79,,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_eJOedW8.png,rony,6,275,9.16,20,Palmeiras,Ronielson da Silva Barbosa,True,Rony,0.5,,,8.0,12.0,5.0,7.0,19.0,4.0,,,,15.0,,,,1.0,,,,,
