,atletas.apelido,atletas.variacao_num,atletas.nome,atletas.apelido_abreviado,atletas.minimo_para_valorizar,atletas.status_id,atletas.slug,atletas.jogos_num,atletas.rodada_id,atletas.media_num,atletas.foto,atletas.clube_id,atletas.pontos_num,atletas.preco_num,atletas.clube.id.full.name,atletas.posicao_id,atletas.atleta_id,A,CA,DS,FC,FD,FF,FS,FT,G,I,CV,SG,V,PS,DE,GS,DP,PP,PC,GC
536,Paulo Mazoti,0.0,Paulo Mazoti Azevedo,P. Mazoti,,6,paulo-mazoti,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_rM1hgKg.png,277,0.0,1.0,Santos,1,110602,,,,,,,,,,,,,,,,,,,,
537,Vinícius Balieiro,0.0,Vinícius Balieiro Lourenço de Carvalho,V. Balieiro,,6,vinicius-balieiro,1,10,-0.3,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_yMHsqPr.png,277,0.0,1.99,Santos,4,110605,,,,1.0,,,,,,,,,,,,,,,,
538,Gabriel Pirani,-0.85,Gabriel Cordeiro Pirani,G. Pirani,,6,gabriel-pirani,6,10,1.17,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_ttN765r.png,266,-1.3,3.8,Fluminense,4,110607,,1.0,3.0,3.0,1.0,2.0,7.0,,,,,,,,,,,,1.0,
539,Luiz Filipe,0.0,Luiz Filipe dos Reis Silva,L. Filipe,,6,luiz-filipe,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_xcsqOAQ.png,290,0.0,2.0,Goiás,5,110632,,,,,,,,,,,,,,,,,,,,
540,Esquivel,0.0,Lucas Ángel Esquivel,Esquivel,,6,esquivel,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/05/31/photo_FORMATO_DlnAHYU.png,293,0.0,3.0,Athlético-PR,2,110668,,,,,,,,,,,,,,,,,,,,
541,Mycael,0.0,Mycael Pontes Moreira,Mycael,,6,mycael,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_4TEihe1.png,293,0.0,3.0,Athlético-PR,1,110698,,,,,,,,,,,,,,,,,,,,
542,Pedro Rangel,0.0,Pedro Felipe de Faria Rangel,P. Rangel,,6,pedro-rangel,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_6zge4A7.png,266,0.0,3.0,Fluminense,1,110708,,,,,,,,,,,,,,,,,,,,
543,Andrés Hurtado,0.13,José Andrés Hurtado Cheme,A. Hurtado,,7,andres-hurtado,7,10,3.7,https://s.sde.globo.com/media/person_role/2022/05/05/495e0cd517eacede744f14fefa06d6d5_FORMATO.png,280,1.4,4.91,Bragantino,2,110715,,,13.0,4.0,,,3.0,,,,,2.0,,,,,,,,
544,Rubens,-0.39,Rubens Antônio Dias,Rubens,,7,rubens,10,10,6.29,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_JV4BtfR.png,282,5.7,12.36,Atlético-MG,2,110727,,1.0,33.0,16.0,3.0,3.0,7.0,,,3.0,,4.0,,,,,,,,
545,João Maranini,0.0,João Victor Araújo Maranini,J. Maranini,,6,joao-maranini,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_2ubCgRc.png,1371,0.0,3.0,Cuiabá,3,110742,,,,,,,,,,,,,,,,,,,,
546,John Kennedy,-1.02,John Kennedy Batista de Souza,J. Kennedy,,6,john-kennedy,8,10,4.06,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_ZAgi9kx.png,266,0.0,9.99,Fluminense,5,110759,,3.0,5.0,7.0,5.0,4.0,5.0,1.0,2.0,1.0,,,,1.0,,,,,,
547,Biel,0.0,Gabriel Teixeira Aragão,Biel,,5,biel,7,10,6.4,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_iT5hY8V.png,265,0.0,8.44,Bahia,5,110760,,2.0,7.0,10.0,5.0,8.0,20.0,1.0,2.0,,,,,,,,,,,
548,Marcão,0.0,Marco Antônio Amorim de Oliveira Montes,Marcão,,6,marcao,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ur2aV6A.png,294,0.0,2.0,Coritiba,1,110775,,,,,,,,,,,,,,,,,,,,
549,Orellano,0.0,Luca Nicolás Orellano,Orellano,,6,orellano,7,10,1.5,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_QTGO9rI.png,267,0.0,3.17,Vasco,4,110776,,,4.0,5.0,2.0,1.0,8.0,,,,,,,,,,,,,
550,Renato Paiva,-0.03,Renato Manuel Alves Paiva,R. Paiva,,7,renato-paiva,10,10,4.61,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ZitX2Ik.png,265,4.65,8.72,Bahia,6,110818,,,,,,,,,,,,,2.0,,,,,,,
551,Guilherme Lopes,-0.16,Guilherme Lopes de Almeida,G. Lopes,,6,guilherme-lopes,4,10,1.8,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_UCfKPnM.png,280,0.0,1.81,Bragantino,2,110909,,,1.0,2.0,,2.0,,,,,,1.0,,,,,,,,
552,Lucão,0.0,Lucas Emmanuel Araujo Macedo,Lucão,,6,lucao,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_G50Eggl.png,290,0.0,2.0,Goiás,5,110928,,,,,,,,,,,,,,,,,,,,
553,Gustavo Apis,0.0,Gustavo Apis Pascoal de Farias,G. Apis,,6,gustavo-apis,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_s4LBYSN.png,266,0.0,2.0,Fluminense,4,110947,,,,,,,,,,,,,,,,,,,,
554,Kayque,0.0,Kayque Luiz Pereira,Kayque,,6,kayque,1,10,-0.5,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_kc0gmoa.png,263,0.0,3.41,Botafogo,4,110962,,1.0,,1.0,,1.0,,,,,,,,,,,,,,
555,Robson,0.0,Robson Luiz dos Santos Nascimento,Robson,,6,robson,0,10,0.0,https://s.sde.globo.com/media/person_role/2021/06/04/4ae813551a7112d688190602a630a0b1_FORMATO.png,327,0.0,2.0,América-MG,1,111172,,,,,,,,,,,,,,,,,,,,
556,Alix Vinicius,0.0,Alix Vinicius de Souza Sampaio,A. Vinicius,,6,alix-vinicius,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_ZumoLU7.png,356,0.0,3.0,Fortaleza,3,111246,,,,,,,,,,,,,,,,,,,,
557,Gustavo Martins,0.0,Gustavo Martins de Souza Santos,G. Martins,,7,gustavo-martins,5,10,2.44,https://s.sde.globo.com/media/person_role/2023/05/25/photo_FORMATO_levDrmA.png,284,0.0,2.25,Grêmio,3,111309,,2.0,6.0,4.0,2.0,1.0,,,,,,1.0,,,,,,,,
558,Sorriso,-0.1,Marcos Vinicios Moura,Sorriso,,6,sorriso,5,10,1.46,https://s.sde.globo.com/media/person_role/2022/05/05/7924434ef39a0546d8ad7fa23ca14168_FORMATO.png,280,1.2,3.25,Bragantino,5,111333,,,1.0,,3.0,,5.0,,,,,,,,,,,,,
559,Felipe Augusto,0.0,Felipe Augusto da Silva,F. Augusto,,6,felipe-augusto,3,10,0.47,https://s.sde.globo.com/media/person_role/2022/04/27/0397eababa104f1f3a03d140431a5223_FORMATO.png,264,0.0,1.41,Corinthians,5,111408,,,1.0,1.0,,,1.0,,,,,,,,,,,,,
560,Lucas Gonçalves,0.0,Lucas Gonçalves da Silva,L. Gonçalves,,7,lucas-goncalves,0,10,0.0,https://s.sde.globo.com/media/person_role/2022/07/22/4f9d2017fb710640812fa4e1a77d5521_220x220.png,282,0.0,11.39,Atlético-MG,6,111577,,,,,,,,,,,,,,,,,,,,
561,António Oliveira,-0.45,António José Cardoso de Oliveira,A. Oliveira,,7,antonio-oliveira,5,10,5.42,https://s.sde.globo.com/media/person_role/2021/04/27/21a131dcff78d521da3297e98526ce48_FORMATO.png,1371,3.85,5.95,Cuiabá,6,111578,,,,,,,,,,,,,2.0,,,,,,,
562,Juan Christian,0.0,Juan Christian Pereira Coelho,J. Christian,,6,juan-christian,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_grCTDFm.png,283,0.0,1.0,Cruzeiro,5,111633,,,,,,,,,,,,,,,,,,,,
563,Gustavo Vilar,0.0,Gustavo Vilar dos Santos,G. Vilar,,6,gustavo-vilar,1,10,0.0,https://s.sde.globo.com/media/person_role/2023/04/20/photo_220x220_WU7m9CP.png,294,0.0,1.32,Coritiba,3,111644,,,,,,,,,,,,,,,,,,,,
564,Rodrigo Varanda,-0.37,Rodrigo Santos Varanda,R. Varanda,,6,rodrigo-varanda,1,10,0.9,https://s.sde.globo.com/media/person_role/2021/08/12/27a543ad340dc9d4a4e005e8150ebd2b_220x220.png,327,0.9,1.63,América-MG,5,111652,,,,1.0,1.0,,,,,,,,,,,,,,,
565,Adson,0.2,Adson Ferreira Soares,Adson,,2,adson,9,10,3.25,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_uzK3HTh.png,264,1.5,4.96,Corinthians,4,111682,,,16.0,6.0,2.0,6.0,10.0,,,3.0,,,,,,,,,,
566,Matheus Cadorini,0.0,Matheus Alfredo Cadorini da Silva,M. Cadorini,,6,matheus-cadorini,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_qDCu3iB.png,294,0.0,3.0,Coritiba,5,111688,,,,,,,,,,,,,,,,,,,,
567,Bruno Guimarães,0.0,Bruno Guimarães de Souza,B. Guimarães,,6,bruno-guimaraes,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/05/14/photo_220x220.png,356,0.0,1.0,Fortaleza,1,111689,,,,,,,,,,,,,,,,,,,,
568,Matheus Cunha,1.95,Matheus Cunha Queiroz,M. Cunha,,7,matheus-cunha,6,10,5.42,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xwFOLiN.png,262,12.5,6.5,Flamengo,1,111690,,,,,,,1.0,,,,,2.0,,,25.0,3.0,,,,
569,Mateusão,0.0,Mateus Dias Lima,Mateusão,,6,mateusao,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_JeOW27e.png,262,0.0,2.0,Flamengo,5,111694,,,,,,,,,,,,,,,,,,,,
570,Lucas Mezenga,0.0,Lucas de Souza Mombra Rosa,L. Mezenga,,6,lucas-mezenga,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_BuH7iqi.png,263,0.0,2.0,Botafogo,3,111713,,,,,,,,,,,,,,,,,,,,
571,Giovani,0.0,Giovani Henrique Amorim da Silva,Giovani,,6,giovani,1,10,0.8,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_aPzreE2.png,275,0.0,2.99,Palmeiras,5,111759,,,,,,1.0,,,,,,,,,,,,,,
572,Fabinho,0.04,Fábio Silva de Freitas,Fabinho,,6,fabinho,7,10,1.51,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_6TfTz4T.png,275,0.5,3.17,Palmeiras,4,111760,,,7.0,2.0,,1.0,4.0,,,,,,,,,,,,,
573,Cadu,0.0,Carlos Eduardo Piekny Neves,Cadu,,6,cadu,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_MykTtrE.png,267,0.0,1.0,Vasco,1,111761,,,,,,,,,,,,,,,,,,,,
574,JP Galvão,0.0,João Pedro Galvão de Carvalho,J. Galvão,,6,jp-galvao,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_KKJAtgs.png,263,0.0,1.0,Botafogo,4,111763,,,,,,,,,,,,,,,,,,,,
575,Rodrigo,0.0,Rodrigo Alves de Holanda Santos,Rodrigo,,6,rodrigo,8,10,0.9,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_oUqfC4H.png,267,0.0,3.86,Vasco,4,111766,,1.0,7.0,4.0,,,2.0,,,,,,,,,,,,,
576,Marlon Gomes,-0.65,Marlon Gomes Claudino,M. Gomes,,7,marlon-gomes,5,10,1.46,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_t23W3Dj.png,267,0.5,3.59,Vasco,4,111769,,,6.0,9.0,,1.0,4.0,,,,,,,,,,,,,
577,Arthur Sales,1.74,Arthur de Oliveira Sales,A. Sales,,6,arthur-sales,8,10,2.37,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_OzxQsVM.png,265,9.8,4.12,Bahia,5,111771,,,4.0,3.0,2.0,1.0,8.0,,1.0,1.0,,,,,,,,,,
578,Thomas Luciano,0.0,Thomas Luciano Trindade Mathias,T. Luciano,,6,thomas-luciano,6,10,3.5,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_uDTKmM2.png,284,0.0,5.46,Grêmio,2,111819,,,7.0,9.0,,3.0,6.0,,,1.0,,2.0,,,,,,,,
579,Kayky,1.63,Kayky da Silva Chagas,Kayky,,7,kayky,5,10,2.1,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ycDoFH2.png,265,9.5,3.8,Bahia,5,111829,,1.0,2.0,3.0,,2.0,1.0,,1.0,1.0,,,,,,,,,,
580,Jefté,0.0,Jefté Vital da Silva Dias,Jefté,,6,jefte,0,10,0.0,https://s.sde.globo.com/media/person_role/2021/05/18/798016d0e1bd3a074fdfe3fbda8bd197_FORMATO.png,266,0.0,1.0,Fluminense,2,111832,,,,,,,,,,,,,,,,,,,,
581,Felipe Andrade,0.0,Felipe de Andrade Vieira,F. Andrade,,6,felipe-andrade,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_lkQ8S78.png,266,0.0,1.0,Fluminense,3,111839,,,,,,,,,,,,,,,,,,,,
582,Arthur,0.0,Arthur Wenderrosky Sanches,Arthur,,6,arthur,1,10,1.2,https://s.sde.globo.com/media/person_role/2021/03/15/a1e027a6133eb086771225ec24cc7c69_FORMATO.png,266,0.0,1.04,Fluminense,4,111841,,,1.0,,,,,,,,,,,,,,,,,
583,Mateusinho,0.0,Matheus da Silva Duarte,Mateusinho,,3,mateusinho,5,10,5.1,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_mK5PRfk.png,1371,0.0,6.42,Cuiabá,2,111879,,3.0,13.0,7.0,1.0,1.0,10.0,,1.0,,,,,,,,,,,
584,Guilherme Biro,-0.03,Guilherme Sucigan Mafra Cunha,G. Biro,,7,guilherme-biro,2,10,3.3,https://s.sde.globo.com/media/person_role/2022/07/02/ea53a64347e60658cdcbd15ba83320ba_FORMATO.png,264,3.7,3.27,Corinthians,4,111891,,,1.0,,1.0,4.0,2.0,,,,,,,,,,,,,
585,Diego Hernández,0.0,Diego Manuel Hernández González,D. Hernández,,6,diego-hernandez,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/05/26/photo_220x220_jllMRNk.png,263,0.0,7.0,Botafogo,4,111945,,,,,,,,,,,,,,,,,,,,
586,Quagliata,0.41,Nicolás Quagliata Platero,Quagliata,,6,quagliata,7,10,0.95,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_kkqhEEK.png,1371,2.3,2.9,Cuiabá,5,111949,,,4.0,4.0,,2.0,3.0,,,1.0,,,,,,,,,,
587,Julián Palacios,0.58,Julián Eduardo Palacios,J. Palacios,,7,julian-palacios,9,10,3.97,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_C8xKUgn.png,290,7.0,6.79,Goiás,4,111996,1.0,1.0,9.0,13.0,4.0,7.0,29.0,,,1.0,,,,,,,,,,
588,Lucas Beraldo,-0.47,Lucas Lopes Beraldo,L. Beraldo,,7,lucas-beraldo,8,10,4.59,https://s.sde.globo.com/media/person_role/2022/07/22/aef0c837cb53876eb1509bd8c3eaa586_FORMATO.png,276,1.5,6.43,São Paulo,3,112136,,1.0,13.0,5.0,1.0,3.0,4.0,,1.0,,,2.0,,,,,,,,
589,Bitello,0.03,João Paulo de Souza Mares,Bitello,,7,bitello,9,10,6.14,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_nhcHWBh.png,284,5.0,12.35,Grêmio,4,112140,,1.0,16.0,9.0,4.0,7.0,27.0,,2.0,1.0,,,,,,,,,,
590,Paulo Victor,0.0,Paulo Victor de Almeida Barbosa,P. Victor,,6,paulo-victor,1,10,-0.3,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_1bXqoAq.png,267,0.0,2.39,Vasco,2,112141,,,,1.0,,,,,,,,,,,,,,,,
591,Thalisson Gabriel,0.0,Thalisson Gabriel Pereira Moreira,T. Gabriel,,6,thalisson-gabriel,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_fY8etYF.png,294,0.0,1.0,Coritiba,3,112367,,,,,,,,,,,,,,,,,,,,
592,Emerson Ramon,-0.4,Emerson Ramon Bezerra Oliveira,E. Ramon,,6,emerson-ramon,7,10,2.53,https://s.sde.globo.com/media/person_role/2023/03/30/photo_FORMATO_wzDDWM2.png,1371,1.7,4.44,Cuiabá,5,112370,,,4.0,3.0,3.0,6.0,11.0,,,1.0,,,,,,,,,,
593,Gabriel Grando,-0.8,Gabriel Hamester Grando,G. Grando,,7,gabriel-grando,8,10,3.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_bv2qwrK.png,284,-2.0,4.56,Grêmio,1,112616,,1.0,,,,,2.0,,,,,1.0,,,33.0,14.0,,,,
594,Kaiki,0.0,Kaiki Bruno da Silva,Kaiki,,6,kaiki,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_HCZ4bVf.png,283,0.0,3.0,Cruzeiro,2,112709,,,,,,,,,,,,,,,,,,,,
595,Lucas Barbosa,0.0,Lucas Henrique Barbosa,L. Barbosa,,6,lucas-barbosa,3,10,3.87,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Nn5zqEX.png,277,0.0,5.49,Santos,4,112886,,,9.0,3.0,1.0,,1.0,,,,,,,,,,,,,
596,Capasso,0.4,Manuel Vicente Capasso,Capasso,,7,capasso,4,10,1.05,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_OaLhk6j.png,267,3.2,3.02,Vasco,3,112913,,2.0,5.0,2.0,,1.0,,,,,,,,,,,,,,
597,Werton,0.0,Werton de Almeida Rêgo,Werton,,6,werton,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_b5lT2QZ.png,262,0.0,2.0,Flamengo,5,112984,,,,,,,,,,,,,,,,,,,,
598,Flaco López,0.0,José Manuel Alberto López,F. López,,6,flaco-lopez,4,10,3.08,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_V15s07E.png,275,0.0,7.05,Palmeiras,5,113103,,1.0,3.0,5.0,2.0,1.0,,,1.0,,,,,,,,,,,
599,Kauan,0.0,Kauan Silva Sales,Kauan,,6,kauan,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/04/01/photo_220x220_9pgUpwG.png,282,0.0,1.0,Atlético-MG,2,113154,,,,,,,,,,,,,,,,,,,,
600,Nathan Mendes,0.0,Nathan Gabriel de Souza Mendes,N. Mendes,,6,nathan-mendes,1,10,2.6,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Ec4EI26.png,276,0.0,3.34,São Paulo,2,113157,,,2.0,1.0,,,1.0,,,,,,,,,,,,,
601,Michel,0.0,Michel Augusto Modesto Rafael dos Santos,Michel,,6,michel,0,10,0.0,https://s.sde.globo.com/media/person_role/2022/04/06/2e58e6fda93f2529e843b6dacea39be3_FORMATO.png,275,0.0,2.0,Palmeiras,3,113159,,,,,,,,,,,,,,,,,,,,
602,Lomónaco,0.0,Kevin Joel Lomónaco,Lomónaco,,3,lomonaco,0,10,0.0,https://s.sde.globo.com/media/person_role/2022/06/02/269ea7a5ee84f815bccf1916cb6f6b72_FORMATO.png,280,0.0,3.0,Bragantino,3,113203,,,,,,,,,,,,,,,,,,,,
603,Júlio,0.0,Júlio César Alves Gonçalves,Júlio,,6,julio,1,10,9.7,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_eIjqfZW.png,327,0.0,4.79,América-MG,3,113295,1.0,,,1.0,,,,,,,,1.0,,,,,,,,
604,Pablo Maia,-0.4,Pablo Gonçalves Maia Fortunato,P. Maia,,3,pablo-maia,10,10,3.27,https://s.sde.globo.com/media/person_role/2022/03/05/e91f0953fe782088f01eda528fd69b2f_FORMATO.png,276,-1.2,5.35,São Paulo,4,113359,,1.0,16.0,20.0,3.0,3.0,3.0,,2.0,,1.0,,,,,,,,,
605,Diogo Batista,0.0,Diogo Batista de Souza,D. Batista,,6,diogo-batista,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_SfVPzCz.png,294,0.0,1.0,Coritiba,2,113384,,,,,,,,,,,,,,,,,,,,
606,Bruninho,0.0,Bruno Gonçalves de Jesus,Bruninho,,7,bruninho,6,10,3.15,https://s.sde.globo.com/media/person_role/2022/05/05/f1f155231d0b75984084fb05c52de0db_FORMATO.png,280,0.0,9.25,Bragantino,4,113558,1.0,,3.0,1.0,2.0,1.0,1.0,,1.0,1.0,,,,,,,,,1.0,
607,Kevin,0.0,Kevin Santos Lopes de Macedo,Kevin,,6,kevin,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/03/photo_FORMATO_TugHOMv.png,275,0.0,1.0,Palmeiras,5,113663,,,,,,,,,,,,,,,,,,,,
608,Ryan Luka,0.0,Ryan Luka Cordeiro de Souza,R. Luka,,6,ryan-luka,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_4G7ETFM.png,262,0.0,1.0,Flamengo,5,113667,,,,,,,,,,,,,,,,,,,,
609,Du Queiroz,0.0,Eduardo Santos Queiroz,D. Queiroz,,6,du-queiroz,3,10,0.03,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_iUTg2Sg.png,264,0.0,2.14,Corinthians,4,113687,,1.0,2.0,6.0,,,1.0,,,,,,,,,,,,,
610,André Luiz,0.0,André Luiz Inácio da Silva,A. Luiz,,6,andre-luiz,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_qtSFh6j.png,262,0.0,2.0,Flamengo,5,114174,,,,,,,,,,,,,,,,,,,,
611,Lucas Pires,0.0,Lucas Pires Silva,L. Pires,,7,lucas-pires,7,10,5.66,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_YT2uQmw.png,277,0.0,8.14,Santos,2,114374,,,16.0,3.0,1.0,1.0,9.0,,,2.0,,3.0,,,,,,,,
612,Juan Tavares,0.0,Juan Pablo Vilela Tavares,J. Tavares,,6,juan-tavares,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/06/04/photo_FORMATO_s4c9qYu.png,1371,0.0,1.0,Cuiabá,2,114497,,,,,,,,,,,,,,,,,,,,
613,Cleiton,0.0,Cleiton Santana dos Santos,Cleiton,,6,cleiton,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_L2MYyBn.png,262,0.0,3.0,Flamengo,3,114790,,,,,,,,,,,,,,,,,,,,
614,Vitor Roque,1.41,Vitor Hugo Roque Ferreira,V. Roque,,7,vitor-roque,10,10,6.79,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_0B2D0LR.png,293,12.6,11.85,Athlético-PR,5,114802,2.0,1.0,9.0,13.0,3.0,7.0,22.0,,4.0,2.0,,,,,,,,,,
615,Luciano,0.0,Luciano Silva Santos,Luciano,,6,luciano,0,10,0.0,https://s.sde.globo.com/media/person_role/2022/05/05/21a71a480463a1c9c0140cfd2b91c6d8_FORMATO.png,280,0.0,2.0,Bragantino,4,114888,,,,,,,,,,,,,,,,,,,,
616,Peruchi,0.0,Vinicius Pasquini Peruchi,Peruchi,,6,peruchi,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_SsVd5Bj.png,1371,0.0,1.0,Cuiabá,1,114893,,,,,,,,,,,,,,,,,,,,
617,Miguelito,0.0,Miguel Àngel Terceros,Miguelito,,6,miguelito,2,10,1.25,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_CgKUL3N.png,277,0.0,1.57,Santos,4,115025,,,1.0,,,1.0,1.0,,,,,,,,,,,,,
618,Thauan Lara,0.0,Thauan Lara dos Santos,T. Lara,,6,thauan-lara,5,10,3.12,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_QvNiNqZ.png,285,0.0,2.6,Internacional,2,115061,,,4.0,5.0,1.0,2.0,9.0,,,,,1.0,,,,,,,,
619,Matheus França,0.0,Matheus França de Oliveira,M. França,,6,matheus-franca,8,10,3.9,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_FjNeYnR.png,262,0.0,7.4,Flamengo,4,115100,,,8.0,8.0,,10.0,4.0,2.0,1.0,,,,,,,,,,,
620,Caio,0.0,Caio Matheus da Silva,Caio,,6,caio,0,10,0.0,https://s.sde.globo.com/media/person_role/2022/04/06/c624743dce9149ef9c0122f7eabd3337_FORMATO.png,276,0.0,3.0,São Paulo,5,115227,,,,,,,,,,,,,,,,,,,,
621,Wesley,2.08,Wesley Vinícius França Lima,Wesley,,7,wesley,10,10,4.42,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_FLI9Vom.png,262,12.3,8.93,Flamengo,2,115239,1.0,,15.0,20.0,1.0,,15.0,,,5.0,,4.0,,,,,,,1.0,
622,Naves,-0.08,Kaiky Marques Naves,Naves,,6,naves,2,10,5.75,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_PUzC8ZB.png,275,4.1,2.23,Palmeiras,3,115246,,,2.0,3.0,,,,,,,,2.0,,,,,,,,
623,Jhon Jhon,0.0,Jhonatan dos Santos Rosa,J. Jhon,,6,jhon-jhon,5,10,0.14,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_cdZiLf8.png,275,0.0,0.7,Palmeiras,4,115248,,2.0,1.0,4.0,1.0,,1.0,,,,,,,,,,,,,
624,Rwan,0.0,Rwan Philipe Rodrigues de Souza Cruz,Rwan,,6,rwan,2,10,1.45,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_rYedMV0.png,267,0.0,2.72,Vasco,5,115404,,,1.0,2.0,,1.0,3.0,,,,,,,,,,,,,
625,Ceballos,0.0,Brayan Andrés Ceballos Jiménez,Ceballos,,6,ceballos,3,10,4.1,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_gBoExs5.png,356,0.0,3.91,Fortaleza,3,115502,,2.0,2.0,2.0,1.0,1.0,1.0,,,,,2.0,,,,,,,,
626,Marcos Victor,0.0,Marcos Victor Ferreira da Silva,M. Victor,,6,marcos-victor,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_PrZupVH.png,265,0.0,4.0,Bahia,3,115537,,,,,,,,,,,,,,,,,,,,
627,Arthur,0.0,Arthur Augusto de Matos Soares,Arthur,,6,arthur,1,10,1.6,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_uV8Y9vj.png,327,0.0,3.25,América-MG,2,115562,,,2.0,6.0,,,2.0,,,,,,,,,,,,,
628,Rodriguinho,0.03,Rodrigo Henrique Santos de Souza,Rodriguinho,,6,rodriguinho,2,10,0.25,https://s.sde.globo.com/media/person_role/2022/02/24/cbc12bdc877ddabea0be444ea145a8d6_FORMATO.png,327,0.5,2.14,América-MG,4,115563,,,,,,,1.0,,,,,,,,,,,,,
