"atletas.atleta_id","atletas.apelido","atletas.clube.id.full.name","atletas.posicao_id","atletas.foto"
38910,"Ricardo Oliveira","Atlético-MG","Atacante","https://s.glbimg.com/es/sde/f/2018/03/20/08e587e5b70fbd4605dddaf9aaae5281_140x140.png"
37934,"Roger Bernardo","Atlético-MG","Meia","https://s.glbimg.com/es/sde/f/2017/06/22/c2345aa6df43625e0d6ec0ff375de539_140x140.png"
42140,"Felipe Santana","Atlético-MG","Zagueiro","https://s.glbimg.com/es/sde/f/2017/02/19/6ca71225c6186e7ca8dfcf1ac0111b14_140x140.png"
38229,"Fábio Santos","Atlético-MG","Lateral","https://s.glbimg.com/es/sde/f/2017/04/03/513ae4d7abe5f2024ee9a5cfa9c87bd4_140x140.png"
54395,"Elias","Atlético-MG","Meia","https://s.glbimg.com/es/sde/f/2017/04/03/9fbc7e32d0d9db7b948212b98c23212a_140x140.png"
50307,"Adilson","Atlético-MG","Meia","https://s.glbimg.com/es/sde/f/2017/04/03/8a5b4672974501d33850ca575e0f117c_140x140.png"
63219,"Luan","Atlético-MG","Atacante","https://s.glbimg.com/es/sde/f/2017/04/03/5472237b431bf42b1ce79273d48c8e2f_140x140.png"
68925,"Leonardo Silva","Atlético-MG","Zagueiro","https://s.glbimg.com/es/sde/f/2017/04/03/d52533a1acf6457724394d769b43771f_140x140.png"
80124,"Matheus Mancini","Atlético-MG","Zagueiro","https://s.glbimg.com/es/sde/f/2018/03/20/dd0c5ad4abc814c32be74d84ab8a1610_140x140.png"
73384,"Samuel Xavier","Atlético-MG","Lateral","https://s.glbimg.com/es/sde/f/2018/03/20/e5e73b264ec674ff095855be3bf9a152_140x140.png"
60969,"Patric","Atlético-MG","Lateral","https://s.glbimg.com/es/sde/f/2018/03/20/4865bc3b05a4eda4bbc4fd74238ab6a4_140x140.png"
68979,"Giovanni","Atlético-MG","Goleiro","https://s.glbimg.com/es/sde/f/2017/04/03/54ca82f676684e32e2092814be84c655_140x140.png"
81770,"Clayton","Atlético-MG","Atacante","https://s.glbimg.com/es/sde/f/2017/08/25/b1bd13510c1d64d8d7f7058a48c1acdb_140x140.png"
82758,"Hyuri","Atlético-MG","Atacante","https://s.glbimg.com/es/sde/f/2016/04/26/3d46e04733571b02d6699820588895f2_140x140.png"
81682,"Cazares","Atlético-MG","Meia","https://s.glbimg.com/es/sde/f/2017/04/03/6ccb564ce56c9f6aad79040ab5f8f570_140x140.png"
85418,"Uilson","Atlético-MG","Goleiro","https://s.glbimg.com/es/sde/f/2017/04/03/f77329e6065eec16e496b8b12ad6384a_140x140.png"
84851,"Lucas Cândido","Atlético-MG","Meia","https://s.glbimg.com/es/sde/f/2017/04/03/3ce5d2322ae49cd21e272911d9992c4a_140x140.png"
85027,"Carlos","Atlético-MG","Atacante","https://s.glbimg.com/es/sde/f/2018/03/20/338b563f51b8c2eb19bd4bfaf237a8cb_140x140.png"
87393,"Gabriel","Atlético-MG","Zagueiro","https://s.glbimg.com/es/sde/f/2017/04/03/2f4037ee6c2ce20e96ff5cb1f6db210f_140x140.png"
89226,"Iago Maidana","Atlético-MG","Zagueiro","https://s.glbimg.com/es/sde/f/2018/03/20/080ee1951f38a0381e5eccc11b1256cb_140x140.png"
89898,"Róger Guedes","Atlético-MG","Atacante","https://s.glbimg.com/es/sde/f/2018/03/20/75c54272e675d64530aeb9cb60976572_140x140.png"
84848,"Erik","Atlético-MG","Atacante","https://s.glbimg.com/es/sde/f/2018/03/20/09a462d5c0759d7a0970b83c37640c63_140x140.png"
91191,"Gustavo Blanco","Atlético-MG","Meia","https://s.glbimg.com/es/sde/f/2017/07/04/bdab16330aca79897bf4fa25fd8d7eaf_140x140.jpeg"
97546,"Marco Túlio","Atlético-MG","Atacante","https://s.glbimg.com/es/sde/f/2017/05/04/41bd7f91d7b18b2b10bf42c51a52305f_140x140.png"
93659,"Michael","Atlético-MG","Goleiro","https://s.glbimg.com/es/sde/f/2018/03/20/66c49b9d55088a1305db28a505d4ec16_140x140.png"
93882,"Cleiton","Atlético-MG","Goleiro","https://s.glbimg.com/es/sde/f/2017/04/03/ef54b93128f4d412c55c7cd27c83323b_140x140.png"
84926,"Yago","Atlético-MG","Meia","https://s.glbimg.com/es/sde/f/2017/04/03/bd1a20fcc43bf36e13dd321aa526e278_140x140.png"
98765,"Marquinhos","Atlético-MG","Meia","https://s.glbimg.com/es/sde/f/2017/07/05/cd8999b74581b3b3784402a115de312f_140x140.png"
101715,"Alerrandro","Atlético-MG","Atacante","https://s.glbimg.com/es/sde/f/2018/03/20/55a44aa2b58a8a8eca5b32f354474164_140x140.png"
97543,"Fernando","Atlético-MG","Goleiro","https://s.glbimg.com/es/sde/f/2017/04/25/81f091bd3dc3451dde264b3a655fe002_140x140.png"
97619,"Tomás Andrade","Atlético-MG","Meia","https://s.glbimg.com/es/sde/f/2018/03/20/3713f34bd7438d3e7c84de0f426fe826_140x140.png"
99817,"Bremer","Atlético-MG","Zagueiro","https://s.glbimg.com/es/sde/f/2017/07/05/3cdbb709a4c4b26a7debd8d34ab4d855_140x140.png"
50294,"Guilherme","Atlético-PR","Meia","https://s.glbimg.com/es/sde/f/2018/03/01/b1d7b363b4276008f46a4887b87bd5a8_140x140.png"
37662,"Jonathan","Atlético-PR","Lateral","https://s.glbimg.com/es/sde/f/2018/03/01/fe3cd425e203e34aaf34a6ac98ffc4af_140x140.png"
37604,"Paulo André","Atlético-PR","Zagueiro","https://s.glbimg.com/es/sde/f/2018/03/01/b7709326554a84fe9ce4ce6243d3be27_140x140.png"
68696,"Bergson","Atlético-PR","Atacante","https://s.glbimg.com/es/sde/f/2018/03/01/8027daac99864e85d92bbd292cec641c_140x140.png"
101957,"Thiago Larghi","Atlético-MG","Técnico","https://s.glbimg.com/es/sde/f/2018/03/19/b1b3b42713071408fb76d25cfb76d927_140x140.jpeg"
101716,"Bruno Roberto","Atlético-MG","Meia","https://s.glbimg.com/es/sde/f/2018/03/20/25f1df89aba2974c70965460a0d6a42e_140x140.png"
38394,"Thiago Heleno","Atlético-PR","Zagueiro","https://s.glbimg.com/es/sde/f/2018/03/01/db4db4f56d8eb08a1b14d7d283c884e6_140x140.png"
52950,"Victor","Atlético-MG","Goleiro","https://s.glbimg.com/es/sde/f/2017/04/03/444816970098790387faf6c2c5c0444f_140x140.png"
51700,"Thiago Carleto","Atlético-PR","Lateral","https://s.glbimg.com/es/sde/f/2018/03/01/c5b5d602b0e56ba728e728a7256ce180_140x140.png"
69018,"Deivid","Atlético-PR","Meia","https://s.glbimg.com/es/sde/f/2018/03/01/2b16e9f400a17ae27de70d4983fb4530_140x140.png"
69705,"Nikão","Atlético-PR","Meia","https://s.glbimg.com/es/sde/f/2017/04/23/f0381b648963d11c0a911835d6b060da_140x140.png"
83528,"Léo Pereira","Atlético-PR","Zagueiro","https://s.glbimg.com/es/sde/f/2018/03/01/8a057cef4a095e67d1314d0ff4bff05a_140x140.png"
69138,"Pablo","Atlético-PR","Atacante","https://s.glbimg.com/es/sde/f/2017/04/23/3edce5d707460f97a267436370d60be7_140x140.png"
69012,"Santos","Atlético-PR","Goleiro","https://s.glbimg.com/es/sde/f/2017/04/23/27e1cdc40e6cfe45b59a89f20a9a2b4f_140x140.png"
72372,"Felipe Alves","Atlético-PR","Goleiro","https://s.glbimg.com/es/sde/f/2018/03/01/a4001473c0c581b61769bb3db00efcaa_140x140.png"
73446,"Éderson","Atlético-PR","Atacante","https://s.glbimg.com/es/sde/f/2018/03/01/2ef9cc100ce47aba30588d47885223ec_140x140.png"
72391,"Fernando Diniz","Atlético-PR","Técnico","https://s.glbimg.com/es/sde/f/2018/03/01/744e7ddbce3e389aa300edd8ce854afc_140x140.png"
71479,"Lucho González","Atlético-PR","Meia","https://s.glbimg.com/es/sde/f/2017/04/23/3b471798626f6a04ef3427efb99d1c23_140x140.png"
71043,"Leo","Atlético-PR","Goleiro","https://s.glbimg.com/es/sde/f/2018/03/01/5f4bc547ea7572a6909432c0c03d529b_140x140.png"
87864,"Felipe Gedoz ","Atlético-PR","Meia","https://s.glbimg.com/es/sde/f/2017/04/23/b22d35fda6b1ebe5b12170bfaf1dced7_140x140.png"
91687,"João Pedro","Atlético-PR","Meia","https://s.glbimg.com/es/sde/f/2018/03/07/49b3de820bb1df66e8d548184e778c61_140x140.png"
90587,"Cascardo","Atlético-PR","Lateral","https://s.glbimg.com/es/sde/f/2018/03/01/7cd306c8774f6e52b5c693cc87fb2102_140x140.png"
90959,"Pavez","Atlético-PR","Meia","https://s.glbimg.com/es/sde/f/2018/03/01/f06d28d32ef04ad8803fc57fe0d565e7_140x140.png"
86766,"Matheus Rossetto","Atlético-PR","Meia","https://s.glbimg.com/es/sde/f/2017/04/23/c091af2e156b654e15abd7e687d0aeb2_140x140.png"
90535,"Alex","Atlético-PR","Meia","https://s.glbimg.com/es/sde/f/2018/03/07/8f55ff4c573775308cf191836e107b8d_140x140.png"
86143,"Wanderson","Atlético-PR","Zagueiro","https://s.glbimg.com/es/sde/f/2017/04/23/3914af8715466d38cf77d94b2c5c5685_140x140.png"
91783,"Diego","Atlético-PR","Lateral","https://s.glbimg.com/es/sde/f/2018/03/01/5e300b254076f90bc73404c25d77cce8_140x140.png"
92085,"Giovanny ","Atlético-PR","Atacante","https://s.glbimg.com/es/sde/f/2018/03/01/72a50af56d0244ff54802620b95b68a1_140x140.png"
94068,"Ribamar","Atlético-PR","Atacante","https://s.glbimg.com/es/sde/f/2017/07/20/6894ec593555b4c947a6ced0d1bf01c4_140x140.png"
91866,"Zé Ivaldo","Atlético-PR","Zagueiro","https://s.glbimg.com/es/sde/f/2018/03/01/b984cfe3c5aef05cca4e8856a06ad317_140x140.png"
99021,"Riuler","Atlético-PR","Lateral","https://s.glbimg.com/es/sde/f/2017/04/23/f9a0f4d378841844615990bf95a39da9_140x140.png"
98352,"Bruno Guimarães","Atlético-PR","Meia","https://s.glbimg.com/es/sde/f/2018/03/01/4f1a90d49f776be0832268cf3981570f_140x140.png"
98874,"Marcelo","Atlético-PR","Atacante","https://s.glbimg.com/es/sde/f/2017/04/27/104329d7a936e544604f9da1cd61995f_140x140.png"
95332,"Marcinho","Atlético-PR","Atacante","https://s.glbimg.com/es/sde/f/2018/03/01/0aa7dce50d239b820ad5a5461b488541_140x140.png"
74061,"Gatito Fernández","Botafogo","Goleiro","https://s.glbimg.com/es/sde/f/2017/04/17/f87ed5808d28ef2d0446cae72617f143_140x140.png"
96591,"Renan Lodi","Atlético-PR","Lateral","https://s.glbimg.com/es/sde/f/2018/03/01/4eaa6c2a6e5a7da6c4f98c27ddd89b48_140x140.png"
95127,"Nicolas","Atlético-PR","Lateral","https://s.glbimg.com/es/sde/f/2018/03/01/7f44185f9657b501428a9753a02c7ef6_140x140.png"
99460,"Caio","Atlético-PR","Goleiro","https://s.glbimg.com/es/sde/f/2018/03/01/87be2dd051653cd0a7a8ee5d52f910c8_140x140.png"
94509,"Raphael Veiga","Atlético-PR","Meia","https://s.glbimg.com/es/sde/f/2018/03/07/0c571fd2c2f974277fdbcf85ac2dcc80_140x140.png"
97879,"Matheus Anjos","Atlético-PR","Meia","https://s.glbimg.com/es/sde/f/2017/04/23/ca02d2a758b721d663027e8f482babc2_140x140.png"
99411,"Alexsander","Atlético-PR","Meia","https://s.glbimg.com/es/sde/f/2017/04/16/574d33cbfe0200e34a998815c6b4ee99_140x140.png"
101960,"Vitor Naum","Atlético-PR","Atacante","https://s.glbimg.com/es/sde/f/2018/03/05/d3c9c0c04b38faa803a27c54ea474192_140x140.png"
99832,"Leonardo Simas","Atlético-PR","Lateral","https://s.glbimg.com/es/sde/f/2017/06/30/b6c202e020667876c945bb6f672961bb_140x140.png"
102253,"Lucas Halter","Atlético-PR","Zagueiro","https://s.glbimg.com/es/sde/f/2018/03/05/84a0f7a0ea6d18bf6f3f4a51205e6003_140x140.png"
99461,"Daniel ","Atlético-PR","Zagueiro","https://s.glbimg.com/es/sde/f/2017/04/23/fa258606c3c0cb8010a0e233ab7e3837_140x140.png"
100459,"Weverton Almeida","Atlético-PR","Zagueiro","https://s.glbimg.com/es/sde/f/2018/03/07/039e36523a748e13b3e46f8cbc4485f9_140x140.png"
102290,"Gabriel","Atlético-PR","Goleiro","https://s.glbimg.com/es/sde/f/2018/03/05/014fe2c619adca537e8234f1b7d379bf_140x140.png"
102301,"Bruno Leite","Atlético-PR","Meia","https://s.glbimg.com/es/sde/f/2018/03/05/37cc69ce211fa6a6c3fb2fa03e905809_140x140.png"
101686,"Guilherme Ribeiro","Atlético-PR","Meia","https://s.glbimg.com/es/sde/f/2018/03/01/9477202e477dc732206a641b324c28dd_140x140.png"
38573,"Nilton","Bahia","Meia","https://s.glbimg.com/es/sde/f/2018/03/21/138ff55a4e1498ee45e7daf2e1dbc2cc_140x140.png"
37245,"Guto Ferreira","Bahia","Técnico","https://s.glbimg.com/es/sde/f/2018/03/02/04627b6d62a4bbd729133e9eabd5b593_140x140.png"
38001,"Anderson","Bahia","Goleiro","https://s.glbimg.com/es/sde/f/2018/03/21/a86272bc4c138764ec439dd44ecf8dbd_140x140.png"
50402,"Kayke","Bahia","Atacante","https://s.glbimg.com/es/sde/f/2018/03/21/c1647634cd1be0db834cb736dd2296de_140x140.png"
101678,"Demethryus","Atlético-PR","Meia","https://s.glbimg.com/es/sde/f/2018/03/01/0f3f1131a4b2d04a041450038b87c286_140x140.png"
78407,"Douglas Grolli","Bahia","Zagueiro","https://s.glbimg.com/es/sde/f/2018/03/21/ea4ba4bd9ed18698a6dad571dfdddbf9_140x140.png"
74271,"Edigar Junio","Bahia","Atacante","https://s.glbimg.com/es/sde/f/2018/03/21/9c46c9f1269d97acf20157efb70009cc_140x140.png"
77967,"Mena","Bahia","Lateral","https://s.glbimg.com/es/sde/f/2018/03/21/9fbac764cee8990a10c184a750c868cd_140x140.png"
71162,"Vinícius","Bahia","Meia","https://s.glbimg.com/es/sde/f/2018/03/21/ee24f88a02643b2d857cc1e13777af46_140x140.png"
74140,"Élber","Bahia","Meia","https://s.glbimg.com/es/sde/f/2018/03/21/1b00098477bad4e60d3bc520dc464ab7_140x140.png"
71719,"Elton","Bahia","Meia","https://s.glbimg.com/es/sde/f/2018/03/21/3c546811d33f612cacba3bdc1dace452_140x140.png"
79042,"Tiago ","Bahia","Zagueiro","https://s.glbimg.com/es/sde/f/2018/03/21/d0b3cd897f4a410323886fb6d92bd822_140x140.png"
80189,"Lucas Fonseca","Bahia","Zagueiro","https://s.glbimg.com/es/sde/f/2018/03/21/5c1c52f3afc41a4404dd7b1c888f2124_140x140.png"
80370,"Edson","Bahia","Meia","https://s.glbimg.com/es/sde/f/2018/03/21/4e079be2718f82735191cef518c39bb2_140x140.png"
70934,"Jackson","Bahia","Zagueiro","https://s.glbimg.com/es/sde/f/2018/03/21/e56086be050e46bbe8c085917b5255c1_140x140.png"
78584,"Douglas Friedrich","Bahia","Goleiro","https://s.glbimg.com/es/sde/f/2018/03/21/15b72082b742339f200d4b222e477ffd_140x140.png"
95126,"Yago","Atlético-PR","Atacante","https://s.glbimg.com/es/sde/f/2018/03/01/a4d69d7c3ed40ed788345efb2666cd7c_140x140.png"
68808,"Nino Paraíba","Bahia","Lateral","https://s.glbimg.com/es/sde/f/2018/03/21/fc1ac9c9e8610dee38297f2e0bdcd275_140x140.png"
82455,"Zé Rafael ","Bahia","Meia","https://s.glbimg.com/es/sde/f/2018/03/21/acf001c5ce22adb010ecee52e482fd0e_140x140.png"
77500,"Yago","Botafogo","Zagueiro","https://s.glbimg.com/es/sde/f/2018/03/20/13d6ab565918a4bad475a1569e05162d_140x140.png"
85626,"Léo","Bahia","Lateral","https://s.glbimg.com/es/sde/f/2018/03/21/c6572fbc65cb9ee9ad6f2d3e068ccbd1_140x140.png"
93369,"Rodrigo Becão","Bahia","Zagueiro","https://s.glbimg.com/es/sde/f/2018/03/21/60864cfda78d6abb071556d2dc9ddf33_140x140.png"
68744,"Emerson Sheik","Corinthians","Atacante","https://s.glbimg.com/es/sde/f/2018/03/20/ee5515039eef72f54101762640fb53f5_140x140.png"
91929,"Everson","Bahia","Zagueiro","https://s.glbimg.com/es/sde/f/2018/03/02/0d1f27696ffa839add050783ad3a4202_140x140.png"
82647,"Régis","Bahia","Meia","https://s.glbimg.com/es/sde/f/2018/03/21/8756ffae33e39b861390d0b59d5ada2d_140x140.png"
89273,"João Pedro ","Bahia","Lateral","https://s.glbimg.com/es/sde/f/2018/03/21/dda37870e2ce542d641afe198162f0b8_140x140.png"
94971,"Luís Fernando","Bahia","Meia","https://s.glbimg.com/es/sde/f/2018/03/21/016423f7f0c067d4f9d7dd7e462ee84e_140x140.png"
84585,"Allione","Bahia","Meia","https://s.glbimg.com/es/sde/f/2018/03/21/3c614f3fa77de55748fa8ddfdef2eecc_140x140.png"
94980,"Geovane Itinga","Bahia","Atacante","https://s.glbimg.com/es/sde/f/2018/03/15/85c557dab18f64f74140a33874f07054_140x140.png"
94966,"Deijair ","Bahia","Goleiro","https://s.glbimg.com/es/sde/f/2018/03/21/f9f4e4a6a22fe72fe865c297f6ae648a_140x140.png"
100763,"Gabriel","São Paulo","Meia","https://s.glbimg.com/es/sde/f/2018/01/16/ccf0276a8586c1c4e98526ab057436db_140x140.jpeg"
101531,"Paulo Henrique","São Paulo","Meia","https://s.glbimg.com/es/sde/f/2018/04/13/529015b4168f5d0c0346d984ef8c3f85_140x140.png"
101797,"Júnior Santos","Chapecoense","Atacante","https://s.glbimg.com/es/sde/f/2018/03/08/b89f3c306269e483bfb162750fd621be_140x140.png"
38100,"Durval","Sport","Zagueiro","https://s.glbimg.com/es/sde/f/2017/08/30/f01a7a8db062d1a1317322f7ca87a782_140x140.png"
50408,"Breno","Vasco","Zagueiro","https://s.glbimg.com/es/sde/f/2018/04/09/f2c6c8bfe27315c6e7bd65079343b249_140x140.png"
101837,"Lucas Paes","São Paulo","Goleiro",NA
52190,"Ralf","Corinthians","Meia","https://s.glbimg.com/es/sde/f/2018/03/20/8642b2d09ae09e94e978e70d01b2cb69_140x140.png"
95464,"Gregore","Bahia","Meia","https://s.glbimg.com/es/sde/f/2018/03/21/af5416a241ee4e356e66f4cd9d36df1a_140x140.png"
39500,"Nelsinho Baptista","Sport","Técnico","https://s.glbimg.com/es/sde/f/2018/03/24/2e5590a67ceb4439d78847a9c8a158bc_140x140.png"
62129,"Wellington","Vasco","Meia","https://s.glbimg.com/es/sde/f/2018/04/09/5e00d08320cfc973b6b426167701991c_140x140.png"
94975,"Marco Antônio","Bahia","Meia","https://s.glbimg.com/es/sde/f/2018/03/21/5bea6fd938bc4b34ea0ba52b788b8b3a_140x140.png"
95849,"Felipe","Bahia","Goleiro","https://s.glbimg.com/es/sde/f/2017/02/21/e708f975f303fd9301b35bbd18a258b2_140x140.png"
94981,"Felipinho","Bahia","Meia","https://s.glbimg.com/es/sde/f/2018/03/15/c09e808e2c3c8588eda6595422dcb9f6_140x140.png"
38067,"Danilo","Corinthians","Meia","https://s.glbimg.com/es/sde/f/2018/03/19/1f0051211ca9ceda30ab8fde3573c5b4_140x140.png"
95738,"Trauco","Flamengo","Lateral","https://s.glbimg.com/es/sde/f/2017/08/22/c4c0a5b479bb7a6641f7182c7000df82_140x140.jpeg"
101885,"Toró","São Paulo","Atacante",NA
62974,"Werley","Vasco","Zagueiro","https://s.glbimg.com/es/sde/f/2018/04/09/d76608c4a8a334165ef8611858ab2432_140x140.png"
63172,"Paulão","Vasco","Zagueiro","https://s.glbimg.com/es/sde/f/2018/04/09/1cb2f4ec223fc588acc04336d52fcf07_140x140.png"
41218,"Magrão","Sport","Goleiro","https://s.glbimg.com/es/sde/f/2017/08/30/c7dca7402951841de5cd3c5a531e0cee_140x140.png"
96411,"Cassiano","Bahia","Goleiro","https://s.glbimg.com/es/sde/f/2018/03/21/3cae94aec96c4ad0739c8e679527507a_140x140.png"
42234,"Cássio","Corinthians","Goleiro","https://s.glbimg.com/es/sde/f/2018/03/19/dbcf7ccb715fd30000de63618da5c89b_140x140.png"
38315,"Jadson","Corinthians","Meia","https://s.glbimg.com/es/sde/f/2018/03/20/6abc8106b7c4341690dfaa6a5f4fbfdb_140x140.png"
99894,"Júnior Brumado","Bahia","Atacante","https://s.glbimg.com/es/sde/f/2018/03/21/bd18849356245d84cf422f076a8f1cdf_140x140.png"
68821,"Rafael Galhardo","Vasco","Lateral","https://s.glbimg.com/es/sde/f/2018/04/09/dd10c890ac24ce82978a7b585a33b7df_140x140.png"
68910,"Anselmo","Sport","Meia","https://s.glbimg.com/es/sde/f/2017/06/06/b2cdf84621178662c029bae611378399_140x140.png"
70116,"Fellipe Bastos","Sport","Meia","https://s.glbimg.com/es/sde/f/2018/03/05/105c1b01950d04f72d197c2b080b62c2_140x140.png"
101757,"João Pedro Ribeiro","Bahia","Lateral","https://s.glbimg.com/es/sde/f/2018/03/15/cb416a7f6b2466410cf4e4d096031b1e_140x140.png"
68896,"Ramon","Vasco","Lateral","https://s.glbimg.com/es/sde/f/2018/04/09/f08ba4306c8c31eccc5e4d58f1a65e07_140x140.png"
42500,"Fagner","Corinthians","Lateral","https://s.glbimg.com/es/sde/f/2018/03/19/528856fa71a532f9c34d6147c18a41cf_140x140.png"
68938,"Giovanni Augusto","Vasco","Meia","https://s.glbimg.com/es/sde/f/2018/04/09/0be5d2671952995c3ef660e9452d1f39_140x140.png"
38109,"Jefferson","Botafogo","Goleiro","https://s.glbimg.com/es/sde/f/2016/05/20/27326ea71a4a3d4cde252b5498024a60_140x140.png"
50439,"Vilson","Corinthians","Zagueiro","https://s.glbimg.com/es/sde/f/2017/04/20/8318615325e46161f7739d05c53abb81_140x140.png"
71724,"Agenor","Sport","Goleiro","https://s.glbimg.com/es/sde/f/2017/08/30/4df3a999db97ae40b152429edc607db4_140x140.png"
69249,"Martín Silva","Vasco","Goleiro","https://s.glbimg.com/es/sde/f/2018/04/09/581747cc55c20b7044e254d17b057ed0_140x140.png"
50856,"Henrique","Corinthians","Zagueiro","https://s.glbimg.com/es/sde/f/2018/03/20/8fc5425796ec6ab741dfe1de895adb4b_140x140.png"
71549,"Kelvin","Vasco","Atacante","https://s.glbimg.com/es/sde/f/2018/03/20/ce27034d4fd8068f72bbf69792b0ad46_140x140.png"
73515,"Gabriel","Sport","Meia","https://s.glbimg.com/es/sde/f/2018/03/05/f361cfc29237775705783a7875f93445_140x140.png"
73540,"Rogério","Sport","Atacante","https://s.glbimg.com/es/sde/f/2016/08/31/6340e77cb18143e838ae03747e59b459_140x140.png"
38928,"Dudu Cearense","Botafogo","Meia","https://s.glbimg.com/es/sde/f/2016/06/28/2b7b2415b00931bc7ebe03b683cd03be_140x140.jpeg"
73635,"Rildo","Vasco","Atacante","https://s.glbimg.com/es/sde/f/2018/04/09/a194ce2c097d00d462468c507706916a_140x140.png"
51413,"Walter","Corinthians","Goleiro","https://s.glbimg.com/es/sde/f/2018/03/20/d0132ebc98e69f3bf16295300fa37c33_140x140.png"
71844,"Thiago Galhardo","Vasco","Meia","https://s.glbimg.com/es/sde/f/2018/04/09/75e3c902e55b9c23591335eee1054dc3_140x140.png"
52674,"Gilson","Botafogo","Lateral","https://s.glbimg.com/es/sde/f/2017/04/17/41717887cc5c81bcd28ad1df6829c7e6_140x140.png"
68950,"Ronaldo Alves","Sport","Zagueiro","https://s.glbimg.com/es/sde/f/2017/08/30/2f2abedd21538d0c8abafce309debab1_140x140.png"
78968,"Leandro Pereira","Sport","Atacante","https://s.glbimg.com/es/sde/f/2017/02/22/377457c54b890731e2cfdb9013dc7397_140x140.png"
55348,"Luis Ricardo","Botafogo","Lateral","https://s.glbimg.com/es/sde/f/2016/05/20/f1f631c4c995df1548717967d445801f_140x140.png"
81241,"Oswaldo Henríquez","Sport","Zagueiro","https://s.glbimg.com/es/sde/f/2016/05/01/49c33afe8104b8c052fd2c593fca02e5_140x140.png"
77551,"Thomás","Sport","Meia","https://s.glbimg.com/es/sde/f/2017/06/13/bac4f7b0e6270fedb590658d950365b2_140x140.png"
68901,"Rodrigo Pimpão","Botafogo","Atacante","https://s.glbimg.com/es/sde/f/2017/04/18/054a14cdfbb6abbdb2c8a8a75f0a9ee1_140x140.png"
68930,"Kieza","Botafogo","Atacante","https://s.glbimg.com/es/sde/f/2018/03/20/f5b2dcceef9857c0dab3479a2ec2d946_140x140.png"
80944,"Marlone","Sport","Meia","https://s.glbimg.com/es/sde/f/2018/03/05/66364f58d0e09be7fe2adb8348d96b77_140x140.png"
84855,"Raul Prata","Sport","Lateral","https://s.glbimg.com/es/sde/f/2017/05/01/bc801f0b347f5e9b99972901cf4ecefd_140x140.png"
72168,"João Paulo","Botafogo","Meia","https://s.glbimg.com/es/sde/f/2017/04/17/6b2d599609eccc7671f1c4a23739c2d7_140x140.png"
86519,"Everton Felipe","Sport","Meia","https://s.glbimg.com/es/sde/f/2017/08/30/61e2143d4bf6e2d3ed0ce11f995be203_140x140.png"
92197,"De Amores","Fluminense","Goleiro","https://s.glbimg.com/es/sde/f/2018/03/20/60a9fa43b79c23245deb6ee08c329757_140x140.png"
72362,"Rodrigo Lindoso","Botafogo","Meia","https://s.glbimg.com/es/sde/f/2017/04/18/57ab5f981f4355a82d3d2f15ed01eb8e_140x140.png"
87923,"Felipe Rodrigues","Sport","Lateral","https://s.glbimg.com/es/sde/f/2018/04/12/87e3a37e011724df37a413d4c636284e_140x140.png"
101422,"Bruno Silva","Chapecoense","Atacante","https://s.glbimg.com/es/sde/f/2018/03/02/d15483608e6f05065a8e72ee83a57e45_140x140.png"
91664,"Adryelson","Sport","Zagueiro","https://s.glbimg.com/es/sde/f/2016/05/01/486323894355978b9458b0d2217d92bf_140x140.png"
87742,"Neto Moura","Sport","Meia","https://s.glbimg.com/es/sde/f/2016/05/01/60b2f9caebf7a6d399c1ba73dff47b84_140x140.png"
73936,"Desábato","Vasco","Meia","https://s.glbimg.com/es/sde/f/2018/04/09/849b6dffedf69d16c97188a32027f6a9_140x140.png"
61149,"Lucca","Internacional","Atacante","https://s.glbimg.com/es/sde/f/2018/04/12/92f8f3aea6075085dc6019993816e52d_140x140.png"
94147,"Lucas Ferreira","Sport","Goleiro","https://s.glbimg.com/es/sde/f/2016/05/01/a38c7b2a46cf04e24085ad1f45ce78bc_140x140.png"
94445,"Juninho","Sport","Atacante","https://s.glbimg.com/es/sde/f/2017/08/30/645c1110c278efad455b4d7220e4bdbc_140x140.png"
102299,"Mikael","Sport","Atacante","https://s.glbimg.com/es/sde/f/2018/03/05/19c89b846619eaede682f793cac43966_140x140.png"
73721,"Marcos Vinícius","Botafogo","Meia","https://s.glbimg.com/es/sde/f/2017/07/14/dc2cc428ed447e7b65ffc2a9b54c02e8_140x140.png"
91001,"Evandro","Sport","Lateral","https://s.glbimg.com/es/sde/f/2017/05/01/44325047a16fc8c2d5d2dbee3907eb6a_140x140.png"
37645,"Marcelo Mattos","Vasco","Meia","https://s.glbimg.com/es/sde/f/2017/04/24/9a29fddd4a0809d8eddbb3392169730b_140x140.png"
95539,"Fabrício","Sport","Meia","https://s.glbimg.com/es/sde/f/2017/02/14/d7be73cf3ee15933e6b1c7812db4ab8c_140x140.png"
98034,"Maílson","Sport","Goleiro","https://s.glbimg.com/es/sde/f/2017/02/14/9e10795b558271c6baddcda617d65c21_140x140.png"
37674,"Wagner","Vasco","Meia","https://s.glbimg.com/es/sde/f/2018/03/20/8d0fc53ac4dbf25ee745d9d6af54fdc2_140x140.png"
95180,"Índio","Sport","Atacante","https://s.glbimg.com/es/sde/f/2017/05/11/4fd214518b14eb3d936a1bb566f6945f_140x140.png"
97867,"Léo Ortiz","Sport","Zagueiro","https://s.glbimg.com/es/sde/f/2018/03/23/0487d5333c622c87e5ad477567b7ee36_140x140.png"
