"atletas.atleta_id","atletas.apelido","atletas.clube.id.full.name","atletas.posicao_id","atletas.foto"
95843,"Sander","Sport","Lateral","https://s.glbimg.com/es/sde/f/2017/08/30/201f5b3a9c114f0f04655f7ebab2b54e_140x140.png"
49674,"Fabrício","Vasco","Lateral","https://s.glbimg.com/es/sde/f/2018/04/09/258482949eb7622bf48b8c8e13189cae_140x140.png"
68784,"Júnior Dutra","Corinthians","Atacante","https://s.glbimg.com/es/sde/f/2018/03/20/c8437e142fdd78fc9a58612ecb464b3f_140x140.png"
70874,"Rhayner","Vitória","Atacante","https://s.glbimg.com/es/sde/f/2018/03/21/1c75f0c2bcf179c6d2dbb10dd5f8535f_140x140.png"
68918,"Bruno Paulo","Corinthians","Atacante","https://s.glbimg.com/es/sde/f/2017/04/19/35fde99efcca9657a34dc1eee16d7ee3_140x140.png"
80196,"Yago Pikachu","Vasco","Lateral","https://s.glbimg.com/es/sde/f/2018/04/09/abd9b0f5946442941bcc7ff393a5eee9_140x140.png"
81223,"Erazo","Vasco","Zagueiro","https://s.glbimg.com/es/sde/f/2018/04/09/6224d348a24d663144fee2d636489370_140x140.png"
81684,"Andrés Ríos","Vasco","Atacante","https://s.glbimg.com/es/sde/f/2018/04/09/a213504115cbd52377112523e461faa7_140x140.png"
70696,"Fábio Carille","Corinthians","Técnico","https://s.glbimg.com/es/sde/f/2018/03/20/3e7bfa01fec16848b569ba9368ea13ef_140x140.png"
69047,"Paulo Roberto","Corinthians","Meia","https://s.glbimg.com/es/sde/f/2018/03/20/24dcab97bac1e830cd13938c4beb81ea_140x140.png"
68954,"Marquinhos Gabriel","Corinthians","Meia","https://s.glbimg.com/es/sde/f/2018/03/20/e4194c2bbdf34fa12da281428a823667_140x140.png"
83189,"Riascos","Vasco","Atacante","https://s.glbimg.com/es/sde/f/2018/04/09/a5649ff30d55f204adb20885b46e1999_140x140.png"
84893,"Henrique","Vasco","Lateral","https://s.glbimg.com/es/sde/f/2018/04/09/a2a38f9417ef984a6dc682daa29dbadd_140x140.png"
83626,"Bruno Silva","Vasco","Meia","https://s.glbimg.com/es/sde/f/2018/04/09/cf6596e8e8357c8c896b4037c70910b2_140x140.png"
88933,"Bruno Paulista","Vasco","Meia","https://s.glbimg.com/es/sde/f/2018/04/09/bf8fd16b5067244310ac33ce26ccdd03_140x140.png"
80573,"Luiz Gustavo","Vasco","Zagueiro","https://s.glbimg.com/es/sde/f/2018/04/09/e1b71699a8daa2fdedb0782cd158c58b_140x140.png"
78605,"Gabriel","Corinthians","Meia","https://s.glbimg.com/es/sde/f/2018/03/20/f7f3ef2aa7e013b4bf918f93353c9027_140x140.png"
70666,"Marllon","Corinthians","Zagueiro","https://s.glbimg.com/es/sde/f/2018/03/20/5302f545b04fee129a787fd002b3ca0f_140x140.png"
73281,"Renê Júnior","Corinthians","Meia","https://s.glbimg.com/es/sde/f/2018/03/20/8b306efa7463aa34e658516c465f664e_140x140.png"
80286,"Matheus Vidotto","Corinthians","Goleiro","https://s.glbimg.com/es/sde/f/2017/04/23/0469f80ea84703c3178371ab0fa1dd2f_140x140.png"
92057,"Gabriel Félix","Vasco","Goleiro","https://s.glbimg.com/es/sde/f/2018/04/09/1d85c758ea942cdf25ad4709d3c7ccb8_140x140.png"
93787,"Andrey","Vasco","Meia","https://s.glbimg.com/es/sde/f/2018/04/09/9e684dbb91ebc1768eec75fafdeedb21_140x140.png"
88323,"Ángel Romero","Corinthians","Atacante","https://s.glbimg.com/es/sde/f/2018/03/20/292916e18c1ce65fc08c89adaf9bc787_140x140.png"
83817,"Clayson","Corinthians","Atacante","https://s.glbimg.com/es/sde/f/2018/03/19/8d90e0a2771563f6cb02d576edbed6ed_140x140.png"
89150,"Jean","Botafogo","Meia","https://s.glbimg.com/es/sde/f/2018/04/14/41df144dd9a7bef47baff80aaa56b97c_140x140.png"
99588,"Paulo Vitor","Vasco","Atacante","https://s.glbimg.com/es/sde/f/2018/04/09/aae5ceec7321ea147a67840e2e4b6603_140x140.png"
93789,"Caio Monteiro","Vasco","Atacante","https://s.glbimg.com/es/sde/f/2018/04/09/3eec93970348935415827d57dbb52a2a_140x140.png"
87225,"Pedro Henrique","Corinthians","Zagueiro","https://s.glbimg.com/es/sde/f/2018/03/20/8fd39c1e3c30b0a5e0900d4c03b66984_140x140.png"
86764,"Sidcley","Corinthians","Lateral","https://s.glbimg.com/es/sde/f/2018/03/23/9db2d3b03abd4966fab935ec9672a2f8_140x140.png"
95780,"Zé Ricardo","Vasco","Técnico","https://s.glbimg.com/es/sde/f/2017/08/29/290e1b5521ef67d15a9877e4e2544c0c_140x140.png"
93788,"Evander","Vasco","Meia","https://s.glbimg.com/es/sde/f/2018/04/09/0faef95c7c50479c0c1768ded39f3ea1_140x140.png"
93785,"Alan Cardoso","Vasco","Lateral","https://s.glbimg.com/es/sde/f/2018/04/09/c02a60d91483f3c78c44dfe79e1c6347_140x140.png"
99818,"Paulinho","Vasco","Atacante","https://s.glbimg.com/es/sde/f/2018/04/09/a48b487ef59b542f01076a412cec6453_140x140.png"
87887,"Balbuena","Corinthians","Zagueiro","https://s.glbimg.com/es/sde/f/2018/03/19/8391694cbff5bcefdd87bc85cc615423_140x140.png"
101718,"Lucas Santos","Vasco","Meia",NA
91808,"Caíque França","Corinthians","Goleiro","https://s.glbimg.com/es/sde/f/2018/03/19/930bb1645127cc2974dd8b133682b00a_140x140.png"
99881,"Ricardo","Vasco","Zagueiro","https://s.glbimg.com/es/sde/f/2018/04/09/b65f0d2879435e36c4e5348eedb9f8b7_140x140.png"
91519,"Kazim","Corinthians","Atacante","https://s.glbimg.com/es/sde/f/2018/03/20/2b1aef192298682a8f7aafb1efaf4147_140x140.png"
99615,"Bruno Cosendey","Vasco","Meia","https://s.glbimg.com/es/sde/f/2018/04/09/5a3395e38948c1618677cceb1cd1b9cb_140x140.png"
93108,"Mateus Vital","Corinthians","Meia","https://s.glbimg.com/es/sde/f/2018/03/20/737d7c44d8457c420b7d44f962dc43a2_140x140.png"
94765,"Léo Principe","Corinthians","Lateral","https://s.glbimg.com/es/sde/f/2018/03/20/7c27af8531a12b276733e980e1d3471f_140x140.png"
94154,"Maycon","Corinthians","Meia","https://s.glbimg.com/es/sde/f/2018/03/20/d19a9c4b9d3ba05a024d7f2db30a1583_140x140.png"
101721,"João Pedro","Vasco","Goleiro","https://s.glbimg.com/es/sde/f/2018/04/09/1bedff3e3e787caf6d40ea64388d0261_140x140.png"
38530,"Cleiton Xavier","Vitória","Meia","https://s.glbimg.com/es/sde/f/2018/03/21/485a73e753a7e5be5555ef9a052c93e3_140x140.png"
50362,"Lucas","Vitória","Lateral","https://s.glbimg.com/es/sde/f/2018/03/21/7a52d3010f3cf77c78569fca03e37727_140x140.png"
95820,"Léo Santos","Corinthians","Zagueiro","https://s.glbimg.com/es/sde/f/2018/03/20/9e024bd996bfcfe044fa0ceaca14d7ee_140x140.png"
101719,"Rafael França","Vasco","Zagueiro",NA
100430,"Matheus Matias","Corinthians","Atacante","https://s.glbimg.com/es/sde/f/2018/03/20/eb73de7fb8328542fb0438fdd1809c4b_140x140.png"
51792,"Kanu","Vitória","Zagueiro","https://s.glbimg.com/es/sde/f/2018/03/21/a2e4671774fb12a3492ed292aad6f617_140x140.png"
51779,"Pedro Botelho","Vitória","Lateral","https://s.glbimg.com/es/sde/f/2018/03/21/3c4dc7fc1ea46e31898d6cdb2b37d3c9_140x140.png"
97315,"Mantuan","Corinthians","Lateral","https://s.glbimg.com/es/sde/f/2018/03/20/2b8233d622a61c793ba16508bc8c3e02_140x140.png"
94968,"Juninho Capixaba","Corinthians","Lateral","https://s.glbimg.com/es/sde/f/2018/03/20/8f8212f9c28a01b34b99705103fa08d8_140x140.png"
98706,"Pedrinho","Corinthians","Meia","https://s.glbimg.com/es/sde/f/2018/03/20/647d2f9294de7cfe0e135b44beacdfa9_140x140.png"
39850,"Vagner Mancini","Vitória","Técnico","https://s.glbimg.com/es/sde/f/2018/03/21/0c565870c992530e8a61a4620fdf8425_140x140.png"
82639,"Marcelo Hermes","Cruzeiro","Lateral","https://s.glbimg.com/es/sde/f/2018/03/20/1c20a3fec008eb9f29cc1994843f06f2_140x140.png"
63058,"Willian Farias","Vitória","Meia","https://s.glbimg.com/es/sde/f/2018/03/21/4447e0929a366fd4391a8f2df378f705_140x140.png"
100712,"Filipe","Corinthians","Goleiro","https://s.glbimg.com/es/sde/f/2018/03/19/27a5b03e54471091e2daf78e203363ef_140x140.png"
37656,"Fábio","Cruzeiro","Goleiro","https://s.glbimg.com/es/sde/f/2017/04/05/8723e1fa0950cb91f4b5c39409f23d85_140x140.png"
101803,"Carlos Augusto","Corinthians","Lateral","https://s.glbimg.com/es/sde/f/2018/03/19/d811d2472e0a8de265d64d5bb810d3ca_140x140.png"
71571,"Fernando Miguel","Vitória","Goleiro","https://s.glbimg.com/es/sde/f/2018/03/21/73df753652c3b42691885ccc3ce44f11_140x140.png"
63119,"Juninho","Vitória","Lateral","https://s.glbimg.com/es/sde/f/2018/03/21/a365ec393385db562f884705537218a4_140x140.png"
68893,"André Lima","Vitória","Atacante","https://s.glbimg.com/es/sde/f/2018/03/21/d5bd90b5cbee9c67c4fe5a21cfdfe5f3_140x140.png"
37694,"Henrique","Cruzeiro","Meia","https://s.glbimg.com/es/sde/f/2018/04/13/441a4c5211eb67346524c663e768f7b3_140x140.png"
71389,"Alex Baumjohann","Vitória","Meia","https://s.glbimg.com/es/sde/f/2018/03/21/86d47b57857d02ac9b638604fe0da5bd_140x140.png"
70581,"Fillipe Soutto","Vitória","Meia","https://s.glbimg.com/es/sde/f/2018/03/21/0daa49ddeceb2e945617b2f9a0df22b9_140x140.png"
37798,"Rafael Sobis","Cruzeiro","Atacante","https://s.glbimg.com/es/sde/f/2016/07/06/9f448978203e98dc8d4f57f547ed8a44_140x140.png"
37281,"Mano Menezes","Cruzeiro","Técnico","https://s.glbimg.com/es/sde/f/2016/08/09/246730e80d7ef5af15c8b59b8491c289_140x140.png"
87946,"Júnior","Vitória","Atacante","https://s.glbimg.com/es/sde/f/2018/03/21/5ee8b76a0676e5e5eba8d8aefac91636_140x140.png"
73991,"Walisson Maia","Vitória","Zagueiro","https://s.glbimg.com/es/sde/f/2018/03/21/24015c9080aa3347098cfb88e90348e8_140x140.png"
38277,"Thiago Neves","Cruzeiro","Meia","https://s.glbimg.com/es/sde/f/2017/02/19/6bb6e70216d205ad23e44268eba27692_140x140.png"
38162,"Fred","Cruzeiro","Atacante","https://s.glbimg.com/es/sde/f/2018/03/20/dcf1263fda5e3c6b655a72d32ff0d6be_140x140.png"
74081,"Guilherme Costa","Vitória","Meia","https://s.glbimg.com/es/sde/f/2018/03/21/4f92ef0e30740bc3960607bec48d3c00_140x140.png"
68886,"Digão","Cruzeiro","Zagueiro","https://s.glbimg.com/es/sde/f/2017/08/10/45b089a35e467b5f5cc0a9d46a380b7a_140x140.png"
68928,"Rafael","Cruzeiro","Goleiro","https://s.glbimg.com/es/sde/f/2016/04/29/43e8562bfd0ac31a9d9fd5bd5f87aee8_140x140.png"
87747,"Yago","Vitória","Meia","https://s.glbimg.com/es/sde/f/2018/03/21/54d2ff44a32a66affd7636aa9f2ae99f_140x140.png"
83772,"Neilton","Vitória","Atacante","https://s.glbimg.com/es/sde/f/2018/03/21/a77d395d25e1b65d85306670c5ae5c09_140x140.png"
78763,"Jonatas Belusso","Vitória","Atacante","https://s.glbimg.com/es/sde/f/2018/03/21/155f4a413a5e54cbda24a44dd83b3e7d_140x140.png"
62104,"Robinho","Cruzeiro","Meia","https://s.glbimg.com/es/sde/f/2016/05/12/bca701933eaad8640785a2a634d5edf4_140x140.png"
72007,"Uillian Correia","Vitória","Meia","https://s.glbimg.com/es/sde/f/2018/03/21/540117d8a1c994a105ca9ce63944758d_140x140.png"
38523,"Edílson","Cruzeiro","Lateral","https://s.glbimg.com/es/sde/f/2018/03/20/8bfba60975f0fbad8d9932b7f4fc39d1_140x140.png"
38957,"Rafael Marques","Cruzeiro","Atacante","https://s.glbimg.com/es/sde/f/2018/04/13/3bf4e1d801d81cef3791617e2804b1e8_140x140.png"
42145,"Egídio","Cruzeiro","Lateral","https://s.glbimg.com/es/sde/f/2018/03/20/e6c3059f14e524e15524f9afcdb72548_140x140.png"
38421,"Rafinha","Cruzeiro","Meia","https://s.glbimg.com/es/sde/f/2017/04/22/b38b67b4598e604b5f9219b7e65d47d7_140x140.png"
69014,"Manoel","Cruzeiro","Zagueiro","https://s.glbimg.com/es/sde/f/2018/04/13/207134d14cdf46e7ad216dd252484e64_140x140.png"
84718,"Denilson","Vitória","Atacante","https://s.glbimg.com/es/sde/f/2018/03/21/085cf7cf7139dfa78ab20e441ca5614c_140x140.png"
50459,"Léo","Cruzeiro","Zagueiro","https://s.glbimg.com/es/sde/f/2018/04/13/b9d623e0550dff279ca605e2d622d05d_140x140.png"
88087,"Ramon","Vitória","Zagueiro","https://s.glbimg.com/es/sde/f/2018/03/21/64085a03b9eafec964b531667b296fe5_140x140.png"
89646,"Rodrigo Andrade","Vitória","Meia","https://s.glbimg.com/es/sde/f/2018/03/21/baa60af023a4a5978254d14457ae5de5_140x140.png"
97902,"Rafael","Flamengo","Zagueiro","https://s.glbimg.com/es/sde/f/2017/04/24/db3ab616836bf6fcfa76a2dd7846986b_140x140.png"
60819,"Dedé","Cruzeiro","Zagueiro","https://s.glbimg.com/es/sde/f/2017/04/05/526dd85f05139f739aca91b753b00ec9_140x140.png"
78632,"Bryan","Vitória","Lateral","https://s.glbimg.com/es/sde/f/2018/03/21/a8f3ed5f7b584d647a494bae8c83e9f0_140x140.png"
71066,"Mancuello","Cruzeiro","Meia","https://s.glbimg.com/es/sde/f/2018/03/20/a7053c4a56edad347c74f10b59091214_140x140.png"
89676,"Nickson","Vitória","Meia","https://s.glbimg.com/es/sde/f/2018/03/21/adcd09b9b136e70edcb95ab81951f55b_140x140.png"
86859,"José Welison","Vitória","Meia","https://s.glbimg.com/es/sde/f/2018/03/21/9c9486bfe6d550bb373e1eb7553cbd91_140x140.png"
91101,"Ronaldo","Vitória","Goleiro","https://s.glbimg.com/es/sde/f/2018/03/21/841b5df0cdc6cf16eecd117560650d41_140x140.png"
86861,"Vinicius","Vitória","Zagueiro","https://s.glbimg.com/es/sde/f/2018/04/19/8e87000517ba06be0141cedddff3cd12_140x140.jpeg"
68698,"Bruno Silva","Cruzeiro","Meia","https://s.glbimg.com/es/sde/f/2018/04/13/b4fbb440ff9134aa73e2b4edf6fd5bc5_140x140.png"
79578,"Sassá","Cruzeiro","Atacante","https://s.glbimg.com/es/sde/f/2017/06/22/e7d5b223d7908854c81e04f0e7e0fcc0_140x140.png"
79701,"Lucas Silva","Cruzeiro","Meia","https://s.glbimg.com/es/sde/f/2017/04/06/f4598cc08e1804689d22d338ac6f7d9b_140x140.png"
50301,"Everton","São Paulo","Meia","https://s.glbimg.com/es/sde/f/2018/04/18/3aa32aba35593f61c8aaae97221cac73_140x140.png"
92128,"Luis Henrique","Grêmio","Atacante","https://s.glbimg.com/es/sde/f/2018/03/28/80c9612ece246313a352dc4e3b6cf0a0_140x140.png"
