"slug","atleta_id","team","posicao","shotsX_mean","faltas_mean","RB_mean","PE_mean","A_mean","I_mean","FS_mean","FF_mean","G_mean","DD_mean","DP_mean","score_no_cleansheets_mean","pontuacao_mean"
"magrao",41218,"Sport - PE","gol",0,0.208333333333333,0,0.583333333333333,0,0,0.125,0,0,1.58333333333333,0.0833333333333333,4.86666666666667,2.2
"jailson",72290,"Palmeiras - SP","gol",0,0.214285714285714,0,0.785714285714286,0,0,0,0,0,1.71428571428571,0,4.26428571428572,4.47857142857143
"luan",86759,"Grêmio - RS","ata",2.16666666666667,1.38888888888889,1.33333333333333,3.88888888888889,0.333333333333333,0.166666666666667,3.05555555555556,1.33333333333333,0.0555555555555556,0,0,5.2,5.2
"pedro-henrique",87225,"Corinthians - SP","zag",0.333333333333333,1.41666666666667,1.16666666666667,1.25,0,0.0833333333333333,0.75,0.25,0,0,0,0.675,2.34166666666667
"tomas-andrade",97619,"Atlético - MG","mei",1,0.5,1.25,1.9375,0.125,0,0.375,0.3125,0.1875,0,0,4.225,4.225
"paulo-andre",37604,"Atlético - PR","zag",0.0909090909090909,1.45454545454545,0.545454545454545,2.18181818181818,0,0,0.636363636363636,0,0.0909090909090909,0,0,-0.2,2.98181818181818
"rafael-galhardo",68821,"Vasco da Gama - RJ","lat",1.1,1,0.7,2.8,0,0.1,0.9,0.7,0,0,0,0.85,0.85
"junior",95210,"Paraná - PR","lat",0.5,1.45454545454545,2.90909090909091,2.27272727272727,0.0454545454545455,0.0454545454545455,1.77272727272727,0.318181818181818,0.0454545454545455,0,0,4.63636363636364,5.54545454545454
"bruno-cosendey",99615,"Vasco da Gama - RJ","mei",0.6,1.1,0.6,2,0.1,0,0.3,0.3,0.1,0,0,1.68,1.68
"guilherme",50294,"Atlético - PR","mei",0.928571428571429,1.57142857142857,0.5,2.5,0.0714285714285714,0,1.35714285714286,0.571428571428571,0.142857142857143,0,0,1.67857142857143,1.67857142857143
"walter",51413,"Corinthians - SP","gol",0,0.0769230769230769,0.0769230769230769,0.153846153846154,0,0,0.153846153846154,0,0,1.76923076923077,0,5.3,4.76153846153846
"wallyson",62127,"Vitória - BA","ata",1.15789473684211,0.473684210526316,0.578947368421053,2,0.210526315789474,0.105263157894737,0.842105263157895,0.684210526315789,0.105263157894737,0,0,3.22105263157895,3.22105263157895
"bruno-silva",68698,"Cruzeiro - MG","mei",0.947368421052632,2.10526315789474,1.36842105263158,1.84210526315789,0.0526315789473684,0,0.684210526315789,0.684210526315789,0.105263157894737,0,0,2.33157894736842,2.33157894736842
"joao-rojas",70784,"São Paulo - SP","ata",1.16666666666667,1.27777777777778,2,2,0.277777777777778,0.277777777777778,1.83333333333333,0.666666666666667,0.0555555555555556,0,0,5.02222222222222,5.02222222222222
"juninho-quixada",71787,"Ceará - CE","ata",2,1.66666666666667,0.666666666666667,2.16666666666667,0.166666666666667,0.25,1.83333333333333,1,0.166666666666667,0,0,4.45,4.45
"bressan",72491,"Grêmio - RS","zag",0.238095238095238,1.28571428571429,1.42857142857143,1.28571428571429,0,0,0.571428571428571,0.0952380952380952,0.0476190476190476,0,0,1.75714285714286,4.61428571428571
"rafael-thyere",83048,"Chapecoense - SC","zag",0.259259259259259,0.851851851851852,1.03703703703704,1.59259259259259,0,0.037037037037037,0.592592592592593,0.111111111111111,0.037037037037037,0,0,1.05925925925926,2.35555555555556
"hyoran",85931,"Palmeiras - SP","mei",1.25,1.66666666666667,0.666666666666667,1.375,0.25,0.166666666666667,0.875,0.708333333333333,0.125,0,0,3.1875,3.1875
"everton-felipe",86519,"São Paulo - SP","mei",0.7,0.9,0.8,3.4,0,0.1,1.4,0.2,0.1,0,0,1.82,1.82
"saulo",89492,"Botafogo - RJ","gol",0,0.0588235294117647,0,0.470588235294118,0,0,0.235294117647059,0,0,1.35294117647059,0.0588235294117647,4.32941176470588,2.68235294117647
"lucas-verissimo",93368,"Santos - SP","zag",0.461538461538462,1.38461538461538,1.23076923076923,1.23076923076923,0,0.0769230769230769,0.615384615384615,0.0769230769230769,0,0,0,1,2.53846153846154
"sander",95843,"Sport - PE","lat",0.5,2.25,3.39285714285714,2.60714285714286,0.107142857142857,0.0714285714285714,2.10714285714286,0.214285714285714,0,0,0,4.76785714285714,5.66071428571429
"nino-paraiba",68808,"Bahia - BA","lat",0.428571428571429,1.38095238095238,2.57142857142857,2.14285714285714,0.0476190476190476,0,1.71428571428571,0.238095238095238,0,0,0,3.75238095238095,5.65714285714286
"sidao",70222,"São Paulo - SP","gol",0,0.111111111111111,0,0.814814814814815,0,0,0.037037037037037,0,0,1.14814814814815,0,2.9962962962963,3.18148148148148
"mancuello",71066,"Cruzeiro - MG","mei",0.833333333333333,1.22222222222222,0.944444444444444,1.22222222222222,0.0555555555555556,0.111111111111111,0.833333333333333,0.444444444444444,0.0555555555555556,0,0,1.69444444444444,1.69444444444444
"ruy",82939,"América - MG","mei",1,0.3,0.55,3.55,0.05,0.05,1.35,0.45,0.05,0,0,1.96,1.96
"jean",89150,"Botafogo - RJ","mei",0.357142857142857,2.64285714285714,2.42857142857143,1.35714285714286,0.142857142857143,0,1.35714285714286,0.285714285714286,0.0714285714285714,0,0,3.67857142857143,3.67857142857143
"pepe",91201,"Grêmio - RS","ata",0.555555555555556,0.5,1,1.11111111111111,0,0.222222222222222,1.11111111111111,0.277777777777778,0.111111111111111,0,0,2.68888888888889,2.68888888888889
"aguirre",92474,"Botafogo - RJ","ata",0.944444444444444,1.88888888888889,0.277777777777778,0.722222222222222,0,0,0.666666666666667,0.5,0.0555555555555556,0,0,0.233333333333333,0.233333333333334
"ibanez",97803,"Fluminense - RJ","zag",0.357142857142857,0.857142857142857,1.28571428571429,2.21428571428571,0,0,0.714285714285714,0.214285714285714,0,0,0,1.21428571428571,2.64285714285714
"yann-rolim",102892,"Chapecoense - SC","mei",0.818181818181818,0.363636363636364,0.818181818181818,2,0.0909090909090909,0,0.636363636363636,0.545454545454545,0,0,0,1.98181818181818,1.98181818181818
"anderson-martins",52618,"São Paulo - SP","zag",0.454545454545455,1.68181818181818,1.72727272727273,1.54545454545455,0,0,0.454545454545455,0.272727272727273,0.0454545454545455,0,0,1.28181818181818,2.87272727272727
"gilson",52674,"Botafogo - RJ","lat",0.388888888888889,1.66666666666667,1.88888888888889,2.22222222222222,0,0,1.94444444444444,0.222222222222222,0.0555555555555556,0,0,2.39444444444444,3.50555555555556
"vinicius",68917,"Chapecoense - SC","ata",0.636363636363636,0.727272727272727,0.181818181818182,1.45454545454545,0,0.0909090909090909,0.818181818181818,0.454545454545455,0,0,0,0.418181818181818,0.418181818181818
"martin-silva",69249,"Vasco da Gama - RJ","gol",0,0.136363636363636,0,0.227272727272727,0,0,0.0454545454545455,0,0,1.36363636363636,0,3.77272727272727,1.81818181818182
