"slug","atleta_id","team","posicao","shotsX_mean","faltas_mean","RB_mean","PE_mean","A_mean","I_mean","FS_mean","FF_mean","G_mean","DD_mean","DP_mean","score_no_cleansheets_mean","pontuacao_mean"
"mansur",79553,"Paraná - PR","lat",0.470588235294118,1.76470588235294,0.823529411764706,2.82352941176471,0,0,0.588235294117647,0.235294117647059,0,0,0,-0.152941176470588,1.02352941176471
"ronaldo",91101,"Vitória - BA","gol",0,0.05,0,0.55,0,0,0.2,0,0,1.5,0,4.335,3.285
"junior-brumado",99894,"Bahia - BA","ata",1.16666666666667,1.66666666666667,0.416666666666667,0.666666666666667,0,0.5,0.75,0.833333333333333,0.0833333333333333,0,0,1.125,1.125
"carneiro",101796,"São Paulo - SP","ata",1,1.5,0.5,0.4,0,0.3,0.6,0.4,0.1,0,0,1.45,1.45
"arouca",37718,"Vitória - BA","mei",0,2.2,1.2,1.8,0,0.1,1,0,0,0,0,0.01,0.01
"rafael-marques",38957,"Sport - PE","ata",0.863636363636364,0.818181818181818,0.5,1.13636363636364,0.0454545454545455,0.272727272727273,0.727272727272727,0.363636363636364,0.0454545454545455,0,0,1.51818181818182,1.51818181818182
"paulo-miranda",68817,"Grêmio - RS","zag",0.384615384615385,1.07692307692308,1.76923076923077,2.38461538461538,0,0.0769230769230769,1.23076923076923,0.307692307692308,0,0,0,2.08461538461538,4.77692307692308
"ramon",68896,"Vasco da Gama - RJ","lat",0.473684210526316,1,1.52631578947368,2.94736842105263,0,0,1,0.263157894736842,0.0526315789473684,0,0,2.06842105263158,2.85789473684211
"giovanni-augusto",68938,"Vasco da Gama - RJ","mei",1.17647058823529,1.17647058823529,1.05882352941176,3.05882352941176,0.117647058823529,0.0588235294117647,1.11764705882353,0.647058823529412,0,0,0,1.85294117647059,1.85294117647059
"silvinho",71799,"Paraná - PR","ata",1.5,1.2,0.9,2.6,0,0.0333333333333333,1.96666666666667,0.766666666666667,0.1,0,0,2.92,2.92
"arnaldo",78497,"Ceará - CE","lat",0,0.727272727272727,0.727272727272727,1.45454545454545,0,0,1.18181818181818,0,0,0,0,0.609090909090909,2.88181818181818
"denilson",84718,"Atlético - MG","ata",1.09090909090909,1.36363636363636,0.363636363636364,1.18181818181818,0,0.363636363636364,0.545454545454545,0.818181818181818,0.181818181818182,0,0,1.54545454545455,1.54545454545455
"joao-lucas",86740,"Ceará - CE","lat",0.666666666666667,0.583333333333333,1.08333333333333,2.33333333333333,0,0.0833333333333333,0.333333333333333,0.5,0,0,0,1.23333333333333,3.31666666666667
"henrique",37694,"Cruzeiro - MG","mei",0.666666666666667,1.66666666666667,2.16666666666667,1.44444444444444,0.0555555555555556,0,1.11111111111111,0.611111111111111,0,0,0,2.51111111111111,2.51111111111111
"rafael-sobis",37798,"Cruzeiro - MG","ata",1.66666666666667,0.611111111111111,1.05555555555556,1.22222222222222,0.0555555555555556,0.111111111111111,1.11111111111111,0.944444444444444,0.166666666666667,0,0,4.49444444444444,4.49444444444444
