"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name"
"285","Lucas Fonseca da Silva","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2018/03/21/5c1c52f3afc41a4404dd7b1c888f2124_FORMATO.png",80189,1,"BAH","zag","Provável",0,7,0,0,0,"Bahia"
"286","Edson Felipe da Cruz","Edson","https://s.glbimg.com/es/sde/f/2018/03/21/4e079be2718f82735191cef518c39bb2_FORMATO.png",80370,1,"BAH","mei","Nulo",0,7,0,0,0,"Bahia"
"287","Régis Augusto Salmazzo","Régis","https://s.glbimg.com/es/sde/f/2018/03/21/8756ffae33e39b861390d0b59d5ada2d_FORMATO.png",82647,1,"BAH","mei","Nulo",0,7,0,0,0,"Bahia"
"288","João Pedro Maturano dos Santos","João Pedro ","https://s.glbimg.com/es/sde/f/2018/03/21/dda37870e2ce542d641afe198162f0b8_FORMATO.png",89273,1,"BAH","lat","Nulo",0,4,0,0,0,"Bahia"
"289","Gregore de Magalhães da Silva","Gregore","https://s.glbimg.com/es/sde/f/2018/03/21/af5416a241ee4e356e66f4cd9d36df1a_FORMATO.png",95464,1,"BAH","mei","Provável",0,3,0,0,0,"Bahia"
"290","Geovane Santana Souza","Geovane Itinga","https://s.glbimg.com/es/sde/f/2018/03/15/85c557dab18f64f74140a33874f07054_FORMATO.png",94980,1,"BAH","ata","Nulo",0,2,0,0,0,"Bahia"
"291","Luís Fernando Santos da Conceição","Luís Fernando","https://s.glbimg.com/es/sde/f/2018/03/21/016423f7f0c067d4f9d7dd7e462ee84e_FORMATO.png",94971,1,"BAH","mei","Nulo",0,1,0,0,0,"Bahia"
"292","Jefferson de Oliveira Galvão","Jefferson","https://s.glbimg.com/es/sde/f/2016/05/20/27326ea71a4a3d4cde252b5498024a60_FORMATO.png",38109,1,"BOT","gol","Nulo",0,12,0,0,0,"Botafogo"
"293","Deijair dos Santos Nunes","Deijair ","https://s.glbimg.com/es/sde/f/2018/03/21/f9f4e4a6a22fe72fe865c297f6ae648a_FORMATO.png",94966,1,"BAH","gol","Nulo",0,1,0,0,0,"Bahia"
"294","Marco Antônio Rosa Furtado Júnior","Marco Antônio","https://s.glbimg.com/es/sde/f/2018/03/21/5bea6fd938bc4b34ea0ba52b788b8b3a_FORMATO.png",94975,1,"BAH","mei","Provável",0,1,0,0,0,"Bahia"
"295","José Francisco dos Santos Júnior","Júnior Brumado","https://s.glbimg.com/es/sde/f/2018/03/21/bd18849356245d84cf422f076a8f1cdf_FORMATO.png",99894,1,"BAH","ata","Nulo",0,3,0,0,0,"Bahia"
"296","Felipe Matheus Filgueira de Araújo","Felipinho","https://s.glbimg.com/es/sde/f/2018/03/15/c09e808e2c3c8588eda6595422dcb9f6_FORMATO.png",94981,1,"BAH","mei","Nulo",0,2,0,0,0,"Bahia"
"297","Alexandro Silva de Souza","Dudu Cearense","https://s.glbimg.com/es/sde/f/2016/06/28/2b7b2415b00931bc7ebe03b683cd03be_FORMATO.jpeg",38928,1,"BOT","mei","Nulo",0,4,0,0,0,"Botafogo"
"298","Felipe Gustavo Domingos","Felipe","https://s.glbimg.com/es/sde/f/2017/02/21/e708f975f303fd9301b35bbd18a258b2_FORMATO.png",95849,1,"BAH","gol","Nulo",0,1,0,0,0,"Bahia"
"299","Welker Marçal de Almeida","Kieza","https://s.glbimg.com/es/sde/f/2018/03/20/f5b2dcceef9857c0dab3479a2ec2d946_FORMATO.png",68930,1,"BOT","ata","Provável",0,6,0,0,0,"Botafogo"
"300","Gilson Gomes do Nascimento","Gilson","https://s.glbimg.com/es/sde/f/2017/04/17/41717887cc5c81bcd28ad1df6829c7e6_FORMATO.png",52674,1,"BOT","lat","Provável",0,4,0,0,0,"Botafogo"
"301","João Paulo Mior","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/17/6b2d599609eccc7671f1c4a23739c2d7_FORMATO.png",72168,1,"BOT","mei","Contundido",0,10,0,0,0,"Botafogo"
"302","Rodrigo Pimpão Viana","Rodrigo Pimpão","https://s.glbimg.com/es/sde/f/2017/04/18/054a14cdfbb6abbdb2c8a8a75f0a9ee1_FORMATO.png",68901,1,"BOT","ata","Provável",0,9,0,0,0,"Botafogo"
"303","Rodrigo Oliveira Lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2017/04/18/57ab5f981f4355a82d3d2f15ed01eb8e_FORMATO.png",72362,1,"BOT","mei","Provável",0,7,0,0,0,"Botafogo"
"304","Roberto Junior Fernández Torres","Gatito Fernández","https://s.glbimg.com/es/sde/f/2017/04/17/f87ed5808d28ef2d0446cae72617f143_FORMATO.png",74061,1,"BOT","gol","Provável",0,14,0,0,0,"Botafogo"
"305","Marcos Vinícius de Jesus Araújo","Marcos Vinícius","https://s.glbimg.com/es/sde/f/2017/07/14/dc2cc428ed447e7b65ffc2a9b54c02e8_FORMATO.png",73721,1,"BOT","mei","Nulo",0,6,0,0,0,"Botafogo"
"306","Yago Fernando da Silva","Yago","https://s.glbimg.com/es/sde/f/2018/03/20/13d6ab565918a4bad475a1569e05162d_FORMATO.png",77500,1,"BOT","zag","Nulo",0,5,0,0,0,"Botafogo"
"307","Renato Vieira Rodrigues","Renatinho","https://s.glbimg.com/es/sde/f/2018/03/20/612e75f9bc41ddd0a161e522aaee90ef_FORMATO.png",80395,1,"BOT","mei","Provável",0,4,0,0,0,"Botafogo"
"308","Luis Ricardo Silva Umbelino","Luis Ricardo","https://s.glbimg.com/es/sde/f/2016/05/20/f1f631c4c995df1548717967d445801f_FORMATO.png",55348,1,"BOT","lat","Nulo",0,4,0,0,0,"Botafogo"
"309","Arnaldo Manoel de Almeida","Arnaldo","https://s.glbimg.com/es/sde/f/2017/05/19/ff6d87578b92fff5c4d0ff68a60fc859_FORMATO.png",78497,1,"BOT","lat","Nulo",0,6,0,0,0,"Botafogo"
"310","Cassiano Silva dos Santos","Cassiano","https://s.glbimg.com/es/sde/f/2018/03/21/3cae94aec96c4ad0739c8e679527507a_FORMATO.png",96411,1,"BAH","gol","Nulo",0,1,0,0,0,"Bahia"
"311","Brenner Marlos Varanda de Oliveira","Brenner","https://s.glbimg.com/es/sde/f/2017/07/21/eba301f5c887ff5cf7a3f94b5f6eb918_FORMATO.png",80080,1,"BOT","ata","Nulo",0,5,0,0,0,"Botafogo"
"312","Alberto Valentim do Carmo Neto","Alberto Valentim","https://s.glbimg.com/es/sde/f/2018/03/20/c6b54edc93e180bf641056650be46611_FORMATO.png",84863,1,"BOT","tec","Provável",0,7,0,0,0,"Botafogo"
"313","Yuri Antonio Costa da Silva","Yuri","https://s.glbimg.com/es/sde/f/2017/04/18/8bac23f3df250a620bd6c580564b33ee_FORMATO.png",88125,1,"BOT","lat","Nulo",0,1,0,0,0,"Botafogo"
"314","Leandro Carvalho da Silva","Leandro Carvalho","https://s.glbimg.com/es/sde/f/2018/03/20/3c3e1670caaa42e1d80975fa275dc95d_FORMATO.png",88669,1,"BOT","ata","Nulo",0,3,0,0,0,"Botafogo"
"315","Marcelo Machado dos Santos ","Marcelo","https://s.glbimg.com/es/sde/f/2018/03/20/05f475c48e922f2e6d24615603f85935_FORMATO.png",85400,1,"BOT","mei","Provável",0,4,0,0,0,"Botafogo"
"316","João Pedro Ribeiro","João Pedro Ribeiro","https://s.glbimg.com/es/sde/f/2018/03/15/cb416a7f6b2466410cf4e4d096031b1e_FORMATO.png",101757,1,"BAH","lat","Nulo",0,1,0,0,0,"Bahia"
"317","Leonardo Felipe Valencia Rossel","Leonardo Valencia","https://s.glbimg.com/es/sde/f/2017/08/07/5da8e09b912f3d4e02c70571d9de8988_FORMATO.png",91508,1,"BOT","mei","Provável",0,6,0,0,0,"Botafogo"
"318","Moisés Roberto Barbosa","Moisés","https://s.glbimg.com/es/sde/f/2018/03/20/54a51f5d3bd850ab8a76126ee75399ed_FORMATO.png",90444,1,"BOT","lat","Contundido",0,7,0,0,0,"Botafogo"
"319","Mauro Joel Carli","Joel Carli","https://s.glbimg.com/es/sde/f/2016/05/20/6a298f9b1dd5a88146f9f926e4b91a1b_FORMATO.png",93414,1,"BOT","zag","Provável",0,8,0,0,0,"Botafogo"
"320","Luiz Fernando Moraes dos Santos","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2018/03/20/ebae95a9689f94cf75c80c795d4864f0_FORMATO.png",90715,1,"BOT","mei","Nulo",0,5,0,0,0,"Botafogo"
"321","Kendy Tateishi Berbel","Kendy","https://s.glbimg.com/es/sde/f/2018/03/08/b7e98513918f25e4e2c6dfba1ebeb93b_FORMATO.png",98421,1,"CHA","ata","Nulo",0,1,0,0,0,"Chapecoense"
"322","Marcelo da Conceição Benevenuto Malaquias","Marcelo Benevenuto","https://s.glbimg.com/es/sde/f/2017/04/18/bcd7b8ce7931a3995c1ac8aaacd657b5_FORMATO.png",95638,1,"BOT","zag","Nulo",0,8,0,0,0,"Botafogo"
"323","Gustavo Costa da Silva Machado","Gustavo Bochecha","https://s.glbimg.com/es/sde/f/2017/05/11/fc43f1baa7f4e4d8e73b07ba4f24137e_FORMATO.png",95798,1,"BOT","mei","Nulo",0,1,0,0,0,"Botafogo"
"324","Matheus Fernandes Siqueira","Matheus Fernandes","https://s.glbimg.com/es/sde/f/2017/04/18/f7747c09eac1f0aee06f02c37fa257b6_FORMATO.png",94067,1,"BOT","mei","Nulo",0,6,0,0,0,"Botafogo"
"325","Igor Rabello da Costa","Igor Rabello","https://s.glbimg.com/es/sde/f/2016/05/20/45658f95ac34e82da4d58cf9c77f2587_FORMATO.png",89493,1,"BOT","zag","Provável",0,11,0,0,0,"Botafogo"
"326","Leandro Alves de Carvalho","Leandrinho","https://s.glbimg.com/es/sde/f/2016/05/20/5f4b91fa5fbbd56dc1f2fe3f094cbb22_FORMATO.png",89885,1,"BOT","mei","Nulo",0,3,0,0,0,"Botafogo"
"327","Márcio Almeida de Oliveira","Marcinho","https://s.glbimg.com/es/sde/f/2017/04/18/82f4f9a2d122680dcc40e55727214711_FORMATO.png",93797,1,"BOT","lat","Provável",0,6,0,0,0,"Botafogo"
"328","Victor Hugo Soares dos Santos","Kanu","https://s.glbimg.com/es/sde/f/2018/01/03/1d3c6844a28857eb6d3b9d6d513db6ac_FORMATO.jpeg",98484,1,"BOT","zag","Nulo",0,2,0,0,0,"Botafogo"
"329","Luiz Henrique Pachu Lira","Pachu","https://s.glbimg.com/es/sde/f/2017/04/18/3b72e5cbc1cbcacc5bcaa528f2e598d9_FORMATO.png",97352,1,"BOT","ata","Nulo",0,2,0,0,0,"Botafogo"
"330","Ezequiel Santos da Silva","Ezequiel","https://s.glbimg.com/es/sde/f/2017/07/27/f13594ddafc08a318b0eb550350de0b4_FORMATO.png",99915,1,"BOT","ata","Nulo",0,5,0,0,0,"Botafogo"
"331","Renan Brito Soares","Renan","https://s.glbimg.com/es/sde/f/2018/02/28/3b06f379f46cdf143d31a7f24a24fb16_FORMATO.png",37899,1,"CEA","gol","Nulo",0,4,0,0,0,"Ceará"
"332","Helerson Mateus do Nascimento","Helerson","https://s.glbimg.com/es/sde/f/2018/01/03/628ec33e428c362f8cc8e754f9b1db81_FORMATO.jpeg",101073,1,"BOT","zag","Nulo",0,1,0,0,0,"Botafogo"
"333","Pedro Ken Morimoto Moreira","Pedro Ken","https://s.glbimg.com/es/sde/f/2018/03/15/ae88cb5d16e26374f731749575af56a4_FORMATO.png",50877,1,"CEA","mei","Contundido",0,5,0,0,0,"Ceará"
"334","Marcelo Augusto Oliveira Chamusca","Marcelo Chamusca","https://s.glbimg.com/es/sde/f/2018/03/15/8575ab3c43af119d65d706a9e1c8e87f_FORMATO.png",37319,1,"CEA","tec","Provável",0,2,0,0,0,"Ceará"
"335","Lucas da Silva Ribeiro Campos","Lucas Campos","https://s.glbimg.com/es/sde/f/2017/07/25/61d573020cc6247a735d3d6501bb2e75_FORMATO.png",99903,1,"BOT","ata","Nulo",0,1,0,0,0,"Botafogo"
"336","Elton Rodrigues Brandão","Elton","https://s.glbimg.com/es/sde/f/2018/03/01/a62f2faea0d5716e80a1feefde3a97c2_FORMATO.png",38588,1,"CEA","ata","Nulo",0,7,0,0,0,"Ceará"
"337","Roberto César Zardin Rodrigues","Roberto","https://s.glbimg.com/es/sde/f/2018/03/15/ca7cc92d303792c8407c8822f0463882_FORMATO.png",38178,1,"CEA","ata","Nulo",0,6,0,0,0,"Ceará"
"338","Felipe Azevedo dos Santos","Felipe Azevedo","https://s.glbimg.com/es/sde/f/2018/03/01/e1d42c19d15d02974d5cd40ea90fe86c_FORMATO.png",60825,1,"CEA","ata","Provável",0,9,0,0,0,"Ceará"
"339","José Renato da Silva Júnior","Renato","https://s.glbimg.com/es/sde/f/2018/03/15/a7db0e86062160c99976899911602157_FORMATO.png",39572,1,"CEA","lat","Nulo",0,4,0,0,0,"Ceará"
"340","Fernando Henrique dos Anjos","Fernando Henrique","https://s.glbimg.com/es/sde/f/2018/02/28/4302ba476c36ad1c1864dfef94d46485_FORMATO.png",37717,1,"CEA","gol","Nulo",0,3,0,0,0,"Ceará"
"341","Ernandes Dias Luz","Ernandes","https://s.glbimg.com/es/sde/f/2018/03/01/a1fac99f61665d003ba57b935365c49a_FORMATO.png",68956,1,"CEA","lat","Nulo",0,3,0,0,0,"Ceará"
"342","Javier Arley Reina Calvo","Reina","https://s.glbimg.com/es/sde/f/2018/03/15/9db9fcfc6d2c56a483aacb428f43943d_FORMATO.png",70118,1,"CEA","mei","Nulo",0,3,0,0,0,"Ceará"
"343","Rafael Pereira dos Santos","Rafael Pereira","https://s.glbimg.com/es/sde/f/2018/03/15/7627259ae04362786097252b9c1b2a0b_FORMATO.png",51194,1,"CEA","zag","Nulo",0,5,0,0,0,"Ceará"
"344","Francisco Jackson Menezes da Costa","Jackson Caucaia","https://s.glbimg.com/es/sde/f/2018/03/01/77341756579f4067e7509b70b46695d2_FORMATO.png",70162,1,"CEA","mei","Nulo",0,2,0,0,0,"Ceará"
"345","Wescley Gomes dos Santos","Wescley","https://s.glbimg.com/es/sde/f/2018/03/15/902c9f1aa1d09884c6bd02cd1bc98e80_FORMATO.png",70925,1,"CEA","mei","Provável",0,5,0,0,0,"Ceará"
"346","Paulo Roberto Valoura Júnior","Juninho","https://s.glbimg.com/es/sde/f/2018/03/01/34ebb436f266413af2ae741c998ec282_FORMATO.png",71937,1,"CEA","mei","Provável",0,6,0,0,0,"Ceará"
"347","Bruno Batista Pereira Pires","Bruno Pires","https://s.glbimg.com/es/sde/f/2018/03/01/ad185940b1e538f5738d06d1a599e4da_FORMATO.png",73487,1,"CEA","zag","Nulo",0,4,0,0,0,"Ceará"
"348","Éverson Felipe Marques Pires","Éverson","https://s.glbimg.com/es/sde/f/2018/02/28/6f67a80ba6e92a9f10be76328ba32f5c_FORMATO.png",72294,1,"CEA","gol","Provável",0,7,0,0,0,"Ceará"
"349","Rafael Bruno Cajueiro da Silva","Rafael Carioca","https://s.glbimg.com/es/sde/f/2018/03/15/3c82c6126e8d731e3055df81cee8164b_FORMATO.png",79967,1,"CEA","lat","Nulo",0,4,0,0,0,"Ceará"
"350","Francisco Hércules de Araújo","Pio","https://s.glbimg.com/es/sde/f/2018/03/15/173ee1c72a77cda508442ef19aff8e22_FORMATO.png",73466,1,"CEA","mei","Provável",0,6,0,0,0,"Ceará"
"351","Luiz Otávio Anacleto Leandro","Luiz Otávio","https://s.glbimg.com/es/sde/f/2018/03/15/71710b2656e8b5100f2418af3681c1c5_FORMATO.png",72359,1,"CEA","zag","Provável",0,6,0,0,0,"Ceará"
"352","Alex Broch Amado","Alex Amado","https://s.glbimg.com/es/sde/f/2018/03/15/3183bb134adafec0e0a85687bccf64f7_FORMATO.png",78475,1,"CEA","ata","Nulo",0,4,0,0,0,"Ceará"
"353","Romário Marques Rodrigues","Romário Rodrigues","https://s.glbimg.com/es/sde/f/2018/03/19/92d97aa1f263cca63ef4c3b737ce6123_FORMATO.png",79336,1,"CEA","ata","Nulo",0,2,0,0,0,"Ceará"
"354","Romário Guilherme dos Santos","Romário ","https://s.glbimg.com/es/sde/f/2018/01/12/4a803440ef5215e294da5a1bd20a9ef2_FORMATO.png",80975,1,"CEA","lat","Provável",0,4,0,0,0,"Ceará"
"355","Andrevaldo de Jesus Santos","Valdo","https://s.glbimg.com/es/sde/f/2018/03/15/6a8b1b281c0ff28c999b40261889b31b_FORMATO.png",84509,1,"CEA","zag","Provável",0,5,0,0,0,"Ceará"
"356","Richardson Fernandes dos Santos","Richardson","https://s.glbimg.com/es/sde/f/2018/03/15/0af208cf6d82ce8f788032087c3d2e19_FORMATO.png",86536,1,"CEA","mei","Dúvida",0,6,0,0,0,"Ceará"
"357","Douglas Coutinho Gomes de Souza","Douglas Coutinho ","https://s.glbimg.com/es/sde/f/2018/03/01/da47ba5c199a3ad585a9c4ca150150bb_FORMATO.png",82469,1,"CEA","ata","Nulo",0,6,0,0,0,"Ceará"
"358","Andrigo Oliveira de Araujo","Andrigo","https://s.glbimg.com/es/sde/f/2018/04/09/eb909473a1499ceb91cd8c466f192cfd_FORMATO.png",89930,1,"SPO","mei","Provável",0,8,0,0,0,"Sport"
"359","Arthur Mendonça Cabral","Arthur","https://s.glbimg.com/es/sde/f/2018/03/01/978818110a64bf6ca065f7815566b18f_FORMATO.png",92171,1,"CEA","ata","Provável",0,5,0,0,0,"Ceará"
"360","Leandro Porto Torma","Leandro Canhoto","https://s.glbimg.com/es/sde/f/2018/03/01/4e144d85d1a5d5081532590cc8ae6160_FORMATO.png",83963,1,"CEA","mei","Nulo",0,2,0,0,0,"Ceará"
"361","Luidy Viegas","Luidy","https://s.glbimg.com/es/sde/f/2018/03/15/6b5bab450e4de58516035a7923b3c352_FORMATO.png",94503,1,"CEA","ata","Nulo",0,4,0,0,0,"Ceará"
"362","Gilson Kleina","Gilson Kleina","https://s.glbimg.com/es/sde/f/2018/03/02/86350cc46965a483a2b3f7a6e31cf52a_FORMATO.png",37306,1,"CHA","tec","Provável",0,6,0,0,0,"Chapecoense"
"363","Patrick William Sá de Oliveira","Patrick","https://s.glbimg.com/es/sde/f/2018/03/15/71af31760fbb19f7b43c7714bbecd941_FORMATO.png",99595,1,"CEA","zag","Nulo",0,2,0,0,0,"Ceará"
"364","Wellington Pereira do Nascimento","Wellington Paulista","https://s.glbimg.com/es/sde/f/2017/04/25/063a393c23a936c42fa8d9c6ee455747_FORMATO.png",38279,1,"CHA","ata","Provável",0,9,0,0,0,"Chapecoense"
"365","Raul Lô Gonçalves","Raul","https://s.glbimg.com/es/sde/f/2015/08/25/bd344f2083d946aa34a8013e779ccfe9_FORMATO.jpeg",92496,1,"CEA","mei","Dúvida",0,2,0,0,0,"Ceará"
"366","Felipe Jonatan Rocha Andrade","Felipe Jonatan","https://s.glbimg.com/es/sde/f/2018/03/01/2eff2434ed6d5c126aa674e45cdd5f45_FORMATO.png",101708,1,"CEA","lat","Nulo",0,1,0,0,0,"Ceará"
"367","Matheus Bezerra Lira","Matheus Lira","https://s.glbimg.com/es/sde/f/2018/03/15/fb71264b7c77dff29719dcc9f6408bb5_FORMATO.png",102146,1,"CEA","mei","Nulo",0,1,0,0,0,"Ceará"
"368","Leandro da Silva","Leandro Silva","https://s.glbimg.com/es/sde/f/2018/03/15/23b229a5d69c682d5f2958558ef0da34_FORMATO.png",77529,1,"CEA","lat","Nulo",0,7,0,0,0,"Ceará"
"369","Khevin Rodrigo Fraga","Khevin","https://s.glbimg.com/es/sde/f/2018/03/08/88f9d75b389c210d82ac0150b875177a_FORMATO.png",99921,1,"CHA","mei","Nulo",0,2,0,0,0,"Chapecoense"
"370","Marinaldo dos Santos Oliveira","Naldo","https://s.glbimg.com/es/sde/f/2018/03/19/28c615549b43f1e3958af203727d5c65_FORMATO.png",78897,1,"CEA","mei","Nulo",0,4,0,0,0,"Ceará"
"371","Elicarlos Souza Santos","Elicarlos","https://s.glbimg.com/es/sde/f/2018/03/02/d21178976a5547f864a98aa5cdd36dc9_FORMATO.png",50313,1,"CHA","mei","Dúvida",0,5,0,0,0,"Chapecoense"
"372","Ricardo Dias Acosta","Ricardinho","https://s.glbimg.com/es/sde/f/2018/03/15/ba1f77e4ae44828776842c90f1e2bdb9_FORMATO.png",78577,1,"CEA","mei","Provável",0,7,0,0,0,"Ceará"
"373","Carlos Eduardo Santos Oliveira","Eduardo","https://s.glbimg.com/es/sde/f/2018/03/02/ba7873a63732d2a0a49ccd7fe5d47b5c_FORMATO.png",50645,1,"CHA","lat","Provável",0,5,0,0,0,"Chapecoense"
"374","Márcio Rodrigues Araújo","Márcio Araújo","https://s.glbimg.com/es/sde/f/2018/03/02/e9caaeeaca6f6814e4b5092423294e48_FORMATO.png",38311,1,"CHA","mei","Dúvida",0,6,0,0,0,"Chapecoense"
"375","William José de Souza","Amaral","https://s.glbimg.com/es/sde/f/2017/05/08/d967be031145a156a67e168aaeecb1fa_FORMATO.png",42232,1,"CHA","mei","Provável",0,6,0,0,0,"Chapecoense"
"376","Vinicius Santos Silva","Vinicius","https://s.glbimg.com/es/sde/f/2018/03/02/d00026e6cf3c0dd54238f97ea84534ae_FORMATO.png",68917,1,"CHA","ata","Nulo",0,4,0,0,0,"Chapecoense"
"377","Odair Souza ","Nenén","https://s.glbimg.com/es/sde/f/2017/04/25/cf7dd5cb7c3b2349fc0a5145f894f495_FORMATO.png",79892,1,"CHA","mei","Nulo",0,3,0,0,0,"Chapecoense"
"378","Hélio Hermito Zampier Neto","Neto","https://s.glbimg.com/es/sde/f/2016/04/27/f217614f7ad8e77684e58501d147fa3a_FORMATO.png",69008,1,"CHA","zag","Contundido",0,2,0,0,0,"Chapecoense"
"379","Nery Rubén Bareiro Zorrilla","Nery Bareiro","https://s.glbimg.com/es/sde/f/2018/03/02/1735f09fc73e180baab6c1cde6826333_FORMATO.png",79276,1,"CHA","zag","Dúvida",0,5,0,0,0,"Chapecoense"
"380","Moisés Ribeiro Santos","Moisés Ribeiro","https://s.glbimg.com/es/sde/f/2017/04/25/c7b046cc3c9a420d4047bb8d6d4b6570_FORMATO.png",78991,1,"CHA","mei","Nulo",0,4,0,0,0,"Chapecoense"
"381","Luiz Antonio de Souza Soares","Luiz Antonio ","https://s.glbimg.com/es/sde/f/2017/04/24/470fd6292588f4385e9c32a3aeef091c_FORMATO.png",74060,1,"CHA","mei","Provável",0,7,0,0,0,"Chapecoense"
"382","Arthur Caíke do Nascimento Cruz","Arthur ","https://s.glbimg.com/es/sde/f/2017/04/24/56939ae4c18f332e1a3bb20305de4f33_FORMATO.png",80337,1,"CHA","ata","Nulo",0,8,0,0,0,"Chapecoense"
"383","Héctor Canteros","Canteros","https://s.glbimg.com/es/sde/f/2017/08/26/8b500e8c0826bd7c342137f3449ddb7d_FORMATO.png",73918,1,"CHA","mei","Provável",0,7,0,0,0,"Chapecoense"
"384","Rafael Thyere Albuquerque Marques","Rafael Thyere","https://s.glbimg.com/es/sde/f/2018/03/02/32cdd642c6459675c398aebd6ba1ded7_FORMATO.png",83048,1,"CHA","zag","Provável",0,5,0,0,0,"Chapecoense"
"385","Vinícius Freitas Ribeiro","Vinícius Freitas","https://s.glbimg.com/es/sde/f/2018/03/02/3a7c7444601af167011a0fbe974ab8d6_FORMATO.png",81537,1,"CHA","lat","Nulo",0,3,0,0,0,"Chapecoense"
"386","Nadson da Silva Almeida","Nadson","https://s.glbimg.com/es/sde/f/2017/04/25/9c0263cf980f89da4cca8b6bc120585f_FORMATO.png",80140,1,"CHA","mei","Nulo",0,4,0,0,0,"Chapecoense"
"387","Gilsivan Soares da Silva ","Ivan","https://s.glbimg.com/es/sde/f/2018/03/02/66a482ddf5f5b00b5076d67a507c88ed_FORMATO.png",80326,1,"CHA","gol","Nulo",0,2,0,0,0,"Chapecoense"
"388","Fabrício Bruno Soares de Faria","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2017/04/24/c4a8873e3ad989db3e40b7149ed51789_FORMATO.png",90768,1,"CHA","zag","Contundido",0,6,0,0,0,"Chapecoense"
"389","Jandrei Chitolina Carniel","Jandrei","https://s.glbimg.com/es/sde/f/2017/05/04/e34c217d3230604bddf15c133fde3fd2_FORMATO.png",86508,1,"CHA","gol","Provável",0,9,0,0,0,"Chapecoense"
"390","Luiz Otávio da Silva Santos","Luiz Otávio ","https://s.glbimg.com/es/sde/f/2017/04/25/239f4dc20386b0bc2988aa004f7c02b7_FORMATO.png",86863,1,"CHA","zag","Nulo",0,6,0,0,0,"Chapecoense"
"391","Osman de Menezes Venâncio Junior","Osman","https://s.glbimg.com/es/sde/f/2017/04/25/f608122b61891f2ab13ba0015367cfb5_FORMATO.png",81898,1,"CHA","ata","Nulo",0,4,0,0,0,"Chapecoense"
"392","Bruno de Jesus Pacheco","Bruno Pacheco","https://s.glbimg.com/es/sde/f/2018/03/02/53732593d2691734cd2a2fa6ae7f16a9_FORMATO.png",90061,1,"CHA","lat","Provável",0,5,0,0,0,"Chapecoense"
"393","Elias Martello Curzel","Elias","https://s.glbimg.com/es/sde/f/2017/04/24/d39a7668ae872daf6e04f923e0d16a54_FORMATO.png",90843,1,"CHA","gol","Nulo",0,4,0,0,0,"Chapecoense"
"394","Ramon Ramos Lima","Ramon",NA,101597,1,"FLA","lat","Nulo",0,1,0,0,0,"Flamengo"
"395","Luiz Diallison de Souza Alves","Apodi","https://s.glbimg.com/es/sde/f/2017/04/24/287a66acd6363a7d660701c832982d75_FORMATO.png",51042,1,"CHA","lat","Nulo",0,7,0,0,0,"Chapecoense"
"396","Hiago Correa Silveira Cena","Hiago","https://s.glbimg.com/es/sde/f/2017/04/24/f7869b26b810fd7e1e0fc61465eca493_FORMATO.png",97535,1,"CHA","zag","Nulo",0,2,0,0,0,"Chapecoense"
"397","Alan Luciano Ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2017/04/24/5445b9aabe74f7acf2c52104cb6270ff_FORMATO.png",63110,1,"CHA","mei","Nulo",0,5,0,0,0,"Chapecoense"
"398","Saulo Ferreira Silva Nascimento","Saulo","https://s.glbimg.com/es/sde/f/2018/03/23/0a8f4f4c44dc2395d01ce5f6470ba980_FORMATO.png",89492,1,"BOT","gol","Nulo",0,1,0,0,0,"Botafogo"
"399","Douglas Silva Bacelar","Douglas","https://s.glbimg.com/es/sde/f/2017/09/06/6035aba70a37b419f328746b48c3bc46_FORMATO.png",63128,1,"CHA","zag","Dúvida",0,5,0,0,0,"Chapecoense"
"400","Igor Henrique Pereira de Campos","Igor Campos","https://s.glbimg.com/es/sde/f/2018/03/08/f50a9cd12600a0c856efee1082703b40_FORMATO.png",101421,1,"CHA","gol","Nulo",0,1,0,0,0,"Chapecoense"
"401","Bruno da Silva Santos","Bruno Silva","https://s.glbimg.com/es/sde/f/2018/03/02/d15483608e6f05065a8e72ee83a57e45_FORMATO.png",101422,1,"CHA","ata","Nulo",0,1,0,0,0,"Chapecoense"
"402","Guilherme Augusto Vieira dos Santos","Guilherme","https://s.glbimg.com/es/sde/f/2018/03/07/2c34315dfa746e02e2fa9f8a74e1dc81_FORMATO.png",94207,1,"CHA","ata","Provável",0,8,0,0,0,"Chapecoense"
"403","Giovanni Silva Tiepo","Tiepo","https://s.glbimg.com/es/sde/f/2018/03/02/f4ca6b64f2649225fbc866aebf3157ec_FORMATO.png",98412,1,"CHA","gol","Nulo",0,2,0,0,0,"Chapecoense"
"404","Bruno Bortolini Jackel","Bruno","https://s.glbimg.com/es/sde/f/2018/03/02/c5a6adf7d1fb6b476a3ea948bdf498fb_FORMATO.png",98420,1,"CHA","lat","Nulo",0,1,0,0,0,"Chapecoense"
