A,Apelido,AtletaID,CA,CV,ClubeID,DD,DP,FC,FD,FF,FS,FT,G,GC,GS,I,Jogos,PE,PP,Participou,Pontos,PontosMedia,Posicao,Preco,PrecoVariacao,RB,Rodada,SG,Status,ano,media,roll.media
0.0,0,38573,0.0,0.0,Cruzeiro,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,True,0.2,3.15,mei,13.83,-0.14,0.0,32,0.0,0,2014,1.9969696969697,1.1
0.0,0,38573,0.0,0.0,Cruzeiro,0.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,0.0,True,3.5,3.17,mei,14.12,0.29,1.0,33,0.0,0,2014,2.04117647058824,0.94
0.0,0,38573,0.0,0.0,Cruzeiro,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,0.0,True,1.2,3.08,mei,13.98,-0.14,2.0,34,0.0,0,2014,2.01714285714286,1.18
0.0,0,38573,0.0,0.0,Cruzeiro,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,5.0,0.0,True,-0.1,2.95,mei,13.65,-0.33,1.0,35,0.0,0,2014,1.9583333333333302,1.16
0.0,0,38573,0.0,0.0,Cruzeiro,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,True,-0.5,2.81,mei,13.52,-0.13,0.0,36,0.0,0,2014,1.8918918918918899,0.86
0.0,0,38573,0.0,0.0,Cruzeiro,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,2.0,0.0,True,9.0,3.05,mei,14.98,1.46,1.0,38,0.0,0,2014,2.02564102564103,1.92
0.0,0,38573,0.0,0.0,Internacional,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,True,2.9,2.9,mei,5.19,0.19,1.0,2,0.0,0,2016,1.31898734177215,0.58
0.0,0,38573,0.0,0.0,Internacional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,True,0.0,1.45,mei,4.5,-0.69,0.0,3,0.0,0,2016,1.3025,0.58
0.0,0,38579,1.0,0.0,Sport,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,True,-4.6,-4.6,mei,0.76,-4.24,0.0,1,0.0,0,2014,-2.3,1.0
0.0,0,38579,0.0,0.0,Sport,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,True,3.9,-0.35,mei,0.97,0.21,2.0,2,0.0,0,2014,-0.23333333333333303,1.0
0.0,0,38579,0.0,0.0,Sport,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,True,4.0,1.1,mei,1.98,1.01,2.0,3,0.0,0,2014,0.825,1.0
0.0,0,38579,0.0,0.0,Sport,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,True,3.4,1.68,mei,2.58,0.6,4.0,4,0.0,0,2014,1.34,1.34
0.0,0,38579,0.0,0.0,Sport,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,True,1.1,1.56,mei,2.44,-0.14,0.0,6,0.0,0,2014,1.11428571428571,2.48
0.0,0,38579,0.0,0.0,Sport,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,True,-1.4,1.07,mei,1.87,-0.57,0.0,7,0.0,0,2014,0.8,1.42
0.0,0,38579,1.0,0.0,Sport,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,True,1.1,0.32,mei,1.77,0.64,2.0,9,0.0,0,2014,0.46,-0.42
0.0,0,38579,0.0,0.0,Sport,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,True,1.7,0.47,mei,1.82,0.05,0.0,29,0.0,0,2014,0.21,0.34
0.0,0,38579,0.0,0.0,Sport,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,True,0.3,0.45,mei,1.59,-0.23,1.0,30,0.0,0,2014,0.212903225806452,0.4
0.0,0,38579,1.0,0.0,Sport,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11.0,1.0,0.0,True,9.1,1.24,mei,3.17,1.58,2.0,31,0.0,0,2014,0.490625,2.22
0.0,0,38579,0.0,0.0,Sport,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,True,7.1,1.73,mei,3.01,-0.16,5.0,33,0.0,0,2014,0.6705882352941179,3.64
0.0,0,38579,0.0,0.0,Sport,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,True,-1.6,1.47,mei,1.64,-1.37,0.0,34,0.0,0,2014,0.6057142857142861,2.98
0.0,0,38579,0.0,0.0,Sport,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,True,2.2,1.52,mei,2.27,0.63,0.0,35,0.0,0,2014,0.65,3.36
0.0,0,38579,1.0,0.0,Sport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,True,-2.0,1.29,mei,1.56,-0.71,0.0,36,0.0,0,2014,0.5783783783783779,1.14
0.0,0,38579,0.0,0.0,Sport,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,0.0,True,6.3,1.6,mei,3.01,1.45,4.0,37,0.0,0,2014,0.728947368421053,2.4
0.0,0,38579,0.0,0.0,Sport,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,0.0,True,4.5,1.77,mei,2.78,-0.23,2.0,38,0.0,0,2014,0.825641025641025,1.88
0.0,0,38579,0.0,0.0,Sport,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,True,0.9,0.9,mei,1.79,-0.21,0.0,5,0.0,0,2016,0.574390243902439,0.18
0.0,0,38579,0.0,0.0,Sport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,True,0.0,0.45,mei,1.56,-0.23,0.0,8,0.0,0,2016,0.554117647058824,0.18
0.0,0,38579,0.0,0.0,Sport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,True,1.4,0.57,mei,1.8,0.28,1.0,10,0.0,0,2016,0.557471264367816,0.28
0.0,0,38579,1.0,0.0,Sport,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,True,-0.2,0.42,mei,1.53,-0.27,2.0,11,0.0,0,2016,0.548863636363636,0.24
0.0,0,38579,0.0,0.0,Sport,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,True,2.8,0.82,mei,2.1,0.57,2.0,12,0.0,0,2016,0.574157303370787,0.8
0.0,0,38579,0.0,0.0,Sport,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,True,0.5,0.77,mei,1.78,-0.32,0.0,13,0.0,0,2016,0.573333333333333,0.9
0.0,0,38579,0.0,0.0,Sport,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,True,-0.1,0.66,mei,1.67,-0.11,0.0,14,0.0,0,2016,0.565934065934066,0.88
0.0,0,38579,0.0,0.0,Sport,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,True,2.4,0.76,mei,2.12,0.45,1.0,16,0.0,0,2016,0.5784946236559139,1.1
0.0,0,38579,0.0,0.0,Sport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,True,3.1,0.97,mei,2.37,0.25,2.0,17,0.0,0,2016,0.60531914893617,1.16
0.0,0,38579,0.0,0.0,Sport,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,2.0,0.0,True,0.1,0.9,mei,1.92,-0.45,1.0,19,0.0,0,2016,0.59375,1.1
0.0,0,38588,0.0,0.0,Flamengo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,True,-0.3,-0.3,ata,5.62,-1.38,0.0,18,0.0,0,2014,-0.075,1.0
0.0,0,38588,0.0,0.0,Flamengo,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,True,1.7,0.7,ata,5.52,-0.1,0.0,21,0.0,0,2014,0.2,0.28
0.0,0,38588,0.0,0.0,Flamengo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,True,0.0,0.47,ata,5.15,-0.37,0.0,22,0.0,0,2014,0.175,0.28
0.0,0,38588,0.0,0.0,Flamengo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,True,-1.0,0.1,ata,4.77,-0.38,0.0,23,0.0,0,2014,0.0444444444444444,0.14
0.0,0,38588,0.0,0.0,Flamengo,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,True,0.2,0.12,ata,4.79,0.02,1.0,25,0.0,0,2014,0.0545454545454545,0.18
0.0,0,38588,0.0,0.0,Flamengo,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,True,0.0,0.15,ata,4.48,-0.31,0.0,30,0.0,0,2014,0.06875,0.1
0.0,0,38588,0.0,0.0,Flamengo,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,True,-0.5,0.07,ata,4.29,-0.19,0.0,31,0.0,0,2014,0.0352941176470588,-0.1
0.0,0,38588,0.0,0.0,Flamengo,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,True,0.9,0.16,ata,4.39,0.1,0.0,33,0.0,0,2014,0.0789473684210526,0.08
0.0,0,38588,0.0,0.0,Flamengo,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,True,7.0,0.84,ata,5.55,1.16,0.0,36,0.0,0,2014,0.38636363636363596,1.58
0.0,0,38588,0.0,0.0,Flamengo,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,True,14.4,2.07,ata,7.19,1.64,1.0,37,0.0,0,2014,0.995652173913043,4.46
0.0,0,38588,0.0,0.0,Flamengo,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,True,5.2,2.33,ata,5.82,-1.37,1.0,38,0.0,0,2014,1.17083333333333,5.32
0.0,0,38602,0.0,0.0,Vitória,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,-0.5,-0.5,ata,3.09,-0.91,0.0,20,0.0,0,2014,-0.125,1.0
0.0,0,38602,0.0,0.0,Vitória,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,True,-0.4,-0.45,ata,2.88,-0.21,0.0,21,0.0,0,2014,-0.18,-0.18
0.0,0,38602,0.0,0.0,Vitória,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,True,0.5,-0.13,ata,2.76,-0.12,0.0,25,0.0,0,2014,-0.0444444444444444,0.02
1.0,0,38602,0.0,0.0,Vitória,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,True,6.0,1.4,ata,3.99,1.23,0.0,26,0.0,0,2014,0.56,1.3
0.0,0,38602,1.0,0.0,Vitória,0.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,5.0,3.0,0.0,True,15.0,4.12,ata,6.3,2.31,0.0,27,0.0,0,2014,1.8727272727272701,4.3
0.0,0,38602,1.0,0.0,Vitória,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,6.0,0.0,True,-4.3,2.72,ata,3.09,-3.21,0.0,28,0.0,0,2014,1.35833333333333,3.44
0.0,0,38602,0.0,0.0,Vitória,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,True,2.2,2.65,ata,4.19,1.1,1.0,29,0.0,0,2014,1.42307692307692,3.88
0.0,0,38602,0.0,0.0,Vitória,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,True,8.5,3.38,ata,5.56,1.37,0.0,30,0.0,0,2014,1.92857142857143,5.48
0.0,0,38602,0.0,0.0,Vitória,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,9.0,5.0,0.0,True,17.0,4.89,ata,7.64,2.08,0.0,31,0.0,0,2014,2.93333333333333,7.68
0.0,0,38602,0.0,0.0,Vitória,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,True,2.8,4.68,ata,5.58,-2.06,0.0,32,0.0,0,2014,2.925,5.24
0.0,0,38602,0.0,0.0,Vitória,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,True,0.2,4.27,ata,5.06,-0.52,0.0,33,0.0,0,2014,2.76470588235294,6.14
0.0,0,38602,0.0,0.0,Vitória,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,3.0,0.0,True,-1.4,3.8,ata,4.79,-0.27,0.0,34,0.0,0,2014,2.53333333333333,5.42
0.0,0,38602,0.0,0.0,Vitória,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,True,1.1,3.59,ata,5.16,0.37,1.0,35,0.0,0,2014,2.45789473684211,3.94
0.0,0,38602,1.0,0.0,Vitória,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,True,0.8,3.39,ata,5.11,-0.05,1.0,36,0.0,0,2014,2.375,0.7
0.0,0,38602,0.0,0.0,Vitória,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,0.0,True,0.6,3.2,ata,4.99,-0.12,0.0,38,0.0,0,2014,2.1863636363636396,0.22
0.0,0,38630,0.0,0.0,Figueirense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,True,-0.3,-0.3,mei,2.93,-1.07,0.0,2,0.0,0,2014,-0.1,1.0
0.0,0,38630,1.0,0.0,Figueirense,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,True,-4.0,-2.15,mei,1.18,-1.75,0.0,3,0.0,0,2014,-1.075,1.0
0.0,0,38630,0.0,0.0,Figueirense,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,True,0.2,-1.37,mei,1.52,0.34,0.0,4,0.0,0,2014,-0.82,-0.82
0.0,0,38630,0.0,0.0,Figueirense,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,True,-1.1,-1.3,mei,1.09,-0.43,1.0,5,0.0,0,2014,-0.866666666666667,-1.04
0.0,0,38630,0.0,0.0,Figueirense,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,True,1.3,-0.78,mei,1.52,0.43,1.0,6,0.0,0,2014,-0.557142857142857,-0.78
0.0,0,38630,0.0,0.0,Figueirense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,True,-0.9,-0.8,mei,1.05,-0.47,0.0,10,0.0,0,2014,-0.43636363636363595,0.08
0.0,0,38630,1.0,0.0,Figueirense,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,True,-2.4,-1.03,mei,0.81,-0.24,1.0,12,0.0,0,2014,-0.5538461538461539,-0.66
0.0,0,38630,0.0,0.0,Figueirense,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,True,1.5,-0.71,mei,1.3,0.49,2.0,13,0.0,0,2014,-0.4071428571428571,-0.36
0.0,0,38630,0.0,0.0,Figueirense,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,True,3.2,-0.28,mei,1.72,0.42,2.0,14,0.0,0,2014,-0.166666666666667,0.28
0.0,0,38630,0.0,0.0,Figueirense,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,4.0,0.0,True,3.6,0.11,mei,1.97,0.25,4.0,15,0.0,0,2014,0.0687500000000001,1.18
0.0,0,38630,0.0,0.0,Figueirense,0.0,0.0,6.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,0.0,True,2.8,0.35,mei,1.94,-0.03,3.0,16,0.0,0,2014,0.229411764705882,1.74
0.0,0,38630,1.0,0.0,Figueirense,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,True,-1.5,0.2,mei,1.21,-0.73,2.0,17,0.0,0,2014,0.133333333333333,1.92
0.0,0,38630,0.0,0.0,Figueirense,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,True,3.0,0.42,mei,1.81,0.6,2.0,29,0.0,0,2014,0.18,0.6
0.0,0,38630,0.0,1.0,Figueirense,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,0.0,True,-4.3,0.08,mei,0.81,-1.0,1.0,30,0.0,0,2014,0.0354838709677419,-0.26
0.0,0,38630,0.0,0.0,Figueirense,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,True,4.4,0.37,mei,1.98,1.17,2.0,32,0.0,0,2014,0.166666666666667,0.62
0.0,0,38630,0.0,0.0,Figueirense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,True,0.0,0.35,mei,1.33,-0.65,0.0,37,0.0,0,2014,0.144736842105263,0.0
0.0,0,38638,0.0,0.0,Coritiba,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,0.5,0.5,mei,3.29,-0.71,0.0,3,0.0,0,2014,0.125,1.0
0.0,0,38638,0.0,0.0,Coritiba,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,True,-0.4,0.05,mei,2.67,-0.62,0.0,8,0.0,0,2014,0.0111111111111111,-0.08
0.0,0,38638,1.0,0.0,Coritiba,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,True,0.1,0.07,mei,2.72,0.05,0.0,9,0.0,0,2014,0.02,-0.06
0.0,0,38638,0.0,0.0,Coritiba,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,True,0.9,0.28,mei,2.85,0.13,0.0,11,0.0,0,2014,0.0916666666666667,0.12
0.0,0,38638,0.0,0.0,Coritiba,0.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,True,-2.1,-0.2,mei,2.21,-0.64,0.0,12,0.0,0,2014,-0.0769230769230769,-0.3
0.0,0,38638,0.0,0.0,Coritiba,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,True,-1.1,-0.35,mei,2.27,0.06,0.0,13,0.0,0,2014,-0.15,-0.44
0.0,0,38638,0.0,0.0,Coritiba,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,3.0,0.0,True,12.2,1.44,mei,4.97,2.7,3.0,14,0.0,0,2014,0.673333333333333,1.98
0.0,0,38638,1.0,0.0,Coritiba,0.0,0.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,True,5.2,1.91,mei,4.15,-0.82,4.0,15,0.0,0,2014,0.95625,3.02
0.0,0,38638,0.0,0.0,Coritiba,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,True,0.7,1.78,mei,3.39,-0.76,1.0,16,0.0,0,2014,0.941176470588235,2.98
0.0,0,38638,1.0,0.0,Coritiba,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,True,-0.9,1.51,mei,2.96,-0.43,1.0,24,0.0,0,2014,0.604,-0.18
0.0,0,38638,1.0,0.0,Coritiba,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,True,-3.0,1.1,mei,2.31,-0.65,0.0,37,0.0,0,2014,0.318421052631579,-0.6
0.0,0,38638,0.0,0.0,Coritiba,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,True,1.6,1.14,mei,3.03,0.72,1.0,38,0.0,0,2014,0.35128205128205103,-0.28
0.0,Maicon,38748,0.0,0.0,Avaí,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,True,-6.0,-6.0,lat,4.72,-3.28,0.0,9,0.0,Provável,2017,-1.0,-1.2
0.0,0,38763,0.0,0.0,Vitória,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,True,2.4,2.4,mei,6.43,-0.57,1.0,12,0.0,0,2014,0.6,1.0
0.0,0,38763,0.0,0.0,Vitória,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,True,3.1,2.75,mei,6.81,0.38,2.0,13,0.0,0,2014,1.1,1.1
0.0,0,38763,0.0,0.0,Vitória,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,True,-1.9,1.2,mei,5.67,-1.14,0.0,14,0.0,0,2014,0.6,0.72
0.0,0,38763,0.0,0.0,Vitória,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,True,0.5,1.02,mei,5.93,0.26,1.0,15,0.0,0,2014,0.5857142857142861,0.82
0.0,0,38763,0.0,0.0,Vitória,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,True,0.0,0.82,mei,5.61,-0.32,0.0,16,0.0,0,2014,0.5125,0.82
0.0,0,38763,0.0,0.0,Vitória,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,True,1.6,0.95,mei,5.81,0.2,1.0,18,0.0,0,2014,0.57,0.04
0.0,0,38763,0.0,0.0,Vitória,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,True,0.2,0.84,mei,5.46,-0.35,1.0,19,0.0,0,2014,0.5363636363636359,0.46
0.0,0,38763,0.0,0.0,Vitória,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,8.0,6.0,0.0,True,7.1,1.62,mei,6.92,1.46,0.0,20,0.0,0,2014,1.08333333333333,1.78
0.0,0,38763,0.0,0.0,Vitória,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,5.0,0.0,True,-0.4,1.4,mei,5.65,-1.27,0.0,21,0.0,0,2014,0.969230769230769,1.7
1.0,0,38763,0.0,0.0,Vitória,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,True,5.1,1.77,mei,6.71,1.06,0.0,22,0.0,0,2014,1.26428571428571,2.72
0.0,0,38763,1.0,0.0,Vitória,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,True,-1.8,1.45,mei,5.45,-1.26,1.0,23,0.0,0,2014,1.06,2.04
0.0,0,38763,0.0,0.0,Vitória,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,True,0.4,1.36,mei,5.78,0.33,0.0,24,0.0,0,2014,1.01875,2.08
0.0,0,38763,0.0,0.0,Vitória,0.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,True,2.6,1.46,mei,6.17,0.39,0.0,25,0.0,0,2014,1.11176470588235,1.18
0.0,0,38763,0.0,0.0,Vitória,0.0,0.0,1.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,14.0,2.0,0.0,True,20.5,2.82,mei,9.78,3.61,1.0,26,0.0,0,2014,2.18888888888889,5.36
0.0,0,38763,0.0,0.0,Vitória,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,0.0,True,-2.1,2.49,mei,6.05,-3.73,1.0,27,0.0,0,2014,1.9631578947368402,3.92
0.0,0,38763,1.0,0.0,Vitória,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,True,1.4,2.17,mei,6.54,0.58,1.0,29,0.0,0,2014,1.75238095238095,4.1
0.0,0,38763,0.0,0.0,Vitória,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,True,8.0,2.49,mei,7.77,1.23,2.0,30,0.0,0,2014,2.0363636363636397,5.18
0.0,0,38763,0.0,0.0,Vitória,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,0.0,True,0.0,2.36,mei,6.45,-1.32,0.0,34,0.0,0,2014,1.7230769230769198,1.6
0.0,0,38763,0.0,0.0,Vitória,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,0.0,True,-1.2,2.18,mei,6.16,-0.29,0.0,35,0.0,0,2014,1.6148148148148103,-0.24
0.0,0,38763,0.0,0.0,Vitória,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,True,0.5,2.1,mei,6.41,0.25,0.0,36,0.0,0,2014,1.575,-0.14
