A,Apelido,AtletaID,CA,CV,ClubeID,DD,DP,FC,FD,FF,FS,FT,G,GC,GS,I,Jogos,PE,PP,Participou,Pontos,PontosMedia,Posicao,Preco,PrecoVariacao,RB,Rodada,SG,Status,ano,media,roll.media
0.0,0,70928,0.0,0.0,Vitória,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,True,0.3,0.35,ata,2.71,-0.34,1.0,8,0.0,0,2014,0.155555555555556,0.24
0.0,0,70928,0.0,0.0,Vitória,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,True,-1.1,0.13,ata,2.4,-0.35,0.0,11,0.0,0,2014,0.0666666666666667,-0.06
0.0,0,70928,0.0,0.0,Vitória,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,True,1.0,0.25,ata,2.72,0.32,0.0,12,0.0,0,2014,0.138461538461538,0.14
0.0,0,70928,0.0,0.0,Vitória,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,True,-0.1,0.21,ata,2.53,-0.19,0.0,13,0.0,0,2014,0.12142857142857101,0.06
0.0,0,70928,0.0,0.0,Vitória,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,True,0.0,0.19,ata,2.5,-0.03,0.0,15,0.0,0,2014,0.10625,-0.04
0.0,0,70928,0.0,0.0,Vitória,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,True,3.3,0.5,ata,3.09,0.59,1.0,16,0.0,0,2014,0.294117647058824,0.84
0.0,0,70928,0.0,0.0,Vitória,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,True,-0.6,0.4,ata,2.48,-0.61,0.0,17,0.0,0,2014,0.24444444444444396,0.52
0.0,0,70928,0.0,0.0,Vitória,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,2.0,0.0,True,6.9,0.94,ata,3.75,1.27,0.0,22,0.0,0,2014,0.491304347826087,1.38
0.0,0,70928,0.0,0.0,Vitória,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,True,2.2,1.04,ata,3.05,-0.7,1.0,23,0.0,0,2014,0.5625,1.82
0.0,0,70928,0.0,0.0,Vitória,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,14.0,2.0,0.0,True,2.0,1.11,ata,3.09,0.04,2.0,24,0.0,0,2014,0.62,2.22
0.0,0,70928,0.0,0.0,Vitória,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,True,0.0,1.04,ata,2.75,-0.34,0.0,25,0.0,0,2014,0.596153846153846,2.22
0.0,0,70928,1.0,0.0,Vitória,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,0.0,True,-2.6,0.7,ata,2.13,-0.47,0.0,36,0.0,0,2014,0.4,-0.52
0.0,0,70928,1.0,0.0,Vitória,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,22.0,3.0,0.0,True,-0.7,0.64,ata,2.41,0.28,0.0,37,0.0,0,2014,0.371052631578947,-0.66
0.0,0,70928,0.0,0.0,Vitória,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,True,0.6,0.6,ata,2.65,-0.35,1.0,1,0.0,0,2016,0.2,0.12
0.0,0,70929,1.0,0.0,Flamengo,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,True,-1.8,-1.8,ata,3.24,-1.76,1.0,3,0.0,0,2014,-0.45,1.0
0.0,0,70929,0.0,0.0,Flamengo,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,True,2.0,0.1,ata,3.85,0.61,1.0,4,0.0,0,2014,0.04,0.04
0.0,0,70929,0.0,0.0,Flamengo,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,True,0.0,0.07,ata,3.45,-0.4,0.0,5,0.0,0,2014,0.0333333333333333,0.04
0.0,0,70929,0.0,0.0,Flamengo,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,True,0.7,0.23,ata,3.51,0.06,0.0,6,0.0,0,2014,0.128571428571429,0.18
0.0,0,70929,0.0,0.0,Flamengo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,True,2.4,0.66,ata,3.89,0.38,2.0,7,0.0,0,2014,0.4125,0.66
0.0,0,70929,0.0,0.0,Flamengo,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,True,0.2,0.58,ata,3.42,-0.47,0.0,8,0.0,0,2014,0.38888888888888895,1.06
0.0,0,70929,0.0,0.0,Flamengo,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,True,-1.3,0.31,ata,3.05,-0.37,0.0,9,0.0,0,2014,0.22,0.4
0.0,0,70929,0.0,0.0,Flamengo,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,True,0.1,0.28,ata,3.19,0.14,0.0,11,0.0,0,2014,0.19166666666666698,0.28
0.0,0,70929,0.0,0.0,Flamengo,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,True,0.4,0.29,ata,3.2,0.01,0.0,12,0.0,0,2014,0.207692307692308,-0.12
0.0,0,70929,0.0,0.0,Flamengo,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,True,2.9,0.55,ata,3.73,0.53,1.0,13,0.0,0,2014,0.4,0.42
0.0,0,70929,0.0,0.0,Flamengo,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,True,-0.3,0.47,ata,3.02,-0.71,0.0,38,0.0,0,2014,0.135897435897436,-0.06
0.0,0,70929,1.0,0.0,Coritiba,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,True,-0.9,-0.9,ata,9.65,-3.35,0.0,3,0.0,0,2016,0.625,-0.5
0.0,0,70929,0.0,0.0,Coritiba,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,0.0,True,1.3,0.2,ata,9.38,-0.27,0.0,4,0.0,0,2016,0.633333333333333,0.08
0.0,0,70929,1.0,0.0,Coritiba,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,True,0.8,0.4,ata,8.96,-0.42,1.0,5,0.0,0,2016,0.6353658536585369,0.24
0.0,0,70929,1.0,0.0,Coritiba,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,24.0,3.0,0.0,True,7.8,2.25,ata,10.39,1.43,1.0,6,0.0,0,2016,0.721686746987952,1.8
1.0,0,70929,0.0,0.0,Grêmio,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,0.0,True,4.1,2.62,ata,10.01,-0.38,0.0,8,0.0,0,2016,0.752941176470588,2.8
0.0,0,70929,0.0,0.0,Grêmio,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,True,0.2,2.22,ata,9.14,-0.87,0.0,10,0.0,0,2016,0.7379310344827591,2.42
0.0,0,70929,0.0,0.0,Grêmio,0.0,0.0,2.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,24.0,7.0,0.0,True,3.8,2.45,ata,9.25,0.11,1.0,16,0.0,0,2016,0.7311827956989251,0.76
0.0,0,70929,0.0,0.0,Grêmio,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,0.0,True,3.8,2.62,ata,9.41,0.16,1.0,17,0.0,0,2016,0.7638297872340419,1.52
0.0,0,70929,0.0,0.0,Grêmio,0.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,0.0,True,2.5,2.61,ata,9.08,-0.33,0.0,18,0.0,0,2016,0.7821052631578951,2.02
0.0,0,70929,0.0,0.0,Grêmio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,True,-0.3,2.32,ata,8.42,-0.66,0.0,25,0.0,0,2016,0.7254901960784309,-0.06
0.0,0,70929,0.0,0.0,Grêmio,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,0.0,True,0.0,2.11,ata,8.12,-0.3,1.0,33,0.0,0,2016,0.672727272727273,0.0
0.0,0,70929,1.0,0.0,Grêmio,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,True,-0.7,1.88,ata,7.88,-0.24,1.0,34,0.0,0,2016,0.6603603603603599,-0.14
0.0,0,70929,0.0,0.0,Grêmio,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,24.0,3.0,0.0,True,7.1,2.28,ata,9.18,1.3,0.0,36,0.0,0,2016,0.711504424778761,1.28
0.0,0,70929,0.0,0.0,Grêmio,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,True,0.1,2.12,ata,8.18,-1.0,0.0,37,0.0,0,2016,0.7061403508771931,1.3
0.0,0,70929,1.0,0.0,Grêmio,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,True,-1.1,1.91,ata,7.77,-0.41,0.0,38,0.0,0,2016,0.6904347826086961,1.08
0.0,Negueba,70929,0.0,0.0,Ponte Preta,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,1.2,1.2,ata,4.89,-1.11,1.0,6,0.0,Provável,2017,0.6606557377049179,0.24
0.0,Negueba,70929,1.0,0.0,Ponte Preta,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,True,-2.4,-0.6,ata,3.97,-0.92,0.0,7,0.0,Contundido,2017,0.635772357723577,-0.24
0.0,Negueba,70929,0.0,0.0,Ponte Preta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,True,3.9,0.9,ata,4.73,0.76,3.0,11,0.0,Nulo,2017,0.646456692913386,0.3
0.0,0,70944,0.0,0.0,Corinthians,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,0.0,0.0,mei,3.03,-0.97,0.0,1,0.0,0,2014,0.0,1.0
0.0,0,70944,0.0,0.0,Corinthians,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,True,-0.6,-0.3,mei,2.14,-0.89,0.0,3,0.0,0,2014,-0.15,1.0
0.0,0,70944,0.0,0.0,Corinthians,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,True,2.2,0.53,mei,2.77,0.63,1.0,4,0.0,0,2014,0.32,0.32
0.0,0,70944,0.0,0.0,Corinthians,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,True,0.4,0.5,mei,2.49,-0.28,1.0,6,0.0,0,2014,0.28571428571428603,0.4
0.0,0,70944,1.0,0.0,Corinthians,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,True,-0.6,0.28,mei,2.19,-0.3,1.0,7,0.0,0,2014,0.175,0.28
0.0,0,70944,0.0,0.0,Corinthians,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,True,0.6,0.33,mei,2.3,0.11,0.0,8,0.0,0,2014,0.222222222222222,0.52
0.0,0,70944,0.0,0.0,Corinthians,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,True,1.4,0.48,mei,2.51,0.21,1.0,9,0.0,0,2014,0.34,0.36
0.0,0,70944,1.0,0.0,Corinthians,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,True,-1.2,0.21,mei,1.83,-0.3,1.0,19,0.0,0,2014,0.11,-0.24
0.0,0,70944,0.0,0.0,Corinthians,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,True,0.7,0.25,mei,2.15,0.32,0.0,20,0.0,0,2014,0.138095238095238,-0.1
0.0,0,70944,0.0,0.0,Corinthians,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,True,0.7,0.29,mei,2.14,-0.01,0.0,22,0.0,0,2014,0.156521739130435,0.04
0.0,0,70944,1.0,0.0,Corinthians,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,0.0,True,3.3,0.52,mei,2.63,0.49,4.0,23,0.0,0,2014,0.2875,0.7
0.0,0,70944,0.0,0.0,Corinthians,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,0.0,True,-1.2,0.4,mei,1.88,-0.75,0.0,25,0.0,0,2014,0.21923076923076898,0.56
0.0,0,70944,0.0,0.0,Corinthians,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,True,1.4,0.47,mei,2.32,0.44,2.0,26,0.0,0,2014,0.262962962962963,0.84
0.0,0,70944,0.0,0.0,Corinthians,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,True,7.0,0.88,mei,3.35,1.03,4.0,27,0.0,0,2014,0.503571428571429,2.1
0.0,0,70944,0.0,0.0,Corinthians,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,17.0,5.0,0.0,True,6.6,1.22,mei,3.47,0.12,2.0,28,0.0,0,2014,0.713793103448276,2.76
0.0,0,70944,0.0,0.0,Corinthians,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,True,4.5,1.4,mei,3.28,-0.19,4.0,29,0.0,0,2014,0.84,3.66
0.0,0,70944,0.0,0.0,Corinthians,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,True,5.8,1.63,mei,3.61,0.33,3.0,30,0.0,0,2014,1.0,5.06
0.0,0,70944,0.0,0.0,Corinthians,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,3.0,0.0,True,3.8,1.74,mei,3.34,-0.27,1.0,31,0.0,0,2014,1.0875,5.54
0.0,0,70944,0.0,0.0,Corinthians,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,4.0,0.0,True,7.7,2.02,mei,4.14,0.8,1.0,32,0.0,0,2014,1.28787878787879,5.68
0.0,0,70944,0.0,0.0,Corinthians,0.0,0.0,4.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,0.0,True,4.8,2.05,mei,3.78,0.91,3.0,34,0.0,0,2014,1.35142857142857,4.42
0.0,0,70944,0.0,0.0,Corinthians,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,True,2.3,2.06,mei,3.4,-0.38,2.0,35,0.0,0,2014,1.37777777777778,3.72
0.0,0,70944,0.0,0.0,Corinthians,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,0.0,True,7.9,7.9,mei,13.9,2.9,5.0,1,0.0,0,2016,1.32564102564103,4.12
0.0,0,70944,1.0,0.0,Corinthians,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,0.0,True,0.4,4.15,mei,13.33,-0.57,3.0,2,0.0,0,2016,1.31392405063291,4.3
0.0,0,70944,1.0,0.0,Corinthians,0.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,21.0,5.0,0.0,True,6.6,4.97,mei,14.5,1.17,2.0,3,0.0,0,2016,1.38,2.9
0.0,0,70944,0.0,0.0,Corinthians,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,True,0.6,3.88,mei,13.15,-1.35,1.0,4,0.0,0,2016,1.3703703703703702,3.1
0.0,0,70944,0.0,0.0,Corinthians,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,5.0,0.0,True,-2.0,2.7,mei,11.95,-1.2,0.0,5,0.0,0,2016,1.32926829268293,2.7
0.0,0,70944,0.0,0.0,Corinthians,0.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,21.0,7.0,0.0,True,5.2,3.12,mei,12.95,1.0,2.0,6,0.0,0,2016,1.3759036144578303,2.16
0.0,0,70944,0.0,0.0,Corinthians,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,21.0,2.0,0.0,True,6.7,3.63,mei,13.72,0.77,4.0,7,0.0,0,2016,1.4392857142857098,3.42
0.0,0,70944,0.0,0.0,Corinthians,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,True,5.1,3.81,mei,13.61,-0.11,3.0,8,0.0,0,2016,1.48235294117647,3.12
0.0,0,70944,0.0,0.0,Corinthians,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,21.0,4.0,0.0,True,27.5,6.44,mei,18.82,5.21,6.0,9,0.0,0,2016,1.78488372093023,8.5
0.0,0,70944,0.0,0.0,Corinthians,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,True,8.4,6.64,mei,16.48,-2.34,5.0,10,0.0,0,2016,1.86091954022988,10.58
0.0,0,70944,0.0,0.0,Corinthians,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,0.0,True,4.7,6.46,mei,16.03,-0.45,3.0,11,0.0,0,2016,1.8931818181818203,10.48
0.0,0,70944,0.0,0.0,Corinthians,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,0.0,True,-0.9,5.85,mei,14.8,-1.23,1.0,12,0.0,0,2016,1.86179775280899,8.96
0.0,0,70944,0.0,0.0,Corinthians,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,True,8.6,6.06,mei,16.53,1.73,6.0,13,0.0,0,2016,1.9366666666666699,9.66
0.0,0,70944,0.0,0.0,Corinthians,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,0.0,True,6.0,6.06,mei,16.35,-0.18,3.0,14,0.0,0,2016,1.98131868131868,5.36
0.0,0,70944,0.0,0.0,Corinthians,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,21.0,1.0,0.0,True,17.4,6.82,mei,19.07,2.72,6.0,15,0.0,0,2016,2.14891304347826,7.16
0.0,0,70944,0.0,0.0,Corinthians,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,True,2.9,6.58,mei,16.64,-2.43,1.0,16,0.0,0,2016,2.1569892473118304,6.8
0.0,0,70944,0.0,0.0,Corinthians,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,0.0,True,4.9,6.48,mei,17.14,0.5,4.0,17,0.0,0,2016,2.18617021276596,7.96
0.0,0,70944,0.0,0.0,Corinthians,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,True,1.4,6.2,mei,16.24,-0.9,0.0,18,0.0,0,2016,2.1778947368421,6.52
0.0,0,70944,0.0,0.0,Corinthians,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,0.0,True,5.7,6.17,mei,17.41,1.17,3.0,19,0.0,0,2016,2.21458333333333,6.46
0.0,0,70944,0.0,0.0,Corinthians,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,True,1.2,5.92,mei,16.44,-0.97,0.0,20,0.0,0,2016,2.20412371134021,3.22
0.0,0,70944,0.0,0.0,Corinthians,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,0.0,True,-0.4,5.62,mei,16.26,-0.18,0.0,21,0.0,0,2016,2.17755102040816,2.56
0.0,Bruno Henrique,70944,0.0,0.0,Palmeiras,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,1.4,1.4,mei,8.98,-2.02,1.0,11,0.0,Provável,2017,2.08543689320388,0.28
0.0,Bruno Henrique,70944,0.0,0.0,Palmeiras,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,True,5.0,3.2,mei,9.78,0.8,3.0,12,0.0,Provável,2017,2.11346153846154,1.28
0.0,Bruno Henrique,70944,0.0,0.0,Palmeiras,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,True,2.1,2.83,mei,9.34,-0.44,1.0,13,0.0,Provável,2017,2.11333333333333,1.7
0.0,0,70951,1.0,0.0,Palmeiras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,True,2.7,2.7,gol,1.65,0.65,0.0,4,1.0,0,2014,0.54,0.54
0.0,0,70951,0.0,0.0,Palmeiras,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,True,14.0,8.35,gol,5.31,3.66,0.0,5,1.0,0,2014,2.78333333333333,3.34
0.0,0,70951,0.0,0.0,Palmeiras,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,True,9.0,8.57,gol,5.81,0.5,0.0,6,1.0,0,2014,3.6714285714285695,5.14
0.0,0,70951,0.0,0.0,Palmeiras,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,True,5.0,7.68,gol,5.71,-0.1,0.0,7,0.0,0,2014,3.8375,6.14
0.0,0,70951,0.0,0.0,Palmeiras,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,True,-3.5,5.44,gol,3.97,-1.74,0.0,8,0.0,0,2014,3.0222222222222204,5.44
0.0,0,70951,0.0,0.0,Palmeiras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,True,5.0,5.37,gol,5.58,1.61,0.0,9,1.0,0,2014,3.22,5.9
0.0,0,70951,0.0,0.0,Palmeiras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,True,-4.0,4.03,gol,3.97,-1.61,0.0,10,0.0,0,2014,2.56363636363636,2.3
0.0,0,70951,0.0,0.0,Palmeiras,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,True,-0.5,3.46,gol,4.39,0.42,0.0,11,0.0,0,2014,2.30833333333333,0.4
0.0,0,70951,0.0,0.0,Palmeiras,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,True,5.5,3.69,gol,5.57,1.18,0.0,12,0.0,0,2014,2.55384615384615,0.5
0.0,0,70951,0.0,0.0,Palmeiras,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,True,1.0,3.42,gol,4.93,-0.64,0.0,13,0.0,0,2014,2.44285714285714,1.4
0.0,0,70951,0.0,0.0,Palmeiras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,1.0,0.0,True,-4.3,2.9,gol,4.09,-1.69,0.0,15,0.0,0,2014,2.18125,1.34
0.0,0,70951,0.0,0.0,Palmeiras,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,13.0,0.0,0.0,True,5.0,3.06,gol,5.63,1.54,0.0,16,0.0,0,2014,2.34705882352941,2.44
0.0,0,70951,0.0,0.0,Palmeiras,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,True,7.0,3.45,gol,6.45,0.54,0.0,18,0.0,0,2014,2.7315789473684196,3.54
0.0,0,70951,0.0,0.0,Palmeiras,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,1.0,0.0,True,0.7,3.28,gol,5.39,-1.06,0.0,19,0.0,0,2014,2.63,2.68
0.0,0,70951,0.0,0.0,Palmeiras,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,True,11.0,3.73,gol,7.42,2.03,0.0,20,1.0,0,2014,3.0285714285714302,5.74
0.0,0,70951,0.0,0.0,Palmeiras,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,18.0,0.0,0.0,True,-2.5,3.38,gol,5.15,-2.27,0.0,21,0.0,0,2014,2.77727272727273,4.24
0.0,Léo Cittadini,70986,0.0,0.0,Santos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,0.0,0.0,mei,3.54,-1.46,0.0,1,0.0,Nulo,2017,0.7734177215189871,0.68
0.0,Léo Cittadini,70986,0.0,0.0,Santos,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,True,-0.5,-0.25,mei,2.62,-0.92,0.0,9,0.0,Nulo,2017,0.696551724137931,-0.1
0.0,0,71042,0.0,0.0,Sport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,1.7,1.7,mei,3.56,0.56,1.0,1,0.0,0,2014,0.85,1.0
0.0,0,71042,0.0,0.0,Sport,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,True,0.1,0.9,mei,3.12,-0.44,0.0,4,0.0,0,2014,0.36,0.36
