"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","PE","RB","SG","I","G","FT","GC","CV","DD","GS","PP","DP"
"503","Roberto Junior Fernández Torres","Gatito Fernández","https://s.glbimg.com/es/sde/f/2017/04/17/f87ed5808d28ef2d0446cae72617f143_FORMATO.png",74061,31,"BOT","gol","Provável",4.7,19.86,0.51,5.04,24,"Botafogo",NA,2,NA,NA,NA,4,22,NA,9,NA,NA,NA,NA,NA,36,26,NA,4
"504","Alejandro Abraham Guerra Morales","Alejandro Guerra","https://s.glbimg.com/es/sde/f/2017/02/19/fa873321a36da270244cf230ac534a50_FORMATO.png",74213,31,"PAL","mei","Nulo",0,13.03,0,4.91,16,"Palmeiras",3,3,24,8,9,28,58,19,NA,3,5,NA,NA,NA,NA,NA,NA,NA
"505","José Élber Pimentel da Silva","Élber","https://s.glbimg.com/es/sde/f/2016/04/29/26c6c8beefa35a5684da137e0e90f6dc_FORMATO.png",74140,31,"CRU","mei","Nulo",0,4.77,0,2.28,17,"Cruzeiro",NA,NA,4,6,9,24,24,8,NA,3,1,1,NA,NA,NA,NA,NA,NA
"506","Jorge de Moura Xavier","Jorginho","https://s.glbimg.com/es/sde/f/2017/04/28/24064c0ab4f724a2a4252d37f02b7223_FORMATO.png",77544,31,"ATL","mei","Suspenso",1.5,5.66,-0.27,1.84,29,"Atlético-GO",1,3,48,4,12,63,100,33,NA,6,2,NA,NA,1,NA,NA,NA,NA
"507","Thomás Jaguaribe Bedinelli","Thomás","https://s.glbimg.com/es/sde/f/2017/06/13/bac4f7b0e6270fedb590658d950365b2_FORMATO.png",77551,31,"SPO","mei","Nulo",1.2,6.07,0.01,2.28,11,"Sport",NA,1,11,2,2,16,11,10,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"508","Yago Fernando da Silva","Yago","https://s.glbimg.com/es/sde/f/2017/05/02/30bd8e94c27dbf6a20661d6027251a81_FORMATO.png",77500,31,"PON","zag","Provável",5,5.68,0.52,3.97,3,"Ponte Preta",NA,NA,1,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","Rodrigo da Rosa Milanez","Rodrigo Milanez","https://s.glbimg.com/es/sde/f/2017/08/22/68eb2d451977c45881e0bf3f6820894c_FORMATO.png",77555,31,"ATL","zag","Nulo",0,2,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","José Paolo Guerrero Gonzales","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2017/08/16/aec506211b5663eb0569825b5aee6db6_FORMATO.jpeg",75295,31,"FLA","ata","Suspenso",0,11.33,0,4.12,19,"Flamengo",3,4,67,14,23,48,45,14,NA,15,6,NA,NA,NA,NA,NA,NA,NA
"511","Rildo de Andrade Felicissimo","Rildo","https://s.glbimg.com/es/sde/f/2017/09/05/414cc739934721ba0e4da731953eaed8_FORMATO.png",73635,31,"COR","ata","Provável",2.1,9.19,-1.39,4.21,28,"Coritiba",2,3,32,7,7,103,77,27,NA,8,6,NA,NA,NA,NA,NA,NA,NA
"512","Leandro da Silva","Leandro Silva","https://s.glbimg.com/es/sde/f/2017/04/28/c86a46095a1f0ab0e29d11fbbb7e80a1_FORMATO.png",77529,31,"AVA","lat","Provável",13.3,10.79,1.76,3.9,30,"Avaí",3,2,46,7,11,26,122,51,10,3,1,NA,NA,1,NA,NA,NA,NA
"513","Jonathan Copete Valencia","Copete","https://s.glbimg.com/es/sde/f/2017/05/02/38284b2eba393aa675069aff35def330_FORMATO.png",77959,31,"SAN","ata","Nulo",-0.5,6.07,-0.7,2.48,25,"Santos",1,4,33,10,19,28,70,18,NA,11,5,NA,NA,NA,NA,NA,NA,NA
"514","Arnaldo Manoel de Almeida","Arnaldo","https://s.glbimg.com/es/sde/f/2017/05/19/ff6d87578b92fff5c4d0ff68a60fc859_FORMATO.png",78497,31,"BOT","lat","Provável",8.5,10.28,0.5,4.73,23,"Botafogo",1,3,30,2,1,37,64,49,8,1,NA,NA,NA,NA,NA,NA,NA,NA
"515","Eugenio Esteban Mena Reveco","Mena","https://s.glbimg.com/es/sde/f/2017/08/30/e9a35f97b25633d955a04d16691d85de_FORMATO.png",77967,31,"SPO","lat","Provável",2,5.89,-0.38,4.46,18,"Sport",4,6,33,2,2,19,45,40,4,4,1,NA,NA,1,NA,NA,NA,NA
"516","César Bernardo Dutra","César","https://s.glbimg.com/es/sde/f/2017/04/24/8a28cbc657b6535a81d1cbad583afa48_FORMATO.png",78086,31,"FLA","gol","Nulo",0,3,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","Madson Ferreira dos Santos","Madson","https://s.glbimg.com/es/sde/f/2017/04/06/e6c07b2728a78e64ae8c1ed0d4ce9d6a_FORMATO.png",78077,31,"VAS","lat","Provável",7.3,4.89,1.05,3.1,14,"Vasco",1,2,12,NA,2,18,39,12,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"518","Bruno Brígido de Oliveira","Bruno Brígido","https://s.glbimg.com/es/sde/f/2017/04/24/9375fdbbdc6ab66a27f8b4860036ebc1_FORMATO.png",77556,31,"COR","gol","Nulo",0,3.48,0,-2,1,"Coritiba",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","Gustavo Henrique Vernes","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2017/05/02/ebaacf4dc046774b9b9f3003c35ba254_FORMATO.png",78248,31,"SAN","zag","Contundido",0,6,0,5.7,2,"Santos",NA,NA,4,2,1,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","Douglas Ricardo Grolli","Douglas Grolli","https://s.glbimg.com/es/sde/f/2017/04/24/ef04c0af64af6a9173d17eb922ff55e4_FORMATO.png",78407,31,"CHA","zag","Provável",0,5.65,0,0.7,17,"Chapecoense",NA,8,38,NA,1,4,26,15,4,3,1,NA,NA,NA,NA,NA,NA,NA
"521","Marcos de Paula Dutra","Marcos","https://s.glbimg.com/es/sde/f/2017/04/27/f3d654b20ab83c212a2a18dab411b2e0_FORMATO.png",78495,31,"ATL","gol","Provável",14,4.44,0.44,5.79,10,"Atlético-GO",NA,1,NA,NA,NA,1,2,NA,2,NA,NA,NA,NA,NA,20,12,NA,2
"522","Willian Souza Arão da Silva","Willian Arão","https://s.glbimg.com/es/sde/f/2017/08/22/283b47a1bbb66d81e0b2118ce53853f1_FORMATO.jpeg",78478,31,"FLA","mei","Provável",4.8,9.76,-0.27,3.82,24,"Flamengo",2,2,24,4,4,18,57,52,NA,2,1,1,NA,NA,NA,NA,NA,NA
"523","Edigar Junio Teixeira Lima ","Edigar Junio","https://s.glbimg.com/es/sde/f/2017/07/28/8fb3bca6fb3b7df0b863748403f1b763_FORMATO.png",74271,31,"BAH","ata","Provável",11.5,10.91,0.6,4.14,19,"Bahia",1,1,24,9,5,31,40,12,NA,1,6,1,NA,NA,NA,NA,NA,NA
"524","Jean Mota Oliveira de Sousa","Jean Mota","https://s.glbimg.com/es/sde/f/2017/05/02/6f250e3510eb4a5cf33223d20befd72c_FORMATO.png",78548,31,"SAN","mei","Suspenso",-2.2,5.03,-0.56,3.44,25,"Santos",3,3,18,7,10,31,74,42,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"525","Renê Rodrigues Martins","Renê","https://s.glbimg.com/es/sde/f/2017/08/22/99c083a6ab42125b85a679e552eea687_FORMATO.jpeg",78445,31,"FLA","lat","Nulo",0,6.71,0,3.94,12,"Flamengo",NA,1,17,1,2,11,37,27,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","Gabriel Bordinhão Gasparotto","Gabriel Gasparotto","https://s.glbimg.com/es/sde/f/2016/06/28/e51699e690f5560939a50fdbb0077328_FORMATO.jpeg",78839,31,"SAN","gol","Nulo",0,2,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","Bryan Silva Garcia","Bryan","https://s.glbimg.com/es/sde/f/2016/05/25/5b9b24c19e03fc40d70c6a4523ef44ae_FORMATO.png",78632,31,"CRU","lat","Nulo",0,4.49,0,2.22,5,"Cruzeiro",NA,1,5,1,1,5,13,4,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"528","Reinaldo Manoel da Silva","Reinaldo","https://s.glbimg.com/es/sde/f/2017/04/25/e786acca731a4a88d0504f8b3802f4d8_FORMATO.png",78850,31,"CHA","lat","Provável",3.1,13.09,-1.68,5.33,26,"Chapecoense",5,6,37,8,12,21,114,47,8,1,4,NA,NA,NA,NA,NA,NA,NA
"529","Pedro Henrique de Castro Silva","Pedro Castro","https://s.glbimg.com/es/sde/f/2017/06/09/95ff53b7b15a7d6719bae7807804fc39_FORMATO.png",78840,31,"AVA","mei","Provável",11,4.73,1.2,2.07,26,"Avaí",1,2,30,4,14,37,60,23,NA,3,2,NA,NA,NA,NA,NA,NA,NA
"530","Ramiro Moschen Benetti","Ramiro","https://s.glbimg.com/es/sde/f/2017/04/23/01565939c1e8813f9c1cc7cf9faeb903_FORMATO.png",78715,31,"GRE","mei","Nulo",0,15.14,0,3.65,21,"Grêmio",3,5,41,12,13,32,81,24,NA,3,5,NA,NA,NA,NA,NA,NA,NA
"531","Thiago dos Santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2017/04/18/2d51cc56ccd1291d116060e00ca663b6_FORMATO.png",78855,31,"PAL","mei","Dúvida",0,6.03,0,2.86,20,"Palmeiras",NA,4,47,NA,3,29,30,48,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"532","Douglas Alan Schuck Friedrich","Douglas Friedrich","https://s.glbimg.com/es/sde/f/2017/04/25/f36c749de572dbbaf8a43b8b71309942_FORMATO.png",78584,31,"AVA","gol","Provável",-1,8.96,-0.09,6.83,22,"Avaí",NA,2,2,NA,NA,9,1,NA,9,NA,NA,NA,NA,NA,49,24,NA,1
"533","Marcos Antônio Almeida Silva","Marcão Silva","https://s.glbimg.com/es/sde/f/2017/04/27/1fdbc57e3b15e752149d530d7425e5d3_FORMATO.png",78856,31,"ATL","mei","Dúvida",8.2,8.27,0.77,3.57,17,"Atlético-GO",NA,5,27,NA,4,15,31,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","Leandro Marcos Pereira","Leandro Pereira","https://s.glbimg.com/es/sde/f/2017/02/22/377457c54b890731e2cfdb9013dc7397_FORMATO.png",78968,31,"SPO","ata","Nulo",0,5.86,0,2.3,2,"Sport",NA,NA,NA,1,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","Marinaldo dos Santos Oliveira","Naldo","https://s.glbimg.com/es/sde/f/2017/05/02/466546b7c0d2a31683ba60341c08ef34_FORMATO.png",78897,31,"PON","mei","Suspenso",4.2,7.35,0.64,2.92,18,"Ponte Preta",NA,6,30,1,5,11,37,42,NA,3,2,NA,NA,1,NA,NA,NA,NA
"536","Eduardo Henrique da Silva","Eduardo Henrique","https://s.glbimg.com/es/sde/f/2017/05/10/45db49dd3d8dceb223dc6d2afdf72801_FORMATO.png",78994,31,"ATL","mei","Nulo",0,3.22,0,3.05,11,"Atlético-PR",NA,1,20,3,1,11,23,16,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"537","Moisés Ribeiro Santos","Moisés Ribeiro","https://s.glbimg.com/es/sde/f/2017/04/25/c7b046cc3c9a420d4047bb8d6d4b6570_FORMATO.png",78991,31,"CHA","mei","Provável",-0.4,3.11,0.12,1.17,16,"Chapecoense",NA,7,39,NA,3,25,33,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","William Augusto Alves Conserva","William Alves","https://s.glbimg.com/es/sde/f/2017/08/08/eb4348a74110c5ac475fc0be6f1b2cd3_FORMATO.png",79032,31,"ATL","zag","Provável",-2.3,1.42,-1.1,0.39,11,"Atlético-GO",NA,1,11,NA,2,3,14,6,3,2,NA,NA,1,1,NA,NA,NA,NA
"539","Petros Mateus dos Santos Araújo","Petros","https://s.glbimg.com/es/sde/f/2017/07/26/76e3ac62bea2e73cc7ef41c4584caa71_FORMATO.png",78891,31,"SAO","mei","Provável",10.2,12.17,1.21,4.44,21,"São Paulo",1,2,36,NA,2,52,67,54,NA,1,1,1,NA,NA,NA,NA,NA,NA
"540","Alex Roberto Santana Rafael ","Alex Muralha","https://s.glbimg.com/es/sde/f/2017/04/24/3fb41a018fb2c9084cb4800fba9b6607_FORMATO.png",79066,31,"FLA","gol","Nulo",0,5.11,0,3.58,6,"Flamengo",NA,NA,1,NA,NA,3,5,NA,3,NA,NA,NA,NA,NA,5,4,NA,NA
"541","Luiz Felipe do Nascimento dos Santos","Luiz Felipe","https://s.glbimg.com/es/sde/f/2017/05/02/3b3fe001039a93d9ea75e58f817381cf_FORMATO.png",79035,31,"SAN","zag","Nulo",0,3.62,0,2.05,2,"Santos",NA,1,1,NA,NA,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","Tiago Pagnussat","Tiago ","https://s.glbimg.com/es/sde/f/2017/07/28/9fb65a9e8f5831d924c08c76337f8967_FORMATO.png",79042,31,"BAH","zag","Provável",-1.3,9.04,-1.24,2.63,28,"Bahia",NA,7,36,4,2,30,45,22,9,6,2,1,NA,NA,NA,NA,NA,NA
"543","Antonio Thomaz Santos de Barros","Thomaz","https://s.glbimg.com/es/sde/f/2017/04/28/df8a959dc2f3885176d2c02e5d69a246_FORMATO.png",79041,31,"SAO","mei","Nulo",0,4.32,0,2.41,10,"São Paulo",1,1,12,1,3,8,6,9,NA,3,1,NA,NA,NA,NA,NA,NA,NA
"544","Ricardo César Dantas da Silva","Ricardo Silva","https://s.glbimg.com/es/sde/f/2017/04/27/e409f5c1c4551cf8457b204abc422a73_FORMATO.png",79334,31,"ATL","zag","Nulo",0,2.94,0,0.28,4,"Atlético-GO",NA,1,8,NA,2,1,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","Gabriel Girotto Franco","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/19/a258f3bd57275dfde4062d53fea35126_FORMATO.png",78605,31,"COR","mei","Provável",5.3,8.78,0.48,3.15,26,"Corinthians",NA,5,33,5,2,29,53,57,NA,NA,1,1,NA,1,NA,NA,NA,NA
"546","Joeliton Lima Santos","Mansur","https://s.glbimg.com/es/sde/f/2016/07/05/885bc2c7afe242e7ce810bccdccd27cc_FORMATO.png",79553,31,"ATL","lat","Nulo",0,5,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","Lucas Silva Borges","Lucas Silva","https://s.glbimg.com/es/sde/f/2017/04/06/f4598cc08e1804689d22d338ac6f7d9b_FORMATO.png",79701,31,"CRU","mei","Provável",-0.3,4.55,-0.26,1.24,16,"Cruzeiro",2,3,23,1,4,12,36,20,NA,1,NA,NA,NA,1,NA,NA,NA,NA
"548","Jadson Alves dos Santos","Jadson","https://s.glbimg.com/es/sde/f/2017/05/02/e17a729351ce9e086c7f6fdaf907c355_FORMATO.png",80129,31,"PON","mei","Provável",0,3.59,0,1.34,18,"Ponte Preta",NA,3,19,1,4,21,29,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","Helton Brant Aleixo Leite","Helton Leite","https://s.glbimg.com/es/sde/f/2016/05/20/5fd57defcef29c5cd30495ee3eb4e67f_FORMATO.png",79973,31,"BOT","gol","Nulo",0,3.32,0,1,1,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
"550","Brenner Marlos Varanda de Oliveira","Brenner","https://s.glbimg.com/es/sde/f/2017/07/21/eba301f5c887ff5cf7a3f94b5f6eb918_FORMATO.png",80080,31,"BOT","ata","Provável",1.6,6.72,-1.23,4.41,12,"Botafogo",1,NA,18,1,8,14,11,6,NA,7,5,NA,NA,NA,NA,NA,NA,NA
"551","Odair Souza ","Nenén","https://s.glbimg.com/es/sde/f/2017/04/25/cf7dd5cb7c3b2349fc0a5145f894f495_FORMATO.png",79892,31,"CHA","mei","Nulo",0,2.45,0,1.37,7,"Chapecoense",NA,NA,2,2,1,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","Fabiano Leissmann","Fabiano","https://s.glbimg.com/es/sde/f/2017/04/18/ccce9b9aad578e5dc82e1d75b816fa25_FORMATO.png",79887,31,"PAL","lat","Nulo",0,4.32,0,1.14,5,"Palmeiras",NA,NA,3,1,2,1,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","Luiz Ricardo Alves","Sassá","https://s.glbimg.com/es/sde/f/2017/06/22/e7d5b223d7908854c81e04f0e7e0fcc0_FORMATO.png",79578,31,"CRU","ata","Contundido",0,7.43,0,3.75,15,"Cruzeiro",NA,2,32,4,6,25,10,12,NA,13,6,NA,NA,NA,NA,NA,1,NA
"554","Nadson da Silva Almeida","Nadson","https://s.glbimg.com/es/sde/f/2017/04/25/9c0263cf980f89da4cca8b6bc120585f_FORMATO.png",80140,31,"CHA","mei","Contundido",1.7,0.9,0.14,0.37,4,"Chapecoense",NA,NA,1,NA,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","Matheus Mancini","Matheus Mancini","https://s.glbimg.com/es/sde/f/2017/05/19/5bca9708b9e4c88d08f62e3935fe8cb4_FORMATO.png",80124,31,"ATL","zag","Nulo",0,1.6,0,0.16,5,"Atlético-MG",NA,2,10,NA,2,2,9,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","Marcos Junio Lima dos Santos","Marcos Junior","https://s.glbimg.com/es/sde/f/2017/07/25/0ff5aea8f677cff80e0a7a93745453e5_FORMATO.png",80188,31,"FLU","ata","Provável",2.1,2.88,0,0.84,17,"Fluminense",NA,4,11,2,5,17,21,8,NA,3,1,NA,NA,NA,NA,NA,NA,NA
"557","Glaybson Yago Souza Lisboa","Yago Pikachu","https://s.glbimg.com/es/sde/f/2017/04/24/3021726139e41d1a3fe9ada22058c738_FORMATO.png",80196,31,"VAS","lat","Nulo",10.5,10.74,1.58,4.35,20,"Vasco",2,2,18,8,4,25,41,17,7,2,2,NA,NA,NA,NA,NA,NA,NA
"558","Cleberson Martins de Souza","Cleberson","https://s.glbimg.com/es/sde/f/2017/04/23/91e18bf15401259ce1466dbccb56d6ae_FORMATO.png",80281,31,"ATL","zag","Nulo",0,2.69,0,-1.2,1,"Atlético-PR",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","Rodinei Marcelo de Almeida","Rodinei","https://s.glbimg.com/es/sde/f/2017/08/22/3d68a6ab1db666a905e96248e4bcd4d9_FORMATO.jpeg",73992,31,"FLA","lat","Nulo",0,9.43,0,4.28,15,"Flamengo",3,2,22,3,3,11,30,13,6,1,2,NA,NA,1,NA,NA,NA,NA
"560","Arthur Caíke do Nascimento Cruz","Arthur ","https://s.glbimg.com/es/sde/f/2017/04/24/56939ae4c18f332e1a3bb20305de4f33_FORMATO.png",80337,31,"CHA","ata","Provável",1.2,11.08,-1.14,4.7,28,"Chapecoense",6,5,47,16,23,55,61,28,NA,10,6,1,NA,NA,NA,NA,NA,NA
"561","Lucas Fonseca da Silva","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2017/07/28/2ee15f7fbeefac55e5b773d1cd8ffa0a_FORMATO.png",80189,31,"BAH","zag","Provável",0.7,5.46,-0.13,2.66,25,"Bahia",1,4,13,2,2,26,44,22,8,NA,NA,NA,NA,1,NA,NA,NA,NA
"562","Alejandro Ariel Cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2017/04/22/6b0dea43cdbaa38c369c09b3e7b75700_FORMATO.png",80363,31,"CRU","mei","Contundido",0,5.29,0,1.69,13,"Cruzeiro",NA,4,16,NA,8,23,55,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","Matheus Caldeira Vidotto de Oliveira","Matheus Vidotto","https://s.glbimg.com/es/sde/f/2017/04/23/0469f80ea84703c3178371ab0fa1dd2f_FORMATO.png",80286,31,"COR","gol","Nulo",0,3,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","Johnath Marlone Azevedo da Silva","Marlone","https://s.glbimg.com/es/sde/f/2017/04/25/744a27f04385f2906d5982a7dad3445b_FORMATO.png",80944,31,"ATL","mei","Nulo",0,5.48,0,0.92,12,"Atlético-MG",NA,2,9,3,4,8,37,4,NA,4,2,NA,NA,NA,NA,NA,NA,NA
"565","Edson Felipe da Cruz","Edson","https://s.glbimg.com/es/sde/f/2017/07/28/848d6125a9c369432280eafad030d57a_FORMATO.png",80370,31,"BAH","mei","Contundido",0,15.07,0,5.38,17,"Bahia",2,3,29,3,12,22,29,51,NA,3,1,NA,NA,1,NA,NA,NA,NA
"566","Luan Garcia Teixeira","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/21b43228acd34549ca343f42576f7632_FORMATO.png",80692,31,"PAL","zag","Nulo",0,5.91,0.28,2.35,15,"Palmeiras",NA,3,18,1,5,12,14,17,4,NA,NA,NA,NA,1,NA,NA,NA,NA
"567","Pedro Tonon Geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2017/04/23/e509769d9e394ef42a8681bfdacc8283_FORMATO.png",80853,31,"GRE","zag","Provável",0,13.85,0,6.78,17,"Grêmio",2,4,13,3,5,12,42,41,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","Mayke Rocha de Oliveira","Mayke","https://s.glbimg.com/es/sde/f/2017/05/19/0c4040195eb2210f37198e62876f4dc1_FORMATO.png",81150,31,"PAL","lat","Provável",3.3,7.63,-0.42,3.51,22,"Palmeiras",1,3,36,NA,2,11,56,35,8,3,1,NA,NA,NA,NA,NA,NA,NA
"569","Michael Vinicius Silva de Morais","Michael","https://s.glbimg.com/es/sde/f/2017/05/04/c43b96f2a0e0c8a8006defaedc1db2ee_FORMATO.png",80537,31,"FLU","ata","Nulo",0,2,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","Wanderson Carvalho de Oliveira","Wanderson","https://s.glbimg.com/es/sde/f/2017/04/27/a7b0a15537c943f557f8fb73d8a9171b_FORMATO.png",80373,31,"ATL","lat","Nulo",0,4,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","Antônio Carlos Cunha Capocasali Júnior","Antônio Carlos ","https://s.glbimg.com/es/sde/f/2017/04/18/5b3fcb4c6c1625d8e38d933619f9e42a_FORMATO.png",79702,31,"PAL","zag","Nulo",0,3.05,0,0.92,4,"Palmeiras",NA,1,2,1,1,4,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","Thallyson Augusto Tavares Dias","Thallyson","https://s.glbimg.com/es/sde/f/2017/06/07/cd71ce4201f13139db63ac6e182e85a7_FORMATO.png",81219,31,"VIT","lat","Contundido",0,0.96,0,0.87,6,"Vitória",NA,1,5,NA,1,3,20,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","Lucas Rafael Araujo Lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2017/05/02/acb1d4777b6e76d3ca67054da81d0c42_FORMATO.png",80583,31,"SAN","mei","Provável",-3.7,3.38,-3.2,2.02,21,"Santos",4,11,38,8,8,61,110,26,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"574","Ezequiel Jacinto de Biasi","Ezequiel ","https://s.glbimg.com/es/sde/f/2017/04/23/059f269b9ef5b88550eb9899af203b7b_FORMATO.png",80318,31,"CRU","lat","Provável",5,6.09,0.83,2.49,18,"Cruzeiro",1,5,27,2,3,15,41,23,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","Oswaldo José Henríquez Bocanegra","Oswaldo Henríquez","https://s.glbimg.com/es/sde/f/2016/05/01/49c33afe8104b8c052fd2c593fca02e5_FORMATO.png",81241,31,"SPO","zag","Provável",2.9,5.41,0.84,3.46,16,"Sport",NA,5,21,3,5,8,24,31,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","José Henrique da Silva Dourado","Henrique Dourado","https://s.glbimg.com/es/sde/f/2017/07/25/74fe5365c7b46c57003665b15a0d770a_FORMATO.png",81905,31,"FLU","ata","Provável",0.3,20.74,-1.52,5.6,24,"Fluminense",2,5,65,14,12,48,63,9,NA,8,16,NA,NA,NA,NA,NA,NA,NA
"577","Frickson Rafael  Erazo Vivero","Erazo","https://s.glbimg.com/es/sde/f/2017/04/03/a0b75e2777a8e1b1844e5f2ff9caa182_FORMATO.png",81223,31,"ATL","zag","Nulo",0,3.98,0,0.15,2,"Atlético-MG",NA,1,3,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","Juan Ramón Cazares Sevillano","Cazares","https://s.glbimg.com/es/sde/f/2017/04/03/6ccb564ce56c9f6aad79040ab5f8f570_FORMATO.png",81682,31,"ATL","mei","Provável",-0.6,8.26,-1.23,3.02,26,"Atlético-MG",8,NA,22,17,24,11,84,9,NA,1,3,NA,NA,NA,NA,NA,1,NA
"579","Andrés Lorenzo Ríos","Andrés Ríos","https://s.glbimg.com/es/sde/f/2017/07/11/a3b10554f6896bd025dfd3eaf5f9ce80_FORMATO.png",81684,31,"VAS","ata","Dúvida",1.1,3.97,-0.12,2.9,10,"Vasco",1,1,23,2,6,15,22,12,NA,2,2,NA,NA,1,NA,NA,NA,NA
"580","Wellington Simião","Wellington Simião","https://s.glbimg.com/es/sde/f/2017/05/17/952fdde5f058594fa74d531f91c1abf3_FORMATO.png",81903,31,"AVA","mei","Nulo",0,2.55,0,1.14,26,"Avaí",NA,3,22,3,9,32,43,10,NA,3,2,1,NA,NA,NA,NA,NA,NA
"581","Osman de Menezes Venâncio Junior","Osman","https://s.glbimg.com/es/sde/f/2017/04/25/f608122b61891f2ab13ba0015367cfb5_FORMATO.png",81898,31,"CHA","ata","Nulo",0,2.99,0,1.23,7,"Chapecoense",1,2,5,NA,4,1,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"582","Alisson Euler de Freitas Castro","Alisson","https://s.glbimg.com/es/sde/f/2017/04/22/b5d1b28ec393ae2be2fba2b5dffe9ce9_FORMATO.png",81845,31,"CRU","mei","Dúvida",0,13.13,0,4.46,20,"Cruzeiro",5,1,25,9,12,39,57,25,NA,4,1,3,NA,NA,NA,NA,NA,NA
"583","Lucas de Figueiredo Crispim","Lucas Crispim","https://s.glbimg.com/es/sde/f/2016/05/01/f060208d1a949d93507611b7e4fbd24b_FORMATO.png",88597,31,"SAN","mei","Nulo",0,2.39,0,0.4,3,"Santos",NA,NA,2,1,NA,4,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"584","Vitor Prada Macaneiro","Vitor Prada","https://s.glbimg.com/es/sde/f/2015/07/22/038dbc80052b6760a2b49d76733db416_FORMATO.jpeg",81094,31,"AVA","gol","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
