"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","FC","FS","PE","RB","SG","CV","FD","FF","G","I","PP","FT","DD","GS","GC","DP"
"415","Andrei Girotto","Andrei Girotto","https://s.glbimg.com/es/sde/f/2017/04/24/75c120b3c827f138e9e79637c43a710f_FORMATO.png",83683,18,"CHA","mei","Provável",-0.9,4.75,0.08,1.94,16,"Chapecoense",2,7,42,17,33,22,NA,NA,5,11,1,1,NA,NA,NA,NA,NA,NA
"416","Thiago Martins Bueno","Thiago Martins","https://s.glbimg.com/es/sde/f/2017/04/18/b86553b5909b0a40f413b27a550ececd_FORMATO.png",83615,18,"PAL","zag","Contundido",0,5,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","Rómulo Otero Vásquez","Otero","https://s.glbimg.com/es/sde/f/2017/04/03/9fe40eece7847c6e2d8feca1248f43a9_FORMATO.png",83004,18,"ATL","mei","Provável",-1.1,5.98,-0.5,1.29,10,"Atlético-MG",NA,4,8,17,7,6,NA,NA,2,9,NA,NA,NA,NA,NA,NA,NA,NA
"418","Neilton Meira Mestzk","Neilton","https://s.glbimg.com/es/sde/f/2017/06/22/68ef88732dd29a754b0a2fb92136a10c_FORMATO.png",83772,18,"VIT","ata","Provável",12.9,7.92,0.86,3.62,12,"Vitória",3,1,17,17,25,5,NA,NA,2,5,3,NA,NA,NA,NA,NA,NA,NA
"419","Diego Barbosa Tavares","Diego Tavares","https://s.glbimg.com/es/sde/f/2017/05/17/c261da9d51b45bfbc208b291429eb1f8_FORMATO.png",83869,18,"AVA","lat","Nulo",0,6.2,0,3,10,"Avaí",NA,NA,9,13,15,6,4,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA
"420","Leonardo Pinheiro da Conceição","Léo","https://s.glbimg.com/es/sde/f/2017/07/25/a991dde92eec83e89482b3d11115669f_FORMATO.png",85626,18,"FLU","lat","Dúvida",0,3.21,0,1.48,13,"Fluminense",1,2,24,7,28,12,1,NA,2,1,1,2,NA,NA,NA,NA,NA,NA
"421","Hueglo Neris dos Santos","Neris","https://s.glbimg.com/es/sde/f/2017/05/19/d5efc40b12f0c9d9a37828480a468f75_FORMATO.png",83786,18,"SPO","zag","Contundido",0,3,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","Júlio César Czarnerski","Júlio César ","https://s.glbimg.com/es/sde/f/2017/08/01/7fd52e821c863a2418597f0e308c8c5d_FORMATO.png",83813,18,"CHA","ata","Nulo",-0.2,2.28,-0.72,-0.2,1,"Chapecoense",NA,NA,1,1,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"423","Antônio Filipe Gonzaga de Aquino","Feijão","https://s.glbimg.com/es/sde/f/2017/07/28/42cedaedc830335fd6d9306c19f33aa5_FORMATO.png",84313,18,"BAH","mei","Nulo",0,1.39,0,-0.97,4,"Bahia",NA,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","Lucas Daniel Romero","Lucas Romero","https://s.glbimg.com/es/sde/f/2017/04/22/b6fe7636fd7cb1575efdcbdfbd2dbd54_FORMATO.png",84558,18,"CRU","mei","Provável",10,9.47,1.56,3.91,17,"Cruzeiro",2,2,20,20,46,37,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA
"425","Lucas Cavalcante Silva Afonso","Lucão","https://s.glbimg.com/es/sde/f/2016/05/01/48f192fdba1691586d6a2bfd42288481_FORMATO.png",84554,18,"SAO","zag","Nulo",0,5.25,0,3.38,6,"São Paulo",NA,NA,6,5,17,5,3,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"426","Agustín Lionel Allione","Allione","https://s.glbimg.com/es/sde/f/2017/07/28/6812735b40cc133a5014b3d5b57d96c0_FORMATO.png",84585,18,"BAH","mei","Dúvida",0,10.25,0,2.76,12,"Bahia",4,3,9,15,41,14,NA,NA,2,1,NA,3,NA,1,NA,NA,NA,NA
"427","Claudinei dos Santos Oliveira","Claudinei Oliveira","https://s.glbimg.com/es/sde/f/2017/04/28/1e4e67f7f6051b298a7679a0b9d1d0c8_FORMATO.png",84761,18,"AVA","tec","Provável",0.11,6.98,-0.11,3,18,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","Nilton Soares Rodrigues","Niltinho","https://s.glbimg.com/es/sde/f/2017/07/05/f10b19ee0f7e394c770fa6f2348452e4_FORMATO.png",84703,18,"ATL","ata","Provável",6.3,4.92,1.24,1.96,9,"Atlético-GO",NA,NA,13,21,18,5,NA,NA,1,3,1,1,NA,NA,NA,NA,NA,NA
"429","Erik Nascimento Lima","Erik","https://s.glbimg.com/es/sde/f/2017/04/18/88bed79a8233a59ca86c67f41db42e85_FORMATO.png",84848,18,"PAL","ata","Dúvida",0,4.2,0,2.25,6,"Palmeiras",1,NA,6,5,7,6,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA
"430","Luan Peres Petroni","Luan Peres ","https://s.glbimg.com/es/sde/f/2017/06/01/3543e150d67d69e4fd1bd3112e7533b6_FORMATO.png",84847,18,"PON","zag","Nulo",0,2.16,0,1.75,2,"Ponte Preta",NA,1,1,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","Lucas Cândido Silva","Lucas Cândido","https://s.glbimg.com/es/sde/f/2017/04/03/3ce5d2322ae49cd21e272911d9992c4a_FORMATO.png",84851,18,"ATL","mei","Contundido",0,4,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","Denilson Pereira Junior","Denilson","https://s.glbimg.com/es/sde/f/2017/06/09/1733878d67ca979f4e3dabc8e12db8a0_FORMATO.png",84718,18,"SAO","ata","Nulo",6.9,3.92,1.13,2.09,9,"São Paulo",1,NA,5,9,23,3,NA,NA,4,3,1,1,NA,NA,NA,NA,NA,NA
"433","Elosman Euller Silva Cavalcanti","Euller ","https://s.glbimg.com/es/sde/f/2017/02/20/45d2685cedfee93ebf07f010f670c2ef_FORMATO.png",84890,18,"VIT","lat","Nulo",0,6.31,0,2.35,2,"Vitória",NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Alex da Silva","Alex Silva","https://s.glbimg.com/es/sde/f/2017/05/19/2b09d527bb18b6dca83703fbbe498920_FORMATO.png",84861,18,"ATL","lat","Provável",0,4.11,0,3.64,8,"Atlético-MG",3,3,21,11,20,12,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"435","Raul Prata","Raul Prata","https://s.glbimg.com/es/sde/f/2017/05/01/bc801f0b347f5e9b99972901cf4ecefd_FORMATO.png",84855,18,"SPO","lat","Nulo",0,3.71,0,3.28,4,"Sport",NA,1,5,5,16,5,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"436","Lucas Otávio Veiga Lopes","Lucas Otávio ","https://s.glbimg.com/es/sde/f/2017/04/28/c9abc289eaace4a40039be6a64b6711d_FORMATO.png",84896,18,"AVA","mei","Nulo",0,3.21,0,0.9,6,"Avaí",NA,NA,2,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","Henrique Silva Milagres","Henrique","https://s.glbimg.com/es/sde/f/2017/04/24/98783f94705be5ed728032062068f73c_FORMATO.png",84893,18,"VAS","lat","Provável",-0.4,7.56,-0.37,3.24,14,"Vasco",2,1,18,21,36,20,2,NA,3,1,NA,2,NA,NA,NA,NA,NA,NA
"438","Elder Santana Conceição","Elder Santana","https://s.glbimg.com/es/sde/f/2017/06/15/1dcf005eb752d162ab97dbe8abe498a8_FORMATO.png",84925,18,"ATL","ata","Provável",0,0.76,0,0,1,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","Jeferson de Araújo de Carvalho","Jeferson","https://s.glbimg.com/es/sde/f/2017/05/02/771b51917a7ef2187ffea3d1e0fc9277_FORMATO.png",84917,18,"PON","lat","Provável",0.5,5.29,-0.93,4.13,7,"Ponte Preta",1,2,8,3,32,8,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"440","Yago Henrique Severino dos Santos","Yago","https://s.glbimg.com/es/sde/f/2017/04/03/bd1a20fcc43bf36e13dd321aa526e278_FORMATO.png",84926,18,"ATL","mei","Provável",0,1.76,0,1.24,10,"Atlético-MG",NA,4,15,6,23,11,NA,NA,3,3,1,NA,NA,NA,NA,NA,NA,NA
"441","Marcos Felipe de Freitas Monteiro","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2017/07/25/71f2d737b67ea5f20138c4871f667000_FORMATO.png",85004,18,"FLU","gol","Nulo",0,3,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","Danilo Carvalho Barcelos","Danilo Barcelos","https://s.glbimg.com/es/sde/f/2017/07/27/d723ec6d814e9da06bc634113e22711d_FORMATO.png",84382,18,"PON","mei","Provável",2.6,5.05,0.32,0.88,4,"Ponte Preta",NA,NA,7,4,15,5,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA
"443","Raphael Guimarães de Paula","Dodô","https://s.glbimg.com/es/sde/f/2017/04/24/d75b985086acd9eb03422fe01ce0693f_FORMATO.png",84927,18,"CHA","mei","Nulo",0,3.94,0,0,1,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","Vinicius Silvestre da Costa","Vinicius Silvestre","https://s.glbimg.com/es/sde/f/2016/05/01/31d846d7d2c8a7f4d827850b61996f45_FORMATO.png",85083,18,"PAL","gol","Nulo",0,2,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","Orlando Enrique Berrío Meléndez","Berrío ","https://s.glbimg.com/es/sde/f/2017/04/24/7b390ea7b4f8d9ae25e9e72d40cf4d97_FORMATO.png",85300,18,"FLA","ata","Nulo",0,3.94,0.15,1.18,10,"Flamengo",NA,1,10,4,17,3,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA
"446","Yerry Fernando Mina González","Yerry Mina","https://s.glbimg.com/es/sde/f/2017/04/18/5d127fbc9c3d26f69de26952da18b809_FORMATO.png",85241,18,"PAL","zag","Contundido",0,14.96,0,4.14,11,"Palmeiras",1,4,19,10,29,17,4,NA,3,4,1,2,NA,NA,NA,NA,NA,NA
"447","Robert Gonçalves Santos","Robert ","https://s.glbimg.com/es/sde/f/2017/07/25/226d7cc723b857ba53068c1a96fe941d_FORMATO.png",85121,18,"FLU","mei","Nulo",0,4,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","Jonas Gomes de Sousa","Jonas","https://s.glbimg.com/es/sde/f/2017/04/24/d4c75e365c9c04af042bf7ff378d60c7_FORMATO.png",85586,18,"COR","mei","Dúvida",-0.3,7.62,-2.13,3.4,16,"Coritiba",NA,4,30,17,44,45,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
"449","Thalles Lima","Thalles","https://s.glbimg.com/es/sde/f/2017/04/24/3201728e4a68e69b6c3e6fc2f8f5b1e1_FORMATO.png",85211,18,"VAS","ata","Nulo",2.1,4.41,0.48,2.12,8,"Vasco",NA,3,12,11,9,2,NA,NA,3,6,2,1,NA,NA,NA,NA,NA,NA
"450","Judson Silva Tavares","Judson","https://s.glbimg.com/es/sde/f/2017/04/28/5423c8443b5f4d0ce027e1d31b9aa3ff_FORMATO.png",84691,18,"AVA","mei","Provável",4.8,4.62,0.72,1.02,16,"Avaí",1,5,37,11,37,23,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA
"451","Ronaldo Henrique Ferreira da Silva","Ronaldo","https://s.glbimg.com/es/sde/f/2016/05/01/2e217ce29ea48d7d573c191fa21e67d5_FORMATO.png",85149,18,"SPO","mei","Nulo",0,3.2,0,2.3,1,"Sport",NA,NA,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","Wanderson Ferreira de Oliveira","Valdívia","https://s.glbimg.com/es/sde/f/2017/05/31/6bc774b62632d57e756a9e0533fcfd85_FORMATO.png",85423,18,"ATL","mei","Provável",0,7.25,0,2.2,7,"Atlético-MG",1,NA,6,13,16,3,NA,NA,5,3,NA,1,NA,NA,NA,NA,NA,NA
"453","João Paulo Silva Martins","João Paulo","https://s.glbimg.com/es/sde/f/2017/05/02/f85d6ca954388c9c5635f0e28f95b5cf_FORMATO.png",85425,18,"SAN","gol","Nulo",0,2.97,0,10.7,1,"Santos",NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"454","Uilson Pedruzzi de Oliveira","Uilson","https://s.glbimg.com/es/sde/f/2017/04/03/f77329e6065eec16e496b8b12ad6384a_FORMATO.png",85418,18,"ATL","gol","Nulo",0,4,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","Luan Guilherme de Jesus Vieira","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/458569d2d0c260a004befc5988da9350_FORMATO.png",86759,18,"GRE","ata","Provável",0,21.66,0,7.97,14,"Grêmio",6,1,16,34,70,21,NA,NA,15,14,5,3,1,NA,NA,NA,NA,NA
"456","Artur Sérgio Batista de Souza","Artur","https://s.glbimg.com/es/sde/f/2017/05/02/5c01ab099352ecad2baaa0a00f978720_FORMATO.png",85591,18,"PON","lat","Nulo",0,4,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","Hyoran Kaue Dalmoro","Hyoran","https://s.glbimg.com/es/sde/f/2017/02/19/1ec83086a8ae2fe33a1e88113fff1ac1_FORMATO.png",85931,18,"PAL","mei","Nulo",0,2.64,0,1.35,2,"Palmeiras",NA,NA,2,1,4,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","Victor Luis Chuab Zamblauskas","Victor Luis","https://s.glbimg.com/es/sde/f/2017/04/18/9a9a735957f9522e9ffcf1664bd29a44_FORMATO.png",86410,18,"BOT","lat","Nulo",5.1,12.45,0.62,4.34,15,"Botafogo",NA,3,16,14,35,25,6,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA
"459","Daniel Correa Freitas","Daniel","https://s.glbimg.com/es/sde/f/2017/04/24/5b71e14cce546da5e531c172e54e0ce2_FORMATO.png",85629,18,"COR","mei","Contundido",0,6,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","Miguel Angel Borja Hernandez","Borja","https://s.glbimg.com/es/sde/f/2017/04/23/4b0f5cd460ee874344bfbfd4e3eef9a6_FORMATO.png",86120,18,"PAL","ata","Provável",-0.6,15.66,-0.54,2.84,10,"Palmeiras",NA,3,11,11,15,4,NA,NA,4,8,3,3,NA,NA,NA,NA,NA,NA
"461","Andrew Erik Feitosa","Morato","https://s.glbimg.com/es/sde/f/2017/04/28/773338b7d4efec23c8bd970486c9ff68_FORMATO.png",86227,18,"SAO","ata","Contundido",0,3,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","Breno Gonçalves Lopes","Breno Lopes","https://s.glbimg.com/es/sde/f/2017/05/19/68d8c5dda3ea6323520ddfd58086f176_FORMATO.png",86411,18,"ATL","lat","Nulo",0,3.86,0,2.12,9,"Atlético-GO",NA,NA,13,7,27,12,1,NA,5,4,NA,6,NA,NA,NA,NA,NA,NA
"463","Milton Mendes","Milton Mendes","https://s.glbimg.com/es/sde/f/2017/04/26/7b563b4abe14ffb25496b6fcd414bd88_FORMATO.png",86486,18,"VAS","tec","Provável",1.05,9.02,-0.14,3.39,18,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Wanderson Santos Pereira","Wanderson","https://s.glbimg.com/es/sde/f/2017/04/23/3914af8715466d38cf77d94b2c5c5685_FORMATO.png",86143,18,"ATL","zag","Dúvida",7.9,6.98,0.91,4.62,10,"Atlético-PR",NA,1,7,3,15,6,5,NA,4,NA,2,1,NA,NA,NA,NA,NA,NA
"465","Marcos da Silva França","Keno","https://s.glbimg.com/es/sde/f/2017/04/18/ab0e22f1ff91a12ce2e88a367450bf03_FORMATO.png",86485,18,"PAL","ata","Provável",2.8,6.57,-0.06,2.48,16,"Palmeiras",NA,2,12,13,37,12,NA,NA,4,5,3,2,NA,1,NA,NA,NA,NA
"466","Jandrei Chitolina Carniel","Jandrei","https://s.glbimg.com/es/sde/f/2017/05/04/e34c217d3230604bddf15c133fde3fd2_FORMATO.png",86508,18,"CHA","gol","Provável",1.5,4.56,1,0.83,18,"Chapecoense",NA,1,NA,8,17,NA,4,NA,NA,NA,NA,NA,NA,NA,20,31,NA,NA
"467","Danilo das Neves Pinheiro","Tchê Tchê","https://s.glbimg.com/es/sde/f/2016/05/20/2b96e76d6b1e3f8fc29f37d9dfe90206_FORMATO.jpeg",86686,18,"PAL","mei","Provável",0,6.09,0,0.71,14,"Palmeiras",2,3,28,12,37,15,NA,1,3,3,NA,1,NA,NA,NA,NA,NA,NA
"468","Everton Felipe de Oliveira Silva","Everton Felipe","https://s.glbimg.com/es/sde/f/2016/05/01/7c68f11162db883d1bca790a596547c2_FORMATO.png",86519,18,"SPO","mei","Provável",-1.5,4.37,-2.31,2.31,14,"Sport",2,2,22,21,81,16,NA,NA,12,7,1,2,NA,NA,NA,NA,NA,NA
"469","Jonathan Francisco Lemos","Jonathan","https://s.glbimg.com/es/sde/f/2017/04/27/f0005dbb8cf4d46b99cf08acf8949256_FORMATO.png",86713,18,"ATL","lat","Nulo",0,1.42,0,0.04,5,"Atlético-GO",NA,NA,1,2,10,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Walter Luiz Silva de Araujo","Luizão","https://s.glbimg.com/es/sde/f/2017/06/22/5b6da4a5651cbd0822f33cea7f49be63_FORMATO.png",86724,18,"COR","zag","Provável",0,0.89,0,-1.03,4,"Coritiba",NA,3,5,4,5,2,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"471","Everton Sousa Soares","Everton","https://s.glbimg.com/es/sde/f/2017/04/23/f8b4218756c0dc59793c36159228a00f_FORMATO.png",86757,18,"GRE","ata","Provável",3.2,10.38,-0.1,4.6,15,"Grêmio",1,1,6,6,14,8,NA,NA,8,8,5,1,NA,1,NA,NA,NA,NA
"472","Luís Vinícius da Silva Matos","Vinicius","https://s.glbimg.com/es/sde/f/2017/02/20/d2acf5df4ac30ffcbc7bd264583d6467_FORMATO.png",86861,18,"VIT","zag","Nulo",0,2,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","João Lucas Cardoso","João Lucas","https://s.glbimg.com/es/sde/f/2017/05/15/fa1caa8ea5726060cd391422d3fb93fc_FORMATO.png",86740,18,"PON","lat","Nulo",0,11.26,0,3.39,10,"Ponte Preta",1,1,7,6,43,14,4,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"474","Raniel Santana de Vasconcelos","Raniel","https://s.glbimg.com/es/sde/f/2017/04/06/b362899a01b537ee09468f95d34f40f7_FORMATO.png",86797,18,"CRU","ata","Nulo",0.5,0.79,0.01,0.15,6,"Cruzeiro",NA,1,2,7,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"475","Sidcley Ferreira Pereira","Sidcley","https://s.glbimg.com/es/sde/f/2017/04/23/eff5699ee67d7b1a4f3c4cf923789370_FORMATO.png",86764,18,"ATL","lat","Dúvida",6.4,13.92,0.19,5.92,16,"Atlético-PR",3,1,19,29,61,23,6,NA,2,4,3,6,NA,NA,NA,NA,NA,NA
"476","Matheus Rossetto","Matheus Rossetto","https://s.glbimg.com/es/sde/f/2017/04/23/c091af2e156b654e15abd7e687d0aeb2_FORMATO.png",86766,18,"ATL","mei","Suspenso",-1.7,4.14,-0.59,1.39,14,"Atlético-PR",1,3,17,12,32,13,NA,NA,3,NA,1,1,NA,NA,NA,NA,NA,NA
"477","Henrique Gelain Custódio","Henrique Gelain","https://s.glbimg.com/es/sde/f/2017/04/24/048b1eb6ff970a66fa5eb5087290c03b_FORMATO.png",86783,18,"COR","lat","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","Lucas Macanhan Ferreira","Lucas Macanhan","https://s.glbimg.com/es/sde/f/2016/05/13/222c790995cc7292f07b0dc4db7cc5f4_FORMATO.png",86760,18,"ATL","gol","Nulo",0,2,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","Luiz Otávio da Silva Santos","Luiz Otávio ","https://s.glbimg.com/es/sde/f/2017/04/25/239f4dc20386b0bc2988aa004f7c02b7_FORMATO.png",86863,18,"CHA","zag","Nulo",0,6.4,0,2.38,10,"Chapecoense",1,2,13,NA,22,10,2,1,3,4,1,NA,NA,NA,NA,NA,NA,NA
"480","José Welison da Silva","José Welison","https://s.glbimg.com/es/sde/f/2017/04/24/842ad25f4c670bababfa051fb5fb8ca6_FORMATO.png",86859,18,"VIT","mei","Contundido",0,4,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","Rodrigo Vasconcelos Oliveira","Rodrigo","https://s.glbimg.com/es/sde/f/2017/05/01/6d2201a3689f5a71696f8b8eacbd9646_FORMATO.png",86935,18,"SPO","mei","Nulo",0,3.85,0,2,6,"Sport",NA,1,8,4,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","Jordi Almeida","Jordi","https://s.glbimg.com/es/sde/f/2017/04/17/8a166ba697085a60b3f3b7d74a9c6114_FORMATO.png",86776,18,"VAS","gol","Nulo",0,4,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","Emerson Raymundo Santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2016/05/20/7743ec4420461e770a65425100024972_FORMATO.png",86972,18,"BOT","zag","Nulo",0,0.78,0,-2.7,2,"Botafogo",NA,1,7,2,11,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"484","Ramon Menezes Roma","Ramon","https://s.glbimg.com/es/sde/f/2016/05/01/bf444d7eaf1a2853f33faef276c4a9a0_FORMATO.png",88087,18,"VIT","zag","Provável",0,3.78,-1.14,1.87,6,"Vitória",NA,1,6,6,12,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Eduardo Gabriel dos Santos Bauermann","Eduardo Bauermann","https://s.glbimg.com/es/sde/f/2017/05/25/590ba3c156c116d43014e1e9b5d4e74f_FORMATO.png",86970,18,"ATL","zag","Nulo",0,3.19,0,1.85,7,"Atlético-GO",NA,NA,4,5,4,5,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"486","Edson Carlos Santos Lima Junior","Capa","https://s.glbimg.com/es/sde/f/2017/04/28/4a0d17271060eaf419c78016735076ee_FORMATO.png",86874,18,"AVA","lat","Provável",-3.1,10.6,-1.8,4.12,17,"Avaí",1,3,24,41,96,37,6,NA,2,6,NA,4,NA,NA,NA,NA,1,NA
"487","Warian dos Santos Souza","Warian Santos ","https://s.glbimg.com/es/sde/f/2017/04/20/1a20f671d81a1495fe94257a7faedb29_FORMATO.png",88030,18,"COR","mei","Nulo",0,1,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","Caio César da Silva Silveira","Caio César","https://s.glbimg.com/es/sde/f/2017/04/28/c9789925a7e321c7432e9e22a2b5a2c9_FORMATO.png",86974,18,"AVA","mei","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Leonardo Gomes da Conceição Silva","Léo Gomes","https://s.glbimg.com/es/sde/f/2017/04/23/0cd6a2a3718c7c36858e7d11ad867645_FORMATO.png",86973,18,"GRE","lat","Provável",4.8,2.33,0.85,2.2,2,"Grêmio",NA,NA,6,1,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","Iury Lirio Freitas de Castilho","Iury","https://s.glbimg.com/es/sde/f/2017/04/28/0bdfd4fa134d2a07bf26cd328dcd9cf7_FORMATO.png",89695,18,"AVA","ata","Nulo",0,1.68,0,0.5,1,"Avaí",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Leonardo Cesar Jardim","Léo","https://s.glbimg.com/es/sde/f/2017/04/23/56c2f46953852255c8d3c1a685ecd757_FORMATO.png",87008,18,"GRE","gol","Nulo",0,4.77,0,2.18,5,"Grêmio",NA,NA,NA,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,5,7,NA,NA
"492","Leonardo Pisculichi","Pisculichi","https://s.glbimg.com/es/sde/f/2017/02/18/c8a64d1e825d4a06c352c94d5499c77d_FORMATO.png",89871,18,"VIT","mei","Nulo",0,4.13,0,-0.55,2,"Vitória",NA,NA,1,1,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"493","Leandro Alves de Carvalho","Leandrinho","https://s.glbimg.com/es/sde/f/2016/05/20/5f4b91fa5fbbd56dc1f2fe3f094cbb22_FORMATO.png",89885,18,"BOT","mei","Nulo",0,2.33,0,0,3,"Botafogo",NA,1,1,2,4,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","John Stiven Mendoza Valencia","Mendoza","https://s.glbimg.com/es/sde/f/2017/07/28/3526a1e303bf419c36b347c3684a027f_FORMATO.png",90031,18,"BAH","ata","Dúvida",7.6,4.34,1.13,2.8,13,"Bahia",NA,NA,9,19,28,14,NA,NA,6,15,NA,1,NA,NA,NA,NA,NA,NA
"495","Róger Krug Guedes","Róger Guedes","https://s.glbimg.com/es/sde/f/2017/04/18/8320b12c035d14425a7a1685c28eea51_FORMATO.png",89898,18,"PAL","ata","Nulo",-0.6,6.78,0.1,2.55,18,"Palmeiras",3,2,29,24,50,6,NA,NA,3,8,4,4,NA,1,NA,NA,NA,NA
"496","Bruno Henrique Pinto","Bruno Henrique","https://s.glbimg.com/es/sde/f/2017/02/19/6fc23a37c23198ad6b9da39da99ad82b_FORMATO.png",90285,18,"SAN","ata","Provável",9.7,14.21,0.79,5.29,14,"Santos",6,3,37,42,45,13,NA,1,7,5,4,4,NA,1,NA,NA,NA,NA
