"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","CV","FC","FD","FF","FS","I","PE","RB","SG","FT","A","G","PP","DD","GS","GC","DP"
"277","Wellington do Nascimento Silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2017/07/28/82f8d8d7313084b0b7cfc91245954a24_FORMATO.png",71892,24,"BAH","lat","Contundido",0,7,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Mauro Job Pontes Junior","Maurinho","https://s.glbimg.com/es/sde/f/2017/07/18/2663f3e84140665568c8164f03afc235_FORMATO.png",82625,24,"AVA","ata","Nulo",0,2.47,0,0.53,3,"Avaí",NA,NA,NA,NA,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","Douglas Coutinho Gomes de Souza","Douglas Coutinho ","https://s.glbimg.com/es/sde/f/2017/04/23/21b6dbe5807688ac8d5a82327a8cc1a4_FORMATO.png",82469,24,"ATL","ata","Nulo",0,2.46,0,1.03,16,"Atlético-PR",NA,NA,9,7,6,12,3,28,5,NA,NA,1,NA,NA,NA,NA,NA,NA
"280","Alan Henrique Costa","Alan Costa","https://s.glbimg.com/es/sde/f/2017/05/28/e1ec05f6af0ed5e2047bfa90f97426f7_FORMATO.png",82613,24,"VIT","zag","Nulo",0,8.16,0,2.91,7,"Vitória",NA,NA,4,NA,2,3,1,12,8,1,NA,1,NA,NA,NA,NA,NA,NA
"281","José Henrique da Silva Dourado","Henrique Dourado","https://s.glbimg.com/es/sde/f/2017/07/25/74fe5365c7b46c57003665b15a0d770a_FORMATO.png",81905,24,"FLU","ata","Provável",10.3,23.18,0.5,6.78,18,"Fluminense",4,NA,43,9,9,35,6,47,8,NA,NA,2,14,NA,NA,NA,NA,NA
"282","Reginaldo Manoel da Silva Júnior","Reginaldo","https://s.glbimg.com/es/sde/f/2017/07/25/4caba62b4f978cd6db2e589843899fbd_FORMATO.png",82515,24,"FLU","zag","Nulo",0,4.52,0,3.92,10,"Fluminense",NA,NA,12,NA,1,7,NA,33,27,1,NA,NA,NA,NA,NA,NA,NA,NA
"283","Moisés Wolschick","Moisés","https://s.glbimg.com/es/sde/f/2017/04/25/59ac946a38de5a26b19ffc56c68885dc_FORMATO.png",82567,24,"CHA","mei","Nulo",0,1.8,0,1.4,2,"Chapecoense",NA,NA,1,NA,NA,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Bryan Eduardo Urueña Díaz","Urueña","https://s.glbimg.com/es/sde/f/2017/09/04/d576d58dd257fe73ea225e67fae4bac6_FORMATO.png",100178,24,"AVA","mei","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","Matheus Galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2017/04/24/d7ff115c90d6778d22e113333700259c_FORMATO.png",82634,24,"COR","mei","Provável",1.1,7.38,-0.84,2.6,22,"Coritiba",6,NA,44,13,13,40,1,89,37,NA,NA,1,1,NA,NA,NA,NA,NA
"286","João Pedro Maturano dos Santos","João Pedro ","https://s.glbimg.com/es/sde/f/2017/04/24/c6945a1446c818fed3c475afef47a6a8_FORMATO.png",89273,24,"CHA","lat","Contundido",0,5.87,0,2.3,1,"Chapecoense",NA,NA,NA,NA,1,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Régis Augusto Salmazzo","Régis","https://s.glbimg.com/es/sde/f/2017/07/28/be592601ede31cf42b7b958372472345_FORMATO.png",82647,24,"BAH","mei","Nulo",0,14.91,0,3.62,15,"Bahia",1,NA,9,3,2,10,2,34,8,NA,NA,5,3,NA,NA,NA,NA,NA
"288","Tagueu Tadjo Diederrick Joel","Joel","https://s.glbimg.com/es/sde/f/2017/06/22/5c80b78fe327f41b3b8afc79d10defed_FORMATO.png",82787,24,"AVA","ata","Provável",-0.6,3.31,-0.24,2.07,17,"Avaí",1,1,30,5,7,18,7,20,12,NA,1,NA,3,NA,NA,NA,NA,NA
"289","Matheus Antunes Ribeiro","Matheus Ribeiro","https://s.glbimg.com/es/sde/f/2017/05/02/3592f0162c6d3041f5e47fca40d7d1a3_FORMATO.png",82943,24,"SAN","lat","Nulo",0,5.76,0,5.2,4,"Santos",1,NA,2,1,1,1,NA,6,2,4,NA,NA,NA,NA,NA,NA,NA,NA
"290","Leonardo Artur de Melo","Léo Artur","https://s.glbimg.com/es/sde/f/2017/06/22/815076c3546beb2abb2496060f51deeb_FORMATO.png",82644,24,"PON","mei","Dúvida",0,2.04,0,0.74,13,"Ponte Preta",1,NA,15,4,7,5,4,28,3,NA,NA,1,1,NA,NA,NA,NA,NA
"291","Tomas Almino Bastos Silva","Tomas Bastos","https://s.glbimg.com/es/sde/f/2017/05/12/49edceaecc771a87995470ae4d955ddc_FORMATO.png",82817,24,"COR","mei","Nulo",0,11.25,0,2.45,12,"Coritiba",2,NA,16,6,8,8,1,28,8,NA,NA,1,2,NA,NA,NA,NA,NA
"292","Gilvan Souza Correa","Gilvan","https://s.glbimg.com/es/sde/f/2017/07/15/ebd13d8be899ba33a4d355f813dae956_FORMATO.png",82773,24,"ATL","zag","Provável",-1.4,3.81,-0.7,3.17,12,"Atlético-GO",2,NA,14,2,4,7,1,23,11,2,1,NA,2,NA,NA,NA,NA,NA
"293","Rómulo Otero Vásquez","Otero","https://s.glbimg.com/es/sde/f/2017/04/03/9fe40eece7847c6e2d8feca1248f43a9_FORMATO.png",83004,24,"ATL","mei","Nulo",12.4,8.48,2.04,2.5,15,"Atlético-MG",5,NA,14,4,11,26,NA,11,10,NA,NA,NA,2,NA,NA,NA,NA,NA
"294","Patrick Bezerra do Nascimento","Patrick","https://s.glbimg.com/es/sde/f/2017/06/07/0219a437ca7aaad582008a68c498172f_FORMATO.png",83433,24,"SPO","mei","Suspenso",-5.8,9.3,-2.26,5.02,19,"Sport",3,1,33,4,6,25,NA,58,61,NA,NA,NA,2,NA,NA,NA,NA,NA
"295","Rafael Thyere Albuquerque Marques","Rafael Thyere","https://s.glbimg.com/es/sde/f/2017/04/23/e94d073bb6cefa100cd1ed8d0f8a6291_FORMATO.png",83048,24,"GRE","zag","Provável",0.6,5.3,-0.49,2.4,10,"Grêmio",1,NA,7,1,1,7,NA,15,7,3,NA,NA,1,NA,NA,NA,1,NA
"296","Marcos Guilherme de Almeida Santos Matos","Marcos Guilherme ","https://s.glbimg.com/es/sde/f/2017/07/26/d3484768bc48ad214ba1ea35149b30ba_FORMATO.png",83266,24,"SAO","mei","Provável",0.7,9.85,-0.5,4.06,8,"São Paulo",NA,NA,5,2,NA,3,NA,15,5,NA,1,NA,3,NA,NA,NA,NA,NA
"297","Thiago Martins Bueno","Thiago Martins","https://s.glbimg.com/es/sde/f/2017/09/07/d55c81f15aa3706081ec50077f850588_FORMATO.png",83615,24,"BAH","zag","Nulo",0,3.95,-1.05,0,1,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Fagner Ironi Daponte","Fagner Alemão","https://s.glbimg.com/es/sde/f/2017/04/28/d93e226df0beb6346213a1a809c8f7fc_FORMATO.png",83522,24,"AVA","lat","Provável",1.1,9.58,-0.37,4.33,20,"Avaí",3,NA,10,1,4,13,4,56,36,9,NA,NA,NA,NA,NA,NA,NA,NA
"299","Yuri Lima Lara","Yuri","https://s.glbimg.com/es/sde/f/2017/07/28/9faecc1eba5c2827c12fafed4ec43a87_FORMATO.png",83263,24,"BAH","mei","Nulo",0,2,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","Neilton Meira Mestzk","Neilton","https://s.glbimg.com/es/sde/f/2017/06/22/68ef88732dd29a754b0a2fb92136a10c_FORMATO.png",83772,24,"VIT","ata","Provável",2.7,7.32,-0.98,4.48,18,"Vitória",1,NA,23,10,8,28,2,43,13,NA,NA,4,5,1,NA,NA,NA,NA
"301","Júlio César Czarnerski","Júlio César ","https://s.glbimg.com/es/sde/f/2017/08/01/7fd52e821c863a2418597f0e308c8c5d_FORMATO.png",83813,24,"CHA","ata","Nulo",0,2.91,0,1.18,5,"Chapecoense",NA,NA,4,1,2,4,NA,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","Renan de Oliveira Fonseca","Renan Fonseca","https://s.glbimg.com/es/sde/f/2016/05/20/8a933b2d225a7b56e6267a2148ab68d0_FORMATO.png",72037,24,"BOT","zag","Nulo",0,3.3,0,5,1,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"303","Toshiya Tojo","Toshi","https://s.glbimg.com/es/sde/f/2017/04/28/5e3d92955c32b6c74898e471661e6390_FORMATO.png",82791,24,"AVA","ata","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Paulo Roberto Valoura Júnior","Juninho","https://s.glbimg.com/es/sde/f/2017/07/28/46e83a5bd2ed557124edf9a1e69b6d0c_FORMATO.png",71937,24,"BAH","mei","Provável",1,10.28,0.07,2.89,19,"Bahia",1,NA,32,11,12,10,NA,60,22,NA,1,2,2,NA,NA,NA,NA,NA
"305","Uillian Correia Granemann","Uillian Correia","https://s.glbimg.com/es/sde/f/2017/04/01/f5509c6e7e2831171a293b2e8b83e1bc_FORMATO.png",72007,24,"VIT","mei","Provável",0.4,5.1,-0.54,3.06,21,"Vitória",4,NA,32,2,10,9,1,39,35,NA,1,NA,3,NA,NA,NA,NA,NA
"306","Hueglo Neris dos Santos","Neris","https://s.glbimg.com/es/sde/f/2017/05/19/d5efc40b12f0c9d9a37828480a468f75_FORMATO.png",83786,24,"SPO","zag","Contundido",0,3,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Fernando Galhardo Borges","Fernandinho","https://s.glbimg.com/es/sde/f/2017/05/15/0d7fcc5d70203442a40e54487804a4f8_FORMATO.png",72150,24,"PON","lat","Nulo",0,5.26,0,2.43,4,"Ponte Preta",1,NA,3,NA,NA,NA,2,9,2,2,1,NA,NA,NA,NA,NA,NA,NA
"308","Airton Tirabassi","Airton ","https://s.glbimg.com/es/sde/f/2017/05/25/444e9d8df7c89d942e244f428e32811c_FORMATO.png",72297,24,"AVA","zag","Nulo",-0.5,1.6,-0.95,2.74,5,"Avaí",NA,NA,5,1,2,1,NA,6,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"309","Bruno Cortês Barbosa","Bruno Cortez","https://s.glbimg.com/es/sde/f/2017/04/23/6917817dc16511add10913a87474f1f7_FORMATO.png",72079,24,"GRE","lat","Nulo",-0.3,9.57,-0.1,3.35,18,"Grêmio",3,NA,26,NA,NA,14,2,35,21,8,NA,NA,1,NA,NA,NA,NA,NA
"310","Clayson Henrique da Silva Vieira","Clayson","https://s.glbimg.com/es/sde/f/2017/05/18/5ec8e0ccfc4a2b49432bdbb44001e999_FORMATO.png",83817,24,"COR","ata","Nulo",0,13.82,0,2.9,17,"Corinthians",2,NA,14,4,7,13,4,37,16,NA,NA,3,2,NA,NA,NA,NA,NA
"311","Diego da Silva Rosa","Diego Rosa","https://s.glbimg.com/es/sde/f/2017/06/21/113421cfc95b13d42d7a61ddfd0b906c_FORMATO.png",71927,24,"ATL","mei","Nulo",0,7.81,0,2.62,13,"Atlético-GO",1,NA,10,5,3,10,3,10,9,NA,NA,2,1,NA,NA,NA,NA,NA
"312","João Paulo Mior","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/17/6b2d599609eccc7671f1c4a23739c2d7_FORMATO.png",72168,24,"BOT","mei","Provável",9.6,3.99,1.56,1.73,18,"Botafogo",5,NA,36,6,6,28,1,69,22,NA,1,3,NA,NA,NA,NA,NA,NA
"313","Danilo Carvalho Barcelos","Danilo Barcelos","https://s.glbimg.com/es/sde/f/2017/07/27/d723ec6d814e9da06bc634113e22711d_FORMATO.png",84382,24,"PON","mei","Provável",1.7,5.33,-1.4,2.65,9,"Ponte Preta",NA,NA,15,6,2,9,2,37,8,NA,NA,2,1,NA,NA,NA,NA,NA
"314","Judson Silva Tavares","Judson","https://s.glbimg.com/es/sde/f/2017/04/28/5423c8443b5f4d0ce027e1d31b9aa3ff_FORMATO.png",84691,24,"AVA","mei","Provável",1.1,4.09,0.07,1.15,21,"Avaí",7,NA,50,2,9,12,NA,47,34,NA,NA,1,NA,NA,NA,NA,NA,NA
"315","Alex da Silva","Alex Silva","https://s.glbimg.com/es/sde/f/2017/05/19/2b09d527bb18b6dca83703fbbe498920_FORMATO.png",84861,24,"ATL","lat","Provável",0,4.15,0,3.1,10,"Atlético-MG",4,NA,22,1,2,15,NA,29,14,2,NA,3,NA,NA,NA,NA,NA,NA
"316","Nilton Soares Rodrigues","Niltinho","https://s.glbimg.com/es/sde/f/2017/07/05/f10b19ee0f7e394c770fa6f2348452e4_FORMATO.png",84703,24,"ATL","ata","Nulo",0.5,3.97,-0.46,1.62,14,"Atlético-GO",1,NA,18,2,5,28,2,21,8,NA,NA,NA,1,NA,NA,NA,NA,NA
"317","Denilson Pereira Junior","Denilson","https://s.glbimg.com/es/sde/f/2017/06/09/1733878d67ca979f4e3dabc8e12db8a0_FORMATO.png",84718,24,"SAO","ata","Nulo",0,2.92,0,1.88,12,"São Paulo",NA,NA,6,4,4,10,1,24,5,NA,NA,1,1,NA,NA,NA,NA,NA
"318","Claudinei dos Santos Oliveira","Claudinei Oliveira","https://s.glbimg.com/es/sde/f/2017/04/28/1e4e67f7f6051b298a7679a0b9d1d0c8_FORMATO.png",84761,24,"AVA","tec","Provável",2.56,7.84,-0.45,3.37,24,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","José Romário Silva de Souza","Romarinho","https://s.glbimg.com/es/sde/f/2017/08/26/fb26a91beb9aabe50f87d6ada73eff58_FORMATO.png",84523,24,"FLU","ata","Nulo",0,0.98,0,0.4,1,"Fluminense",NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Erik Nascimento Lima","Erik","https://s.glbimg.com/es/sde/f/2017/04/18/88bed79a8233a59ca86c67f41db42e85_FORMATO.png",84848,24,"PAL","ata","Nulo",0,4.34,0,2.34,7,"Palmeiras",NA,NA,7,1,2,7,1,8,7,NA,NA,1,NA,NA,NA,NA,NA,NA
"321","Lucas Daniel Romero","Lucas Romero","https://s.glbimg.com/es/sde/f/2017/04/22/b6fe7636fd7cb1575efdcbdfbd2dbd54_FORMATO.png",84558,24,"CRU","mei","Provável",0,8.29,0,3.85,18,"Cruzeiro",2,NA,21,NA,5,21,NA,48,39,NA,NA,2,1,NA,NA,NA,NA,NA
"322","Lucas Cândido Silva","Lucas Cândido","https://s.glbimg.com/es/sde/f/2017/04/03/3ce5d2322ae49cd21e272911d9992c4a_FORMATO.png",84851,24,"ATL","mei","Contundido",0,4,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","Luan Peres Petroni","Luan Peres ","https://s.glbimg.com/es/sde/f/2017/06/01/3543e150d67d69e4fd1bd3112e7533b6_FORMATO.png",84847,24,"PON","zag","Provável",2.2,2.5,-0.15,2.52,7,"Ponte Preta",1,NA,1,1,NA,5,NA,12,6,2,NA,NA,NA,NA,NA,NA,NA,NA
"324","Jailson Marcelino dos Santos","Jailson","https://s.glbimg.com/es/sde/f/2017/04/18/63a42550ea5f70d0bbc92287dd6ac259_FORMATO.png",72290,24,"PAL","gol","Nulo",0,7.45,0,5.73,4,"Palmeiras",3,NA,NA,NA,NA,1,NA,2,NA,2,NA,NA,NA,NA,6,3,NA,1
"325","André Andrade de Castro","André Castro","https://s.glbimg.com/es/sde/f/2017/05/11/9b573723fd4d39c5179b8dfc70e31b3f_FORMATO.png",82754,24,"ATL","mei","Nulo",0,3.18,0,1.41,19,"Atlético-GO",3,NA,22,1,3,10,1,38,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Lucas Otávio Veiga Lopes","Lucas Otávio ","https://s.glbimg.com/es/sde/f/2017/04/28/c9abc289eaace4a40039be6a64b6711d_FORMATO.png",84896,24,"AVA","mei","Nulo",0,3.05,0,0.94,7,"Avaí",NA,NA,2,NA,NA,1,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","Lucas Henrique Frigeri","Lucas Frigeri","https://s.glbimg.com/es/sde/f/2017/08/31/69342a674d05e1477ff2f22b57ea61ac_FORMATO.png",84854,24,"ATL","gol","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Raphael Guimarães de Paula","Dodô","https://s.glbimg.com/es/sde/f/2017/04/24/d75b985086acd9eb03422fe01ce0693f_FORMATO.png",84927,24,"CHA","mei","Nulo",0,3.94,0,0,1,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Rodrigo Oliveira Lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2017/04/18/57ab5f981f4355a82d3d2f15ed01eb8e_FORMATO.png",72362,24,"BOT","mei","Dúvida",9.4,11.33,1.24,4.14,17,"Botafogo",2,NA,19,3,4,13,NA,51,34,NA,NA,1,3,NA,NA,NA,NA,NA
"330","Agustín Lionel Allione","Allione","https://s.glbimg.com/es/sde/f/2017/07/28/6812735b40cc133a5014b3d5b57d96c0_FORMATO.png",84585,24,"BAH","mei","Nulo",0,9.83,0,2.61,14,"Bahia",3,NA,9,2,1,15,4,45,17,NA,1,4,NA,NA,NA,NA,NA,NA
"331","Elosman Euller Silva Cavalcanti","Euller ","https://s.glbimg.com/es/sde/f/2017/02/20/45d2685cedfee93ebf07f010f670c2ef_FORMATO.png",84890,24,"VIT","lat","Nulo",0,6.31,0,2.35,2,"Vitória",NA,NA,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"332","Raul Prata","Raul Prata","https://s.glbimg.com/es/sde/f/2017/05/01/bc801f0b347f5e9b99972901cf4ecefd_FORMATO.png",84855,24,"SPO","lat","Provável",4.9,4.86,-0.67,4.78,6,"Sport",1,NA,7,NA,4,7,NA,25,12,3,NA,NA,NA,NA,NA,NA,NA,NA
"333","Giovanni Aparecido Adriano dos Santos","Giovanni","https://s.glbimg.com/es/sde/f/2017/04/03/54ca82f676684e32e2092814be84c655_FORMATO.png",68979,24,"ATL","gol","Nulo",0,4.47,0,-1.3,1,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,2,NA,NA
"334","Elder Santana Conceição","Elder Santana","https://s.glbimg.com/es/sde/f/2017/06/15/1dcf005eb752d162ab97dbe8abe498a8_FORMATO.png",84925,24,"ATL","ata","Nulo",0,1.4,0,1.95,2,"Atlético-MG",NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","Henrique Silva Milagres","Henrique","https://s.glbimg.com/es/sde/f/2017/04/24/98783f94705be5ed728032062068f73c_FORMATO.png",84893,24,"VAS","lat","Nulo",0,8.37,0,3.35,15,"Vasco",1,NA,19,3,1,23,2,38,20,3,NA,2,NA,NA,NA,NA,NA,NA
"336","Jeferson de Araújo de Carvalho","Jeferson","https://s.glbimg.com/es/sde/f/2017/05/02/771b51917a7ef2187ffea3d1e0fc9277_FORMATO.png",84917,24,"PON","lat","Dúvida",0,5.91,0,4.32,10,"Ponte Preta",2,NA,10,NA,2,6,NA,42,12,7,NA,1,NA,NA,NA,NA,NA,NA
"337","Vinicius Silvestre da Costa","Vinicius Silvestre","https://s.glbimg.com/es/sde/f/2016/05/01/31d846d7d2c8a7f4d827850b61996f45_FORMATO.png",85083,24,"PAL","gol","Nulo",0,2,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","Ronaldo Henrique Ferreira da Silva","Ronaldo","https://s.glbimg.com/es/sde/f/2016/05/01/2e217ce29ea48d7d573c191fa21e67d5_FORMATO.png",85149,24,"SPO","mei","Nulo",0,3.2,0,2.3,1,"Sport",NA,NA,2,NA,NA,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","Yago Henrique Severino dos Santos","Yago","https://s.glbimg.com/es/sde/f/2017/04/03/bd1a20fcc43bf36e13dd321aa526e278_FORMATO.png",84926,24,"ATL","mei","Provável",0,1.97,0,1.19,15,"Atlético-MG",4,NA,18,5,4,7,NA,33,15,NA,NA,NA,1,NA,NA,NA,NA,NA
"340","Marcos Felipe de Freitas Monteiro","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2017/07/25/71f2d737b67ea5f20138c4871f667000_FORMATO.png",85004,24,"FLU","gol","Nulo",0,3,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","Willians dos Santos Santana","Willians","https://s.glbimg.com/es/sde/f/2017/06/07/e24d137ff5aa2e79299e85cf581744a1_FORMATO.png",60787,24,"AVA","ata","Nulo",1.8,4.08,-0.44,1.69,17,"Avaí",1,NA,24,1,NA,9,1,15,19,NA,NA,2,NA,NA,NA,NA,NA,NA
"342","Gustavo dos Santos","Gustavo Santos","https://s.glbimg.com/es/sde/f/2017/04/28/66d8349d86cb0a157df269d3cbb425b6_FORMATO.png",68986,24,"AVA","lat","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","Robert Gonçalves Santos","Robert ","https://s.glbimg.com/es/sde/f/2017/07/25/226d7cc723b857ba53068c1a96fe941d_FORMATO.png",85121,24,"FLU","mei","Nulo",0,3.15,0,0.95,2,"Fluminense",NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","Thalles Lima","Thalles","https://s.glbimg.com/es/sde/f/2017/04/24/3201728e4a68e69b6c3e6fc2f8f5b1e1_FORMATO.png",85211,24,"VAS","ata","Nulo",0,4.07,0,1.93,9,"Vasco",3,NA,12,3,7,11,1,10,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"345","Orlando Enrique Berrío Meléndez","Berrío ","https://s.glbimg.com/es/sde/f/2017/08/16/8f979b78f3df5801a77118cd72b411c6_FORMATO.jpeg",85300,24,"FLA","ata","Nulo",5.5,4.68,1.12,1.08,15,"Flamengo",2,NA,14,2,1,9,1,30,5,NA,NA,1,2,NA,NA,NA,NA,NA
"346","Yerry Fernando Mina González","Yerry Mina","https://s.glbimg.com/es/sde/f/2017/04/18/5d127fbc9c3d26f69de26952da18b809_FORMATO.png",85241,24,"PAL","zag","Contundido",0,14.96,0,4.14,11,"Palmeiras",4,NA,19,3,4,10,2,29,17,4,NA,1,1,NA,NA,NA,NA,NA
"347","João Vitor Lima Gomes","João Vitor","https://s.glbimg.com/es/sde/f/2017/05/02/4b0d7dac70db84093f533231220f3287_FORMATO.png",68987,24,"PON","mei","Contundido",0,5,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","Marcos Antônio da Silva Gonçalves","Marquinhos","https://s.glbimg.com/es/sde/f/2017/05/03/cc800ad5ce3aeb287358e50e4352911b_FORMATO.png",60788,24,"SPO","ata","Nulo",0,5.05,0,3.03,3,"Sport",NA,NA,2,NA,NA,2,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"349","João Paulo da Silva","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/24/bd4f8a7faf06636fd48dc601b16ea0af_FORMATO.png",56102,24,"COR","mei","Dúvida",0,5.14,0,0.28,4,"Coritiba",NA,NA,5,NA,NA,3,NA,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","Eduardo Alves da Silva","Eduardo da Silva","https://s.glbimg.com/es/sde/f/2017/04/23/c47c6340a7d40ff5085ba517e5dc117d_FORMATO.png",72893,24,"ATL","ata","Nulo",0,5.87,0,1.4,5,"Atlético-PR",NA,NA,6,4,1,1,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","William Amorim Martins de Menezes","William Menezes","https://s.glbimg.com/es/sde/f/2017/04/24/edb424e5188bff2f84c0a261b041b848_FORMATO.png",72603,24,"COR","gol","Nulo",0,2,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","Hélio Hermito Zampier Neto","Neto","https://s.glbimg.com/es/sde/f/2016/04/27/f217614f7ad8e77684e58501d147fa3a_FORMATO.png",69008,24,"CHA","zag","Contundido",0,5,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","Damián Ariel Escudero","Escudero","https://s.glbimg.com/es/sde/f/2017/04/17/1351c50b833e0374eb58e4fde52d7646_FORMATO.png",72745,24,"VAS","mei","Nulo",0.2,3.5,0.38,0.39,7,"Vasco",2,NA,6,NA,1,4,NA,16,4,NA,NA,1,NA,NA,NA,NA,NA,NA
"354","Vladimir Javier Hernández Rivero","Vladimir Hernández","https://s.glbimg.com/es/sde/f/2017/02/19/f61c5d8d4580566cb1fa08020d2709ca_FORMATO.png",72879,24,"SAN","ata","Nulo",-0.6,7.65,-0.1,1.46,13,"Santos",1,NA,7,3,4,18,2,25,6,NA,NA,NA,1,NA,NA,NA,NA,NA
"355","Wanderson Carvalho de Oliveira","Wanderson","https://s.glbimg.com/es/sde/f/2017/04/27/a7b0a15537c943f557f8fb73d8a9171b_FORMATO.png",80373,24,"ATL","lat","Nulo",0,4,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","João Carlos Heidemann","João Carlos","https://s.glbimg.com/es/sde/f/2017/05/02/d7292ead1ddbe03d301309fe8a47b770_FORMATO.png",69010,24,"PON","gol","Provável",0,5,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","Renê dos Santos Júnior","Renê Júnior","https://s.glbimg.com/es/sde/f/2017/07/28/d023203cea9f86b7e0c359ac86f97d9e_FORMATO.png",73281,24,"BAH","mei","Contundido",0,12.22,0,6.46,19,"Bahia",3,1,35,8,20,40,3,49,55,NA,NA,NA,4,NA,NA,NA,NA,NA
"358","Michael Vinicius Silva de Morais","Michael","https://s.glbimg.com/es/sde/f/2017/05/04/c43b96f2a0e0c8a8006defaedc1db2ee_FORMATO.png",80537,24,"FLU","ata","Nulo",0,2,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","Luan Garcia Teixeira","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/21b43228acd34549ca343f42576f7632_FORMATO.png",80692,24,"PAL","zag","Nulo",0,5.77,0,3.04,13,"Palmeiras",2,1,14,1,5,12,NA,13,17,4,NA,NA,NA,NA,NA,NA,NA,NA
