"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","FT","PE","RB","SG","G","CV","I","PP","DD","GS","DP","GC"
"714","Rafaelson Bezerra Fernandes","Rafaelson","https://s.glbimg.com/es/sde/f/2017/08/30/61a6ee575777488ca45219d75596aab6_FORMATO.png",92614,30,"VIT","ata","Nulo",0,1.54,0,-0.43,4,"Vitória",NA,1,10,2,3,2,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","Marlon Rodrigues Freitas","Marlon Freitas","https://s.glbimg.com/es/sde/f/2017/07/25/5f543b587dc26c78db561254c104e7c5_FORMATO.png",93790,30,"FLU","mei","Nulo",4.3,2.99,0.68,0.95,12,"Fluminense",NA,5,19,2,4,10,NA,30,18,NA,NA,NA,1,NA,NA,NA,NA,NA
"716","Deyverson Brum Silva Acosta","Deyverson","https://s.glbimg.com/es/sde/f/2017/09/04/03b2e1a6f53171bc2a6aea4cea393821_FORMATO.jpeg",92708,30,"PAL","ata","Nulo",-1.1,7.31,-0.39,3.45,13,"Palmeiras",2,1,32,6,5,40,NA,38,9,NA,3,NA,2,1,NA,NA,NA,NA
"717","Lucas Lovat","Lucas Lovat","https://s.glbimg.com/es/sde/f/2017/05/17/fc2567ecebd5db9e5f21e72ef3cbd9e5_FORMATO.png",92501,30,"AVA","lat","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","Marcus Wendel Valle da Silva","Wendel","https://s.glbimg.com/es/sde/f/2017/07/25/5e57c3eff1438fe8585a1615e6f89282_FORMATO.png",98402,30,"FLU","mei","Dúvida",1,12.27,0.33,4.36,24,"Fluminense",2,3,27,9,7,59,2,55,29,NA,4,NA,2,NA,NA,NA,NA,NA
"719","Daniel Cerântula Fuzato","Daniel Fuzato","https://s.glbimg.com/es/sde/f/2017/04/18/0521fd45c49f6fb1491a64df501d2e8d_FORMATO.png",95936,30,"PAL","gol","Nulo",0,1,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","Ronaldo da Silva Souza","Ronaldo","https://s.glbimg.com/es/sde/f/2017/09/07/4f170a7b0fd01d4280fd63a544dde01f_FORMATO.png",92981,30,"ATL","mei","Provável",1.1,3.35,0.08,4.47,7,"Atlético-GO",NA,1,15,NA,3,4,NA,12,19,NA,1,NA,NA,NA,NA,NA,NA,NA
"721","Lucas de Oliveira Antunes","Lucas Índio","https://s.glbimg.com/es/sde/f/2017/05/04/075e8103fcbe7ba581efc1402208e108_FORMATO.png",99353,30,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","José Vinícius Almeida Soares","Vinícius",NA,99356,30,"SPO","mei","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","Vitor Carvalho Vieira","Vitor Carvalho","https://s.glbimg.com/es/sde/f/2017/07/26/11d5415c167784febf6f5693e3f9c281_FORMATO.png",97449,30,"COR","mei","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","Yilmar Alexis Filigrana Possu","Filigrana","https://s.glbimg.com/es/sde/f/2017/04/24/d66e3a470b0bbecb49de52697e75cb7b_FORMATO.png",97502,30,"COR","ata","Nulo",0,1.67,0,1.17,8,"Coritiba",NA,2,7,1,2,1,NA,3,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"725","Shaylon Kallyson Cardoso","Shaylon","https://s.glbimg.com/es/sde/f/2017/02/09/81337ea0dca634d71b1201853010e1dd_FORMATO.png",97520,30,"SAO","mei","Nulo",0,3.41,0,3.66,5,"São Paulo",NA,NA,1,2,NA,NA,NA,3,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"726","Márcio Almeida de Oliveira","Marcinho","https://s.glbimg.com/es/sde/f/2017/04/18/82f4f9a2d122680dcc40e55727214711_FORMATO.png",93797,30,"BOT","lat","Contundido",0,3,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","Alison Henrique Mira","Alison","https://s.glbimg.com/es/sde/f/2017/09/07/33d26342eeaa5a54210dda2ffe6ccb05_FORMATO.png",93806,30,"ATL","ata","Nulo",0,1.62,0,0.77,3,"Atlético-GO",NA,NA,3,1,1,6,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","Lucas Vinícius Santos Bernardino","Lucas Vinícius","https://s.glbimg.com/es/sde/f/2017/04/28/2c4070d9c0adf40eb3afffcdd20d640e_FORMATO.png",99388,30,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","Alexsander Jhonatta de Oliveira Andrade","Alexsander","https://s.glbimg.com/es/sde/f/2017/04/16/574d33cbfe0200e34a998815c6b4ee99_FORMATO.png",99411,30,"ATL","mei","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","Marcos Vinícius Silva Rocha Calazans","Marcos Calazans","https://s.glbimg.com/es/sde/f/2017/07/25/54939a99bf411f3ea45f4906ef2d269d_FORMATO.png",97452,30,"FLU","ata","Contundido",0,5.76,0,3.87,11,"Fluminense",2,4,20,2,3,14,NA,22,28,NA,NA,NA,3,NA,NA,NA,NA,NA
"731","Lucas Oliveira de França","Lucas França","https://s.glbimg.com/es/sde/f/2017/04/22/c63baf2496083057957e4f2bd2ac3847_FORMATO.png",93869,30,"CRU","gol","Nulo",0,3,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","Diego Terra Loureiro","Diego","https://s.glbimg.com/es/sde/f/2017/04/23/78aa93572e5a8b0ddac649e2e57ce456_FORMATO.png",99430,30,"BOT","gol","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","Felipe Souza Moreno Sampaio","Felipe","https://s.glbimg.com/es/sde/f/2017/07/25/3f49904e0abb1cdf2c877cbe1c085db1_FORMATO.png",99425,30,"FLU","ata","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","Cleiton Schwengber","Cleiton","https://s.glbimg.com/es/sde/f/2017/04/03/ef54b93128f4d412c55c7cd27c83323b_FORMATO.png",93882,30,"ATL","gol","Nulo",-2,1,-0.85,1.45,2,"Atlético-MG",NA,1,NA,NA,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"735","Jean Paul Jesús Pineda Cortés","Jean Pineda","https://s.glbimg.com/es/sde/f/2017/04/01/c2cf595a92569119a049ee25c8310ba1_FORMATO.png",97532,30,"VIT","ata","Nulo",0,2.38,0,-0.2,2,"Vitória",NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","Caio Alan Tem Catem Gonçalves","Caio","https://s.glbimg.com/es/sde/f/2017/04/23/49dd974b3c6794d393b7475413060b63_FORMATO.png",99460,30,"ATL","gol","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","Wesley Frazan Bernardo","Frazan","https://s.glbimg.com/es/sde/f/2017/07/25/2a1a617893f9ffdc46ea71e64684ffc9_FORMATO.png",97528,30,"FLU","zag","Nulo",0,1.06,0,-1.08,6,"Fluminense",NA,3,16,1,NA,2,NA,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","Giovanni Silva Tiepo","Tiepo","https://s.glbimg.com/es/sde/f/2017/08/17/95f1c899aa2ce348c9a1e29c2842edd1_FORMATO.png",98412,30,"CHA","gol","Nulo",0,1,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","Matheus Alessandro dos Santos Pereira","Matheus Alessandro","https://s.glbimg.com/es/sde/f/2017/07/25/feb918cb9fca075fc2d542c88aeff29e_FORMATO.png",97527,30,"FLU","ata","Nulo",0,1.64,0,1.85,8,"Fluminense",1,NA,4,1,NA,4,1,9,5,NA,NA,NA,1,NA,NA,NA,NA,NA
"740","Éder Gabriel Militão","Éder Militão","https://s.glbimg.com/es/sde/f/2017/05/04/a8a8f4eb8075ba4ad4fde3d5d0d6f996_FORMATO.png",99424,30,"SAO","mei","Provável",-2,2.17,-1.24,2.19,17,"São Paulo",NA,1,16,1,5,16,NA,46,24,NA,1,NA,1,NA,NA,NA,NA,NA
"741","Daniel dos Santos Oliveira","Daniel","https://s.glbimg.com/es/sde/f/2017/04/23/fa258606c3c0cb8010a0e233ab7e3837_FORMATO.png",99461,30,"ATL","zag","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","Luis Ángel Salazar Cuesta","Salazar","https://s.glbimg.com/es/sde/f/2017/04/28/54e5ebd574f6ef20650d90d7e32baf44_FORMATO.png",93986,30,"AVA","zag","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","Bruno Cosendey Lobo Pinto","Bruno Cosendey","https://s.glbimg.com/es/sde/f/2017/07/11/f9e52eaee9fb26079589543635af6cff_FORMATO.png",99615,30,"VAS","mei","Nulo",0,2.21,0,1.7,1,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","Edson Fernandes Botelho Júnior","Edson Júnior","https://s.glbimg.com/es/sde/f/2017/08/22/d2a7cd8500c44b31e1efb2f520d40482_FORMATO.png",93956,30,"ATL","ata","Nulo",0,2,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","Lucas Luiz Scalon","Scalon","https://s.glbimg.com/es/sde/f/2017/04/25/1c61a24805cfe9ae71c648216cd5b9cd_FORMATO.png",94003,30,"CHA","zag","Nulo",0,2,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","Wenderson Da Silva Costa Ferreira","Wenderson","https://s.glbimg.com/es/sde/f/2017/05/16/153f0473b0a7b9d9e2bef29d8aceb3ad_FORMATO.png",99474,30,"BOT","mei","Nulo",0,0.78,0,-1.05,2,"Botafogo",NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","Victor Hugo Soares dos Santos","Kanu","https://s.glbimg.com/es/sde/f/2017/04/23/7a72c5c22ba23c60f92cdd4c2915e646_FORMATO.png",98484,30,"BOT","zag","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","Vinicius José Paixão de Oliveira Junior","Vinicius Junior","https://s.glbimg.com/es/sde/f/2017/08/22/0d561ddc8dda735fc3ab96a8866e90d0_FORMATO.jpeg",99535,30,"FLA","ata","Nulo",0,2.87,0,1.56,18,"Flamengo",1,2,12,7,7,16,1,28,3,NA,2,NA,6,NA,NA,NA,NA,NA
"749","Fernando Peixoto Costanza","Fernando","https://s.glbimg.com/es/sde/f/2017/05/16/0243a49a67c8ced003f53d80efea1bb0_FORMATO.png",99550,30,"BOT","lat","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","John Victor Maciel Furtado","John Victor","https://s.glbimg.com/es/sde/f/2017/05/02/0eab88c901790607c556e504aa31b200_FORMATO.png",94044,30,"SAN","gol","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","Robson Azevedo da Silva","Robinho","https://s.glbimg.com/es/sde/f/2017/08/19/7f63b88129afd972ded68803058d40bb_FORMATO.png",99574,30,"FLU","ata","Nulo",4.5,3.12,-0.22,1.37,4,"Fluminense",NA,NA,3,NA,NA,2,NA,7,3,NA,1,1,NA,NA,NA,NA,NA,NA
"752","Felipe Saraiva","Felipe Saraiva","https://s.glbimg.com/es/sde/f/2017/08/30/7afe41117d03c4c04cbea893549c5cb7_FORMATO.png",99616,30,"PON","mei","Nulo",2,1.82,-0.13,1.6,15,"Ponte Preta",NA,NA,10,9,2,22,NA,13,7,NA,NA,NA,1,NA,NA,NA,NA,NA
"753","Diego Gomes dos Santos","Diego Gomes","https://s.glbimg.com/es/sde/f/2017/05/02/c6169204fbfca94a9affdd9de721a72c_FORMATO.png",94045,30,"SAN","mei","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","Loran dos Santos da Silva","Loran ","https://s.glbimg.com/es/sde/f/2017/04/24/149b93c661d3270e681e0e96242ef3ee_FORMATO.png",98516,30,"FLA","ata","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","Paulo Vitor Fernandes Pereira","Paulo Vitor","https://s.glbimg.com/es/sde/f/2017/07/11/e81eab0834b731a19ad2d9eb76551b1e_FORMATO.png",99588,30,"VAS","ata","Nulo",-0.1,1.86,-0.03,1.25,13,"Vasco",NA,2,12,3,4,12,1,17,5,NA,1,NA,1,NA,NA,NA,NA,NA
"756","Lucas da Silva de Jesus","Lucas Silva","https://s.glbimg.com/es/sde/f/2017/04/24/685913465b4d1ad49e7160a89ef627fd_FORMATO.png",98515,30,"FLA","ata","Nulo",0,2,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","Matheus Fernandes Siqueira","Matheus Fernandes","https://s.glbimg.com/es/sde/f/2017/04/18/f7747c09eac1f0aee06f02c37fa257b6_FORMATO.png",94067,30,"BOT","mei","Provável",0,4.22,0,3.43,18,"Botafogo",NA,4,23,1,7,18,NA,34,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","Marcio Antonio de Sousa Júnior","Marcinho","https://s.glbimg.com/es/sde/f/2017/05/25/27b1b870560cc8ddfeb933e48b232bb5_FORMATO.png",95332,30,"SAO","ata","Nulo",0,4.17,0,1.29,22,"São Paulo",2,3,27,7,11,23,NA,75,11,NA,2,NA,1,NA,NA,NA,NA,NA
"759","Pedro Henrique Alves de Almeida","Pedro","https://s.glbimg.com/es/sde/f/2017/08/22/62e2c2d281705d4a088eef5df2d3143d_FORMATO.png",95550,30,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","Yan Oliveira Lima","Yan","https://s.glbimg.com/es/sde/f/2017/06/07/91771db8620bf3d32873a183ec204e5d_FORMATO.png",97680,30,"SAN","mei","Nulo",0,2,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","Wytallo Thiago Lima da Silva","Thiaguinho","https://s.glbimg.com/es/sde/f/2017/02/25/8d9b4558215c3206a5e47dd0ff123ca5_FORMATO.png",97771,30,"PON","ata","Nulo",0,2,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","Reynaldo César Moraes","Reynaldo","https://s.glbimg.com/es/sde/f/2017/05/02/ed60ee32ee81b2f34ec8dc08fc6f4a03_FORMATO.png",97768,30,"PON","zag","Nulo",0,2,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","Yuri Jonathan Vitor Coelho","Yuri","https://s.glbimg.com/es/sde/f/2017/05/02/a2f6d215d6098631c571044b74be1d86_FORMATO.png",97769,30,"PON","ata","Nulo",0,1.05,0,0.7,3,"Ponte Preta",NA,NA,5,3,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","Diney Silva Da Costa","Dedé",NA,95438,30,"ATL","zag","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","Emanuel Rocha Dos Santos","Emanuel","https://s.glbimg.com/es/sde/f/2017/05/04/c6a8401c8828ee07e786f390818a7e2e_FORMATO.png",98766,30,"ATL","lat","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","Matheus Sousa de Jesus","Matheus Jesus","https://s.glbimg.com/es/sde/f/2017/07/24/650f2b1055213cf87ff282bf2f4a271b_FORMATO.png",95335,30,"SAN","mei","Dúvida",0.1,3.31,0.29,1.53,6,"Santos",NA,2,9,2,4,6,NA,18,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","Lucas de Souza Ventura","Nonoca","https://s.glbimg.com/es/sde/f/2017/04/06/4a26ea9ccd869d0076aa6dae12e454c3_FORMATO.png",97856,30,"CRU","mei","Nulo",0,2.83,0,2.3,6,"Cruzeiro",1,1,7,NA,1,3,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","Roger Ibañez da Silva","Ibañez","https://s.glbimg.com/es/sde/f/2017/07/25/dbe73f5e26900a53b7d688cdf314c908_FORMATO.png",97803,30,"FLU","zag","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","Jhemerson Guimarães Gaigher","Jhemerson","https://s.glbimg.com/es/sde/f/2017/04/01/739e03a0f382a2fe2c4518ea0a20d39e_FORMATO.png",97863,30,"VIT","mei","Nulo",0,3.62,0,1.2,4,"Vitória",NA,NA,NA,NA,3,1,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","Flávio Augusto De Castro","Flávio","https://s.glbimg.com/es/sde/f/2017/05/04/19c748c11cefe0c492c56193adca9ab0_FORMATO.png",98774,30,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","Patrick Correia Sales","Patrick Correia","https://s.glbimg.com/es/sde/f/2017/02/14/521d0e8322cc9471f226a14e06549443_FORMATO.png",97877,30,"SPO","ata","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","Jean Pyerre Casagrande Silveira Correa","Jean Pyerre","https://s.glbimg.com/es/sde/f/2017/05/04/80cc9cc69c9d3444383c8a203334be97_FORMATO.jpeg",98832,30,"GRE","mei","Nulo",0,0.82,0,-0.17,3,"Grêmio",NA,NA,1,1,1,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"773","Jacy Maranhão Oliveira","Jacy","https://s.glbimg.com/es/sde/f/2017/04/23/9434953cbf73327a425e3b46a230bebd_FORMATO.png",97878,30,"ATL","zag","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","Riuler de Oliveira Faustino","Riuler","https://s.glbimg.com/es/sde/f/2017/04/23/f9a0f4d378841844615990bf95a39da9_FORMATO.png",99021,30,"ATL","lat","Nulo",0,2,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","Murillo Magno de Carvalho","Murillo","https://s.glbimg.com/es/sde/f/2017/01/20/1ac0bd987facdb6f4ac949db15538370_FORMATO.png",97880,30,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","Marcelo dos Santos Rosa","Marcelo","https://s.glbimg.com/es/sde/f/2017/04/27/104329d7a936e544604f9da1cd61995f_FORMATO.png",98874,30,"ATL","ata","Nulo",0,2,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777","João Paulo Ferreira Lourenço","Lourenço","https://s.glbimg.com/es/sde/f/2017/06/18/cf178cdbd6bb2ee507ce289881e464b7_FORMATO.png",99032,30,"AVA","ata","Nulo",0,0.8,0,-0.5,7,"Avaí",NA,3,5,2,3,6,NA,11,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"778","Matheus Aleksander dos Anjos","Matheus Anjos","https://s.glbimg.com/es/sde/f/2017/04/23/ca02d2a758b721d663027e8f482babc2_FORMATO.png",97879,30,"ATL","mei","Nulo",0,1.46,0,-0.22,6,"Atlético-PR",NA,1,6,2,3,5,NA,21,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","Derlan de Oliveira Bento","Derlan","https://s.glbimg.com/es/sde/f/2017/04/20/a61babc61e943eed73835c0eb0233767_FORMATO.png",98945,30,"FLU","zag","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780","Joao Victor Inacio Araujo","João Victor","https://s.glbimg.com/es/sde/f/2017/05/01/b47bd0865c30b6854b673c7e94778083_FORMATO.png",99033,30,"SPO","mei","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781","Pedro Vitor Ferreira Da Silva ","Pedro Vitor","https://s.glbimg.com/es/sde/f/2017/05/01/3b883aa630ed340edfef1e032cfb61b2_FORMATO.png",99035,30,"SPO","ata","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782","Caio Felipe dos Santos Silva","Caio","https://s.glbimg.com/es/sde/f/2017/02/14/a6f6b29df8097bacd2fc794872711c70_FORMATO.png",98035,30,"SPO","lat","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783","Rafael Santos de Sousa","Rafael","https://s.glbimg.com/es/sde/f/2017/04/24/db3ab616836bf6fcfa76a2dd7846986b_FORMATO.png",97902,30,"FLA","zag","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","Pedro Gomes Bortoluzo","Pedro Bortoluzo",NA,99041,30,"SAO","ata","Nulo",0,3,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785","Elias Lira Nogueira Junior ","Elias","https://s.glbimg.com/es/sde/f/2017/05/01/3d6d8284db8a576d760fba42eb79eac4_FORMATO.png",99034,30,"SPO","lat","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","Maílson Tenório dos Santos","Maílson","https://s.glbimg.com/es/sde/f/2017/02/14/9e10795b558271c6baddcda617d65c21_FORMATO.png",98034,30,"SPO","gol","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787","Dayvid Alexsander da Silva","Dayvid",NA,99254,30,"SPO","lat","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788","Pedro Henryque Pereira dos Santos","Pedro Henryque",NA,99255,30,"SPO","zag","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789","Luiz Felipe Machado de Souza","Luiz Felipe","https://s.glbimg.com/es/sde/f/2017/04/27/f440fdbfbca6b16934ab91e0d9d8dff0_FORMATO.png",98056,30,"ATL","mei","Nulo",0,2,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790","Alesandro dos Santos Pereira","Alesandro",NA,99256,30,"SPO","zag","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791","Conrado Buchanelli Holz","Conrado","https://s.glbimg.com/es/sde/f/2017/06/07/0367b264f2aa4d386381dc6d9594c5a2_FORMATO.jpeg",99625,30,"GRE","mei","Nulo",0,1.87,0,1.15,2,"Grêmio",NA,NA,2,NA,1,3,NA,6,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"792","Luiz Felipe Schwartz Dal Piva ","Luiz Felipe","https://s.glbimg.com/es/sde/f/2017/04/24/7363784a4f9cfb861280071ced864b12_FORMATO.png",95483,30,"CHA","gol","Nulo",0,2,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793","Ezequiel Gonzalo Esperon","Esperon","https://s.glbimg.com/es/sde/f/2017/06/07/dfce0445c3144c43e2d3f33bb0dd4131_FORMATO.jpeg",99628,30,"GRE","mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794","João Erick Marques da Silva","João Erick",NA,99257,30,"SPO","mei","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795","Edilson Borba de Aquino","Orinho","https://s.glbimg.com/es/sde/f/2017/08/22/ed31aa68443f0c457c2a938720aa909d_FORMATO.png",95542,30,"SAN","lat","Nulo",0,2.35,0,3.8,1,"Santos",NA,NA,1,NA,1,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796","Renan Gorne Silva","Renan Gorne","https://s.glbimg.com/es/sde/f/2017/04/18/93446ecc92fba9fefb3b8e5fd410ff12_FORMATO.png",95543,30,"BOT","ata","Nulo",0,0.76,0,-3.5,1,"Botafogo",NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797","Fabrício Silva Costa","Fabrício","https://s.glbimg.com/es/sde/f/2017/02/14/d7be73cf3ee15933e6b1c7812db4ab8c_FORMATO.png",95539,30,"SPO","mei","Nulo",0,1.37,0,0.39,7,"Sport",1,1,2,2,2,3,NA,18,1,NA,NA,NA,1,NA,NA,NA,NA,NA
