"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","FC","FD","FF","FS","G","I","PE","RB","CA","SG","FT","DD","GS","CV","PP","DP"
"73","Everton Cardoso da Silva","Everton","https://s.glbimg.com/es/sde/f/2017/04/24/baf540d146fb96f0159339aad269538d_FORMATO.png",50301,7,"FLA","mei","Provável",1,14.01,-0.42,4.58,6,"Flamengo",1,9,4,2,8,1,1,21,12,2,NA,NA,NA,NA,NA,NA,NA
"74","Fabricio dos Santos Silva","Fabrício","https://s.glbimg.com/es/sde/f/2017/02/19/24191456ff9447eb594b23afd68b389a_FORMATO.png",49674,7,"CRU","lat","Nulo",0,5,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","Marcelo Oliveira Ferreira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2016/04/30/401897dab69a776fef1185ec3ba1b85f_FORMATO.png",50328,7,"GRE","lat","Contundido",0,9.97,0,5.1,1,"Grêmio",NA,2,NA,NA,4,NA,NA,2,1,1,1,NA,NA,NA,NA,NA,NA
"76","David Braz de Oliveira Filho","David Braz","https://s.glbimg.com/es/sde/f/2017/05/02/7e17e0feab3ee583c5049f63df2c2771_FORMATO.png",50317,7,"SAN","zag","Provável",6.6,11.14,0.79,4.15,6,"Santos",NA,5,1,2,1,1,NA,22,3,1,4,NA,NA,NA,NA,NA,NA
"77","Lucas Rios Marques","Lucas","https://s.glbimg.com/es/sde/f/2017/01/13/c82e7265df8e1826bec18601456898a5_FORMATO.png",50362,7,"FLU","lat","Provável",1.1,2.57,-0.29,0.57,6,"Fluminense",NA,15,NA,4,5,NA,2,12,6,NA,NA,NA,NA,NA,NA,NA,NA
"78","Kayke Moreno de Andrade Rodrigues","Kayke","https://s.glbimg.com/es/sde/f/2017/05/02/175b6e25643dfdf97032cd564bc4e5c4_FORMATO.png",50402,7,"SAN","ata","Provável",8.2,6.22,-0.42,4.48,5,"Santos",NA,4,1,2,3,3,2,14,1,NA,NA,NA,NA,NA,NA,NA,NA
"79","Darío Leonardo Conca","Conca","https://s.glbimg.com/es/sde/f/2017/04/24/f51b755cd38a02f41c96c2cc347998eb_FORMATO.png",50348,7,"FLA","mei","Nulo",0.9,9.38,-2.62,0.9,1,"Flamengo",NA,NA,1,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","Paulo Henrique Carneiro Filho","Paulo Henrique","https://s.glbimg.com/es/sde/f/2017/02/14/f3e039a98588fd2760ea1b06034d2567_FORMATO.png",50398,7,"SPO","ata","Nulo",0,3,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","Wesley Lopes Beltrame","Wesley","https://s.glbimg.com/es/sde/f/2016/05/01/df95d867f8ae0ddd0e0485b9b344e610_FORMATO.png",50421,7,"SAO","mei","Nulo",1.2,4.1,-0.9,1.2,1,"São Paulo",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"82","Vilson Xavier de Meneses Junior","Vilson","https://s.glbimg.com/es/sde/f/2017/04/20/8318615325e46161f7739d05c53abb81_FORMATO.png",50439,7,"COR","zag","Nulo",0,4,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Ricardo Martins de Araújo","Kadu","https://s.glbimg.com/es/sde/f/2017/05/02/414d5dd199f668338406b95b0d982b31_FORMATO.png",50427,7,"PON","zag","Nulo",2.4,11.85,-1.17,5.57,4,"Ponte Preta",NA,7,NA,1,3,NA,NA,5,13,1,1,NA,NA,NA,NA,NA,NA
"84","Marco Antonio de Mattos Filho","Marquinho","https://s.glbimg.com/es/sde/f/2016/07/30/7905e0520c53cd23701cb3eddd0d3d19_FORMATO.png",50407,7,"FLU","mei","Nulo",0,3.66,0,-0.4,2,"Fluminense",NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"85","Carlos Eduardo Santos Oliveira","Eduardo","https://s.glbimg.com/es/sde/f/2017/02/21/1667c807177ee329a96aa2102be09777_FORMATO.png",50645,7,"BAH","lat","Provável",6.3,5.72,1.03,2.46,7,"Bahia",NA,11,NA,NA,5,NA,2,35,11,1,3,NA,NA,NA,NA,NA,NA
"86","Breno Vinicius Rodrigues Borges","Breno","https://s.glbimg.com/es/sde/f/2017/05/18/3541bd5abdd15872a87ca7a41c8b2948_FORMATO.png",50408,7,"VAS","zag","Provável",1.9,2.91,0.25,0.48,6,"Vasco",NA,5,1,1,2,NA,NA,8,3,NA,NA,NA,NA,NA,NA,NA,NA
"87","William Matheus da Silva","William Matheus","https://s.glbimg.com/es/sde/f/2017/04/24/dc3d5fdf33d1716e51abe9c2aad2d182_FORMATO.png",62130,7,"COR","lat","Provável",0,7.93,0,3.8,6,"Coritiba",NA,10,4,1,14,NA,1,20,8,3,3,NA,NA,NA,NA,NA,NA
"88","Leonardo Renan Simões de Lacerda","Léo","https://s.glbimg.com/es/sde/f/2016/04/29/442f1e513bf554cc4cbcce5ae7ace03b_FORMATO.png",50459,7,"CRU","zag","Provável",1.1,8.56,-0.6,2.1,7,"Cruzeiro",NA,5,1,1,8,NA,NA,21,4,2,3,NA,NA,NA,NA,NA,NA
"89","Luiz Diallison de Souza Alves","Apodi","https://s.glbimg.com/es/sde/f/2017/04/24/287a66acd6363a7d660701c832982d75_FORMATO.png",51042,7,"CHA","lat","Provável",3.6,7.12,1.31,2.23,7,"Chapecoense",NA,14,1,NA,9,NA,2,16,7,2,3,NA,NA,NA,NA,NA,NA
"90","Henrique Adriano Buss","Henrique","https://s.glbimg.com/es/sde/f/2016/04/29/a9d9178f59821bfca73d485e636ad040_FORMATO.png",50856,7,"FLU","zag","Provável",0.6,8.15,0.25,0.55,6,"Fluminense",NA,8,NA,NA,7,NA,NA,14,5,2,NA,1,NA,NA,NA,NA,NA
"91","Denis Cesar de Matos","Denis","https://s.glbimg.com/es/sde/f/2016/05/01/9e4d589b32947151072c21d1d5b71747_FORMATO.png",51175,7,"SAO","gol","Contundido",0,5,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Emerson dos Santos Silva","Emerson Silva","https://s.glbimg.com/es/sde/f/2016/05/20/32eec64b3753a7d9b1192df90028abc9_FORMATO.png",51299,7,"BOT","zag","Nulo",0,6,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Walter Leandro Capeloza Artune","Walter","https://s.glbimg.com/es/sde/f/2017/04/20/196790f232d428bcd861ad55c55dd8cc_FORMATO.png",51413,7,"COR","gol","Nulo",0,6,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Renato Adriano Jacó de Morais","Renato Cajá","https://s.glbimg.com/es/sde/f/2017/05/02/c6dd544b90a2c4194626f51e05b53b4e_FORMATO.png",51319,7,"PON","mei","Provável",2,7.95,-0.92,3.9,3,"Ponte Preta",NA,1,1,4,NA,1,NA,10,2,NA,NA,NA,NA,NA,NA,NA,NA
"95","Leandro Salino do Carmo","Leandro Salino","https://s.glbimg.com/es/sde/f/2017/02/20/88732a4309dfb2ee375054e5e944d3cf_FORMATO.png",51905,7,"VIT","lat","Nulo",0,6.94,0,4.1,4,"Vitória",NA,11,NA,1,9,NA,NA,11,10,1,1,NA,NA,NA,NA,NA,NA
"96","Antonio Eduardo Pereira dos Santos","Kanu","https://s.glbimg.com/es/sde/f/2017/02/20/2a67dc4c7c97236fb27abf4dbe5a39fc_FORMATO.png",51792,7,"VIT","zag","Provável",-4.2,5.89,-2.41,2.2,2,"Vitória",NA,2,NA,NA,1,NA,1,9,3,1,1,NA,NA,NA,NA,NA,NA
"97","Roger de Carvalho","Roger Carvalho","https://s.glbimg.com/es/sde/f/2017/04/28/050f2523a89b53c80e67a8b25d407fea_FORMATO.png",51415,7,"ATL","zag","Provável",0.3,6.81,-0.12,2.79,7,"Atlético-GO",NA,15,NA,2,14,NA,NA,17,11,NA,1,NA,NA,NA,NA,NA,NA
"98","Thiago Carleto Alves","Thiago Carleto","https://s.glbimg.com/es/sde/f/2017/05/15/e78cf3d6b6820ad71b0335abf0a64a0b_FORMATO.png",51700,7,"COR","lat","Nulo",7,4.73,0.73,7,1,"Coritiba",NA,1,1,NA,2,NA,NA,4,1,NA,1,NA,NA,NA,NA,NA,NA
"99","Leandro Donizete Gonçalves da Silva","Leandro Donizete","https://s.glbimg.com/es/sde/f/2017/05/02/7c58801a7248a49556b48b3d0b29ca4d_FORMATO.png",51318,7,"SAN","mei","Nulo",1.4,4.97,0.15,1.03,3,"Santos",NA,2,NA,1,3,NA,NA,4,3,1,NA,NA,NA,NA,NA,NA,NA
"100","Bruno Rodrigo Fenelon Palomo","Bruno Rodrigo","https://s.glbimg.com/es/sde/f/2017/04/23/d52f6bea6aa2f1491f7bd22855a3e821_FORMATO.png",51705,7,"GRE","zag","Nulo",0,5.11,0,-0.3,1,"Grêmio",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Éverton Augusto de Barros Ribeiro","Éverton Ribeiro","https://s.glbimg.com/es/sde/f/2017/06/06/48433233628904b29b6ff9d418e57dc3_FORMATO.png",51772,7,"FLA","mei","Nulo",0,15,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Réver Humberto Alves Araújo","Réver","https://s.glbimg.com/es/sde/f/2017/04/24/854cf1c9afe220c9f2a2751a12f2e7dd_FORMATO.png",52253,7,"FLA","zag","Provável",14.1,12.1,2.32,4.65,7,"Flamengo",NA,3,1,NA,7,1,NA,11,7,1,3,NA,NA,NA,NA,NA,NA
"103","Lins Lima de Britto","Lins","https://s.glbimg.com/es/sde/f/2017/05/02/152a2c73a115dd6eaae434c953a9c05b_FORMATO.png",53669,7,"PON","ata","Nulo",3.6,4.9,0.53,1.96,5,"Ponte Preta",1,8,2,2,6,NA,1,13,4,NA,NA,NA,NA,NA,NA,NA,NA
"104","Ferdinando Pereira Leda","Ferdinando","https://s.glbimg.com/es/sde/f/2017/04/28/451b8463a985e60f7a6e4d877e47d26e_FORMATO.png",53731,7,"AVA","mei","Nulo",0,5,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Elias Mendes Trindade","Elias","https://s.glbimg.com/es/sde/f/2017/04/03/9fbc7e32d0d9db7b948212b98c23212a_FORMATO.png",54395,7,"ATL","mei","Provável",4.5,13.34,0.75,2.67,6,"Atlético-MG",NA,5,2,1,4,1,2,16,8,1,NA,NA,NA,NA,NA,NA,NA
"106","Túlio Vinícius Fróes de Melo","Túlio de Melo","https://s.glbimg.com/es/sde/f/2017/04/25/19e52a7282097054fc255711621c8e29_FORMATO.png",54797,7,"CHA","ata","Nulo",0,3.69,0,-0.32,4,"Chapecoense",NA,2,NA,1,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Agenor Detofol","Agenor","https://s.glbimg.com/es/sde/f/2016/07/12/b3b2f4d5febfcebd9c61128f21c52535_FORMATO.png",71724,7,"SPO","gol","Nulo",0,4,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Luiz Rhodolfo Dini Gaioto","Rhodolfo","https://s.glbimg.com/es/sde/f/2015/07/22/b1c8ee56c97a5921b622245e160110b6_FORMATO.jpeg",42501,7,"FLA","zag","Nulo",0,8,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Víctor Leandro Bagy","Victor","https://s.glbimg.com/es/sde/f/2017/04/03/444816970098790387faf6c2c5c0444f_FORMATO.png",52950,7,"ATL","gol","Provável",1,10.97,-0.34,5.17,7,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,6,NA,1,2,NA,13,8,NA,NA,1
"110","Gilson Gomes do Nascimento","Gilson","https://s.glbimg.com/es/sde/f/2017/04/17/41717887cc5c81bcd28ad1df6829c7e6_FORMATO.png",52674,7,"BOT","lat","Nulo",0.5,9.09,-0.55,3.99,7,"Botafogo",NA,3,NA,NA,13,NA,NA,7,5,1,3,1,NA,NA,NA,NA,NA
"111","Willians Domingos Fernandes","Willians","https://s.glbimg.com/es/sde/f/2017/04/22/4d3ea3f29cc1123b9be48ac36945bc29_FORMATO.png",54424,7,"CRU","mei","Nulo",0,4,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Rafael de Souza Pereira","Rafael Carioca","https://s.glbimg.com/es/sde/f/2017/04/03/902e1c13569f1c4cc9f929691cc6d625_FORMATO.png",60784,7,"ATL","mei","Provável",-1.4,6.02,-1.14,1.79,7,"Atlético-MG",NA,6,NA,NA,10,NA,NA,15,10,1,NA,NA,NA,NA,NA,NA,NA
"113","Willians dos Santos Santana","Willians","https://s.glbimg.com/es/sde/f/2017/06/07/e24d137ff5aa2e79299e85cf581744a1_FORMATO.png",60787,7,"AVA","ata","Dúvida",3,3.81,0.63,0.35,4,"Avaí",NA,11,NA,NA,5,NA,NA,8,4,NA,NA,NA,NA,NA,NA,NA,NA
"114","Cássio Luís Rissardo","Xuxa","https://s.glbimg.com/es/sde/f/2017/04/25/f61368b41b39832165af38d0ac96fda8_FORMATO.png",55594,7,"PON","mei","Contundido",0,2.44,0,0.55,2,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"115","Bruno Vieira Gallo","Bruno Gallo","https://s.glbimg.com/es/sde/f/2017/04/06/68766fe1a4a33ee25c95b972979bf44c_FORMATO.png",60802,7,"VAS","mei","Nulo",0,1.7,0,-0.6,1,"Vasco",NA,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","Luis Ricardo Silva Umbelino","Luis Ricardo","https://s.glbimg.com/es/sde/f/2016/05/20/f1f631c4c995df1548717967d445801f_FORMATO.png",55348,7,"BOT","lat","Contundido",0,8,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","Marcos Antônio da Silva Gonçalves","Marquinhos","https://s.glbimg.com/es/sde/f/2017/05/03/cc800ad5ce3aeb287358e50e4352911b_FORMATO.png",60788,7,"SPO","ata","Nulo",0,5.72,0,4.7,2,"Sport",2,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","Anderson Vital da Silva","Dedé","https://s.glbimg.com/es/sde/f/2017/04/05/526dd85f05139f739aca91b753b00ec9_FORMATO.png",60819,7,"CRU","zag","Contundido",0,8.86,0,3.43,3,"Cruzeiro",NA,1,NA,NA,2,NA,NA,12,2,NA,2,NA,NA,NA,NA,NA,NA
"119","Carlos Cesar Neves","Carlos Cesar","https://s.glbimg.com/es/sde/f/2017/04/03/ed8cd5220fe7c5ba0069143fad70f518_FORMATO.png",61211,7,"ATL","lat","Contundido",0,4.46,0,-0.7,1,"Atlético-MG",NA,NA,NA,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Rodrigo Eduardo Costa Marinho","Rodriguinho","https://s.glbimg.com/es/sde/f/2017/04/20/ff3f0ec8867916a05745cdee54815442_FORMATO.png",61033,7,"COR","mei","Provável",0,16.57,0,5.75,4,"Corinthians",2,6,2,3,11,1,1,14,3,1,NA,NA,NA,NA,NA,NA,NA
"121","Gilberto Oliveira Souza Júnior","Gilberto","https://s.glbimg.com/es/sde/f/2016/08/18/6af48de27fa231f0a84e3301c9451cb9_FORMATO.png",61188,7,"SAO","ata","Nulo",1.9,4.69,-0.82,2.1,4,"São Paulo",NA,4,2,3,NA,1,1,3,1,1,NA,NA,NA,NA,NA,NA,NA
"122","Lucca Borges Brito","Lucca","https://s.glbimg.com/es/sde/f/2017/05/02/bd59d7bbf1fff0ce2e2dd4b489c5c99a_FORMATO.png",61149,7,"PON","ata","Provável",3.1,20.08,-1.88,8.82,7,"Ponte Preta",1,11,6,5,19,5,2,20,6,NA,NA,NA,NA,NA,NA,NA,NA
"123","Julio Daniel dos Santos Rodríguez","Julio dos Santos","https://s.glbimg.com/es/sde/f/2017/04/17/649e4e7bd437c7088ca460c013ae1718_FORMATO.png",60853,7,"VAS","mei","Nulo",0,5,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","Patric Cabral Lalau","Patric","https://s.glbimg.com/es/sde/f/2017/04/24/89077bf2beda96cfae171fad51c21cd1_FORMATO.png",60969,7,"VIT","lat","Provável",5.8,6.96,1.1,1.35,4,"Vitória",NA,8,1,2,4,NA,1,21,4,NA,1,NA,NA,NA,NA,NA,NA
"125","Jael Ferreira Vieira","Jael","https://s.glbimg.com/es/sde/f/2017/04/23/585f69babcaf14c7eaf22537e3c5338c_FORMATO.png",60859,7,"GRE","ata","Contundido",0,5,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Maikon Fernando Souza Leite","Maikon Leite","https://s.glbimg.com/es/sde/f/2017/02/18/d1beebf2d6769d1d954a6d387ae17218_FORMATO.png",62069,7,"BAH","ata","Nulo",0,2.15,0,-0.5,2,"Bahia",NA,2,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Marcos Rogério Ricci Lopes","Pará","https://s.glbimg.com/es/sde/f/2017/04/24/44fa9261c93718d8ee74e043fad7adbb_FORMATO.png",62086,7,"FLA","lat","Nulo",4.5,8.98,0.96,2.4,7,"Flamengo",1,9,NA,1,4,NA,NA,16,2,NA,3,NA,NA,NA,NA,NA,NA
"128","Fernando Camilo Farias","Camilo","https://s.glbimg.com/es/sde/f/2016/06/28/8a03ee3ad9899f775f55818fc2c7e956_FORMATO.jpeg",62009,7,"BOT","mei","Contundido",0,11.07,0,1.47,3,"Botafogo",NA,NA,1,4,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Edimar Curitiba Fraga","Edimar","https://s.glbimg.com/es/sde/f/2017/04/25/0991c88dd099660fdb7cfc88a4bedab1_FORMATO.png",62024,7,"SAO","lat","Nulo",0,5,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Jean Raphael Vanderlei Moreira","Jean","https://s.glbimg.com/es/sde/f/2017/04/18/84289863d6f3328bec523c3cfeadb268_FORMATO.png",62047,7,"PAL","lat","Nulo",0.4,14.38,-0.57,3.5,4,"Palmeiras",NA,2,2,3,2,1,1,14,3,NA,1,NA,NA,NA,NA,1,NA
"131","Vanderlei Farias da Silva","Vanderlei","https://s.glbimg.com/es/sde/f/2016/05/01/82e0b04b2f7623a1d61ffaff2e36a59c_FORMATO.png",62121,7,"SAN","gol","Provável",26,21.15,4.31,9.73,7,"Santos",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,4,NA,18,6,NA,NA,1
"132","João Paulo Purcino de Almeida","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/28/61a2cc88c95e6ada6bf3c127a23ec96f_FORMATO.png",62997,7,"AVA","lat","Nulo",0,4,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","José Rogério de Oliveira","Rogério","https://s.glbimg.com/es/sde/f/2016/08/31/6340e77cb18143e838ae03747e59b459_FORMATO.png",73540,7,"SPO","ata","Nulo",-0.4,6.02,-0.4,1.12,6,"Sport",NA,1,4,1,9,NA,NA,18,2,NA,NA,NA,NA,NA,NA,NA,NA
"134","Róbson Michael Signorini","Robinho","https://s.glbimg.com/es/sde/f/2016/05/12/bca701933eaad8640785a2a634d5edf4_FORMATO.png",62104,7,"CRU","mei","Provável",0,8.5,0,0.77,3,"Cruzeiro",NA,4,2,3,1,NA,NA,17,4,1,NA,NA,NA,NA,NA,NA,NA
"135","João Paulo da Silva","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/24/bd4f8a7faf06636fd48dc601b16ea0af_FORMATO.png",56102,7,"COR","mei","Contundido",0,7,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Werley Ananias da Silva","Werley","https://s.glbimg.com/es/sde/f/2017/04/24/5d30208b79a04fd4710a6c79831dae42_FORMATO.png",62974,7,"COR","zag","Provável",6.2,8.94,1.05,4.36,7,"Coritiba",NA,1,NA,2,1,NA,NA,15,8,NA,4,NA,NA,NA,NA,NA,NA
"137","Victor Ramos Ferreira","Victor Ramos","https://s.glbimg.com/es/sde/f/2017/04/25/b46cb463e6cdc67676c6fde0cbbdfdf9_FORMATO.png",63000,7,"CHA","zag","Provável",-0.3,7.61,-0.59,2.85,7,"Chapecoense",NA,10,2,2,NA,NA,NA,17,8,1,3,NA,NA,NA,NA,NA,NA
"138","Douglas Silva Bacelar","Douglas","https://s.glbimg.com/es/sde/f/2016/10/24/daecab9e41dda92b025a194ccf942d0e_FORMATO.png",63128,7,"SAO","zag","Nulo",0,3.28,0,0.9,1,"São Paulo",NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"139","Walter Henrique da Silva","Walter","https://s.glbimg.com/es/sde/f/2017/06/01/bba975f9c1f34505f37eedc4d7693aad_FORMATO.png",62128,7,"ATL","ata","Nulo",0,8.49,0,1.3,5,"Atlético-GO",NA,8,2,4,10,1,2,20,1,1,NA,NA,NA,NA,NA,NA,NA
"140","Willian Roberto Farias","Willian Farias","https://s.glbimg.com/es/sde/f/2017/04/24/15cf98a07f1ca5efaa16bc8321c04658_FORMATO.png",63058,7,"VIT","mei","Provável",0,8.73,0,2.86,5,"Vitória",NA,6,NA,1,3,NA,NA,15,13,3,NA,1,NA,NA,NA,NA,NA
"141","Alan Luciano Ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2017/04/24/5445b9aabe74f7acf2c52104cb6270ff_FORMATO.png",63110,7,"CHA","lat","Nulo",0,3,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","Paulo Marcos de Jesus Ribeiro","Paulão","https://s.glbimg.com/es/sde/f/2017/05/17/e601d16bd24dd07614db1ad805107a5d_FORMATO.png",63172,7,"VAS","zag","Provável",0.1,4.21,-0.32,0.63,6,"Vasco",NA,11,NA,5,4,NA,NA,10,4,NA,NA,NA,NA,NA,NA,NA,NA
"143","Luiz Severo Júnior","Júnior Viçosa","https://s.glbimg.com/es/sde/f/2017/04/28/d1909a944130931c13b961fd7bf4ce3a_FORMATO.png",63177,7,"ATL","ata","Nulo",0,3.57,0,0.28,6,"Atlético-GO",NA,2,2,4,3,NA,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","Moisés Lima Magalhães","Moisés","https://s.glbimg.com/es/sde/f/2017/04/18/a2b616905dc5f0c3eddcfafd4814e2d9_FORMATO.png",63158,7,"PAL","mei","Contundido",0,10,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","Marcos Luis Rocha Aquino","Marcos Rocha","https://s.glbimg.com/es/sde/f/2017/04/03/043d9369ddb104e41861bbe7b79afb5d_FORMATO.png",63013,7,"ATL","lat","Contundido",0,11.33,0,3.35,2,"Atlético-MG",1,5,NA,1,3,NA,NA,16,4,NA,NA,NA,NA,NA,NA,NA,NA
"146","Marcos Vicente dos Santos","Marquinhos","https://s.glbimg.com/es/sde/f/2017/04/28/16b2b3c31dc9b2e904ab87a434b26f8b_FORMATO.png",38150,7,"AVA","mei","Provável",0,1.83,0,-0.55,6,"Avaí",NA,2,3,2,6,NA,NA,27,2,NA,NA,NA,NA,NA,1,NA,NA
"147","Diego Gomes dos Santos","Diego Gomes","https://s.glbimg.com/es/sde/f/2017/05/02/c6169204fbfca94a9affdd9de721a72c_FORMATO.png",94045,7,"SAN","mei","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Gustavo Franchin Schiavolin","Gustavo","https://s.glbimg.com/es/sde/f/2017/04/28/1a067ab1f5585036fbe91443094ed603_FORMATO.png",37840,7,"AVA","zag","Provável",-3.9,3.64,-2.36,-3.9,1,"Avaí",NA,2,NA,NA,1,NA,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"149","André Felipe Ribeiro de Souza","André","https://s.glbimg.com/es/sde/f/2017/03/12/15292d87c87458b6575b789d1e0b3a77_FORMATO.png",68690,7,"SPO","ata","Provável",-3,7.92,-2.21,5.08,6,"Sport",NA,19,3,3,6,4,3,16,6,2,NA,NA,NA,NA,NA,NA,NA
"150","Artur Guilherme Moraes Gusmão","Artur Moraes","https://s.glbimg.com/es/sde/f/2017/04/24/5e85a2f95507d900cd0da5a482163c0d_FORMATO.png",38156,7,"CHA","gol","Nulo",0,6,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Thallyson Gabriel Lobo Seabra","Thallyson","https://s.glbimg.com/es/sde/f/2017/02/14/3e158bd1bb119b3c60c1c2d557560d42_FORMATO.png",94144,7,"SPO","mei","Nulo",-0.9,0.76,0,-0.48,5,"Sport",NA,7,NA,NA,7,NA,1,10,3,2,NA,NA,NA,NA,NA,NA,NA
"152","Jucilei da Silva","Jucilei","https://s.glbimg.com/es/sde/f/2017/04/25/a6c1399add6e3c7d17ad9a708974cd21_FORMATO.png",63422,7,"SAO","mei","Provável",9.3,14.05,1.59,4.95,7,"São Paulo",NA,18,1,1,17,NA,NA,19,23,NA,NA,NA,NA,NA,NA,NA,NA
"153","Fábio Santos Romeu","Fábio Santos","https://s.glbimg.com/es/sde/f/2017/04/03/513ae4d7abe5f2024ee9a5cfa9c87bd4_FORMATO.png",38229,7,"ATL","lat","Provável",1.4,1.95,-0.09,1.1,6,"Atlético-MG",NA,9,NA,3,10,NA,2,25,5,3,2,NA,NA,NA,NA,NA,NA
"154","Luis Fabiano Clemente","Luis Fabiano","https://s.glbimg.com/es/sde/f/2017/04/17/37ff07beed4a39ead1876fadd586d068_FORMATO.png",37919,7,"VAS","ata","Provável",0,15.52,0,9.5,5,"Vasco",1,9,4,6,7,5,4,7,2,2,NA,NA,NA,NA,NA,NA,NA
"155","Maicon Thiago Pereira de Souza","Maicon","https://s.glbimg.com/es/sde/f/2017/04/23/2d7990dd22103819070a18092e4a35b7_FORMATO.png",38196,7,"GRE","mei","Dúvida",0.8,8.58,-0.76,1.27,4,"Grêmio",NA,3,NA,NA,5,NA,NA,9,4,NA,NA,NA,NA,NA,NA,NA,NA
