"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","CV","FC","FD","FF","FS","FT","G","I","PE","RB","SG","PP","DD","GS","DP","GC"
"69","Paulo César Carpegiani","Carpegiani","https://s.glbimg.com/es/sde/f/2017/10/05/dd2f6056891fcc3e7ed2cfc01432a003_FORMATO.png",39355,38,"BAH","tec","Provável",2.63,11.91,-0.17,4.58,12,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","Maicon Douglas Sisenando","Maicon","https://s.glbimg.com/es/sde/f/2017/05/31/ef02f85ca8a5590abd7f361e7b0dd858_FORMATO.png",38748,38,"AVA","lat","Provável",4.6,5.73,-1.51,4.14,9,"Avaí",NA,NA,NA,6,NA,2,11,NA,1,NA,14,15,2,NA,NA,NA,NA,1
"71","Anderson Luiz de Carvalho","Nenê","https://s.glbimg.com/es/sde/f/2017/04/24/45951f5edf6777703717a335e5bffc58_FORMATO.png",38913,38,"VAS","mei","Provável",-3.2,11.8,-1.54,3.47,31,"Vasco",5,6,NA,32,15,24,82,1,5,7,134,24,NA,1,NA,NA,NA,NA
"72","Anderson Hernanes de Carvalho Andrade Lima","Hernanes","https://s.glbimg.com/es/sde/f/2017/08/24/906d163cca64b5b702fc394e60588644_FORMATO.png",38648,38,"SAO","mei","Contundido",0,17.83,0,7.76,19,"São Paulo",3,3,NA,18,14,16,51,NA,9,1,81,29,NA,NA,NA,NA,NA,NA
"73","José Renato da Silva Júnior","Renato","https://s.glbimg.com/es/sde/f/2017/07/25/51728a46f746d0ab5fe9985a3f913559_FORMATO.png",39572,38,"FLU","lat","Nulo",0,4.32,0,1.58,9,"Fluminense",NA,2,NA,12,1,9,7,NA,NA,NA,17,5,2,NA,NA,NA,NA,NA
"74","Dorival Silvestre Júnior","Dorival Júnior","https://s.glbimg.com/es/sde/f/2017/07/10/44451249912d8a454f2c40009fb27f1b_FORMATO.png",40990,38,"SAO","tec","Provável",2.94,10.1,-0.18,3.51,30,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","Renato Dirnei Florêncio","Renato","https://s.glbimg.com/es/sde/f/2017/05/02/ce9c1e5d21a2efec50dbdc2870d5a8c9_FORMATO.png",38908,38,"SAN","mei","Provável",2,6.12,-0.11,1.76,23,"Santos",NA,NA,NA,18,2,5,27,NA,NA,NA,40,25,NA,NA,NA,NA,NA,NA
"76","Kleber Giacomace de Souza Freitas","Kleber","https://s.glbimg.com/es/sde/f/2017/09/05/45c6f808fc644c74001e20c938a4112a_FORMATO.png",40179,38,"COR","ata","Provável",10.5,11.59,2.13,2.96,16,"Coritiba",1,3,1,37,12,10,42,NA,5,10,45,6,NA,NA,NA,NA,NA,NA
"77","Anderson Luís de Abreu Oliveira","Anderson","https://s.glbimg.com/es/sde/f/2017/04/24/0dc186897635dc55867be6cf89a3666a_FORMATO.png",38852,38,"COR","mei","Nulo",-0.6,3.01,-0.24,0,12,"Coritiba",NA,2,1,10,3,1,12,NA,NA,1,29,8,NA,NA,NA,NA,NA,NA
"78","Vagner Carmo Mancini","Vagner Mancini","https://s.glbimg.com/es/sde/f/2017/07/26/03f653f62309ac6ad508e084fbc4c7e5_FORMATO.png",39850,38,"VIT","tec","Provável",0.86,8.99,-0.55,3.37,33,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","Alessandro Beti Rosa","Magrão","https://s.glbimg.com/es/sde/f/2017/08/30/c7dca7402951841de5cd3c5a531e0cee_FORMATO.png",41218,38,"SPO","gol","Provável",11,7.33,1.29,2.58,34,"Sport",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,12,3,9,NA,46,49,NA,NA
"80","Abel Carlos da Silva Braga","Abel Braga","https://s.glbimg.com/es/sde/f/2017/07/26/530dd6d653e00f41f2159828518f0bf3_FORMATO.png",40006,38,"FLU","tec","Provável",2.35,11.68,-0.1,3.12,36,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","Willian Gomes de Siqueira","Willian","https://s.glbimg.com/es/sde/f/2017/04/18/8ce197bf5176cc970a5782466268bd80_FORMATO.png",42116,38,"PAL","ata","Provável",-0.5,7.51,-0.16,4.18,26,"Palmeiras",5,5,1,31,9,12,33,2,7,7,44,22,NA,1,NA,NA,NA,NA
"82","Cássio Ramos","Cássio","https://s.glbimg.com/es/sde/f/2017/04/19/aaa96b0be41ff91da112273cc059467e_FORMATO.png",42234,38,"COR","gol","Provável",1,12.02,-0.2,4.21,34,"Corinthians",NA,3,NA,NA,NA,NA,8,NA,NA,NA,12,NA,15,NA,39,29,2,NA
"83","Osvaldo Lourenço Filho","Osvaldo","https://s.glbimg.com/es/sde/f/2017/08/30/ca1ccec3b2b10a0ecede58b69bb07f1a_FORMATO.png",42222,38,"SPO","ata","Nulo",-2,4.34,-0.41,1.94,28,"Sport",2,4,NA,14,7,9,32,NA,3,2,77,18,NA,NA,NA,NA,NA,NA
"84","Renato Portaluppi","Renato Gaúcho","https://s.glbimg.com/es/sde/f/2016/10/20/11389b106c935a0e20c5b557a4161683_FORMATO.png",41929,38,"GRE","tec","Provável",4.49,15.46,0.19,4.22,37,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Fernando Paixão da Silva","Fernando Bob","https://s.glbimg.com/es/sde/f/2017/05/02/c182483a84aebf5ed52ddb9d82da6407_FORMATO.png",42213,38,"PON","mei","Nulo",0,7.49,0,1.21,18,"Ponte Preta",NA,4,2,46,NA,1,20,NA,NA,1,45,39,NA,NA,NA,NA,NA,NA
"86","William José de Souza","Amaral","https://s.glbimg.com/es/sde/f/2017/05/08/d967be031145a156a67e168aaeecb1fa_FORMATO.png",42232,38,"CHA","mei","Suspenso",0,3.93,0,1.4,9,"Chapecoense",NA,3,NA,16,1,1,3,NA,NA,NA,7,15,NA,NA,NA,NA,NA,NA
"87","Bruno Vieira do Nascimento","Bruno","https://s.glbimg.com/es/sde/f/2016/05/01/d2edee13739b924fb1847c5369f28455_FORMATO.png",42499,38,"SAO","lat","Nulo",0,4.28,0,0.31,9,"São Paulo",NA,2,NA,16,NA,1,10,NA,NA,NA,37,6,2,NA,NA,NA,NA,NA
"88","Egídio de Araújo Pereira Júnior","Egídio","https://s.glbimg.com/es/sde/f/2017/04/18/594aacef190963b0476d2c76f4f48f57_FORMATO.png",42145,38,"PAL","lat","Nulo",0,8.81,0,5.47,21,"Palmeiras",1,4,NA,22,4,5,27,NA,1,2,86,51,8,NA,NA,NA,NA,NA
"89","Fagner Conserva Lemos","Fagner","https://s.glbimg.com/es/sde/f/2017/04/19/e126b3b0182f6b12d3cc13d20f515810_FORMATO.png",42500,38,"COR","lat","Nulo",0,13.22,0,4.9,30,"Corinthians",3,8,NA,33,3,5,49,2,NA,3,119,52,15,NA,NA,NA,NA,NA
"90","Adilson Warken","Adilson","https://s.glbimg.com/es/sde/f/2017/04/03/8a5b4672974501d33850ca575e0f117c_FORMATO.png",50307,38,"ATL","mei","Provável",-3.5,3.62,-1.15,1.11,25,"Atlético-MG",NA,7,NA,57,NA,5,22,NA,NA,1,40,40,NA,NA,NA,NA,NA,NA
"91","Júlio César Jacobi","Júlio César","https://s.glbimg.com/es/sde/f/2017/07/25/ff1d090ecbc688a4eaf1cd1f5e07cb34_FORMATO.png",49673,38,"FLU","gol","Nulo",0,5.15,0,1.7,20,"Fluminense",NA,NA,NA,NA,NA,NA,11,NA,NA,NA,12,NA,2,NA,26,28,NA,NA
"92","Everton Cardoso da Silva","Everton","https://s.glbimg.com/es/sde/f/2017/08/16/eea748e91cc2c7fcc14df5b06906b1e1_FORMATO.jpeg",50301,38,"FLA","mei","Nulo",0,13.37,0,4.18,27,"Flamengo",7,6,NA,41,14,10,43,1,4,15,78,37,NA,NA,NA,NA,NA,NA
"93","Felipe Augusto Santana","Felipe Santana","https://s.glbimg.com/es/sde/f/2017/02/19/6ca71225c6186e7ca8dfcf1ac0111b14_FORMATO.png",42140,38,"ATL","zag","Nulo",0,7.86,0,4.09,12,"Atlético-MG",1,NA,NA,10,2,2,9,NA,1,2,16,14,3,NA,NA,NA,NA,NA
"94","Fabricio dos Santos Silva","Fabrício","https://s.glbimg.com/es/sde/f/2017/08/04/af2a8afc274774bf29c72ad4817f021e_FORMATO.png",49674,38,"ATL","lat","Provável",8.6,6.47,1.84,3.38,20,"Atlético-PR",1,5,NA,26,4,7,14,1,1,2,78,33,6,1,NA,NA,NA,NA
"95","Luiz Rhodolfo Dini Gaioto","Rhodolfo","https://s.glbimg.com/es/sde/f/2017/06/20/fa889cb0da25023565bc57fe3fa29fde_FORMATO.png",42501,38,"FLA","zag","Suspenso",0,8.31,0,3.65,19,"Flamengo",NA,3,NA,21,3,6,8,NA,NA,3,22,22,9,NA,NA,NA,NA,NA
"96","Wilson Rodrigues de Moura Júnior","Wilson","https://s.glbimg.com/es/sde/f/2017/09/05/a1edec3abed61e3df5ec4b21d324e499_FORMATO.png",50284,38,"COR","gol","Provável",11.4,15.77,0.91,5.36,38,"Coritiba",NA,2,NA,NA,NA,NA,9,NA,2,NA,24,NA,10,NA,75,51,3,NA
"97","Guilherme Milhomem Gusmão","Guilherme","https://s.glbimg.com/es/sde/f/2017/04/28/0dde0e778cab6579a9bf8d745efc2bf0_FORMATO.png",50294,38,"ATL","mei","Contundido",0,9,0,4.01,21,"Atlético-PR",5,5,NA,34,9,9,30,1,5,4,88,24,NA,NA,NA,NA,NA,NA
"98","Hudson Rodrigues dos Santos","Hudson","https://s.glbimg.com/es/sde/f/2017/02/05/3d3e3081a494b80799d348813e420860_FORMATO.png",50324,38,"CRU","mei","Contundido",0,6.9,0,3.51,16,"Cruzeiro",NA,1,NA,25,1,10,17,NA,1,1,26,32,NA,NA,NA,NA,NA,NA
"99","Lucas Rios Marques","Lucas","https://s.glbimg.com/es/sde/f/2017/07/25/ac2070c9ec995dd5cc0efc710891a97a_FORMATO.png",50362,38,"FLU","lat","Provável",-0.2,2.41,-0.31,1.07,30,"Fluminense",2,10,NA,51,5,6,27,NA,NA,9,89,39,2,NA,NA,NA,NA,NA
"100","Darío Leonardo Conca","Conca","https://s.glbimg.com/es/sde/f/2017/08/22/78ca498fcf5cadcc0cd8ae43c4e186b8_FORMATO.jpeg",50348,38,"FLA","mei","Nulo",0,8.35,0,-0.95,2,"Flamengo",NA,1,NA,1,1,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"101","David Braz de Oliveira Filho","David Braz","https://s.glbimg.com/es/sde/f/2017/05/02/7e17e0feab3ee583c5049f63df2c2771_FORMATO.png",50317,38,"SAN","zag","Contundido",0,12.45,0,4.39,28,"Santos",2,8,1,25,3,6,16,NA,3,2,61,33,14,NA,NA,NA,NA,NA
"102","Paulo Henrique Carneiro Filho","Paulo Henrique","https://s.glbimg.com/es/sde/f/2017/02/14/f3e039a98588fd2760ea1b06034d2567_FORMATO.png",50398,38,"SPO","ata","Nulo",0,3,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","Marcelo Oliveira Ferreira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2016/04/30/401897dab69a776fef1185ec3ba1b85f_FORMATO.png",50328,38,"GRE","lat","Contundido",0,7.36,0,1.86,12,"Grêmio",NA,2,NA,16,NA,NA,8,NA,NA,1,20,12,4,1,NA,NA,NA,NA
"104","Marco Antonio de Mattos Filho","Marquinho","https://s.glbimg.com/es/sde/f/2017/07/25/49f339ad5e5c362acf8628d9d617d724_FORMATO.png",50407,38,"FLU","mei","Contundido",0,2.98,0,-0.4,4,"Fluminense",NA,1,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"105","Vilson Xavier de Meneses Junior","Vilson","https://s.glbimg.com/es/sde/f/2017/04/20/8318615325e46161f7739d05c53abb81_FORMATO.png",50439,38,"COR","zag","Contundido",0,4,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Carlos Eduardo Marques","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2017/08/30/1d0425c1f6b3c4bb5041fa1cb9ee960e_FORMATO.png",50369,38,"VIT","mei","Nulo",3,2.49,0.14,0.5,13,"Vitória",NA,2,1,8,4,2,13,NA,1,4,40,8,NA,NA,NA,NA,NA,NA
"107","Keirrison de Souza Carneiro","Keirrison","https://s.glbimg.com/es/sde/f/2017/07/27/e66b2c78e9f0ae24320e10cc36d11f56_FORMATO.png",50880,38,"COR","ata","Nulo",-0.6,2.19,-0.28,1.04,5,"Coritiba",1,NA,NA,3,1,2,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"108","Wesley Lopes Beltrame","Wesley","https://s.glbimg.com/es/sde/f/2017/08/30/be14f1dad39de4605e99b4889d96758f_FORMATO.png",50421,38,"SPO","mei","Contundido",0,3.03,0,0.05,11,"Sport",NA,2,NA,11,1,3,15,NA,NA,NA,36,6,NA,NA,NA,NA,NA,NA
"109","Henrique Adriano Buss","Henrique","https://s.glbimg.com/es/sde/f/2017/07/25/3877f66bdd821cbbcd81de82eeebcb3c_FORMATO.png",50856,38,"FLU","zag","Provável",8.1,9.67,1.02,2.96,27,"Fluminense",NA,4,NA,23,4,2,26,2,1,1,44,38,3,NA,NA,NA,NA,NA
"110","Leonardo Renan Simões de Lacerda","Léo","https://s.glbimg.com/es/sde/f/2016/04/29/442f1e513bf554cc4cbcce5ae7ace03b_FORMATO.png",50459,38,"CRU","zag","Suspenso",0,8.35,0,2.86,26,"Cruzeiro",1,9,NA,17,8,3,12,1,1,NA,53,20,10,NA,NA,NA,NA,NA
"111","Breno Vinicius Rodrigues Borges","Breno","https://s.glbimg.com/es/sde/f/2017/07/11/e970a2c4345e6e515eef8ee166c54f05_FORMATO.png",50408,38,"VAS","zag","Contundido",0,3.67,0,2.06,26,"Vasco",NA,7,1,22,2,5,19,NA,1,NA,51,21,8,NA,NA,NA,NA,NA
"112","Carlos Eduardo Santos Oliveira","Eduardo","https://s.glbimg.com/es/sde/f/2017/07/28/eaa5d401b5faf55be5cb064b19e97744_FORMATO.png",50645,38,"BAH","lat","Suspenso",0,7.05,0,3.12,35,"Bahia",1,9,NA,48,2,8,43,NA,NA,2,159,68,10,NA,NA,NA,NA,NA
"113","Emerson dos Santos Silva","Emerson Silva","https://s.glbimg.com/es/sde/f/2016/05/20/32eec64b3753a7d9b1192df90028abc9_FORMATO.png",51299,38,"BOT","zag","Nulo",0,5.9,0,4.73,6,"Botafogo",NA,1,NA,4,NA,2,7,NA,NA,NA,15,10,3,NA,NA,NA,NA,NA
"114","Denis Cesar de Matos","Denis","https://s.glbimg.com/es/sde/f/2016/05/01/9e4d589b32947151072c21d1d5b71747_FORMATO.png",51175,38,"SAO","gol","Nulo",0,5,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","Renato Adriano Jacó de Morais","Renato Cajá","https://s.glbimg.com/es/sde/f/2017/05/02/c6dd544b90a2c4194626f51e05b53b4e_FORMATO.png",51319,38,"PON","mei","Nulo",0,6.29,0,1.51,18,"Ponte Preta",2,1,1,16,2,10,14,NA,1,1,55,15,NA,NA,NA,NA,NA,NA
"116","Leandro Donizete Gonçalves da Silva","Leandro Donizete","https://s.glbimg.com/es/sde/f/2017/05/02/7c58801a7248a49556b48b3d0b29ca4d_FORMATO.png",51318,38,"SAN","mei","Nulo",0,3.32,0,-0.26,9,"Santos",NA,3,NA,10,NA,2,8,NA,NA,NA,12,4,NA,NA,NA,NA,NA,NA
"117","Kayke Moreno de Andrade Rodrigues","Kayke","https://s.glbimg.com/es/sde/f/2017/05/02/175b6e25643dfdf97032cd564bc4e5c4_FORMATO.png",50402,38,"SAN","ata","Provável",1.3,4.24,0.19,1.27,26,"Santos",1,NA,NA,20,9,21,10,NA,3,12,52,6,NA,1,NA,NA,NA,NA
"118","Luiz Diallison de Souza Alves","Apodi","https://s.glbimg.com/es/sde/f/2017/04/24/287a66acd6363a7d660701c832982d75_FORMATO.png",51042,38,"CHA","lat","Provável",14.2,10.26,1.07,3.7,34,"Chapecoense",2,10,NA,61,10,16,69,1,1,2,76,40,11,NA,NA,NA,NA,NA
"119","Thiago Carleto Alves","Thiago Carleto","https://s.glbimg.com/es/sde/f/2017/05/15/e78cf3d6b6820ad71b0335abf0a64a0b_FORMATO.png",51700,38,"COR","lat","Provável",-1.6,6.02,-0.82,5.69,21,"Coritiba",8,4,NA,17,16,5,15,NA,2,1,85,31,6,1,NA,NA,NA,NA
"120","Bruno Rodrigo Fenelon Palomo","Bruno Rodrigo","https://s.glbimg.com/es/sde/f/2017/04/23/d52f6bea6aa2f1491f7bd22855a3e821_FORMATO.png",51705,38,"GRE","zag","Nulo",0,5.21,0,3.57,7,"Grêmio",NA,1,NA,5,1,1,2,NA,NA,NA,6,8,3,NA,NA,NA,NA,NA
"121","Leandro Salino do Carmo","Leandro Salino","https://s.glbimg.com/es/sde/f/2017/02/20/88732a4309dfb2ee375054e5e944d3cf_FORMATO.png",51905,38,"VIT","lat","Nulo",0,5.87,0,3.4,7,"Vitória",NA,1,NA,15,NA,2,16,NA,NA,NA,22,15,1,NA,NA,NA,NA,NA
"122","Elicarlos Souza Santos","Elicarlos","https://s.glbimg.com/es/sde/f/2017/09/26/84f2413b25e7d3769e7678f63ccdc322_FORMATO.png",50313,38,"CHA","mei","Provável",11.9,6.08,1.86,1.52,11,"Chapecoense",NA,1,NA,5,NA,NA,5,NA,1,NA,4,7,NA,NA,NA,NA,NA,NA
"123","Gilson Gomes do Nascimento","Gilson","https://s.glbimg.com/es/sde/f/2017/04/17/41717887cc5c81bcd28ad1df6829c7e6_FORMATO.png",52674,38,"BOT","lat","Suspenso",0,7.63,0,2.77,27,"Botafogo",1,6,NA,25,NA,3,29,2,NA,1,39,22,9,NA,NA,NA,NA,NA
"124","Éverton Augusto de Barros Ribeiro","Éverton Ribeiro","https://s.glbimg.com/es/sde/f/2017/06/24/7deee286983361a4845652b6c39be834_FORMATO.png",51772,38,"FLA","mei","Provável",9.7,13.64,0.97,3.33,29,"Flamengo",4,2,NA,37,9,19,63,NA,4,1,147,36,NA,1,NA,NA,NA,NA
"125","Antonio Eduardo Pereira dos Santos","Kanu","https://s.glbimg.com/es/sde/f/2017/02/20/2a67dc4c7c97236fb27abf4dbe5a39fc_FORMATO.png",51792,38,"VIT","zag","Provável",2.6,8.46,0.87,3.31,25,"Vitória",1,8,NA,21,5,11,13,1,4,6,53,26,6,NA,NA,NA,NA,1
"126","Víctor Leandro Bagy","Victor","https://s.glbimg.com/es/sde/f/2017/04/03/444816970098790387faf6c2c5c0444f_FORMATO.png",52950,38,"ATL","gol","Provável",-2,10.86,-0.72,4.03,36,"Atlético-MG",NA,5,NA,2,NA,NA,6,NA,NA,NA,23,NA,8,NA,62,47,4,NA
"127","Elias Mendes Trindade","Elias","https://s.glbimg.com/es/sde/f/2017/04/03/9fbc7e32d0d9db7b948212b98c23212a_FORMATO.png",54395,38,"ATL","mei","Provável",12.5,13.06,1.22,2.7,31,"Atlético-MG",1,6,2,44,8,10,28,1,4,3,91,51,NA,NA,NA,NA,NA,NA
"128","Leonardo Gamalho de Souza","Léo Gamalho","https://s.glbimg.com/es/sde/f/2017/08/24/cb79c4aff8a8ded85c29f01203f775d8_FORMATO.png",53865,38,"PON","ata","Provável",2,6.8,0.23,2.49,13,"Ponte Preta",NA,1,NA,16,5,9,11,NA,3,NA,18,4,NA,NA,NA,NA,NA,NA
"129","Ferdinando Pereira Leda","Ferdinando","https://s.glbimg.com/es/sde/f/2017/04/28/451b8463a985e60f7a6e4d877e47d26e_FORMATO.png",53731,38,"AVA","mei","Nulo",0,5,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Bruno César Pereira da Silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2016/05/20/473777983ee50165bf691b0f029cac11_FORMATO.png",68698,38,"BOT","mei","Suspenso",0,12.69,0,4.26,33,"Botafogo",5,9,NA,67,10,20,50,NA,6,NA,124,63,NA,NA,NA,NA,NA,NA
"131","Luis Ricardo Silva Umbelino","Luis Ricardo","https://s.glbimg.com/es/sde/f/2016/05/20/f1f631c4c995df1548717967d445801f_FORMATO.png",55348,38,"BOT","lat","Nulo",0,6.8,0,3.25,6,"Botafogo",2,NA,NA,4,NA,NA,1,NA,NA,NA,14,6,1,NA,NA,NA,NA,NA
"132","Marcos Antônio da Silva Gonçalves","Marquinhos","https://s.glbimg.com/es/sde/f/2017/05/03/cc800ad5ce3aeb287358e50e4352911b_FORMATO.png",60788,38,"SPO","ata","Provável",-1.8,3.95,-0.37,1.47,9,"Sport",2,NA,NA,7,3,3,5,NA,1,4,23,NA,NA,NA,NA,NA,NA,NA
"133","Willians dos Santos Santana","Willians","https://s.glbimg.com/es/sde/f/2017/06/07/e24d137ff5aa2e79299e85cf581744a1_FORMATO.png",60787,38,"AVA","ata","Nulo",0,3.06,0,1.15,21,"Avaí",2,2,1,31,2,5,9,NA,NA,1,16,20,NA,NA,NA,NA,NA,NA
"134","João Paulo da Silva","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/24/bd4f8a7faf06636fd48dc601b16ea0af_FORMATO.png",56102,38,"COR","mei","Nulo",0,5.14,0,0.28,4,"Coritiba",NA,NA,NA,5,NA,NA,3,NA,NA,NA,10,3,NA,NA,NA,NA,NA,NA
"135","Jael Ferreira Vieira","Jael","https://s.glbimg.com/es/sde/f/2017/04/23/585f69babcaf14c7eaf22537e3c5338c_FORMATO.png",60859,38,"GRE","ata","Nulo",0,3.41,0,0.03,12,"Grêmio",1,3,NA,16,2,7,15,NA,NA,6,18,2,NA,NA,NA,NA,NA,NA
"136","Anderson Vital da Silva","Dedé","https://s.glbimg.com/es/sde/f/2017/04/05/526dd85f05139f739aca91b753b00ec9_FORMATO.png",60819,38,"CRU","zag","Contundido",0,8.86,0,3.43,3,"Cruzeiro",NA,NA,NA,1,NA,NA,2,NA,NA,NA,12,2,2,NA,NA,NA,NA,NA
"137","Réver Humberto Alves Araújo","Réver","https://s.glbimg.com/es/sde/f/2017/08/16/85d20e5a1ac2e527a5eca70e709f7b10_FORMATO.jpeg",52253,38,"FLA","zag","Suspenso",0,10.69,0,5.02,25,"Flamengo",NA,3,NA,17,5,6,22,NA,5,2,29,32,7,NA,NA,NA,NA,NA
"138","Roger de Carvalho","Roger Carvalho","https://s.glbimg.com/es/sde/f/2017/04/28/050f2523a89b53c80e67a8b25d407fea_FORMATO.png",51415,38,"ATL","zag","Contundido",0,7.51,0,2.63,19,"Atlético-GO",1,NA,NA,29,NA,10,31,1,NA,NA,41,24,1,NA,NA,NA,NA,NA
"139","Anderson Vieira Martins","Anderson Martins","https://s.glbimg.com/es/sde/f/2017/07/24/b1c36aceb7c5d5fb95b9079cf23fe5fe_FORMATO.png",52618,38,"VAS","zag","Provável",-2.3,8.9,-1.48,3.53,14,"Vasco",NA,2,NA,15,NA,6,4,NA,NA,NA,31,20,6,NA,NA,NA,NA,NA
"140","Lucca Borges Brito","Lucca","https://s.glbimg.com/es/sde/f/2017/05/02/bd59d7bbf1fff0ce2e2dd4b489c5c99a_FORMATO.png",61149,38,"PON","ata","Provável",8.2,20.75,-0.65,5.61,35,"Ponte Preta",2,6,NA,45,30,34,111,NA,13,11,92,28,NA,2,NA,NA,NA,NA
"141","Rodrigo Eduardo Costa Marinho","Rodriguinho","https://s.glbimg.com/es/sde/f/2017/04/20/ff3f0ec8867916a05745cdee54815442_FORMATO.png",61033,38,"COR","mei","Nulo",0,14.86,0,3.63,31,"Corinthians",6,5,NA,50,27,25,57,2,3,3,108,28,NA,NA,NA,NA,NA,NA
"142","Patric Cabral Lalau","Patric","https://s.glbimg.com/es/sde/f/2017/04/24/89077bf2beda96cfae171fad51c21cd1_FORMATO.png",60969,38,"VIT","lat","Provável",2.7,7.63,0.28,2.72,33,"Vitória",4,3,NA,55,8,17,18,NA,1,8,115,44,6,NA,NA,NA,NA,NA
"143","Airton Ribeiro Santos","Airton","https://s.glbimg.com/es/sde/f/2016/05/19/53e1bd0759a8f98439752def04457e15_FORMATO.png",61985,38,"BOT","mei","Contundido",0,5.63,0,1.17,3,"Botafogo",NA,NA,NA,3,NA,NA,4,NA,NA,NA,7,3,NA,NA,NA,NA,NA,NA
"144","Gilberto Oliveira Souza Júnior","Gilberto","https://s.glbimg.com/es/sde/f/2016/08/18/6af48de27fa231f0a84e3301c9451cb9_FORMATO.png",61188,38,"SAO","ata","Nulo",0,3.32,0,1.32,17,"São Paulo",NA,2,NA,9,5,5,11,NA,2,5,11,4,NA,NA,NA,NA,NA,NA
"145","Carlos Cesar Neves","Carlos Cesar","https://s.glbimg.com/es/sde/f/2017/04/03/ed8cd5220fe7c5ba0069143fad70f518_FORMATO.png",61211,38,"ATL","lat","Contundido",0,4.46,0,-0.7,1,"Atlético-MG",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"146","Walter Henrique da Silva","Walter","https://s.glbimg.com/es/sde/f/2017/10/11/2fb916624c1e43c9b2dbd3b2d725d4a5_FORMATO.png",62128,38,"ATL","ata","Nulo",0,7.42,0,2.02,25,"Atlético-GO",2,7,NA,61,17,22,51,1,5,13,123,16,NA,NA,NA,NA,NA,NA
"147","Jean Raphael Vanderlei Moreira","Jean","https://s.glbimg.com/es/sde/f/2017/04/18/84289863d6f3328bec523c3cfeadb268_FORMATO.png",62047,38,"PAL","lat","Nulo",0,13.53,0,4.27,20,"Palmeiras",1,1,NA,13,4,22,15,NA,2,3,49,18,7,1,NA,NA,NA,NA
"148","Edimar Curitiba Fraga","Edimar","https://s.glbimg.com/es/sde/f/2017/04/25/0991c88dd099660fdb7cfc88a4bedab1_FORMATO.png",62024,38,"SAO","lat","Provável",4.1,5.42,0.39,2.66,19,"São Paulo",NA,4,NA,19,4,1,27,NA,NA,NA,58,25,5,NA,NA,NA,NA,NA
"149","Werley Ananias da Silva","Werley","https://s.glbimg.com/es/sde/f/2017/04/24/5d30208b79a04fd4710a6c79831dae42_FORMATO.png",62974,38,"COR","zag","Suspenso",0,8.16,0,3.59,25,"Coritiba",NA,3,1,17,2,7,11,1,4,1,59,23,8,NA,NA,NA,NA,NA
"150","Marcelo de Oliveira Santos","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2017/07/25/b2b0680473841905e6c9f7656eb437cd_FORMATO.png",62136,38,"COR","tec","Provável",3.31,9.85,0.18,3.33,22,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Walter Leandro Capeloza Artune","Walter","https://s.glbimg.com/es/sde/f/2017/04/20/196790f232d428bcd861ad55c55dd8cc_FORMATO.png",51413,38,"COR","gol","Contundido",0,6.88,0,12,1,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
