"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","FD","PE","RB","A","CA","FC","FS","SG","FF","FT","I","CV","G","PP","DD","GS","DP","GC"
"416","Uilson Pedruzzi de Oliveira","Uilson","https://s.glbimg.com/es/sde/f/2017/04/03/f77329e6065eec16e496b8b12ad6384a_FORMATO.png",85418,26,"ATL","gol","Nulo",0,4,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","Orlando Enrique Berrío Meléndez","Berrío ","https://s.glbimg.com/es/sde/f/2017/08/16/8f979b78f3df5801a77118cd72b411c6_FORMATO.jpeg",85300,26,"FLA","ata","Provável",0,3.43,0,0.89,16,"Flamengo",2,30,5,1,3,14,9,NA,1,NA,1,NA,2,NA,NA,NA,NA,NA
"418","Lucas Cândido Silva","Lucas Cândido","https://s.glbimg.com/es/sde/f/2017/04/03/3ce5d2322ae49cd21e272911d9992c4a_FORMATO.png",84851,26,"ATL","mei","Contundido",0,4,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","João Paulo Silva Martins","João Paulo","https://s.glbimg.com/es/sde/f/2017/05/02/f85d6ca954388c9c5635f0e28f95b5cf_FORMATO.png",85425,26,"SAN","gol","Nulo",0,2.97,0,10.7,1,"Santos",NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"420","Edson Felipe da Cruz","Edson","https://s.glbimg.com/es/sde/f/2017/07/28/848d6125a9c369432280eafad030d57a_FORMATO.png",80370,26,"BAH","mei","Suspenso",-0.9,13.16,-1.55,4.51,14,"Bahia",3,22,37,1,3,24,16,NA,10,NA,2,1,1,NA,NA,NA,NA,NA
"421","Alejandro Ariel Cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2017/04/22/6b0dea43cdbaa38c369c09b3e7b75700_FORMATO.png",80363,26,"CRU","mei","Contundido",0,5.29,0,1.69,13,"Cruzeiro",NA,55,22,NA,4,16,23,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","Wanderson Ferreira de Oliveira","Valdívia","https://s.glbimg.com/es/sde/f/2017/05/31/6bc774b62632d57e756a9e0533fcfd85_FORMATO.png",85423,26,"ATL","mei","Provável",1.6,7.9,0.55,3.19,14,"Atlético-MG",12,37,10,1,NA,9,25,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA
"423","Jonas Gomes de Sousa","Jonas","https://s.glbimg.com/es/sde/f/2017/04/24/d4c75e365c9c04af042bf7ff378d60c7_FORMATO.png",85586,26,"COR","mei","Suspenso",0.5,7.33,-0.08,2.89,20,"Coritiba",NA,51,53,NA,6,41,20,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","Lucas Rafael Araujo Lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2017/05/02/acb1d4777b6e76d3ca67054da81d0c42_FORMATO.png",80583,26,"SAN","mei","Provável",0,4.59,0,1.93,16,"Santos",7,83,20,3,9,30,41,NA,6,NA,NA,NA,1,NA,NA,NA,NA,NA
"425","Wanderson Carvalho de Oliveira","Wanderson","https://s.glbimg.com/es/sde/f/2017/04/27/a7b0a15537c943f557f8fb73d8a9171b_FORMATO.png",80373,26,"ATL","lat","Nulo",0,4,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","Luan Garcia Teixeira","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/21b43228acd34549ca343f42576f7632_FORMATO.png",80692,26,"PAL","zag","Suspenso",-4.3,5.63,-0.14,2.52,14,"Palmeiras",1,14,17,NA,3,18,12,4,5,NA,NA,1,NA,NA,NA,NA,NA,NA
"427","Leonardo Pinheiro da Conceição","Léo","https://s.glbimg.com/es/sde/f/2017/07/25/a991dde92eec83e89482b3d11115669f_FORMATO.png",85626,26,"FLU","lat","Provável",-2.7,3.06,-0.86,1.01,18,"Fluminense",2,41,15,1,2,39,7,2,2,NA,3,NA,1,NA,NA,NA,NA,NA
"428","Pedro Tonon Geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2017/04/23/e509769d9e394ef42a8681bfdacc8283_FORMATO.png",80853,26,"GRE","zag","Provável",4.6,13.4,-0.34,6.59,14,"Grêmio",3,33,32,2,4,9,10,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","Michael Vinicius Silva de Morais","Michael","https://s.glbimg.com/es/sde/f/2017/05/04/c43b96f2a0e0c8a8006defaedc1db2ee_FORMATO.png",80537,26,"FLU","ata","Nulo",0,2,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","Vitor Prada Macaneiro","Vitor Prada","https://s.glbimg.com/es/sde/f/2015/07/22/038dbc80052b6760a2b49d76733db416_FORMATO.jpeg",81094,26,"AVA","gol","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","Artur Sérgio Batista de Souza","Artur","https://s.glbimg.com/es/sde/f/2017/05/02/5c01ab099352ecad2baaa0a00f978720_FORMATO.png",85591,26,"PON","lat","Contundido",0,4,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","Daniel Correa Freitas","Daniel","https://s.glbimg.com/es/sde/f/2017/04/24/5b71e14cce546da5e531c172e54e0ce2_FORMATO.png",85629,26,"COR","mei","Nulo",0,6,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","Wanderson Santos Pereira","Wanderson","https://s.glbimg.com/es/sde/f/2017/04/23/3914af8715466d38cf77d94b2c5c5685_FORMATO.png",86143,26,"ATL","zag","Provável",4.7,6.63,0.99,3.73,16,"Atlético-PR",7,22,12,NA,1,15,4,6,2,NA,2,NA,2,NA,NA,NA,NA,NA
"434","Thallyson Augusto Tavares Dias","Thallyson","https://s.glbimg.com/es/sde/f/2017/06/07/cd71ce4201f13139db63ac6e182e85a7_FORMATO.png",81219,26,"VIT","lat","Contundido",0,0.96,0,0.87,6,"Vitória",NA,20,5,NA,1,5,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","Johnath Marlone Azevedo da Silva","Marlone","https://s.glbimg.com/es/sde/f/2017/04/25/744a27f04385f2906d5982a7dad3445b_FORMATO.png",80944,26,"ATL","mei","Nulo",0,5.48,0,0.92,12,"Atlético-MG",3,37,4,NA,2,9,8,NA,4,NA,4,NA,2,NA,NA,NA,NA,NA
"436","Mayke Rocha de Oliveira","Mayke","https://s.glbimg.com/es/sde/f/2017/05/19/0c4040195eb2210f37198e62876f4dc1_FORMATO.png",81150,26,"PAL","lat","Suspenso",4.6,7.91,0.24,3.65,18,"Palmeiras",NA,38,30,NA,3,32,10,7,2,NA,3,NA,1,NA,NA,NA,NA,NA
"437","Hyoran Kaue Dalmoro","Hyoran","https://s.glbimg.com/es/sde/f/2017/02/19/1ec83086a8ae2fe33a1e88113fff1ac1_FORMATO.png",85931,26,"PAL","mei","Nulo",0,3.59,0,3.47,3,"Palmeiras",1,5,2,NA,NA,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"438","Frickson Rafael  Erazo Vivero","Erazo","https://s.glbimg.com/es/sde/f/2017/04/03/a0b75e2777a8e1b1844e5f2ff9caa182_FORMATO.png",81223,26,"ATL","zag","Nulo",0,3.98,0,0.15,2,"Atlético-MG",NA,4,NA,NA,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","Miguel Angel Borja Hernandez","Borja","https://s.glbimg.com/es/sde/f/2017/04/23/4b0f5cd460ee874344bfbfd4e3eef9a6_FORMATO.png",86120,26,"PAL","ata","Nulo",0.7,14.91,0.2,2.01,16,"Palmeiras",6,19,4,NA,3,16,12,NA,15,NA,3,NA,3,NA,NA,NA,NA,NA
"440","Oswaldo José Henríquez Bocanegra","Oswaldo Henríquez","https://s.glbimg.com/es/sde/f/2016/05/01/49c33afe8104b8c052fd2c593fca02e5_FORMATO.png",81241,26,"SPO","zag","Provável",0.2,5.15,-0.56,4.6,11,"Sport",1,17,25,NA,3,12,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","Juan Ramón Cazares Sevillano","Cazares","https://s.glbimg.com/es/sde/f/2017/04/03/6ccb564ce56c9f6aad79040ab5f8f570_FORMATO.png",81682,26,"ATL","mei","Provável",5.6,9.47,-0.18,3.34,21,"Atlético-MG",16,75,7,7,NA,21,11,NA,21,NA,1,NA,3,1,NA,NA,NA,NA
"442","Victor Luis Chuab Zamblauskas","Victor Luis","https://s.glbimg.com/es/sde/f/2017/04/18/9a9a735957f9522e9ffcf1664bd29a44_FORMATO.png",86410,26,"BOT","lat","Provável",6,12.99,1,4.69,21,"Botafogo",NA,46,37,NA,4,22,22,9,6,NA,NA,NA,1,NA,NA,NA,NA,NA
"443","Andrew Erik Feitosa","Morato","https://s.glbimg.com/es/sde/f/2017/04/28/773338b7d4efec23c8bd970486c9ff68_FORMATO.png",86227,26,"SAO","ata","Contundido",0,3,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","Osman de Menezes Venâncio Junior","Osman","https://s.glbimg.com/es/sde/f/2017/04/25/f608122b61891f2ab13ba0015367cfb5_FORMATO.png",81898,26,"CHA","ata","Contundido",0,2.99,0,1.23,7,"Chapecoense",NA,4,NA,1,2,5,1,NA,4,NA,NA,NA,1,NA,NA,NA,NA,NA
"445","Marcos da Silva França","Keno","https://s.glbimg.com/es/sde/f/2017/04/18/ab0e22f1ff91a12ce2e88a367450bf03_FORMATO.png",86485,26,"PAL","ata","Nulo",0,6.23,0,2.56,20,"Palmeiras",5,40,15,NA,2,18,15,NA,7,1,4,NA,4,NA,NA,NA,NA,NA
"446","Breno Gonçalves Lopes","Breno Lopes","https://s.glbimg.com/es/sde/f/2017/05/19/68d8c5dda3ea6323520ddfd58086f176_FORMATO.png",86411,26,"ATL","lat","Nulo",0,3.43,0,2.22,11,"Atlético-GO",5,30,13,NA,NA,14,7,2,4,NA,6,NA,NA,NA,NA,NA,NA,NA
"447","Clayton Silveira da Silva","Clayton","https://s.glbimg.com/es/sde/f/2017/08/25/b1bd13510c1d64d8d7f7058a48c1acdb_FORMATO.png",81770,26,"ATL","ata","Nulo",-0.8,6.21,-0.16,2.03,6,"Atlético-MG",NA,9,1,NA,NA,7,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA
"448","José Henrique da Silva Dourado","Henrique Dourado","https://s.glbimg.com/es/sde/f/2017/07/25/74fe5365c7b46c57003665b15a0d770a_FORMATO.png",81905,26,"FLU","ata","Provável",-1.2,21.24,0.07,5.98,20,"Fluminense",10,54,9,2,4,53,39,NA,9,NA,6,NA,14,NA,NA,NA,NA,NA
"449","Andrés Lorenzo Ríos","Andrés Ríos","https://s.glbimg.com/es/sde/f/2017/07/11/a3b10554f6896bd025dfd3eaf5f9ce80_FORMATO.png",81684,26,"VAS","ata","Provável",10.3,5.38,2.13,3.72,6,"Vasco",1,12,7,1,1,12,10,NA,5,NA,1,NA,1,NA,NA,NA,NA,NA
"450","Alisson Euler de Freitas Castro","Alisson","https://s.glbimg.com/es/sde/f/2017/04/22/b5d1b28ec393ae2be2fba2b5dffe9ce9_FORMATO.png",81845,26,"CRU","mei","Provável",2.9,13.53,0.29,4.7,18,"Cruzeiro",7,49,21,5,NA,22,36,NA,11,3,3,NA,1,NA,NA,NA,NA,NA
"451","Richard Cândido Coelho","Richard","https://s.glbimg.com/es/sde/f/2017/08/19/525a2fd7bb807a508e3f99a5d1285034_FORMATO.png",86711,26,"FLU","mei","Dúvida",0,1.65,-0.68,2.7,2,"Fluminense",NA,3,4,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","Wellington Simião","Wellington Simião","https://s.glbimg.com/es/sde/f/2017/05/17/952fdde5f058594fa74d531f91c1abf3_FORMATO.png",81903,26,"AVA","mei","Provável",1.6,2.92,0.25,1.31,22,"Avaí",3,40,10,NA,3,19,28,NA,7,1,3,NA,2,NA,NA,NA,NA,NA
"453","Christian Alberto Cueva Bravo","Cueva","https://s.glbimg.com/es/sde/f/2017/08/24/9ea34016bae7f001bbb849c8d907c1f4_FORMATO.png",82411,26,"SAO","mei","Nulo",6.9,11.4,0.04,4.03,20,"São Paulo",6,78,33,4,3,16,32,NA,9,1,5,NA,2,1,NA,NA,NA,NA
"454","Lucas da Silva Ribeiro Campos","Lucas Campos","https://s.glbimg.com/es/sde/f/2017/07/25/61d573020cc6247a735d3d6501bb2e75_FORMATO.png",99903,26,"BOT","ata","Nulo",0,0.79,0,-0.3,1,"Botafogo",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","José Rafael Vivian","Zé Rafael ","https://s.glbimg.com/es/sde/f/2017/07/28/ec8b41ce26f473fab0f1e1de432cc88f_FORMATO.png",82455,26,"BAH","mei","Provável",17.4,22.69,2.09,6.84,25,"Bahia",18,53,65,4,4,49,84,NA,12,NA,7,NA,3,NA,NA,NA,NA,NA
"456","Jonathan Francisco Lemos","Jonathan","https://s.glbimg.com/es/sde/f/2017/04/27/f0005dbb8cf4d46b99cf08acf8949256_FORMATO.png",86713,26,"ATL","lat","Provável",7.2,3.43,1.55,2.24,13,"Atlético-GO",2,25,14,NA,2,9,4,3,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"457","Walter Luiz Silva de Araujo","Luizão","https://s.glbimg.com/es/sde/f/2017/06/22/5b6da4a5651cbd0822f33cea7f49be63_FORMATO.png",86724,26,"COR","zag","Nulo",0,0.81,0,-0.27,6,"Coritiba",1,8,3,NA,4,9,4,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"458","Evanildo Borges Barbosa Júnior","Juninho","https://s.glbimg.com/es/sde/f/2017/08/30/7e1c1a89132e19ef0cd8c66c42c7aacb_FORMATO.png",63119,26,"VIT","lat","Provável",0,8.16,0,4.07,6,"Vitória",NA,15,7,1,1,4,3,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"459","Douglas Coutinho Gomes de Souza","Douglas Coutinho ","https://s.glbimg.com/es/sde/f/2017/04/23/21b6dbe5807688ac8d5a82327a8cc1a4_FORMATO.png",82469,26,"ATL","ata","Nulo",0,2.46,0,1.03,16,"Atlético-PR",7,28,5,1,NA,9,12,NA,6,NA,3,NA,NA,NA,NA,NA,NA,NA
"460","Reginaldo Manoel da Silva Júnior","Reginaldo","https://s.glbimg.com/es/sde/f/2017/07/25/4caba62b4f978cd6db2e589843899fbd_FORMATO.png",82515,26,"FLU","zag","Provável",1.7,4.53,0.01,3.72,11,"Fluminense",NA,41,29,NA,NA,13,8,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Patrick Machado Ferreira ","Patrick","https://s.glbimg.com/es/sde/f/2017/08/16/34305aca84639e95caaf29addb016bab_FORMATO.png",99918,26,"GRE","mei","Dúvida",4.2,2.97,0.32,1.77,7,"Grêmio",3,3,2,NA,NA,2,6,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"462","Lucas Gonçalves Reis Santos","Lucas Rex","https://s.glbimg.com/es/sde/f/2017/08/18/9e40a3e5256626c0192b3adef4243677_FORMATO.jpeg",86745,26,"GRE","zag","Nulo",0,2,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","Everton Sousa Soares","Everton","https://s.glbimg.com/es/sde/f/2017/04/23/f8b4218756c0dc59793c36159228a00f_FORMATO.png",86757,26,"GRE","ata","Provável",10.2,11.64,1.82,4.27,22,"Grêmio",16,22,13,2,1,12,15,NA,14,1,1,NA,5,NA,NA,NA,NA,NA
"464","Ezequiel Santos da Silva","Ezequiel","https://s.glbimg.com/es/sde/f/2017/07/27/f13594ddafc08a318b0eb550350de0b4_FORMATO.png",99915,26,"BOT","mei","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Khevin Rodrigo Fraga","Khevin",NA,99921,26,"CHA","mei","Nulo",0,1,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Lincoln Correa dos Santos","Lincoln","https://s.glbimg.com/es/sde/f/2017/08/18/c31fbfdb9ed0a96f765bb7707ec1e618_FORMATO.png",100065,26,"FLA","ata","Nulo",0,2,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","Igor Silveira Gomes","Igor",NA,100084,26,"SAO","mei","Nulo",0,1,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Rickson Barbosa Sá da Conceição","Rickson",NA,100002,26,"BOT","mei","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Lucas Felipe Galdino","Lucas Formiga",NA,99959,26,"PON","ata","Nulo",0,1,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Pedro Augusto Borges da Costa","Pedro Augusto",NA,100085,26,"SAO","mei","Nulo",0,1,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","Kleber Augusto Caetano Leite Filho","Klebinho","https://s.glbimg.com/es/sde/f/2017/09/05/6fc335d35eb2a8f269f2cf230475150c_FORMATO.png",100126,26,"FLA","lat","Nulo",0,2,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","Lucas Pereira Ribeiro de Souza","Lucas",NA,100100,26,"ATL","gol","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","Lucas Poletto Costa","Lucas Poletto",NA,100132,26,"GRE","ata","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Matheus Soares Thuler","Thuler",NA,100125,26,"FLA","zag","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Pablo Carneiro Freitas","Pablo Maldini",NA,100127,26,"FLA","lat","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","Vander Tavares Silva","Vander",NA,100159,26,"CRU","mei","Nulo",0,1,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","Paulo Henrique Pereira da Silva","Paulo Bóia","https://s.glbimg.com/es/sde/f/2017/09/16/ed8ef66b36eaa70be2d7ff9b56149fdf_FORMATO.png",100333,26,"SAO","ata","Nulo",0,1,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","Ronaldo Rodrigues de Souza","Ronaldo",NA,100162,26,"CRU","zag","Nulo",0,1,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","Pedro Henrique de Oliveira Correira","Pedrão","https://s.glbimg.com/es/sde/f/2017/09/14/f98ef7fba472b456f28c1888c9e392e5_FORMATO.jpeg",100322,26,"PAL","zag","Nulo",0,2,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Bryan Eduardo Urueña Díaz","Urueña","https://s.glbimg.com/es/sde/f/2017/09/04/d576d58dd257fe73ea225e67fae4bac6_FORMATO.png",100178,26,"AVA","mei","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","Emerson Raymundo Santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2016/05/20/7743ec4420461e770a65425100024972_FORMATO.png",86972,26,"BOT","zag","Nulo",0,0.78,0,1.14,5,"Botafogo",NA,16,4,NA,2,10,4,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"482","Eduardo Gabriel dos Santos Bauermann","Eduardo Bauermann","https://s.glbimg.com/es/sde/f/2017/05/25/590ba3c156c116d43014e1e9b5d4e74f_FORMATO.png",86970,26,"ATL","zag","Nulo",4.4,3.32,0.85,1.89,9,"Atlético-GO",NA,7,5,NA,NA,4,5,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"483","Moisés Wolschick","Moisés","https://s.glbimg.com/es/sde/f/2017/04/25/59ac946a38de5a26b19ffc56c68885dc_FORMATO.png",82567,26,"CHA","mei","Nulo",0,1.8,0,1.4,2,"Chapecoense",NA,2,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Marcelo da Conceição Benevenuto Malaquias","Marcelo","https://s.glbimg.com/es/sde/f/2017/04/18/bcd7b8ce7931a3995c1ac8aaacd657b5_FORMATO.png",95638,26,"BOT","zag","Nulo",-0.8,4.32,-1.16,3.54,12,"Botafogo",1,20,12,NA,1,9,3,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Edson Carlos Santos Lima Junior","Capa","https://s.glbimg.com/es/sde/f/2017/04/28/4a0d17271060eaf419c78016735076ee_FORMATO.png",86874,26,"AVA","lat","Provável",5.6,12.72,0.73,4.62,25,"Avaí",2,134,56,1,5,44,72,10,10,NA,4,NA,NA,NA,NA,NA,NA,1
"486","Leonardo Gomes da Conceição Silva","Leonardo","https://s.glbimg.com/es/sde/f/2017/04/23/0cd6a2a3718c7c36858e7d11ad867645_FORMATO.png",86973,26,"GRE","lat","Nulo",0,2.79,0,3.95,4,"Grêmio",NA,12,7,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Lucas Soares de Almeida","Lucas Soares",NA,100158,26,"CRU","lat","Nulo",0,1,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","Rodrigo Vasconcelos Oliveira","Rodrigo","https://s.glbimg.com/es/sde/f/2017/05/01/6d2201a3689f5a71696f8b8eacbd9646_FORMATO.png",86935,26,"SPO","mei","Nulo",0,3.85,0,2,6,"Sport",NA,9,11,NA,1,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Luan Guilherme de Jesus Vieira","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/458569d2d0c260a004befc5988da9350_FORMATO.png",86759,26,"GRE","ata","Nulo",0,20.87,0,7.37,15,"Grêmio",15,75,21,6,1,17,36,NA,14,NA,3,NA,5,1,NA,NA,NA,NA
"490","Caio César da Silva Silveira","Caio César","https://s.glbimg.com/es/sde/f/2017/04/28/c9789925a7e321c7432e9e22a2b5a2c9_FORMATO.png",86974,26,"AVA","mei","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Lucas Macanhan Ferreira","Lucas Macanhan","https://s.glbimg.com/es/sde/f/2016/05/13/222c790995cc7292f07b0dc4db7cc5f4_FORMATO.png",86760,26,"ATL","gol","Nulo",0,2,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","Sidcley Ferreira Pereira","Sidcley","https://s.glbimg.com/es/sde/f/2017/04/23/eff5699ee67d7b1a4f3c4cf923789370_FORMATO.png",86764,26,"ATL","lat","Nulo",3.5,13.69,0.32,5.45,23,"Atlético-PR",5,74,27,4,1,23,39,8,5,NA,10,NA,4,NA,NA,NA,NA,NA
"493","Matheus Rossetto","Matheus Rossetto","https://s.glbimg.com/es/sde/f/2017/04/23/c091af2e156b654e15abd7e687d0aeb2_FORMATO.png",86766,26,"ATL","mei","Nulo",5.7,5.16,0.95,1.22,21,"Atlético-PR",4,40,20,1,4,26,14,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA
"494","Alisson Raimundo de Sousa ","Alisson",NA,100337,26,"AVA","ata","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","Jordi Almeida","Jordi","https://s.glbimg.com/es/sde/f/2017/04/17/8a166ba697085a60b3f3b7d74a9c6114_FORMATO.png",86776,26,"VAS","gol","Nulo",0,4,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","Leonardo de Andrade Silva","Léo Andrade",NA,100342,26,"COR","lat","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","Caíque Luiz Santos da Purificação","Caíque","https://s.glbimg.com/es/sde/f/2017/05/28/bd5b4ba3004a61c7aee152418fb5f62f_FORMATO.png",92207,26,"VIT","gol","Provável",-6.6,3.09,-3.03,2.23,4,"Vitória",NA,2,NA,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,7,6,NA,NA
"498","Weverton Almeida Silva","Weverton Almeida",NA,100459,26,"ATL","zag","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","Gerferson Cerqueira Teles","Geferson","https://s.glbimg.com/es/sde/f/2017/02/18/1797455db8d122f09c954f551c9c8350_FORMATO.png",89976,26,"VIT","lat","Nulo",0.9,10.22,-0.08,2.88,14,"Vitória",1,31,29,NA,5,21,10,3,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"500","Matheus Phillipe Coutinho Gomes","Matheus Phillipe","https://s.glbimg.com/es/sde/f/2017/07/25/77a976e134e8bdb2f89d8c6960e4a2e6_FORMATO.png",92438,26,"FLU","gol","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","John Stiven Mendoza Valencia","Mendoza","https://s.glbimg.com/es/sde/f/2017/07/28/3526a1e303bf419c36b347c3684a027f_FORMATO.png",90031,26,"BAH","ata","Provável",8.5,6.18,1.76,4.33,21,"Bahia",9,54,26,1,1,21,25,NA,20,1,1,NA,4,NA,NA,NA,NA,NA
